GEN.1.1	Íꞌdóngárá gá ꞌdãá, Múngú gbi ꞌbụ̃ pi vũ be. 
GEN.38.21	Hírã ní ꞌbá adriꞌbá Ẽnãyímũ gé ꞌdãlé rĩ pi zịzú kĩnĩ, “Ũkú ọ̃wụ́ rú riípi úrípi lẹ́tị mụụ́pi Ẽnãyímũ gé rĩ mịlé gá nõgó rĩ íngãá?”
GEN.38.21	ꞌBá rĩ pi ní ꞌyozú kínĩ, “Ũkú ãzi ọ̃wụ́ rú ni nõgó ꞌdãáyo.”
GEN.38.22	Hírã ní kúru ꞌi újázú gõzú Yụ́dã vúgá ꞌdãlé, ĩri ní ꞌyozú kĩnĩ, “Má ị́sụ́ ũkú rĩ kuyé. ꞌBá adriꞌbá vũrã ꞌdãri gé rĩ pi kínĩ, ũkú ọ̃wụ́ rú ni ꞌdãlé ꞌdãáyo.”
GEN.38.23	Kúru Yụ́dã ní ꞌyozú kĩnĩ, “Lẽ ũkú rĩ ã ũtẽ ngá má ní sẽé ꞌí ní ꞌdãꞌbée múké, ꞌbá rĩ pi ã gụkí rí ꞌbâ ku. Á pẽ ndrị̃ị́ mbaápi fõlõ rĩ mụzú ĩri ní rá, ꞌbo mí ị́sụ́ ĩri kuyé.”
GEN.38.24	Mbãá na ã vụ́drị̃ gé, ĩ ní lũzú Yụ́dã ní kínĩ, “Mî mvọ́pị drãápi gí rĩ vé ũkú Tãmárã ri ọ̃wụ́ rú, ꞌo tã ũnjí, ĩri nóni ꞌa be.”
GEN.38.24	Yụ́dã ní ꞌyozú kĩnĩ, “Ĩmi jịkí ĩri fũú kụ̃rụ́ rĩ agásĩ ãmvé, ĩmi zãkí ĩri veé ãcí sĩ!”
GEN.38.25	ꞌBo kâ rií Tãmárã ri jịị́ mụzú ãmvé ꞌdãá, ĩri ní tị pẽzú mụzú ẹ́nyẹ́pị ní, ĩri ní ꞌyozú kĩnĩ, “Ma nóni ꞌa be, ngá nõꞌbée vé ꞌdị́pa sẽ má ní ꞌa rĩ nĩ.” Ĩri ní gõzú ꞌyozú kĩnĩ, “Mí ámá drĩ kátrĩ ĩ ní rụ́ sĩí rụ́ꞌbá ni gé ꞌdĩri, ãzini bãákú ĩ ní rizú kátrĩ rĩ ꞌyĩzú ꞌdĩri ká, ãzini mí ámá drĩ túré ꞌdĩri ká, dõ ngá nõꞌbée ãꞌdi vé ni.”
GEN.38.26	Yụ́dã nị̃ ngá rĩ pi ámá, ngá rĩ pi ívé ni, ĩri ní ꞌyozú kĩnĩ, “Tãmárã ri tã ꞌo pịrị ndẽ ma rá,
GEN.38.27	Sâ ĩrivé tĩngárá vé rĩ kã ícá, anji rĩ pi ĩri ꞌa gá ꞌdãá ẹ̃tị́ rú. 
GEN.38.28	Kã rií tĩí, mváŋá rĩ ãzi ní ꞌî drị́ ísúzú ãmvé nõó, ũkú riípi ũkú anji tĩꞌbá rĩ pi ẽ ĩzã koópi rĩ ní bõngó bãá ika ni ꞌyĩzú mváŋá rĩ ẽ drị́ umbelé gá. Ĩri ní ꞌyozú kĩnĩ, “Mvá nõri ĩfũ drị̃drị̃.” 
GEN.38.29	ꞌBo mvá rĩ gõ ꞌî drị́ seé vúlé, ẹ́drị́pị ní ĩfũzú drị̃drị̃. Ũkú riípi ũkú anji tĩꞌbá rĩ pi ẽ ĩzã koópi rĩ ní ꞌyozú kĩnĩ, “Mí ali mi ĩfũú ũkpõ sĩ ãmvé nõó drị̃drị̃ íngóni?” Ĩ ní mvá rĩ ã rụ́ ꞌdazú Pẽrézĩ.
GEN.38.30	Kúru ẹ́drị́pị ĩ ní bõngó bãá ika ꞌyĩí drị́ umbelé ni gé rĩ ní ĩfũzú, ĩ ní rụ́ ni ꞌdazú Zérã ꞌi.
GEN.39.1	ꞌBá Ĩsĩmãélẽ vé riꞌbá ngá ụzịꞌbá rĩ pi ní Yõsépã ri jịzú Ẽjẽpétõ gá, kộpi sẽkí ĩri ụzịị́ Pótĩfã ní, Pótĩfã ri Ẽjẽpétõgú, ĩri ꞌbãgú Ẽjẽpétõ vé rĩ vé ũgalaku, ĩri ãmbúgú ꞌbá riꞌbá ꞌbẹ̃tị́ ꞌbãgú rĩ vé rĩ ũtẽꞌbá rĩ pi drị̃gé.
GEN.39.2	Úpí Múngú ri adrií Yõsépã be trụ́, sẽ ĩrivé tã adri mụzú céré múké, Yõsépã ri adrií ívé ãmbúgú Ẽjẽpétõgú Pótĩfã vé ãngá. 
GEN.39.3	Yõsépã vé ãmbúgú Pótĩfã kã ndreé Úpí Múngú ri Yõsépã be trụ́, Úpí Múngú sẽ tã Yõsépã ní rií ꞌoó rĩ pi céré ri adrií mụzú múké. 
GEN.39.4	Pótĩfã ꞌbã ẹ́sị́ múké Yõsépã ní, ꞌbã ĩri ꞌí jẽlé gá rií ꞌî ĩzã koó. ꞌBã ĩri adrií ãmbúgú ívé ꞌbá ꞌbẹ̃tị́ ãsámvú gé rĩ pi drị̃gé, ãzini rií ngá ívé rĩ pi ũtẽé. 
GEN.39.5	Sâ Pótĩfã ní Yõsépã ri ꞌbãzú ãmbúgú rú ívé ꞌbá ꞌbẹ̃tị́ ãsámvú gé rĩ pi drị̃gé, ãzini ngá ívé rĩ pi ũtẽé rĩ gé, Úpí Múngú ꞌbã tãkíri ꞌbá Ẽjẽpétõ vé rĩ pi drị̃gé Yõsépã ã tã sĩ. Úpí Múngú ꞌbã tãkíri ngá Pótĩfã vé rĩ pi drị̃gé céré, ꞌbã tãkíri ĩrivé ngá jó agá rĩ pi drị̃gé, ĩrivé ngá ọ́mvụ́ agá rĩ pi drị̃gé, ãzini ãnyãpá rĩ pi drị̃gé. 
GEN.39.6	Pótĩfã sẽ ngá ívé rĩ pi ãrẽvú céré kuú Yõsépã drị́gé, Yõsépã ri ũtẽé nĩ. Yõsépã ní adrií anigé rĩ sĩ, Pótĩfã ẽ ẹ́sị́ tĩ ngá ívé rĩ pi ã tã sĩ kuyé, ĩri ꞌyéŋá ri ínyá ꞌí ní lẽé nyaá rĩ ã tã ụ̃sụ̃ áyu.
GEN.39.6	Yõsépã mba rụ́ꞌbá be múké, ũnyĩ be. 
GEN.39.7	Kã adrií vụ̃ụ́ mãdã, ãmbúgú Yõsépã vé rĩ vé ũkú ꞌbã mị Yõsépã drị̃gé, ĩri ní ꞌyozú Yõsépã ní kĩnĩ, “Mí ímụ́, ꞌbá lakí mí be!”
GEN.39.8	ꞌBo Yõsépã gã sĩ. Yõsépã ní ꞌyozú ĩri ní kĩnĩ, “Ĩ ní ma ꞌbãá ãmbúgú rú ngá rĩ pi drị̃gé céré rĩ sĩ, ãmbúgú mávé rĩ ẽ ẹ́sị́ tĩ ívé ngá ꞌbẹ̃tị́ ãsámvú gé rĩ pi ã tã sĩ kuyé, ãꞌdiãtãsĩyã ꞌbã ma ãmbúgú rú rií ívé ngá ꞌbẹ̃tị́ ãsámvú gé rĩ pi ũtẽé. 
GEN.39.9	ꞌBá ãzi jó nõri agá ma ndẽépi ãmbũgũ sĩ ni ꞌdãáyo. Ãmbúgú mávé rĩ sẽ ngá ívé rĩ pi ãrẽvú céré kuú má drị́gé, ma ri ũtẽ nĩ, ꞌbo sẽ mi má ní kuyé, ãꞌdiãtãsĩyã mi ĩrivé ũkú. Má ícó ũnjĩkãnyã ꞌoó sụ̃ ꞌdĩri tị́nị Múngú ẹndrẹtị gé ku.” 
GEN.39.10	Ụ́ꞌdụ́ ãlu ãlu, ũkú rĩ ri sií Yõsépã vúgá sĩ, ꞌbo Yõsépã gã lagá ĩri be sĩ, Yõsépã lẽ ꞌi ítrú adrií ĩri ã gãrã gá ĩnyiŋá ku.
GEN.39.11	Ụ́ꞌdụ́ ãlu, Yõsépã fi mụzú jó agá ꞌdãá ívé ẹ̃zị́ ngangárá gá, ãtíꞌbá ẹ̃zị́ ngaꞌbá jó agá ꞌdãlé rĩ pi ãluŋáni jó agá ꞌdãlé ꞌdãáyo. 
GEN.39.12	Ũkú rĩ ní Yõsépã vé bõngó akoó rụ̃kụ̃ rĩ rụzú, ĩri ní ꞌyozú kĩnĩ, “Mí ímụ́, ꞌbá lakí mí be.” ꞌBo Yõsépã ní ꞌi pazú drị́ ni gé sĩ ũkpõ sĩ, ku ívé bõngó akoó rụ̃kụ̃ rĩ kú ũkú rĩ drị́gé ꞌdĩgé, nga ápá fũú jó rĩ agásĩ ãmvé. 
GEN.39.13	Ũkú rĩ kã ndreé Yõsépã ku ívé bõngó akoó rụ̃kụ̃ rĩ kú ꞌí drị́gé ꞌdĩgé, Yõsépã ápá fũú jó rĩ agásĩ ãmvé gí, 
GEN.39.14	ũkú rĩ zị ãtíꞌbá ẹ̃zị́ ngaꞌbá ívé jó agá rĩ pi, ĩri ní ꞌyozú kộpi ní kĩnĩ, “Ĩmi ndrekí drĩ ká, má ágó ni íjị́ Ẽbérẽgú nõri ímụ́ ꞌbâ uꞌdaá! Ífí jó agá nõó, lẽ laá má sĩ, ꞌbo á tre gbírílí. 
GEN.39.15	Kã ndreé á tre gbírílí, ku ívé bõngó akoó rụ̃kụ̃ rĩ kú má gãrã gá nõgó, ápá fũú jó rĩ agásĩ ãmvé.”
GEN.39.16	Ũkú rĩ ꞌbã Yõsépã vé bõngó akoó rụ̃kụ̃ rĩ kú ꞌí gãrã gá cĩmgbá ágó ni ní ícángárá gá ꞌbẹ̃tị́. 
GEN.39.17	Ĩri ní kúru tã ꞌdĩri ũlũzú ágó ni ní kĩnĩ, “Ẽbérẽgú tụ́gẹ̃rị̃ rú mí ní íjị́ ꞌdĩri, lẽ ma rụụ́ lazú ãní ũkpõ sĩ. 
GEN.39.18	ꞌBo má kã treé gbírílí, ꞌbá rĩ pi zịị́ ímụ́ má ĩzã koó, ku ívé bõngó akoó rụ̃kụ̃ rĩ kú má drị́gé nõgó, nga ápá fũú jó rĩ agásĩ ãmvé.”
GEN.39.19	Yõsépã vé ãmbúgú Pótĩfã kã tã ũkú ni ní ũlũú ꞌí ní ꞌdĩri yịị́, ꞌa ni ve Yõsépã ní ũnjí ũnjí. 
GEN.39.20	Pótĩfã jị Yõsépã ri mụụ́ ꞌbeé jó ãngũ ũꞌyĩzú rĩ agá, vũrã ꞌbãgú rĩ ní rizú ꞌbá riꞌbá tã ũnjí ꞌoꞌbá rĩ pi ũꞌyĩzú rĩ agá.
GEN.39.20	ꞌBo Yõsépã kã rií adrií jó ãngũ ũꞌyĩzú rĩ agá ꞌdãá, 
GEN.39.21	Úpí Múngú ri adrií ĩri be trụ́, ꞌbã ẹ́sị́ múké ĩri ní, sẽ ãmbúgú riípi ꞌbá ĩ ní ũꞌyĩí jó ãngũ ũꞌyĩzú rĩ agá rĩ pi ũtẽépi rĩ lẽ Yõsépã ri lẽlẽ. 
GEN.39.22	Kúru ágó ãmbúgú riípi ꞌbá ĩ ní ũꞌyĩí rĩ pi ũtẽépi rĩ ꞌbã Yõsépã ri ãmbúgú rú ꞌbá ĩ ní ũꞌyĩí rĩ pi drị̃gé, tã ĩ ní rií ngaá jó ãngũ ũꞌyĩzú rĩ agá ꞌdãá rĩ, ku ẹ̃zị́ ni céré kuú Yõsépã drị́gé. 
GEN.39.23	Ágó ãmbúgú riípi ꞌbá ĩ ní ũꞌyĩí rĩ pi ũtẽépi rĩ ẽ ẹ́sị́ tĩ tã ãzi sĩ ãluŋáni kuyé, ãꞌdiãtãsĩyã Úpí Múngú ri Yõsépã be trụ́, sẽ tã Yõsépã ní rií ꞌoó rĩ pi céré ri adrií mụzú múké.
GEN.40.1	Vụ́drị̃ ni kã vụ̃ụ́ mãdã, ꞌbãgú Ẽjẽpétõ vé rĩ vé ꞌbá riípi ĩri ní íwá sẽépi rĩ pi ĩrivé ꞌbá riípi pánga áꞌdípi rĩ be ꞌokí tã ũnjí, sẽ ꞌbãgú rĩ ã ꞌa ve ãní rá. 
GEN.40.2	ꞌBãgú Ẽjẽpétõ vé rĩ ã ꞌa ve ívé ũgalaku riípi íwá sẽépi rĩ ní, ãzini ũgalaku riípi pánga áꞌdípi rĩ ní ambamba, 
GEN.40.3	úꞌbé kộpi jó ãngũ ũꞌyĩzú ãmbúgú ãngũ ũtẽépi rĩ ní rií ũtẽé rĩ agá, vũrã ĩ ní Yõsépã ri ꞌyĩzú rĩ agá. 
GEN.40.4	Ãmbúgú riípi ãngũ ũtẽépi rĩ ẹzị kộpi kú Yõsépã drị́gé, Yõsépã ri kộpi ũtẽé nĩ.
GEN.40.4	Kộpi kâ adrií jó ãngũ ũꞌyĩzú rĩ agá ꞌdãá caá ụ́ꞌdụ́ be ãco, 
GEN.40.5	ꞌbãgú Ẽjẽpétõ vé rĩ vé ágó riípi íwá sẽépi ĩri ní rĩ pi ágó riípi pánga áꞌdípi ĩri ní ĩ ní ũꞌyĩí kuú jó ãngũ ũꞌyĩzú rĩ agá rĩ be, urobí ní kộpi ũbĩzú ị̃rị̃trọ́, ꞌbo urobí rĩ pi vé ífífí ãndíãndí.
GEN.40.6	Ụ̃ꞌbụ́tịŋá rĩ sĩ, Yõsépã kã mụụ́ kộpi vúgá ꞌdãlé, ndre kộpi adrikí kuú ízákĩzã rú. 
GEN.40.7	Yõsépã ní kúru ꞌbãgú rĩ vé ũgalaku rĩ pi zịzú kĩnĩ, “Ãndrũ ĩmi adrikí kuú ízákĩzã rú ꞌdíni ãsĩ?”
GEN.40.8	Kộpi ní újázú ĩri ní kínĩ, “Urobí ũbĩ ꞌbâ ị̃rị̃trọ́, ꞌbo ꞌbá ãzi ꞌbá ní tã ni ẽ ífífí ũlũúpi ni ꞌdãáyo.”
GEN.40.8	Kúru Yõsépã ní ꞌyozú kộpi ní kĩnĩ, “Múngú ri ícó urobí rĩ vé ífífí ũlũ nĩ. Ĩmi ũlũkí drĩ má ní urobí ĩmi ũbĩípi rĩ ká.”
GEN.40.9	Kúru ꞌbãgú rĩ vé ꞌbá riípi ĩri ní íwá sẽépi rĩ ní urobí ꞌi ũbĩípi rĩ ũlũzú Yõsépã ní kĩnĩ, “Urobí rĩ ũbĩ ma, á ndre pẹtị vị́nyọ̃ vé ni má ẹndrẹtị gé. 
GEN.40.10	Pẹtị vị́nyọ̃ vé rĩ drị́tị be na. Pẹtị rĩ kã íꞌdó rũú, koro ĩri ní íꞌdózú fũ zozú, ĩri ní ꞌazú. 
GEN.40.11	Á rụ ꞌbãgú rĩ vé kópõ kú má drị́gé, má ní vị́nyọ̃ rĩ vé ũꞌa uꞌdụzú, má ní zozú ꞌbãgú Ẽjẽpétõ vé rĩ vé kópõ agá, má ní kópõ rĩ sẽzú ꞌbãgú rĩ drị́gé.”
GEN.40.12	Yõsépã ní ꞌyozú ĩri ní kĩnĩ, “Urobí rĩ vé ífífí ꞌdíni, drị́tị na ꞌdĩꞌbée, ĩri ụ́ꞌdụ́ na. 
GEN.40.13	Ụ́ꞌdụ́ na ni gé, ꞌbãgú Ẽjẽpétõ vé rĩ ímụ́ mi trũ rá, ĩri mi ꞌbã gõ mívé ẹ̃zị́ gé ũzi, mi ímụ́ ĩri ní íwá rĩ sẽ nĩ, sụ̃ mí ní rií ándúrú sẽé ĩri ní rĩ tị́nị. 
GEN.40.14	ꞌBo mívé tã ẹ́cị́ dõ mụzú múké, mí ụ̃sụ̃ mâ tã be, ꞌí ꞌbã ẹ́sị́ múké má ní, mí ũlũ mávé tã ꞌbãgú Ẽjẽpétõ vé rĩ ní, ã trũ rí ma jó ãngũ ũꞌyĩzú rĩ agá nõósĩ rá. 
GEN.40.15	Ãꞌdiãtãsĩyã rụkí ma ũkpõ sĩ íjị́ ꞌbá Ẽbérẽ vé rĩ pi vé ãngũ agá ꞌdãásĩ. Ẽjẽpétõ agá nõgó, á ꞌo tã ãzi ũnjí ĩ ní ícózú ma ꞌyĩzú ãní ãluŋáni kuyé.”
GEN.40.16	Ãmbúgú riípi pánga áꞌdípi rĩ kã ndreé Yõsépã ũlũ urobí rĩ vé ífífí múké, ĩri ní ꞌyozú Yõsépã ní kĩnĩ, “Urobí ũbĩ kpá ma rá. Urobí rĩ kĩnĩ, á ri ũvú na pánga be agá ni pi ꞌdụ mụzú drị̃ sĩ. 
GEN.40.17	ꞌBãgú Ẽjẽpétõ vé rĩ vé ngá ĩ ní áꞌdí gí rĩ pi ãrẽvú céré ũvú ụrụgégélésĩ rĩ agá, ꞌbo ãríŋá rĩ pi rikí ngá rĩ pi teé ũvú rĩ agá má drị̃gé ꞌdĩgé.”
GEN.40.18	Yõsépã ní ꞌyozú ĩri ní kĩnĩ, “Urobí rĩ vé ífífí ꞌdíni, ũvú na ꞌdĩꞌbée, ĩri ụ́ꞌdụ́ na. 
GEN.40.19	Ụ́ꞌdụ́ na ni gé, ꞌbãgú Ẽjẽpétõ vé rĩ mî drị̃ lị, ĩri mívé ãvũ ꞌyĩ pẹtị sị́gé. Ãríŋá rĩ pi mívé ãvũ te rá.”
GEN.40.20	Kã mụụ́ caá ụ́ꞌdụ́ na ni gé, ụ́ꞌdụ́ ꞌdãri, ụ́ꞌdụ́ ĩ ní ꞌbãgú rĩ vé tịngárá ã tã ígázú rĩ. ꞌBãgú rĩ ꞌbã ụ̃mụ̃, zị ívé ũgalaku rĩ pi ãrẽvú céré ímụ́ ụ̃mụ̃ rĩ ã nyangárá gá. Zị kpá ívé ãmbúgú riípi ꞌí ní íwá sẽépi rĩ pi, ãmbúgú pánga áꞌdípi rĩ be ímụ́zú ụ̃mụ̃ rĩ gé ĩndĩ. 
GEN.40.21	ꞌBãgú Ẽjẽpétõ vé rĩ ní ãmbúgú riípi ꞌí ní íwá sẽépi rĩ ꞌbãzú gõzú ívé ẹ̃zị́ gé ũzi, ã sẽ rí ꞌí ní íwá rĩ sụ̃ ĩri ní ándúrú rií sẽé rĩ tị́nị. 
GEN.40.22	ꞌBo ꞌyĩ ãmbúgú riípi pánga áꞌdípi rĩ pẹtị sị́gé, sụ̃ nyo Yõsépã ní ĩrivé urobí ũlũú rĩ tị́nị.
GEN.40.23	ꞌBo ꞌbãgú rĩ vé ãmbúgú riípi ĩri ní íwá sẽépi rĩ ụ̃sụ̃ Yõsépã ã tã kuyé, ãvĩ ĩrivé tã sĩ rá.
GEN.41.1	Ílí ị̃rị̃ ã vụ́drị̃ gé, ꞌbãgú Ẽjẽpétõ vé rĩ ũbĩ urobí kĩnĩ, ꞌí tu pá kuú yị̃ị́ ãmbúgú dịị́pi dịdị Náyĩlĩ tị gé. 
GEN.41.2	Tị́ ẹ́zị̂rị̃ usese, rụ́ꞌbá be múlímúlí ni pi ĩfũkí yị̃ị́ ãmbúgú dịị́pi dịdị Náyĩlĩ agá ꞌdãásĩ ãmvé nõó, kộpi rikí ĩzíríkõ rĩ pi nyaá. 
GEN.41.3	Tị́ ꞌdĩꞌbée ã vụ́drị̃ gé, tị́ ụrụkọ ẹ́zị̂rị̃ rụ́ꞌbá be jịrị, ụ́yị́ꞌbá kú goroce ni pi ĩfũkí kpá yị̃ị́ ãmbúgú dịị́pi dịdị Náyĩlĩ agá ꞌdãásĩ ãmvé nõó, tukí pá kuú tị́ usese pá tuꞌbá kuú yị̃ị́ gãrã gá rĩ pi ã gãrã gá. 
GEN.41.4	Tị́ rụ́ꞌbá be jịrị, ụ́yị́ꞌbá kú goroce ꞌdĩꞌbée nyakí tị́ ẹ́zị̂rị̃ usese rụ́ꞌbá be múlímúlí ꞌdĩꞌbée rá. Kúru ꞌbãgú Ẽjẽpétõ vé rĩ ní aruzú.
GEN.41.5	ꞌBãgú rĩ gõ kpá ụ́ꞌdụ́ koó dị̃ị́, urobí ãzi gõ kpá ĩri ũbĩí dị̃ị́, urobí rĩ agá ꞌdãá, ndre ũndú ayi drị̃ be ẹ́zị̂rị̃ ũndú pẹtị ãlu sị́gé, ꞌa gbálígbálí, mị be múké múké. 
GEN.41.6	Vụ́drị̃ ni gé, ũndú ĩfũ drị̃ be ẹ́zị̂rị̃ ũndú pẹtị ãlu ꞌdĩri ã rụ́ꞌbá gá, kộpi ayikí céré kuú mũnímũní rú, ũlí íbí ívị́ ụ̃tụ́ ní ĩfũngárá gálésĩ, ũlí rĩ koko, sẽ ũndú rĩ vé bị́ ụ́nyụ́ ãní rá. 
GEN.41.7	Ũndú mũnímũní rú ꞌdĩꞌbée utekí ũndú ꞌaápi mị be múké múké ꞌdĩꞌbée rá. ꞌBãgú Ẽjẽpétõ vé rĩ ní kpá aruzú, nị̃ ámá rá ꞌyozú kínĩ, ngá rĩ urobí ũbĩ ꞌi nĩ.
GEN.41.8	Kã mụụ́ adrií ụ̃ꞌbụ́tịŋá rĩ sĩ, ꞌbãgú rĩ ẽ drị̃ ábá céré céré. Ĩri ní újógú rĩ pi zịzú, ãzini ꞌbá tã nị̃ꞌbá ambamba ãngũ Ẽjẽpétõ vé rĩ agá rĩ pi zịzú ímụ́zú ꞌí vúgá nõlé. Ĩri ní urobí rĩ ũlũzú kộpi ní, ꞌbo ꞌbá ãzi urobí rĩ vé ífífí ũlũúpi ĩri ní ãluŋáni ꞌdãáyo.
GEN.41.9	Kúru ꞌbãgú Ẽjẽpétõ vé rĩ vé ãmbúgú riípi ĩri ní íwá sẽépi rĩ ní ꞌyozú ꞌbãgú rĩ ní kĩnĩ, “Ụ́ꞌdụ́ ãndrũ rĩ gé, má ígá tã má ní ándúrú ãvĩzú ãní rĩ gí. 
GEN.41.10	Mî ꞌa ve ándúrú ꞌbá ní mívé ãmbúgú riípi pánga áꞌdípi rĩ be, ꞌí ꞌbe ꞌbâ jó ãngũ ũꞌyĩzú ãmbúgú ãngũ ũtẽépi rĩ ní rií ũtẽé rĩ agá. 
GEN.41.11	Ị́nị́ŋá ãzi sĩ, urobí ũbĩ ꞌbâ ị̃rị̃trọ́ ãmbúgú riípi pánga áꞌdípi rĩ be, urobí rĩ pi vé ífífí ãndíãndí. 
GEN.41.12	Sâ ꞌdãri gé, Ẽbérẽgú ãzi ri adrií ꞌbá be trụ́ jó ãngũ ũꞌyĩzú rĩ agá ꞌdãá, ĩri ãtíꞌbá ãmbúgú ãngũ ũtẽépi rĩ vé ni. ꞌBá ũlũkí urobí ꞌbâ ũbĩípi rĩ ĩri ní, ũlũ ꞌbá ãlu ãlu vé urobí ẽ ífífí rá. 
GEN.41.13	Tã rĩ pi ngakí nyo ĩ sụ̃ụ́ ĩri ní ũlũú ꞌbá ní rĩ tị́nị. ꞌBãkí ma gõó mávé ẹ̃zị́ gé ũzi, ꞌyĩkí ágó riípi pánga áꞌdípi rĩ pẹtị sị́gé.”
GEN.41.14	Kúru ꞌbãgú rĩ ní ꞌbá pẽzú mụzú Yõsépã ri zịzú, koro ĩ ní Yõsépã ri íjị́zú jó ãngũ ũꞌyĩzú rĩ agá ꞌdãásĩ ãmvé. Yõsépã ní ꞌî drị̃ꞌbí fazú, ĩri ní ívé bõngó újázú, ĩri mụzú pá tuzú ꞌbãgú rĩ ẹndrẹtị gé.
GEN.41.15	ꞌBãgú rĩ ní ꞌyozú Yõsépã ní kĩnĩ, “Urobí ũbĩ ma, ꞌbo ꞌbá ãzi urobí rĩ vé ífífí ũlũúpi má ní ni ãluŋáni ꞌdãáyo. Á yị kínĩ, urobí ũbĩ dõ ꞌbá rĩ, ꞌbá rĩ ũlũ dõ mí ní, mi urobí rĩ vé ífífí ũlũ rá.”
GEN.41.16	Yõsépã ní ꞌyozú ꞌbãgú rĩ ní kĩnĩ, “Má ícó urobí rĩ vé ífífí ũlũú mávé ũkpõ sĩ bã ku, Múngú ri ícó urobí rĩ vé ífífí ũlũ mí ní nĩ.”
GEN.41.17	Kúru ꞌbãgú rĩ ní ꞌyozú Yõsépã ní kĩnĩ, “Urobí rĩ ũbĩ ma kĩnĩ, á tu pá kuú yị̃ị́ ãmbúgú dịị́pi dịdị Náyĩlĩ tị gé. 
GEN.41.18	Tị́ ẹ́zị̂rị̃ usese rụ́ꞌbá be múlímúlí ni pi ĩfũkí yị̃ị́ ãmbúgú dịị́pi dịdị rĩ agá ꞌdãásĩ, kộpi rikí ĩzíríkõ rĩ pi nyaá. 
GEN.41.19	Tị́ ꞌdĩꞌbée ã vụ́drị̃ gé, tị́ ụrụkọ ẹ́zị̂rị̃ rụ́ꞌbá be jịrị, ụ́yị́ꞌbá kú goroce ni pi ĩfũkí kpá yị̃ị́ rĩ agá ꞌdãásĩ ãmvé nõó. Ụ̃kụ ni, á ndre drĩ tị́ sụ̃ ꞌdĩꞌbée tị́nị rụ́ꞌbá be jịrị, ụ́yị́ꞌbá goroce ni pi ãngũ Ẽjẽpétõ vé rĩ agá nõgó kuyé. 
GEN.41.20	Tị́ rụ́ꞌbá be jịrị, ụ́yị́ꞌbá goroce ꞌdĩꞌbée nyakí tị́ usese, rụ́ꞌbá be múlímúlí ĩfũꞌbá drị̃drị̃ rĩ pi rá. 
GEN.41.21	Kộpi kâ tị́ usese ꞌdĩꞌbée nyaá gí, ꞌbá ãzi ícópi nị̃ị́pi ámápi ꞌyozú kínĩ kộpi nyakí tị́ usese ꞌdĩꞌbée gí ꞌdíni ni ꞌdãáyo, ãꞌdiãtãsĩyã kộpi áwíkí adrií kuú goroce sụ̃ ĩ ní adrií ụ̃kụ rĩ tị́nị. Kúru má ní aruzú.
GEN.41.22	“Á gõ kpá urobí ãzi ũbĩí dị̃ị́, urobí rĩ agá ꞌdãá, á ndre ũndú ayi drị̃ be ẹ́zị̂rị̃ ũndú pẹtị ãlu sị́gé, ꞌa gbálígbálí, mị be múké múké. 
GEN.41.23	Vụ́drị̃ ni gé, ũndú gõ ĩfũú drị̃ be ẹ́zị̂rị̃ ũndú pẹtị ãlu ꞌdĩri ã rụ́ꞌbá gá, kộpi ayikí céré mũnímũní rú, ũlí íbí ívị́ ụ̃tụ́ ní ĩfũngárá gálésĩ, ũlí rĩ koko, sẽ ũndú rĩ vé bị́ ụ́nyụ́ ãní rá. 
GEN.41.24	Ũndú mũnímũní rú ꞌdĩꞌbée utekí ũndú drị̃ be ẹ́zị̂rị̃ ꞌaꞌbée mị be gbálígbálí ꞌdĩꞌbée rá. Má ũlũ urobí ꞌdĩri újógú rĩ pi ní, ꞌbo ꞌbá ãzi ífífí ni ũlũúpi má ní ꞌdãáyo.”
GEN.41.25	Kúru Yõsépã ní ꞌyozú ꞌbãgú rĩ ní kĩnĩ, “Ãmbúgú mávé rĩ, mívé urobí ꞌdĩꞌbée ị̃rị̃trọ́ lũ céré tã ãlu rĩ. Múngú iꞌda tã ꞌí ní lẽé ngaá rĩ. 
GEN.41.26	Tị́ usese ẹ́zị̂rị̃ rụ́ꞌbá be múlímúlí ꞌdĩꞌbée, kộpi ílí ẹ́zị̂rị̃ rĩ pi vé tã iꞌda. Ũndú drị̃ be ẹ́zị̂rị̃ ꞌaápi mị be gbálígbálí ꞌdĩꞌbée, kộpi kpá ílí ẹ́zị̂rị̃ ãlu ãlu rĩ pi vé tã iꞌda. Ílí ẹ́zị̂rị̃ ꞌdĩꞌbée agá, ãnyãngã ri ímụ́ ka ambamba. Urobí ꞌdĩꞌbée ãlu rĩ. 
GEN.41.27	Tị́ ẹ́zị̂rị̃ rụ́ꞌbá be jịrị, ụ́yị́ꞌbá goroce ĩfũꞌbá vúlé rú rĩ pi, kộpi ílí ẹ́zị̂rị̃ rĩ pi vé tã iꞌda. Ũndú drị̃ be ẹ́zị̂rị̃ ayiípi mũnímũní rú, ũlí ívị́pi ụ̃tụ́ ní ĩfũngárá gálésĩ, koópi koko, ũndú rĩ vé bị́ sẽépi ụ́nyụ́pi rá ꞌdĩꞌbée, kộpi kpá ílí ẹ́zị̂rị̃ ãlu ãlu rĩ pi vé tã iꞌda. Kộpi ílí ẹ́zị̂rị̃ ẹ̃bị́rị́ ní ímụ́zú ꞌdezú rĩ vé tã iꞌda.
