GEN.1.1	Wele gug qocna Anut uqa sao mahaca ifanen. 
MAT.21.13	Ageqa agena odocna
MAT.21.13	age falicdocobil heje dana agena jahunec cudun ibuldon!” aden.
MAT.21.13	(Jeremaia 7.11)
MAT.21.14	Odocob dana amaga galuc mecca laleg mecca tempelna Jisas cemenug hocobil uqa me maden. 
MAT.21.15	Euqa ihanec dana benbenca loo je iwaladecca age Jisas kobolkobol oodon fimeig mel sim ha tempelna Jisas binan susuli Hosana!
MAT.21.16	Jisas madoin, “Mel sim madegina eu hina dah maganafo?” doin. Odocobil Jisas jejenega hewi maaden, “Mele, dah migina. Age jaqec je Anutna je i qee sanijeleinfo?
MAT.21.16	‘Hina mel sim momodoca iwaladi cuhadom.
MAT.21.16	Age conoganadec binan sulec je hinanu wasena,’ en,” aden.
MAT.21.16	(Buk Song 8.2)
MAT.21.17	Odi maadimei uqa age tatawegin culadimei uqaha Jerusalem cuculi Betani jobon ono nui nijaug nijen.
MAT.21.18	Jisas uqa qasil ceseli haun Jerusalem hugia hohon wen don. 
MAT.21.19	Odocob uqa na dan oso filec tatawen fen. Odimei uqa ono gug cemenug limei me aigcafo fecnu len. Euqa na dan me aigca qee, eu bagac himec tatawen fen. Odimei uqa na dan madon, “Hinana aig oso haun qee qogaun!” don. Odocob na dan mahuc galalen.
MAT.21.20	Malogom age eu fimeig age tumatumai madein, “Na dan eu adi mahucwe galaleia?” ein.
MAT.21.21	Odocobil Jisas maaden, “Ija mele maadigina, age wawaga meleec nijialumi wawaga lecisca qeemi age na dan eu oodom feiga eu himec qee odoubqa age aluh i hina caji macasna noga doubmi eu conoga toodu odoub. 
MAT.21.22	Age wawaga meleeccafi ceteh cunugnu inondufeig eu age oqagan,” aden.
MAT.21.23	Jisas uqa haun tempel dunuh limei dana iwaladi tatawen ihanec dana benbenca Juda agena matuca age Jisasca hu sisildu madoin, “In ijanna hina eu odogona? In cabi eu ocnu mahen odogona?” doin. 
MAT.21.24	Odocobil Jisas jejenega hewi maaden, “Ija age casac je oso sisiladigen. Age eu jejeni hewi matecebilfi ija hibna ha in cabi iteceb ugina, in ijanna ceteh odigina eu camas mecemin doqagan. 
MAT.21.25	Eu odi, Jonna wa joadec eu anadec? Eu sao jobondecfo, qee dananadecfo? Mateiga duga,” aden.
MAT.21.25	Odocob age fee dadani togodudu madein, “Ege madoqaqa wa joadec eu sao jobondec doqaqa uqa ege eetanu uqanu wawaga mele qee el? gigian. 
MAT.21.26	Ege madoqaqa wa joadec eu dananadec doqaqa eu dana age adi odiguqagannu cucuiuquna. Ge, dana cajaca cunug age Jonnu uqa je hahun madec dana egina,” ein. 
MAT.21.27	Eu togodu hedumeig age Jisas madoin, “Jonna wa joadec eu anadec ege qee doqona,” doin. Odocobil Jisas maaden, “Eunu ija ageha in cabi iteceb ugina, in ijanna ceteh i odigina eu qee maadigaun,” aden.
MAT.21.28	Jisas uqa ihanec dana benbenca Juda agena matuca je haun maaden, “Age je inu eeta cisdogina? Dana oso uqana mel lecis bilesin. Memeg uqa mel matuca limei madon, ‘Melami, hina qila wain cabina limeg cabi ogale,’ don. 
MAT.21.29	Odocob mel eu memeg madon, ‘Culadiga,’ don. Hibna uqa memeg feedonnu eu ija cois qee odolom imei waug me qee meceb uqa wain cabina limei cabi on. 
MAT.21.30	Odocob dana eu uqa mel milumca limei uqa matu madonwe odi ha madon. Odocob mel eu memeg madon, ‘Ben, ija wain cabina nuigen,’ don. Odimei wain cabina qee nuel, cabi culen,” aden. 
MAT.21.31+MAT.21.32	Jisas odi maadimei sisiladi maaden, “Mel lecis i in memeg maden eu toodu odon?” aden. Odocob madoin, “Mel matu,” doin.
MAT.21.31+MAT.21.32	Odocobil Jisas maaden, “Jon uqa ageca hu age jic tutuc cobocnu ihacaden, odocob age uqana jenu wawaga mele qee el. Euqa takis cedec danaca caja silailca eundec age uqana jenu wawaga meleen. Age ceteh eu fein qa age hibna eunu tului qee falicdoloin, age Jonnu wawaga mele qee el. Eunu ija mele maadigina, takis cedec danaca caja silailnu ijanagaca eundec age aquniaadi Anutna culna legina,” aden.
MAT.21.33	Jisas uqa ihanec dana benbenca Juda agena matuca je haun maaden, “Age galolo je oso dah meigale. Jo gug oso uqa wain cabi cehimei alildu meen gel tacimei wain aig afdocnu kunum cisimei wain cabi cofdoc biluqagannu bahim jo ben fala ohis tobi eit fec ihoc eu odi cehen. Odimei uqana wain cabi dana leih cabi oqagannu ebenegana mimei uqa hatu osona nuen. 
MAT.21.34	Wain aig wal meceb cedec saen cali hocob wain cabi gug uqa cabi dana sulaadi maaden, ‘Age belimeig wain cabi oc eundec maadecebil age wain aig eu adecebil cedi ahuteigale,’ aden. 
MAT.21.35	Odocob dana age wain cabi cofdoin eu age cabi dana hewadimeig oso deweg tudoin, oso qocobil cal men, oso meenna qoin. 
MAT.21.36	Odocobil wain cabi gug uqa haun ceseli cabi dana matica suladen. Age wele odadeinwe odi odadein,” aden.
MAT.21.37	“Cit qocna wain cabi gug uqa melah suldon. Ge, uqa maden, ‘Ija melaminu cumunuqagan,’ en. 
MAT.21.38	Euqa wain cabi oc age wain gug uqa melah fimeig togodu madein, ‘I cabi gug huqaneh, uqa isi wain cabi ugian. Cois uqa muguh eu ege oqannu ege cajimeb qocomun cal mecnu!’ ein. 
MAT.21.39	Odimeig age mel eu hewi sundudu cabi gel hibilohu heludimeig qocobil cal men. 
MAT.21.40	Wain cabi gug humei uqa wain cabi cofdoc dana eeta odadigian?” aden.
MAT.21.41	Odocob dana age Jisas jejeg hewi madoin, “Uqa dana me qee eu me qee bahic aqeceb cal mecebil uqana wain cabi dana filfil cofdocnu adigian. Age uqa wain aig wal meceb utuqagan,” doin.
MAT.21.42	Odocobil Jisas maaden, “Jaqec je oso Anutna jaqec jena nijia eu qee sanijeleinfo? Je eu odi madena:
MAT.21.42	‘Meen oso meen gel cehec memei dana culein eu
MAT.21.42	qila meen jo big gug jo hehdocnu calen.
MAT.21.42	Eu Tibud uqadodoc odi odon.
MAT.21.42	Ceteh eu foqona eu kobolkobolca,’ ena,” aden.
MAT.21.42	(Buk Song 118.22-23)
MAT.21.43+MAT.21.44	Jisas odi maadimei maaden, “Eunu ija maadigina. Anut uqa uqana cul age cawaladimei dana sihul fil adigian. Age Anutna cul uqana aig qoc eu Anut utuqagan,” aden.
MAT.21.45	Ihanec dana benbenca Farisica age Jisasna galolo je eu dah mimeig age uqa je i agenu madena eunu wawaga fogo don. 
MAT.21.46	Odocob age uqa heweqan ein euqa dana cajaca age Jisasnu madi, uqa je hahun madec dana, ein eunu age dana cajacanu cucuiein.
MAT.22.1	Jisas uqa haun ceseli galolo je oso maaden, 
MAT.22.2	“Sao cul jobon eu odiwe nijia. King oso uqa melah caja ocobocobec deelnu uqana dana cunugnu ja qon. 
MAT.22.3	Uqa dana wele ja qocna hoqagannu je sulduaden eu qila hoqagannu uqana cabi dana suladeceb li maadecebil ageqa hocnu culein. 
MAT.22.4	Odocobil king uqa wele hoqagannu maaden eundecnu cabi dana leih haun suladeceb belimeig age li kingna je odi maadein, ‘Feiga, ijana sab ameg cilec eu wele ciluqa taweia. Ijana bulmakau dool laloca cunugha aqoqa nijeiga, ceteteh cunugha saciadoc nijia. Ija melami caja ocnu sab jecna hoigale,’ adein,” aden.
MAT.22.5	“King uqana dana eundec age je eu qee docwe mimeig oso uqana cabina nuen, oso idadocnu nuen. 
MAT.22.6	Leih age kingna cabi dana hewadimeig walocca madimeig aqecebil cal mein. 
MAT.22.7	Age odi odocobil king uqa gemag beceb uqana han dana suladeceb age limeig dana ebenega golca eu cunug aqimeig agena jobon ben mani hedoin,” aden.
MAT.22.8	“Odocobil king uqana cabi dana maaden, ‘Ijana sab eu cunug saciadoc nijiaqa dana ene hocnu maadem eu age hu jecnu culein. Agenel ceteh me ocnu ijana sab jec cewudein. 
MAT.22.9	Eunu age belimeig jicjic cocobi dana gulucadimeig eu cunug hu ija melami caja oc deelnu sab jecnu maadeigale,’ aden. 
MAT.22.10	Odocob cabi dana age beladimeig gulucadein eundec cunug dana meca me qeeha ehadi ahoin. Odi odoinnu melah caja ocnu jona bilec cudun eu cunug ihoc li hedon,” aden.
MAT.22.11	“Odocobil king uqa dana hu bilein eu cunug meciadigiannu limei uqa dana oso fen. Dana eu uqa king melah caja ocnu cegulec lotoc qee tacec bilen. 
MAT.22.12	King uqa eu fimei uqa dana eu madon, ‘Danah, hina adi ija melami caja ocnu cegulec lotoc qee tacec ene hu biligina?’ don. Odocob dana eu hawai bilen. 
MAT.22.13	Odocob king uqa sab siwiadec dana maaden, ‘Dana eu jaih ebenca libimeig hewi jobon hahagum ehi li tu gagatuccana heleiga nuia. Ono age qada qaqaji maimaga kicodudu biluqagan,’ aden,” aden.
MAT.22.14	“Dah meiga, Anut uqa mati utaadena euqa uqa matica qee uqana cul dunuh hoqagannu nesili cedena,” aden.
MAT.22.15	Farisi age ege Jisas conadec uqa hagaldocnu je oso oqan imeig togodoin. 
MAT.22.16	Age agena malogomca Herodna sihulca je adecebil age li Jisas madoin, “Iwalgec, ege hinanu doqona, hina mele je madagana, hina Anutna jic mele iwaladagana, dana binanagaca eundecnu qee cucuiagana. Ge, hina dana saolal madec bilegina eundecnu qee jogoagana. 
MAT.22.17	Eunu ege Sisanu takis helecnu eu tutucfo, qee tutuc qeefo? eu adi cisdogona, magaga doqa,” doin.
MAT.22.18	Euqa Jisas uqa agena cisdoc me qee ec dumei maaden, “Age me hihili coboc, eetanu temtegina? 
MAT.22.19	Takis helec meen qaig ihacteiga figa,” aden. Odocob age takis helec meen qaig oso ihacdoin. 
MAT.22.20	Odocobil sisiladi maaden, “Meen qaig ina in hahun eu gaga qoc taweia? In ijanha jaqec taweia?” aden. 
MAT.22.21	Odocob age madoin, “Eu Sisa uqana,” doin. Odocobil maaden, “Eunu age Sisana ceteteh eu Sisa uteiga. Anut toinan eu Anut uteiga,” aden.
MAT.22.22	Age je eu maadeceb dumeig tumatumaein. Odimeig age Jisas cuculdi belein.
MAT.22.23	Deel euna Sadjusi age Jisasca hoin. Sadjusi age cal mein eundec ceseli qee cajowain egina. 
MAT.22.24	Age Jisas je oso sisildu madoin, “Iwalgec, Moses uqa loo je oso igen eu odi magen, ‘Dana oso caja umei mel qee basec cal mecebfi eu uqa waliag biah umei uqana sihul jahunecdainnu uqana mel basowasan,’ gen. 
MAT.22.25	Aria, ege gemona waliagul 7-pela biloloig. Matu uqa caja on uqa ale melca qee cal meceb uqa biah waliag oso on. 
MAT.22.26	Uqaha mel qee basec cal meceb uqa biah waliag oso on. Odi dih oodi waliagul 7-pela cunug ihoc lein. Dana 7-pela cal mi hedocobil 
MAT.22.27	hibna caja euha cal men. 
MAT.22.28	Eu fagale, cal mecnadec ceseli cajecebil caja eu dana 7-pela eundec inna caja biligian? Mahana bilen uqa 7-pela cunug biliaden,” doin.
MAT.22.29	Odocobil Jisas jejenega hewi maaden, “Age Anutna jaqec je nijia eu qee dogina, age Anutna gagadic odocha qee dogina. Eunu age dadanecca bilegina! 
MAT.22.30	Ge, cal mecnadec ceseli cajoqagan saen euna eu age dana caja ocobocob qee owain. Euqa age ensel sao jobon bileginawe odi biluqagan,” aden.
MAT.22.31	“Eu cal mecnadec ceseli cajecnu je oso nijia. Age jaqec je Anut maadena eu qee sanijeleinfo? Je eu odi Anut maden:
MAT.22.32	‘Ija Ebrahamna Anut,
MAT.22.32	ija Aisakna Anut,
MAT.22.32	ija Jekobna Anut,’ en.
MAT.22.32	(Kisim Bek 3.6)
MAT.22.32	Anut uqa cal mein eundec agena Anut qee, uqa cebac bilegina agena Anut,” aden. 
MAT.22.33	Dana cajaca age Jisasna je eu dah mimeig tumatumaein.
MAT.22.34	Euqa Farisi age Jisas uqa Sadjusi conoga cufa quaden je eu dumeig age cegulein. 
MAT.22.35	Age gemodec loo je iwaladec oso cajimei ija Jisas temdu figen imei sisildu madon, 
MAT.22.36	“Iwalgec, loo je gagadic caunca bahic Mosesna loo je oso cunug wooladec eu cel loo je nijia?” don.
MAT.22.37	Odocob Jisas madon, “Loo je madena:
MAT.22.37	‘Tibud, hinana Anutnu wawin cunugca, doloin cunugca, cisdoc cunugca euna nalug magale,’ ena.
MAT.22.37	(Loo 6.5)
MAT.22.38	Eu loo je gagadic matu, eu caunca bahic. 
MAT.22.39	Loo je gagadic oso nijia eu loo je matu uqana toodoc, eu odi madena:
MAT.22.39	‘Hina hinanel nalunin maganawe
MAT.22.39	odi hina utuqain bilec
MAT.22.39	(Wok Pris 19.18)
MAT.22.40	Loo je gagadic lecis i ale loo je cunug agena caunca je hahun madec agena jeca eu agena gug nijia,” don.
MAT.22.41	Farisi age odi togodudu bibilegin Jisas uqa je oso sisiladi maaden, 
MAT.22.42	“Age Anutna Krais eunu adi cisdogina? Uqa in melah?” aden. Odocob age madoin, “Eu Dewid Melah,” doin.
MAT.22.43	Odocobil Jisas maaden, “Dewid uqa Kis Gun dado mudeceb uqa Kraisnu madi, ijana Tibud, en eu adinu? Ge, uqa maden:
MAT.22.44	‘Anut Tibud uqa ijana Tibud odi madon,
MAT.22.44	“Ijaca hu ebeni meulana isec bibilem
MAT.22.44	ija odocomin hinana cad cunug hu ninijebil
MAT.22.44	hina jaimna lahacadegan,” don,’ en.
MAT.22.44	(Buk Song 110.1)
MAT.22.45	Eu feiga, Dewid uqa Kraisnu madi, uqa ijana Tibud, en, eunu adi uqa Dewid Melah bilina?” aden.
MAT.22.46	Farisi gemona oso Jisas jejeg hewi madecnu ihoc qee nijel. Ageha deel euna dih sanan mimeig haun cetehnu sisildocnu hihibanaga qee tel.
MAT.23.1	Odocob Jisas uqa dana cajaca uqana malogomca Farisinu je odi maaden, 
MAT.23.2	“Loo je iwaladecca Farisica age Mosesna cabi cudun wele oin. Eunu Moses loo je iwaladenwe age odi loo je iwaladegina. 
MAT.23.3	Eunu age odocnu je maadegina eu cunug toodu odoigale. Euqa agena odoc toodu cain odowain. Ge, age dana cajaca je maadegina euqa age madeginawe agedodoc qee toodu odogina. 
MAT.23.4	Age ceteh culumen bahic sogimeig dana gahidoqagannu qatomogana megina. Euqa sogec eu agedodoc nag bahic hewi fecnu culegina. 
MAT.23.5	Age ceteh odogina eu cunug egena odoc eu dana foqagan imeig odogina. Ge, agena sai euna Anutna je jaqein age ilomoga domonnaca ebeneganaca taqegina eu bagalan mudegina. Agena lotoc sucunna gos cecelacca mudegina.
MAT.23.6	Age sab ben jecnu age dana ijanagaca agena bilecna bilecnu gawegina. Agena cuha jona cuha cegulecnu cofadec agena bilecna bilecnu gawegina. 
MAT.23.7	Dana age fajec cegulec cudunna age lalan mamadi tabacunadecebil gale adena. Dana age Farisi maadi madegina, ‘Meca,’ adecebil gale adena,” aden.
MAT.23.8	“Ageqa dana ege ‘Meca,’ goqagan ec cain owain. Agena Iwaladec osol bilina, ageha cotigcotig bilegina. 
MAT.23.9	Age Memega osol bilina, eu uqa sao jobon bilina. Eunu age dana oso mahana bilina ‘Memige,’ cain dowain. 
MAT.23.10	Agena Ben osol bilina, eu Anutna Krais. Eunu dana age, age ‘Ben,’ geiga ec euha cain owain. 
MAT.23.11	Oso age gemona ben bilina eu uqa age cunug cewel uadec biligian. 
MAT.23.12	Oso uqa culai ijanel lalan mumudi bilina euqa Anut uqa dana eu cilehdugian. Oso uqadodoc jogoi waug lal qocca bilina eu Anut uqa dana eu culaug u lalan mumudeb biligian,” aden.
MAT.23.13+MAT.23.14	Jisas je haun maaden, “O loo je iwaladecca Farisica, age dana cajaca sao cul jobon lecnu jic cebec meniadegina. Euqa agedodoc lecnu culegina, odimeig leih sao cul jobon lecnu wawaga nijia euqa age cahacadegina. Eunu age me hihili coboc dana! Age walocca!” aden.
MAT.23.15	“O loo je iwaladecca Farisica, age dana osol Juda kobolnu falicdugia iwaldocnu mahana jic cecelacca cobogina wagna ha cobogina. Dana eu Juda kobol ocob age uqa oloqanih jana bilec dana bahic mudegina. Uqa oloqanih jana bilecnu age wooladena. Eunu age me hihili coboc dana! Age walocca!” aden.
MAT.23.16	“Age dado madec qa amaga galuc mecca, age walocca! Age odi madegina, ‘Dana oso uqa tempelna mele ohis ena eu ceteh gauc. Euqa dana oso uqa tempelna gold bibilenna madena eu uqa mele ohis ena, cois uqa maden odi odigian,’ egina. 
MAT.23.17	Age gad amaga galuc mec, cel ceteh eu Anut amegna matu? Age madegina, gold eu matufo, qee tempel eu matufo? Age dogina, gold eu tempelna bilina eunu tempel eu gold odudeceb gold eu Anutnu qagu bilina. Eunu tempel eu gold wooldona. 
MAT.23.18	Odocob age je madegina, ‘Dana oso uqa ihanec cabal ijanna mele ohis ena eu ceteh gauc. Euqa uqa ihanec ceteh cabalna bibilen euna mele ohis ena, cois uqa maden odi odigian,’ egina. 
MAT.23.19	Age amaga galuc mec, cel ceteh eu Anut amegna matu? Age madegina, ihanec ceteh cabalna bilina eu matufo, qee ihanec cabal eu matufo? Age dogina, ihanec ceteh eu ihanec cabalna bilina eunu ihanec cabal eu ihanec ceteh odudeceb ihanec ceteh eu Anutnu qagu bilina. Eunu ihanec cabal eu ihanec ceteh wooldona. 
MAT.23.20	Eunu dana uqa ihanec cabalna mele ohis ena eu uqa ihanec cabalnaca ihanec ceteh cunug cabalna bilina eunaca mele ohis ena. 
MAT.23.21	Odocob dana uqa tempelna mele ohis ena eu uqa tempelnaca Anut uqa tempelna bilina eunaca mele ohis ena. 
MAT.23.22	Odocob dana uqa sao jobonna mele ohis ena eu uqa Anutna cabal bilecnaca Anut uqa uqana cabal bilecna bilina eunaca mele ohis ena,” aden.
MAT.23.23+MAT.23.24	“O loo je iwaladec Farisica, age agena ceelum filfil cabinadec am 10-pela qatanadimeig am osol eu Anut utegina. Age Anutna loo je ceteh nagnu geh cisdogina euqa Anutna loo je ceteh caunca eunu qee cisdogina. Age dana gesiladecnu kobol tutucca, waug qocca, wawaga meleecca eunu qee cisdogina. Age ceteh caunca ceteh nagca osoben odoubqa age qee odoloin. Age dado madec qa amaga galuc mecca! Age agena sabna galalec nag cedi helegina euqa kamel belucdocobil nona. Eunu age me hihili coboc dana! Age walocca!” aden.
MAT.23.25	“O loo je iwaladec Farisica, age agena gabinca bohca hibo eu gaid wasacudegina euqa age wawaga dunuhna heje oc kobolca ija didih ecca nijia. Eunu age me hihili coboc dana! Age walocca! 
MAT.23.26	Hina Farisi, amen galuc mecca. Casac hina gabinca bohca waug dunuh wasacudagale. Odocom hibo nijia euha soidoc migian,” aden.
MAT.23.27+MAT.23.28	“O loo je iwaladec Farisica, age odi qalqalna meen hatin uqana gelgel age camasac waia senenecna baial joidein cinigwe. Qalqal meen hatin eu gelgel camasac fecnu galeca qa dunuhna cal mec dana tob tefulunuga ceteh gegehinca nijia. Eu odiwe ageha dana amagana meciadec eu tutuc odoc fegina qa wawaga dunuhna eu qauecca loo je tefacdocca nijia. Eunu age me hihili coboc dana! Age walocca!” aden.
MAT.23.29+MAT.23.30+MAT.23.31	“O loo je iwaladec Farisica, age je hahun madec dana agena qalqal meen hatin cehegina, age dana cajaca ititom agena amegu bala me bahic megina. Age odi oodoig madegina, ‘Jajanigeil bilein saen euna ege biloummiqa ege jajanigeil odoin eu ege qee odoum, ege je hahun madec dana aqocomun qee cal moub,’ egina. Eu madecnana age ege dana ebenega je hahun madec dana agena golanagaca eundec agena mel biluquna ec eu camasac megina. Eunu age me hihili coboc dana! Age walocca! 
MAT.23.32	Eunu jajanagail age silail gumna o danecebil gemona tawen eu age o danecebil am bena. 
MAT.23.33	Age man sononec me qee, age man sononec nag! Anut gesiladeceb eu adi oloqanih jana nuecnu cagasoqagan?” aden.
MAT.23.34+MAT.23.35	“Eunu feiga. Dana cajaca ititom cunug mahana bilein eu age golanaga basecdocob age dewenegana hugian. Age wele dana cajaca ititom aqecebil cal mein eu Ebelna golac basecdoc sanijec euna sanan mimei ehi lili Sekaraiana golac basecdoc ihoc len. Sekaraia, uqa Berekaia melah, age tempel hamol gunna ihanec cabalca gemona qocobil cal men. Wadacdoc eu cunug ititom sihul i dewenegana hugiannu ija je hahun madec danaca, Anutnu doc silecca danaca, Anutna je iwaladecca suladecemin ageca loqagan. Eundec age leih aqecebil cal moqagan. Leih na babalecna tuitu aqimeig caqusadecebil caculimeig cal moqagan. Leih age agena cuha jonana qisaadimeig aqati tootooadoqagan. Jobon osona bibilebil ititacadecebil busali jobon osona li bibilebil tooadi li ititacadoqagan. 
MAT.23.36	Ija mele maadigina, aqecebil cal mein eu uqana ameg me qee oc cunug dana caja qila bilegina i dewenegana hugian,” aden.
MAT.23.37	Jisas je haun maden, “O Jerusalem, Jerusalem, Anut uqa uqana je hahun madec dana ageca suladeceb lein. Euqa age meenna aqecebil cal mein. Ija saen mati bahic mala anag uqana nag hojonna jahuladigen imei utaadenawe agena dana cajaca gabanadimig ahutecnu gale tena, euqa age ijaca hocnu culein. 
MAT.23.38+MAT.23.39	Ija maadigina, age ija qila haun qee mecituwain leceb age madoqagan:
MAT.23.38+MAT.23.39	‘Dana eu uqa Tibud ijanna hona Anut uqa eeldoiale,’
MAT.23.38+MAT.23.39	(Buk Song 118.26)
MAT.23.38+MAT.23.39	odi madimeig mecituqagan,” en. Eunu Anut uqa agena jobon culdina, odocob agena jo moti heleceb tawigian, dana euna qee biluwain.
MAT.24.1	Jisas uqa tempel culimei nunuen uqana malogom uqaca humeig age tempel uqa galeca kobolkobolca cehein taweia eu ihacdocnu odoin. 
MAT.24.2	Euqa uqa maaden, “Qila age eu cunug fegina. Ija mele maadigina, meen gel ulugedocob meen oso meen oso tatacanna cilehdoc qee biliaun. Cunug wagalecebil mahana tonoqagan,” aden.
MAT.24.3	Jisas uqa hibna Oliw Aluhna bibilen uqana malogom cuhanuc uqaca limeig sisildu madoin, “Aadeb eu odi odigian? ec magaga doqa. Cel gaga odocob fimeb hinana ceseli hoc saen cali hona doqan? Adi odocob fimeb mahamaha bilec saen hedugia odona ec doqan?” doin.
