GEN.1.1	Y'n dalleth Duw a formyas an nev ha'n nor. 
1SA.18.30	Ena pennhembrenkysi an Filistysi a dheuth yn-mes dhe vatalyas; ha peskweyth may hwrens i dos yn-mes, Davydh a seweni moy ages oll gwesyon Sowl, may teuth ha bos y ger-da pur vras.
1SA.19.1	Sowl a gewsis orth y vab Yonathan ha gans oll y wesyon a-dro dhe ladha Davydh. Mes Yonathan mab Sowl a gemmeras delit meur yn Davydh. 
1SA.19.2	Yonathan a dherivas orth Davydh, ‘Ow thas Sowl a vynn dha ladha; rakhenna bydh war ternos vyttin; gorta yn tyller kevrinek hag omgudh. 
1SA.19.3	My a wra mos yn-mes ha sevel ryb ow thas y'n gwel mayth esos, ha my a gews gans ow thas a-dro dhis; ha'n pyth a welav my a dheriv dhis.’ 
1SA.19.4	Ha Yonathan a gewsis da a-dro dhe Davydh dhe Sowl y das, ha leverel dhodho, ‘Na wres an myghtern pegha erbynn y was Davydh, rag ny beghas er dha bynn, ha'y weythresow ragos re beu pur dha; 
1SA.19.5	rag ev a worras y vywnans yn y leuv ha ladha an Filistyas, ha'n 
1SA.19.6	Ha Sowl a woslowas orth lev Yonathan; ha Sowl a dos, ‘Dell vyw an 
1SA.19.7	Ha Yonathan a elwis Davydh ha derivas oll an traow ma dhodho. Ha Yonathan a dhros Davydh dhe Sowl, hag yth esa ev yn y lok, kepar ha kyns.
1SA.19.8	Yth esa bresel arta, ha Davydh eth yn-mes dhe vatalyas orth an Filistysi. Ev a's ladhas gans ladhva veur, hag i a fias a-ragdho. 
1SA.19.9	Ena tebel spyrys dhiworth an 
1SA.19.10	Sowl a assayas dhe gentra Davydh dhe'n paros der an guw; mes ev a wohelas Sowl, may hweskis ev an guw y'n fos. Davydh a fias ha diank an nos na.
1SA.19.11	Sowl a dhannvonas kannasow dhe ji Davydh dhe aspia orto ha dh'y ladha myttinweyth. Ha Mikal gwreg Davydh a dherivas orto, ‘Mar ny sawydh dha vywnans haneth, a-vorow ty a vydh ledhys.’ 
1SA.19.12	Ytho Mikal a iselhas Davydh yn-nans der an fenester: hag ev eth ha fia ha diank. 
1SA.19.13	Mikal a gemmeras idol ha'y worra war an gweli; hi a worras kolghes a vlew gever war y benn, ha'y gwetha gans dillas. 
1SA.19.14	Pan dhannvonas Sowl kannasow dhe gemmeres Davydh, yn-medh hi, ‘Ev yw klav.’ 
1SA.19.15	Ha Sowl a dhannvonas an kannasow arta dhe weles Davydh ragdha aga honan, ow leverel, ‘Drewgh ev yn-bann dhymm y'n gweli, may hallav y ladha.’ 
1SA.19.16	Ha pan dheuth an kannasow a-ji, yth esa an idol y'n gweli, gans kolghes a vlew gever orth y benn. 
1SA.19.17	Yn-medh Sowl dhe Mikal, ‘Prag y hwruss'ta ow thoella yndellma, ha gasa ow eskar dhe vones, may tienkas?’ Ha Mikal a worthybis Sowl, ‘Ev a leveris dhymm, “Gas vy dhe vones, poken my a'th ladh.” ’
1SA.19.18	Lemmyn Davydh a fias ha diank; ev a dheuth dhe Samuel yn Rama, ha derivas dhodho oll re wrussa Sowl dhodho. Ev ha Samuel eth ha triga yn Nayoth. 
1SA.19.19	Y feu derivys dhe Sowl, ‘Ottomma Davydh yn Nayoth yn Rama.’ 
1SA.19.20	Ena Sowl a dhannvonas kannasow dhe gemmeres Davydh. Pan welsons kowethas an brofoesi ow profoesa, gans Samuel ow sevel avel penn warnedha, spyrys Duw a dheuth war gannasow Sowl, hag i ynwedh a brofoesas. 
1SA.19.21	Ha pan veu hemma derivys dhe Sowl, ev a dhannvonas kannasow arta tressa gweyth, hag i ynwedh a brofoesas. 
1SA.19.22	Ena ev y honan eth dhe Rama. Ev a dheuth dhe'n puth bras usi yn Seku. Ev a wovynnas, ‘Ple'ma Samuel ha Davydh?’ Ha nebonan a worthybis ‘Ymons i yn Nayoth yn Rama.’ 
1SA.19.23	Ytho ev eth di, dhe Nayoth yn Rama; ha spyrys Duw a dheuth warnodho. Yth esa ow mos yn-rag ow brofoesa, bys pan dheuth dhe Nayoth yn Rama. 
1SA.19.24	Hag ev ynwedh a removas y dhillas, ha profoesa a-dherag Samuel yn kepar maner. Ev a wrowedhas noeth oll an jydh na hag oll an nos na. Rakhenna leverys yw, ‘Usi Sowl ynwedh yn mysk an brofoesi?’
1SA.20.1	Ena Davydh a fias dhiworth Nayoth yn Rama. Ev a dheuth dherag Yonathan ha leverel, ‘Pandr'a wrug vy? Pandr'yw ow hammweyth? Ha pandr'yw ow fegh erbynn dha das mayth usi ev ow hwilas kemmeres ow bywnans?’ 
1SA.20.2	Yn-medh ev dhodho, ‘Bynner re bo! Ny verwydh. Ny wra ow thas travyth na bras na byghan saw ev dh'y dhiskwedhes dhymm; ha prag y koedh dhe'm tas kudha an dra ma ahanav? Nyns yw yndella.’ 
1SA.20.3	Mes ynwedh Davydh a dos, ‘Dha das a woer yn ta my dhe gavoes gras y'th wolok; hag ev a breder, “Na as Yonathan dhe wodhvos hemma, po ev a vydh grevys.” Mes yn gwiryonedh, dell vyw an 
1SA.20.4	Ena yn-medh Yonathan dhe Davydh, ‘Pynag a vo dha vodh, my a'n gwra ragos.’ 
1SA.20.5	Hag yn-medh Davydh dhe Yonathan, ‘Y fydh an loer nowydh a-vorow, ha ny allav fyllel esedha gans an myghtern orth an prys-boes; mes gas vy dhe dhones, may hylliv omgudha y'n gwel bys y'n tressa gorthugher. 
1SA.20.6	Mar kovynn dha das yn ter a-dro dhymm lavar, “Davydh a wovynnas yn tiwysyk kummyas orthiv poenya dhe Bethlehem y sita; rag yma sakrifis blydhenyek ena rag oll an teylu.” 
1SA.20.7	Mar lever ev, “Da yw” y fydh yn ta gans dha was; mes mar pydh ev pur serrys, ena bydh sur bos drog ervirys ganso. 
1SA.20.8	Rakhenna dyght dha was yn hegar, rag ty re dhros dha was yn kevambos sans genes. Mes mars eus kammweyth ynnov, ladh vy dha honan; rag prag y tegoedh dhis ow dri dhe'th tas?’ 
1SA.20.9	Yn-medh Yonathan, ‘Bynner rebo! Mar kodhven bos ervirys gans ow thas drog dhe dhos warnas, ena a ny dherivsen orthis?’ 
1SA.20.10	Ena yn-medh Davydh dhe Yonathan, ‘Piw a vynn derivas orthiv mar korthyp dha das yn harow dhis?’ 
1SA.20.11	Ha Yonathan a worthybis, ‘Deus, deun yn-mes y'n gwel.’ Ytho i eth yn-mes aga dew y'n gwel.
1SA.20.12	Yonathan a leveris dhe Davydh, ‘Re'n 
1SA.20.13	Mes mar mynn ev gul drog dhis, re wrello an 
1SA.20.14	Ha mars ov hwath yn fyw, diskwa dhymm tregeredh an 
1SA.20.15	na drogh dhe-ves nevra dha gerensa lel dhiworth ow chi, kyn hwrella an 
1SA.20.16	Yndella Yonathan a wrug kevambos gans chi Davydh, ow leverel, ‘Re hwilli an 
1SA.20.17	Yonathan a wrug dhe Davydh daswul y di, drefenn ev dh'y gara: rag ev a'n kara kepar dell gara ev y vywnans y honan.
1SA.20.18	Ena yn-medh Yonathan dhe Davydh, ‘Y fydh an loer nowydh a-vorow; hag y fydh govynnys yn ter a-dro dhis, rag dha dyller a vydh gwag. 
1SA.20.19	Wosa tri dydh, ty a wra mos yn-nans bys y'n tyller mayth omgudhsys kyns, ha gortos ena ryb an krug a veyn. 
1SA.20.20	Ha my a denn teyr seth dhe'n tenewen, kepar ha pan dennen vy orth kostenn. 
1SA.20.21	Ena my a dhannvon an maw, ow leverel, “Ke, hwila an sethow.” Mar lavarav dhe'n maw, “Ottomma an sethow war an tenewen ma ahanas, kuntell i”, ena deus, rag dell vyw an 
1SA.20.22	Mes mar lavarav dhe'n yonker, “Ottomma an sethow dresos”, ena ke; rag an 
1SA.20.23	Hag a-dro dhe'n mater may kewssyn ty ha my, an 
1SA.20.24	Ytho Davydh a omgudhas y'n gwel. Ha pan dheuth an loer nowydh an myghtern a esedhas dhe dhybri. 
1SA.20.25	An myghtern a esedhas war y gador, kepar ha pup-prys, war an gador ryb an paros. Yth esa Yonathan a-dal dhodho, hag Abner a esedhas ryb tenewen Sowl; mes tyller Davydh o gwag.
1SA.20.26	Mes ny leveris Sowl travyth an jydh na; rag ev a dybi, ‘Neppyth re hwarva dhodho; nyns yw ev glan, yn sur nyns yw ev glan.’ 
1SA.20.27	Mes y'n nessa dydh, an jydh wosa an loer nowydh, tyller Davydh o gwag. Yn-medh Sowl dh'y vab Yonathan, ‘Prag na dheuth mab Yesse dhe dhybri, naneyl de, na hedhyw?’ 
1SA.20.28	Ha Yonathan a worthybis dhe Sowl, ‘Davydh a wovynnas yn tiwysyk kummyas orthiv mones dhe Bethlehem; 
1SA.20.29	ev a leveris, “Gas vy dhe vones, my a'th pys; rag yma dh'agan teylu sakrifis y'n sita, ha'm broder re worhemmynnis dhymm bos ena. Ytho lemmyn, mar kevis favour y'th lagas, gas vy dhe vos, my a'th pys, may hallav gweles ow breder.” Rakhenna ny dheuth ev dhe voes an myghtern.’
1SA.20.30	Ena sorr Sowl a veu enowys erbynn Yonathan. Ev a leveris dhodho, ‘Ty vab a venyn dreus ha gorth! A ny wonn ty dhe dhewis mab Yesse dhe'th veth dha honan, ha dhe veth noethedh dha vamm? 
1SA.20.31	Rag hedre vywo mab Yesse war an norvys, ny vydh naneyl ty na'th wlaskor fastys. Ytho dannvon ha kyrgh ev dhymm, rag ev a verow.’ 
1SA.20.32	Ha Yonathan a worthybis y das, ha leverel dhodho, ‘Prag y fydh ev gorrys dhe'n mernans? Pandr'a wrug ev?’ 
1SA.20.33	Mes Sowl a dewlis y wuw orto dh'y weskel; yndella Yonathan a wodhya bos ervirans y das ladha Davydh. 
1SA.20.34	Ytho Yonathan a sevis dhiworth an voes yn sorr fers ha ny dhybris boes vyth yn nessa dydh an mis, rag ev a veu grevys rag Davydh, ha drefenn y das dhe dhre disenor warnodho.
1SA.20.35	Ternos myttin Yonathan eth yn-mes y'n gwel y'n termyn apoyntys gans Davydh, hag yth esa ganso maw byghan. 
1SA.20.36	Yn-medh ev dhe'n maw, ‘Poen ha hwila an sethow a dennav my a'th pys.’ Pan esa an maw ow poenya, ev a dennas seth dresto. 
1SA.20.37	Pan dheuth an maw dhe'n tyller may tennsa Yonathan an seth, Yonathan a elwis dhe'n maw ha leverel, ‘A nyns usi an seth dresto?’ 
1SA.20.38	Ha Yonathan a elwis dhe'n maw, ‘Fisten, bydh uskis, na worta.’ Ytho maw Yonathan a guntellas an sethow ha dos dh'y vester. 
1SA.20.39	Mes ny wodhya an maw travyth; saw Yonathan ha Davydh a wodhya an mater. 
1SA.20.40	Ha Yonathan a ros y arvow dhe'n maw ha leverel dhodho, ‘Ke ha'ga doen dhe'n sita.’ 
1SA.20.41	Ha kettell veu an maw gyllys, Davydh a sevis yn-bann dhiworth tenewen an krug a veyn, ha koedha war y fas dhe'n leur. Ev a blegyas dhe'n dor teyrgweyth, hag i a ammas an eyl dh'y gila, hag i a oelas an eyl gans y gila; mes Davydh a oelas moy. 
1SA.20.42	Ena yn-medh Yonathan dhe Davydh, ‘Ke yn kres, a-ban wrussyn ti an eyl gans y gila yn hanow an 
1SA.21.1	Davydh a dheuth dhe Nob dhe Ahimelek an oferyas. Hag Ahimelek a grenas pan vetyas gans Davydh, ha leverel dhodho, ‘Prag yth osta dha honan, ha nyns eus gour vyth genes?’ 
1SA.21.2	Yn-medh Davydh dhe Ahimelek an oferyas, ‘An myghtern re worhemmynnis dhymm mater, ha leverel dhymm, “Na as gour vyth dhe wodhvos travyth a-dro dhe'n mater ma'th tannvonav warnodho, na'n pyth re worhemmynnis dhis.” My re settyas kuntellva rag ow gwer yowynk yn neb le. 
1SA.21.3	Lemmyn ytho, pandr'eus dhis yn-dann dha leuv? Ro dhymm pymp torth-vara y'm leuv, po pynag eus omma.’ 
1SA.21.4	Ha'n oferyas a worthybis dhe Davydh, ‘Nyns eus bara kemmyn yn-dann ow leuv, mes yma bara sans, mar kwra an wer yowynk unnweyth omwitha dhiworth benynes.’ 
1SA.21.5	Davydh a worthybis dhe'n oferyas, ha leverel dhodho, ‘Yn hwir benynes re beu gwithys ahanan a-dro dhe dri dydh, dell yw usys pan dhov vy yn-mes yn kaskyrgh, ha lestri an wer yowynk yw sans kyn fo vyaj kemmyn; pygemmys moy y'n jydh ma a vydh aga lestri sanshes?’ 
1SA.21.6	Ytho an oferyas a ros dhodho bara sans; rag nyns esa bara vyth marnas bara an wolok, yw kemmerys dhe-ves dhiworth an 
1SA.21.7	Lemmyn yth esa ena neb unn gour a wesyon Sowl an jydh na, gwithys a-dherag an 
1SA.21.8	Davydh a wovynnis orth Ahimelek, ‘A nyns eus guw vyth po kledha omma genes? Rag ny dhres genev naneyl ow kledha na'm arvow, drefenn bos edhomm a fysk rag negys an myghtern.’ 
1SA.21.9	Yn-medh an oferyas, ‘Kledha Goliath an Filistyas, neb a ledhsys yn nans Ela, ottava, maylys yn kweth a-dryv an efod; mar mynnydh y gemmeres, kemmer e, rag nyns eus travyth arall y'n tyller ma saw henna.’ Yn-medh Davydh, ‘Heb parow yw; ro e dhymm.’
1SA.21.10	Davydh a sevis ha fia an jydh na a-dhiworth Sowl; ev eth dhe Akish myghtern Gath. 
1SA.21.11	Yn-medh gwesyon Akish dhodho, ‘A nyns yw hemma Davydh myghtern an wlas? A ny gansons anodho an eyl dh'y gila yn donsyow, ow leverel,
1SA.21.11	“Sowl re ladhas y vilyow,
1SA.21.11	ha Davydh y dhegow a vilyow”?’
1SA.21.12	Davydh a gemmeras an geryow ma dh'y golonn, hag ev a borthas own meur a Akish myghtern Gath. 
1SA.21.13	Ytho ev a janjyas y fara a-dheragdha, hag ev a omwre muskok pan esa y'ga lok. Ev a gravas merkyow war dharasow an yet, ha gasa y drew dhe goedha war y varv. 
1SA.21.14	Yn-medh Akish dh'y wesyon, ‘Otta, hwi a wel an gour dhe vos muskok; ytho prag y'n dresowgh dhymm? 
1SA.21.15	Eus edhomm dhymm a vuskogyon, may tresowgh an gwas rag omdhegi avel muskok y'm lok? A wra an gwas ma dos a-ji dhe'm chi?’
1SA.22.1	Davydh eth alena ha diank dhe gav Adullam; ha pan glewas y vreder hag oll chi y das a-dro dhodho, i eth yn-nans bys di dhodho. 
1SA.22.2	Ha pub gour esa yn ahwer, ha pub gour esa yn kendon ha pub gour a'n jevo hwerowder yn y enev, a omguntellas dhodho; hag ev a dheuth ha bos kapten warnedha. Hag yth esa ganso a-dro dhe beswar kans gour.
1SA.22.3	Davydh eth alena dhe Mispa a Moab. Ev a leveris dhe vyghtern Moab, ‘My a'th pys, gas ow thas ha'm mamm dhe dhos dhis, erna wodhviv pandr'a wra Duw ragov.’ 
1SA.22.4	Ytho ev a's dros a-dherag myghtern Moab, hag yth esens trigys ganso dres oll an termyn mayth esa Davydh a-ji dhe'n skons. 
1SA.22.5	Ena an profoes Gad a leveris dhe Davydh, ‘Na wra triga y'n skons; dibarth, ha ke dhe dir Yuda.’ Ytho Davydh a dhibarthas, ha mos dhe goeswik Hareth.
1SA.22.6	Lemmyn Sowl a glewas Davydh ha'n wer esa ganso dhe vos diskudhys. Yth esa Sowl owth esedha yn Gibea, yn-dann an damariskenn war an vre, ha'y wuw yn y dhorn, hag yth esa oll y wesyon ow sevel yn y gyrghynn. 
1SA.22.7	Sowl a leveris dh'y wesyon esa ow sevel a-dro dhodho, ‘Goslowewgh lemmyn, hwi Benyaminysi; a vynn mab Yesse ri dhywgh hwi oll parkow ha gwinlannow, a vynn ev agas gul hwi oll kaslewydhyon a vilyow ha kaslewydhyon a gansow? 
1SA.22.8	Hwi oll re vrasas er ow fynn, ha nyns eus nagonan neb a dhiskwa dhymm ow mab dhe wul keffrysyans gans mab Yesse, ha nyns eus nagonan ahanowgh a berth ahwer ahanav, na diskwedhes dhymm ow mab dhe ynnia ow gwas er ow fynn, dhe'm kontrewaytya, kepar dell wra y'n jydh hedhyw.’ 
1SA.22.9	Ena Doeg an Edomyas, neb o settys dres wesyon Sowl, a worthybis, ‘My a welas mab Yesse ow tos dhe Nob, dhe Ahimelek mab Ahitub; 
1SA.22.10	ev a wovynnas orth an 
1SA.22.11	Ena an myghtern a dhannvonas war-lergh an oferyas Ahimelek mab Ahitub, hag oll chi y das, an oferysi esa yn Nob; hag i oll a dheuth dhe'n myghtern. 
1SA.22.12	Yn-medh Sowl, ‘Goslow lemmyn, ty vab Ahitub.’ Hag ev a worthybis, ‘Ottavy, ow arloedh.’ 
1SA.22.13	Yn-medh Sowl dhodho, ‘Prag y hwruss'ta brasa er ow fynn, ty ha mab Yesse, pan resys dhodho bara, ha kledha, ha ty a wovynnas orth Duw ragdho, may saffo er ow fynn, dhe'm kontrewaytya, kepar dell wra y'n jydh hedhyw?’
1SA.22.14	Ena Ahimelek a worthybis dhe'n myghtern, ha leverel, ‘Piw eus yn mysk oll dha wesyon mar lel avel Davydh? Mab dre lagha an myghtern yw ev, ha kapten dha withysi, hag enorys yw y'th chi. 
1SA.22.15	Yw hedhyw an kynsa gweyth my dhe wovynn orth Duw ragdho? Pell bedhes dhiworthiv! Na wres an myghtern askrifa travyth dh'y was, na dhe oll chi ow thas; rag ny wodhya dha was travyth a hemma, na byghan na bras.’ 
1SA.22.16	Mes an myghtern a leveris, ‘Ty a verow yn sur, Ahimelek, ty hag oll chi dha das.’ 
1SA.22.17	Ha'n myghtern a leveris dhe'n gwithlu esa ow sevel a-dro dhodho, ‘Treylyewgh, ha ledhewgh oferysi an 
1SA.22.18	Ena an myghtern a leveris dhe Doeg, ‘Ty, Doeg, treyl ha koedh war an oferysi.’ Ytho Doeg an Edomyas a dreylyas ha koedha war an oferysi, ha ladha y'n jydh na pymp gour ha peswar-ugens neb a wiska efod a lien. 
1SA.22.19	Ha Nob, sita an oferysi, ev a weskis gans min an kledha, gwer ha benynes, fleghes ha fleghigow, hag oghen, hag asenes, ha deves, gans min an kledha.
1SA.22.20	Mes onan a vebyon Ahimelek mab Ahitub, Abiathar y hanow, a dhienkas fia dhe holya Davydh. 
1SA.22.21	Abiathar a dherivas orth Davydh Sowl dhe ladha oferysi an 
1SA.22.22	Yn-medh Davydh dhe Abiathar, ‘My a wodhya y'n jydh na, pan esa Doeg an Edomyas ena, ev dhe vynnes yn sur derivas dhe Sowl. My re beu an kaws a vernans oll chi dha das. 
1SA.22.23	Trig genev, ha na borth own; rag ev neb a hwila ow bywnans vy a hwila dha vywnans jy; ty a vydh saw genev.’
1SA.23.1	Lemmyn i a dherivas dhe Davydh, ow leverel, ‘Otta, yma an Filistysi ow patalyas orth Keila, hag yth esons ow pylla an leuryow-drushya.’ 
1SA.23.2	Davydh a wovynnas orth an 
1SA.23.3	Mes gwer Davydh a leveris dhodho, ‘Otta, ni a berth own omma yn Yuda; pygemmys moy ytho mars ellen dhe Keila erbynn luyow an Filistysi?’ 
1SA.23.4	Ena Davydh a wovynnas orth an 
1SA.23.5	Yndella Davydh ha'y wer eth dhe Keila, hag omladh erbynn an Filistysi, ha ledya dhe-ves aga chatel. Ev as gweskis gans ladhva veur. Ha Davydh a sawyas trigoryon Keila.
1SA.23.6	Pan fias Abiathar mab Ahimelek dhe Davydh yn Keila, ev a dheuth yn-nans gans Efod yn y dhorn. 
1SA.23.7	Y feu derivys dhe Sowl Davydh dhe dhos dhe Keila. Yn-medh Sowl, ‘Duw re'n delivras a-berth y'm leuv; rag ev re dhegeas y honan a-bervedh, owth entra yn sita a's teves porthow ha barrys.’ 
1SA.23.8	Ha Sowl a elwis oll an wer war-barth rag bresel, dhe vones yn-nans dhe Keila, dhe omsettya a-dro dhe Davydh ha'y wer. 
1SA.23.9	Davydh a wodhya Sowl dhe vrasa drog er y bynn, hag ev a leveris dhe Abiathar an oferyas, ‘Dro omma an Efod.’ 
1SA.23.10	Ena yn-medh Davydh, ‘A Arloedh Duw Ysrael, dha was re glewas Sowl dhe hwilas dos dhe Keila, dhe dhistrui an sita a'm govis. 
1SA.23.11	A wra Sowl dos yn-nans, dell glewas dha was? A Arloedh Duw Ysrael, my a'th pys lavar dhe'th was.’ An 
1SA.23.12	Ena yn-medh Davydh, ‘A wra trigoryon Keila ow delivra my ha'm gwer yn-bann a-berth yn leuv Sowl?’ Hag yn-medh an 
1SA.23.13	Ena Davydh ha'y wer, neb o a-dro dhe hwegh kans, a sevis ha diberth dhiworth Keila; i eth plepynag y hallens dos. Pan veu derivys dhe Sowl Davydh dhe dhiank dhiworth Keila, ev a hedhis mos yn-rag. 
1SA.23.14	Yth esa Davydh trigys y'n gwylvos yn skonsow, yn bro venydhyek gwylvos Zif. Ha Sowl a'n hwilas pub dydh, mes ny wrug an 
1SA.23.15	Yth esa Davydh yn gwylvos Zif yn Horesh pan glewas ev Sowl dhe dhos yn-rag dhe hwilas y vywnans. 
1SA.23.16	Yonathan mab Sowl a sevis, ha mos dhe Davydh yn Horesh, hag ev a grevhas y leuv yn Duw. 
1SA.23.17	Yn-medh ev dhodho, ‘Na borth own; rag ny wra leuv ow thas Sowl dha gavoes; ha ty a vydh myghtern war Ysrael, ha my a vydh nessa dhis; ow thas Sowl ynwedh a woer y fydh yndella.’ 
1SA.23.18	Ena aga dew a wrug ambos a-dherag an 
1SA.23.19	Ena an Zifysi a dheuth yn-bann dhe Sowl yn Gibea ow leverel, ‘A nyns usi Davydh owth omgudha genes yn skonsow Horesh, war venydh Hakila, usi a'n dhyghowbarth dhe Yeshimon? 
1SA.23.20	Lemmyn, A vyghtern, peskweyth may fynni dos yn-nans, gwra yndella; hag y fydh ragon ni dh'y dhelivra a-berth yn leuv an myghtern.’ 
1SA.23.21	Hag yn-medh Sowl, ‘Bennigys re bowgh gans an 
1SA.23.22	Kewgh, my a'gas pys, ombareusewgh hwath moy; godhvydhewgh ha gwelewgh an tyller mayth yma ev ow taromres, ha piw re'n gwelas ena; rag derivys yw dhymm ev dhe vos pur fel. 
1SA.23.23	Gwelewgh ha godhvydhewgh oll an kudhvaow mayth usi owth omgudha, ha dehwelewgh arta dhymm gans derivadow sur. Ena yth av genowgh; ha mars usi ev y'n vro, my a'n hwila yn-mes yn oll an milyow a Yuda.’ 
1SA.23.24	Ytho i a sevis, ha mos dhe Zif kyns Sowl. Mes yth esa Davydh ha'y wer yn gwylvos Maon, y'n Araba a'n dhyghowbarth dhe Yeshimon.
1SA.23.25	Sowl ha'y wer eth dh'y hwilas. Pan veu derivys dhe Davydh, ev eth yn-nans dhe'n garrek ha triga yn gwylvos Maon. Ha pan glewas Sowl anodho, ev a helghyas Davydh a-ji dhe wylvos Maon 
1SA.23.26	Sowl eth an tu ma a'n menydh, ha Davydh ha'y wer a'n tu arall a'n menydh. Yth esa Davydh ow fistena dhe vos dhe-ves dhiworth Sowl, ha Sowl ha'y wer a omsettyas a-dro dhe Davydh ha'y wer dh'aga hemmeres. 
1SA.23.27	Ena kannas a dheuth dhe Sowl, ow leverel, ‘Fisten ha deus; rag an Filistysi re wrug omsettyans erbynn an tir.’ 
1SA.23.28	Ytho Sowl a dreylyas dhe-ves dhiworth helghya Davydh, ha mos erbynn an Filistysi; rakhenna an bobel a elwis an tyller Sela-hammahlekoth.
1SA.23.29	Ena Davydh eth yn-bann alena, hag yth esa trigys yn skonsow En-gedi.
1SA.24.1	Pan dhehwelis Sowl dhiworth helghya an Filistysi, y feu derivys dhodho, ‘Awotta, yma Davydh yn gwylvos En-gedi.’
1SA.24.2	Ena Sowl a gemmeras tri mil wour dewisys mes a oll Ysrael, ha mos dhe hwilas Davydh ha'y wer war garregi an gever gwyls. 
1SA.24.3	Ev a dheuth dhe gorlannow an deves ryb an fordh, mayth esa kav; ha Sowl eth a-bervedh dhe gudha y dhewdroes. Lemmyn yth esa Davydh ha'y wer owth esedha a-ji dhe dhowna rannow an kav. 
1SA.24.4	Gwer Davydh a leveris dhodho, ‘Otta an jydh may leveris an 
1SA.24.5	Wosa henna Davydh a veu gweskys dhe'n golonn, drefenn ev dhe dreghi dhe-ves lostenn mantell Sowl. 
1SA.24.6	YN-medh ev dh'y wer, ‘An 
1SA.24.7	Ytho Davydh a geredhas y wer gans an geryow ma, ha ny's gasas dhe sevel erbynn Sowl. Ena Sowl a sevis ha gasa an kav, ha mos war y fordh.
1SA.24.8	Ena Davydh a sevis ha mos yn-mes a'n kav ha gelwel war-lergh Sowl, ow leverel, ‘Ow arloedh an myghtern.’ Ha pan dreylyas Sowl war-dhelergh, Davydh a blegyas gans y fas troha'n leur, ha plegya dhe'n dor. 
1SA.24.9	Yn-medh Davydh dhe Sowl, ‘Prag y hwoslowydh orth geryow an re a lever, “Otta Davydh a hwila gul drog dhis?” 
1SA.24.10	Y'n jydh hedhyw dha dhewlagas re welas fatell y'th ros an 
1SA.24.11	Mir, ow thas, mir orth lostenn dha vantell y'm leuv; rag drefenn my dhe dreghi dhe-ves lostenn dha vantell, ha ny'th ledhis, ty a woer ha gweles yn sur nag eus na drog na trayturi y'm leuv. Ny beghis er dha bynn, kynth esos orth ow helghya dhe gemmeres ow bywnans. 
1SA.24.12	Re vreusso an 
1SA.24.13	Kepar dell lever henlavar an dus koth, “Dhiworth tebelwesyon a dheuth yn-rag sherewynsi”; mes ny vydh ow leuv er dha bynn. 
1SA.24.14	War-lergh piw a dheuva myghtern Ysrael yn-mes? War-lergh piw esos ow helghya? War-lergh ki marow? War-lergh hwannenn? 
1SA.24.15	Rakhenna re bo an 
1SA.24.16	Wosa Davydh dhe worfenna kewsel an geryow ma orth Sowl, Sowl a leveris, ‘Yw hemma dha lev, ow mab Davydh?’ Ha Sowl a dhrehevis y lev hag oela. 
1SA.24.17	Yn-medh ev dhe Davydh, ‘Ty yw moy gwiryon agesov; rag ty re'm dyghtyas yn ta, mes my re'th tyghtyas yn trog. 
1SA.24.18	Y'n jydh hedhyw ty re dhiskwedhas fatell dhyghtsys genev yn ta; rag ny'm ledhsys pan y'm delivras an 
