GEN.1.1	Chongpangpülei Kahvangi vangshothü hatü kahdoknyü ling. 
LEV.15.15	Ngongpai hapa hük yah-ei mang moila, hatü hükpa yah-ei jakpü moila shuohhen. Hapa keiha hangyung daipü shennyak nangkü büpai 
LEV.15.16	Shennyak hanei kü hangyung vamjema, büpai büm kemei hangha lakhen, hatü büpa om dhüshi nedaüpü leihen. 
LEV.15.17	Hangyungi sheihtükpü dou, ashakviha vaijao, phaishuwi lingpü dou vaijao meishi dhotükhen, hatü hapa om dhüshi nedaüpü leihen. 
LEV.15.18	Nyüha baha nyi jemteipheikü jijinyipheni hangha laktükhen vongbong, hatü jijinyiphen om dhüshi nedaüpü leihen.
LEV.15.19	Mechem nyüha hük hangha tenhenshang pinnyü nedaüpü nyih nyet nyuhen, hatü üpai pinnyü kü honghenshang om dhüshi nedaüpü leihen. 
LEV.15.20	Hangha tenpü hepak kü pinnyüi uopü hatü lempü shinghiphei kemei nedaüpü leihen. 
LEV.15.21	Üpai pinnyülei shinshing kü honghenshang, büpai ashakviha dhotükhen, hatü hangha laktükhen, hatü büpa om dhüshi nedaüpü leihen. 
LEV.15.22	Üpai pinnyüi uopü uoshing kü honghenshang büpai ashakviha dhotükhen, hatü hangha laktükhen, hatü büpa om dhüshi nedaüpü leihen. 
LEV.15.23	Shinshing vaijao pinnyüi uopü uoshing vaijao mechem hanei-i ha kü honghenshang, om dhüshi nedaüpü leihen. 
LEV.15.24	Shennyak hanei pinnyü mü hangha tenpü hepak kü jemteijema, hatü hapa iy-i büpa kü sheüjema, büpa nyih nyet nedaüpü leihen, hatü büpai lempü shinshingao nedaüpü leihen.
LEV.15.25	Nyüha hanei pinnyü hangha tenpü hepak nevaipheikü iy nedoh-i daijema, nevaijü hangha tenpü nyih peih-ei iy daijema, pinnyü hangha tenpü nyih kü kei iy daipü thahshi pinnyü nedaüpü leihen. 
LEV.15.26	Pinnyü hangha tenpü nyih kü kei iy daipü thahshi pinnyülei shinshing nedaüpü leihen, hatü pinnyüi uopü shinghiphei kemei nedaüpü leihen. 
LEV.15.27	Üami hathü kü honghen, nedaüpü leihen; büpai ashakviha dhotükhen, hatü hangha laktükhen, hatü om dhüshi nedaüpü leihen. 
LEV.15.28	Mechem pinnyü kü hapa iy dohhenshang, nyih nyet daipheikü pinnyü daütükhen. 
LEV.15.29	Nyih shetpabü kü pinnyüi athuba nyi nevaijü khakhi ou nyi yah-ei ashakshemei ngongpa touei peihen. 
LEV.15.30	Ngongpai hapa hük yah-ei mang moila hatü hükpa yah-ei jakpü moila shuohhen, hatü hapa keiha büpai pinnyü nedaüpü shingvaishi 
LEV.15.31	Jomei baümtap jiamei nyupü ashakshem nedaünelangi leihüpai jom nedihen shingvaishi 
LEV.15.32	Hapayü baha hük hangyung daipai nedaüpü leipü, 
LEV.15.33	hatü nyüha hük hangha tenpü, nyüha nevaijü baha hük jemteipü nangkü shuohpü shahkungnyü nyüke.
LEV.16.1	Aaronei cheha nyi 
LEV.16.2	i Mosa kü, “Jiüpü hepak kü mon Longi Daülangpü Shing touei haenpü ashak touei peihen anjei Aaron kü eyeishuoh, mehenangkü Vangpüshuwpü Pela kübü shaküp shangkü ngei phum mü vamnyüpeih. Büpai hapa nebangjema, büpayao dihen. 
LEV.16.3	Büpai mang moila shuohhen mohoh chebaongha hük, hatü jakpü moila shuohhen mi cheha hük yah-ei Longi Daülangpü Shingei shüaokhen” shei eteke.
LEV.16.4	Büpai daülangpü nyemin bhagthuh, nyemin ashaki büpalei büm kü jümei thuhhen; nyemin shüngshep ngeihhen, hatü nyemin shangshak shakhen. Hathü daülangpü owhiai nyüke; büpai hathü thuhshekü hangha laktükhen vongbong.
LEV.16.5	Israel am nanglakthü leipü büpai mang moila shuohhen yum chebaong nyi, hatü jakpü moila shuohhen mi chebaongha hük yahhen.
LEV.16.6	Aaroni mohoh chebaong hük yah-ei büpalei mang tükhen shingvaishi mang moila hatü jom shem shing shuohhen. 
LEV.16.7	Hatü büpai yum chebaong nyi yah-ei 
LEV.16.8	hatü Aaroni yum chebaong nyi kü phongyomhenhük 
LEV.16.9	Mepa yum 
LEV.16.10	shejao mepa yum Azazel shingvaishi phongkü hethen, hapayü nanglakthülei mang koei Azazel jahpanei deishihtükhen shingvaishi 
LEV.16.11	Aaroni mohohbaongü büpa hatü büpalei shem am shingvaishi mang moila shuohhen, 
LEV.16.12	büpai 
LEV.16.13	Büpai ayingshü yah-ei 
LEV.16.14	Büpai mohohbaongei iy yah-ei büpalei lakjaangi shaküp shadenei haihen, hatü hapa hanei yah-ei Vangpüshuwpü Pela shadenei nyetpa haihen.
LEV.16.15	Hapheikü büpai nanglakthü shingvaishi mang moila shuohhen yum jühen, hatü büpai mohohbaongei iy yah-ei dükpükei Longi Daülangpü Shingei heihhen, hatü shaküp hatü Vangpüshuwpü Pela shadenei haihen. 
LEV.16.16	Hapa keiha büpai Israel nanglakthü nedaünelangpü hatü khüpü mang lemphüli shingvaishi Longi Daülangpü Shing daütükhen. Jom nedaünelangpü chi kü nyupü ashakshemao hapakei daütükhen. 
LEV.16.17	Longi Daülangpü Shingei Aaroni büpa shing, jom shem shing, hatü Israel phang kempü shing moila shuohnüng shüdaipü mangvam thahshi üpaiyao ashakshem mongei nenyuhen. 
LEV.16.18	Hapheikü büpa 
LEV.16.19	Büpai büpalei lakjaangi hapa iy hanei yah-ei Israel am nedaünelangpü kübü hapa daühen shingvaishi nyetpa haihen.
LEV.16.20	Mechem Aaroni Longi Daülangpü Shing, ashakshem hatü moidü daüei temhenshang, büpai yum hük yemmü yah-ei deihen, 
LEV.16.21	hatü Aaroni yum shangjing kü büpalei lak nyipheni dükhen, hatü hapa kü Israel nanglakthülei mang, jom pungpüshaipü, jomi khüei yaongpü lemphü mang yum shangjing kü kohühen hatü hapa dükhen shingvaishi jepü shennyaki müei hapa yum jahpanei deitükhen. 
LEV.16.22	Hapa yum kü jomei mang kemei kohütü lavüngtoipü jahpanei deishihtükhen.
LEV.16.23	Hapheikü Aaroni Longi Daülangpü Shingei shüshekü owpü owhiai kemei ashakshem mongei shüei hathü bhüh-ei tuhphonghen. 
LEV.16.24	Büpai daülangpü shingei hangha lakhen, hatü büpai düngei owteipü ow owhen, hatü büpa vamei büpa hatü nanglakthülei mang tükhen shingvaishi jakpü moila shuohhen. 
LEV.16.25	Büpai mang moila kübü cheü moidülei jakhen. 
LEV.16.26	Shennyak üpai hapa mang kopü yumha veyei deishihpa, büpai ashakviha dhotükhen; hapheikü mon büpa baümtap mongei shühen. 
LEV.16.27	Mang moila shuohpü mohoh hatü yum iy mepa moilahen shingvaishi Longi Daülangpü Shingei yah-ei shüpa, hapalei shuw, phai, hatü thenleimongphang kemei baümtap haolei yah-ei deiyei jakhen. 
LEV.16.28	Üpai hapa jaknya, büpai ashakviha dhotükhen hatü hangha lakhen, hatü hapheikü baümtap mongei shühen.
LEV.16.29	Hapayü am shingvaishi düngeipü shahkung nyukahen: Nyetpabü len nyih anpabü kü bühü vaituh nevaijü am mü nyupü benha vaituh shüaeiyunglehen, hatü dou nedükhen. 
LEV.16.30	Mehenangkü hapa nyih kü 
LEV.16.31	Hapayü am chemjalak kü nyiumeihen Sabbath nyih nyüke; ha nyih nehahneyinghen, dou nedükhen. Hapa shahkungü hüdenhalenshi noteihen nyüke. 
LEV.16.32	Ngongpa üpai chepalei shing kü jeihen thiteiphuei jehenshang, büpai daüpülangpü dou dükhen. Büpai ngong-ow owhen, 
LEV.16.33	hatü Longi Daülangpü Shing, ashakshem, moidü, ngongpathü, hatü nanglakthü peü daütükhen. 
LEV.16.34	Hapayü am shingvaishi düngeipü shahkung nyüke: Israel amei mang lemphü shingvaishi vangbong kü chem hapa mang tükhen moila shuohhen. 
LEV.17.2	“Aaron hatü chehathü hatü Israel am peü kü hapa etuh: 
LEV.17.3	Israel shennyak hanei ami mohoh, mi nevaijü yum yah-ei 
LEV.17.4	büpa iythüng anpü nangkü büpa shahkung kü pungteke; hanangkü büpa nanglakthü khong kübü katitükhen. 
LEV.17.5	Hapayü Israel ami koshoya kü moila shuohteipü shaangü 
LEV.17.6	Ngongpai hapa iy ashakshem shadenei moidü shinei haihen, hatü hapalei cheü 
LEV.17.7	Jomphongi hajük kü yum lajei kü yem jüei moila shuoh-ei mang dou nedükhen. Hapayü jom shingvaishi hüdenhalenshi noteihen shahkungnyü nyüke.”
LEV.17.8	Nedoh-i jomphong kü hapakei etuh: Israel am nevaijü jom mü nyupü benha üpai 
LEV.17.9	ashakshem shadenei 
LEV.17.10	Israel shennyak hanei-i nevaijü jom mü lakeiloipü benha hanei iy hahjema, ngei hapa iy hahpü shennyak khüei yaonghen, hatü hapa shennyak nanglak khong kübü katitükhen. 
LEV.17.11	Mehenangkü yangnyu hük yemmü nyuhenü iy kü nyüpeih, hatü ha vaipü nangkü ngei am shingvaishi moidülei moilahen hayü shuohpeih; hapayü yangnyu hükei mang tükhen iy nyüke. 
LEV.17.12	Hanangkü ngei Israel am kü enyüpeih, “Amphong üpaiyao nevaijü am mü lakeiloipü benha üpaiyao iy nehahhen.”
LEV.17.13	Israel am nevaijü am mü lakeiloipü benha hanei-i daülangpü yem nevaijü ouhiyüh hanei jüjema, büpai hapa iy kahdokei heentükhen hatü kahdoki lintükhen. 
LEV.17.14	Mehenangkü lemphü yemhimak yemmü nyuhen shingvaishi hapalei iyü hapalei yangnyu yem nyüke. Hanangkü ngei Israel am kü mepa yemhalei iyao tehah; mehenangkü lemphü yemhimak yemmü nyuhenü hapalei iy kü nyüpeih shei eteke; üpai ha hahhen, büpa nanglak khong kübü katitükhen. 
LEV.17.15	Bühü vaijao benha vaijao üpai yemha mahng dangpü nevaijü shahhishuwi hahpü yemha mahng hahhenshang büpai laophülei ashakviha dhotükhen, hatü hangha laktükhen, hatü büpa om dhüshi nedaüpü leihen; hapheikü büpa daütükhen. 
LEV.17.16	Shejao jomphongi ashakviha nedho hatü hangha nelakjema, jom pungpü jom shangkü nyuhen.
LEV.18.2	“Israel nanglakthü kü, ‘Ngeiyü 
LEV.18.3	Ammi am nyupü Ijip kahdokei jomi dükpü tedük, hatü shaang ngei am müei leipü Kanan kahdokei nyupü ami lingpükei teling. Ammi jomei dükhiling vanglem pheikü temü. 
LEV.18.4	Ngelei shahkungnyüthü bangtuh, hatü ngei epü düktuh. Ngeiyü 
LEV.18.5	Ngei am kü shuohpü shahkungthü hatü vanglem kü mütuh; hapa dükpai am yemmü nyuhen. Ngei ammei 
LEV.18.6	Üpaiyao laophülei shem am mü mükbongjuyung tedük. Ngeiyü 
LEV.18.7	Anyü mü mükbongjuyung dükpai ampa teveühü. Pinnyü-ü anyü; nüngi pinnyü mü mükbongjuyung tedük.
LEV.18.8	Nüngi ampalei nyüha hük mao mükbongjuyung tedük; hapai ampa veü danghühen.
LEV.18.9	Nüngi laophülei nyahinaü nevaijü nyü nevaijü pa mü jempü nyahinaü mü shemei bühpü vaijao lebülei bühpü vaijao mükbongjuyung tedük.
LEV.18.10	Nüngi laophülei hüpeü mü mükbongjuyung tedük; hapai nüng veü danghen.
LEV.18.11	Nüngi ampai yahpü lebü nyüi bühpü yiükha mü mükbongjuyung tedük; mehenangkü pinnyüao nüngei nyahinaü khih.
LEV.18.12	Nüngi anyei mü mükbongjuyung tedük; pinnyü-ü ampa mü jempü shem am nyüke.
LEV.18.13	Nüngi anyülei nyahinaü mü mükbongjuyung tedük; mehenangkü pinnyü-ü anyü mü jempü shem am nyüke.
LEV.18.14	Nüngi ampalei chehinaüthülei nyüha mü mükbongjuyung dükei ampa am teveühü; mehenangkü jomao anyünyü am nyüke.
LEV.18.15	Nüngi hapeülei nyüha mü mükbongjuyung tedük; hapai jeihinaü veü danghühen.
LEV.18.16	Nüngi anjeilei nyüha mü mükbongjuyung tedük; hapai nüngei anjei veühünyüke.
LEV.18.17	Nüngi nyüha hük hatü pinnyülei cheha nyiphen mü mükbongjuyung tedük. Nüngi pinnyülei yeshangei yiükha nevaijü yiükhalei yiükha mü mükbongjuyung tedük; mehenangkü hathüyü nüngei iy hatü phai nyüke, hayü nejiüpü mang dou.
LEV.18.18	Nüngei nyüha yemmü tuhtü anyühalei naüpeü shao nüngei nyüha vaishi teyah.
LEV.18.19	Nyüha hük hangha tenpü hepak kü mükbongjuyung tedük.
LEV.18.20	Nüngei chingyowpalei nyüha mü mükbongjuyung dükei nüng nyingi mang tethah.
LEV.18.21	Nüngi nüngei hapeüthü üpayao Molekh kahvang kü jakpü moila teshuoh; mehenangkü nüngi nüngei 
LEV.18.22	Üpa bahaiyao nyüha mü kei lebü baha mü mükbongjuyung tedük; hapayü jiühitbenüng mang nyüke.
LEV.18.23	Üpa baha nevaijü nyühaiyao yemhimak mü mükbongjuyung tedük, hatü hapai nüng tenyethü. Nyingnyoi kü neshiüpü dou dükpai nüng jiühitbenüng telei.
LEV.18.24	Henüng keipü dou homei am nyingi nedaünelangi telei; mehenangkü henüng homei ngei am shekü changtükpü jatthü nedaünelangi leipeih. 
LEV.18.25	Jomei douteni kahdokao nedaüi leihüpeih; hanangkü ngei jomei mang nangkü ngei jom kü hanghi shuohpeih, hatü kahdoki halei nyupüthü bhaitükpeih. 
LEV.18.26	Shejao ammi ngelei shahkungnyüthü hatü ngei epü peü düktuh. Bühü vaituh, benha vaituh, am mü nyupü üpaiyao jiühitbenüng meheyao tedük; 
LEV.18.27	mehenangkü henüng douthü kemei am shekü halei nyupüthüi dükteke, hatü kahdokao nedaüi leitükpeih. 
LEV.18.28	Ammi hapa kahdok nyettükjema, am shekü jatthü bhaitükpükei amao haleipü bhaitükhen. 
LEV.18.29	Üpai henüng keipü jiühitnalai dou dükhenshang, hapa shennyakü laophülei nanglakthü khong kübü katitükhen.
LEV.18.30	Am shekü nyupüthülei vanglem hatü jomi dükpükei jiühitnalaipü dou üpaiyao nedükhen shingvaishi ngelei shah ammi bangtuh, hatü hathüi am tenyethü. Ngeiyü 
LEV.19.2	“Israel nanglak khong peü kü etuh. Am daülangi nyutuh; mehenangkü ngei, 
LEV.19.3	Am peüi laophülei nyü hatü pa kü dhüm shuohtuh, hatü Sabbath themtuh. Ngeiyü 
LEV.19.4	Ammi lajeithü philei telep nevaijü am nyingi am shing lajei kahvang teling. Ngeiyü 
LEV.19.5	Mechem nüngi 
LEV.19.6	Hapayü nüngi moilapü nyih nevaijü nyihphei thahshi hahkemhen; nyih jempabü thahshi lemhük-üng aojema aw kü jaktükhen vongbong. 
LEV.19.7	Haleipü lemhük-üng nyih jempabü kü hahjema, hayü nedaüpü vaihen, hatü hapa moila neyahhen. 
LEV.19.8	Üpai hapa hahhen hanghihühen; mehenangkü mehe 
LEV.19.9	Mechem ammei kah kübü hah vethen, dujung thah-ei tevet, nevaijü hahdhei tethai. 
LEV.19.10	Ammi nyalingngupai chaei tevaüm nevaijü vüdaipü nyalingngupai tehom; ammi taopathü hatü benhathü shingvaishi hathü tuhphongtuh. Ngeiyü 
LEV.19.11	Tegüh, tepeilei, shahshem te-e. 
LEV.19.12	Ammi shahshemi ammei Kahvang men tenei tevangteshuw. Ngeiyü 
LEV.19.13	Ammei chingyowpa kü telutelem nevaijü tegüh. Nepphei thahshi ammei kahlei nang shapü kü lat neshuoh-i tetuh. 
LEV.19.14	Dhaong aangdaipü shennyak kü tethaüvaü, nevaijü mükphüngpa kü huluh yaong tehaü; shejao ammei Kahvang kü nyemtuh. Ngeiyü 
LEV.19.15	Shahhingi shahshem teleihü; taopa kü baong hanei nevaijü longpü am kü hayaoha bamei teno, shejao shahhingi ammei chingyowpalei shahphentuh. 
LEV.19.16	Ammei nanglak khong kü shahshem langmaanei telongtei; chingyowpa lomohhütü nanglei danghen teyem. Ngeiyü 
LEV.19.17	Ammei jeihinaü üpa kao mongei jiühitei tedeih; nüngi chingyowpai pungpü kü neomhahen shingvaishi ngaihe-i loheishuoh. 
LEV.19.18	Ammi bhüh teyem, nevaijü laophülei nanglak hük eela-ei te-e, shejao nüngi laophü kü kei laophülei chingyowpa kü bamtuh. Ngeiyü 
LEV.19.19	Ngelei shahkungnyüthü noteituh. Ammi haümyem yah-ei lebü yemha mü tejemteihü. Ammei kah kü sheili lem nyi chemi teshei; nevaijü vilem laolao nyi yah-ei dakpü ashakviha te-ow.
LEV.19.20	Shennyak hük mih-i yahhen shei khampü nyüha aa hük shejao pinnyü angei nevaijü bümei leiyei mangyahpü mü mükbongjuyung dükjema, jijiphen hanghihühen shejao nejütükhen; mehenangkü pinnyü-ü aa nyüke, 
LEV.19.21	shejao hapa shennyaki büpa shing 
LEV.19.22	hatü ngongpai büpai thahpü mang tükhen shingvaishi 
LEV.19.23	Mechem am Kanan kahdokei leihen, hatü hahhen betjük vungjük sheihen, vangbong jem mongkü jükpü betjükü nedaüpü vaihen; hapa nehahhen vongbong. 
LEV.19.24	Vangbong alipabü kü hapalei betjük kemei 
LEV.19.25	Shejao vangbong ngapabü kü ammi hapa betjük hahhen. Hapa keiha ammei betjük vungjük nyeinya jükhen. Ngeiyü 
LEV.19.26	Ammi iy kohshi mepa phai lemao tehah. Ammi phong teyomtei.
LEV.19.27	Ammi ammei sho tekup nevaijü jumum tekup.
LEV.19.28	Didaipü am nangkü ammei büm kü kaw teshahah, nevaijü am nyingi hüh tekaok. Ngeiyü 
LEV.19.29	Ammi laophülei yiükha büm yupü am leihüei temangtük, hei vaijema kahdok kemei büm yupü am leihen, hatü nemeipai kahdok makahen.
LEV.19.30	Sabbath themtuh hatü ngelei khümshing dhüm kohshi noteituh. Ngeiyü 
LEV.19.31	Ammi yimpi laang mü shah eteipüthü nevaijü lashüh tetpüthü lemei tedai, hathü yemjema hathüi am mang thahhühen. Ngeiyü 
LEV.19.32	Viünyü viüpa kü sheühtuh; behe kü dhüm shuohtuh, hatü ammei Kahvang kü nyemtuh. Ngeiyü 
LEV.19.33	Mechem ammei kahdokei ammei yenpa nyuhen, jom kü ne-ienelemi teno. 
LEV.19.34	Jempü Israel jeihinaü kü kei notuh. Ammi laophü kü kei jom kü bamtuh; mehenangkü amphongü Ijip kahdokei benha vaihampeih. Ngeiyü 
LEV.19.35	Ammi bahiyang shetshingkü, dok dokshingkü, longpü maanpü jeshingkü shahshemi güh-ei tenotei. 
LEV.19.36	Jiüshangpü lüngi shettuh, jiüshangpü dok noteituh. Ngeiyü 
LEV.19.37	Ngei epü hatü ngelei shahkungnyüthü peü düktuh, hatü ha kü mütuh. Ngeiyü 
LEV.20.2	“Israel am kü hapa etuh: Israel am vaijao benha vaijao Israel kü nyupü üpai laophülei hapeü Molekh kahvang kü shuohhenshang, hapa shennyakü khongi yaongi shükei jütükhen. 
LEV.20.3	Ngei hapa shennyak khüei yaonghen, hatü ngei büpa laophülei nanglak kübü katitükhen; mehenangkü büpalei hapeü Molekh kahvang kü shuohpai ngelei daülangpü shing nyettükteke, hatü ngelei daülangpü men tentükteke. 
LEV.20.4	Mechem hapa shennyaki laophülei hapeü Molekh kahvang kü shuohhen, hatü nanglak khongi hapa hei-üng tuh-ei büpa nejütükjema, 
LEV.20.5	ngei büpa hatü jom shem khüei yaonghen, hatü laophülei nanglak khong kübü büpa hatü büpa phei müei Molekh kü khümpüthü kemei jütükhen.”
LEV.20.6	Shennyak hanei-i yimpi laang mü shah eteipüthü nevaijü lashüh tetpüthü lemei daijema, ngei büpa laophülei nanglak khong kübü katitükhen.
LEV.20.7	Hanangkü am nyingi daütuh, hatü daülangi nyutuh; mehenangkü ngeiyü 
LEV.20.8	Ngelei shahkungnyüthü noteituh, hatü ha phei mütuh. Ngeiyü am daühüpü 
LEV.20.9	Shennyak hanei-i laophülei nyühipa kü thaüvaüjema, hapa shennyak jütükhen, hatü büpalei iy büpa shak kü nyuhen. 
LEV.20.10	Shennyak hanei-i laophülei chingyowpalei nyüha mü mükbongjuyungjema, jijiphen jütükhen. 
LEV.20.11	Shennyak hanei-i laophülei palei nyüha mü mükbongjuyungjema, chepa veühüteke. Jijiphen jütükhen, hatü jijilei iy jiji shak kü nyuhen. 
LEV.20.12	Shennyak hanei-i laophülei hapeülei nyüha mü mükbongjuyungjema, jijiphen jütükhen, hatü jijilei iy jiji shak kü nyuhen. 
LEV.20.13	Baha hüki baha hük mü nyüha mü kei jemteijema, jijinyi-i jiühitbenüng dükteke. Jiji nyiphen jütükhen, hatü jijilei iy jiji shak kü nyuhen. 
LEV.20.14	Shennyak hüki nyühiha nyi mü shem yemjema, hayü jiühitnalaipü dou nyüke. Am khong mü henüng douten nenyuhen shangmü jom jemphen aw kü jaktükhen. 
LEV.20.15	Baha hanei-i yemhimak mü mükbongjuyungjema, büpa hatü yemha nyiphen jütükhen. 
LEV.20.16	Nyüha hanei-i yemhimak mü mükbongjuyungjema, nyühanyü hatü yemha nyiphen jütükhen. Jomei iy jom shak kü nyuhen.
LEV.20.17	Shennyak hanei-i laophülei nyahinaü nyü mü nevaijü pa mü jempü yiükha mü shem yemjema, hayü jiühitnalaipü dou nyüke, hatü jijinyi laophülei nanglak khong kübü katitükhen. Büpai nyahinaü mü mükbongjuyungjema, büpai hanghi danghen. 
LEV.20.18	Baha hüki nyüha hük hangha tenpü hepak kü jemei pinnyü mü mükbongjuyungjema, jiji nyiphen laophülei nanglak khong kübü katitükhen.
LEV.20.19	Shennyak hanei-i nyü mü nevaijü pa mü jempü nyahinaü mü mükbongjuyungjema, hapai shem am veü danghüteke; jiji nyiphen hapa nangkü hanghi ponghen. 
LEV.20.20	Shennyak hanei-i laophülei pa naü-eepalei nyüha mü mükbongjuyungjema, büpai pa naü-eepa veühüteke; jijiyü hapeü neshiüi dihen. 
LEV.20.21	Shennyak hanei-i laophülei jeihinaülei nyüha mü shem yemjema, hapayü jiühitnalaipü dou dükteke, hatü jeihinaü veühüteke. Jiji hapeü neshiüi nyuhen.
LEV.20.22	Ngei am müei leihen kahdok kübü am nechangtükhen shingvaishi ngelei shahkungthü düktuh, hatü ngei epü kü mütuh. 
LEV.20.23	Ngei am toueipü changtükpü jatthülei dükhiling vanglem kü temü; mehenangkü jomi hathü kemei dükpü nangkü ngei jom yaktükpeih. 
LEV.20.24	Shejao ngei am kü eshah, “Ammi hapa kahdok yahhen; ngei am kü amma hatü nyahjiü yenpü kahdok am kü mükjüp vaishi shuohhen. Ngeiyü 
