GEN.1.1	Pathianin a phut taka irnêng le irvân a siama, 
1SA.2.27	Elia kuang khan Pathian mi inkhat a honga, a kuang 
1SA.2.28	 Khante Israel nam murdihai laia ki maichâma fea, mirimhoi hâla, ki makunga ochai songkol innghâk hrangin, ki ochai chang hranga ama kha ki inkung mo ni ma? Ni’rchibulhai kha Israel mihai hâlirvôm thil mo ki inhlanhai ni ma? 
1SA.2.29	Itho sika mo ki omnaa inhlan hranga ki inkung, ki kuanga irbôlna le ki dongtum thilinhlan kha nin sirbea? keima nêkin ni nâipasalhai ni inhlu ual, nangni irvâi marna hrangin mo ki mi Israelhai irbôlnaa sahai nin ihmang hi? 
1SA.2.30	Khasikin keima 
1SA.2.31	Irngai ro, ni in sûngkua le ni panam laia vânglaihai murdi ki thatna hrang nikhua chu a hong itung thiai tâk a ni, khanchu ni ina tar kûna dam zel om ta no nihai. 
1SA.2.32	Khanchu Israel mihai vângsakna ki ivur murdi kha irzukin thîr ni ta, inchop irkhêl takin om ni ta; khanchu ni ina tar kûna dam zel om no ni. 
1SA.2.33	Khan ni mi ki maichâm ata ki irhmangtir loi chu, ni mit en inkhamtirtu le, ni milung innatirtu vai ni a ti. Ni ina zuang suak dang murdi chu an vânglai zoro takin thi an ti. 
1SA.2.34	 Khante ni nâipasalhai ruai Hofnia le Finehasa chunga thil hong tung hrang kha ni ta hrangin irsinsiana ni a ta, sûn khat sûngin an ruaiin thi an ti. 
1SA.2.35	Ochai iamom tak ki ta hrangin inthang nôk ki ta, ama khan ki lungdo inchuk a ti. Sûngkua det takin siam ki ta, kumtuangin ki sahriak irthu makunga khan sintho a ti. 
1SA.2.36	Hiang hin ni a ta, ni ina la om murdihai kha tangka le bai ngênin, kha ochai kuang khan fe an ta, bai a chînte lua fa hrang ki hmu theina hrangin ochai sin, i khôk mani nin thotir ro, ti an ti,” a tia.
1SA.3.1	Khan nâipang Samuela kha Elia makunga 
1SA.3.2	Kha zoro khan zân khat chu Elia mit zîng tâk khan, ama tentan sûnga a zâla; 
1SA.3.3	Samuela chu Pathian Thuthung Bôm omna hmun biak ina khan a zâla, khovâr mân meiser a lan chok mai laiin, 
1SA.3.4	 khan Samuela chu a koia. Ama’n, “Ka pu hin ki om,” a tia. 
1SA.3.5	Khante, Elia kuang khan a van tâna, “Hin ki om, ni ni ikoi ma ni,” a tia.
1SA.3.5	Khannisianlân Elia khan, “Nang koi ma ung, va zâl nôk ta ro,” a tia. Khanchu Samuela chu a fea, a va zâl nôk tâka. 
1SA.3.6	 khan Samuela kha a koi nôka, kha lai khan nâipang Samuela khan 
1SA.3.7	Khanchu Samuela chu a thoia, Elia kuang khan a fea, “Hin ki om ni ni koi maia,” a tia. Khan Elia khan a sâma, “Nang koi ma ung, ki nâipa va zâl nôk ta ro,” a tia.
1SA.3.8	Voithumna tena chu 
1SA.3.9	Khanchu Elia khan Samuela kuang khan, “Fe’n lân, va zâl nôkin lân, nang a koi nôkin chu, 
1SA.3.11	Kha hnung chu 
1SA.3.12	Kha nikhua khan Elia in sûng mi thurchi ki insîr murdi kha a bula irthokin a mong dênin ki itho hrang a ni. 
1SA.3.13	A nâipasalhaiin Pathian an insîrinsiatna sual kha inhriat chakin a khap no sikin a in sûngkua chu kumtuanga hrangin kuttum ki itho hrang a nih ti hi ki lei ihril zoi tâk a ni. 
1SA.3.14	Khasikin Elia in sûng mihai siatna kha irbôlna hrangin mani, thilinhlanin mani, itiklai khomin irlêk thei ni no nih tiin chong ki lei inkung tâk a ni,” a tia.
1SA.3.15	Samuela kha a vâr dênin a zâlhmuna khan a oma; khanchu a hong thoia, 
1SA.3.16	Khanchu Elia khan Samuela kha a koia, “Samuela ki nâipa,” a tia. Samuela khan, “Hin ki om ka pu,” a tia.
1SA.3.17	Elia khan, “I thil mo 
1SA.3.18	Khanchu Samuela khan itinrêng a hril pe ving tâka; ite ip nei viat loiin. Elia khan, “Ama chu 
1SA.3.19	Samuela chu a hong irsôn tîr tîra, a kuang 
1SA.3.20	Khanchu Dan khua ata Beer-seba dên rakin Israel mi murdihai khan Samuela chu 
1SA.3.21	 chu Silo khan an lâr nôka, kha khan 
1SA.4.1	Kha laia khan Filistia mihai chu Israelhai doi hrangin an irfôka. Khasika khan Israel mihai kha Filistia mihai doi hrangin an irthok suaka. Ebenezar kôla omhmun an khuara; Filistia mihaiin Afek-a hmun an khuara. 
1SA.4.2	Filistia mihai kha Israel mihai lei danh hrangin an lei irzara; an hong irdoiin chu Filistia mihai kuanga khan, Israel mihai chu an dok tâka, irdoina hmuna khan sipai sângminli vêl an thata. 
1SA.4.3	A la dam sipaihai kha an riakbuka an va kîr nôkin chu Israel ulianhai khan, “Itho sika mo a vuan hin Filistia mihai kuta 
1SA.4.4	 Khanchu mipuihai khan Silo-a khan mi an tîra. Khatak ata kha Cherubim chunga toi, Itinrêng sin thei 
1SA.4.5	 Thuthung Bômin an riakbuk a zuang tungin chu, Israel murdihai kha inring takin an khêk dur dura, irnêng an tor chita. 
1SA.4.6	Filistia mihaiin an khêk irhâi an inhriatin chu, “Hebraihai riakbuka mi khêk irhâi kha itho sika ma ni tâk?,” an tia. Hebraihai riakbuka 
1SA.4.7	“An riakbuka Pathian a izuang a ni. Ei ta hrangin intak a ti! matona khan chu hianga hi la om ngai maka, ei ta hrangin irhel zap a ti! 
1SA.4.8	Kha Pathian kut hrât tak ata kha tu mo nin zôk thei ta hrang? kha Pathian kha a ni, Aigupta mihai ramchâra hripui chi tinrêng that theitu kha. 
1SA.4.9	O nangni Filistia mihaio, nin suaka an iom anga khan Hebraihai suaka nin om loina hrangin hrât takin om unglân pasal hrâtin om roi: Pasal hrât takin om unglân, pasal hrât angin doi mai roi,” an tia.
1SA.4.10	Khanchu Filistia mihai khan hrât takin an doia. Israel mihai chu an doka, an mâni insûng tiang lâizâm an tho tâka, an that intamhai oka: Israel mi sipai sîngthum an ithi a ni. 
1SA.4.11	Pathian Thuthung Bôm kha an lâk pehaia; Elia nâipasalhai ruai Hofnia le Finehasa hai kha an that saa.
1SA.4.12	Sipaihai laia Benjamina irchia mi inkhat irsualbual ata kha an tâna, a puan diar chet duarin le a lu chunga pil kop zuakin, kha nî sûn ngêta khan Silo a hong tunga. 
1SA.4.13	Elia khan lampui sîra a toihmuna toiin a lei thîr chiana, Pathian Thuthung Bôm sika khan a lungrîl chu irlo’nthingin a oma. Kha mi kha kho sûnga a hong tunga, thurchi kha a hon sîrin chu an kho pumpuiin irlo’nthingin an khêk vung vung tâka. 
1SA.4.14	Elia khan an khêk irhâi a len hriata, “Kha dôra irhâi a isiat so itho sika mo a ini,” a tia. Kha mi kha irhnot takin a va fea, Elia kha a va hrila. 
1SA.4.15	Elia chu kum sômkuak kiriat mi a nia, a mit a zîng pe tâka, khua hmunfel thei ta maka. 
1SA.4.16	Kha mi khan Elia kuang khan, “Irsualbual ata hong zôk ki nia, a vuan hin irsualbual ata hong rot ki ni,” a tia. Elia khan, “Ki nâipa itin mo thil a iom lam?,” a tia.
1SA.4.17	Thurchi hong intungpu khan a sâma, “Israel mihai chu Filistia mihai ata kha lâizâm an thoa, mipui laia irthatna irkhêl tak a oma, ni nâipasalhai ruai Hofnia le Finehasa hai khom an thia; Pathian Thuthung Bôm khom an lâkpai pehai ta,” a tia.
1SA.4.18	Kha mi khan Pathian Thuthung Bôm thu a hon sîr zela khan, kotbâi kôla a toihmun ata kha Elia chu a thal tiang an rîla, a ring a kiak pea, a thi tâka, a tar ok tâka, a mar sika a ni, Israelhai chunga kum sômminli roi lei rêl tâk a ni.
1SA.4.19	Elia moinu Finehasa dôngma khan nâi a vonga, a neina hrang anâi teng tâka, Pathian Thuthung Bôm an lâkpai pe ti thu an hriata, a pu le a pasal an thi thu a hon hriatin chu a lu a kûna, nâiha’n a sea, nâi a nei tâka. 
1SA.4.20	A thi vâng tâka, a kôla nupanghai khan a kuang, “Chi no ro, nâipasal ni nei ta hi te,” an tia. Khannisianlân irngai viat maka, a sâm khom sâmhai mah. 
1SA.4.21	“Roiinpuina khan Israel chu a mâksan ta,” tiin nâite irhming chu Ikaboda a ti tâka. Pathian Thuthung Bôm chu an lâkpai pea, a tarpu le a pasal an thi tah ti tetûkna a ni. 
1SA.4.22	“Pathian Thuthung Bôm chu mi’n an lâk tâk sikin Roiinpuina khan Israelhai chu a imâksan tâk a ni,” a tia.
1SA.5.1	Khan Filistia mihaiin Thuthung Bôm an lâk hnunga khan chu; Thuthung Bôm kha Ebenezara ata Asdod khuaa an hong chôia, 
1SA.5.2	an Dagon pathian ina an lâk lûta, Dagon irlim kôla khan an siaa. 
1SA.5.3	Khante, Asdod kho mihai kha zînga an thoiin chu, 
1SA.5.4	Zîng nôka zînga an thoiin chu 
1SA.5.5	Khasika khan Dagon ochaihai le Dagon biak ina hong ngaihai khomin Asdod khuaa Dagon kotbâia khan atûn ten hin an ilût ngam loi a ni.
1SA.5.7	Khanchu Asdod kho mihaiin khaanga om a nih ti an inhriatin chu, “Israelhai Pathian Thuthung Bôm kha ei kôla om mai ta no ri se, eini chunga le pathian Dagon chunga a kuttum thâk a nahrai ta,” an tia.
1SA.5.8	Khanchu Filistia rêng ringahai kha an koibukhaia, “Israelhai Pathian Thuthung Bôm kha imo kin ilo hrang?,” an tia. Anni khan, “Gath khuaa va thak roi,” an tia. Khanchu Israelhai Pathian Thuthung Bôm kha Filistia khuaa ngêt Gath khuaa khan an va thak tâka. 
1SA.5.9	Khannisianlân kha khua kha an van tungin chu 
1SA.5.10	Khanchu Thuthung Bôm kha Filistia-hai khuaa ngêt, Ekron-a khan an thon nôka, khannisianlân kha khua kha a va tungin chu Ekron kho mihai khan, “Israelhai Pathian Thuthung Bôm kha eini le ei nâihai ni thatna hrang pialin an hong ichôi a ni,” tiin an khêk nôk sup supa. 
1SA.5.11	Khanchu Filistia rêng ringahai kha an koibukhai nôka, “Israelhai Thuthung Bôm hin keini le kin in mihai a ni that irhmang zoi loina hrangin a omna hmun ngêta thonpai nôk ni ri se,” an tia. Pathianin natakin kuttum a tho sikin an kho pumpuiin an buai nôk tâka. 
1SA.5.12	A thi loihai kha an popa, khanchu kha kho sûnga mihai kha changpuina zongin an pathianhai an zong ta.
1SA.6.2	Filistia mihaiin ochaihai le tasân theihai an koihaia, “
1SA.6.3	Anni’n, “Israelhai Pathian Thuthung Bôm hi nin thak kîr khoma, a korongin infetir no roi, a kuang siat irbôlna thilinhlan thon sa roi, khan kêng damin nin iom hrang, khanchu itho mo a kuttum nin ituang ti inhre suak nin ti,” an tia.
1SA.6.4	Mipuihai khan, “Ama kuang kin siat irbôlna inhlan hrangin imo kin itho hrang?,” an tia. Anni khan, “Filistia rêng om dôrin pangpo millim ringa le châichek millim ringa; rângachakin siam unglân; nangni le nin rênghai chunga hri lêng kha hmunkhat a ni. 
1SA.6.5	Pangpo millim ringa le nin ram insiattu châichek millim ringa nin isiamhai khan Israelhai Pathian kha chôiindôm roi. Khanchu nangni le nin pathianhai le nin ram kha kuttum nangni a tho ta no khom a ni thei. 
1SA.6.6	Aigupta mihai le Faroa lungrîl an inngar anga khan itho mo nin lungrîl nin inngar hi? Aigupta ram ata Israel mihai kha an tîrpaihai mâka chu Pathianin anni kha chanlamboiin a isiam dân kha irnghil no roi. 
1SA.6.7	Khasikin, atûn hin tâli thar kha sinsiam unglân, sehrâtpui hni dût sôm lai, ringkol la pêl ngai loi kha tâlia khan thung pe khak unglân, a têhai kha insûng tiang hong hruaipai pe roi. 
1SA.6.8	 Thuthung Bôm kha la unglân, tâlia khan bâng unglân, siat irbôlna nin inhlan rângachak thil hluhai kha bakot sûnga thunin a kôla khan se roi. Tâli kha a fena hrang lampuia irthok sianlân, a bingin infetir roi. 
1SA.6.9	Khanchu en chian unglân, Beth-Semes khua tiang a fe’n chu ei chunga thil saloi tak hong tung hi Israelhai Pathian itho ni a ti. Khaang khan a fe no’n chu kuttum ni thotu kha ama ni mah ti inhre suak ei ta, ei chunga a hong iom angin bê ei ti,” an tia.
1SA.6.10	Mihai khan khaang khan an thoa, sehrâtpui a dût sôm lai inhni an hruaia, tâlia khan an khit pehaia, a têhai chu in sûnga an khum pehaia. 
1SA.6.11	Thuthung Bôm kha tâlia an siaa, rângachaka siam châichek millim le pangpo millim siana bakot leh khan. 
1SA.6.12	Sehrâtpuihai khan Beth-Semes tiang panin an fe thal thala; inhrâm thiaiin a lampuia khan an fea, chang tiang vei tiang pêt viat mahaia, Filistia-hai rêng ringahai khan Beth-Semes ramri dên thalin an zuihai ta. 
1SA.6.13	Beth-Semes kho mihai khan phâizôla khan bu an lei âta, an hong irheiin chu Thuthung Bôm kha an hong hmua, an lômtak taka. 
1SA.6.14	Tâli kha Beth-Semes kho mi Josua loia khan a hong lûta; lungpui lianpa kôla khan a ngîr chiana, mihaiin tâlia thinghai kha an tuka, sehrâtpuihai kha an thata, 
1SA.6.15	Levi irchihai khan, 
1SA.6.16	Kha kha Filistia rêng ringahaiin an en zoiin chu, kha nî ngêt khan Ekron kho tiang an kîr nôk ta.
1SA.6.17	Filistia mihaiin rângachak le pangpo millim ringa 
1SA.6.18	Rângachak châichek millim kha, kha kho sûnga an kulpui nei le thingtâng khuaa khom tep vinga Filistia rêng ringahai khua dôr ang a ni. 
1SA.6.19	Khan, 
1SA.6.20	Beth-Semes kho mihai khan, “Hi Pathian irthiang 
1SA.6.21	Khaang khan Kiriath-jearim kho mihai kuang khan, “Filistia mihai khan 
1SA.7.1	 Khanchu Kiriath-jearim kho mihai kha an zu fea, 
1SA.7.3	Khante Samuela khan Israel mihai kuang khan, “Nin lungrîl taka 
1SA.7.4	Khanchu Israel mihai khan an Baal millimhai le Asterothi millimhai kha an pai vinga, 
1SA.7.5	Kha hnung chu Samuela khan, “Israel mi murdihai chu Mizpa khuaa koibûmhai ving unglân, 
1SA.7.6	Khanchu Mizpa-a khan an irbûm tâka, tui an chôia, 
1SA.7.7	Filistia mihai kha Israelhaiin Mizpa-a khan an irbûm ti an inhriatin chu Israel mihai doi hrangin Filistia rêng ringahai kha an hong irthoka, Israelhaiin an len hriatin chu an lei chia. 
1SA.7.8	Khanchu Israel mihai khan Samuela kuang, “Filistia mihai kut ata nin zôk hranga 
1SA.7.9	Samuela’n kêlbelrate irhnu nêk lai kha a lâka, a thata, pumhâl thilinhlanin 
1SA.7.10	Samuela’n hâlirvôm thil an hlan lai takin Filistia mihai khan Israelhai doi hrangin an hong suaka; khannisianlân kha ni khan chu 
1SA.7.11	Israel mihai kha Mizpa ata khan an suaka, Filistia mihai kha Bethkar dên thalin an irzûlhaia, an ithathai thiai a ni.
1SA.7.12	Kha hnung chu Samuela khan lung a lâka, Mizpa le Sen kâra khan a phuna, “Hi ten dên hin 
1SA.7.13	Khanchu Filistia-hai kha an dok tâka, Israelhai ram kha hong rûn nôk ta mahai. 
1SA.7.14	Filistia mihaiin Israel mihai khua an ilâkhai chu Ekron-a irthokin Gath dênin Israel mihai an pêk kîr nôka. Khaang khan Israel mihai khan an ram murdi chu an idong nôk tâk a ni. Israel mihai le Amor mihai chu irngeiin an om ta. 
1SA.7.15	Samuela dam sûng kârka chu Israel mihai roi a rêl pehai ta. 
1SA.7.16	A kum tin Bethel le Gilgal le Mizpa hi a ihrosuak ngai a ni; kha hmunhai khan chu Israel mihai thubuai a irêl pehai ngai a ni. 
1SA.7.17	Kha hnung chu ama omna Rama khuaa khan a kîr nôk ngaia; kha hmuna khom khan Israelhai roi a rêl pehai sa a ni. Rama khua khan 
1SA.8.1	Khanchu hiang hin a hong ni ta, Samuela kha a hong tar tena chu a nâipasalhai kha Israelhai laia roirêltu’n a siamhaia. 
1SA.8.2	A nâi ulian irhming chu Joela a nia; a nâipang ual chu Abija a ni; Beer-seba khuaa roirêltu an ni. 
1SA.8.3	Khannisianlân, anni khan an pa omdân zui loiin, sum le puan tiang an huatirhama, khasikin fâk inrûkhai an hmanga, dik loi takin roi an rêl ngaia. 
1SA.8.4	Khanchu Israelhai laia hruaitu murdi an irbûma, Rama khuaa Samuela kuang an fea; 
1SA.8.5	 a kuang, “En ta, ni hong tar ok tâka, ni nâipasalhai lakin ni omdân kha zui thei mahaia, khasikin nam dang murdihai anga kin chunga roi ni rêl pe hrangin rêng ni siam pe ro,” an tia.
1SA.8.6	Khannisianlân a kuang, “Roi ni rêl pe hrang rêng ni pe ro,” an iti thu khan Samuela chu lôm thei rak maka; khanchu 
1SA.8.7	 khan Samuela kuang, “Mipuihaiin ni kuanga an iti hi irngai ro; nangma nang an indit loi ni maka, an chunga rêng chang hrangin keima hi an ni indit loi a ni. 
1SA.8.8	Aigupta ram ata ki hruai suakhai nî ata atûn tena an thil tho dân murdi, hnung ni songsana pathian dang sinhai an itho ngai ang dênin, ni chunga an itho a ni hi, 
1SA.8.9	khasikin an thu kha irngai ro. Khannisian irningna thu ngartak pehaiin lân, an chunga rêng roirêltu chang hrang dân fel takin insîr pehai ro,” a tia.
1SA.8.10	Samuela khan 
1SA.8.11	“Nin chunga roirêltu hrang rêngin nangni a ilo hrang chu hiang hin ni a ti. Nin nâipasalhai kha sipaiin siamhai a ta; senkhat chu râlhai tâlia, senkhat chu sakor chung chuang mi, senkhat chu tâlihai matona intân hrangin hmang a ti. 
1SA.8.12	Senkhat chu sipai sângkhat hruaitu, sômringa hruaitua nangni phun a ta; senkhat chu ama loia irnêng pil tuk nin ta, a bu ât hrang le irdoina hmang hrang râltukfam siamtu hranghai, a tâlia hmangrua siam hrang leh khan nangni hmang a ti. 
1SA.8.13	Nin nâinupanghai kha ama hrangin mirimhoi siamtu, bu an suangtu le bai siamtuin hmanghai a ti. 
1SA.8.14	Ama’n nin loihai, nin grep irhuanhai, nin oliv bilhai, a sa u ualhai nangni lapai pe a ta, a mi lianhai pehai a ti. 
1SA.8.15	Nin bu le nin grep irhuana mi sôma inkhat nangni la pe a ta, a mi lianhai le hruaituhai pehai a ti. 
1SA.8.16	Nin suakhai le nin sâhai le nin sakuartunghai a sa u ual nangni la pe a ta, a sin thôna hrangin hmang a ti. 
1SA.8.17	Nin kêlbelra pâla mi sôma inkhat nangni la pe a ta, nangni zel kha a suak chang nin ti. 
1SA.8.18	Kha tena chu nin la inthang hrang rêng hrangin lan rung nin ta; khannisianlân, kha tika khan chu 
1SA.8.19	Nikhomsianlân, mipuihaiin Samuela thu kha pom nuam mahaia, “Ni ma, rêng kin inei ngêt hrang a ni; 
1SA.8.20	khan kêng nam danghai angin kin hong iom hrang; kin rêngin roi ni rêl pe a ta, kin râl doihai ni doipui a ta,” an tia. 
1SA.8.21	Samuela khan mipuihai thuhril kha ar ngaia, khanchu a fea, 
1SA.8.22	 khan Samuela kuang, “An thu kha pomin lân, rêng phun pehai ro,” a tia. Khanchu Samuela’n Israel mihai kuang khan, “Mi tin mâni kho sûnga fe nôk ving ta roi,” a tia.
1SA.9.1	Benjamina rama, Benjamina irchia mi inkhat, mi hrât mi huaisen inkhat hi a oma, ar hming chu Kisa a nia, kha mi kha Afia panama mi Bakoratha in sûngkuaa Zerora nâi Abiela nâipa a ni. 
1SA.9.2	Ama hin nâipasal a neia, ar hming chu Saula a nia, ruatharte hmêl sa le vânglai tak a nia, Israel mihai laia khan ama nêka hmêl sa dang zel om mahaia.
1SA.9.3	Saula pa Kisa sakuartung senkhat an irhmanga, khanchu Kisa khan a nâipa Saula kuang khan, “Thoiin lân, ni hnungzui laia mi inkhat hruaiin lân, sakuartunghai va zonghai ro,” a tia. 
1SA.9.4	Khanchu Efraima tâng ramhai kha a’rfanga, Salisa ram khom a’rfang saa, khannisian hmuhai maka; khanchu Saalim ram a’rfang nôka, kha hmun khom khan sakuartunghai kha om maka. Kha zoiin chu Benjamina mihai ram an irfang nôka, khannisianlân hmu ual mahai. 
1SA.9.5	Zufa ram an tungin chu Saula khan a hnungzuitu kuang khan, “Tho, in sûng tiang kîr nôk ta ei ti, khano’nchu ka pa’n sakuartunghai insâp ta loiin, eini kêng a ni insâp hrang tâk,” a tia.
1SA.9.6	A hnungzuitu khan, “Irngai ro, hi khuaa hin Pathian mi a oma, mi mahripom tak a ni, a insîr murdi chu a hong itung indik ngai a ni. Tho kha khan fe ei ta, sakuartunghai omna a nin hril thei duai khom a ni thei,” a tia.
1SA.9.7	Saula khan a zuitu kuang khan, “Fe ta ngân inlân, imo ei ichôi pe hrang? Ei phura ite bai lak nei ta mak mea, Pathian mi kha ite lômman chôi pe hrang lak nei mak mea, imo ei irhmu ta hrang o?” a tia.
1SA.9.8	A zuitu khan Saula kuang, “Tangka sum tômte chu ki la nei; hi hi pe ki ta, sakuartunghai ei hmu theina hrang lam a nin hril duai khom a ni thei,” a tia.
1SA.9.9+1SA.9.10+1SA.9.11	Khante Saula khan a zuitu kuang khan, “A sa khate, tho fe ei ti,” a tia. Khanchu Pathian mi omna khua panna lam tung an hong lui laia khan, dôngmate tui chôi hranga zuanghai leh an irtonga, an kuang, “Hi hin hmutheitu mo a om?” tiin an irdona. (Matona khan chu Israelhai laia, mi’n Pathian chongpui an nuama hin chu, “Tho hmutheitu kuang fe ei ti,” an ti ngaia.
1SA.9.12+1SA.9.13	Anni khan, “O, a om nin matona a lei fe chak a ni. Irhnot unglân la va phâk nin ti. Kho sûng nin hong lût le hmu zel nin ti, a vuan hin kho sûng a zuang itung a ni. A vuan hin tâng chunga maichâma mihaiin irbôlna an inhlan a ni. Kha irbôlna kha bor pêktu hrang a lei ni sikin a tung mâka chu mipuihaiin khalâi an irhîl thei loi hrang a ni. Bor a pêk zoi tena kêng an ikoihai khan an la ifâk thei ngai a ni, khasikin nin fe lata niin chu tâng chunga bu nêk hrang a fe mân hong hmu zel nin ti,” an tia. 
1SA.9.14	Khanchu Saula le a zuitu kha kho sûnga khan an fe tâka, khua an hong lûtin chu Samuela kha chubai mûkna hmun irsâng panin anni tianga hongin an hmua. 
1SA.9.15	Khan sûn khat mâna 
1SA.9.16	“Nangtûk hi zoro lai taka hin Benjamina nam ata mi inkhat ni kuang hong tîr hrang ki ni, ki mi Israelhai chunga hruaitu ni hrangin sahriak lei pol ro. Ama khan Filistia mihai kut ata ki mihai inzôk a ti. Ki mihai tuangna kha ki hmu tâka, an khêk irhâi ki kuang a hong itung tâk a ni,” a tia.
1SA.9.17	Khan, Samuela’n Saula a hmu’n chu, 
