MAT.1.1	Abraham le David a pasalnai Jisu Khrista hongkanthuina pa le puthui rabu ha hi ani.
LUK.9.31	Vanram tenna a hong ngain anmani jiang an manjet, Jisu ning thinata hale Jerusalem ma Puma lungdo a man tung rang ani. 
LUK.9.32	Han Pitar le a kan ruaipui ngai han imu anvuangjui, hale an hong har karra Jisu a lian na ha an lui mu, ti ko mi anni ning an ngirra Puma ha an lui ngak. 
LUK.9.33	Mingai han Jisu ha an mak an che suale Pitar ning Jisu jiang a ti, “Puma keini hin kan om hi i duk asatmo ani jui? keini ning Tham inn an thum sin kan ti, Tham khat hi nang ranga, khat hi Mousi ranga, khatlam hi Elija ranga, Pitar in imo alui ti ha kan jet tor mak.”
LUK.9.34	Pitar ning hingahin a ri lai tak sum phai ning a khu de jui, Sumphai ning ahongkhude karra anmanin an lui chitjui. 
LUK.9.35	Sumphai karra rasa khat alui hong, “Hivahi ka nai kathangsaha ani, nang nin ama chong ha ngairu,” 
LUK.9.36	rasa a hong pha han Jisu a bing jak a alui om. Thiamruoingaiha an om chianjui, anmanin an jet an mungai ha tu khat jiang om risuakmau.
LUK.9.37	Hingahin ni khat suale Puma ning a thiamruoingai le tangbung tenna an phut anhongchum pha han mitam ning anmani ha andonjui. 
LUK.9.38	Han mitam karra mipa khat ning a hong khek, “Ajarko kanaihi amajak ke. 
LUK.9.39	Enru thavang satlui Seitan khat ning ama ha aluichurra, ama ha khang khek akhekjui, acherhuan suak na rang khan na a man pongjui, han naitepaha a suak jot mak chuchunga a saukjui. 
LUK.9.40	Kein na thiamruoingai jiang kari tak-ha anmanin luimansat tor ma u.”
LUK.9.41	Han Jisu ning anmani jiang a sanga, “O, takngai lui, aniluitho mirualngai, i duk mo kein nang ni le kan om suamrang? Nanaiha hong tuangro.”
LUK.9.42	Nai tepaha a hong tuang karra Seitan ning ama ha anok simlei chunga a man kanlumjui, han Jisun alui ti, Seitan nang suak taro; hingahin naitepaha Jisu ning amandam ma apaijiang vei khat an pek khir jui. 
LUK.9.43	Mirakip ning Jisun a tho chuan ha an ngak ver jui.
LUK.9.43	Mingain an lung avet an ngak laitak han Jisun a thiamruoingai jiang a ti, 
LUK.9.44	“Nang nin chongngai hi nankuarra thunru, ajarko minai pasal hi mikut chunga pek rang anni jui.” 
LUK.9.45	Tak-ha Jisun a ri ngaiha anmanin lui jet ma u, anmanin an lung sunga anthupjui, hale Puma Jisu jiang hava arui dingkelrang om an chitjui.
LUK.9.46	Han thiamruoi karra tu ning mo a lian tak ichang rang tia chong ri siat an lui tho jui. 
LUK.9.47	Han Puman an lung sunga an kan kherha a mu han Puma ning naipangte khat ha ankolla a siak anmani jiang a ti. 
LUK.9.48	“Tu ang manin kei ka minga hiva naipangtehi alui don mi ha kei analuidon ani. Hale kei a na lui don anmaningai ha, kei a na hong tirpu ka pa an lui don ani, ajarko, nankara asin tak ama han nan karra a lian tak ni nati.”
LUK.9.49	Han Johon ning a hong sang, “Puma nang na minga bhut ngaihi anot chaitor keinin ama ha kan khap, ajarko ama hi keini karra kan chel mak.” 
LUK.9.50	Tak-ha Jisun ama jiang a ti, “Khapmaru, ajarko nang ni a na endalui ngaiha nang ni sapke.”
LUK.9.51	Hingahin Jisun vanram ma a kal narangpha a hong nai jarra, ama ning Jerusalem che ranga ama hi a hong kan heijui. 
LUK.9.52	Puman tirlonngaiha ma sat a aluimanche, Samarija khopuilian na ama hong ranga kan ningru tia atirjui. 
LUK.9.53	Han Jisun Jerusalem tiang che rang alui kan ning jarra anmanin asat a luimahok lai ma u. 
LUK.9.54	Han Puma tirlon Jakob le Johon in an mu karra Puma jiang anti, “Puma keini vanram tenna an phut Meilom kui kanta anmani ha manmang kan ti, najotmo?”
LUK.9.55	Puman anmani jiang a ti, “Nang nin ho anga thavangmo ani tihi jet mak che u, ajarko Mi Pasalnai han mithavang manmang a hong nimak, tak-ha sanrang tia a hong ani.” 
LUK.9.56	Hava suale anmani ning khopuidang khat a an che jui.
LUK.9.57	Hingahin anmanin kal anthonna an che pha han mi khat ning Jisu jiang a ti, “Kei ko na che na mun rakip a kinajui rang ke.”
LUK.9.58	Jisu ning anmani jiang a ti, “Ram ui ngai om ankhur a om, vangai om rabu an nei, tak-ha mi pasalnai ha ko alusiak na rang tenna a mun om mak.”
LUK.9.59	Hale a man a dang khat jiang ariret, “Kanuk na juiro,” tak-ha hava mipahan a sang “Puma kei inna ama sat ka pa ruak varebak ranga na jotpero.”
LUK.9.60	Han Jisu ning a ti ret “A thingahin a thi ngai ha anruak luikanre rase u, nang che in lang Pathian rengram chong ha vari manthangro.”
LUK.9.61	Hale a dang mi khat ning a ti ret, Puma na nuk najuikati, tak-ha inna chebak kata ka insung mingai hong mathan bakrong. 
LUK.9.62	Jisu ning a sang, tu ang khat ning langkuan a lek chunga a nuk a kan heia a en mi han Pathian rengram ha mu rang a rahui chang mak.
LUK.10.1	Hiva suale Jisu ning Tirlon somsari leini athanga, mi anni a man kan ruaia khopui rakip alui tir jui. 
LUK.10.2	Jisu ning anmani jiang a ti, chapar khomrang a tam, tak-ha akhom ranga miko an tom. Hiva jarra alui neipu jiang riru, chapar khom ranga mi a na hong tir pe na rang. 
LUK.10.3	Enru kein nang ni hi keisal karra belram anga kanatir ani. 
LUK.10.4	Nang nin peisa thunna sekhui puankok, Kekok i te khat choi maru, hale lamlaia mi chubeibuk maru. 
LUK.10.5	Nang nin Inn khat nan lut karra ama sat tiru, a hip ha hiva inna om rase. 
LUK.10.6	Han anmani jiang a hip ha a om aninko nang nin nan pek a hip ha an chunga i om rang ke. Anmanin anluimak aninko a hip ha nang ni jiang vakir nati. 
LUK.10.7	Hale hava inn han an na pepek chak nekru, ajarko chuan a sin ama han a pong lo imurang a suak, inn khat tenna an phut inn dang khat kan thon maru. 
LUK.10.8	Hale nang nin khopuilian na nan che karra, anmani ning nang ni ha an na luilut aningko, nanma don na an na dongpe rakip chakru. 
LUK.10.9	Hava hanna a om mingai ha mandam peru, hale anmani jiang riperu, “Pathian rengram hi a hong nai jui.” 
LUK.10.10	Han nang nin khopuilian khat nan che karra nang ni ha an na luidonmak aninko, hava lam lian lamlianna che unlang riru; 
LUK.10.11	Nan khopuia keini kankedirhan shakhi chang na ranga kan na nalpe ani. Tak-ha ngaidon taru Pathian rengram ha anai jui. 
LUK.10.12	keinin nang ni jiang kan na manjet ani. Pathian chong jen nikhuo hin hava khopui ha nek sodom lammin asadet rang ani.
LUK.10.13	Khorazin iduk khodengthei na ani nang ranga? Bethsaida nang ranga om iduk khodengthei na mo ini? Ajarko nang ni jiang a suak a ngakpa chuan hi Tair le Sidon hin alui suak aninko anmani ning hava laia ruipuan ankaia, hale vaiphin, vaivut kanphul nan ta an lung an lui thul rang ani. 
LUK.10.14	Tak-ha a torna chongjen chongtan nikhuo hin ko Tair le Sidon nek nangnilam atatdetrang ani. 
LUK.10.15	Hale Kapernam nang ko vanram tung khanamo na kan domjot? Nang ko mei khur sunga na deng lut rang ani. 
LUK.10.16	Nang ni chong a na ngai mingai ha, “Kei ka chong annangai anni, hale nang ni a na jot lui ngaiha kei a na jot lui anni, hale kei a na jot lui ngaiha kei a na hong tir Pathian ha an jot lui ani.”
LUK.10.17	Hale tirlon somsarileini ngaiha ningsat tak a an hong kan le a anti, “Puma” nang “Nang naminga bhut ngai ning om kan ri rakip ha annachit.”
LUK.10.18	Han Jisun anmani jiang alui ti, “Vanram tenna an phut kolkanlet anga seitannin ramuol la a hong chul kan mu. 
LUK.10.19	Enru nang nin rul rakip le aipui, braschik chunga nansir na ranga, hale a na enda rakip tor thei na ranga ranak ha kei ning nang ni jiang ka na pek ani jui, han nang ni hi i om pop lai noni che u. 
LUK.10.20	Ha aninnum adik lui thavang ning a na ruai tia na ning man sat maru, han nang ni ming ha vanram ma an anjiak jui tia nan ning man satru.”
LUK.10.21	Hava lai tak han Jisun Pathian jiang ningsat a lam ma, O, Ka pa vanram le ramuol pumma kein ka na manpak, ajarko nang in hiva ngai hi a ching a thei ngai jiang nathup nai pangngai jiang na manjet jui, ajarko hivahi nang na lungdo ke ani.
LUK.10.22	“Hiva chuan rakip hi ka pa ning kei jiang na na ngamnajui, a pa kan chel lui a a nai ha tu mo ani tihi tu ning om jet ma u, ajarko anaipaha tupa naimo tihi tu ning om jet noni u.”
LUK.10.23	Han Jisu ning thiamruoingai a en na a ti, “Nang ni ning nan mu nan mu rakip a mungai ha ravansat anni. 
LUK.10.24	Ajarko kein nang ni jiang ka na ti, ajarko Pathian chong luiri hale reng rakip ning, nang ni ning nan mungai ha anluimujot tak-ha lui mu tor ma u, hale nang nin nan jet rakip ha an luingai jot tak-ha luijettor ma u.”
LUK.10.25	Jisu hi dan en rang tia dan oja an khat a honga a ti, “Puma ije ka tho le kum sot ring na ki mu rang?”
LUK.10.26	Jisu ning a sang “Che na dan rabuhan a kan jiak ha nang in ija mo natel?”
LUK.10.27	Han ama ning a sanga, “Napathian na Puma ha na lung pumpuia lungsiatro, hale na inn ri na inn tang ha na tak tak na kan lungsiat anga lungsiatro.”
LUK.10.28	Jisu ning alui ti, “Nang in adik nanasangjui, hivahi thoro,” hale “Kum sot ring na mu nati.”
LUK.10.29	Han a man sat akanrolla Jisu jiang ading kelret, “Ka inn ri ka inn tangai ha ko tungai ha mo anni?”
LUK.10.30	Jisu ning a sangret, “Tu ang mi an khat ning Jerusalem tenna an phut Jerikho tung na rang alui hong lai han, miruk dakungai ning, a puan adiar, aruphai choirakip ansut, hale a tak om anvejek lamlaia anpaijui. 
LUK.10.31	Hava suale hava lam han thiampu an khat alui hong, a man hava ha a mu karra lam dang khattiang aloia a che jui, 
LUK.10.32	hale vei khat hava lamlen han biak inna chuan tho Levi alui hongret, amannom mipaha a mu karra a dang khat tiang aloia alui che jui. 
LUK.10.33	Hava suale ramchei che Samaritan mi an khat hava lam lian tiang han a honga a man mipaha a mu karra a lung asiatjui. 
LUK.10.34	A man a honga apomma apopnale anatna rakip thaiatei pe jui, hale Sakor chunga a man chuanga tuang jui, han mitungna inn khat a a hui a a man om jui. 
LUK.10.35	Nikhat suale a man a hong karra dinnar anni ruphai anni a pek. Hale a man inn neipu jiang a ti, ‘A ma chunga alutrakip kei ka hong kan le phale ka na ma le rang ke, asat a luienro.’ ”
LUK.10.36	Han Jisu ning a dingkel la, imo na ngaidon? “Hiva miring an thum karra tule tu ha mo khodengtheipa inn ri inn tang ani?”
LUK.10.37	Han chongjenpu dan oja han a sanga, “Ahuia a tho pe ama han ni nati.” Jisun ama jiang a ti, “Chero nang om hava anga hongthoro.”
LUK.10.38	Hingahin Jisu le thiamruoingai ha khopui khat a an hong karra Martha anti numei khat ning Jisu ha aluidonjui. 
LUK.10.39	Han anaipangnu Meri an ti nu khat alui om, a man ko Jisu kol la a om ma a chong ri rakip asat aluingai. 
LUK.10.40	Martha ning a chuan a tam reia a man Jisu jiang alui ti, “Puma kei ka thei jak kanaipang nu ning sep a inamanthohi takteluia mo niom? Kei hi aviar a na san na rang na ri pero.”
LUK.10.41	Tak-ha Jisun amanu jiang a sang, “Martha, Martha, nang ko na sin akandeng jarra na ning adong. 
LUK.10.42	Tak-ha tho mak jot lui chuan khat a om, Meri ko ama jiang tenna an phut lui khir i jot lui rang khat alui jui.”
LUK.11.1	Hingahin Jisu ning lam na a nei lai han hingahin alui suak, a man lam na a tor pha han, thiamruoi khat ning Puma jiang alui ri, Johon ning thiamruoingai jiang lam na alui manchu anga, keini om namanchuro.
LUK.11.2	Han Jisu ning a luisang, nang nin Pathian jiang nan lam karra hingahin tiru, “O a pa Pathian na ming a thiang ha nirase, na rengram ha hong tung rase, 
LUK.11.3	kein in kankhop na rang chak le nek ni khat ni khat ranga napekro, 
LUK.11.4	hale kan siatna rakip na ngaidamro, ajarko keininom kan lamal atual ngaiha kanngaidam hale keini hi mathemna tiang hin na man lutmaro”.
LUK.11.5	Hingahin Jisun anmani jiang a ti, nang ni nan karra tu ang khat in ansap khat jiang janchimrip a chea, “sap tal anthumjak napekdiro, 
LUK.11.6	ajarko kei ka sap khual mi khat a hong tung jui, han kein ama manchak ranga i te khat nei lai making a ti karra, 
LUK.11.7	a sunga a om pa han, kei na man pong maro, a tun kot inn khar kakaljui, hale ka nai ngaile kanjalla kan om jui, a tun thuibak nang ite khat na pek tor noning tia hong sang nati mo?” 
LUK.11.8	Kein nang ni jiang a thianga ka na ri ani, ama ha asappa ani chunga thuibak pekjotmak, tak-ha nalamrei inko, ama ning thuinata aneisalep a na pek rang ke a ti pe.
LUK.11.9	Hiva jarra nang ni jiang a thianga ka na ri ani, lamru, nang ni jiang napak nati, tokru, nang ni mu nanti, Innkharha veru, nang ni jiang na long pe nati, 
LUK.11.10	ajarko a lam mirakip in an mu, atokngain an jet, hale inn khar ave rakip jiang a long pe. 
LUK.11.11	Nang ni karra tu angpa ankhat jiang a nai ning tal a lam karra, lungtum mo apekrang? Animakle nga a lam karra, rul mo ama jiang nga rahut a pekrang? 
LUK.11.12	Animakle artui a lam karra, atur om rulhamo ama jiang ipek rang? 
LUK.11.13	Hiva jarra nang nin a satlui ha nan lui ninnom nan naingai jiang phursat a pek nan thei aninko, chunga a om nan pa Pathian ning a khel la a lam mingai jiang thavang thiang le kan ruai a ipekrang ani.
LUK.11.14	Hingahin Seitanning amanvet chong ri thei lui mi ankhat alui om, han Jisun seitan anotsuak suale mipa ha a satjui, chong a hong ri karra mitam ning pum ngak an ngak jui. 
LUK.11.15	Tak-ha mi aviar ning anti, hivahi khonamke, Seitan ngai rengpa Belzabul ning khonam anot suakke anti.
LUK.11.16	Mi aviar ningko Jisu hi dan an enjot jarra an lui ti, vanram tenna an phut jet na tetan naha na man muro, anti. 
LUK.11.17	Han Jisun an ngaidon ngaiha a jet a a ti, rengram rakip an kansen karra rengram ha majiang hongtanati, mangnati, hale inn sung khat le inn sung khat ankansen aninko anmani ha mang nanti. 
LUK.11.18	Seitan ning om a tak sunga a kan jot mak aninko ijarra mo arengram vai ahomrang? Ajarko kein Seitan kanot suakhi Belzabul ranak ani nanti. 
LUK.11.19	han kei ning om Belzabul ranak Seitan kanot suak aninko, nan naingai chunga Seitan ha turanak amo anotsuak? 
LUK.11.20	Tak-ha kein Khonam kanotsuakhi Pathian kutsin na aluininko, Pathian rengram hi nang ni jiang a hong jui.
LUK.11.21	Anat mi khat in, ralpuanle ral ratuk athoa anei aphur ngaiha arung karra, ama aphur ngaiha mang noning. 
LUK.11.22	Tak-ha ama nek a arat khat a hong karra ama jiang a om phurpai puan a renga sutnata hale phurngai ha a sem rang ani.
LUK.11.23	Kei le akanruailui ama ha kei a na enda ani, hale kei le a na ompuilui ama ha a na tande mi ani.
LUK.11.24	Thavang satlui han mi tenna an phut a hong suak suale lut na rang mun a tok a achehan a man i om a mulailui pha han a ti, kei ning ka hong suak na mun han kir ret takati a ti, 
LUK.11.25	han a man a hong kir karra a kan phiatpet a kan sin hei a a om ha alui mu. 
LUK.11.26	Hiva jarra ama ning ama nek a asatluidet thavang satlui sari a hong tuanga an lui om jui, hatenna ko alui nat jui.
LUK.11.27	Hingahin Puman chong a ri lai tak han mitam karra numei an khat ning Puma jiang a ti, Puma nang in na hong kanjirna von naikok ha rasisatke, hale nang in na lui in ranuha ravan satke ani.
LUK.11.28	Tak-ha Puma ning a sanga, hingahin an in nom Pathian chong a jet a a jui mingai ha ravansat anni.
LUK.11.29	Hingahin Jisu ha mitamin an lui hirra anti, a ngak pa chuan Jetna na man muro, han Jisun a sang, a tunna khang mirual ngaihi asat om mak che u. Jona jianga jet na ni lui a tu ning om jetna adang napek lai noni u. 
LUK.11.30	Ajarko Jona ning Neneveh mingai jiang jetna a chang anga, Mi Pasalnai ning om hiva khang rual hin jetna tetan na ha ani rang ke. 
LUK.11.31	Taitak tianga rengnu ning chongjen nikhuo han hiva khangrualla pasalngai le kan ruai nan ta anmani ha adik lui anni alatiperang ani, ajarko a man kolmong tenna an phut Solomon chingna ha jetkati tia a hong ani, hale enru a tun Solomon nek a lian mipa ha a om jui. 
LUK.11.32	A torna chong jen nikhuo han Niveveh mingai thui nan ta, nang ni dik mak che u an na latirang ani, ajarko anmanin Jona chong ri an jet karra an lung anluithul, han kein na ti rong a tun Jona nek a aliandet ha a om jui.
LUK.11.33	Tu khat ning om thaimei meiser ansit karra mimului na rang, animakle luk khudemau, tak-ha a hong lut mi ning an mu na rang tia thai mei siakna chunga ansit ani. 
LUK.11.34	Nang ni na taksa meivarko na mit ha ani. Namit chena mun adiklejak na taksa pumpui ha imanvar ani, tak-ha namit chena ha adik mak inko na taksa pumpui ha amanjing ani. 
LUK.11.35	Hiva jarra nang jiang a om a var ha ajingmo enru. 
LUK.11.36	Han na tak a renga a jing na mun na man om luia asat a namanvar inko, thaimeining ivar anga nang om pum varra navarrang ani.
LUK.11.37	Hinga hin Jisun chong a ri sualehan, Pharisi an khat ning Puma ha bu nek ranga alui kui, han Jisu ning a chea alui ong jui. 
LUK.11.38	Jisu ning bu nek madonna a kut arasukha Pharisi pa ning a mu karra alui ngak jui. 
LUK.11.39	Han Jisun Pharisipa jiang alui ti, a tun nang ni Pharisi ngai ning kheng le kual ngaihi ma pal tiang jak nan not, hale nan lung sungako a satlui leisei ning a sip. 
LUK.11.40	Mipangai; mapal tiang asin Pathian han asung tiang om a sin mo nimak? 
LUK.11.41	Hingahin a sunga a om phur ha kan pekru, hale enru phur rakip nang ni ranga athiangpet. 
LUK.11.42	Nang ni Pharisingai ranga pong khodengthei na a om; ajarko nang nin anle na ko semsomma nanpekbak a; Pathian chong thiang adik ha ko nanmasuajui, hiva ngai hi nan tho rang a suak, hale a dangai ham ma sua maru.
LUK.11.43	Nang ni Pharisingai ranga ning dong a om ajarko inn thiang mun hin nang nin a lian na om rang nantok, hale mingain nang ni jiang chubei man kan bukranghi nan dei. 
LUK.11.44	Nang ni ranga ning dong a om! Nang ni ko mu lui than anga nan ni, ajarko mingain than chunga an lui che jet chil lui a.
LUK.11.45	Dan oja khat ning Jisu jiang aluiti, Puma nang in nari chong han keini jiang mai chuapna kan nei jui.
LUK.11.46	Jisu ning a sanga, dan oja jiang nang ni chongjenthei ngai rang om ning dong a om! Ajarko nang nin phur rik hi mingai nan man choi, tak-ha nang ninko phur rik ha nan kut chalningom mansitjot ma che u. 
LUK.11.47	Nang ni ranga ning dong a om; ajarko nang nin Pathian chong aringai ranga thamun nansin, hale nang ni nan pa nampu ngain anmani ha an lui that. 
LUK.11.48	Hingahin nang nin kan mu kan jet nanluiti, hale nang ni ning a jot om nanti, ajarko anmani le anmani ankanthat hale nang nin anmani thanmun nansinpe ani.
LUK.11.49	Hiva jarra han Pathian jetna chingna han nom a ti, Kein anmani jiang kei ka chong lui ringai hale katirlonngai kimanche rang ke, anmani ning an that rang ke, hale a dangngai ha an man pong rang ke, 
LUK.11.50	ramuol a phut na tenna a thei a rangai an lui that thi sen ha Abel tenna an phut, 
LUK.11.51	Zakharia tunga Pathian chong thiang lui ringai chunga thina alui hongsuakhi nang ni khang rualngai chunga ichul rang ke, han kein nang ni jiang kari ani, hiva miruol chunga kinasing rang ke.
LUK.11.52	Thiampulian chongjenthei ngai chunga ning dong a tam a om; ajarko nang nin ching na var na chabi soha nan lui suak jui, nang ni nan tak ning om lut mak che u, hale lut rang a ti ngai ham man lut ma che u.
LUK.11.53	Jisu ning hava mun tenna achesua pharisingai le dan oja, chongjenthei ngai ning Jisu ha an lui risiatjui, hale ama jiang chong adadang anding keljui. 
