MAT.1.1	Yisa Masia yejamm piinue na: u din tee David yaaboonne, ki David mun din tee Abraham yaaboonn.
MAT.16.12	Ŋanne ki u poorpoweiteeb ji bann nan li ki tee datinmɔŋ po kaa ki u piak a bii guu bi mɔŋi; ŋaan Farisiinba nan Sajusiinba wannu na paake.
MAT.16.13	Ki Yisa tan baar Siisarea Filipi tiŋ ni yoonba, ki u boi u poorpoweiteeb a “Niib yaa a min nisaarik Bik tee ŋmee?”
MAT.16.14	Ŋanne ki bi jiin a “Siab yaa a a tee Jɔɔnn wunba daan wuur niib Yennu nyunwuru nae, ki siab yaa a a tee Elaijae, ki siab yaa a a tee Jeremayae amii Yennu sɔkiniisɔɔ nba din be yaayoo niewa na.”
MAT.16.15	Ki u ji boib a “Ki yimm muni, i yaa a n tee ŋmee?”
MAT.16.16	Ŋanne ki Simon Piita jiin yetɔ a “Fine tee manfodaanɔ Yennu Bija Masia, wunba ki u gannɔ na.”
MAT.16.17	Ki Yisa betɔ a “Fin Simon, wunba tee Jona bija na, parpeenn be a paak, kimaan nisaarik kaa fiit barii na wannani, ŋaan n Baa Yennu wunba be sanpaapo nee fiit ki wanna. 
MAT.16.18	Fin Piita, min ŋanin beerae, a tee tanne; ki tanpiiuk na paake ki n sa jii n niib ki senn; ki kuun kan mi fit nyannibi. 
MAT.16.19	N sa tura Yennu naan tammɔb gann peenii; li paak, linba ki a tan lor ki yaa a li kɔɔ tingbouŋ na ni, ŋanne mun bia poŋ kɔɔ Yendɔuŋ ni; ki linba ki a bia yaa a li ki kɔɔ, ŋanne mun bia poŋ ki kɔɔ Yendɔuŋ ni.”
MAT.16.20	Ŋanne ki Yisa kpaan u poorpoweiteeb na a bii mi ki bin bet sɔɔ nan ŋɔɔe tee Yennu Niganntɔɔ Masia na.
MAT.16.21	La din nyii li yoo maŋ ki jii saa, ki Yisa piin ki beer u poorpoweiteeb a “See ki n fabir ki saan Jerusalem, ŋaan ti tiŋ ni saakab, nan Yennu jiantu yudamm, nan sennu wannteeb sa dinin fara bonchiann, ki bia tan sa kpima; ŋaan daa ŋanntaa daar ki Yennu sa fiinin kuun ni.”
MAT.16.22	Ki Piita yiinɔ kpiŋ po ki tan kpaanɔ a “N Yomdaanɔ, Yennu-n bɔr bonbiir na ki li daa baat a paaki.”
MAT.16.23	Ŋanne ki Yisa jiant bet Piita a “Sintaanii na, seetir nna na. A tee tangbiatkare n sɔnu ni, kimaan a ki dukii linba tee Yennu yar po, ŋaan dukii linba tee nisaarii yar po,” 
MAT.16.24	ŋaan bet u poorpoweiteeb a “Wunba-i loon wun wein, see ki u likin u saaŋmaŋ ki jii u kuun dapunpunn kii waan, 
MAT.16.25	kimaan wunba ki saak wun jii u manfoor ki turin, ŋɔɔe tan sa kɔŋŋir, ŋaan wunba likin u saaŋmaŋ n paak, ŋɔɔe tan sa la u manfoor nan barmɔnii. 
MAT.16.26	Li-i tee ki nirɔ yen tingbouŋ na mɔkint kura, ŋaan tan kɔŋ u manfoor, nyɔlantpoe ki u sa la? Sɔɔ kan fit jii siar ki daa u manfoori. 
MAT.16.27	Kimaan min nisaarik Bik tan sa jen nan n Baa Yennu paŋ, nan n malakanba, ki li yoo maŋ n tan sa pa sɔɔ kur kaman nan u toona nba tee biaŋinba. 
MAT.16.28	Barmɔniie ki n beeri na, siab be nna, ki daa kan kpo see ki bi tan la min nisaarik Bik naan dinu baaru.”
MAT.17.1	Li poorpoe ki li tan teen daa ŋannloob, ki Yisa jii Piita, nan Jems nan u naa bik Jɔɔnn, ki doo namm jɔɔr nba fɔk bonchiann paak, bi kuukɔɔ. 
MAT.17.2	Li yoo na ki bi la ki u lebit; ki u numm po kpint nyirii kaman nan yennu na; ki u liant penn ki nyirik kaman nan yentu na. 
MAT.17.3	Ki bi la Moses nan Elaija lekit yomm, ki see piak nanɔ. 
MAT.17.4	Ŋanne ki Piita yetɔ a “N Yomdaanɔ, li ŋan nan ta be nna na. Li-i tee ki a bo sa saki, n bo sa faa lanbont ŋanntaae, ki yenn-ii tee a yar, ki leer-ii tee Moses yar, ki leer-ii munii tee Elaija yar.”
MAT.17.5	Ki Piita mɔb daa ki baa tiŋi, ki sanpagbanpeeuŋ sik bakin bi paak; ki bi gbat kunkɔsiar nyii sanpagbann na ni, ki yet a “N Bilonkakii na, wunba ki n numm gboou na, gbiintir u mɔb man.”
MAT.17.6	Ki Yisa poorpoweiteeb na nba gbat kunkɔr maŋ na, ki jaŋmaanii soorib, ki bi gbaan tiŋ ni. 
MAT.17.7	Ki Yisa baar ki tan yii yiib, ŋaan betib a “Fiit man. I daa tiin jaŋmaanii.” 
MAT.17.8	Ki bi gokit bi yura, ŋaan ji ki la sɔɔ bi boor, see Yisa kuukɔɔ.
MAT.17.9	Ba nyii jɔɔr na paak ki sik yoonba, ki Yisa kpaamm a “I daa beer sɔɔ linba ki i la na, ki saa tuu yoo nba ki min nisaarik Bik na tan sa fiir kuun ni.”
MAT.17.10	Ŋanne ki u poorpoweiteeb boiɔ a “Bee ki sennu wannteeb yaa a see ki Yennu sɔkinii Elaija baar Masia sinsinni?”
MAT.17.11	Ki u jiin betib a “Li set tee mɔniie nan see ki Elaija maŋ baar sinsinn ki tan ŋamm bonsiar kur ki sennir li sɔnu ni. 
MAT.17.12	Ŋaan mine beeri na, Elaija poŋ daan baar na, ŋaan bi daan ki bannɔ, ki diau gbaka gbaka nna, kaman nan ba loon biaŋinba. Nnee ki bi mun bia sa teen min nisaarik Bik na, ki dinnin fara.”
MAT.17.13	Ŋanne ki u poorpoweiteeb ji bann nan u piak Jɔɔnn wunba daan wuur niib Yennu nyunwuru na poe.
MAT.17.14	Ki Yisa nan u poorpoweiteeb banntaa maŋ tan baar niburchiauŋ na boor; ki jasɔɔ baar ki tan gbaan Yisa tɔɔnn ni, ŋaan yetɔ a 
MAT.17.15	“N Yomdaanɔ, tinin n bija na ninbaauk, kimaan u baa gbitgbiire; li daamɔ bonchiann ki u tuu tan baa muu ni, ki bia tuu tan baa nyun ni yoo kura. 
MAT.17.16	Ki n baar nanɔ a poorpoweiteeb boor ni, ki bi gbar u tebu.”
MAT.17.17	Ki Yisa jiin boib a “Yimm mɔtana niib nba mantik kaa yada, ki bia ki waa Yennu fanu, n sa yukir nani nlee? yoo nlee ki n sa di sukuru nani mantiki? Baat nan bik maŋ nna.” Ki bi baar nanɔ. 
MAT.17.18	Ki Yisa tian narinbiiuk na paak, ki u chiar nyii ŋaan nyik bik na, ki u paak ken ken li yoo na.
MAT.17.19	Li poorpo, ki Yisa poorpoweiteeb baar u boor, bi kuukɔɔ, ki tan boiɔ a “Bee ki timm ŋanin bo ki fit nyinn narinbiiuk maŋi?”
MAT.17.20	Ki u jiin betib a “I yada kaarin paak. Barmɔniie ki n beeri na, li-i tee ki i teen Yennu yada ki li yab kaman nan jinjirik binn na, i sa fit yet jɔɔr na a ‘Fiit ki saa baa nawa,’ ki li set sa fiire; i bo sa fit tun bonsiar kura. 
MAT.17.21	Ŋaan narinbiiuk na booru ŋanimi, i kan fit nyinn li booru na, see ki i lor mɔi ki mei Yennu.”
MAT.17.22	Tɔn, Yisa poorpoweiteeb nba tan lakin leeb Galilee tiŋ ni na, ki u betib a “Bi tan sa jii min nisaarik Bik ki kubinin niib nuu ni 
MAT.17.23	ki bin kpin, ŋaan daa ŋanntaa daar ki n bia sa fiir kuun ni.”
MAT.17.23	Ki li ji biir u poorpoweiteeb para ni bonchiann.
MAT.17.24	Ki Yisa nan u poorpoweiteeb nba tan baar Kapenaum yoonba, ki Yennu jiantu ŋasaakak likgaarteeb baar ki tan boi Simon Piita a “A wanntɔɔ ki pa likirii maŋi?”
MAT.17.25	Ki Piita jiin a “U pa,” ŋaan kɔɔ ŋaak ni. Li yoo na ki Yisa dɔŋ piin li barii ki boiɔ a “Simon, a dukii nlee? Lamme tuu pa lampo ki teen tingbouŋ na kpanbara, bi mɔŋ booru ni niib amii saammii?”
MAT.17.26	Ki u jiin a “Saamme.”
MAT.17.26	Ki Yisa yetɔ a “Tɔn, li-i tee nnaie, li want nan bi mɔŋ booru ni nuu kaa nni. 
MAT.17.27	Ŋaan ta ki loon ki tin biir bi para ni na paak, li paak, i saa mɔkgbeŋŋir na ni, ki saa lu janpeenu ki dat jaŋ nba ki a soorɔ sinsinn na ki donn; li-i tee ki a yaat u mɔb, a sa la likirii nba sa fit pa min nan fin paak; ki fan jii ki pab.”
MAT.18.1	Li yoo na ki u poorpoweiteeb baar u boor ni ki tan boiɔ a “Ŋmee tee saakɔɔ Yennu naan ni?”
MAT.18.2	Ki u yiin bik nna ki tan sennɔ bi sinsuuk ni, 
MAT.18.3	ŋaan betib a “Barmɔniie ki n beeri na, wunba ki lebit u binbeŋ ki li tee kaman nan bik binbeŋ na, u kan kɔɔ Yennu naan ni kaawa. 
MAT.18.4	Wunba sikint u mɔŋ ki u binbeŋ tee kaman nan bik na binbeŋ na, ŋɔɔe tan sii tee saakɔɔ Yennu naan ni. 
MAT.18.5	Wunba gaar bik na booru n sann paak, mine ki u gaarin.”
MAT.18.6	“Waas nba teenin yada na ŋanin, wunba te ki bi yenɔkɔɔ tun toonbiit, bi-i bo-i lann naar li daanɔ turu ni ki tutɔ nann ki lu-u mɔkgbeŋŋir ni gbaa ki wun di nyun, li bo sii sɔ ki turɔ. 
MAT.18.7	Bonbiir sii be tingbouŋ na teeb nba kpann bi leeb ki bi tuun toonbiit na paak. Jinjammii set sa baar, ŋaan li sii bi ki teen wunba te ki jinjammii baat niib paak.
MAT.18.8	“Li-i tee ki a nuu amii a taapauŋ te ki a yaa a tun toonbiit, fan potir ki lu. Li-i tee ki a mɔk nuu yennkɔɔ, amii taapan-yennkɔɔ, ki la manfoor nba kaa gbennu, li chee nan fii mɔk a nii kur nan a taa kur ŋaan Yennu-n tan kɔɔna muu nba kan mi kpeen na ni. 
MAT.18.9	A ninbinn-i te ki a yaa a tun toonbiit, fan kpakirɔ ki lu. Li-i tee ki a mɔk ninbin-yenn ki la manfoor maŋ, li chee nan fii mɔk ninbina ŋannlee ŋaan Yennu-n tan kɔɔna muu maŋ ni.
MAT.18.10	“I mi man ki sɔɔ-n sian waas maŋ ni yenɔkɔɔ; kimaan li tee barmɔniie, bi malakanba nba be sanpaapo na be Yennu tɔɔnn yoo kur. 
MAT.18.11	Tɔn, min nisaarik Bik baar a n tan tinn binba bote.
MAT.18.12	“Ŋaan li-i tee ki nirɔ mɔk pei kobik, ki yenɔkɔɔ tan boti, i dukii nan u sa teen nlee? See ki u nyik pei piinnyia nan bannyia na jɔɔr paak, ŋâan ki wun saan ki saa lon pebotikauk na. 
MAT.18.13	U lau yoo nba, barmɔniie ki n beeri na, u sii mɔk parpeenn nan mɔnii pebotikauk nba ki u lau na paak, ki gar pei piinnyia nan bannyia nba ki bot na paak. 
MAT.18.14	Nnee mun ki i Baa Yennu wunba be sanpaapo na ki loon ki waas na ni yenɔkɔɔ-n boti.
MAT.18.15	“A naa bik-i tun siar ki biira, fan saan u boor ni yoo nba ki u daa be u kuukɔɔ na, ki pak wannɔ u biit; ki li-i tee ki u bann u biiti, i bia ŋamm teen naa waase na. 
MAT.18.16	Ŋaan li-i tee ki u ki sak wun gbat turani, fan yiin niyenɔ amii niib bannlee ki pukin a paak ki yin saan u boor ni, a niib bannlee amii banntaa maŋ-n gbat barii maŋ ki teen a siara damm. 
MAT.18.17	Li-i tee ki u bia ki sak wun gbat ki turibi, fan pak ki wann Yennu niib kura; ki li-i tee ki u bia ki sak nan wun gbat ki tur Yennu niibi, yin ji ŋaan ki u tee kaman nan wunba ki tee Yenweirɔ na, amii lampogaartɔɔ na.
MAT.18.18	“Barmɔniie ki n beeri na, linba ki i tan lor ki yaa a li kɔɔ tingbouŋ na ni, ŋanne mun bia poŋ kɔɔ Yendɔuŋ ni; ki linba ki i bia yaa a li ki kɔɔ, ŋanne mun bia poŋ ki kɔɔ Yendɔuŋ ni.
MAT.18.19	“N bia beerie na, yimm ni bannlee-i taan mɔb tingbouŋ na ni ki mei n Baa Yennu wunba be sanpaapo na siar paak, u sa tun ya loon biaŋinba ki turiiwa. 
MAT.18.20	Kimaan siaminba ki niib bannlee amii banntaa taan lakin n sann ni, leŋe ki n mun bia be bi sinsuuk ni.”
MAT.18.21	Ŋanne ki Piita baar Yisa boor ni ki tan boiɔ a “N Yomdaanɔ, li-i tee ki n naa bik tumin biit, taar muŋŋae ki n nyik chabɔ? Taar munnlore-ee?”
MAT.18.22	Ki Yisa jiin a “Aaii, taar munnlore kuukɔɔ kaa, ŋaan taar piinnlore ki saa jaŋ taar munnlore. 
MAT.18.23	Li paak, Yennu naan tee kaman nan batsɔɔ nba din tan yiin u ŋaadaaba a wun kan bi pann likirii nee. 
MAT.18.24	Wa piin kannu yoonba ki bi kɔɔ nan jasɔɔ nna, ki u dia bat na pann pɔŋ tusa tusa bonchiann. 
MAT.18.25	Ki u kan fit la ki pa; ki bat na tur mɔb a bin kɔi ŋɔɔ nan u ŋaapoo nan u waas, nan wa mɔk linba kura, ki tan pa pann maŋ. 
MAT.18.26	Ŋanne ki jɔɔ maŋ gbaan bat na tɔɔnn ni nan baruŋ, ŋaan yeen a ‘Bat, n sa pa li kura; lek din sukuru.’ 
MAT.18.27	Ki ninbaauk soor bat na bonchiann, ki u chabɔ nan pann maŋ, a wuu saa.
MAT.18.28	“Jɔɔ maŋ nba ŋanin nyii yoonba ki u chet u daabilɔɔ, ki u mun dia u pann likirii waaminna; ki u soor u turu ni, ki faa birintɔ, ŋaan beerɔ a ‘Pan n pann na mɔtana.’ 
MAT.18.29	Ki u lɔɔ na mun gbaan u tɔɔnn ni nan baruŋ, ki yeen a ‘Din sukuru, ki n sa paawa.’ 
MAT.18.30	Ki jɔɔ na ŋanin ji ki sak u lɔɔ na baruŋ na, ŋaan te ki bi jiiu ki kɔɔnɔ dansarik, a see ki u tan pa pann na, wun nyinnɔ. 
MAT.18.31	Ki u daabileeb na nba la nna yoonba, ki li biir bi para ni bonchiann, ki bi ŋmat ki saa bet bat na linba kur tun maŋ. 
MAT.18.32	Ki bat na tun a bin yiin jɔɔ maŋ na; ŋaan piin u sukit a ‘Fin bonyoonn na, fa bo barimin na paak, ki n chaba fa dia n pann nba kura. 
MAT.18.33	Li mun bo ŋan nan fan chab a lɔɔ na ki tinɔ ninbaauk, kaman nan ma bo chab fin biaŋinba na.’ 
MAT.18.34	Ki bat na wutoor nba doo bonchiann biaŋinba na, ki u jii jɔɔ maŋ ki saan kɔɔnɔ dansarik a wuu be leŋ ki saa tuu daar nba ki u tan sa pa pann na kur.”
MAT.18.35	Barjouk na poorpo ki Yisa ji yet a “Li-i tee ki i ki nyikit chabit i leeb nan i para kuri, nnee ki n Baa Yennu wunba be sanpaapo na sa teen yimm mune.”
MAT.19.1	Yisa nba pak mɔbona na ki gbenn yoonba, ki u nyii Galilee ki saan Judea tiŋ nba be Jɔɔdann mɔk-pootir. 
MAT.19.2	Ki niburchiauŋ waa u poorpo, ki u te ki binba yiar na kura paak leŋ.
MAT.19.3	Ki Farisiinba siab baar u boor ni ki loon bin jammɔ, ki boiɔ a “Yennu sennu chabit nan jɔɔ-n yêt u ŋaapoo yannii?”
MAT.19.4	Ki u jiin a “I ki karin Yennu gbouŋ nba yet biaŋinba na-aa? a ‘Piinu niwa, Yennu din nan poo nan jɔɔe, 
MAT.19.5	ŋaan din yet a, Linba na paak ki jɔɔ nan u ŋaapoo tuu sa nyik bi damm, ŋaan kɔɔn leeb, ki bi niib bannlee-n taan teen gbananyenɔkɔɔ.’ 
MAT.19.6	Li paak, li-i tee nna, bi ji ki tee niib bannlee kaa, ŋaan bi tee niyenɔkɔɔe. Li paak, binba ki Yennu jii ki taan nan leeb, nisaarik-ii mi ki wun bɔkitib.”
MAT.19.7	Ki Farisiinba na boiɔ a “Bee ki Moses ŋanin din tur yaak u sennu na ni, nan jɔɔ sa fit tur u ŋaapoo pooyêtu gbouŋ ŋaan yêtɔɔ?”
MAT.19.8	Ki Yisa jiin betib a “I tubkangbatin paake te ki Moses din tur yaak a yii yêen i ŋaapoob, ŋaan piinu ni li din ki tee nna kaa. 
MAT.19.9	Barmɔniie ki n beeri, wunba yêt u ŋaapoo, ki li ki tee u tun bonchonchonn toonn kaa, ŋaan kɔɔn pooganɔ, u tun bonchonchonn toonna; ki wunba mun kɔɔn poo nba ki u sɔrɔ yêtɔ na, u mun tun bonchonchonn toonna.”
MAT.19.10	Ki Yisa poorpoweiteeb yetɔ a “Li-i tee nnaie jɔɔ nan u ŋaapoo sinsuuk ni, ŋann ŋanin jɔɔ-i kii kɔɔn poo, li sɔ.”
MAT.19.11	Ki u yetib a “Sɔɔ kur kan fit dia wannu maŋi; binba ki Yennu turib li yaak na, ŋamm kuukɔɔe sa fit diar. 
MAT.19.12	Kimaan bona bonchianne te ki jasiab ki kɔɔnt poobi; bi tuu mar siab, ki bi ki tee jabi; siab mun, niibe tuu teemm jatɔɔka; ki siab mun, Yennu naan paake tuu te bin yêt poo kɔɔnu; ŋaan wunba sa fit dia wannu maŋ, wun diar.”
MAT.19.13	Tɔn, ki nisiab tan baar nan bi waas Yisa boor ni, a wun yii u nii bi paak ki miar Yennu bi paak; ŋaan ki u poorpoweiteeb tian niib maŋ paak. 
MAT.19.14	Ki Yisa yet a “Ŋaant man ki waas maŋ-ii baat n boor ni na, ki daa tiammi, kimaan bi boorue yen Yennu naan,” 
MAT.19.15	ŋaan jii u nii ki yii yii bi paak, ŋaan ji seet saan.
MAT.19.16	Li yoo maŋ ki naasimɔ nna baar Yisa boor ni ki tan boiɔ a “Wanntɔɔ, toonŋanlannpoe ki n sa tummi, ki la manfoor nba kaa gbennu?”
MAT.19.17	Ki Yisa jiinɔ a “Bee ki a boin toonŋann po? Niyenɔ kuukɔɔe tee niŋanɔ; ŋaan li-i tee ki a loon manfoor nba kaa gbennu, fii dia Yennu sennu na.”
MAT.19.18	Ki naasimɔ na boi Yisa a “Sennlanupoe?”
MAT.19.18	Ki u betɔ a “Daa kpi nirɔ; daa tuun bonchonchonn toona; daa jaami; daa tee faak siara; 
MAT.19.19	i teen a baa nan a naa nibaakir; ŋaan kii loon a lɔɔ kaman nan fa loon a mɔŋ biaŋinba na.”
MAT.19.20	Ki naasimɔ na betɔ a “N poŋ wei sennu na kura. Lannpoe ki n bia sa tun pukin linba na paaki?”
MAT.19.21	Ki Yisa betɔ a “Li-i tee ki a loon ki a binbeŋ-ii tee fanu nan barmɔnii, fii saa ki saa kɔi fa mɔk linba ki jii li likirii maŋ ki tur talasdamm, ki a tan sa la mɔkint sanpaapo; li poorpo ki a jenna kii waan.”
MAT.19.22	Ki naasimɔ na nba gbat nna yoonba, ki u seet nan parbiir, kimaan u din mɔk mɔkint bonchiann.
MAT.19.23	Ŋanne ki Yisa ji yet u poorpoweiteeb a “Barmɔniie ki n beeri na, li sii paar bonchiann nan mɔkitɔɔ-n kɔɔ Yennu naan ni. 
MAT.19.24	N bia yaa n beti leere nan li paar nan mɔkitɔɔ-n kɔɔ Yennu naan ni kaman nan lagumii nba kan fit kɔɔ kparpeenu miar ni na.”
MAT.19.25	Ki u poorpoweiteeb nba gbat nna maŋ, ki li yaar ŋaan litib bonchiann, ki bi piin ki boi bi leeb a “Li-i tee nnaie, ŋmee ji sa fit ki la tinnu?”
MAT.19.26	Ŋanne ki Yisa gokit ki gotib ŋaan yet a “Linba na paar ki tur nisaarike, ŋaan siar ki paar Yennu boor ni.”
MAT.19.27	Li yoo na ki Piita yetɔ a “Gotir, timm ŋanin nyik ti bonsiar kura ŋaan waa-a. Ti nyɔɔt tan sii tee bee?”
MAT.19.28	Ŋanne ki Yisa jiin ki betib a “Barmɔniie ki n beeri na, yoo nba ki min nisaarik Bik na tan kar n naangbant paak nan paŋ bonchiann dunia paann na ni, yimm nba tee n poorpoweiteeb na mun tan sa kar naangbant piik nan ŋannlee paake, kii bu Israel teeb booru piik nan bannlee na buut. 
MAT.19.29	Ki wunba kur nyik u ŋaak, amii u yɔɔrib, amii u waarii, amii u baa, amii u naa, amii u waas, amii u kpaant, n sann paak, u tan sa la bona booru booru kobik, ki bia la manfoor nba kaa gbennu. 
MAT.19.30	Ŋaan niib bonchiann nba dɔŋ tɔɔnn mɔtana na, bi tan sa jir poora; ki bonchiann nba mun bia joont poor mɔtana na tan sa dɔŋ gar tɔɔnn na.”
MAT.20.1	“Kimaan Yennu naan tee kaman nan ŋaadaanɔ nba din nyii sanyapob ni ki loon niib a wun jiib ki bin ko u kpaab nee. 
MAT.20.2	Ki bi dii li daauk ki u sak a u sa pab li daar paauk a panyent daar; ŋanne ki bi din doo ki saa jak konu. 
MAT.20.3	La din tan baar kut munnyia yoonba, ki ŋaadaanɔ maŋ fiir saan daak ni, ki saa la siab ki bi see ki ki tuun siari. 
MAT.20.4	Ki u betib a ‘I do man n kpaab ni kii sai ko, ki n pai linba jaŋ.’ 
MAT.20.5	Ki bi din doo. La din tan baar kut piik nan munnlee yoonba, ki u bia ŋmat teen nna; ki kut munntaa yoo na, ki u bia ŋmat ki bia teen nna. 
MAT.20.6	La din tan baar kut muŋŋmu yoonba, ki u bia ŋmat saan ki saa la siab ki bi lakin see, ki u boib a ‘Bee ki i see nna yann damunn ki ki tuun siari?’ 
MAT.20.7	Ki bi jiin a ‘Sɔɔ ki jiit toonni.’ Ŋanne ki u betib a ‘I mun-ii do man n kpaab na ni kii sai ko.’
MAT.20.8	“La din tan bɔnt yoonba, ki ŋaadaanɔ na bet u ŋaatoontunna saakɔɔ a ‘I saa ki saa yiin kpaara maŋ na, ki tan pab. A yaa a pab yoonba, fan piin kii pa binba bo joont ki baar na, ki tan joont binba bo dɔŋ baar na panu.’ 
MAT.20.9	Ki u toontunna saakɔɔ maŋ piin ki pa binba bo joont ki baar na, panyent-yent. 
MAT.20.10	Li paak, la din tan baar binba bo baar sanyapob niwa paak na, ki bi dukii mi a bi yar sii yabe, ŋaan ki u pab panyent-yent mun biak. 
MAT.20.11	Ba din gaar bi likirii gbenn yoonba, ki bi piin ki burin sukii ŋaadaanɔ na, 
MAT.20.12	ki yeen a ‘Gotir, binba joont ki doo kut muŋŋmu na koo yoo waaminnae, ŋaan ki timm nba ŋanin la fara sanyiɔk niwa, ki yennu faat bonchiann na, ŋaan ki timm nan ŋamm tan lakin gaar payouŋ kuukɔɔ.’
MAT.20.13	“Ŋanne ki ŋaadaanɔ na yet bi yenɔ a ‘N yɔɔk, gbiintir, n ki ŋmabaani, kimaan ti bo dii daauko ki a sak panyent daar. 
MAT.20.14	Li paak, jiin a yar kii saa. Mine loon ki n pa fin nan binba bo joont baar maŋ yomm. 
MAT.20.15	N ki mɔk yaak a n jii n likirii ki tun ma loon biaŋinba-aa? amii a mɔk funfunn nan ma ki wuun na paakee?’ ”
MAT.20.16	Yisa nba din yin barjouk na ki gbenn na poorpoe, ki u ji betib a “Li paak, binba dɔŋ tɔɔnn tan sa jir poor, ki binba joont poor mun bia tan sa dɔŋ tɔɔnn.”
MAT.20.17	Yisa nba din tan doo Jerusalem na, ki u yiin u poorpoweiteeb piik nan bannlee na ki tan bɔr ki beerib a 
MAT.20.18	“Gotir man, ti doo Jerusaleme na; ki bi tan sa jii min nisaarik Bik ki teen Yennu jiantu yudamm nan sennu wannteeb nuu ni, ki bi sa bu n buut ki yet a n ŋan nan kuume. 
MAT.20.19	Bi tan sa jiin ki tur binba ki tee Juu teeb a bii fiakin, ki boon kpaasir, ki kpaa tabinin dapunpunn paak ki man kpo, ŋaan ki li daa ŋanntaa daar, n bia sa fiir kuun niwa.”
MAT.20.20	Li yoo na ki Sebedee ŋaapoo din jii u waas bannlee Jems nan Jɔɔnn ki baar namm Yisa boor ni, ki tan gbaan u tɔɔnn ni, ŋaan miarɔ sommir po. 
MAT.20.21	Ki Yisa boiɔ a “A loon bee?”
MAT.20.21	Ki u jiin a “Turin mɔsonn nan n waas na yenɔ-n tan kar a diitu po, ki lɔɔ na mun-n kar a gaŋ po, yoo nba ki a tan sa di a naan na.”
MAT.20.22	Ki Yisa jiin betib a “I ki mi ya mei linba po. I sa fit jii jikpiatir nba ki n yaa n jii nawa-aa?”
MAT.20.22	Ki bi jiin a “Ti sa fita.”
MAT.20.23	Ki Yisa betib a “Tɔn, i set sa jii n jikpiatir nawa; ŋaan n ki mɔk yaak nba sa gann wunba tan sa kar n diitu po amii n niigaŋ po, kimaan n Baa Yennu mɔŋ mɔŋe gann binba tan sa kar li kinkaanii paak.”
MAT.20.24	Yisa poorpoweiteleeb na nba din gbat nna maŋ yoonba ki bi wutoa doo bi bannlee maŋ paak. 
MAT.20.25	Ki Yisa din yiin bi kura ki lakimm u boor ni, ki tan betib a “I mɔŋ mi nan tingbouŋ na ŋaateeb yudamm dont bi mɔŋe; ki nijaana bia dia bi niib nan nunmɔnn nee; 
MAT.20.26	ŋaan yimm ŋanin, li daa tee nna kaa i sinsuuk ni. Li-i tee ki sɔɔ loon yudant i sinsuuk ni, li ŋan wun kpant tarik kii tuun kii teen i kura. 
MAT.20.27	Ki li-i bia tee ki sɔɔ loon wun tan gar sinsinni, wun kpant i daabir, 
MAT.20.28	kaman nan min nisaarik Bik nba tee biaŋinba na, kimaan n ki baar ma niib-n tun turin kaa, ŋaan n baar ma n tun ki tur niibe, ki bia kpo a n te ki niib bonchiann-n la tinnu.”
MAT.20.29	Tɔn, ba din tan nyi Jeriko yoonba ki niburchiauŋ waa Yisa poorpo. 
MAT.20.30	Ki jɔɔnii bannlee din kar sanjokpiŋ ki gbat a Yisa baat a wun tan gar leŋ. Ki bi piin ki yikin sanpaapowa a “Ti Yomdaanɔ nba tee David yaaboonn, tinimit ninbaauk!”
MAT.20.31	Ŋanne ki niburchiauŋ na din tian bi paak a bin ŋmin. Ŋaan ki bi ŋamm yikin sanpaapowa a “David yaaboonn, tinimit ninbaauk.”
MAT.20.32	Ki Yisa din set ŋaan yiimm ki tan boib a “I loon ki n tun bee ki turiini?”
MAT.20.33	Ki bi jiinɔ a “Ti Yomdaanɔ, ti loon ki a nyɔɔnt ti ninbina nee.”
MAT.20.34	Ki ninbaauk din soorɔ, ki u sii sii bi ninbina maŋ, ki li nyɔɔnt nyɔɔnt, ki bi ji din waau ki saa.
MAT.21.1	Ba din tan per Jerusalem ki baar Betfej doo nba biak kunkonn nba ki bi yir Olif Tiinii kunkonn na, ki Yisa tun u poorpoweiteeb na ni bannlee u tɔɔnn po, 
MAT.21.2	ŋaan betib a “I saa man digbanbik nba be i tɔɔnn po na ni. I sa saa la ki bi lor bonnaaŋ nan u bik; ki yin lotib ki baar namm n boor ni na. 
MAT.21.3	Li-i tee ki sɔɔ boi-i siarie, yin betɔ a i Yomdaanɔe loomm, ki u sa chabi ki yin baar namm.”
MAT.21.4	Linba na din tun ki teen nna a lin gbeen linba ki Yennu sɔkinii Aisaya din sɔkin na poe, a
MAT.21.5	“Yetir Sion doo teeb a
MAT.21.5	‘Gotir man, i bat nee baat i boor ni na.
MAT.21.5	U tee wunba sikint u mɔŋe
MAT.21.5	ki jak boŋ nba set tee bonbik na paak.’ ”
MAT.21.6	Ki Yisa poorpoweiteeb na set din saan ki saa tun nan wa betib biaŋinba na. 
MAT.21.7	Ki bi din baar nan bonnaaŋ na nan u bik, ki tan jii bi liata ki paan bi bɔɔna paak a Yisa-n jak. 
MAT.21.8	Ki niib na siab din lat bi tiat sanjouk paak, ki leeb mun chɔɔn tiinii yiinii nan tutuut ki lat sanjouk na paak. 
MAT.21.9	Ki niburchiauŋ nba din gar u tɔɔnn po nan binba din waa u poorpo ji din yikin ki yeen a “Hosana! I piak man David yaaboonn maŋ. Yennu mɔsonŋann-ii be wunba baat nan ti Yomdaanɔ sann ni na paak. Yii woot man hosana sanpaapo.”
