GEN.1.1	Sa pagsugod sa Dios pagbuhat sa kalibotan ug sa tanang butang sa kalangitan,
JDG.7.24	Nagpadala si Gideon ug mga tawo sa kabungtoran sa Efraim aron sultihan ang katawhan, “Lugsong kamo ngari ug tabang sa pagpakiggubat sa mga Midianhon. Bantayi ninyo ang Suba sa Jordan ug ang mga Sapa sa Betbara aron dili makatabok ang mga Midianhon.” Busa nagtigom ang katawhan sa Efraim ug gibantayan nila ang Suba sa Jordan ug ang mga Sapa sa Betbara. 
JDG.7.25	Nadakpan nila ang duha ka pangulong Midianhon nga si Oreb ug si Zeb. Si Oreb gipatay nila didto sa Bato sa Oreb ug si Zeb gipatay nila didto sa Pug-anan sa Bino ni Zeb. Gigukod nila ang mga Midianhon ug gidala ang mga ulo ni Oreb ug ni Zeb ngadto kang Gideon nga didto sa silangang dapit sa Jordan.
JDG.8.1	Ang katawhan sa Efraim miingon kang Gideon, “Nganong wala man kami nimo tawga aron sa pagpakiggubat sa mga Midianhon? Nganong gibuhat mo man kini kanamo?” Labihan gayod nilang bagulbol tungod niini.
JDG.8.2	Apan giingnan sila ni Gideon, “Ang gibuhat ko gamay ra kon itandi sa inyong nahimo. Ang diyutay nga nahimo ninyo labaw pa kay sa tanan nga nahimo sa akong banay. 
JDG.8.3	Gitugyan
JDG.8.4	Unya si Gideon ug ang iyang 300 ka sakop miabot sa Suba sa Jordan ug mitabok niini. Gikapoy na sila ug gigukod pa gihapon nila ang mga kaaway. 
JDG.8.5	Gihangyo niya ang mga tawo sa lungsod sa Sucot, “Hatagi intawon ug pagkaon ang akong mga tawo. Gikapoy na kami ug gigukod pa namo si Zeba ug si Zalmuna nga mga haring Midianhon.”
JDG.8.6	Apan miingon ang mga pangulo sa Sucot, “Nganong pakan-on man namo ang imong kasundalohan? Wala pa gani ninyo madakpi si Zeba ug si Zalmuna.”
JDG.8.7	Busa miingon si Gideon, “Kon mao kana, kon itugyan na sa 
JDG.8.8	Mipadayon si Gideon sa Penuel ug gihangyo gihapon niya ang katawhan didto nga pakan-on ang mga sakop niya apan ang tubag sa mga taga-Penuel sama ra sa gitubag sa mga taga-Sucot. 
JDG.8.9	Busa giingnan sila ni Gideon, “Mobalik ako nga walay daotang mahitabo kanako ug gub-on ko kining maong tore.”
JDG.8.10	Si Zeba ug si Zalmuna didto sa Karkor uban sa ilang kasundalohan. Sa kasundalohan sa katawhan sa kamingawan, mga 15,000 ang nahibilin ug 120,000 ang napatay. 
JDG.8.11	Mipadayon si Gideon subay sa daplin sa kamingawan, silangan sa Noba ug Jogbeha ug gipakalitan nila pag-ataki ang mga kaaway. 
JDG.8.12	Ang duha ka haring Midianhon nga si Zeba ug si Zalmuna nanagan apan gigukod sila ni Gideon ug gidakop. Nangalisang ang tibuok kaaway nga kasundalohan.
JDG.8.13	Gikan sa panggubatan si Gideon nga anak ni Joas mibalik subay sa Agianan sa Hares. 
JDG.8.14	Nakadakop siyag usa ka batan-ong lalaki gikan sa Sucot ug gisukitsukit niya. Gilista sa batan-on alang kang Gideon ang mga ngalan sa 77 ka pangulo ug kadagkoan sa Sucot. 
JDG.8.15	Unya miadto si Gideon sa mga tawo sa Sucot ug miingon, “Nahinumdom ba kamo sa inyong pag-insulto kanako? Matod ninyo dili kamo mopakaon sa akong gikapoy nga kasundalohan tungod kay wala pa namo madakpi si Zeba ug si Zalmuna. Karon ania na sila!” 
JDG.8.16	Mikuha siyag mga sampinit gikan sa kamingawan ug pinaagi niini gikastigo niya ang mga pangulo sa Sucot. 
JDG.8.17	Gilumpag niya ang tore sa Penuel ug gipatay ang mga lalaki nga nagpuyo sa maong siyudad.
JDG.8.18	Unya gipangutana niya si Zeba ug si Zalmuna, “Unsay hitsura sa mga tawo nga inyong gipatay didto sa Tabor?”
JDG.8.18	Nanubag sila, “Sama kanimo. Ang matag usa kanila samag hitsura sa anak ug hari.”
JDG.8.19	Si Gideon miingon, “Ako silang mga igsoon, mga anak gayod sa akong inahan. Nanumpa ako nga kon wala pa sila ninyo patya dili ko unta usab kamo patyon.” 
JDG.8.20	Giingnan niya si Jeter, ang kamagulangan niyang anak, “Patya sila.” Apan ang bata wala molanit sa iyang espada. Nahadlok siya kay batan-on pa man siya kaayo.
JDG.8.21	Apan miingon si Zeba ug si Zalmuna kang Gideon, “Ikaw maoy angay mopatay kanamo kay kining buhata dili mahimo sa bata.” Busa gipatay ni Gideon si Zeba ug si Zalmuna ug gikuha niya ang mga dayandayan nga diha sa liog sa ilang mga kamelyo.
JDG.8.22	Ug miingon ang katawhan sa Israel kang Gideon, “Ikaw na ang among pangulo—ikaw ug ang imong anak ug ang imo unyang mga kaliwat kay giluwas mo man kami sa mga Midianhon!”
JDG.8.23	Si Gideon mitubag, “Dili ako o ang akong anak ang mangulo kaninyo. Ang 
JDG.8.24	Apan midugang siya pag-ingon, “Aduna akoy ihangyo kaninyo. Ihatag kanako ang mga ariyos nga nailog ninyo.” (Ang mga Midianhon gud ug ang ubang mga tawo sa kamingawan may mga ariyos man nga bulawan.)
JDG.8.25	Nanubag sila, “Malipay kami sa paghatag kanimo niini.” Gibukhad nila ang usa ka panapton ug niini gibutang nila ang mga ariyos nga ilang nailog. 
JDG.8.26	Ang bulawang mga ariyos nga gipangayo ni Gideon may gibug-aton nga 19 ka kilo. Walay labot niini ang mga dayandayan, mga kuwintas ug mga panaptong dagtom-pula nga gisul-ob sa mga haring Midianhon ug ang mga dayandayan sa liog sa ilang kamelyo. 
JDG.8.27	Naghimo si Gideon ug diosdios nga bulawan ug gibutang kini sa iyang siyudad sa Ofra. Ang tanang Israelita namiya sa Dios ug nangadto didto aron pagsimba sa diosdios. Nahimo kining lit-ag alang kang Gideon ug sa iyang panimalay.
JDG.8.28	Nabuntog sa mga Israelita ang Midian ug wala na gayod kini magsamoksamok kanila. Nagmalinawon ang Israel sulod sa 40 ka tuig samtang buhi pa si Gideon.
JDG.8.29	Si Gideon (o Jerubaal) mipauli sa kaugalingon niyang balay ug mipuyo didto. 
JDG.8.30	May 70 siya ka anak nga lalaki tungod kay daghan man siyag asawa. 
JDG.8.31	May puyopuyo usab siya didto sa Siquem nga nanganak ug lalaki nga ginganlag Abimelec. 
JDG.8.32	Unya namatay si Gideon nga anak ni Joas sa hingkod nga katigulangon ug didto siya ilubong sa lubnganan sa iyang amahan sa Ofra, ang siyudad sa banay ni Abieser.
JDG.8.33	Sa dihang patay na si Gideon, ang katawhan sa Israel wala na usab mag-alagad sa 
JDG.8.34	Wala na sila mag-alagad sa 
JDG.8.35	Ug wala sila magmapasalamaton sa panimalay ni Gideon sa tanang kaayohan nga nabuhat niya alang sa Israel.
JDG.9.1	Unya si Abimelec nga anak ni Gideon miadto sa Siquem diin nagpuyo ang tanang paryenti sa iyang inahan. 
JDG.9.2	Gisugo niya sila sa pagpangutana sa mga nagpuyo sa Siquem, “Unsa may gusto ninyo? Gusto ba kamong mandoan sa 70 ka anak ni Gideon o usa ba lang ka tawo ang maghari kaninyo? Hinumdomi nga ako inyo gayong kadugo.” 
JDG.9.3	Ang mga paryenti sa iyang inahan misulti sa mga nagpuyo sa Siquem mahitungod niini alang kaniya. Miuyon sila pagsunod kang Abimelec tungod kay paryenti ra man nila siya. 
JDG.9.4	Gihatagan nila siyag 70 ka salapi gikan sa templo ni Baal-berit
JDG.9.5	Giadto niya ang banay sa iyang amahan didto sa Ofra ug sa ibabaw sa usa ka bato gipatay niya ang iyang 70 ka igsoon. Apan si Jotam nga kamanghorang anak ni Gideon mitago busa wala niya mapatay. 
JDG.9.6	Unya ang tanang mga tawo sa Siquem ug sa Betmilo nagtigom ug nangadto sa sagradong tugas sa Siquem ug didto gihimo nilang hari si Abimelec.
JDG.9.7	Pagkadungog niini ni Jotam, miadto ug mitindog siya sa tumoy sa Bukid sa Gerisim ug misinggit kanila, “Pamati kamo kanako, mga lumolupyo sa Siquem, ug pamation unta kamo sa Dios! 
JDG.9.8	Kaniadto ang mga kahoy nangadto aron pagpilig hari alang kanila. Giingnan nila ang kahoyng olibo, ‘Harii kami.’ 
JDG.9.9	Ug mitubag ang olibo, ‘Talikdan ko ba ang akong lana nga gigamit sa pagpasidungog sa mga dios ug sa mga tawo aron lamang sa pagmando kaninyo?’ 
JDG.9.10	Unya ang mga kahoy miingon sa kahoyng igera, ‘Harii kami.’ 
JDG.9.11	Apan mitubag ang igera, ‘Talikdan ko ba ang matam-is kong bunga aron lamang sa pagmando kaninyo?’ 
JDG.9.12	Busa ang mga kahoy miingon sa ubas, ‘Dali ngari ug harii kami.’ 
JDG.9.13	Apan mitubag ang ubas, ‘Talikdan ko ba ang akong bino nga naglipay sa mga dios ug sa mga tawo aron lamang sa paghari kaninyo?’ 
JDG.9.14	Unya ang tanang kahoy miingon sa sampinit, ‘Dali ngari ug harii kami.’ 
JDG.9.15	Mitubag ang sampinit, ‘Kon buot gayod kamong magpahari kanako, ngari kamo ug pasilong sa akong landong. Kon dili kamo, mogula ang kalayo gikan sa sampinit aron pagsunog sa mga punoang sidro sa Lebanon.’”
JDG.9.16	Mipadayon si Jotam, “Karon, tinuoray ba gayod ang paghimo ninyo kang Abimelec nga hari? Husto ba ang pagtagad ninyo kang Gideon ug sa panimalay niya ug gibuhat ba ninyo ang angay kaniya? 
JDG.9.17	Hinumdomi nga ang akong amahan nakig-away alang kaninyo. Gitahan niya ang iyang kinabuhi aron pagluwas kaninyo gikan sa mga Midianhon. 
JDG.9.18	Apan karong adlawa, misukol kamo sa panimalay sa akong amahan. Gipatay ninyo ang 70 ka anak niya ibabaw sa usa ka bato ug gihimo ninyong hari sa Siquem si Abimelec nga iyang anak sa iyang ulipon nga babaye tungod lamang kay paryenti ninyo siya. 
JDG.9.19	Kon ang inyong gibuhat niining adlawa maoy pagpakita sa inyong pagkamatinud-anon ug pagkamaunongon ngadto kang Gideon ug sa panimalay niya, sigi, paglipay kamo uban kang Abimelec ug angay siyang maglipay uban kaninyo. 
JDG.9.20	Apan kon dili, mogula unta ang kalayo gikan kang Abimelec aron pagsunog sa mga nagpuyo sa Siquem ug sa Betmilo. Mogula unta ang kalayo gikan sa Siquem ug sa Betmilo aron pagsunog kang Abimelec.” 
JDG.9.21	Unya mikagiw si Jotam ug mipuyo sa Beer kay nahadlok man siya sa iyang igsoon nga si Abimelec.
JDG.9.22	Si Abimelec naghari sa Israel sulod sa tulo ka tuig. 
JDG.9.23	Unya gipaaway sa Dios si Abimelec ug ang katawhan sa Siquem ug mirebelde sila kang Abimelec. 
JDG.9.24	Nahitabo kini aron si Abimelec ug ang mga nagpuyo sa Siquem nga nagdasig kaniya pagpatay sa 70 ka anak ni Gideon kasilotan tungod sa ilang sala. 
JDG.9.25	Ang mga taga-Siquem nagbutang ug pipila ka tawo nga moatang kang Abimelec didto sa tumoy sa bungtod ug gitulis nila ang mga moagi sa maong dapit. Ug nasayran kini ni Abimelec.
JDG.9.26	Unya si Gaal nga anak ni Ebed miadto sa Siquem uban sa iyang mga igsoon ug ang mga tawo sa Siquem misalig kaniya. 
JDG.9.27	Nangadto sila sa kaumahan, nangutlog paras sa kaparasan nila, naghimog bino ug unya nagkombira. Nangadto sila sa templo sa ilang dios ug didto nangaon ug nanginom sila ug gibugalbugalan nila si Abimelec. 
JDG.9.28	Miingon si Gaal, “Kinsa man si Abimelec ug kinsa man kita nga taga-Siquem nga mag-alagad kaniya? Dili ba si Abimelec anak man ni Gideon? Ug dili ba si Zebul nga iyang luyoluyo nag-alagad man sa mga tawo ni Hamor nga maoy amahan sa Siquem? Karon, nganong mag-alagad man kita kaniya? 
JDG.9.29	Nangandoy ako nga maoy mangulo niining maong katawhan. Patyon ko si Abimelec! Ingnon ko siya,
JDG.9.30	Si Zebul nga pangulo sa siyudad nasuko pagkabati niya sa gisulti ni Gaal. 
JDG.9.31	Nagpadala siyag mga mensahero ngadto kang Abimelec sa Aruma
JDG.9.32	Karon, ikaw ug ang imong mga tawo kinahanglang manglakaw sa gabii ug manago sa kaumahan. 
JDG.9.33	Ugma iniggula ni Gaal ug sa iyang mga sakop aron sa pagpakig-away kaninyo, pakigbatok kaniya kutob sa inyong mahimo.”
JDG.9.34	Busa si Abimelec ug ang tanan niyang mga tawo nanglakaw sa pagkagabii. Nagbulagbulag sila sa upat ka pundok ug nanago sa gawas sa Siquem. 
JDG.9.35	Unya migula si Gaal ug mitindog sa ganghaan sa siyudad. Ug si Abimelec ug ang iyang mga sakop nanggula sa ilang gitagoan. 
JDG.9.36	Sa pagkakita ni Gaal kanila, miingon siya kang Zebul, “Tan-awa! Anaay mga tawo nga nanglugsong sa bukid!”
JDG.9.36	Si Zebul mitubag, “Mga anino lang kana sa bukid, dili mga tawo.”
JDG.9.37	Si Gaal miingon pag-usab, “Tan-awa! Aniay mga tawo nga nanglugsong sa agianan ug ang usa ka pundok nagpaingon dinhi gikan sa sagradong tugas sa mga tighimalad!”
JDG.9.38	Unya miingon si Zebul kaniya, “Hain na man ang imong gipanghambog? Miingon ka baya, ‘Nganong alagaran man nato si Abimelec?’ Mao kini ang mga tawo nga imong gibugalbugalan. Hala, gula na ug pakig-away kanila.” 
JDG.9.39	Gidala ni Gaal ang iyang mga sakop gawas sa Siquem ug nakiggubat sila kang Abimelec. 
JDG.9.40	Unya midagan si Gaal ug gigukod siya ni Abimelec. Daghan ang samaran, bisan didto sa ganghaan sa siyudad. 
JDG.9.41	Mibalik si Abimelec sa Aruma ug giabog ni Zebul si Gaal ug ang iyang mga igsoon aron dili na sila makapuyo sa Siquem.
JDG.9.42	Sa pagkasunod adlaw ang mga taga-Siquem nangadto sa kapatagan ug nasayran kini ni Abimelec. 
JDG.9.43	Gidala niya ang iyang mga sakop ug gibahin niya sila sa tulo ka pundok. Unya nanago sila sa kapatagan ug nag-atang. Sa pagkakita niya nga nanggula sa siyudad ang mga tawo, migula siya sa iyang gitagoan ug gipamatay niya sila. 
JDG.9.44	Si Abimelec ug ang iyang pundok midali pagdasdas ug gibantayan nila ang ganghaan sa siyudad. Ang duha ka pundok misulong sa katawhan nga didto sa kapatagan ug gipamatay silang tanan. 
JDG.9.45	Nakig-away si Abimelec sa mga nagpuyo sa siyudad sa tibuok adlaw. Nailog niya ang siyudad ug gipamatay niya ang mga tawo. Unya gilumpag niya ang siyudad ug gibuboag asin ang yuta.
JDG.9.46	Sa pagkadungog niini sa tanang pangulo sa Tore sa Siquem, nangadto sila sa tore sa templo ni Baal-berit. 
JDG.9.47	Gisuginlan si Abimelec nga sila atua didto magtigom. 
JDG.9.48	Busa mitungas siya sa Bukid sa Zalmon uban sa iyang mga sakop. Ug nagkuha siyag wasay, namutol siyag mga sanga sa kahoy, gibugkosan ug gipas-an niya kini. Gisugo niya ang iyang mga tawo ug gipabuhat niya sila sa iyang gibuhat. 
JDG.9.49	Busa ang tagsatagsa kanila namutol ug sanga sa kahoy. Unya gisunod nila ang gibuhat ni Abimelec ug gipundok nila kini sa tore ug gidaoban. Ug nangamatay ang tanang tawo nga didto sulod sa tore. May mga 1,000 ka lalaki ug babaye.
JDG.9.50	Unya miadto si Abimelec sa Tebes, gilibotan niya kini ug giilog. 
JDG.9.51	Didto may lig-ong tore ug ang tanang lalaki ug babaye sa siyudad lakip sa mga pangulo nanagan didto. Ila kining gikandadohan ug nangadto sila sa atop. 
JDG.9.52	Miadto si Abimelec ug giataki niya ang tore. Mipaduol siya sa pultahan niini aron sunogon ang tore 
JDG.9.53	apan
JDG.9.54	Unya midali siya pagtawag sa batan-ong lalaki nga maoy tigdala sa iyang hinagiban ug miingon, “Hansaki ako sa imong espada kay dili ko buot nga may moingon nga gipatay ako ug usa ka babaye.” Busa gidunggab siya sa batan-ong lalaki ug namatay. 
JDG.9.55	Sa pagkakita sa mga Israelita nga patay na si Abimelec namauli silang tanan.
JDG.9.56	Busa gisilotan sa Dios si Abimelec tungod sa sala niya batok sa iyang amahan kay gipatay man niya ang iyang 70 ka igsoon. 
JDG.9.57	Gipaantos usab sa Dios ang mga tawo sa Siquem tungod sa ilang pagkadaotan sumala sa giingon ni Jotam nga anak ni Gideon nga mahiagoman gayod nila sa dihang gitunglo niya sila.
JDG.10.1	Human mamatay si Abimelec, si Tola nga anak ni Pua ug apo ni Dodo maoy nangulo pagluwas sa Israel. Sakop siya sa banay ni Isacar ug nagpuyo sa Samir sa kabungtoran sa Efraim. 
JDG.10.2	Nahimo siyang maghuhukom sa Israel sulod sa 23 ka tuig. Unya namatay siya ug gilubong sa Samir.
JDG.10.3	Mipuli kang Tola si Jair nga taga-Gilead ug nahimo siyang maghuhukom sa Israel sulod sa 22 ka tuig. 
JDG.10.4	May 30 siya ka anak nga lalaki ug nagsakay sila sa 30 ka asno. May 30 usab ka siyudad sa Gilead nga ilang gipanag-iya nga ginganlag mga siyudad ni Jair. 
JDG.10.5	Namatay si Jair ug gilubong sa Camon.
JDG.10.6	Nagpakasala na usab batok sa 
JDG.10.7	Busa nasuko ang 
JDG.10.8	Niadtong tuiga gibuntog nila ang mga Israelita ug gidaugdaog. Sulod sa 18 ka tuig gidaugdaog nila ang mga Israelita nga nagpuyo sa silangang dapit sa Suba sa Jordan sa Gilead diin nagpuyo ang mga Amorihanon. 
JDG.10.9	Ang mga Amonihanon mitabok usab sa Jordan aron pagpakig-away sa mga banay ni Juda, ni Benjamin ug ni Efraim. Busa nagkalisodlisod ang Israel.
JDG.10.10	Unya ang mga Israelita mituaw sa 
JDG.10.11	Ang 
JDG.10.12	ang mga Sidonihanon, ang mga Amalekanhon ug ang mga Maonihanon nagdaugdaog kaninyo kaniadto ug mituaw kamo kanako. Dili ba giluwas ko man kamo gikan kanila? 
JDG.10.13	Apan inyo gihapon akong gisalikway ug misimba kamog laing mga dios busa dili ko na kamo luwason. 
JDG.10.14	Lakaw ug tuaw kamo ngadto sa mga dios nga inyong gisaligan. Sila maoy paluwasa kaninyo gikan sa kalisdanan.”
JDG.10.15	Apan ang katawhan sa Israel miingon sa 
JDG.10.16	Busa gisalikway nila ang mga dios sa laing nasod nga ilang gisimba ug ang 
JDG.10.17	Unya ang kasundalohang Amonihanon nagtigom ug nagkampo sa Gilead. Nagtigom usab ang mga Israelita ug nagkampo sa Mispa. 
JDG.10.18	Ang mga Israelita ug ang mga pangulo sa Gilead nagpangutan-anay, “Kinsa may mangulo kanato sa pagpakig-away batok sa mga Amonihanon? Ang mangulo kanato maoy mahimong pangulo sa tanan dinhi sa Gilead.”
JDG.11.1	Si Jefta nga taga-Gilead usa ka maisog nga sundalo. Ang iyang amahan mao si Gilead ug ang iyang inahan usa ka daotang babaye. 
JDG.11.2	Si Gilead may lain usab nga mga anak sa iyang asawa ug sa dagko na ang iyang mga anak, gihinginlan nila si Jefta ug giingnan, “Wala kay mapanunod sa atong amahan kay anak ka man sa laing babaye.” 
JDG.11.3	Mikagiw si Jefta gikan sa iyang mga igsoon ug mipuyo didto sa yuta sa Tob. Unya nadani niya ang mga tawong walay bili sa pagsunod kaniya.
JDG.11.4	Wala madugay ang mga Amonihanon nakiggubat sa Israel. 
JDG.11.5	Pagkahitabo niini ang mga pangulo sa Gilead nangadto aron pagkuha kang Jefta gikan sa yuta sa Tob. 
JDG.11.6	Giingnan nila siya, “Pauli sa ato aron ikaw maoy mangulo kanamo sa pagpakig-away batok sa mga Amonihanon.”
JDG.11.7	Apan mitubag si Jefta, “Gipakaingon kog nagdumot kamo kanako. Gihinginlan ninyo ako gikan sa balay sa akong amahan. Nganong nanganhi man kamo karon nga nagkalisodlisod na kamo?”
JDG.11.8	Sila miingon kang Jefta, “Midangop kami kanimo karon tungod kay gusto kami nga mokuyog ka kanamo sa pagpakig-away batok sa mga Amonihanon ug sa pagpangulo sa tanang katawhan sa Gilead.”
JDG.11.9	Si Jefta miingon kanila, “Kon dad-on ninyo ako sa ato aron sa pagpakig-away sa mga Amonihanon ug padag-on ako sa 
JDG.11.10	Ang mga pangulo nanubag, “Tumanon namo ang imong giingon. Ang 
JDG.11.11	Unya mikuyog si Jefta sa mga pangulo sa Gilead ug gihimo siya sa katawhan nga ilang pangulo ug tigmando. Gipahayag ni Jefta ang mga laraw niya didto sa Mispa sa atubangan sa 
JDG.11.12	Unya nagsugo si Jefta ug mga mensahero ngadto sa hari sa mga Amonihanon sa pag-ingon, “Nganong gikontrahan man kami ninyo? Nganong nanulong man kamo sa among nasod?”
JDG.11.13	Ang hari sa mga Amonihanon mitubag sa mga sinugo ni Jefta, “Tungod kay sa paggula sa mga Israelita sa Ehipto giilog nila ang among kayutaan gikan sa Suba sa Arnon ngadto sa Suba sa Jaboc ug sa Suba sa Jordan. Karon iuli kini sa malinawong paagi.”
JDG.11.14	Unya gipabalik ni Jefta ang mga sinugo niya ngadto sa hari sa mga Amonihanon 
JDG.11.15	uban sa tubag niya, “Ang mga Israelita wala mangilog ug yuta sa Moab o sa yuta sa Ammon. 
JDG.11.16	Sa pagbiya sa mga Israelita sa Ehipto, miadto sila sa kamingawan latas sa dagat nga ginganlag Dagat sa Acaba ug miabot sa Cades.
JDG.11.17	Unya
JDG.11.18	Unya
JDG.11.19	Unya
JDG.11.20	Apan wala sila paagia ni Sihon. Gidala hinuon niya ang tanan niyang kasundalohan, nagkampo sa Jahas ug giataki nila ang mga Israelita. 
JDG.11.21	Apan gitugyan sa 
JDG.11.22	Nailog nila ang tanang kayutaan gikan sa Arnon sa habagatan ngadto sa Jaboc sa amihanan ug gikan sa kamingawan sa silangan ngadto sa Jordan sa kasadpan. 
JDG.11.23	Busa ang 
JDG.11.24	Buot ba ninyo kining bawion? Mahimong hawiran ninyo ang bisan unsa nga gihatag kaninyo sa inyong dios nga si Camos.
JDG.11.25	Nagtuo
JDG.11.26	Gipanag-iya sa Israel sulod sa 300 ka tuig ang Hesbon ug Aroer ug ang mga lungsod libot niini ug ang tanang siyudad nga kasikbit sa Suba sa Arnon. Nganong karon pa man kamo makahunahuna sa pagbawi niini? 
JDG.11.27	Wala akoy sayop nga nabuhat kaninyo. Kamo hinuon ang nasayop sa inyong pagpakiggubat kanako. Ang 
JDG.11.28	Apan ang hari sa mga Amonihanon wala manumbaling sa mensahe ni Jefta.
JDG.11.29	Unya gigamhan si Jefta sa espiritu sa 
JDG.11.30	Si Jefta misaad sa 
JDG.11.31	ihalad ko ingon nga sakripisyo pinaagi sa pagsunog ang unang tawo nga mogula sa akong balay aron pagsugat kanako inig-uli ko gikan sa gubat.” 
JDG.11.32	Busa mitabok si Jefta sa suba aron pagpakiggubat sa mga Amonihanon ug gipadaog siya sa 
JDG.11.33	Misulong siya kanila gikan sa Aroer ngadto sa dapit libot sa Menit, 20 ka siyudad ang tanan, hangtod sa Abel-Keramim. Makalilisang ang pinatyanay ug gibuntog sa mga Israelita ang mga Amonihanon.
JDG.11.34	Sa pag-uli ni Jefta sa Mispa, gisugat siya sa iyang anak nga babaye nga nagsayaw ug nagtugtog sa tambor. Bugtong siyang anak ni Jefta. 
JDG.11.35	Sa
JDG.11.36	Ang anak miingon kaniya, “Kon nakasaad ka sa 
JDG.11.37	Apan mihangyo siya sa iyang amahan nga hatagan siyag duha ka bulan aron makasuroy
JDG.11.38	Gitugotan ni Jefta ang iyang anak ug gipalakaw sulod sa duha ka bulan. Siya ug ang iyang mga higala nangadto sa kabukiran ug nagsubo kay mamatay man siya nga ulay. 
JDG.11.39	Human sa duha ka bulan mipauli siya sa ila. Gibuhat ni Jefta ang gisaad niya sa 
JDG.11.39	Mao kini ang sinugdan sa nabatasan 
JDG.11.40	nga ang mga babayeng Israelita manglakaw sulod sa upat ka adlaw matag tuig aron pagbangotan alang sa anak nga babaye ni Jefta nga taga-Gilead.
JDG.12.1	Ang mga taga-Efraim nagtigom ug nanabok sa Suba sa Jordan ngadto sa Zafron ug giingnan nila si Jefta, “Nganong wala mo man kami pakuyoga sa inyong pagtabok aron sa pagpakig-away sa mga Amonihanon? Iapil ka namo pagsunog sa imong balay.”
