GEN.1.1	Yn y dechreuad creodd Duw y nefoedd a'r ddaear. 
DEU.12.17	Ni chei fwyta yn dy drefi dy ddegwm o ŷd, nac o win newydd nac o olew, na chyntafanedig dy wartheg a'th ddefaid, na dim sydd wedi ei addunedu gennyt, na'th offrymau gwirfodd, na'th gyfraniadau. 
DEU.12.18	Rhaid iti fwyta'r rheini gerbron yr 
DEU.12.19	Gwylia rhag esgeuluso'r Lefiaid tra byddi byw yn dy dir.
DEU.12.20	Pan fydd yr 
DEU.12.21	Os bydd y man y bydd yr 
DEU.12.22	Cei fwyta ohono fel petai'n gig gafrewig neu garw; caiff yr aflan a'r glân fel ei gilydd ei fwyta. 
DEU.12.23	Ond gofalwch beidio â bwyta'r gwaed, oherwydd y gwaed yw'r bywyd, ac nid wyt i fwyta'r bywyd gyda'r cig. 
DEU.12.24	Ni chei ei fwyta; yr wyt i'w dywallt fel dŵr ar y ddaear. 
DEU.12.25	Paid â'i fwyta, fel y byddo'n dda arnat ti a'th blant ar dy ôl, am iti wneud yr hyn sy'n iawn yng ngolwg yr 
DEU.12.26	Ond am y pethau sydd gennyt i'w cysegru, a'th addunedau, cymer hwy a dos i'r man y bydd yr 
DEU.12.27	ac abertha dy boethoffrymau, y cig a'r gwaed, ar allor yr 
DEU.12.28	Gofala wrando ar yr holl eiriau hyn yr wyf yn eu gorchymyn iti, fel y byddo'n dda arnat ti a'th blant ar dy ôl hyd byth, am iti wneud yr hyn sy'n dda ac yn iawn yng ngolwg yr 
DEU.12.29	Bydd yr 
DEU.12.30	gwylia rhag iti gael dy rwydo i'w canlyn, a holi am eu duwiau: “Sut yr oedd y cenhedloedd hyn yn addoli eu duwiau, er mwyn i minnau wneud yr un fath?” 
DEU.12.31	Nid yn ôl eu dull hwy y gwnei i'r 
DEU.12.32	 Gofala wneud popeth yr wyf fi yn ei orchymyn iti, heb ychwanegu ato na thynnu oddi wrtho.
DEU.13.1	Os cyfyd yn eich plith broffwyd neu un yn cael breuddwydion, a rhoi ichwi arwydd neu argoel, 
DEU.13.2	a hynny'n digwydd fel y dywedodd wrthych, ac yntau wedyn yn eich annog i fynd ac addoli duwiau estron nad ydych yn eu hadnabod, 
DEU.13.3	nid ydych i wrando ar eiriau'r proffwyd neu'r breuddwydiwr hwnnw, oherwydd eich profi chwi y mae'r 
DEU.13.4	Yr ydych i ddilyn yr 
DEU.13.5	Rhaid rhoi'r proffwyd neu'r breuddwydiwr hwnnw i farwolaeth am iddo geisio'ch troi oddi ar y llwybr y gorchmynnodd yr 
DEU.13.6	Os bydd dy frawd agosaf, neu dy fab, neu dy ferch, neu wraig dy fynwes, neu dy gyfaill mynwesol, yn ceisio dy ddenu'n llechwraidd a'th annog i fynd ac addoli duwiau estron nad wyt ti na'th hynafiaid wedi eu hadnabod, 
DEU.13.7	o blith duwiau'r cenhedloedd o'th amgylch, mewn un cwr o'r wlad neu'r llall, yn agos neu ymhell, 
DEU.13.8	paid â chydsynio ag ef, na gwrando arno. Paid â thosturio wrtho, na'i arbed, na'i gelu. 
DEU.13.9	Yn hytrach rhaid iti ei ladd; dy law di fydd y gyntaf i'w ddienyddio, a dwylo pawb o'r bobl wedyn. 
DEU.13.10	Llabyddia ef yn gelain â cherrig, oherwydd fe geisiodd dy droi oddi wrth yr 
DEU.13.11	yna bydd Israel gyfan yn clywed ac yn ofni, ac ni fyddant yn gwneud y fath ddrygioni â hwn yn eich plith byth eto.
DEU.13.12	Pan glywch am un o'r trefi, a gewch gan yr 
DEU.13.13	fod dihirod o'ch plith wedi codi a gyrru trigolion y ddinas ar gyfeiliorn trwy eu hannog i fynd ac addoli duwiau estron nad ydych wedi eu hadnabod, 
DEU.13.14	yna yr ydych i ymofyn a chwilio a holi'n fanwl; os yw'n wir ac yn sicr fod y peth ffiaidd hwn wedi ei wneud yn eich mysg, 
DEU.13.15	yr ydych i daro trigolion y dref honno â'r cleddyf. Difrodwch hi'n llwyr â'r cleddyf, gyda phopeth sydd ynddi, gan gynnwys y gwartheg. 
DEU.13.16	Casglwch y cwbl o'i hysbail i ganol maes y dref, a llosgwch y dref a'i hysbail â thân, yn aberth llwyr i'r 
DEU.13.17	Paid â dal dy afael mewn dim sydd i'w ddifrodi, er mwyn i'r 
DEU.13.18	os byddwch chwi'n gwrando ar lais yr 
DEU.14.1	Plant i'r 
DEU.14.2	Pobl sanctaidd i'r 
DEU.14.3	Nid ydych i fwyta dim ffiaidd. 
DEU.14.4	Dyma'r anifeiliaid y cewch eu bwyta: eidion, dafad, gafr, 
DEU.14.5	carw, ewig, iwrch, gafr wyllt, gafr hirgorn, gafrewig a hydd. 
DEU.14.6	Cewch fwyta pob anifail sy'n hollti'r ddau ewin ac yn eu fforchi i'r pen, a hefyd yn cnoi cil. 
DEU.14.7	Ond nid ydych i fwyta'r rhai sy'n cnoi cil yn unig neu'n hollti'r ewin fforchog yn unig, sef camel, ysgyfarnog, broch; am eu bod yn cnoi cil ond heb fforchi'r ewin y maent yn aflan ichwi. 
DEU.14.8	Y mae'r mochyn yn hollti'r ewin, heb gnoi cil; y mae'n aflan i chwi. Nid ydych i fwyta'u cig, na chyffwrdd â'u cyrff.
DEU.14.9	O'r holl greaduriaid sy'n byw mewn dŵr, dyma'r rhai y cewch eu bwyta: pob un ac iddo esgyll neu gen. 
DEU.14.10	Ond popeth sydd heb esgyll na chen, ni chewch ei fwyta; y mae'n aflan i chwi.
DEU.14.11	Cewch fwyta pob aderyn glân. 
DEU.14.12	A dyma'r rhai na chewch eu bwyta: yr eryr, y fwltur, eryr y môr, 
DEU.14.13	y boda, y barcud, unrhyw fath o gudyll, 
DEU.14.14	unrhyw fath o frân, 
DEU.14.15	yr estrys, y frân nos, yr wylan, unrhyw fath o hebog, 
DEU.14.16	y dylluan, y dylluan wen, y gigfran, 
DEU.14.17	y pelican, y fwltur mawr, y fulfran, 
DEU.14.18	y ciconia ac unrhyw fath o grëyr, y gornchwiglen a'r ystlum.
DEU.14.19	Y mae unrhyw bryf adeiniog yn aflan i chwi; nid ydych i'w fwyta. 
DEU.14.20	Cewch fwyta unrhyw beth adeiniog glân. 
DEU.14.21	Peidiwch â bwyta dim sydd wedi marw ohono'i hun; rhowch ef i'r dieithryn sydd yn eich trefi i'w fwyta, neu gwerthwch ef i estron, oherwydd pobl sanctaidd i'r 
DEU.14.22	Bob blwyddyn gofala ddegymu holl gynnyrch dy had sy'n tyfu yn dy faes. 
DEU.14.23	Yr wyt i fwyta dy ddegwm o ŷd, gwin ac olew, a chyntafanedig dy wartheg a'th ddefaid, gerbron yr 
DEU.14.24	Pan fydd yr 
DEU.14.25	yna rho ei werth mewn arian. Cymer yr arian gyda thi, a dos i'r man y bydd yr 
DEU.14.26	a phrynu beth bynnag a fynni: gwartheg, defaid, gwin, diod feddwol, neu unrhyw beth yr wyt yn ei ddymuno; a bwyta ef yno'n llawen gerbron yr 
DEU.14.27	Paid ag esgeuluso'r Lefiaid sydd yn dy drefi, oherwydd nid oes ganddynt ran na threftadaeth gyda thi.
DEU.14.28	Ar ddiwedd pob tair blynedd tyrd â degwm dy holl gynnyrch am y flwyddyn honno, a'i gadw yn dy dref. 
DEU.14.29	Caiff y Lefiaid, nad oes ganddynt ran na threftadaeth gyda thi, a'r dieithryn a'r amddifad a'r weddw yn dy dref, ddod a bwyta'u gwala; a bydd yr 
DEU.15.1	Ar ddiwedd pob saith mlynedd yr wyt i ddileu dyledion. 
DEU.15.2	Dyma sut y gwneir hynny: bydd pob echwynnwr yn dileu pob dyled sy'n ddyledus iddo, heb bwyso am ad-daliad oddi wrth gymydog na pherthynas, pan gyhoeddir yn enw'r 
DEU.15.3	Cei bwyso am ad-daliad gan estron, ond yr wyt i ddileu beth bynnag sy'n ddyledus iti gan dy berthynas. 
DEU.15.4	Ni fydd byth dlotyn yn eich plith, oherwydd y mae'r 
DEU.15.5	ond iti wrando'n ofalus ar lais yr 
DEU.15.6	A phan fydd yr 
DEU.15.7	Os bydd un yn dlawd ymhlith dy berthnasau yn un o'th drefi yn y wlad y mae'r 
DEU.15.8	Yn hytrach agor dy law yn llydan iddo, ac ar bob cyfrif rho'n fenthyg iddo ddigon ar gyfer ei angen. 
DEU.15.9	Pan fydd y seithfed flwyddyn, blwyddyn dileu dyledion, yn agosáu, gwylia rhag coleddu meddyliau annheilwng ac edrych yn gas ar dy berthynas tlawd a gwrthod rhoi iddo; bydd yntau wedyn yn apelio at yr 
DEU.15.10	Rho'n hael iddo, heb warafun yn dy galon wrth roi, ac oherwydd hyn bydd yr 
DEU.15.11	Ni fydd prinder tlodion yn y tir; dyna pam yr wyf yn gorchymyn iti agor dy law yn hael i'th berthynas anghenus a thlawd yn dy wlad.
DEU.15.12	Os gwerthir iti gydwladwr, boed ddyn neu ddynes, a hwnnw'n dy wasanaethu am chwe blynedd, yr wyt i'w ryddhau yn y seithfed flwyddyn. 
DEU.15.13	A phan fyddi'n ei ryddhau, paid â'i anfon i ffwrdd yn waglaw; 
DEU.15.14	rho iddo gynhysgaeth hael o'th ddefaid a'th lawr dyrnu a'th winwryf, fel y mae'r 
DEU.15.15	Cofia mai caethwas fuost tithau yng ngwlad yr Aifft, a bod yr 
DEU.15.16	Ond os dywed dy was wrthyt na fyn ymadael â thi am ei fod yn hoff ohonot ti a'th deulu, a'i bod yn dda arno gyda thi, 
DEU.15.17	yna cymer fynawyd a'i wthio trwy ei glust i'r drws, ac yna bydd yn gaethwas iti am byth; gwna'r un modd gyda'th gaethferch. 
DEU.15.18	Pan fyddi'n rhyddhau caethwas, paid â gofidio, oherwydd yr oedd ei wasanaeth iti dros chwe blynedd yn werth dwywaith tâl gwas cyflog. A bydd yr 
DEU.15.19	Yr wyt i gysegru i'r 
DEU.15.20	Yr wyt ti a'th deulu i'w bwyta'n flynyddol gerbron yr 
DEU.15.21	Os bydd nam arno, ac yntau'n gloff neu'n ddall, neu â rhyw nam difrifol arall arno, paid â'i aberthu i'r 
DEU.15.22	Caiff yr aflan a'r glân fel ei gilydd ei fwyta yn dy drefi, fel petai'n iwrch neu garw. 
DEU.15.23	Er hynny, nid ydych i fwyta'r gwaed, ond ei dywallt fel dŵr ar y ddaear.
DEU.16.1	Yr wyt i gadw mis Abib a dathlu Pasg i'r 
DEU.16.2	Yr wyt i aberthu offrwm Pasg i'r 
DEU.16.3	Nid wyt i fwyta gydag ef ddim wedi ei lefeinio; ond am saith diwrnod yr wyt i fwyta bara croyw, bara cystudd, oherwydd ar frys y daethost allan o wlad yr Aifft. Gwna hyn er mwyn iti gofio tra byddi byw y dydd y daethost allan o wlad yr Aifft. 
DEU.16.4	Ni chaniateir surdoes o fewn dy holl derfynau am saith diwrnod, ac nid oes dim o'r cig a leddaist gyda'r hwyr ar y dydd cyntaf i aros tan y bore. 
DEU.16.5	Ni chei ladd offrwm y Pasg o fewn yr un o'r trefi y mae'r 
DEU.16.6	ond yn unig yn y man y bydd yr 
DEU.16.7	Byddi'n ei ferwi a'i fwyta yn y man y bydd yr 
DEU.16.8	Am chwe diwrnod byddi'n bwyta bara croyw, ond ar y seithfed dydd bydd cynulliad terfynol i'r 
DEU.16.9	Yr wyt i gyfrif saith wythnos, gan ddechrau o'r diwrnod cyntaf y rhoddir y cryman yn yr ŷd. 
DEU.16.10	Yna byddi'n dathlu gŵyl yr Wythnosau i'r 
DEU.16.11	Byddi'n llawenhau gerbron yr 
DEU.16.12	Cofia mai caethwas fuost ti yn yr Aifft, a bydd yn ofalus i gadw'r rheolau hyn.
DEU.16.13	Yr wyt i gadw gŵyl y Pebyll am saith diwrnod wedi iti gasglu cynnyrch dy lawr dyrnu a'th winwryf; 
DEU.16.14	a byddi'n llawenhau ar dy ŵyl, ti, dy fab a'th ferch, dy gaethwas a'th gaethferch, y Lefiad a'r dieithryn, a'r amddifad a'r weddw sydd yn dy drefi. 
DEU.16.15	Am saith diwrnod y byddi'n cadw gŵyl i'r 
DEU.16.16	Teirgwaith y flwyddyn y mae dy holl wrywod i ymddangos gerbron yr 
DEU.16.17	ond dylai pob un roi yn ôl ei allu, yn ôl y fendith a roddodd yr 
DEU.16.18	Yr wyt i benodi barnwyr a phenaethiaid ym mhob un o'r trefi a roddodd yr 
DEU.16.19	Nid wyt i wyro barn na dangos ffafriaeth; nid wyt i gymryd llwgrwobr, oherwydd y mae'n dallu llygaid y doeth ac yn gwyro geiriau'r cyfiawn. 
DEU.16.20	Cyfiawnder yn unig a ddilyni, er mwyn iti gael byw ac etifeddu'r wlad y mae'r 
DEU.16.21	Paid â phlannu unrhyw fath o bren Asera gerllaw yr allor a godi i'r 
DEU.16.22	A phaid â chodi un o'r colofnau sy'n atgas gan yr 
DEU.17.1	Paid ag aberthu i'r 
DEU.17.2	Os ceir yn un o'r trefi y mae'r 
DEU.17.3	a'i fod, yn groes i'm gorchymyn, yn gwasanaethu ac yn addoli duwiau estron, p'run ai'r haul neu'r lloer neu holl lu'r nef, 
DEU.17.4	yna os clywi si am hyn, yr wyt i chwilio'n ddyfal; ac os yw'n wir ac yn sicr fod y ffieidd-dra hwn wedi ei gyflawni yn Israel, 
DEU.17.5	yna tyrd â'r dyn neu'r ddynes sydd wedi gwneud y peth drygionus hwn allan i'r porth, a'i labyddio'n gelain â cherrig. 
DEU.17.6	Ar dystiolaeth dau dyst neu dri y rhoir i farwolaeth; ni roir i farwolaeth ar dystiolaeth un tyst. 
DEU.17.7	Dwylo'r tystion sydd i daflu'r garreg gyntaf i'w ddienyddio, a dwylo'r holl boblogaeth wedyn; felly y byddi'n dileu'r drwg o'ch mysg.
DEU.17.8	Os cei yn dy dref achos llys sy'n rhy ddyrys iti, megis dyfarnu rhwng dwy blaid mewn achos o ddial gwaed, neu hawl, neu ymosod, yna dos yn ddi-oed i'r man y bydd yr 
DEU.17.9	a gofyn yno i'r offeiriaid o Lefiaid, ac i'r barnwr a fydd yn y dyddiau hynny, roi'r ddedfryd iti. 
DEU.17.10	Gwna fel y byddant hwy yn dweud wrthyt yn y man y bydd yr 
DEU.17.11	Yr wyt i weithredu yn ôl y cyfarwyddyd a gei ganddynt a'r dyfarniad a roddant, heb wyro i'r dde nac i'r chwith oddi wrth yr hyn a ddywedant wrthyt. 
DEU.17.12	Pwy bynnag sy'n ddigon rhyfygus i beidio â gwrando ar yr offeiriad sy'n gweinyddu yno dros yr 
DEU.17.13	Bydd y bobl i gyd yn clywed, a daw ofn arnynt, ac ni ryfygant mwyach.
DEU.17.14	Pan ddoi i'r wlad y mae'r 
DEU.17.15	yna'n wir cei gymryd y brenin y bydd yr 
DEU.17.16	Nid yw'r brenin i amlhau meirch iddo'i hun, nac i yrru ei bobl yn ôl i'r Aifft er mwyn hynny, gan fod yr 
DEU.17.17	Ac nid yw i luosogi gwragedd, rhag i'w galon fynd ar gyfeiliorn, nac i amlhau arian ac aur yn ormodol. 
DEU.17.18	Pan ddaw i eistedd ar orsedd ei deyrnas, y mae i arwyddo copi iddo'i hun o'r gyfraith hon mewn llyfr yng ngŵydd yr offeiriaid o Lefiaid. 
DEU.17.19	A bydd hwnnw ganddo i'w ddarllen holl ddyddiau ei fywyd, er mwyn iddo ddysgu ofni'r 
DEU.17.20	rhag iddo ei ystyried ei hun yn uwch na'i gymrodyr, neu rhag iddo wyro i'r dde nac i'r chwith oddi wrth y gorchymyn, ac er mwyn iddo estyn dyddiau ei frenhiniaeth yn Israel iddo'i hun a'i ddisgynyddion.
DEU.18.1	Ni fydd gan yr offeiriaid o Lefiaid, na neb o lwyth Lefi, ran nac etifeddiaeth gydag Israel. Yr offrymau trwy dân i'r 
DEU.18.2	Ni fydd ganddynt etifeddiaeth ymhlith eu cymrodyr; yr 
DEU.18.3	Dyma fydd hawl yr offeiriaid oddi wrth y bobl sy'n offrymu aberth, p'run ai eidion ynteu dafad: dylid rhoi i'r offeiriad yr ysgwydd, y ddwy foch a'r cylla. 
DEU.18.4	Yr wyt i roi iddo flaenffrwyth dy ŷd, dy win newydd a'th olew, a'r cnu cyntaf wrth gneifio dy ddefaid; 
DEU.18.5	oherwydd allan o'th holl lwythau dewisodd yr 
DEU.18.6	Os bydd Lefiad, sy'n aros yn unrhyw un o'ch trefi trwy Israel gyfan, yn dod o'i wirfodd i'r man y bydd yr 
DEU.18.7	caiff wasanaethu yn enw'r 
DEU.18.8	Caiff ran gyfartal i'w bwyta, heblaw'r hyn a gaiff o eiddo'i deulu.
DEU.18.9	Pan fyddi wedi dod i'r tir y mae'r 
DEU.18.10	Nid yw neb yn eich mysg i roi ei fab na'i ferch yn aberth trwy dân; nac i arfer dewiniaeth, hudoliaeth, na darogan; nac i gonsurio, 
DEU.18.11	arfer swynion, ymwneud ag ysbrydion a bwganod, nac ymofyn â'r meirw. 
DEU.18.12	Y mae unrhyw un sy'n ymhél â'r rhain yn ffiaidd gan yr 
DEU.18.13	Yr wyt i fod yn ddi-fai gerbron yr 
DEU.18.14	Y mae'r cenhedloedd yr wyt yn eu disodli yn gwrando ar ddewiniaid a hudolwyr; ond nid yw'r 
DEU.18.15	Bydd yr 
DEU.18.16	oherwydd dyna oedd dy ddeisyfiad gan yr 
DEU.18.17	Dywedodd yr 
DEU.18.18	codaf iddynt o blith eu cymrodyr broffwyd fel ti, a rhof fy ngair yn ei enau, er mwyn iddo fynegi iddynt y cwbl y byddaf yn ei orchymyn iddo. 
DEU.18.19	A phwy bynnag fydd heb wrando ar fy ngeiriau, y bydd y proffwyd wedi eu llefaru yn f'enw, bydd yn atebol i mi am hynny. 
DEU.18.20	Ond am y proffwyd fydd yn rhyfygu llefaru yn f'enw air nad wyf fi wedi ei orchymyn, neu sy'n llefaru yn enw duw arall, y mae'r proffwyd hwnnw i farw.” 
DEU.18.21	Os wyt yn gofyn i ti dy hun sut y mae adnabod y gair nad yw'r 
DEU.18.22	beth bynnag y bydd proffwyd yn ei lefaru yn enw'r 
DEU.19.1	Pan fydd yr 
DEU.19.2	yr wyt i neilltuo ar dy gyfer dair dinas yn y wlad y mae'r 
DEU.19.3	Paratoa ffordd atynt, a rhannu'n dair y wlad y mae'r 
DEU.19.4	Dyma'r math o leiddiad a gaiff ffoi yno ac arbed ei fywyd: yr un fydd yn lladd arall yn ddifwriad, heb fod yn ei gasáu o'r blaen; 
DEU.19.5	er enghraifft, rhywun fydd yn mynd gyda'i gymydog i'r goedwig i dorri coed, ac wrth iddo estyn ei law gyda'r fwyell i dorri coeden, y mae pen y fwyell yn neidio oddi ar y pren ac yn rhoi ergyd farwol i'w gymydog. Caiff hwn ffoi i un o'r dinasoedd hyn ac arbed ei fywyd, 
DEU.19.6	rhag i'r dialydd gwaed yn ei gynddaredd ddilyn y lleiddiad a'i ddal oherwydd meithder y daith, a'i daro'n farw, er nad oedd yn haeddu marw, am nad oedd yn casáu ei gymydog o'r blaen. 
DEU.19.7	Dyna pam yr wyf yn gorchymyn iti neilltuo tair dinas. 
DEU.19.8	Os bydd yr 
DEU.19.9	oherwydd iti ofalu cadw'r cwbl o'r gorchymyn hwn yr wyf yn ei roi iti heddiw, i garu'r 
DEU.19.10	Nid yw gwaed y dieuog i'w dywallt o fewn y tir y mae'r 
DEU.19.11	Os bydd rhywun yn casáu ei gymydog ac yn ymosod yn llechwraidd arno a'i anafu mor ddifrifol nes ei fod yn marw, ac yna yn dianc i un o'r dinasoedd hyn, 
DEU.19.12	y mae henuriaid ei dref i anfon rhai i'w gyrchu oddi yno a'i drosglwyddo i'r dialydd gwaed; a bydd farw. 
DEU.19.13	Nid wyt i dosturio wrtho, ond i ddileu o Israel euogrwydd am dywallt gwaed y dieuog, er mwyn iddi fod yn dda arnat.
DEU.19.14	Paid â symud terfyn dy gymydog, a osodwyd o'r dechrau yn yr etifeddiaeth a gefaist yn y wlad y mae'r 
DEU.19.15	Nid yw un tyst yn ddigon yn erbyn neb mewn unrhyw achos o drosedd neu fai, beth bynnag fo'r bai a gyflawnwyd; ond fe saif tystiolaeth dau neu dri. 
DEU.19.16	Os bydd tyst maleisus yn codi yn erbyn rhywun i'w gyhuddo o gamwri, 
DEU.19.17	safed y ddau sy'n ymrafael yng ngŵydd yr 
DEU.19.18	Holed y barnwyr yn ddyfal, ac os ceir mai gau dyst ydyw a'i fod wedi dwyn gau dystiolaeth yn erbyn ei gymydog, 
DEU.19.19	gwneler iddo yr hyn y bwriadodd ef ei wneud i'w gymydog; felly y byddi'n dileu'r drwg o'ch mysg. 
DEU.19.20	Pan glyw y lleill, bydd arnynt ofn a pheidiant â gwneud y fath ddrwg mwyach. 
DEU.19.21	Nid wyt i ddangos tosturi; bywyd am fywyd, llygad am lygad, dant am ddant, llaw am law, troed am droed.
DEU.20.1	Pan fyddi'n mynd allan i ryfel yn erbyn dy elynion, ac yn canfod meirch a cherbydau a byddin, a'r rheini'n gryfach na'th rai di, paid â'u hofni, oherwydd gyda thi y mae yr 
DEU.20.2	Wrth iti ddynesu i'r frwydr, y mae'r offeiriaid i ddod ymlaen ac annerch y fyddin, 
DEU.20.3	a dweud wrthynt, “Gwrandewch, Israel, yr ydych ar fin ymladd brwydr yn erbyn eich gelynion; peidiwch â gwangalonni nac ofni, na dychryn nac arswydo rhagddynt, 
DEU.20.4	oherwydd y mae'r 
DEU.20.5	Yna bydd y swyddogion yn annerch ac yn dweud wrth y fyddin, “Pwy bynnag sydd wedi adeiladu tŷ newydd ond heb ei gysegru, aed yn ei ôl adref, rhag iddo farw yn y frwydr ac i rywun arall ei gysegru. 
DEU.20.6	A phwy bynnag sydd wedi plannu gwinllan ond heb fwynhau ei ffrwyth, aed yn ei ôl adref, rhag iddo farw yn y frwydr ac i rywun arall ei fwynhau. 
DEU.20.7	A phwy bynnag sydd wedi dyweddïo â merch ond heb ei phriodi, aed yn ei ôl adref, rhag iddo farw yn y frwydr ac i rywun arall ei phriodi.” 
DEU.20.8	Wedyn y mae'r swyddogion i ddweud ymhellach wrth y fyddin, “Pwy bynnag sy'n ofnus ac yn wangalon, aed yn ei ôl adref, rhag iddo wanhau calonnau ei frodyr yr un modd.” 
DEU.20.9	Wedi i'r swyddogion orffen annerch y fyddin, byddant yn gosod capteiniaid dros luoedd y fyddin.
DEU.20.10	Pan fyddi ar fin brwydro yn erbyn tref, cynnig delerau heddwch iddi. 
DEU.20.11	Os derbyniant y telerau heddwch ac agor y pyrth iti, yna bydd pawb a geir ynddi yn gweithio iti dan lafur gorfod. 
DEU.20.12	Os na dderbyniant delerau heddwch, ond dechrau rhyfela yn dy erbyn, yna gwarchae ar y dref; 
DEU.20.13	a phan fydd yr 
DEU.20.14	Ond cymer yn anrhaith y gwragedd, y plant, yr anifeiliaid a phopeth arall o ysbail sydd yn y dref; defnyddia i ti dy hun yr ysbail oddi wrth d'elynion y bydd yr 
DEU.20.15	Dyna sut y gwnei i'r holl drefi sydd ymhellach oddi wrthyt na rhai'r cenhedloedd gerllaw. 
DEU.20.16	Nid wyt i arbed unrhyw greadur byw yn ninasoedd y bobloedd hynny y mae'r 
DEU.20.17	Yr wyt i lwyr ddifodi'r Hethiaid, Amoriaid, Canaaneaid, Peresiaid, Hefiaid a Jebusiaid, fel y gorchmynnodd yr 
DEU.20.18	rhag iddynt dy ddysgu i wneud yr holl ffieidd-dra a wnânt hwy er mwyn eu duwiau, ac i ti bechu yn erbyn yr 
DEU.20.19	Pan fydd tref dan warchae gennyt am amser maith, a thithau'n ymladd i'w hennill, paid â difa ei choed trwy eu torri â bwyell. Cei fwyta o'u ffrwyth, ond paid â'u torri i lawr. Ai pobl yw coed y maes, iti osod gwarchae yn eu herbyn? 
DEU.20.20	Dim ond coeden y gwyddost nad yw'n dwyn ffrwyth y cei ei difa a'i thorri, er mwyn iti godi gwrthglawdd rhyngot a'r ddinas sy'n rhyfela yn dy erbyn, nes y bydd honno wedi ei gorchfygu.
DEU.21.1	Os deuir o hyd i rywun wedi ei ladd yn y tir y mae'r 
DEU.21.2	y mae dy henuriaid a'th farnwyr i fynd allan a mesur y pellter at bob tref o gylch y corff. 
DEU.21.3	Yna y mae henuriaid y dref agosaf at y corff i gymryd heffer na fu'n gweithio erioed ac na fu dan yr iau, 
DEU.21.4	a mynd â hi i lawr i ddyffryn heb ei drin na'i hau, ond lle mae nant yn rhedeg. Yno yn y dyffryn torrant wegil yr heffer. 
DEU.21.5	Yna daw'r offeiriaid, meibion Lefi, ymlaen, gan mai hwy y mae'r 
DEU.21.6	A bydd holl henuriaid y dref agosaf at y corff yn golchi eu dwylo uwchben yr heffer y torrwyd ei gwegil yn y dyffryn, 
DEU.21.7	a thystio, “Nid ein dwylo ni a dywalltodd y gwaed hwn, ac ni welodd ein llygaid mo'r weithred. 
DEU.21.8	Derbyn gymod dros dy bobl Israel, y rhai a waredaist, O 
DEU.21.9	Byddi'n dileu'r cyfrifoldeb am waed dieuog o'ch mysg wrth iti wneud yr hyn sy'n iawn yng ngolwg yr 
DEU.21.10	Pan fyddi'n mynd allan i ryfel yn erbyn d'elynion, a'r 
DEU.21.11	ac yn gweld yn eu mysg ddynes brydferth wrth dy fodd, cei ei phriodi. 
DEU.21.12	Tyrd â hi adref, a gwna iddi eillio'i phen, naddu ei hewinedd, 
DEU.21.13	a rhoi heibio'r wisg oedd amdani pan ddaliwyd hi; yna caiff fyw yn dy dŷ a bwrw ei galar am ei thad a'i mam am fis o amser. Wedi hynny cei gyfathrach â hi, a bod yn ŵr iddi hi, a hithau'n wraig i ti. 
DEU.21.14	Ond os na fyddi'n fodlon arni, yr wyt i'w gollwng yn rhydd; nid wyt ar unrhyw gyfrif i'w gwerthu am arian na'i thrin fel caethferch, gan iti ei threisio.
DEU.21.15	Os bydd gan ŵr ddwy wraig, y naill yn annwyl a'r llall yn atgas ganddo, a'r ddwy wedi geni meibion iddo, a'r cyntafanedig yn fab i'r un atgas, 
DEU.21.16	yna pan fydd yn rhannu ei stad rhwng ei feibion, ni chaiff roi'r flaenoriaeth i fab y wraig annwyl, ar draul y cyntafanedig sy'n fab i'r un atgas. 
DEU.21.17	Y mae i gydnabod y cyntafanedig sy'n fab i'r un atgas trwy roi iddo ran ddwbl o'r cwbl sydd ganddo, gan mai ef yw blaenffrwyth ynni ei dad, ac ef biau hawl y cyntafanedig.
DEU.21.18	Os bydd gan rywun fab gwrthnysig ac anufudd, na fyn wrando ar ei dad na'i fam, hyd yn oed pan fyddant yn ei geryddu, 
DEU.21.19	y mae ei dad a'i fam i afael ynddo a'i ddwyn gerbron yr henuriaid ym mhorth ei dref, 
DEU.21.20	a dweud wrthynt, “Y mae'r mab hwn yn wrthnysig ac anufudd; ni fyn wrando arnom, ac y mae'n un glwth ac yn feddwyn.” 
DEU.21.21	Yna bydd holl drigolion ei dref yn ei labyddio'n gelain â cherrig. Felly byddi'n dileu'r drwg o'ch plith, a bydd Israel gyfan yn clywed ac yn ofni.
DEU.21.22	Os bydd rhywun wedi ei gael yn euog o gamwedd sy'n dwyn cosb marwolaeth, ac wedi ei ddienyddio trwy ei grogi ar bren, 
DEU.21.23	nid yw ei gorff i aros dros nos ar y pren; rhaid iti ei gladdu'r un diwrnod, oherwydd y mae un a grogwyd ar bren dan felltith Duw. Nid wyt i halogi'r tir y mae'r 
DEU.22.1	Os gweli ych neu ddafad sy'n eiddo i un o'th gymrodyr yn crwydro, paid â'i hanwybyddu, ond gofala ei dychwelyd iddo. 
DEU.22.2	Os nad yw'r perchennog yn byw yn d'ymyl, na thithau'n gwybod pwy yw, dos â'r anifail adref a chadw ef nes y daw ei berchennog i chwilio amdano; yna rho ef yn ei ôl. 
DEU.22.3	Gwna'r un modd os doi o hyd i'w asyn, neu ei glogyn neu unrhyw beth arall a gollir gan un o'th gymrodyr; ni elli ei anwybyddu.
DEU.22.4	Os gweli asyn neu ych un o'th gymrodyr wedi cwympo ar y ffordd, nid wyt i'w anwybyddu; gofala roi help iddo i'w godi.
