MAT.1.1	LLyver 
MRK.14.53	Yno y ducesont yr Iesu at yr Archoffeiriat, 
MRK.14.54	Ac Petr oedd yn y ddylyn ef o hir‐bell, yd y 
MRK.14.55	A’r Archoffeirieit a’r oll 
MRK.14.56	Can ys llawer a dducsont gau testiolaeth yn y erbyn ef, eythyr nyd oedd y testiolaethae wy 
MRK.14.57	Yno y cyfodes ’r ei, ac a dducesont 
MRK.14.58	Ny
MRK.14.59	Ac eto nyd oedd y testiolaeth wy gyfun 
MRK.14.60	Yno y cyfodes yr Archoffeiriat yn ei cenol wy, ac a ’ovynodd i’r Iesu, can ddywedyt, Anyd atepy di ddim? paam y mae yr ei hynn yn testolaethy yn dy erbyn? 
MRK.14.61	Ac ef a dawodd, ac nyd atepawdd ddim. Trachef
MRK.14.62	A’r Iesu a ddyvot, 
MRK.14.63	Yno ’r Archoffeiriat a rwygawdd ei ddillat ac a ddyuot, Paam y rait y ni mwy wrth testiō? 
MRK.14.64	Clywsoch y cabledigaeth: peth a dyb
MRK.14.65	A’r ei a ddechreuawdd poeri arnaw, a 
MRK.14.66	Ac val yr oedd Petr yn y nauadd iso
MRK.14.67	A’ phan ganvu hi Petr yn 
MRK.14.68	Ac ef a wadawdd, gan ddywedyt, Nyd adwaen i ef, ac ny ’wn beth dwyt yn ei ddywedyt. Yno ydd aeth ef allan ir 
MRK.14.69	Yno pan welawdd morwyn ef drachef
MRK.14.70	Ac ef a 
MRK.14.71	Ac yntef a ddechreawdd 
MRK.14.72	A’r ailwaith y canodd y ceiliawc, ac y cofiawdd Petr y gair a ddywedesei’r Iesu wrthaw, Cyn canu o’r ceiliawc ddwywaith, im gwedy dair-gwaith, ac wrth adveddylied, ef a wylawdd.
MRK.15.1	AC yn y van ar glais y dydd, ydd aeth yr Archoffeiriait yn ei cygcor gyd ar Henurieit, a’r Gwyr‐llen a’r oll 
MRK.15.2	Yno y gofynawdd Pilatus ydd‐aw, Ai ti yw’r Brenhin yr Iuddaeon? Ac ef a atebawdd, ac a ddyvot wrthaw, Tu 
MRK.15.3	A’r Archoffeirieit ei cyhuddesont o lawer o beth
MRK.15.4	Am hyny y govynawdd Pilatus iddaw drachefyn, can ddywedyt. A ny
MRK.15.5	Eithyr 
MRK.15.6	Ac yr wyl 
MRK.15.7	Ac ydd oedd vn a elwit Barabbas, yr hwn oedd 
MRK.15.8	A’r popul a lefawdd yn vchel, ac a ddechreawdd ddeisyfy 
MRK.15.9	Yno Pilatus ei atepawdd, can ddywedyt, 
MRK.15.10	Can ys ef a wyddiat mae o genvigen y daroedd ir Offeiriait y vradychy ef. 
MRK.15.11	Eithyr yr Archoffeiriait a gyffroesant y popul 
MRK.15.12	Ac Pilatus atepawdd, ac a ddyvot trachefyn wrthwynt, Beth gan hynny a vynwch i mi i wneythur 
MRK.15.13	Ac wy a lefesont trachefn. 
MRK.15.14	Ac Pilatus a ddyvot wrthynt, Pa ðrwc a wnaeth ef? Ac wy
MRK.15.15	Ac 
MRK.15.16	Yno ’r milwyr y ducesont ef ir llys, ys ef yw, y dadleuduy, ac ’alwesont yn‐cyt yr oll 
MRK.15.17	ac y gwiscesant ef a 
MRK.15.18	ac a ddechreusant gyfarch‐gwell ydd‐aw, can ddywedyt, Hanpych‐well Vrenhin yr Iuddaeon. 
MRK.15.19	Ac wy ei 
MRK.15.20	A’ gwedy yddwynt ei watwor ef, wy a ddioscesont y porphor y amdanaw, ac ei gwiscesont ef oei ddillat ehun, ac ei arwenesont allan 
MRK.15.21	Ac wy a gym
MRK.15.22	Ac wy ei ducesont y le a elwir 
MRK.15.23	Ac wy a roesout yddaw y yuet win 
MRK.15.24	Ac wedy yddynt y groci ef, wy a rannesont ei ddillat, gan vwrw 
MRK.15.25	A’r drydedd awr yd oedd hi, pan grogesont ef. 
MRK.15.26	Ac 
MRK.15.27	Ac wy a grocesant ddau leitr gyd ac ef, vn ar y llaw ddeheu, a’r‐all ar ei law 
MRK.15.28	Ac 
MRK.15.29	A’r ei oedd yn myned heibiaw, 
MRK.15.30	ymwared dyhun, a’ descen o 
MRK.15.31	A’r vn ffynyt y gwatworoð ys yr Archoffeiriat, gan ðywedyt, yn y plith ehunain y gyd a’r Gwyr-llē, Ereill a waredawdd ef, ehun ny ddychon e ymwared. 
MRK.15.32	Descenet yr awrhon Christ Vrenhin yr Israel y lawer 
MRK.15.33	A gwedy dyvot y chwechet awr, e gyfodes tywyllwch dros yr oll 
MRK.15.34	Ac ar y nawvet awr y dolefawdd yr Iesu a llef vchel, can ddywedyt, 
MRK.15.35	A’r ei oedd yn sefyll yno pan gwlywson 
MRK.15.36	Ac vn a redawdd, ac 
MRK.15.37	A’r Iesu a lefawdd a llef vchel, ac a 
MRK.15.38	A’ llenn y Templ a 
MRK.15.39	A’ phan weles y Cannwriat yr hwn oedd yn sefyll gyferbyn ac ef, lefain o honaw velly a’ 
MRK.15.40	Ac ydd oedd gwraged yn tremio o hirbell, ym‐plith yr ei’n ydd oedd Mair Magdalen, a’ Mair (mam Iaco 
MRK.15.41	a’r ei’n pan oedd ef yn Galilea, y dylynent ef ac a wasanathent 
MRK.15.42	A’ phan ytoedd hi yn 
MRK.15.43	yno Ioseph o Arimathaia cygcorwr gwiw, yr hwn oedd hefyt 
MRK.15.44	A’ rhyveddy a wnaeth Pilatus, a vesei e varw eisius, ac a alwodd ataw y Cannwriad ac a ’ovynawdd iddaw a oedd ne‐mawr er pan vesei ef varw. 
MRK.15.45	A’ phan wybu e’r 
MRK.15.46	yr hwn a brynawð 
MRK.15.47	A’ Mair Vagdalen, a’ Mair 
MRK.16.1	A Gwedy darvot y dydd Sabbath, Mair Magdalen, a’ Mair 
MRK.16.2	Ac velly 
MRK.16.3	ac y dywedesont wrth ei gylydd, Pwy a 
MRK.16.4	A’ phan edrychesant, wy welsant 
MRK.16.5	Yno ydd aethant 
MRK.16.6	Ac ef a ddyuot wrthynt, Nac ofnwch: caisio ydd ych Iesu o Nazaret, yr hwn a 
MRK.16.7	Eithr ewch ymaith, a’ dywedwch y’w ddyscipulon, ac i Petr, 
MRK.16.8	Ac wy
MRK.16.9	A’ gwedy 
MRK.16.10	Hithe a aeth ac a 
MRK.16.11	A’ phan glywsant y vot ef yn vyw, ac yddy hi y weled ef, ny chredesant.
MRK.16.12	Gwedy hyny, yr ymddangosawdd ef y ddau o hanynt mewn 
MRK.16.13	Ac wy aethant ac a venagesont ir 
MRK.16.13	Yr Euangel ar ddydd y Derchavel.
MRK.16.14	¶ Yn ol hyny yr ymðangosoð ef ir vn ar ddec val ydd oeddent yn cydeistedd, ac a roes yn y herbyn am e ancrediniaeth a chaledwch 
MRK.16.15	Ac ef a ðyvot wrthwynt, Ewch ir oll vyt, a’ phrecethwch yr Euangel i bop creatur. 
MRK.16.16	Yr hwnn a greto ac a vatyddier, a 
MRK.16.17	A’r arwyddion hynn a gynlyn yr ei a credant, Yn vy Enw i y bwriant allan gythraeliait, ac a ymadroddant a thavodae newydd
MRK.16.18	ac a 
MRK.16.19	Velly wedy daroedd ir Arglwydd ymddiddan ac wynt, e 
MRK.16.20	Ac wy aethant rhacðwynt, ac a precethesont ympop lle. A’r Arglwydd a gydweithiawð ac wynt, ac a gadarnhaodd y gair 
LUK.1.1	CAn ddarvot i laweredd gymryd arnaddynt vanegy hystoria y pethae ys y lawn gredadwy genym ni, 
LUK.1.2	megis yr 
LUK.1.3	ys gwelit 
LUK.1.4	yscriveny atat’ 
LUK.1.5	YN‐
LUK.1.6	Ydd oeddent illdau yn gyfiawn 
LUK.1.7	Ac nid oedd 
LUK.1.8	Ac e 
LUK.1.9	erwydd 
LUK.1.10	A’r oll lliaws popul oedd allan yn gweddiaw, tra oeddit yn mygdarthy y peraroglae. 
LUK.1.11	Yno yr ymðangoses iddo Amgel yr Arglwydd yn sefyll or tu deheu i allor y mugdarth. 
LUK.1.12	A’ phan 
LUK.1.13	A’r Angel y ddyuot wrthaw, Nag ofna, Zacharias: can ys 
LUK.1.14	A’ 
LUK.1.15	Can ys mawr vydd ef yn‐golwc yr Arglwyð, ac nyd yf na gwin na diot‐gadarn: ac a gyflawnir 
LUK.1.16	A’ lawer
LUK.1.17	Can ys ef aa yn y ’olwc ef yn yspryt a ’meddiant Elias, i 
LUK.1.18	Yno y dyuot Zacharias wrth yr Angel, Wrth pa herwydd y gwybyddaf hyn? can ys ydd wy vi yn hen‐wr, a’m gwraic ysy wedy cerddet mewn swrn oedran. 
LUK.1.19	A’r Angel aatepodd ac a ddyvot, wrthaw, Mi yw Gabriel yr hwn a saif yn‐golwc Duw, ac a 
LUK.1.20	A’ nycha y byddy vut, ac ny elly 
LUK.1.21	Ac ydd oedd y popul yn aros 
LUK.1.22	A’ phan ddaeth ef allan, ny 
LUK.1.23	Ac e 
LUK.1.24	A’ gwedy ’r dyddiae hyny yr ymdduc Elisabet y wreic ef, ac yr ymguddiawdd bem
LUK.1.25	 vellhyn y gwnaeth yr Arglwydd a mi
LUK.1.25	Yr Euangel ar ddydd Cyfarchiat Mair wyry.
LUK.1.26	¶ Ac yn y chwechet mis, yd anvonwyt yr Angel Gabriel 
LUK.1.27	at 
LUK.1.28	A’r Angel aeth y mewn atei, ac a ddyvot, Hynpych‐gwell 
LUK.1.29	A’ phan weles hi ef, cyntyrfu a wnaeth hi 
LUK.1.30	Yno dywedyt o’r Angel wrthi, Nag ofna, Vair, can ys 
LUK.1.31	Can ys 
LUK.1.32	Hwn a vyð mawr
LUK.1.33	Ac ef a deyrnasa ar 
LUK.1.34	A’ dywedyt a 
LUK.1.35	A’r Angel atepawdd, ac a ddyvot wrthei, Yr yspryt glan a ddaw arnat, a’ nerth y Goruchaf ath wascota. Wrth hynny a’r peth sanctaidd a aner o hanot, a elwir 
LUK.1.36	Ac wely, dy gares Elizabet, ac yhi ymdduc vap yn hei henaint: a’ hwnn yw’r chwechet mis iddi, yr hon a elwir 
LUK.1.37	Can ys 
LUK.1.38	Yno y dyvot Mair, Wele 
LUK.1.39	A’ Mair a’ gyuodes yn y dyddiae hyny, ac aeth ir 
LUK.1.40	ac aeth y mewn i duy Zacharias, ac gyfarchoð‐well i Elisabet. 
LUK.1.41	A’ darvu, wrth glywet o Elizabet annerchiat Mair, y 
LUK.1.42	A ’llefain o hanei a llef vchel, a’ dywedyt, Bendigedic 
LUK.1.43	Ac o b’le 
LUK.1.44	Can ys 
LUK.1.45	Ac 
LUK.1.46	Yno y dyuot Mair, 
LUK.1.47	A’m yspryt a lawen
LUK.1.48	Can ys ef a edrychawdd ar 
LUK.1.49	Can ys y cadarn a wnaeth i mi vawreð, a’ sanct
LUK.1.50	A’ ei drugaredd 
LUK.1.51	Ef a wnaeth gadernit a’ ei vraich: ef a ’oyscarawdd y beilchion ym-meddwl ei calonae. 
LUK.1.52	Ef a dynnawdd y cedyrn y lawr o 
LUK.1.53	Ef a lanwodd y newynogion a da bethae, ac a 
LUK.1.54	Ef a gynnaliodd Israel ei was, gan 
LUK.1.55	(me
LUK.1.56	A’ Mair a arhoes
LUK.1.56	Yr Euangel ar ddydd Ioan Vatyddiwr.
LUK.1.57	¶ Gwedy cyflawny 
LUK.1.58	Ac a glypu hei chymydogion ae 
LUK.1.59	Ac e ddarvu, pan yw ar yr wythvet dydd ydaethant i enwaedy ar y dyn‐bachan, ac ei galwesont ef Zacharias, yn ol enw ei dat. 
LUK.1.60	A’ ei vam a atepawdd, ac a ddyvot, 
LUK.1.61	Ac wy a ddywedesont wrthei, Ny’d oes vn oth cenetl a elwir ar enw hwnn. 
LUK.1.62	Yno ydd amneidiesant ar ei dat, pa wedd yr ewyllesei ef ey 
LUK.1.63	Ac ef a alwadd am astyllen 
LUK.1.64	A’ ei enae a egorwyt yn ebrwydd, a’ ei davot 
LUK.1.65	Yno y daeth ofn ar ei oll gymydogion, a’r oll 
LUK.1.66	A’ phawp a’r a ei clypu, ei gesodesont yn ei calonae, gan ddywedyt, Pa ryw ddyn‐bachan vydd hwnn? A’ llaw yr Arglwydd oedd gyd ac ef. 
LUK.1.67	Yno ei dat Zacharias a gyflawnwyt o’r yspryt glan, ac a prophwytawdd, can ddywedyt. 
LUK.1.68	Bendigeit vo Arglwydd Dduw’r Israel: can ys 
LUK.1.69	Ac ef a adderchavawdd 
LUK.1.70	megis y dyvot trwy enae ey sanctaið Prophwyti, yr ei oedd 
LUK.1.71	rei ddywedent, yd anvonei ef i ni ymwared rac ein gelynion a’ rhac dwylo ein oll ddygasogion, 
LUK.1.72	y ddangos trugaredd ar ein tadae, a’ choffay ei 
LUK.1.74	 bot iddo ganiatay y ni, gahel ymwared y wrth ddwylo ein gelynion, a’ ei wasanaethy 
LUK.1.75	mewn sancteidrwydd ac 
LUK.1.76	A’ thi
LUK.1.77	 y roðy gwybyddlaeth o iechyt 
LUK.1.78	Trwy 
LUK.1.79	I dowyny ir ei a eisteddant mewn tywylwch, ac yngwascawt angae, er 
LUK.1.80	A’r 
LUK.2.1	AC e ddarvu yn y dyddiae hyny, dyuot o ’orchymyn ywrth Augustus Caisar i 
LUK.2.2	(Y trethiat cyntaf hyn a wnaed pan oedd Cyrenius yn 
LUK.2.3	Ac am hyny yð aeth pawp y’w drethu yw ðinas 
LUK.2.4	Ac aeth Ioseph hefyt i vyny
LUK.2.5	yw drethy y gyd a Mair a ddaroeð hi deweddio yn wreic iddo, yr hon oedd 
LUK.2.7	A’ hi a escorawdd 
LUK.2.8	Ac ydd oedd yn y wlat hono vugelydd, yn aros yn-y‐maesydd, ac yn cadw 
LUK.2.9	A’ nycha, Angel yr Arglwydd a ddaeth 
LUK.2.10	Yno y dyvot yr Angel wrthynt, Na
LUK.2.11	 geni y’wch heðyw yn-
LUK.2.12	A’ hyn a 
LUK.2.13	Ac yn ddysymuth ydd oedd y gyd ar Angel liaws o 
LUK.2.14	Gogoniant 
LUK.2.14	Yr Euangel ar ddydd Enwediat Christ
LUK.2.15	¶ Ac e ddarvu, gwedy myned o’r Angelion o
LUK.2.16	Yno y daethant ar ffrwst, ac a gawsant Vair ac Ioseph, a’r dyn‐bychan wedy ei ðodi yn y presep. 
LUK.2.17	A’ phan ei gwelsont, wy wnaethāt y peth yn gyhoeddus yr hyn, a ddywedesit wrthynt am y dyn bychan hwnw. 
LUK.2.18	A’ phawp ar ei clywsant, a ryveddasant 
LUK.2.19	A’ Mair a gatwodd y 
LUK.2.20	A’r bugelydd a ymchoelasant, can roddy gogoniant a’ moliant y Dduw, am bop peth a’ glywsent ac a welsent, megis y dywedesit wrthynt. 
LUK.2.21	A’ gwedy cyflawny yr wyth
LUK.2.21	Yr Euangel ar ddydd puredigeth y sanctes Vair.
LUK.2.22	¶ A gwedy cyflawny dyðiae puredigaeth Mair yn ol Deddyf Moysen, wy y ducesont ef i Caerusalem, y’w 
LUK.2.23	(Megis y mae yn escrivenetic yn deðyf yr Arglwyð Pop, vn gwrryw y agoro 
LUK.2.24	ac y roddy offrwm 
LUK.2.25	A’ nycha, ydd oedd gwr yn Caerusalem a’ ei enw yn Simeon: y gwr hwnn 
LUK.2.26	Ac a venagesit iddaw gan yr Yspryt glā, na welei ef ange cyn yðo welet Christ yr Arglwydd. 
LUK.2.27	A’ thrwy 
LUK.2.27	A’ gwedy ir 
LUK.2.28	yno yntef y cymerth ef yn ei vraichiae, ac a 
LUK.2.29	Arglwydd yr awrhon y gillyngy dy was, mewn 
LUK.2.30	Can ys gweled om llygait dy iachyd
LUK.2.31	Yr vn baratoaist 
LUK.2.32	Llewych i yw 
LUK.2.33	Ac Ioseph a’ ei vam a ryveddesōt wrth y pethae y 
LUK.2.34	A’ Simeō y bendithioð hwy, ac a ddyuot wrth Vair y vam ef, Wele 
LUK.2.35	(ac ys 
LUK.2.36	Ac ydd oeð Prophwetes 
LUK.2.37	A’ hi 
LUK.2.38	Hi
LUK.2.39	A’ gwedy yddyn ’orphen pop peth 
LUK.2.40	A’r 
LUK.2.40	Yr Euangel y Sul cyntaf gwedy yr Ystwyll.
LUK.2.41	¶ Yno yðai y rieni ef i Gaerusalem bop blwyðyn ar wyl y Pasc. 
LUK.2.42	A’ phan 
LUK.2.43	a’ gorphen 
LUK.2.44	eithr can tybieit y vot ef 
LUK.2.45	A’ phryd na chawsant ef, yr ywchoelasāt i Gaerusalē, ac ei caisiasant. 
LUK.2.46	Ac a 
LUK.2.47	Ac a vu aruthr gan pawp ae i clywoð, ei ðyall ef, a ’ei atepion. 
LUK.2.48	A’ phan welsant ef, ryveddy a wnaethant, a’i vam a a ddyvot wrthaw, 
LUK.2.49	Ac ef a ddyuot wrthynt, Pa gaisio ydd oeddech arna vi? a ny wyddech y gorvyðei i mi vot yn‐cylch y pethae a berthynant im tad? 
LUK.2.50	Eithr nid oddent wy yn deall y gair a ddyvot ef wrthynt. 
LUK.2.51	Yno ydd aeth ef i wared gyd ac wynt, ac a ddaeth i Nazaret, ac a vu ’ostyngedic yðynt: A’i vam ef a gatwodd yr oll’airieu hynn yn hei chalon. 
LUK.2.52	A’r Iesu a gynnyddodd mewn doethinep a chorpholaeth a’ 
LUK.3.1	SEf yn y pem
LUK.3.2	(pan oedd Annas a’ Chaiaphas yn Archrffeiriait) y 
LUK.3.3	Ac ef a ddaeth i bop 
LUK.3.4	mal ydd escriuenwyt yn llyuer ymadroddion Esaias y Prophwyt, yr hwn a ddywait, Llef vn yn llefain yn y diffeith
LUK.3.5	Pop 
LUK.3.6	Ac oll cnawd a wyl iechy
LUK.3.7	Yno y deuot ef wrth y popul
LUK.3.8	Dygwch gan hyny ffrwythae teilwng i 
LUK.3.9	Ac yr awrhon y dodwyt y vwyall ar wraiddyn y prenie: can hyn pop pren ny ddwc ffrwyth da, a 
LUK.3.10	Yno y govynodd popul
LUK.3.11	Ac ef a atepawdd ac a ddyuot wrthynt, Hwn 
LUK.3.12	Yno y daeth y Publicanot hefyt y’w betyddio, ac a ddywetsont wrthaw, Athro, pa 
LUK.3.13	Ac ef a ddyuot wrthynt, Na 
LUK.3.14	A’r 
LUK.3.15	Mal ydd oedd y popul yn 
LUK.3.16	ydd atepai Ioan, ac y dywedai wrthynt oll, My
LUK.3.17	Yr vn 
LUK.3.18	Ac vellhyn gan 
LUK.3.19	Eithyr pan 
LUK.3.20	ef a angwanegawdd hyn hefyt ar vcha oll, goarchau o hanaw Ioan yn‐carchar. 
LUK.3.21	Ac e ddarvu, wrth vatyddiaw yr oll popul, ac y betyddiwyt Iesu, ac y gweddiawð ef, val yr agorit y nef: 
LUK.3.22	a’r Ysprit glā a ddescen
LUK.3.23	Ac 
LUK.3.24	 Mathat, 
LUK.3.25	 Mattathias, 
LUK.3.26	 Maath, 
LUK.3.27	 Ioanna, 
LUK.3.28	 Melchi, 
LUK.3.29	 Iose, 
LUK.3.30	 Simeon, 
LUK.3.31	 Melea, 
LUK.3.32	 Iesse, 
LUK.3.33	 Aminadab, 
LUK.3.34	 Iacob, 
LUK.3.35	 Saruch, 
LUK.3.36	 Cainan, 
LUK.3.37	 Mathusala, 
LUK.3.38	 Enos, 
LUK.4.1	AC Iesu yn llawn o’r Yspryt glan, a 
LUK.4.2	ac a vu 
LUK.4.3	Yno y dyuot diavol wrthaw, A’s map Duw wyt, gorchymyn i’r maen hwn yn y wnaer yn vara. 
LUK.4.4	Ac Iesu 
LUK.4.5	Yno y cymerth diavol ef y vyny
LUK.4.6	Ac eb y
LUK.4.7	Ac velly a’s ti a’m addoly i, 
LUK.4.8	A’r Iesu ei atepawdd, ac a ddyuot, Ymdyn y wrthyf Satan: can ys ’scriuenwyt, Addoly yr Arglwyð dy Dduw, ac efe yn vnic a wasanethi. 
LUK.4.9	Yno yr aeth ac ef y Gaerusalem, ac ei 
LUK.4.10	can vot yn yscrivenedic, Y gorchymyn 
LUK.4.11	ac aei dwylo ith gyfodant, rac yty vn amser daro dy droet wrth garec. 
LUK.4.12	A’r Iesu a atepodd ac a ddyvot wrthaw, 
LUK.4.13	A’ gwedy gorphen o’r diavol yr oll 
LUK.4.14	A’r Iesu a 
LUK.4.15	Can ys ef a 
LUK.4.16	Ac ef a ddaeth i Nazaret lle magesit ef, ac (yn ol ei ddevot) yr aeth i’r Synagog ar y dyð Sabbath, ac a godes yn ei sefyll i ddarllen. 
LUK.4.17	Yno y rhoed ataw lyver y 
LUK.4.18	Yspryt yr Arglwydd, 
LUK.4.19	ac er i mi precethu blwyddyn gymredic yr Arglwydd. 
LUK.4.20	Ac ef a gayawdd y llyver, ac ai rhoes drachefn at y gwenidawc, ac a eisteddawdd 
LUK.4.21	Yno y dechreawdd ef ddywedyt wrthynt, Heddyw y cyflawnwyt yr Scrythur hyn yn eich clustiae 
LUK.4.22	Ac oll a ddug
LUK.4.23	Yno y dyuot ef wrthynt, 
LUK.4.24	Ac ef a ddyuot, Yn wir y dywedaf y chwi, Ni
LUK.4.25	Ac yn‐gwirioneð y dywedaf ywch ’llawer o wrageð‐
LUK.4.26	Ac nid at y
LUK.4.27	Hefyd llawer gohangleifion oedd yn yr Israel yn amser Eliseus y Prophwyt: ac ny 
LUK.4.28	Yno yr oll rei 
LUK.4.29	ac a godesont 
LUK.4.30	Ac yntef gan vyned trwy y cenol wy aeth ymaith.
LUK.4.31	Ac a ddeuth y weret i Capernaum, dinas yn Galiaea, ac yno y dyscawdd ef hwy ar y dyddiae Sabbath. 
LUK.4.32	Ac 
LUK.4.33	Ac yr oedd yn y Synagog ddyn ac iddaw yspryt cythraelic aflan, yr hwn a lefawð a llef 
LUK.4.34	gan ddywedyt, 
LUK.4.35	A’r Iesu a ei 
LUK.4.36	Ac e ddaeth of
LUK.4.37	Ac aeth son am danaw dros bop lle o’r amgylch‐wlat.
LUK.4.38	Ac ef a gyuodes 
LUK.4.39	Yno y safawdd ef vch i phen, ac e geryðawdd yr haint‐gwres, a’
LUK.4.40	Ac wedy myned haul y 
LUK.4.41	A’ chythraelieit hefyt a 
LUK.4.42	A’ phan oedd hi yn ddydd, yr aeth e oyno y ymddaith i le diffaith, a’r 
LUK.4.43	Ac 
LUK.4.44	Ac ef a precethawdd yn‐dinasoedd Galilaia.
LUK.5.1	YNo y darvu, a’r popul yn poysaw ato y wrandaw gair Duw, ac yð oedd ef yn sefyll yn emyl llyn Genesaret, 
LUK.5.2	ac e welodd ddwy long yn sefyll wrth y llynn, a’r pyscotwyr a descennesent o hanwynt, ac oeddynt yn golchi ei rhwytae. 
LUK.5.3	Ac ef a dringawdd i vn o’r llongae yr hon y oedd 
LUK.5.4	Gwedy iddaw beidiaw ac ymadrodd, y dyvot wrth Simon, 
LUK.5.5	Yno Simon a atepawd, ac a ddyvot wrthaw, Y llywiawdr, ni a dravaelesam yn hyd y nos, ac ny ddaliesam ddim: etwa ar dy ’air di, mi a vwriaf y rhwyt. 
LUK.5.6	Ac wedy yddwynt wneythyr hyn, wy a 
LUK.5.7	Ac wy a amneidiesant ar ei cyveillion, yr ei oeddent yn y llong arall, y ddewot 
LUK.5.8	A’ phan welawdd Simon Petr 
LUK.5.9	o bleit ydd oedd ef wedy 
LUK.5.10	Ac velly hefyd 
LUK.5.11	A’ phan dducesont y llongae ir tir, eu 
LUK.5.12	A’ darvu, val ydd oedd ef mewn ryw ddinas, 
LUK.5.13	A’r 
LUK.5.14	Ac ef a ’orchymynawdd iddaw na ddywedei 
LUK.5.15	Ac 
LUK.5.16	Ac ydd oedd ef yn dal
LUK.5.17	A’ darvu, ar ryw ddydd, val yr oedd ef yn 
LUK.5.18	Yno 
LUK.5.19	A’ phan na vedrent ddychymygu pa ffordd y dygent ef y mywn, gan 
LUK.5.20	A’ phan welas ef y ffydd wy, y dyuot wrtho 
LUK.5.21	Yno y dechreuawdd y Gwyr‐llen a’r Pharisaieit veddyliaw, gan ddywedyt, Pwy 
LUK.5.22	Ac wrth wybot o’r Iesu y meddyliae hwy, yr atepawdd, ac y dyuot wrthynt, Pa veddylio ydd ych yn eich calonae? 
LUK.5.23	Pwy ’n hawsaf dywedyt, 
LUK.5.24	Ac val y gwybyddoch vot i Vap y dyn awdurtot i vaðae pechatae 
LUK.5.25	Ac yn y man y cyuodes y vyny
LUK.5.26	Ac 
LUK.5.27	Yn ol 
LUK.5.28	Ac ef a adawodd oll, a gynodes 
LUK.5.29	Yno y gwnaeth Leui ’wledd vawr iddaw yn y duy y hun, lle yr oedd 
LUK.5.30	Eithyr y sawl o hanynt oedd ’wyr‐llen a’ Pharisaieit 
LUK.5.31	Yno ydd atepawð yr Iesu ac y dyvot wrthynt, Nid 
LUK.5.32	Ny ddaethym i ’alw yr ei cyfion, any
LUK.5.33	Yno y dywed
LUK.5.34	Ac ef a ddyuot wrthynt, A ellw‐chwi wneythy’r plant ystafell‐briodas y vmprydiaw, tra vo ’r 
LUK.5.35	An’
LUK.5.36	Ac ef o ddyuot barabol wrthynt, Ny 
LUK.5.37	Hefyt ny thywallt nep ’win newyð mywn hen 
LUK.5.38	Eithyr gwin newydd 
LUK.5.39	Hefyd nyd oes neb a yf ’win hen, yn y van a ddeisyf 
LUK.6.1	AC e ðarvu ar yr ail Sabbath 
LUK.6.2	A’r ei o’r Pharisaieit a ddywed
LUK.6.3	Yno ydd atepawdd yr Iesu yddynt ac y dyuot. 
LUK.6.4	mal ydd aeth ef 
LUK.6.5	Ac ef a ddyuot wrthynt, 
LUK.6.6	Darvu hefyt ar Sabbath arall, 
LUK.6.7	A’r Gwyr‐llen a’r Pharisaieit oeddent yn y 
LUK.6.8	Eithyr ef a wyddiat y meddyliae hwy, ac a ddyuot wrth y dyn oedd a’r llaw 
LUK.6.9	Yno y dyuot yr Iesu wrthynt, 
LUK.6.10	Ac ef a 
LUK.6.11	Yno yr ymlanwent wy o 
LUK.6.12	Ac 
LUK.6.13	A’ phan aeth hi yn ddydd, ef ’alwodd 
LUK.6.14	(Simon yr vn hefyd a enwodd ef 
LUK.6.15	Matthew, a’ Thomas: Iaco
LUK.6.16	Iudas 
LUK.6.17	Yno y descen
LUK.6.18	a’r ei a 
LUK.6.19	A’r oll dyrfa a geisiawdd y gyfwrdd ef: can ys nerth ai o hanaw allan, ac y 
LUK.6.20	Ac ef a dderchafawadd ei 
LUK.6.21	Gwyn eich byd yr ei ’sy yn newyny yr awrhon: can ys 
LUK.6.22	Gwyn eich byd pan ich casao dynion, a’ phan ich 
LUK.6.23	Byddwch lawen yn y dydd hwnw, a’ 
LUK.6.24	Eithr 
LUK.6.25	Gwae 
LUK.6.26	Gwae chwy 
LUK.6.27	An’d wrthych y dywedaf, yr ei a glyw
LUK.6.28	Bendithiwch y sawl ach melltithiant, a’ gweddiwch tros y sawl a wnant eniwet y’wch. 
LUK.6.29	Ac i hwn ath trawo ar yn aill 
LUK.6.30	rro i bawp a 
LUK.6.31	Ac val yr wyllysoch wneuthur o ddynion i chwi, a’ gwnewch chwi
LUK.6.32	Can ys a cherwch yr ei ach carant, pa 
LUK.6.33	Ac a’s gwnewch‐dda i’r sawl a wnant dda i chwi
LUK.6.34	Ac 
LUK.6.35	Can hyny cerw‐chwi eich gelynion, a’ gwnewch‐ða, a’ 
LUK.6.35	Yr euangel y iiij. Sul gwedy Trintot.
LUK.6.36	¶ Byddwch gan hyny drugarog
LUK.6.37	Na varnwch, ac nich bernir: na 
LUK.6.38	Rowch, ac e roddir ychwy: mesur da 
LUK.6.39	Ac ef a ddyvot 
LUK.6.40	Nyd yw’r discipul uch pen ei athro: anid pwy bynac 
LUK.6.41	A’ phaam y gwely vrycheuyn yn llygat dy vrawt, a’r trawst y sy yn dy lygat dy hun nyd wyt yn ystyriet? 
LUK.6.42	Ai pa vodd y gelly ddywedyt wrth dy vrawt, Y brawt, gad i mi dynu allan y brychaeyn ys id yn dy lygat, a’ thydy eb welet y trawst ys yd yn dy lygat vn? 
LUK.6.43	Can ny
LUK.6.44	Can ys pop pren a adwaenir 
