GEN.1.1	Ante pëgwëko W̃ën ntind viỹë ŋa, ambin ŋa g'inkal iŋa ntiko ten.
MAT.7.7	Yesu më mbok ntehnëk kat: «Tëƴëryindën njëɗaɗerun, ƴëkëlehnëryindën nuɗun, ɓankëryindën rënka ỹa piɗëtënderun. 
MAT.7.8	Paryi pëƴaɗëmu, ale-wo-le rëƴëka njëɗaɗe, ale yëkëlehnëka nuɗ do piɗëtëhnëɗe rënka ỹa ale vankëɗ a. 
MAT.7.9	Nke bi hnë w̃uhnë ahnë ale yëɗaɗëha fatahu itaka ge mburu tëƴëka, 
MAT.7.10	ma lën ge igis tëƴëka? 
MAT.7.11	Mama mehantun, ɓare viỹë vëfërën yëɗaɗunëhëhni vutah hun va. Do kas Rëmun le ye g'ambin ỹi njëɗaɗëhëhni viỹë vëfërën vële rëƴëɗëha va!
MAT.7.12	«Fop ile ỹaɗun ntinëhnënihu vahnë ỹa, dinëhnëryinëhni w̃uhnë fëna: irac ye ile karaŋëɗ 
MAT.7.13	«Tënkëryin rënka suyah hna. Vëyaɓah rënka yankah hna tënkëɗëni do nkaw̃ nkwankah ŋa tëfëɗëni ɓare g'iɓëv njiryeryëɗ. 
MAT.7.14	Rënka suyah ỹa g'ankaw̃ ntakah tëfi ŋa g'uwám usër njiryeryëɗ; vële hnuɗ va vëyaɓëna.»
MAT.7.15	Yesu më mbok ntehnëk kat: «Keharyinëhni 
MAT.7.16	Njavëtëɗunëhëhni ge nurun ile ntiɗëni ỹa. Gena bi 
MAT.7.17	Atëh përën wadëw̃el wapërën ntëw̃ëɗ do atëh meh wadëw̃el wameh ntëw̃ëɗ. 
MAT.7.18	Atëh përën koɗina ntëw̃ wadëw̃el wameh, atëh meh fëna koɗina ntëw̃ wadëw̃el wapërën. 
MAT.7.19	Atëh nte-wo-nte woɗ dëw̃ëna wadëw̃el wapërën ŋa, ŋosëɗe ntabi gë hwëɗëh. 
MAT.7.20	Ha, koyëna dënk njavëtëɗunëhëhni wakila vëw̃ër ŋa ge nurun ile ntiɗëni ỹa.»
MAT.7.21	Yesu më mbok ntehnëk kat: «Lakënde vahnë va macëndëniho: “Ahwëhn, Ahwëhn” gena soŋe umë rënkëndahnëɗëhëhni Naw̃ ambin hna; vële liɗ le ñaɗ Rëm mën le ye g'ambin va fo rënkëɗ. 
MAT.7.22	Hnë fac le kitiŋëɗëha W̃ën ɗuniỹa hna vëyaɓah ntehnëɗëniho: “Ahwëhn, Ahwëhn, gena bi toña, g'uw̃ac hu w̃a pëƴahnëɗëfunëho wanës W̃ënu ŋa; g'uw̃ac hu w̃a ntaɗëfunëhëhniwo 
MAT.7.23	Awa ntehnëɗëfuhëhni: “Koɓëri ƴëtëluhna! Ŋaw̃ëtaryino, w̃uhnë vële wok ɗiɗiluhna le ñaɗ Rëm mën a!”»
MAT.7.24	Yesu më mbok ntehnëk kat: «Ale-wo-le wëryëk wanës wante hnësëɗëfu takahn ŋi do nti watac arac aritah ye: nke had ale vëryëk cery ntëw̃u gë sima. 
MAT.7.25	Rëv ỹa tëvëk, wasën w̃a macëk, sël sankaf ỹa cëlëk, ɓare këfëna cery tac, kaɓi gë sima mbëryik. 
MAT.7.26	Ɓare ale wëryëk wanës wante hnësëɗëfu takan ŋi do dil watac, arac ahnënkwah ye: nke had ale vëryëk cery ntëw̃u g'inkal fo. 
MAT.7.27	Rëv ỹa tëvëk, wasën w̃a macëk, sël sankaf ỹa cëlëk këfëlehn cery tac do nih fop.»
MAT.7.28	Ga puhnak Yesu wante nësëɗëho ŋa, vahnë va fop pëmpëhnahnëkëhniwo gante karaŋëɗëhëhniwo ka. 
MAT.7.29	Gelohna gë 
MAT.8.1	Ante cëlëɗëho Yesu kuŋ hna kore sankaf rëfëlehnëɗëhawo. 
MAT.8.2	Awa asan ahwëhn 
MAT.8.3	Yesu më njelëk vák ỹa ñaka do ntehna: «Ñaɗëfu: Pacëry!» Taŋ njërëlehn. 
MAT.8.4	Tac Yesu më ntehnëka: «Nëpary ɗus: nt'afëƴahna ỹin la aryampo, ɓare ƴiry njëki asëna wasaɗëha ỹa, do canëry saɗëha le kerëko Moyis canënde ỹa. Koyëna vahnë va fop njëtëɗëni pacëru.»
MAT.8.5	Wati nte tënkëɗëho Yesu Kaperënaỹum ŋa, Kapiten vë Rom rëhakawo soŋe muntahna ndemahna. 
MAT.8.6	Më lehnëkawo: «Ahwëhn, aryokuŋ mën a ndakëk tere hna, koɗina mat, mbërak ɗus.»
MAT.8.7	Yesu më ntëkwaka: «Njiɗëfu yërënëw̃a.»
MAT.8.8	Kapiten ỹa më ntehnëk: «Ahwëhn, catëla soŋe arënkahn tere mën hna. La ki fo nësëru njërëɗ. 
MAT.8.9	Ami dënk, vële lëbëko ucankaf a w̃aw̃ëndëɓu do kwëhnaɓuhëhni wasoɗaɗe wale w̃aw̃ëndëho fëna. Ge ntehnëɓuha aryampo nji, njiɗ. Ge ntehnëɓuha aỹëntaw̃ njij, njijëɗ. Do ge ntehnëɓuha aramp mën a fëna nti iñë, ntiɗ.»
MAT.8.10	Yesu ga nkwëryëk wanës watac, pëmpëhnahnëkawo më ntehnëkëhni vële rëfëlehnëɗëhawo va: «Toña ỹa fëƴaɗëmu: nulëw̃ahna hnë ɓulunda vëvë 
MAT.8.11	Paryi pëƴaɗëmu: vahnë vëyaɓah matiɗëni vacape hna fop, ntañalandëni gë Abëraham gë Isak do gë 
MAT.8.12	Ɓare vële rëfëkawo nkentini Naw̃ va canëɗeni g'ipër le mbahnëk hna, hnam rëkëɗ kondëni do cemëlehnandëni wabeñ ŋa.»
MAT.8.13	Tac Yesu më ntehnëka kapiten ỹa: «Ɓokary gë ỹal hu! Araɓi W̃ënu ŋa ntinëhni ile hwëtahnëru ỹi!» Do aryokuŋëhn kapiten ỹa njërëko hnë wati rac dënk.
MAT.8.14	Tac Yesu njiko tere 
MAT.8.15	Umë ñakëka vák ỹa do yak mbahn w̃a tavëlehna taŋ. Asëval a matëlehn njohala.
MAT.8.16	Ante nëkak ŋa, njonëhnijikëhniwo Yesu kore sankaf vahnë vële pëlani 
MAT.8.17	Koyëna ntiyako wanës 
MAT.8.17	«Nufëk ile horotehnëɗëhëfu ỹa;
MAT.8.17	ndiɓëk wates wadëw̃ fu ŋa.»
MAT.8.18	Ante nukëhniwo Yesu fop kore le hwërëka ỹa më ntehnëkëhni vërëfal vëlëw̃u va ntëmpëtani gë cape ñëntaw̃ lant ka. 
MAT.8.19	Hnë wati rac 
MAT.8.20	Yesu më ntëkwaka: «Vuntadaw̃ va kwëhnani wahatëh wale njinëgandëni do wusëry w̃a wahof; ɓare Ajë Ahn'a kwëhnana ỹëw̃a le njinëgaɗ.»
MAT.8.21	Ahaw̃ary kat arac 
MAT.8.22	Yesu më ntëkwaka: «Tëfe do tavëryihni vësëm va mbañënihëhni vësëm vëlëw̃ hni va.»
MAT.8.24	Taŋ sël sankaf matëlehn lant hna, cëlënd hafo wavonkëlo w̃ënka ŋa ñand tëmp kulu ỹa. Wati rac Yesu wakwëɗ ndakëko. 
MAT.8.25	Awa vërëfal va më tëhaniha nëgëtëniha ndekatëndëni: «Ahwëhn, pehëtëryifu! Cëm iŋa yeyinëk!»
MAT.8.26	Më ntëkwakëhni: «Soŋe ye ntakëku? Gante mbak kwëtahn hun ka!» Matëlehn, ŋañëna sël ỹa gë wavonkëlo w̃ënka ŋa, tëryalehn fop nkelehn yamah sankaf.
MAT.8.27	Vëhni fop pëmpëhnahnëkëhniwo më ntehnëɗëni: «Mo ga ye awa aỹi asan? La sël ỹa gë w̃ënka ŋa maw̃ëhnëɗëniha!»
MAT.8.28	Ante tëkëko Yesu hnë nkal vëvë Gadara hna, gë cape ñëntaw̃ lant ŋa, vësan vëhi vële pëlaniho waƴine më cahnini wayag hna njijëndëni pankëlëni. Ŋaƴëniho ɗus, soŋe rac ahnë ɗëkëɗilohna mbok tëf nkaw̃ tac. 
MAT.8.29	Pëgwëlehnëni ndekandëni: «
MAT.8.30	Hara kore vampëhëmpëh ryavëɗëho ŋaw̃ët toƴe. 
MAT.8.31	Awa 
MAT.8.32	Më ntehnëkëhni: «Ƴiryin!» Më cahnënihëhni vësan vëhi va njini tënkënihëhni vampëhëmpëh va. Taŋ kore vampëhëmpëh na fop pëtalehnëhni vambëŋ kuŋ hna njini ntëbani lant hna do cëmëlehnëni fop. 
MAT.8.33	Vëhery vampëhëmpëh va njilehnëni g'igary fo g'ankol do gë le kwëtëɗeni vampëhëmpëh hna pëƴahnini fop le nuni ỹa do g'ile yehëhni vësan vële pëlaniho waƴine va. 
MAT.8.34	Vahnë vëvë nkol va fop cahnëniho njini pankëlëni gë Yesu. Koɓëri ga nuniha këlaniha cahn resiỹo lëw̃ hni hna.
MAT.9.1	Ga matëk hnam Yesu më kaƴëk kulu sankaf hna do ntëmpëta nji g'inkol ntëw̃u. 
MAT.9.2	Ga tëkëk hnam vahnë më njinenëhniniha asan ale ye vorovoro hnë ƴala ndakëko. Yesu ga nuk ikwëtahn nte kwëhnani soŋe lëw̃u vële yojëkawo va, më ntehnëka aresa: «Ɗuñënary, fatah mën! Tavëhnëmi wameh hu ŋa!»
MAT.9.3	Awa 
MAT.9.4	Yesu njëtëko le nahaɗëni ỹa, më ntehnëkëhni: «Soŋe ye hwëhnarun viŋi vinahan vimeh? 
MAT.9.5	Lehnuw̃a aỹi asan: “Wameh hu ŋa tavëhnëmi”, ma: “Matëry do ƴasëry” ryampo bi ỹak hnëŋëk nësi hnë waŋi? 
MAT.9.6	Awa ñaɗëfu ayëtu: 
MAT.9.7	Asan a matëlehn nuf ƴala lëw̃u ỹa do mënc gë ỹalu. 
MAT.9.8	Kore ỹa ga nuni watac, pëmpëhnahnëkëhniwo do cëmbëɗënihaw̃o W̃ënu ŋa soŋe le njëɗakëhni vahnë va iỹi sifa w̃ëka.
MAT.9.9	Yesu matëko hnam njind do nuhna asan ale w̃acik Matiye hnë biro le cosahnëɗe ỹatëtanke hna ntañako. Më ntehnëka: «Tëfe!» Matiye matëlehn do tëfëlehnënda. 
MAT.9.10	Tac, Yesu gë 
MAT.9.11	 w̃a ga nuni watac më ntehnënihëhni vërëfal Yesu va: «Soŋe ye tokëntëɗe aharaŋ hun aỹi gë vërëf ỹatëtanke vi do gë vew̃eh vi?»
MAT.9.12	Yesu nkwëryëkëhniwo më ntehnëk: «Vëres va valëkëhni g'ayërën, gena vële wok vëresëna. 
MAT.9.13	Ƴiryin aỹëŋawu ile pëhnëtanëɗ waŋi wanës W̃ën: “Ipërëna ŋa fecehnëko, gena saɗëha wusaw̃.”
MAT.9.14	Awa 
MAT.9.15	Më ntëkwakëhni: «Naharun bi vële faƴehnik ambënt va koɗëni kwëhnani uyiw̃ëhnah wati le nkelahnëni g'ale ỹëlëɗ a? Koɗina nke watac! Ɓare wati yejëk ntihëtëndeniha ale ỹëlëɗ a; awa wati rac vërëfal mën va rëkëɗ cuŋëntëndeni.
MAT.9.16	«Ahnë kaɗëɗina ankwëỹ pand kasëk, nte wok kwëỹana ten, hn'ipand cër; ge gena umë, ankwëỹ pand kasëk iŋa, ge ndagik, kwëỹaɗ do citëɗ pand cër iŋa do hatëh ha njankëɗ ɗus. 
MAT.9.17	Taw̃ëɗena fëna uñen kasëk hnë waryëpët wasër
MAT.9.18	Wati nte nësëndëhëhniwo Yesu waŋi ŋa, asankaf wasëwif rëkiko, ndëkwëhn haryënkw lëw̃u do ntehna: «Aryag mën a cëmëk tamëki; ɓare ƴij aỹaka do matëɗ.» 
MAT.9.19	Yesu më matëni gë 
MAT.9.20	Awa ga njiɗëni, asëval ale resëko njiɗëho sat koɓëri hnë wabëhn pëhw gë waki, rëhakawo Yesu kamëhni do ñak wacëmët cuɗ ntëw̃u ŋa 
MAT.9.21	kaɓi ntehnaɗëho: «Lakënde viỹi vilëw̃u vi fo ỹakakëndëɓu, njërakëndëɓu.»
MAT.9.22	Ante ñakëk ŋa Yesu më cahëtak do ntehna: «Ƴaw̃ënary, aryag mën! Ikwëtahn hu ŋa njërënëki.» Do hnë wati rac dënk asëval a njërëko.
MAT.9.23	Tac Yesu tëkëko hnë tere asankaf wasëwif hna. Ga nukëhni vële yëw̃ëɗ ge ahnë cëmëk va do gë vële yahnaɗëho va, 
MAT.9.24	më ntehnëk: «Cahnëryin hnani, fandag fi cëmëna, wakwëɗ fo ndakëk.» Ɓare njafaŋëɗënihawo. 
MAT.9.25	Ga canënihëhni kore ỹa g'ipër, Yesu tënkëko cery hna, pëlahna fandag fa vák ỹa do matëlehn. 
MAT.9.26	Wëkasëk watac campëko resiỹo hna fop.
MAT.9.27	Hnë wati nte matëko Yesu hnam njind ŋa, vumëp vuki rëfëlendëhawo ndekatëndëni: «Hey! 
MAT.9.28	Ga tëkëk tere hna, vumëp va më tëhaniha do më tëƴëkëhni: «Ntiyahnëku bi koɗëfu liwu ile rëƴëɗun ỹa?»
MAT.9.28	Më ntëkwaniha: «Ha, Aharaŋ.»
MAT.9.29	Awa më ñakëkëhni vinkër va do ntehn: «Araɓi W̃ënu ŋa maw̃ëryahnu ile ỹaɗun ỹa kaɓi kwëtahnërunëho!» 
MAT.9.30	Do vinkër vidëw hni va kolëko nund. Tac më ŋañënahnëkëhni ntehnëhni: «Nëparyin ɗus, la aryampo tëfëlahna njëta waŋi.» 
MAT.9.31	Ɓare njiniho nësëndëni soŋe Yesu ỹa hnë resiỹo rac hna fop.
MAT.9.32	Wati le cahnëɗëniho vumëp ŋa, Yesu njonëhnijikawo kumim kaɓi ƴine fëlakawo. 
MAT.9.33	Yesu canënda tuŋ 
MAT.9.34	Ɓare 
MAT.9.35	Hnë wati rac Yesu njiɗëho wahnaw̃ gë vankol hna fop; karaŋëɗëhëhniwo vahnë va 
MAT.9.36	Kaỹëhnahnëkawo ɗus gë wakore wade nuɗëho ŋa: mbëraniho do cilëtaniho; nkeniho had wape wante wok wahwëhnana ale heryëɗëhëhni. 
MAT.9.37	Awa më ntëhnëkëhni 
MAT.9.38	Awa muntaryina ahwëhn kaỹ a nkwënihni vëhaw̃ary.»
MAT.10.1	Ga puk watac Yesu macëkëhniwo 
MAT.10.2	Wëlin wamac wadëw̃ hni ŋa:
MAT.10.2	aryënkwëryënkw a umë ye Simo, nte w̃acëɗe 
MAT.10.2	gë viju Sebede, 
MAT.10.3	gë Filip
MAT.10.3	gë Barëtelemi
MAT.10.3	gë Toma
MAT.10.3	gë Matiye arëf ỹatëtanke ỹa
MAT.10.3	gë 
MAT.10.3	gë Tade;
MAT.10.4	gë Simo Ahahnëndak a
MAT.10.4	gë Yuɗa Isëkariyot ale yeɗ aroka Yesu ỹa.
MAT.10.5	Tac, Yesu paƴëkëhni ɗoku vësan pëhw gë vëhi va, gë ỹi siyab: «Keharyin waresiỹo wale ntëɗahnëni vële wok vëyena wasëwif va do nt'arënku la inaw̃ ɗampo 
MAT.10.6	ɓare ƴiryin gë cape ɓulunda 
MAT.10.7	Nkaw̃ hna, pëƴahënëhni vahnë va Naw̃ ambin ŋa tëhajëk, 
MAT.10.8	ƴërënëryinëhni vëres va gë vëhwëhn 
MAT.10.9	Nt'ayoyawu la uỹëc koryi ryampo; 
MAT.10.10	nt'ayowu kufa soŋe uyas w̃a; la acuɗ akaw̃ary ma wapary wakaw̃ary, la ryoko, kaɓi aryokuŋ a njëɗaɗe le valëɗëha ỹa.
MAT.10.11	«Ge tëkërun hn'inaw̃ ma hn'ankol, ƴëkëlehnëryin bi mo fëhwëtak soŋe kacaw̃u do ñëw̃ëryin ỹalu hna fo hafo aw̃atu hnam. 
MAT.10.12	Ge tënkërun hnë tere dehnëryin: “Araɓi ƴam ỹa nke gë w̃uhnë.” 
MAT.10.13	Ge vële lëɗëk hnë tere rac va kacanihu, araɓi ɗëwara hun ŋa cël ỹal hni hna, ge gwër nuỹani nke. Ge gena umë, araɓi iɗëwara hun ŋa mboka gë ỹalun. 
MAT.10.14	Ge, hnë tere ma nkol hna fop, ŋwëỹik kacaɗeluhna ma nëpayiluhna, kërënaryin hnam do ɓankaryin ivëɗ wapary hun ŋa. 
MAT.10.15	Toña ỹa fëƴaɗëmu: hnë fac kiti hna, vële lëɗëk Sodom gë Gomor
MAT.10.16	«Nëparyin! Paƴëɗëmu had wape wante wok wayëtëna ỹaƴah fagant waỹin. Awa titënaryin do ahnëŋu. 
MAT.10.17	Keharyinëhni vahnë va kaɓi kitiŋëɗënihu do ntampëɗënihu 
MAT.10.18	Njiryeryëɗerun haryënkw hnë waguverëner hna gë vëhnaw̃ hna soŋe lëmën, waseɗe mën yeɗun haryënkw lëw̃ hni, vëhni gë waɓulunda wadëw̃ hni ŋa. 
MAT.10.19	Ge njiryeryirun vakitiŋa hna antë nkehahnahnu soŋe le hnësëɗun ma gante tëfëka ahnësu: wanës wante rëfëka ahnësu ŋa njëɗaɗëhu W̃ënu ŋa wati rac. 
MAT.10.20	Ha, gena w̃uhnë rëkëɗ ahnësëndu, ɓare Iƴir Rëmun ŋa rëkëɗ nësënd hnë w̃uhnë.
MAT.10.21	«Hnë wati rac, vële vankëk rëm gë hnëm njëɗahnëlëɗëni soŋe ndaw̃ini; warëm w̃a koyëna ntiɗënihëhni vutah vuntëw̃ hni va do vutah va ñew̃ëɗënihëhni vële hnagëkëhni va do ndaw̃ehnëɗënihëhni. 
MAT.10.22	Vahnë va fop ñew̃ëɗënihu soŋe lëmën. Ɓare ale yaw̃ënaɗ hafo pu ỹa, W̃ënu ŋa pehëtëɗëha. 
MAT.10.23	Ge këm fo ntiɗerun hn'inaw̃, garyëryin hn'ikaw̃ary. Toña ỹa fëƴaɗëmu: nkoɗun afëƴahnëndu wanës W̃ënu ŋa hnë wahnaw̃ wavë Isërayel hna fop hafo 
MAT.10.24	«Fakaraŋ fante lëbëka aharaŋ alëw̃u gena do aryokuŋ ale lëbëka ale ndokuŋëhnëɗ gena. 
MAT.10.25	Caŋëk ge fakaraŋ fa nke had aharaŋ alëw̃u ỹa do aryokuŋ a nke had ale ndokuŋënd a. Ge asankaf tere ỹa 
MAT.10.26	«Gante-wo nke ka, ntë ntaku gë vahnë va. Fop le sow̃ik ỹa cow̃ëtëɗe, do fop le ye sëvah ỹa njëtëɗe. 
MAT.10.27	Ile hnësëhnëɗëmu g'umëɗ ỹa, tëfëtaryin ge pacëk; ile ỹakëñakënderun ỹa, ɗekaryin ƴaŋ. 
MAT.10.28	Antë ntakuni vële ryaw̃ëɗ imbahn ɓare hara wahoɗina ndaw̃ëni ntaw̃ary ŋa; dakëryiw̃una W̃ënu ŋa umë ale hoɗ ntab mbahn iŋa g'intaw̃ary iŋa per janáma hna. 
MAT.10.29	Gena bi nkwafëɗeni vuñer vuki gë uỹëc koryi ryampo? Ɓare la fëndampo hnë vutac ƴojëɗina nkal li hara W̃ënu ŋa Rëm hun ỹa ƴëtëna. 
MAT.10.30	Ge w̃uhnë ye, la mul ɓë vankaf hun ŋi ndëkwëk. 
MAT.10.31	Awa ntë ntaku: w̃uhnë lëbëkëhni nafa ỹa kore vuñer vuƴaɓah!
MAT.10.32	«Ale-wo-le hnësëk ɓulunda hna ami hwëhnëka, nësëɗëfu ami fëna haryënkw Rëm mën le ye g'ambin ỹa ami hwëhnëka aỹi; 
MAT.10.33	ɓare ale-wo-le hnësëk ɓulunda hna kwëhnëlëw̃ahna, nësëɗëfu ami fëna haryënkw Rëm mën le ye g'ambin ỹa kwëhnëlëw̃ahna.»
MAT.10.34	«Ant'ahnahawu ƴam yiryeryiɓu ɗuniỹa li: gena rac, uw̃ët ye. 
MAT.10.35	Wasaŋëɗina ajë gë rëmu, aryag gë hnëmu, asëval gë hnëm asanu; 
MAT.10.36	do vëỹew̃ ahnë va, vëvë tere lëw̃u va dënk yeɗ.
MAT.10.37	«Awa ale ỹahnëka rëmu ma hnëmu hafo lëbiwu ami, ahnë arac gena gwër nke arëfal mën; ale ỹahnëka aju ma aryagu hafo lëbiwu, ahnë arac gena gwër soŋe lëmën ỹa. 
MAT.10.38	Ale wok maw̃ana tëfëndo hafo paki cëm hna 
MAT.10.39	Ale ỹaɗ ỹi ɗuniỹa ỹi cëmëɗ, ɓare ale wok kwëtahnëna nëf ỹi ɗuniỹa, soŋe lëmën ỹa, nkoryaryëɗ ntaw̃ary dëw̃u ŋa hafo araƴen hna.»
MAT.10.40	«Ale-wo-le hacaku ỹa kacako; ale-wo-le hacako ỹa kacaka ale faƴiko ỹa. 
MAT.10.41	Ale-wo-le hacaka 
MAT.10.42	Toña ỹa fëƴaɗëmu: ale yëɗaka la w̃ënka waƴamah fo ale ỹak vak hnë 
MAT.11.1	Ante puhnako Yesu siyab 
MAT.11.2	 Ayary a, nte woko le cëɗiko hna, nkwëryëko le ntiɗëho 
MAT.11.3	tëƴëryina Yesu: «Arëhnayik ale ỹaɗ njija bi yeru ma ahaw̃ary rëfëkëfu hnapëfu?»
MAT.11.4	Yesu më ntëkwakëhni: «Ƴiryin afëƴawuna San ile wëryëɗun do g'ile hnuɗun ỹa: 
MAT.11.5	vumëp va nuɗëni, vële raɗëɗ va gona taɗëndëni, vëhwëhn 
MAT.11.6	Mbetak ale woɗ tavëna ikwëtahn dëmën ŋa!»
MAT.11.7	Ante njini vërëfal San ŋa, Yesu më nësëndëhëhni kore ỹa soŋe San ntehnënd: «Ye yirunëho ayëkiwu wula hna? Ale wok kwëhnana nafa had idël ɓë tëfary sën nte ñënkëlend sël bi? 
MAT.11.8	Awa ye yirunëho ayëkiwu? Ale suɗak viỹi viwamah bi? Vële suɗaɗ viỹi viwamah va vacery vëhnaw̃ hna nkeni. 
MAT.11.9	Awa, ye lë yirunëho ayëkiwu? 
MAT.11.10	Soŋe San nësëɗ Vikerëh va ante ntehnëko W̃ënu ŋa: “Cañëtëryiɗëfuha afaƴ mën a haryënkw hu pëhwëtëhni nkaw̃ ŋa.”
MAT.11.11	Toña ỹa fëƴaɗëmu: koɓëri nagina ale lëbëka 
MAT.11.12	Koɓëri wati nte pëƴahnëɗëho San wanës W̃ënu ŋa hafo gaki, ale-wo-le ntiɗ fere fop tënkahn Inaw̃ Ambin hna; vële varikaŋëk va fo hamënaɗ soŋe tënkëni. 
MAT.11.13	Wakila ŋa fop pëƴahnëni Naw̃ W̃ënu ŋa. 
MAT.11.14	Do ge ñaɗun aw̃aw̃u, San ye Eli, asan ale ntehnëniho wakila mbokajëɗ ŋa. 
MAT.11.15	Nëparyin ɗus, ge kwëhnarun vanëf awëryahnu!»
MAT.11.16	Yesu më mbok ntehnëk: «Mo hoɗëfu w̃ëntëndëlehnëw̃ëhni vëỹi vahnë? Vutah vunte lañak le nëhëɗëni mëntëlëni, vundampo ndekahnatëndënihëhni vuñëntaw̃ va: 
MAT.11.17	“Njëw̃ëhnirun hnëw̃ sampace, gaw̃ëluhna sampace! Njëw̃ëhnirun hnëw̃ wakwëy, gaw̃ëluhna wakwëy!” 
MAT.11.18	San njijëko, tokëɗilohna roka fërën, ceɗilohna uñen do vahnë va caŋahnëlëliwohna, ntehnëɗëniho soŋe umë: “
MAT.11.19	Tac Ajë Ahn'a njijëk, tokëɗ, ceɗ do ntehnëɗëniho soŋe umë: “Ƴëkëryina aỹi asan, roka gë use ñen fo nahaɗ, do lawo vërëf ỹatëtanke ye do gë vëw̃en!” Ɓare vële rëfëk uyët va njavëtëɗëni W̃ënu ŋa catëk.»
MAT.11.20	Awa Yesu pëgwëlehn ŋañënahnëndëhni vahnë vëvë vankol vante ñako ntihahn vifëmpëhnahnah viyaɓah vilëw̃u va, kaɓi hnam vëwëcëtëlohna vankeya vantëw̃ hni va. Më ntehnëk: 
MAT.11.21	«Meku w̃uhnë vëvë nkol mbë Korasin gë mbë Betësayida vi! Ỹal hun hna ntik W̃ënu ŋa viỹë vifëmpëhnahnah va gena Tir gë Sidon.
MAT.11.22	Soŋe umë fëƴaɗëmu, fac kiti hna vëvë Tir gë Sidon vëyapënanëhnëɗena ɗus gë w̃uhnë ki. 
MAT.11.23	W̃uhnë vëvë Kaperënaỹum ntiyahnëku bi njihnëɗerun hafo ambin hn'ani? Geɗina koyëna. Ñoƴëɗerun hafo janáma hna. Ge vifëmpëhnahnah vile liyik ỹal hun va Sodom
MAT.11.24	Soŋe umë fëƴaɗëmu, fac kiti hna vahnë vëvë Sodom va vëyapënanëhnëɗena gë w̃uhnë ki.»
MAT.11.25	Wati rac, Yesu ntehnëko: «Apa, Ahwëhn ambin g'inkal, camehnëmi gante njëtëndanëruhëhni vële ye had vutah ile sow̃ëntuhëhni vëhwëhn hakili g'uyët. 
MAT.11.26	Ha, Apa, ntiru koyëna kaɓi irac ỹaɗu.»
MAT.11.27	Yesu më mbok ntehnëk: «Rëm mën ỹa njëɗako fop. Ahnë ƴëtëlohna ami, Aj'a, ge gena Rëm mën ỹa. Ahnë ƴëtëlahna Rëm mën ỹa ge gena ami, Aju ỹa do vahnë vële rëhnaɓu rufëw̃ëhni Rëm mën va.»
MAT.11.28	«Ƴijën ỹal mën hna w̃uhnë fop vële ntënëk iɗiɓ vi do njëɗaɗëmu ntaw̃ëla ŋa. 
MAT.11.29	Nufëryin sug lëmën ỹa yaŋëndu, koyëna nuỹaɗun yam ỹa soŋe walaw̃ary hun hna dënk. Dakëla yentiwu do ntaw̃ary iŋa pacëko. 
MAT.11.30	Sug le lehnëmu ahnufu ỹi dakëna ndiɓi do iɗiɓ nte yëɗaɗëmu ŋa dënëna.»
MAT.12.1	Ga mbiỹëk toƴe, Yesu gë 
MAT.12.2	 wëryampo, ga nuni watac, më ntehnëniha Yesu: «Ƴëkëry, vërëfal hu va ile nkok maw̃ëryana sariya fu hnë fac ntaw̃ëla hna ntiɗëni!»
MAT.12.3	Yesu më ntëkwakëhni: «Karaŋëluhna bi ile ntiko 
MAT.12.4	Tënkëko cery W̃ën hna, nuf mburu nte kwëtëhniko W̃ënu ŋa, do tokëni umë gë vërëfëlëntaw̃u; hara, sariya fu ỹa maw̃ëryanëlëhniwohna tokëni: vësëna wasaɗëha fo maw̃ëryanëko. 
MAT.12.5	Ma karaŋëluhna bi ile kerëko Moyis ỹa: la hnë fac ntaw̃ëla hna, vësëna wasaɗëha ndokuŋëɗëniho 
MAT.12.6	Awa, paryi pëƴaɗëmu: nkehëhna hnani ile lëbëk Cery W̃ën Cankaf ŋi! 
MAT.12.7	Gena bi W̃ënu ŋa lehnëk Vikerëh hna: “Ipërëna ŋa fecehnëko, gena saɗëha wusaw̃?”
MAT.12.8	Ƴëtëryin, 
MAT.12.9	Yesu matëko hnam nji hnë 
MAT.12.10	Nkeho hnam asan ale cëmëko vák. Wafarise w̃a ñaɗëniho nuỹani ile pëƴahnëɗëni menëk Yesu pëlahni; soŋe rac më tëƴëniha: «Sariya fu ỹa maw̃ëryak bi njërëni ahnë hnë 
MAT.12.11	Yesu më ntëkwakëhni: «Ge aryampo hnë w̃uhnë, kwëhnaka ife ryampo fo do ife rac ntëba hnë hatëh hatëw̃ah hnë fac ntaw̃ëla hna, ƴiɗina bi ntabëtehn? 
MAT.12.12	Do, ahnë ƴaɓëlahna bi ɗus nafa ntëbi ife? Awa, sariya fu ỹa maw̃ëryak ntinëhni ahnë ifërën hnë fac ntaw̃ëla hna.» 
MAT.12.13	Awa Yesu më ntehnëka asan a: «Ƴeli vák hu ỹi.» Umë njelëk do mbokalehna fërën fo gë ỹëntaw̃ ka. 
MAT.12.14	Tac, 
MAT.12.15	Awa, Yesu, ga njëtak ile ñaɗëniho ntini wafarise w̃a, më kërënak hnam do kore sankaf rëfëlehnëkaw̃o. Njërënëkëhniw̃o vëres va fop, 
MAT.12.16	ɓare ŋañënahnëkëhniwo ntehnëhni antë pëƴahnëni bi mo ye. 
MAT.12.17	Koyëna nkeho ntiyahn wanës wante nësëko W̃ënu ŋa hnë w̃ës 
