GEN.1.1	Pradžioje Dievas sutvėrė dangų ir žemę.
EXO.36.16	Penkis jų sujungė į vieną, kitus šešis taip pat sujungė.
EXO.36.17	Padarė penkiasdešimt kilpų vieno sujungto uždangalo šone ir penkiasdešimt kito šone, kad abu būtų galima sukabinti.
EXO.36.18	Taip pat padarė ir penkiasdešimt varinių kabių, kuriomis būtų sukabinti abu sujungti uždangalai, kad susidarytų vienas uždangalas.
EXO.36.19	Dar padarė palapinės uždangalą iš raudonai dažytų avinų kailių ir uždangalą iš opšrų kailių.
EXO.36.20	Iš akacijos medžio padarė lentas palapinei, kad jas būtų galima pastatyti.
EXO.36.21	Kiekviena lenta buvo dešimties uolekčių ilgio ir pusantros uolekties pločio.
EXO.36.22	Jos turėjo po du išsikišimus, kad vieną lentą su kita būtų galima sukabinti. Taip buvo padarytos visos palapinės lentos.
EXO.36.23	Ir padarė lentas palapinei: dvidešimt lentų šonui, atgręžtam į pietus,
EXO.36.24	su keturiasdešimt sidabrinių pakojų – kiekviena lenta turėjo po du pakojus savo apačioje.
EXO.36.25	Taip pat į šiaurę atgręžtam šonui buvo padaryta dvidešimt lentų
EXO.36.26	su keturiasdešimt sidabrinių pakojų, po du pakojus kiekvienai lentai.
EXO.36.27	Palapinės šonui, atgręžtam į vakarus, padarė šešias lentas
EXO.36.28	ir dvi lentas palapinės kampams iš abiejų pusių.
EXO.36.29	Jos buvo sujungtos apačioje ir viršuje ir sudarė vieną sunėrimą. Taip jis padarė abiejuose kampuose.
EXO.36.30	Ir buvo iš viso aštuonios lentos ir šešiolika sidabrinių pakojų, po du pakojus kiekvienai lentai.
EXO.36.31	Ir padarė užkaiščius iš akacijos medžio. Penkis užkaiščius vienos palapinės pusės lentoms,
EXO.36.32	penkis užkaiščius kitos palapinės pusės lentoms ir penkis užkaiščius palapinės galui vakarų pusėje.
EXO.36.33	Ir padarė vidinį užkaištį, kuris eitų per lentas nuo vieno galo iki kito.
EXO.36.34	Aptraukė lentas auksu, nuliejo auksines grandis užkaiščiams ir užkaiščius aptraukė auksu.
EXO.36.35	Padarė uždangą iš mėlynų, raudonų, violetinių siūlų ir plonos suktų siūlų drobės ir ant jos išsiuvinėjo cherubus.
EXO.36.36	Jai pakabinti padarė keturis stulpus iš akacijos medžio, aptrauktus auksu, su auksiniais kabliais ir sidabriniais pakojais.
EXO.36.37	Palapinės įėjimui padarė užuolaidą iš mėlynų, raudonų, violetinių siūlų ir plonos suktų siūlų drobės, visą išsiuvinėtą,
EXO.36.38	ir penkis stulpus su jų kabliais. Jų pagrindus ir skersinius aptraukė auksu, bet jų penki pakojai buvo variniai.
EXO.37.1	Becalelis padarė iš akacijos medžio skrynią pustrečios uolekties ilgio, pusantros pločio ir pusantros aukščio.
EXO.37.2	Ją aptraukė grynu auksu iš vidaus ir iš išorės, auksinis apvadas buvo aplinkui.
EXO.37.3	Nuliejo keturias auksines grandis ir pritvirtino keturiuose kampuose: po dvi grandis iš kiekvienos pusės.
EXO.37.4	Iš akacijos medžio padarė kartis, kurias aptraukė auksu,
EXO.37.5	ir įkišo į grandis, esančias skrynios šonuose, jai nešioti.
EXO.37.6	Padarė dangtį iš gryno aukso pustrečios uolekties ilgio ir pusantros uolekties pločio.
EXO.37.7	Iš aukso padarė du cherubus, nukaltus iš vieno gabalo, abiejuose dangčio galuose.
EXO.37.8	Vieną cherubą viename gale, antrą – kitame. Ant dangčio padarė cherubus abiejuose galuose
EXO.37.9	išskėstais sparnais, gaubiančiais dangtį. Jų veidai buvo atgręžti vienas į kitą ir žiūrėjo į dangtį.
EXO.37.10	Padarė dar ir stalą iš akacijos medžio: dviejų uolekčių ilgio, uolekties pločio ir pusantros uolekties aukščio.
EXO.37.11	Jį aptraukė grynu auksu ir padarė auksinį apvadą aplinkui
EXO.37.12	ir auksinę briauną plaštakos platumo, o ant jos – kitą auksinį apvadą.
EXO.37.13	Nuliejo keturias auksines grandis, kurias pritaisė keturiuose kampuose prie kiekvienos stalo kojos,
EXO.37.14	ir į jas įkišo kartis stalui nešioti.
EXO.37.15	Kartis padarė iš akacijos medžio ir aptraukė auksu.
EXO.37.16	Padarė ir įvairius stalo reikmenis iš gryno aukso: dubenis, taures, smilkytuvus ir puodelius skysčiams aukoti.
EXO.37.17	Žvakidė buvo nukalta iš gryno aukso. Iš jos liemens ėjo šakos, taurelės, buoželės ir žiedai;
EXO.37.18	šešios šakos iš abiejų šonų: trys iš vienos pusės ir trys iš kitos;
EXO.37.19	po tris riešuto pavidalo taureles, po buoželę ir žiedą buvo ant kiekvienos šakos, kurios ėjo iš žibinto liemens.
EXO.37.20	Ant pačios žvakidės buvo keturios riešuto pavidalo taurelės su buoželėm ir žiedais.
EXO.37.21	Viena buoželė po dviem iš jos išeinančiom šakom, kita po dviem iš jos išeinančiom šakom ir trečia po dviem iš žvakidės išeinančiom šakom, visoms šešioms šakoms.
EXO.37.22	Buoželės ir šakos buvo nukaltos iš vieno gabalo gryno aukso.
EXO.37.23	Iš gryno aukso buvo padarytos ir septynios lempos, gnybtuvai ir indai nuognaiboms.
EXO.37.24	Žvakidė ir visi jos priedai buvo padaryti iš talento gryno aukso.
EXO.37.25	Iš akacijos medžio padarė smilkymo aukurą. Jis buvo keturkampis, uolekties ilgio, uolekties pločio ir dviejų uolekčių aukščio. Keturiuose jo kampuose buvo po ragą.
EXO.37.26	Jį aptraukė grynu auksu: viršų, šonus ir ragus, ir padarė jam auksinį apvadą aplinkui
EXO.37.27	ir dvi auksines grandis po apvadu dviejuose kampuose kartims įkišti, kad jį būtų galima nešti.
EXO.37.28	Kartis taip pat padarė iš akacijos medžio ir aptraukė auksu.
EXO.37.29	Patepimo aliejus ir smilkalai buvo pagaminti vaistininkų būdu iš tyriausių kvepalų.
EXO.38.1	Padarė deginamųjų aukų aukurą iš akacijos medžio: penkių uolekčių ilgio, tiek pat pločio, keturkampį ir trijų uolekčių aukščio,
EXO.38.2	su ragais kampuose, ir aptraukė jį variu.
EXO.38.3	Jo reikalams padarė iš vario: puodus, semtuvėlius, dubenis, šakutes ir indus anglims.
EXO.38.4	Aukurui padarė iš vario išpintas groteles aplinkui jį nuo apačios iki pusės.
EXO.38.5	Nuliejo keturias varines grandis grotelių kampuose kartims įkišti.
EXO.38.6	Padarė kartis iš akacijos medžio ir aptraukė jas variu.
EXO.38.7	Kartis įkišo į grandis aukuro šonuose, kad būtų galima nešti. Aukuras buvo sukaltas iš lentų, vidurys buvo tuščias.
EXO.38.8	Padarė ir praustuvę su stovu iš vario, kurį paėmė iš budėjusių ties palapinės įėjimu moterų veidrodžių.
EXO.38.9	Padarė ir kiemą. Jo pietų pusėje buvo šimto uolekčių ilgio užkabos, padarytos iš plonos suktų siūlų drobės,
EXO.38.10	ir dvidešimt stulpų su jų variniais pakojais; taip pat kablius ir skersinius iš sidabro.
EXO.38.11	Šiaurės pusėje buvo šimto uolekčių ilgio užkabos, dvidešimt stulpų, dvidešimt varinių pakojų ir sidabriniai kabliai bei skersiniai.
EXO.38.12	Vakarų pusėje buvo penkiasdešimties uolekčių ilgio užkabos, dešimt stulpų su variniais pakojais; jų kabliai ir skersiniai buvo padaryti iš sidabro.
EXO.38.13	Rytinė pusė buvo taip pat penkiasdešimties uolekčių pločio;
EXO.38.14	viename krašte buvo penkiolikos uolekčių ilgio užkaba su trimis stulpais ir jų pakojais
EXO.38.15	ir kitame krašte taip pat penkiolikos uolekčių užkaba, trys stulpai ir tiek pat pakojų.
EXO.38.16	Visos užkabos aplinkui kiemą buvo iš plonos suktų siūlų drobės.
EXO.38.17	Stulpų pakojai buvo variniai, o jų kabliai ir skersiniai – iš sidabro; stulpus aptraukė sidabru ir sujungė juos sidabriniais skersiniais.
EXO.38.18	Įėjimui į kiemą padarė iš mėlynų, raudonų, violetinių ir plonų suktų siūlų išsiuvinėtą užkabą, kuri buvo dvidešimties uolekčių ilgio, penkių uolekčių pločio pagal visų kiemo užkabų aukštį.
EXO.38.19	Užkabai padarė keturis stulpus su variniais pakojais ir sidabriniais kabliais bei skersiniais.
EXO.38.20	Palapinės ir kiemo kuoleliai buvo variniai.
EXO.38.21	Tai sąrašas to, kas buvo sunaudota Susitikimo palapinei, kaip suskaičiavo Mozei įsakius kunigo Aarono sūnus Itamaras, padedamas levitų.
EXO.38.22	Hūro sūnaus Ūrio sūnus Becalelis iš Judo giminės padarė viską, ką Viešpats įsakė Mozei.
EXO.38.23	Su juo buvo Ahisamako sūnus Oholiabas iš Dano giminės. Jis buvo sumanus raižytojas, audėjas bei siuvinėtojas iš mėlynų, raudonų, violetinių ir plonų lininių siūlų.
EXO.38.24	Šventyklai iš viso buvo sunaudota dvidešimt devyni talentai ir septyni šimtai trisdešimt šekelių aukso pagal šventyklos šekelį.
EXO.38.25	Sidabro, kurį davė visi tautoje suskaičiuoti vyrai, buvo šimtas talentų ir tūkstantis septyni šimtai septyniasdešimt penki šekeliai pagal šventyklos šekelį.
EXO.38.26	Nuo kiekvieno, kuris buvo dvidešimties metų amžiaus arba vyresnis, buvo surinkta po pusę šekelio pagal šventyklos šekelį. Iš viso jų buvo šeši šimtai trys tūkstančiai penki šimtai penkiasdešimt.
EXO.38.27	Iš šimto talentų sidabro nuliejo šimtą pakojų šventyklai ir uždangai, kiekvienam pakojui sunaudojo po vieną talentą.
EXO.38.28	Iš tūkstančio septynių šimtų septyniasdešimt penkių šekelių padarė kablius stulpams, aptraukė stulpus sidabru ir sujungė juos skersiniais.
EXO.38.29	Dar buvo paaukota septyniasdešimt talentų ir du tūkstančiai keturi šimtai šekelių vario.
EXO.38.30	Iš jo padarė pakojus Susitikimo palapinės įėjimui, varinį aukurą su grotelėmis ir visus aukuro reikmenis,
EXO.38.31	kiemo ir įėjimo pakojus ir palapinės bei kiemo kuolelius.
EXO.39.1	Iš mėlynų, raudonų ir violetinių siūlų padarė apdarus, kuriais turėjo vilkėti Aaronas, tarnaudamas šventykloje, kaip Viešpats įsakė Mozei.
EXO.39.2	Efodą padarė iš aukso, mėlynų, raudonų, violetinių ir plonų suktų lininių siūlų.
EXO.39.3	Supjaustę išplotą auksinę skardą, padarė iš jos siūlus, kad jie galėtų būti įausti į mėlynų, raudonų, violetinių ir plonų lininių siūlų audinį.
EXO.39.4	Padarė jam petnešas, kad jį sujungtų; iš abiejų pusių sujungė jį.
EXO.39.5	Padarė ir juostą efodui tų pačių spalvų ir taip pat padarytą, kaip Viešpats įsakė Mozei.
EXO.39.6	Du onikso akmenėlius su įrėžtais ant jų Izraelio sūnų vardais įstatė į auksinius įdėklus.
EXO.39.7	Juos pritvirtino ant abiejų efodo pečių Izraelio sūnų atminimui, kaip Viešpats įsakė Mozei.
EXO.39.8	Krūtinės skydelį padarė taip pat meniškai, kaip ir efodą, iš auksinių, mėlynų, violetinių, raudonų ir plonų suktų lininių siūlų.
EXO.39.9	Jis buvo keturkampis, dvilinkas, sprindžio ilgumo ir sprindžio platumo.
EXO.39.10	Ant jo pritvirtino keturias brangakmenių eiles. Pirmoje eilėje buvo sardis, topazas ir smaragdas;
EXO.39.11	antroje – rubinas, safyras, jaspis;
EXO.39.12	trečioje – hiacintas, agatas ir ametistas;
EXO.39.13	ketvirtoje – chrizolitas, oniksas ir berilas. Eilėmis sustatyti brangakmeniai buvo įtvirtinti aukse.
EXO.39.14	Pačiuose akmenyse buvo įrėžti dvylikos Izraelio giminių vardai, kiekviename po vieną vardą.
EXO.39.15	Krūtinės skydelio kampams padarė iš gryno aukso grandinėles,
EXO.39.16	dvi sagtis ir du auksinius žiedus. Žiedus pritvirtino dviejuose krūtinės skydelio kampuose
EXO.39.17	ir įvėrė dvi auksines grandinėles į žiedus krūtinės skydelio kampuose.
EXO.39.18	Ir prie dviejų auksinių grandinėlių galų pritvirtino sagtis ir prisegė jas prie efodo petnešų ties krūtinės skydeliu.
EXO.39.19	Ir padarė du auksinius žiedus, ir pritvirtino prie dviejų krūtinės skydelio kampų toje pusėje, kuri buvo prie efodo.
EXO.39.20	Ir padarė du kitus auksinius žiedus, ir pritvirtino prie efodo šonų žemai, kur apatinis sujungimas virš juostos.
EXO.39.21	Ir pririšo krūtinės skydelį už jo žiedų prie efodo žiedų mėlynu raiščiu, kad jis būtų virš efodo juostos ir neatsiskirtų nuo efodo, kaip Viešpats įsakė Mozei.
EXO.39.22	Efodui padarė mėlyną tuniką.
EXO.39.23	Jos viršuje per vidurį buvo skylė galvai, apsiūta aplinkui, kad nesuplyštų;
EXO.39.24	apačioje prie kojų buvo granato vaisiai iš mėlynų, raudonų, violetinių ir suktų lininių siūlų
EXO.39.25	ir varpeliai iš gryno aukso, kurie buvo prikabinti tarp granato vaisių aplink visą tuniką.
EXO.39.26	Auksiniai varpeliai ir granato vaisiai ėjo pakaitomis aplink visą tunikos kraštą, kaip Viešpats įsakė Mozei.
EXO.39.27	Aaronui ir jo sūnums taip pat padarė drobines jupas,
EXO.39.28	mitrą iš drobės, drobinius gobtuvus ir kelnes iš drobės.
EXO.39.29	O juostą išaudė raštais iš mėlynų, raudonų, violetinių ir plonų suktų lininių siūlų, kaip Viešpats įsakė Mozei.
EXO.39.30	Iš gryno aukso padarė plokštelę ir joje įrėžė, kaip yra išraižomi antspaudai: „Pašvęstas Viešpačiui“.
EXO.39.31	Ją pririšo ant mitros mėlynu raiščiu, kaip Viešpats įsakė Mozei.
EXO.39.32	Susitikimo palapinės darbai buvo baigti; izraelitai padarė visa, ką Viešpats buvo įsakęs Mozei.
EXO.39.33	Jie atnešė Mozei palapinę, uždangalus, visus daiktus bei reikmenis: kabes, lentas, kartis, stulpus ir pakojus;
EXO.39.34	uždangalą iš raudonai dažytų avinų kailių, uždangalą iš opšrų kailių, uždangą,
EXO.39.35	Liudijimo skrynią, jos kartis, dangtį,
EXO.39.36	stalą su jo reikmenimis ir padėtinę duoną,
EXO.39.37	žvakidę, lempas, sustatytas į savo vietas, jos priedus ir aliejų deginti,
EXO.39.38	auksinį aukurą, patepimo aliejų ir kvepiančius smilkalus, užuolaidą palapinės įėjimui,
EXO.39.39	varinį aukurą su grotelėmis, kartimis ir visais jo reikmenimis, praustuvę ir jos stovą,
EXO.39.40	kiemo užkabas ir stulpus su jų pakojais, užkabas kiemo įėjimui, jo virveles ir kuolelius, – visa, ko reikia tarnavimui Susitikimo palapinėje.
EXO.39.41	Apdarus tarnavimui šventykloje, šventus drabužius kunigui Aaronui ir drabužius jo sūnums, kad atliktų kunigų tarnystę.
EXO.39.42	Visa padarė izraelitai, kaip Viešpats įsakė Mozei.
EXO.39.43	Mozė apžiūrėjo darbą ir pamatė, kad viskas padaryta pagal Viešpaties nurodymus, ir Mozė palaimino juos.
EXO.40.1	Ir Viešpats kalbėjo Mozei:
EXO.40.2	„Pirmo mėnesio pirmą dieną ištiesk Susitikimo palapinę,
EXO.40.3	pastatyk joje skrynią, pakabink prieš ją uždangą,
EXO.40.4	įnešk stalą ir padėk ant jo tai, kas turi ant jo būti. Įnešk žvakidę ir sustatyk ant jos lempas.
EXO.40.5	Auksinį smilkymo aukurą padėk priešais Liudijimo skrynią. Palapinės įėjime pakabink užuolaidą.
EXO.40.6	Pastatyk deginamųjų aukų aukurą priešais įėjimą į Susitikimo palapinę,
EXO.40.7	o tarp aukuro ir palapinės – praustuvę, į kurią pripilk vandens.
EXO.40.8	Atskirk kiemą užkabomis ir pakabink užkabą įėjime.
EXO.40.9	Paėmęs patepimo aliejaus, patepk palapinę ir visus jos daiktus, ir tai bus šventa;
EXO.40.10	taip pat deginamųjų aukų aukurą, visus jo reikmenis
EXO.40.11	ir praustuvę su jos stovu.
EXO.40.12	Aaroną ir jo sūnus privesk prie Susitikimo palapinės įėjimo, apiplauk vandeniu
EXO.40.13	ir apvilk Aaroną šventais rūbais man tarnauti: patepk ir pašventink jį, kad jis galėtų būti man kunigu.
EXO.40.14	Taip pat ir jo sūnus privesk ir apvilk tunikomis,
EXO.40.15	ir juos patepk, kaip jų tėvą patepei, kad galėtų būti man kunigais. Tas patepimas jiems bus amžinai kunigystei per kartų kartas“.
EXO.40.16	Mozė padarė visa, ką Viešpats įsakė.
EXO.40.17	Taigi antrųjų metų pirmojo mėnesio pirmą dieną palapinė buvo pastatyta.
EXO.40.18	Mozė pastatė ją: sustatė lentas, padėjo pakojus, įkišo užkaiščius, pastatė stulpus,
EXO.40.19	užtiesė palapinės uždangalą ir ant jo uždėjo kitus uždangalus, kaip Viešpats įsakė Mozei.
EXO.40.20	Į skrynią įdėjo liudijimą, įkišo kartis ir uždėjo dangtį.
EXO.40.21	Kai įnešė skrynią palapinėn, prieš ją pakabino uždangą, kaip Viešpats įsakė Mozei.
EXO.40.22	Pastatė ir stalą Susitikimo palapinės šiauriniame šone šiapus uždangos
EXO.40.23	ir ant jo sudėjo padėtinės duonos kepalus, kaip Viešpats įsakė Mozei.
EXO.40.24	Susitikimo palapinėje priešais stalą pastatė žvakidę
EXO.40.25	ir paruošė lempas, kaip Viešpats įsakė Mozei.
EXO.40.26	Prieš uždangą pastatė ir auksinį aukurą,
EXO.40.27	ant kurio degino kvapnius smilkalus, kaip Viešpats įsakė Mozei.
EXO.40.28	Susitikimo palapinės įėjime pakabino užuolaidą,
EXO.40.29	pastatė deginamųjų aukų aukurą priešais Susitikimo palapinę ir ant to aukuro aukojo deginamąją ir duonos auką, kaip Viešpats įsakė Mozei.
EXO.40.30	Tarp Susitikimo palapinės ir aukuro pastatė praustuvę ir į ją pripylė vandens.
EXO.40.31	Mozė, Aaronas ir jo sūnūs plaudavosi joje rankas ir kojas,
EXO.40.32	prieš eidami į Susitikimo palapinę ir prieš artindamiesi prie aukuro, kaip Viešpats įsakė Mozei.
EXO.40.33	Aplink palapinę ir aukurą atitvėrė kiemą ir jo įėjime pakabino užkabą. Taip Mozė užbaigė visus darbus.
EXO.40.34	Kai visa buvo baigta, debesis apgaubė Susitikimo palapinę ir Viešpaties šlovė pripildė ją.
EXO.40.35	Mozė negalėjo įeiti Susitikimo palapinėn, nes debesis buvo ant jos ir Viešpaties šlovė buvo ją pripildžiusi.
EXO.40.36	Debesiui pakilus nuo palapinės, izraelitai keliaudavo toliau;
EXO.40.37	jei debesis būdavo virš palapinės, jie pasilikdavo toje pačioje vietoje, kol debesis pakildavo.
EXO.40.38	Viešpaties debesis buvo virš palapinės dienos metu, o naktį virš jos buvo liepsna visų Izraelio vaikų akivaizdoje per visą kelionės laiką.
LEV.1.1	Viešpats, pasišaukęs Mozę, jam kalbėjo iš Susitikimo palapinės:
LEV.1.2	„Sakyk izraelitams: ‘Jei kas iš jūsų norės aukoti Viešpačiui, teaukoja iš galvijų ir avių.
LEV.1.3	Jei jo deginamoji auka bus iš galvijų bandos, teatveda sveiką patiną prie Susitikimo palapinės įėjimo laisva valia Viešpaties akivaizdon,
LEV.1.4	teuždeda ranką ant aukojamo gyvulio galvos, kad auka būtų priimta ir jis būtų sutaikintas.
LEV.1.5	Jis papjaus veršį Viešpaties akivaizdoje, o Aarono sūnūs, kunigai, šlakstys kraują aplink aukurą, esantį ties Susitikimo palapinės įėjimu.
LEV.1.6	Po to, nulupęs aukai odą, sukapos ją į gabalus.
LEV.1.7	Aarono sūnūs, kunigai, sukraus malkas ant aukuro ir, užkūrę ugnį,
LEV.1.8	ant viršaus dės sukapotas aukos dalis, galvą bei taukus,
LEV.1.9	o vidurius ir kojas nuplaus vandeniu. Kunigas visa tai sudegins ant aukuro; tai yra deginamoji auka – malonus kvapas Viešpačiui.
LEV.1.10	Jei auka būtų iš smulkesnių gyvulių – avių arba ožių, – jis aukos sveiką patiną.
LEV.1.11	Papjaus jį aukuro šiauriniame šone Viešpaties akivaizdoje; jo kraują Aarono sūnūs šlakstys ant aukuro ir aplink jį.
LEV.1.12	Sukapotą gyvulį, galvą ir taukus kunigas uždės ant malkų, kurios degs ant aukuro.
LEV.1.13	O vidurius ir kojas nuplaus vandeniu, ir kunigas sudegins visa tai ant aukuro. Tai yra deginamoji auka – malonus kvapas Viešpačiui.
LEV.1.14	Jei deginamoji auka Viešpačiui aukojama iš paukščių, tegu ji bus iš laukinių ir jaunų balandžių.
LEV.1.15	Kunigas nuneš šią auką prie aukuro, nusuks jai galvą ir sudegins ant aukuro, o kraują išvarvins ant aukuro briaunos.
LEV.1.16	Gurklį ir plunksnas numes rytinėje aukuro pusėje, kur paprastai pilami pelenai,
LEV.1.17	sparnus sulaužys, bet neatskirs, ir sudegins ją ant aukure degančių malkų. Tai yra deginamoji auka – malonus kvapas Viešpačiui’“.
