GEN.1.1	Pradžioje Dievas sukūrė dangų ir žemę. 
DEU.24.5	Kol vyras neseniai vedęs, nei jis į kariuomenę eis, nei jam bus pavestos kokios pareigos. Atleistas vieneriems metams, jis liks namie ir džiugins žmoną, kurią yra vedęs.
DEU.24.6	Niekas neturi imti užstatu rankinių girnų ar viršutinės girnapusės, nes tai būtų gyvybės ėmimas užstatu.
DEU.24.9	Atsimink, ką 
DEU.24.11	Lauke palauksi, kol žmogus, kuriam duodi paskolą, išneš tau užstatą. 
DEU.24.12	O jei tas žmogus nuskurdęs, nemiegosi su jo apdaru, duotu tau užstatu. 
DEU.24.13	Turi sugrąžinti jam užstatą saulei leidžiantis, kad tavo artimas, galėdamas miegoti su savo apdaru, laimintų tave. Tai bus tavo geras darbas 
DEU.24.15	Mokėsi jam algą prieš saulėlydį, nes jis nuskurdęs ir jo pragyvenimas nuo jos priklauso. Antraip jis šauksis 
DEU.24.18	Atsimink, kad buvai vergas Egipte, ir 
DEU.24.20	Kai nupurtai alyvmedžius, neisi antrąkart per jų šakas. Tai bus ateiviui, našlaičiui ir našlei.
DEU.24.21	Kai nurenki vynuoges savo vynuogyne, nerinksi, kas yra likę. Tai bus ateiviui, našlaičiui ir našlei. 
DEU.24.22	Atsimink, kad buvai ateivis Egipto žemėje; todėl aš įsakau tau tai daryti.
DEU.25.1	Tarkime, du vyrai susiginčija ir eina į teismą. Teisėjai padaro nuosprendį, pareikšdami vieną esant teisų, o kitą kaltą. 
DEU.25.2	Jei kaltasis yra užsitarnavęs būti nuplaktas, teisėjas palieps jį paguldyti ir nuplakti teisiojo akivaizdoje, kertant tiek kirčių, kiek jis užsitarnavo. 
DEU.25.3	Keturiasdešimt kirčių galima jam duoti, bet ne daugiau; antraip, davus daugiau kirčių, tavo artimas bus pažemintas tavo akyse.
DEU.25.6	O pirmagimis, kurį ji pagimdys, paveldės mirusiojo brolio vardą, kad jo vardas nebūtų ištrintas iš Izraelio. 
DEU.25.7	Tačiau jei tas vyras nenorės vesti savo brolio našlės, jo brolio našlė ateis pas seniūnus vartuose ir tars: ‘Mano vyro brolis atsisako įamžinti savo brolio vardą Izraelyje. Jis neatlieka man svainio pareigos’. 
DEU.25.8	Tada miesto seniūnai pasišauks jį ir įspės. Jei jis užsispiria, sakydamas: ‘Nenoriu jos vesti’, 
DEU.25.9	jo brolio žmona prieis prie jo seniūnų akivaizdoje, numaus jam nuo kojos sandalą ir, spjovusi jam į veidą, tars: ‘Šitaip elgiamasi su vyru, kuris nestato savo broliui namų’. 
DEU.25.10	Visur Izraelyje jo šeima bus žinoma kaip ‘namai to, kuriam buvo numautas sandalas’.
DEU.25.11	Jei susimuštų du vyrai ir vieno jų žmona įsikištų gelbėti savo vyro nuo priešininko rankos, ištiesdama ranką ir griebdama jam už gėdos, 
DEU.25.12	nukirsi jai ranką. Nerodyk jokio gailesčio.
DEU.25.14	Nelaikysi savo namuose dviejų skirtingų saikų – didesnių ir mažesnių. 
DEU.25.15	Turėsi tik pilną ir teisingą svarstį, turėsi tik pilną ir teisingą saiką, kad ilgai gyventumei žemėje, kurią 
DEU.25.16	Tais, kurie tokius dalykus daro, nesąžiningai elgdamiesi, bjaurisi 
DEU.25.18	kaip jis užpuldinėjo tave pakeliui, kai buvai išalkęs, ir, nebijodamas Dievo, žudė visus atsilikusius. 
DEU.25.19	Todėl, kai 
DEU.26.1	Kai būsi įžengęs į kraštą, kurį 
DEU.26.2	paimsi pirmienas iš įvairių žemės vaisių, nuimtų pjūties metu iš krašto, kurį 
DEU.26.3	nueisi pas kunigą, turintį valdžią tomis dienomis, ir tarsi jam: ‘Šiandien aš pareiškiu 
DEU.26.4	Kunigui paėmus iš tavo rankos pintinę ir padėjus ją priešais 
DEU.26.5	tu pareikši 
DEU.26.6	Egiptiečiai elgėsi su mumis žiauriai ir engė mus, užkraudami mums eiti sunkų lažą. 
DEU.26.7	Mes šaukėmės 
DEU.26.8	 išvedė mus iš Egipto galingu kumščiu ir pakelta ranka, siaubą keliančia galybe, ženklais ir nuostabiais darbais. 
DEU.26.9	Jis įvedė mus į šią vietą ir davė mums šį kraštą – kraštą, tekantį pienu ir medumi. 
DEU.26.10	Todėl dabar aukoju pirmienas dirvų, kurias tu, 
DEU.26.11	Tada džiaugsiesi, drauge su levitu ir ateiviu, gyvenančiu su tavimi, visu geru, kurį 
DEU.26.13	tarsi 
DEU.26.14	nevalgiau nieko iš dešimtinės liūdėdamas; nepaėmiau jos iš namų, būdamas nešvarus; nepaaukojau nieko iš jos mirusiesiems. Klausiau 
DEU.26.15	Pažvelk žemyn iš savo šventosios buveinės, iš dangaus, ir palaimink savo tautą Izraelį bei žemę, kurią esi mums davęs, kaip prisiekei mūsų protėviams, – kraštą, tekantį pienu ir medumi’.
DEU.26.17	Šiandien tu patvirtinai, kad 
DEU.26.18	Šiandien ir 
DEU.26.19	kad viršum visų savo sukurtų tautų jis išaukštins tave gyriumi, garsu bei garbe ir kad tu būsi šventa tauta 
DEU.27.1	Tada Mozė drauge su Izraelio seniūnais įsakė žmonėms, tardamas: „Laikykitės visų įsakymų, kuriuos šiandien jums duodu. 
DEU.27.2	Tą dieną, kai būsite perėję per Jordaną į kraštą, kurį 
DEU.27.3	ir užrašysi ant jų visus šio Įstatymo žodžius. Kai būsite perėję, kad įžengtumėte į kraštą, kurį 
DEU.27.4	– taigi, kai būsite perėję per Jordaną, sustatysite tuos akmenis, kaip šiandien jums įsakau, ant Ebalo kalno ir aptinkuosi juos. 
DEU.27.5	Ten pastatysi ir aukurą 
DEU.27.6	Iš netašytų akmenų turi pastatyti 
DEU.27.7	aukok bendravimo aukas ir valgyk jas ten, džiaugdamasis 
DEU.27.8	O visus šio Įstatymo žodžius labai aiškiai parašysi ant anų akmenų“.
DEU.27.9	Mozė drauge su levitais kunigais kalbėjo visam Izraeliui, tardamas: „Tylėk ir klausykis, Izraeli! Šią dieną tapai 
DEU.27.10	Todėl klausyk 
DEU.27.11	Tą pačią dieną Mozė davė žmonėms šį įsakymą: 
DEU.27.12	„Kai būsite perėję per Jordaną, šios giminės – Simeonas, Levis, Judas, Isacharas, Juozapas ir Benjaminas – 
DEU.27.13	O prakeikimui ištarti stos ant Ebalo kalno šios giminės: Rubenas, Gadas, Ašeras, Zabulonas, Danas ir Naftalis.
DEU.27.14	Tada levitai garsiai paskelbs visiems izraelitams:
DEU.27.15	‘Prakeiktas žmogus, kuris meistro rankų darbu 
DEU.27.16	‘Prakeiktas, kas 
DEU.27.17	‘Prakeiktas, kas 
DEU.27.18	‘Prakeiktas, kas 
DEU.27.19	‘Prakeiktas, kas 
DEU.27.20	‘Prakeiktas, kas 
DEU.27.21	‘Prakeiktas, kas 
DEU.27.22	‘Prakeiktas, kas 
DEU.27.23	‘Prakeiktas, kas 
DEU.27.24	‘Prakeiktas, kas slapta užmuša savo artimą!’ O visi žmonės atsakys: ‘Amen!’
DEU.27.25	‘Prakeiktas, kas apsiima už kyšį pralieti nekaltą kraują!’ O visi žmonės atsakys: ‘Amen!’
DEU.27.26	‘Prakeiktas, kas 
DEU.28.2	Jei klausysi 
DEU.28.3	Palaimintas būsi mieste, palaimintas būsi kaime!
DEU.28.4	Palaimintas bus tavo įsčių, tavo žemės ir tavo gyvulių vaisius, bandos ir kaimenės prieauglis.
DEU.28.5	Palaiminta bus tavo pintinė ir tavo duoninė!
DEU.28.6	Palaimintas būsi pareidamas, palaimintas būsi išeidamas!
DEU.28.7	Priešus, puolančius tave, 
DEU.28.8	 įsakys palaimai būti su tavimi tavo klėtyse ir visur, kur tik ką imsiesi daryti; jis laimins tave krašte, kurį 
DEU.28.9	 padarys tave savo šventa tauta, kaip yra tau prisiekęs, jei laikysiesi 
DEU.28.10	Matys visos žemės tautos, kad esi vadinamas 
DEU.28.11	 aprūpins tave gausia gerove, įsčių vaisiumi, gyvulių prieaugliu ir žemės derliumi krašte, kurį 
DEU.28.12	 atidarys tau savo turtingą iždą, dangų, kad laiku parūpintų lietaus tavo kraštui, ir laimins visus tavo rankų darbus. Tu skolinsi daugeliui tautų, bet pats nesiskolinsi. 
DEU.28.13	 padarys tave galva, o ne uodega, tu visuomet būsi viršuje ir niekada apačioje, jei tik klausysi ir ištikimai laikysiesi 
DEU.28.14	Nenukrypk nei į dešinę, nei į kairę nė nuo vieno įsakymų, kuriuos jums šiandien duodu, apie kitus dievus ir tarnavimą jiems.
DEU.28.15	Bet jei neklausysi 
DEU.28.16	Prakeiktas būsi mieste, prakeiktas būsi kaime!
DEU.28.17	Prakeikta bus tavo pintinė ir tavo duoninė!
DEU.28.18	Prakeiktas bus tavo įsčius, tavo žemės derlius ir tavo gyvulių vaisius, bandos ir kaimenės prieauglis.
DEU.28.19	Prakeiktas būsi pareidamas, prakeiktas būsi išeidamas!
DEU.28.20	Jei tik bandysi tai daryti, 
DEU.28.21	 spaus tave maru, kolei nepadarys tau galo krašte, kurio paveldėti įžengi. 
DEU.28.22	 ištiks tave džiova, karštlige, uždegimu, kaitra ir sausra, kūlėmis ir miltlige; sekios tai tave įkandin, kolei nežūsi. 
DEU.28.23	Dangaus skliautas virš tavo galvos bus varis, o žemė po kojomis – geležis. 
DEU.28.24	 permainys tavo krašto lietų į dulkes, tik smiltys tekris ant tavęs iš dangaus skliauto, kolei nebūsi sunaikintas.
DEU.28.26	Jūsų lavonai bus maistas padangių paukščiams ir žemės žvėrims. Nebus kas juos nubaidytų. 
DEU.28.27	 ištiks tave Egipto pūliniais, augliais, dedervine ir niežais, nuo kurių neišsigydysi. 
DEU.28.28	 ištiks tave beprotybe, aklumu ir išgąsčiu. 
DEU.28.29	Net vidudienį eisi apgraibomis kaip aklas tamsoje, bet kelio nerasi. Nuolat būsi engiamas ir plėšiamas, nebus kam tau pagelbėti. 
DEU.28.30	Jei susižadėsi su moterimi, kitas vyras su ja suguls; jei pasistatysi namus, juose negyvensi; jei įsiveisi vynuogyną, jo vaisiais nesidžiaugsi. 
DEU.28.31	Tavo jautis tau matant bus papjautas, bet tu jo nevalgysi; tavo asilas tau matant bus pavogtas, bet nebus tau sugrąžintas; tavo avys bus atiduotos tavo priešams, ir nebus kas tau pagelbėtų. 
DEU.28.32	Tavo sūnūs ir dukterys tau matant bus atiduodami svetimai tautai; pražiūrėsi akis visą dieną jų ieškodamas, bet būsi bejėgis ką nors padaryti. 
DEU.28.33	Tavo žemės ir viso tavo triūso derlių valgys tauta, kurios nepažįsti; būsi engiamas ir slegiamas be perstojo, 
DEU.28.34	kolei reginiai tavo akyse išves tave iš proto. 
DEU.28.35	 ištiks tave keliuose ir šlaunyse, nuo kojų padų ligi viršugalvio, piktybiniais pūliniais, nuo kurių negalėsi būti išgydytas.
DEU.28.37	Tapsi siaubo reginiu, patarle ir priežodžiu visoms tautoms, pas kurias tave 
DEU.28.38	Nors daug sėklos nuneši į savo lauką, derliaus mažai tenuimsi, nes skėriai jį suris. 
DEU.28.39	Nors įsiveisi vynuogynus ir juos įdirbsi, vynuogių nenurinksi ir vyno negersi, nes kirmėlės jas nuės. 
DEU.28.40	Nors turėsi alyvmedžių visoje savo žemėje, aliejumi neišsitepsi, nes tavo alyvos nukris neprinokusios. 
DEU.28.41	Nors pagimdysi sūnų ir dukterų, su tavimi jie nepasiliks, nes turės išeiti į nelaisvę. 
DEU.28.42	Visi tavo medžiai ir tavo žemės derlius bus vabzdžių grobis. 
DEU.28.43	Ateivis, gyvenantis su tavimi, kils vis aukščiau ir aukščiau už tave, o tu tuo tarpu slinksi vis žemiau ir žemiau. 
DEU.28.44	Jis tau skolins, o tu jam neskolinsi; jis bus galva, o tu – uodega.
DEU.28.45	Visi šie prakeikimai ištiks tave, vydamiesi įkandin ir priblokšdami, kolei būsi sunaikintas, nes neklausei 
DEU.28.46	Amžinai jie bus ženklas ir stebinantis reiškinys tau ir tavo palikuonims.
DEU.28.47	Kadangi nenorėjai tarnauti 
DEU.28.48	tarnausi alkanas ir ištroškęs, nuogas ir nieko neturintis, savo priešams, kuriuos 
DEU.28.50	žiaurią tautą, nerodančią pagarbos senam ar gailesčio jaunam. 
DEU.28.51	Ji ris tavo galvijų prieauglį ir tavo žemės derlių, kolei nebūsi sunaikintas, nepalikdama tau nei grūdų, nei vyno, nei aliejaus, nei prieauglio tavo bandoje ar kaimenėje, kolei nepražudys tavęs. 
DEU.28.52	Ji apguls tave visuose tavo miestuose, kolei aukštieji įtvirtinimo mūrai, kuriais pasitiki, bus išgriauti visame tavo krašte. Ji apguls tave visuose tavo miestuose visame krašte, kurį 
DEU.28.53	Beviltiškai skursdamas dėl priešo apgulos, valgysi savo įsčių vaisių – kūną savo sūnų ir dukterų, kuriuos 
DEU.28.54	Net švelniausias ir lepiausias iš jūsų vyrų pavydės savo paties broliui, mylimai žmonai ir kitiems vaikams 
DEU.28.55	bet kokio gabalo savo vaikų mėsos, kurią pats valgys, kai nebus likę nieko kito, beviltiškai skurstant visiems tavo miestams dėl priešo apgulos. 
DEU.28.56	Net švelniausia ir lepiausia iš jūsų moterų, tokia švelni ir tokia lepi, kad nėra pratusi kojos padu paliesti žemę, pavydės savo mylimam vyrui, sūnui bei dukteriai 
DEU.28.57	net nuovalų, kurios išeina gimdant, ir pagimdyto kūdikio, nes 
DEU.28.58	Jei nesilaikysi ištikimai visų šio Įstatymo žodžių, užrašytų šioje knygoje, jei pagarbiai nebijosi šlovingo ir nuostabaus 
DEU.28.59	 ištiks ir tave, ir tavo palikuonis sunkiomis ir ilgalaikėmis rykštėmis, skaudžiomis ir ilgalaikėmis ligomis. 
DEU.28.60	Jis ištiks tave visomis Egipto ligomis, kurių tu taip bijojai, ir jos tavęs nepaleis. 
DEU.28.61	Ir įvairiomis kitomis ligomis bei rykštėmis, nors jos nėra minimos šioje knygoje, 
DEU.28.62	Bus jūsų palikta nedaug, nors kadaise buvote tokie gausūs kaip žvaigždės danguje, nes neklausei 
DEU.28.63	Kaip 
DEU.28.65	Tačiau net tose tautose nerasi ramybės; nebus tenai vietos tavo kojų padams. Tenai 
DEU.28.66	Tavo gyvastį nuolat slėgs nežinia, patirsi baimę naktį ir dieną, nebūdamas tikras, kad išliksi. 
DEU.28.67	Ryto metą sakysi: ‘Ak, kad jau būtų vakaras!’, o vakare sakysi: ‘Ak, kad jau būtų rytas!’ iš baimės, kurią jaus tavo širdis, ir dėl to, ką matys tavo akys. 
DEU.28.68	 pasiųs tave laivais atgal į Egiptą keliu, apie kurį tau sakiau, jog niekada jo nebematysi. Tenai norėsite parsiduoti savo priešams vergais ir vergėmis, bet nebus kas pirktų“.
DEU.28.69	Štai žodžiai Sandoros, kurią 
DEU.29.1	Mozė sušaukė visą Izraelį ir tarė: „Jūs matėte visa, ką 
DEU.29.2	didžiulius bandymus, kuriuos savo akimis matėte, ir anuos nuostabius ženklus bei nepaprastus darbus. 
DEU.29.3	Tačiau iki pat šios dienos 
DEU.29.4	‘Keturiasdešimt metų vedžiau jus per dykumą. Drabužiai ant jūsų nugaros nesusidėvėjo ir apavas ant jūsų kojų nenusinešiojo. 
DEU.29.5	Nevalgėte duonos, negėrėte vyno ar stipraus gėrimo, idant žinotumėte, kad aš esu 
DEU.29.6	Atėjus į šią vietą, 
DEU.29.7	Mes užėmėme jų kraštą ir 
DEU.29.8	Todėl laikykitės ištikimai visų šios Sandoros žodžių, idant jums sektųsi visa, ką tik darote.
DEU.29.9	Šiandien visi stovite čia, 
DEU.29.10	vaikai ir žmonos, net ateiviai, esantys su tavimi tavo stovykloje, nuo kertančių malkas iki nešančių vandenį, 
DEU.29.11	kad įeitumei į 
DEU.29.12	idant šiandien padarytų tave savo tauta ir būtų tavo Dievas, kaip jis tau pažadėjo ir kaip prisiekė tavo protėviams – Abraomui, Izaokui ir Jokūbui. 
DEU.29.13	Ne vien jūsų labui darau šią Sandorą ir tariu šią priesaiką, 
DEU.29.14	ne vien labui šiandien čia stovinčių su mumis 
DEU.29.15	Gerai žinote, kaip gyvenome Egipto žemėje ir kaip perėjome per įvairias kitas tautas. 
DEU.29.16	Esate matę jų bjaurius dalykus ir pas juos esančius stabus iš medžio ir akmens, iš sidabro ir aukso. 
DEU.29.17	Galbūt tarp jūsų yra koks vyras ar moteris, ar kokia kiltis, ar kokia giminė, kurių širdis net šiandien gręžiasi nuo 
DEU.29.18	Jei toks žmogus, išklausęs šios priesaikos žodžių, laikytų save esant atsparų ir širdyje girtųsi: ‘Esu saugus, nors ir seku savo širdies norus’, jis užtrauktų nelaimę ir drėgnai dirvai, ir sausai žemei. 
DEU.29.19	 jam niekuomet neatleis, nes 
DEU.29.21	Stebėsis vėlesnės kartos – po jūsų gimę vaikai bei svetimtaučiai, atėję iš tolimo krašto, ir matys šio krašto nelaimes ir ligas, kuriomis 
DEU.29.22	Visa jo žemė išdeginta siera ir druska, neapsėta, niekas neauga, nedygsta jokia žolė, sunaikinta kaip 
DEU.29.23	Stebėsis visos tautos: ‘Kodėl 
DEU.29.24	Jiems bus atsakyta: ‘Kadangi jie paliko 
DEU.29.25	ir nuėjo tarnauti svetimiems dievams, ir garbino juos, – dievus, kurių nebuvo iki tol pažinę, dievus, kurių jis nebuvo jiems paskyręs. 
DEU.29.26	Todėl tat užsidegė ant to krašto 
DEU.29.27	 išrovė juos iš jų žemės savo degančiu įniršiu ir baisiu pykčiu, nubloškė juos į kitą kraštą, kur jie ir dabar tebėra’.
DEU.29.28	Tai, kas paslėpta, priklauso 
DEU.30.1	Kai visi šie žodžiai – palaiminimai ir prakeikimai, kuriuos tau susakiau, bus įvykę, jei paimsi juos į širdį, būdamas bet kokiose tautose, į kurias 
DEU.30.2	jei sugrįši pas 
DEU.30.3	, tavo Dievas, sugrąžins tave iš tremties ir, pasigailėdamas tavęs, vėl surinks tave iš visų tautų, kuriose 
DEU.30.4	Nors būtumei nublokštas į tolimiausią pasaulio kampą, iš ten 
DEU.30.5	, tavo Dievas, parves tave atgal į kraštą, kurį paveldėjo tavo protėviai, ir tu jį paveldėsi; jis padarys tave sėkmingesnį, gausesnį už protėvius.
DEU.30.6	Be to, 
DEU.30.7	O visais anais prakeikimais 
DEU.30.8	Tada tu vėl klausysi 
DEU.30.9	, tavo Dievas, tave apsčiai praturtins kiekvienu tavo rankų darbu, gyvulių prieaugliu ir žemės derliumi. Tave praturtindamas, 
DEU.30.10	nes, jau sugrįžęs pas 
DEU.30.11	Tikrai šis įsakymas, kurį šiandien tau duodu, nėra tau nei per sunkus, nei per tolimas. 
DEU.30.12	Jis nėra danguje, kad turėtumei sakyti: ‘Kas iš mūsų gali užkopti į dangų jo parnešti ir perduoti, kad galėtume jo laikytis?’ 
DEU.30.13	Jis nėra nei anapus jūros, kad turėtumei sakyti: ‘Kas iš mūsų gali persikelti anapus jūros jo parnešti ir perduoti, kad galėtume jo laikytis?’ 
DEU.30.14	Ne! Tas žodis tau labai arti, jis tavo lūpose ir tavo širdyje, kad jį vykdytumei.
DEU.30.15	Žiūrėk! Šiandien padėjau prieš tave gyvenimą ir gerovę, mirtį ir pražūtį. 
DEU.30.16	Jei laikysiesi 
DEU.30.17	Tačiau jei tavo širdis nusigręš, jei neklausysi ir būsi išvestas iš kelio garbinti svetimų dievų ir jiems tarnauti, 
DEU.30.18	šiandien tau persakau, kad tikrai žūsite. Ilgai neišliksite žemėje, kurios, pereidami Jordaną, einate paveldėti. 
DEU.30.19	Šiandien šaukiu dangų ir žemę liudyti prieš tave: padėjau prieš tave gyvenimą ir mirtį, palaiminimus ir prakeikimus. Rinkis gyvenimą, kad tu ir tavo palikuonys būtumėte gyvi, 
DEU.30.20	mylėdami 
DEU.31.1	Mozė nuėjo ir kalbėjo visus šiuos žodžius visam Izraeliui. 
DEU.31.2	Jis sakė: „Šiandien man jau šimtas dvidešimt metų. Nebegaliu be vargo kilnotis iš vietos į vietą. Be to, 
DEU.31.3	Pats 
DEU.31.4	 pasielgs su jomis, kaip pasielgė su 
DEU.31.5	 atiduos jas jums, o jūs pasielgsite su jomis, kaip esu jums įsakęs. 
DEU.31.6	Būkite stiprūs ir ryžtingi! Nebijokite jų ir neišsigąskite, nes pats 
DEU.31.7	Tada Mozė pasišaukė Jozuę ir viso Izraelio akyse tarė jam: „Būk stiprus ir ryžtingas, nes eisi su šia tauta į kraštą, kurį jiems duoti 
DEU.31.8	Pats 
DEU.31.9	Tada Mozė surašė šį Įstatymą ir patikėjo jį Levio sūnums kunigams, kurie nešė 
DEU.31.10	Mozė įsakė jiems, tardamas: 
DEU.31.11	visam Izraeliui atėjus pasirodyti 
DEU.31.12	Surink žmones – vyrus, moteris, vaikus ir ateivius, gyvenančius tavo miestuose, kad išgirstų ir išmoktų 
DEU.31.13	Jų vaikai, kurie dar jo nežino, irgi išgirs ir mokysis bijoti 
DEU.31.15	o 
DEU.31.17	Mano įniršis užsidegs tą dieną ant jų, paliksiu juos ir paslėpsiu savo veidą nuo jų. Jie bus lengvai sunaikinami, ištiks juos daug baisių nelaimių. Tą dieną jie sakys: ‘Argi ne dėl to, kad mūsų Dievo nėra su mumis, ištiko mus šios nelaimės?’ 
DEU.31.18	Tą dieną tikrai paslėpsiu savo veidą dėl visų nedorybių, kurias jie padarė, kreipdamiesi į svetimus dievus. 
DEU.31.19	Todėl dabar užsirašykite šią giesmę, mokykite jos izraelitus, dėdami ją jiems į lūpas, idant ši giesmė būtų mano liudijimas prieš izraelitus. 
DEU.31.20	Juk kai aš juos įvesiu į žemę, tekančią pienu ir medumi, kurią pažadėjau prisiekdamas jų protėviams, kai turės ko valgyti iki soties ir tuks, jie kreipsis į svetimus dievus, niekindami mane ir laužydami mano Sandorą. 
DEU.31.21	Kai juos ištiks daug baisių nelaimių, ši giesmė bus liudijimas prieš juos, nes ji niekad nepradings iš jų palikuonių lūpų. Juk aš žinau, ką jie linkę daryti net dabar, prieš man juos įvedant į kraštą, kurį prisiekdamas pažadėjau“. 
