MAT.1.1	Raa inɗe maamiraaɓe Yeesu *Almasiifu, ɓii *Ibraahim ɓii *Dawda :
LUK.20.9	— Goɗɗo neɗɗo aawi ngesaa innabooje, o reenni ka woɓɓe remooɓe, o waɗi jahaangal, o neeɓi toon. 
LUK.20.10	Nde wakkaci teɓki innabooje waɗi, o lili maccuɗo ma'ako to remooɓe ngesaa ɓeen, o jaɓonoya mo geɗal ma'ako. Ammaa remooɓe ɓeen piyi maccuɗo oon, ɓe co''i mo junngo mehere. 
LUK.20.11	Jawmu ngesaa oon lili goɗɗo maccuɗo to maɓɓe. Kanko maa ɓe piyi mo ɓe kuɗi mo, ɓe co''i mo junngo mehere. 
LUK.20.12	O fuɗɗiti o lili maccuɗo tataɓo. Kanko boo ɓe nawni mo, ɓe mburtini mo nder ngesaa kaan. 
LUK.20.13	Sey jawmu ngesaa oon vi'i : « Noye mbaɗeymi ? Mi liley ɓiɗɗo am mo ɓurmi yiɗgo. Ɗum baɗoojum ɓe teddina mo. » 
LUK.20.14	Ammaa nde remooɓe ngesaa kaan ngi'i ɓii jawmu ngesaa oon, sey ɓe mbi'i hakkunde maɓɓe : « Too, raa donoowo ngesaa kaan. Ngaree mbaren mo, ndonen ka. » 
LUK.20.15	Sey ɓe mburtini mo ngesaa, ɓe mbari mo. Too, ɗume tammiiɗon jawmu ngesaa oon waɗanta ɓe ? 
LUK.20.16	O warey o halka ɓe, o reenna ngesaa kaan woɓɓe.
LUK.20.16	Nde yimɓe nani ka, ɓe mbi'i :
LUK.20.16	— Allah hisnu en ɗum !
LUK.20.17	Yeesu raari ɓe vi'i :
LUK.20.17	— Ɗume woni ma'ana ko nde'e aayaare vi'i :
LUK.20.17	Haayre nde mahooɓe kibini,
LUK.20.17	kayre laatii haayre ɓurnde jogaago mahadi.
LUK.20.18	Do'iiɗo dow haayre ndeen fuu no yevey, ammaa mo nde yani dow muuɗum fuu, nde ɗigginey ɗum.
LUK.20.19	*Moodiɓɓe Tawreeta e *mawɓe aardiiɓe diina pahami dow mu''en Yeesu waɗi balndol ngool. Ɓe ngiɗiino ɓe nannga mo ɗoon e ɗoon, ammaa ɓe kulii yimɓe. 
LUK.20.20	Gam ma'ajum ɓe peɗi Yeesu gite, ɓe lili woɓɓe majjitinɓe ko'e mu''en to ma'ako, gam ɓe keɓa to ɓe nanngiri mo nder bolle ma'ako, ɓe kokka mo nder juuɗe laamu e sernooɓe muuɗum. 
LUK.20.21	Sey lilaaɓe ɓeen ƴami Yeesu mbi'i :
LUK.20.21	— Moodibbo, emin anndi ko mbi'ataa e ko ekkitintaa fuu ɗum goonga, a ɓurdindirtaa yimɓe, eɗa ekkitina laawol Allah e goonga. 
LUK.20.22	E giiɗe maaɗa, e haani min mbiyoo *Kaysar
LUK.20.23	Ammaa Yeesu annditii ƴoyre maɓɓe, sey o vi'i ɓe :
LUK.20.24	— Kollee yam ceedel ajurfaari go'otel. Footo moye e innde moye woni dow ma'agel ?
LUK.20.24	Ɓe mbi'i :
LUK.20.24	— Ɗum Kaysar.
LUK.20.25	O vi'i ɓe :
LUK.20.25	— To noon, kokkee Kaysar ko woni ɗum Kaysar, kokkon Allah boo ko woni ɗum Allah.
LUK.20.26	Nder ko o vi'i ɓe fuu yeeso yimɓe, ɓe keɓaay ko ɓe nanngirta mo. Sey ɓe nde''iti eɓe kaayɗina no o toontorii ɓe.
LUK.20.27	*Saduuki'en e mbi'a maayɓe ummititaako. Woɓɓe nder maɓɓe ngari to Yeesu, 
LUK.20.28	ɓe ƴami mo, ɓe mbi'i :
LUK.20.28	— Moodibbo, *Muusa vinndanii en ka'a dooka, to gorko hoovake debbo maayii rimdaay e ma'ako, sey mawniiko koo minyiiko wa'ata debbo oon, gam heɓana maayɗo oon ɓiɓɓe. 
LUK.20.29	Too, ndeenno e woodi woɓɓe rimdaaɓe worɓe njoveeɗiɗo. Mawniraawo hoovi debbo, maayi rimdaay e ma'ako. 
LUK.20.30	Ɗiɗaɓo wa'ati debbo oon, kanko maa o maayi ɓe ndimdaay. 
LUK.20.31	Tataɓo maa wa'ati debbo oon, kanko maa o maayi ɓe ndimdaay. Noon rimdaaɓe njoveeɗiɗo ɓeen fuu koovorii debbo oon, ammaa ɓe maayi ɓe ndimdaay e ma'ako. 
LUK.20.32	Ɓaawo maayde maɓɓe, debbo oon maayi. 
LUK.20.33	Kadi, nyannde ummitineeki maayɓe koree moye o laatotoo nder maɓɓe ? Gam ɓe fuu njoveeɗiɗo ɓe koovakeno mo.
LUK.20.34	Yeesu toontii ɓe vi'i :
LUK.20.34	— Yimɓe ndu'u duuniyaaru e koovootira, 
LUK.20.35	ammaa ɓe Allah raari potii ummitineego natta nder duuniyaaru ndu jahango, ɓe koovootirtaa. 
LUK.20.36	Ɓe puɗɗitataa maaygo, gam ɓe laatoto kama malaa'ika'en. Ɓe ɓiɓɓe Allah boo gam ɓe ummitake nder maayde. 
LUK.20.37	Koo nder habaru vaafre huɓɓunde yiite, annabi Muusa hollii laaɓɗum maayɓe no ummoto, gam o noddirii Allah « Allah mo Ibraahim, Allah mo Iciyaaku, Allah mo Yaakuubu. »
LUK.20.38	Kanko naa o Allah maayɓe, ammaa o Allah foofooɓe. Gam to ma'ako, ɓe fuu eɓe poofi.
LUK.20.39	Woɓɓe *moodiɓɓe Tawreeta mbi'i mo :
LUK.20.39	— Moodibbo, a toontake booɗɗum.
LUK.20.40	Ɓaawo ɗoon ɓe kulii ƴamgo mo ƴamol feere.
LUK.20.41	Ndeen Yeesu ƴami ɓe vi'i :
LUK.20.41	— Ko jeyi yimɓe mbi'irata *Almasiifu no ɓii-Dawda ? 
LUK.20.42	Gam Dawda e hoore muuɗum vi'ii nder deftere Jabuura :
LUK.20.42	« Jawmiraawo vi'ii Jawmiraawo am :
LUK.20.42	Jooɗa e junngo am nyaamo
LUK.20.43	faa mi waɗa wanywanyɓe maaɗa laatoo jaaɓruɗum kosɗe maaɗa. »
LUK.20.44	To Dawda noddirii Almasiifu « Jawmiraawo », ndeen noye o laatortoo ɓii-Dawda ?
LUK.20.45	Yeesu vi'i *almaajiri'en muuɗum yeeso yewaniiɓe mo fuu :
LUK.20.46	— Kakkilee e *moodiɓɓe Tawreeta, yiɗɓe yiilaago e ɓornii ngapaleeji juutɗi, e hinnireego diccunde nder luuɓe, fooɗantooɓe jo'ole mawɓe nder cuuɗi-ga'ajorɗi e nder kumti. 
LUK.20.47	Eɓe njuttina do'aaje gam ɓe ngi'ee, ammaa eɓe nyaama jawdi rewɓe ɓe worɓe mu''en maayi. Halkere maɓɓe no ɓurey nde koo moye naawgo.
LUK.21.1	Yeesu ɓanti gite yi'i riskuɓe e mba'ata kokkal mu''en nder to ɗum resata ceede gam *Wuro Allah Seniingo. 
LUK.21.2	O yi'i goɗɗo yayriijo cooyɗo mo gorko muuɗum maayi e wa'ata tammahon ɗiɗon. 
LUK.21.3	Sey Yeesu vi'i :
LUK.21.3	— Emi vi'a on goonga : ko o'o debbo cooyɗo hokki, ɓurii ko horiiɓe fuu kokki. 
LUK.21.4	Gam horiiɓe fuu kokkii seɗɗa gada nder ɗuuɗal risku mu''en, ammaa kanko nder cooyndam ma'ako o hokkii ceedon kon o marortoo fuu.
LUK.21.5	Woɓɓe puɗɗi volvugo haala no *Wuro Seniingo sinngitiraa kaaƴe booɗɗe e ku'uje ɗe ɗum saahanii Allah. Ammaa Yeesu vi'i ɓe :
LUK.21.6	— Ko ngi'oton ɗo'o, wakkaci no warey nde walaa haayre ɗaleteende dow woɗnde, ɗe fuu ɗum yibbiney ɗe.
LUK.21.7	Ɓe ƴami mo, ɓe mbi'i :
LUK.21.7	— Moodibbo, ndeye ku'uje ɗeen waɗata ? Kaye alaama hollata ɗum ɓadake waɗgo ?
LUK.21.8	O vi'i :
LUK.21.8	— Kakkilee, to' on majjinee. Gam yimɓe ɗuuɗɓe no ngarey e innde am, eɓe mbi'a : « Miin woni Almasiifu », « Wakkaci ɓadake. » To' on tokku ɓe. 
LUK.21.9	To on nanii habaru konuuji e fitinaaji, to' on kul, gam doole ku'uje ɗeen mbaɗa tawo, ammaa naa ɗum timmoode duuniyaaru.
LUK.21.10	O tokki vi'igo ɓe :
LUK.21.10	— Lenyol no ummanto lenyol, laamu no ummanto laamu. 
LUK.21.11	Dimmbaaki lesdi cemmbiɗki no waɗey nder jaaje feere-feere, ɗum waɗey veelooji e nyawuuji kalluɗi. Ku'uje kulniiɗe e alaamaaji mawɗi no mbanngey dow asama. 
LUK.21.12	Ammaa ko hokka hu'unde ndeen fuu waɗa, yimɓe no nanngey on, ɓe torra on, ɓe kokka on nder juuɗe mawɓe *cuuɗi-ga'ajorɗi, ɓe omnda on nder kaso, ɓe njahara on yeeso laamiiɓe e mawɓe lesdi, gam on tokkuɓe yam. 
LUK.21.13	Kanjum ɗum hokkey on laawol saaydingo ɓe habaru am. 
LUK.21.14	Ndesee nder ɓerɗe mooɗon on ngaannataako dow no mburtinirton ko'e mooɗon nder wakkaci ɗuum, 
LUK.21.15	gam mi hokkey on baawal bolle e anndal, faa walaa koo go'oto nder wanywanyɓe mooɗon baaweyɗo do''irgo on haala, koo yeddugo ko mbiiɗon. 
LUK.21.16	Koo danyooɓe mooɗon e rimdaaɓe mooɗon e banndiraaɓe mooɗon e higooɓe mooɗon no njammboto on, ɓe mbaɗa ɗum wara woɓɓe mooɗon. 
LUK.21.17	Koo moye no wanyey on, gam on tokkuɓe yam. 
LUK.21.18	Ammaa koo laasol ko'e mooɗon go'otol halkataa. 
LUK.21.19	To on munyii faa timmoode, on kisey.
LUK.21.20	— To on ngi'ii honooɓe e kowi si'ire *Urusaliima, ndeen tabbitinee halkere ma'are ɓadake. 
LUK.21.21	Ndeen ɓe ɗum tawi nder lesdi *Yahuudiya no nyaardu baamle, ɓe ɗum tawi nder si'ire Urusaliima fuu no mburto nde, ɓe ɗum tawi nder ladde boo to' nattu si'ire ndeen. 
LUK.21.22	Gam balɗe ɗeen ɗum balɗe mba'ataari, sabu ko vinndanoo nder *Deftere fuu no heevey. 
LUK.21.23	Kayco rewɓe saawɓe e bambuɓe nder balɗe ɗeen ! Gam torraaji kalluɗi no njooftoto dow lesdi ndiin, huunƴere Allah boo no jippoto dow yimɓe ma'ari. 
LUK.21.24	Woɓɓe no mbardete kaafaaje, woɓɓe boo nanngee njaharee nder lesɗe duuniyaaru fuu ɓe laatinee maccuɓe. *Leƴƴi ɗi laataaki Yahuudu'en no njaaɓey Urusaliima, faa nde wakkaci maɓɓe heevi.
LUK.21.25	Alaamaaji kulniiɗi no mbaɗey dow naange e lewru e koode. Dow lesdi boo, kulol no nanngey leƴƴi duuniyaaru fuu, faa ɓe majja ko ɓe mbaɗata gam iido maayo e ɓoggi muuɗum. 
LUK.21.26	Kulol no warey yimɓe to ɓe nyumii ko warata dow duuniyaaru, gam baawɗeeji gonɗi dow fuu no ndimmboto. 
LUK.21.27	Wakkaci ɗuum, ɓe ngi'ey Ɓii-Neɗɗo e wara nder duule e baawɗe e teddungal manngal. 
LUK.21.28	To ku'uje ɗeen puɗɗii waɗgo, ummee ndaree tiggee dow, gam kisndam mooɗon ɓadake.
LUK.21.29	Ndeen o valndani ɓe ngo'ol balndol, o vi'i :
LUK.21.29	— Ndaaree ƴibbi e leɗɗe koriiɗe fuu. 
LUK.21.30	To on ngi'ii ɗe mbiliti, on anndi ndunngu ɓadake. 
LUK.21.31	Noon boo, to on ngi'ii ku'uje ɗeen e mbaɗa, too, anndee *laamu Allah ɓadake. 
LUK.21.32	Emi vi'a on goonga : yimɓe ndu'u jaamaniiru timmataa, sey to ku'uje ɗeen fuu mbaɗii. 
LUK.21.33	Dow e lees no timmey, ammaa bolle am timmataa faa abadaa.
LUK.21.34	— Ndeenee ko'e mooɗon, gam to' yiɗde nyaamki e yare-yare e laluuraaji duuniyaaru hooy ɓerɗe mooɗon, faa nyanndeere ndeen ruddoo on, on anndaa. 
LUK.21.35	Gam nyanndeere ndeen no warey dow koo moye poofeyɗo nder duuniyaaru kama tarkewol. 
LUK.21.36	Gam ma'ajum, to' on ɗaano. Mbaɗee do'aare koo ndeye, gam keɓon kison ɗen ɗoon ku'uje gareyɗe fuu, kadimaa keɓon wargo yeeso Ɓii-Neɗɗo ndarooɗon.
LUK.21.37	Nyalawma Yeesu e ekkitina nder *Wuro Allah Seniingo, to hiiri o vurtoo o yaha *vaamnde Jaytunje o waaloya. 
LUK.21.38	Yimɓe fuu e njaha Wuro Allah ila fajiri, gam yewanaago mo.
LUK.22.1	Too, wakkaci *Juulɗe buroodi ɗum walaa ƴuufnirɗum, bi'eteeɗe *juulɗe Kuultol ɓadake. 
LUK.22.2	*Mawɓe aardiiɓe diina e moodiɓɓe *Tawreeta e ndaara laawol no mbardata Yeesu, ammaa eɓe kula yimɓe.
LUK.22.3	Sey *Ceyɗaan natti ɓernde Yahuuda bi'eteeɗo Iskariyooti, go'oto nder almaajiri'en Yeesu sappo e ɗiɗo. 
LUK.22.4	O yahi to *mawɓe aardiiɓe diina e mawɓe reenooɓe *Wuro Seniingo, o darvidi e maɓɓe dow no o hokkirta Yeesu nder juuɗe maɓɓe. 
LUK.22.5	Ɗum veli ɓe korey, ɓe mbaɗi alkawal ɓe kokkey mo ceede. 
LUK.22.6	Kanko boo o jaɓi, o fuɗɗi yillaago laawol no o nyaamrata amaana Yeesu, naa e anndaangal yimɓe.
LUK.22.7	Nyannde *juulɗe Buroodi ɗum walaa ƴuufnirɗum wari. Nyalaande ndeen ɗum hirsata njawdiri *juulɗe Kuultol. 
LUK.22.8	Yeesu lili Biiturus e Yahayya, vi'i ɓe :
LUK.22.8	— Njahee ciryanee en nyaamdu juulɗe Kuultol.
LUK.22.9	Ɓe ƴami mo ɓe mbi'i :
LUK.22.9	— Toye ngiɗɗaa min ciryoo ɗum ?
LUK.22.10	O vi'i ɓe :
LUK.22.10	— Ɗoon to nattuɗon si'ire, on pottey e gorko e roondii ƴoogirde ndiyam. Tokkee mo faa nder wuro ngo o nattata, 
LUK.22.11	mbi'on jawmu wuro oon : « Moodibbo vi'i min ƴam maa : Toye suudu ndu o nyaamdata e almaajiri'en ma'ako nyaamdu juulɗe Kuultol ? » 
LUK.22.12	O holley on suudu ndu dow, mawndu mo''inaandu. Toon ciryantooɗon en nyaamdu juulɗe Kuultol.
LUK.22.13	Sey ɓe njahi ɓe tawi koo ɗume noon no Yeesu vi'iri ɓe, ɓe ciryii koo ɗume gam juulɗe ɗeen.
LUK.22.14	Nde wakkaci waɗi, Yeesu e almaajiri'en muuɗum sappo e ɗiɗo njooɗii gam kiirtoo. 
LUK.22.15	Sey o vi'i ɓe :
LUK.22.15	— Mi haaɓii nyaamdugo e mooɗon ndu'u nyaamdu *juulɗe Kuultol, ko hokka mi torree. 
LUK.22.16	Gam emi vi'a on : mi ɓesdataa nyaamgo nyaamdu juulɗe Kuultol, sey to ma'ana ma'ajum heevii nder laamu Allah.
LUK.22.17	Sey o hooƴi jardugel, o yetti Allah, o vi'i :
LUK.22.17	— Njaɓee cenndindiree innaboojam ɗaam. 
LUK.22.18	Gam emi vi'a on : gada hannde mi ɓesdataa yargo innaboojam, sey to laamu Allah warii.
LUK.22.19	Ndeen o hooƴi buroodi, o yetti Allah, o fecci ndi, o hokki almaajiri'en ma'ako, o vi'i : — Ɗu'um ɗum ɓanndu am, hokkaandu gam mooɗon. Mbaɗee ga waɗgo noon gam hiimtaago yam. 
LUK.22.20	Noon boo, ɓaawo ɓe kiirtake, o hooƴi jardugel innaboojam, o vi'i :
LUK.22.20	— Ɗa'am woni alkawal kesal tabbitiniraangal e ƴiiƴam am ndufeteeɗam gam mooɗon. 
LUK.22.21	Ammaa raa nyaameyɗo amaana am ɗo'o nyaamdeymi nder le'al go'otal. 
LUK.22.22	Goonga, *Ɓii-Neɗɗo no maayrey noon no Allah siryorii, ammaa bone laatanto nyaameyɗo amaana ma'ako !
LUK.22.23	Almaajiri'en puɗɗi ƴamƴamtirgo hakkunde mu''en, moye nder maɓɓe waɗata nga'al kuugal.
LUK.22.24	Geddi ummii hakkunde almaajiri'en dow moye laatii ɓurɗo manngu nder maɓɓe. 
LUK.22.25	Ndeen Yeesu vi'i ɓe :
LUK.22.25	— Laamiiɓe duuniyaaru e kolla yimɓe mu''en semmbee. Aardiiɓe boo e ngiɗi noddireego vallooɓe yimɓe. 
LUK.22.26	Ammaa onon, to' on mbaɗ noon. Ɓurɗo manngu nder mooɗon sey laatoo kama ɓinngel, aardiiɗo boo sey laatoo jaggantooɗo on. 
LUK.22.27	Moye ɓuri manngu, jooɗiiɗo nyaama, nakay ge'edoowo ? Ay ɗum oon jooɗiiɗo. Ammaa miin emi ɗo'o hakkunde mooɗon kama kuwoowo.
LUK.22.28	Onon ngoni wondiɗɗaaɓe am goonga'en nder torraa ka njarmi fuu. 
LUK.22.29	Gam ma'ajum miin boo, mi hokkii on laamu, noon no Baabiraawo am mo dow hokkiri yam ngu, 
LUK.22.30	faa nyaamden njarden e le'al go'otal nder laamu am. Kadimaa njooɗooɗon dow jooɗorɗe ceri'a, cernanon leƴƴi Isiraa'iila sappo e ɗiɗi.
LUK.22.31	Yeesu vi'i :
LUK.22.31	— Simon, Simon, dara nana, *Ceyɗaan hokkaama laawol sorɓugo on, o jaarta on kama no ɗum jaartirta alkamaari. 
LUK.22.32	Ammaa mi waɗanii ma do'aare, gam to' goonɗinki maaɗa soɓtee. Aan boo, to a vittoyii to am, semmbiɗin banndiraaɓe maaɗa.
LUK.22.33	Biiturus vi'i mo :
LUK.22.33	— Moodibbo, emi siryii yahadugo e maaɗa koo ɗum kaso. Kay, faa maa e maaydugo e maaɗa.
LUK.22.34	Yeesu vi'i :
LUK.22.34	— Biiturus, emi vi'i maa : hannde jemma ko hokka njakaraari kurkita, a vi'ey a anndaa yam faa nde tati.
LUK.22.35	Sey Yeesu vi'i ɓe :
LUK.22.35	— Nde lilnoomi on naa e ceede naa e jikaare koo paɗe, e woodi ko ndulluɗon naa ?
LUK.22.35	Ɓe mbi'i :
LUK.22.35	— Walaa.
LUK.22.36	O vi'i ɓe :
LUK.22.36	— Ammaa jo'oni, goonɗo ceede, hooƴa ɗe, goonɗo jikaare boo hooƴa nde. Mo walaa kaafahi, soorra ngapaleewol muuɗum sooda go'oti. 
LUK.22.37	Emi vi'a on : nde'e aayaare vi'inde : O fiidaama e halluɓe sawru wo'oru
LUK.22.38	Almaajiri'en mbi'i :
LUK.22.38	— Moodibbo, raa kaafaaje ɗiɗi.
LUK.22.38	O vi'i ɓe :
LUK.22.38	— Ɗum heƴii.
LUK.22.39	Yeesu vurtii yahi *vaamnde Jaytunje, noon no o voovi waɗgo. Almaajiri'en ma'ako boo e tokki mo. 
LUK.22.40	Nde ɓe njottii yaayre ndeen, o vi'i ɓe :
LUK.22.40	— Mbaɗee do'aare gam to' on njan nder jarrabeeki.
LUK.22.41	Ndeen o woɗɗitii ɓe seɗɗa ko waɗata dimma ferannde haayre, o diccii o waɗi do'aare o vi'i :
LUK.22.42	— Baaba am, to a jaɓii sottinanam nge'el jardugel ka'a torraa. Ammaa ta'a waɗ ko ngiɗmi, waɗ ko ngiɗɗaa, aan.
LUK.22.43	Sey malaa'ikaajo ivoyi dow, vanngani mo semmbiɗini mo. 
LUK.22.44	Nder mettam ɓeram ma'ako, sey o ɓesdi semmbiɗingo do'aare, faa asawre ma'ako laatii kama baade ƴiiƴam e simta e lesdi.
LUK.22.45	Nde o heyni do'aare, o so''ii to almaajiri'en ma'ako, o tawi eɓe ɗaanii, ɓe comii gam ɓerɗe maɓɓe mettii. 
LUK.22.46	O vi'i ɓe :
LUK.22.46	— Ko ɗannini on ? Ummee mbaɗee do'aare, gam to' on njan nder jarrabeeki.
LUK.22.47	Ila o heynaay bolle, sey yimɓe ɗuuɗɓe ngari. Yahuuda go'oto nder almaajiri'en ma'ako sappo e ɗiɗo e aardii ɓe. Yahuuda ɓaditii Yeesu faa taaroo e ma'ako. 
LUK.22.48	Yeesu vi'i mo :
LUK.22.48	— Yahuuda, e hinnoore higaaku nyaamrataa amaana *Ɓii-Neɗɗo naa ?
LUK.22.49	Nde almaajiri'en Yeesu ngi'i ko yiɗi waɗgo, ɓe mbi'i mo :
LUK.22.49	— Moodibbo, min pe''a ɓe ?
LUK.22.50	Go'oto maɓɓe fe''i nofru maccuɗo *aardiiɗo diina mawɗo ndu nyaamo.
LUK.22.51	Ammaa Yeesu vi'i :
LUK.22.51	— Ngooree ! To' on ɓesdu !
LUK.22.51	Ndeen Yeesu meemi nofru neɗɗo oon, hoyni mo.
LUK.22.52	Sey Yeesu vi'i mawɓe aardiiɓe diina e mawɓe reenooɓe Wuro Seniingo e arɗuɓe Yahuudu'en warɓe nanngugo mo :
LUK.22.52	— Ko jeyi ngarduɗon e kaafaaje e cabbi kama nanngooɓe pasoowo ? 
LUK.22.53	Dum emi wondi e mooɗon nder *Wuro Allah Seniingo, on nanngaay yam. Ammaa jo'oni ɗum wakkaci mooɗon, wakkaci laamu Ceyɗaan.
LUK.22.54	Sey ɓe nanngi Yeesu ɓe ndillidi e muuɗum ɓe njahari mo wuro *aardiiɗo diina mawɗo. Biiturus boo e tokkiri ɓe ɓaawo to fooɗtii. 
LUK.22.55	Ɓe kuɓɓi yiite nder filiire wuro, ɓe njooɗii. Biiturus wari jooɗii nder maɓɓe. 
LUK.22.56	Sey goɗɗo korɗo yi'i emo jooɗii takkol yiite. Korɗo oon raari mo booɗɗum vi'i :
LUK.22.56	— O'o neɗɗo e wondunoo e Yeesu.
LUK.22.57	Ammaa Biiturus yeddi vi'i :
LUK.22.57	— Kay oya, mi anndaa mo.
LUK.22.58	Ɓaawo ɗoon seɗɗa goɗɗo yi'i mo vi'i :
LUK.22.58	— Aan maa a go'oto nder tokkuɓe mo.
LUK.22.58	Ammaa Biiturus vi'i :
LUK.22.58	— Higoo, mi walaa nder maɓɓe !
LUK.22.59	Faro awaa go'otum ɓaawo ma'ajum, goɗɗo ummitini haala kaan vi'i :
LUK.22.59	— Daahir o'o gorko e wondunoo e Yeesu, gam o Gaaliilankeejo.
LUK.22.60	Biiturus vi'i mo :
LUK.22.60	— Kay higoo, mi fahamataa maa ko mbi'ataa !
LUK.22.60	Ila o omndaay honnduko, njakaraari kurkiti. 
LUK.22.61	Ndeen Yeesu yeeƴii raari Biiturus. Sey Biiturus hiimtii ko Yeesu vi'inoo ɗum : « Hannde ko hokka njakaraari kurkita, a vi'ey a anndaa yam nde tati. » 
LUK.22.62	Biiturus vurtii yaasi o voyi bojji naawɗi.
LUK.22.63	Yimɓe nannguɓe Yeesu puɗɗi jaltinirgo mo e fiigo mo. 
LUK.22.64	Ɓe cuddi gite ma'ako eɓe ƴama mo eɓe mbi'a :
LUK.22.64	— Anndit piiɗo ma.
LUK.22.65	Ɓe naawrani mo haalaaji feere-feere.
LUK.22.66	Nde veeti, arɗuɓe Yahuudu'en e *mawɓe aardiiɓe diina e *moodiɓɓe Tawreeta kawriti. Yeesu waddaa yeeso kawtal maɓɓe. 
LUK.22.67	Ɓe mbi'i :
LUK.22.67	— To a *Almasiifu, yecca min.
LUK.22.67	Ammaa Yeesu vi'i ɓe :
LUK.22.67	— Koo to mi yeccake on maa, on njaɓataa. 
LUK.22.68	To mi ƴamii on boo on toontataako yam. 
LUK.22.69	Ammaa gada jo'oni, *Ɓii-Neɗɗo no jooɗoto e nyaamo Allah mo baawɗe.
LUK.22.70	Ɓe fuu ɓe mbi'i :
LUK.22.70	— To noon, aan a *Ɓiɗɗo Allah naa ?
LUK.22.70	O vi'i ɓe :
LUK.22.70	— Noon no mbiiɗon.
LUK.22.71	Ɓe mbi'i :
LUK.22.71	— En ngalaa bukaata caaydaaku feere, gam enen e ko'e meeɗen en nanii ko o vi'i e honnduko ma'ako.
LUK.23.1	Ndeen *Kawtal Sernooɓe ɓeen fuu ummii njahari Yeesu yeeso Bilaatus gomnaajo. 
LUK.23.2	Ɓe puɗɗi wullaago mo, eɓe mbi'a :
LUK.23.2	— Min tawii o'o neɗɗo e jiɓa lenyol amin. Emo haɗa ɓe biyaago laamiiɗo *Rooma janngal, emo vi'a hoore ma'ako o Almasiifu, laamiiɗo.
LUK.23.3	Sey Bilaatus ƴami Yeesu vi'i :
LUK.23.3	— Aan woni laamiiɗo *Yahuudu'en naa ?
LUK.23.3	Yeesu toontii mo vi'i :
LUK.23.3	— Ee, noon no mbiiɗaa.
LUK.23.4	Bilaatus vi'i mawɓe aardiiɓe diina e jama'aare fuu :
LUK.23.4	— Mi yi'aay layfi ɗum nanngirɗon o'o neɗɗo.
LUK.23.5	Ammaa ɓe mbaɗi ga volvugo e semmbee, eɓe mbi'a :
LUK.23.5	— Ko o ekkitinta e jiɓa yimɓe lesdi Yahuudiya fuu. O fuɗɗirii lesdi Gaaliili, jo'oni o warii faa ɗo'o.
LUK.23.6	Nde Bilaatus nani noon, o ƴami o vi'i :
LUK.23.6	— O'o neɗɗo o Gaaliilankeejo naa ?
LUK.23.7	Nde o nani Yeesu ivii nder laamu *Hiruudus, o waɗi ɗum yahari mo to Hiruudus, gam e wakkaci ɗuum Hiruudus e ɗoon nder *Urusaliima. 
LUK.23.8	Nde Hiruudus yi'i Yeesu, o nani belɗum korey, gam o neeɓii emo yiɗi o yi'a Yeesu, sabu ko o nani dow muuɗum. Kadimaa emo yiɗnoo o heɓa o yi'a to Yeesu waɗi goɗɗum kaayniiɗum. 
LUK.23.9	O ƴami Yeesu ƴamɗe ɗuuɗɗe, ammaa Yeesu toontaaki mo koo kaye. 
LUK.23.10	*Mawɓe aardiiɓe diina e *moodiɓɓe Tawreeta dariiɓe ɗoon ngullii mo e semmbee mu''en fuu. 
LUK.23.11	Hiruudus e soojeeji muuɗum cemtini mo, njaltiniri mo, ɓe ɓorni mo koltal booɗngal. Ndeen Hiruudus liltiri mo to Bilaatus. 
LUK.23.12	Hiruudus e Bilaatus ngiɗngiɗtiraano, ammaa nyanndeere ndeen ɓe kiggiri.
LUK.23.13	Bilaatus noddi *mawɓe aardiiɓe diina e arɗuɓe Yahuudu'en e yimɓe fuu. 
LUK.23.14	O vi'i ɓe :
LUK.23.14	— On ngaddanii yam o'o neɗɗo, on mbi'ii emo jiɓa yimɓe. Rah, mi ƴamii mo yeeso mooɗon, ammaa ko ngulloriiɗon mo fuu mi tawraay mo koo go'otum. 
LUK.23.15	Hiruudus maa tawraay mo ɗum, gam o liltiroyii mo to meeɗen. Pahamee o'o neɗɗo waɗaay koo ɗume ko foti wargo ɗum. 
LUK.23.16	Gam ma'ajum mi waɗey o fiyee o yoofee.
LUK.23.16	[
LUK.23.17	Too, ndeen maa koo ndeye hitaande Bilaatus e voovi yoofango ɓe kaɓɓaaɗo go'oto.]
LUK.23.18	Ammaa ɓe fuu ɓe ngulli gaba go'o, ɓe mbi'i :
LUK.23.18	— War mo, njoofanaa min Barabas !
LUK.23.19	Barabas boo omndaama nder kaso gam emo nder umminɓe haɓre e laamu si'ire Urusaliima, kadimaa o warii goɗɗo.
LUK.23.20	Bilaatus ɓesdi volvango ɓe, gam e yiɗi yoofgo Yeesu. 
LUK.23.21	Ammaa ɓe mbaɗi ga wullugo eɓe mbi'a :
LUK.23.21	— Ɓil mo ! Ɓil mo dow *gaafagal !
LUK.23.22	Bilaatus vi'i ɓe tataɓre :
LUK.23.22	— Gam ɗume ? Ndeye halleende o waɗi ? Mi yi'aay ko o waɗi ko foti wargo mo. Gam ma'ajum, mi waɗey o fiyee o yoofee.
LUK.23.23	Ammaa ɓe ɓesdi wullugo e semmbee, ɓe mbi'i :
LUK.23.23	— Ɓil mo dow gaafagal !
LUK.23.23	Gullaali maɓɓe tampini Bilaatus. 
LUK.23.24	Gam ma'ajum o jaɓi waɗango ɓe ko ɓe ngiɗi. 
