JON.1.1	Keriab Yaweb dora Amitaib nono Yona gam ogureaga. 
LUK.17.16	Nu kümüna Jisas gam taidüdi, Jisasüb kebe iroto oksosob orudi, nurmaga kübüdim gam difürüdi, esegeaga. Fere baba, nu Samaria distriküb ferefinaburüngab gin gamnab. 
LUK.17.17	Jisas fere baba kegeudi wageaga, “Yeba, fere fogo tugu urun taiden gün. Bangeagako, fere dam tugu baba arag büren? 
LUK.17.18	Maigüdi, ogura Keriabüb yanim siradgaberegi kenedag, io? Fere meme gin güre gamnab nu nugenakuanade?” 
LUK.17.19	Bana Jisasde fere baba menüm waweaga, “Na siradibe kümüne. Kob kainana nagübüde, nag maig namabereaga.”
LUK.17.21	Bangar menüm wageregedige, ‘Kegewenan, meag büreaga,’ ede ‘Egina bag büreaga.’ Edenan. Keriabüb Koroba manage ninag kodigo büreaga.”
LUK.17.22	Bangar Jisas nugeab daidaigegi simai menüm wangeaga, “Kuri sese taideregeaga baba, ninag Fereb Nonob sese güre, kegewebürenana geregenan. Bangeagako, kegeweregarge. 
LUK.17.23	Bangar ninag menüm wangeregen, ‘Kegewenan, nu egina bag büreaga,’ ede ‘Kegewenan, nu meag büreaga.’ Bangeagako, nini kümüna daingagana. 
LUK.17.24	Ninag sibam, uyankengenim taidügafaigeaga baba, magadi gürenakuti meramgafaigeaga. Bana Fereb Nono tugu nuge oguregi sese gam babanüm gürena geregeaga, bangar ferefinabur gürenakuti kegeweregegin. 
LUK.17.25	Bangeagako, nu kub epüra fanam kemeidie, bangar meme sese gamnab ferewar nige duweregegin.
LUK.17.27	Noab sese gam daba, yag negi fünai gübüren, ferewar finabur kiregegin, finabur kam degin, bangedi kümüna kümüna Noa oude ere gam iruwegi sese gam taiden. Bana kuiai erekokai taidüdi ferefinabur gürenakuti kogifürüngeaga. 
LUK.17.28	Ferefinabur kabia babanüm gürena, Lotüb sese gam geginwaib. Baba, yag negi gam büren, daba murugegi, sugurwegi fünai tugu küm fünai fata fünai güdi büren. 
LUK.17.29	Bangeagako, Lot nu Sodom ebgadüdi kümüneaga, bangar baba dü gamnana keb tugu kegenam salfa tugu, yag sibe magadi gamde musuweaga. Bangüdi ferefinabur gürenakuti kogifürüngeaga. 
LUK.17.30	Bana Fereb Nono agüba taidegi dü gam, kabia babanüm gürena taideregeaga.
LUK.17.32	Nini Lotüb fia gam daba taideaga baba utungane. 
LUK.17.33	Fere güre nugeab gotogegi nugede debetawebüregüdiba, gotogegi nub kenegeregeaga. Bangeagako, fere güre nugeab gotogegi ye gam ebgadüdiba, gotogegi nub nama büreregeaga.
LUK.17.35+LUK.17.36	Finabur aküre plaua taiberebüre wit magi toabüreregegin, bangar Keriabüde güre igaiudi güre ebgadar büreregeaga.”
LUK.17.37	Daidaigegi simai dora baba edüdi, Jisas menüm totowen, “Erekokai, baba daba daba arag taidebeaga?” Bangar Jisasde menüm wangeaga, “Araugam dag fere mob mob büreaga baba gam gürena, mabig ogura guruafaigen.”
LUK.18.2	Menüm wageaga, “Fib ere güre gam, jas güre büreaga. Jas baba Keriabure kimgafaigarge, nu ferewarure tugu, idau utungafaigarge. 
LUK.18.3	Baba fib ere gam tugu finege güre büreaga, baba oyemadi. Bata bata jas baba gam oguradi wafaigeaga, ‘Karau yeb kogifürüyebüregeaga. Na dora gam sagie.’ 
LUK.18.4	Omo gam jasüde finege baba saguwegi uruweaganwaib. Bangeagako, kuri menüm utungeaga, ‘Ye Keriabure kimigürge, ye ferewarure idau utungurge. 
LUK.18.5	Bangeagako, finege oyemadi baba, ye kub siegi bata. Babaure dora gam saguidag. Banaka bata bata ogureregeaga. Bangar ye nub dora edegi gürenakuti siroieregeaga.’”
LUK.18.6	Bangar Erekokaide namana menüm wageaga, “Nini jas kogi babab dora baba edane. 
LUK.18.7	Bana aranüm? Ferefinabur Keriabüde nugeab uruageaga, bangar dü itut gituwegi itut nugeure mür büren baba, Keriabüde sagüngeregargedag, io? Dago dagongüdi pirika sagüngeregargedag, io? 
LUK.18.8	Ye wangün, nu pirikanana sagüngeregeaga. Bangeagako, Fereb Nono ogureregeaga baba, ferefinabur kübüdim gam büren baba, kob kainanagende, kene? Baba kegengeregeaga.”
LUK.18.10	“Fere aküre, sibdibwebüre nugeküre Keriabüb fatab güb gam kümünen. Güre nu Farisi, güre baba nu kegeam degi fere. 
LUK.18.11	Farisi baba nu biboudi, nugeab kob gamde menüm sibdibweaga, ‘Keriab, ye fere gürewar sibege, babaure ye nagure esegün. Nini begafaigegin, baba tugu kabia nama güfaigedige tugu finabur kam tutug gam menmengafaigegin. Bangeagako, ye kene. Baba tugu ye kegeam degi fere baba sibege. 
LUK.18.12	Kunube itut ye daba kudigegib dü aküre uruagafaigün. Ye daba daba gürenakuti düdiba, fogo tugu tobgafaigüdi kabatagafaigün bangüdi tob gürena baba nag dünafaigün.’ 
LUK.18.13	Bangeagako, kegeam degi fere nu kütüba biboweaga, bangüdi fib nama gam kekia agügegi uruweaga. Kene. Nu utugudi wageaga, ‘Keriab, ye menmen gügab fere. Na ye niraraie.’”
LUK.18.16	Bana Jisasde mogoi fara fara yagüngar nuge iroto oguregin, bangüdi daidaigegi simai menüm wangeaga, “Nini mogoi fara fara uruwar ige gam oguren. Tageibürüngagana. Amure, Keriabüb Koroba baba, fere memenüm mogoi fara fara sibeb. 
LUK.18.17	Ye nini gam kainana wagün, fere güre Keriabüb Koroba mogoi fara farade düfaigen baba sibe dargegarba, nu baba gam iruweregarge. Kürüna kene.”
LUK.18.19	Bangar Jisasde menüm waweaga, “Amure ye namagüdi yanbain? Keriab nugenakuana nu nama. 
LUK.18.20	Na kabiab dora toi sibamgafotun, ‘Nini finege tutug baba, nini siba kabia gagana. Nini ferefinabur gürekoi kiasorungar kugumgebena. Nini begagana. Nini kiougüdi ferefinabur gürekoi dora gam difürüngagana. Nini emnüg aninigmana minigo bürüdi dora ninib daiwane.’” 
LUK.18.21	Bangar taba ferede wageaga, “Ye fara yeusanana ogura mügar, ye kabia baba gürenakuti daiwafaigün.” 
LUK.18.22	Jisas dora baba edüdi, taba fere baba menüm waweaga, “Na daba güreure sigagün. Na nagüb daba daba gürenakuti sugurue, bangüdi kegeam baba düdiba, kororab ferewar kabatange. Na bangüdiba, na fib nama gam daba nama nama deregün. Bangüdi ogura ye daie.” 
LUK.18.23	Bangeagako, taba fere dora baba edüdi, kob koigeaga, amure, nu daba daba epüra fanamge tugu.
LUK.18.25	Kegeam fere Keriabüb Koroba gam iruwebüre bikideweaga baba sibe, kamel nu daba daba giwegi nil abuk gam iruwebüre bikideweregarge.”
LUK.18.26	Ferewar dora baba edüdi menüm wagen, “Bangarba, wonidenana gotogegi nama tüpür büregi debeaga?” 
LUK.18.27	Bangar Jisasde wageaga, “Baba daba, ferede geregarge, bangeagako, Keriabüde geregeaga.”
LUK.18.29+LUK.18.30	Bangar Jisasde menüm wangeaga, “Ye nin gam kainana wagün, fere gürenakuti Keriabüb Korobaure utungüdi, nugengab fata tugu, fianügmana, owa mebemana, emnügmana aninigmana, mogoitoi ebgagaingüdiba, bana kübüdim meme gam büren sese gamnana Keriabüde daba daba epürafanam dünügeregarge. Nuge daba daba egimeb tutug büren baba, emegerweregeaga. Bangar sese kuri taidebüregeaga baba, gotogegi nama tüpür tüpür büregi deregegin.”
LUK.18.32	Gürewarüngab gingamnab fere simaingab kube gam nu duweregegin. Bangüdi makirkir dora duweregegin, kogifurudi, sibgoruweregegin. 
LUK.18.33	Bangüdi gege düdi orfotuweregegin. Bangeagako, dü küi gamba maig siraderegeaga.” 
LUK.18.34	Bangeagako, daidaigegi simai nini, dora babab ginim sibamgedige. Dora babab ginim ninib kob gam iwageaga, bangar dora baba geaga baba, nini idau sibamgedige.
LUK.18.35	Jisas Jeriko fib ere iroto taidüdi, fere güre ege gomo erekobo maga gam gotogüdi ferefinabur kegeamure toto totongeaga, baba kegeweaga. 
LUK.18.36	Ferefinabur gin ere oguren baba edüdi, fere menüm totongeaga, “Baba amdagegin?” 
LUK.18.37	Bangar wawen, “Jisas Nasaretüb ogureaga.” 
LUK.18.38	Bana baba ege gomo menüm yogeaga, “Jisas, na Devitüb matanab, na ye kororabie.” 
LUK.18.39	Fere agfürüdi oguren babawarde, nunurudi menüm wawen, “Na sube gütüwe.” Bangeagako, nu bikuwadaid igyogüdi, erenana magaudi mengeaga, “Na Devitüb matanab, na ye kororabie.” 
LUK.18.40	Bangar Jisas ogura biboudi, fere baba nuge gam igaiudi ogurebüregüdi wangeaga. Ege gomo baba iroto ogurafotuwarbere, Jisasde menüm totoweaga, 
LUK.18.41	“Ye na gam am bangebüre güdi gün?” Bangar wageaga, “Erekokai, ye agügebüregün.” 
LUK.18.42	Bangar Jisasde waweaga, “Ege nab kim namaweregeaga. Kob kainana nagübüde gar nag namaun.” 
LUK.18.43	Bangar pirikanana ege nub pitoiar agügeaga. Bangar Jisas daiudi kümünadi, Keriabüb yanim siradgabereaga. Bangar ferefinabur gürenakuti baba kegeudi, nin tugu Keriabüb yanim siradgaberen.
LUK.19.1	Bana Jisas kümüna Jeriko fib ere gam taideaga, bangüdi fib kodigode kümünadi fib ere emegerwebüregeaga. 
LUK.19.2	Fere güre baba fib ere gam büreaga, nub yanim Sakius. Nu kegeam degi ferewarüngab taba fere, babaure nu kegeam epürage tugu. 
LUK.19.3	Jisas nu fere aranümdag baba kegewebüregeaga. Bangeagako, Sakius nu fere siga babaure, ferefinabur gin ere büredurudi Jisas kegewegi dirugweaga. 
LUK.19.4	Bangar Jisas kegewebüre nu kese gururu kümünadi, kurab düm güre komeaga. Nu sibam, Jisas baba erekoboyau kümüneregeaga.
LUK.19.5	Bana Jisas Sakius büreaga baba gam taidüdi, baba au kekia agügüdi, Sakius menüm waweaga, “Sakius, pirika musue. Mügar ye nab fata gam büreregün.” 
LUK.19.6	Bangar Sakius kob ebebearudi pirikanana musudi Jisas igaiudi nugeab fata gam kümüneaga. 
LUK.19.7	Bangar fere gürenakuti kegeudi menüm nunurgen, “Nu kümüna fere güre menmengafaigeaga babab fata gam büreaga.”
LUK.19.9	Bangar Jisasde menüm waweaga, “Mügar, Keriabüde meme fata gamnab ferefinabur igaingafotuweaga. Baba fere tugu nu Abrahamüb matanab. 
LUK.19.10	Fereb Nono nu fere kenegen baba maig igaingebüre ogura fitangeaga.”
LUK.19.12	Menüm wageaga, “Eregeam güre fib güre kütüba kümünebüregarba, nu erekokayau uruageregegin. Bangar kuri nugeab fib mudimere gam maigüdi, nugeab gin taugeregeaga. 
LUK.19.13	Nu kümünebürewadi, nugeab sarua mogoi fogo tugu yagüngeaga, bangüdi kegeam aküre mor aküre mor kabatangeaga. Bangüdi menüm wangeaga, ‘Nini kegeam meme dibenar bisnis fünai fünaiwarbere, ige maigeregün.’
LUK.19.15	Bangeagako, nu manage erekokayau uruagegin, bangafotuwedie kuri maig ogureaga. Nu maigüdi ogurafotudiba, menüm wageaga, ‘Sarua mogoi toi egime kegeam dünügünwaib baba, yagüngane. Fere gürena gürena kegeam agan agan degin baba, kegeam omo agan agan taibürügegin baba sibamgebüregün.’
LUK.19.16	“Bana fere güre nukese oguradi wageaga, ‘Eregeam, ye nab kegeam aküre mor, düdi fünaiudi omo taibürün baba, kegeam 200 taibürün.’ 
LUK.19.17	Bangar erekokayaude menüm waweaga, ‘Na sarua mogoi nama, babaure na fünai nama gün. Na daba kürüna fanamere baba idadau taugün, babaure na mügar fib ere fogo tugu taugegib yanim dünün.’
LUK.19.18	“Bana sarua mogoi güre oguradi wageaga, ‘Eregeam, ye nab aküre mor saka bisnis fünaiun baba, mügar ye kegeam omo 100 taibürün.’ 
LUK.19.19	Bangar erekokayaude waweaga, ‘Na fib ere taba tugu taugegib difürünün.’ 
LUK.19.20	Bangar sarua mogoi güre oguradi wageaga, ‘Eregeam, aküre mor nab mia büreaga. Ude dira güre gamde wartaudi difürür büreaga. 
LUK.19.21	Amure, ye kegenün baba, na tamari bürün. Baba daba fere gürewarde diferedi büreaga baba, na düfaigün. Daba daba gürewarde orenwaib baba, baba tuguna, na düfaigün. Babaure ye naure kimigün.’
LUK.19.23	Bana am ginimure kegeam yeb kegeam fata gam diferabge? Bangar ige maig oguradiba, kegeam omo taibürün baba, gürekoi tugu maig deregün?’ 
LUK.19.24	Bangar fere iroto bibougegin gam menüm wageaga, ‘Aküre mor nu gam baba dane, bangüdi fere kegeam 200 tugu baba duwane.’ 
LUK.19.25	Bangar menüm wawen, ‘Eregeam, nu manage kegeam 200 tugu.’
LUK.19.27	Bangeagako, yeb karautoi baba, nini ye nugengab erekokayau büregi uruwen. Igaingüdi ogura yeb ege gam meag kiasorungar kugumgen.’”
LUK.19.28	Jisas komina dora baba doragafotudi, urigegi nugeab maig tuadüdi erekobo daiudi Jerusalem komeaga.
LUK.19.29	Jisas fib Betfageie Betani iroto taideaga, girtorub Oliv gen baba gam. Bangüdi daidaigegi aküre sugurungeaga. 
LUK.19.30	Bangüdi nugeküre menüm wangeaga, “Ninaküre fib egina büreaga baba gam kümünane. Ninaküre baba fib gam kümünadiba, donki sogub güre keneigaberedi büreaga baba, ninaküre kegeweregenan. Egime fere güre nu gam gotogaurarge. Donki baba muri kuregafotudi igaiudi meag ogurane. 
LUK.19.31	Bangarbere, fere gürede wangüdi, ‘Amure donki baba kuregenan?’ banüm totongarba, bana ninaküre dora nub menüm towane, ‘Erekokai nu gam fünai tugu.’”
LUK.19.33	Nugeküre donki babab muri kuregedibere, donki ememanade nugeküre menüm totongen, “Ninaküre amure donki baba kuregenan?” 
LUK.19.34	Bangar nugeküre wagen, “Erekokai nu gam fünai tugu.”
LUK.19.36	Donki kekia gotogüdi kümünar, ferefinabur nugengab enegi kuab kuab mube obgoira baba kuguregudi erekobo gam ibabarwegin. 
LUK.19.37	Nu erekobo güre Oliv gir gamde kaneaga baba erekobo iroto taideaga. Bangar nugeab daidaigegi gin ere ebebear toaden. Nini dora migu gürenakuti kegewenwaib baba utungüdi, erenana yogüdi Keriabüb yanim siradgaberen. 
LUK.19.38	Menüm yogen, “Baba erekokayau Erekokaib yanim gamde ogureaga, Keriabüde nu gam nama geregeaga. Keriab kekia asaub yanim siradgaberegi! Fib nama gam kob dab fanam Keriab keab büreaga.”
LUK.19.39	Farisi gürewar baba ferefinabur gin ere kodigo büren babawarde, Jisas menüm wawen, “Sibam sarigegi, nagüb daidaigegi simai baba nunurunge. Nini dora babanüm doragebena.” 
LUK.19.40	Bangar dora menüm toweaga, “Ye wangün, sube gütüwediba, kegenam toide igyogüdi, Keriabüb yanim siradgabereregen.”
LUK.19.42	Menüm wageaga, “Jerusalem, mügar meme dü gamnana nag idanedi dab fanam büregi daba daba baba, sibamgebüre wadigün. Na baba sibam garba, baba nama. Bangeagako, baba daba daba iwagegi gam büren, bangar na kegeweregabge. 
LUK.19.43	Na edün. Kuri sese güre taideregeaga, bangar nagüb karauianmanade ogura kübüdim tobgüdi nagüb güb ere koiweregegin. Bangüdi güresari güresari gürenakuti koiwatauneregegin. 
LUK.19.44	Bangüdi na nagüb mogoi fara fara nagüb gübroime büren babawar keab, pusunüdi kürüna kogifürüneregen. Bangüdi kegenam nagüb güre euwedi kegenam güre kekia büreregarge, amure, Keriab nag sagünebüre ogureaga baba, na sibamgabge.”
LUK.19.46	Menüm wangeaga, “Keriabüb budi gam dora menüm büreaga, ‘Fata yeb baba, sibdibwegib fata büreregeaga.’ Bangeagako, ninide gar, be ferewarüngab iwagegi fata sibe taideaga.”
LUK.19.48	Bangeagako, ferefinabur gürenakuti dora nub edebüre kürüna sogiferen, bangar taba ferewar nu orfotuwegi erekobo güre kegewedige.
LUK.20.1	Dü güre gam, Jisas Keriabüb fatab gübroime, ferefinabur dora dünügüdi, nini gam dora nama pitoiaga. Bangar kobegegi taba ferewarie, kabiab sibam ferewar tugu, taba ferewar keab nu gam oguren. 
LUK.20.2	Bangüdi menüm wawen, “Na yanim baba tugu sogi baba tugu aragüb düdi meme daba daba gün baba, wasige? Baba tugu wonide yanim baba düneaga?” 
LUK.20.3	Bangar dora ninib menüm toweaga, “Ye tugu, ye daba güreure totongebüregün. Nini waiane, 
LUK.20.4	Jon fere yag fidüngeaga baba, ninib utun baba, baba fib nama gamnab dabade, ede baba ferewarüngab daba gürenade?” 
LUK.20.5	Bana nuge nuge menüm doragen, “‘Baba fib nama gamnab daba güdi,’ wagüdarba, wageregeaga, ‘Amure nure kob kainanagarge?’ 
LUK.20.6	Bana, ‘Baba ferewarüngab daba gürena güdi,’ wagüdarba, fere gürenakuti sige gam kegenam fotuweregen, amure, Jon nu kiari fere güdi banüm sogsogi kob kainanagen.” 
LUK.20.7	Bana Jisas menüm wawen, “Sin sibamge, Jon kabia baba aragübdag düdi fere yag fidüngeaga.” 
LUK.20.8	Bangar Jisasde menüm wangeaga, “Ye tugu, wonidedag yanim meme siar fünai meme gün baba, wanügeregürge.”
LUK.20.10	Bana wain muri toi nama feregi sese gam, sarua mogoi güre sugurwar fere wain küm gam fünaiwen gam kümüneaga. Küm baba gamnab wain gürekoi duwebüregüdi sugurweaga. Bangeagako, fere küm gam fünaiwen babawarde, sarua mogoi baba orudi, kudewedi uguna kümüneaga. 
LUK.20.11	Bangar küm emede maig sarua mogoi güre sugurwar nini gam kümüneaga. Bangeagako, nu tugu füraboudi orudi kogifuruwen. Bangüdi maiagaburudi kudewedi uguna kümüneaga. 
LUK.20.12	Bana maig sarua mogoi güre sugurwar kümüneaga. Bangeagako, kürüna kogifurudi, kudewedi obugo füraboweaga. 
LUK.20.13	Bangarbere küm emede wageaga, ‘Mügar amdagi? Igeab nono sugurweregün, ye nurenana gün. Kim dora nub edebendag.’ 
LUK.20.14	Bangeagako, nonob ogurar, fere küm gam saruagen babawarde kegeudi, nuge nuge menüm wagen, ‘Fere baba emeb daba daba gürenakuti deregeaga. Babaure, orfotudar kumar, sigedenana küm meme degi.’ 
LUK.20.15	Bangarbere, kudewedi küm obgoira kümünar, orfotuwedi kumeaga.
LUK.20.15	“Bana nin utungenan aranüm, wain kümüb emede baba ferewar gam am bangebeaga? 
LUK.20.16	Nu oguradi baba ferewar küm gam fünaiwen baba kiangar kugumgebende. Bangüdi wain küm baba fere gürewar dünügeregeaga.” Fere dora baba edüdi wagen, “Nu bangebeagana.”
LUK.20.17	‘Kegenam baba kamdawarde
LUK.20.17	kogigüdi dufotuwenwaib.
LUK.20.17	Mügar kegenam baba,
LUK.20.17	fatab güb sogi furuwegi agferegi büreaga’?
LUK.20.21	Menüm totowen, “Sibam sarigegi, sin sibam, dora nab kainana, bangar na ferefinabur dora surur dünügafaigün. Bangar na dora gürena babanüm gürena fere dünügafaigün, fere yanim tugude ede yanim kene tugu. Na kainana dora gamde, ferefinabur Keriabüb kabiaure sarigabürüngafaigün. 
LUK.20.22	Bana na aranüm utungün? Romüb Erekokayau Sisar gen baba kegeam duwegide kene?” 
LUK.20.23	Bangeagako, sarabe baba gen baba, Jisas nu sibamgafotuweaga. Bangar wangeaga, 
LUK.20.24	“Kegeam güre abataryane. Baba kiangeanim tugu yanim tugu kegeam gam büreaga baba wonib?” Bangar wagen, “Sisarb.” 
LUK.20.25	Bangar menüm wangeaga, “Bana Sisarb daba daba baba, Sisar duwane. Keriabüb daba daba baba, Keriab duwane.” 
LUK.20.26	Babaure ferefinabur keab büreaga baba sese gam, sarabewedi dora güre kogifuruebeagagüdi sarabewebüregenko, dirugungeaga. Dora baba maig nini gam toweaga babaure tergüdi sube gütudi büren.
LUK.20.28	Baba ferewarde Jisas menüm wawen, “Sibam sarigegi, Mosesde sigeab dora güre menüm feiaga. Fere güre finege düdi, mogoi kene kene kumarba, bana mebede fere babab fia düdi, mogoi difürüweregeaga. Bangar owab gin baba kenegeregarge. 
LUK.20.29	Bana egime owa mebe nonob tugu büren. Keman baba, finege deagako, mogoi kene kene kumeaga. 
LUK.20.30	Bana nono keman kuri babade finege baba deaga. 
LUK.20.31	Bana kuri nono küi babade tugu deaga. Baba owa mebe nonob tugu baba gürenakuti finege baba den, bangeagako, mogoi kene kene kugumgen. 
LUK.20.32	Bangar finege baba tugu, kuri kumeaga. 
LUK.20.33	Bana kuri fere kugumgen baba maig sidiragwediba, finege baba wonibnana bürebeaga? Nag sibam, fere nonob tugude dedi nu ninib fianüg büreaganwaib.”
LUK.20.34	Bana Jisasde menüm wangeaga, “Mügar meme sese gamnab ferefinabur nini kam düfaigen finege düfaigen. 
LUK.20.35	Bangeagako, ferefinabur Keriabüde wageaga, ferefinabur maig siradüdi, igekeab kurib gotogegi nama tüpür tüpür deregen baba, baba ferefinabur nini kam deregedige finege deregedige. 
LUK.20.36	Amure, nini maig fanam kumeregedige. Nini Keriabüb dora dugurewegiwar sibe büregin. Keriabüde ferefib gam imongafotuweaga, babaure nini nub mogoi toi büren. 
LUK.20.37	Bangeagako, Mosesde tugu sige abatarsigeaga, fere kugumgen baba, ferefib gamde maig sidiraguafaigegin. Au fanamere fügeaga babab doraman gam, menüm wageaga, Erekokai nu Abrahamüb, Aisaküb, Jekopüb Keriab büreaga. 
LUK.20.38	Babade sige menüm abatarsigeaga, Keriab nu kumegi ferengab Keriab ge. Kene. Nu fere omo büren babawarüngab Keriab. Ege nub gam, ferefinabur omo büren.”
LUK.20.39	Kabiab sibam fere gürekoi Jisasde dora baba dorageaga baba edüdi, menüm wawen, “Sibam sarigegi, dora nab baba nama.” 
LUK.20.40	Bangar ferewar daba güreure maig Jisas totowegi kimigen.
LUK.20.41	Bana Jisasde ferefinabur menüm totongeaga, “Arangarbere menüm wagfaigen, fere Keriabüde nugeab ferefinabur maig igaingegi uruageaga baba, nu Devitüb matanab? 
LUK.20.42	Munub budi gam, Devit nugede menüm wageaga,
LUK.20.42	‘Erekokaide yeb
LUK.20.42	Erekokai menüm waweaga,
LUK.20.42	“Na yeb kube namayau
LUK.20.42	gotogün.
LUK.20.43	Kim nagüb karauianmana
LUK.20.43	nag miniba difürüngür büreregen.”’
LUK.20.44	Kegewenan. Devit nugede, meme fere nugeab Erekokaigüdi yanbaweaga. Bana arangarbere meme fere nu Devitüb matanab?”
LUK.20.45	Ferefinabur gürenakuti Jisas dora pitoiaga baba edüdi büredibere, nugeab daidaigegi simai menüm wangeaga, 
LUK.20.46	“Nini kabiab sibam ferewarure dabnanai. Nini karün kuab enüdi kümünebüre güfaigen. Nini guruwegi fib gagam ferefinaburde fereberengebüregüfaigen. Nini kunube fata gam gotogegi kur agferegi gagam gotogebüre güfaigen, baba tugu, nini kobe erekokai gam gotogegi kur agferegi gagam gotogebüregüfaigen. 
LUK.20.47	Nini oyemadi finabur sarabengüdi, fata toi ninib begafaigen. Bangüdi sarabegüdi sibdib kuab kuab güfaigen. Doragegi sese gam, nini kub erekokai namana deregen.”
LUK.21.2	Bangüdi kogiwab finege güre, oyemadi baba, kegeam fanam fanam aküre fotuwar bokis gam kaneaga baba kegeweaga. 
LUK.21.3	Bangar Jisasde wageaga, “Ye nini gam kainana wagün, baba kogiwab finege oyemadi baba, nu kegeam erekokai difereaga. Ferefinabur gin ere kegeam difürügenko, baba oyemadide emegerüngeaga. 
LUK.21.4	Baba ferefinabur gürenakuti kegeam ere ere büreagako, güresari gürena bokis gam difürügen. Bangeagako, baba finege nu gürenakuti sigageaga babaure, daba murugegi kegeam nugeab baba, gürenakutina difereaga.”
LUK.21.5	Fere gürekoi Keriabüb fata kegeudi menüm wagen, “Kegenam nama nama gamde fata tuenwaib baba, ferefinaburde kob ebebear abatargüdi daba daba Keriab duenwaib, baba daba daba saka fata baba karün nüburuwen.” Bangar Jisasde wageaga, 
LUK.21.6	“Ninag baba daba daba mügar kegewenan babaure wanügebüregün. Sese taidar, babab kegenam güre euwedi kegenam güre kekia büreregarge. Kene. Gürenakuti bürayedi kaneregeaga.”
LUK.21.7	Bana bangar ferede Jisas menüm totowen, “Sibam sarigegi, am sese gam baba daba daba tataigebeaga? Am bera kese taidar sin baba kegenam toi bürayegi sese irotogeagagüdi sibamgeregenan?” 
LUK.21.8	Bangar Jisasde wageaga, “Nini dabnanai. Sarabengendag banai. Amure, fere epürade ogura yeb yanim yanbaudi wageregen, ‘Igenana ye baba fere.’ Bangüdi wageregen, ‘Sese manage irotogeaga.’ Bangeagako, nini daingagana. 
LUK.21.9	Bana kuri kantri toi marai erekokai maraigeregen. Kantri güre gam nuge nuge marai ugug toadügeregegin, gin gürede gin güre küre maraigeregegin. Nini baba edüdiba, bana kimgüdi kutuagana. Baba daba daba kese tataigeregeaga, bangeagako, kübüdim kenegegib sese pirikanana taideregarge.”
LUK.21.11	Kübüdim gam im ere ere tataigeregeaga. Bangar gürekum gürekum, nini oguno erekokai tugu subo erekokai tugub sese taideregeaga. Bangar magadi gamba, ninag kimigegi bera ere ere tugu daba daba adab adab tataigeregeaga.
LUK.21.13	Bangar baba kabia ninag gam gegin baba, nin gam dora nama pitoiegi erekobo sibe büreregeaga. 
LUK.21.14	Babaure nini am dora kese nin gam maig toweregenangüdi ututun toitoiwagana. 
LUK.21.15	Amure, igede dora ninib sube gam difereregün, bangüdi sibam nama dünügeregün. Bangar babawar ninag dora gam difürüngebüregen baba, nini dora ye dünügün meme, saifotuweregedige ede obgogabereregedige.
LUK.21.17	Bangar fere gürenakuti ninagure kob kürüna koigeregen, amure, yanim yeb nini gam büreaga. 
LUK.21.18	Bangeagako, ninagüngab taba gam taba sara güre kenegeregarge. 
LUK.21.19	Nini sogsogi bürüdiba, gotogegi nama düdi, büreregenan.”
LUK.21.21	Baba sese gam, ferefinabur Judia distrik büren baba, gudi gir gagam komedua. Fere Jerusalem kodigo büren baba, fib ere ebgadüdi gürekum kumunedwa. Fere fib ere obgoira büren baba, nini iruwebena. 
LUK.21.22	Baba sese gam, Keriab menmen maig towegi sese, babaure dora gürenakuti Keriabüb budi gam büreaga baba, kürünana taideregeaga. 
LUK.21.23	Baba sese gam, finabur mube kub tutug, finabur mogoi ebe gamnab tutug baba, nini dabnanai. Amure, kübüdim meme gam kub erekokai taidegi sese. Bangar Keriabüb magira baba ferefinabur gam musuweregeaga. 
LUK.21.24	Bangar karautoide ogura gürekoi kiangedi kugumgeregen. Bangüdi gürekoi yatangedi kümüna kübüdim gamnab kantri gürenakutib kakia gagam büreregen. Bangar gürekumnab ferewarüngab kebede Jerusalem bitoweregen. Bangar gürekumnab ferewarde Jerusalem taugegi sese Keriabüde uruageaga baba, kenegeregeaga.”
LUK.21.26	Ferefinabur epüra, kübüdim gam daba daba tataigebüregeaga babaure ututungeregen, bangar kimgüdi agudkuaningeregeaga, amure magadi gamnab daba daba sogsogi baba isoweregegin. 
LUK.21.27	Bangar baba sese gam, ferefinabur, Fereb Nono fiou güre gam bürüdi, nugeab sogi ere tugu meram ere tugu keab ogureregeaga baba kegeweregen. 
LUK.21.28	Baba daba daba tataigerba, bana nini biboubenar kekia agügane, amure, Keriab ninag igaingegi sese, iroto ogurafotuweaga.”
LUK.21.29	Jisasde komina dora güre menüm dünügeaga, “Nini kurab düm kegeudi au gürekoi tuguna kegewane. 
LUK.21.30	Kegengar bikom omo tataigarba, bana ninag sibam, kaikere sese taidebüregeaga. 
LUK.21.31	Babanüm gürena, nini kegewar babanüm daba daba tataigediba, nini sibamgeregenan, Keriabüb Koroba manage ogurafotuweaga.
LUK.21.32	“Ye kainana wangün, mügar meme sese gamnab ferefinabur ara kumedibere, baba daba daba gürenakuti tataigeregeaga. 
LUK.21.33	Magadi tugu kübüdim tugu kenegeregeagako, dora yeb baba, kenegeregarge.”
LUK.21.35	Ai keb sinade pirikanana orfotugafaigeaga baba sibe, dü baba ferefinabur gürenakuti kübüdim gam büren baba, babanümnana taideregeaga. 
