MAT.1.1	Иисус Христостыҥ ада-ӧбӧкӧлӧри. Ол Давид ле Авраамныҥ калдыгы.
MAT.14.12	Иоанныҥ ӱренчиктери келеле, оныҥ сӧӧгин алып, јууп койгондор. Оноҥ Иисуска барып, тил јетиргендер.
MAT.14.13	Иисус не болгонын угала, кемеге отурып, јаҥыскан јӱрерге, аалга јер јаар јӱсти. Је улус мыны угала, калаларынаҥ Оны ээчий јойу барды. 
MAT.14.14	Иисус јаратка чыгып, кӧп улусты кӧрӧлӧ, олорго ичи ачыды, оору-јоболдуларын јасты.
MAT.14.15	Эҥир кире берерде, ӱренчиктер Ого базып келеле, айттылар:
MAT.14.15	– Бу аалга јер эди, оноҥ ӧй дӧ орой. Улусты божодып ий, јурттарга барып, бойлорына курсак садып алзын.
MAT.14.16	Је Иисус олорго айтты:
MAT.14.16	– Олордыҥ баратан кереги јок. Слер олорды азырагар.
MAT.14.17	– Мында бисте јӱк ле беш болчок калаш ла эки болчок балык – деп, ӱренчиктер каруу јандырдылар.
MAT.14.18	– Олорды бери Меге экелигер – деп, Ол айтты.
MAT.14.19	Улусты ӧлӧҥгӧ кыйын отурзын дейле, беш болчок калаш ла эки болчок балык алып, теҥери ӧрӧ кӧрӱп алкады. Калашты сындырып, ӱренчиктерине берди, олор дезе, – улуска. 
MAT.14.20	Ончозы јиди, тойды. Јигениниҥ арткан-калганын он эки каламага толтыра јууп алдылар. 
MAT.14.21	Курсак јигени дезе, ӱй улустаҥ ла балдардаҥ башка, беш муҥ кире эр кижи болгон.
MAT.14.22	Бу тарый Иисус ӱренчиктерге:
MAT.14.22	– Улусты јандырганчам, кемеге отурып, ол јанына Менеҥ озо кечигер – деди.
MAT.14.23	Улусты божодып ийеле, Ол јаҥыскандыра мӱргийин деп, кырга чыкты. Эҥирде анда јаҥыскан јӱрди. 
MAT.14.24	Кеме дезе талайдыҥ тал ортозына једеле, терс салкын тӱжерде, толкуга соктырган. 
MAT.14.25	Таҥ алдында Иисус ӱренчиктери јаар талайдыҥ ӱстиле базып ийди. 
MAT.14.26	Оныҥ талайла базып келеткенин кӧрӧлӧ, ӱренчиктер тӱймеп,
MAT.14.26	– Бу сӱне! – деп, кыйгырыжа бердилер.
MAT.14.27	Иисус дезе ол тарый эрмектенип, олорго айтты:
MAT.14.27	– Јалтанбагар, бу Мен, коркыбагар.
MAT.14.28	Петр дезе Ого айтты:
MAT.14.28	– Кайракан! Бу Сен болзоҥ, Сеге сууныҥ ӱстиле базып барзын деп, меге јакар.
MAT.14.29	Иисус:
MAT.14.29	– Кел – деди.
MAT.14.29	Петр кемедеҥ чыгып, Иисуска једерге, сууныҥ ӱстиле базып ийди. 
MAT.14.30	Је тыҥ салкын согуп турганын кӧрӧлӧ, коркый берди, сууга чӧҥӱп, кыйгырды:
MAT.14.30	– Кайракан, мени аргадазаҥ!
MAT.14.31	Иисус ол тарый колын сунуп, оны чыгара тартып, айтты:
MAT.14.31	– Ас бӱдеечи кижи, не эреҥистелдиҥ?
MAT.14.32	Олор кемеге кирерде, салкын токтой берди. 
MAT.14.33	Кемеде отургандар Ого бажырып, айттылар:
MAT.14.33	– Чын, Сен Кудайдыҥ Уулы.
MAT.14.34	Кечип чыгала, Геннисарет деп јерге келдилер. 
MAT.14.35	Ол јердиҥ улузы Иисусты таныйла, эбире турган јурттар сайын улус ийдилер. Олор Ого ончо оору улусты экелип, 
MAT.14.36	эдегиҥе де болзо тийзин деп, сурай бердилер. Тийгендери дезе јазылып турдылар.
MAT.15.1	Ол тушта Иисуска Иерусалимнеҥ бичикчилер ле фарисейлер келип, айттылар:
MAT.15.2	– Јаандардыҥ јаҥдап келген јаҥын ӱренчиктериҥ не керек бузуп јадылар? Ажанар алдында колдорын јунбайдылар.
MAT.15.3	Иисус олорго каруу јандырды:
MAT.15.3	– Слер де, јаҥдап келген јаҥыгарга болуп, Кудайдыҥ јакылтазын не бузуп јадыгар? 
MAT.15.4	Кудай јакып айткан эди: 
MAT.15.5	Слер дезе айдадыгар: «Кижи адазына эмезе энезине: „Менеҥ алгадый немегер – Кудайга сый“ – деп јарлаза, 
MAT.15.6	ол адазын эмезе энезин тообозо до кем јок». Мынызыла јаҥдап келген јаҥыгарга болуп Кудайдыҥ сӧзин кеде эдип јадыгар. 
MAT.15.7	Эки јӱстӱлер! Слер керегинде Исаия јарлыктап јакшы айткан:
MAT.15.10	Иисус улусты кычырып алып, айтты:
MAT.15.10	– Угуп, кӧксигерге алыныгар. 
MAT.15.11	Ооско киргени кижини быјарзыдар эмес, оостоҥ чыкканы кижини быјарзыдар.
MAT.15.12	Айдарда, ӱренчиктер Ого базып келеле, айттылар:
MAT.15.12	– Бу сӧсти угала, фарисейлер тарынып, кӧксине алынбаганын билериҥ бе?
MAT.15.13	– Теҥеридеги Адам тарыбаган кандый ла ӧзӱм тазылы-сула кодорылар – деп, Ол каруу јандырды. – 
MAT.15.14	Олорго тийбегер, олор – сокорлордыҥ сокор башчылары. Сокорды сокор јединзе, экилези орого тӱжер.
MAT.15.15	– Бу укаа сӧстиҥ учурын биске јартап бер – деп, Петр сурады.
MAT.15.16	Иисус айтты:
MAT.15.16	– Слер де аайлабас болдыгар ба? 
MAT.15.17	Ооско киргени, ич-карынга кирип, оноҥ тыштына чыгатанын аайлабай туругар ба? 
MAT.15.18	Оостоҥ чыкканы дезе, јӱректеҥ чыкканы, ол кижини быјарзыдып јат. 
MAT.15.19	Кижиниҥ јӱрегинеҥ чыгары бу: кара санаа, кижи ӧлтӱрери, чайдам кылынары, балыр јӱрӱм јӱрери, ууры эдери, тӧгӱн керелеери, јамандап айдары. 
MAT.15.20	Кижини быјарсыдары ол. Јунбаган колло курсак јигени дезе, кижини быјарсытпас.
MAT.15.21	Оноортынаҥ чыгала, Иисус Тир ле Сидон деп јерлерге јӱре берди. 
MAT.15.22	Ол јердиҥ бир хананей ӱй кижизи Ого келип, кыйгыра берди:
MAT.15.22	– Кайракан, Давид Уулы! Меге буурза! Мениҥ кызыма шилемир кирген.
MAT.15.23	Је Иисус унчукпады. Ӱренчиктери Ого базып келеле, сурай бердилер:
MAT.15.23	– Оны барзын дезеҥ, оноҥ ӧскӧ ол кийнибистеҥ базып, кыйгырып јат.
MAT.15.24	Је Иисус:
MAT.15.24	– Мен јӱк Израильдиҥ азып јӱрген койлорына ийилгем – деди.
MAT.15.25	Ӱй кижи дезе јууктай базып келеле, Ого бажырып, айтты:
MAT.15.25	– Кайракан, меге болушсаҥ!
MAT.15.26	Је Ол айтты:
MAT.15.26	– Балдардыҥ калажын блаап, ийттерге таштаарга јарабас.
