MAT.1.1	Gava si o lil katar e vicha e Jesukristoki, vou saia katar e vicha e Davideki ta i e Abraameki. 
MRK.14.24	—Gava si mo rat katar o nevo alau, kai chordol pala but llene te sai aven braduime. 
MRK.14.25	Chachimaia ppenau tumenge kai ni ka piau ios katar so del e drak lligo ni ka avel o llive kai ka piau e nevi mol ande charoina e Devleki.
MRK.14.26	Kana von llilabie e salmura, lleletar kai o burdo e Maslinkengo. 
MRK.14.27	Ondaka o Jesus ppenda lenge:
MRK.14.27	—Sa tumen ka jasaren tumaro pachape ande mande. Gia ppenen o Pisipe: ka mundarau e chobano, ta e bakre ka rispinpe. 
MRK.14.28	A kana me ka ustau katar o meripe, ka chidau tumen pale ande Galilea.
MRK.14.29	O Pedro ppenda leke:
MRK.14.29	—I te jasarena sa po pachape, me ni ka jasarau le.
MRK.14.30	O Jesus ppenda leke:
MRK.14.30	—Chachimaia ppenau chuke kai mai anglal te basel o basno pale o duito, tu ka ppene kai ni pinllare man trin droma.
MRK.14.31	A vou pale ppenela leke:
MRK.14.31	—I te trubula te merau tuia, ni ka ppenau kai ni pinllarau tut
MRK.14.31	Ta saurre ppenena leke isto gola alava.
MRK.14.32	Mapalal llele pe iek ttan kai ikkardol Getsemani, ta o Jesus ppenda pe disipulonenge:
MRK.14.32	—Besen kate, so me llau te moliuman.
MRK.14.33	Ta inllarda e Pedro, e Santiago ta e Juane, ta avila leke but bari zalba. 
MRK.14.34	Ondaka o Jesus ppenda lenge:
MRK.14.34	—Si ande mo zivoto iek zalba merimaki. Achen tumen kate, ta achen llungade.
MRK.14.35	Ondaka o Jesus llelo mai angle, bangilo llik te ttovel po chikat pe ppuv, ta mangla e Devletar te na nakkel goia patnia. 
MRK.14.36	Ta kana molilape ppenela: “Abba, Dade, tu sa sai chere, le mandar gaia buka cherki; a te na cherdol so me mangau, te cherdol so tu mange.”
MRK.14.37	Mapalal irisailo lende, ta malada len kai sovena, ondaka ppenda e Pedroke:
MRK.14.37	—Simono, ¿sove? ¿nasti achilan llungado ni iek saiato? 
MRK.14.38	Achen llungade ta molintumen, te na peren ando zumadipe. Tumen mangen, a e esnaga inai la zor. 
MRK.14.39	Ondaka o Jesus pale llelo, ta molisailo isto gole alavenchar. 
MRK.14.40	Kana irisailo, malada pale kai e disipulura sovena, soke lenge akka ppangliona lindratar. Ta ni llanena so ka ppenen leke. 
MRK.14.41	Kana avilo pale o trito drom, ppenda lenge:
MRK.14.41	—¿Pale inzon ta soven? Dosta, avilo o vreme kai o Chavo e manuseko ka avel dino ande va e bilachenge. 
MRK.14.42	Usten, aven; soke avel gua kai ka ppukavel man.
MRK.14.43	O Jesus dela orba kana o Judas, iek katar e desudui disipulura, avilo bute llenenchar kai avena jarnienchar ta kastenchar. Von sea bichalde katar e mai preche popura, e gazda katar e kovacha e zakonoke, ta e ppure. 
MRK.14.44	O Judas, gua kai ppukavela le, ppendaia lenge gia: “Gole kai ka chumidau, gua si. Ppanden le ta arakken le te na nasel.”
MRK.14.45	Kana avilo o Judas llelo pasa o Jesus ta ppenda leke:
MRK.14.45	—¡Kovachi!
MRK.14.45	Ta chumidia le. 
MRK.14.46	Ondaka istarde e Jesuse, ta inllarde le ppanglo.
MRK.14.47	A iek katar e llene kai sea kote, ikanda po jarni ta chinda o kan katar o esluga e mai bare popoko. 
MRK.14.48	Ondaka o Jesus puchla e llenen:
MRK.14.48	—¿Soke avilen jarnienchar ta kastenchar te ppanden man, sargo kana me sema iek kochkari? 
MRK.14.49	Suako llive sema maskar tumende ta sikavava ando cher e Devleko, ta nikada ni inllarden man ppanglo. A sa gala ezgode nakken te sai cherdol so si pisime ando Pisipe.
MRK.14.50	Sa e disipulura mukle e Jesuse korkorre, ta nasle. 
MRK.14.51	A iek lleno terno llala pala lende uchardo samo iekke chitea. Gole llene istarde le, 
MRK.14.52	a vou mukla o chiti ta naslo nango.
MRK.14.53	Ondaka inllarde e Jesuse kai o mai baro popo, ta chidinaile sa e gazda e poponenge, ta e ppure ta i e kovacha e zakonoke. 
MRK.14.54	O Pedro llelo pala le duratar llik andre ande barr katar o cher e mai bare popoko, ta achilo besindo e llenenchar kai arakkena o cher e Devleko, ta ttodepe pasa e iag te lelpe lendar o sil.
MRK.14.55	E gazda e poponenge ta sa e mai bari kris rodela varesavi dos ando Jesus te sai mundaren le; a ni malavena niso. 
MRK.14.56	Soke but llene ikanena bune pe lete, ta isto von kojadona ande pe orbe kai dena iek averea. 
MRK.14.57	Ondaka nesave llene ustile pe porrne ta dosarena le kojaimaia, ta ppenena:
MRK.14.58	—Amen asundam le kai ppenela: Me ka peravau gava cher e Devleko kai cherde e manusa, ta ande trin llive ka vazdau aver kai inai cherdo e manusendar.
MRK.14.59	A gola kai dosarena e Jesuse nasti lacharena pe orbe maskar pete pe so ppenena.
MRK.14.60	Ondaka o mai baro popo ustilo po maskaral katar sa e llene, ta puchla e Jesuse: —¿Ni ppene niso? ¿So si gava kai ppenen tutar? 
MRK.14.61	A o Jesus ni ppenda niso. O mai baro popo puchla le pale ta ppenda:
MRK.14.61	—¿San tu o Mesias, o Chavo katar o Del o blagosime?
MRK.14.62	O Jesus ppenda leke:
MRK.14.62	—Ea, me sem. Ta tumen ka dikken sar o Chavo e manuseko besel pe rig e chachi katar o Del kai si le sa e zor, ta ka dikken le sar ka avel pe oblakura e milosoke.
MRK.14.63	Ondaka o mai baro popo pparrada pe patave te sai llanen kai saia joliariko, ta ppenda:
MRK.14.63	—Ni trubul amen ios te asuna avere llenen. 
MRK.14.64	Tumen asunden sar kusla e Devle gole alavenchar. ¿So ppenen tumen?
MRK.14.64	Sa ppende kai saia dosalo ta kai saia te merel.
MRK.14.65	Nesave llene ttode te chungarden le, ta ppandena leke akka ta chalavena le dumukkenchar ta ppenena leke:
MRK.14.65	—¡Apogodisar ko chalada tut!
MRK.14.65	Ta gola kai arakken e cher e Devleko chalade le pe leko mui.
MRK.14.66	O Pedro saia tele ande barr. Ta avili iek katar e esluge e mai bare popoke; 
MRK.14.67	ta kana dikkla e Pedro, kai tatola pe iag, dikkla pe lete, ta ppenda leke:
MRK.14.67	—I tu llaia e Jesusea, gua lleno katar o Nazaret
MRK.14.68	O Pedro ppenda: iok, ta ppenda:
MRK.14.68	—Ni pinllarau le, ta ni llanau savi orba de.
MRK.14.68	Ta likisto avri po udar. Ondaka baslo iek basno 
MRK.14.69	E esluga pale dikkla e Pedro ta ttoda te ppenel e llenenge kai sea kote:
MRK.14.69	—Gava si iek lendar. 
MRK.14.70	A o Pedro pale ppenda kai ni pinllarel e Jesuse. Mapalal, e llene kai sea kote pale ppende e Pedroke:
MRK.14.70	—Chachimaia tu san iek lendar, soke i tu san katar e Galilea.
MRK.14.71	Ondaka o Pedro ttoda te jal sovel ta ppenela: ¡Me ni pinllarau gole llene kai tumen den leki orba!
MRK.14.72	Ondaka isto kote baslo pale o duito o basno, ta o Pedro diape golli kana o Jesus ppendaia leke: “Trin droma ka ppene kai ni pinllare man, ta mapalal ka basel o basno pale o duito.” Ta vou ttoda te rovel.
MRK.15.1	Ttiarinako rano chidinaili e mai bari kris kai sea e gazda e poponenge, e ppure, ta e kovacha e zakonoke, ta inllarde e Jesuse ppanglo ta die le kai o Pilato. 
MRK.15.2	O Pilato puchla le:
MRK.15.2	—¿San tu o Charo e judionengo?
MRK.15.2	O Jesus ppenda leke:
MRK.15.2	—Tu ppendanle.
MRK.15.3	A e gazda e zakonoke dosarena le katar but ezgode, 
MRK.15.4	O Pilato pale puchla le:
MRK.15.4	—¿Ni ppene niso? Dik pe gachin orbe ikanen pe tute.
MRK.15.5	A sar o Jesus ni ppenda leke niso, o Pilato chudisailo.
MRK.15.6	Pe suako Paskua, o Pilato mukliarela iekke ppangle, gole kai o foro mangela. 
MRK.15.7	Ondaka saia ppanglo iek lleno kai ikkardola Barrabas, vou saia ppanglo ande rubie avere llenenchar soke mundardea iekke llene kana mardepe cheres e murzania kai saia len pe sudura romanura. 
MRK.15.8	Avile e llene kai o Pilato ta ttode te mangen letar te cherel isto gia sar cherela suako burs. 
MRK.15.9	A o Pilato ppenda lenge:
MRK.15.9	—¿Mangen te mukliarau e Charo e judionengo?
MRK.15.10	Soke vou acharela kai cheres e murzania kai saia len po Jesus dieale lete. 
MRK.15.11	A e gazda e zakonoke divosarde e llenen te sai mangen te mukliaren e Barrabase. 
MRK.15.12	O Pilato pucha len:
MRK.15.12	—¿A so mangen te cherau gale llenea kai tumen ppenen leke o Charo e judionengo?
MRK.15.13	Von ppende leke urkindo:
MRK.15.13	—¡Krustosaren le!
MRK.15.14	O Pilato ppenda lenge:
MRK.15.14	—¿Savo bilachipe cherda?
MRK.15.14	A von pale urkisarde:
MRK.15.14	—¡Krustosaren le!
MRK.15.15	Ondaka o Pilato, sar mangela te achel lacho e llenenchar, mukliarda e Barrabase ta bichalda te maren e Jesuse e bichoia, ta mapalal diale te krustosaren le.
MRK.15.16	Ondaka e boñikura inllarde e Jesuse ande chereki barr kai ikkardol pretorio, ta chidie sa e boñikonen. 
MRK.15.17	Ta ttode pe lete iek chiti lolo, kkuvde iek korona e karrnenchar ta ttodela pe leko soro. 
MRK.15.18	Mapalal ttode te urkin:
MRK.15.18	—¡Te avel bajtalo o Charo e judionengo!
MRK.15.19	Chalavena le ando soro iekke kastea, chungardena le, dena changa angla le, ta i dena tenemava. 
MRK.15.20	Ta kana marde letar espurnia ikande letar o chiti lolo, ta ttode pe lete isto leke patave ta inllarde le avri te krustosaren le.
MRK.15.21	Iek lleno katar o Sirene, kai ikkardola Simono, o dad e Alejandroko ta e Rufoko, kai avela katar e droma. Kana nakkela kotar, ttode le pe zor te inllarel o krusto e Jesuseko.
MRK.15.22	Inllarde e Jesuse pe iek ttan kai ikkardol Golgota (kai gua si: “O ttan e kokalengo”); 
MRK.15.23	ta dena le te piel mol ta e mirra amime, a o Jesus ni pila 
MRK.15.24	Ondaka krustosarde le. Ta e boñikura fulade maskar pete leke patave, ta chelenape te dikken ko ka achel leke patavenchar.
MRK.15.25	Saia ande inia e ttiarinake kana krustosarde le. 
MRK.15.26	Ta ttode po krusto pisime “O Charo e judionengo.” Soke von ppenena kai goia saia leki dos. 
MRK.15.27	Ta krustosarde pasa le duie llenen kai sea kochkaria, iek pe leki chachi, ta o gua pe leko estingo. 
MRK.15.28	Ta gia cherdilo so ppenel ando Pisipe kote kai ppenel gia: ‘Ta saia llindo e bilachenchar.’
MRK.15.29	E llene kai nakkena kusena le, miskona po soro ta ppenena:
MRK.15.29	—¡Bre, tu kai perave o cher e Devleko ta ande trin llive vazdele pale, 
MRK.15.30	braduisar isto tu tut, ta fulie katar o krusto! 
MRK.15.31	Ta isto gia marena letar espurnia i e gazda e poponenge ta e kovacha e zakonoke. Ta ppenena:
MRK.15.31	—¡Braduisarda averen, a vou pe nasti braduil! 
MRK.15.32	¡Te fuliel katar o krusto gua Mesias Charo katar o Israel, te dikka ta te pacha!
MRK.15.32	Ta i gola kai sea krustome pasa le kusena le.
MRK.15.33	Kana saia ande desudui e ttiarinake, sa e ppuv achili ando truñariko trin saiata. 
MRK.15.34	Isto ande gua saiato o Jesus urkisarda zurale, ta ppenda: “Eloi, Eloi, ¿lama sabaktani?” (gua si: “Devla, Devla, ¿soke muklan man?”)
MRK.15.35	A Nesave llene kai sea kote, asunde le, ta ppende:
MRK.15.35	—Asunen, ikkarel e porauko e Eliase.
MRK.15.36	Ondaka iek lendar prastio, chingarda iek pamuko ande mol cherki, ppanglala pe iek kas ta resadale kai o Jesus te piel, ta ppenda:
MRK.15.36	—Muken le te dikka dal o Elias ka fuliarel le katar o krusto.
MRK.15.37	A o Jesus urkisarda ando baro avazi, ta mulo. 
MRK.15.38	Ta o chiti kai si andre ando cher e Devleko chindilo po dopas, upral tele. 
MRK.15.39	Ta kana o sudo romano kai saia angla o Jesus dikkla kai mulo, ppenda:
MRK.15.39	—Gava manus chachimaia saia e Devleko Chavo.
MRK.15.40	Ta i kote sea nesave diskinie kai dikkena duratar; maskar lende saia e Maria Magdalena, e Maria e dei e Santiagoki o mai terno ta i e Joseeki, ta e Salome. 
MRK.15.41	Gala diskinie llelea pala o Jesus ta pomozisardea le kana vou saia ande Galilea. Ta i sea kote but aver diskinie kai llelea lea ando Jerusalem.
MRK.15.42	Gua llive saia iek llive palal katar o sabado pasa e riat ta lacharena sa e ezgode soke saia pase o sabado. 
MRK.15.43	O Jose katar e Arimatea kai vou saia but glamno ande lengi kris, ta i vou aduricharela e charoina e Devleki, llelo tromanimaia kai o Pilato ta mangla e esnaga e Jesuseki. 
MRK.15.44	O Pilato, chudisailo kai gia oma muloa o Jesus, ta ikkarda e sudo te puchel le gachin cherela kai muloa. 
MRK.15.45	Ta kana o sudo ppenda leke, o Pilato dia e esnaga e Jesuseki kai o Jose. 
MRK.15.46	Ondaka o Jose chinda iek chiti parno, fuliarda e Jesuse katar o krusto, ta ulisarda le ando chiti. Mapalal ttoda le ande iek limori kai saia anado ande iek pechina, mapalal ppangla o limori iekke barrea. 
MRK.15.47	E Maria Magdalena ta e Maria e dei e Joseeki, dikkena kai ttovena le.
MRK.16.1	Kana peli e riat ta nakklo o sabado, e Maria Magdalena, e Maria e dei e Santiagoki ta e Salome, chinde merisura te ttoven pe esnaga e Jesuseki. 
MRK.16.2	Ttiarinako rano kana pparrona e zor katar o purvo llive katar e efta, llele kai o limori. 
MRK.16.3	Ta ppenena iek averiake:
MRK.16.3	—¿Ko ka ikanel o barr katar o udar e limoreko?
MRK.16.4	A kana dikkle, ttode sama kai gua barr kai saia but baro, ni saia pe po ttan. 
MRK.16.5	Ta kana die ando limori dikkle, kai pe rig e chachi besela iek lleno terno kai saia furiado ande patave parne ta lunge. Ta e diskinie daraile, 
MRK.16.6	a gua lleno ppenda lenge:
MRK.16.6	—Na daran. Tumen roden e Jesuse katar o Nazaret, gole kai krustosarde le. Vou ustilo katar o meripe ta inai talo kate. Dikken o ttan kai ttode le. 
MRK.16.7	Llan ta ppenen leke disipulonenge ta e Pedroke kai o Jesus llal ande Galilea te chidel tumen pale; ta kote ka dikken le, isto gia sar ppenda tumenge.
MRK.16.8	Ondaka e diskinie nasle katar o limori, soke izdrana daratar. Ta ni ppende niso nikake, soke darana.
MRK.16.9	Kana o Jesus ustilo katar o meripe ttiarinako rano ando purvo llive katar e efta, mai anglal sikadilo e Mariake e Magdalena, kai tradiaia latar efta llavolonen. 
MRK.16.10	Voi avili kai e disipulura ta von rovena soke o Jesus muloa, a voi ppenda lenge kai o Jesus saia llundo. 
MRK.16.11	Kana von asunde kai o Jesus zivila ta kai voi dikkla le, ni pachaie la.
MRK.16.12	Mapalal o Jesus sikadilo duie disipulonenge kai ppirena karing e droma. 
MRK.16.13	Gala dui disipulura llele ta ppende ogolenge; a ni len ni pachaie. 
MRK.16.14	Mapalal, o Jesus sikadilo e desuiekke disipulonenge, kana von besena pe sinia. Vou dia pe lende soke ni saia len pachape ta ni kandena, soke ni pachaie golen kai dikklea le kana ustilo katar o meripe. 
MRK.16.15	Ta ppenda lenge: “Llan ande sa e ppuvia ta ppenen saurrenge e lachi viasta. 
MRK.16.16	Gua kai ka pachal ta ka avel kristime ka avel braduime; a gua kai ni ka pachal, ni ka avel braduime. 
MRK.16.17	Ta gola llene kai ka pachan ka cheren bare ezgode ande mo anau, ka traden e llavolonen; ka den orba ande neve chibia; 
MRK.16.18	ka istaren ande pe va e sapen; ta te piena vareso kai sai mundarel len, ni ka cherel lenge niso; ka ttoven pe va pe nasuale ta e nasuale ka saston.”
MRK.16.19	A kana o Gazda o Jesus dia lenchar orba, avilo vazdino ando miloso ta beslo pe rig e chachi e Devleki. 
MRK.16.20	Von llele te ppenen e lachi viasta pe suako rig; ta o Gazda pomozila len e bare ezgodenchar Devlikane kai cherena.
LUK.1.1	But llene mangle te ppenen ando Pisipe sa e ezgode kai o Del cherda maskar amende, 
LUK.1.2	isto gia sar ppendelen amenge gola kai ande gua vreme sea kote ta kai pomozisarde te ppendol e porouka. 
LUK.1.3	Glamno Teofilo, i me rodiem sa prezomaia sar kana lie te llan angle gala ezgode ta avila mange sukar te pisiulen chuke isto gia sar nakkle, 
LUK.1.4	te sai pinllare o chachipe katar so sikade tut.
LUK.1.5	Kana o Erodes saia charo katar e Judea, saia iek popo kai ikkardola Zakarias, kai saia iek katar e llene e Abdiaseke. Leki romi ikkardola Elisabet, ta i voi saia katar e vicha e Aaronoki. 
LUK.1.6	E li dui sea chache angla o Del ta cherena sa prema e zakonura ta niko nasti dosarela len katar niso. 
LUK.1.7	A len ni saia len minone, soke e Elisabet nasti achela ppari, ta e dui sea but ppure.
LUK.1.8	Iek llive kana avilo o vreme te cheren po rado angla o Del e llene kai sea popura e Zakariaseke, 
LUK.1.9	Ta gia sar sea sikade e popura, esvirisarde maskar pete ta likisto o Zakarias te del ando santuario katar o cher e Devleko te ppabarel o taimano.
LUK.1.10	Ta kana ppabola o taimano, sa e llene molinape avri. 
LUK.1.11	Ondaka sikadilo e Zakariaske iek suecho e Devleko, pe porrne, pe rig e chachi katar o ttan kai ppabardola o taimano. 
LUK.1.12	Kana dikkla e suecho, o Zakarias ni llangla so te cherel ta darailo but. 
LUK.1.13	A o suecho ppenda leke:
LUK.1.13	—Zakarias, na dara, soke o Del asunda cho molipe, ta chi romi e Elisabet ka avel la iek minono, ta ka ttove leko anau Juan. 
LUK.1.14	Ka ave but veselo, ta but llene ka veselinpe kana ka biandol, 
LUK.1.15	soke cho chaurro ka avel baro angla o Gazda. Ni ka piel mol ni rachia,
LUK.1.16	Ka cherel te irinpe kai o Gazda lengo Del but llene katar o Israel. 
LUK.1.17	Gava Juan ka llal angla o Gazda, ta ka avel le o Duo ta e zor katar o porauko o Elias, te sai ttovel e daden ande veselia pe chaurrenchar, ta e llene kai ni kanden te sikon te kanden. Gia ka sikavel e llenen te len e Devle.
LUK.1.18	O Zakarias puchla e suecho:
LUK.1.18	—¿Sar sai llanau chachimaia gava? Soke me sem but ppuro ta i mi romi.
LUK.1.19	O suecho ppenda:
LUK.1.19	—Me sem o Gabriel, ta radiu e Devleke; vou bichalda man te dau tuia orba ta te dau tut gala lache viaste. 
LUK.1.20	A akana sar ni pachaian so ppendem chuke ka ache nemao ta nasti ka de orba lligo ni ka avel o vreme te cherdon sa gala ezgode.
LUK.1.21	A llene sea avri ta aduricharena e Zakariase ta chudinape soke ni likela katar o cher e Devleko. 
LUK.1.22	Kana o Zakarias likisto, nasti dela lenchar orba. Ondaka acharde kai dikklaia vareso ando cher e Devleko ta dela lenchar orba e vastenchar soke achiloia nemao.
LUK.1.23	Kana nakkle e llivesa kai o Zakarias saia te radil ando cher e Devleko llelotar kai po cher. 
LUK.1.24	Mapalal leki romi e Elisabet achili kkamni, ta panch chon ni likisti katar po cher ta mislilape: 
LUK.1.25	O Del cherda mange gava akana te na den man ios ando lallao e llene.
LUK.1.26	Pala e sou chon o Del bichalda e suecho o Gabriel ande iek foro katar e Galilea kai ikkardol Nazaret, 
LUK.1.27	kote zivila iek diskinia kai ikkardola Maria; voi saia mangli te zinilpe pala o Jose kai saia katar e vicha katar o charo o David. 
LUK.1.28	O suecho dia kote kai saia voi ta ppenda lake
LUK.1.28	—¡But blagosime san! O Del si tuia.
LUK.1.29	A kana voi dikkla e suecho chudisaili katar leke alava ta puchlape soke dela laia orba gia. 
LUK.1.30	Ondaka o suecho ppenda lake:
LUK.1.30	—Maria na dara, soke maladan dragostia angla o Del. 
LUK.1.31	Akana ka ache kkamni ta ka avel tut iek minono ta ka ttove leko anau Jesus.
LUK.1.32	Vou ka avel but pinllardo, ka ikkaren le chavo katar o Del e milosoko ta o Del o Gazda, ka cherel le charo, sargo e Davide kai saia katar leki vicha, 
LUK.1.33	te gazdaril ostade po foro katar o Israel, ta leko gazdaripe ni ka merel nikada.
LUK.1.34	Ondaka e Maria ppenda e suechoke:
LUK.1.34	—¿Sar sai avelpe gava, kana me ni sem zinime? 
LUK.1.35	O suecho ppenda leke:
LUK.1.35	—O Santo Duo ka avel upral pe tute ta e zor katar o Del e milosoko ka ucharel tut sargo iek oblako. Goleke o minono kai ka biandol ka avel Santo Chavo e Devleko. 
LUK.1.36	Ta i e Elisabet kai si katar chi vicha ka avel la iek minono, isto gia sar si ppuri, goia kai ppenena latar kai nasti avena la minone, cherel sou chon sar kai si kkamni. 
LUK.1.37	O Del sai cherel sa
LUK.1.38	Ondaka e Maria ppenda:
LUK.1.38	—Me sem esluga e Gazdaki; te cherel manchar o Del isto sar ppendan mange.
LUK.1.38	Ta o suecho llelotar kotar.
LUK.1.39	Ande gola llivesa e Maria lleli oma ande iek foro kai achela pe burdura katar e Judea, 
LUK.1.40	dia ando cher e Zakariaseko ta o Zakarias ppenda lake sar san. 
