MAT.1.1	Wya ka tva saba mndəra taŋ ma Yesu Kristi zivra Dawuda. Dawuda guli ná, zivra Abraham ya. 
MRK.7.22	nda hliri, nda haraʼu tiri, nda sidi, nda nənɓa mndu, nda kakraŋaku, nda ghudzaku, nda vza rutsak ta mndu, nda gəla ghəŋ, nda ga rgha. 
MRK.7.23	Inda tsa ghwaɗaka skwiha ta sliʼagapta ma ŋuɗufa mndu ya ta ŋriŋta mndu,» kaʼa nda həŋ.
MRK.7.24	Tahula tsa, ka sliʼaftá Yesu hada ka laghwi ta haɗika Tir nda Siduŋ. Ka lamə tsi da sana həga. Va a si ta snaŋta mndu kazlay: Waʼa hadya kəʼa wa, ama laviŋ a ta ɗifaghuta wa. 
MRK.7.25	Mamu sana marakw ksu halaway ta makwani, ka snaŋtá tsi ta mna gwaɗa ta Yesu. Ka gi sliʼaftá tsi ka lagha zləmbatá ma ghuva Yesu. 
MRK.7.26	Ka ndəɓu tsi ta dzvu da tsi ŋa ghzligiŋtá tsa duhwala halaway ya ma tsa makwani ya. Tsa marakw ya ná, makwa la Grek ma luwa Finusi, ya lu ta haɗika Siri ya. 
MRK.7.27	Ka Yesu nda tsi mantsa: «Zlaŋzla ta zwani karaku ka baghafta həŋ. Ɗina a ka klaftá ɗuvula zwani ka vlaŋtá zwana kriha wa,» kaʼa nda tsi. 
MRK.7.28	«Mantsa nzakwani mndani mghama ɗa, ama ta ɗagay zwana kriha ta wiwsa tsa skwa zay ta rkadata ta haɗik ma vəl zay zwani ya guli,» ka tsa marakw ya. 
MRK.7.29	Kaʼa nda tsi mantsa: «Kabga tsa gwaɗa gha ya, la makwa ɗa dzagha gha, waʼa saghusa tsa duhwala halaway ya ma makwa gha» kaʼa nda tsa marakw ya. 
MRK.7.30	Ka sliʼaftá tsa marakw ya ka laghwi dzaghani. Ɓhadaghatani dzagha ka lamə tsi da həga, ka slanaghatá tsi ta tsa makwani ya ta hani ta ghzləŋ. Ta haɗ tsa duhwala halaway ya mida wa.
MRK.7.31	Tahula tsa, ka sliʼaftá Yesu ta haɗika Tir, ka laghwi nda ma luwa Siduŋ, ka zlagaghatá tsi nda ma Dekapwalus ŋa vru nda tvə drəfa Galili. 
MRK.7.32	Ɓhadaghatani da hada, ka klanaktá lu ta sana mndu ka rgha, sna a ta sləməŋ wu, sna a ta gwaɗa guli wa. Ka ndəɓu lu ta dzvu da tsi ŋa ksaŋta nda dzvu ka mbafta tsi. 
MRK.7.33	Ka klaghatá Yesu ta tsa mndu ya turtukwani, diʼiŋ nda mnduha. Ka dzadzaghatá Yesu ta ndəfiŋa dzvuhani da sləməŋha tsa mndu ya, ɗanafha ta sərɗəkani ta ghanik. 
MRK.7.34	Ka nghadaftá Yesu nda ta luwa, ka hlafta tsi ta hafu. «Efasla,» kaʼa. Manda mnay kazlay: Gunaguna kəʼa ya, nda gwaɗa luwa taŋ. 
MRK.7.35	Gi wuzlaŋ guna guna sləməŋha tsa mndu ya, gi wuteɗ plata ghanikani tsa, ka gwaɗə tsi ta gwaɗa tsəleŋ. 
MRK.7.36	Ka dvanaghatá Yesu ta mnduha yaha həŋ da mnay dər ŋa wati ma mndu tsi. Ka dvu Yesu ta həŋ ya ná, ka sgə hahəŋ ta mna tsa skwi maga Yesu ya. 
MRK.7.37	Ka ndərmim həŋ katakata, ka həŋ mantsa: «Inda skwi ta magə na mndu na na, ɗina. Nduk nda rgha tani ná, ka gwananatani ta sləməŋhani, ka gwaɗayni ta gwaɗa. Kay! Skwi ɗina ta magə na mndu na,» ka həŋ.
MRK.8.1	Ma tsa fitik ya, ka tskəglavatá ndəghata mnduha da Yesu, haɗ skwa zay ŋa zay taŋ wa. Ka hgaŋtá Yesu ta duhwalhani, 
MRK.8.2	«Ta ksita ka hiɗahiɗa na mnduha na, kabga ma hkəna fitika taŋ na ta nzaku kawadaga nda iʼi, haɗ skwi mutsaf həŋ ŋa zay guli wa. 
MRK.8.3	Ka lawala dzagha ghuni nda maya nda maya ka yu nda həŋ katsi, mutsafta a həŋ ta mbraku ŋa mbaɗa ta tvi wa. Wya sliʼaf ma vli diʼiŋ sanlaha mataba taŋ guli,» kaʼa nda həŋ. 
MRK.8.4	«Ga dzaʼa mutsafta lu ta skwa zay ma na mtak na, ŋa vlaŋtá na mnduha na ŋa baghanaftá həŋ na?» ka duhwalhani nda tsi. 
MRK.8.5	«Kidaghi buradi da kaghuni na?» kaʼa nda həŋ. «Ndəfáŋ həŋ,» ka həŋ nda tsi. 
MRK.8.6	Mantsa tama, «nzawanza rəp ta haɗik,» ka Yesu nda tsa mnduha ya. Ka nzatá həŋ. Ka hlaftá Yesu ta tsa buradiha ndəfáŋ ya, ka rfanaghatá tsi ta Lazglafta. Tahula tsa, ka ɓalanaptá tsi, ka valaŋtá duhwalhani, ŋa daganaftá tsa mnduha ya. Ka daganaftá hahəŋ ta tsa mnduha ya. 
MRK.8.7	Mamu zwana klipi kiʼa guli da həŋ, ka rfanaghatá Yesu ta Lazglafta ta ghəŋa tsa klipi ya, ka valaŋtá tsi ta duhwalhani. «Daganafwa daga ta mnduha,» kaʼa. 
MRK.8.8	Ka zutá mnduha, ka baghaftá həŋ. Ka tskaftá lu ta pɗakwani ma vəl zay taŋ, ka ghwanak ndəfáŋ. 
MRK.8.9	Tsa mnduha ya na, ta magay həŋ ta dəmbuʼ fwaɗ. Mantsa tama, ka vriŋtá Yesu ta həŋ dzagha taŋ. 
MRK.8.10	Gi tahula tsa, ka sliʼaftá tsi ka lamə da kwambalu nda duhwalhani, ka laghu həŋ ta haɗika Dalmanuta.
MRK.8.11	Manda ɓhadaghata taŋ, ka sliʼadaghatá la Farisa slanaghata, ka zlərɗə həŋ ta skwiha nda tsi, kabga ta kumay həŋ ta mutsaftá ghurum ŋa ksaftá Yesu, ka həŋ nda tsi mantsa: «Magaŋnamaga maga ta mazəmzəm ŋa maraŋta kazlay: Da Lazglafta ta mutsa kagha ta ŋa gha ma mbraku kəʼa,» ka həŋ. 
MRK.8.12	Ka hlaftá Yesu ta hafu, kaʼa mantsa: «Kabgawu ta kəl mnduha ta na zamana na, ka ɗawa magatá mazəmzəm katək na? Kahwathwata ta mnaghunata yu, haɗ sana mazəmzəm dzaʼa maranaŋta lu ta mnduha ta na zamana na wa,» kaʼa nda həŋ. 
MRK.8.13	Ka sliʼaptá tsi mataba tsa la Farisa ya ka laghwi da kwambalu ŋa dzaʼa ta sana ɓla tsa drəf ya.
MRK.8.14	Ma tsa sliʼa taŋ ya, ka zanaptá duhwalhani ta klaftá buradi, turtuktuk yeya buradi da həŋ ma kwambalu. 
MRK.8.15	«Ɗasuwa ka kuni! Nghawa ghəŋa ghuni da isa la Farisa nda Hiridus,» ka Yesu zlahanaghatá həŋ. 
MRK.8.16	Ka wuwisaku tsa duhwalhani ya mataba taŋ. «Zlah na kwala buradi kul haɗ da amu na yeya,» ka həŋ. 
MRK.8.17	Fslek ka tsa gwaɗa ya lamə da sləməŋa Yesu. Kaʼa nda həŋ mantsa: «Kabgawu ta kəl kuni ka ndanu, kabga kwala buradi kul haɗ da kaghuni na? Ha gita, haɗ mahizl ma ghəŋa ghuni ra? Təŋtəŋani ghəŋa ghuni katək ra? 
MRK.8.18	Ya wana mamu ira ghuni ní, nu kul nghaŋtá kuni ta vli? Wana mamu sləməŋa ghuni, nu kul snaŋtá kuni ta sləməŋ
MRK.8.19	Ma fitika daganafta ɗa ta buradi hutaf ta mnduha dəmbuʼ hutaf, kidaghi ndaghanafta kuni ta ghwanak nda paɗakwa vəl zay mnduha na?» kaʼa nda həŋ. «Ghwaŋpɗə his həŋ,» ka həŋ.
MRK.8.20	«A ki ma fitika daganafta ɗa ta buradi ndəfáŋ ta mnduha dəmbuʼ fwaɗ, kidaghi ndaghanafta kuni ta tughuba nda paɗakwa vəl zay mnduha guli?» kaʼa nda həŋ. «Ndəfáŋ həŋ,» ka həŋ.
MRK.8.21	«Ka si mantsa tsi, nu kwal kuni snaŋta tama?» kaʼa nda həŋ.
MRK.8.22	Mantsa tama ka ɓhadaghatá i Yesu nda duhwalhani da luwa Betsayda. Ka kladaghatá mnduha ta ghulpata mndu da Yesu. Ka ndəɓu lu ta dzvu da tsi ŋa ksaŋta. 
MRK.8.23	Ka ksaftá Yesu ta tsa mndu nda ghulpa ya ta dzvu, ka klaghata tahula luwa. Ka tfanaftá tsi ta sərɗək ta iri, ka pghanaftá dzvu, ka ɗaw tsi da tsi kazlay: Nda ngha ka ta skwi ra? kəʼa. 
MRK.8.24	Ka gunaŋtá tsa ghulpa ta mndu ya ta iri. «Nda ngha yu ta mnduha ta wawaku mndani ná, ama manda fu manda fu ta ngha yu ta həŋ,» kaʼa. 
MRK.8.25	Ka pghəglaftá Yesu ta dzvuhani ta iriha tsa mndu ya guli, ka nghaŋtá tsa mndu ya ta vli tsuwaɗak. Nda mba tama, nda ngha ta dagatá skwiha. 
MRK.8.26	Mantsa tama, «Yaha ka lami da huɗa luwa,» kaʼa nda tsi, ka ghuniŋta dzaghani.
MRK.8.27	Tahula tsa, ka sliʼaftá Yesu kawadaga nda duhwalhani ka dzaʼa da sana luwaha ndusa ndusa ma luwa Sezare Filip. Ta labə həŋ ta tvi, ka ɗaw tsi da duhwalhani. Kaʼa mantsa: «Wa iʼi, ka mnduha ta mnay na?» kaʼa nda həŋ. 
MRK.8.28	Ka həŋ mantsa: «Yuhwana mnda maga batem ya ka sanlaha, Iliya ya ka sanlaha, sana mndu mataba la anabi ya ka sanlaha ta mnay nda kagha.» 
MRK.8.29	«Kinawu ka kaghuni, wa ya ka kaghuni ta mnay nda iʼi?» kaʼa kay guli. Ka Piyer mantsa: «Kagha na: Kristi
MRK.8.30	Ka zlahanaghatá Yesu ta həŋ ka ŋɗaŋɗa. Kaʼa nda həŋ mantsa: «Yahayaha kuni da walaŋtá mnay mantsa ŋa mndu,» kaʼa.
MRK.8.31	Mantsa tama, ka zlraftá Yesu ta taghay ŋa duhwalhani kazlay: Dzaʼa ghuyapə ghuya Zwaŋa mndu ta ɗaŋwa katakata. Dzaʼa wuɗidiŋ wuɗa la galata mnduha, nda maliha ta ghəŋa gwal ta dra skwi ŋa Lazglafta, nda gwal tagha zlahu ŋa mnduha tani. Dzaʼa dzadza lu, baɗu mahkən, ŋa sliʼagaptani nda hafu, kaʼa. 
MRK.8.32	Ka mnə tsi ta tsa gwaɗaha ya baŋluwa. Ka ksaghutá Piyer ta Yesu ta slərpa vli ka davanaghata. 
MRK.8.33	Ka mbəɗavatá Yesu, ka ngha duhwalhani. Ka ŋruhanaghatá tsi ta Piyer, kaʼa nda tsi mantsa: «Laghula gha tavata iʼi halawaya skwi na. Haɗ ka ta ndanu manda ya ta kumə Lazglafta wa. Manda ndana mnduha ká ka ta ndanu,» kaʼa nda tsi.
MRK.8.34	Ka hagaktá Yesu ta mnduha, nda duhwalhani tani, ka mnay ŋa taŋ. Kaʼa mantsa: «Ka ta kumay mndu ta nzaku kawadaga nda iʼi katsi, ba vziŋtani ta ghəŋani, ka klayni ta udza zləŋayni, ka dzaʼani mista ɗa. 
MRK.8.35	Ka dzaʼa mbanafmba yu ta hafa ɗa ka mndu katsi ná, dzaʼa zaɗiŋzaɗa tsa mndu ya ta hafani. Mndu dzaʼa zaɗiŋtá hafani kabga iʼi, nda ya kabga Lfiɗa Gwaɗa ná, dzaʼa mbanafmba tsa mndu ya ta hafani. 
MRK.8.36	Nu dzaʼa ghzlanata mutsafta mndu ta na ghəŋa haɗik na tender, ka nda zaɗa hafani na? 
MRK.8.37	Nu dzaʼa vlata mndu ŋa vara hafani na? 
MRK.8.38	Ya wana ka dmaku mnduha ta na zamana na, ka sliʼiŋ ka sliʼiŋ həŋ da Lazglafta. Ka kwalaghukwala mndu ta mnaŋtá hga ɗa nda gwaɗa ɗa guli ta kəma tsa mnduha ya katsi, iʼi Zwaŋa mndu guli ná, dzaʼa kwalaghukwala yu ta mnaŋtá tsa mndu ya baɗu vragata ɗa kawadaga nda duhwalha nda ghuɓa ta luwa ma glakwa Lazglafta.»
MRK.9.1	Kaʼa nda həŋ guli mantsa: «Kahwathwata ka yu ta mnaghunata, mamu sanlaha ma mnduha mataba gwal hadna, dzaʼa kwal kul rwuta ta saha ga mghama Lazglafta nda mbraku, ŋa nghaŋta taŋ nda ira taŋ,» kaʼa.
MRK.9.2	Tahula fitik mkuʼ, ka hlaftá Yesu ta i Piyer nda Yakubu, nda Yuhwana mistani, ka ŋlaghatá həŋ ta sana ghwá nda slra. Lafa taŋ ta tsa ghwá ya, ka mbəɗavaftá tsi ta kəma taŋ. 
MRK.9.3	Ka wuɗaku lguthani tilil katakata. Haɗ mndu ta na ghəŋa haɗik na dzaʼa laviŋtá ghuɓaptá skwi ŋa ɓanafta ŋa laf taɓ ta tsaya wa.
MRK.9.4	Ta wa ira tsa duhwalhani ya, ka zlagaptá i Iliya nda Musa, ka ghwa yiva nda Yesu. 
MRK.9.5+MRK.9.6	Ka ksafta zləŋ ta tsa duhwalha ya katakata. Sna a Piyer ta skwi ŋa mnay wa. Gi ka Piyer nda Yesu mantsa: «Maləma ɗa, ɗina ka nzata mu hadna. Magafmamaga ta həgaha tumpul hkən. Pal ŋa gha, pal ŋa Musa, pal ŋa Iliya guli,» kaʼa. 
MRK.9.7	Ka saha kusay tɗik bukwamtá həŋ. Ka gwaɗagaptá lwi ma tsa kusay ya. Kaʼa mantsa: «Nana na zwaŋa ɗa ta ɗvu yu nda ŋuɗufa ɗa. Snawa ta gwaɗa da tsi,
MRK.9.8	Gi zləwaɗ zləwaɗ zləwaɗ, ka duhwalhani ka nanagha vli ta wanaftá həŋ. Kəʼa ka həŋ ná, Yesu turtukwani yeya nghaŋ həŋ kawadaga nda həŋ. 
MRK.9.9	Ka sliʼaftá həŋ ka saha ta tsa ghwá ya. Ta saha həŋ, ka zlahanaghatá Yesu ta tsa duhwalha ya. Kaʼa mantsa: «Yahayaha kuni da mnaŋtá skwi nghaŋ kuni ŋa mndu ha ka sagha fitik ya dzaʼa sliʼagabta Zwaŋa mndu mataba gwal nda rwa,» kaʼa. 
MRK.9.10	Ka snatá həŋ ta tsa gwaɗa ya, ama ka laghu həŋ da ɗaɗawaku mataba taŋ «nahgani sliʼagabta mataba gwal nda rwa?» ka həŋ. 
MRK.9.11	Mantsa tama, ka ɗawaŋtá duhwalhani da Yesu. Ka həŋ mantsa: «Kabgawu ta kəl gwal tagha zlahu ŋa mnduha ka mnay kazlay: Tiŋəl Iliya dzaʼa saha karaku
MRK.9.12	Ka Yesu nda həŋ mantsa: «Aŋi, dzaʼa tiŋlaghutiŋla Iliya ta saha ŋa payanatá inda skwiha. Ama kabgawu vindafta lu ta ghəŋa Zwaŋa mndu kazlay: Dzaʼa ghuyay ta ɗaŋwa katakata, ɗvəta a lu wu kəʼa? 
MRK.9.13	Ama ka yu ta mnaghunata ná, ghadaghada Iliya ta saha ka ghuyanaptá həŋ ta ɗaŋwa manda ya kumaŋ həŋ. Mantsa ya ka gwaɗa Lazglafta mnata ta ghəŋani,» kaʼa nda həŋ.
MRK.9.14	Manda vradaghata i Yesu tavata tsa duhwalhani si zlana həŋ ya, ka nghaŋtá həŋ ta tskata mnduha ta wanaftá tsa duhwalha ya nda gwal tagha zlahu ŋa mnduha ta zlərɗutawi nda həŋ. 
MRK.9.15	Na ghur, nghay tsa tskatá mnduha ya ta Yesu ná, nda ghada ndusadaghatani da həŋ. Ka sliʼafta həŋ nda hwaya ka dzaʼa ga zgu ŋani. 
MRK.9.16	Ka Yesu ɗawaŋta da həŋ mantsa: «Ta ghəŋa wu ta zlərɗa kuni ta wi nda həŋ na?» kaʼa. 
MRK.9.17	Ka sana mndu mataba tsa mnduha ya zlghanaftawi mantsa: «Maləma ɗa, zwaŋa ɗa ksu seteni, vlaŋ a ta tva gwaɗa wu kəl yu ka klagaghata da kagha. 
MRK.9.18	Ka ta kumay tsa skwi ya ta slanapta katsi, gi slanatani ta haɗik. Gi pghay tsa zwaŋ ya ta mahupak ma wi, dzislayni ta sliʼiŋ ka hpaɗay, gi dzəŋ vghani. Tsaya kəl yu ka ndəɓa dzvu da duhwalha gha, kambəl ka ghzligiŋtá həŋ ta tsa seteni ya ma tsa zwaŋa ɗa ya mazlay, ama ka traptá həŋ,» kaʼa nda tsi. 
MRK.9.19	Ka Yesu nda həŋ mantsa: «Ghwaɗaka mndəra mnduha kul haɗ zlghay nda ŋuɗuf da həŋ! Ŋa kulam yawu dzaʼa nzata yu tavata kaghuni? Ŋa kulam yawu dzaʼa nzata yu ka suʼuwaghunata? Klagiɗighawa tsa zwaŋ ya,» kaʼa nda həŋ. Ka klədanaghatá lu. 
MRK.9.20	Gi ghur nghay tsa zwaŋ ya ta Yesu ná, ka gi slanaptá tsa seteni ya nda mbraku, ka slanata ta haɗik, ka kwatambal tsi ta vgha ta haɗik, ka pgha mahupak ma wi. 
MRK.9.21	Ka ɗawaŋtá Yesu da dani ma tsa zwaŋ ya: «Daga Yawu zlrafta na skwi na ta na zwaŋ na na?» kaʼa nda tsi. «Daga ma ga zwaŋani ksafta tsi. 
MRK.9.22	Baɗu ma sani, klaftani wuɗamta da vu, dər da imi tsi, gi wuɗamtani ma ŋa dzatani, kəʼa ta magay tazlay. Ka laviŋlava ka, kdəkkdək kataŋna kata, tawa ta hiɗahiɗa ta aŋni!» ka tsa mndu ya. 
MRK.9.23	«Ka laviŋlava ka ri waka ka? Nu dzaʼa kwal lu laviŋta magata ka zlghafzlgha mndu nda ŋuɗuf na?» ka Yesu nda tsi. 
MRK.9.24	Gi ka kapaŋtá dani ma tsa zwaŋ ya ta lwi, «Zlghafzlgha yu, sawi katihata ma hta ta zlghay ɗa,» kaʼa nda tsi. 
MRK.9.25	Nghay Yesu ta gazladaghata mnduha nda hwaya, ka davanaghatá tsi ta tsa seteni ya. «Ghwaɗaka Sulkum ta pya mndu ka gwaɗa nda ya ka snaŋtá sləməŋ. Sabsa ma na zwaŋ na, ka yu ta mnaghata. Yaha ka vrəgladamta ɗekɗek dida,» kaʼa. 
MRK.9.26	Ka wahata tsa seteni ya ka ghudzanaftá tsa zwaŋ ya nda mbraku, ka sabə tsi mida. Ka niŋtá tsi ta tsa zwaŋ ya gzəmblaʼ manda mndu nda mta, ha ka mnay ndəghata mnduha kazlay: Nda mta kəʼa. 
MRK.9.27	Ama ka ŋanatá Yesu ta dzvu, ka sliʼanafta, ka sliʼaftá tsi ka sladata. 
MRK.9.28	Manda lama Yesu kawadaga nda duhwalhani da həga nda ghəŋa taŋ, ka ɗaw həŋ da tsi. Ka həŋ mantsa: «Kabgawu kəl aŋni ka traptá ghzligiŋtá tsa seteni ya katək na?» ka həŋ. 
MRK.9.29	«Mndərga tsa Sulkum ya ná, ba nda maga duʼa kada saba tsi,» kaʼa nda həŋ.
MRK.9.30	Ka sliʼaftá həŋ hada ka taghatá haɗika Galili. Va a Yesu si ta nghaŋta mndu wu, 
MRK.9.31	kabga ta tagha skwi ŋa duhwalhani. Wya skwi ta mnə tsi ŋa taŋ: «Dzaʼa ksafksa lu ta Zwaŋa mndu ka vlata ma dzva mnduha ŋa dzata taŋ. Baɗu mahkən, ŋa sliʼaftani nda hafu.» 
MRK.9.32	Ama sna a duhwalhani ta tsa gwaɗa ya wa. Ta zləŋ həŋ guli nda ɗawaŋta da tsi.
MRK.9.33	Ka ɓhadaghatá həŋ da luwa Kafarnahum. Ta nzaku həŋ ma həga, ka ɗawaŋtá Yesu da həŋ: «Nahgani tsa skwi ta uwaʼuwal kaghuni ta tvi ya na?» kaʼa nda həŋ. 
MRK.9.34	Sriw nzanza həŋ, pslaf a həŋ ta wa taŋ wa, kabga si ta zba snaŋtá mali mataba taŋ həŋ, na skwi si ta uwaʼuwal həŋ ta tvi. 
MRK.9.35	Ka nzadatá Yesu, «saghawasa» kaʼa nda həŋ. «Ka ta kumay mndu ta nzaku ka mali ta wa ira Lazglafta katsi, vraganatani ta ghəŋani ka sagəŋ gudzekw mista lamndu, ka nzakwani ka kwalva taŋ guli.» 
MRK.9.36	Ka hgaftá tsi ta sana zwaŋ kwitikw, ka sladanata mataba taŋ. Ka tskwaftá tsi ma ghuvani, kaʼa nda həŋ mantsa: 
MRK.9.37	«Dər wati ma mndu ta tsuʼaftá sani turtuk mataba na zwaniha na, kabga iʼi, vərɗa iʼi tsuʼaf tsa mndu ya nda tsa. Dər wati ma mndu ta tsuʼaftá iʼi guli, vərɗa iʼi a tsuʼaf tsi wa, ama mndu ya ta ghunigihata tsuʼaf tsi,» kaʼa.
MRK.9.38	Ka Yuhwana nda tsi mantsa: «Maləma ɗa, nda ngha ŋni ta sana mndu ta ghzla duhwalha halaway ma mndu. Ka tsa mndu ya na: “Yesu ta vlihatá mbraku,” kaʼa. Ka lmə ŋni, kabga haɗ ta dzaʼa mista amu wu,» kaʼa. 
MRK.9.39	Ka Yesu mantsa: «Ma lmə kuni ta mndu, kabga haɗ mndu ta maga mazəmzəm nda hga ɗa, dzaʼa vza rutsak ta iʼi wa. 
MRK.9.40	Mndu kul haɗ ta raza amu guli ná, ŋa amu tsa mndu ya. 
MRK.9.41	Dər wati ma mndu ta taghunaftá imi rauʼ ŋa say, kabga nzakwa ghuni ka ŋa Kristi, kahwathwata ka yu ta mnaghunata, haɗ nisəla tsa mndu ya dzaʼa zwaɗuta ɗekɗek wu,» ka Yesu.
MRK.9.42	«Ka vzamvza mndu ta sani turtuk mataba na zwaniha ta zlghafta iʼi na ma dmaku katsi, dzaʼa ghuyay ta ɗaŋwa katakata da Lazglafta. Ta dər má ya hbanam lu ta dughura buna dagala ma ŋurzluŋ, ka vzaghata da drəf, kaʼa. 
MRK.9.43	Ka si dzva gha ta famta kagha kəl ka ka zləmbamta ma dmaku katsi, tsiŋtsa gha ta tsa dzvu ya. Ta dər mutsafta gha ta hafu nda dzva gha ka buɗuduŋ, ka lama gha nda dzvuha gha yipaʼ his his da həga vu kul haɗ ta mtavata ɗekɗek. 
MRK.9.44	[Hada, mamu mtarakha ta yamta ma vgha ŋəɗməts, rwava a həŋ wa. Haɗ tsa vu ya ta mtaku ɗekɗek guli wa.] 
MRK.9.45	Ka səla gha ta famta kagha kəl ka zləmbamta ma dmaku katsi, tsiŋtsa ta tsa səla ya. Ta dər mutsafta gha ta hafu nda səla gha sluŋ turtuk, ka nzakwa gha nda səlaha gha yipaʼ his his, ŋa wuɗamtá kagha da həga vu. 
MRK.9.46	[Hada, mamu mtarakha ta yamta ma vgha ŋəɗməts, rwava a həŋ wa. Haɗ tsa vu ya ta mtaku ɗekɗek guli wa.] 
MRK.9.47	Ka ira gha turtuk, ta famta kagha kəl ka ka dəɗamta da dmaku katsi, tsakwasliŋ tsakwasla ta tsa iri ya. Ta dər lama ka nda ira gha guzliŋ turtuk da ga mghama Lazglafta, ka nzakwa gha nda ira gha his his, ŋa wuɗamtá kagha da həga vu. 
MRK.9.48	Hada, mamu mtarakha ta yamta ma vgha ŋəɗməts, rwava a həŋ wa. Haɗ tsa vu ya ta mtaku ɗekɗek guli wa.
MRK.9.49	Inda mndu dzaʼa nəmanaf nəma vu manda slughul. [Inda skwi ta drə lu ŋa Lazglafta ta kuktaf kukta lu ta slughul tida] 
MRK.9.50	Slughul ná, skwi ɗina ya, ama ka ta haɗ zɗaku mida ɗekɗek wu katsi, nu dzaʼa magəglamta kuni mida ŋa vranamtá si tsa nəmatani ya na? Mamu ka slughul ma kaghuni. Nzawanza nda zɗaku mataba ghuni, sanlaha nda sanlaha,» kaʼa.
MRK.10.1	Tahula tsa, ka sliʼaftá i Yesu nda duhwalhani hada ka laghwi ta haɗika Zudiya nda tvə drəfa Zurdeŋ. Ka tskəgladaghatá mnduha ta vgha tavatani. Ka nzəglatá tsi ka tagha skwi ŋa taŋ manda ya snu tsi. 
MRK.10.2	Ka gavadaghatá la Farisa tavata Yesu ŋa hla səlani. Ka ɗawaŋtá həŋ da tsi, ka həŋ mantsa: «Mamu re haɗ wa a tvi ŋa ghzliŋta mndu ta markwa taŋ na?» ka həŋ. 
MRK.10.3	Kaʼa nda həŋ mantsa: «Wa ka Musa vindaghunafta na?» kaʼa. 
MRK.10.4	«Ka Musa ná, ka ta kumay mndu ta ghzliŋtá markwa taŋ katsi ná, vindanaftani ta ɗelewera ghzlu, ka ghzliŋtani
MRK.10.5	Ka Yesu nda həŋ mantsa: «Təŋa ta ghəŋa ghuni kəl Musa ka vindaghunaftá tsa gwaɗa zlahu ya mantsa. 
MRK.10.6	Ama ma zlraftani, manda kɗiŋta Lazglafta ta magaftá inda skwi, “ka tsaftá tsi ta i zəʼal nda marakw.
MRK.10.7	Tsaya dzaʼa kəl zgun ka zlaŋtá dani nda mani, ka ndiʼanavatá vgha ta markwa taŋ, 
MRK.10.8	ŋa nzakwa tsa hahəŋ his ya ka sluʼuvgha turtuk
MRK.10.9	Skwi ndiʼanaf Lazglafta ná, yahayaha mndu dganata, kaʼa. 
MRK.10.10	Manda vrakta taŋ, ka lamə həŋ nzata ma həga, ka ɗawaŋtá duhwalhani da tsi ta ghəŋa tsa gwaɗa ya. 
MRK.10.11	Kaʼa nda həŋ mantsa: «Ka ghzliŋghzla mndu ta markwa taŋ, ka klaftá sana marakw katsi, ta hliri tsa mndu ya, maganamaga tsa mndu ya ta ghwaɗaka skwi ta tsa taŋtaŋa markwa taŋ ya. 
MRK.10.12	Mantsa guli, ka sliʼafsliʼa marakw ka laghu da wumatá sana zəʼal katsi, ta hliri tsa marakw ya nda tsa.»
MRK.10.13	Mbaɗaka mnduha ka va hlaktá zwani kwitikw kwitikw da Yesu ŋa tfanaghatawi ta həŋ, nda ma fanaghatani ta dzvu ta həŋ. Ama ka ghzlə duhwalha Yesu ta həŋ. 
MRK.10.14	Ka nghə Yesu ta tsa skwi ta magə həŋ ya ná, zɗəgana a wu, ka kuzlanaftá tsi ta ŋuɗuf. «Zlaŋwazla ta zwaniha kwitikw kwitikw ka sagha həŋ da iʼi, ma pyə kuni ta həŋ, kabga ŋa gwal ta gara vgha nda həŋ na ga mghama Lazglafta
MRK.10.15	Kahwathwata ka yu ta mnaghunata, dər wati ma mndu dzaʼa gi kwal kul tsuʼaftá ga mghama Lazglafta manda zwaŋ kwitikw, lamta a tsa mndu ya ɗekɗek wa,» kaʼa nda həŋ. 
MRK.10.16	Ka hlamtá tsi ta tsa zwaniha ya da ghuvani, ka pghanaghatá dzvu ta həŋ, ka tfanaghatawi ta həŋ.
MRK.10.17	Manda sliʼafta Yesu ka mbaɗa ta tvi, ka sliʼaftá sana mndu ka hwayakta tsəlɓata ma ghuvani, ka ɗaway da tsi: «Ari ŋərma mgham, nu dzaʼa magə yu ŋa mutsafta ɗa ta hafu ŋa kɗekedzeŋ na?» kaʼa nda tsi. 
MRK.10.18	Ka Yesu nda tsi mantsa: «Kabgawu kəl ka ka hga iʼi ka ŋərma na? Haɗ sana ŋərma taɓta Lazglafta wa. 
MRK.10.19	Nda sna ka ta zlahuha ta mnay kazlay: Yaha ka da dzatá mndu, yaha ka da hliri, yaha ka da ghali, yaha ka da tsanavatá gwaɗa ta mndu, yaha ka da nənɓa mndu, ka vla ka ta glaku ŋa i da gha nda ma gha
MRK.10.20	«Mghama ɗa, snasna yu ta inda tsa skwiha ya daga ma ga zwaŋa ɗa,» kaʼa nda tsi. 
MRK.10.21	Tsəmesl, ka Yesu nghanavatá tsa mndu ya, ka ɗvutá tsi, kaʼa nda tsi mantsa: «Ta turtuk skwi ta pɗugudughusta. La ka dzawapta ka ta inda skwa gha, ka daganafta ka ta gwal ka pɗu, mantsa dzaʼa mutsay ka ta gadghəl ta luwa. Magata gha ta tsaya, ka sagha ka, ka dzaʼa ka mista ɗa,» kaʼa nda tsi. 
