MAT.1.2	Burahemu wamuzhala Isaka. Isaka akimuzhala Jakobu. Jakobu akimuzhala Juda na nduguze a kilume. 
MAT.25.8	Vikara aryahu asichana azuzu marihoona kukala mataa gao k'agana mafuha, makiavoya o alachu makiamba, ‘Huthanyizeni naswi go mafuha, mana mataa gehu ganazima.’ 
MAT.25.9	Ela o asichana alachu makidzigidzya makiamba, ‘Go mafuha hurigo nago be k'agadima kuhuthosha hosi bule, kwa vizho kot'ani malo madhukani mukagule genu.’ 
MAT.25.10	K'uzhona o asichana azuzu marihokala makwendani ko madhukani, kuno ye bwana harusi akidza. Aryahu asichana atsano mariokala ma thayari, machangira hamwenga naye kahi za yo nyumba ya harusi na muryango ukifungwa.”
MAT.25.12	Ela ye bwana harusi akiadzigidzya akiamba, ‘Kunena wo ujeri, simumanya bule ninwi.’ ” 
MAT.25.13	Jesu arihomarigiza ro fumbo riro akiamba, “Kwa vizho, kalani thayari wakathi wosi, mana k'amumanya maut'u gaga gandakala siku yani na saa yani.”
MAT.25.15	Waaiha hamwenga, na kila mut'u akimup'a t'alant'a kulengana na wadimiwe. Wa kwandza wamup'a t'alant'a ts'ano. Wa hiri akimup'a mbiri, na wa hahu akimup'a mwenga. Arihogonya vizho akiuka achenda. 
MAT.25.16	Vikara arihokala adzakwenda, ye muhumiki ariyegerwa t'alant'a ts'ano, akizihendera kazi na zikizhala ts'ano nyingine. 
MAT.25.17	Yuya ariyegerwa mbiri naye, akizihendera kazi hatha zikizhala mbiri nyingine. 
MAT.25.18	Ela ye muhumiki ariyegerwa t'alant'a mwenga, akiihala yo p'esa ya bwanawe achendaitsimbira wina akiizika.”
MAT.25.20	Bai yuyahu muhumiki ariyegerwa t'alant'a ts'ano, akimboza zo ts'ano nyingine akiamba, ‘Bwana, mut'u uwe wanirichira t'alant'a ts'ano, nami nikizihendera kazi hatha zikizhala zizi ts'ano nyingine, thizi.’ 
MAT.25.21	Ye bwanawe akimwamba, ‘U muhumiki mudzo na mwaminifu, uriyehenda kazi ya kunifwaha moyo wangu. Wakala mwaminifu dzulu za maut'u mathithe, na vivi ndakuhendya uimirire maut'u mabomu zaidhi. H'aya ndzo kuno wangire kahi za raha ya bwanao.’
MAT.25.22	“Kula iye, akithuwirizwa ni yuyahu wa t'alant'a mbiri. Iye naye akiamba, ‘Bwana, uwe wanip'a t'alant'a mbiri, nami nikizihendera kazi hatha zikizhala zizi t'alant'a mbiri nyingine, thizi.’ 
MAT.25.23	Ye bwanawe akiamba, ‘U muhumiki mudzo na mwaminifu, uriyehenda kazi ya kunifwaha moyo wangu. Wakala mwaminifu kwa maut'u mathithe nami nindakuhendya uimirire maut'u mabomu. H'aya ndzo kuno wangire kahi raha ya bwanao.’ 
MAT.25.24	Kula iye, akidza ye wa t'alant'a mwenga. Akiamba, ‘Bwana, uwe be ninakumanyat'o sana mino. U mut'u mwomu. Unahendza kuvuna hat'u uriho k'uhalayire, na kuzola mutsere uriwo k'uuhululire. 
MAT.25.25	Kwa ut'u uwo wenye bai, yo t'alant'ayo nikigoha kuihendera kazi. Nikiihala nikiitsimbira wina nikiizika. Kwa vizho yo t'alant'ayo thii hala mwenye.’ 
MAT.25.26	K'ona ye bwanawe anambola kunena akiamba, ‘Muhumiki muthiriri na mukaha we. Be hatha navikale unanimanyat'o sana kukala nivuna hat'u niriho silayire, na kuzola mutsere hat'u niriho sihululire. 
MAT.25.27	Were k'udima kwendazika bengi zo p'esa zangu changari zikanizhalira faidha? 
MAT.25.28	H'aya muhokeni kare yo t'alant'a mumup'e ye ariye na kumi. 
MAT.25.29	Kwani kila ariye na kit'u andagerwa akale na vinji. Ela ariye k'ana kit'u, andahokwa hatha cho aricho nacho. 
MAT.25.30	H'aya muhaleni yuyu muhumiki asiye mana mumutsuhe ko ndze kizani. Na kuko kundakala na kurira na kwafuna meno.’ ”
MAT.25.32	Bai andihokala yukelesi, at'u a makabila gosi mandakudzaima mbereze, naye andaathanya k'ana mbiri dza viryahu murisa athanyazho mbuzi na ng'ondzi. 
MAT.25.33	At'u enye hachi andaaika mukono wa kurya. At'u athiriri o andaaika mukono wa kumots'o. 
MAT.25.34	Gonya ye Muthawali andaambira aryahu mandiokala mukono wa kurya, ‘Ndzoni kuno nwi at'u muriohaswa ni Baba. Ndzoni muhale uthawali muriwothayarishirwa ni Baba hangu urumwengu k'audzaumbwa. 
MAT.25.35	Kwani nirihokala nina ndzala, ninwi mwanip'a chakurya nikirya. Nirihokala nina k'ihu, mukinip'a madzi nikinwa. Na nirihokala ni mujeni mukinikaribishat'o. 
MAT.25.36	Nirihokala nina wira mwanip'a nguwo nikivala. Nirihokala ni mukongo mukidzanilola, na nirihokala ni jela nazho dzazho.’ 
MAT.25.37	O ahachi mandauza maambe, ‘Bwana, unaamba kukala urihokala una ndzala fwakup'a chakurya ukirya. Urihokala una k'ihu fukikup'a madzi ukinwa. 
MAT.25.38	Urihokala u mujeni fukikukaribishat'o. Urihokala una wira fukikup'a nguwo ukivala. 
MAT.25.39	Urihokala u mukongo fukidzakulola, na urihokala u jela nazho dzazho. Be hatha fwakona rini sino hatha fukikuhendera maut'u gano gosi?’ 
MAT.25.40	Ye Muthawali andaadzigidzya aambe, ‘Namwambira kamare kukala, zho murizhoahendera aa ndugu zangu athithe be mwanihendera mimi.’
MAT.25.42	Kwani nirihokala nina ndzala, k'amunip'ere chakurya nikarya. Nirihokala nina k'ihu k'amunip'ere madzi nikanwa. 
MAT.25.43	Nirihokala ni mujeni k'amunikaribishire. Nirihokala nina wira k'amunip'ere nguwo nikavala. Nirihokala ni mukongo k'amudzire nilola, na nirihokala jela nazho dzazho.’ 
MAT.25.44	Nao mandamuza mamwambe, ‘Bwana, ni rini ho furihokona una ndzala, hedu una k'ihu, hedu u mujeni, hedu u mukongo, hedu u jela gonya sino k'afukwavizire fukikuricha vizho?’ 
MAT.25.45	Ye andaadzigidzya aambe, ‘Ninamwambira kamare kukala, zho murizho k'amuahenderere aa ndugu zangu athithe, be hatha mimi nami k'amunihenderere.’ 
MAT.25.46	Nao mandihoambwa vizho, mandakwendangira kahi za hukumu ya kare na kare, ela ahachi o, mandangira kahi za uzima wa kare na kare.”
MAT.26.2	“Here mumanyazho, muhondo ni sikuk'uu ya P'asaka. Na Mwana wa Mudamu andalazhwa ili asulubiwe.”
MAT.26.3	Wakathi uwo, alombi abomu na athumia a Kiyahudi mathunganana nyumbani kwa Kayafa. Mut'u yuyu Kayafa were nde Mulombi mubomu mwenye wakathi uwo. 
MAT.26.4	Bai at'u ao mathunganana kuko ili mamale ngira ya kilachu ya kumugwirira Jesu na mamwalage. 
MAT.26.5	Ela marihothunganana, mapatana kukala masimugwire Jesu wakathi wa P'asaka bule, p'ore at'u makathinya bugwa.
MAT.26.7	Bai arihokala haho, mwanamuche mumwenga akidza na th'up'a iriyokala i thele mafuha ga marashi kidza ga gali sana. Th'up'a ii yere yatengezwa na iwe ra alabasita. Bai arihofika haho, akimumwagira Jesu go mafuha mo kitswani kuno Jesu mwenye anahumira chakurya. 
MAT.26.8	Bai o anafundzi marihoona viryahu, k'aviafwahire bule, maamba, “Kuno be tha si kwanonga kuno? 
MAT.26.9	Mafuha gaga kala gadzaguzwa gakambola p'esa nyinji zenye na makagerwa masikini?”
MAT.26.10	Jesu arihovimanya akiamba, “Mbona munamubudzya ye mwanamuchengwa? Iye adzanihendera kit'u kidzo. 
MAT.26.11	Masikini munao siku zosini, ela mimi k'amundakala nami siku zosini bule. 
MAT.26.12	Ut'u uu wa kunimwagira mafuha, yuyu mwanamuche adzauhenda ili anithayarishe kwa kuzikwa kwangu. 
MAT.26.13	Nami namwambira ujeri, zho adzizhohenda mwanamuche yuyu vivi rero, nazho vindathalwa na kukumbukirwa kila undihohubiriwa wo Uv̱oro Udzo kahi za urumwengu muzima.”
MAT.26.14	Bai wakathi uwo, mumwenga wa aryahu anafundzi kumi na airi a Jesu aifwaye Juda Isikariote, wauka achenda kwa alombi abomu. 
MAT.26.15	Anafika kuko akiamba, “Vidze mut'u yuno nikimulazha kwenu, mundanip'ani?” K'ona arihonena vizho, aryahu alombi abomu makimuthalira visiku mirongo mihahu zha fedha makimup'a. 
MAT.26.16	Na kulaizira haho, Juda akikala anamala nafasi mbidzo ya kumusalitira Jesu.
MAT.26.18	Jesu akidzigidzya akiamba, “Ngirani wo mudzi wa Jerusalemu mwende hatha kwa yuyu mut'u yuyu. Mukifika kuko mwambeni kukala, ‘Mwalimu anaamba wakathi wangu u hehi, kwa vizho nindarya P'asaka na anafundzi angu kwako nyumbani.’ ” 
MAT.26.19	Bai o anafundzi makihenda here marizhokala madzalagizwa ni Jesu. Manafika kuko makithayarisha yo P'asaka.
MAT.26.21	Marihokala makuryani Jesu akinena akiamba, “Ninamwambira ujeri wenye kukala mumwenga wenu haha andanisaliti.” 
MAT.26.22	O anafundzi marihosikira vizho makishikithika sana na makikwacha kumuza Jesu mumwenga-mumwenga makiamba, “Vidze ni mimi, Bwana?” 
MAT.26.23	Ela Jesu akidzigidzya akiamba, “Iye atsotsaye nami kahi za muvure mumwenga nde andiyenisaliti. 
MAT.26.24	Mwana wa Mudamu anenda kare kamwe here Maoro gaambazho, ela shauriye iye mut'u amusalitiye! Vingakala baha kala k'azhalirwe.” 
MAT.26.25	Vikara Jesu arihonena viryahu, ye musaliti wa kwakwe naye akiuza akiamba, “Vidze ni mimi Mwalimu?” Jesu akimudzigidzya akiamba, “Udzanena.”
MAT.26.27	Na arihogonya kuap'a wo mukahe, akihala cho kikombe cha divai, akimboza muv̱era kwa Mulungu, gonya akiap'a o anafundzie akiamba, “Halani kikombe kiki mutsumbulirane, 
MAT.26.28	kwani ii ndo milatso yangu ya cho kilagane, imwagwayo ili at'u anji madime kusamehewa dambi zao. 
MAT.26.29	Nami namwambira ujeri, sindanwa divai ii kaheri muhaka siku iyo nindihonwa divai mbisha hamwenga nanwi kahi za uthawali wa Baba.”
MAT.26.32	Ela haho nikikala nidzafufulwa, nindamuthangulia kwenda Galilaya.” 
MAT.26.33	P'et'ero akimudzigidzya akiamba, “Hatha kala osi mandakuricha, mimi sindakuricha ng'o.” 
MAT.26.34	Jesu akimudzigidzya akiamba, “Nakwambira ujeri, usiku wa rero kabila jogolo k'aridzaika, undanikana k'ana t'ahu.” 
MAT.26.35	P'et'ero akimwamba Jesu, “Hatha kala ni kufwa nanifwe, ela sindakukana ng'o!” Na o anafundzi angine nao makinena dza vizho.
MAT.26.37	Arihokala akwendani akimuhala P'et'ero na o ana airi a Zebedayo, Jakobu na Johana achenda nao. Naye wakathi uwo washononeka zhomu na kubudzyika moyo. 
MAT.26.38	Bai makwenda hatha manafika ko mbere, akiambira kukala, “Ninashononeka zhomu moyoni mwangu hatha ni here nindiyefwa. Bai kalani haha muchese nami.”
MAT.26.40	Kula haho akiauyira o anafundzie, naye akidzaaona marere. Akimwamba P'et'ero, “Yani k'amudimire kuchesa nami hatha ngaa saa mwenga? 
MAT.26.41	Chesani na muvoye sidze mukangira majezoni, kwani roho inahendza kamare, ela mwiri ni munyonge.”
MAT.26.42	Naye arihogonya kunena, akiaricha haho kaheri na achendavoya dza vizho zha kwandza akiamba, “Baba, chamba vinadimikika, mateso gaga gasinipate bule. Ela visikale here nihendzazho mimi, navikale here uhendzazho uwe.” 
MAT.26.43	Arihogonya kuvoya vizho, akiauyira o ano P'et'ero. Anafika kuko, achendaathekeza marere kaheri. K'amadimire kukala matso kwa wo uts'indzizi mariwokala nawo.
MAT.26.45	Arihogonya kuvoya, akiauyira o anafundzie akiambira, “Muchere kulala na kudzioyeza? Lolani wakathi wa Mwana wa Mudamu kusalitiwa kwa enye dambi udzafika. 
MAT.26.46	Lamukani fwende, kwani ye andiyenisaliti akudzani.”
MAT.26.47	Bai arihokala achere kunena, lola Juda mumwenga wa o anafundzie kumi na airi akidza na kundi bomu ra at'u mariokala madzatsukula mishu na njogoma. At'u aa were mala kwa alombi abomu na athumia a Kiyahudi. 
MAT.26.48	Iye musaliti were waap'a muv̱ano kukala, “Ye nindiyemudonera nde mumumalaye, mugwireni.” 
MAT.26.49	Juda achenda mara mwenga na akiamba, “Dheri narikale kwako Mwalimu,” gonya akimudonera. 
MAT.26.50	Jesu arihoona viryahu, akimwamba Juda, “Henda zho vidzizhokufisha musenangu.” Bai o at'u makimwangiza magandzani Jesu. 
MAT.26.51	Lola mumwenga kahi za o at'u mariokala na Jesu, akitsolola mushuwe na akimuthema muhumiki wa ye Mulombi mubomu mwenye akimutosa sikiro. 
MAT.26.52	Jesu arihoona viryahu, akimwamba ye mwenye mushu, “Wudzye chowani mwakwe wo mushuwo. Kwani kila ahumiraye mushu, andalagwa kwa mushu. 
MAT.26.53	K'umanya kukala nikamwambira Baba anirehere maalifu ga malaika madze mafuhehere, ananirehera mara mwenga? 
MAT.26.54	Ela nikihendazho, go Maoro gaambago kukala ni hatha vivi vikale gandathimiradze?”
MAT.26.56	Ela gaga gosi ganakala kwamba garyahu garigoorwa ni manabii gathimire.” Bai o anafundzie osi makimuricha makichimbira.
MAT.26.57	Bai aryahu at'u mariomugwira Jesu, mamuhala vivii hatha nyumbani kwa Kayafa, ye Mulombi mubomu mwenye, mana kuko ndo o alimu a Sheria, na athumia marikokala madzathunganana kumuthariza. 
MAT.26.58	Marihokala makwendani, P'et'ero wamuthuwa Jesu kwa kure. Wakwenda hatha achendangira muhalani ha ye Mulombi mubomu mwenye, akikelesi na o arindzi ili alolere chamba vindakaladze. 
MAT.26.59	Bai aryahu alombi abomu na ro Baraza ra athumia, majeza zhomu kumala ushahidhi wowosi wa ulongo wa kuthosha kumwalagira Jesu, 
MAT.26.60	ela k'amaupatire. At'u anji majeza kumboza ushahidhi wao wa ulongo, ela k'aufwahire kit'u. Mwisho kamare, kuchambola anaalume airi 
MAT.26.61	makiamba, “Mwanamulume yuyu waamba kukala ro Hekalu ra Mulungu anadima kuribanda-banda na akariaka kwa siku t'ahu.” 
MAT.26.62	Bai ye Mulombi mubomu mwenye akirungarara, na akimuza Jesu akiamba, “Mbona k'udzigidzya kit'u. Zho manenazho ano at'u ni jeri?” 
MAT.26.63	Ela Jesu akinyamala zii. Ye Mulombi mubomu mwenye akinena kaheri akiamba, “Ninakulahiza kahi za dzina ra Mulungu ariye moyo, ufwambire chamba uwe ndiwe Masihi Mwana wa Mulungu.” 
MAT.26.64	Jesu akimwamba, “Udzanena. Nami namwambira ujeri, kula vivi mundamona Mwana wa Mudamu akelesi mukono wa kurya wa Mulungu mwenye nguvu, na anadza kuno a dzulu za maingu.” 
MAT.26.65	Kusikira vizho thu, ye Mulombi mubomu mwenye akigwira nguwo za kwakwe akizitharura kwa kutsukirwa, kuno ananena na kuamba, “Iyo ni kufuru kamare iyo. K'amudzamusikira zho? Vino funa haja ya mashahidhi angine? 
MAT.26.66	Hedu munaambadze nwi?” Na osini makiamba, “Anav̱irya kwalagwa.” 
MAT.26.67	Ndo makimutsuhira mahe ga uso na kumupiga makonde. Angine makimupiga makofi, 
MAT.26.68	kuno manamwamba, “We Masihi, fwambire adzekupiga ni h'ani kala u nabii jeri!”
MAT.26.69	Wakathi uu wosi P'et'ero were akelesi ko muhalani. Bai arihokala kuko muhendzi wa kazi wa kiche wa ye Mulombi mubomu mwenye wakudzamwamba P'et'ero, “We nawe samba were u hamwenga na yuyu Jesu wa Galilaya?” 
MAT.26.70	P'et'ero akikana mbere zao akiamba, “Maneno gago mino sigamanya.”
MAT.26.71	Kula haho, P'et'ero akimbola achenda ko muv̱iryani. Anafika kuko, musichana mumwenga akimona na akiambira o at'u mariokala haho kukala, “Yuyu naye were a hamwenga na Jesu wa Nazareth'i benwi.” 
MAT.26.72	P'et'ero akikanaiza kaheri kwa kuapa akiamba, “Mwanamulume iye simumanya kamare.” 
MAT.26.73	Ela k'avitoere, o at'u mariokala maimire haho makimwamba P'et'ero, “Uwe be unakana ulongo, ela u mumwenga waho. Hatha yo minenereyo inanyesa t'i.” 
MAT.26.74	P'et'ero akikwatya kulani na kulaha, akiamba, “Mwanamulume iye be simumanya.” Na haho henye jogolo rikiika. 
MAT.26.75	P'et'ero akikumbukira viryahu arizhoambwa ni Jesu kukala, “Kabila jogolo k'aridzaika undanikana k'ana t'ahu.” Bai achambola ko ndze achendarira na utsungu munji.
MAT.27.1	Kurihocha, o alombi abomu na athumia a Kiyahudi mathunganana kaheri makipanga viryahu mandizhohenda hatha mamwalage Jesu. 
MAT.27.2	Bai mamuhala makimufunga, na makimuhirika kwa luwali P'ilato.
MAT.27.4	Arihofika kuko waagololeza akiamba, “Nahenda dambi bomu kumusaliti mut'u asiye dambi na mut'u.” O makimwamba, “Gago be ni gako gago, sino k'ahugamanya.” 
MAT.27.5	Naye kusikira vizho, akihala zho visiku zha fedha akivitsuha mo Hekaluni, achambola achendadzifunga lugwe.
MAT.27.7	Kwa vizho bada ya kuojana-ojana makivihala machendagula hat'u harihokala hakiifwa Munda wa Muumbi wa Nyungu, hakale hat'u ha kuzikwa ajeni. 
MAT.27.8	Na kulaiza siku iyo hatha rero munda uwo unaifwa Munda wa Milatso.
MAT.27.10	makivigula wo Munda wa Muumbi wa Nyungu here Bwana arizhonilagiza.”
MAT.27.12	Ela o alombi abomu na athumia a Kiyahudi marihomushithaki, Jesu wanyamala zii kamare. 
MAT.27.13	P'ilato arihoona viryahu, akimuza Jesu akiamba, “Go maut'u manji genye madzigoamba wagahenda unagasikira?” 
MAT.27.14	Ela Jesu ye akithuwa kunyamala vizho bila kudzigidzya hatha ango mwenga, hatha ye P'ilato vikimwangalaza zhomu zhenye.
MAT.27.15	Kila sikuk'uu ya P'asaka, P'ilato were ana mazowera ga kuambozera Ayahudi mufungwa mumwenga mandiyemutsagula enye. 
MAT.27.16	Bai kahi za wakathi uwo, kwere kuna mufungwa ariyekala adzaluta nguma, dzinare ni Baraba. 
MAT.27.17	Kwa vizho o Ayahudi marihokundzumanyikana hamwenga, P'ilato akiauza akiamba, “Nimwambozere Baraba hedu nimwambozere Jesu aifwaye Masihi?” 
MAT.27.18	Kwani P'ilato wamanya kukala o athumia a Kiyahudi madzamushithaki Jesu kwa sababu ya wivu thu.
MAT.27.20	Ela o alombi abomu na o athumia a Kiyahudi makiangola-ngola o at'u kukala maambe mambozerwe Baraba, ela Jesu ye alagwe. 
MAT.27.21	Kwa vizho P'ilato arihouza kaheri na kuamba, “Kahi za ano at'u airi munahendza nimwambozere h'ani?” O at'u makiamba, “Baraba.” 
MAT.27.22	P'ilato akiauza akiamba, “Na yuno Jesu aifwaye Masihi ye nimuhendedze?” Nao makinena kwa umwenga makiamba, “Naasulubiwe!” 
MAT.27.23	P'ilato akiauza kaheri akiamba, “Kwani adzakosani kibomu?” Ela o hatha makikaza kupiga k'ululu makiamba, “Naasulubiwe!” 
MAT.27.24	Bai P'ilato arihoona kukala hatha akaenderera kunena nao kidza k'avindafwaha kit'u na kidza o at'u were madzakwacha kuhenda fujo, akihala madzi akioga mikono mbere za ro kundi ra at'u, akiamba, “Milatso ya mut'u yuyu k'aidzulu yangu bule, i dzulu zenu.” 
MAT.27.25	Na lola o at'u makidzigidzya kwa umwenga makiamba, “Milatsoye naikale dzulu zehu siswi na dzulu za ana ehu.” 
MAT.27.26	Kwa vizho P'ilato akiambozera Baraba, gonya akiamuru Jesu apigwe vikotho, ndo alazhwe akasulubiwe.
MAT.27.27	Jesu arihokala adzalazhwa akasulubiwe, o shikari a luwali P'ilato mamuhala machangira naye mumo nyumbani mwa luwali, na cho kikosi chosi cha shikari kikimudengereka. 
MAT.27.28	Bai mamuhala makimuvula nguwo, gonya makimuvika k'andzu th'une. 
MAT.27.29	Manambola haho makitengeza kiremba cha miya makimuvika. Gonya makihala kidhath'a cha mwandzi makimugwiza kahi za wo mukonowe wa kurya. Bai marihogonya vizho makikwacha kupiga mavindi na kumuv̱udhya Jesu na kumwamba, “K'una ut'u muheshimiwa muthawali wa Ayahudi?” 
MAT.27.30	Bai mamutsuhira mahe, gonya makimunyagula cho kidhath'a makimupiga nacho mo kitswani. 
MAT.27.31	Marihokala madzamuv̱udhya zha kuthosha, mamuvula yo k'andzu th'une, makimuvika zo nguwoze kaheri, makimuthongozha kwendamusulubisha.
MAT.27.32	Vikara marihokala madzambola kwa P'ilato makwendani, mumo ngirani mathungana mwanamulume mumwenga Muk'irene aifwaye Simoni. Bai o shikari makimulazimisha autsukule wo musalaba wa Jesu. 
MAT.27.33	Bai makwenda vivii hatha hat'u haifwaho Gologoth'a, yani Ribeshe ra Kitswa. 
MAT.27.34	Makimup'a Jesu divai ya kutsanganywa na ut'u wa utsungu sana, ela arihoithatha akikahala kuinwa.
MAT.27.36	Gonya makikelesi haho kumurinda. 
MAT.27.37	Dzulu za cho kitswa cha Jesu haikwa kibao kirichoorwa kosa mariromushithakira. Nacho chere kinaamba vivi: 
MAT.27.40	makiamba, “Kw'aamba undaribanda ro Hekalu na uriake kwa siku t'ahu vino? H'aya dziokole mwenye be vivi. Chamba u Mwana wa Mulungu jeri, thima kula ho musalabani.” 
MAT.27.41	Na lola o alombi abomu, na alimu a Sheria, na athumia a Kiyahudi nao makimusholera dza vizho zha akizi a ngira. Makiamba, “Waokola at'u angine, ela vino k'adima kudzakola mwenye. 
MAT.27.42	Samba ni muthawali wa Iziraeli ye, naathime kula ho musalabani, naswi fundamuamini. 
MAT.27.43	Amba ye were anamukuluhira Mulungu sana; hatha anaamba kukala ni Mwana wa Mulungu. H'aya kala ye Mulungu anamuhendza jeri, be vivi naamwakole.” 
MAT.27.44	Hatha aryahu aivi airi mariosulubiwa hamwenga naye kidza nao mamusholera dza vizho zha o angine.
MAT.27.46	Inafika mwendo wa saa chenda Jesu akirira kwa sauthi bomu akiamba, 
MAT.27.47	Kusikira vizho, angine kahi za ao at'u mariokala maimire haho makiamba, “Sirikizani, anamwiha Elija benwi!” 
MAT.27.48	Na haho na haho, mumwenga wao akikot'a malo achendavwika buwa kahi za siki, akiridunga mudhath'ani akimup'a Jesu anyunye. 
MAT.27.49	Ela andziye makimwamba, “Richa hulole chamba Elija andakudzamuthizha.” [Na mumwenga wao akihala fumo akimudunga lubavuni, akimbola milatso na madzi.]
MAT.27.50	Bai Jesu akipiga k'ululu kaheri na akitoka roho. 
MAT.27.51	Na lola yo p'azia kahi za ro Hekalu yapashuka ikigazhika p'ande mbiri, kula dzulu hatha ts'ini. Ts'i ikithethema na mawe gakibandika-bandika. 
MAT.27.52	Mbira nyinji za at'u a Mulungu zikigunuka na o at'u enye makifufuka, 
MAT.27.53	na machambola mo mbirani. Na lola Jesu arihofufuka, at'u aa mangira kahi za mudzi mueri wa Jerusalemu na makionewa ni at'u anji enye.
MAT.27.55	Kwere kuna anaache mariomuthuwa Jesu hangu Galilaya. Anaache aa ndo mariokala makimwaviza Jesu na mahitaji ga kwakwe. Bai makala maimire kure vichache kulolera kila kirichokala. 
MAT.27.56	Kahi zao were hana Maryamu Magidalena, Maryamu mameye Jakobu na Josefu, na mameye Jakobu na Johana, ana a Zebedayo.
MAT.27.58	Bai wakwenda hatha kwa P'ilato achendamuvoya P'ilato amup'e mwiri wa Jesu akauzike. Naye P'ilato akilagiza agerwe. 
MAT.27.59	Kwa vizho Josefu akiuhala akiulinga-linga ts'andza ya kitani safi, 
MAT.27.60	na achendauzika kahi za mbiraye mwenye, ariyokala waitsonga iweni. Mbira ii were ni mbisha yenye hatha were k'aidzazikwa mut'u. Bai wamwangiza mumo na akisukuma ro iwe akifunga, gonya akihauka. 
