MAT.1.1	Hiyana nan lestaan nan kaap-uwan Jesu Cristo ay kianak David, ya hi David at kianak Abraham. 
JHN.4.27	As nan hiyachi challu, nunfiangad nan disipulusna, at naschaawcha ay nangchan kan hiya ay cha maketagtakiatfor as nan fiafiai. Ngem maid kan chicha nan nangsarudsud as nan fiafiai, “Ngachana nan laychum?” winnu nangsarudsud kan Jesus, “Adchi t'uyka cha maketagtakiatfor kan hiya?”
JHN.4.28	Angkiay ya tenaynan nan fiafiai nan sakchuwana, ya nunfiangad henan ili. Kenalina as nan tataku hid-i, 
JHN.4.29	“Akayu kay t'uyyu ilaun nan laraki ay nangifiakia kan ha-un as nan am-in ay en-enatku. Ay fiakun ngun hiya nan Cristo?” 
JHN.4.30	Nak-akcha henan ili, ya inmuycha kan Jesus.
JHN.4.31	As nan hiyachi us, cha iyannoannong nan disipulus ay mangali kan Jesus, “Misturu, ayu manganka.”
JHN.4.32	Ngem kenalen Jesus kan chicha, “
JHN.4.33	Isunga enlapon nan disipulusna ay matatakiatfor, “Ay wacha ngun chi nangiyali kan hiya as makan?”
JHN.4.34	Kenalen Jesus kan chicha, “
JHN.4.38	”
JHN.4.39	Ongor chi i-Samaria henan hana ay ili nan enmafurot kan Jesus kiapú as nan pammaneknek nan fiafiai un, “Infiakiana kan ha-un nan am-in ay en-enatku.” 
JHN.4.40	Isunga as nan enmaliyan nan chiyuycha i-Samaria kan Jesus, chinawatcha kan hiya ay makepagyan hiya kan chicha, at nagyan hiya's chi as chuwa ay urkiw. 
JHN.4.41	Enmong-ongorcha nan enmafurot kan Jesus kiapú as nan insursuruna. 
JHN.4.42	Kenalicha as nan fiafiai, “Nan omafurotanmi ad wani at fiakun at kiapú as nan infiakiam, ngem kiapú as nan nanngoranmi ay mismu as nan kenalina. Ammumi ay hi tona nan tit-iwa ay Mangesarakan as nan tataku asna's luta.”
JHN.4.43	Kun pay inmuy chi chuwa ay urkiw, nak-ak cha Jesus ad Samaria ya inmuycha henan probinsiya ay Galilea. 
JHN.4.44	Tay hi Jesus challu mismu nan nangali un achi maichayaw nan pomapadtu henan mismu ay ilina. 
JHN.4.45	As nan enmaliyan cha Jesus ad Galilea, menangilen nan umili hid-i hiya, tay inilacha nan am-in ay en-enatna as nan fiastan chi Judio ad Jerusalem as nan nakifiastaancha hid-i.
JHN.4.46	As nan hiyachi, kasin nunfiangad hi Jesus ad Cana ay ili ad Galilea ay hid-i nan nangepafialinana as nan chanum as fiayas. Wacha nan usa ay opisyar chi goberno ay nan pototna ay laraki at cha munsaket ad Capernaum. 
JHN.4.47	Kuna pay chinngor ay enmali hi Jesus ad Galilea ay nurpu ad Judea, inmuy hiya kan Jesus ya nunpasug-ang kan hiya ay chumayyu ad Capernaum ya epaammayna nan pototna ay kiayud matuy. 
JHN.4.48	Kenalen Jesus kan hiya, “
JHN.4.49	“Sir,” kenalen nan opisyar, “makichayyuka man paat kan ha-un ta achi matuy nan pototku.”
JHN.4.50	Kenalen Jesus, “
JHN.4.51	As nan chana chumayyuwan ay komatam ad Capernaum, sinib-at nan chiyuycha fiabfiaaruna hiya, ya enpachamagcha ay enmammay nan pototna ay laraki.
JHN.4.52	Senarudsud nan opisyar kan chicha mu ngachana ay uras nan enmammayan nan pototna.
JHN.4.52	Tinumforcha kan hiya, “Ad kugkia as nan ala ona as nan makiayud nan nakaanan nan puchotna.”
JHN.4.53	Haat manumnum nan aman nan onga ay hiyachi nan uras ay nangaliyan Jesus kan hiya, “
JHN.4.54	Hiyana nan maekadwa ay nakaskaschaaw ay sinyar ay enat Jesus ad Galilea as nan nurpuwana ad Judea.
JHN.5.1	As nan narpasan tona, wacha nan fiastan chi Judio ad Jerusalem, ya enmabrat cha Jesus ay nakifiasta. 
JHN.5.2	As nan sag-un chi Sungkopan chi Karnero ad Jerusalem, wacha nan nanapsong ay mun-om-omsan ay nan ngachana as nan kalen chi Hebreo at Betsata.
JHN.5.3	As nan nauycha ay fiangsar nan finmafiankan chi ongoongor ay munsaket ay tataku ay kaman as nan chiyuycha nafurag, napilud ya paralitiko. [Sasad-un chatona nan munkiwiyan nan chanum, 
JHN.5.4	tay komsop kanu nan anghel nan Apo mu mamingsan ya ikiwina nan chanum. Mu ngachana kanu nan omon-ona ay pomachak as nan chanum mu marpas ay maikiwi at makaan nan kumpurmi ay saket ay wacha kan hiya.]
JHN.5.5	Wacha hid-i nan usa ay laraki ay turon puru ya waru ay tawwun chi nunsasaketana. 
JHN.5.6	Kun pay inilan Jesus hiya ay finmafianak hid-i ya ammuna ay nafiayag chi saketna, kenalina kan hiya, “
JHN.5.7	Tinumfor nan laraki ay cha munsaket, “Sir, maid met mangipuuy kan ha-un as nan nanapsong ay mun-om-omsan mu maikiwi nan chanum. As nan chak umuyan as nan maikiwiyan nan chanum, wacha at chi enmon-ona mu ha-un.”
JHN.5.8	Kenalen Jesus kan hiya, “
JHN.5.9	Hiya at chi ya enmammay nan laraki. Enarana nan apragna ya nanaran.
JHN.5.9	Enommat na as nan Urkiw ay Mun-iblayan, 
JHN.5.10	isunga kenalen nan anap-apon chi Judio as nan laraki ay enmammay, “Urkiw met ay Mun-iblayan, ya achi eparufus nan Lintig takú ay cham a-aagpetun nan apragmu.”
JHN.5.11	Ngem tinumfor nan laraki, “Infiakian met nan nangepaammay kan ha-un un araok nan apragku ya manaranak.”
JHN.5.12	Senarudsudcha kan hiya, “Ngachana nan laraki ay nangali kan he-a un araum nan apragmu, ya manaranka?” 
JHN.5.13	Ngem nan laraki ay enmammay at achina ammu mu ngachan tud-i, tay nak-ak hi Jesus ay maid nakadkadlaw kan hiya as nan ongor ay tataku hid-i.
JHN.5.14	Kun pay naaw-awni as akét, ininchanan Jesus nan laraki as Templo, ya kanana kan hiya, “
JHN.5.15	Nak-ak nan laraki, ya uyna infiakia as nan anap-apon chi Judio ay hi Jesus nan nangepaammay kan hiya. 
JHN.5.16	Hiyana nan kiapúna ay enlapon nan chiyuycha Judio ay namarpalikiat kan Jesus, tay enatna na as nan Urkiw ay Mun-iblayan. 
JHN.5.17	Ngem tinumfor hi Jesus kan chicha, “
JHN.5.18	Kiapú as nan nauy ay infiakian Jesus, kaskasin enpapaten nan anap-apon chi Judio ay mangpatuy kan hiya, tay chaana yangkiay lenabsing nan Urkiw ay Mun-iblayan, ngem enpachongna pay nan achorna kan Apo Dios as nan nangaliyana un hi Apo Dios nan Amana.
JHN.5.19	Kenalen Jesus kan chicha, “
JHN.5.24	“
JHN.5.29	”
JHN.5.30	Inturuy Jesus, “
JHN.5.31	“
JHN.5.33	“
JHN.5.41	“
JHN.5.47	”
JHN.6.1	As nan narpasan tona,
JHN.6.2	Inmunud kan hiya nan ongoongor ay tataku, tay inilacha nan chiyuycha nakaskaschaaw ay sinyar ay en-enatna as nan nangepaammayana as nan chiyuycha munsaket. 
JHN.6.3	As nan inumchanancha ad chumang, tinmikid hi Jesus ya nan disipulusna henan usa ay chuntug, ya tenmokorcha hid-i. 
JHN.6.4	As nan hiyachi ay timpu, kiayud umchan nan Fiastan chi Munlausan ay fiastan chi Judio.
JHN.6.5	Kun pay inilan Jesus nan ongoongor ay tataku ay cha omali kan hiya, kenalina kan Felipe, “
JHN.6.6	Senarudsudna chi ay manisting yangkiay kan Felipe, tay aammon Jesus mismu nan atuna.
JHN.6.7	Tinumfor hi Felipe, “Tuan! Uray chuwan kiasot ay dinario nan elaku takú as makan at achi challu ommat as hen-anak-etuncha.”
JHN.6.8	Kenalen nan usa as nan disipulusna ay hi Andres ay sunúd Simon Pedro kan Jesus, 
JHN.6.9	“Wacha nan usa ay fumarfiaru hena ay nananngát as lema ay tenapay ay naamma as kaman safug ya chuwa ay filis, ngem ay kun challu ommat na kan chatona am-in ay tataku?”
JHN.6.10	Kenalen Jesus as nan disipulusna, “
JHN.6.11	Angkiay ya enaran Jesus nan chiyuycha tenapay ya nunyaman kan Apo Dios. Kun pay narpas sa, enpaiwarasna as nan disipulusna ay nangiwaras as nan chiyuycha nangatokor ay tataku. Assesa us nan enatna as nan chuwa ay filis ay enpaiwarasna inkiana nasufucha am-in. 
JHN.6.12	Kuncha pay am-in nasufu, kenalen Jesus as nan disipulusna, “
JHN.6.13	Isunga enamongcha nan chinaancha ay namnu as nan hinpuru ya chuwa ay uppig as nachaan as nan lema ay tenapay.
JHN.6.14	Kun pay inilan nan tataku nan nakaskaschaaw ay enat Jesus, kenalicha, “Tit-iwa ay hi tona nan Pomapadtu ay naepadtu ay omali asna's luta.”
JHN.6.15	Hi Jesus at ammuna ay kiayudcha omali nan tataku ya peletuncha hiya ta munfialin as ari.
JHN.6.16	Kun pay cha maschum, chinmayyucha nan disipulus Jesus henan olet nan fiayfiay. 
JHN.6.17	Nunlukiancha as nan fiangka, ya inligwatcha ay kumchang ad Capernaum. Kun pay naschum, maid pay laing hi Jesus kan chicha.
JHN.6.18	As nan hiyachi, nawacha at chi challuyon, tay mun-atifudfud chi angin. 
JHN.6.19	Kun pay inmuy as lema winnu unum ay kilometro nan kinchangcha, inilacha hi Jesus ay cha manarcharan henan oson nan chanum, ya cha maesnop as nan fiangka. Inmugyatcha as solet. 
JHN.6.20	Ngem kenalen Jesus kan chicha, “
JHN.6.21	Angkiay ya laraychuncha ay mangilukian kan hiya. Hiya at chi ya inumchancha as nan olet nan lukiar ay ay-ayancha.
JHN.6.22	As nan kafikiatana, nan ongoongor ay tataku ay nataynan ad chumang at sisin-udcha hi Jesus. Nanumnumcha ay kun usa nan fiangka ay wacha hid-i as nan lafi, ya ammucha us ay chaan nakilukian hi Jesus, ngem kun yangkiay nan disipulusna. 
JHN.6.23	As nan hiyachi, nan tapina ay fiangka ay nurpu henan ili ay Tiberias at enmalicha as nan sag-un nan lukiar ay nanganancha as tenapay as nan narpasan nan nunyamanan Apo Jesus. 
JHN.6.24	Kun pay inilan nan tataku ay maid hi Jesus hid-i winnu nan disipulusna, nunlukiancha as nan chiyuycha fiangka, ya inmuycha ad Capernaum ay uy manganap kan Jesus.
JHN.6.25	Kuncha pay ininchanan hi Jesus ad chumang nan fiayfiay, kenalicha kan hiya, “Misturu, kaatna payat chi enmaliyam hena?”
JHN.6.26	“
JHN.6.27	”
JHN.6.28	Angkiay ya senarudsudcha kan hiya, “Ngachana man nan masapor ay atunmi ta ekamanmi nan laychun Apo Dios?”
JHN.6.29	Tinumfor hi Jesus kan chicha, “
JHN.6.30	Senarudsudcha kan hiya, “Ngachana ngarud nan nakaskaschaaw ay sinyar ay epailam ta ilaunmi ya omafurot kami kan he-a? Ngachana nan atum? 
JHN.6.31	Nan kaap-uwan takú at nangancha as ‘mana’ henan disyerto. Tay wacha nan naisurat as nan Kalen Apo Dios ay kanana, ‘Enettana chicha as makan ay nurpu ad chaya.’ ”
JHN.6.32	Tinumfor hi Jesus kan chicha, “
JHN.6.33	”
JHN.6.34	Kenalicha kan hiya, “Sir, kanayon pay ngarud ay ichatmu kan chakami na ay makan.”
JHN.6.35	Infiakian Jesus na ay maepadpachongan kan chicha, “
JHN.6.40	”
JHN.6.41	As nan hiyachi, nan chiyuycha Judio at nunmotmotcha maepangkep kan hiya kiapú as nan kenalina un hiya nan makan ay kenomsop ay nurpu ad chaya. 
JHN.6.42	Kenalicha, “Ay kun fiakun hi tona hi Jesus ay potot Jose? Am-ammu takú met nan amana ya enana. Anuyna kanan ad wani un hiya at kenomsop ay nurpu ad chaya?”
JHN.6.43	Tinumfor hi Jesus, “
JHN.6.51	”
JHN.6.52	Angkiay ya nunlapuy nunsidla ay susuma as nan chiyuycha Judio, “Anuy man atun tona ay taku ay mangepakan as achorna kan chitaku?”
JHN.6.53	Kenalen Jesus kan chicha, “
JHN.6.58	” 
JHN.6.59	Kenalen Jesus na as nan nun-isuruwana as nan senagoga ad Capernaum.
JHN.6.60	Kun pay chinngor nan chiyuycha disipulus Jesus nan kenalina, ongor kan chicha nan nangali, “Nalikiat na ay sursuru. Anan chumngor ya omafurot as na?”
JHN.6.61	Uray maid nangifiakia kan Jesus, ammuna ay cha munmotmotmot nan disipulusna maepangkep as na, isunga kenalina kan chicha, “
JHN.6.64	” Hiyana nan kenalen Jesus, tay ammuna nunlapu as nan laplapuna nan chiyuycha achi omafurot ya nan mangesepsep kan hiya. 
JHN.6.65	Kenalen pay Jesus, “
JHN.6.66	Nunlapu as nan hiyachi, ongorcha as nan disipulus Jesus nan nankug kan hiya, ya chaancha inturuy ay nangunud kan hiya. 
JHN.6.67	Isunga senarudsud Jesus as nan hinpuru ya chuwa ay disipulusna, “
JHN.6.68	Tinumfor hi Simon Pedro, “Apo, anan umunuchanmi challu. He-a met nan kawad-an nan kali ay umichat as fiyag ay maid patingkiana. 
JHN.6.69	Afurotunmi ya ammumi met ay he-a nan Nasantowan ay nurpu kan Apo Dios.”
JHN.6.70	Tinumfor hi Jesus, “
JHN.6.71	Nan laychun ay kanan Jesus at hi Judas ay potot Simon Iscariote. Uray usa hiya as nan hinpuru ya chuwa ay disipulusna, hiya challu nan mangesepseptu kan Jesus.
JHN.7.1	As nan narpasan tona, nunfiabfiaat hi Jesus henan probinsiya ay Galilea. Achina laychun ay umuy henan probinsiya ay Judea, tay nan anap-apon chi Judio hid-i at chacha anapun chi atuncha ay mangpatuy kan hiya.
JHN.7.2	As nan kiayud umchanan nan fiastan chi Judio ay makali un Fiastan chi Fiawi,
JHN.7.3	kenalen nan lanaraki ay susnúd Jesus kan hiya, “Mak-akka hena ya umuyka ad Judea ta ilaun nan chiyuycha pasorotmu nan nakaskaschaaw ay cham at-atun. 
JHN.7.4	Maid mangililingub as chana at-atun mu laychuna ay munchinamag hiya as nan tataku. Kiapú ta cham ekamkaman chaná ay nakaskaschaaw, uymu ngarud epaila as nan tataku asna's luta.” 
JHN.7.5	Kenalen nan mismu ay susnúdna chi, tay uray chicha at achicha afurotun hiya.
JHN.7.6	Kenalen Jesus kan chicha, “
JHN.7.8	” 
JHN.7.9	As nan nangifiag-ana as na kan chicha, nunfiati hiya ad Galilea.
JHN.7.10	Kun pay nak-ak nan susnúd Jesus ay nakifiasta ad Jerusalem, inligwat us Jesus ay inmuy. Ngem as nan chana umuyan, chaan nunpadpadlaw ta achi maammuwan chi tataku. 
JHN.7.11	As nan hiyachi ay fiasta, cha anapun nan anap-apon chi Judio hiya, ya chacha sarudsuchun, “Ay chaud ngun hiya?” 
JHN.7.12	Ongor chi intubtufon nan ongor ay tataku ay nakifiasta maepangkep kan Jesus. Wachacha nan nangali, “Kun man ammay hiya ay taku.” Kenalen nan tapina, “Aw! Achi ya, tay chana ar-allilawun chi tataku.” 
JHN.7.13	Uray mu hiyasa, maid nakaiturud ay mangap-apat as nan maepangkep kan hiya as nan sangwanan nan tataku, tay umugyatcha as nan anap-apon chi Judio.
JHN.7.14	Kun pay kiayud komakinawa nan fiasta, inmuy hi Jesus as Templo, ya nun-isursuru as nan tataku. 
JHN.7.15	Naschaawcha nan anap-apon chi Judio, ya senarudsudcha, “Anuy man nangor-an tona as kenaraingna, tay chaan met nun-us-uswila?”
JHN.7.16	Tinumfor hi Jesus kan chicha, “
JHN.7.19	”
JHN.7.20	“Naanennetanka! Anan ngachana man nan cha mamachas ay mangpatuy kan he-a?” ensongfiat nan tataku.
JHN.7.21	Tinumfor hi Jesus kan chicha, “
JHN.7.24	”
JHN.7.25	As nan hiyachi, senarudsud nan tapen nan tataku ay wacha ad Jerusalem, “Ay fiakun hi tona ay laraki nan chacha pachasun ay patayun? 
JHN.7.26	Ilaunyu! Nauy met hiya ay cha munkarkali as nan kaongoran chi tataku, ya maid met kankanan nan anap-apu as maekontra kan hiya. Ayokayong! Ay mafigfigcha ngun tit-iwa ay hi tona nan Cristo? 
JHN.7.27	Ngem kun pay hi tona ay laraki, ammu takú met am-in nan nurpuwana. As nan omaliyan nan Cristo, maid kanu mangammu as murpuwana.”
JHN.7.28	As nan cha mun-isuruwan Jesus as Templo, inpigsana ay nangali, “
JHN.7.29	”
JHN.7.30	Kuna pay infiakia na, penachas nan anap-apu ay mangtiliw kan hiya, ngem maid nakafiael as sa, tay chaan pay omali nan timpuna. 
JHN.7.31	Uray mu hiyasa, ongor as nan tataku nan enmafurot kan hiya. Kenalicha, “As nan omaliyan nan Cristo, ay ong-ongor ngun chi atuna ay nakaskaschaaw ay sinyar mu nan en-enat tona ay taku?”
JHN.7.32	As nan hiyachi, chinngor nan chiyuycha Fariseo nan intubtufon nan tataku maepangkep kan Jesus. Isunga chicha ya nan anap-apon chi papachi at inmifiaorcha as kukuwarchan nan Templo ay mangtiliw kan hiya. 
JHN.7.33	Kenalen Jesus kan chicha, “
JHN.7.34	”
JHN.7.35	Nunsesennarudsud nan anap-apon chi Judio, “Ay chaud ngun nan ay-ayana, t'uy takú kanu achi maanapan hiya? Ay umuy ngun as nan kakailiyan takú ay Judio ay naiwaras henan nasnasyon chi Gentil ta uyna isuruwan nan chiyuycha Gentil? 
JHN.7.36	Anan laychuna ngun ay kanan as nan nangaliyana un, ‘Anapunaktu, ngem achiyaktu maanapan,’ ya ‘Achi kayu mafialin ay umuy as nan kawad-aktu’?”
JHN.7.37	As nan anongos ya nan kaamuchan ay urkiw as nan Fiastan chi Fiawi, tenmakchug hi Jesus, ya inpigsana ay nangali, “
JHN.7.39	Nan nauy ay infiakian Jesus kan chicha at maepangkep as nan Espiriton Apo Dios ay awatuntu nan chiyuycha omafurot kan hiya. As nan hiyachi, chaan pay naichat nan Espiriton Apo Dios, tay chaan pay naepaila nan kaichayawan Jesus.
JHN.7.40	Nan tapen nan tataku ay nanngor as nan nauy infiakian Jesus at kenalicha, “Tit-iwa, hi tona ay taku nan Pomapadtu ay sasad-un takú.” 
JHN.7.41	Kenalen nan tapina, “Hi tona nan Cristo!” Ngem nan tapina at kenalicha, “Kenomsaw kayu! Ay kun ngun murpu ad Galilea nan Cristo? 
JHN.7.42	Ay chaan naisurat as nan Kalen Apo Dios un nan Cristo at murpu as nan kianak Ari David, ya maiyanak ad Betlehem ay inmiiliyan David?” 
JHN.7.43	Isunga kun at tukutukún chi mangnunumnum nan tataku as nan maepangkep kan Jesus. 
JHN.7.44	Nan tapina kan chicha at laychuncha ay tiliwun hiya, ngem maid usa as nakafiael ay nangekaman as sa kan hiya.
JHN.7.45	As nan nunfiangchan nan chiyuycha kuwarcha, senarudsud nan anap-apon chi papachi ya nan chiyuycha Fariseo kan chicha, “Adchi t'uyyu chaan inyali hiya?”
JHN.7.46	“Maid met kang poros nunkali ay kaman as nan enat tona ay taku,” ensongfiat nan chiyuycha kuwarcha.
JHN.7.47	Enot-otyok nan chiyuycha Fariseo chicha, “Ayokayong! Uray us payat chakayu at naallilaw kayu? 
JHN.7.48	Ay wachay ammuyu as usa as nan anap-apu winnu chiyuycha Fariseo ay enmafurot kan hiya? 
JHN.7.49	Ngem as nan nauycha man ongor ay tataku ay achi poros nangammu as nan Lintig Moises at wacha nan tuchor Apo Dios kan chicha.”
JHN.7.50	Hi Nicodemo ay usa kan chicha ay Fariseo ya hiya nan inmuy kan Jesus as nan henlafi at senarudsudna kan chicha,
JHN.7.51	“Ay mafialin ay keddengan nan Lintig takú nan usa ay taku ay machusa sakbay mafistikiar ya maammuwan mu ngachana nan en-enatna?”
JHN.7.52	“Ay i-Galilea ka us payat?” ensongfiatcha. “Ayu, anapum ay ustu nan naisurat as nan Kalen Apo Dios, at maammuwamtu ay maid poros pomapadtu ay murpu ad Galilea.” 
JHN.7.53	As nan hiyachi, waschi un kenmatam.
JHN.8.1	Kun pay hi Jesus, inmuy hiya henan chuntug ay Olivo. 
JHN.8.2	As nan wi-ewi-et, nunfiangad hi Jesus as Templo, ya am-in nan tataku at enarufongcha hiya. Tenmokor hiya, ya enlapuna ay mun-isuru kan chicha. 
JHN.8.3	As nan chana mun-isuruwan, inyalen nan chiyuycha mun-isursuru as Lintig ya nan chiyuycha Fariseo nan usa ay fiafiai ay tiniliwcha ay naasporancha ay cha umiwet. Enpatakchugcha hiya as nan sangwanan nan ongor ay tataku. 
JHN.8.4	Kenalicha kan Jesus, “Misturu, nan nauy ay fiafiai at naasporan ay cha umiwet. 
JHN.8.5	As nan Lintig takú, infilin Moises ay nan assena ay fiafiai at masapor malomtak ta matuy. Anan maifiakiam maepangkep kan hiya?” 
JHN.8.6	Hiyana nan infiakiacha ay manisting kan Jesus ta wachay panforcha ay mangicharum kan hiya. Ngem nunyongyong hi Jesus, ya enosarna nan kiayyamotna ay nunsurat as nan luta.
JHN.8.7	As nan nangepapatiyancha ay nunsarudsud, tenmakchug hi Jesus, ya kanana kan chicha, “
JHN.8.8	Kasin nunyongyong, ya enosarna nan kiayyamotna ay nunsurat as nan luta.
JHN.8.9	As nan nanngorancha as nan kenalina, nak-akcha am-in ay naussaussa manipud as nan kaam-amaan inkiana hi Jesus yangkiay ya nan fiafiai ay nangatakchug hid-i nan nayagyag.
JHN.8.10	Angkiay ya tenmakchug hi Jesus, ya kanana kan hiya, “
JHN.8.11	“Maid, sir,” ensongfiatna.
JHN.8.11	Kenalen Jesus, “
JHN.8.12	Kun pay kasin nunkali hi Jesus as nan tataku, infiakiana na ay maepadpachongan: “
JHN.8.13	Kenontran nan chiyuycha Fariseo hiya, “He-a challu nan cha mangepaneknek as nan maepangkep as achormu. Achi kaaafurot nan cham ifiagfiakia!”
JHN.8.14	Tinumfor hi Jesus, “
JHN.8.18	”
JHN.8.19	Senarudsudcha kan Jesus, “Ay chaud nan kawad-an amam?”
JHN.8.19	Tinumfor hi Jesus, “
JHN.8.20	Chatona nan infiagfiakian Jesus as nan chana mun-is-isuruwan as nan Templo as nan sag-un nan mangit-ittuwancha as siping ay maichaton. Ngem maid nangtiliw kan hiya, tay chaan pay omali nan timpuna ay mangtongpar as nan planon Apo Dios.
JHN.8.21	Kenalen kasin Jesus kan chicha, “
JHN.8.22	Nunsesennarudsud nan anap-apon chi Judio, “Adchi t'uyna kanan un achi takú mafialin ay makauy as nan ay-ayana? Ay nan laychuna ngun ay kanan at patayuna nan achorna?”
JHN.8.23	Tinumfor hi Jesus kan chicha, “
JHN.8.24	”
JHN.8.25	“Anan ngachanmu man?” senarudsudcha kan hiya.
JHN.8.25	“
JHN.8.26	“
JHN.8.27	Nan chiyuycha nanngor as na at chaancha naawatan ay nan Dios Ama nan infiagfiakiana. 
JHN.8.28	Isunga kenalen Jesus kan chicha, “
JHN.8.29	” 
JHN.8.30	As nan nangifiag-an Jesus as sa, ongor nan enmafurot kan hiya.
JHN.8.31	As nan hiyachi, kenalen Jesus as nan chiyuycha Judio ay enmafurot kan hiya, “
JHN.8.32	”
JHN.8.33	Tinumforcha kan hiya, “Ohu! Kianak chakami met kan Abraham, ya maid usa as namabfiaor kan chakami. Anum kanan un mawayawayaan kamintu?”
JHN.8.34	Tinumfor hi Jesus kan chicha, “
JHN.8.38	”
JHN.8.39	Tinumfor nan chiyuycha Judio kan hiya, “Enham! Chin Abraham nan amami.”
JHN.8.39	Kenalen Jesus kan chicha, “
JHN.8.41	”
JHN.8.41	Kenalicha kan Jesus, “Fiakun kami met bastardo! Hi Apo Dios yangkiay nan amami. Maid tukún.”
JHN.8.42	Kenalen Jesus kan chicha, “
JHN.8.47	”
JHN.8.48	Tinumfor nan chiyuycha Judio kan Jesus, “Ay achi tit-iwa nan kananmi un i-Samariaka
JHN.8.49	“
JHN.8.50	“
JHN.8.51	”
JHN.8.52	Kenalicha kan hiya, “Ad wani ammumi ay tit-iwa ay naanennetanka. Hi Abraham at natuy, ya kaman us nan chiyuycha pomapadtu. Ngem kanam pay laing un nan mangtongpar as nan kalem at achi matmatuy. 
JHN.8.53	Ay am-amudka chamman mu chin kaap-uwanmi ay Abraham? Hiya at natuy, ya kaman us nan chiyuycha pomapadtu. Ngachana kang nan mangnunumnummu as achormu?”
JHN.8.54	Tinumfor hi Jesus, “
