GEN.1.1	Könakönahiŋe Anutunöŋ Suep aka gölme miwikŋaim etkiyök. 
GEN.31.51	Mewö jiba kunbuk toroqeba kewö jiyök: “Qiŋgini mötnöŋ, köt kambu ki aka mötök ki kuŋguzali, mietkön mönö netkö sutnire dangunu ewö tat öŋgömahot. 
GEN.31.52	Köt kambu ki mönö dangununira aka tat öŋgöma aka mötök ki mi mewöyök dangununira aka tat öŋgöma. Mietkön jöhöjöhöniraŋgöra kewö mötmörim netkiba tat öŋgömahot: Nöŋön mem bölim gihimamgö möta köt kambu ki qahö oŋgita göhöreŋ kamam. Göŋön mewöŋanök mem bölim niŋgimamgöra möta köt kambu aka mötök ki qahö etkoŋgita nöŋgöreŋ kaman. 
GEN.31.53	Abraham, Nahor aka yetkö iwiŋiri yeŋgö bemŋini Anutu yaŋön mönö keu sutnire asuhuiga mi kewöta jim teköm netkima. “Labanöŋ mewö jiiga Jeikobnöŋ keu mi jöhöba Anutugö qetŋe jöjöpaŋ keunöŋ jim köhöiyök. Iwiŋi Aisaknöŋ Anutu miaŋgö waikŋi memba möpöseiba malök.
GEN.31.54	Jeikobnöŋ mewö aka gölme kunduŋe sömbup qeba miaŋön jöwöwöl ohoba tinitosolomurupŋi öröm eŋgiiga lömbuaŋnöŋ kaget. Kaba nene nemba suŋgem liŋet unduba kunduŋe miaŋgöreŋ ahöget. 
GEN.31.55	Ahögetka miri asariiga Labanöŋ söŋanök wahöta isiurupŋi aka böratyahötŋi numbuŋini yöhötim nemba kötuetköm eŋgiba yaizökzökŋini jiyök. Mi jiba eŋgömosöta liliŋgöba miriŋe anök. Mewö.
GEN.32.1	Yöwöŋan aniga Jeikobnöŋ mewöyök könanöŋ aniga Anutugö garataurupŋi tosatŋan miwikŋaim waŋgiget. 
GEN.32.2	Miwikŋaim waŋgigetka eŋgeka kewö jiyök: “I Anutugöreŋ yarö kambuya akze. “Miaŋgö dop gölme miaŋgö qetŋi Mahanaim (yarö kambu yahöt) qerök.
GEN.32.3	Jeikobnöŋ könanöŋ anda mala kolek aziurupŋi tosatŋi mutuk melaim eŋgii Edom kantrigö gölme qetŋi Seir miaŋgöreŋ datŋi Iso ekingöra anget. 
GEN.32.4	Melaim eŋgiba kewö jim kutum eŋgiyök: “Iŋini mönö anda dat kembuni Iso kewö jigetka mötma: ‘Ketaŋamni mötnöŋ, ni welen azigi Jeikob. Ni ehoniri Labanbuk mala kota mal teköba nalö kewöŋe i mosöta kazal. 
GEN.32.5	Miaŋgöreŋ mala bulmakau, doŋki, lama, meme (noniŋ) kambuŋi kambuŋi aka welenqeqe ambazip miwikŋaiba eŋgömemba könanöŋ kazal. O azi kembuni, nöŋön göhö jege ak-kömukömu miwikŋaimamgöra möta keu buzupni ki mutuk albi göhöreŋ kaza.’”
GEN.32.6	Mewö jim kutum eŋgiiga anda liliŋgöba kaba kewö jigetka mörök: “Nini datki Isogöreŋ anin. Yaŋön mönö aziurupŋi 400 eŋgömemba könanöŋ kaba göbuk aitoŋgöbingö jöjöröba malje.” 
GEN.32.7	Mewö jigetka möta awöwöliba köŋjiliŋ ketaŋi mörök. Mewö möta kinda könagesöurupŋi yambuk kageri, mi aka lama meme kambuŋi kambuŋi, bulmakau kambuŋi kambuŋi aka kamelurupŋi mi mendeŋ eŋgiiga kambu yahöt aket. 
GEN.32.8	Kewö mötmöriba mewö ahök: “Isonöŋ kaba yarö gila kambu kun eŋgum ayuhuma ewö, kambu kun yeŋön mönö ölöp ölöŋ köla anbeak.”
GEN.32.9	Mewö mötmöriba kewö jiba köuluköyök: “O Anutu, asani Abrahamgö aka iwini Aisakö bemŋiri, göŋön ölöp möt niŋgiman. Kembu, gi nangok keu kewö jinöŋ möral: ‘Gi mönö wahöta nangi gölmenöŋ liliŋgöba nangi tinitosolomurupki yeŋgöreŋ anman. Endu anöŋga nöŋön töhötmöriam gihibiga malman.’ Mewö jinöŋ möral. 
GEN.32.10	Mönöwök nani öröpnanök memba Jordan o töwatŋi ki kutuba analmö, ölöp ahum sehiba merak liliŋgöba kambu yahöt aka ki kazal. Ni welen azigi etqeqeŋi aka malalmö, göŋön töndup keugi pöndaŋ wuataŋgöba ak-kömukömugi pakpak kondel niŋgiba malnöŋ. Ni eretŋi aka urukalemgi mi buŋa qem aŋgumamaŋgö dop qahö aka malal.
GEN.32.11	“Datni Isonöŋ könanöŋ kaba nani, nam aka moröurupnini nini neŋguba ayuhum neŋgibapuköra nöŋön keŋgötni mötzal. Miaŋgöra göŋön mönö bauköm neŋgiba yaŋgö böröŋeyök meköm neŋgiman. 
GEN.32.12	Gi nangok keu kewö jinöŋga möral: ‘Nöŋön töhötmöriam gihiba gwölönarökurupki ahumsehip eŋgibiga qötöŋinan qariba köwetkö sakösiŋi ahözawaŋgö dop akŋa. Mi gwötpuk ketaŋi ahömawaŋgöra aka oyoŋoyoŋgö dop qahö. Keu mi ölŋa.’”
GEN.32.13	Mewö köuluköba suŋgemŋi mi gölme miaŋgöreŋ ahöyök. Ahöbagun sömbup kambuŋi kambuŋi mieŋgöreŋök datŋi Iso kalem waŋgimamgöra sömbup kewö kewöt mendeŋ eŋgiba nanŋinök al eŋgiyök: 
GEN.32.14	Meme (noniŋ) ambiŋi 200, aziŋi 20, lama ambiŋi 200, aziŋi 20, 
GEN.32.15	kamel 30 moröurupŋini juzunöŋ, bulmakau ambiŋi 40, aziŋi 10, doŋki ambiŋi 20, aziŋi 10.
GEN.32.16	Kambu mewö mewö kewöt mendeŋda kambu nanŋök nanŋök mi welenqeqeurupŋi yeŋgö böröŋine al eŋgiba kewö jii mötket: “Iŋini ölöp mutuk anda sömbup kambuŋi kambuŋi kieŋgö sutŋine tiriŋ kutuba eŋguaŋgita awataŋ anme.”
GEN.32.17	Mewö jiba kambu mutukŋi anmeaŋgö galömŋi kewö jim kutum waŋgiyök: “Könanöŋ angetka datni Isonöŋ miwikŋaim eŋgiba kewö qesim gihima: ‘Gi dagö welenqeqe azia akzan? Gi denike anmam jiba kazan? Sömbup wösöge anjei, mi dagöreŋa?’ 
GEN.32.18	Mewö qesim gihiiga kewö jiman: ‘Mi welen azigi Jeikobköreŋa. Mi ketaŋamŋi Iso kalem waŋgimamgöra al eŋgii kaze. Nanŋak mönö andönine könanöŋ kaza.’”
GEN.32.19	Mewö jim kutum waŋgiba sömbup kambu 2:ŋi, kambu 3:ŋi aka sömbup kambu tosatŋi pakpak yeŋgö galömŋini andöŋine kageri, i mewöyök jim kutum eŋgiiga kewö mötket: “Iŋini datni Iso miwikŋaimei, mönö keu tandökŋi miyök jigetka mötma.” 
GEN.32.20	Mewö jim kutum eŋgiba kewö mötmöriyök: “Nöŋön esapköba uruŋi memba eta ala kalem waŋgimamgöra sömbup kambuŋi kambuŋi melaim eŋgibi mutuk anme. Datnan mi eŋgeka uruŋi bönjöŋ köliga amöribawak. Uruŋi amöriiga ölöp nanak yaŋgö jemesoholŋe ösöŋ aŋgotpi siŋgisöndokni mosöta ala ak niŋgibawak. “Mewö mötmöriba toroqeba kewö jiget mötmapkö jiyök: “Göhö welen azigi Jeikobnöŋ mönö andönine ösöŋ kaza.”
GEN.32.21	Mewö jiba kalemŋi al eŋgii mutuk könanöŋ angetmö, nanŋak suŋgem mi opo koumnöŋ tatmam jiba miaŋgöreŋ tarök. Mewö.
GEN.32.22	Suŋgem miaŋgöreŋ Jeikobnöŋ wahöta anömyahötŋi, welen ambiyahötŋi aka morönahönurupŋi 11 mi eŋguaŋgiriga anda Jabok o sakŋi qöleqöleleiŋi kutubingö aket. 
GEN.32.23	Eŋguaŋgiri o kutuba anda sukinap yuaiŋi pakpak buŋaŋi ahöyöhi, mi mewöyök memba an teköget.
GEN.32.24	An tekögetmö, Jeikobnöŋ nanŋök o likepŋe miaŋgöreŋ kunbuk tarök. Nanŋök tariga azi kunŋan kaiga yambuk suŋgem aum-möriba malohotka miri giaŋiyök.
GEN.32.25	Azi miaŋön luhut al waŋgimamgö osiba eka miaŋgöra Jeikob mi ikinŋe qeyök. Qeiga mohotŋe aum-möriba malohotka miaŋgöreŋ Jeikobkö ikin sihitŋan sulök. 
GEN.32.26	Sihitŋan suliga azi miaŋön kewö jiyök: “Miri giaŋimamgö akzawaŋgöra mönö ölöp nömosötnöŋga anmam. “Mewö jiyökmö, Jeikobnöŋ kewö meleŋ waŋgiyök: “Ni qahö kötuetköm niŋgiman ewö, nöŋön mönö gi qahö gömosötpi anman.”
GEN.32.27	Mewö meleŋ waŋgiiga “Gi qetki niŋi?” jiba qesim waŋgiiga “Jeikob,” jiyök.
GEN.32.28	Mewö jiiga keu kewö jiyök: “Gi Anutu aka ambazip yembuk aum-möriba mala luhut al eŋginöŋ. Miaŋgöra göhö qetki mönö kunbuk Jeikob qahöpmö, Israel qetme. “(Israel Anutubuk aum-möriyök.)
GEN.32.29	Mewö jiiga kewö jiyök: “Gi ölöp qetki qetnöŋga mötmam. “Mewö jiyökmö, garatanöŋ miaŋön kewö meleŋ waŋgiyök: “Gi denöwögöra nöŋgö qetnaŋgöra qesizan?” Mewö meleŋ waŋgiba miaŋgöreŋ kinda kötuetköm waŋgiyök.
GEN.32.30	Kötuetköm waŋgiiga Jeikobnöŋ kewö jiyök: “Ni Anutubuk mesohol köl aŋguba jeŋi törörök ekzalmö, töndup nehoriiga jebuk maljal. “Mewö jiba miaŋgöra gölme miaŋgö qetŋi Penuel qerök. (Penuel Anutugö jemesoholŋi) 
GEN.32.31	Wehön jeŋan lök koriga Jeikobnöŋ Penuel gölme mi mosöta oŋgita kaba ikinŋi sulöhaŋgöra aka timkorik anök. 
GEN.32.32	Azi miaŋön Jeikobkö ikin sihit toroqeqeŋaŋgö ginimuramŋe (bidororo) qeyöhaŋgöra aka Israel könagesö yeŋön nalö kewöŋe mewöyök sömbup nemba miaŋgöreŋ ikin sihit toroqeqeŋaŋgö ginimuramŋi mi tököba qahö nemakze. Mewö.
GEN.33.1	Jeikobnöŋ jeŋi uba wahöta Isonöŋ aziurupŋi 400 yembuk mohotŋe könanöŋ kageri, mi eŋgehök. Miaŋgöra nahönböraturupŋi mendeŋ eŋgiba Lea, Reizöl aka welen ambiyahötŋi yeŋgö böröŋine al eŋgiyök.
GEN.33.2	Mewö al eŋgiba kewö areŋgöm eŋgiyök: Welen ambiyahötŋi yetkön nahönböraturupŋiri eŋguaŋgita mutuk anget. Yeŋgö andöŋine Leanöŋ nahönböraturupŋi yembuk angetka Reizöl aka nahönŋi Josef yetkön qöndökŋi anohot.
GEN.33.3	Saiwaŋi mewö areŋgöm eŋgiba nanŋak yeŋgö wösöŋine mutuk anda simin köla gölmenöŋ bamgöba wahöriga indimŋi 7 aiga anda datŋaŋgö jemesoholŋe aŋgorök. 
GEN.33.4	Aŋgorökmö, Isonöŋ munŋi ekŋamgöra ösumŋan kiŋkiŋgöba kaba suhumgöm waŋgiba böröŋan imbiŋe gili geiga numbuŋi yöhötim neiga urusahöt auyohot. 
GEN.33.5	Isonöŋ jeŋi uba wahöta Jeikobkö anöm-moröurupŋi eŋgeka munŋi qesim waŋgiyök: “Ki denike yeŋön göbuk kaze?” Qesim waŋgiiga kewö meleŋnök: “Anutunöŋ kalem möriamŋi qakŋe nahönbörat ki welen azigi ni niŋgiyök.”
GEN.33.6	Mewö meleŋniga welen ambiyahötŋi yetkön nahönböraturupŋiri yembuk dowe kaŋgota simin köla gölmenöŋ bamgöget. 
GEN.33.7	Miaŋgö andöŋe Lea aka nahönböraturupŋi yeŋön mewöŋanök dowe kaŋgota simin köla gölmenöŋ bamgöget. Teteköŋe Josef aka Reizöl yetkön dowe kaŋgota simin köla gölmenöŋ bamgöyohot.
GEN.33.8	Mewö aketka Isonöŋ kewö qesim waŋgiyök: “Azi aka sömbup kambu pakpak könanöŋ miwikŋaim eŋgizali, mi könaŋi denöwögöra melaim eŋginöŋga kaze?” Mewö qesim waŋgiiga kewö jiyök: “O azi kembuni, nöŋön mi göhö jege ak-kömukömu miwikŋaimamgöra aka melaim eŋgial.”
GEN.33.9	Mewö jiyökmö, Isonöŋ keu kewö jiyök: “O muni, mi nöŋgöreŋ gwötpuk lök dopne ahöze. Miaŋgöra mi ölöp toroqeba nangi buŋaya aka ahöma.”
GEN.33.10	Mewö jiiga Jeikobnöŋ kewö jiyök: “Mewö qahö. Göŋön neksihim aka ala ölöpŋi ak niŋginöŋga göhö jemesoholgi ekiga Anutugö jemesoholŋi ewö akza. Miaŋgöra nöŋön göhö jege ak-kömukömu miwikŋaizal ewö, mönö kalemni ki ölöp buŋa qem aŋguman. 
GEN.33.11	Anutunöŋ kalem möriam kondel niŋgiiga mala kotpiga yuai pakpak osimakzali, mi pakpak ölöp ahöm niŋgiza. Mewögöra uruölöwak kalemni memba kageri, mi ölöp meman. “Mewö jiba kapaŋ köla malöhaŋgöra Isonöŋ uruölöwak kalemŋi mi buŋa qem aŋguyök.
GEN.33.12	Buŋa qem aŋguba kewö jiyök: “Mönö ölöp mosöta köna anbin. Nöŋön köiputŋini akiga eŋön ölöp nömbuk kagetka anbin.”
GEN.33.13	Mewö jiyökmö, Jeikobnöŋ kewö jiyök: “Azi kembuni, mötnöŋ. Nahönböraturupni yeŋön ösumŋini eretŋi akze aka lama namŋi aka bulmakau namŋi moröŋini juzu eŋgimakzei, nöŋön mi köyan köl eŋgimakzal. Mewö aiga i köna anmegöra wehön mohotkö dop könöpuk eŋguataŋgöbinak ewö, yeŋön mönö ösumŋini eriga kambu körek pakpak kömumbeak. 
GEN.33.14	Mewögöra azi kembuni, gi ölöp mutuk anöŋga welen azigi nöŋön ösöŋösöŋ andöge guataŋgöba kamam. Sömbup eŋguataŋgöbi wösöne mutuk anmei aka nahönböraturupni ösumŋinaŋgö dop ösöŋösöŋ kaba mala mala biaŋ Seir mire ketaŋamni göhöreŋ kaŋgotpin.”
GEN.33.15	Mewö jiiga Isonöŋ kewö jiyök: “Mewö aiga nöŋön ölöp aziurupni tosatŋi eŋgömosötpiga göbuk ösöŋ kame. “Mewö jiiga Jeikobnöŋ kewö qesiyök: “Gi mönö wuanöŋgöra mewö akanak? O azi kembuni, ni göhö jege ak-kömukömu miwikŋaibiga lök dop köl niŋgim teköza.”
GEN.33.16	Mewö jiiga Isonöŋ wehön miaŋgöreŋök liliŋgöba anda Seir miriŋe aŋgorök. 
GEN.33.17	Jeikobnöŋ Sukot mire anda miaŋgöreŋ nanŋi miriŋi esiba sömbupurupŋi yeŋgöra koumŋi koumŋi qeyök. Mewögöra miri gölme miaŋgö qetŋi Sukot (Koumkoum) qerakze. Mewö.
GEN.33.18	Jeikobnöŋ mewö Mesopotemia (Padan Aram) gölme mosörök. Mosöta kaba Keinan gölmegö taon qetŋi Sekem miaŋgöreŋ ölöpŋanök ölulup kaŋgorök. Kaŋgota opo seri koumŋi taon kösutŋe gölme köröŋe möröreŋgöba kuŋguba tatket. 
GEN.33.19	Opo seri koumŋi gölme köröŋe kuŋguyöhi, yaŋön gölme kitipŋi mi Sekemgö iwiŋi Hamor yaŋgö nahönurupŋi yeŋgöreŋök silwö kötŋi 100 miaŋön bohonŋi meyök. 
GEN.33.20	Bohonŋi memba miaŋgöreŋ jöwöwöl alta kun memba qetŋi “El, Israelgö bem Anutuŋi,” mewö qerök. (El bem)
GEN.34.1	Leanöŋ Jeikobkö böratŋi Daina meyöhi, yaŋön nalö kunöŋ Keinan ambi seram eŋgekŋamgöra anök. 
GEN.34.2	Aniga gölme miaŋgö azi kembuŋi Hamor yaŋön Hiwi könagesögö azia malök. Yaŋgö nahönŋi Sekem yaŋön Daina eka miaŋgöreŋök eksihim möta öröba mem bölim waŋgiyök. 
GEN.34.3	Sekemnöŋ wölbötŋi Jeikobkö böratŋi Dainagöra pöröraköiga jöhöba urukalemŋan jöpaköm waŋgiba kelök keuŋan jiba tutuhum waŋgiba malök. 
GEN.34.4	Tutuhum waŋgiba mala iwiŋi Hamor kewö jii mörök: “Iwini, gi ölöp ambi seram ki nöŋgö anömna akŋapköra keu nup meman.”
GEN.34.5	Nalö miaŋgöreŋ Jeikobkö nahönurupŋi yeŋön gölme köröŋe anda mirigö sömbupurupŋini galöm köl eŋgiba malgetka Sekemnöŋ Daina mem böliiga iwiŋi Jeikobnöŋ böratŋaŋgö keu buzupŋi mi mewö mörök. Mi mörökmö, mi mösamböta nahönurupŋan mire kaŋgotmegöra keu bök mamböta tarök. 
GEN.34.6	Mamböta tariga Sekemgö iwiŋi Hamor yaŋön keu nup memamgöra Jeikobköreŋ kayök. 
GEN.34.7	Kaba tariga Jeikobkö nahönurupŋan gölme köröŋeyök kaŋgotket. Kaŋgota miaŋgöreŋök yuai asuhuyöhaŋgö kösohotŋi mi kewö mötket: Sekemnöŋ Jeikobkö böratŋi mem böliba Israel könagesö sutŋine silik gamuŋambuk ahök. Silik mi kude ahakŋaŋgö dop ahök. Mi möta uruŋinan kömbuhiiga wösöbirik möta urupik aket.
GEN.34.8	Urupik aketmö, Hamornöŋ kewö jii mötket: “Nahöni Sekemgö uruwölbötŋaŋgö sihimŋi mi eŋgö nenböratŋinaŋgöreŋ mösölatiba tatza. Miaŋgöra ölöp jim tekögetka Dainanöŋ yaŋgö anömŋi akawak. 
GEN.34.9	Ölöp nembuk nenböraturupnini utekutek aka aŋguin anda kaiga malbin. Mewö ölöp qenaqena aka malbin. 
GEN.34.10	Mewö aka ölöp neŋgö sutnine tata malme. Nini gölmenini ki mi qahö aŋgön kölbinmö, iŋini ölöp miaŋgöreŋ laŋ anda kaba sihimŋinaŋgö dop gölme kitipŋi kitipŋi buŋa qem aŋguba miriŋini memba nembuk aŋgumnep-qaŋgumnep aka malbin.”
GEN.34.11	Mewö jiiga Sekemnöŋ Dainagö iwinenurupŋi yeŋgöra kewö jiyök: “Nöŋön eŋgö jeŋine ak-kömukömu miwikŋaimamgö möta qesim eŋgizal. Miaŋgöra i me waigö qesim niŋgimei, nöŋön mi ölöp eŋgimam. 
GEN.34.12	Ambi bohonŋi aka kalem memba kaba eŋgimami, miaŋgö qötöŋi mi ölöp sihimŋinaŋgö dop memba öŋgöme. I me waigö qesim niŋgimei, nöŋön mi ölöp eŋgimam. Keuni kötŋi ki: Eŋön mönö jim teköba nenböratŋini niŋgigetka nöŋgö anömna akŋa.”
GEN.34.13	Sekemnöŋ nenŋini Daina mem böliyöhaŋgöra aka Jeikobkö nahönurupŋi yeŋön isimkakalek qakŋe Sekem aka iwiŋi Hamor meleŋ etkiba 
GEN.34.14	keu kewö jigetka mötket: “Azi kungö sileŋe Anutugö aiwesökŋi qahö yandigeri, nini nenböratnini azi mewöŋi ölöp qahö waŋgibin. Mewö ahinga gamumamusumnöŋ qaknine öŋgöbapuk. Miaŋgöra nini i waŋgibingö osizin. 
GEN.34.15	Iŋini silik mohok-kun kewö aketka neŋön urumohot akin: Mutuk Anutugö aiwesökŋi mi aziurupŋini pakpak eŋgö sileŋine yandiget teköiga nini maljin ewö akŋe ewö, mönö nenböratnini ölöp eŋgibin. 
GEN.34.16	Mewö aketka ölöp embuk nenböraturupnini utekutek aka aŋguin anda kaiga malbin. Mewö ölöp eŋgö sutŋine tata könagesö kambu mohok aka malbin. 
GEN.34.17	Mewö malbinmö, Anutugö aiwesökŋi sileŋine yandibingö urumohot qahö akŋe ewö, nini mönö nenböratnini waŋgita kungen anbin.”
GEN.34.18	Keu mewö jigetka Hamor aka nahönŋi Sekem yetkön keu mewöŋi miaŋgöra mörohotka dop kölök.
GEN.34.19	Mewö mörohotka azi gwabö Sekemnöŋ iwiŋaŋgö saiwaurupŋi yeŋgö sutŋine tosatŋi eŋgoŋgita qetbuŋa ketaŋi memba malök. Yaŋgö urusihimŋan Jeikobkö böratŋaŋgöra gwötpuk ahöyöhaŋgöra aka keu jigeri, mi wuataŋgömamgö eksekpeksek qahö aka nalö qahö qem körii öŋgöyök.
GEN.34.20	Mewö aiga Hamor aka nahönŋi Sekem yetkön Sekem taongö azi alaurupŋi yembuk keu jibingöra taongö naŋgu kösutŋe totoko sombemŋine anda kewö jiyohot: 
GEN.34.21	“Azi kieŋön nembuk ala ölöpŋi ak aŋgumakze. Miaŋgöra nini ölöp jim teköinga yeŋön neŋgö gölmenöŋ tata laŋ anda kaba miriŋini memba nembuk aŋgumnep-qaŋgumnep aka malbin. Yeŋön gölme kitipŋi memegöra tiŋi gwötpuk ahöza. Nini ölöp yembuk nenböraturupnini utekutek aka aŋguin anda kaiga malbin. 
GEN.34.22	Nini silik mohok-kun kewö ahinga azi mieŋön nembuk malbingö urumohot akŋe: Anutugö aiwesökŋi mi azi mieŋgö sileŋine yandiget ahözawi, miaŋgö dop mi mutuk körek neŋgö silenine mewöyök yandiin teköiga nini ölöp yembuk könagesö kambu mohot aka malbin.
GEN.34.23	“Mewö ahinga yeŋgöreŋ mirigö sömbup kambuŋini aka sukinap yuaiŋini pakpak mi mönö nanini buŋaya akŋe. Miaŋgöra keu jigeri, mi ölöp möta imbi kölinga yeŋön neŋgö sutnine tatat dundumŋini miwikŋaiba malme.”
GEN.34.24	Mewö jiyohotka taongö kiripo naŋguŋe kaba tokogeri, yeŋön körek Hamor aka nahönŋi Sekem yetkö keugöra urumohot aka jigetka Anutugö aiwesökŋi mi Sekem taongö azi pakpak yeŋgö sileŋine yandim teköget.
GEN.34.25	Yandim tekögetka wehön 3:ŋi aiga miaŋgöreŋ uziŋinaŋgö sihimbölöŋi mi tok toroqeba möta tatketka Jeikobkö nahönŋi yahöt Simeon aka Liwai, Dainagö nenyahötŋi yetkön bimgö souŋiri ketaŋi memba taon miaŋgöreŋ saŋgabaŋga anda tihitŋini qahö möta tatketka wölaŋ bim qeba azi pakpak qaurapaŋ eŋguyohotka kömum teköget. 
GEN.34.26	Hamor aka nahönŋi Sekem mi mewöŋanök bimgö sou ketaŋan etkuyohotka kömuyohot. Kömuyohotka Sekemgö mireyök nenŋiri Daina mi öröba eta waŋgita anohot.
GEN.34.27	Mewö ahotka Jeikobkö nahönurupŋan Sekemnöŋ nenŋini mem bölim waŋgiyöhaŋgöra aka taonöŋ kiŋkiŋgöba anda azi qamötŋini eŋgeka taongö sukinap yuaiŋi kiom qeba yoŋgorö meget. 
GEN.34.28	Lama, meme, bulmakau aka doŋki kambuŋi kambuŋi aka öröyuaiŋini pakpak taon uruŋe aka gölme köröŋe ahögeri, mi pakpak kalöpköba mem teköget. 
GEN.34.29	Sukinap yuaiŋini pakpak otoŋda ambimoröurupŋini körek eŋguaŋgita miriŋine yuaiŋini tosatŋi ahöyöhi, mi mönö kölolohoba kiom qeba yoŋgorö memba tököba anget.
GEN.34.30	Mewö aketka Jeikobnöŋ Simeon aka Liwai kewö jii mörohot: “Iŋiri mewö ahotka kahasililiŋ ketaŋaŋgö keuŋan mönö nöŋgö qakne öŋgöiga malmam. Gölme kiaŋgö toŋi Keinan könagesö aka Periz könagesö yeŋön mönö kazik möt niŋgiba malme. Nöŋgö könagesöni nini awamdökŋi maljin. Miaŋgöra yeŋön yarö aziurupŋini tokom eŋgiba qetala bim yarö gil niŋgime ewö, yeŋön mönö ölöp qaurapaŋ nuŋguba ni aka könagesöni ayuhum neŋgime.”
GEN.34.31	Jeikobnöŋ mewö jii mörohotmö, yetkön keu kewö jiyohot: “Kunöŋ neŋgö nenini köna ketaŋi ambi tandök ak waŋgiyöhi, nini mönö miaŋgö likepŋi meleŋ eŋgiinga dop kölja. “Mewö.
GEN.35.1	Anutunöŋ Jeikob keu kewö jii mörök: “Gi mönö wahöta Betel mire anda tatat dundumgi miwikŋaiba miaŋgöreŋ Anutugöra jöwöwöl alta kun meman. Datki Isogöra ölöŋ köla anöŋga Anutunöŋ nalö miaŋgöreŋ asuhum gihiyöhi, mönö yaŋgöra alta mi meman.”
GEN.35.2	Mewö jii möta Jeikobnöŋ saiwaŋi aka ambazip pakpak yambuk malgeri, i kewö jim kutum eŋgiyök: “Lopioŋ bem yuai tömbuŋi sutŋine ahözei, mi mönö qeköba gilget geiga köl könjörat mem aŋguba sileŋini saŋgoŋda opo malukuŋini uteköme. 
GEN.35.3	Ni köŋjiliŋ uruŋe mala Anutu köuluköbiga meleŋ niŋgiyök aka denike denike anda kaba malali, yaŋön miaŋgöreŋ nömbuk mala korök. Miaŋgöra iŋini mönö kagetka Betel mire anbin. Nöŋön miaŋgöreŋ Anutugöra jöwöwöl alta kun memam.” 
GEN.35.4	Mewö jim kutum eŋgiiga böröŋine lopioŋ yuai tömbuŋi pakpak ahögeri aka kezapŋine jeŋjeŋ möndögeri, mi qeköba kölolohoba Jeikob waŋgiget. Waŋgigetka anda in ip kun Sekem mire kinöhi, miaŋgö könaŋe gölmenöŋ esim löm kölök.
GEN.35.5	Mewö aka wahöta angetka taonŋi taonŋi liliköba tatkeri, Anutunöŋ könagesöŋini mieŋgö uruŋini kuŋguiga waekanjam möta elemŋini eri Jeikob aka nahönurupŋi mi qahö eŋguataŋgöget. 
GEN.35.6	Mewö anda mala Jeikobnöŋ könagesöŋi pakpak yambuk malgeri, mi eŋguaŋgita Luz mire aŋgotket. Luz qetŋi alaŋi Betel mi Keinan gölmenöŋ ahöza. 
GEN.35.7	Miaŋgöreŋ aŋgota Jeikobnöŋ jöwöwöl alta kun meyök. Datŋaŋgöra ölöŋ köla anöhi, nalö miaŋgöreŋ Anutunöŋ gölme miaŋgöreŋ asuhum waŋgiyök. Miaŋgöra Jeikobnöŋ miri gölme miaŋgö qetŋi El-Betel qerök. (El-Betel Betelgö Bemŋi.) 
GEN.35.8	Betel miaŋgöreŋ malgetka Rebekagö welen ambiŋi Debora yaŋön kömuyök. Kömuiga Betel miri bapŋe qerema ip kungö könaŋe löm kölget. Jiŋgeŋ qeta sahötkeraŋgöra aka qerema ip miaŋgö qetŋi Jiŋgeŋ sahötkö qeremaŋi mewö qetket.
GEN.35.9	Jeikobnöŋ Mesopotemia (Padan Aram) gölmenöhök liliŋgöba kaiga Anutunöŋ kunbuk asuhum waŋgiba kötuetköm waŋgiyök. 
GEN.35.10	Kötuetköm waŋgiba kewö jii mörök: “Göhö qetki Jeikob (tilipqilip azi) qerakzemö, mewö toroqeba kude qeta malme. Merak könahiba öŋgöba qetki mi Israel ahöma. “Kembunöŋ mewö jiba qetŋi Israel qerök. (Israel Anutubuk aum-möriyohot.)
