MAT.1.1	Mokanda mobatata baYesu Masiya, mwana oDawidi, mwana oAbalayama. 
LUK.14.10	Bakabea wɛ, kɛ adae a esika esuka mɛnɛ. Oko boa, moto yona obea wɛ akakwea, adi bobala na wɛ bo, Moninga, nɔ oho boso; na wɛ odi bosɔ ekumu a boso bobato basusu baya badi na wɛ a mesa. 
LUK.14.11	Mojɔ bo moto na moto yona osakumejaka, âsamboa. Yona ko osatitejaka, âsɔ ekumu.
LUK.14.12	Yesu abala koko na moto yona omobea a boyaka bo, Okasɛlingoa libonje a ehole emidi, isa a ehole emɔkɔ, t’obee oko binao, na banangwao, na mela mawɛ, na mituteano miwɛ, baya badi na likonja linɛnɛ, baya babwani bobea wɛ bo bakɔe wɛ monganji o akɔ wɛ na bu. 
LUK.14.13	Okasɛlingoa libonje, bea bato babokwali, bato baya badi na biɛmɛ, bato bamitɛngu, na bato bamiso mago. 
LUK.14.14	Oko boa ôda na bojongoa, mojɔ bo bato bamina bapeliti eka ebosɔmbeja ai wɛ. Wɛ ko ôsɔ ndese ewɛ yana ângɔ babodongo a bogwa.
LUK.14.15	Okina obu yona odaka na nde a mesa, yana aka yo mojɔ momina, abala na Yesu bo, Moto akayaka molɛmbɛ a Bokumu boNjambe âda na bojongoa. 
LUK.14.16	Iyo amosɔmbeja bo, Okina moto akalea libonje linɛnɛ, na abea bato banɛnɛ. 
LUK.14.17	Yana abwana libonje, aloma monɔkɔ na mobuli onde ai bato babea yo. Abala bo, Doani, mojɔ bo leka losusu lobwani edɛye. 
LUK.14.18	Ibo basusu ko babanga botata mikalo. Yona oboso abala na nde bo, Mbi nasombi gbie. Ebɔngi bo nakɛe naenje. Nangaka wɛ bo okine mbi nadae. 
LUK.14.19	Okina otongo abala bo, Mbi nasombi ngɔmbɔ domi. Nakɛkɛ bo nabakokelejae; nangaka wɛ bo okine mbi nadae. 
LUK.14.20	Okina otongo abala bo, Mbi nalongani na mwali. A mojɔ momina, mbi nitahɔnɔ bodoa. 
LUK.14.21	Ahula mobuli, atɔndɔ moswa’nde mijɔ mimina. Moswa ’ndako akɛnjɔ. Abala na mobuli onde bo, Kɛ bokpa a macilinga na a njea jingando; hula jɔno na bato babokwali, bato babiɛmɛ, bato baya bagwa miso, na bato bamitɛngu. 
LUK.14.22	Yana abala mobuli na moswa’nde bo, Kumu, mbi nakɔi o ami wɛ bala, na bisika bidi oko ngasa. 
LUK.14.23	Moswa ’ndako abala na mobuli bo, Kɛ oho a njea emokɛngɛ, na a njea jigbie. Kɔ na bopipo bo bato badoe a bolumeja ndako embi botɔ. 
LUK.14.24	Mojɔ bo mbi natɔndɔkɔ no bo bato babea mbi boso batayaka nongo eka elibonje limbi, pɛpɛ nongo omɔci.
LUK.14.25	Bato bapakaka Yesu a njea banɛnɛ mɛnɛ. Iyo ahekoa, abala na bu bo, 
LUK.14.26	Moto akadoa ai mbi, pɛ bopeta lona sango, na nango, na bana, na bananango, na ngɛnɛ, ee, na mohelo monde mɛnɛ pongono, moto omina atabɔngɔ bo adae mocingami ombi. 
LUK.14.27	Moto amiti tomba mole-mobokea monde a bocingama na mbi, atabɔngɔ bo adae mocingami ombi. 
LUK.14.28	Okina onu akakana ndako bopika, atapeta da na mobondo a bolanga bobuno bomina, bo ajebe isa likonja linde lidi bobwana a bomaja elomu endako esusu? 
LUK.14.29	Mojɔ bo, akatandea elomu pɛ ko bohɔnɔ hoesieja, bato basusu baya banɛkɛ mojɔ momina badi bomosɛkɛ. 
LUK.14.30	Badi bobala bo, Moto omina abanga boyoa, aihɔnɔ ko bosieja elomu. 
LUK.14.31	Okina kumu yona odi na bato koto domi, akakana bila na kumu otongo yona odi na bato koto licinda, atapetada na mobondo bo alɛe mojɔ, a bojeba isa adi bohɔnɔ bila na kumu yona otongo yona odi na bato koto licinda, na yo mɛnɛ oko bato koto domi pɛ? 
LUK.14.32	Isa atahɔnɔ, adi boloma bato na bwɛnji ai yona otongo yana adi yo oko bohali, bo babakee mokongo mobosiili. 
LUK.14.33	Edi oko boa na nu pongono; moto amiti lona leka londe losusu, atabɔngɔ bo adae mocingami ombi.
LUK.14.34	Mukwa modi eka epele. Mokapɔ ko, modi bobɔngɔ koko na ye? 
LUK.14.35	Moditi nongo mopele a mojɔ mogbie, isa a mojɔ modaa egbie. Bato bamodumbaka oko bodumba. Moto yona odi na matoi manjoki, yɛ ahokee.
LUK.15.1	Baputeja batako na bato babikɔmɛli bibe babatama na Yesu hulelu bo bamohokee. 
LUK.15.2	BaPalusi na basɔni ko banungu-bana. Babala bo, Moto yoyo asɔkɔ bato babe na sepi, na ayakaka na bu a esika emɔci.
LUK.15.3	A mojɔ momina, Yesu abala na bu mondɛ mu. 
LUK.15.4	Okina moto onu akada na bata mokama, na omɔci akabunga na nde, atakina bata domi-libwa na libwa a lisobe bo akɛe nduki ebata yona obungi, oko a ehole êmoboloja yo? 
LUK.15.5	Akamoboloja, adi bomobakea a malɔkulɔku mande na sepi. 
LUK.15.6	Akamea a ndako ende, âbea bma’nde na mituteano minde, âbala na bu bo, Sepani na mbi, mojɔ bo nabolojai bata ombi yona odaka mobungake. 
LUK.15.7	Mbi natɔndɔkɔ no bo, Sepi êda koko boa oho Diko a mojɔ momoto omɔci mobe yona ohekojaka molema monde. Sepi emina edi bonɔ sepi a mojɔ mobato babodongo domi-libwa na libwa baya baditi bohekoja milema mibu.
LUK.15.8	Isa okina mwali adi na likonja, pata domi, na emɔci ekabunga na nde, atayoja paka a bo’mbɔ ndako a boduka na bingi oko a ehole êboloja yo pata emina? 
LUK.15.9	Akaeboloja, adi bobea bina’nde na mituteano minde, na âbala na bu bo, Sepani na mbi, mojɔ bo nabolojai pata yena ebungi na mbi. 
LUK.15.10	Mbi natɔndɔkɔ no bo sepi edi koko boa a tei ebabwɛnji baNjambe a mojɔ momoto omɔci mobe yona ohekojaka molema monde.
LUK.15.11	Abala koko bo, Okina momi adaka na bana-bami babae. 
LUK.15.12	Yona ongɔngɔ abala na sangwa’nde bo, Sesa, pani libondo lilikonja libwani mbi bosangoa. Sangwa’bu akaba leka londe losusu, na abapa libondo-libondo. 
LUK.15.13	Ama nɔ makina masu, mwana ongɔngɔ ami tomba oko leka londe losusu, akɛ a ekina esika bohali mɛnɛ, na anameja likonja linde lisusu oho na bikɔmɛli bibe. 
LUK.15.14	Ama yo sieja likonja linde kanga lisusu mɛnɛ, linjale linɛnɛ limi doa oko a esika emina, na yo abanga boda na taka. 
LUK.15.15	Oko boa akɛ acingame na moto omɔci ongando emina, na yo amoloma a gbie jinde a bopa ngulube boyaka. 
LUK.15.16	Iyo adaka na posa bo agole na leka loyakaka ngulube; pɛpɛ nongo moto ko omopa eka. 
LUK.15.17	Yana alɛ yo a molema monde, abala bo, Sangwa’mbi adi na basali banɛnɛ. Ibo te bahɔnɔke boyaka milɛmbɛ mibu misusu; mbi ko nagwi nja a esika yeye! 
LUK.15.18	Mbi nadi bongɔ; nâkɛ oko ai sangwa’mbi; nâbala na nde bo, Sesa, mbi nakɔi bobe a boso boNjambe na a boso bowɛ. 
LUK.15.19	Nitabɔngɔ koko bo nadae na kombe emwana owɛ. Kina nadae o mosali owɛ omɔci. 
LUK.15.20	Oko boa yo angɔ, na ahula ai sangwa’nde. Sangwa’nde ko amonɛ yana adaka yo oko bohali. Amokea wa, apota ebango, amodinga lilɔbɔ, na amohia. 
LUK.15.21	Mwana abala na nde bo, Sesa, mbi nakɔi bobe a boso boNjambe na a boso bowɛ. Nitabɔngɔ koko bo nadae na kombe emwana owɛ. 
LUK.15.22	Sangwa’nde ko abala na babuli bande bo, lmejani bokpa kasaka eyai yena enɔi na bomwenga, molwajani. Mo’sani pɛtɛ a mosapi; molwajani sapata a mako. 
LUK.15.23	Doani na mwana-ngɔmbɔ mojukamake, mowani. Kinani so boyake na bodae na sepi. 
LUK.15.24	Mojɔ bo mwana yoyo ombi yona odaka mogwake, adi koko mɔ; adaka mobungake, na aboloi. Oko boa babanga bosepa. 
LUK.15.25	Mwana’nde momi, mwana-sɔmi, adaka a gbie. Yana ahulaka yo, amea hulelu na ndako, na aka moliki na bobua bongɔmɔ. 
LUK.15.26	Abea okina mosali, na amobɔjɔ cina emina. 
LUK.15.27	Iyo abala na nde bo, Mwangwao ahuli. Sangwao awoi mwana-ngɔmbɔ mojukamake mojɔ bo amosi bopele. 
LUK.15.28	Mwana omina akɛnjɔ na alona bokwea. Sangwa’nde amana, na amongɔɔnɔ bo akwee. 
LUK.15.29	Iyo ko asɔmbeja sangwa’nde bo, Ika! Mbi nakɔmɛkɛ wɛ edɛye bianga binɛnɛ. Naisopa nongo mobeko mowɛ; wɛ ko opakini mbinongo mwana-kambɛli bo nasepe na bma’mbi. 
LUK.15.30	Ahuli ko mwana yo owɛ, yona onamejai likonja liwɛ na bali balisɔngi, omowei mwana-ngɔmbɔ mojukamake. 
LUK.15.31	Sangwa’nde amosɔmbeja bo, Mwana’mbi; wɛ odi na mbi na bosusu; leka lombi losusu lodi oko ai wɛ. 
LUK.15.32	Ebɔngi ko bo bodae na sepi na elɛndɛ, mojɔ bo yo mwangwao yona odaka mogwake, adi koko mɔ; adaka mobungake, na aboloi.
LUK.16.1	Yesu abala koko na bacingami bande bo, Okina konji omɔci adaka na kapita, na bato bamotɔndɔ bo kapita omina abungejaka likonja linde. 
LUK.16.2	Iyo amobea, abala na nde bo, Mojɔ mokaka mbi mowɛ modi bo? Sɔmbeja mikanda mielomu ewɛ ekapita, mojɔ bo obwaniti boda koko kapita. 
LUK.16.3	Kapita alɛ bo, Mbi nakɔ boni? Moswa’mbi adongejaka mbi a elomu ekapita. Naditi na ngulu enɛnɛ a mojɔ moelomu egbie. Nadi boda na sɔni a bo’mba yambo. 
LUK.16.4	Mbi ko najimi bo nakɔe mokina mojɔ, bo bato basɛ mbi a ndako jibu yana âdonga mbi a elomu ye ekapita. 
LUK.16.5	Oko boa, abea bato baya badaka na nongo ai moswa’nde. Abala na yona oboso bo, Nongo ewɛ ai moswa’mbi edi bo? 
LUK.16.6	Iyo asɔmbeja bo, Bisuku biminɛ mokama. Kapita abala na nde bo, Tomba mokanda monongo ewɛ, da ya, sɔnɔ domi-itano bokpa. 
LUK.16.7	Abala na otongo bo, Nongo ewɛ edi bo? Iyo asɔmbeja bo, Saki jindongo mokama. Kapita abala na nde bo, Tomba mokanda mowɛ monongo, sɔnɔ domi-bomwambe. 
LUK.16.8	Kumu okapita mobe amosakoa a mojɔ mobowɛi bonde. Mojɔ bo, bana bangondo ye banɔi bana babohu na bowɛi a mojɔ mongando jibu. 
LUK.16.9	Mbi natɔndɔkɔ no bo, Bolojani babinao na likonja linu, nongo likada eka ebe, Oko boa likataka na nu, badi bosɔ no a ndako jibu na bosusu. 
LUK.16.10	Moto akada bojo a ngando jikɛkɛ, adi boda koko bojo a ngando jimɛnɛnɛ. Moto ko akakosea a ngando jikɛkɛ, adi bokosea koko a ngando jinɛnɛnɛ. 
LUK.16.11	Oko boa, isa oditini bojo a mojɔ molikonja lingondo, odi bokina likonja lisoti a mɔmɔ manu nda? 
LUK.16.12	Isa oditini bojɔ a mojɔ moleka lomoto otongo, odi bopa no leka a mojɔ monu bɛnɛ nda? 
LUK.16.13	Mosali t’ajebake bokɔmɛ baswa babae. Adi bolona okina, na âpala yona otongo, isa adi boda na lisuma ai okina, na asɛtoja yona otongo. Otahɔnɔkɔni bokɔmɛ Njambe na likonja pongono.
LUK.16.14	BaPalusi badaka na posa elikonja bou mɛnɛ. Yana aka bo mijɔ mi misusu, basɛkɛ Yesu oko bosɛkɛ. 
LUK.16.15	Iyo ko abala na bu bo, Ino odukakani lilonga a boso bobato. Njambe ko ajebaka milema minu. Gina bo, mojɔ mua modi na ekumu a miso mabato mokɔkɔ Njambe maneene. 
LUK.16.16	Ehole eMibeko na batɔndɔi esia oko na Yoane. Babanga botɔndɔ Mwako Mopele moBokumu boNjambe ngɔngɔ jimina, na bato basusu bakɔkɔ na bopipo bo bakwee ena. 
LUK.16.17	Endele ko, pɛpɛ nongo litɔnɔ limɔci liMibeko lidi bogwa; Diko na nase jidi bopeta dimoa. 
LUK.16.18	Moto akayaneja mwali onde, na akasɔ okina otongo, angɛkɛ na nde bɔɔli. Na moto yona osɔkɔ mwali oma yo yaneja, angɛkɛ na nde bɔɔli pongono.
LUK.16.19	Okina momi adaka konji. Elwaeli ende esusu edaka oko bisenja bibobuno bonɛnɛ bikpetu na bipu. Ayakaka leka lonɛnɛ lopele tu busa na busa. 
LUK.16.20	Okina momi obokwali, kombe ende Lazalo, adaka asambi a monɔkɔ mondako emoto omina. Mokuku monde mosusu modaka oko pola pɛ. 
LUK.16.21	Iyo adaka oko na posa bo ayake bikenge bileka lua lokwaka a mesa makonji omina. Mbwa badoaka a bolɛpɔ pola jinde. 
LUK.16.22	Moto obokwali agwa, na babwɛnji baDiko bamotomba oko a bupa boAbalayama. Konji agwa pongono, na bamopusea. 
LUK.16.23	Adaka yo na mwano monɛnɛ a Seolo, yo akahoa miso diko, anɛ Abalayama oko bohali, na Lazalo a bupa bonde. 
LUK.16.24	Abekoa bo, Tata Abalayama, ikeani wa! Loma Lazalo bo adubee sɔngɔ emosapi monde ta madiba a bogɔmbeja yemi embi, mojɔ bo nakaka mwano monɛnɛ a tei emosa mu. 
LUK.16.25	Abalayama ko amosɔmbeja bo, Mwana, t’obosae oko bo wɛ osɔ libondo liwɛ lipele yana adaka wɛ a ngondo; Lazalo ko asɔ oko libondo libe. Edɛye ko yo adi na sepi ya, na wɛ odi na monɔngɔ. 
LUK.16.26	Mokina mojɔ motongo,—mombɔndɔ monɛnɛ mɛnɛ modi a sibano esu na nu. A mojɔ momina, nongo bato bakapala bodonga ya a bokɛ ai no, batanɛ njea. Na pɛpɛ nongo moto odi bodonga oho a bodoa ai so. 
LUK.16.27	Iyo ko abala bo, Sesa, ekada boa, mbi nangɔɔnɔkɔ wɛ bo olome Lazalo a ndako esangwa’mbi 
LUK.16.28	a bolekea banangwa’mbi bo basaka doa koko a esika ye emwano; mojɔ bo banangwa’mbi badi batano. 
LUK.16.29	Abalayama abala bo, Badi na Mose na batɔndɔi; yɛ babahokee. 
LUK.16.30	Iyo ko asɔmbeja bo, Pɛpɛ, sesa Abalayama; okina obagwake ko akakɛ ai bo, badi bohekoja milema mibu. 
LUK.16.31	Abalayama abala na nde bo, Bamiti hokea Mose na batɔndɔi, batajima, nongo okina obagwake akangɔ.
LUK.17.1	Yesu abala na bacingami bande bo, Mabaku matakputoa boda a njea. Monɔngɔ ko ai yona osakejaka otongo! 
LUK.17.2	Moto akasakeja okina obana ba bakɛkɛlɛkɛ, bopele bo bacingee litai linɛnɛ a dɔli linde bo bamodumbe a madiba mambɛngɛ. 
LUK.17.3	Toma nganjamani na bikɔmɛli binu bɛnɛ. Mwangwao akakɔ bobe, moleha. Akahekoja molema monde, moyɛ. 
LUK.17.4	Na akakɔ bobe ai wɛ mɛnɛ bihole sambo a busa bomɔci, na akadoa ai wɛ bihole sambo a bobala bo, Mbi nadi na dosa; toma moyɛ.
LUK.17.5	Babwɛnji babala na Kumubo, Hɛjɛ ejimeli esu. 
LUK.17.6	Kumu abala bo, Akɔki no da na ejimeli ekɛkɛlɛkɛ, o adi mongua mongbɛnji, ka obalini na mole mu bo, Sabikoa, kɛ asapike a madiba mamukwa, na modi bosuma no.
LUK.17.7	Okina onu akada na mobuli yona olongeaka gbie isa abaneaka bata, na akahula a gbie, adi bobala na mobuli bo, Doa bokpa a mojɔ moboyaka? 
LUK.17.8	Atabala na nde bo, Kalea mia mambi; lwa bisenja biwɛ; kɔmɛ mbi. Nakasieja boyaka na bomwaka wɛ ôyaka na ômwaka ngɔngɔ? 
LUK.17.9	Adi bosakoa mobuli onde mojɔ bo akɔi mua mobali yo na nde? 
LUK.17.10	Ino koko boa; omaka kɔni mijɔ misusu o asɔ no monɔkɔ, balani bo, Iso bodi oko babuli, pɛpɛ bosɔ likonja; bokɔi oko elomu yena abwani na su a bokɔ.
LUK.17.11	Yana akɛkɛ Yesu a Yelusalema, njea ende edaka a sibano eSamalia na Galile. 
LUK.17.12	Akweaka yo a ekina ngando, asongana na bato bamaba domi. Ibo bama bohali mweka 
LUK.17.13	na babekoa bo, Yesu, Kumu, ikea so wa. 
LUK.17.14	Yana anɛ yo bato bamina, abala na bu bo, Kɛni asanejae ai nganga. Amaka bo kɛ a njea, ba’mi hela oko hohela. 
LUK.17.15	Okina obu omɔci, yana anɛ yo bo yogo ende esia, ahula na asakoa Njambe na bopipo. 
LUK.17.16	Asadumba a bibota biYesu, boso bonde oko a kpɔtɔ, na amosakoa. Moto omina adaka moto oSamalia. 
LUK.17.17	Yesu amosɔmbeja bo, Baheli, te bato domi? Ibo batongo libwa badi jɔ? 
LUK.17.18	Pɛpɛ nongo okina obu ohuli a bosakoa Njambe, oko yo modoa pɛ? 
LUK.17.19	Yesu abala na nde bo, Angɔ, yana a njea ewɛ; ejimeli ewɛ ehelejai wɛ.
LUK.17.20	BaPalusi bahɔjɔ Yesu a mojɔ mobodoa boBokumu boNjambe. Iyo abasɔmbeja bo, Bodoa boBokumu boNjambe boditi na bimbete binɛkɛ bato na miso. 
LUK.17.21	Bato batabala bo, Anjani, bodi bobo! isa, Bodi jɔno! Mojɔ bo Bokumu boNjambe bodi a tei enu.
LUK.17.22	Yesu abala na bacingami bande bo, A masu mangɔngɔ, ino ôdani na posa a bonɛ busa bomɔci boMwana ’Moto, na ôtabonɛni. 
LUK.17.23	Badi bobala na nu bo, Anjani, adi oho, isa, Anjani adi jɔno. Pɛ bokɛni, pɛ bobasusani; 
LUK.17.24	mojɔ bo bodoa boMwana ’Moto bôda o mokalimo. Mokalimo mokamana a dɔngɔ dimɔci dibusa, mohojaka dɔngɔ ditongo pongono; Mwana ’Moto âda koko boa a busa bonde. 
LUK.17.25	Iyo ko adi bopeta dingoa bou, na bato baelulu ye badi bomolona. 
LUK.17.26	Ekɔmɛli yena edaka a masu maNoa, ôda koko boa a masu maMwana ’Moto. 
LUK.17.27	Bato bayakaka na bamwakaka, basɔkɔ bali na bahangaka hali ta meki, oko a busa botamba Noa ta masua yana adoa pela, na basia likinda. 
LUK.17.28	Modaka koko boa a masu maLoto; bayakaka na bamwakaka, basombaka na bangɛjɛkɛ leka, banaka gbie na bapikaka ndako. 
LUK.17.29	Yana ko adonga Loto a Sɔdɔmɔ, mosa mohula Diko o ekɔmɛli embua, na sufulu pongono, na mobawa kanga basusu a busa bomina. 
LUK.17.30	Modi boda koko boa a busa bôboloa Mwana ’Moto. 
LUK.17.31	Isa moto adi a diko dindako a busa bomina, abwaniti botita a botomba leka londe lua lodi a ndako tei; moto yona odi ta gbie koko boa, abwaniti bosɔmbɔ. 
LUK.17.32	T’obosaeni oko mwali oLoto. 
LUK.17.33	Moto yona okengaka bobanea mohelo monde adi bomobungeja, na yona obungejaka mohelo monde adi bomohanea. 
LUK.17.34	Mbi natɔndɔkɔ no bo bato babae badi boda a gbagba emɔci a bulu bomina; okina âtombama, yona otongo âdika. 
LUK.17.35	Bali babae badi boda a elomu endongo bonda; okina âtombama, otongo adika. 
LUK.17.36	Bami babae badi boda a gbie; okina âtombama, otongo âdika. 
LUK.17.37	Bacingami bahɔjɔ Yesu bo, Jɔni, Kumu? Iyo abasɔmbeja bo, Miambenga batitanaka oko a esika edi ekuulu.
LUK.18.1	Yesu abala na bu mokina mondɛ. Cina emondɛ momina edi bo bato babwani bonga bihole bisusu, pɛ nongo bongwa. 
LUK.18.2	Abala bo, Juji omɔci adaka a ekina ngando. Iyo aibanga Njambo, na aidaka na lisuma ai bato batongo. 
LUK.18.3	Okina mwali-obogwa adaka a ngando emina, na yo akɛkɛ ai juji mandɛli-mandɛli; abalaka na nde bo, Longeja mbi na mojɔ mombi na soki embi. 
LUK.18.4	Juji alona ekoka. Iyo ko alɛ ngɔngɔ bo, Mbi mtabangaka nongo Njambe; naditi nongo na lisuma ai okina moto. 
LUK.18.5	Mwali yo ko apukejaka mbi; bopele bo namolongejae. Namiti kɔ boa, adi bobeja molema mombi na bodoa bonde bihole bisusu. 
LUK.18.6	Kumu abala bo, Hokeani mojɔ mobalaka juji mobe. 
LUK.18.7	Njambe ko? iyo atalongeja bato bande mɛnɛ baya bamongɔɔnɔkɔ na bopipo na bulu na moi? Adi boyeyoa a bobakɔmeja? 
LUK.18.8	Mbi natɔndɔkɔ no bo adi bobalongeja bokpa mɛnɛ. Endele ko, Mwana ’Moto akadoa, âtana ejimeli a ngondo?
LUK.18.9	Abala koko mondɛ mu na bakina bato baya badingaka bo badi bato babodongo na banyamoaka bato batongo. 
LUK.18.10	Abala bo, Bakina bato babae bakɛ a tempelo bo ba’nge Njambe. Okina adaka MoPalusi, yona otongo moputeja otako. 
LUK.18.11	MoPalusi angɔ, anga a tei ende na bikenge bi, Njambe, mbi nasakoaka wɛ cina bo mbi naditi na ekɔmɛli ebato batongo. Ibo badi bato bambengea, bato babokosea, bato babɔɔli; na so na moputeja yona otako, bosangiti nongo. 
LUK.18.12	Mbi nakiaka mia tu yenga bihole bibae. Napaka bipeeli, libondo lidomi lilikonja lisusu lisɔkɔ mbi. 
LUK.18.13	Moputeja otako ko ama bohali; aipala bokahoa miso mande diko; aboma bupa bonde na abala bo, Njambe, ikeani wa, mbi moto mobe! 
LUK.18.14	Mbi natɔndɔkɔ no bo yo ayana a ndako ende na lilonga, te nongo yona otongo. Mojɔ bo moto na moto yona osakumejaka, âsamboa; yona ko osatitejaka âsɔ ekumu.
LUK.18.15	Badoa ai yo na bana bakɛkɛlɛkɛ bo ababakee mɔmɔ mande. Yana anɛ bacingami mojɔ momina, balemoa na bu. 
LUK.18.16	Yesu ko ababea ai yo; abala bo, Kinani bana bakɛkɛlɛkɛ badoe ai mbi; yɛni bobalemba, cina bo Bokumu boNjambe bodi oko ai bato baya badi o bana ba. 
LUK.18.17	Mbi natɔndɔkɔ no na soti bo, moto amiti sɔ Bokumu boNjambe na ekɔmɛli emwana mokɛkɛlɛkɛ, atakwea nongo ena.
LUK.18.18	Okina kumu ahɔjɔ Yesu bo, Mokoja mopele, êkɔ mbi ndeni bo nasangoe bomɔ bua bodi na bosusu? 
LUK.18.19	Yesu amosɔmbeja bo, Obeaka mbi mopele mojɔ moye? Pɛpɛ nongo omɔci odi mopele, oko Njambe pɛ. 
LUK.18.20	Ojebaka mibeko; T’ongɛe oko bɔɔli; T’owoe oko; T’obe oko; T’otate oko etateli ebokosea; Toma suma sangwao na ngwao. 
LUK.18.21	Iyo abala bo, Mbi namisumaka misusu, donga oko a bwɛngɛ bombi. 
LUK.18.22	Aka Yesu ekenge emina, abala na nde bo, Mojɔ motaki na wɛ oko momɔci pɛ. Peta’ngɛjɛ Ieka lowɛ losusu, pa likonja limina ai bato babokwali, bo okonje leka lonɛnɛ loyumu oho Diko; osa ko odoe a bocingama na mbi. 
LUK.18.23	Aka yo mojɔ momina, aka wa enɛnɛ a molema, mojɔ bo adaka na likonja linɛnɛ mɛnɛ. 
LUK.18.24	Yesu amonja na abala bo, Bato balikonja badi bokwea a Bokumu boNjambe oko na kpɔkɔsɔ. 
LUK.18.25	Na bokwea bokonji a Bokumu boNjambe, na bokwea bokamela a diso ditonga, bokwea bokonji a Bokumu bo-Njambe bonɔi na kpɔkɔsɔ. 
LUK.18.26	Baya baka mojɔ momina babala bo, Oko boa, odi bohela nda? 
LUK.18.27	Yesu asɔmbeja bo, Njambe abwani bokɔ ngando jimina, bato ko pɛ bobwana nongo. 
LUK.18.28	Pɛtɛlo abala bo, Ika, so bokini leka losu losusu bo bocingame na wɛ. 
LUK.18.29	Iyo abala na bu bo, Mbi natɔndɔkɔ no na soti bo, moto na moto yona okini isa ndako, isa mwali, isa bananango, isa baboti, isa bana, a mojɔ moBokumu boNjambe, 
LUK.18.30	atakputoa bosɔ libondo lia linɔi na bopele a ngondo ye, na bomɔ bua bodi na bosusu a ngondo yena ebodoa.
LUK.18.31	Yesu abea bacingami domi-na-babae, abala na bu bo, Anjani, iso bokɛkɛ edɛye a Yelusalema, na ngando jisusu jisɔnɔ batɔndɔi a mojɔ moMwana ’Moto jidi bongama. 
LUK.18.32	Mojɔ bo âkabama a mɔmɔ mabapakano; bâmotangola, bâmosamboja, bâmotuea masɔi, 
LUK.18.33	bâmotua nji, na bamowa; yo ko angɔ na masu masato. 
LUK.18.34	Ibo ko baicingea mijɔ mimina; bainɛ nongo cina eekenge emina, na baisipoa mojɔ mobala yo.
LUK.18.35	Abatama yo na Yeliko, okina moto omiso mago adaka na mobondo a dɔngɔ dinjea a bo’mba yambo. 
LUK.18.36	Iyo aka bato banɛnɛ bakanɔe, na ahɔjɔ cina emina. 
LUK.18.37	Bato bamotɔndɔ bo Yesu oNasaleta akɛkɛ anɔe. 
LUK.18.38	Iyo abekoa bo, Yesu, Mwana ’Dawidi, ikeani wa! 
LUK.18.39	Baya badalaka boso balemoa na nde, bamotɔndɔ bo adae bogo. Iyo ko ahɛjɛ bingi, na abekoa na bopipo bo, Wɛ Mwana ’Dawidi, ikeani wa! 
LUK.18.40	Yesu ama, abatɔndɔ bo badoe na nde. Yana abatama yo hulelu, Yesu amohɔjɔ ho, 
LUK.18.41	Epalaka wɛ bo nakɔe ai wɛ nda? Iyo asɔmbeja bo, Kumu, kina nasɛ koko njɛnɛ embi. 
LUK.18.42	Yesu abala na nde bo, Asɔ njɛnɛ ewɛ. Ejimeli ewɛ ehelejai wɛ. 
LUK.18.43	Iyo asɔ njɛnɛ ende bokpa, acingama na Yesu, na abanga bokumeja Njambe. Bato basusu baya banɛ mojɔ momina basakoa Njambe pongono.
LUK.19.1	Yesu amea a Yeliko, na yana anɔkɔ yo a licilinga, 
LUK.19.2	okina momi adaka ena, kombe ende Sakayo. Iyo adaka mosuku oelomu etako, moto olikonja linɛnɛ. 
LUK.19.3	Iyo adaka na posa a bonɛ Yesu; aihɔnɔ ko, mojɔ ho adaka moto mokue, na embamba ebato edaka enɛnɛ. 
LUK.19.4	Oko boa apota ebango, akɛ boso, na awea mokina mole bo anɛe Yesu, mojɔ bo Yesu akɛkɛ anɔe a njea emina. 
LUK.19.5	Yana amea Yesu a esika emina, akahoa miso diko, na abala na Sakayo bo, Sakayo, tita bokpa, mojɔ bo mbi napalaka nadae a ndako ewɛ busa bu. 
LUK.19.6	Sakayo atita bokpa, na asɔ Yesu na sepi enɛnɛ. 
LUK.19.7	Bato ko, yana anɛ bo mojɔ momina, babanga bobala na manungunungu bo, Akɛi a boda a ndako emoto mobe! 
LUK.19.8	Sakayo ko ama; abala na Kumu bo, Kumu, ika; mbi nadi bokaba leka lombi mabondo mabae, na nâpa likina ai bato babokwali. Isa natombi eka emoto na bokosea, nâmosɔmbeja leka lonɛi. 
