GEN.1.1	I begynnelsen skapade Gud himmel och jord.
1SA.9.10	 Saul sade till sin tjänare: "Ditt förslag är bra. Kom så går vi!" Så gick de till staden där gudsmannen fanns. 
1SA.9.11	När de gick uppför höjden där staden låg, träffade de några flickor som hade gått ut för att hämta vatten. De frågade dem: "Är siaren här?" 
1SA.9.12	 "Ja, alldeles i närheten", svarade de. "Men skynda er, för han har kommit till staden i dag. Folket firar i dag en offerfest på offerhöjden. 
1SA.9.13	 Om ni går in i staden, träffar ni honom innan han går upp på höjden till måltiden. Folket äter inte förrän han kommer, för han skall välsigna offret. Först därefter börjar de inbjudna äta. Gå därför dit upp, för just nu kan ni träffa honom." 
1SA.9.14	 Så gick de upp till staden. Och när de kom in i staden, se, då kom Samuel ut mot dem på väg upp till offerhöjden. 
1SA.9.15	Dagen innan Saul kom, hade 
1SA.9.16	 "I morgon vid den här tiden skall jag sända till dig en man från Benjamins land, och honom skall du smörja till furste för mitt folk Israel. Han skall rädda mitt folk från fili- steernas hand. Ty jag har sett till mitt folk, eftersom deras rop har kommit till mig." 
1SA.9.17	När Samuel fick se Saul, sade 
1SA.9.18	 Men Saul gick fram till Samuel i porten och sade: "Säg mig var siaren bor." 
1SA.9.19	 Samuel svarade Saul: "Jag är siaren. Gå före mig upp till offerhöjden, för ni skall äta där med mig i dag. Men i morgon skall jag låta dig gå, och jag skall ge dig besked om allt vad du har på hjärtat. 
1SA.9.20	 Du skall inte bekymra dig för åsninnorna som har varit borta för dig i tre dagar, för de har kommit till rätta. Vem tillhör allt det härliga som finns i Israel, om inte dig och hela din fars hus?" 
1SA.9.21	 Saul svarade: "Jag är ju en benjaminit från en av de minsta stammarna i Israel, och min släkt är den ringaste bland alla släkter i Benjamins stam. Varför talar du då till mig på det sättet?" 
1SA.9.22	Men Samuel tog Saul och hans tjänare och förde dem in i salen och gav dem den förnämsta platsen bland de omkring trettio män som var inbjudna. 
1SA.9.23	 Samuel sade till kocken: "Ge mig det stycke som jag gav dig och som jag sade att du skulle ta hand om." 
1SA.9.24	 Då tog kocken fram lårstycket och vad som hörde till det och satte fram det åt Saul. Och Samuel sade: "Se, det här har blivit sparat, tag för dig och ät! Ty det lades undan åt dig just för den här stunden, när jag sade att jag hade inbjudit folket." Och Saul åt den dagen med Samuel. 
1SA.9.25	 Därefter gick de ner från offerhöjden och in i staden. Sedan samtalade han med Saul uppe på taket. 
1SA.9.26	De steg upp tidigt, och i gryningen ropade Samuel upp till Saul på taket: "Stig upp, så skall jag följa dig på väg." Då steg Saul upp och de gick båda i väg, han och Samuel. 
1SA.9.27	 När de var på väg ner mot utkanten av staden, sade Samuel till Saul: "Säg till tjänaren att han skall gå före oss." Och tjänaren fick gå. "Men stanna själv här, så skall jag låta dig höra vad Gud har talat." 
1SA.10.1	Samuel tog sin oljeflaska och göt olja på Sauls huvud, kysste honom och sade: "Se, 
1SA.10.2	 När du går ifrån mig i dag skall du träffa två män vid Rakels grav, i Selsa på Benjamins område. De kommer att säga till dig: Åsninnorna som du gick i väg för att söka har kommit till rätta. Din far tänker därför inte mer på åsninnorna, men han är orolig för er skull och säger: Vad skall jag göra för min son? 
1SA.10.3	 När du har gått vidare därifrån och kommit till Tabors terebint, skall du där möta tre män på väg upp till Gud i Betel. En av dem bär tre killingar, en bär tre brödkakor och en bär en vinlägel. 
1SA.10.4	 De skall hälsa vänligt på dig och ge dig två bröd, och du skall ta emot vad de ger. 
1SA.10.5	 Sedan kommer du till Guds Gibea, där filisteernas postering är. Och när du kommer in i staden, träffar du på en skara profeter, som är på väg ner från offerhöjden med psaltare, pukor, flöjt och harpa framför sig, medan de själva profeterar. 
1SA.10.7	 När du ser att dessa tecken inträffar, gör då vad du finner lämpligt att göra, ty Gud är med dig. 
1SA.10.8	 Och du skall gå före mig till Gilgal. Se, jag skall komma ner till dig för att offra brännoffer och gemenskapsoffer. Du skall vänta i sju dagar, till dess jag kommer till dig och meddelar vad du skall göra." 
1SA.10.9	När Saul vände sig om för att gå ifrån Samuel, förvandlade Gud hans hjärta. Alla dessa tecken inträffade samma dag. 
1SA.10.10	 När de kom till Gibea kom en skara profeter emot honom. Då föll Guds Ande över honom, och han profeterade mitt ibland dem. 
1SA.10.11	 Alla som förut kände Saul fick se att han profeterade tillsammans med profeterna, och de sade till varandra: "Vad har hänt med Kish son? Är också Saul bland profeterna?" 
1SA.10.12	 Men en av männen därifrån svarade: "Vem är deras far?" Härav uppkom ordspråket: "Är också Saul bland profeterna?" 
1SA.10.13	 Men när han hade slutat att profetera, gick han upp på offerhöjden. 
1SA.10.14	Då frågade Sauls farbror honom och hans tjänare: "Vart gick ni?" "För att leta efter åsninnorna", svarade han. "Men när vi såg att vi inte kunde hitta dem någonstans, gick vi till Samuel." 
1SA.10.15	 Då sade Sauls farbror: "Berätta för mig vad Samuel sade till er." 
1SA.10.16	 Saul svarade sin farbror: "Han talade om för oss att åsninnorna hade kommit till rätta." Men vad Samuel hade sagt om kungadömet berättade han inte för honom. 
1SA.10.17	Samuel kallade samman folket till 
1SA.10.18	 Han sade till Israels barn: "Så säger 
1SA.10.19	 Men i dag har ni förkastat er Gud, som räddade er ur alla era olyckor och svårigheter, och ni har sagt till honom: Sätt en kung över oss. Så träd nu fram inför 
1SA.10.20	 Därefter lät Samuel alla Israels stammar gå fram. Då träffades Benjamins stam av lotten. 
1SA.10.21	 När han sedan lät släkt efter släkt i Benjamins stam gå fram, träffades Matris släkt av lotten. Därpå träffades Saul, Kish son, av lotten, men när de sökte efter honom, kunde de inte finna honom. 
1SA.10.22	 Och de frågade 
1SA.10.23	 De sprang dit och hämtade honom, och när han stod bland folket var han huvudet högre än alla andra. 
1SA.10.24	 Samuel sade till allt folket: "Här ser ni den som 
1SA.10.25	Samuel förklarade för folket kungadömets rättigheter och skrev upp dem i en bok och lade den inför 
1SA.10.26	 Också Saul begav sig hem, till Gibea, och en skara stridsmän vilkas hjärtan Gud hade rört följde honom. 
1SA.10.27	 Men några onda män sade: "Hur skall den där kunna rädda oss?" De föraktade honom och bar inte fram några gåvor till honom. Men han låtsades som om han inte märkte det. 
1SA.11.1	Ammoniten Nahas drog upp och belägrade Jabesh i Gilead. Då sade alla män i Jabesh till Nahas: "Slut förbund med oss, så skall vi tjäna dig." 
1SA.11.2	 Ammoniten Nahas svarade dem: "På det villkoret skall jag sluta förbund med er, att jag får sticka ut högra ögat på er alla och därmed dra skam över hela Israel." 
1SA.11.3	 De äldste i Jabesh sade till honom: "Ge oss sju dagars frist, så att vi kan skicka sändebud över hela Israels land. Om då ingen vill hjälpa oss, ger vi oss åt dig." 
1SA.11.4	 Sändebuden kom till Sauls Gibea och berättade detta för folket. Då brast allt folket ut i gråt. 
1SA.11.5	Just då kom Saul gående från åkern bakom sina oxar, och Saul frågade: "Vad är det med folket, eftersom de gråter?" De berättade för honom vad männen från Jabesh hade sagt. 
1SA.11.6	 När Saul hörde detta föll Guds Ande över honom, och han blev mycket vred. 
1SA.11.7	 Han tog ett par oxar och styckade dem och sände omkring styckena med sändebuden över hela Israels land och lät säga: "Den som inte drar ut efter Saul och Samuel, med hans oxar skall det göras på detta sätt." Då kom förskräckelse från 
1SA.11.8	 Och Saul inmönstrade dem i Besek, och Israels barn utgjorde då 300 000 och Juda män 30 000. 
1SA.11.9	De sade till sändebuden som hade kommit: "Så skall ni säga till männen i Jabesh i Gilead: I morgon skall ni få hjälp, när solen bränner som hetast." Sändebuden kom och meddelade männen i Jabesh detta, och de blev glada över beskedet. 
1SA.11.10	 Då meddelade männen i Jabesh ammoniterna: "I morgon skall vi ge oss åt er, och ni får då göra med oss vad ni finner för gott." 
1SA.11.11	Dagen därefter delade Saul upp folket i tre grupper. De trängde in i lägret vid morgonväkten och nergjorde ammoniterna ända till dess dagen blev som hetast. De som kom undan blev så kringspridda att inte två av dem kom undan tillsammans. 
1SA.11.12	 Då sade folket till Samuel: "Vilka var de som sade: Skulle Saul bli kung över oss! Tag hit dessa män, så att vi får döda dem." 
1SA.11.13	 Men Saul sade: "Denna dag skall ingen dödas, för i dag har 
1SA.11.14	 Samuel sade till folket: "Kom, låt oss gå till Gilgal och förnya kungadömet där." 
1SA.11.15	 Då gick allt folket till Gilgal och gjorde Saul till kung där inför 
1SA.12.1	Samuel sade till hela Israel: "Se, jag har lyssnat till er och till allt ni sagt till mig. Jag har gett er en kung. 
1SA.12.2	 Nu är det han som skall vara er ledare. Jag är gammal och grå och ni har mina söner bland er. Hittills är det jag som varit er ledare, från min ungdom ända till i dag. 
1SA.12.3	 Se, här står jag. Vittna nu mot mig inför 
1SA.12.4	 De svarade: "Du har inte förtryckt oss, du har inte använt våld mot oss och har inte tagit något från någon människa." 
1SA.12.5	 Då sade han till dem: " 
1SA.12.6	Samuel sade till folket: "Det var 
1SA.12.7	 Ställ nu upp er, så att jag kan gå till rätta med er inför 
1SA.12.8	 När Jakob hade kommit till Egypten, ropade era fäder till 
1SA.12.9	 Men de glömde 
1SA.12.10	 Men de ropade till 
1SA.12.12	 Men när ni såg Nahas, ammoniternas kung, komma emot er, sade ni till mig: Nej, en kung måste regera över oss. Och ändå är det 
1SA.12.13	Se, här är nu den kung som ni har valt, som ni bad om. Se, 
1SA.12.14	 Om ni fruktar 
1SA.12.15	 Men om ni inte hör 
1SA.12.16	 Ställ nu upp er och se det stora som 
1SA.12.17	 Nu är ju tiden för veteskörden, men jag skall ropa till 
1SA.12.18	Samuel ropade till 
1SA.12.19	 Och allt folket sade till Samuel: "Bed till 
1SA.12.20	 Samuel sade till folket: "Frukta inte. Ni har gjort allt detta onda, men vik bara inte av från 
1SA.12.21	 Vik inte av för att följa tomma avgudar, som varken kan hjälpa eller befria, för de är bara tomhet. 
1SA.12.22	 För sitt stora namns skull skall 
1SA.12.23	 Det vare också fjärran från mig att jag skulle synda så mot 
1SA.12.24	 Se bara till att ni fruktar 
1SA.12.25	 Men om ni gör det som är ont, skall både ni och er kung förgås." 
1SA.13.1	Saul hade nu varit kung ett år. När han regerade över Israel det andra året 
1SA.13.2	 valde han ut åt sig 3 000 män ur Israel. Själv hade Saul 2 000 hos sig i Mikmash och i Betels bergsbygd, och 1 000 var hos Jonatan i Gibea i Benjamin. Men det övriga folket hade han låtit gå hem, var och en till sin boning. 
1SA.13.3	Jonatan angrep filisteernas utpost i Geba, och filisteerna fick höra det. Men Saul lät blåsa i horn över hela landet och säga: "Detta skall hebreerna höra." 
1SA.13.4	 Så fick hela Israel höra att Saul hade angripit filisteernas utpost och att Israel genom detta hade blivit förhatligt för filisteerna. Folket kallades samman för att följa Saul till Gilgal. 
1SA.13.5	 Filisteerna samlades då för att strida mot Israel med 30 000 vagnar och 6 000 ryttare och fotfolk så talrikt som sanden på havets strand. De drog upp och slog läger vid Mikmash öster om Bet-Aven. 
1SA.13.6	 När israeliterna såg att de var i nöd, därför att folket ansattes så svårt, gömde de sig i grottor, i skogssnår och bland klippor, i fasta valv och i gropar. 
1SA.13.7	 Somliga av hebreerna gick över Jordan in i Gads och Gileads land. Men Saul var fortfarande kvar i Gilgal, och allt folket som följde honom bävade. 
1SA.13.8	 Han väntade i sju dagar, den bestämda tid Samuel hade angett. Men när Samuel ännu inte hade kommit till Gilgal, började folket skingras och gå ifrån honom. 
1SA.13.9	 Då sade Saul: "För fram brännoffret och gemenskapsoffret till mig." Därefter bar han fram brännoffret. 
1SA.13.10	 Men just som han hade slutat att offra, kom Samuel. Då gick Saul och mötte honom för att hälsa honom. 
1SA.13.11	 Men Samuel frågade: "Vad har du gjort?" Saul svarade: "När jag såg att folket skingrades och gick ifrån mig och du inte kom inom den bestämda tiden, medan filisteerna samlades vid Mikmash, 
1SA.13.12	 tänkte jag: Nu kommer filisteerna ner hit mot mig i Gilgal, och jag har ännu inte bett om 
1SA.13.13	 Samuel sade: "Du har handlat dåraktigt. Du har inte hållit det bud 
1SA.13.14	 Men nu skall ditt kungadöme inte bestå. 
1SA.13.15	Därefter bröt Samuel upp och gick från Gilgal till Gibea i Benjamin. Men Saul inmönstrade det folk som fanns hos honom och det var omkring sexhundra man. 
1SA.13.16	 Saul och hans son Jonatan stannade i Geba i Benjamin med det folk som fanns hos dem, medan filisteerna hade slagit läger vid Mikmash. 
1SA.13.17	 En skara drog ut ur filisteernas läger för att härja. Den var uppdelad i tre grupper. En tog vägen mot Ofra i Suals-landet, 
1SA.13.18	 en tog vägen mot Bet-Horon, och en grupp tog vägen till det område som vette mot Seboimdalen, åt öknen till. 
1SA.13.19	Det fanns ingen smed i hela Israels land, ty filisteerna var rädda att hebreerna skulle tillverka svärd eller spjut åt sig. 
1SA.13.20	 Därför måste varje israelit bege sig ner till filisteerna, om han ville vässa sin lie, sin plogbill, sin yxa eller sin skära. 
1SA.13.21	 Och priset för slipning var en pim för skärorna och plogbillarna och en tredjedels sikel för gafflarna och yxorna och för att få en udd påsatt. 
1SA.13.22	 Det innebar att när striden skulle börja, hade inte en enda av Sauls och Jonatans män något svärd eller spjut. Det var bara Saul själv och hans son Jonatan som hade sådana. 
1SA.13.23	Men filisteerna lät en förpost rycka fram till passet vid Mikmash. 
1SA.14.1	En dag sade Sauls son Jonatan till sin vapenbärare: "Kom, så går vi över till filisteernas förpost där på andra sidan." Men detta talade han inte om för sin far. 
1SA.14.2	 Saul befann sig då vid Gibeas gräns, under granatträdet i Migron, och folket som han hade hos sig utgjorde omkring sexhundra man. 
1SA.14.3	 Ahia, son till Ahitub, som var bror till I-Kabod, son till Pinehas, son till Eli, 
1SA.14.4	Men i passet där Jonatan försökte gå över för att komma till filisteernas förpost, fanns en klippa på vardera sidan. Den ena hette Boses och den andra Sene. 
1SA.14.5	 Den ena klippan reste sig i norr mitt emot Mikmash, den andra i söder mitt emot Geba. 
1SA.14.6	 Jonatan sade till sin vapenbärare: "Kom, så går vi över till dessa oomskurnas förpost. Kanske skall 
1SA.14.7	 Hans vapenbärare svarade: "Gör allt du har i sinnet. Gå du! Jag följer dig vart du vill." 
1SA.14.8	 Då sade Jonatan: "Bra, vi skall gå över till männen där och visa oss för dem. 
1SA.14.9	 Om de säger till oss: "Stå stilla, till dess vi kommer fram till er", då skall vi stanna där vi är och inte klättra upp till dem. 
