GEN.1.1	I begynnelsen skapade Gud himmel och jord.
JDG.16.23	Filisteernas hövdingar samlades för att fira en stor glädjefest och offra åt sin gud Dagon. Och de sjöng:
JDG.16.23	»Vår gud har överlämnat
JDG.16.23	vår fiende Simson i vår hand.«
JDG.16.24	Och när folket fick se honom lovsjöng de sin gud:
JDG.16.24	»Vår gud har överlämnat
JDG.16.24	vår fiende i vår hand,
JDG.16.24	han som förhärjade landet
JDG.16.24	och dräpte en mängd av de våra.«
JDG.16.25	De blev alltmer upprymda och sade: »Hämta hit Simson, så att vi kan roa oss med honom!« Han hämtades från fängelset, och de gjorde sig lustiga över honom. De hade ställt honom bland pelarna, 
JDG.16.26	och Simson bad pojken som ledde honom: »Ställ mig så att jag kan hålla i pelarna som bär upp huset och stödja mig mot dem.« 
JDG.16.27	Huset var fullt av män och kvinnor, alla filisteernas hövdingar var där, och på taket stod omkring 3 000 män och kvinnor som såg på när man roade sig med Simson.
JDG.16.28	Då ropade Simson till Herren: »Herre, min Gud! Tänk på mig, o Gud, och ge mig styrkan tillbaka denna enda gång, så att jag i ett slag kan hämnas på filisteerna för mina båda ögon!« 
JDG.16.29	Han sökte stöd mot de båda mittpelarna som bar upp huset och tog spjärn med höger hand mot den ena och med vänster hand mot den andra 
JDG.16.30	och sade: »Må jag dö på samma gång som filisteerna!« Sedan tryckte han till med sådan kraft att huset störtade samman över hövdingarna och allt folket där inne. De han dödade vid sin egen död var fler än de han hade dödat medan han levde.
JDG.16.31	Hans bröder och hela hans familj kom dit och hämtade honom. De förde honom till hans far Manoachs grav mellan Sora och Eshtaol. Där begravde de honom. Han hade varit domare i Israel i tjugo år.
JDG.17.1	I Efraims bergsbygd bodde en man vid namn Mika. 
JDG.17.2	Han sade till sin mor: »De elvahundra siklarna silver som stals från dig — jag hörde själv när du uttalade förbannelsen — de pengarna har jag. Det var jag som tog dem, men nu lämnar jag tillbaka dem.« Hans mor svarade: »Må Herren välsigna dig, min son!« 
JDG.17.3	Han lämnade tillbaka de elvahundra siklarna till sin mor, och hon sade: »För min sons räkning helgar jag dessa pengar åt Herren och låter göra en snidad och gjuten gudabild.« 
JDG.17.4	Sedan han lämnat tillbaka silvret till sin mor tog hon 200 siklar och gav till en silversmed, som gjorde en snidad och gjuten gudabild. Den ställdes upp i Mikas hus. 
JDG.17.5	Denne Mika hade en helgedom. Han gjorde också en efod och husgudar och vigde en av sina söner till präst hos sig.
JDG.17.6	På den tiden fanns ingen kung i Israel. Var och en gjorde vad han själv fann för gott.
JDG.17.7	I Betlehem i Juda bodde en ung man som var levit och hade vistats där en tid. 
JDG.17.8	Han gav sig i väg från staden Betlehem i Juda för att hitta en plats där han kunde slå sig ner. Under sin vandring kom han till Mikas hus i Efraims bergsbygd. 
JDG.17.9	Mika frågade var han kom ifrån, och han svarade: »Jag är en levit från Betlehem i Juda och är på vandring för att hitta en plats där jag kan slå mig ner.« 
JDG.17.10	Mika sade: »Stanna här och var fader och präst hos mig. Du får tio siklar silver om året, och jag håller dig med kläder och mat.« 
JDG.17.11	Leviten bestämde sig för att stanna hos Mika, som behandlade den unge mannen som en av sina söner. 
JDG.17.12	Mika vigde leviten till präst hos sig, och den unge mannen blev kvar i hans hus. 
JDG.17.13	Mika sade: »Nu vet jag att Herren är god mot mig. Jag har fått en levit som präst.«
JDG.18.1	På den tiden fanns ingen kung i Israel. Det var på den tid då Dans stam letade efter ett område där de kunde bo. Än så länge hade inget område tillfallit dem bland Israels stammar. 
JDG.18.2	Daniterna sände ut fem män ur sin släkt, män ur de egna leden, tappra krigare från Sora och Eshtaol med uppgift att spionera i landet och utforska det. »Gå dit och utforska landet!« var den order de fått. De kom till Mikas hus i Efraims bergsbygd och övernattade där. 
JDG.18.3	När de var vid Mikas hus kände de igen den unge leviten på rösten. De gick fram till honom och frågade: »Vem har tagit dig hit? Varför är du här, vad gör du?« 
JDG.18.4	Han berättade att detta och detta hade Mika gjort för honom och att han hade anställt honom som sin präst. 
JDG.18.5	»Fråga Gud«, bad de honom då, »så att vi får veta om vi kommer att lyckas med vårt uppdrag.« 
JDG.18.6	Prästen svarade dem: »Ni kan lugnt gå, ert uppdrag har Herrens stöd.«
JDG.18.7	De fem männen fortsatte sin färd och kom till Lajish. De såg att folket där levde i trygghet, som sidonierna. De hade det lugnt och tryggt och led inte brist på något av livets goda. De bodde långt från sidonierna och hade inget med andra människor att skaffa. 
JDG.18.8	När männen kom tillbaka till Sora och Eshtaol frågade deras landsmän vad de hade att rapportera, 
JDG.18.9	och de sade: »Låt oss gå till anfall! Vi har sett landet, det är mycket rikt. Vad väntar ni på? Tveka inte att dra ut och erövra det. 
JDG.18.10	När ni kommer dit skall ni finna ett folk som lever i trygghet och ett land där det är gott om plats. Gud har gett det i ert våld. Det är en bygd som inte lider brist på något av livets goda.«
JDG.18.11	Sexhundra beväpnade män av danitisk släkt bröt upp från Sora och Eshtaol. 
JDG.18.12	Under vägen slog de läger vid Kirjat-Jearim i Juda. Därför kallas denna plats än i dag för Dans läger. Den ligger bortom Kirjat-Jearim. 
JDG.18.13	Därifrån fortsatte de mot Efraims bergsbygd och kom fram till Mikas hus. 
JDG.18.14	De fem som varit och spionerat i landet sade till sina landsmän: »Vet ni, i de här husen finns efod och husgudar och en snidad och gjuten gudabild! Då förstår ni vad ni skall göra?« 
JDG.18.15	De gick dit och kom fram till den unge levitens hus, Mikas hus, och hälsade på honom. 
JDG.18.16	De sexhundra beväpnade daniterna ställde sig vid ingången, 
JDG.18.17	medan de fem män som varit och spionerat i landet gick in och tog den snidade gudabilden, efoden, husgudarna och den gjutna gudabilden. Prästen stod vid ingången, han och de sexhundra beväpnade männen. 
JDG.18.18	De fem gick in i Mikas hus och tog den snidade gudabilden, efoden, husgudarna och den gjutna gudabilden. »Vad tar ni er till?« sade prästen. 
JDG.18.19	De svarade: »Tyst, inga invändningar! Följ med oss och bli vår fader och präst. Är det bättre att vara präst hos en enda man än att vara det åt en stam och släkt i Israel?« 
JDG.18.20	Prästen blev förtjust och tog efod, husgudar och gudabild och följde med folket. 
JDG.18.21	De fortsatte sin väg med kvinnor och barn, boskap och dyrbarheter längst fram.
JDG.18.22	Daniterna hade redan hunnit ett gott stycke från Mikas hus när ett uppbåd av grannar till Mika kom ifatt dem. 
JDG.18.23	De ropade till daniterna, som vände sig om och sade till Mika: »Vad är det fråga om? Varför kommer du med ett sådant uppbåd?« 
JDG.18.24	Han svarade: »Ni tar gudarna jag låtit göra och prästen dessutom och ger er i väg. Ingenting har jag kvar, och ni undrar vad det är fråga om!« 
JDG.18.25	Daniterna sade: »Inte ett ord till! Männen här kan ta illa upp och ge sig på er, och då mister både du och de dina livet.« 
JDG.18.26	Sedan gick de sin väg. Mika insåg att de var starkare än han och vände tillbaka hem. 
JDG.18.27	Så tog daniterna de föremål som Mika hade gjort och prästen dessutom.
JDG.18.27	De kom fram till Lajish, till ett folk som hade det lugnt och tryggt. De högg ner folket och brände staden, 
JDG.18.28	och ingen kom till undsättning eftersom staden låg långt från Sidon och de inte hade något med andra människor att skaffa. Staden låg i dalen vid Bet-Rechov, och daniterna byggde upp den och slog sig ner där. 
JDG.18.29	De kallade staden för Dan efter sin anfader Dan, som var son till Israel; tidigare hette staden Lajish. 
JDG.18.30	Daniterna satte upp gudabilden, och Jonatan, ättling till Moses son Gershom, och Jonatans efterkommande var präster i Dans stam ända tills folket blev förvisat. 
JDG.18.31	De ställde alltså upp den gudabild som Mika hade gjort, och den stod kvar lika länge som Guds tempel fanns i Shilo.
JDG.19.1	På den tid då ingen kung fanns i Israel hade en levit slagit sig ner långt uppe i Efraims bergsbygd. Han tog sig en kvinna från Betlehem i Juda som bihustru. 
JDG.19.2	Hon blev arg på honom, lämnade honom och flyttade hem till sin far i Betlehem i Juda. Där blev hon kvar i fyra månader. 
JDG.19.3	Då gav sig mannen i väg efter flickan för att övertala henne att komma tillbaka. Han hade en tjänare med sig och ett par åsnor. Flickan släppte in honom i sin fars hus, och när fadern såg honom gav han honom ett hjärtligt mottagande. 
JDG.19.4	Svärfadern, flickans far, fick honom att stanna, och han blev kvar i tre dagar. De åt och drack och sov över där. 
JDG.19.5	På morgonen den fjärde dagen gjorde sig mannen resklar, men flickans far sade till sin svärson: »Skall du inte ha en bit mat att styrka dig med, innan ni ger er i väg?« 
JDG.19.6	Så de båda slog sig ner och åt och drack tillsammans. »Varför inte stanna här över natten och ha lite trevligt?« föreslog flickans far. 
JDG.19.7	Mannen var resklar, men på sin svärfars enträgna bön stannade han en natt till. 
JDG.19.8	På morgonen den femte dagen var han klar att gå, men flickans far sade: »Styrk dig först med något och vänta till i eftermiddag.« Och de båda satte sig och åt. 
JDG.19.9	Mannen var resklar, liksom hans bihustru och tjänare, då hans svärfar, flickans far, sade: »Det är snart kväll, stanna här över natten. Dagen lider mot sitt slut, stanna här över natten och ha lite trevligt. I morgon bitti kan ni ge er i väg, och sedan är du snart hemma.« 
JDG.19.10	Men mannen ville inte stanna över natten utan bröt upp. Han kom till en plats i höjd med Jevus, dvs. Jerusalem. Han hade ett par sadlade åsnor med sig, och hans bihustru var med honom.
JDG.19.11	De befann sig nära Jevus, och det började bli sent. Då sade tjänaren till sin husbonde: »Låt oss stanna i jevuseerstaden här och övernatta.« 
JDG.19.12	Men husbonden svarade: »Nej, vi skall inte stanna i en främmande stad, där folket inte är israeliter. Vi fortsätter till Giva.« 
JDG.19.13	Han sade till sin tjänare: »Vi hinner fram till någon annan plats, vi kan stanna över natten i Giva eller Rama.« 
JDG.19.14	De fortsatte, och i solnedgången var de i närheten av Giva i Benjamin, 
JDG.19.15	och de stannade där för att övernatta i Giva. När mannen kommit in i staden slog han sig ner på torget, men ingen erbjöd dem husrum för natten.
JDG.19.16	En gammal man var på väg hem om kvällen från arbetet ute på fälten. Han var från Efraims bergsbygd men hade slagit sig ner i Giva; folket där var benjaminiter. 
JDG.19.17	Den gamle fick se den resande där på torget och frågade: »Vart skall du, och var kommer du ifrån?« 
JDG.19.18	Mannen svarade: »Vi är på väg från Betlehem i Juda och skall långt upp i Efraims bergsbygd. Jag bor där men har varit på resa ända till Betlehem i Juda. Nu är jag på hemväg, men ingen vill ge mig husrum. 
JDG.19.19	Jag har halm och foder till åsnorna, herre, och bröd och vin åt mig och min kvinna och min tjänare. Vi har själva allt vi behöver.« — 
JDG.19.20	»Du är välkommen«, sade den gamle, »låt mig stå för allt du behöver. Här på torget får du i alla fall inte stanna över natten.« 
JDG.19.21	Han tog honom med sig hem och fodrade åsnorna. Och de tvättade fötterna, och de åt och drack.
JDG.19.22	Bäst de satt där i godan ro omringades huset av männen i staden, en samling skurkar. De bultade på dörren och ropade till den gamle som ägde huset: »Skicka ut mannen du har i ditt hus, vi skall ligga med honom.« 
JDG.19.23	Värden gick ut till dem och sade: »Bröder, jag ber er, gör inte något så ont. Den här mannen är gäst i mitt hus. Ni får inte begå ett sådant nidingsdåd. 
JDG.19.24	Men här finns min dotter, som är orörd, och hans bihustru. Låt mig skicka ut dem, så kan ni utsätta dem för vad ni vill. Men mot den här mannen får ni inte begå ett sådant nidingsdåd.« 
JDG.19.25	Männen vägrade att lyssna på honom. Hans gäst tog då sin bihustru och skickade ut henne till dem. Och de låg alla med henne, och de våldtog henne hela natten ända till morgonen. Först i gryningen lät de henne gå. 
JDG.19.26	Fram på morgonen kom kvinnan tillbaka. Hon föll ihop vid dörren till den gamles hus, där hennes man befann sig. Där blev hon liggande tills det var ljust.
JDG.19.27	På morgonen steg hennes man upp, öppnade dörren och gick ut för att fortsätta resan. Då fick han se sin bihustru ligga vid dörren med händerna på tröskeln. 
JDG.19.28	»Res dig upp, vi skall ge oss i väg«, sade han. Men han fick inget svar. Han lyfte upp henne på åsnan och begav sig hemåt.
JDG.19.29	När mannen kom hem hämtade han en kniv och tog sin bihustrus kropp och styckade den i tolv delar, som han sände ut till hela Israel. 
JDG.19.30	Männen han sände i väg skulle säga till alla i Israel: »Har något liknande skett alltsedan Israel drog ut ur Egypten och fram till i dag? Begrunda detta, håll rådslag och säg er mening!«
JDG.20.1	Alla israeliter, från Dan till Beer Sheva och från Gilead, drog ut, och menigheten samlades mangrant inför Herren i Mispa. 
JDG.20.2	Hövdingarna för folket, alla Israels stammar, infann sig när Guds folk kom samman, 400 000 väpnade män till fots. 
JDG.20.3	Benjaminiterna fick höra att israeliterna dragit upp till Mispa.
JDG.20.3	Israeliterna sade: »Berätta hur detta illdåd gick till!« 
JDG.20.4	Leviten, mannen till den dödade kvinnan, sade: »Jag kom till Giva i Benjamin med min bihustru för att stanna där över natten. 
JDG.20.5	På natten angrep Givas invånare mig och omringade huset. Mig tänkte de döda, och min bihustru våldtog de, så att hon dog. 
JDG.20.6	Då tog jag min bihustru och styckade henne och sände ut delarna till hela Israels område, eftersom ett så avskyvärt nidingsdåd hade begåtts i Israel. 
JDG.20.7	Israeliter, nu är ni alla samlade här. Håll rådslag om saken.«
JDG.20.8	Folket reste sig som en man och sade: »Ingen av oss går tillbaka! Ingen vänder hem igen! 
