GEN.1.1	I början skapade Gud himlarna och jorden.
EXO.12.35	Israeliterna gjorde precis som Mose sagt till dem. De bad egypterna om föremål av silver och guld och även om kläder. 
EXO.12.36	Och 
EXO.12.37	Israeliterna lämnade Ramses och gick till Suckot. Det var omkring 600 000 män som gick till fots, förutom alla kvinnor och barn. 
EXO.12.38	Många andra följde med dem och dessutom stora boskapshjordar, får och kor. 
EXO.12.39	De bakade bröd av degen, som de hade med sig från Egypten. Folket hade ju drivits ut ur Egypten och inte hunnit låta degen jäsa. De hade inte heller hunnit ta någon matsäck med sig.
EXO.12.40	Israeliterna hade bott i Egypten i 430 år, 
EXO.12.41	och det var på den sista dagen av det 430:e året som alla 
EXO.12.42	 vakade just denna natt för att föra ut dem ur landet. Denna 
EXO.12.44	men varje slav som köpts ska äta det om han har blivit omskuren
EXO.12.45	Ingen som tillfälligt bor hos er och ingen daglönare får äta det.
EXO.12.46	Det ska ätas i ett och samma hus utan att föra något ut ur huset och ni ska inte krossa något av dess ben. 
EXO.12.47	Hela Israel ska fira denna högtid.
EXO.12.48	Om det finns någon utlänning som bor tillsammans med er och vill fira 
EXO.12.49	Lagen gäller lika både för israeliten och för invandraren som bor bland er.”
EXO.12.50	Alla israeliterna följde alla de befallningar 
EXO.12.51	Den dagen ledde 
EXO.13.2	”Helga allt förstfött åt mig, varje förstfödd son som kommer ur moderlivet bland israeliterna, liksom varje förstfött djur av hankön. De ska tillhöra mig.”
EXO.13.3	Då sa Mose till folket: ”Det här är en dag som ni alltid ska komma ihåg, den dag då ni lämnade Egypten och slaveriet. Det var ju med mäktig hand som 
EXO.13.4	Det är alltså på den här dagen i månaden aviv
EXO.13.5	När 
EXO.13.6	Under sju dagar ska du äta ojäst bröd. På den sjunde dagen ska det sedan hållas en stor fest till 
EXO.13.7	Alla de sju dagarna ska du äta osyrat bröd; det får inte heller finnas något jäst i ditt hem eller någon annanstans inom landets gränser.
EXO.13.8	Då ska du berätta för din son: ’Jag gör så här på grund av det som 
EXO.13.9	Likt ett märke på handen eller pannan
EXO.13.10	Håll alltså denna stadga varje år vid den bestämda tiden. 
EXO.13.11	När 
EXO.13.12	ska du ge 
EXO.13.13	En förstfödd åsna kan man lösa ut med ett får, men om du inte vill lösa ut den ska du bryta nacken av åsnefölet. Varje förstfödd son måste du däremot lösa ut.
EXO.13.14	När din son i framtiden frågar: ’Vad betyder allt det här?’ ska du säga: ’
EXO.13.15	Farao vägrade envist att släppa oss, och därför dödade 
EXO.13.16	Likt ett märke på handen eller pannan ska denna högtid vara en påminnelse om att 
EXO.13.17	När farao slutligen släppte folket, förde Gud dem inte genom filistéernas land trots att detta hade varit genaste vägen. Gud tänkte att folket kunde ändra sig om ett krig skulle hota och vilja vända tillbaka till Egypten. 
EXO.13.18	Gud ledde dem därför en annan väg som gick genom öknen mot Sävhavet. Israeliterna var ordnade som en armé när de lämnade Egypten.
EXO.13.19	Mose hade tagit med sig Josefs ben. Josef hade nämligen tagit en ed av israeliterna: ”När Gud tar sig an er, ska ni föra med er mina ben härifrån.”
EXO.13.20	När de lämnat Suckot slog de läger i Etam, just där öknen började. 
EXO.13.21	 ledde dem i en molnpelare om dagen för att visa dem vägen och med en eldpelare om natten för att lysa dem. På så sätt kunde de vandra både dag och natt, 
EXO.13.22	för molnpelaren gick ständigt framför dem om dagen liksom eldpelaren om natten.
EXO.14.2	”Säg till israeliterna att vända om mot Pi Hachirot mellan Migdol och havet mitt emot Baal Sefon och slå läger där vid havet. 
EXO.14.3	Farao kommer nämligen att tänka: ’Israeliterna har säkert gått vilse och irrar omkring i öknen utan att kunna ta sig därifrån!’ 
EXO.14.4	Än en gång ska jag låta farao bli hård och han ska förfölja dem. Jag ska visa min makt då jag krossar farao och hela hans armé. Egypterna ska då inse att jag är 
EXO.14.5	När kungen i Egypten fick veta att israeliterna hade flytt, ångrade han och hans hovmän sig. ”Vad är det vi har gjort genom att låta alla dessa israelitiska slavar ge sig iväg?” frågade de sig. 
EXO.14.6	Farao lät spänna för sin vagn och tog med sig sin armé. 
EXO.14.7	Han tog med sig de 600 bästa vagnarna, och alla de andra vagnarna i Egypten, bemannade med officerare. 
EXO.14.8	 förhärdade farao, kungen av Egypten, så att han förföljde israeliterna när de med friskt mod gav sig iväg. 
EXO.14.9	Egypterna, alla faraos hästar, vagnar och vagnsförare – hela armén var med i förföljandet. De hann upp Israels folk när de hade slagit läger vid havet nära Pi Hachirot framför Baal Sefon.
EXO.14.10	När farao närmade sig och folket fick syn på egypterna som tågade mot dem blev de förskräckta och ropade till 
EXO.14.11	De sa till Mose: ”Fanns det inte tillräckligt med gravar i Egypten eftersom du måste leda oss hit ut i öknen för att dö? Varför gjorde du detta mot oss och förde oss ut ur Egypten? 
EXO.14.12	Var det inte det vi sa att du skulle låta oss vara i fred och tjäna egypterna? Det var ju bättre att vara slavar i Egypten än att dö i öknen.”
EXO.14.13	Men Mose sa till folket: ”Var inte rädda! Stanna bara lugnt där ni är, så ska ni få se på vilket fantastiskt sätt 
EXO.14.14	 ska strida för er, och ni ska vara stilla.”
EXO.14.15	Då sa 
EXO.14.16	Lyft din stav! Räck ut den över havet och klyv det, och hela Israels folk ska gå över på torr mark genom havet. 
EXO.14.17	Jag ska göra egypternas hjärtan hårda, så att de följer efter er. Jag ska visa min makt på farao och hela hans armé med vagnar och vagnsförare. 
EXO.14.18	Egypterna ska inse att jag är 
EXO.14.19	Guds ängel, som hade vandrat framför Israels armé, flyttade sig nu och gick bakom dem. Molnpelaren som gick framför dem flyttade sig också bakom dem, 
EXO.14.20	så att den befann sig mellan Israels och Egyptens arméer. Hela natten gav den mörker men samtidigt ljus
EXO.14.21	När Mose räckte ut sin hand över havet, lät 
EXO.14.22	så att Israels folk kunde gå rakt igenom havet på torr mark medan vattnet stod som en mur på båda sidor om dem. 
EXO.14.23	Egypterna, alla faraos hästar, vagnar och vagnsförare – följde efter dem tvärs över havsbottnen. 
EXO.14.24	Men tidigt på morgonen såg 
EXO.14.25	Han lät hjulen på deras vagnar lossna
EXO.14.27	Mose räckte ut sin hand över havet, och vattnet vände på morgonen tillbaka till sitt normala läge. Egypterna flydde rakt mot vattenmassorna, men 
EXO.14.28	Vattnet återvände och täckte vagnarna och vagnsförarna och av hela faraos armé, vagnar och vagnsförare som förföljt israeliterna genom havet överlevde inte en enda person.
EXO.14.29	Men Israels folk vandrade genom havet på torr mark och vattnet stod som en mur på båda sidor om dem. 
EXO.14.30	På så sätt räddade 
EXO.14.31	När Israels folk såg den kraftgärning som 
EXO.15.1	Sedan sjöng Mose och israeliterna denna sång till 
EXO.15.1	”Jag vill sjunga till 
EXO.15.1	för högt är han upphöjd.
EXO.15.1	Han har kastat både häst och ryttare i havet.
EXO.15.2	och min sång, han har blivit min räddning.
EXO.15.2	Han är min Gud,
EXO.15.2	och jag vill prisa honom.
EXO.15.2	Han är min fars Gud.
EXO.15.2	Jag vill upphöja honom.
EXO.15.3	ja, 
EXO.15.4	Faraos vagnar och armé
EXO.15.4	har han kastat i havet.
EXO.15.4	Faraos ryktbara krigsmän
EXO.15.4	dränktes i Sävhavets vågor.
EXO.15.5	Vattenmassorna dränkte dem,
EXO.15.5	de sjönk som stenar i djupet.
EXO.15.6	Din högra hand, 
EXO.15.6	har en väldig makt.
EXO.15.6	Din högra hand
EXO.15.6	krossade fienden.
EXO.15.7	I ditt höga majestät
EXO.15.7	besegrade du dem
EXO.15.7	som vände sig mot dig.
EXO.15.7	Du visade din vrede
EXO.15.7	och den förtärde dem,
EXO.15.7	som elden bränner upp gräset.
EXO.15.8	Du blåste på vattnet
EXO.15.8	och det delade sig.
EXO.15.8	Vågorna reste sig som murar,
EXO.15.8	stelnade mitt i havet.
EXO.15.9	Fienden sa:
EXO.15.9	’Jag ska förfölja dem och hinna upp dem,
EXO.15.9	jag ska ta byte och fördela det,
EXO.15.9	jag ska ta hämnd på dem.
EXO.15.9	Jag ska dra mitt svärd,
EXO.15.9	min hand ska förgöra dem.’
EXO.15.10	Men du andades på dem,
EXO.15.10	och havet slog ihop över dem.
EXO.15.10	De sjönk som bly
EXO.15.10	i de väldiga vattnen.
EXO.15.11	Vem är som du, 
EXO.15.11	bland alla gudar?
EXO.15.11	Vem är så majestätisk och helig?
EXO.15.11	Vem är så fruktansvärd i härlighet?
EXO.15.11	Vem gör under som du?
EXO.15.12	Du räckte ut din hand,
EXO.15.12	och då svalde jorden dem.
EXO.15.13	I din nåd har du lett
EXO.15.13	det folk du befriade.
EXO.15.13	Med din makt har du fört det
EXO.15.13	till din heliga boning.
EXO.15.14	Folken hörde det och darrade.
EXO.15.14	Filistéerna greps av ångest.
EXO.15.15	Edoms furstar blev förskräckta.
EXO.15.15	Moabs mäktiga män darrade.
EXO.15.15	Kanaans invånare smälte ner av fruktan.
EXO.15.16	Skräck och ångest har kommit över dem.
EXO.15.16	Inför din väldiga arm
EXO.15.16	stod de förstenade,
EXO.15.16	medan ditt folk, 
EXO.15.16	det folk som du har befriat, passerade dem.
EXO.15.17	Du leder dem
EXO.15.17	och planterar dem på ditt eget berg,
EXO.15.17	på den plats du gjort till din boning, 
EXO.15.17	– i den helgedom, Herre, som dina händer grundlagt.
EXO.15.19	Faraos hästar, vagnar och vagnsförare försökte följa efter genom havet. Men 
EXO.15.20	Profetissan Mirjam, Arons syster, tog sin tamburin och de andra kvinnorna följde henne. De spelade på tamburiner och dansade. 
EXO.15.21	Mirjam sjöng för dem:
EXO.15.21	”Sjung till Herrens ära.
EXO.15.21	Han är högt upphöjd.
EXO.15.21	Hästar och vagnsförare
EXO.15.21	har han störtat i havet.”
EXO.15.22	Mose ledde Israels folk vidare från Sävhavet, och de kom ut i öknen Shur och gick där i tre dagar utan att hitta vatten. 
EXO.15.23	När de kom till Mara, kunde de inte dricka vattnet, för det var bittert. Det var därför platsen fick heta Mara.
EXO.15.24	Folket började anklaga Mose: ”Vad ska vi dricka?” frågade de. 
EXO.15.25	Mose ropade då till 
EXO.15.25	Det var där han gav lag och rätt åt folket och prövade dem. 
EXO.15.26	Han sa: ”Om du vill lyda 
EXO.15.27	Sedan kom de till Elim, där det fanns tolv källor och sjuttio palmer, och där vid vattnet slog de läger.
EXO.16.1	De lämnade Elim och fortsatte sin vandring in i öknen Sin mellan Elim och Sinai och de kom dit den femtonde dagen i andra månaden efter att de lämnat Egypten. 
EXO.16.2	Där började hela menigheten än en gång klaga på Mose och Aron. 
EXO.16.3	De sa: ”Tänk om 
EXO.16.4	Då sa 
EXO.16.5	När de på den sjätte dagen lagar vad de samlat in ska det vara dubbelt så mycket som de övriga dagarna.”
EXO.16.6	Mose och Aron meddelade israeliterna: ”I kväll ska ni inse att det var 
EXO.16.7	och i morgon ska ni få se 
EXO.16.8	Mose sa vidare: ”
EXO.16.9	Sedan sa Mose till Aron: ”Säg till hela Israels folk att komma fram inför 
EXO.16.10	Aron talade sedan till israeliternas menighet och när de vände sig mot öknen, uppenbarade sig 
EXO.16.12	”Jag har hört israeliternas klagan. Säg till dem: ’I skymningen ikväll ska ni få kött och imorgon ska ni mättas med bröd och då ska ni förstå att jag är 
EXO.16.13	Den kvällen kom en stor mängd vaktlar och täckte hela lägret och på morgonen låg det dagg runt omkring lägerplatsen. 
EXO.16.14	När daggen lite senare försvann, lämnade den kvar något tunt, frasigt
EXO.16.15	När israeliterna såg detta, frågade de varandra: ”Vad är det här?” De visste inte vad det var.
EXO.16.15	Mose svarade: ”Det är den mat som 
EXO.16.16	 har befallt att var och en ska samla in så mycket han behöver för sitt hushåll, ett omermått
EXO.16.17	Israeliterna gjorde så. Några samlade mer, andra samlade mindre. 
EXO.16.18	Och när de mätte upp vad de samlat i sina mått, hade de som samlat mycket inte för mycket, och de som hade samlat litet hade inte för lite. Alla hade samlat så mycket som de behövde.
EXO.16.19	Och Mose sa till folket: ”Lämna ingenting kvar till i morgon!” 
EXO.16.20	Men det fanns sådana som inte ville lyssna till Mose utan lämnade lite kvar till morgonen därpå. Men då var det fullt av mask och luktade illa och Mose blev arg på dem. 
EXO.16.21	Så samlade de mat varje morgon, var och en efter sitt behov, och när solen steg allt högre smälte det bort. 
EXO.16.22	På sjätte dagen samlade de dubbelt så mycket som vanligt, två omermått till var och en. Ledarna bland folket gick då till Mose och rapporterade detta.
EXO.16.23	Då talade han om för dem: ”Det är precis vad 
EXO.16.24	De sparade mat till nästa morgon, som Mose hade sagt, och då luktade den inte illa och det fanns ingen mask i den. 
EXO.16.25	Och Mose sa: ”Detta är er mat för idag, för detta är 
EXO.16.26	Samla alltså mat under sex dagar. Den sjunde dagen är sabbat, och då kommer det inte att finnas någon mat där ute.”
EXO.16.27	Några gick ändå ut på sabbaten för att samla mat men de fann ingen. 
EXO.16.28	Då sa 
EXO.16.29	Se, 
EXO.16.30	Efter det höll folket sabbatsvila den sjunde dagen.
EXO.16.31	Israeliterna kallade maten manna
EXO.16.32	Mose sa: ”
EXO.16.33	Därför sa han till Aron att skaffa ett kärl och hälla upp ett omermått manna i det och placera det inför 
EXO.16.34	Aron gjorde som 
EXO.16.35	Under fyrtio år åt israeliterna manna, ända tills de kom in i Kanaans land, som var bebott; de åt manna tills de kom till gränsen till Kanaan. 
EXO.16.36	En omer är en tiondels efa.
EXO.17.1	Hela Israels menighet lämnade öknen Sin och vandrade på 
EXO.17.2	Då började folket klaga på Mose och krävde: ”Ge oss vatten!” Mose frågade: ”Varför anklagar ni mig? Tänker ni sätta 
EXO.17.3	Men plågade av sin törst fortsatte de att klaga mot Mose: ”Varför förde du oss ut ur Egypten, så att vi skulle behöva dö här med våra barn och vår boskap?”
EXO.17.4	Då ropade Mose till 
EXO.17.5	 sa till Mose: ”Ta med dig några av de äldste i Israel och gå framför folket. Ta också med dig den stav du hade när du slog på Nilen. 
EXO.17.6	Jag ska stå framför dig där på klippan vid berget Horeb
EXO.17.7	Han kallade platsen Massa och Meriva
EXO.17.8	Vid Refidim kom amalekiterna och anföll Israel. 
EXO.17.9	Mose beordrade då Josua att kalla samman en grupp män till strid mot amalekiterna och sa: ”Imorgon kommer jag att stå på bergets topp med Guds stav i min hand.”
EXO.17.10	Josua gjorde som Mose hade sagt och gick alltså ut för att strida mot amalekiterna. Mose, Aron och Hur gick upp på berget. 
EXO.17.11	Så länge Mose orkade hålla upp sina händer hade Israel övertaget, men när han lät händerna sjunka ryckte amalekiterna fram. 
EXO.17.12	Mose blev trött i armarna, så de hämtade en sten som han kunde sitta på och sedan stod Aron och Hur på var sin sida om honom och höll upp hans armar ända till solnedgången. 
EXO.17.13	Josua och hans män besegrade amalekiterna med svärdet.
EXO.17.15	Då byggde Mose ett altare där och kallade det ”
