MAT.1.1	Livre d' la généalogie d' Jésus‐Christ, fis Dâvi, fis Abĕrham.
MAT.25.22	L' cien qui' avait r'chu daeux talents, vìnt étout s' pĕrsèntaïr à li et lli dît: Signeur, vous m' avaîtes mis daeux talents entĕr les mâins; en v'chìn, d' côte chaeux‐là, daeux aûtĕrs qu' j' ai gâgnis.
MAT.25.23	Sen maître lli répounit: O bouan et fidéle serviteur, parç qu' ous avaïz étaï fidéle en p'tit d' chôse, j' vous établlirai sus bien d' aûtres: èntraïz dans la jouaie d' vote signeur.
MAT.25.24	L' cien qui n' avait r'chu qu' ùn talent, vìnt après chun'na, et lli dît: Signeur, je sais qu' ous êtes ùn dur houmme, qu' ous faites l' avoût où vous n' avaïz pas s'maï, et qu' ous r'cuilliz où vous n' avaïz mis rien;
MAT.25.25	Vlà pourqui coumme j' vous appĕrhèndais, j' ai étaï muchier vote talent dans la terre: le v'chìn, j' vous rends chu qui' était à vous.
MAT.25.26	Mais sen maître lli répounit: Maûvais et pĕrchaeux serviteur, vous savaîtes que j' fais l' avoût où j' n' ai pouìnt s'maï, et qu' je r'cuille où j' n' ai mis rien;
MAT.25.27	Vous d'vaîtes don mettre m'n argent entĕr les mâins des bànquiers, à ceulle fìn qu' étànt r'venu je r'halisse ôve usure chu qui' est à mé.
MAT.25.28	Qu' nou lli' ôte don l' talent qu' il a, et qu' nou l' baille au cien qui' a dix talents.
MAT.25.29	Car nou doûra à tous chaeux qui' ont dêjà, et il airont des biens à mouachiaux; mais pour le cien qui n' a pouìnt, nou lli' ôtera même chu qu' i semblle qu' il a.
MAT.25.30	Et qu' nou houle chu serviteur inutile‐là dans les ténébres de d'hors. Ch' est là qu' ill y' aira des plleurs et des grìnch'ments d' dents.
MAT.25.31	Ho quànd l' Fis d' l' houmme viendra dans sa majestaï, accompagni de tous l's ànges, i s' assiéra sus l' trône de sa guelouére.
MAT.25.32	Et quànd toutes les nâtions se s'ront assèmbllâies d'vànt li, i sépar'ra l's ùns d' ôve lĕs aûtres, coumme ùn bergier sépare les bĕrbis d' ôve les boucs:
MAT.25.33	Et i plléch'ra les bĕrbis à sa dêtre, et les boucs à sa gaûche.
MAT.25.34	Là‐d'ssus le Roué dira à chaeux qui s'ront à sa dêtre: V'naïz, vous qui' avaïz étaï bénis par men Pére, possédaïz l' royaûme qui vous a étaï préparaï d'pîs l' c'mènch'ment du monde.
MAT.25.35	Car j' ai ieue faïm, et vous m' avaïz dounnaï à màngier: j' ai ieue sét, et vous m' avaïz dounnaï à bére: j' ai ieue besoin de d'meure, et vous m' avaïz hébergi:
MAT.25.36	J' ai étaï nu, et vous m' avaïz r'grâie: j' ai étaï malade, et vous m' avaïz visitaï: j' étais en prîson, et vous êtes venu m' vée.
MAT.25.37	Là‐d'ssus les justes lli répond'ront: Signeur, quànd est‐che que j' vous avons veue aver faïm, et que j' vous avons dounnaï à màngier; ou aver sét, et que j' vous avons dounnaï à bére?
MAT.25.38	Quànd est‐che que j' vous avons veue sàns d'meure, et que j' vous avons hébergi; ou sàns hardes, et que j' vous avons r'grâie?
MAT.25.39	Et quànd est‐che que j' vous avons veue malade, ou en prîson, et qu' je simes venus vous visitaïr?
MAT.25.40	Et le Roué leû répond'ra: J' vous dis, et ch' est la véritaï, autànt d' fes qu' ous l' avaïz fait à l' égard de quiquiùn d' ches pus p'tits‐ichìn d' mes fréres, ch' est à mé‐même qu' ous l' avaïz fait.
MAT.25.41	Après chun'na i dira à chaeux qui s'ront à la gaûche: Allous‐en hors de ma veie, maûdits qu' ous êtes; allaïz au faeu éternel, qui' a étaï préparaï pour le gyablle et pour sĕs ànges.
MAT.25.42	Car j' ai ieue faïm, et vous n' m' avaïz pas dounnaï à màngier: j' ai ieue sét, et vous n' m' avaïz pas dounnaï à bére:
MAT.25.43	J' ai ieue besoin de d'meure, et vous n' m' avaïz pas hébergi: j' ai étaï sàns hardes, et vous n' m' avaïz pas r'grâie: j' ai étaï malade et en prîson, et vous n' m' avaïz pas visitaï.
MAT.25.44	Là‐d'ssus i lli répond'ront ossìn: Signeur, quànd est‐che que j' vous avons veue aver faïm, ou aver sét, ou sàns d'meure, ou sans hardes, ou malade, ou dans la prîson; et qu' j' avons mànqui d' vous assistaïr?
MAT.25.45	Mais i leû répond'ra: J' vous dis, et ch' est la véritaï, qu' autànt d' fes qu' ous airaïz mànqui d' faire ches services‐là à quiquiùn d' ches pus p'tits‐ichìn, vous avaïz mànqui d' les rendre à mé‐même.
MAT.25.46	Et à ch't haeure‐là ches‐chìn îront au torment éternel, et les justes dans la vie éternelle.
MAT.26.1	Jésus, quànd il aeut fini tous ches discours‐ichìn, dît à ses disciplles:
MAT.26.2	Vous savaïz qu' la pâque se f'ra dans daeux jours, et que l' Fis d' l' houmme s'ra livraï pour êtĕr crucifyaï.
MAT.26.3	Au même temps les prìnces des prêtres et l's àncians du peuplle s' assèmbllirent dans la cour du grànd‐prêtre qui' avait nom Caïphe;
MAT.26.4	Et i tìnrent conseil ensemblle pour trouvaïr moyen d' se saisìr par finesse de Jésus, et de l' faire mouarìr.
MAT.26.5	Et i disaient: I n' faut pas qu' che sét durànt la fête, d' crâinte qu' i n' s' éléve quique émeute parmi l' peuplle.
MAT.26.6	Ho Jésus, coumme il 'tait à Béthanie dans la maîson d' Simon l' lépraeux,
MAT.26.7	Une fâme vìnt à li ôve ùn vaissé d' albâtre pllaïn d' une huile de grànd prîx, qu' a' lli versit sus la tête, coumme il 'tait à tablle.
MAT.26.8	Et quànd i virent chun'na, ses disciplles s' en mârrisirent, et dirent: A qui bouan chutte perte‐là?
MAT.26.9	Car nou‐s‐airait peue vendĕr chu parfùm‐là bien cher, et en dounnaïr l' argent ès paures.
MAT.26.10	Mais Jésus, quànd i saeut chu qu' i disaient, leû dît: Pourqui' est‐che qu' ous enverraïz chutte fâme‐là? Chu qu' a' vient d' faire pour mé est une bouanne oeuvre.
MAT.26.11	Car vous avaïz tĕrjoûs des paures parmi vous; mais pour mé vous n' m' airaïz pas tĕrjoûs.
MAT.26.12	Et quànd alle a versaï chu parfùm‐là sus men corps, a' l' a fait pour m' ensevlìr d'vànt l' temps.
MAT.26.13	J' vous dis, et ch' est la véritaï, partout où ch't évàngile‐ichìn s'ra prêchi, ch' est pour dire, dans tout l' monde, nou r'cordera à la louànge de chutte fâme‐là chu qu' a' vient d' faire.
MAT.26.14	Là‐d'ssus ùn des douze, qui' avait nom Judas Iscariote, s'en allit trouvaïr les prìnces des prêtres,
MAT.26.15	Et i leû dît: Qui' est qu' ous voulaïz m' dounnaïr, et je l' mettrai dans vos mâins? Et il accordirent d' lli dounnaïr trente piéches d' argent.
MAT.26.16	D'pîs chu temps‐là, i trachait une occâsion sortablle pour le mettre entĕr leux mâins.
MAT.26.17	Ho l' prumier jour des pâins sàns l'vaïn les disciplles vìnrent trouvaïr Jésus, et lli dirent: Où' est qu' ous voulaïz que j' vous préparions chu qu' i faut pour màngier la pâque?
MAT.26.18	Jésus leû répounit: Allaïz dans la vìlle cîs un taï, et dites‐lli: L' maître vous envie dire: Men temps s' apperche; j' viens faire la pâque cîs vous ôve mes disciplles.
MAT.26.19	Les disciplles firent chu qu' Jésus leû‐s‐avait c'màndaï, et préparirent chu qu' i fallait pour la pâque.
MAT.26.20	Quànd don l' sér fut v'nu, i s' mît à tablle ôve ses douze disciplles.
MAT.26.21	Et coumme i màngeaient, i leû dît: J' vous dis, et ch' est la véritaï, qu' ùn d' vous que vlo m' trahira.
MAT.26.22	Chu qui l's attristit hardi; et châquiùn d' aeux s' mît à lli dire: S'rait‐che mé, Signeur?
MAT.26.23	I leû répounit: L' cien qui mét la maïn ôve mé dans l' pllat, est l' cien qui m' trahira.
MAT.26.24	Pour chu qui' est du Fis d' l' houmme, i s'en va, siévant chu qui' a étaï dit d' li; mais malheû à l' houmme par qui l' Fis d' l' houmme s'ra trahi: i vaûdrait mux pour li n' aver jamais étaï naï.
MAT.26.25	Judas, qui fut l' cien qui l' trahisit, pĕrnànt la parole, lli dît: Maître, est‐che mé? I lli répounit: Vous l' avaïz dit.
MAT.26.26	Ho tàndis qu' i soupaient, Jésus prìnt du païn; et quànd i l' aeut béni, i l' rompit, et l' baillit à ses disciplles, et leû dît, Pĕrnaïz, et màngiz chun'na: chun'chìn est men corps.
MAT.26.27	Et quànd il aeut prìns l' caliche, i rèndit grâces, le leû baillit, et dît: B'vaïz‐en tous:
MAT.26.28	Car chun'chìn est men sàng, l' sàng d' la nouvelle aillànce, qui s'ra versaï pour ùn grànd nombre pour la rémission des péchês.
MAT.26.29	Ho j' vous dis que je n' bérai pus d'ensormais d' chu frit‐ichìn d' la vigne, jusqu' à chu jour‐là que je l' bérai derché ôve vous dans l' royaûme de men Pére.
MAT.26.30	Et quànd il aeurent chàntaï l' càntique d'actions d' grâces, i s' en allirent à la montâigne dĕs oliviers.
MAT.26.31	Là‐d'ssus Jésus leû dît: J' vous s'rai à tous ch'ti gnett une occâsion d' scàndale; car il est écrit: J' frapp'rai l' bergier, et les bĕrbis du troupé s'ront à l' abanon.
MAT.26.32	Mais après qu' je s'rai ressuscitaï, j' îrai d'vànt vous en Galilâie.
MAT.26.33	Pierre lli répounit: Quànd vous s'raîtes pour tous l's aûtres ùn sujét d' scàndale, jamais vous n' le s'raïz pour mé.
MAT.26.34	Jésus là‐d'ssus lli dît: J' vous dis, et ch' est la véritaï, qu' en chutte même gnett‐ichìn, d'vànt que l' coq chànte, vous me r'nonch'raïz tres fes.
MAT.26.35	Mais Pierre lli dît: Quànd même i faûdrait mouarìr ôve vous, je n' vous r'nonch'rai pouìnt. Et tous l's aûtĕrs disciplles dirent étout la même chôse.
MAT.26.36	Là‐d'ssus Jésus gâgnit ôve aeux jusqu' à ùn endrét qui' avait nom Gethsémani; et i dît à ses disciplles: Assiévous‐ichìn tàndis que j' m' en îrai là pour pryaïr.
MAT.26.37	Et quànd il aeut prìns ôve li Pierre et les daeux fis d' Zébédée, i c'mènchit à s' égroutaïr, et à être en grànde afflliction.
MAT.26.38	A ch't haeure‐là i leû dît: M'n âme est triste jusqu' à la mort: restaïz ichìn, et villiz ôve mé.
MAT.26.39	Et quànd i s' fut en allaï un p'tit pus llen, i s' prosternit l' visage contĕr terre, pryit, et dît: Mon Pére, s' il est possiblle, faites que chu caliche‐ichìn pâsse llen d' mé: pour tout chun'na qu' il en sét pas coumme je l' veurs, mais coumme vous l' voulaïz.
MAT.26.40	I vìnt au but d' une achie où ses disciplles étaient, et coumme i les trouvit endormis, i dît à Pierre: Qui! vous n' avaïz pas peue viller une haeure ôve mé?
MAT.26.41	Villiz et pryaïz, à ceulle fìn qu' ous n' quéyiz pas en tèntâtion; l' esprit est prompt, mais la chair est fyaiblle.
MAT.26.42	I s' en allit acouore pryaïr une daeuxiême fes, et i dît: Mon Pére, si chu caliche‐ichìn n' sairait pâssaïr sàns qu' je l' béve, qu' vote volèntaï sét faite.
MAT.26.43	I r'virit après chun'na où il étaient, et les trouvit acouore endormis, parç que leux yux étaient app'sàntis d' soummeil.
MAT.26.44	Et quànd i l's aeut quittaïs, i s'en allit acouore pryaïr pour la trésiême fes, et i dît les mêmes paroles.
MAT.26.45	Là‐d'ssus i vìnt trouvaïr ses disciplles, et leû dît: Dormaïz à ch't haeure, et r'paûsous: v'chìn l' haeure qui' apperche, et l' Fis d' l' houmme s'en va étĕr mis dans les mâins des pécheurs.
MAT.26.46	L'vous, allons, l' cien qui dét m' trahìr est près d' ichìn.
MAT.26.47	I n' avait pas acouore fini ches mots‐ichìn, qu' Judas ùn des douze vìnt, et ôve li une route de gens armaïs d' épâies et d' bâtons, qui' avaient étaï envyaïs par les prìnces des prêtres, et par les àncians du peuplle.
MAT.26.48	Ho l' cien qui l' trahissait leû‐s‐avait dounnaï ùn sinal pour le counnítre, leû disànt: L' cien que j' baîs'rai, ch' est ch'tin'na‐même qu' ous trachiz: mettaïz les mâins sus li.
MAT.26.49	Ossitôt don i s' appĕrchit d' Jésus, et lli dît: Maître, j' vous salue. Et i l' baîsit.
MAT.26.50	Et Jésus lli répounit: M'n ami, qui' est qu' ous êtes venu faire ichìn? Et en même temps tous l's aûtĕrs s' avànchirent, s' houlirent sus Jésus, et mirent leux mâins sus li.
MAT.26.51	Là‐d'ssus ùn d' chaeux qui' étaient ôve Jésus, quànd il aeut mis la maïn sus s'n épâie, et qu' i l' aeut déhalâie, en frappit ùn des serviteurs du grànd‐prêtre, et lli copit une oreille.
MAT.26.52	Mais Jésus lli dît: R'mettaïz votre épâie à sa plléche; car tous chaeux qui prèndront l' épâie, mourront par l' épâie.
MAT.26.53	Créyous que je n' sairais pas pryaïr men Pére, et qu' i n' m' enverrait pas ichìn en même temps pus d' douze légions d' ànges?
MAT.26.54	Coumme est‐che don que l's écritures s' accomplliront, qui décllérent qu' i faût qu' vlà qui s' féche?
MAT.26.55	En même temps Jésus s' adĕrchit à chutte gaînelà, et leû dît: Vous êtes venus ichìn armaïs d' épâies et d' bâtons pour me prendre coumme si j' étais ùn voleû: j' étais tous les jours assis au milli d' vous, et j' ensignais dans l' templle, et vous n' m' avaïz pas arrêtaï.
MAT.26.56	Mais tout chun'na s' est fait à ceulle fìn qu' chu qu' les prophétes ont écrit fusse accomplli. Là‐d'ssus les disciplles l' abàndounnirent, et s' enfirent tous.
MAT.26.57	Ches gens‐là, quànd il aeurent mis leux mâins sus Jésus, l' emm'nirent cîs Caïphe, qui' était l' grànd‐prêtre, où les scribes et l's àncians étaient assèmbllaïs.
MAT.26.58	Ho Pierre le siévait d' llen jusqu' au belle d' la maîson du grànd‐prêtre; et quànd il y' aeut èntraï, i s' assiévit ôve les gens pour vée la fìn d' tout chun'chìn.
MAT.26.59	Entĕrtemps les prìnces des prêtres et tout l' conseil trachaient ùn faux témouégnage contĕr Jésus pour le faire mouarìr.
MAT.26.60	Et i n' en trouvirent pouìnt qui fusse suffisànt, bien qu' une route de faux témoins s' fussent offerts. A la fìn i vìnt daeux faux témoins,
MAT.26.61	Qui dirent: Ch'tin'chìn a dit: J' peux détruire le templle de Gyu, et le r'bâtir en tres jours.
MAT.26.62	Là‐d'ssus l' grànd‐prêtĕr se l'vit, et lli dît: Vous n' répounaïz rien à chu qu' chaeux‐chìn témoignent contĕr vous?
MAT.26.63	Mais Jésus n' disait mot. Et l' grànd‐prêtĕr lli dît: J' vous c'mànde par le Gyu vivànt d' nous dire s' ous êtes l' Christ, l' Fis de Gyu.
MAT.26.64	Jésus lli répounit: Vous l' avaïz dit: je l' sis: mais j' vous décllére qu' ichìn‐après vous verraïz l' Fis d' l' houmme assis à la dêtre d' la majestaï d' Gyu v'nìr sus les nuâies du cieil.
MAT.26.65	Là‐d'ssus l' grànd‐prêtre étrillit ses hardes, et i dît: Il a bllasphêmaï: qui' est qu' j' avons pus besoin d' témoins? Vous v'naïz d' ouìr l' bllasphême:
MAT.26.66	Qui' est qu' ous en pensaïz? I répounirent: Il a méritaï la mort.
MAT.26.67	Là‐d'ssus i lli bavirent au visage, et i touquirent sus li à caoups d' poing: et d' aûtĕrs lli baillirent des cllaques,
MAT.26.68	Et i disaient: Christ, prophétise‐nous, et dis qui' est qui' est l' cien qui' a touqui sus té.
MAT.26.69	Pierre entĕrtemps était d'hors assis dans l' belle; et une baisse s' appĕrchit, et lli dît: Vous étaîtes ossìn ôve Jésus d' Galilâie.
MAT.26.70	Mais i l' gnit d'vànt tout l' monde, et i dît: Je n' sais pas chu qu' ous dites.
MAT.26.71	Et coumme i sortait hors de l' us pour èntraïr dans l' porta, une aûte baisse qui l' vît dît à chaeux qui s' trouvirent là: Ch'tin'chìn était étout ôve Jésus d' Nâzareth.
MAT.26.72	Pierre le gnit une daeuxiĕme fes, disànt ôve ùn serment: Je n' counnîs pouìnt ch't houmme‐là.
MAT.26.73	Au but d' une p'tite achie chaeux qui' étaient‐là vìnrent, et dirent à Pierre: Il est seur qu' ous êtes étout d' ches gens‐là; car vote làngage vous fait assaïz counnître.
MAT.26.74	I s' mît là‐d'ssus à maûdire et à juraïr, et à dire qu' i n' avait aûcune counnîssànce de ch't houmme‐là; et ossitôt l' coq chàntit.
MAT.26.75	Et Pierre s' souvìnt d' la parole qu' Jésus lli' avait dite: D'vànt que l' coq chànte, vous me r'nonch'raïz tres fes. Et i sortit d'hors, et plleurit amaïrement.
MAT.27.1	Quànd l' matìn fut v'nu, tous les prìnces des prêtres, et l's àncians du peuplle juif, tìnrent conseil contĕr Jésus pour le faire mouarìr.
MAT.27.2	Et quànd i l' aeurent amarraï, i l' emm'nirent, et l' mirent entĕr les mâins d' Ponce‐Pilate, leû gouverneû.
MAT.27.3	Entĕrtemps Judas qui l' avait trahi, quànd i vît qu' il 'tait condamnaï, se r'pèntisit d' chu qu' il avait fait; et quànd i r'portit les trente piéches d' argent ès prìnces des prêtres et ès sénateurs,
MAT.27.4	I leû dît: J' ai péchi quànd j' ai trahi l' sàng innochent. I lli répounirent: Qui' est qu' vlà qui nous fait? ch' est votre affaire.
MAT.27.5	Là‐d'ssus i houlit ch't argent‐là dans l' templle, s'en allit, et s' pèndit.
MAT.27.6	Mais les prìnces des prêtres, quànd il aeurent prìns l' argent, dirent: I n' nous est pas permis de l' mettĕr dans l' tĕrsor, parç que ch' est l' prîx du sàng.
MAT.27.7	Et quànd il aeurent tìnt conseil là‐d'ssus, il en acatirent l' càmp d' un faiseû d' pot'rie, pour là s'pulture des étràngiers.
MAT.27.8	Ch' est pour chun'na qu' chu càmp‐là jusqu' à nos jours est app'laï Haceldama, ch' est pour dire, l' càmp du sàng.
MAT.27.9	Vlà coumme fut accompllie chutte parole‐ichìn du prophéte Jérémie: Il ont r'chu les trente piéches d' argent, qui' étaient l' prîx du cien qui' avait étaï mis à prîx, et d' qui il avaient fait l' marchi ôve les fis d' Israël;
MAT.27.10	Et i l's ont dounnâies pour en acataïr l' càmp d' ùn faiseû d' pot'rie, coumme le Signeur m' la ordounnaï.
MAT.27.11	Ho Jésus fut m'naï d'vànt l' gouverneû; et l' gouverneû l' ìnterrogit en ches mots‐ichìn: Etous l' roué des Juîs? Jésus lli répounit: Vous l' dites.
MAT.27.12	Et coumme il 'tait accûsaï par les prìnces des prêtres et l's àncians, i n' répounit rien.
MAT.27.13	Là‐d'ssus Pilate lli dît: Est‐che qu' ous n' oyiz pas d' combien d' chôses ches gens‐là vous accûsent?
MAT.27.14	Mais i n' répounit rien à tout chu qu' i paeut lli dire; de sorte que l' gouverneû en était tout étounnaï.
MAT.27.15	Ho l' gouverneû avait coûtume au jour d' la fête de Pâque d' libéraïr l' cien des prîsounniers que l' peuplle lli d'màndait;
MAT.27.16	Et dans chu temps‐là ill y' en avait ùn qui' était r'noummaï, et il avait nom Barabbas.
MAT.27.17	Coumme il 'taient don tous assèmbllaïs, Pilate leû dît: L' quaï est‐che qu' ous voulaïz que j' vous r'lâche, Barabbas, ou Jésus, qui' est app'laï Christ?
MAT.27.18	Car i savait bien que ch' 'tait par envie qu' i l' avaient mis entĕr ses mâins.
MAT.27.19	Entĕrtemps coumme il 'tait assis sus sen siége de justice, sa fâme envyit lli dire: N' ai rien à faire ôve chu juste‐là; car agnett j' ai ieue dans ùn songe ùn divers torment à cause de li.
MAT.27.20	Mais les prìnces des prêtres et l's àncians persuadirent au peuplle de d'màndaïr Barrabas, et d' faire mouarìr Jésus.
MAT.27.21	Quànd don l' gouverneû leû‐s‐aeut dit: L' quaï des daeux voulous que j' vous r'lâche? i lli répounirent: Barabbas.
MAT.27.22	Pilate leû dît: Qui' est don que j' f'rai d' Jésus, qui' est app'laï Christ?
MAT.27.23	I répounirent tous: Qu' i sét crucifyaï. L' gouverneû leû dît: Mais quaï mal a‐t‐i fait? Et i s' mirent à cryaïr acouore pus fort, disànt: Qu' i sét crucifyaï.
MAT.27.24	Pilate veyànt qu' i n' ŷ gâgnait rien, mais que l' brit crêssait d' pus en pus, s' fît apportaïr d' l' iaue, et s' lavànt les mâins d'vànt l' peuplle, i leû dît: J' sis innochent du sàng d' chu juste‐là: che s'ra à vous d' en répondre.
MAT.27.25	Et tout l' peuplle lli répounit: Qu' sen sàng r'quaie sus nous et sus nos éfànts.
MAT.27.26	Là‐d'ssus i leû r'lâchit Barabbas; et quànd il aeut fait fouittaï Jésus, i le r'mît entĕr leux mâins pour êtĕr crucifyaï.
MAT.27.27	Les soudards du gouverneû après chun'na m'nirent Jésus à la pllaid'rie; et là, quànd il aeurent assèmbllaï toute la gaîne,
MAT.27.28	I lli halirent ses hardes, et le r'vêtirent d' ùn mànté d' écarlate;
MAT.27.29	Et quànd il aeurent plléchi une courounne d' épines, i la lli mirent sus la tête, ôve ùn ros dans la maïn dêtre. Et quànd i s' furent mis à genouâix d'vànt li, i s' moquaient d' li, et disaient: Salut au roué des Juîs.
MAT.27.30	Et i lli bavaient au visage, et pĕrnaient l' ros qu' i t'nait, et lli' en frappaient la tête.
MAT.27.31	Quànd i s' furent d' même jouaïs d' li, i lli halirent chu manté d' écarlate‐là; et quànd i lli' aeurent r'mis ses hardes, i l' emm'nirent pour le crucifyaïr.
MAT.27.32	Coumme i sortaient, i rèncontrirent ùn houmme de Cyrène, qui' avait nom Simon, qu' i forchirent de portaïr la querouâïx d' Jésus.
MAT.27.33	Et quànd i vìnrent à l' endrét app'laï Golgotha, ch' est pour dire, l' endrét où l' crâne est,
MAT.27.34	I lli dounnirent à bére du vìn mêlaï d' fieil; mais quànd il en aeut goûtaï, i n' voulit pas en bére.
MAT.27.35	Quànd i l' aeurent crucifyaï, i chârirent ses hardes entre aeux, et les halirent au sort; à ceulle fìn qu' chutte parole‐ichìn du prophéte fusse accompllie: Il ont châraï entre aeux mes hardes, et ont halaï ma robe au sort.
MAT.27.36	Et quànd i s' furent assis, i l' gardaient.
MAT.27.37	I mirent étout au‐d'ssus d' sa tête la cause de sa condamnâtion écrite en ches mots‐ichìn: Ch' est Jésus l' Roué des Juîs.
MAT.27.38	En même temps nou crucifyit ôve li daeux voleux, l' ùn à sa dêtre, et l' aûtre à sa gaûche.
MAT.27.39	Et chaeux qui pâssaient par là l' abafouaient, et craoûlaient la tête,
MAT.27.40	Et lli disaient: Té qui détruis l' templle de Gyu, et qui le r'bâtis en tres jours, pourqui' est qu' tu n' te saûves pas té‐même? S' tu' es l' Fis d' Gyu, d'valle d' la querouâïx.
MAT.27.41	Les prìnces des prêtres s' moquaient étout d' li ôve les scribes et l's àncians, et i disaient:
MAT.27.42	Il a saûvaï l's aûtres, et i n' peut pas s' saûvaïr li‐même. S' il est l' Roué d' Israël, qu' i d'valle à ch't haeure d' la querouâïx, et j' crérons en li.
MAT.27.43	I mét sa fiànche en Gyu; si don Gyu l' aïme, qu' i l' délivre à l' haeure, pisqu' i dit: J' sis l' Fis d' Gyu.
MAT.27.44	Les voleux qui' étaient crucifyaïs ôve li, lli faisaient étout les mêmes r'preuches.
MAT.27.45	Ho d'pîs la sixiême haeure du jeur jusqu' à la neuviême toute la terre fut couverte de ténébres.
MAT.27.46	Et sus la neuviême haeure Jésus fît ùn grànd cri, et i dît: Eli, Eli, lamma sabacthani! ch' est pour dire: Mon Gyu, mon Gyu, pourqui' est qu' ous m' avaïz abàndounnaï?
MAT.27.47	Quiquiùns d' chaeux qui' étaient là, quànd i l' aeurent oui cryaïr coumme chun'na, disaient: Il appelle Elie.
MAT.27.48	Et ossitôt iùn d' aeux s' mît à courre, et il èmpllisit une éponge de vinaîgre; et quànd i l' aeut mise au but d' ùn ros, i lli' offrit à bére.
MAT.27.49	L's aûtĕrs disaient: Attèndaïz, véyons s' Elie viendra l' délivraïr.
MAT.27.50	Mais Jésus, quànd il aeut fait acouore ùn grànd cri, rèndit l' esprit.
MAT.27.51	En même temps l' vouéle du templle s' étrillit en daeux d'pîs l' haut jusqu' en bas: la terre trèmbllit: les roques se fèndirent:
MAT.27.52	Les s'pulcres s' ouvrirent; et une route de corps des sâints qui' étaient dans l' soummeil de la mort, ressuscitirent;
MAT.27.53	Et quànd il aeurent sorti d' leux tombes après sa résurrection, i vìnrent dans la vìlle sâinte, et furent veues d' une route de gens.
MAT.27.54	L' cèntigner, et chaeux qui' étaient ôve li pour gardaïr Jésus, quànd il aeurent veue l' trèmbllement d' terre, et tout chu qui s' pâssait, furent prìns d' ùn grànd effré, et dirent: Ch't houmme‐ichìn était véritabllement Fis d' Gyu.
MAT.27.55	Ill y' avait là étout une route de fâmes qui s' tenaient au llen, et qui' avaient siévu Jésus d'pîs la Galilâie, et qui pĕrnaient soin d' li;
MAT.27.56	Parmi lesquâilles ill y' avait Marie‐Mad'laïne, Marie mére de Jacques et de Jôseph, et la mère des fis d' Zébédée.
MAT.27.57	Viers le sér, ùn riche houmme d' la vìlle d' Arimathâie, noummaï Jôseph, qui' était étout disciplle de Jésus,
MAT.27.58	Vìnt trouvaïr Pilate, et quànd i lli' aeut d'màndaï l' corps de Jésus, Pilate c'màndit qu' nou l' lli baillisse.
MAT.27.59	Jôseph don, quànd il aeut prìns l' corps, l' env'loppit dans ùn bllànc lìncheur,
MAT.27.60	L' mît dans sa grotte, qui n' avait pas acouore servi, et qu' il avait fait câriaïr dans l' roc; et quànd il aeut roûlaï une grosse roque à l' èntrâie d' la grotte, i s' en allit.
MAT.27.61	Marie‐Mad'laïne, et l' aûte Marie étaient là, assises auprès d' la grotte.
MAT.27.62	L' lend'maïn qui' était l' pĕrchaïn jour du cien qu' nou‐s‐appelle la préparâtion du sabbat, les prìnces des prêtres et les pharisiàns, quànd i s' furent assèmbllaïs, vìnrent trouvaïr Pilate,
MAT.27.63	Et lli dirent: Signeur, j' nous simes souv'nus que ch't imposteur‐là a dit, quànd il était acouore en vie J' ressuscit'rai tres jours après ma mort!
MAT.27.64	C'màndaïz don qu' la grotte sét gardâie jusqu' au trésiême jour, d' crâinte que ses disciplles ne viengent dérobaïr sen corps, et n' dichent au peuplle: Il est ressuscitaï d' entĕr les morts; et d' même l' draïn abus s'rait piére que l' prumier.
MAT.27.65	Pilate leû dît: Vous avaïz une garde; allaïz, faites‐lé gardaïr coumme vous l' entèndraïz.
MAT.27.66	I s' en allirent don, et pour s' asseûraïr d' la grotte, il en scellirent la roque, et ŷ mirent une garde.
MAT.28.1	Mais quànd chutte s'mâine‐là fut pâssâie, l' prumier jour d' la pĕrchâine c'mènchait à pâine à llére, qu' Marie‐Mad'laïne et l' aûte Marie vìnrent pour vée la grotte.
MAT.28.2	Et tout d' ùn caoup i s' fît ùn grànd trèmbllement d' terre; car ùn ànge du Signeur d'vallit du cieil, et vìnt tournaïr la roque qui' était à l' èntrâie d' la grotte, et s' assiévit d'ssus.
MAT.28.3	Sen visage était r'llésànt coumme ùn écllair, et ses hardes bllànches coumme la neie.
MAT.28.4	Les gens d' la garde en furent prìns d' ùn taïll effré, qu' i d'vìnrent coumme morts.
MAT.28.5	Mais l' ànge s' adĕrchit ès fâmes, et leû dît: Pour vous n' cragniz pouìnt; car je sais qu' ous trachiz Jésus qui' a étaï crucifyaï:
MAT.28.6	I n' est pas ichìn: car il est réssuscitaï coumme i l' avait dit. V'naïz, et véyiz l' endrét où l' Signeur avait étaï mis;
MAT.28.7	Et hâtous d' allaïr dire à ses disciplles qu' il est ressuscitaï. Il îra d'vànt vous en Galilâie: ch' est là qu' ous l' verraïz: j' vous en avertis d' avànche.
MAT.28.8	Ches fâmes‐la sortirent ossitôt d' la grotte, prìnses d' effré et pllâines de jouaie; et i s' en allirent et s' mirent à courre pour en portaïr la nouvelle à ses disciplles.
MAT.28.9	En même temps Jésus s' mourtrit à iaeux, et leû dît: L' salut vous sét dounnaï. Et iaeux i s' appĕrchirent de li, lli' embrachirent les pids, et l' adorirent.
