MAT.1.1	Guijtz ni rusule' laj retoxpeṉgoldoo xten Jesucrist xi'n toDavid, xi'n toAbraham.
MAT.24.51	Dxejc siguinduxhni mosguijdxga, surilaagwnini te guidxagsa'ni sabeṉguijdxni, dxejc sonduxhni, chubejli reläjyni.
MAT.25.1	Räjpza Jesús:
MAT.25.1	―Pues xcäḻrnibee Dios najc si'c tzuu gunadxa'p nani cua' xcandilse'treni te huijreni te sa'. 
MAT.25.2	Gaii regunaaga nasiṉ, sgaiireni nayääl. 
MAT.25.3	Reni nayäälga sanäreni xcandilreni, niluxh direni nica' sijl se't. 
MAT.25.4	Niluxh reni nasiṉga sanäreni sijl se't te guze'creni neṉ xcandilreni. 
MAT.25.5	Sa'csi bi'nga di nidzuṉgaj, gunaaz bacaḻ regunadxa'pga, gudiejstireni. 
MAT.25.6	Dxejc si'cti garol yääl, biejn te xse' ni räjp: “Bi'n asiääd, coḻchäj, coḻchachaglojni.” 
MAT.25.7	Guiraa regunaare huistieguxuṉreni, dxejc bensa'creni xcandilreni, te cuaguijreni. 
MAT.25.8	Dxejc guigaii regunayääl räjpreni loj reni nasiṉ: “Coḻgunidxlaa te bo'c se't gusanijnu xcandilnu, sa'csi arlajzni jiuiini.” 
MAT.25.9	Dxejcti regunanasiṉ räjp lojreni: “Digacdini, dxejc dini gaḻ nicla par nuurnu nicla par la'tu. Coḻchäj cadro ruto'reni se't coḻchazii xse'ttu.” 
MAT.25.10	Laḻni sasii guigaii regunaa-nayäälga se't, bidzujṉ bi'n. Regunaa-siṉ ni cabäjz bi'n biunäjrenini lo sa', biäuuti ro lä'. 
MAT.25.11	Cheni bidzujṉ regunanayäälga, räjpreni: “Dad, Dad, baxhal ro lä'.” 
MAT.25.12	Dxejc räjpni lojreni: “Rniliä́pac lojtu, dina gumbeätu.”
MAT.25.13	Dxejc Jesús räjp lojreni:
MAT.25.13	―Coḻsusiṉza, sa'csi ditu gan nicla xhi dxej nicla xhi oṟ siääd Xi'n Dios ni gujc Niguii.
MAT.25.14	’Xcäḻrnibee Dios xhaguibaa najc si'c te bejṉ ni agojl guirii chääni zijt te biaj. Gurejdxni rexmosni, badeedni meel lojreni.
MAT.25.15	’Lo tejni badeedni si'cti gaii miḻ meel, lo steeni badeedni si'cti tio'p miḻ, dxejc steeni cua' te miḻ. Loj tejgani badeedni si'cti ni rujnni xhigab sajc gunnäjreni dzuun, dxejcti biriini xpiajni. 
MAT.25.16	Ni cua' gaii miḻ meel bejn te dzunro, bejnni gaan sgaii miḻ meel. 
MAT.25.17	Sigajcza ni cua' tio'p miḻ meel, bejnni gaan stio'p miḻ. 
MAT.25.18	Dxejcti ni cua' te miḻ meel, huicua'tzni xmeel xlam̲ni neṉ te gueed ni gudäänni lo yuj.
MAT.25.19	’Gudejdti balti bäii, dxejc gubi' xlam̲ remosga, bejnni cuent loj guiraareni. 
MAT.25.20	Che bidzujṉ ni cua' gaii miḻ meel, bidzuṉnäjni sgaii miḻ meel ni bejnni gaan, räjpni loj xlam̲ni: “Dad, baniidx guejblu gaii miḻ loä. Aree sgaii miḻ meel ni benä gaan.” 
MAT.25.21	Räjp xlam̲ni lojni dxejc: “Hueenca, mos hueen najclu, rusoobzalu xtidxä. Sa'csi gujclu beṉsa'c con te cos bäz, ṉaj sunidxä guinibeelu xhiroobru. Biu' loä, bibalaznäj narä.” 
MAT.25.22	Che bidzujṉni ni cua' tio'p miḻ meelga, räjpni loj xlam̲ni: “Baniidx guejblu tio'p miḻ meel loä, aree stio'p miḻ meel ni benä gaan.” 
MAT.25.23	Räjp xlam̲ni lojni: “Mbaj. Mos hueen najclu rusoobzalu diidx. Sa'csi gujclu beṉsa'c con te cosbäz, ṉaj sunidxä guinibeelu xhiroobru. Biu' loä, bibalaznäj narä.” 
MAT.25.24	Che bidzujṉ mos ni cua' te miḻ meel, räjpni lo xlam̲ni: “Dad, ananä najclu te bejṉ ni di gulazlajz; rca'lu cose'ch cadro dilu nibe'c binij, rutojpzalu cadro dilu nutie'ch binij. 
MAT.25.25	Ni'cni bidxebä, huicua'tzä xmeellu neṉ yuj. Niluxh axh aree xmeellu.” 
MAT.25.26	Dxejc räjp xlam̲ni lojni: “¡Mos guijdx, mos ploj! Najnlu rca'ä cose'ch cadro dina nibe'cä binij, rutopä cadro dina nutie'chä binij. 
MAT.25.27	Riäjḻ nisa'nlu xmelä neṉ te bancw te che nibi'ä nicasacä xmelä con xi'nni ni niujni gaan.” 
MAT.25.28	Dxejc räjpni loj reni suga' ro'c: “Coḻgudzucaj te miḻ meel ni ca'ni coḻgudeedni loj ni rajp tzuu miḻ meel. 
MAT.25.29	Sa'csi loj ni rajp sudedäru, niluxh ni xhet rajpdi sudzucaä tudxe'n nani rajpni.” 
MAT.25.30	Dxejc räjpni: “Coḻca' mosre ni xhet sajcdi, colguzäḻni lo yäḻnacäjy, cadro chu yäḻronduxh, näjza yäḻrajw reläjy bejṉ.”
MAT.25.31	’Che jiädsac Xi'n Dios ni gujc Niguii con yäḻrdimbicha' xtenni, siädnäni rexangl Dios. Dxejc sibejni lo troṉ ni rdimbicha' xtenni te guinibeeni. 
MAT.25.32	Dxejc sidojp nez lojni guiraa rebeṉ guedxliuj. Dxejc sibeni lojreni, silia'ni sa'reni si'c rujn te baxtoor cheni rbeni rexiil loj redxib, te rlia'reni loj sa'reni. 
MAT.25.33	Suzujni rexiil xladbeeni dxejc redxib xladbäjgwni. 
MAT.25.34	Dxejc säjb ṟeii loj reni suga' xladbeeni: “Coḻtaa, la'tu ni beṉle' Xtadä. Coḻjiu' lo yäḻrnibee ni guc-chee cheni guzoblojli guedxliuj. 
MAT.25.35	Sa'csi che calanä la'tu baniidx xhi gudauä, che cayolä, la'tu baniidx xhi gu'ä. Che cuanzaä si'c te beṉzijt, la'tu banidxlaatu cadro bia'nä. 
MAT.25.36	Che xheti xhabä, la'tu baniidxni, che gucxhuä, la'tu biädhuiitu narä, che guyu'ä neṉ latzguiib, biädhuiitu narä.” 
MAT.25.37	Dxejc sinii reni suga' xladbeeni, säjbreni: “Dad, ¿guc bahuiinu gulaanlu, baniidxnu xhi gudajwlu? ¿Guc bahuiinu cayojllu, baniidxnu xhi gu'lu? 
MAT.25.38	¿Guc bahuiinu najclu si'c te beṉzijt, baniidxnu cadro bianlaalu, o biäädx xhajblu, baniidxnu xhi gojtlu? 
MAT.25.39	O ¿guc bahuiinu cayacxhuulu, o yu'lu neṉ latzguiib, biophuiinu lojlu?” 
MAT.25.40	Dxejc ṟeiiga säjb lojreni: “Rniliä́pac lojtu, xhitis xhi bejntu loj te rexpeṉä ni rnii xtidxä mase proobreni, lagajc loä bejntu recosga.”
MAT.25.41	’Dxejc säjpzani loj reni suga' ladbäjgwni: “Coḻguibicaj loä, beṉguijdx, coḻchäj lo balduxh ni cayejc par tejpas ni cayejc par beṉdxab ni rnibee näjza rexpeṉdxabni. 
MAT.25.42	Sa'csi gulanä, luxh ditu nuniidx xhi niauä; biolä, per ditu nuniidx xhi niä'ä; 
MAT.25.43	cuanzaä si'c te beṉzijt, luxh ditu nunidxlaa cadro nia'nä, biädxza xhabä, niluxh ditu nuniidx xhi niacwä; gucxhuä, guyu'äza neṉ latzguiib, niluxh ditu niädhuii loä.” 
MAT.25.44	Dxejc laareni säjbreni: “Dad, ¿guc bihuiinu calaanlu, o cayojllu, o canzajlu si'c te beṉzijt, o cayäädx xhajblu, o cayacxhuulu, o yu'lu neṉ latzguiib, luxh dinu niacnäjlu?” 
MAT.25.45	Dxejc säjb ṟeiiga lojreni: “Rniliä́pac lojtu, loj xhitis ni ditu niacnäj rebejṉ ni rililajz xtidxä, mase proobreni naräni ditu niacnäj.” 
MAT.25.46	Dxejcti sij rebejṉre lo yäḻrusacsí par tejpas, per rebejṉ ni nadolajz, ni agule Dios, sijreni lo xcäḻnabajṉ Dios par tejpas.
MAT.26.1	Che gulujx gunii Jesús rediidxre, räjpni loj rexpejṉpacni:
MAT.26.2	―Anajntu stio'p dxejtis cayäädx gac lanij ni laa pascw. Luxh suteedreni narä, Xi'n Niguii ladzṉaa reni gucuaa narä lo crujz.
MAT.26.3	Dxejc bidojp rebejṉ ni rnibee rebixhojz, näjza remastr xten leii, näjza rebeṉgool lo rexpejṉ Israel. Lo xle' Caifás, ni rnibee loj rebixhojz, bidojpreni. 
MAT.26.4	Ro'c bachaagreni diidx xho guiniaazreni Jesús con yäḻrusguee, te ju'trenini. 
MAT.26.5	Luxh räjpreni lo sa'reni:
MAT.26.5	―Na'c jiennuni neṉ redxe lanij, te di gun rebejṉ bieiduxh.
MAT.26.6	Che yu' Jesús guedx Betania, rolijz Simón te bejṉ ni basiajcni che raḻ tiejxhni, 
MAT.26.7	ro'c gubig te gunaa lojni, ca'ni te vasguij ni laa onix, guidxani te perfum ni sajc melro. Che sobga' Jesús lo mex, bachajni perfum yejc Jesús. 
MAT.26.8	Che bahuii rexpejṉpacni xhi cayujnni, bidxe'chreni, gusloj cayäjpreni:
MAT.26.8	―¿Xhicuent casäḻxlia'ni perfumga? 
MAT.26.9	Perfumre niajc nido'ni, nirii xhidajl meel lojni te niacnäjni rebeṉproob.
MAT.26.10	Biejn diajg Jesús xhi caniireni, dxejc räjpni lojreni:
MAT.26.10	―¿Xhicuent cadxe'chnäjtu gunaare? Ni te coshueen najc dee nani bejnni loä. 
MAT.26.11	Ni guirasi dxej su' rebejṉ ni xhet rajpdi lojtu, peta narä guxii dxej su'ä lojtu. 
MAT.26.12	Nani bejn gunaare che bachajni perfumre guideb lagaa tiexhä, najcni par guzucheeni narä te guiga'tzä. 
MAT.26.13	Rniliä́pac lojtu, cadrotis gusule'reni xtidxä lo guideb guedxliuj, sujyreni diidx xcuent ni bennäj gunaare narä, te guinaj lajzreni gunaare.
MAT.26.14	Dxejc lo retzubitio'p rexpeṉpac Jesús birii tej ni laa Judas Iscariote, huininäjni rebejṉ ni rnibee loj rebixhojz, 
MAT.26.15	räjpni:
MAT.26.15	―¿Lac guniidxtu loä te gutedä Jesús ladzṉaatu?
MAT.26.15	Dxejc badeedreni gaḻbitzuu melpla't lojni. 
MAT.26.16	Dxjecli caguiil Judas xho gutedni Jesús lojreni.
MAT.26.17	Primer dxej lanij, dxej ni rajwreni yätxtiil ni di saguij, gubig rexpejṉpacni loj Jesús, räjpreni lojni:
MAT.26.17	―¿Caro rlajzlu chozucheenu te gaulu xchej xten lanipascw?
MAT.26.18	Dxejc räjpni lojreni:
MAT.26.18	―Coḻchäj lo guejdx rolijz te dade', coḻye'tz lojni: “Si'c naj Dad mastr: Asiäddzuṉgajxh xoṟni, ni'cni rolijzlu gaunäjni rexpejṉni xchej lanipascw.”
MAT.26.19	Bejnti rexpejṉpacni si'cni gunibee Jesús gac, bazucheereni xchej xten pascw.
MAT.26.20	Che biu' guxhijṉ, sobga' Jesús lo mex con retzubitio'p xpejṉpacni. 
MAT.26.21	Laḻ ni cayajwreni räjpni lojreni:
MAT.26.21	―Rniliä́ lojtu, yu' tejtu ni guto' narä.
MAT.26.22	Dxejc guc-huinduxh lajzreni, räjpreni lojni:
MAT.26.22	―Dad, ¿andi naräni?
MAT.26.23	Dxejcti räjp Jesús lojreni:
MAT.26.23	―Ni gaunäj narä neṉ tejtis pla't, laa ni'cni guto' narä. 
MAT.26.24	Xi'n Dios ni gujc Niguii sajc si'ctis ni caj loj guijtz xten Dios, per gunatiro bejṉ ni guto'ni. Huenru na'c niajl bejṉga.
MAT.26.25	Dxejcti gunii Judas, ni caguto' Jesús, räjpni:
MAT.26.25	―Mastr, ¿andi naräni?
MAT.26.25	Jesús räjp lojni:
MAT.26.25	―O'n, lujni.
MAT.26.26	Laḻ ni sobga'reni cayajwreni, guläs Jesús yätxtiil, badeedni xquixtios lo Dios, dxejcti gula'nini, badeednini loj rexpejṉpacni, räjpni:
MAT.26.26	―Coḻtajw; dee najc si'c tiexhä.
MAT.26.27	Dxejc guläsni te vas, badeedni xquixtios lo Dios, dxejcti badeednini loj rexpejṉpacni, räjpni:
MAT.26.27	―Guiraatu coḻyä', 
MAT.26.28	sa'csi dee najc si'c xtienä; ni'cni riannää́ la'tu te didxcoob, luxh rejnre sixe'ni xcuent xhidajl bejṉ te gusḻaanireni neṉ dojḻ. 
MAT.26.29	Luxh rniä lojtu, diruna yä'ä nis nani ṟii yejc uub, dxejlini yänäsacätu lo xcäḻrnibee Dios, Xtadä.
MAT.26.30	Che gulujx biḻreni te dij, biriireni, sääreni lo dajn ni laa Oliib. 
MAT.26.31	Dxejc räjp Jesús lojreni:
MAT.26.31	―Guiragajctu sactio'p lajztu xcuentä, susa'ntu narä naguxhijṉ sa'csi lo reguijtz xten Dios caj scree: “Sugu'treni baxtoor dxejc sire'ch rexiil.” 
MAT.26.32	Dxejc cheni guibaṉsacä lo rebeṉgut, ganidä cha'ä región Galilee, dxejcti jiädnajltu narä.
MAT.26.33	Dxejc räjp Pedr loj Jesús:
MAT.26.33	―Masque guiraareni cuälazlu, narä dina cuälazälu.
MAT.26.34	Dxejc räjp Jesús lojni:
MAT.26.34	―Rniliä́pac lojlu, lagajc guxhijṉre, nicla gajd guidgaii cuedxa', luxh luj alagulälazlu narä choṉ huält.
MAT.26.35	Räjp Pedr loj Jesús:
MAT.26.35	―Masque riäjḻ guetnää́lu, dina cuälazälu.
MAT.26.35	Dxejc sigajcza gunii guiraa rexpejṉpacni.
MAT.26.36	Dxejcti bidzujṉ Jesús näjza rexpejṉpacni te lajt ni laa Getsemaní, räjpni lojreni:
MAT.26.36	―Coḻcuésijc ree laḻ ni cuedx-guiniabä lo Dios.
MAT.26.37	Dxejc sanäni Pedr näjza guiṟo'p xi'n Zebedeo, luxh gusloj cayachuinduxh lajzni, cayu'zani yärsiaduxh. 
MAT.26.38	Dxejc räjpni lojreni:
MAT.26.38	―Te yäḻhuinduxh yu' lastoä; astoocanu agojl guetä. Coḻjia'n ree, coḻtie'ch bacaḻ lojtu.
MAT.26.39	Dxejc guzaj Jesús stla', guzuxhijbni dxejc basajb lojni lo yujli, gusloj cabedx-canabni lo Dios:
MAT.26.39	―Xtadä, palga sajcni, basanlaa tedcaj trabajwduxhre ni tedä, te na'c tedäni. Xhet si'cdi ni rlazä gacni; si'cpacni rlajzlu gac, si'c gacni.
MAT.26.40	Dxejcti gubi'ni cadro suga' guichoṉ rexpejṉpacni, che bidzujṉni ro'c, nagayejsreni. Räjpni lo Pedr:
MAT.26.40	―¿La di niajcdi nutie'chtu bacaḻ lojtu nicla teboṟ, ä? 
MAT.26.41	Coḻguibajṉ, coḻnab lo Dios te na'c jiajbtu neṉ dojḻ. Guliipacni, lastootu nadip, niluxh tiejxhtu rdxajg.
MAT.26.42	Gubi' Jesús stehuält, gurejdx-gunabni loj Dios, räjpni:
MAT.26.42	―Xtadä, palga digacdi tedcaj tedä trabajwre, sugacni si'ctis ni rlajzlu gacni.
MAT.26.43	Dxejc gubisacni, bidxälni rexpejṉpacni, nagayejsreni sa'csi yuduxh bacaḻ lojreni. 
MAT.26.44	Basaannireni, dxejc säsacni, gurejdx-gunabni lo Dios ni riojṉ huält, gunisacni lagajc rediidx ni guniini galoo. 
MAT.26.45	Dxejc huijni cadro suga' rexpejṉpacni, räjpni lojreni:
MAT.26.45	―¡N̲aj sii, coḻguejs, coḻgusilajz! Abidzujṉ oṟ ni gutedreni Xi'n Dios ni gujc Niguii ladzṉaa rebeṉdojḻ. 
MAT.26.46	¡Coḻchastie, coḻcho', colhuii! Asiääd nani guted narä ladzṉaa rebeṉdojḻ.
MAT.26.47	Laḻni canii Jesús bidzujṉ Judas, nani najc tej retzubitio'p xpejṉpacni. Bidzuṉnäjni xhidalduxh bejṉ ni ca' espaad, ni ca' gaṟo't, najcreni xpejṉ reni rnibee rebixhojz, näjza xpejṉ rebeṉgool xten rexpejṉ Israel. 
MAT.26.48	Judas, ni bato' Jesús, abadedxgaani te seen lojreni räjpni:
MAT.26.48	―Nani guchagro'ä, ni'c najc laani; coḻguiniazgajcni.
MAT.26.49	Dxejc gubigni loj Jesús, räjpni:
MAT.26.49	―Xchan, Dad Mastr.
MAT.26.49	Dxejc bachagro'ni lojni. 
MAT.26.50	Jesús räjp lojni:
MAT.26.50	―Xamigwä, ¿xhi siäädlu?
MAT.26.50	Dxejcti gubig rebejṉ lojni, gunaazrenini.
MAT.26.51	Per tej reni suganäj Jesús gulääni te spaad, batiu'ni diajg te mos xten rebixhojz ni rnibee. 
MAT.26.52	Dxejc räjp Jesús lojni:
MAT.26.52	―Guluchee xspaadlu loj xse'ni. Guiraa reni rucuanäj con spaad, lagajc con spaad guetreni. 
MAT.26.53	¿La ditu gan sajcza guiniabä lo Xtadä, luxh laani suxhaḻgajcni gayoṉbitzubitio'p miḻ xanglni gacnäj narä? 
MAT.26.54	Dxejc xho gac soob diidx ni caj lo reguijtz xten Dios ni rnixgaa riäjḻ gac guiraa recosre lagajc si'cni cayajcni.
MAT.26.55	Dxejc räjp Jesús loj rebejṉ xhidajlga:
MAT.26.55	―¿La siädnätu spaad näjza gaṟo't te guiniaaztu narä astoocanu nacä si'c te gubaan? Ni guirasi dxej gureä galäiitu, baluiätu neṉ guidoro, luxh ditu niniaaz narä. 
MAT.26.56	Niluxh guiraa recosre cayajc te soob rediidx ni caj lo reguijtz ni bacuaa redade' ni gunii xtidx Dios.
MAT.26.56	Dxejcti guiraa rexpejṉpacni basanxtebreni Jesús, baxuṉreni lojni.
MAT.26.57	Reni gunaaz Jesús huinänini nez loj Caifás, ni rnibee loj guiraa rebixhojz, bidzujṉreni cadro abidojp guiraa rebejṉ nani ruluii leii näjza rebeṉgool xten xpejṉ Israel. 
MAT.26.58	Dxejcti zit-zijt biädnajl Pedr rebejṉga, bidzujṉlireni lole' xten bixhojz ni rnibeega. Ro'c biu'ni, gurenäjni rexquixhajg bixhojzga te ro'c bia'nni te fiini xhini'c gac.
MAT.26.59	Reni rnibee rebixhojz, näjza rebeṉgool con guiraa reni rajp yäḻrnibee gusloj caguiilreni xhitis te diidx, masque xhet guliidini, te gucuaquijreni Jesús te guinibeereni guetni. 
MAT.26.60	Niluxh xhet bidxäldireni, luxh gubig xhidajl bejṉ, guniireni xhidajl didx-xhii xcuent Jesús. Dxejcti bidzujṉ tio'p dade' ni gunii didx-xhii, 
MAT.26.61	räjpreni:
MAT.26.61	―Niguiire gunii scree: “Narä sajc gutzuḻä guidoro xten Dios, sajcza gunchesacäni neṉ choṉ dxej.”
MAT.26.62	Dxejc gusulii dade' ni rnibee lo rebixhojz, räjpni loj Jesús:
MAT.26.62	―¿Xhicuent xhet rniidilu, ä? ¿Xhini'c canii reniguiire cagucuaquijreni luj?
MAT.26.63	Niluxh dxitis suga' Jesús. Dxejcti räjp dade' ni rnibee loj rebixhojz lojni:
MAT.26.63	―Rnibeä guiniliilu, guiniliipaclu con laj Gueb Dios nani nabajṉ. Gunii don, ¿la luj najc Crist, Xi'n Dios?
MAT.26.64	Jesús räjp lojni:
MAT.26.64	―Lagajc guejblu naj si'c. Niluxh empac rniä lojtu, desde ṉajli suhuiitu cueä narä Xi'n Dios ni gujc Niguii xladbee Dios ni rnibee, suhuiizatu jiälä lo reza ni tre' xhaguibaa.
MAT.26.65	Dxejc batiäjs dade' ni rnibee loj rebixhojz xhajbni, räjpni:
MAT.26.65	―¡Niguiire aguniyajni Dios con xtiidxni! ¿Xhiru testiigw rquiinnu? Abiejn diajgtu didxyaj xtenni. 
MAT.26.66	¿Xhi rchalotu?
MAT.26.66	Dxejc basejcreni diidx:
MAT.26.66	―¡Abiga'ni! Riäjḻ guetni.
MAT.26.67	Dxejc batiobxhejnreni lojni, gudijnrenini. Yu'reni gudajp lojni, 
MAT.26.68	räjpreni lojni:
MAT.26.68	―Palga najclu Crist, gunii chuni'c gudijnlu.
MAT.26.69	Laḻ ni cayajc reni'c, Pedr sobga' lole'. Dxejc gubig te dxape' ni rujn dzuun ro'c, räjpni lojni:
MAT.26.69	―Näjza luj cuansanäjlu Jesús, ni siääd nez Galilee.
MAT.26.70	Per di Pedr nicäjp nez loj guiraareni, räjpni:
MAT.26.70	―Dina ganä xhini'c caniilu loä.
MAT.26.71	Asii Pedr nez ro' puert, che bidxaagni stee dxape' ni rujn dzuun ro'c. Dxape're räjp loj reni suga' ro'c:
MAT.26.71	―Näjza dade're cuansanäj Jesús ni siääd Nazare't.
MAT.26.72	Dxejc basguee Pedr stehuält, räjpni:
MAT.26.72	―Rniliä́pac dina gumbeä dade'ga.
MAT.26.73	Che gojl sterate', gubig reni suga' ro'c loj Pedr, räjpreni:
MAT.26.73	―Guliini; näjza luj najclu te xpejṉni; huenliisi riejn diidx ni rniilu.
MAT.26.74	Dxejcti guslojni cagueni, caguzä'tni Dios, räjpni:
MAT.26.74	―Dipacna gumbeä niguiiga.
MAT.26.74	Guniitisni si'c, chela guredxa' te guidgaii. 
MAT.26.75	Dxejcru banalajz Pedr rediidx ni gunii Jesús lojni che räjpni: “Che gajdli guidgaii cuedxa', choṉ huält alaguniilu dilu gumbee narä.” Dxejc birii Pedr ro'c, gusloj cayonduxhni.
MAT.27.1	Che bianij lo guedxliuj, guiraa reni najc rebixhojz ni rnibee näjza rebeṉgool xten rexpejṉ Israel bia'nreni diidx xho gunreni ju'treni Jesús. 
MAT.27.2	Baliibrenini, guläärenini ro'c, huisa'nrenini loj Poncio Pila't, ni najc gubernadoor.
MAT.27.3	Dxejcti Judas, ni bato' Jesús, che bahuiini bacuaquijreni Jesús, basiejch lajzni, guc-huin lajzni, dxejc huidzu'ni gaḻbitzuu meel pla't loj rebixhojz ni rnibee näjza loj rebeṉgool. 
MAT.27.4	Räjpni:
MAT.27.4	―Banitduxhä lo Dios sa'csi bato'ä te bejṉ ni xhet bejndi.
MAT.27.4	Dxejc räjpreni lojni:
MAT.27.4	―Xhixh gunnu. Ni'c najc xcuentlu; lujti najn.
MAT.27.5	Dxejc bacuaa Judas meelga lo yuj neṉ guidoro, biriitini ro'c. Sas huijni, baliibni te duu guejnni, gojḻni lo te yajg, ro'cti gujtni.
MAT.27.6	Rebixhojz ni rnibee batojpreni meelga, räjpreni:
MAT.27.6	―Di gac di guizäḻnu meelre neṉ caj gojn sa'csi najcni xcuent xtiejn te bejṉ.
MAT.27.7	Dxejc bia'nreni diidx con meelga siireni te la' yuj xten te dade' ni runchee guejs te ro'c gucua'tzreni rebeṉzijt. 
MAT.27.8	Ni'cni ṉajli rniireni yujga: “Yurejn”. 
MAT.27.9	Si'c gusojb diidx ni gunii Jeremías, dade' ni gunii xtidx Dios galoo che räjpni: “Cua'reni gaḻbitzuu melpla'tga si'cti basoob rexi'n Israel sajc bejṉga. 
MAT.27.10	Con meelga guziireni yuj lo bejṉ ni runchee guejs, sigacni gunibee xtadnu Dios.”
MAT.27.11	Bidzuṉnäjreni Jesús loj Pila't ni najc gubernadoor. Dxejc gunabdiidxni, räjpni lo Jesús:
MAT.27.11	―¿La luj najc ṟeii xten rexpejṉ Israel, ä?
MAT.27.11	Räjp Jesús lojni:
MAT.27.11	―Najcni si'cni najlu.
MAT.27.12	Laḻni cabe'c rebixhojz ni rnibee näjza rebeṉgool rexquej Jesús xhetliidi guniidi Jesús. 
MAT.27.13	Dxejc räjp Pila't lojni:
MAT.27.13	―¿La di diajglu jiejn guiraa rediidx ni caniireni cagucuaquijreni luj, ä?
MAT.27.14	Per xhetliidi diidxdi basejc Jesús, nicla xcuent tejsi diidx ni bacuaquijrenini. Ni'cni bidxeloduxh gubernadoorga.
MAT.27.15	Neṉ redxe lanij rajpreni costumbr rusḻaa Pila't tej bejṉ ni cue rebejṉ loj reni yu' neṉ latzguiib. 
MAT.27.16	Neṉ redxejga guyu' te bejṉ ni sääb xtiidxni ni laa Barrabás. 
MAT.27.17	Cheni tre' guiraareni ro'c, gunabdiidx Pila't lojreni:
MAT.27.17	―¿Chuni'c rlajztu gusḻaä́, la susḻaä Barrabás o Jesús ni laa Crist?
MAT.27.18	Sa'csi najn Pila't rdxe'chlajzreni lo Jesús, ni'c bateedrenini lojni.
MAT.27.19	Laḻ ni sobga' Pila't lo yajgxhiil cadro rujnni yäḻguxhtis, baxhaḻ chäälni diidx lojni, räjpni:
MAT.27.19	―Xhet gundilu dade'ga ni xhet bejndi, sa'csi nuchej nadxuudx gunixcaḻä xcuentni.
MAT.27.20	Niluxh rebixhojz ni rnibee näjza rebeṉgool baquiilreni rebejṉ te gunabreni ḻaa Barrabás, näjza te guet Jesús. 
MAT.27.21	Dxejcti gunii gubernadoor stehuält, räjpni lojreni:
MAT.27.21	―¿Chu tej loj guiro'preni rlajztu gusḻaä́?
MAT.27.21	Dxejc guredxa'reni, räjpreni:
MAT.27.21	―¡Barrabás!
MAT.27.22	Gunabdiidx Pila't, räjpni:
MAT.27.22	―¿Xhi gunnää́ Jesús ni laaza Crist?
MAT.27.22	Guiraareni guredxa':
MAT.27.22	―Bacuaani lo crujz.
MAT.27.23	Dxejc räjp Pila't lojreni:
MAT.27.23	―¿Xhi latsiaj bejnni?
MAT.27.23	Niluxh laareni guredxa'rureni, räjpreni:
MAT.27.23	―¡Bacuaani lo crujz!
MAT.27.24	Che bahuii Pila't xlia'si caniini, alga gusloj rebejṉ cayujn te bieiduxh, cua'ni nis, gudiibni ṉaani nez lojreni, räjpni:
MAT.27.24	―Dina xcaquiä xtiejn bejṉre ni xhet bejndi. La'tu coḻhuii xho guntu. Xcuenttitu najcni.
MAT.27.25	Dxejc guiraa rebejṉga badzu' diidxre, räjpreni:
MAT.27.25	―Suxcaquijnu xtiejnni, nuurnu näjza rexi'nnu.
MAT.27.26	Dxejc basḻaa Pila't Barrabás, dxejc gunibeeni gudijnreni Jesús dxejc bateednini ladzṉaa rebejṉ te gucuaarenini lo crujz.
MAT.27.27	Dxejc huinä resoldaad xten gubernadoor Jesús lo pretoor, yu' cadro rujnreni yäḻguxhtis, ro'c batojpreni guiraa resa'reni. 
MAT.27.28	Dxejc gulääreni xhajbni, bashuajcwrenini te lad xniaa. 
MAT.27.29	Dxejc bencheereni te coroṉ guejch, basäḻrenini yejcni, basäḻreni te yabixijl ṉaani, xladbeeni, sas bazuxhijbreni nez lojni guslogajc caguxhisnäjrenini, räjpreni:
MAT.27.29	―¡Coḻlä'p xpala'n ṟeii xten rexpejṉ Israel!
MAT.27.30	Sas batiobxhejnreni lojni, cua'reni yabixijlga te ni'c batiäjlreni yejcni. 
MAT.27.31	Che gulujx baxhiznäjrenini, gulääreni lad xniaa ni najcwni. Dxejc bashuacwsacrenini lagajc xhajbni, sanätirenini te xcajni lo crujz.
MAT.27.32	Cheni sariireni, bidxaagreni te bejṉ ni siääd guedx Cirene, laani Simón, basguureni dade'ga xcrujz Jesús.
MAT.27.33	Che bidzujṉreni te lajt ni laa Gólgota, nani säloj: dan Calabeer, 
MAT.27.34	ro'c badeedreni bin nu'ch cuanlaa te gu' Jesús. Te bocbäztisni gu'ni, dxejc naaddiruni niä'nini.
MAT.27.35	Cheni abacuaareni Jesús lo crujz, gudzujt resoldaad yejc xhajbni, te si'c gudisreni xhajb Jesús cua'reni, te si'c guzojb diidx xten te dade' ni gunii xtidx Dios. 
MAT.27.36	Gurejtireni ro'c, gusloj canäjreni Jesús. 
MAT.27.37	Yejc crujzga bacuaareni te guijtz con letrro. Lo guijtzga rcaj xhini'c najc xtojḻ nani cayejt. Lo guijtzga caj: “Dee najc Jesús ṟeii xten rexpejṉ Israel.”
MAT.27.38	Näjza tio'p gubaan cuaj lo stio'p crujz con laani. Tejni cuaj lo te crujz xladbee Jesús, steeni cuaj xladbäjgwni. 
