MAT.1.1	Ulu lwe lukoono ulwa ulukolo lwa Yesu Kilisito umwisukulu va Daudi, umwisukulu va Abulahamu:
MRK.13.32	“Neke ikimunyi na ikivalilo asukuli yeakisele; nambi vanyivaha ava kuchanya nambi Umwana; pesi Dada hela yeiyena. 
MRK.13.33	Mwikomalilage mwikale miho, pakuva simukiseli ikimunyi icho kilava panili. 
MRK.13.34	Lwihwana nu umunu yeisaka ukuwuuka ulugendo yeakuyileka yeailesile ikaye yakwe neke avalagile na ukuvagavila ifipigo avakami vakwe, na ukumulongela yula munyakugosa yula umwimilisi va umulyango ikalage miho. 
MRK.13.35	Lino mwikalage miho, pakuva simukiseli ikimunyi icha umunyakaye cheasila; ukutigila yilava pamihye, pakilo, apamwinga yilava mukilo mwilangali, kangi apamwi munzogolo mwesivika, nambi pamilawu. 
MRK.13.36	Mwikalage miho alonga ase avatinukise afike mugonelye tulo. 
MRK.13.37	Na isi senguvalongela nyenye, ndilongela na avangi mbevali ukutigila: Mwikalage miho!”
MRK.14.1	Lino yefyefisige filo fivili hela ukufika ikimunyi ikikomi icha i Pasaka na ikimunyi cha imikate je simihate uwuhahu. Avatambisi avavina na avigisi va indagilo vasakige ikigaho icha ukumwibata Yesu kwa kinyele sambi vamuwulage. 
MRK.14.2	Neke vatigile, “Tulamwibata ukumwibata pa ikimunyi ikikomi, valonga avanu vatugalukile.”
MRK.14.3	Yesu ahele ku Betaniya neke peali mukaye ya Simoni umutamwa uwukoma, ateng'eme pawulilo ilya, aasile umung'inetu yeakolye mumawoko gakwe ikisupa icha amafuta amanyakunung'ila wunofu kangi gamagobole molofu, swe akumuhululisa Yesu mumutwe gwakwe. 
MRK.14.4	Neke avanu avangi avebaho vavifile, vitigila, “Mbi ndawuli akwihesigila amafuta agindawe iga? 
MRK.14.5	Pakuva amafuta agindawe iga gake gagusiwa ukulutila magobole magana gadatu, neke vapelwe avamikaa!” Neke vamulonge fivi umung'inetu yula.
MRK.14.6	Neke Yesu avatigile, “Mumuleke; mbi ndawuli mukumufwahisa? Amije lukani lunofu. 
MRK.14.7	Pakuva avamikaa mwinawo mbepali, muhwanite ukuvatanga ulusika lulweluvesaga pemuwendite ukuvapigila wunofu. Neke nene si mba na nyenye mbepali. 
MRK.14.8	Umung'inetu uyu apigite lweawene lumuvaje alupige, agubakite umuvili gwangu amafuta amanofu angelanise nene ulwa ukutagwa kwangu. 
MRK.14.9	Nachene nene nguvalongela, bahaludalikwaga Ulukani Ulunofu mung'i mbeyili ndita na lulu lweapigite uyu salutambulwa kwa ukumwiwuka.”
MRK.14.10	Swe Yuda Isikalyote, uyumwi va vala vanyichumi na vavili, ahele kwa avatambisi avavina sambi amupituke Yesu kwa avene. 
MRK.14.11	Avatambisi avavina vavelige vipulika ulo neke vahekelele hilo, vamuhuvise ukumupela amagobole. Swe Yuda ivanga ukusaka ikilega na ulusika ulunofu sambi amupituke Yesu.
MRK.14.12	Ikimunyi cha ukutala cha ikimunyi ikikomi cha imikate je simihate uwuhahu, ipo pepene peyayidumulwa ing'olo ya Pasaka, avanyigendo vakwe vamuwusise vitigila, “Kwiyaga kwewiwenda tukakugelanikise ichakulya cha i Pasaka?”
MRK.14.13	Swe Yesu akuvatuma avanyigendo vakwe vavili akuvatigila, “Mubite muboma, na mumo mwitang'ana munu yumwi ategwe ikisilo cha ululenga mumufwatage yuyo, 
MRK.14.14	mbaka mukaye yeasakwingila, umo mumulongelage umunyakaye ukutigila, ‘Umwigisi itigila: ikaye ya avagenzi ndile i Pasaka na avanyigendo vangu?’ 
MRK.14.15	Nave avalagila ibwalo ingomi pachanya mbuyape wunofu. Ipo pemugelasage ichakulya.”
MRK.14.16	Avanyigendo vavelige vibita muboma, vafikite ndawe Yesu weavalonje. Swe vigelanisa i Pasaka. 
MRK.14.17	Chavelige kifika ikinyamiyhe, Yesu aasile pamwinga na vanyigendo vakwe vanyichumi na vavili. 
MRK.14.18	Na peviva pawulilo vilya, Yesu avalonje ukutigila, “Nachene nene nguvalongela, uyumwinga va nyenye amituka.” 
MRK.14.19	Swe vivanga ukuhuguvala, na ukumuwusa yumwi yumwi, “Napo ye nene?” 
MRK.14.20	Neke Yesu, avatigile, “Uyumwi va nyenye vanyichumi na vavili, yeilila inonge na nene mukinyandilo. 
MRK.14.21	Pakuva Umwana va Umunu akwibitilaga ndawe lweandikilwe, neke inalyo umunu yula yeakumupituka Umwana va Umunu! Luke luva ikiba umunu uyo alaleke ukuwoneka!”
MRK.14.22	Na lwevalisige pala pawulilo, Yesu inwe umukate, swe ifunyilila, swe imegula swe akuvapela itigila, “Mukote ugu gwe muvili gwangu.” 
MRK.14.23	Neke peinule ikinywelo swe ilumba, swe akuvapela; swe vinywela mbevali kicho. 
MRK.14.24	Swe akuvatigila, “Iyi ye danda yangu ya ulufingano, yeyikwitika ukwimila awolofu. 
MRK.14.25	Nachene nguvalongela nyenye sindilagele kangi nywe umuveleko gwa umusabibu mbaka ikimunyi kila chesanywa umupya kuwutwa wa Nguluvi.” 
MRK.14.26	Neke baho vavelige vakwimba ulwimbo, sweno vihuma vibita kukidunda cha imiseituni.
MRK.14.27	Yesu avalonje ukutigila, “Mbemuli nyenye mung'imbila ikilo icha neng'ino, pakuva lwandike: ‘Ndimutova umukwamila ng'olo, nasing'olo sitagalila.’ 
MRK.14.28	Neke peyesilibwike, sandongola ukubita ku Galilaya.” 
MRK.14.29	Petulo amutigile, “Nambi mbevali vakumbihila veve nu kukuleka, nene singubihila nda!” 
MRK.14.30	Nachene ngukulongela, “Ikilo iki, inzogolo wesiyilavika ulwakavili, veve uva ung'anite kadatu.” 
MRK.14.31	Neke Petulo awile ukwilapa, “Na lumbagile ukufwilasa na veve nambi ndahihyo singukana nda.” Na vanyigendo mbevali valonzile ndahihyo.
MRK.14.32	Swe vavelige vifika apono apitambulwa Getisemane. Yesu avatige avanyigendo vakwe, “Mwikale baha nene pengwifunya.” 
MRK.14.33	Neke avategule Petulo, Yakobo na Yohane; swe ivanga ukuhuguvala munumbula. 
MRK.14.34	Swe akuvalongela, “Nene nyuguve hilo munumbula ngwenda fwe, mwikalage baha kono we mwimiho.” 
MRK.14.35	Swe ibita pawutalo ludodo swe igwa panyi kinyalileme, neke avange ukwifunya ulwa, wone luke luhwane, alemwe ukwingila mu kivalilo cha uluteseko. 
MRK.14.36	Neke atigile, “Dada vangu, kwa mbesili sasihwana. Nyesekese ikinywelo iki cha uluteseko ulu ulwene salulava ndawe lwendiwenda nene. Ulwa luvelage ndawe lwewiwenda veve.”
MRK.14.37	Avelige ipiluka ku vanyigendo vakwe avadatu, avafikite vagonelye tulo. Swe akumuwusa Petulo, “Simoni! Mbi ugonelye? Ulemilwe pakwikala miho nave kivalilo kimwi?” 
MRK.14.38	Swe akuvalongela, “Mwikalage miho mwifunye sambi mulemwe ukwingila mu kugelwa. Inumbula yiwenda neke umuvili gwina muhwehwe.”
MRK.14.39	Ahele kangi kukwifunya ipilukila ing'ani sisila. 
MRK.14.40	Neke apiluke kangi, avafike vagonelye. Pakuva amiho gawo gegatimbite na tulo valemilwe ukumupitula nambi lukani.
MRK.14.41	Avelige akuvasila ulwa wudatu avatigee, “Pemugonelye tulo nu kusuupa? Lino lukwilye! Ulusika yelufikite! Umwana va Umunu ukutawulwa mumawoko ga vanu avanyanzanangifu. 
MRK.14.42	Muwuke, tubitage. Mulavage yula umunyakumituka yeahegelye.”
MRK.14.43	Ino Yesu we pealonga, Yuda yula uyumwi va vala avanyichumi na vavili, afikite na ililugu lya avanu vakolye amamage na ifisonzo. Avanu avevatumitwe na avatambisi avavina, na avigisi va indagilo na avavina va avanu. 
MRK.14.44	Yula Yuda umunyakumupituka Yesu yee avapelye ikilagilo: itigila, “Yula yendimunonela yemwene, yemwibatage na ukumutegula wunofu.”
MRK.14.45	Yuda avelige ifika hela, ahele kwa Yesu agolwike, na ukumutigila, “Mwigisi!” Swe akumunonela. 
MRK.14.46	Swe avanu vakumwibata Yesu, vakumupinga. 
MRK.14.47	Uyumwi va vala veve vimise na Yesu, ategwe ilimage lyakwe swe akumuputa ilipulikilo umukami va Umutambisi Umuvina. 
MRK.14.48	Yesu avatigee, “Mbi ndawuli, musile mukolye mamage na ifisonzo mukundibata nene witigila ndimuhiisi? 
MRK.14.49	Mbepali ndavesige na nyenye mu tembeli ngwigisa, na simwandibatigi. Leke luve sambi Uwandike Uwelu wukwilye.” 
MRK.14.50	Swe avanyigendo vakwe mbevali vikimbila vakumuleka iyena. 
MRK.14.51	Ino epwali umunyakilambo uyumwi yeamuminilige Yesu kono weafwite kinyasingo, nayuyo vasakige ukumwibata. 
MRK.14.52	Neke munyakilambo yula asupatuke akuguleka na gumwenda, swe ikimbila wufuula.
MRK.14.53	Swe vakumusindika Yesu kwa umutambisi Umuvina pala pe avatambisi avavina mbevali na avavina va avanu na avigisi va indagilo vevakong'ine. 
MRK.14.54	Petulo amufwatige Yesu kwa pataali swe akwingila mwidama ilya Umutambisi Umuvina, neke ateng'emale pamwinga na avanyigalu akota umoto. 
MRK.14.55	Avatambisi avavina mbevali na avavina va pawuhigilo mbevali vasakite uwolelesi wewumusongela Yesu ahigwe ukufwa neke wuve siwawoniki.
MRK.14.56	Avanu wolofu vevalonzile uwolelesi wa uwudesi vakumolelela Yesu, neke uwolelesi wawo wuve siwukwiyidikila wisutana pakomi. 
MRK.14.57	Neke avamwi viime, valonge uwolelesi wa uwudesi vitigila, 
MRK.14.58	“Twamupulike Umunu uyu itigila, ‘Ndenya itembeli iyasenzilwe na amawoko ga avanu, na mu filo fidatu nzenga iyingi yesinzenge na amawoko.’” 
MRK.14.59	Neke nabaho uwolelesi wawo wave siwikwiyidikisa nambi.
MRK.14.60	Swe Umutambisi Umuvina, akwima pagati, neke amuwuse Yesu, “Siwipitula lukani? Avanu iva vakukolelela kiki veve?” 
MRK.14.61	Neke Umwene akatwike sili siapitwi lukani. Umutambisi Umuvina amuwusise kangi, “Veve ye wi Kilisito, ve Mwana va Nguluvi umunyandolo?” 
MRK.14.62	Neke Yesu atigile, “Ena ye nene. Kangi samumuwona Umwana va Umunu ateng'eme kwiwoko ilya kundyo lya umunyaludali mbeluli akusa mumafufu ga kuchanya.” 
MRK.14.63	Swe ipo Umutambisi Umuvina, ivipa na ukudemulanga umwenda gwakwe gwealafwite na ukutigila, “Tuvapetusaka awolelesi veki kangi? 
MRK.14.64	Mumupulike lwe iliga Nguluvi! Lino nyenye mwitigila ndawuli?” Mbevali valonje pamwi uyu afwisage hela. 
MRK.14.65	Swe avanu vivanga ukumufunyila amati vakumudinda kumiho vakumutovanga na ukumutigila, “Tulongele yenani yeakutofile!” Na avanyigalu nawo vamutofile na ifipi.
MRK.14.66	Petulo lwealateng'eme pala pidama, uyumwi va avakami avang'inetu va umutambisi umuvina aasile. 
MRK.14.67	Avelige akumuwona Petulo akota umoto, amulafile, swe akumutigila, “Nayuveve uke pamwi na Yesu Umunasaleti.” 
MRK.14.68	Neke Petulo akane, “Sindiluseli, na singulukagula na lwe wilonga!” Swe Petulo iwuka pala, ibita pivala ulusika lulo inzogolo yavikite. 
MRK.14.69	Yula umukami umung'inetu avelige akumuwona kangi Petulo, avalonje avanu ave vimite pivala, “Umunu uyu nave muyawe va vavala.” 
MRK.14.70	Petulo akanite kangi. Pambele ludodo, avevimite pala vamutige Petulo, “Nachene veve wimuyavo, pakuva nayuveve wi Mugalilaya.”
MRK.14.71	Neke Petulo avange ukwifingulisa akwilapa, “Nene sindimuseli uyu yemwilonga ing'ani sakwe” 
MRK.14.72	Swe ipo inzogolo yivika lwa kavili. Neke Petulo iwuke lwealamulonje Yesu ukutigila, “We inzogolo siyilavika lwa kavili, uva umbihye kadatu.” Petulo lwamuvafile neke avembe ahulusage na inzihosi.
MRK.15.1	Neke peyekuche avatambisi avavina, pamwi na avavina va avanu na avigisi va indagilo, na vavahisi mbevali vakong'ane na ukulongana; neke vamupinge Yesu vamusindike na ukumutawula kwa Pilato. 
MRK.15.2	Neke Pilato amuwuse, “Veve ye veve ve Mutwa va Avayudaya?” Neke Yesu amupitule, “Veve ye ulonzile.”
MRK.15.3	Neke Avatambisi avavina vamusongele mu nzolofu. 
MRK.15.4	Neke kangi Pilato amuwuse Yesu, “Wimugaya ulwa ukupitula? Wonage iva vakukusongela nzolofu.” 
MRK.15.5	Neke Yesu siapitwi kinu swe Pilato isasavala.
MRK.15.6	Ino paikimunyi ikikomi icha i Pasaka Pilato avadindulilige uyumwinga va avanyandinde yevamuwendige. 
MRK.15.7	Sweno, epwali umunu uyumwi yatambuligwe Balaba yealasopitwe mundinde pamwi na avananzi avangi kwa ukusagasa liyowo na uwuwulasi. 
MRK.15.8	Neke vamalugu vamusile Pilato vakumusuka avapigile ndawe lwealasovye ukuvapigila. 
MRK.15.9	Neke avapitule, “Mwisaka nene ndimudindulile Umutwa va Avayudaya?” 
MRK.15.10	Pakuva alukagwe ulwa avatambisi avavina vevamulesile kulumwene kwa igila hela.
MRK.15.11	Neke avatambisi avavina vahele ukuvakuvilisa avanu vamusuke Pilato avadindulilage Balaba. 
MRK.15.12	Neke Pilato kangi avatigile, “Ino ngitage ndawuli na umunu uyu ye itambulwa Mutwa va Avayudaya?” 
MRK.15.13	Neke pevayove kangi, “Atumbikwage!” 
MRK.15.14	Neke Pilato avatigile, “Mbi wubi wuki? Weapigite?” Neke pevakoole mbevali, “Atumbikwage!”
MRK.15.15	Nave Pilato asakige ukwiyendelesa kwa avamalugu, swe akumudindulila Balaba. Ndawe alagilige Yesu vamutovangage ni imikungo iminyamifwa, ndawe amutawulige vakamutumbike.
MRK.15.16	Neke avanyigalu vamusogose Yesu mbaka kwivaha; swe vikong'ana avanyigalu mbevali pamwi. 
MRK.15.17	Neke vamufwike Yesu umwenda ugunyakilesi, neke vative ingela ya imifwa nayo vamufwikite kumutwe. 
MRK.15.18	Neke pevavange ukumuhungila, “Kamwene, ve Mutwa va Avayudaya!” 
MRK.15.19	Neke vamutove na ululasi kumutwe neke vamufunyile amati, neke vamufugamile na ukumusunyalila. 
MRK.15.20	Neke peyevamwelanzile, vamuwopwe isopeka neke vamufwike imyenda swe vakumusindika kukumutumbika.
MRK.15.21	Nawo vamung'ang'anise umulutilang'asi, Simoni uva ku Kilene yeahumige munanana, Udade va Isikanda na Lufo, sambi amuteguse umusalaba Yesu. 
MRK.15.22	Neke vamusindike apono apatambuligwe Goligota kwekutigila, “Apono apa ikibang'a”. 
MRK.15.23	Neke vamupelage idifayi inyanze na imanemane, neke Yesu abihile ukunywa. 
MRK.15.24	Swe ndawe vamutumbikige Yesu, neke vagave imyenda jakwe vitovela isimbi ye nani ategule iki. 
MRK.15.25	Ino che kivalilo cha wudatu, pevamutumbikige. 
MRK.15.26	Pepina uwandike uwa uluhigilo lwa Yesu uwitigila, “Umutwa va Avayudaya.” 
MRK.15.27	Pamwi na Yesu vatumbikwe avahiisi vavili, uyungi kwiwoko lya kundyo neke uyungi kung'igi. [ 
MRK.15.28	Na Uwandike Uwelu wakwilye wewitigila, “Avalilwe pamwi na avananzi.”]
MRK.15.29	Na vavala avalutilige mung'asi vamuligige viyunza imitwe jawo vitigila, “Aha! Vemunyakudenya itembeli na ukuyisenga mufilo fidatu! 
MRK.15.30	Wiponiage yuveve wike mumusalaba!” 
MRK.15.31	Swe avatambisi avavina na avigisi va indagilo vamwelange vitigila, “Aponise avangi, ilemwa ukwiponia yu mwene! 
MRK.15.32	Kumbi ye Kilisito, Umutwa uva Isilaeli! Ike lino uluhuma mu musalaba sambi tulave neke tufuuwe.” Na vavala avevatumbike pamwi nawo vamulisile ndahihyo.
MRK.15.33	Na pekifisile ikivalilo icha mutanda pamunyi kwave na lwisa mung'i mbeyili mbaka pa ikivalilo icha igonza. 
MRK.15.34	Neke paikivalilo icha igonza pelitegamwike Yesu akoolite kwihuga, “Eloi, Eloi, lama sabakitani?” Kwekutigila, “Nguluvi vangu, Nguluvi vangu, mbi ndawuli undesile?”
MRK.15.35	Neke avangi avevimile pevapulike vatigee, “Mulavage! Ikemela Eliya.” 
MRK.15.36	Neke uyungi akimbile, swe isopa idifayi inzasamufu neke avike mululasi swe akumunywesa itigila, “Leke tulave wone Eliya aasa amwise pasi!” 
MRK.15.37	Neke Yesu akoole akwihuga swe Umutima gwidumuka.
MRK.15.38	Neke ikibupa icha ilyenda lya i tembeli swe kidemuka kihuma pavili uluhuma kuchanya mbaka pasi. 
MRK.15.39	Umuvina uyumwi va avanyigalu yeeimite pawutalo pa Yesu amuwene peikoola nu kufwa, atigee, “Nachene Umunu uyu ake Mwana va Nguluvi!”
MRK.15.40	Ve povali na avang'inetu ave pataali mwavawo, epwali Maliya Magadalena, Salome na Maliya uyuve va Yakobo na Yose. 
MRK.15.41	Iva vamuninilige Yesu pee ku Galilaya, na ukumupigila, neke kangi na avang'inetu avangi avevahelelige pamwi na Yesu ku Yelusalemu.
MRK.15.42	Ikinyamihye yechekifikite. Icho che kimunyi icha ukwigelanisa ikilongola kusabato. 
MRK.15.43	Ipo aasile Yosefu uva ku Alimataya, umutambule uyumwi va pawuhigilo. Uyo yemwene nave awulavisige uwutwa wa Nguluvi wuuse. Ahele kwa Pilato wesakogopa, swe isuka apelwe umuvili gwa Yesu. 
MRK.15.44	Neke Pilato asasavale ukupulika ulwa Yesu yeafwe; neke amukemele umuvina va avanyigalu, amuwuse ulwa wone Yesu yeafwe lusika. 
MRK.15.45	Neke Pilato peyealukagwe ukuhuma kwa umuvina va avanyigalu ulwa Yeafwe, ndawe amutawulige Yosefu agutegule umufimba. 
MRK.15.46	Ipo Yosefu agusile isanda inofu swe akumwisa Yesu mumusalaba neke amufwike isanda neke amutage muwuvi uwe wuyave mwitalawe, neke adinde na iliganga pamulyango gwa ichanga. 
MRK.15.47	Maliya Magadalena na Maliya uyuve va Yose vapawene peali muvike.
MRK.16.1	Isabato yavelige yilutila Maliya Magadalena na Maliya uyuve va Yakobo, na Salome vagusile amafuta aginung'ilila wunofu sambi vabite vakagubake umufimba gwa Yesu. 
MRK.16.2	Vilaafile wemilawu, ikimunyi cha pa Jumapili, vahele kuchanga, ilisuva mwelihohomoka. 
MRK.16.3	Neke vavange ukwilonganza vavene, “Ye nani yeabidusa iliganga pala pa mulyango gwa ichanga?” 
MRK.16.4	Na vavelige vilava wunofu, valiwene iliganga libidukise palubali. (pakuva iliganga lye likomi kangi lisito) 
MRK.16.5	Swe vakwingila mugati muchanga vakumuwona umunyakilambo ateng'eme kwiwoko ilya kundyo, afwite umwenda umwelu, neke vasasavale.
MRK.16.6	Nave avatigee, “Mulasasavala. Mukumusaka Yesu Umunasaleti yevakamutumbike. Asilibwike asupali ipa. Mulavage peakemuvike. 
MRK.16.7	Lino mubitage, mukavalongele avanyigendo vakwe, nayi Petulo ukutigila, ilongola ukubita ku Galilaya. Uko kwe musakumuwona, ndawe lwealavalonje.”
MRK.16.8	Swe vihuma pivala, vikimbila uluhuma pachanga pakuva vevibatike na umuhwehwe kono we vikuvila. Sivamulonji nave munu lukani, pakuva wogopige.
MRK.16.8	[ 
MRK.16.9	Nave Yesu pe isilibuka, ikimunyi cha pa Jumapili, we pemilawu ilaje kwa Maliya Magadalena, yula yealamuhumise amasoka gimufung'ati. 
MRK.16.10	Umung'inetu uyo ahele kukuvalongela avayagwe mbevali, nawo vepevavemba na ukuyeyela. 
MRK.16.11	Nawo vavelige vipulika ulwa mumi, na yi Maliya Magadalena amuwene, sivafuuvitwi.
MRK.16.12	Na peyelulutye ulo, Yesu ilaje ku avanu avavili, we ina lwihwano lungi. Nawo vabitige kumigunda. 
MRK.16.13	Avanu iwo nawo vahele vakavalongele vala avangi. Navawo sivafuuvitwi.
MRK.16.14	Pambele Yesu ilaje kwa vala vanyigendo vanyichumi na yumwi pevalisige. Neke avakenyele ukwimila uwutalamu wawo na uwusito wa inumbula sawo pakufuuwa ing'ani isa mbevali vevavalongelige ukutigila asilibwike uluhuma kuvafwe. 
MRK.16.15	Swe akuvalongela, “Mubitage konivala mbekuli, mukadalikage Ulukani Ulunofu kwa mbevali. 
MRK.16.16	Yula yeyeavesaga ifuuwa na ukubatisiwa saapokwa, neke yesiifuuwa saahigwa. 
MRK.16.17	Na ifilagilo ifi figendasa na avifuuwa: mwitawa lyangu vahumya amasoka, valonga indongele ingenzi. 
MRK.16.18	Vibata inzoka, na vanywe mugoda mukali siwuvagita kinu nda. Vavavikila avatamwa amawoko gawo nawo vapona.”
MRK.16.19	Neke Umutwa avelige yalongine nawo, swe itegulwa kuchanya, na ukuteng'emala kwiwoko ilya kundyo kwa Nguluvi. 
MRK.16.20	Nawo vala avanyigendo vahesile, nawo vahele vakidalika mbekuli. Na Nguluvi apigige ifipigo pamwinga nawo, na ukusikangasa Ulukani ikola ifilagilo fyevagendasige nalo.]
LUK.1.1	Ve mutambule Teofilo: pakuva avanu wolofu vakandike kwa wupifu ing'ani sila sesapigike mwahwehwe.
LUK.1.2	Ndawe twetwivalongele na vala vevasiwene ing'ani iso mumiho gawo nu kudalika uluhuma pamuvango. 
LUK.1.3	Nayi nene mbwene lunofu ngwandikile kinyandolo veve ve mutambule pakuva ngisache isa nachene uluhuma pa muvango. 
LUK.1.4	Sambi na yuveve usikagule wunofu ing'ani isanachene.
LUK.1.5	Mumisika ja Helodi yeali Mutwa va mung'i ya mu Yudaya epwali umutambisi yeatambuligwe Sakaliya va mukilugu cha Abiya. Uvakwe atambuligwe Elisabeti nave emwegalwa mulukolo lwa Haluni umutambisi. 
LUK.1.6	Na mbevali we vavili vevagolofu pamiho ga Nguluvi, mbepali ve vinatifu mung'ani na indagilo mbesili isa Nguluvi. 
LUK.1.7	Navene vevagaya mwana pakuva Elisabeti e muguumba, kangi mbevali we vavili vevagogolo hilo.
LUK.1.8	Ikimunyi ikimwi, pelwe lutono lwa ikilugu chakwe ukupiga ikipigo icha uwutambisi mu tembeli ya Nguluvi. 
LUK.1.9	Ndawe imigendele wegiwali ija uwutambisi, ulutono lwamugwilye Sakaliya ingile mutembeli ya Umutwa akafung'ilise uwufumba. 
LUK.1.10	Na pakivalilo icha ukufung'ilisa uwufumba. 
LUK.1.11	Munyivaha va Umutwa amweleluche, imile ulubali lwa kundyo pifunyo peifung'ilisa uwufumba. 
LUK.1.12	Sakaliya avelige akumuwona atinwike na ukogopa. 
LUK.1.13	Neke munyivaha va Nguluvi amutigile, “Ulogopa, Sakaliya, pakuva ukwifunya ukusuka kwako kupulise na uvako Elisabeti akwegalila Umwana mukwamisi, ilitawa lyakwe akemelwa Yohane. 
LUK.1.14	Veve uva na luhekelelo na lukimililo na awolofu vahekelela ukwegalwa kwa uyo. 
LUK.1.15	Ava munu muvina pamiho ga Umutwa sisaanywa idifayi nambi kinu cha uwugaasi. Na uluhuma pe akali mwileme lya uyuve ava ina Umuhe Umwelu. 
LUK.1.16	Yuyo yavapilula avanu wolofu va mulukolo lwa Isilaeli kwa Nguluvi Umutwa vawo. 
LUK.1.17	Alongola kulu Mutwa ilongoswa mu ludali na umuhe ndawe Eliya. Sambi apitule inumbula sa avadadawo kuvana, avanosa avanyangagu vave na mahosa amagolofu paulo amuwuyapile avanu Umutwa vakwe.”
LUK.1.18	Neke Sakaliya amulongele munyivaha va Nguluvi, “Ndilukagula ndawuli ulukani ulo? Pakuva nene ndimugogolo na uvangu nave mugogolo.” 
LUK.1.19	Na yula munyivaha va Nguluvi amupitule, “Nene ndi Gabulyeli yengwimaga pa Nguluvi, anumite nzuse ngulongele veve ing'ani isi inofu. 
LUK.1.20	Ino wonage, uva wimunyakibubwi sulonga mbaka ikimunyi pesivasikwilye isi pakuva siufuuvitwi ing'ani sesikwila kumisika jakwe.”
LUK.1.21	Na avanu vamusindilige Sakaliya kono we visasavala ndawuli ifuvalila pa kuhuma mula mu tembeli. 
LUK.1.22	Peyahumite kwivala alemilwe ukulonga nawo. Neke pevalukagule ulwa ava awene kimbilumbilu mula mu tembeli. Neke avange ukuviganisa ni liwoko, swe isigala munyakibubwi.
LUK.1.23	Neke ulutono lwakwe lwave lwisila ukupiga mu Tembeli, Sakaliya apitwike ibita kukaye yakwe. 
