GEN.1.1	Hasieran, Jainkoak zeru-lurrak egin zituen
JOS.18.28	Tzela, Elef, jebustarren hiria —hau da, Jerusalem—, Gibea eta Kiriat-Jearim
JOS.18.28	Hori izan zen benjamindarren ondarea, senitarteka banatua.
JOS.19.1	Bigarrenez zotz egin eta Simeonen leinuko senitarteei egokitu zitzaien. Haien ondarea Judaren leinuarenaren erdian zegoen.
JOS.19.2	Hona hemen ondaretzat egokitu zitzaiena: Beer-Xeba, Xema, Molada, 
JOS.19.3	Hatzar-Xual, Bala, Ezem, 
JOS.19.4	Eltolad, Betul, Horma, 
JOS.19.5	Tziklag, Bet-Markabot, Hatzar-Susa, 
JOS.19.6	Bet-Lebaot eta Xaruhen: hamahiru hiri eta beraien herrixkak. 
JOS.19.7	Ain, Rimon, Eter eta Axan: lau hiri eta beraien herrixkak. 
JOS.19.8	Gainera, hiri horien inguruko herrixka guztiak Baalat-Beer hiriraino, hau da, Negeveko Ramateraino. Hori izan zen simeondarren ondarea, senitarteka banatua. 
JOS.19.9	Simeonen leinuaren ondarea Judaren lurralde-zatitik hartua zen, Judaren leinuarena handiegia baitzen beraientzat. Horregatik, Simeonen leinuak Judaren ondarearen barruan hartu zuen berea.
JOS.19.10	Hirugarrenez zotz egin eta Zabulonen leinuko
JOS.19.11	Handik mendebalderantz, Maralara igotzen zen eta, Dabexet ukituz, Jokneamen aurrean dagoen errekaraino heltzen. 
JOS.19.12	Saridetik ekialdera bihurtzen zen, Kislot-Taborreko mugetaraino; gero, Daberateraino luzatzen zen eta Jafiara igotzen. 
JOS.19.13	Handik ekialderantz jarraituz, Gat-Hefer eta Ita-Kazindik igarotzen zen eta Rimon aldera hartzen zuen, Nea aldera okertzeko. 
JOS.19.14	Gero, iparraldetik, Hanaton aldera itzultzen zen eta Iftah-El errekan bukatzen. 
JOS.19.15	Lurraldeak beste hauek ere hartzen zituen: Katat, Nahalal, Ximron, Idala eta Belen
JOS.19.16	Hori izan zen zabulondarren ondarea, senitarteka banatua, aipaturiko hiri eta herrixkak barne.
JOS.19.17	Laugarrenez zotz egin eta Isakarren leinuko
JOS.19.18	Hona hemen haien lurraldeak hartzen zuena: Izreel, Kesulot, Xunem,
JOS.19.19	Hafaraim, Xion, Anaharat, 
JOS.19.20	Rabit, Kixion, Ebetz, 
JOS.19.21	Remet, En-Ganim, En-Hada eta Bet-Patzetz. 
JOS.19.22	Muga, Tabor
JOS.19.23	Hori izan zen isakartarren ondarea, senitarteka banatua, aipaturiko hiri eta herrixkak barne.
JOS.19.24	Bosgarrenez zotz egin eta Axerren leinuko
JOS.19.25	Hona hemen haien lurraldeak hartzen zuena: Helkat, Hali, Beten, Akxaf, 
JOS.19.26	Alamelek, Amad eta Mixal. Mendebaldetik, muga Karmel
JOS.19.27	Gero, ekialderantz bihurtzen zen, Bet-Dagoneraino, eta, Zabulonen leinuaren muga eta Iftah-El harana iparraldetik ukituz, Bet-Emek eta Neieldik jarraitzen zuen, eta ezkerraldetik Kabul, 
JOS.19.28	Abdon, Rehob, Hamon eta Kanaraino luzatzen zen, Sidon hiribururaino helduz. 
JOS.19.29	Handik, Rama-ra eta Tiro gotorlekura bihurtzen zen; gero, Hosarantz jotzen zuen, Mediterraneo itsasoan bukatzeko. Mahlab, Akzib, 
JOS.19.30	Ako, Afek eta Rehob hiriak ere hartzen zituen; guztira hogeita bi hiri ziren, beren herrixkekin.
JOS.19.31	Hori izan zen axertarren ondarea, senitarteka banatua, aipaturiko hiri eta herrixkak barne.
JOS.19.32	Seigarrenez zotz egin eta Neftaliren leinuko
JOS.19.33	Haien muga Helefetik eta Tzaananimgo arteondotik hasi eta Adami-Nekeb eta Jabneelen zehar Lakumeraino heltzen zen, eta Jordan ibaian bukatzen; 
JOS.19.34	gero, mendebaldera itzultzen zen, Aznot-Taborrera, eta handik Hukokeraino heltzen. Mugak Zabulonen leinuaren lurraldea ukitzen zuen hegoaldetik, Axerrena mendebaldetik eta Jordan ibaia ekialdetik. 
JOS.19.35	Lurraldeak honako hiri gotor hauek zituen: Tzidim, Tzer, Hamat, Rakat, Genesaret, 
JOS.19.36	Adama, Rama, Hatzor, 
JOS.19.37	Kedex, Edrei, En-Hatzor, 
JOS.19.38	Iron, Migdal-El, Horem, Bet-Anat, Bet-Xemex; guztira hemeretzi hiri ziren, beren herrixkekin.
JOS.19.39	Hori izan zen neftalitarren ondarea, senitarteka banatua, aipaturiko hiri eta herrixkak barne.
JOS.19.40	Zazpigarrenez zotz egin eta Danen leinuko
JOS.19.41	Haien lurraldeak honako hiri hauek hartzen zituen: Tzora, Extaol, Ir-Xemex, 
JOS.19.42	Xaalabin, Aialon, Itla, 
JOS.19.43	Elon, Timnata, Ekron, 
JOS.19.44	Elteke, Gibeton, Baalat, 
JOS.19.45	Jehud, Bene-Berak, Gat-Rimon; 
JOS.19.46	baita Jarkon erreka
JOS.19.47	Lurraldeak, ordea, ez zuen Danen leinukoen menpe iraun. Horregatik, Lexem
JOS.19.48	Hori izan zen dandarren ondarea, senitarteka banatua, aipaturiko hiri eta herrixkak barne.
JOS.19.49	Lurraldea mugatu eta banatzen bukatu zutenean, israeldarrek Nunen seme Josueri ere eman zioten ondarea.
JOS.19.50	Jaunak agindu bezala, berak eskatua zuen hiria eman zioten, Timnat-Serah, alegia, Efraimgo mendialdean. Hiria berreraiki eta bertan jarri zen bizitzen Josue.
JOS.19.51	Horra hor, bada, Eleazar apaizak
JOS.20.1	Jauna honela mintzatu zitzaion Josueri:
JOS.20.2	«Esan israeldarrei: Izenda itzazue Moisesen bidez aipatu nizkizuen babes-hiriak
JOS.20.3	Norbait nahi gabe hiltzen duenak hiri horietan aurkituko du iheslekua. Hiri horiek izango dituzue babesleku, hildakoa mendekatzeko eskubidea duenarengandik
JOS.20.4	Hiltzaileak hiri horietako batera ihes egingo du eta, sarreran gelditurik
JOS.20.5	Mendeku-eskubidea duena atzetik badatorkio ere, ezin izango dute hiltzailea beraren esku utzi, nahi gabe hil baitu bere lagun hurkoa eta ez lehendik gorroto zuelako. 
JOS.20.6	Hiltzailea hirian geldituko da, elkartearen aurrean auzitara agertu arte edota aldi horretan karguan egongo den apaiz nagusia hil arte
JOS.20.7	Hona hemen, babes-hiri izateko hautatu zituztenak: Kedex, Neftaliko mendialdean, Galilean; Sikem, Efraimgo mendialdean, eta Kiriat-Arba —hau da, Hebron—, Judako mendialdean. 
JOS.20.8	Jordan ibaiaz beste aldera, Jerikotik ekialdera, Betzer aukeratu zuten, basamortuan, Rubenen leinuaren lautadan; Ramot, Galaaden, Gaden leinuaren lurraldean, eta Golan, Baxanen, Manasesen leinuaren lurraldean.
JOS.20.9	Horra hor, bada, israeldar ororentzat nahiz beraien artean bizi ziren etorkinentzat izendatu zituzten hiriak, norbait nahi gabe hiltzen zuenak haietara ihes egin eta mendeku-eskubidea zuenak hil ez zezan, harik eta elkartearen aurrean auzitara agertu arte.
JOS.21.1	Lebitarren senitarteburuak Eleazar apaizarengana
JOS.21.2	Xilora, Kanaan lurraldean, eta esan zieten: «Geu bizitzeko hiriak eta abereentzako larre-tokiak emateko agindu zuen Jaunak Moisesen bidez».
JOS.21.3	Orduan, israeldarrek, Jaunak agindu bezala, beren ondaretik hiriak, beren herri-lur eta guzti, eman zizkieten lebitarrei.
JOS.21.4	Zotz egin eta Kehaten senitarteei egokitu zitzaien lehenengo. Aaron apaizaren ondorengo lebitarrei Juda, Simeon eta Benjaminen leinuen hamahiru hiri atera zitzaizkien;
JOS.21.5	Kehaten ondorengoen gainerako senitarteei, berriz, Efraim eta Danen leinuen eta Manasesen leinu erdiaren hamar hiri; 
JOS.21.6	Gerxonen ondorengoen senitarteei Isakar, Axer eta Neftaliren leinuen eta Baxango Manasesen beste leinu erdiaren hamahiru hiri,
JOS.21.7	eta Merariren ondorengoen senitarteei Ruben, Gad eta Zabulonen leinuen hamabi hiri.
JOS.21.8	Jaunak Moisesen bitartez agindu bezala, israeldarrek zotz eginez izendatu zizkieten lebitarrei hiriak, herri-lur eta guzti.
JOS.21.9	Hona hemen, Juda eta Simeonen leinuen ondaretik
JOS.21.10	Lebiren seme Kehaten senitarteko ziren Aaronen ondorengoei atera zitzaizkien hiriak —beraiei egokitu baitzitzaien lehenbizi zortea—: 
JOS.21.11	Kiriat-Arba —hau da, Hebron— eta beraren herri-lurrak, Judako mendialdean (Arba Anaken aita zen); 
JOS.21.12	baina Hebron inguruko lautada eta herrixkak emanak zizkioten jabetzan Jefuneren seme Kalebi; 
JOS.21.13+JOS.21.14+JOS.21.15+JOS.21.16	eta babes-hiri zen Hebronekin eta beraren herri-lurrekin batera, Libna, Jatir, Extemoa, Holon, Debir, Axan, Juta eta Bet-Xemex. Juda eta Simeonen leinuen ondaretik, beraz, bederatzi hiri eta inguruko herri-lurrak eman zizkieten. 
JOS.21.17+JOS.21.18	Benjaminen leinuaren ondaretik, berriz, lau hiri —Gabaon, Geba, Anatot eta Almon— eta inguruko herri-lurrak eman zizkieten. 
JOS.21.19	Aaronen ondorengo apaizei, beraz, guztira hamahiru hiri eman zizkieten, eta beraien herri-lurrak. 
JOS.21.20	Kehaten ondorengo lebitarren gainerako senitarteei Efraimen leinuaren zenbait hiri atera zitzaien: 
JOS.21.21+JOS.21.22	babes-hiri zen Sikem, eta herri-lurrak, Efraimgo mendialdean, eta, gainera, Gezer, Kibtzaim eta Bet-Horon, eta beraien herri-lurrak; guztira lau hiri. 
JOS.21.23+JOS.21.24	Danen leinuaren ondaretik, berriz, lau hiri —Elteke, Gibeton, Aialon eta Gat-Rimon— eta herri-lurrak. 
JOS.21.25	Eta Manasesen leinu erdiaren ondaretik beste bi hiri —Taanak eta Ibleam— eta herri-lurrak. 
JOS.21.26	Beraz, Kehaten ondorengoen gainerako senitarteei, guztira, hamar hiri eman zizkieten, herri-lur eta guzti.
JOS.21.27	Gerxonen ondorengoen lebitar senitarteei bi hiri eman zizkieten Manasesen beste leinu erdiaren ondaretik: babes-hiri zen Golan, Baxanen, eta Beextera, beraien herri-lur eta guzti.
JOS.21.28+JOS.21.29	Isakarren leinuaren ondaretik, berriz, lau hiri —Kixion, Daberat, Tarmut eta En-Ganim— eta herri-lurrak. 
JOS.21.30+JOS.21.31	Axerren leinuaren ondaretik ere lau hiri —Mixal, Abdon, Helkat eta Rehob— eta herri-lurrak. 
JOS.21.32	Eta Neftaliren leinuaren ondaretik hiru hiri —babes-hiri zen Kedex, Galilean, Hamot-Dor eta Kartan— eta herri-lurrak.
JOS.21.33	Gerxonen ondorengo senitarteei, guztira, hamahiru hiri eman zizkieten, beraien herri-lur eta guzti.
JOS.21.34+JOS.21.35	Gainerako lebitarrei, hots, Merariren ondorengo senitarteei, lau hiri eman zizkieten Zabulonen leinuaren ondaretik: Jokneam, Karta, Rimon
JOS.21.36+JOS.21.37	Rubenen leinuaren ondaretik, berriz, lau hiri Jordanez beste aldera, Jeriko parean: babes-hiri zen Betzer, Jahtza, Kedemot eta Mefaat, herri-lur eta guzti
JOS.21.38+JOS.21.39	Gaden leinuaren ondaretik ere lau hiri —babes-hiri zen Ramot, Galaaden, Mahanaim, Hexbon eta Jazer— herri-lur eta guzti. 
JOS.21.40	Merariren ondorengo senitarteei, guztira, hamabi hiri eman zizkieten.
JOS.21.41+JOS.21.42	Beraz, israeldarrek berrogeita zortzi hiri eman zizkieten beren jabetzatik lebitarrei, hiri bakoitza beronen herri-lur eta guzti.
JOS.21.43	Horrela eman zion Jaunak Israel herriari beraren arbasoei zin eginez agindutako lurralde osoa
JOS.21.44	Jaunak lasaitasuna eman zien beren lur-muga osoan, beraien arbasoei zin egin bezala. Etsaietako batek ere ezin izan zien aurre egin, Jaunak eskura eman baitzizkien guztiak.
JOS.21.45	Jaunak israeldarrei egindako promes eder haietarik batek ere ez zuen huts egin, denak bete ziren.
JOS.22.1	Josuek Ruben eta Gaden leinuetakoei eta Manasesen leinu erdikoei dei egin 
JOS.22.2	eta esan zien: «Bete duzue Moisesek, Jaunaren zerbitzariak, agindu zizuen guztia eta egin duzue nire esana agindu dizuedan gauza guztietan. 
JOS.22.3	Urte luze hauetan ez dituzue zeuen herritarrak bakarrik utzi, Jaunaren, zeuen Jainkoaren, agindua arretaz betez. 
JOS.22.4	Orain, Jaunak, zuen Jainkoak, berak hitzeman bezala, zuen herritarrei atsedena eman dielarik, joan zaitezkete zeuen etxera, Moisesek, Jaunaren zerbitzariak, Jordanen ekialdean jabetzan eman zizuen herrialdera.
JOS.22.5	Baina saia zaitezte Moisesek —Jaunaren, zeuen Jainkoaren, zerbitzariak— emandako aginduak eta legea sutsu betetzen: maita ezazue Jauna, zeuen Jainkoa, ibili berak erakutsitako bidean, bete aginduak, bizi berari atxikiak eta zerbitza ezazue bihotz-bihotzez eta gogo osoz».
JOS.22.6	Josuek bedeinkatu eta bidali egin zituen, eta haiek beren etxera itzuli ziren.
JOS.22.7	Manasesen leinu erdi bati Moisesek lurraldea emana zion Baxanen; beste leinu erdiari, berriz, Jordanen mendebaldean eman zion Josuek lurraldea, gainerako israeldarren artean. Jordanen ekialdean bizi ziren Manasesen leinu erdikoei, etxera bidaltzeko bedeinkatu zituenean, 
JOS.22.8	esan zien Josuek: «Aberastasun handiak harturik zoazte etxera: abere-talde ugari, zilarra eta urrea, brontzea, burdina eta janzki asko. Bana itzazue senideen artean etsaiei kendutako harrapakinok».
JOS.22.9	Ruben eta Gaden leinuetakoak eta Manasesen leinu erdikoak, gainerako israeldarrak Xilon, Kanaan lurraldean, utzirik, Galaaderantz, Jaunaren aginduz Moisesek jabetzan eman zien lurralderantz, abiatu ziren. 
JOS.22.10	Jordan ingurura
JOS.22.11	Jakinarazi zieten israeldarrei Ruben eta Gaden leinuetako eta Manasesen leinu erdiko gizonek aldarea
JOS.22.12	eta israeldar elkarte osoa bildu zuten Xilon, leinu haiei erasotzeko asmoz. 
JOS.22.13	Aurrez, ordea, Pinhas, Eleazar apaizaren semea, bidali zieten Galaadera,
JOS.22.14	herriko hamar ordezkari lagun zituela, israeldar leinu bakoitzeko bat. Ordezkari haiek senitarteburu ziren Israelgo leinuetan. 
JOS.22.15	Ruben eta Gaden leinuetako eta Manasesen leinu erdiko gizonengana, Galaadera, heldu zirenean, esan zieten: 
JOS.22.16	«Jaunaren elkarte osoaren izenean diotsuegu: Zer da Israelen Jainkoaren kontra egin duzuen desleialkeria hori? Jaunarengandik aldendu zarete gaur: aldare hori zeuentzat eraikiz, Jaunaren kontra errebelatu zarete.
JOS.22.17	Ez al genuen aski Peor-ko bekatuaz? Oraindik ere bekatu haren ondorioak jasaten ari gara, Jaunaren elkarteak izurria jasan behar izan zuen arren.
JOS.22.18	Eta zuek Jaunarengandik aldentzen zarete gaur! Zuek gaur beraren kontra errebelatzeagatik, Jauna bihar haserretu egingo da Israel herri osoarekin.
JOS.22.19	Zuen jabetza den lurraldea kutsatua
JOS.22.20	Gogora ezazue Akan, Zerahen semea. Ez zuen leial jokatu, Jerikon dena suntsitzeko agindua hautsi zuelako, eta Israel herri osoak jasan behar izan zuen Jaunaren haserrea, erruduna bera bakarrik izan arren».
JOS.22.21	Ruben eta Gaden leinuetako eta Manasesen leinu erdiko gizonek erantzun zieten Israelgo senitarteburuei: 
JOS.22.22	«Ongi daki Jaunak, jainkoen Jainkoak, eta jakin beza Israelek ere! Jaunak, berarekiko desleial izan bagara eta beraren kontra errebelatu, zigor gaitzala oraintxe bertan!
JOS.22.23	Aldare hau Jaunarengandik aldentzeko, berorren gainean erre-opariak
JOS.22.24	Ez, ez dugu horretarako egin, kezkaturik gaudelako baizik, zuen ondorengoek gureei egunen batean hau esango ote dieten: “Ba al duzue zerikusirik Jaunarekin, Israelen Jainkoarekin? 
JOS.22.25	Zuen —Ruben eta Gaden ondorengoen— eta gure artean Jordan ibaia ipini zuen Jaunak mugatzat. Zuek ez duzue, beraz, zerikusirik Jaunarekin!” Horrela, zuen seme-alabek eragotzi egingo liekete gureei Jaunari gurtza ematea. 
JOS.22.26	Horregatik bururatu zaigu aldarea eraikitzea; ez, ordea, erre-opariak eta sakrifizioak eskaintzeko, 
JOS.22.27	gure eta zuen artean eta gure ondorengo belaunaldien artean ezaugarri izateko baizik; hau da, beraren tenpluan geure erre-opari eta elkartasun-opariak eskainiz Jaunari kultu eman nahi diogula adierazteko ezaugarri. Horrela, zuen seme-alabek ezin esango diete gureei Jaunarekin zerikusirik ez dutela.
JOS.22.28	Bihar edo etzi, guri nahiz gure ondorengoei horrelakorik esango baligute, guk erantzun ahal izango genuke: “Begira gure gurasoek Jaunari eraiki zioten aldarearen egiturari; ez da erre-opariak eta sakrifizioak eskaintzeko, gure eta zuen artean ezaugarri izateko baizik”. 
JOS.22.29	Ez dugu inola ere Jaunaren kontra errebelatu nahi izan, ez Jaunarengandik aldendu, ezta Jaunaren, gure Jainkoaren, egoitza aurrean dagoen aldareaz gainera, erre-opariak, labore-opariak eta gainerako sakrifizioak eskaintzeko beste bat eraiki ere».
JOS.22.30	Pinhas apaizak eta elkartearen ordezkariek —israeldar leinuetako hamar senitarteburuek— ontzat eman zuten Ruben, Gad eta Manasesen leinuetako gizonek emandako argibidea. 
JOS.22.31	Pinhasek, Eleazar apaizaren semeak, esan zien: «Orain badakigu Jauna geurekin dugula, ez baituzue beraren kontra horrelako desleialkeriarik egin. Horrela, Israel osoa libratu duzue Jaunaren zigorretik».
JOS.22.32	Ruben eta Gaden leinuetako gizonak utzirik, Pinhas, Eleazar apaizaren semea, eta herri-ordezkariak Galaadetik Kanaanera itzuli ziren, mendebaldeko israeldarrengana, eta gertatuaren berri eman zieten. 
JOS.22.33	Israeldarrek ontzat eman zuten azalpena eta Jauna goretsi zuten. Ez zuten berriro aipatu ere egin Ruben eta Gaden leinuetakoei erasotzea eta haien herrialdea hondatzea.
JOS.22.34	Ruben eta Gaden leinuetakoek «Ezaugarri» izena ezarri zioten aldareari, hau baitzioten: «Jauna Jainko denaren ezaugarri da gu guztiontzat».
JOS.23.1	Urte asko zen, Jaunak inguruko etsaiengandik libraturik, Israel bakean bizi zela. Josue zahartua zegoen, adinean aurreratua.
JOS.23.2	Orduan, Josuek Israel herri osoa, arduradunak, buruzagiak, epaileak eta funtzionarioak bildu eta esan zien: «Zahartua nago eta adinean aurreratua. 
JOS.23.3	Zeuek ikusi duzue nola jokatu duen Jaunak, zeuen Jainkoak, herri horiekin, zuei tokia egiteko. Izan ere, Jauna, zuen Jainkoa, borrokatu da zuen alde.
JOS.23.4	Zotz egin eta ondaretzat banatu dizkizuet, suntsitu nituen herrien lurraldeak ez ezik, baita oraindik gelditzen direnenak ere, ekialdean dagoen Jordan ibaitik mendebaldean dagoen Mediterraneo itsasoraino.
JOS.23.5	Jaunak, zuen Jainkoak, berak egotzi eta desjabetuko ditu, zuek beraien lurraldeen jabe egin zaitezten, Jaunak, zeuen Jainkoak, hitzeman dizuen bezala.
JOS.23.6	Izan bihotz eta bete arretaz Moisesen legearen liburuan idatzia dagoen guztia, ezertan ere saihestu gabe.
JOS.23.7	Ez nahasi zuen inguruan gelditzen diren arrotzekin, ez aipatu ere egin horien jainkoen izenak, ez egin zinik beraien izenean, ez gurtu eta ez ahuspeztu beraien aurrean.
JOS.23.8	Aitzitik, iraun ezazue Jaunari, zeuen Jainkoari, atxikirik, orain arte bezala.
JOS.23.9	Nazio handi eta indartsuak bota ditu Jaunak zuen aurretik; orain arte, batek ere ezin izan dizue aurre egin. 
JOS.23.10	Zuetako bat bakarrak mila etsairi ihes eragin ahal izan dio, Jauna, zuen Jainkoa, zuen alde borrokatu delako, berak esan bezala. 
JOS.23.11	Zeuen onerako, saia zaitezte Jauna, zeuen Jainkoa, maitatzen.
JOS.23.12	«Baina Jaunarengandik aldendu eta zuen inguruan bizi diren arrotzekin elkartzen bazarete, beraiekin ezkonduz eta harremanak izanez,
JOS.23.13	egon ziur, Jaunak, zuen Jainkoak, ez duela herri horiek zuen aurretik botatzen jarraituko. Sare eta tranpa izango dituzue, saihetsean eztenkada eta begietan arantza bezain mingarri, Jaunak, zeuen Jainkoak, eman dizuen lurralde eder honetatik zuek desagerrarazi arte.
JOS.23.14	«Ni banoa, denak joan ohi diren bidean. Zuek aitor ezazue, bihotz-bihotzez eta gogo osoz, Jaunak, zuen Jainkoak, eginiko agintzari ederretatik batek ere ez duela huts egin: dena bete zaizue; Jaunak hitzemandako ezer ere ez da hutsean galdu.
JOS.23.15	Bada, Jaunak, zuen Jainkoak, eginiko promes eder guztiak bete zaizkizuen bezala, halaxe beteko dizkizue bere mehatxuak ere, Jaunak, zeuen Jainkoak, emandako lurralde eder honetatik desagerrarazi arte.
JOS.23.16	Jaunak, zuen Jainkoak, zuekin egindako ituna hausten baduzue eta jainko arrotzak gurtzen eta beraien aurrean ahuspezten hasten bazarete, piztuko da Jaunaren haserrea zuen kontra eta berehala desagertuko zarete eman dizuen lurralde eder honetatik».
JOS.24.1	Josuek Israelgo leinu guztiak bildu zituen Sikemen
JOS.24.2	Josuek esan zion herri osoari:
JOS.24.2	—Hau dio Jaunak, Israelen Jainkoak: «Zuen arbasoak, Terah eta beronen seme Abraham eta Nahor, Eufrates ibaiaren beste aldean bizi ziren antzina, eta beste jainko batzuk gurtzen zituzten.
JOS.24.3	Eufrates ibaiaz beste aldetik hartu eta Kanaan lurraldean barrena ibilarazi nuen zuen aita Abraham. Semea eman nion, Isaak, eta ondorengotza ugaldu.
JOS.24.4	Isaaki bi seme eman nizkion: Jakob eta Esau. Esauri Seir mendialdea eman nion jabetzan; Jakob eta beronen semeak, berriz, Egiptora jaitsi ziren.
JOS.24.5	Gerora, Moises eta Aaron bidali nituen, Egipto zigortu nuen neure ekintzaz, eta zuek handik irtenarazi.
JOS.24.6	Zuen arbasoak Egiptotik irten eta itsasoraino heldu ziren. Egiptoarrek pertsegitu egin zituzten Itsaso Gorriraino, beren guda-gurdi eta zaldiekin.
JOS.24.7	Zuen arbasoek oihu egin zidaten, eta nik ilunpea jarri nuen haien eta egiptoarren artean, eta itsasoa hauen gainera erorarazi, denak estali zituelarik. Zeuen begiz ikusi zenuten egiptoarrei egin niena. Gero, basamortuan bizi izan zineten luzaro.
JOS.24.8	«Jordanez beste aldean bizi ziren amortarren lurraldera ekarri zintuztedan. Haiek gerra egin zizueten, baina zuen eskuetara eman nituen eta haien lurraldeaz jabetu zineten, suntsitu egin bainituen zuen aurrean.
JOS.24.9	Moabeko errege Balak, Tzipor-en semea, Israeli erasotzera atera zen, eta Beor-en seme Balaam deitu eta ekarri zuen zuek madarikatzera.
JOS.24.10	Nik, ordea, ez nion entzun nahi izan Balaami, eta bedeinkatu egin behar izan zintuzten; horrela libratu zintuztedan haren eskutik.
JOS.24.11	«Jordan ibaia igaro eta Jerikora heldu zineten. Jerikoko bizilagunek gerra egin zizueten, baita amortarrek, periztarrek, kanaandarrek, hititek, girgaxtarrek, hibiarrek eta jebustarrek ere; nik, ordea, eskuetara eman nizkizuen.
