MAT.1.1	Detta är förfäderna till Jesus Kristus
LUK.19.12	"En man av kunglig släkt gav sig iväg på en lång resa för att krönas till kung och sedan komma tillbaka.
LUK.19.13	Och innan han reste kallade han till sig tio av sina tjänare och gav dem en summa pengar
LUK.19.14	Men hans landsmän hatade honom, och i protest sände de en delegation efter honom för att meddela att de inte ville ha honom till kung.
LUK.19.15	När han sedan trots allt blivit krönt till kung och kom tillbaka till sitt land, kallade han till sig de tio tjänare som han hade gett pengar och ville ha reda på hur mycket de hade tjänat på sina affärer.
LUK.19.16	Den första mannen kom och rapporterade en väldig vinst. 'Herre, de pengar jag fick att förvalta har tiodubblats', sa han.
LUK.19.17	'Bra!', utropade kungen. 'Du är en pålitlig tjänare. Du har visat att du kan ta ansvar för lite. Därför ska du nu få ansvar över tio städer.'
LUK.19.18	Nästa man kunde också rapportera en vinst, fem gånger så stor som den ursprungliga summan.
LUK.19.19	Då sa hans herre till honom: 'Du ska få ansvar över fem städer.'
LUK.19.20	Men en av tjänarna lämnade bara tillbaka den summa han hade fått från början och förklarade: 'Jag har förvarat pengarna tryggt, inlindade i en duk. 
LUK.19.21	Jag var rädd för dig, herre, eftersom du är en hård man som tar ut det som inte är ditt och skördar det du inte har sått.' 
LUK.19.22	Då röt kungen: 'Dina ord avslöjar dig. Du är en lat tjänare! Om du visste att jag var så hård, och att jag tänkte kräva tillbaka mer än du hade fått, 
LUK.19.23	varför satte du då inte in mina pengar på en bank, så att jag åtminstone kunde få ränta på dem?'
LUK.19.24	Sedan vände han sig till dem som stod där: 'Ta pengarna ifrån honom och ge dem till mannen som tiodubblade den summa han fick.'
LUK.19.25	'Men herre', sa de, 'han har ju redan tillräckligt!'
LUK.19.26	'Det stämmer', sa kungen. 'Men jag försäkrar er, att den som rätt förvaltar det han har fått ska få mer, medan den ansvarslöse ska bli fråntagen till och med det lilla han har. 
LUK.19.27	Och mina fiender, de som inte ville ha mig till kung, dem ska ni föra hit och avrätta här inför mig.' "
LUK.19.28	Då Jesus hade avslutat denna berättelse, fortsatte han sin vandring mot Jerusalem, och han gick framför sina efterföljare. 
LUK.19.29	När han kom i närheten av byarna Betfage och Betania vid Olivberget, skickade han iväg två av sina efterföljare 
LUK.19.30	och sa: "Gå till byn som ligger rakt framför er. Där inne kommer ni att hitta en ungåsna stå bunden, en som ingen har ridit på ännu. Ta den och led hit den. 
LUK.19.31	Om någon frågar varför ni tar den så säg bara: 'Herren behöver den.' "
LUK.19.32	De två efterföljarna gick då iväg och hittade åsnan precis som Jesus sagt. 
LUK.19.33	Och när de höll på att lösgöra den kom ägarna och frågade: "Vad gör ni? Varför tar ni åsnan?"
LUK.19.34	De svarade: "Herren behöver den." 
LUK.19.35	Så tog de åsnan och ledde den till Jesus. Och de la ut sina mantlar på åsnans rygg och hjälpte Jesus upp på den.
LUK.19.36	När han sedan kom ridande, bredde folket ut sina mantlar som en matta framför honom.
LUK.19.37	Och då de närmade sig den plats där vägen började gå nerför Olivberget, satte alla igång att ropa och sjunga och hylla Gud för alla de märkliga under Jesus hade gjort.
LUK.19.38	"Leve kungen! Vi ärar dig som är sänd av Herren!
LUK.19.39	Men några fariseer
LUK.19.40	Då svarade han dem: "Jag försäkrar er att om de tiger, så kommer stenarna att ropa istället!"
LUK.19.41	När de sedan kom närmare Jerusalem, och han såg staden framför sig, brast han i gråt. 
LUK.19.42	"Tänk om du idag hade förstått hur du skulle kunna få frid", sa han. "Men nu är det för sent, friden är utom räckhåll. 
LUK.19.43	Det ska komma en tid då dina fiender belägrar dig, omringar dig och anfaller dig från alla håll. 
LUK.19.44	De ska jämna dig med marken och invånarna ska dödas. Ja, de ska inte lämna en enda sten kvar på den andra, eftersom du inte tog det tillfälle Gud gav dig."
LUK.19.45	Sedan gick Jesus in på tempelområdet och drev iväg de köpmän som höll till där.
LUK.19.46	Han ropade åt dem: "Gud har sagt i Skriften
LUK.19.47	Efter det undervisade han varje dag på tempelplatsen. Översteprästerna och laglärarna
LUK.19.48	men de visste inte hur de skulle bära sig åt, för han var omtyckt av hela folket, och alla ville lyssna på honom.
LUK.20.1	En dag när Jesus undervisade folket på tempelplatsen och talade till dem om det glada budskapet från Gud, kom översteprästerna och laglärarna
LUK.20.2	De krävde att få veta vad han hade för rätt att göra allt det han gjorde, och vem som hade gett honom det uppdraget.
LUK.20.3	"Det ska jag strax säga er", sa Jesus, "om ni bara svarar på en annan fråga först. 
LUK.20.4	Vad anser ni: när Johannes döparen döpte, var det på Guds befallning eller inte?"
LUK.20.5	De började genast diskutera med varandra och sa: "Om vi säger att det var på Guds befallning, så kommer han att fråga varför vi inte trodde på honom. 
LUK.20.6	Men om vi påstår att Gud inte hade sänt honom, då kommer folket att stena oss. De är ju övertygade om att Johannes var en profet som framförde Guds budskap." 
LUK.20.7	Därför svarade de till slut: "Vi vet inte."
LUK.20.8	Då sa Jesus till dem: "I så fall säger inte jag heller vem som har gett mig i uppdrag att göra det jag gör."
LUK.20.9	Sedan vände sig Jesus till folket igen och berättade en bild för dem. Han sa: "En man planterade en vingård och arrenderade ut den till några lantbrukare medan han själv reste utomlands och var borta under många år. 
LUK.20.10	När det så blev dags att skörda, sände han en av sina tjänare till lantbrukarna för att hämta den del av skörden som var hans. Men de överföll tjänaren och skickade tillbaka honom tomhänt. 
LUK.20.11	Ägaren sände då en annan tjänare, men samma sak hände med honom. Han blev misshandlad och förolämpad och skickades iväg utan att ha fått något. 
LUK.20.12	Också en tredje tjänare sändes dit, men även honom slog de blodig och drev iväg.
LUK.20.13	'Vad ska jag göra?' sa ägaren. 'Jo, nu vet jag! Jag sänder min egen älskade son. Honom visar de säkert respekt för.'
LUK.20.14	Men när lantbrukarna fick se sonen, sa de till varandra: 'Här kommer han som ska ärva hela vingården. Kom så dödar vi honom och lägger beslag på den själva!' 
LUK.20.15	"Vad tror ni ägaren gör med dessa lantbrukare?" frågade Jesus. 
LUK.20.16	"Jo, han kommer själv dit och dödar dem och ger sedan vingården till andra."
LUK.20.16	 När folket hörde detta, protesterade de högljutt: "Nej! Det kommer aldrig att hända!" 
LUK.20.17	Men Jesus såg på dem och sa: "Vad betyder då detta som står i Skriften
LUK.20.18	Den som snubblar på den stenen blir krossad, och den som stenen faller på blir söndersmulad.
LUK.20.19	Översteprästerna och laglärarna
LUK.20.20	Medan folkets ledare väntade på sitt tillfälle, skickade de iväg några män som skulle låtsas vara noga med att följa Guds vilja, men egentligen var ute efter att få Jesus att säga något som de kunde arrestera honom för. De tänkte sedan överlämna honom till de romerska myndigheterna.
LUK.20.21	"Mästare", sa de till honom. "Vi vet hur ärlig du är när du undervisar. Du ger inte efter för vad andra tycker och tänker, utan säger oss rakt ut vad som är Guds vilja. 
LUK.20.22	Tala nu om för oss om det är rätt eller fel att vi betalar skatt till den romerska kejsaren?"
LUK.20.23	Men Jesus genomskådade deras list och sa: 
LUK.20.24	"Visa mig ett romerskt mynt. Vems bild finns på det, och vems namn?"
LUK.20.24	 "Kejsarens", svarade de. 
LUK.20.25	"Då så", sa han, "ge kejsaren det som är hans. Men det som tillhör Gud det måste ni ge till Gud."
LUK.20.26	De lyckades alltså inte sätta fast honom för något han sa när folket hörde på. Tvärtom var de så förvånade över hans svar att de blev helt tysta.
LUK.20.27	Sedan kom några saddukeer
LUK.20.28	"Mästare, i Moses lag
LUK.20.29	Nu fanns det en familj med sju bröder. Den äldste gifte sig och dog barnlös. 
LUK.20.30	Då gifte sig bror nummer två med änkan, men inte heller han fick några barn. 
LUK.20.31	På samma sätt gick det för den tredje, och så fortsatte det tills alla sju hade varit gifta med henne och dött utan att lämna några barn efter sig. 
LUK.20.32	Till slut dog också kvinnan. 
LUK.20.33	Hur ska det gå med henne när de döda uppstår igen? Vems fru blir hon? Alla sju har ju varit gifta med henne!"
LUK.20.34+LUK.20.35	Jesus svarade saddukeerna: "Det är bara här på jorden som män och kvinnor gifter sig. De som är värdiga att få vara med i den kommande världen sedan de har uppstått från de döda, de ska inte gifta sig. 
LUK.20.36	De kan inte heller dö, utan ska vara som änglarna. De är Guds barn, för de har uppstått från de döda till ett nytt liv.
LUK.20.37	Att de döda uppstår bevisar Mose också när han talar om hur Gud visade sig för honom i den brinnande törnbusken. Han kallar Gud för Abrahams, Isaks och Jakobs Gud.
LUK.20.38	Gud är alltså inte en gud för döda, utan för levande. Alla människor är levande för honom.
LUK.20.39	"Det var bra svarat, Mästare", sa några av laglärarna
LUK.20.40	Och sedan vågade ingen ställa några fler frågor till honom.
LUK.20.41	Sedan frågade Jesus dem: "Hur kan ni påstå att Messias, den utlovade kungen, är ättling till kung David
LUK.20.42	David själv skrev ju i Psaltaren: 'Gud sa till min Herre: Kom och sitt på min högra sida och regera, 
LUK.20.43	tills jag har lagt dina fiender som en pall under dina fötter.'
LUK.20.44	Menar ni verkligen att David skulle kalla en av sina ättlingar för Herre?"
LUK.20.45	Medan folket lyssnade vände sig Jesus till sina efterföljare och sa: 
LUK.20.46	"Akta er för laglärarna
LUK.20.47	Men i sin girighet lurar de hjälplösa änkor på allt de äger, medan de låtsas leva efter Guds vilja genom att be långa böner när andra hör på. Därför kommer Gud att straffa dem desto hårdare."
LUK.21.1	När Jesus stod där i templet såg han hur de rika la sina gåvor i offerkistan. 
LUK.21.2	Men han såg också hur en fattig änka kom fram och släppte ner två kopparslantar.
LUK.21.3	Då sa han: "Tro mig, den där fattiga änkan gav mer än alla de andra, 
LUK.21.4	för de tog bara en liten del av sitt överflöd och la i offerkistan. Men hon, som är så fattig, la dit allt vad hon hade att leva på."
LUK.21.5	Några av hans efterföljare började nu tala om templet med alla dess vackra stenar och dyrbara gåvor som människor skänkt.
LUK.21.6	Men Jesus sa: "Det dröjer inte länge förrän allt det ni ser här ska jämnas med marken, inte en sten ska lämnas kvar på den andra."
LUK.21.7	"Mästare, när ska detta hända?" undrade de förskräckt. "Vad blir tecknet som visar att det börjar?"
LUK.21.8	Han svarade: "Se upp så att ingen lurar er! Många ska komma i mitt namn och påstå att de är Messias, den utlovade kungen, och säga: 'Slutet är nära.' Men tro dem inte! 
LUK.21.9	Och när ni får höra om krig och oroligheter så grips inte av panik. Det måste bli krig först, men det betyder inte att slutet har kommit. 
LUK.21.10	Folk och länder ska resa sig mot varandra. 
LUK.21.11	Det blir allvarliga jordbävningar, epidemier och hungersnöd på den ena platsen efter den andra. Fruktansvärda saker ska hända och stora tecken ska visa sig på himlen.
LUK.21.12	Men innan allt detta inträffar ska man gripa er och förfölja er. Ni ska dras inför domstol i synagogorna
LUK.21.13	Men detta ger er samtidigt en chans att berätta om er tro. 
LUK.21.14	Planera därför inte i förväg vad ni ska säga då man anklagar er, 
LUK.21.15	för jag ska ge er de rätta orden, ja, ni ska få en sådan vishet och skärpa att ingen av era motståndare kan svara.
LUK.21.16	Ni ska bli förrådda till och med av dem som står er närmast, av era föräldrar, syskon, släktingar och vänner, och några av er kommer att dödas. 
LUK.21.17	Alla ska hata er därför att ni tillhör mig. 
LUK.21.18	Men Gud ska beskydda er. Inte ett hårstrå på ert huvud ska gå förlorat. 
LUK.21.19	Stå fasta och håll ut, så ska ni vinna evigt liv.
LUK.21.20	Men den dag ni ser Jerusalem omringat av arméer, då vet ni att stadens undergång är nära. 
LUK.21.21	Då måste de som är i Judeen fly upp i bergen. De som är i Jerusalem måste lämna staden så fort som möjligt, och ingen som är utanför staden får gå tillbaka in dit. 
LUK.21.22	Då har tiden kommit för Guds dom, och allt det som Gud har förutsagt i Skriften
LUK.21.23	Stackars de kvinnor som är gravida när den tiden kommer, och stackars de mammor som ammar sina barn! Det ska bli stor nöd i landet och Guds vrede ska drabba folket. 
LUK.21.24	Många ska bli brutalt dödade, och resten ska föras bort som fångar till världens alla länder. Jerusalem ska ockuperas av främmande folk, som ska ha kontroll över staden tills Gud gör slut på deras regeringstid.
LUK.21.25	Sedan ska märkliga tecken visa sig i solen, månen och stjärnorna, och på jorden ska folken gripas av ångest och oro inför havets och vågornas dån. 
LUK.21.26	Människor ska gå under av skräck inför det som ska drabba världen, för universums krafter ska skakas.
LUK.21.27	Och då ska man få se mig, Människosonen, komma på ett moln med makt och stor härlighet.
LUK.21.28	Men när ni ser allt detta hända, så räta på er och fatta mod, för då är er befrielse nära."
LUK.21.29	Sedan fortsatte Jesus att förklara genom en bild. Han sa: "Lägg märke till fikonträdet, eller vilket annat träd som helst. 
LUK.21.30	Då bladen börjar knoppas, vet ni att sommaren snart är här. 
LUK.21.31	På samma sätt kan ni veta att Guds nya värld snart är här,
LUK.21.32	Jag försäkrar er, att detta släkte ska inte gå under innan allt detta händer.
LUK.21.33	Himlen och jorden ska försvinna, men mina ord ska gälla för evigt.
LUK.21.34+LUK.21.35	Var på er vakt, så att ni inte förslöas av festande och supande, eller är upptagna med vardagslivets bekymmer. Annars kommer jag tillbaka och överraskar er, och ni ska fångas som i en snara. 
LUK.21.36	Håll er ständigt beredda. Be att ni ska få kraft att fly undan de svårigheter som väntar, så att ni kan möta mig, Människosonen
LUK.21.37+LUK.21.38	På dagarna gick Jesus till tempelplatsen för att undervisa, och folkmassorna samlades redan tidigt på morgonen för att höra honom. Men varje kväll lämnade han staden och gick ut till Olivberget och övernattade där.
LUK.22.1	Nu närmade sig påskhögtiden
LUK.22.2	Och översteprästerna och laglärarna
LUK.22.3	Då for Satan in i Judas Iskariot, som var en av Jesus tolv närmaste efterföljare. 
LUK.22.4	Judas gick till översteprästerna och officerarna vid tempelvakten för att diskutera med dem hur han skulle kunna överlämna Jesus åt dem. 
LUK.22.5	De blev mycket glada och erbjöd honom en summa pengar, 
LUK.22.6	som han genast accepterade. Och från den stunden sökte han efter ett tillfälle att i hemlighet förråda Jesus.
