MAT.1.1	Yesu Krisita doho nala rɛ nyɛ. Ʋ naabaa rɛ gyɩ yaa Deviti, Deviti mɛ naabaa yaa Abɩraham.
LUK.19.25	Ɛɛ rɛ ba basɩ tɩya ʋ a baa, ‘Nɩhɩyawʋ, na ʋ kɛ foŋ kaŋ molbiye fi rɛ.’ 
LUK.19.26	Ɛɛ rɛ Yesu basɩ tɩya ba a baa, ‘Nal hʋ aa kaŋ kɩna yʋga, Wɩɩsɩ sɩ marɩ kpa kɩna yʋga a pɛ a tɩya ʋ, amɛ nal hʋ aa bɩ kaŋ kɩna yʋga, mʋhʋ hʋ mɛ ʋ aa kana, Wɩɩsɩ sɩ kaŋ ba laa ʋ lee. 
LUK.19.27	Ka nala hʋ mɛ aa haasɩ ŋ, a bɩ kyo dɩ ŋ yaa ba kuwori hʋ, ma kasɩ ba ko ŋ sɩya daha, a kpʋ ba ŋ sɩɩ tɩyaŋ.”’
LUK.19.28	Yesu aa basɩ wɩya no ko teŋ, ʋ sii kpa ŋmanɩɩ, a laa ʋ hatɩnna hʋ sɩya, ba kɩ mʋ Gyerusalɛm. 
LUK.19.29	Ba aa ko kpaga Bɛtifage abee Bɛɛtani, a ko pele Olivi dogimo hʋ lee, ɛɛ rɛ Yesu lɩɩ ʋ hatɩnna hʋ tɩyaŋ nala balɩya a tɩŋ ba a baa, 
LUK.19.30	“Ma mʋ tɔɔ hʋ aa we ma sɩya. Dɩ mamaa rɛ ko mʋ, ma sɩ na kokubiye dɩ ba kaŋ vʋwa sɩgɩ. Nal buloŋ ha bɩ maakyiye gyɩna ʋ. Ma puri a kaŋ ko. 
LUK.19.31	Dɩ nal buloŋ nɛ ko pɩyɛsɩ ma a baa dɩ bee rɛ tɩŋ ma kɩ puri, ma baa dɩ Tɩɩna hʋ rɛ baa dɩ ma puri kaŋ ko.” 
LUK.19.32	Ba aa mʋʋ doŋ, wɩya hʋ buloŋ kɔnɩ yaa rɛ anɩɩ gɛɛ Yesu aa basɩ tɩya ba. 
LUK.19.33	Ba aa puri kokubiye hʋ tɩyaŋ nɛ, ʋ tɩmma pɩyɛsɩ ba a baa, “Bee rɛ tɩŋ ma kɩ puri kokubiye hʋ?” 
LUK.19.34	Ɛɛ rɛ ba basɩ tɩya ba a baa, “Tɩɩna hʋ rɛ aa kyɛ ʋ.” 
LUK.19.35	Ɛɛ rɛ ba kaŋ kokubiye hʋ mʋ tɩya Yesu, a wuri ba gabala a dɔbɔ kokubiye hʋ tɩyaŋ, aŋ tɩga tɩya Yesu ʋ gyɩŋ. 
LUK.19.36	Ʋ aa gyɩŋ kokubiye hʋ kɩ mʋ tɩyaŋ, nala kpa ba gabala a gyarɩ ŋmanɩɩ hʋ tɩyaŋ, ʋ kɩ vala ba tɩyaŋ. 
LUK.19.37	Yesu aa mʋʋ kpaga Gyerusalɛm, lee hʋ ŋmanɩɩ hʋ a lɩɩ Olivi dogimo hʋ nyuu tuu, nɩgyamaa hʋ fa aa tɩŋ ʋ hal piili kɩ gyʋwɔsɩ, a kɩ dannɩ Wɩɩsɩ yʋga akuu wɩmagɩla hʋ buloŋ ba aa naa wɩya. 
LUK.19.38	Ba baa, “Wɩɩsɩ sɩ pɛ kuwori hʋ aa ko á Tɩɩna Wɩɩsɩ feŋ tɩyaŋ. Fɩyɛlʋʋ sɩ we Wɩɩsɩbee tɩyaŋ, ka dɩ Wɩɩsɩ feŋ mɛ yɩrɩ.” 
LUK.19.39	Ɛɛ rɛ Farasiima badɔmɔŋ fa aa we nɩgyamaa hʋ tɩyaŋ basɩ tɩya Yesu a baa, “Nɩhɩyawʋ, basɩ tɩya ɩ hatɩnna hʋ dɩ ba leŋ kyagɩŋsɩ.” 
LUK.19.40	Ɛɛ rɛ Yesu basɩ tɩya ba a baa, “Ma leŋ dɩ ŋ basɩ tɩya ma, dɩ nala no rɛ tallɩ ba nyʋʋsɩ mɛ, bʋwa no tɩɩ sɩ sii dannɩ Wɩɩsɩ.”
LUK.19.41	Yesu aa ko kpaga Gyerusalɛm a na tɔɔ hʋ, ʋ tɩya buloŋ gyɩ kyogi, ʋ wii bee hʋ bee ʋ nala wɩya, aŋ baa, 
LUK.19.42	“Ŋ fa kyo dɩ ma bee no nala gyɩŋ wɩɩ hʋ ma aa sɩ yaa a hɔŋ abee laaŋfɩya rɛ gyɩnaŋ, amɛ lagɩlagɩ no ʋ yaa wɩfaŋɩɩ rɛ ma lee. 
LUK.19.43	Kyɛɛ kɩdɩgɩ sɩ pele dɩ ma dɔmɔ ko kyige ma bee no, a tɔ ma we, dɩ ma kyɛ lee lɔlɔ dɩ ma lɩɩ fá. 
LUK.19.44	Ba sɩ kpʋ bee no nal nal buloŋ, aŋ kyeŋŋi bee hʋ mɛ buloŋ. Bʋdɩgɩ mɛ bɩ sɩ ka dɔbɔ ʋ dɔŋtɩɩna tɩyaŋ. Beewɩya, saŋa hʋ tɩyaŋ Wɩɩsɩ aa ko dɩ ʋ laa ma ta, ma vɩya ʋ nyʋwa rɛ.”
LUK.19.45	Nyɛ rɛ Yesu sii mʋ gyʋʋ Wɩɩkyʋwaldɩɩbal hʋ, a na dɩ nala aa yallɩ kɩna doŋ. Ɛɛ rɛ ʋ piili kil ba kɩ ta ba kɩ lɩɩ, 
LUK.19.46	aŋ basɩ tɩya ba a baa, “Ba saba Wɩɩsɩ teŋ tɩyaŋ nɛ a baa dɩ Wɩɩsɩ baa: ‘Ŋ dɩya sɩ yaa lee hʋ nala aa sɩ kɩ kyʋwalɩ ŋ nɛ’. Aŋka ma kɛ mɩɩgɩ kaŋ bɩrɩmɩ gaala dɩya.”
LUK.19.47	Kyɛɛ kɛ buloŋ nɛ Yesu gyɩ aa kɩ daga nala Wɩɩkyʋwaldɩɩbal hʋ tɩyaŋ. Ɛɛ rɛ Gyuuma wɩɩkyʋwal sɩlaala nɩhɩyasɩ abee Wɩɩsɩ Teŋ dɩdagɩla abee Gyuuma nɩhɩyasɩ kɩ kyɛ dɩ ba kpʋ ʋ. 
LUK.19.48	Amɛ ba gyɩ bɩ gyɩŋ ŋmanɩɩ hʋ ba aa sɩ tɩŋa kpʋ ʋ, beewɩya nala hʋ buloŋ fa aa we doŋ gyegile kɩ nɩɩ wɩya hʋ ʋ aa basɩ rɛ abee sɩfɩyasɩ a bee kyɛ dɩ wɩdɩgɩ mɛ bɩ ba dɩgɩŋ.
LUK.20.1	Kyɛɛ kɩdɩgɩ, Yesu gyɩ sii mʋ Wɩɩkyʋwaldɩɩbal hʋ rɛ a kɩ daga nala aŋ pɛ basɩ Wɩɩsɩ wɩweliye hʋ kɩ tɩya ba. Ɛɛ rɛ Gyuuma wɩɩkyʋwal sɩlaala nɩhɩyasɩ abee Wɩɩsɩ Teŋ dɩdagɩla abee Gyuuma nɩhɩyasɩ sii kpa ko ʋ lee. 
LUK.20.2	A pɩyɛsɩ ʋ a baa, “Degɛɛ rɛ ɩ kana a wuwo kɩ yaa wɩya no? Kɩbee rɛ tɩya ɩ ŋmanɩɩ ɩ kɩ yaa wɩya no buloŋ?” 
LUK.20.3	Ɛɛ rɛ Yesu basɩ tɩya ba a baa, “Ŋ mɛ sɩ pɩyɛsɩ ma wɩɩ, dɩ ma lɩɩ ʋ sɩɩ tɩya ŋ. 
LUK.20.4	Aŋnɛ rɛ gyɩ tɩya Gyɔɔŋ ŋmanɩɩ ʋ kɩ fo nala wɩɩkyʋwalnɩɩ gɛɛ, Wɩɩsɩ rɛ koo nihuwobisi rɛ?” 
LUK.20.5	Nyɛ rɛ ba sɩŋ kɩ vʋʋlɩ dɩ ba kyɛ wɩɩ hʋ ʋ aa pɩyɛsɩ ba sɩɩ, a kɩ pɩyɛsɩ dɔmɔŋ a baa, “Wɩbee rɛ á sɩ basɩ? Dɩ ámaa rɛ baa Wɩɩsɩ rɛ tɩya Gyɔɔŋ gɛɛ ŋmanɩɩ, ʋ sɩ pɩyɛsɩ ma a baa dɩ bee rɛ yaŋ tɩŋ á gyɩ bɩ laa wɩya hʋ ʋ gyɩ aa basɩ di? 
LUK.20.6	Dɩ ámaa rɛ bɩl baa dɩ nihuwobisi rɛ tɩya ʋ gɛɛ ŋmanɩɩ, gyamaa no aa laŋŋa daha sɩ paa bʋwa yaga ma, beewɩya ba buloŋ laa di anɩɩ Gyɔɔŋ fa yaa Wɩɩsɩ tɩŋdaal lɛ.” 
LUK.20.7	Ɛɛ rɛ ba basɩ tɩya ʋ a baa, “Á bɩ gyɩŋ nal hʋ aa tɩya ʋ gɛɛ ŋmanɩɩ.” 
LUK.20.8	Doŋ nɛ Yesu mɛ basɩ tɩya ba a baa, “Tɔɔ, ŋ mɛ bɩ sɩ daga ma nal hʋ aa tɩya ŋ ŋmanɩɩ ŋ kɩ yaa wɩya no.”
LUK.20.9	Ɛɛ rɛ Yesu gyɩ bɩl maga namaga a tɩya nala hʋ aa we doŋ a baa, “Baal kɩdɩgɩ rɛ gyɩ kpaa ʋ baga, a pɔ tɩsɩ badɔmɔŋ aa kaŋ nɔŋkyɩga a kɩɩ gɛɛ anɩɩ kyʋkyɔyɩ, ba kɩ yɩrɩ girepisi. Ɛɛ rɛ ʋ paa nala we dɩ ba kɩ deŋ baga hʋ, aŋ sii mʋ paalʋʋ kɩdɩgɩ, a pɩɩsɩ doŋ weliŋ. 
LUK.20.10	Nyɛ rɛ tɩɩsɩ hʋ ko nɔnɔ a yaa tɔrɩɩ. Baga hʋ tɩɩna sii tɩŋ ʋ dɩya tʋŋtʋnna kɩdɩgɩ dɩ ʋ mʋ baga tʋŋtʋnna hʋ lee a laa ʋ tɩɩnɔnɔ tol ko tɩya ʋ. Ʋ sii mʋ, ba kana ʋ a ŋmaa ʋ weliŋ, aŋ kile ʋ ta, ʋ mɩɩgɩ kaŋ nohɩllɩ mʋ baga hʋ tɩɩna lee. 
LUK.20.11	Ɛɛ rɛ ʋ bɩl tɩŋ ʋ tʋŋtʋnna hʋ kɩdɩgɩ mɛ. Ʋ mɛ bɩl mʋ. Baga tʋŋtʋnna hʋ ŋmaa ʋ mɛ, aŋ we ʋ hɩɩsɩ tɩyaŋ aŋ bɩl kile ʋ mɛ ta, ʋ mɛ mɩɩgɩ mʋ abee nohɩllɩ. 
LUK.20.12	Ɛɛ rɛ ʋ bɩl tɩŋ nitoo hʋ tɩɩna. Ba bɩl ŋmaa ʋ mɛ we wɩɩla, aŋ kile ʋ ta. 
LUK.20.13	Ɛɛ rɛ baga hʋ tɩɩna baa, ‘Ɛɛ rɛ ŋ sɩ yaa? Ŋ sɩ tɩŋ ŋ biye tɩɩ. Kapuwo, ba sɩ tɩya ʋ kɛ gyɩrɩma.’ Ɛɛ rɛ ʋ sii tɩŋ ʋ biikyoolii ʋ mɛ kpa mʋ. 
LUK.20.14	Tʋŋtʋnna hʋ aa naa biye hʋ dɩ ʋ aa ko, ɛɛ rɛ ba basɩ tɩya dɔmɔŋ a baa, ‘Baga hʋ tɩɩna biye tɩɩ rɛ nyɛ. Dɩ baga hʋ tɩɩna rɛ ko sʋba, biye no rɛ sɩ di ʋ kɩna hʋ buloŋ kyaŋ. Ma leŋ dɩ á kpʋ ʋ, aŋka dɩ baga hʋ bɩrɩmɩ á kɩŋ.’ 
LUK.20.15	Ɛɛ rɛ ba kana ʋ tarɩ lɩɩ baga hʋ tɩyaŋ a ŋmaa ʋ kpʋ. Doŋ nɛ Yesu pɩyɛsɩ nala hʋ a baa, ‘Ɛɛ rɛ ma bɩɩnɩ anɩɩ baga hʋ tɩɩna sɩ yaa nala no? 
LUK.20.16	Ʋ sɩ ko kpʋ tʋŋtʋnna hʋ buloŋ, aŋ kpa baga hʋ a tɩya nɩdʋŋsɩ.’
LUK.20.16	Nala hʋ aa nɩɩ wɩya hʋ Yesu aa basa, ba baa dɩ Wɩɩsɩ ta laa nyʋwa dɩ gɛɛ yaa. 
LUK.20.17	Ɛɛ rɛ Yesu deŋ ba, aŋ pɩyɛsɩ ba a baa, ‘Ba sabɩ Wɩɩsɩ teŋ tɩyaŋ nɛ anɩɩ bʋyɩ hʋ dɩɩsaala hʋ aa vɩya ta, ʋ rɛ ko yaa dɩya hʋ bʋwa buloŋ sɩfɩyaŋ bʋyɩ. Wɩɩ no memii rɛ yaa bee? 
LUK.20.18	Nal hʋ buloŋ aa sɩ tele bʋyɩ no nyuu, ʋ tɩɩna sɩ kyɔrɩsɩ kyɔrɔkyɔrɔ. Dɩ bʋyɩ no mɛ rɛ ko tele nal buloŋ nyuu, ʋ sɩ nɔmɔ ʋ tɩɩna nʋgʋgʋ.”’
LUK.20.19	Ɛɛ rɛ Wɩɩsɩ Teŋ dɩdagɩla abee Gyuuma wɩɩkyʋwal sɩlaala nɩhɩyasɩ kɩ lʋga dɩ ba kaŋ Yesu doŋ tɩyaŋ, beewɩya ba gyɩma anɩɩ ba aa rɛ ʋ maga namaga hʋ kɩ daga. Amɛ ba gyɩ aa fá nala hʋ aa we doŋ nɛ. 
LUK.20.20	Ɛɛ rɛ ba kɩ kyɛ ŋmanɩɩ hʋ ba aa sɩ tɩŋa a kana ʋ. Nyɛ rɛ ba kaŋ molbiye mʋ kpala nala badɔmɔŋ, aŋ leŋ ba fugo mʋ Yesu lee gɛɛ anɩɩ ba aa yaa nɩtɩɩma. Ba baa dɩ ba mʋ magɩsɩ ʋ, a pɩyɛsɩ ʋ wɩya a na dɩ ʋ rɛ ko basɩ wɩɩ kyogi, dɩ ba tɩŋ gɛɛ tɩyaŋ kana ʋ mʋ we Roma nɩhɩyawʋ hʋ aa deŋ doŋ paalʋʋ nosi tɩyaŋ, dɩ ʋ yaa ʋ gɛɛ buloŋ ʋ aa kyɛ. 
LUK.20.21	Ɛɛ rɛ nala hʋ ba aa turo we hʋ sii mʋ Yesu lee, a pɩyɛsɩ ʋ a baa, “Nɩhɩyawʋ, á gyɩma anɩɩ wɩya hʋ ɩ aa basɩ abee wɩya hʋ ɩ daga ma buloŋ yaa wɩtɩɩ rɛ. Á gyɩma anɩɩ ɩ aa daga Wɩɩsɩ ŋmanɩɩ tɩɩ rɛ, aŋ bee fá nal buloŋ mɛ sɩɩ. 
LUK.20.22	Tɔɔ, á yaŋ aa kyɛ dɩ á gyɩma rɛ dɩ ʋ yaa ŋmanɩɩ rɛ dɩ á tuŋ lampoo a kɩ tɩya Roma paalʋʋ kuworibal hʋ koo ʋ bɩ yaa ŋmanɩɩ?” 
LUK.20.23	Amɛ Yesu kɛ gyɩ gyɩŋ ba dawarɩ hʋ buloŋ, a basɩ tɩya a ba a baa, 
LUK.20.24	“Ma kaŋ molbinʋʋ hʋ ko dɩ ŋ na.” Ba aa kpaa molbinʋʋ hʋ tɩya ʋ, ʋ mɩɩgɩ pɩyɛsɩ ba a baa, “Kɩbee nyuu abee ʋ feŋ nɛ ba kpa biŋ molbii hʋ tɩyaŋ nyɛ?” Ɛɛ rɛ ba baa dɩ Roma paalʋʋ kuworibal hʋ feŋ abee ʋ nyuu rɛ.” 
LUK.20.25	Ɛɛ rɛ Yesu baa, “Ɛɛ kɛ, kɩŋ hʋ aa yaa Roma paalʋʋ kuworibal hʋ kɩŋ, ma kpa tɩya ʋ, ka kɩŋ hʋ mɛ aa yaa Wɩɩsɩ kɩŋ, ma kpa tɩya Wɩɩsɩ.” 
LUK.20.26	Ʋ aa basɩ gɛɛ, ba bɩl bɩ naa wɩɩ buloŋ ba aa sɩ wuwo tɩŋ gɛɛ tɩyaŋ kana ʋ nala aa we doŋ sɩya tɩyaŋ. Wɩya hʋ ʋ aa basa yaa ba wɩkperii rɛ, ba nyʋʋsɩ buloŋ mɛ fɩyɛlɩ.
LUK.20.27	Ɛɛ rɛ Sadusiima badɔmɔŋ mɛ sii ko Yesu lee. Nala no gyɩ laa di rɛ anɩɩ nala hʋ aa sʋba bɩl bɩ sɩ wuwo sii sʋʋ tɩyaŋ. Ɛɛ rɛ ba pɩyɛsɩ Yesu a baa, 
LUK.20.28	“Á nɩhɩyawʋ, Wɩɩsɩ teŋ tɩyaŋ, Moosi daga ma anɩɩ dɩ baal lɛ kpaa haaŋ, dɩ ʋ bee haaŋ hʋ bɩ kaŋ biye, aŋka dɩ baal hʋ sʋba, dɩ ʋ maga ʋ naabiye kpa lohaaŋ hʋ rɛ a lʋl biisi tɩya ʋ maana hʋ aa sʋba. 
LUK.20.29	Tɔɔ, nɩmmabalɩya bapɛ rɛ gyɩ we doŋ, ba buloŋ yaa baala. Ba kɩhɩyawʋ tɩɩna kpa haaŋ. Ʋ bee haaŋ hʋ bɩ lʋl biye, ka ʋ sʋba. 
LUK.20.30	Ɛɛ rɛ ʋ katɩyal kpa haaŋ hʋ. Ʋ beel-ʋ mɛ bɩ lʋl biye, aŋ ka ʋ mɛ sʋba. 
LUK.20.31	Too hʋ tɩɩna mɛ kpa haaŋ hʋ. Ɛɛ tɩɩ puu ʋ mɛ. Nyɛ rɛ nɩmmabalɩya no bapɛ buloŋ kpa haaŋ hʋ, a sʋba mʋ teŋ dɩ ba kɩdɩgɩ buloŋ bee haaŋ hʋ bɩ lʋl biye. 
LUK.20.32	Ɛɛ hal tɩyaŋ nɛ haaŋ hʋ mɛ sii sʋba. 
LUK.20.33	Kyɛɛ hʋ nala aa sɩ mɩɩgɩ sii sʋʋ tɩyaŋ, baala no bapɛ tɩyaŋ kɩbee rɛ sɩ tɩŋ haaŋ hʋ? Beewɩya ba buloŋ bapɛ rɛ ʋ yala ko baŋ parɩ.”
LUK.20.34	Ɛɛ rɛ Yesu mɩɩgɩ basɩ tɩya ba a baa, “Gyɩnaŋ dʋnɩya no tɩyaŋ kɛ, baala aa paa haana rɛ, haana mɛ kɩ yala balama. 
LUK.20.35	Amɛ saŋa hʋ nala hʋ aa sɩ sii sʋʋ tɩyaŋ a kaŋ mɩɩbol hʋ aa bɩ kaŋ tenii hʋ tɩyaŋ kɛ, baala bɩl bɩ sɩ kɩ paa haana, haana mɛ bɩl bɩ sɩ kɩ yala balama. 
LUK.20.36	Ba buloŋ aa mɩɩgɩ ba kɩɩ gɛɛ rɛ anɩɩ malɩkasɩ. Ba bɩl bɩ sɩ kɩ sʋba. Wɩɩsɩ aa kyisi ba sʋʋ tɩyaŋ wɩya, ba yaa Wɩɩsɩ biisi rɛ. 
LUK.20.37	Moosi daga anɩɩ nala hʋ aa sʋba sɩ mɩɩgɩ sii sʋʋ tɩyaŋ nɛ a kaŋ mɩɩbol. Wɩɩsɩ teŋ logiŋ kɩdɩgɩ tɩyaŋ ba fa saba rɛ anɩɩ Moosi naa dɩ diŋ we tɩɩbiye kɩdɩgɩ tɩyaŋ nɛ, aŋ bee di tɩya hʋ bee ɔhɔ hʋ aa we doŋ buloŋ, ka Moosi basɩ baa, ‘Á Tɩɩna Wɩɩsɩ yaa Abɩraham abee Azɩkɩ abee Gyeekɔbɩ Wɩɩsɩ rɛ. 
LUK.20.38	Ʋ aa basɩ nyɛ daga anɩɩ Wɩɩsɩ yaa weye Wɩɩsɩ rɛ, ʋ bɩ yaa sʋʋnɩ Wɩɩsɩ, beewɩya Wɩɩsɩ kɛ lee nal buloŋ weye rɛ.”’ 
LUK.20.39	Ɛɛ rɛ Wɩɩsɩ Teŋ dɩdagɩla badɔmɔŋ basɩ tɩya ʋ a baa, “Nɩhɩyawʋ, ɩ bee nyɩya! Ɩ basɩ ba bʋʋsɩŋ nɛ.” 
LUK.20.40	Beewɩya ba gyɩ bɩl bɩ kaŋ nyʋwa ba aa sɩ pɩyɛsɩ ʋ wɩɩ buloŋ.
LUK.20.41	Ɛɛ rɛ Yesu pɩyɛsɩ ba a baa, “Ɛɛ rɛ ba sɩ wuwo baa dɩ Krisita hʋ, laataal hʋ Wɩɩsɩ aa lɩya, sɩ yaa Deviti nihii rɛ? 
LUK.20.42	Deviti tɩɩ basa Wɩɩsɩ teŋ logiŋ kɩdɩgɩ ba aa yɩrɩ Yɩɩla tɩyaŋ nɛ a baa,
LUK.20.42	“Ŋ Tɩɩna Wɩɩsɩ basɩ tɩya ŋ Tɩɩna rɛ a baa,
LUK.20.42	‘hɔŋ ŋ noduu logiŋ,
LUK.20.43	ka dɩ ŋ yuwo di ɩ dɔmɔ buloŋ teŋ’.
LUK.20.44	Deviti tɩɩ yɩrɩ nal no ʋ Tɩɩna rɛ. Ɛɛ rɛ ʋ yaŋ sɩ yaa a yaa Deviti nihii dʋŋ?”
LUK.20.45	Nala hʋ buloŋ gyɩ aa gyegile kɩ nɩɩ Yesu wɩbasɩɩ hʋ tɩyaŋ nɛ, ʋ mɩɩgɩ basɩ tɩya ʋ hatɩnna hʋ a baa, 
LUK.20.46	“Ma pɔ ma tɩɩ ma weliŋ abee Wɩɩsɩ Teŋ dɩdagɩla no wɩya. Ba aa gɔllɩ kɩ baŋ abee ba gadoliye rɛ gyiyegyiye, a kɩ kyɛ dɩ nala yʋwɔgɩ kɩ kyʋwalɩ ba. Dɩ ba aa rɛ ko mʋ wɩɩkyʋwaldɩya koo laŋŋɩbal buloŋ, ba aa kɩ kyɛ dɩ ba hɔŋ nɩbala lɩhɔnɩya rɛ. 
LUK.20.47	Ba aa fugo kyʋwalɩ Wɩɩsɩ kɩ pɩɩsɩ rɛ, a kaŋ lohaana kɩna kɩ fasɩ. Saŋa hʋ Wɩɩsɩ aa sɩ di dʋnɩya sarɩya, ba tʋwara bɩ sɩ kyallɩ.”
LUK.21.1	Saŋa kɩdɩgɩ Yesu gyɩ we Wɩɩkyʋwaldɩɩbal hʋ tɩyaŋ nɛ a na kɩna tɩmma dɩ ba lɩɩ molbiye kɩ sʋla Wɩɩsɩ. 
LUK.21.2	Doŋ nɛ ʋ na lohaaŋ kɩdɩgɩ mɛ dɩ ʋ kpaa aniiniima balɩya a ko lo we wɩɩsʋllɩ-gbaha hʋ tɩyaŋ. 
LUK.21.3	Ɛɛ rɛ Yesu baa, “Wɩtɩɩ rɛ ŋ basɩ kɩ tɩya ma, lohaaŋ no rɛ wee a te nala hʋ buloŋ. 
LUK.21.4	Beewɩya, nala hʋ buloŋ aa kpaa molbiye a sʋla Wɩɩsɩ, ba lɩya rɛ aŋ ka. Amɛ haaŋ no kɛ, abee ʋ nyaabʋsɩ hʋ buloŋ, ʋ dɩya abee ʋ bee buloŋ nɛ ʋ kpa sʋla Wɩɩsɩ gɛɛ.”
LUK.21.5	Yesu hatɩnna hʋ badɔmɔŋ gyɩ aa basɩ Wɩɩkyʋwaldɩɩbal hʋ wɩya rɛ, a baa dɩ ʋ weliye, dɩ bʋwa hʋ ba aa kpaa saa ʋ mɛ weliye, abee kɩweliye hʋ iriŋ nala aa kpaa sʋla Wɩɩsɩ ba kpa marɩ dɩya hʋ tɩya, dɩ ba buloŋ nɛ leŋ dɩya hʋ weliye gɛɛ. 
LUK.21.6	Nyɛ rɛ Yesu baa, “Dɩya no bee ʋ kɩweliye hʋ buloŋ ma aa naa nyɛ, saŋa kɩdɩgɩ sɩ pele dɩ ba ŋmaa ba buloŋ lo. Bʋdɩgɩ mɛ paalɩ bɩ sɩ ka a dɔbɔ ʋ dɔŋtɩɩna tɩyaŋ.”
LUK.21.7	Ɛɛ rɛ ba pɩyɛsɩ Yesu a baa, “Nɩhɩyawʋ, saŋa bee tɩyaŋ nɛ wɩya no sɩ yaa? Bekiŋ wɩɩ rɛ sɩ yaa dɩ á na a gyɩma anɩɩ wɩya no kpaga yayɩ rɛ?” 
LUK.21.8	Ɛɛ rɛ Yesu basɩ tɩya ba a baa, “Ma kɩ gyɩma weliŋ dɩ nal buloŋ ta ko mʋrɩ ma. Nala yʋga sɩ ko a kpa ŋ feŋ anɩɩ ba aa rɛ yaa Krisita hʋ, a baa dɩ saŋa hʋ dʋnɩya aa sɩ teŋ kpaga rɛ. Amɛ ma ta ko kɩ tɩŋ ba hal. 
LUK.21.9	Ma sɩ nɩɩ yuwo abee kaasɩ dɔmɔ lɩkpagɩsɩ abee liboliye tɩyaŋ. Dɩ mamaa rɛ ko nɩɩ ba wɩya, ma ta leŋ dɩ ma bembiye kɩ sii. Wɩya no buloŋ sɩ laa sɩya yaa, amɛ gɛɛ bɩ daga nɩɩ dʋnɩya hʋ tenii pele rɛ.”
LUK.21.10	“Paalʋʋ kɩdɩgɩ nala sɩ sii a mʋ yuwo paalʋʋ kɩdɩgɩ nala. Tɔɔ kɩdɩgɩ kuwori abee ʋ nala sɩ sii giri a mʋ yuwo kuwori kɩdɩgɩ mɛ abee ʋ nala. 
LUK.21.11	Taŋha sɩ gyigili kɩŋkaŋ, dɩ losi mɛ gyʋʋ. Wɩɩla sɩ gyʋʋ nala lee buloŋ tɩyaŋ, wɩbɔŋlɔrɩnɩ abee wɩmagɩla buloŋ sɩ yaa wɩɩsɩnyuu tɩyaŋ. 
LUK.21.12	Aŋka dɩ wɩya no buloŋ na yaa, ba sɩ kasɩ ma, a dɔgɩsɩ ma. Ba sɩ kaŋ ma gyʋʋ wɩɩkyʋwaldɩɩsɩ, a di ma sarɩya aŋ kaŋ ma tɔ dɩɩsɩ tɩyaŋ. Ba sɩ kuu ŋ wɩya, a kaŋ ma mʋ kuworo abee nɩbala sɩya. 
LUK.21.13	Wɩya no tɩyaŋ nɛ ma sɩ na ŋmanɩɩ a basɩ Wɩɩsɩ wɩweliye hʋ tɩya ba. 
LUK.21.14	Amɛ ma kaŋ ma tɩɩ ma weliŋ, a sɩŋ wɩdɩgɩ tɩyaŋ, aŋ ta leŋ dɩ ɛɛ hʋ ma aa sɩ basɩ wɩya a laa ma tɩɩ kɩ dɔŋ ma. 
LUK.21.15	Beewɩya ŋ sɩ kpa wɩgyʋŋ tɩya ma, dɩ ma wuwo basɩ wɩya ma dɔmɔ sɩya tɩyaŋ, dɩ ba bɩ sɩ wuwo kaŋ wɩɩ buloŋ tarɩ anɩɩ wɩtɩɩ daa. 
LUK.21.16	Ma kuwoma abee ma nɩmmabalɩya abee ma lʋlla tɩɩ abee ma kyaŋsɩ sɩ kpa ma yallɩ tɩya ma dɔmɔ, dɩ ba kpʋ ma badɔmɔŋ. 
LUK.21.17	Nal nal buloŋ sɩ haasɩ ma ŋ wɩya. 
LUK.21.18	Amɛ ma kɩdɩgɩ buloŋ nyupʋŋ mɛ bɩ sɩ nyʋgɩsɩ. 
LUK.21.19	Dɩ mamaa rɛ sɩŋ ma wɩtɩɩ tɩyaŋ, a kaŋ kenyiri abee mala, ma sɩ laa ma tɩɩ ta.”
LUK.21.20	Ɛɛ rɛ Yesu bɩl baa, “Dɩ mamaa rɛ ko na dɩ laal tɔɔ Gyerusalɛm, ma gyɩma anɩɩ bee hʋ kyeŋŋii pele rɛ. 
LUK.21.21	Ɛɛ tɩyaŋ, ma leŋ dɩ nala hʋ aa we Gyudɩya paalʋʋ tɩyaŋ fá mʋ gyɩŋ dogiŋsi nyuni. Nala hʋ mɛ aa we bee hʋ tɩyaŋ, ʋ maga dɩ ba lɩɩ bee hʋ tɩyaŋ nɛ. Nala hʋ mɛ aa we ba bagɩsɩ tɩyaŋ, ba mɛ ta mɩɩgɩ gyʋʋ bee hʋ tɩyaŋ. 
LUK.21.22	Haŋ saŋa hʋ rɛ Wɩɩsɩ sɩ dɔgɩsɩ Iziral tɩmma, a leŋ dɩ wɩya hʋ buloŋ ba aa saba biŋ Wɩɩsɩ teŋ tɩyaŋ kɔnɩ yaa wɩtɩɩ. 
LUK.21.23	Saŋa no tɩyaŋ, haluwokanna abee biifɩllɩ nɩmma sɩ na tʋwara rɛ weliŋ. Wɩɩsɩ sɩ na baaŋ paalʋʋ no nala nyuu tɩyaŋ, a dɔgɩsɩ ba kɩŋkaŋ. 
