MAT.1.1	Nde nguinu scua nii ta nten 'in Jesucristo, sñe' ta nten 'in Davi, cui' sñe' ta nten 'in Abraham. 
LUK.7.9	Xa ngune 'in Jesús cha' can', yuhue 'a ti' ñi 'in yu, mxiton ñi ycui' ñi lo'o nten nu ljyan ncha'an 'in ñi: Ñi sca ne' Israel lo' a nchcua ta'a cha' 'in ne' lo'o yu re tsaña'an nu ndiya qui'an ti' yu 'ñan. 
LUK.7.10	Xa mxitucui yu nu ngua'an tñan x'nan sindatu can', na'an yu si'yana cua' mchca yu nguso can'.
LUK.7.11	Chon' nde'en can' mdo'o Jesús nguiaa ñi sca quichen naan Naín, tsatlyu lo'o nu ngui'ni cha'an 'in ñi lo'o nten qui'an can'. 
LUK.7.12	Xa cua' tiyaa ti ñi tulo'o tu'hua quichen can', mchcua ta'a ñi lo'o nten qui'an nu nguia tsi' 'in sca nu ngujui, lo' lca can' tyi ca ña'an sca sñe' ne' cuna'an nu nguinu lo'o cha' ycui' ti. 
LUK.7.13	Ñi X'nan na xa na'an ñi ljyaan ne' cuna'an can', cui' xaa mña'an 'tnan ti' ñi 'in ne', lo' juin ñi lo'o: A cunan 'a um. 
LUK.7.14	Xacan' mdiyaa ñi cui' ti se'en ljyaan caja can', yla' ñi 'in na, lo' ycan' ton yu nu lyi'ya 'in na, lo' juin ñi 'in nu ngujui can': Nu'huin yu tsa suhue ti nan' nchcuin' lo'o, Tyitucui. 
LUK.7.15	Cui' xaa mdyitucua yu, mdyisnan ycui' yu, lo' mdyaa ñi cunta 'in yu 'in jyi'an yu. 
LUK.7.16	Nchgaa nten can' ytsen ne' lo' m'ni tnu ne' 'in Ndiose, lo' nchcui' ne': La ñii ngulo ton Ndiose sca nu tlyu lati lja na nu nxiycui' ñi 'in. A cunta ntsu'hui nu nchcui': La ñii mdiyaan ycui' ca Ndiose nu culo laa quichen 'in ñi. 
LUK.7.17	Lo' ña'aan se'en lyi'ya loo Judea lo'o scasca quichen ndi'in cui' ti can' mscua cueen cha' 'in Jesús.
LUK.7.18	Ta'a nda'an yu Xuhua can' mtsa' 'in yu nchgaa cha' nu yato'o can'. Xacan' msi'ya yu Xuhua can' 'in tucua ta'a nda'an yu, 
LUK.7.19	lo' ngua'an tñan yu 'in si'yana tsa ñicha' 'in Jesús cha' cui' ca ñi lca ñi nu ntsu'hui cha' caan, uta quita yu 'in xca tucui. 
LUK.7.20	Xa mdiyaa chcuaa yu can' se'en ndon Jesús, juin yu 'in ñi: Yu Xuhua nu mducua tya 'in nten msu'hua yu 'in hua si'yana cuñicha' hua 'in um cha' cui' um lca um ñi nu ntsu'hui cha' caan, uta quita hua 'in xca tucui? 
LUK.7.21	Ticui' xaa can' m'ni chca ñi 'in qui'an nu ti'i lo'o cuati loo quicha, lo'o nu ntsu'hui cui'in xa'an 'in, a cunta qui'an nu cuityin' msla ñi quiloo. 
LUK.7.22	Xacan' mxcuen Jesús 'in yu: Quia ytsa' um 'in yu Xuhua nchgaa cha' nu na'an um lo' ngune 'in um: —Nu cuityin' nguila xaa quiloo, nu co' quiya' cua' nchca ndyi'an—, nu ti'i lo'o quitso' la nguinu luhui, —lo'o nu cu'un cua' ne 'in—, ndyiqui'o nu ngujui, —lo' nu ti'i ña'an chendyu 'in ndyijyi nu nchcui' cha' tsu'hue 'in Ndiose lo'o—, 
LUK.7.23	tsu'hue ca xu'hue nu a ngui'ni tucua ti' lo'on. 
LUK.7.24	Xa cua' mdo'o yu nu ngua'an tñan yu Xuhua can' nguiaa, xacan' mdyisnan ycui' ñi lo'o nten cha' 'in yu Xuhua: ¿Tucui ca 'in ya nan' 'ya um se'en ngutyi cua? ¿Ta 'in nu chin' cha' 'in tsaña'an nguiaa cha' 'in quii nu mcha ti'in cui'in? 
LUK.7.25	Cha' si'i, ¿tucui ca 'in ya nan' 'ya um xacan'? ¿Ta cui' 'in sca yu qui'yu nu lco' te' tsu'hue ña'an? Ña'an jan ñi, nu lco' te' tsu'hue ña'an nu nda'an lo'o cha' nducui ti' 'in, can' nu ndi'in na'an 'in ree. 
LUK.7.26	¿Tucui ca 'in ya na'an um cha' na can'? ¿Ta 'in yu nu nxiycui' Ndiose 'in? Cui' yu, una cunen lo'o um sca cha': Ndon loo lati can' que 'in sca nu nxiycui' Ndiose 'in. 
LUK.7.27	Ndeña'an nchcui' quityi 'in Ndiose cha' 'in can': —Ña'an jan ñi, ca'an tñan 'in sca nu chcua loo, can' nu cu'ni chu'hue tucueen tsaa—. 
LUK.7.28	Cunen lo'o um sca cha', a sca yu nu mxiycui' Ndiose 'in nu cua' yaan loo chendyu re, ta ndon loo la que ña'an yu Xuhua nu mducua tya 'in nten. Una cua' ñii nu chin' la cha' 'in se'en ndlo Ndiose tñan, can' nu lyee la ndon loo que 'in yu Xuhua can'. 
LUK.7.29	Nchgaa nten lo'o yu nu ndlo tñi xa ngune 'in ne' cha' nu ycui' Jesús, cui' xaa ncua cuiya' ti' ne' si'yana ñi ndi'in cha' 'in Ndiose, lo' mducua tya ne' tsaña'an nu ngulo'o yu Xuhua can'. 
LUK.7.30	Una ne' fariseo lo'o nu m'ni cha'an cha' 'in lee, nde mxcuan tloo ne' cha' nu cua' mdi'in tyaa Ndiose lo'o ne', a mslyaa ne' chcua tya ne' tsaña'an ngulo'o yu Xuhua can'. 
LUK.7.31	Xacan' juin Ñi X'nan na: ¿Tucui ta lo'o tca cu'nin su'huan 'in ta nten re tsaña'an nu nguiaa cha' 'in ne'? 
LUK.7.32	Nguiaa cha' 'in ne' re tsaña'an cha' 'in nu suhue ti nu ndyi'in jya loquiya', nxi'ya ta'a lo' nchcui': Yla hua cuhuii quii lo' a yla quiya' um, yla hua jyiin nu nguitsi' nten, lo' ñi a mdi'in ynan um. 
LUK.7.33	Xa mdiyaan yu Xuhua nu mducua tya 'in nten, lo' si'yana a ycu yu jaslya ñi a yi'o yu vino, juin um si'yana cui'in xa'an ntsu'hui 'in yu. 
LUK.7.34	Una cua' ñii mdiyaan Yu Qui'yu nu Mdo'o nde ni' Cuaan, lo' si'yana nchcu yu lo' ndyi'yo yu, nchcui' um: Yu re lca yu sca yu tucun', yu cu'hui, lo' ta'a tsu'hue yu 'in yu ndlo tñi lo'o nten qui'ya chendyu. 
LUK.7.35	Una cha' tiyaa 'in Ndiose nchca chcan' loo na lo'o nchgaa nu lca sñe' ñi, lo' ca cuiya' ti' can' si'yana ñi ndi'in cha' 'in ñi.
LUK.7.36	Yato'o sca yu fariseo ya jñan cha' tsu'hue 'in Jesús si'yana tsa ycu ñi se'en ndi'in yu. Xa mdiyaa ñi la na'an 'in yu yten tucua ñi tu'hua msa can'. 
LUK.7.37	Cui' quichen can' ndi'in sca ne' cuna'an nducun', xa ncua jlyo ti' ne' si'yana ña'an 'in yu fariseo can' mdiyaa Jesús, xacan' mdiya lo'o ne' sca te'en tyi'a xityi'i, 
LUK.7.38	lo' yten tucua ne' cui' ti se'en ndon quiya' Jesús, nguinan ne' lo' chon' quiya' ñi nguilo tucua tyi'a quiloo ne', nxityi ne' 'in na lo'o quichan' que ne', a cunta nchcui' cha' ne' quiya' ñi lo' nslo tucua ne' tyi'a xityi'i can' chon' quiya' ñi. 
LUK.7.39	Una yu fariseo nu ya te'en 'in Jesús xa na'an yu cha' can', ndeña'an nguñan ti' yu: Cha' cua na yu re lca yu nu nxiycui' ca Ndiose 'in, cui' xaa chu'hui lyoo yu lo' qui'ya yu cunta si'yana sca ne' cuna'an nducun' lca nu ngui'ni ca'an quiya' yu. 
LUK.7.40	Xacan' juin Jesús lo'o yu: Simón, cunen lo'o um sca cha'. Xacan' mxcuen yu: Chcui' um. 
LUK.7.41	Lo' juin ñi: Ndi'in tucua yu nu nducui tñi 'in sca yu cuilyiya', sca can' nducui qui'an tñi, tsaña'an tñi nu n'ni ne' canan ca'yu ciento tsaan, lo' xca can' nducui tsaña'an tñi nu n'ni ne' canan tu'hua tyi tsaan. 
LUK.7.42	Si'yana a ncua 'a 'in yu xu'hua lyiya' yu tñi can', m'ni yu cha' tlyu ti' 'in chcuaa yu can'. Ljuin ña'an na, ¿ti ña'an chcuaa yu can' lyee la lca tiquee yu lo'o yu cuilyiya' can'? 
LUK.7.43	Mxcuen yu Simón can': Ñan tin' yu nu qui'an la tñi mducui can'. Xacan' juin ñi 'in yu: Cui' ña'an ycui'. 
LUK.7.44	Xacan' mxina'an ñi se'en nducua ne' cuna'an can' lo' juin ñi 'in yu Simón: ¿Ta cua' ngu'ya cunta ña'an ngui'ni ne' cuna'an re? Nan' yten ña'an 'in lo' a mdaa tyi'a quiten quiyan', una ne' cuna'an re mslo tucua ne' tyi'a quiloo ne' chon' quiyan' lo' mxityi ne' 'in na lo'o quichan' que ne'. 
LUK.7.45	A ycui' cha' 'ñan, una ne' cuna'an re ti' xa yten ña'an 'in, a ndla' ti' ne' nchcui' cha' ne' quiyan'. 
LUK.7.46	A msu'hua ceite quen, una ne' cuna'an re msu'hua ne' tyi'a xityi'i quiyan'. 
LUK.7.47	Can' cha' cunen lo'o, cua' nguten nchgaa qui'ya 'in ne' si'yana tlyu cha' tsu'hue cua' m'ni ne' lo'on, una nu a ndyu'hui lyoo qui'ya 'in chin' ti cha' tsu'hue ndyi'o tiquee can'. 
LUK.7.48	Lo' juin ñi 'in ne' cuna'an can': Cua' nguten qui'ya 'in. 
LUK.7.49	Yu ta'a nducua ñi can' mdyisnan ycui' yu: ¿Tucui ta lca yu re nu lo'o nxicuten yu qui'ya 'in nten? 
LUK.7.50	Una ti' juin la ñi 'in ne' cuna'an can': Mdo'o laa si'yana ya qui'an ti' 'ñan, quiaa lyaa lo' a sca la cha' su'hua tiquee.
LUK.8.1	Chon' nde'en can' mdijin Jesús scasca quichen, mda'an ycui' ñi cha' tsu'hue 'in Ndiose tsaña'an ntsu'hui cha' culo ñi tñan 'in nten, mda'an ñi lo'o tsa tichcua yu can'. 
LUK.8.2	A cunta lo'o tucua snan jun cuna'an nducui ncha'an 'in ñi, cui' nu cua' m'ni chca ñi 'in lo' ngulo ñi cui'in xa'an 'in: María nu naan Magdalena, nu mdo'o tsa cati cui'in xa'an 'in, 
LUK.8.3	lo'o xca nu naan Juana, cuilyi'o yu Chuza, yu nu lyi'ya cunta tñan 'in Herode, lo'o Susana, a cunta lo'o scasca la jun cuna'an nu nda yaa' 'in ñi lo'o na nu ndi'in 'in jun.
LUK.8.4	Yato'o mdyisnan nguio' ti'in qui'an nten se'en ndon ñi, ne' nu mdo'o scasca quichen, xacan' mdyisnan ngulo'o ñi 'in ne', lo' mdi'in tyaa ñi sca cha' lo' nchcui' ñi: 
LUK.8.5	Sca yu qui'yu yta mti trigo, se'en msne yu 'in na tsachin' na nguilo na tu'hua tucueen, lo' jui nu ngulo su'hua 'in na, a cunta yaan quiñi lo' ycu 'in na. 
LUK.8.6	Tichin' mti can' nguilo na sca se'en nu chin' ti yuu nducua loo quee, cua' ña'aan nducua na yaa nguityi na si'yana a tu'hua yuu se'en can'. 
LUK.8.7	Tichin' mti can' nguilo na se'en nducua yca quiche', lo' si'yana tsatlyu nducua na lo'o yca quiche', can' cha' ngujui yu'hui na. 
LUK.8.8	Una tichin' mti can' nguilo na loo yuu tsu'hue, tsu'hue 'a mducua na lo' ncua tñan na, ntsu'hui juun nu mdaa sca ciento mti scati loo juun na. Lo' ña'aan mdyi ycui' Jesús cha' can', ycui' cueen ñi: Nchgaa nu ndon nscan cha' nu ycuin' re cu'ni cunta 'in na. 
LUK.8.9	Una yu ta'a nda'an ñi mñicha' 'in ñi: ¿Ñi cha' nchca ti' chcui' cha' nu ycui' um? 
LUK.8.10	Juin ñi 'in yu xacan': Cua' mdaa Ndiose cha' cuiya' qui'ya um cunta cha' nu ntsu'hui cutsi' 'in ñi tsaña'an nu ndlo ñi tñan. Una nchgaa la ña'an nten a nchcui' lan lo'o ne', —siya' lyee la ña'an ne' una a ndyi'ya ne' cunta, siya' lyee la ndon nscan ne' una a ndyi'ya ne' cha' tiyaa—. 
LUK.8.11	Ndeña'an nguiaa cha' nu mdi'in tyaan can': Mti trigo can' lca na ycha' Ndiose. 
LUK.8.12	Mti trigo nu nguilo tu'hua tucueen can', nguiaa cha' 'in na tsaña'an nguiaa cha' 'in nten nu ne 'in cha' tsu'hue 'in Ndiose, una cui' xaa ti ndyi'an laxa'an lo' ndlyoo cha' tsu'hue nu cua' ntsu'hui ni' cusya 'in ne', ña'an ca si'yana a tsa qui'an ti' ne' lo' a tyi'o laa ne'. 
LUK.8.13	Mti nu nguilo loo yuu nu titi tu'hua nducua loo quee can', nguiaa cha' 'in na tsaña'an nguiaa cha' 'in nten nu ne 'in cha' tsu'hue 'in Ndiose, tsu'hue ntsu'hui tiquee ne' nducuan xu'hue ne' 'in na, una a ngu'ya xcua' na. Sca co' xaa ndiya qui'an ti' ne', una xa ndyijyin ne' scasca loo cha', cui' xaa ndyi'o tso' ne'. 
LUK.8.14	Nu nguilo se'en nducua yca quiche' can', nguiaa cha' 'in na tsaña'an nguiaa cha' 'in nten nu ne 'in cha' tsu'hue 'in Ndiose, una si'ya cha' nduhue ti', ta cha' cuilyiya' lo'o scasca cha' nducun' nu nchcui ti' ne', can' nu ndujui xu'hua cha' tsu'hue can', lo' a ndyijyi 'a ña'an cuton na. 
LUK.8.15	Una nu nguilo loo yuu tsu'hue can', nguiaa cha' 'in na tsaña'an nguiaa cha' 'in nten nu ne 'in cha' tsu'hue 'in Ndiose, tsu'hue nxu'hua se'en ne' 'in na lo'o sca cusya nu ñi, lo' tsu'hue nchca tñan na si'yana nxñi ton ne' 'in ne' loo cha' can'.
LUK.8.16	A tucui nu ca'an sca quii' lo' nde tucun ti'in 'in na, uta su'hua 'in na nde ni' qui'ñan, cui' ca nu tyi'in tyaa 'in na sca se'en cuaan, si'yana tu'hui na xaa 'in nu sten ña'an can'. 
LUK.8.17	Cui' cuaña'an lo'o sca cha' nu nchca cunan ti, a s'ni ca chcan' loo na tiyaa xaa, lo' cuaña'an ndi'in cha' 'in sca cha' nu nchca cutsi' ti, a tyijyin yu'hui cha' a tyi'o scua la cha' 'in na. 
LUK.8.18	Can' cha' xñi um cunta nchgaa cha' nu ne 'in um, si'yana nten nu n'ni cunta cha' nu nchcuin', nde lyee la ndyijyi cha' tiyaa 'in can', una nu a n'ni cunta cha' re, lo'o cha' tiyaa nu ñan ti' cua' jui 'in, ndlyaa ñi 'in na.
LUK.8.19	Xacan' mdiyaa jyi'an Jesús lo'o ta'a ngula ñi se'en nguilyu ñi, una a ncua sten jun la se'en ndon ñi si'ya nten qui'an can'. 
LUK.8.20	Jui nu mtsa' 'in ñi: Tuna'an lyiya' cua ndon ñi jyi'an um lo'o ta'a ngula um, nchca ti' jun chcui' jun lo'o um. 
LUK.8.21	Xacan' juin ñi 'in nten can': Tsalca nu ndon nscan cha' 'in Ndiose lo' nxu'hua se'en 'in na, can' nu lca jyi'an nan' lo' can' nu lca ta'a ngulan.
LUK.8.22	Yato'o sca tsaan yten Jesús lo'o yu ta'a nda'an ñi sca ni' yca na'an, lo' juin ñi 'in yu: Tyijyin xi'yu na xca tso' tiyo' re. Lo' mdo'o jun nguiaa jun. 
LUK.8.23	Una lja nguiaa jun loo tyi'a can' ngu'ya sla ñi. Tsati ntyin yaan sca cui'in tnu, lo' chen nchcui 'in jun si'yana cua' mdyisnan nguiten tyi'a 'in yca na'an can'. 
LUK.8.24	Ngulyoo yu sla ñi, lo' juin yu 'in ñi: Ñi Bstro, Ñi Bstro, cua' quityin' yu'hui ti na. Xacan' mdyiton ñi lo' ngusun lo'o ñi 'in cui'in can' lo'o tiyo' nu lyee nguitsa can', cui' xaa ngulyijyi na lo' mdi'in seen na. 
LUK.8.25	Xacan' juin ñi 'in yu: ¿Ta na a ndiya qui'an ti' um 'ñan? Una scaña'an ti ndi'in ytsen yu, nduhue ti' yu lo' ñicha' ta'a yu: ¿Tucui ta lca ñi re, ñi cha' lo'o cui'in lo'o tyi'a ndlo ñi tñan 'in na, lo' ja'an na 'in ñi?
LUK.8.26	Xacan' mdyi'o ti'in jun loo yuu 'in ne' Gadara, cui' luhua' xca tso' se'en lyi'ya loo Galilea. 
LUK.8.27	Lo' ña'aan mdyi'o ton Jesús tu'hua tyi'a can', yan ycua sca yu Gadara se'en ndon ñi, yu nu cua' s'ni 'a ntsu'hui cui'in xa'an 'in, a nchco' 'a yu ste' yu, a cunta a ndyi'in 'a yu ña'an 'in yu, cui' ca nu ni' lyi'o se'en nguitsi' nten ndlyu yu nchgaa xaa. 
LUK.8.28	Yu re xa na'an yu 'in Jesús, msi'ya yja cueen yu, mdyi'ya xtyin' yu tloo ñi, lo' ycui' cueen yu: Jesús, Sñe' Ndiose, ñi nu tlyu lati nu nducua ni' cuaan, ¿ñi na lca 'in um lo'on? Jñan sca cha' tsu'hue 'in um a xitijin um 'ñan nu ti'i. 
LUK.8.29	(Lo' mdyisnan ngulo ñi tñan 'in cui'in xa'an can' si'yana cula' ton 'in yu, si'yana cua' s'ni 'a ngui'ni lyi'o 'tnan cui'in xa'an can' 'in yu. Tyun 'a ya' mscan' ne' yaa' yu lo'o quiya' yu lo'o carena, una msi'yu yu 'in na, chacui' se'en ngutyi ndyi'an lo'o cui'in xa'an can' 'in yu.) 
LUK.8.30	Mñicha' Jesús 'in yu: ¿Ña'an ta naan? Xacan' mxcuen yu: Legión naan hua. Cui' si'yana qui'an 'a cui'in xa'an ntsu'hui 'in yu. 
LUK.8.31	Cui'in xa'an can' mjñan cha' tsu'hue 'in ñi si'yana a su'hua ñi 'in sca se'en qui'ñi. 
LUK.8.32	Cui' sii' qui'ya can' nda'an nan ycu sca ta tlyu cuhue', lo' mjñan cui'in xa'an can' 'in Jesús cha' taa ñi cha' cuiya' sten 'in cuhue' can', lo' mdaa ñi cha' cuiya'. 
LUK.8.33	Ña'aan mdyi'o cui'in xa'an can' 'in yu yten se'en ndi'in cuhue' can', tsatlyu mdo'o 'in msnan 'in, lo' mxityu loo 'in loo tiyo', can' ngujui yu'hui 'in. 
LUK.8.34	Yu nu na'an seen cuhue' can', xa na'an yu cha' nu yato'o, cui' xaa msnan yu nguia ytsa' yu 'in nten ndi'in quichen can' lo'o nten nga'an ni' quixin'. 
LUK.8.35	Mdo'o ne' ya na'an ne' cha' nu yato'o can', mdiyaa ne' se'en nducua Jesús, na'an ne' 'in yu nu yu'hui cui'in xa'an 'in nducua yu tloo ñi, cua' lco' yu ste' yu, ntsu'hui chcui cha' tiyaa 'in yu, lo' ytsen 'a ne'. 
LUK.8.36	Nchgaa nu na'an cha' can' mdaa suun lo'o nten nu mdiyaa can', ña'an mchca yu nu yu'hui cui'in xa'an 'in can'. 
LUK.8.37	Xacan' nchgaa nten nu mdo'o chcua tyi'in tso' se'en lyi'ya loo Gadara, mjñan ne' cha' tsu'hue 'in ñi si'yana tyi'o tso' ñi se'en can' loo nu lyee nguitsen ne'. Jesús yten ñi ni' yca na'an can', lo' mxitucui ñi nguiaa ñi. 
LUK.8.38	Yu nu qui'an 'a cui'in xa'an yu'hui 'in can', mjñan yu cha' tsu'hue 'in ñi cha' tca chcui ncha'an yu 'in ñi, una Jesús msla' ñi 'in yu, lo' juin ñi: 
LUK.8.39	Quiaa nde ña'an 'in, lo' taa suun tsala ña'an tlyu cha' tsu'hue m'ni Ndiose lo'o. Mdo'o yu nguiaa yu lo' mdaa yu suun ña'aan loo quichen can' tsala ña'an tlyu cha' tsu'hue m'ni Jesús lo'o yu.
LUK.8.40	Xa nguila Jesús se'en ndi'in nten qui'an can', tsu'hue 'a ntsu'hui tiquee ne' ncuan xu'hue ne' 'in ñi, si'yana cua' ndi'in ta ne' 'in ñi. 
LUK.8.41	Lja xacan' mdiyaa sca yu naan Jairo, yu nu ndlo tñan se'en ndiyo' ti'in ne' Judio, mdyi'ya xtyin' yu tloo Jesús lo' mjñan yu cha' tsu'hue 'in ñi si'yana tsaa ñi la se'en ndi'in yu, 
LUK.8.42	si'yana cua' caja ti nu cuna'an sñe' yu, tyi ca ña'an sca can' ndi'in 'in yu, lo' ntsu'hui tichcua yjan. Tucueen nguiaa ñi lo'o yu msta su'hua ta'a nten si'ya ñi. 
LUK.8.43	Cui' lja can' nguiaa sca ne' cuna'an nu cua' ntsu'hui tichcua yjan ti'i lo'o quicha nguilo tne, cua' ngulyijyi ne' ña'aan tñi 'in ne' lo'o nu n'ni rmiyu, una ñi sca can' lo' a ncua 'in cu'ni chca 'in ne'. 
LUK.8.44	Ne' cuna'an can' yaan ne' cui' ti nde chon' Jesús lo' yla' ne' tu'hua ste' ñi, cui' xaa ngulyijyi ylo tne 'in ne'. 
LUK.8.45	Xacan' juin Jesús: ¿Ti nu ca m'ni ca'an 'ñan? Nchgaa nten can' juin ne' si'yana a tucui, xacan' mxcuen yu Tyo lo'o nchgaa ta'a nguiaa yu: Ñi Bstro, jlyo ti' um tsala ña'an qui'an nten nsta su'hua 'in um, lo' ti' nchcui' um: ¿Ti nu ca m'ni ca'an 'ñan? 
LUK.8.46	Lo' ti' juin la Jesús: Ntsu'hui nu m'ni ca'an 'ñan, si'yana ngüi tin' mdo'o juesa 'ñan. 
LUK.8.47	Xa na'an ne' cuna'an can' si'yana a ncua su'hua cutsi' ne' cha' nu m'ni ne', mdyisnan mchcuan ne' xa mdiyaa ne' tloo ñi, mdyi'ya xtyin' ne', tloo ndi'in nten can' mdaa ne' suun lo'o ñi ña'an yla' ne' ste' ñi lo' ticui' xaa mchca ne'. 
LUK.8.48	Lo' juin ñi 'in ne': Sñen', cua' mchca si'yana ya qui'an ti' 'ñan, quia lya lo' a sca cha' chu'hui tiquee. 
LUK.8.49	Can' ca cha' ti' ndon ycui' ñi xa mdiya ytsa' sca yu nu mdo'o la na'an 'in yu nu ndlo tñan can', lo' juin yu: Cua' ngujui sñe' um, a najo'o 'a ti' chcui' um lo'o ñi re tsaa ñi. 
LUK.8.50	Xa ngune 'in Jesús cha' nu ycui' yu can', juin ñi 'in yu nu ndlo tñan can': A cutsen um, tsaloo ti tsa qui'an ti' um 'ñan lo' chca sñe' um. 
LUK.8.51	Xa mdiyaa ñi la na'an 'in yu, a mdaa ñi ya' sten ña'an nu ti, tsa yu Tyo ti, yu Jacobo lo'o yu Xuhua, a cunta lo'o nten cula 'in cuhui' can'. 
LUK.8.52	Nchgaa nten can' ndi'in ynan ne' si'ya cuhui' can', lo' juin ñi 'in ne': A cunan um, cuhui' re si'i na ngujui cuhui', na lja' ti cuhui'. 
LUK.8.53	Nten can' mstyi lyi'o ne' 'in ñi, si'yana jlyo ti' ne' na ngujui cuhui'. 
LUK.8.54	Una Jesús msñi ñi yaa' cuhui', lo' ycui' cueen ñi: Sñen', tyitucui. 
LUK.8.55	Cui' ña'an lcaa nguila cusya 'in cuhui' lo' mdyi tucui cuhui', xacan' ycui' ñi lo'o jun si'yana taa jun na cu cuhui'. 
LUK.8.56	Nten cula 'in cuhui' ndyijyin ya' yuhue ti' jun cha' can', una Jesús ngulo ñi tñan 'in jun si'yana a chcui' jun lo'o ñi sca tucui cha' nu yato'o.
LUK.9.1	Xacan' mxo' ti'in Jesús 'in tichcua yu ta'a nda'an ñi, lo' mdaa ñi cha' cuiya' 'in yu si'yana tca culo yu nchgaa loo cui'in xa'an nu ntsu'hui 'in nten, lo' cu'ni chca yu 'in nu ti'i lo'o cuati loo quicha. 
LUK.9.2	Xacan' ngua'an tñan ñi 'in yu si'yana tsa ycui' yu ña'an ntsu'hui cha' culo Ndiose tñan 'in nten, a cunta si'yana cu'ni chca yu 'in nu ti'i. 
LUK.9.3	Lo' juin ñi 'in yu: Ñi sca na lo' a cui'ya um se'en tsaa um, ñi yca lo' a chcua yaa' um, ñi cuijyin, ñi na cu um, ñi tñi a cui'ya um, lo' ñi a cui'ya um xca ta ste' um. 
LUK.9.4	Quichen se'en tiyaa um, cha' nde'en nu taa se'en quinu um, can' tyi'in um tsalja ndi'in um quichen can'. 
LUK.9.5	Cha' nten can' a cuan xu'hue ne' 'in um, tyi'o um quichen can' lo' scuin um yuu quiya' um, cuaña'an quinu cunta 'in ne' cha' nde'en la cha' nu caan 'in ne'. 
LUK.9.6	Xacan' mdo'o yu nguiaa yu lo' mdijin yu scasca quichen suhue ti, mda'an ycui' yu cha' tsu'hue 'in Ndiose, lo' m'ni chca yu 'in nu ti'i scasca se'en can'.
LUK.9.7	Yu Herode nu ndlo tñan can', xa ynan yu cha' ña'an ngui'ni Jesús, msu'hua yu cha' tiquee yu si'yana ntsu'hui nu nchcui' si'yana yu Xuhua can' cua' mdyiqui'o yu, 
LUK.9.8	a cunta ntsu'hui xca nu nchcui' si'yana Elía cua' ngulo'o tloo 'in ne', lo' ntsu'hui xca nu nchcui' si'yana lca ñi scasca la nu mxiycui' Ndiose 'in cua' s'ni, lo' cua' ñii mdyiqui'o can'. 
LUK.9.9	Xacan' juin yu Herode: Una nan' ngulon tñan msi'yu yni yu Xuhua can', ¿tucui ta lca nu nchcui' nten cua cha' 'in? Can' cha' nchca ti' yu chu'hui lyoo yu 'in Jesús.
LUK.9.10	Xa nguila yu ta'a mda'an Jesús, mdaa yu suun lo'o ñi nchgaa cha' nu m'ni yu se'en yaa yu. Xacan' mdo'o lo'o ñi 'in tsalca ti yu, sca se'en nu cua' ntan la tu'hua quichen Betsaida. 
LUK.9.11	Una nten nu nguinu ti'in can' xa ngujlyo ti' ne' la tucueen nguiaa ñi, mducui ncha'an ne' 'in ñi, cui' xaa ncuan xu'hue ñi 'in ne', lo' ycui' ñi lo'o ne' ña'an ndlo Ndiose tñan 'in nten, a cunta m'ni chca ñi 'in nchgaa nu ntsu'hui quicha 'in. 
LUK.9.12	Xa msiin tsaan can' mdiya ycui' yu ta'a nda'an ñi lo'o ñi: Chcui' um lo'o nten re si'yana cunan ne' se'en quinu ne' se'en ndi'in scasca quichen uta se'en nga'an nten ni' quixin', can' caja na cu ne' si'yana tijyo' nguilyu na re. 
LUK.9.13	Juin ñi 'in yu xacan': 'Un xicu um 'in ne'. Mxcuen yu 'in ñi: Una seen ca'yu ti jaslya nda'an lo'o hua lo'o tucua ti cula, uta na nchca ti' um tsa si'i hua na nu cu nten qui'an re. 
LUK.9.14	Tsalca yu qui'yu can' ndiyaa yu ca'yu mii yu. Xacan' juin ñi 'in yu ta'a nda'an ñi: Cu'ni um cha' chcua nten re cunda tu'hua tyii ne'. 
LUK.9.15	Cuaña'an m'ni yu cha' yten tucua nchgaa nten can'. 
LUK.9.16	Xacan' msñi Jesús ta'a ca'yu jaslya lo'o chcua cula can', lo' mscuen ñi tloo ñi nde cuaan, mdyaa ñi xu'hue 'in Ndiose, xacan' msu'hue ñi 'in na, lo' mdaa ñi 'in na 'in yu ta'a nda'an ñi si'yana cutsa yu 'in na. 
LUK.9.17	Nchgaa ne' ycu ne' tsaya' ngula' ti' ne', lo' na nu nguinu can' ti' m'ni cha'an yu cha tichcua xcuhui lo'o na.
LUK.9.18	Yato'o lja nchcui' lyi'o Jesús 'in Ndiose scati ñi, una lo'o yu ta'a nda'an ñi nguilyu can', lo' mñicha' ñi 'in yu: ¿Tucui ta lcan nan' nchcui' nten? 
LUK.9.19	Mxcuen yu 'in ñi: Ntsu'hui nu nchcui' si'yana lca um yu Xuhua nu mducua tya 'in nten, lo' ntsu'hui nu nchcui' si'yana lca um yu Elía, a cunta ntsu'hui xca nu nchcui' si'yana lca um sca yu nu mxiycui' Ndiose 'in cua' s'ni, lo' cua' ñii mdyiqui'o can'. 
LUK.9.20	Xacan' juin ñi 'in yu: Lo' 'un jan ñi, ¿tucui ñan ti' um lcan nan'? Mxcuen yu Tyo can': 'Un lca um ycui' ca Cristo nu mdo'o se'en nducua Ndiose.
