MAT.1.1	ibrAhImaH santAnO dAyUd tasya santAnO yIzukhrISTastasya pUrvvapuruSavaMzazrENI|
LUK.12.20	rE nirbOdha adya rAtrau tava prANAstvattO nESyantE tata EtAni yAni dravyANi tvayAsAditAni tAni kasya bhaviSyanti?
LUK.12.21	ataEva yaH kazcid Izvarasya samIpE dhanasanjcayamakRtvA kEvalaM svanikaTE sanjcayaM karOti sOpi tAdRzaH|
LUK.12.22	atha sa ziSyEbhyaH kathayAmAsa, yuSmAnahaM vadAmi, kiM khAdiSyAmaH? kiM paridhAsyAmaH? ityuktvA jIvanasya zarIrasya cArthaM cintAM mA kArSTa|
LUK.12.23	bhakSyAjjIvanaM bhUSaNAccharIranjca zrESThaM bhavati|
LUK.12.24	kAkapakSiNAM kAryyaM vicArayata, tE na vapanti zasyAni ca na chindanti, tESAM bhANPAgArANi na santi kOSAzca na santi, tathApIzvarastEbhyO bhakSyANi dadAti, yUyaM pakSibhyaH zrESThatarA na kiM?
LUK.12.25	aparanjca bhAvayitvA nijAyuSaH kSaNamAtraM varddhayituM zaknOti, EtAdRzO lAkO yuSmAkaM madhyE kOsti?
LUK.12.26	ataEva kSudraM kAryyaM sAdhayitum asamarthA yUyam anyasmin kAryyE kutO bhAvayatha?
LUK.12.27	anyacca kAmpilapuSpaM kathaM varddhatE tadApi vicArayata, tat kanjcana zramaM na karOti tantUMzca na janayati kintu yuSmabhyaM yathArthaM kathayAmi sulEmAn bahvaizvaryyAnvitOpi puSpasyAsya sadRzO vibhUSitO nAsIt|
LUK.12.28	adya kSEtrE varttamAnaM zvazcUllyAM kSEpsyamAnaM yat tRNaM, tasmai yadIzvara itthaM bhUSayati tarhi hE alpapratyayinO yuSmAna kiM na paridhApayiSyati?
LUK.12.29	ataEva kiM khAdiSyAmaH? kiM paridhAsyAmaH? EtadarthaM mA cESTadhvaM mA saMdigdhvanjca|
LUK.12.30	jagatO dEvArccakA EtAni sarvvANi cESTanatE; ESu vastuSu yuSmAkaM prayOjanamAstE iti yuSmAkaM pitA jAnAti|
LUK.12.31	ataEvEzvarasya rAjyArthaM sacESTA bhavata tathA kRtE sarvvANyEtAni dravyANi yuSmabhyaM pradAyiSyantE|
LUK.12.32	hE kSudramESavraja yUyaM mA bhaiSTa yuSmabhyaM rAjyaM dAtuM yuSmAkaM pituH sammatirasti|
LUK.12.33	ataEva yuSmAkaM yA yA sampattirasti tAM tAM vikrIya vitarata, yat sthAnaM caurA nAgacchanti, kITAzca na kSAyayanti tAdRzE svargE nijArtham ajarE sampuTakE 'kSayaM dhanaM sanjcinuta ca;
LUK.12.34	yatO yatra yuSmAkaM dhanaM varttatE tatrEva yuSmAkaM manaH|
LUK.12.35	aparanjca yUyaM pradIpaM jvAlayitvA baddhakaTayastiSThata;
LUK.12.36	prabhu rvivAhAdAgatya yadaiva dvAramAhanti tadaiva dvAraM mOcayituM yathA bhRtyA apEkSya tiSThanti tathA yUyamapi tiSThata|
LUK.12.37	yataH prabhurAgatya yAn dAsAn sacEtanAn tiSThatO drakSyati taEva dhanyAH; ahaM yuSmAn yathArthaM vadAmi prabhustAn bhOjanArtham upavEzya svayaM baddhakaTiH samIpamEtya parivESayiSyati|
LUK.12.38	yadi dvitIyE tRtIyE vA praharE samAgatya tathaiva pazyati, tarhi taEva dAsA dhanyAH|
LUK.12.39	aparanjca kasmin kSaNE caurA AgamiSyanti iti yadi gRhapati rjnjAtuM zaknOti tadAvazyaM jAgran nijagRhE sandhiM karttayituM vArayati yUyamEtad vitta|
LUK.12.40	ataEva yUyamapi sajjamAnAstiSThata yatO yasmin kSaNE taM nAprEkSadhvE tasminnEva kSaNE manuSyaputra AgamiSyati|
LUK.12.41	tadA pitaraH papraccha, hE prabhO bhavAn kimasmAn uddizya kiM sarvvAn uddizya dRSTAntakathAmimAM vadati?
LUK.12.42	tataH prabhuH prOvAca, prabhuH samucitakAlE nijaparivArArthaM bhOjyaparivESaNAya yaM tatpadE niyOkSyati tAdRzO vizvAsyO bOddhA karmmAdhIzaH kOsti?
LUK.12.43	prabhurAgatya yam EtAdRzE karmmaNi pravRttaM drakSyati saEva dAsO dhanyaH|
LUK.12.44	ahaM yuSmAn yathArthaM vadAmi sa taM nijasarvvasvasyAdhipatiM kariSyati|
LUK.12.45	kintu prabhurvilambEnAgamiSyati, iti vicintya sa dAsO yadi tadanyadAsIdAsAn praharttum bhOktuM pAtuM maditunjca prArabhatE,
LUK.12.46	tarhi yadA prabhuM nApEkSiSyatE yasmin kSaNE sO'cEtanazca sthAsyati tasminnEva kSaNE tasya prabhurAgatya taM padabhraSTaM kRtvA vizvAsahInaiH saha tasya aMzaM nirUpayiSyati|
LUK.12.47	yO dAsaH prabhEाrAjnjAM jnjAtvApi sajjitO na tiSThati tadAjnjAnusArENa ca kAryyaM na karOti sOnEkAn prahArAn prApsyati;
LUK.12.48	kintu yO janO'jnjAtvA prahArArhaM karmma karOti sOlpaprahArAn prApsyati| yatO yasmai bAhulyEna dattaM tasmAdEva bAhulyEna grahISyatE, mAnuSA yasya nikaTE bahu samarpayanti tasmAd bahu yAcantE|
LUK.12.49	ahaM pRthivyAm anaikyarUpaM vahni nikSEptum AgatOsmi, sa cEd idAnImEva prajvalati tatra mama kA cintA?
LUK.12.50	kintu yEna majjanEnAhaM magnO bhaviSyAmi yAvatkAlaM tasya siddhi rna bhaviSyati tAvadahaM katikaSTaM prApsyAmi|
LUK.12.51	mElanaM karttuM jagad AgatOsmi yUyaM kimitthaM bOdhadhvE? yuSmAn vadAmi na tathA, kintvahaM mElanAbhAvaM karttuMm AgatOsmi|
LUK.12.52	yasmAdEtatkAlamArabhya EkatrasthaparijanAnAM madhyE panjcajanAH pRthag bhUtvA trayO janA dvayOrjanayOH pratikUlA dvau janau ca trayANAM janAnAM pratikUlau bhaviSyanti|
LUK.12.53	pitA putrasya vipakSaH putrazca pitu rvipakSO bhaviSyati mAtA kanyAyA vipakSA kanyA ca mAtu rvipakSA bhaviSyati, tathA zvazrUrbadhvA vipakSA badhUzca zvazrvA vipakSA bhaviSyati|
LUK.12.54	sa lOkEbhyOparamapi kathayAmAsa, pazcimadizi mEghOdgamaM dRSTvA yUyaM haThAd vadatha vRSTi rbhaviSyati tatastathaiva jAyatE|
LUK.12.55	aparaM dakSiNatO vAyau vAti sati vadatha nidAghO bhaviSyati tataH sOpi jAyatE|
LUK.12.56	rE rE kapaTina AkAzasya bhUmyAzca lakSaNaM bOddhuM zaknutha,
LUK.12.57	kintu kAlasyAsya lakSaNaM kutO bOddhuM na zaknutha? yUyanjca svayaM kutO na nyASyaM vicArayatha?
LUK.12.58	aparanjca vivAdinA sArddhaM vicArayituH samIpaM gacchan pathi tasmAduddhAraM prAptuM yatasva nOcEt sa tvAM dhRtvA vicArayituH samIpaM nayati| vicArayitA yadi tvAM praharttuH samIpaM samarpayati praharttA tvAM kArAyAM badhnAti
LUK.12.59	tarhi tvAmahaM vadAmi tvayA niHzESaM kapardakESu na parizOdhitESu tvaM tatO muktiM prAptuM na zakSyasi|
LUK.13.1	aparanjca pIlAtO yESAM gAlIlIyAnAM raktAni balInAM raktaiH sahAmizrayat tESAM gAlIlIyAnAM vRttAntaM katipayajanA upasthApya yIzavE kathayAmAsuH|
LUK.13.2	tataH sa pratyuvAca tESAM lOkAnAm EtAdRzI durgati rghaTitA tatkAraNAd yUyaM kimanyEbhyO gAlIlIyEbhyOpyadhikapApinastAn bOdhadhvE?
LUK.13.3	yuSmAnahaM vadAmi tathA na kintu manaHsu na parAvarttitESu yUyamapi tathA naMkSyatha|
LUK.13.4	aparanjca zIlOhanAmna uccagRhasya patanAd yE'STAdazajanA mRtAstE yirUzAlami nivAsisarvvalOkEbhyO'dhikAparAdhinaH kiM yUyamityaM bOdhadhvE?
LUK.13.5	yuSmAnahaM vadAmi tathA na kintu manaHsu na parivarttitESu yUyamapi tathA naMkSyatha|
LUK.13.6	anantaraM sa imAM dRSTAntakathAmakathayad EkO janO drAkSAkSEtramadhya EkamuPumbaravRkSaM rOpitavAn| pazcAt sa Agatya tasmin phalAni gavESayAmAsa,
LUK.13.7	kintu phalAprAptEH kAraNAd udyAnakAraM bhRtyaM jagAda, pazya vatsaratrayaM yAvadAgatya EtasminnuPumbaratarau kSalAnyanvicchAmi, kintu naikamapi prapnOmi tarurayaM kutO vRthA sthAnaM vyApya tiSThati? EnaM chindhi|
LUK.13.8	tatO bhRtyaH pratyuvAca, hE prabhO punarvarSamEkaM sthAtum Adiza; Etasya mUlasya caturdikSu khanitvAham AlavAlaM sthApayAmi|
LUK.13.9	tataH phalituM zaknOti yadi na phalati tarhi pazcAt chEtsyasi|
LUK.13.10	atha vizrAmavArE bhajanagEhE yIzurupadizati
LUK.13.11	tasmit samayE bhUtagrastatvAt kubjIbhUyASTAdazavarSANi yAvat kEnApyupAyEna Rju rbhavituM na zaknOti yA durbbalA strI,
LUK.13.12	tAM tatrOpasthitAM vilOkya yIzustAmAhUya kathitavAn hE nAri tava daurbbalyAt tvaM muktA bhava|
LUK.13.13	tataH paraM tasyA gAtrE hastArpaNamAtrAt sA RjurbhUtvEzvarasya dhanyavAdaM karttumArEbhE|
LUK.13.14	kintu vizrAmavArE yIzunA tasyAH svAsthyakaraNAd bhajanagEhasyAdhipatiH prakupya lOkAn uvAca, SaTsu dinESu lOkaiH karmma karttavyaM tasmAddhEtOH svAsthyArthaM tESu dinESu Agacchata, vizrAmavArE mAgacchata|
LUK.13.15	tadA pabhuH pratyuvAca rE kapaTinO yuSmAkam EkaikO janO vizrAmavArE svIyaM svIyaM vRSabhaM gardabhaM vA bandhanAnmOcayitvA jalaM pAyayituM kiM na nayati?
LUK.13.16	tarhyASTAdazavatsarAn yAvat zaitAnA baddhA ibrAhImaH santatiriyaM nArI kiM vizrAmavArE na mOcayitavyA?
LUK.13.17	ESu vAkyESu kathitESu tasya vipakSAH salajjA jAtAH kintu tEna kRtasarvvamahAkarmmakAraNAt lOkanivahaH sAnandO'bhavat|
LUK.13.18	anantaraM sOvadad Izvarasya rAjyaM kasya sadRzaM? kEna tadupamAsyAmi?
LUK.13.19	yat sarSapabIjaM gRhItvA kazcijjana udyAna uptavAn tad bIjamagkuritaM sat mahAvRkSO'jAyata, tatastasya zAkhAsu vihAyasIyavihagA Agatya nyUSuH, tadrAjyaM tAdRzEna sarSapabIjEna tulyaM|
LUK.13.20	punaH kathayAmAsa, Izvarasya rAjyaM kasya sadRzaM vadiSyAmi? yat kiNvaM kAcit strI gRhItvA drONatrayaparimitagOdhUmacUrNESu sthApayAmAsa,
LUK.13.21	tataH kramENa tat sarvvagOdhUmacUrNaM vyApnOti, tasya kiNvasya tulyam Izvarasya rAjyaM|
LUK.13.22	tataH sa yirUzAlamnagaraM prati yAtrAM kRtvA nagarE nagarE grAmE grAmE samupadizan jagAma|
LUK.13.23	tadA kazcijjanastaM papraccha, hE prabhO kiM kEvalam alpE lOkAH paritrAsyantE?
LUK.13.24	tataH sa lOkAn uvAca, saMkIrNadvArENa pravESTuM yataghvaM, yatOhaM yuSmAn vadAmi, bahavaH pravESTuM cESTiSyantE kintu na zakSyanti|
LUK.13.25	gRhapatinOtthAya dvArE ruddhE sati yadi yUyaM bahiH sthitvA dvAramAhatya vadatha, hE prabhO hE prabhO asmatkAraNAd dvAraM mOcayatu, tataH sa iti prativakSyati, yUyaM kutratyA lOkA ityahaM na jAnAmi|
LUK.13.26	tadA yUyaM vadiSyatha, tava sAkSAd vayaM bhEाjanaM pAnanjca kRtavantaH, tvanjcAsmAkaM nagarasya pathi samupadiSTavAn|
LUK.13.27	kintu sa vakSyati, yuSmAnahaM vadAmi, yUyaM kutratyA lOkA ityahaM na jAnAmi; hE durAcAriNO yUyaM mattO dUrIbhavata|
LUK.13.28	tadA ibrAhImaM ishAkaM yAkUbanjca sarvvabhaviSyadvAdinazca Izvarasya rAjyaM prAptAn svAMzca bahiSkRtAn dRSTvA yUyaM rOdanaM dantairdantagharSaNanjca kariSyatha|
LUK.13.29	aparanjca pUrvvapazcimadakSiNOttaradigbhyO lOkA Agatya Izvarasya rAjyE nivatsyanti|
LUK.13.30	pazyatEtthaM zESIyA lOkA agrA bhaviSyanti, agrIyA lOkAzca zESA bhaviSyanti|
LUK.13.31	aparanjca tasmin dinE kiyantaH phirUzina Agatya yIzuM prOcuH, bahirgaccha, sthAnAdasmAt prasthAnaM kuru, hErOd tvAM jighAMsati|
LUK.13.32	tataH sa pratyavOcat pazyatAdya zvazca bhUtAn vihApya rOgiNO'rOgiNaH kRtvA tRtIyEhni sEtsyAmi, kathAmEtAM yUyamitvA taM bhUrimAyaM vadata|
LUK.13.33	tatrApyadya zvaH parazvazca mayA gamanAgamanE karttavyE, yatO hEtO ryirUzAlamO bahiH kutrApi kOpi bhaviSyadvAdI na ghAniSyatE|
LUK.13.34	hE yirUzAlam hE yirUzAlam tvaM bhaviSyadvAdinO haMsi tavAntikE prEritAn prastarairmArayasi ca, yathA kukkuTI nijapakSAdhaH svazAvakAn saMgRhlAti, tathAhamapi tava zizUn saMgrahItuM kativArAn aicchaM kintu tvaM naicchaH|
LUK.13.35	pazyata yuSmAkaM vAsasthAnAni prOcchidyamAnAni parityaktAni ca bhaviSyanti; yuSmAnahaM yathArthaM vadAmi, yaH prabhO rnAmnAgacchati sa dhanya iti vAcaM yAvatkAlaM na vadiSyatha, tAvatkAlaM yUyaM mAM na drakSyatha|
LUK.14.1	anantaraM vizrAmavArE yIzau pradhAnasya phirUzinO gRhE bhOktuM gatavati tE taM vIkSitum ArEbhirE|
LUK.14.2	tadA jalOdarI tasya sammukhE sthitaH|
LUK.14.3	tataH sa vyavasthApakAn phirUzinazca papraccha, vizrAmavArE svAsthyaM karttavyaM na vA? tatastE kimapi na pratyUcuH|
LUK.14.4	tadA sa taM rOgiNaM svasthaM kRtvA visasarja;
LUK.14.5	tAnuvAca ca yuSmAkaM kasyacid garddabhO vRSabhO vA cEd garttE patati tarhi vizrAmavArE tatkSaNaM sa kiM taM nOtthApayiSyati?
LUK.14.6	tatastE kathAyA EtasyAH kimapi prativaktuM na zEkuH|
LUK.14.7	aparanjca pradhAnasthAnamanOnItatvakaraNaM vilOkya sa nimantritAn EtadupadEzakathAM jagAda,
LUK.14.8	tvaM vivAhAdibhOjyESu nimantritaH san pradhAnasthAnE mOpAvEkSIH| tvattO gauravAnvitanimantritajana AyAtE
LUK.14.9	nimantrayitAgatya manuSyAyaitasmai sthAnaM dEhIti vAkyaM cEd vakSyati tarhi tvaM sagkucitO bhUtvA sthAna itarasmin upavESTum udyaMsyasi|
LUK.14.10	asmAt kAraNAdEva tvaM nimantritO gatvA'pradhAnasthAna upaviza, tatO nimantrayitAgatya vadiSyati, hE bandhO prOccasthAnaM gatvOpaviza, tathA sati bhOjanOpaviSTAnAM sakalAnAM sAkSAt tvaM mAnyO bhaviSyasi|
LUK.14.11	yaH kazcit svamunnamayati sa namayiSyatE, kintu yaH kazcit svaM namayati sa unnamayiSyatE|
LUK.14.12	tadA sa nimantrayitAraM janamapi jagAda, madhyAhnE rAtrau vA bhOjyE kRtE nijabandhugaNO vA bhrAtRृgaNO vA jnjAtigaNO vA dhanigaNO vA samIpavAsigaNO vA EtAn na nimantraya, tathA kRtE cEt tE tvAM nimantrayiSyanti, tarhi parizOdhO bhaviSyati|
LUK.14.13	kintu yadA bhEjyaM karOSi tadA daridrazuSkakarakhanjjAndhAn nimantraya,
LUK.14.14	tata AziSaM lapsyasE, tESu parizOdhaM karttumazaknuvatsu zmazAnAddhArmmikAnAmutthAnakAlE tvaM phalAM lapsyasE|
LUK.14.15	anantaraM tAM kathAM nizamya bhOjanOpaviSTaH kazcit kathayAmAsa, yO jana Izvarasya rAjyE bhOktuM lapsyatE saEva dhanyaH|
LUK.14.16	tataH sa uvAca, kazcit janO rAtrau bhEाjyaM kRtvA bahUn nimantrayAmAsa|
LUK.14.17	tatO bhOjanasamayE nimantritalOkAn AhvAtuM dAsadvArA kathayAmAsa, khadyadravyANi sarvvANi samAsAditAni santi, yUyamAgacchata|
LUK.14.18	kintu tE sarvva EkaikaM chalaM kRtvA kSamAM prArthayAnjcakrirE| prathamO janaH kathayAmAsa, kSEtramEkaM krItavAnahaM tadEva draSTuM mayA gantavyam, ataEva mAM kSantuM taM nivEdaya|
LUK.14.19	anyO janaH kathayAmAsa, dazavRSAnahaM krItavAn tAn parIkSituM yAmi tasmAdEva mAM kSantuM taM nivEdaya|
LUK.14.20	aparaH kathayAmAsa, vyUPhavAnahaM tasmAt kAraNAd yAtuM na zaknOmi|
LUK.14.21	pazcAt sa dAsO gatvA nijaprabhOH sAkSAt sarvvavRttAntaM nivEdayAmAsa, tatOsau gRhapatiH kupitvA svadAsaM vyAjahAra, tvaM satvaraM nagarasya sannivEzAn mArgAMzca gatvA daridrazuSkakarakhanjjAndhAn atrAnaya|
LUK.14.22	tatO dAsO'vadat, hE prabhO bhavata AjnjAnusArENAkriyata tathApi sthAnamasti|
LUK.14.23	tadA prabhuH puna rdAsAyAkathayat, rAjapathAn vRkSamUlAni ca yAtvA madIyagRhapUraNArthaM lOkAnAgantuM pravarttaya|
LUK.14.24	ahaM yuSmabhyaM kathayAmi, pUrvvanimantritAnamEkOpi mamAsya rAtribhOjyasyAsvAdaM na prApsyati|
LUK.14.25	anantaraM bahuSu lOkESu yIzOH pazcAd vrajitESu satsu sa vyAghuTya tEbhyaH kathayAmAsa,
LUK.14.26	yaH kazcin mama samIpam Agatya svasya mAtA pitA patnI santAnA bhrAtarO bhagimyO nijaprANAzca, EtEbhyaH sarvvEbhyO mayyadhikaM prEma na karOti, sa mama ziSyO bhavituM na zakSyati|
LUK.14.27	yaH kazcit svIyaM kruzaM vahan mama pazcAnna gacchati, sOpi mama ziSyO bhavituM na zakSyati|
LUK.14.28	durganirmmANE kativyayO bhaviSyati, tathA tasya samAptikaraNArthaM sampattirasti na vA, prathamamupavizya Etanna gaNayati, yuSmAkaM madhya EtAdRzaH kOsti?
LUK.14.29	nOcEd bhittiM kRtvA zESE yadi samApayituM na zakSyati,
LUK.14.30	tarhi mAnuSOyaM nicEtum Arabhata samApayituM nAzaknOt, iti vyAhRtya sarvvE tamupahasiSyanti|
LUK.14.31	aparanjca bhinnabhUpatinA saha yuddhaM karttum udyamya dazasahasrANi sainyAni gRhItvA viMzatisahasrEH sainyaiH sahitasya samIpavAsinaH sammukhaM yAtuM zakSyAmi na vEti prathamaM upavizya na vicArayati EtAdRzO bhUmipatiH kaH?
LUK.14.32	yadi na zaknOti tarhi ripAvatidUrE tiSThati sati nijadUtaM prESya sandhiM karttuM prArthayEta|
LUK.14.33	tadvad yuSmAkaM madhyE yaH kazcin madarthaM sarvvasvaM hAtuM na zaknOti sa mama ziSyO bhavituM na zakSyati|
LUK.14.34	lavaNam uttamam iti satyaM, kintu yadi lavaNasya lavaNatvam apagacchati tarhi tat kathaM svAduyuktaM bhaviSyati?
LUK.14.35	tada bhUmyartham AlavAlarAzyarthamapi bhadraM na bhavati; lOkAstad bahiH kSipanti|yasya zrOtuM zrOtrE staH sa zRNOtu|
LUK.15.1	tadA karasanjcAyinaH pApinazca lOkA upadEzkathAM zrOtuM yIzOH samIpam Agacchan|
LUK.15.2	tataH phirUzina upAdhyAyAzca vivadamAnAH kathayAmAsuH ESa mAnuSaH pApibhiH saha praNayaM kRtvA taiH sArddhaM bhuMktE|
LUK.15.3	tadA sa tEbhya imAM dRSTAntakathAM kathitavAn,
LUK.15.4	kasyacit zatamESESu tiSThatmu tESAmEkaM sa yadi hArayati tarhi madhyEprAntaram EkOnazatamESAn vihAya hAritamESasya uddEzaprAptiparyyanataM na gavESayati, EtAdRzO lOkO yuSmAkaM madhyE ka AstE?
LUK.15.5	tasyOddEzaM prApya hRSTamanAstaM skandhE nidhAya svasthAnam AnIya bandhubAndhavasamIpavAsina AhUya vakti,
LUK.15.6	hAritaM mESaM prAptOham atO hEtO rmayA sArddham Anandata|
LUK.15.7	tadvadahaM yuSmAn vadAmi, yESAM manaHparAvarttanasya prayOjanaM nAsti, tAdRzaikOnazatadhArmmikakAraNAd ya AnandastasmAd Ekasya manaHparivarttinaH pApinaH kAraNAt svargE 'dhikAnandO jAyatE|
LUK.15.8	aparanjca dazAnAM rUpyakhaNPAnAm EkakhaNPE hAritE pradIpaM prajvAlya gRhaM sammArjya tasya prAptiM yAvad yatnEna na gavESayati, EtAdRzI yOSit kAstE?
LUK.15.9	prAptE sati bandhubAndhavasamIpavAsinIrAhUya kathayati, hAritaM rUpyakhaNPaM prAptAhaM tasmAdEva mayA sArddham Anandata|
LUK.15.10	tadvadahaM yuSmAn vyAharAmi, EkEna pApinA manasi parivarttitE, Izvarasya dUtAnAM madhyEpyAnandO jAyatE|
LUK.15.11	aparanjca sa kathayAmAsa, kasyacid dvau putrAvAstAM,
LUK.15.12	tayOH kaniSThaH putraH pitrE kathayAmAsa, hE pitastava sampattyA yamaMzaM prApsyAmyahaM vibhajya taM dEhi, tataH pitA nijAM sampattiM vibhajya tAbhyAM dadau|
LUK.15.13	katipayAt kAlAt paraM sa kaniSThaputraH samastaM dhanaM saMgRhya dUradEzaM gatvA duSTAcaraNEna sarvvAM sampattiM nAzayAmAsa|
LUK.15.14	tasya sarvvadhanE vyayaM gatE taddEzE mahAdurbhikSaM babhUva, tatastasya dainyadazA bhavitum ArEbhE|
LUK.15.15	tataH paraM sa gatvA taddEzIyaM gRhasthamEkam Azrayata; tataH sataM zUkaravrajaM cArayituM prAntaraM prESayAmAsa|
LUK.15.16	kEnApi tasmai bhakSyAdAnAt sa zUkaraphalavalkalEna piciNPapUraNAM vavAnjcha|
LUK.15.17	zESE sa manasi cEtanAM prApya kathayAmAsa, hA mama pituH samIpE kati kati vEtanabhujO dAsA yathESTaM tatOdhikanjca bhakSyaM prApnuvanti kintvahaM kSudhA mumUrSuH|
LUK.15.18	ahamutthAya pituH samIpaM gatvA kathAmEtAM vadiSyAmi, hE pitar Izvarasya tava ca viruddhaM pApamakaravam
LUK.15.19	tava putra_iti vikhyAtO bhavituM na yOgyOsmi ca, mAM tava vaitanikaM dAsaM kRtvA sthApaya|
LUK.15.20	pazcAt sa utthAya pituH samIpaM jagAma; tatastasya pitAtidUrE taM nirIkSya dayAnjcakrE, dhAvitvA tasya kaNThaM gRhItvA taM cucumba ca|
LUK.15.21	tadA putra uvAca, hE pitar Izvarasya tava ca viruddhaM pApamakaravaM, tava putra_iti vikhyAtO bhavituM na yOgyOsmi ca|
LUK.15.22	kintu tasya pitA nijadAsAn AdidEza, sarvvOttamavastrANyAnIya paridhApayatainaM hastE cAggurIyakam arpayata pAdayOzcOpAnahau samarpayata;
LUK.15.23	puSTaM gOvatsam AnIya mArayata ca taM bhuktvA vayam AnandAma|
LUK.15.24	yatO mama putrOyam amriyata punarajIvId hAritazca labdhObhUt tatasta Ananditum ArEbhirE|
LUK.15.25	tatkAlE tasya jyESThaH putraH kSEtra AsIt| atha sa nivEzanasya nikaTaM Agacchan nRtyAnAM vAdyAnAnjca zabdaM zrutvA
LUK.15.26	dAsAnAm Ekam AhUya papraccha, kiM kAraNamasya?
LUK.15.27	tataH sOvAdIt, tava bhrAtAgamat, tava tAtazca taM suzarIraM prApya puSTaM gOvatsaM mAritavAn|
LUK.15.28	tataH sa prakupya nivEzanAntaH pravESTuM na sammEnE; tatastasya pitA bahirAgatya taM sAdhayAmAsa|
LUK.15.29	tataH sa pitaraM pratyuvAca, pazya tava kAnjcidapyAjnjAM na vilaMghya bahUn vatsarAn ahaM tvAM sEvE tathApi mitraiH sArddham utsavaM karttuM kadApi chAgamEkamapi mahyaM nAdadAH;
LUK.15.30	kintu tava yaH putrO vEzyAgamanAdibhistava sampattim apavyayitavAn tasminnAgatamAtrE tasyaiva nimittaM puSTaM gOvatsaM mAritavAn|
LUK.15.31	tadA tasya pitAvOcat, hE putra tvaM sarvvadA mayA sahAsi tasmAn mama yadyadAstE tatsarvvaM tava|
LUK.15.32	kintu tavAyaM bhrAtA mRtaH punarajIvId hAritazca bhUtvA prAptObhUt, EtasmAt kAraNAd utsavAnandau karttum ucitamasmAkam|
LUK.16.1	aparanjca yIzuH ziSyEbhyOnyAmEkAM kathAM kathayAmAsa kasyacid dhanavatO manuSyasya gRhakAryyAdhIzE sampattErapavyayE'pavAditE sati
LUK.16.2	tasya prabhustam AhUya jagAda, tvayi yAmimAM kathAM zRNOmi sA kIdRzI? tvaM gRhakAryyAdhIzakarmmaNO gaNanAM darzaya gRhakAryyAdhIzapadE tvaM na sthAsyasi|
LUK.16.3	tadA sa gRhakAryyAdhIzO manasA cintayAmAsa, prabhu ryadi mAM gRhakAryyAdhIzapadAd bhraMzayati tarhi kiM kariSyE'haM? mRdaM khanituM mama zakti rnAsti bhikSitunjca lajjiSyE'haM|
LUK.16.4	ataEva mayi gRhakAryyAdhIzapadAt cyutE sati yathA lOkA mahyam AzrayaM dAsyanti tadarthaM yatkarmma mayA karaNIyaM tan nirNIyatE|
LUK.16.5	pazcAt sa svaprabhOrEkaikam adhamarNam AhUya prathamaM papraccha, tvattO mE prabhuNA kati prApyam?
LUK.16.6	tataH sa uvAca, EkazatAPhakatailAni; tadA gRhakAryyAdhIzaH prOvAca, tava patramAnIya zIghramupavizya tatra panjcAzataM likha|
LUK.16.7	pazcAdanyamEkaM papraccha, tvattO mE prabhuNA kati prApyam? tataH sOvAdId EkazatAPhakagOdhUmAH; tadA sa kathayAmAsa, tava patramAnIya azItiM likha|
LUK.16.8	tEnaiva prabhustamayathArthakRtam adhIzaM tadbuddhinaipuNyAt prazazaMsa; itthaM dIptirUpasantAnEbhya EtatsaMsArasya santAnA varttamAnakAlE'dhikabuddhimantO bhavanti|
LUK.16.9	atO vadAmi yUyamapyayathArthEna dhanEna mitrANi labhadhvaM tatO yuSmAsu padabhraSTESvapi tAni cirakAlam AzrayaM dAsyanti|
LUK.16.10	yaH kazcit kSudrE kAryyE vizvAsyO bhavati sa mahati kAryyEpi vizvAsyO bhavati, kintu yaH kazcit kSudrE kAryyE'vizvAsyO bhavati sa mahati kAryyEpyavizvAsyO bhavati|
LUK.16.11	ataEva ayathArthEna dhanEna yadi yUyamavizvAsyA jAtAstarhi satyaM dhanaM yuSmAkaM karESu kaH samarpayiSyati?
LUK.16.12	yadi ca paradhanEna yUyam avizvAsyA bhavatha tarhi yuSmAkaM svakIyadhanaM yuSmabhyaM kO dAsyati?
LUK.16.13	kOpi dAsa ubhau prabhU sEvituM na zaknOti, yata Ekasmin prIyamANO'nyasminnaprIyatE yadvA EkaM janaM samAdRtya tadanyaM tucchIkarOti tadvad yUyamapi dhanEzvarau sEvituM na zaknutha|
LUK.16.14	tadaitAH sarvvAH kathAH zrutvA lObhiphirUzinastamupajahasuH|
LUK.16.15	tataH sa uvAca, yUyaM manuSyANAM nikaTE svAn nirdOSAn darzayatha kintu yuSmAkam antaHkaraNAnIzvarO jAnAti, yat manuSyANAm ati prazaMsyaM tad Izvarasya ghRNyaM|
LUK.16.16	yOhana AgamanaparyyanataM yuSmAkaM samIpE vyavasthAbhaviSyadvAdinAM lEkhanAni cAsan tataH prabhRti IzvararAjyasya susaMvAdaH pracarati, EkaikO lOkastanmadhyaM yatnEna pravizati ca|
LUK.16.17	varaM nabhasaH pRthivyAzca lOpO bhaviSyati tathApi vyavasthAyA EkabindOrapi lOpO na bhaviSyati|
LUK.16.18	yaH kazcit svIyAM bhAryyAM vihAya striyamanyAM vivahati sa paradArAn gacchati, yazca tA tyaktAM nArIM vivahati sOpi paradArAna gacchati|
LUK.16.19	EkO dhanI manuSyaH zuklAni sUkSmANi vastrANi paryyadadhAt pratidinaM paritOSarUpENAbhuMktApivacca|
