MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIshukhrIShTastasya pUrvvapuruShavaMshashreNI|
MAT.19.27	tadA pitarastaM gaditavAn, pashya, vayaM sarvvaM parityajya bhavataH pashchAdvarttino .abhavAma; vayaM kiM prApsyAmaH?
MAT.19.28	tato yIshuH kathitavAn, yuShmAnahaM tathyaM vadAmi, yUyaM mama pashchAdvarttino jAtA iti kAraNAt navInasR^iShTikAle yadA manujasutaH svIyaishcharyyasiMhAsana upavekShyati, tadA yUyamapi dvAdashasiMhAsaneShUpavishya isrAyelIyadvAdashavaMshAnAM vichAraM kariShyatha|
MAT.19.29	anyachcha yaH kashchit mama nAmakAraNAt gR^ihaM vA bhrAtaraM vA bhaginIM vA pitaraM vA mAtaraM vA jAyAM vA bAlakaM vA bhUmiM parityajati, sa teShAM shataguNaM lapsyate, anantAyumo.adhikAritva ncha prApsyati|
MAT.19.30	kintu agrIyA aneke janAH pashchAt, pashchAtIyAshchAneke lokA agre bhaviShyanti|
MAT.20.1	svargarAjyam etAdR^ishA kenachid gR^ihasyena samaM, yo.atiprabhAte nijadrAkShAkShetre kR^iShakAn niyoktuM gatavAn|
MAT.20.2	pashchAt taiH sAkaM dinaikabhR^itiM mudrAchaturthAMshaM nirUpya tAn drAkShAkShetraM prerayAmAsa|
MAT.20.3	anantaraM praharaikavelAyAM gatvA haTTe katipayAn niShkarmmakAn vilokya tAnavadat,
MAT.20.4	yUyamapi mama drAkShAkShetraM yAta, yuShmabhyamahaM yogyabhR^itiM dAsyAmi, tataste vavrajuH|
MAT.20.5	punashcha sa dvitIyatR^itIyayoH praharayo rbahi rgatvA tathaiva kR^itavAn|
MAT.20.6	tato daNDadvayAvashiShTAyAM velAyAM bahi rgatvAparAn katipayajanAn niShkarmmakAn vilokya pR^iShTavAn, yUyaM kimartham atra sarvvaM dinaM niShkarmmANastiShThatha?
MAT.20.7	te pratyavadan, asmAn na kopi karmamaNi niyuMkte| tadAnIM sa kathitavAn, yUyamapi mama drAkShAkShetraM yAta, tena yogyAM bhR^itiM lapsyatha|
MAT.20.8	tadanantaraM sandhyAyAM satyAM saeva drAkShAkShetrapatiradhyakShaM gadivAn, kR^iShakAn AhUya sheShajanamArabhya prathamaM yAvat tebhyo bhR^itiM dehi|
MAT.20.9	tena ye daNDadvayAvasthite samAyAtAsteShAm ekaiko jano mudrAchaturthAMshaM prApnot|
MAT.20.10	tadAnIM prathamaniyuktA janA AgatyAnumitavanto vayamadhikaM prapsyAmaH, kintu tairapi mudrAchaturthAMsho.alAbhi|
MAT.20.11	tataste taM gR^ihItvA tena kShetrapatinA sAkaM vAgyuddhaM kurvvantaH kathayAmAsuH,
MAT.20.12	vayaM kR^itsnaM dinaM tApakleshau soDhavantaH, kintu pashchAtAyA se janA daNDadvayamAtraM parishrAntavantaste.asmAbhiH samAnAMshAH kR^itAH|
MAT.20.13	tataH sa teShAmekaM pratyuvAcha, he vatsa, mayA tvAM prati kopyanyAyo na kR^itaH kiM tvayA matsamakShaM mudrAchaturthAMsho nA NgIkR^itaH?
MAT.20.14	tasmAt tava yat prApyaM tadAdAya yAhi, tubhyaM yati, pashchAtIyaniyuktalokAyApi tati dAtumichChAmi|
MAT.20.15	svechChayA nijadravyavyavaharaNaM kiM mayA na karttavyaM? mama dAtR^itvAt tvayA kim IrShyAdR^iShTiH kriyate?
MAT.20.16	ittham agrIyalokAH pashchatIyA bhaviShyanti, pashchAtIyajanAshchagrIyA bhaviShyanti, ahUtA bahavaH kintvalpe manobhilaShitAH|
MAT.20.17	tadanantaraM yIshu ryirUshAlamnagaraM gachChan mArgamadhye shiShyAn ekAnte vabhAShe,
MAT.20.18	pashya vayaM yirUshAlamnagaraM yAmaH, tatra pradhAnayAjakAdhyApakAnAM kareShu manuShyaputraH samarpiShyate;
MAT.20.19	te cha taM hantumAj nApya tiraskR^itya vetreNa praharttuM krushe dhAtayitu nchAnyadeshIyAnAM kareShu samarpayiShyanti, kintu sa tR^itIyadivase shmashAnAd utthApiShyate|
MAT.20.20	tadAnIM sivadIyasya nArI svaputrAvAdAya yIshoH samIpam etya praNamya ka nchanAnugrahaM taM yayAche|
MAT.20.21	tadA yIshustAM proktavAn, tvaM kiM yAchase? tataH sA babhAShe, bhavato rAjatve mamAnayoH sutayorekaM bhavaddakShiNapArshve dvitIyaM vAmapArshva upaveShTum Aj nApayatu|
MAT.20.22	yIshuH pratyuvAcha, yuvAbhyAM yad yAchyate, tanna budhyate, ahaM yena kaMsena pAsyAmi yuvAbhyAM kiM tena pAtuM shakyate? aha ncha yena majjenena majjiShye, yuvAbhyAM kiM tena majjayituM shakyate? te jagaduH shakyate|
MAT.20.23	tadA sa uktavAn, yuvAM mama kaMsenAvashyaM pAsyathaH, mama majjanena cha yuvAmapi majjiShyethe, kintu yeShAM kR^ite mattAtena nirUpitam idaM tAn vihAyAnyaM kamapi maddakShiNapArshve vAmapArshve cha samupaveshayituM mamAdhikAro nAsti|
MAT.20.24	etAM kathAM shrutvAnye dashashiShyAstau bhrAtarau prati chukupuH|
MAT.20.25	kintu yIshuH svasamIpaM tAnAhUya jagAda, anyadeshIyalokAnAM narapatayastAn adhikurvvanti, ye tu mahAntaste tAn shAsati, iti yUyaM jAnItha|
MAT.20.26	kintu yuShmAkaM madhye na tathA bhavet, yuShmAkaM yaH kashchit mahAn bubhUShati, sa yuShmAn seveta;
MAT.20.27	yashcha yuShmAkaM madhye mukhyo bubhUShati, sa yuShmAkaM dAso bhavet|
MAT.20.28	itthaM manujaputraH sevyo bhavituM nahi, kintu sevituM bahUnAM paritrANamUlyArthaM svaprANAn dAtu nchAgataH|
MAT.20.29	anantaraM yirIhonagarAt teShAM bahirgamanasamaye tasya pashchAd bahavo lokA vavrajuH|
MAT.20.30	aparaM vartmapArshva upavishantau dvAvandhau tena mArgeNa yIsho rgamanaM nishamya prochchaiH kathayAmAsatuH, he prabho dAyUdaH santAna, Avayo rdayAM vidhehi|
MAT.20.31	tato lokAH sarvve tuShNImbhavatamityuktvA tau tarjayAmAsuH; tathApi tau punaruchchaiH kathayAmAsatuH he prabho dAyUdaH santAna, AvAM dayasva|
MAT.20.32	tadAnIM yIshuH sthagitaH san tAvAhUya bhAShitavAn, yuvayoH kR^ite mayA kiM karttarvyaM? yuvAM kiM kAmayethe?
MAT.20.33	tadA tAvuktavantau, prabho netrANi nau prasannAni bhaveyuH|
MAT.20.34	tadAnIM yIshustau prati pramannaH san tayo rnetrANi pasparsha, tenaiva tau suvIkShA nchakrAte tatpashchAt jagmutushcha|
MAT.21.1	anantaraM teShu yirUshAlamnagarasya samIpaverttino jaitunanAmakadharAdharasya samIpasthtiM baitphagigrAmam AgateShu, yIshuH shiShyadvayaM preShayan jagAda,
MAT.21.2	yuvAM sammukhasthagrAmaM gatvA baddhAM yAM savatsAM garddabhIM haThAt prApsyathaH, tAM mochayitvA madantikam AnayataM|
MAT.21.3	tatra yadi kashchit ki nchid vakShyati, tarhi vadiShyathaH, etasyAM prabhoH prayojanamAste, tena sa tatkShaNAt praheShyati|
MAT.21.4	sIyonaH kanyakAM yUyaM bhAShadhvamiti bhAratIM| pashya te namrashIlaH san nR^ipa Aruhya gardabhIM| arthAdAruhya tadvatsamAyAsyati tvadantikaM|
MAT.21.5	bhaviShyadvAdinoktaM vachanamidaM tadA saphalamabhUt|
MAT.21.6	anantaraM tau shShyiौ yIsho ryathAnideshaM taM grAmaM gatvA
MAT.21.7	gardabhIM tadvatsa ncha samAnItavantau, pashchAt tadupari svIyavasanAnI pAtayitvA tamArohayAmAsatuH|
MAT.21.8	tato bahavo lokA nijavasanAni pathi prasArayitumArebhire, katipayA janAshcha pAdapaparNAdikaM ChitvA pathi vistArayAmAsuH|
MAT.21.9	agragAminaH pashchAdgAminashcha manujA uchchairjaya jaya dAyUdaH santAneti jagaduH parameshvarasya nAmnA ya AyAti sa dhanyaH, sarvvoparisthasvargepi jayati|
MAT.21.10	itthaM tasmin yirUshAlamaM praviShTe ko.ayamiti kathanAt kR^itsnaM nagaraM cha nchalamabhavat|
MAT.21.11	tatra lokoH kathayAmAsuH, eSha gAlIlpradeshIya-nAsaratIya-bhaviShyadvAdI yIshuH|
MAT.21.12	anantaraM yIshurIshvarasya mandiraM pravishya tanmadhyAt krayavikrayiNo vahishchakAra; vaNijAM mudrAsanAnI kapotavikrayiNA nchasanAnI cha nyuvjayAmAsa|
MAT.21.13	aparaM tAnuvAcha, eShA lipirAste, "mama gR^ihaM prArthanAgR^ihamiti vikhyAsyati", kintu yUyaM tad dasyUnAM gahvaraM kR^itavantaH|
MAT.21.14	tadanantaram andhakha nchalokAstasya samIpamAgatAH, sa tAn nirAmayAn kR^itavAn|
MAT.21.15	yadA pradhAnayAjakA adhyApakAshcha tena kR^itAnyetAni chitrakarmmANi dadR^ishuH, jaya jaya dAyUdaH santAna, mandire bAlakAnAm etAdR^isham uchchadhvaniM shushruvushcha, tadA mahAkruddhA babhUvaH,
MAT.21.16	taM paprachChushcha, ime yad vadanti, tat kiM tvaM shR^iNoShi? tato yIshustAn avochat, satyam; stanyapAyishishUnA ncha bAlakAnA ncha vaktrataH| svakIyaM mahimAnaM tvaM saMprakAshayasi svayaM| etadvAkyaM yUyaM kiM nApaThata?
MAT.21.17	tatastAn vihAya sa nagarAd baithaniyAgrAmaM gatvA tatra rajanIM yApayAmAsa|
MAT.21.18	anantaraM prabhAte sati yIshuH punarapi nagaramAgachChan kShudhArtto babhUva|
MAT.21.19	tato mArgapArshva uDumbaravR^ikShamekaM vilokya tatsamIpaM gatvA patrANi vinA kimapi na prApya taM pAdapaM provAcha, adyArabhya kadApi tvayi phalaM na bhavatu; tena tatkShaNAt sa uDumbaramAhIruhaH shuShkatAM gataH|
MAT.21.20	tad dR^iShTvA shiShyA AshcharyyaM vij nAya kathayAmAsuH, AH, uDumvarapAdapo.atitUrNaM shuShko.abhavat|
MAT.21.21	tato yIshustAnuvAcha, yuShmAnahaM satyaM vadAmi, yadi yUyamasandigdhAH pratItha, tarhi yUyamapi kevaloDumvarapAdapaM pratItthaM karttuM shakShyatha, tanna, tvaM chalitvA sAgare pateti vAkyaM yuShmAbhirasmina shaile proktepi tadaiva tad ghaTiShyate|
MAT.21.22	tathA vishvasya prArthya yuShmAbhi ryad yAchiShyate, tadeva prApsyate|
MAT.21.23	anantaraM mandiraM pravishyopadeshanasamaye tatsamIpaM pradhAnayAjakAH prAchInalokAshchAgatya paprachChuH, tvayA kena sAmarthyanaitAni karmmANi kriyante? kena vA tubhyametAni sAmarthyAni dattAni?
MAT.21.24	tato yIshuH pratyavadat, ahamapi yuShmAn vAchamekAM pR^ichChAmi, yadi yUyaM taduttaraM dAtuM shakShyatha, tadA kena sAmarthyena karmmANyetAni karomi, tadahaM yuShmAn vakShyAmi|
MAT.21.25	yohano majjanaM kasyAj nayAbhavat? kimIshvarasya manuShyasya vA? tataste parasparaM vivichya kathayAmAsuH, yadIshvarasyeti vadAmastarhi yUyaM taM kuto na pratyaita? vAchametAM vakShyati|
MAT.21.26	manuShyasyeti vaktumapi lokebhyo bibhImaH, yataH sarvvairapi yohan bhaviShyadvAdIti j nAyate|
MAT.21.27	tasmAt te yIshuM pratyavadan, tad vayaM na vidmaH| tadA sa tAnuktavAn, tarhi kena sAmarathyena karmmANyetAnyahaM karomi, tadapyahaM yuShmAn na vakShyAmi|
MAT.21.28	kasyachijjanasya dvau sutAvAstAM sa ekasya sutasya samIpaM gatvA jagAda, he suta, tvamadya mama drAkShAkShetre karmma kartuM vraja|
MAT.21.29	tataH sa uktavAn, na yAsyAmi, kintu sheShe.anutapya jagAma|
MAT.21.30	anantaraM sonyasutasya samIpaM gatvA tathaiva kathtivAn; tataH sa pratyuvAcha, mahechCha yAmi, kintu na gataH|
MAT.21.31	etayoH putrayo rmadhye piturabhimataM kena pAlitaM? yuShmAbhiH kiM budhyate? tataste pratyUchuH, prathamena puुtreNa| tadAnIM yIshustAnuvAcha, ahaM yuShmAn tathyaM vadAmi, chaNDAlA gaNikAshcha yuShmAkamagrata Ishvarasya rAjyaM pravishanti|
MAT.21.32	yato yuShmAkaM samIpaM yohani dharmmapathenAgate yUyaM taM na pratItha, kintu chaNDAlA gaNikAshcha taM pratyAyan, tad vilokyApi yUyaM pratyetuM nAkhidyadhvaM|
MAT.21.33	aparamekaM dR^iShTAntaM shR^iNuta, kashchid gR^ihasthaH kShetre drAkShAlatA ropayitvA tachchaturdikShu vAraNIM vidhAya tanmadhye drAkShAyantraM sthApitavAn, mA ncha ncha nirmmitavAn, tataH kR^iShakeShu tat kShetraM samarpya svayaM dUradeshaM jagAma|
MAT.21.34	tadanantaraM phalasamaya upasthite sa phalAni prAptuM kR^iShIvalAnAM samIpaM nijadAsAn preShayAmAsa|
MAT.21.35	kintu kR^iShIvalAstasya tAn dAseyAn dhR^itvA ka nchana prahR^itavantaH, ka nchana pAShANairAhatavantaH, ka nchana cha hatavantaH|
MAT.21.36	punarapi sa prabhuH prathamato.adhikadAseyAn preShayAmAsa, kintu te tAn pratyapi tathaiva chakruH|
MAT.21.37	anantaraM mama sute gate taM samAdariShyante, ityuktvA sheShe sa nijasutaM teShAM sannidhiM preShayAmAsa|
MAT.21.38	kintu te kR^iShIvalAH sutaM vIkShya parasparam iti mantrayitum Arebhire, ayamuttarAdhikArI vayamenaM nihatyAsyAdhikAraM svavashIkariShyAmaH|
MAT.21.39	pashchAt te taM dhR^itvA drAkShAkShetrAd bahiH pAtayitvAbadhiShuH|
MAT.21.40	yadA sa drAkShAkShetrapatirAgamiShyati, tadA tAn kR^iShIvalAn kiM kariShyati?
MAT.21.41	tataste pratyavadan, tAn kaluShiNo dAruNayAtanAbhirAhaniShyati, ye cha samayAnukramAt phalAni dAsyanti, tAdR^isheShu kR^iShIvaleShu kShetraM samarpayiShyati|
MAT.21.42	tadA yIshunA te gaditAH, grahaNaM na kR^itaM yasya pAShANasya nichAyakaiH| pradhAnaprastaraH koNe saeva saMbhaviShyati| etat pareshituH karmmAsmadR^iShTAvadbhutaM bhavet| dharmmagranthe likhitametadvachanaM yuShmAbhiH kiM nApAThi?
MAT.21.43	tasmAdahaM yuShmAn vadAmi, yuShmatta IshvarIyarAjyamapanIya phalotpAdayitranyajAtaye dAyiShyate|
MAT.21.44	yo jana etatpAShANopari patiShyati, taM sa bhaMkShyate, kintvayaM pAShANo yasyopari patiShyati, taM sa dhUlivat chUrNIkariShyati|
MAT.21.45	tadAnIM prAdhanayAjakAH phirUshinashcha tasyemAM dR^iShTAntakathAM shrutvA so.asmAnuddishya kathitavAn, iti vij nAya taM dharttuM cheShTitavantaH;
MAT.21.46	kintu lokebhyo bibhyuH, yato lokaiH sa bhaviShyadvAdItyaj nAyi|
MAT.22.1	anantaraM yIshuH punarapi dR^iShTAntena tAn avAdIt,
MAT.22.2	svargIyarAjyam etAdR^ishasya nR^ipateH samaM, yo nija putraM vivAhayan sarvvAn nimantritAn AnetuM dAseyAn prahitavAn,
MAT.22.3	kintu te samAgantuM neShTavantaH|
MAT.22.4	tato rAjA punarapi dAsAnanyAn ityuktvA preShayAmAsa, nimantritAn vadata, pashyata, mama bhejyamAsAditamAste, nijavTaShAdipuShTajantUn mArayitvA sarvvaM khAdyadravyamAsAditavAn, yUyaM vivAhamAgachChata|
MAT.22.5	tathapi te tuchChIkR^itya kechit nijakShetraM kechid vANijyaM prati svasvamArgeNa chalitavantaH|
MAT.22.6	anye lokAstasya dAseyAn dhR^itvA daurAtmyaM vyavahR^itya tAnavadhiShuH|
MAT.22.7	anantaraM sa nR^ipatistAM vArttAM shrutvA krudhyan sainyAni prahitya tAn ghAtakAn hatvA teShAM nagaraM dAhayAmAsa|
MAT.22.8	tataH sa nijadAseyAn babhAShe, vivAhIyaM bhojyamAsAditamAste, kintu nimantritA janA ayogyAH|
MAT.22.9	tasmAd yUyaM rAjamArgaM gatvA yAvato manujAn pashyata, tAvataeva vivAhIyabhojyAya nimantrayata|
MAT.22.10	tadA te dAseyA rAjamArgaM gatvA bhadrAn abhadrAn vA yAvato janAn dadR^ishuH, tAvataeva saMgR^ihyAnayan; tato.abhyAgatamanujai rvivAhagR^iham apUryyata|
MAT.22.11	tadAnIM sa rAjA sarvvAnabhyAgatAn draShTum abhyantaramAgatavAn; tadA tatra vivAhIyavasanahInamekaM janaM vIkShya taM jagAd,
MAT.22.12	he mitra,tvaM vivAhIyavasanaM vinA kathamatra praviShTavAn? tena sa niruttaro babhUva|
MAT.22.13	tadA rAjA nijAnucharAn avadat, etasya karacharaNAn baddhA yatra rodanaM dantairdantagharShaNa ncha bhavati, tatra vahirbhUtatamisre taM nikShipata|
MAT.22.14	itthaM bahava AhUtA alpe manobhimatAH|
MAT.22.15	anantaraM phirUshinaH pragatya yathA saMlApena tam unmAthe pAtayeyustathA mantrayitvA
MAT.22.16	herodIyamanujaiH sAkaM nijashiShyagaNena taM prati kathayAmAsuH, he guro, bhavAn satyaH satyamIshvarIyamArgamupadishati, kamapi mAnuShaM nAnurudhyate, kamapi nApekShate cha, tad vayaM jAnImaH|
MAT.22.17	ataH kaisarabhUpAya karo.asmAkaM dAtavyo na vA? atra bhavatA kiM budhyate? tad asmAn vadatu|
MAT.22.18	tato yIshusteShAM khalatAM vij nAya kathitavAn, re kapaTinaH yuyaM kuto mAM parikShadhve?
MAT.22.19	tatkaradAnasya mudrAM mAM darshayata| tadAnIM taistasya samIpaM mudrAchaturthabhAga AnIte
MAT.22.20	sa tAn paprachCha, atra kasyeyaM mUrtti rnAma chAste? te jagaduH, kaisarabhUpasya|
MAT.22.21	tataH sa uktavAna, kaisarasya yat tat kaisarAya datta, Ishvarasya yat tad IshvarAya datta|
MAT.22.22	iti vAkyaM nishamya te vismayaM vij nAya taM vihAya chalitavantaH|
MAT.22.23	tasminnahani sidUkino.arthAt shmashAnAt notthAsyantIti vAkyaM ye vadanti, te yIsheाrantikam Agatya paprachChuH,
MAT.22.24	he guro, kashchinmanujashchet niHsantAnaH san prANAn tyajati, tarhi tasya bhrAtA tasya jAyAM vyuhya bhrAtuH santAnam utpAdayiShyatIti mUsA AdiShTavAn|
MAT.22.25	kintvasmAkamatra ke.api janAH saptasahodarA Asan, teShAM jyeShTha ekAM kanyAM vyavahAt, aparaM prANatyAgakAle svayaM niHsantAnaH san tAM striyaM svabhrAtari samarpitavAn,
MAT.22.26	tato dvitIyAdisaptamAntAshcha tathaiva chakruH|
MAT.22.27	sheShe sApI nArI mamAra|
MAT.22.28	mR^itAnAm utthAnasamaye teShAM saptAnAM madhye sA nArI kasya bhAryyA bhaviShyati? yasmAt sarvvaeva tAM vyavahan|
MAT.22.29	tato yIshuH pratyavAdIt, yUyaM dharmmapustakam IshvarIyAM shakti ncha na vij nAya bhrAntimantaH|
MAT.22.30	utthAnaprAptA lokA na vivahanti, na cha vAchA dIyante, kintvIshvarasya svargasthadUtAnAM sadR^ishA bhavanti|
MAT.22.31	aparaM mR^itAnAmutthAnamadhi yuShmAn pratIyamIshvaroktiH,
MAT.22.32	"ahamibrAhIma Ishvara ishAka Ishvaro yAkUba Ishvara" iti kiM yuShmAbhi rnApAThi? kintvIshvaro jIvatAm Ishvara:, sa mR^itAnAmIshvaro nahi|
MAT.22.33	iti shrutvA sarvve lokAstasyopadeshAd vismayaM gatAH|
MAT.22.34	anantaraM sidUkinAm niruttaratvavArtAM nishamya phirUshina ekatra militavantaH,
MAT.22.35	teShAmeko vyavasthApako yIshuM parIkShituM papachCha,
MAT.22.36	he guro vyavasthAshAstramadhye kAj nA shreShThA?
MAT.22.37	tato yIshuruvAcha, tvaM sarvvAntaHkaraNaiH sarvvaprANaiH sarvvachittaishcha sAkaM prabhau parameshvare prIyasva,
MAT.22.38	eShA prathamamahAj nA| tasyAH sadR^ishI dvitIyAj naiShA,
MAT.22.39	tava samIpavAsini svAtmanIva prema kuru|
MAT.22.40	anayo rdvayorAj nayoH kR^itsnavyavasthAyA bhaviShyadvaktR^igranthasya cha bhArastiShThati|
MAT.22.41	anantaraM phirUshinAm ekatra sthitikAle yIshustAn paprachCha,
MAT.22.42	khrIShTamadhi yuShmAkaM kIdR^igbodho jAyate? sa kasya santAnaH? tataste pratyavadan, dAyUdaH santAnaH|
MAT.22.43	tadA sa uktavAn, tarhi dAyUd katham AtmAdhiShThAnena taM prabhuM vadati ?
MAT.22.44	yathA mama prabhumidaM vAkyamavadat parameshvaraH| tavArIn pAdapIThaM te yAvannahi karomyahaM| tAvat kAlaM madIye tvaM dakShapArshva upAvisha| ato yadi dAyUd taM prabhuM vadati, rtiha sa kathaM tasya santAno bhavati?
MAT.22.45	tadAnIM teShAM kopi tadvAkyasya kimapyuttaraM dAtuM nAshaknot;
MAT.22.46	taddinamArabhya taM kimapi vAkyaM praShTuM kasyApi sAhaso nAbhavat|
MAT.23.1	anantaraM yIshu rjananivahaM shiShyAMshchAvadat,
MAT.23.2	adhyApakAH phirUshinashcha mUsAsane upavishanti,
MAT.23.3	ataste yuShmAn yadyat mantum Aj nApayanti, tat manyadhvaM pAlayadhva ncha, kintu teShAM karmmAnurUpaM karmma na kurudhvaM; yatasteShAM vAkyamAtraM sAraM kAryye kimapi nAsti|
MAT.23.4	te durvvahAn gurutarAn bhArAn badvvA manuShyANAM skandhepari samarpayanti, kintu svayama NgulyaikayApi na chAlayanti|
MAT.23.5	kevalaM lokadarshanAya sarvvakarmmANi kurvvanti; phalataH paTTabandhAn prasAryya dhArayanti, svavastreShu cha dIrghagranthIn dhArayanti;
MAT.23.6	bhojanabhavana uchchasthAnaM, bhajanabhavane pradhAnamAsanaM,
MAT.23.7	haTThe namaskAraM gururiti sambodhana nchaitAni sarvvANi vA nChanti|
MAT.23.8	kintu yUyaM gurava iti sambodhanIyA mA bhavata, yato yuShmAkam ekaH khrIShTaeva guru
MAT.23.9	ryUyaM sarvve mitho bhrAtarashcha| punaH pR^ithivyAM kamapi piteti mA sambudhyadhvaM, yato yuShmAkamekaH svargasthaeva pitA|
MAT.23.10	yUyaM nAyaketi sambhAShitA mA bhavata, yato yuShmAkamekaH khrIShTaeva nAyakaH|
MAT.23.11	aparaM yuShmAkaM madhye yaH pumAn shreShThaH sa yuShmAn seviShyate|
MAT.23.12	yato yaH svamunnamati, sa nataH kariShyate; kintu yaH kashchit svamavanataM karoti, sa unnataH kariShyate|
MAT.23.13	hanta kapaTina upAdhyAyAH phirUshinashcha, yUyaM manujAnAM samakShaM svargadvAraM rundha, yUyaM svayaM tena na pravishatha, pravivikShUnapi vArayatha| vata kapaTina upAdhyAyAH phirUshinashcha yUyaM ChalAd dIrghaM prArthya vidhavAnAM sarvvasvaM grasatha, yuShmAkaM ghorataradaNDo bhaviShyati|
MAT.23.14	hanta kapaTina upAdhyAyAH phirUshinashcha, yUyamekaM svadharmmAvalambinaM karttuM sAgaraM bhUmaNDala ncha pradakShiNIkurutha,
MAT.23.15	ka nchana prApya svato dviguNanarakabhAjanaM taM kurutha|
MAT.23.16	vata andhapathadarshakAH sarvve, yUyaM vadatha, mandirasya shapathakaraNAt kimapi na deyaM; kintu mandirasthasuvarNasya shapathakaraNAd deyaM|
MAT.23.17	he mUDhA he andhAH suvarNaM tatsuvarNapAvakamandiram etayorubhayo rmadhye kiM shreyaH?
MAT.23.18	anyachcha vadatha, yaj navedyAH shapathakaraNAt kimapi na deyaM, kintu taduparisthitasya naivedyasya shapathakaraNAd deyaM|
MAT.23.19	he mUDhA he andhAH, naivedyaM tannaivedyapAvakavediretayorubhayo rmadhye kiM shreyaH?
MAT.23.20	ataH kenachid yaj navedyAH shapathe kR^ite taduparisthasya sarvvasya shapathaH kriyate|
MAT.23.21	kenachit mandirasya shapathe kR^ite mandiratannivAsinoH shapathaH kriyate|
MAT.23.22	kenachit svargasya shapathe kR^ite IshvarIyasiMhAsanataduparyyupaviShTayoH shapathaH kriyate|
MAT.23.23	hanta kapaTina upAdhyAyAH phirUshinashcha, yUyaM podinAyAH sitachChatrAyA jIrakasya cha dashamAMshAn dattha, kintu vyavasthAyA gurutarAn nyAyadayAvishvAsAn parityajatha; ime yuShmAbhirAcharaNIyA amI cha na laMghanIyAH|
MAT.23.24	he andhapathadarshakA yUyaM mashakAn apasArayatha, kintu mahA NgAn grasatha|
MAT.23.25	hanta kapaTina upAdhyAyAH phirUshinashcha, yUyaM pAnapAtrANAM bhojanapAtrANA ncha bahiH pariShkurutha; kintu tadabhyantaraM durAtmatayA kaluSheNa cha paripUrNamAste|
MAT.23.26	he andhAH phirUshilokA Adau pAnapAtrANAM bhojanapAtrANA nchAbhyantaraM pariShkuruta, tena teShAM bahirapi pariShkAriShyate|
MAT.23.27	hanta kapaTina upAdhyAyAH phirUshinashcha, yUyaM shuklIkR^itashmashAnasvarUpA bhavatha, yathA shmashAnabhavanasya bahishchAru, kintvabhyantaraM mR^italokAnAM kIkashaiH sarvvaprakAramalena cha paripUrNam;
MAT.23.28	tathaiva yUyamapi lokAnAM samakShaM bahirdhArmmikAH kintvantaHkaraNeShu kevalakApaTyAdharmmAbhyAM paripUrNAH|
MAT.23.29	hA hA kapaTina upAdhyAyAH phirUshinashcha, yUyaM bhaviShyadvAdinAM shmashAnagehaM nirmmAtha, sAdhUnAM shmashAnaniketanaM shobhayatha
MAT.23.30	vadatha cha yadi vayaM sveShAM pUrvvapuruShANAM kAla asthAsyAma, tarhi bhaviShyadvAdinAM shoNitapAtane teShAM sahabhAgino nAbhaviShyAma|
MAT.23.31	ato yUyaM bhaviShyadvAdighAtakAnAM santAnA iti svayameva sveShAM sAkShyaM dattha|
MAT.23.32	ato yUyaM nijapUrvvapuruShANAM parimANapAtraM paripUrayata|
MAT.23.33	re bhujagAH kR^iShNabhujagavaMshAH, yUyaM kathaM narakadaNDAd rakShiShyadhve|
MAT.23.34	pashyata, yuShmAkamantikam ahaM bhaviShyadvAdino buddhimata upAdhyAyAMshcha preShayiShyAmi, kintu teShAM katipayA yuShmAbhi rghAniShyante, krushe cha ghAniShyante, kechid bhajanabhavane kaShAbhirAghAniShyante, nagare nagare tADiShyante cha;
MAT.23.35	tena satpuruShasya hAbilo raktapAtamArabhya berikhiyaH putraM yaM sikhariyaM yUyaM mandirayaj navedyo rmadhye hatavantaH, tadIyashoNitapAtaM yAvad asmin deshe yAvatAM sAdhupuruShANAM shoNitapAto .abhavat tat sarvveShAmAgasAM daNDA yuShmAsu varttiShyante|
MAT.23.36	ahaM yuShmAnta tathyaM vadAmi, vidyamAne.asmin puruShe sarvve varttiShyante|
MAT.23.37	he yirUshAlam he yirUshAlam nagari tvaM bhaviShyadvAdino hatavatI, tava samIpaM preritAMshcha pAShANairAhatavatI, yathA kukkuTI shAvakAn pakShAdhaH saMgR^ihlAti, tathA tava santAnAn saMgrahItuM ahaM bahuvAram aichChaM; kintu tvaM na samamanyathAH|
MAT.23.38	pashyata yaShmAkaM vAsasthAnam uchChinnaM tyakShyate|
MAT.23.39	ahaM yuShmAn tathyaM vadAmi, yaH parameshvarasya nAmnAgachChati, sa dhanya iti vANIM yAvanna vadiShyatha, tAvat mAM puna rna drakShyatha|
MAT.24.1	anantaraM yIshu ryadA mandirAd bahi rgachChati, tadAnIM shiShyAstaM mandiranirmmANaM darshayitumAgatAH|
MAT.24.2	tato yIshustAnuvAcha, yUyaM kimetAni na pashyatha? yuShmAnahaM satyaM vadAmi, etannichayanasya pAShANaikamapyanyapAShANeाpari na sthAsyati sarvvANi bhUmisAt kAriShyante|
MAT.24.3	anantaraM tasmin jaitunaparvvatopari samupaviShTe shiShyAstasya samIpamAgatya guptaM paprachChuH, etA ghaTanAH kadA bhaviShyanti? bhavata Agamanasya yugAntasya cha kiM lakShma? tadasmAn vadatu|
MAT.24.4	tadAnIM yIshustAnavochat, avadhadvvaM, kopi yuShmAn na bhramayet|
