MAT.1.1	ibrāhīmaḥ santāno dāyūd tasya santāno yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśreṇī|
MRK.3.22	aparañca yirūśālama āgatā ye ye'dhyāpakāste jagadurayaṁ puruṣo bhūtapatyābiṣṭastena bhūtapatinā bhūtān tyājayati|
MRK.3.23	tatastānāhūya yīśu rdṛṣṭāntaiḥ kathāṁ kathitavān śaitān kathaṁ śaitānaṁ tyājayituṁ śaknoti?
MRK.3.24	kiñcana rājyaṁ yadi svavirodhena pṛthag bhavati tarhi tad rājyaṁ sthiraṁ sthātuṁ na śaknoti|
MRK.3.25	tathā kasyāpi parivāro yadi parasparaṁ virodhī bhavati tarhi sopi parivāraḥ sthiraṁ sthātuṁ na śaknoti|
MRK.3.26	tadvat śaitān yadi svavipakṣatayā uttiṣṭhan bhinno bhavati tarhi sopi sthiraṁ sthātuṁ na śaknoti kintūcchinno bhavati|
MRK.3.27	aparañca prabalaṁ janaṁ prathamaṁ na baddhā kopi tasya gṛhaṁ praviśya dravyāṇi luṇṭhayituṁ na śaknoti, taṁ badvvaiva tasya gṛhasya dravyāṇi luṇṭhayituṁ śaknoti|
MRK.3.28	atoheto ryuṣmabhyamahaṁ satyaṁ kathayāmi manuṣyāṇāṁ santānā yāni yāni pāpānīśvaranindāñca kurvvanti teṣāṁ tatsarvveṣāmaparādhānāṁ kṣamā bhavituṁ śaknoti,
MRK.3.29	kintu yaḥ kaścit pavitramātmānaṁ nindati tasyāparādhasya kṣamā kadāpi na bhaviṣyati sonantadaṇḍasyārho bhaviṣyati|
MRK.3.30	tasyāpavitrabhūto'sti teṣāmetatkathāhetoḥ sa itthaṁ kathitavān|
MRK.3.31	atha tasya mātā bhrātṛgaṇaścāgatya bahistiṣṭhanato lokān preṣya tamāhūtavantaḥ|
MRK.3.32	tatastatsannidhau samupaviṣṭā lokāstaṁ babhāṣire paśya bahistava mātā bhrātaraśca tvām anvicchanti|
MRK.3.33	tadā sa tān pratyuvāca mama mātā kā bhrātaro vā ke? tataḥ paraṁ sa svamīpopaviṣṭān śiṣyān prati avalokanaṁ kṛtvā kathayāmāsa
MRK.3.34	paśyataite mama mātā bhrātaraśca|
MRK.3.35	yaḥ kaścid īśvarasyeṣṭāṁ kriyāṁ karoti sa eva mama bhrātā bhaginī mātā ca|
MRK.4.1	anantaraṁ sa samudrataṭe punarupadeṣṭuṁ prārebhe, tatastatra bahujanānāṁ samāgamāt sa sāgaropari naukāmāruhya samupaviṣṭaḥ; sarvve lokāḥ samudrakūle tasthuḥ|
MRK.4.2	tadā sa dṛṣṭāntakathābhi rbahūpadiṣṭavān upadiśaṁśca kathitavān,
MRK.4.3	avadhānaṁ kuruta, eko bījavaptā bījāni vaptuṁ gataḥ;
MRK.4.4	vapanakāle kiyanti bījāni mārgapāśve patitāni, tata ākāśīyapakṣiṇa etya tāni cakhāduḥ|
MRK.4.5	kiyanti bījāni svalpamṛttikāvatpāṣāṇabhūmau patitāni tāni mṛdolpatvāt śīghramaṅkuritāni;
MRK.4.6	kintūdite sūryye dagdhāni tathā mūlāno nādhogatatvāt śuṣkāṇi ca|
MRK.4.7	kiyanti bījāni kaṇṭakivanamadhye patitāni tataḥ kaṇṭakāni saṁvṛdvya tāni jagrasustāni na ca phalitāni|
MRK.4.8	tathā kiyanti bījānyuttamabhūmau patitāni tāni saṁvṛdvya phalānyutpāditāni kiyanti bījāni triṁśadguṇāni kiyanti ṣaṣṭiguṇāni kiyanti śataguṇāni phalāni phalitavanti|
MRK.4.9	atha sa tānavadat yasya śrotuṁ karṇau staḥ sa śṛṇotu|
MRK.4.10	tadanantaraṁ nirjanasamaye tatsaṅgino dvādaśaśiṣyāśca taṁ taddṛṣṭāntavākyasyārthaṁ papracchuḥ|
MRK.4.11	tadā sa tānuditavān īśvararājyasya nigūḍhavākyaṁ boddhuṁ yuṣmākamadhikāro'sti;
MRK.4.12	kintu ye vahirbhūtāḥ "te paśyantaḥ paśyanti kintu na jānanti, śṛṇvantaḥ śṛṇvanti kintu na budhyante, cettai rmanaḥsu kadāpi parivarttiteṣu teṣāṁ pāpānyamocayiṣyanta," atohetostān prati dṛṣṭāntaireva tāni mayā kathitāni|
MRK.4.13	atha sa kathitavān yūyaṁ kimetad dṛṣṭāntavākyaṁ na budhyadhve? tarhi kathaṁ sarvvān dṛṣṭāntāna bhotsyadhve?
MRK.4.14	bījavaptā vākyarūpāṇi bījāni vapati;
MRK.4.15	tatra ye ye lokā vākyaṁ śṛṇvanti, kintu śrutamātrāt śaitān śīghramāgatya teṣāṁ manaḥsūptāni tāni vākyarūpāṇi bījānyapanayati taeva uptabījamārgapārśvesvarūpāḥ|
MRK.4.16	ye janā vākyaṁ śrutvā sahasā paramānandena gṛhlanti, kintu hṛdi sthairyyābhāvāt kiñcit kālamātraṁ tiṣṭhanti tatpaścāt tadvākyahetoḥ
MRK.4.17	kutracit kleśe upadrave vā samupasthite tadaiva vighnaṁ prāpnuvanti taeva uptabījapāṣāṇabhūmisvarūpāḥ|
MRK.4.18	ye janāḥ kathāṁ śṛṇvanti kintu sāṁsārikī cintā dhanabhrānti rviṣayalobhaśca ete sarvve upasthāya tāṁ kathāṁ grasanti tataḥ mā viphalā bhavati
MRK.4.19	taeva uptabījasakaṇṭakabhūmisvarūpāḥ|
MRK.4.20	ye janā vākyaṁ śrutvā gṛhlanti teṣāṁ kasya vā triṁśadguṇāni kasya vā ṣaṣṭiguṇāni kasya vā śataguṇāni phalāni bhavanti taeva uptabījorvvarabhūmisvarūpāḥ|
MRK.4.21	tadā so'paramapi kathitavān kopi jano dīpādhāraṁ parityajya droṇasyādhaḥ khaṭvāyā adhe vā sthāpayituṁ dīpamānayati kiṁ?
MRK.4.22	atoheto ryanna prakāśayiṣyate tādṛg lukkāyitaṁ kimapi vastu nāsti; yad vyaktaṁ na bhaviṣyati tādṛśaṁ guptaṁ kimapi vastu nāsti|
MRK.4.23	yasya śrotuṁ karṇau staḥ sa śṛṇotu|
MRK.4.24	aparamapi kathitavān yūyaṁ yad yad vākyaṁ śṛṇutha tatra sāvadhānā bhavata, yato yūyaṁ yena parimāṇena parimātha tenaiva parimāṇena yuṣmadarthamapi parimāsyate; śrotāro yūyaṁ yuṣmabhyamadhikaṁ dāsyate|
MRK.4.25	yasyāśraye varddhate tasmai aparamapi dāsyate, kintu yasyāśraye na varddhate tasya yat kiñcidasti tadapi tasmān neṣyate|
MRK.4.26	anantaraṁ sa kathitavān eko lokaḥ kṣetre bījānyuptvā
MRK.4.27	jāgaraṇanidrābhyāṁ divāniśaṁ gamayati, parantu tadvījaṁ tasyājñātarūpeṇāṅkurayati varddhate ca;
MRK.4.28	yatohetoḥ prathamataḥ patrāṇi tataḥ paraṁ kaṇiśāni tatpaścāt kaṇiśapūrṇāni śasyāni bhūmiḥ svayamutpādayati;
MRK.4.29	kintu phaleṣu pakkeṣu śasyacchedanakālaṁ jñātvā sa tatkṣaṇaṁ śasyāni chinatti, anena tulyamīśvararājyaṁ|
MRK.4.30	punaḥ so'kathayad īśvararājyaṁ kena samaṁ? kena vastunā saha vā tadupamāsyāmi?
MRK.4.31	tat sarṣapaikena tulyaṁ yato mṛdi vapanakāle sarṣapabījaṁ sarvvapṛthivīsthabījāt kṣudraṁ
MRK.4.32	kintu vapanāt param aṅkurayitvā sarvvaśākād bṛhad bhavati, tasya bṛhatyaḥ śākhāśca jāyante tatastacchāyāṁ pakṣiṇa āśrayante|
MRK.4.33	itthaṁ teṣāṁ bodhānurūpaṁ so'nekadṛṣṭāntaistānupadiṣṭavān,
MRK.4.34	dṛṣṭāntaṁ vinā kāmapi kathāṁ tebhyo na kathitavān paścān nirjane sa śiṣyān sarvvadṛṣṭāntārthaṁ bodhitavān|
MRK.4.35	taddinasya sandhyāyāṁ sa tebhyo'kathayad āgacchata vayaṁ pāraṁ yāma|
MRK.4.36	tadā te lokān visṛjya tamavilambaṁ gṛhītvā naukayā pratasthire; aparā api nāvastayā saha sthitāḥ|
MRK.4.37	tataḥ paraṁ mahājhañbhśagamāt nau rdolāyamānā taraṅgeṇa jalaiḥ pūrṇābhavacca|
MRK.4.38	tadā sa naukācaścādbhāge upadhāne śiro nidhāya nidrita āsīt tataste taṁ jāgarayitvā jagaduḥ, he prabho, asmākaṁ prāṇā yānti kimatra bhavataścintā nāsti?
MRK.4.39	tadā sa utthāya vāyuṁ tarjitavān samudrañcoktavān śāntaḥ susthiraśca bhava; tato vāyau nivṛtte'bdhirnistaraṅgobhūt|
MRK.4.40	tadā sa tānuvāca yūyaṁ kuta etādṛkśaṅkākulā bhavata? kiṁ vo viśvāso nāsti?
MRK.4.41	tasmātte'tīvabhītāḥ parasparaṁ vaktumārebhire, aho vāyuḥ sindhuścāsya nideśagrāhiṇau kīdṛgayaṁ manujaḥ|
MRK.5.1	atha tū sindhupāraṁ gatvā giderīyapradeśa upatasthuḥ|
MRK.5.2	naukāto nirgatamātrād apavitrabhūtagrasta ekaḥ śmaśānādetya taṁ sākṣāc cakāra|
MRK.5.3	sa śmaśāne'vātsīt kopi taṁ śṛṅkhalena badvvā sthāpayituṁ nāśaknot|
MRK.5.4	janairvāraṁ nigaḍaiḥ śṛṅkhalaiśca sa baddhopi śṛṅkhalānyākṛṣya mocitavān nigaḍāni ca bhaṁktvā khaṇḍaṁ khaṇḍaṁ kṛtavān kopi taṁ vaśīkarttuṁ na śaśaka|
MRK.5.5	divāniśaṁ sadā parvvataṁ śmaśānañca bhramitvā cītśabdaṁ kṛtavān grāvabhiśca svayaṁ svaṁ kṛtavān|
MRK.5.6	sa yīśuṁ dūrāt paśyanneva dhāvan taṁ praṇanāma ucairuvaṁścovāca,
MRK.5.7	he sarvvoparistheśvaraputra yīśo bhavatā saha me kaḥ sambandhaḥ? ahaṁ tvāmīśvareṇa śāpaye māṁ mā yātaya|
MRK.5.8	yato yīśustaṁ kathitavān re apavitrabhūta, asmānnarād bahirnirgaccha|
MRK.5.9	atha sa taṁ pṛṣṭavān kinte nāma? tena pratyuktaṁ vayamaneke 'smastato'smannāma bāhinī|
MRK.5.10	tatosmān deśānna preṣayeti te taṁ prārthayanta|
MRK.5.11	tadānīṁ parvvataṁ nikaṣā bṛhan varāhavrajaścarannāsīt|
MRK.5.12	tasmād bhūtā vinayena jagaduḥ, amuṁ varāhavrajam āśrayitum asmān prahiṇu|
MRK.5.13	yīśunānujñātāste'pavitrabhūtā bahirniryāya varāhavrajaṁ prāviśan tataḥ sarvve varāhā vastutastu prāyodvisahasrasaṁṅkhyakāḥ kaṭakena mahājavād dhāvantaḥ sindhau prāṇān jahuḥ|
MRK.5.14	tasmād varāhapālakāḥ palāyamānāḥ pure grāme ca tadvārttaṁ kathayāñcakruḥ| tadā lokā ghaṭitaṁ tatkāryyaṁ draṣṭuṁ bahirjagmuḥ
MRK.5.15	yīśoḥ sannidhiṁ gatvā taṁ bhūtagrastam arthād bāhinībhūtagrastaṁ naraṁ savastraṁ sacetanaṁ samupaviṣṭañca dṛृṣṭvā bibhyuḥ|
MRK.5.16	tato dṛṣṭatatkāryyalokāstasya bhūtagrastanarasya varāhavrajasyāpi tāṁ dhaṭanāṁ varṇayāmāsuḥ|
MRK.5.17	tataste svasīmāto bahirgantuṁ yīśuṁ vinetumārebhire|
MRK.5.18	atha tasya naukārohaṇakāle sa bhūtamukto nā yīśunā saha sthātuṁ prārthayate;
MRK.5.19	kintu sa tamananumatya kathitavān tvaṁ nijātmīyānāṁ samīpaṁ gṛhañca gaccha prabhustvayi kṛpāṁ kṛtvā yāni karmmāṇi kṛtavān tāni tān jñāpaya|
MRK.5.20	ataḥ sa prasthāya yīśunā kṛtaṁ tatsarvvāścaryyaṁ karmma dikāpalideśe pracārayituṁ prārabdhavān tataḥ sarvve lokā āścaryyaṁ menire|
MRK.5.21	anantaraṁ yīśau nāvā punaranyapāra uttīrṇe sindhutaṭe ca tiṣṭhati sati tatsamīpe bahulokānāṁ samāgamo'bhūt|
MRK.5.22	aparaṁ yāyīr nāmnā kaścid bhajanagṛhasyādhipa āgatya taṁ dṛṣṭvaiva caraṇayoḥ patitvā bahu nivedya kathitavān;
MRK.5.23	mama kanyā mṛtaprāyābhūd ato bhavānetya tadārogyāya tasyā gātre hastam arpayatu tenaiva sā jīviṣyati|
MRK.5.24	tadā yīśustena saha calitaḥ kintu tatpaścād bahulokāścalitvā tādgātre patitāḥ|
MRK.5.25	atha dvādaśavarṣāṇi pradararogeṇa
MRK.5.26	śīrṇā cikitsakānāṁ nānācikitsābhiśca duḥkhaṁ bhuktavatī ca sarvvasvaṁ vyayitvāpi nārogyaṁ prāptā ca punarapi pīḍitāsīcca
MRK.5.27	yā strī sā yīśo rvārttāṁ prāpya manasākathayat yadyahaṁ tasya vastramātra spraṣṭuṁ labheyaṁ tadā rogahīnā bhaviṣyāmi|
MRK.5.28	atohetoḥ sā lokāraṇyamadhye tatpaścādāgatya tasya vastraṁ pasparśa|
MRK.5.29	tenaiva tatkṣaṇaṁ tasyā raktasrotaḥ śuṣkaṁ svayaṁ tasmād rogānmuktā ityapi dehe'nubhūtā|
MRK.5.30	atha svasmāt śakti rnirgatā yīśuretanmanasā jñātvā lokanivahaṁ prati mukhaṁ vyāvṛtya pṛṣṭavān kena madvastraṁ spṛṣṭaṁ?
MRK.5.31	tatastasya śiṣyā ūcuḥ bhavato vapuṣi lokāḥ saṁgharṣanti tad dṛṣṭvā kena madvastraṁ spṛṣṭamiti kutaḥ kathayati?
MRK.5.32	kintu kena tat karmma kṛtaṁ tad draṣṭuṁ yīśuścaturdiśo dṛṣṭavān|
MRK.5.33	tataḥ sā strī bhītā kampitā ca satī svasyā rukpratikriyā jāteti jñātvāgatya tatsammukhe patitvā sarvvavṛttāntaṁ satyaṁ tasmai kathayāmāsa|
MRK.5.34	tadānīṁ yīśustāṁ gaditavān, he kanye tava pratītistvām arogāmakarot tvaṁ kṣemeṇa vraja svarogānmuktā ca tiṣṭha|
MRK.5.35	itivākyavadanakāle bhajanagṛhādhipasya niveśanāl lokā etyādhipaṁ babhāṣire tava kanyā mṛtā tasmād guruṁ punaḥ kutaḥ kliśnāsi?
MRK.5.36	kintu yīśustad vākyaṁ śrutvaiva bhajanagṛhādhipaṁ gaditavān mā bhaiṣīḥ kevalaṁ viśvāsihi|
MRK.5.37	atha pitaro yākūb tadbhrātā yohan ca etān vinā kamapi svapaścād yātuṁ nānvamanyata|
MRK.5.38	tasya bhajanagṛhādhipasya niveśanasamīpam āgatya kalahaṁ bahurodanaṁ vilāpañca kurvvato lokān dadarśa|
MRK.5.39	tasmān niveśanaṁ praviśya proktavān yūyaṁ kuta itthaṁ kalahaṁ rodanañca kurutha? kanyā na mṛtā nidrāti|
MRK.5.40	tasmātte tamupajahasuḥ kintu yīśuḥ sarvvāna bahiṣkṛtya kanyāyāḥ pitarau svasaṅginaśca gṛhītvā yatra kanyāsīt tat sthānaṁ praviṣṭavān|
MRK.5.41	atha sa tasyāḥ kanyāyā hastau dhṛtvā tāṁ babhāṣe ṭālīthā kūmī, arthato he kanye tvamuttiṣṭha ityājñāpayāmi|
MRK.5.42	tunaiva tatkṣaṇaṁ sā dvādaśavarṣavayaskā kanyā potthāya calitumārebhe, itaḥ sarvve mahāvismayaṁ gatāḥ|
MRK.5.43	tata etasyai kiñcit khādyaṁ datteti kathayitvā etatkarmma kamapi na jñāpayateti dṛḍhamādiṣṭavān|
MRK.6.1	anantaraṁ sa tatsthānāt prasthāya svapradeśamāgataḥ śiṣyāśca tatpaścād gatāḥ|
MRK.6.2	atha viśrāmavāre sati sa bhajanagṛhe upadeṣṭumārabdhavān tato'neke lokāstatkathāṁ śrutvā vismitya jagaduḥ, asya manujasya īdṛśī āścaryyakriyā kasmāj jātā? tathā svakarābhyām itthamadbhutaṁ karmma karttāुm etasmai kathaṁ jñānaṁ dattam?
MRK.6.3	kimayaṁ mariyamaḥ putrastajñā no? kimayaṁ yākūb-yosi-yihudā-śimonāṁ bhrātā no? asya bhaginyaḥ kimihāsmābhiḥ saha no? itthaṁ te tadarthe pratyūhaṁ gatāḥ|
MRK.6.4	tadā yīśustebhyo'kathayat svadeśaṁ svakuṭumbān svaparijanāṁśca vinā kutrāpi bhaviṣyadvādī asatkṛto na bhavati|
MRK.6.5	aparañca teṣāmapratyayāt sa vismitaḥ kiyatāṁ rogiṇāṁ vapuḥṣu hastam arpayitvā kevalaṁ teṣāmārogyakaraṇād anyat kimapi citrakāryyaṁ karttāṁ na śaktaḥ|
MRK.6.6	atha sa caturdikstha grāmān bhramitvā upadiṣṭavān
MRK.6.7	dvādaśaśiṣyān āhūya amedhyabhūtān vaśīkarttāṁ śaktiṁ dattvā teṣāṁ dvau dvau jano preṣitavān|
MRK.6.8	punarityādiśad yūyam ekaikāṁ yaṣṭiṁ vinā vastrasaṁpuṭaḥ pūpaḥ kaṭibandhe tāmrakhaṇḍañca eṣāṁ kimapi mā grahlīta,
MRK.6.9	mārgayātrāyai pādeṣūpānahau dattvā dve uttarīye mā paridhadvvaṁ|
MRK.6.10	aparamapyuktaṁ tena yūyaṁ yasyāṁ puryyāṁ yasya niveśanaṁ pravekṣyatha tāṁ purīṁ yāvanna tyakṣyatha tāvat tanniveśane sthāsyatha|
MRK.6.11	tatra yadi kepi yuṣmākamātithyaṁ na vidadhati yuṣmākaṁ kathāśca na śṛṇvanti tarhi tatsthānāt prasthānasamaye teṣāṁ viruddhaṁ sākṣyaṁ dātuṁ svapādānāsphālya rajaḥ sampātayata; ahaṁ yuṣmān yathārthaṁ vacmi vicāradine tannagarasyāvasthātaḥ sidomāmorayo rnagarayoravasthā sahyatarā bhaviṣyati|
MRK.6.12	atha te gatvā lokānāṁ manaḥparāvarttanīḥ kathā pracāritavantaḥ|
MRK.6.13	evamanekān bhūtāṁśca tyājitavantastathā tailena marddayitvā bahūn janānarogānakārṣuḥ|
MRK.6.14	itthaṁ tasya sukhyātiścaturdiśo vyāptā tadā herod rājā tanniśamya kathitavān, yohan majjakaḥ śmaśānād utthita atohetostena sarvvā etā adbhutakriyāḥ prakāśante|
MRK.6.15	anye'kathayan ayam eliyaḥ, kepi kathitavanta eṣa bhaviṣyadvādī yadvā bhaviṣyadvādināṁ sadṛśa ekoyam|
MRK.6.16	kintu herod ityākarṇya bhāṣitavān yasyāhaṁ śiraśchinnavān sa eva yohanayaṁ sa śmaśānādudatiṣṭhat|
MRK.6.17	pūrvvaṁ svabhrātuḥ philipasya patnyā udvāhaṁ kṛtavantaṁ herodaṁ yohanavādīt svabhātṛvadhū rna vivāhyā|
MRK.6.18	ataḥ kāraṇāt herod lokaṁ prahitya yohanaṁ dhṛtvā bandhanālaye baddhavān|
MRK.6.19	herodiyā tasmai yohane prakupya taṁ hantum aicchat kintu na śaktā,
MRK.6.20	yasmād herod taṁ dhārmmikaṁ satpuruṣañca jñātvā sammanya rakṣitavān; tatkathāṁ śrutvā tadanusāreṇa bahūni karmmāṇi kṛtavān hṛṣṭamanāstadupadeśaṁ śrutavāṁśca|
MRK.6.21	kintu herod yadā svajanmadine pradhānalokebhyaḥ senānībhyaśca gālīlpradeśīyaśreṣṭhalokebhyaśca rātrau bhojyamekaṁ kṛtavān
MRK.6.22	tasmin śubhadine herodiyāyāḥ kanyā sametya teṣāṁ samakṣaṁ saṁnṛtya herodastena sahopaviṣṭānāñca toṣamajījanat tatā nṛpaḥ kanyāmāha sma matto yad yācase tadeva tubhyaṁ dāsye|
MRK.6.23	śapathaṁ kṛtvākathayat ced rājyārddhamapi yācase tadapi tubhyaṁ dāsye|
MRK.6.24	tataḥ sā bahi rgatvā svamātaraṁ papraccha kimahaṁ yāciṣye? tadā sākathayat yohano majjakasya śiraḥ|
MRK.6.25	atha tūrṇaṁ bhūpasamīpam etya yācamānāvadat kṣaṇesmin yohano majjakasya śiraḥ pātre nidhāya dehi, etad yāce'haṁ|
MRK.6.26	tasmāt bhūpo'tiduḥkhitaḥ, tathāpi svaśapathasya sahabhojināñcānurodhāt tadanaṅgīkarttuṁ na śaktaḥ|
MRK.6.27	tatkṣaṇaṁ rājā ghātakaṁ preṣya tasya śira ānetumādiṣṭavān|
MRK.6.28	tataḥ sa kārāgāraṁ gatvā tacchiraśchitvā pātre nidhāyānīya tasyai kanyāyai dattavān kanyā ca svamātre dadau|
MRK.6.29	ananataraṁ yohanaḥ śiṣyāstadvārttāṁ prāpyāgatya tasya kuṇapaṁ śmaśāne'sthāpayan|
MRK.6.30	atha preṣitā yīśoḥ sannidhau militā yad yac cakruḥ śikṣayāmāsuśca tatsarvvavārttāstasmai kathitavantaḥ|
MRK.6.31	sa tānuvāca yūyaṁ vijanasthānaṁ gatvā viśrāmyata yatastatsannidhau bahulokānāṁ samāgamāt te bhoktuṁ nāvakāśaṁ prāptāḥ|
MRK.6.32	tataste nāvā vijanasthānaṁ guptaṁ gagmuḥ|
MRK.6.33	tato lokanivahasteṣāṁ sthānāntarayānaṁ dadarśa, aneke taṁ paricitya nānāpurebhyaḥ padairvrajitvā javena taiṣāmagre yīśoḥ samīpa upatasthuḥ|
MRK.6.34	tadā yīśu rnāvo bahirgatya lokāraṇyānīṁ dṛṣṭvā teṣu karuṇāṁ kṛtavān yataste'rakṣakameṣā ivāsan tadā sa tāna nānāprasaṅgān upadiṣṭavān|
MRK.6.35	atha divānte sati śiṣyā etya yīśumūcire, idaṁ vijanasthānaṁ dinañcāvasannaṁ|
MRK.6.36	lokānāṁ kimapi khādyaṁ nāsti, ataścaturdikṣu grāmān gantuṁ bhojyadravyāṇi kretuñca bhavān tān visṛjatu|
MRK.6.37	tadā sa tānuvāca yūyameva tān bhojayata; tataste jagadu rvayaṁ gatvā dviśatasaṁkhyakai rmudrāpādaiḥ pūpān krītvā kiṁ tān bhojayiṣyāmaḥ?
MRK.6.38	tadā sa tān pṛṣṭhavān yuṣmākaṁ sannidhau kati pūpā āsate? gatvā paśyata; tataste dṛṣṭvā tamavadan pañca pūpā dvau matsyau ca santi|
MRK.6.39	tadā sa lokān śaspopari paṁktibhirupaveśayitum ādiṣṭavān,
MRK.6.40	tataste śataṁ śataṁ janāḥ pañcāśat pañcāśajjanāśca paṁktibhi rbhuvi samupaviviśuḥ|
MRK.6.41	atha sa tān pañcapūpān matsyadvayañca dhṛtvā svargaṁ paśyan īśvaraguṇān anvakīrttayat tān pūpān bhaṁktvā lokebhyaḥ pariveṣayituṁ śiṣyebhyo dattavān dvā matsyau ca vibhajya sarvvebhyo dattavān|
MRK.6.42	tataḥ sarvve bhuktvātṛpyan|
MRK.6.43	anantaraṁ śiṣyā avaśiṣṭaiḥ pūpai rmatsyaiśca pūrṇān dvadaśa ḍallakān jagṛhuḥ|
MRK.6.44	te bhoktāraḥ prāyaḥ pañca sahasrāṇi puruṣā āsan|
MRK.6.45	atha sa lokān visṛjanneva nāvamāroḍhuṁ svasmādagre pāre baitsaidāpuraṁ yātuñca śṣyiाn vāḍhamādiṣṭavān|
MRK.6.46	tadā sa sarvvān visṛjya prārthayituṁ parvvataṁ gataḥ|
MRK.6.47	tataḥ sandhyāyāṁ satyāṁ nauḥ sindhumadhya upasthitā kintu sa ekākī sthale sthitaḥ|
MRK.6.48	atha sammukhavātavahanāt śiṣyā nāvaṁ vāhayitvā pariśrāntā iti jñātvā sa niśācaturthayāme sindhūpari padbhyāṁ vrajan teṣāṁ samīpametya teṣāmagre yātum udyataḥ|
MRK.6.49	kintu śiṣyāḥ sindhūpari taṁ vrajantaṁ dṛṣṭvā bhūtamanumāya ruruvuḥ,
MRK.6.50	yataḥ sarvve taṁ dṛṣṭvā vyākulitāḥ| ataeva yīśustatkṣaṇaṁ taiḥ sahālapya kathitavān, susthirā bhūta, ayamahaṁ mā bhaiṣṭa|
MRK.6.51	atha naukāmāruhya tasmin teṣāṁ sannidhiṁ gate vāto nivṛttaḥ; tasmātte manaḥsu vismitā āścaryyaṁ menire|
MRK.6.52	yataste manasāṁ kāṭhinyāt tat pūpīyam āścaryyaṁ karmma na viviktavantaḥ|
MRK.6.53	atha te pāraṁ gatvā gineṣaratpradeśametya taṭa upasthitāḥ|
MRK.6.54	teṣu naukāto bahirgateṣu tatpradeśīyā lokāstaṁ paricitya
MRK.6.55	caturdikṣu dhāvanto yatra yatra rogiṇo narā āsan tān sarvvāna khaṭvopari nidhāya yatra kutracit tadvārttāṁ prāpuḥ tat sthānam ānetum ārebhire|
MRK.6.56	tathā yatra yatra grāme yatra yatra pure yatra yatra pallyāñca tena praveśaḥ kṛtastadvartmamadhye lokāḥ pīḍitān sthāpayitvā tasya celagranthimātraṁ spraṣṭum teṣāmarthe tadanujñāṁ prārthayantaḥ yāvanto lokāḥ paspṛśustāvanta eva gadānmuktāḥ|
MRK.7.1	anantaraṁ yirūśālama āgatāḥ phirūśino'dhyāpakāśca yīśoḥ samīpam āgatāḥ|
MRK.7.2	te tasya kiyataḥ śiṣyān aśucikarairarthāda aprakṣālitahastai rbhuñjato dṛṣṭvā tānadūṣayan|
MRK.7.3	yataḥ phirūśinaḥ sarvvayihūdīyāśca prācāṁ paramparāgatavākyaṁ sammanya pratalena hastān aprakṣālya na bhuñjate|
MRK.7.4	āpanādāgatya majjanaṁ vinā na khādanti; tathā pānapātrāṇāṁ jalapātrāṇāṁ pittalapātrāṇām āsanānāñca jale majjanam ityādayonyepi bahavasteṣāmācārāḥ santi|
MRK.7.5	te phirūśino'dhyāpakāśca yīśuṁ papracchuḥ, tava śiṣyāḥ prācāṁ paramparāgatavākyānusāreṇa nācaranto'prakṣālitakaraiḥ kuto bhujaṁte?
MRK.7.6	tataḥ sa pratyuvāca kapaṭino yuṣmān uddiśya yiśayiyabhaviṣyadvādī yuktamavādīt| yathā svakīyairadharairete sammanyanate sadaiva māṁ| kintu matto viprakarṣe santi teṣāṁ manāṁsi ca|
MRK.7.7	śikṣayanto bidhīn nnājñā bhajante māṁ mudhaiva te|
MRK.7.8	yūyaṁ jalapātrapānapātrādīni majjayanto manujaparamparāgatavākyaṁ rakṣatha kintu īśvarājñāṁ laṁghadhve; aparā īdṛśyonekāḥ kriyā api kurudhve|
