MAT.1.1	ibraahiima.h santaano daayuud tasya santaano yii"sukhrii.s.tastasya puurvvapuru.sava.m"sa"sre.nii|
LUK.16.18	ya.h ka"scit sviiyaa.m bhaaryyaa.m vihaaya striyamanyaa.m vivahati sa paradaaraan gacchati, ya"sca taa tyaktaa.m naarii.m vivahati sopi paradaaraana gacchati|
LUK.16.19	eko dhanii manu.sya.h "suklaani suuk.smaa.ni vastraa.ni paryyadadhaat pratidina.m parito.saruupe.naabhu.mktaapivacca|
LUK.16.20	sarvvaa"nge k.satayukta iliyaasaranaamaa ka"scid daridrastasya dhanavato bhojanapaatraat patitam ucchi.s.ta.m bhoktu.m vaa nchan tasya dvaare patitvaati.s.that;
LUK.16.21	atha "svaana aagatya tasya k.sataanyalihan|
LUK.16.22	kiyatkaalaatpara.m sa daridra.h praa.naan jahau; tata.h svargiiyaduutaasta.m niitvaa ibraahiima.h kro.da upave"sayaamaasu.h|
LUK.16.23	pa"scaat sa dhanavaanapi mamaara, ta.m "sma"saane sthaapayaamaasu"sca; kintu paraloke sa vedanaakula.h san uurddhvaa.m niriik.sya bahuduuraad ibraahiima.m tatkro.da iliyaasara nca vilokya ruvannuvaaca;
LUK.16.24	he pitar ibraahiim anug.rhya a"ngulyagrabhaaga.m jale majjayitvaa mama jihvaa.m "siitalaa.m karttum iliyaasara.m preraya, yato vahni"sikhaatoha.m vyathitosmi|
LUK.16.25	tadaa ibraahiim babhaa.se, he putra tva.m jiivan sampada.m praaptavaan iliyaasarastu vipada.m praaptavaan etat smara, kintu samprati tasya sukha.m tava ca du.hkha.m bhavati|
LUK.16.26	aparamapi yu.smaakam asmaaka nca sthaanayo rmadhye mahadvicchedo.asti tata etatsthaanasya lokaastat sthaana.m yaatu.m yadvaa tatsthaanasya lokaa etat sthaanamaayaatu.m na "saknuvanti|
LUK.16.27	tadaa sa uktavaan, he pitastarhi tvaa.m nivedayaami mama pitu rgehe ye mama pa nca bhraatara.h santi
LUK.16.28	te yathaitad yaatanaasthaana.m naayaasyanti tathaa mantra.naa.m daatu.m te.saa.m samiipam iliyaasara.m preraya|
LUK.16.29	tata ibraahiim uvaaca, muusaabhavi.syadvaadinaa nca pustakaani te.saa.m nika.te santi te tadvacanaani manyantaa.m|
LUK.16.30	tadaa sa nivedayaamaasa, he pitar ibraahiim na tathaa, kintu yadi m.rtalokaanaa.m ka"scit te.saa.m samiipa.m yaati tarhi te manaa.msi vyaagho.tayi.syanti|
LUK.16.31	tata ibraahiim jagaada, te yadi muusaabhavi.syadvaadinaa nca vacanaani na manyante tarhi m.rtalokaanaa.m kasmi.m"scid utthitepi te tasya mantra.naa.m na ma.msyante|
LUK.17.1	ita.h para.m yii"su.h "si.syaan uvaaca, vighnairava"syam aagantavya.m kintu vighnaa yena gha.ti.syante tasya durgati rbhavi.syati|
LUK.17.2	ete.saa.m k.sudrapraa.ninaam ekasyaapi vighnajananaat ka.n.thabaddhape.sa.niikasya tasya saagaraagaadhajale majjana.m bhadra.m|
LUK.17.3	yuuya.m sve.su saavadhaanaasti.s.thata; tava bhraataa yadi tava ki ncid aparaadhyati tarhi ta.m tarjaya, tena yadi mana.h parivarttayati tarhi ta.m k.samasva|
LUK.17.4	punarekadinamadhye yadi sa tava saptak.rtvo.aparaadhyati kintu saptak.rtva aagatya mana.h parivartya mayaaparaaddham iti vadati tarhi ta.m k.samasva|
LUK.17.5	tadaa preritaa.h prabhum avadan asmaaka.m vi"svaasa.m varddhaya|
LUK.17.6	prabhuruvaaca, yadi yu.smaaka.m sar.sapaikapramaa.no vi"svaasosti tarhi tva.m samuulamutpaa.tito bhuutvaa samudre ropito bhava kathaayaam etasyaam etadu.dumbaraaya kathitaayaa.m sa yu.smaakamaaj naavaho bhavi.syati|
LUK.17.7	apara.m svadaase hala.m vaahayitvaa vaa pa"suun caarayitvaa k.setraad aagate sati ta.m vadati, ehi bhoktumupavi"sa, yu.smaakam etaad.r"sa.h kosti?
LUK.17.8	vara nca puurvva.m mama khaadyamaasaadya yaavad bhu nje pivaami ca taavad baddhaka.ti.h paricara pa"scaat tvamapi bhok.syase paasyasi ca kathaamiid.r"sii.m ki.m na vak.syati?
LUK.17.9	tena daasena prabhoraaj naanuruupe karmma.ni k.rte prabhu.h ki.m tasmin baadhito jaata.h? nettha.m budhyate mayaa|
LUK.17.10	ittha.m niruupite.su sarvvakarmmasu k.rte.su satmu yuuyamapiida.m vaakya.m vadatha, vayam anupakaari.no daasaa asmaabhiryadyatkarttavya.m tanmaatrameva k.rta.m|
LUK.17.11	sa yiruu"saalami yaatraa.m kurvvan "somiro.ngaaliilprade"samadhyena gacchati,
LUK.17.12	etarhi kutracid graame prave"samaatre da"saku.s.thinasta.m saak.saat k.rtvaa
LUK.17.13	duure ti.s.thanata uccai rvaktumaarebhire, he prabho yii"so dayasvaasmaan|
LUK.17.14	tata.h sa taan d.r.s.tvaa jagaada, yuuya.m yaajakaanaa.m samiipe svaan dar"sayata, tataste gacchanto rogaat pari.sk.rtaa.h|
LUK.17.15	tadaa te.saameka.h sva.m svastha.m d.r.s.tvaa proccairii"svara.m dhanya.m vadan vyaaghu.tyaayaato yii"so rgu.naananuvadan taccara.naadhobhuumau papaata;
LUK.17.16	sa caasiit "somiro.nii|
LUK.17.17	tadaa yii"suravadat, da"sajanaa.h ki.m na pari.sk.rtaa.h? tahyanye navajanaa.h kutra?
LUK.17.18	ii"svara.m dhanya.m vadantam ena.m vide"sina.m vinaa kopyanyo na praapyata|
LUK.17.19	tadaa sa tamuvaaca, tvamutthaaya yaahi vi"svaasaste tvaa.m svastha.m k.rtavaan|
LUK.17.20	atha kade"svarasya raajatva.m bhavi.syatiiti phiruu"sibhi.h p.r.s.te sa pratyuvaaca, ii"svarasya raajatvam ai"svaryyadar"sanena na bhavi.syati|
LUK.17.21	ata etasmin pa"sya tasmin vaa pa"sya, iti vaakya.m lokaa vaktu.m na "sak.syanti, ii"svarasya raajatva.m yu.smaakam antarevaaste|
LUK.17.22	tata.h sa "si.syaan jagaada, yadaa yu.smaabhi rmanujasutasya dinameka.m dra.s.tum vaa nchi.syate kintu na dar"si.syate, iid.rkkaala aayaati|
LUK.17.23	tadaatra pa"sya vaa tatra pa"syeti vaakya.m lokaa vak.syanti, kintu te.saa.m pa"scaat maa yaata, maanugacchata ca|
LUK.17.24	yatasta.did yathaakaa"saikadi"syudiya tadanyaamapi di"sa.m vyaapya prakaa"sate tadvat nijadine manujasuunu.h prakaa"si.syate|
LUK.17.25	kintu tatpuurvva.m tenaanekaani du.hkhaani bhoktavyaanyetadvarttamaanalokai"sca so.avaj naatavya.h|
LUK.17.26	nohasya vidyamaanakaale yathaabhavat manu.syasuuno.h kaalepi tathaa bhavi.syati|
LUK.17.27	yaavatkaala.m noho mahaapota.m naarohad aaplaavivaaryyetya sarvva.m naanaa"sayacca taavatkaala.m yathaa lokaa abhu njataapivan vyavahan vyavaahaya.m"sca;
LUK.17.28	ittha.m lo.to varttamaanakaalepi yathaa lokaa bhojanapaanakrayavikrayaropa.nag.rhanirmmaa.nakarmmasu praavarttanta,
LUK.17.29	kintu yadaa lo.t sidomo nirjagaama tadaa nabhasa.h sagandhakaagniv.r.s.ti rbhuutvaa sarvva.m vyanaa"sayat
LUK.17.30	tadvan maanavaputraprakaa"sadinepi bhavi.syati|
LUK.17.31	tadaa yadi ka"scid g.rhopari ti.s.thati tarhi sa g.rhamadhyaat kimapi dravyamaanetum avaruhya naitu; ya"sca k.setre ti.s.thati sopi vyaaghu.tya naayaatu|
LUK.17.32	lo.ta.h patnii.m smarata|
LUK.17.33	ya.h praa.naan rak.situ.m ce.s.ti.syate sa praa.naan haarayi.syati yastu praa.naan haarayi.syati saeva praa.naan rak.si.syati|
LUK.17.34	yu.smaanaha.m vacmi tasyaa.m raatrau "sayyaikagatayo rlokayoreko dhaari.syate parastyak.syate|
LUK.17.35	striyau yugapat pe.sa.nii.m vyaavarttayi.syatastayorekaa dhaari.syate paraatyak.syate|
LUK.17.36	puru.sau k.setre sthaasyatastayoreko dhaari.syate parastyak.syate|
LUK.17.37	tadaa te papracchu.h, he prabho kutrettha.m bhavi.syati? tata.h sa uvaaca, yatra "savasti.s.thati tatra g.rdhraa milanti|
LUK.18.1	apara nca lokairaklaantai rnirantara.m praarthayitavyam ityaa"sayena yii"sunaa d.r.s.taanta eka.h kathita.h|
LUK.18.2	kutracinnagare ka"scit praa.dvivaaka aasiit sa ii"svaraannaabibhet maanu.saa.m"sca naamanyata|
LUK.18.3	atha tatpuravaasinii kaacidvidhavaa tatsamiipametya vivaadinaa saha mama vivaada.m pari.skurvviti nivedayaamaasa|
LUK.18.4	tata.h sa praa.dvivaaka.h kiyaddinaani na tada"ngiik.rtavaan pa"scaaccitte cintayaamaasa, yadyapii"svaraanna bibhemi manu.syaanapi na manye
LUK.18.5	tathaapye.saa vidhavaa maa.m kli"snaati tasmaadasyaa vivaada.m pari.skari.syaami nocet saa sadaagatya maa.m vyagra.m kari.syati|
LUK.18.6	pa"scaat prabhuravadad asaavanyaayapraa.dvivaako yadaaha tatra mano nidhadhva.m|
LUK.18.7	ii"svarasya ye .abhirucitalokaa divaani"sa.m praarthayante sa bahudinaani vilambyaapi te.saa.m vivaadaan ki.m na pari.skari.syati?
LUK.18.8	yu.smaanaha.m vadaami tvarayaa pari.skari.syati, kintu yadaa manu.syaputra aagami.syati tadaa p.rthivyaa.m kimiid.r"sa.m vi"svaasa.m praapsyati?
LUK.18.9	ye svaan dhaarmmikaan j naatvaa paraan tucchiikurvvanti etaad.rgbhya.h, kiyadbhya ima.m d.r.s.taanta.m kathayaamaasa|
LUK.18.10	eka.h phiruu"syapara.h karasa ncaayii dvaavimau praarthayitu.m mandira.m gatau|
LUK.18.11	tato.asau phiruu"syekapaar"sve ti.s.than he ii"svara ahamanyalokavat lo.thayitaanyaayii paaradaarika"sca na bhavaami asya karasa ncaayinastulya"sca na, tasmaattvaa.m dhanya.m vadaami|
LUK.18.12	saptasu dine.su dinadvayamupavasaami sarvvasampatte rda"samaa.m"sa.m dadaami ca, etatkathaa.m kathayan praarthayaamaasa|
LUK.18.13	kintu sa karasa ncaayi duure ti.s.than svarga.m dra.s.tu.m necchan vak.sasi karaaghaata.m kurvvan he ii"svara paapi.s.tha.m maa.m dayasva, ittha.m praarthayaamaasa|
LUK.18.14	yu.smaanaha.m vadaami, tayordvayo rmadhye kevala.h karasa ncaayii pu.nyavattvena ga.nito nijag.rha.m jagaama, yato ya.h ka"scit svamunnamayati sa naamayi.syate kintu ya.h ka"scit sva.m namayati sa unnamayi.syate|
LUK.18.15	atha "si"suunaa.m gaatraspar"saartha.m lokaastaan tasya samiipamaaninyu.h "si.syaastad d.r.s.tvaanet.rn tarjayaamaasu.h,
LUK.18.16	kintu yii"sustaanaahuuya jagaada, mannika.tam aagantu.m "si"suun anujaaniidhva.m taa.m"sca maa vaarayata; yata ii"svararaajyaadhikaari.na e.saa.m sad.r"saa.h|
LUK.18.17	aha.m yu.smaan yathaartha.m vadaami, yo jana.h "si"so.h sad.r"so bhuutvaa ii"svararaajya.m na g.rhlaati sa kenaapi prakaare.na tat prave.s.tu.m na "saknoti|
LUK.18.18	aparam ekodhipatista.m papraccha, he paramaguro, anantaayu.sa.h praaptaye mayaa ki.m karttavya.m?
LUK.18.19	yii"suruvaaca, maa.m kuta.h parama.m vadasi? ii"svara.m vinaa kopi paramo na bhavati|
LUK.18.20	paradaaraan maa gaccha, nara.m maa jahi, maa coraya, mithyaasaak.sya.m maa dehi, maatara.m pitara nca sa.mmanyasva, etaa yaa aaj naa.h santi taastva.m jaanaasi|
LUK.18.21	tadaa sa uvaaca, baalyakaalaat sarvvaa etaa aacaraami|
LUK.18.22	iti kathaa.m "srutvaa yii"sustamavadat, tathaapi tavaika.m karmma nyuunamaaste, nija.m sarvvasva.m vikriiya daridrebhyo vitara, tasmaat svarge dhana.m praapsyasi; tata aagatya mamaanugaamii bhava|
LUK.18.23	kintvetaa.m kathaa.m "srutvaa sodhipati.h "su"soca, yatastasya bahudhanamaasiit|
LUK.18.24	tadaa yii"sustamati"sokaanvita.m d.r.s.tvaa jagaada, dhanavataam ii"svararaajyaprave"sa.h kiid.rg du.skara.h|
LUK.18.25	ii"svararaajye dhanina.h prave"saat suuce"schidre.na mahaa"ngasya gamanaagamane sukare|
LUK.18.26	"srotaara.h papracchustarhi kena paritraa.na.m praapsyate?
LUK.18.27	sa uktavaan, yan maanu.se.naa"sakya.m tad ii"svare.na "sakya.m|
LUK.18.28	tadaa pitara uvaaca, pa"sya vaya.m sarvvasva.m parityajya tava pa"scaadgaamino.abhavaama|
LUK.18.29	tata.h sa uvaaca, yu.smaanaha.m yathaartha.m vadaami, ii"svararaajyaartha.m g.rha.m pitarau bhraat.rga.na.m jaayaa.m santaanaa.m"sca tyaktavaa
LUK.18.30	iha kaale tato.adhika.m parakaale .anantaayu"sca na praapsyati loka iid.r"sa.h kopi naasti|
LUK.18.31	anantara.m sa dvaada"sa"si.syaanaahuuya babhaa.se, pa"syata vaya.m yiruu"saalamnagara.m yaama.h, tasmaat manu.syaputre bhavi.syadvaadibhirukta.m yadasti tadanuruupa.m ta.m prati gha.ti.syate;
LUK.18.32	vastutastu so.anyade"siiyaanaa.m haste.su samarpayi.syate, te tamupahasi.syanti, anyaayamaacari.syanti tadvapu.si ni.s.thiiva.m nik.sepsyanti, ka"saabhi.h prah.rtya ta.m hani.syanti ca,
LUK.18.33	kintu t.rtiiyadine sa "sma"saanaad utthaasyati|
LUK.18.34	etasyaa.h kathaayaa abhipraaya.m ki ncidapi te boddhu.m na "seku.h te.saa.m nika.te.aspa.s.tatavaat tasyaitaasaa.m kathaanaam aa"saya.m te j naatu.m na "seku"sca|
LUK.18.35	atha tasmin yiriiho.h purasyaantika.m praapte ka"scidandha.h patha.h paar"sva upavi"sya bhik.saam akarot
LUK.18.36	sa lokasamuuhasya gamana"sabda.m "srutvaa tatkaara.na.m p.r.s.tavaan|
LUK.18.37	naasaratiiyayii"suryaatiiti lokairukte sa uccairvaktumaarebhe,
LUK.18.38	he daayuuda.h santaana yii"so maa.m dayasva|
LUK.18.39	tatogragaaminasta.m maunii ti.s.theti tarjayaamaasu.h kintu sa punaaruvan uvaaca, he daayuuda.h santaana maa.m dayasva|
LUK.18.40	tadaa yii"su.h sthagito bhuutvaa svaantike tamaanetum aadide"sa|
LUK.18.41	tata.h sa tasyaantikam aagamat, tadaa sa ta.m papraccha, tva.m kimicchasi? tvadarthamaha.m ki.m kari.syaami? sa uktavaan, he prabho.aha.m dra.s.tu.m labhai|
LUK.18.42	tadaa yii"suruvaaca, d.r.s.ti"sakti.m g.rhaa.na tava pratyayastvaa.m svastha.m k.rtavaan|
LUK.18.43	tatastatk.sa.naat tasya cak.su.sii prasanne; tasmaat sa ii"svara.m dhanya.m vadan tatpa"scaad yayau, tadaalokya sarvve lokaa ii"svara.m pra"sa.msitum aarebhire|
LUK.19.1	yadaa yii"su ryiriihopura.m pravi"sya tanmadhyena gaccha.mstadaa
LUK.19.2	sakkeyanaamaa karasa ncaayinaa.m pradhaano dhanavaaneko
LUK.19.3	yii"su.h kiid.rgiti dra.s.tu.m ce.s.titavaan kintu kharvvatvaallokasa.mghamadhye taddar"sanamapraapya
LUK.19.4	yena pathaa sa yaasyati tatpathe.agre dhaavitvaa ta.m dra.s.tum u.dumbaratarumaaruroha|
LUK.19.5	pa"scaad yii"sustatsthaanam itvaa uurddhva.m vilokya ta.m d.r.s.tvaavaadiit, he sakkeya tva.m "siighramavaroha mayaadya tvadgehe vastavya.m|
LUK.19.6	tata.h sa "siighramavaruhya saahlaada.m ta.m jagraaha|
LUK.19.7	tad d.r.s.tvaa sarvve vivadamaanaa vaktumaarebhire, sotithitvena du.s.talokag.rha.m gacchati|
LUK.19.8	kintu sakkeyo da.n.daayamaano vaktumaarebhe, he prabho pa"sya mama yaa sampattirasti tadarddha.m daridrebhyo dade, aparam anyaaya.m k.rtvaa kasmaadapi yadi kadaapi ki ncit mayaa g.rhiita.m tarhi taccaturgu.na.m dadaami|
LUK.19.9	tadaa yii"sustamuktavaan ayamapi ibraahiima.h santaano.ata.h kaara.naad adyaasya g.rhe traa.namupasthita.m|
LUK.19.10	yad haarita.m tat m.rgayitu.m rak.situ nca manu.syaputra aagatavaan|
LUK.19.11	atha sa yiruu"saalama.h samiipa upaati.s.thad ii"svararaajatvasyaanu.s.thaana.m tadaiva bhavi.syatiiti lokairanvabhuuyata, tasmaat sa "srot.rbhya.h punard.r.s.taantakathaam utthaapya kathayaamaasa|
LUK.19.12	kopi mahaalloko nijaartha.m raajatvapada.m g.rhiitvaa punaraagantu.m duurade"sa.m jagaama|
LUK.19.13	yaatraakaale nijaan da"sadaasaan aahuuya da"sasvar.namudraa dattvaa mamaagamanaparyyanta.m vaa.nijya.m kurutetyaadide"sa|
LUK.19.14	kintu tasya prajaastamavaj naaya manu.syamenam asmaakamupari raajatva.m na kaarayivyaama imaa.m vaarttaa.m tannika.te prerayaamaasu.h|
LUK.19.15	atha sa raajatvapada.m praapyaagatavaan ekaiko jano baa.nijyena ki.m labdhavaan iti j naatu.m ye.su daase.su mudraa arpayat taan aahuuyaanetum aadide"sa|
LUK.19.16	tadaa prathama aagatya kathitavaan, he prabho tava tayaikayaa mudrayaa da"samudraa labdhaa.h|
LUK.19.17	tata.h sa uvaaca tvamuttamo daasa.h svalpena vi"svaasyo jaata ita.h kaara.naat tva.m da"sanagaraa.naam adhipo bhava|
LUK.19.18	dvitiiya aagatya kathitavaan, he prabho tavaikayaa mudrayaa pa ncamudraa labdhaa.h|
LUK.19.19	tata.h sa uvaaca, tva.m pa ncaanaa.m nagaraa.naamadhipati rbhava|
LUK.19.20	tatonya aagatya kathayaamaasa, he prabho pa"sya tava yaa mudraa aha.m vastre baddhvaasthaapaya.m seya.m|
LUK.19.21	tva.m k.rpa.no yannaasthaapayastadapi g.rhlaasi, yannaavapastadeva ca chinatsi tatoha.m tvatto bhiita.h|
LUK.19.22	tadaa sa jagaada, re du.s.tadaasa tava vaakyena tvaa.m do.si.na.m kari.syaami, yadaha.m naasthaapaya.m tadeva g.rhlaami, yadaha.m naavapa nca tadeva chinadmi, etaad.r"sa.h k.rpa.nohamiti yadi tva.m jaanaasi,
LUK.19.23	tarhi mama mudraa ba.nijaa.m nika.te kuto naasthaapaya.h? tayaa k.rte.aham aagatya kusiidena saarddha.m nijamudraa apraapsyam|
LUK.19.24	pa"scaat sa samiipasthaan janaan aaj naapayat asmaat mudraa aaniiya yasya da"samudraa.h santi tasmai datta|
LUK.19.25	te procu.h prabho.asya da"samudraa.h santi|
LUK.19.26	yu.smaanaha.m vadaami yasyaa"sraye vaddhate .adhika.m tasmai daayi.syate, kintu yasyaa"sraye na varddhate tasya yadyadasti tadapi tasmaan naayi.syate|
LUK.19.27	kintu mamaadhipatitvasya va"satve sthaatum asammanyamaanaa ye mama ripavastaanaaniiya mama samak.sa.m sa.mharata|
LUK.19.28	ityupade"sakathaa.m kathayitvaa sograga.h san yiruu"saalamapura.m yayau|
LUK.19.29	tato baitphagiibaithaniiyaagraamayo.h samiipe jaitunaadrerantikam itvaa "si.syadvayam ityuktvaa pre.sayaamaasa,
LUK.19.30	yuvaamamu.m sammukhasthagraama.m pravi"syaiva ya.m kopi maanu.sa.h kadaapi naarohat ta.m garddabha"saavaka.m baddha.m drak.syathasta.m mocayitvaanayata.m|
LUK.19.31	tatra kuto mocayatha.h? iti cet kopi vak.syati tarhi vak.syatha.h prabheाratra prayojanam aaste|
LUK.19.32	tadaa tau praritau gatvaa tatkathaaाnusaare.na sarvva.m praaptau|
LUK.19.33	gardabha"saavakamocanakaale tatvaamina uucu.h, gardabha"saavaka.m kuto mocayatha.h?
LUK.19.34	taavuucatu.h prabhoratra prayojanam aaste|
LUK.19.35	pa"scaat tau ta.m gardabha"saavaka.m yii"sorantikamaaniiya tatp.r.s.the nijavasanaani paatayitvaa tadupari yii"sumaarohayaamaasatu.h|
LUK.19.36	atha yaatraakaale lokaa.h pathi svavastraa.ni paatayitum aarebhire|
LUK.19.37	apara.m jaitunaadrerupatyakaam itvaa "si.syasa.mgha.h puurvvad.r.s.taani mahaakarmmaa.ni sm.rtvaa,
LUK.19.38	yo raajaa prabho rnaamnaayaati sa dhanya.h svarge ku"sala.m sarvvocce jayadhvani rbhavatu, kathaametaa.m kathayitvaa saanandam ucairii"svara.m dhanya.m vaktumaarebhe|
LUK.19.39	tadaa lokaara.nyamadhyasthaa.h kiyanta.h phiruu"sinastat "srutvaa yii"su.m procu.h, he upade"saka sva"si.syaan tarjaya|
LUK.19.40	sa uvaaca, yu.smaanaha.m vadaami yadyamii niiravaasti.s.thanti tarhi paa.saa.naa ucai.h kathaa.h kathayi.syanti|
LUK.19.41	pa"scaat tatpuraantikametya tadavalokya saa"srupaata.m jagaada,
LUK.19.42	haa haa cet tvamagre.aj naasyathaa.h, tavaasminneva dine vaa yadi svama"ngalam upaalapsyathaa.h, tarhyuttamam abhavi.syat, kintu k.sa.nesmin tattava d.r.s.teragocaram bhavati|
LUK.19.43	tva.m svatraa.nakaale na mano nyadhatthaa iti heto ryatkaale tava ripavastvaa.m caturdik.su praaciire.na ve.s.tayitvaa rotsyanti
LUK.19.44	baalakai.h saarddha.m bhuumisaat kari.syanti ca tvanmadhye paa.saa.naikopi paa.saa.nopari na sthaasyati ca, kaala iid.r"sa upasthaasyati|
LUK.19.45	atha madhyemandira.m pravi"sya tatratyaan krayivikrayi.no bahi.skurvvan
LUK.19.46	avadat madg.rha.m praarthanaag.rhamiti lipiraaste kintu yuuya.m tadeva cairaa.naa.m gahvara.m kurutha|
LUK.19.47	pa"scaat sa pratyaha.m madhyemandiram upadide"sa; tata.h pradhaanayaajakaa adhyaapakaa.h praaciinaa"sca ta.m naa"sayitu.m cice.s.tire;
LUK.19.48	kintu tadupade"se sarvve lokaa nivi.s.tacittaa.h sthitaastasmaat te tatkarttu.m naavakaa"sa.m praapu.h|
LUK.20.1	athaikadaa yii"su rmanidare susa.mvaada.m pracaarayan lokaanupadi"sati, etarhi pradhaanayaajakaa adhyaapakaa.h praa nca"sca tannika.tamaagatya papracchu.h
LUK.20.2	kayaaj nayaa tva.m karmmaa.nyetaani karo.si? ko vaa tvaamaaj naapayat? tadasmaan vada|
LUK.20.3	sa pratyuvaaca, tarhi yu.smaanapi kathaamekaa.m p.rcchaami tasyottara.m vadata|
LUK.20.4	yohano majjanam ii"svarasya maanu.saa.naa.m vaaj naato jaata.m?
LUK.20.5	tataste mitho vivicya jagadu.h, yadii"svarasya vadaamastarhi ta.m kuto na pratyaita sa iti vak.syati|
LUK.20.6	yadi manu.syasyeti vadaamastarhi sarvve lokaa asmaan paa.saa.nai rhani.syanti yato yohan bhavi.syadvaadiiti sarvve d.r.dha.m jaananti|
LUK.20.7	ataeva te pratyuucu.h kasyaaj nayaa jaatam iti vaktu.m na "saknuma.h|
LUK.20.8	tadaa yii"suravadat tarhi kayaaj nayaa karmmaa.nyetaati karomiiti ca yu.smaan na vak.syaami|
LUK.20.9	atha lokaanaa.m saak.saat sa imaa.m d.r.s.taantakathaa.m vaktumaarebhe, ka"scid draak.saak.setra.m k.rtvaa tat k.setra.m k.r.siivalaanaa.m haste.su samarpya bahukaalaartha.m duurade"sa.m jagaama|
LUK.20.10	atha phalakaale phalaani grahiitu k.r.siivalaanaa.m samiipe daasa.m praahi.not kintu k.r.siivalaasta.m prah.rtya riktahasta.m visasarju.h|
LUK.20.11	tata.h sodhipati.h punaranya.m daasa.m pre.sayaamaasa, te tamapi prah.rtya kuvyavah.rtya riktahasta.m visas.rju.h|
LUK.20.12	tata.h sa t.rtiiyavaaram anya.m praahi.not te tamapi k.sataa"nga.m k.rtvaa bahi rnicik.sipu.h|
LUK.20.13	tadaa k.setrapati rvicaarayaamaasa, mamedaanii.m ki.m karttavya.m? mama priye putre prahite te tamava"sya.m d.r.s.tvaa samaadari.syante|
LUK.20.14	kintu k.r.siivalaasta.m niriik.sya paraspara.m vivicya procu.h, ayamuttaraadhikaarii aagacchataina.m hanmastatodhikaarosmaaka.m bhavi.syati|
LUK.20.15	tataste ta.m k.setraad bahi rnipaatya jaghnustasmaat sa k.setrapatistaan prati ki.m kari.syati?
LUK.20.16	sa aagatya taan k.r.siivalaan hatvaa pare.saa.m haste.su tatk.setra.m samarpayi.syati; iti kathaa.m "srutvaa te .avadan etaad.r"sii gha.tanaa na bhavatu|
LUK.20.17	kintu yii"sustaanavalokya jagaada, tarhi, sthapataya.h kari.syanti graavaa.na.m yantu tucchaka.m| pradhaanaprastara.h ko.ne sa eva hi bhavi.syati| etasya "saastriiyavacanasya ki.m taatparyya.m?
LUK.20.18	apara.m tatpaa.saa.nopari ya.h pati.syati sa bha.mk.syate kintu yasyopari sa paa.saa.na.h pati.syati sa tena dhuulivac cuur.niibhavi.syati|
LUK.20.19	sosmaaka.m viruddha.m d.r.s.taantamima.m kathitavaan iti j naatvaa pradhaanayaajakaa adhyaapakaa"sca tadaiva ta.m dhartu.m vavaa nchu.h kintu lokebhyo bibhyu.h|
LUK.20.20	ataeva ta.m prati satarkaa.h santa.h katha.m tadvaakyado.sa.m dh.rtvaa ta.m de"saadhipasya saadhuve"sadhaari.na"scaraan tasya samiipe pre.sayaamaasu.h|
LUK.20.21	tadaa te ta.m papracchu.h, he upade"saka bhavaan yathaartha.m kathayan upadi"sati, kamapyanapek.sya satyatvenai"svara.m maargamupadi"sati, vayametajjaaniima.h|
LUK.20.22	kaisararaajaaya karosmaabhi rdeyo na vaa?
LUK.20.23	sa te.saa.m va ncana.m j naatvaavadat kuto maa.m pariik.sadhve? maa.m mudraameka.m dar"sayata|
LUK.20.24	iha likhitaa muurtiriya.m naama ca kasya? te.avadan kaisarasya|
LUK.20.25	tadaa sa uvaaca, tarhi kaisarasya dravya.m kaisaraaya datta; ii"svarasya tu dravyamii"svaraaya datta|
LUK.20.26	tasmaallokaanaa.m saak.saat tatkathaayaa.h kamapi do.sa.m dhartumapraapya te tasyottaraad aa"scaryya.m manyamaanaa mauninastasthu.h|
LUK.20.27	apara nca "sma"saanaadutthaanaana"ngiikaari.naa.m siduukinaa.m kiyanto janaa aagatya ta.m papracchu.h,
LUK.20.28	he upade"saka "saastre muusaa asmaan pratiiti lilekha yasya bhraataa bhaaryyaayaa.m satyaa.m ni.hsantaano mriyate sa tajjaayaa.m vivahya tadva.m"sam utpaadayi.syati|
LUK.20.29	tathaaca kecit sapta bhraatara aasan te.saa.m jye.s.tho bhraataa vivahya nirapatya.h praa.naan jahau|
LUK.20.30	atha dvitiiyastasya jaayaa.m vivahya nirapatya.h san mamaara| t.rtiiya"sca taameva vyuvaaha;
LUK.20.31	ittha.m sapta bhraatarastaameva vivahya nirapatyaa.h santo mamru.h|
LUK.20.32	"se.se saa strii ca mamaara|
LUK.20.33	ataeva "sma"saanaadutthaanakaale te.saa.m saptajanaanaa.m kasya saa bhaaryyaa bhavi.syati? yata.h saa te.saa.m saptaanaameva bhaaryyaasiit|
LUK.20.34	tadaa yii"su.h pratyuvaaca, etasya jagato lokaa vivahanti vaagdattaa"sca bhavanti
LUK.20.35	kintu ye tajjagatpraaptiyogyatvena ga.nitaa.m bhavi.syanti "sma"saanaaccotthaasyanti te na vivahanti vaagdattaa"sca na bhavanti,
LUK.20.36	te puna rna mriyante kintu "sma"saanaadutthaapitaa.h santa ii"svarasya santaanaa.h svargiiyaduutaanaa.m sad.r"saa"sca bhavanti|
