GEN.1.1	Are nakuexinxion beꞌe kain, Ndo Dio binchechjian ngajni ko nunthe. 
GEN.34.31	—Aro, ¿a nchao bincheꞌe Siquem, ixin bincheꞌe ngain xan chian xraa ngain naa nchri nchekji nthauꞌe?
GEN.35.1	Ndo Dio ndachro ngain Jacob: «Dingathjen ko sathji digariꞌi ngain nunthe Bet-el ko nthiꞌa nchechjiana naa giꞌi jitangi. Ko xraxaon ixin jaꞌan kununxin na ngajin are sarrithingeꞌe Esaú.» 
GEN.35.2	Ko Jacob ndache kain chujnii:
GEN.35.2	—Thinthuꞌe ra ko inchesayeꞌa ra kain dio nchechjian chujni, kuthimejan tsinda ra ko dituxiꞌan ra, 
GEN.35.3	ixin tsji ná Bet-el ko nthiꞌa sinthachjian naa giꞌi jitangi ixin tsexruxian Ndo Dio ixin jeꞌe Ndo kjuengijna na Ndo thi jaꞌan bakji.
GEN.35.4	Kuthimejan jeꞌe na̱ bajon na̱ kain dio binthechunda na̱ ko kain nthachia bechunda na̱ ngain ndatsjuen na̱. Ko Jacob kjuabaa thi bajon na̱ ngain naa ruthee nthathjao jii chrika Siquem. 
GEN.35.5	Ko are bachrje na̱, Ndo Dio xrandoꞌo juaxraon kain chujnii rajna tendajin nthiꞌa, ko ixruꞌin bincheꞌe na̱ ngain xeꞌen Jacob.
GEN.35.6	Kuthimejan Jacob ko kain chujni jithji ngain biji na̱ ngain rajna Luz thi kai diꞌin Bet-el, jii ngain nunthe Canaán. 
GEN.35.7	Ko nthiꞌa Jacob binchechjian naa giꞌi jitangi ko binchegiꞌin El-bet-el, ixin nthiꞌa kununxin Ndo Dio ngain are sajithingeꞌe Esaú. 
GEN.35.8	Ko are mee beꞌen Débora, nchri bagayakuꞌen Rebeca are xra nchion beꞌe, ko kjuabaa na̱ chringi naa nthathjao chiaon Bet-el ko binchegiꞌin na̱ ntha «Alón-bacut» ko ruchro «Ngain nthathjao anto tsjanga na̱».
GEN.35.9	Are ukjanxin Jacob Padan-aram, nthiꞌa thi kununxiꞌin Ndo Dio ngain Bet-el ko binchenchaon Ndo. 
GEN.35.10	Ko are mee Ndo Dio ndache:
GEN.35.10	«Isinꞌa Jacob,
GEN.35.10	siꞌin Israel,
GEN.35.10	ko aremaꞌo jañaa bichunxinxin na̱.»
GEN.35.11	Kai ndachro Ndo Dio:
GEN.35.11	«Jaꞌan Ndo Dio, Ndo chunda kainxin juachaxin.
GEN.35.11	Darichundakoꞌo chriꞌa tsjé chjan ko tsjé ni sachrjeninxin jaꞌa,
GEN.35.11	ko ni sachrjeninxin jaꞌa tsunchjian naa rajna jié ko tsjé rajnanchjan ko kai sachrjeninxin ni tsetuꞌan.
GEN.35.12	Ko nunthe chjaꞌa Abraham ko Isaac,
GEN.35.12	kai ruchjaꞌa nunthe jaꞌa,
GEN.35.12	kuthimejan ruchjaꞌa nunthe ni sachrjeninxin jaꞌa.»
GEN.35.13	Ko are Ndo Dio sakjuixin nthiꞌa, thi kjuauxin Jacob, 
GEN.35.14	Jacob basintja xro ko kuenthjithe xro aceite ko vino ko xro jiꞌi nchexraxaon, thi nichjexin Ndo Dio, 
GEN.35.15	ko Jacob binchegiꞌin nthiꞌa Bet-el, ko jiꞌi ruchro «nchianduꞌa Ndo Dio».
GEN.35.16	Jacob ko chujnii sakjuixin na̱ Bet-el, aro xra kjínxin rugijixin na̱ Efrata, are Raquel binchekunkjiꞌi xeꞌen, aro atho tangi guanxin xan. 
GEN.35.17	Ko thi icha tangi are ujiduan xan, mexinxin nchri jithjengijna Raquel ndachro: «Xraonꞌa ixin rinchekunkjiꞌi naa xan xii.» 
GEN.35.18	Raquel undajideꞌen aro xra kuixiꞌin nichja ko binchegiꞌin xeꞌen Ben-oni. Aro Jacob binchegiꞌin xan Benjamín.
GEN.35.19	Ko Raquel ndabeꞌen ko kjuabaa na̱ ngandeꞌe nthiꞌá thji Efrata, thi kai diꞌin Belén. 
GEN.35.20	Ko Jacob basintaꞌa choo xro thi xrabaa Raquel ixin ruxraguxin chinthiꞌi. Ko xro teꞌi xra beꞌe are kji̱n na̱ xroon jiꞌi.
GEN.35.21	Kuthimejan Israel ruee nthiee ko sabigeꞌe tuenxin nunthe diꞌin Migdal-edar. 
GEN.35.22	Ko are Israel ubeꞌe nthiꞌa, Rubén xeꞌen Israel, xan saꞌo, bejuakaꞌo Bilha, thi kai chriꞌi Israel, ko jiꞌi kunuꞌe Israel.
GEN.35.22	Jaꞌin diꞌin thi the yoo xeꞌen Jacob. 
GEN.35.23	Chjan bechunda Lea kjui xan Rubén, xan saꞌo, Simeón, Leví, Judá, Izacar ko Zabulón. 
GEN.35.24	Chjan bechunda Raquel kjui José ko Benjamín. 
GEN.35.25	Chjan bechunda Bilha, nchri nchexree Raquel, kjui Dan ko Neftalí. 
GEN.35.26	Ko ngain Zilpa nchri nchexree Lea, binchekunkjiꞌi Gad ko Aser. Kain xan teꞌi xeꞌen Jacob ko guan xan are binthe na̱ Padan-aram.
GEN.35.27	Ko Jacob kjui bitsjeꞌe Isaac ndudee ngain rajna Arba, thi kai diꞌin Hebrón ko jii ngain nunthe Mamre, thi beꞌe Abraham ko Isaac. 
GEN.35.28	Isaac bechon naa renkia ko noo kan nano 
GEN.35.29	kuthimejan ndabeꞌen. Ko Esaú ko Jacob kjuabaa xan ndudee xan ngain chinthiꞌi ni chujnii.
GEN.36.1	Ni teꞌi ni bachrjeninxin Esaú, thi kai diꞌin Edom. 
GEN.36.2	Esaú bekaꞌo nii nchrii nunthe Canaán, ko mee nchri teꞌi: Ada, nchrichjeꞌe Elón, thi heteo; Aholibama, nchrichjeꞌe Aná, xeꞌen Zibeón thi heveo 
GEN.36.3	ko Basemat, nchrichjeꞌe Ismael ko xan choo biꞌin Nebaiot. 
GEN.36.4	Ko Ada binchekunkjiꞌi naa xeꞌen Esaú ko biꞌin xan Elifaz; ko nchri Basemat binchekunkjiꞌi xan Reuel. 
GEN.36.5	Ko Aholibama binchekunkjiꞌi xan Jeús, xan Jaalam ko xan Coré. Ko kain xan teꞌi xeꞌen Esaú, xan bintheguan are binthe na̱ ngain nunthe Canaán.
GEN.36.6	Kuthimejan Esaú sabikao kanio chriꞌi, xeꞌen xan xii ko xan nchrii, ko kain ni beꞌe ngain, kain kuxigue ko kain thi bacha ngain nunthe Canaán, ko sakjui inaa nunthe ixin sakunkjinxin ngain Jacob, xan choo jeꞌe. 
GEN.36.7	Ixin kayui na̱ anto tsjé binthechunda ná, ko thi nunthe binthe na̱ ibagithjaꞌa thi bane kuxigue na̱, mexinxin ichroꞌa binthe na̱ xrajeꞌo nunthe. 
GEN.36.8	Ko Esaú, thi kai diꞌin Edom, sakjui sabigeꞌe ngain jnee nunthe Seir.
GEN.36.9	Chujni teꞌi bachrjeninxin Esaú, ni xranchrjeꞌen ni edomita, ni binthe ngain jnee nunthe Seir. 
GEN.36.10	Ko jaꞌin diꞌin xeꞌen Esaú: Xan Elifaz, xeꞌen Ada, chriꞌi Esaú, ko xan Reuel, xeꞌen Basemat thi kai chriꞌi Esaú. 
GEN.36.11	Ko xeꞌen Elifaz kjui Temán, Omar, Zefo, Gatam ko xan Cenaz. 
GEN.36.12	Ko Elifaz kai bechunda inaa nchrii ko biꞌin Timna; kai bechundakaꞌo nchra naa chjan, ko xan mee biꞌin Amalec. Ko kain xan teꞌi kjui xanthii Ada, naa chriꞌi Esaú. 
GEN.36.13	Xeꞌen Reuel kjui Nahat, Zera, Sama ko Miza; kain xan teꞌi xanthii Basemat thi inaa chriꞌi Esaú. 
GEN.36.14	Ko Aholibama, xeꞌen Aná, kai kjui xanthii Zibeón, ko Aholibama bechundakaꞌo Esaú chjan ko mee kjui Jeús, Jaalam ko Coré.
GEN.36.15	Ni teꞌi ni bachrjeninxin Esaú ko kai kuetuꞌen na̱ chujni bachrjeninxin na̱: Ni bachrjeninxin Elifaz, xan saꞌo bechunda Esaú, ko xan kuetuꞌen chujnii kjui Temán, Omar, Zefo, Cenaz, 
GEN.36.16	Coré, Gatam ko Amalec. Xan teꞌi kuetuꞌan ngain nunthe Edom; ko xan teꞌi kjui xanthii Ada nchrii bekaꞌo Esaú. 
GEN.36.17	Kai Basemat kjui chriꞌi Esaú, ko binchekunkjiꞌi Reuel. Ko xeꞌen Reuel kjui Nahat, Zera, Sama, Miza ko xan teꞌi kai kuetuꞌen xan chujnii xan ngain nunthe Edom. 
GEN.36.18	Kai Aholibama bekaꞌo Esaú, ko Aholibama kjui xeꞌen Aná ko xeꞌen Aholibama kjui Jeús, Jaalam ko Coré, ko xan teꞌi kai kuetuꞌen xan chujnii xan bachrjeninxin xan. 
GEN.36.19	Kain xan teꞌi kuetuꞌan xan ko bachrjeninxin xan Esaú, thi kai diꞌin Edom.
GEN.36.20	Ko Seir, thi bachrjeninxin ni diꞌin horeo, ko ni teꞌi saꞌo binthe na̱ ngain nunthe Edom, ko ni bachrjeninxin Seir kjui: xan Lotán, Sobal, Zibeón, Aná, 
GEN.36.21	Disón, Ezer ko xan Disán. Ni horeo teꞌi kuetuꞌen na̱ chujni bachrjeninxin na̱ ngain nunthe Edom. 
GEN.36.22	Ko xeꞌen Lotán kjui xan Hori ko Hemam. Ko Timna kjui nchri choo Lotán. 
GEN.36.23	Ko xeꞌen Sobal kjui Alván, Manahat, Ebal, Sefo ko Onam. 
GEN.36.24	Ko xeꞌen Zibeón kjui Aja ko Aná. Ko Aná jiꞌi thi bithja thi chrinduxin jinda ngain thi nunthe xema ko xruꞌin jii are jithingaria kuluchuꞌe ndudee. 
GEN.36.25	Ko xeꞌen Aná kjui naa xan xii diꞌin Disón ko naa xan nchrii diꞌin Aholibama. 
GEN.36.26	Ko xeꞌen Disón kjui Hemdán, Esbán, Itrán ko Querán. 
GEN.36.27	Ko xeꞌen Ezer kjui Bilhán, Zaaván ko Acán. 
GEN.36.28	Ko xeꞌen Disán kjui Uz ko Arán.
GEN.36.29	Ko xan kuetuꞌen ni horeo kjui Lotán, Sobal, Zibeón, Aná, 
GEN.36.30	Disón, Ezer ko Disán; xan teꞌi kuetuꞌan xan ni horeo, ngain nunthe Seir.
GEN.36.31	Kain ni teꞌi kjui rey ko kuetuꞌan na̱ ngain nunthe Edom, ko saꞌo ni teꞌi baketuꞌan, kuthimejan bechunda rey ni Israel. 
GEN.36.32	Ko thi kjui rey saꞌo kjui Bela, thi xeꞌen Beor ko kuetuꞌan nunthe Edom ko rajnee kjui Dinaba. 
GEN.36.33	Beꞌen Bela, kuthimejan kuetuꞌan Jobab, xeꞌen Zera ko rajnee diꞌin Bosra. 
GEN.36.34	Ko beꞌen Jobab, kuthimejan kuetuꞌan Husam, thi juixin nu nuntheꞌe Temán. 
GEN.36.35	Ko beꞌen Husam, kuthimejan kuetuꞌan Hadad, xeꞌen Bedad, thi kuetukaꞌo Madián ko kjueꞌe cha ngain nunthe Moab. Ko rajnee Hadad biꞌin Avit. 
GEN.36.36	Ko beꞌen Hadad, kuthimejan kuetuꞌan Samla, ko rajnee biꞌin Masreca. 
GEN.36.37	Ko beꞌen Samla, kuthimejan kuetuꞌan Saúl thi juixin rajna Rehobot, thi rajna beꞌe chrika jinda, thi nda diꞌin Éufrates. 
GEN.36.38	Ko beꞌen Saúl, kuthimejan kuetuꞌan Baal-hanán, xeꞌen Acbor. 
GEN.36.39	Ko beꞌen Baal-hanán, xeꞌen Acbor, kuthimejan kuetuꞌan Hadar, ko rajnee biꞌin Pau. Ko chriꞌi Hadad biꞌin nchra Mehetabel, xeꞌen Matred ko janachriꞌi kjui Mezaab.
GEN.36.40	Ni bachrjeninxin Esaú, binthe na̱ ngain jejee rajna ngain nunthe Edom. Ko ni teꞌi kjui: Timna, Alva, Jetet, 
GEN.36.41	Aholibama, Ela, Pinón, 
GEN.36.42	Cenaz, Temán, Mibzar, 
GEN.36.43	Magdiel ko Iram. Kain ni teꞌi kuetuꞌan nunthe Edom ko juixin na̱ jejee rajna. Kain ni teꞌi bachrjeninxin Esaú, mexinxin biꞌin na̱ edomita.
GEN.37.1	Kuthimejan Jacob tabeꞌe ngain nunthe Canaán, thi beꞌe ndudee inchin naa chujni jeꞌa nuntheꞌe. 
GEN.37.2	Ko jiꞌi thi kuꞌen Jacob ko chujnii.
GEN.37.2	Are José, xeꞌen Jacob, bechunda theyaato nano bakingaria kulekue ndudee, jeꞌe kunixin xan choo, xeꞌen Bilha ko xeꞌen Zilpa, nchri bechunda Jacob. Ko José banchenuꞌe ndudee kain thi jianꞌa bancheꞌe xan choo.
GEN.37.3	Ko Israel icha thjueꞌe José ke xan icha, ixin ujoon are guan xan. Mexinxin jeꞌe binchechjieꞌen xan naa luntho tsjé naꞌo ixin betsaa xan. 
GEN.37.4	Aro kain xan choo anto baningakuꞌen xan ko banichjeꞌa xan ixin bagikon xan ixin ndudee xan icha bathjueꞌe José.
GEN.37.5	Naa nchaꞌon José kuxinxin, ko kuekiin xan choo thi kuxinxin, ko jeꞌe xan icha guñauꞌe xan, 
GEN.37.6	ixin ndachro ngain xan:
GEN.37.6	—Thiꞌin ra, tsekiꞌan ra thi kuxinanxin. 
GEN.37.7	Kuxinanxin ixin kain ná tate ná ngataon jngi, ko tethiathe ná kachji, ko thi tjua jaꞌan binthachjian xendua ko nao bengathjen, aro tjua binchechjian ra jaꞌa ra binthendajin tjua binthachjian jaꞌan, ko binthesee ka ixin binchesayeꞌe thi tjua binthachjian.
GEN.37.8	Kuthimejan xan choo José batheꞌe xan:
GEN.37.8	—¿Jaꞌa tuenao ixin rukjan reyna ná, ko tsetuna ni ra?
GEN.37.8	Ko icha guñauꞌe xan ixin kexreen bakekin thi kuxinxin.
GEN.37.9	Kuthimejan José kuxinxin inaa, ko kai kuekiin xan choo, ko ndachro:
GEN.37.9	—Thiꞌin ra, kjan kuxinanxin inaa, ko bikon nchaꞌon, kunithjao ko thejngo kunutse ixin binthesee ngajin.
GEN.37.10	Ko are José kuekin kuthachrin jiꞌi ngain ndudee ko ngain xan choo, ndudee binchesatheꞌe ko ndachro Ndo:
GEN.37.10	—¿Keꞌe rinao rundachro kunixin thi kuxianxin jiꞌi? ¿A jiꞌi ruchro ixin janaa ko jaꞌan ko kain xan choo rukjan ná ni nchexraa jaꞌa?
GEN.37.11	Ko kain xan choo bakunchjueꞌe xan ngain, aro ndudee xan juxon baxraxaon ndo ixin keꞌe ruchro thi kuxinxin xeꞌen.
GEN.37.12	Kuthimejan xan choo José sabikao xan kuleko binea ba ngain nuntheꞌe rajna Siquem. 
GEN.37.13	Ko Israel ndachro ngain José:
GEN.37.13	—Jaꞌa unuꞌa ixin xan choo tethingaria xan ku ngain nuntheꞌe Siquem. Ko rinaꞌo ixin jaꞌa tsji sitsjeꞌe xan.
GEN.37.13	Ko José batheꞌe:
GEN.37.13	—Jaan, rinaꞌo tsji.
GEN.37.14	Ko ndachro Israel:
GEN.37.14	—Nchao, thji ditsjeꞌe kexreen te xan choo ko kain ku, ko kjan tuin ixin sikuꞌna juajna.
GEN.37.14	Ko Israel ruaꞌan José ko bachrjexin chjagee nunthe Hebrón ko biji ngain rajna Siquem, 
GEN.37.15	ko tabichrue are sajithji. Ko betan naa thi xii ko ndachro xa:
GEN.37.15	—¿Keꞌe rithjee?
GEN.37.16	Ko ndachro José:
GEN.37.16	—Rithjee xan chian ko kue xan. ¿Anchao rundachjejin na suixin thinoo te xan?
GEN.37.17	Ko ndachro thi xii:
GEN.37.17	—Usakjuixin xan nthiꞌi. Aro kuian ndachro xan ixin sarrukji xan ngain rajna Dotán.
GEN.37.17	Ko José sabikjee xan choo ko bithja xan nthiꞌa Dotán. 
GEN.37.18	Ko xan choo kjínxin bikon xan jithii José, ko daka binthekjuauthexin xan ixin kexreen ruguen xan. 
GEN.37.19	Ko ndache choo xan:
GEN.37.19	—¡Unthimee juii thi anto tuxinxin! 
GEN.37.20	Xrakui ra suen ná xan, kuthejan sankaa ná xan ngain naa thue. Kuthimejan rundachro ná ixin naa kuxiigo chrintho jii ngaꞌa jna ndajuine xan. ¡Ko sukon ná ako sikuꞌen thi kuxinxin xan!
GEN.37.21	Are Rubén kuiꞌin jiꞌi, jeꞌe nichjaxin José ko ndachro:
GEN.37.21	—Suenꞌa ná xan. 
GEN.37.22	¿Unda tsingo ra jnii xan? Dankaa ra xan ngaa thue xema jiꞌi, thi jii ngain nunthe xema jiꞌi, aro ncheniꞌa ra xan.
GEN.37.22	Ko Rubén ndachro jiꞌi ixin xruꞌin rukuꞌen José, kuthimejan rugikaan ngain ndudee. 
GEN.37.23	Aro José, are biji thi te xan choo, jeꞌe xan bantsjeꞌe xan thi jitsaa, 
GEN.37.24	ko tse xan ko bankaa xan ngaa thue xruꞌin jinda beria. 
GEN.37.25	Kuthimejan tabinthe xan ixin juine xan.
GEN.37.25	Ko are xendua xan bikon xan juii tsjé chujni, ko mee ni ismaelita, ni juixin rajna Galaad, ko kukamellue na̱ jiyama ba ndaxrajni, chingue nthaa ko tsjuka ixin tedikao ngain nunthe Egipto. 
GEN.37.26	Kuthimejan Judá ndache xan choo:
GEN.37.26	—¿Keꞌe sacha ná ja̱ suen ná xan choo ná, ko kexreen tsema ná ixin ndabeꞌen xan? 
GEN.37.27	Icha jian sinthukji ná xan ngain ni ismaelita ko suenꞌa ná xan, ko jaꞌa ra nuꞌa ra ixin kai xan choo ná.
GEN.37.27	Ko kain xan kjuathexin xan ixin thi bincheꞌe xan. 
GEN.37.28	Ko are tedatho ni ismaelita, ni theꞌna ko nchekji, jeꞌe xan binthegantsjexin xan José ngain thue ko binchekji xan José ixin kan chia plata. Ko ni ismaelita sabikao na̱ xan ngain nunthe Egipto.
GEN.37.29	Kuthimejan Rubén kjan ngain thue ko ibithjaꞌa José ngaxiꞌin, ko anto kuaa juachjaon ko kuinchje lunthue. 
GEN.37.30	Ko Rubén kjan thi te xan choo ko ndachro ngain xan:
GEN.37.30	—¡Xan choo ná ikoꞌa xan! ¿Anchee keꞌe sinthaꞌa?
GEN.37.31	Kuthimejan kua xan luntho bagetsaa José, ko kuinga xan jnii naa kulekuchjan bintheguen xan, 
GEN.37.32	ko bikao xan luntho ngain ndudee xan ko ndachro xan: «Bithja ná luntho jiꞌi, degatsuan a lunthue xaꞌan o naꞌi.»
GEN.37.33	Ko Jacob tuin batsuan luntho ko ndachro: «¡Jaan, lunthue xanꞌna! Chrujan kuxiigo chrintho te ngaꞌa jna kjuaaya ba ko juine ba xan.» 
GEN.37.34	Ko Jacob anto tabechiin ko kuinchje lunthue ko bengaa luntho thi, ko tsjé nchaꞌon kuaxin juachjaon ko tsjangaxin José. 
GEN.37.35	Kain xeꞌen xan nchrii ko xan xii binao xan rugantsjeꞌe xan juachjaon ndudee xan, aro Jacob binaoꞌa kuiꞌin xan. Ko anto batsjangaxin xeꞌen ko baganchia rugeꞌen tuin ixin sarrukji ngain xan.
GEN.37.36	Ko are ni madianita, ni banchekji ko bakeꞌna, biji na̱ Egipto, binchekji na̱ José ngain naa xii biꞌin Potifar, thi baketuꞌan ngain ni nchexree faraón, ko kai baketuꞌan ngain ni bakji bakjaaya.
GEN.38.1	Ngain nchaꞌon taꞌa, Judá bachrjendeꞌe xan choo ko sakjui sabigeꞌe ngain rajna Adulam, ngain nchianduꞌa naa xii biꞌin Hira. 
GEN.38.2	Ko nthiꞌa Judá batsuan naa xan nchrii, nchrichjeꞌe naa xi cananeo biꞌin Súa, ko Judá bekaꞌo nchra ko bejuakaꞌo nchra. 
GEN.38.3	Ko jeꞌe nchra tabeyaa nchra chjan ko binchekunkjiꞌi nchra naa xan xichjan, ko binchegiꞌin xan Er. 
GEN.38.4	Kuthejan kjan beyaa nchra inaa chjan ko binchekunkjiꞌi nchra xan, ko binchegiꞌin xan Onán. 
GEN.38.5	Ko kjan beyaa nchra inaa xan ko binchekunkjiꞌi nchra xan, ko binchegiꞌin xan Sela. Ko binthe na̱ ngain rajna Quezib, are kunkjiꞌi xan jiꞌi.
GEN.38.6	Kuthimejan Judá kjuee naa nchrii bekaꞌo Er, xan saꞌo, ko biꞌin nchra Tamar. 
GEN.38.7	Aro Er atho jianꞌa bancheꞌe ngathexin kon Ndo Dio, mexinxin Ndo Dio bincheꞌe Ndo ixin ndabeꞌen Er. 
GEN.38.8	Kuthimejan Judá ndachro ngain Onán:
GEN.38.8	—Darikoꞌo nchri gaꞌan nchri kuinthuꞌe xan choo, inchin chro ley chunda ná, ko jañaa xan choo, xan beꞌen, ruchunda xan naa chjan ixin jaꞌa.
GEN.38.9	Aro Onán benuꞌe ixin xan ruguan rukjiꞌa inchin xeꞌen, mexinxin are bagejuakaꞌo Tamar, Onán bancheꞌe ixin rugithueꞌa nchra chjan, ko bakingo ngain jinche thi rukunchjianxin chjan, ko jañaa xruꞌin chjan ruchjee xan choo. 
GEN.38.10	Ko Ndo Dio banchexruxinꞌa thi bancheꞌe Onán, mexinxin Ndo Dio bincheꞌe Ndo ixin beꞌen Onán. 
GEN.38.11	Ko Judá ndachro ngain nchri deindeꞌe:
GEN.38.11	—Jañaa gaꞌan dithuꞌa ngain nchianduꞌa ndudaa, sangija xanꞌna Sela.
GEN.38.11	Aro Judá baka juachjaon ixin kai rugeꞌen xan Sela inchin xan choo xan. Kuthimejan Tamar sakjui ngain nchianduꞌa ndudee.
GEN.38.12	Batho nano ko chriꞌi Judá, thi kjui xeꞌen Súa, ndabeꞌen. Ko are ujuexin juachjaon ixin beꞌen chriꞌi, Judá sakjui ngain rajna Timnat, thi te ni kjiꞌin kulekue. Ko bikao xi jian dakao diꞌin Hira, thi adulamita. 
GEN.38.13	Ko chujni binchenuꞌe Tamar ixin ndunchee kjui ndo Timnat ixin bikjiꞌin ndo kulekue ndo, 
GEN.38.14	ko bantsje nchra luntho dengaa ni gaꞌan ko bengaa nchra inaa luntho, ko kuejanthe jaa ko kjuamataon ngakon nchra ixin xruꞌin kensen rugatsuan ko kjui sabigeꞌe thi dixinxin na̱ rajna Enaim, ko rajna jiꞌi beꞌe chrikee nthiꞌá thji rajna Timnat. Tamar bincheꞌe jiꞌi ixin bikon ixin xan Sela ubangi xan ko ibirrueꞌa na̱ jeꞌe ixin rugekaꞌo xan.
GEN.38.15	Are Judá bikon nchra, jeꞌe xraxaon ixin yaa naa nchrii nchekji nthauꞌe ixin dikjamataon jaa nchra. 
GEN.38.16	Mexinxin bachrjenda ko kjui ngain nchra, aro benueꞌa ixin nchri deindeꞌe, ko ndache nchra:
GEN.38.16	—¿Anchao sarichrin ngajin?
GEN.38.16	Ko ndachro jeꞌe nchra:
GEN.38.16	—¿Kieꞌen tsjengana ꞌna ixin sarichrin ngajin?
GEN.38.17	Ko ndachro Judá:
GEN.38.17	—Jaꞌan rurruaꞌan naa kuthentsuchjan.
GEN.38.17	Ko ndachro jeꞌe nchra:
GEN.38.17	—Nchao jii, aro thinthuena naa lunthua ko tsunkjaꞌan are rurruana kuthentsuchjan.
GEN.38.18	Ko banchiangi Judá:
GEN.38.18	—¿Keꞌe rinao tsinthuꞌa?
GEN.38.18	Ko jeꞌe nchra ndachro nchra:
GEN.38.18	—Chjana ntha kuthuꞌa, kuchianingo kunixin jinunchjeꞌen.
GEN.38.18	Judá chjee thi banchia ko bejuakaꞌo nchra, ko jeꞌe nchra tabeyaa nchra chjan. 
GEN.38.19	Kuthimejan jeꞌe nchra sakjan nchra nchianduꞌa nchra ko kjan bengaa nchra lunthue nchri gaꞌan.
GEN.38.20	Ko Judá ruaꞌan xi adulamita, xi jian bagakao, ixin bikao xa kuthentsuchjan ngain thi nchrii, ixin runchekjan nchra kain thi kuinthuꞌe Judá, aro jeꞌe xa ibithjaꞌa nchra nthiꞌa. 
GEN.38.21	Kuthimejan banchiangi xa ngain nchin ni xii binthe nthiꞌa ko ndachro:
GEN.38.21	—¿Thinoo jii nchri nchekji nthauꞌe beꞌe ngandeꞌe rajna Enaim, nthiꞌi ngadeꞌe nthiꞌá?
GEN.38.21	Ko batheꞌe xa:
GEN.38.21	—Nthiꞌi xruꞌin nchri nchekji nthauꞌe deꞌe.
GEN.38.22	Ko sakjan xa thi beꞌe Judá ko ndachro xa:
GEN.38.22	—Bithjaꞌa thi nchrii, ko ni xii te nu yaa ndachro na̱ ixin nthiꞌa xruꞌin nchri nchekji nthauꞌe deꞌe.
GEN.38.23	Ko Judá batheꞌe:
GEN.38.23	—Ncho tadithuꞌe nchra thi chjaꞌa nchra, ixin xruꞌin kensen tsjanua ná, aro sithueꞌa ixin jaꞌan, ixin jaꞌan ruaꞌan kuthentsuchjan ko jaꞌa binchiꞌa nchra.
GEN.38.24	Ko batho inchin nii kunithjao ko juiauꞌe na̱ naa juajna ngain Judá:
GEN.38.24	—Tamar, nchri deindaꞌa suixin, digejuakaꞌo inaa xii, ixin ujiyaa nchra chjan.
GEN.38.24	Ko seen ndachro Judá:
GEN.38.24	—¡Dantsje ra nchra ko tjaaga ra nchra!
GEN.38.25	Ko are tedantsje na̱ nchra, jeꞌe nchra ruaꞌan nchra naa juajna ngain ndunchee nchra: «Thi kuinthuena ntha kutho, jinunchjan ko kuchianingo, mee thi ndudee chjan riyaa.» 
GEN.38.26	Are Judá batsuan thi jeꞌe kuinthuꞌe, jeꞌe ndachro: «Jaꞌan thi jianꞌa binthaꞌa ko jeꞌa jeꞌe nchra, ixin ibinthathaꞌa nchra ngain xanꞌna xan Sela.» Ko Judá ixruꞌin nchaꞌon bejuakaꞌo Tamar.
GEN.38.27	Ko are ubithja nchaꞌon ixin Tamar urrunchekunkjiꞌi chjan, kunuꞌe ixin rukunkjiꞌi yoo xan. 
GEN.38.28	Ko are kunkjiꞌi xan, naa xan bantsje raa xan, ko thi nchrii kjuengijna Tamar kuethedunga naa chjon jatse ngain raa xan ko ndachro: «Xan jiꞌi kunkjiꞌi saꞌo.» 
GEN.38.29	Ko are xan bantsje raa saꞌo, kjan xranxiꞌin raa xan, ko xan choo xan kunkjiꞌi saꞌo, mexinxin nchri kjuengijna Tamar binchegiꞌin xan Fares, ko ndachro nchra: «¡Nduaxin, banthjeꞌe nthiaa ko bachrje saꞌo!». 
GEN.38.30	Kuthimejan bachrje xan bethea chjon jatse, ko ixin bethea raa xan, chjon jatse, mexinxin biꞌin xan Zara.
GEN.39.1	Ko are ni ismaelita, ni banchekji ko bakeꞌna, biji na̱ Egipto, ko binchekji na̱ José ngain Potifar, thi kjui naa xi nchexree faraón, ko kai baketuꞌen ni bakjaaya ko ni bagenda xi rey. 
GEN.39.2	Ko Ndo Dio beꞌe ngain José, mexinxin jian bancheꞌe kain xree, kain nchaꞌon beꞌe ngain nchianduꞌa nchee, thi kueꞌna. 
GEN.39.3	Ko Potifar bikon ixin Ndo Dio bakjengijna José ixin kain jian bancheꞌe. 
GEN.39.4	Ko Potifar banchexruxiꞌin kain thi bancheꞌe José, mexinxin Potifar binchekjan José naa xi ncheꞌe xra benda nchianduꞌa ko kuetuꞌan kain thi bechunda. 
GEN.39.5	Ko ngain nchaꞌon kuexinxin kuetuꞌan José ngain nchianduꞌa Potifar ko ngain kain thi bechunda, Ndo Dio binchenchaon ngain nchianduꞌa ko ngain jngiꞌi. 
GEN.39.6	Ko Potifar bajon kain juachaxin ngain José, ko ixruꞌin juachjaon baka, jeꞌo ixin thi bane.
GEN.39.6	Ko José kjui naa xan xii chrjuin betsjeꞌe ko chrjuin beꞌe. 
GEN.39.7	Ko batho kainxion nchaꞌon ko chriꞌi Potifar binchexruxiꞌin José, ko ndachro nchra:
GEN.39.7	—Xrakui darichrin ngajin.
GEN.39.8	Aro José binaoꞌa ko ndachro:
GEN.39.8	—Nthatsaꞌan ñao, nchana kuinthuena kain thi chunda jeꞌe, ko jeꞌe xruꞌin juachjaon chunda ixin riꞌi nthiꞌi nchianduꞌa. 
