GEN.1.1	EN el 
NUM.7.75	Un becerro, un carnero, un cordero de un año para holocausto;
NUM.7.76	Un macho cabrío para expiación;
NUM.7.77	Y para sacrificio de paces, dos bueyes, cinco carneros, cinco machos de cabrío, cinco corderos de un año. Esta fué la ofrenda de Pagiel, hijo de Ocrán.
NUM.7.78	El duodécimo día, el príncipe de los hijos de Nephtalí, 
NUM.7.79	Y su ofrenda, un plato de plata de ciento y treinta 
NUM.7.80	Una cuchara de oro de diez 
NUM.7.81	Un becerro, un carnero, un cordero de un año para holocausto;
NUM.7.82	Un macho cabrío para expiación;
NUM.7.83	Y para sacrificio de paces, dos bueyes, cinco carneros, cinco machos de cabrío, cinco corderos de un año. Esta fué la ofrenda de Ahira, hijo de Enán.
NUM.7.84	Esta fué la 
NUM.7.85	Cada plato de ciento y treinta 
NUM.7.86	Las doce cucharas de oro llenas de perfume, de diez 
NUM.7.87	Todos los bueyes para holocausto, doce becerros; doce los carneros, doce los corderos de un año, con su presente: y doce los machos de cabrío, para expiación.
NUM.7.88	Y todos los bueyes del sacrificio de las paces veinte y cuatro novillos, sesenta los carneros, sesenta los machos de cabrío, sesenta los corderos de un año. Esta fué la 
NUM.7.89	Y cuando entraba Moisés en el tabernáculo del testimonio, 
NUM.8.1	Y HABLÓ Jehová á Moisés, diciendo:
NUM.8.2	Habla á Aarón, y dile: 
NUM.8.3	Y Aarón lo hizo así; que encendió enfrente del candelero sus lámparas, como Jehová lo mandó á Moisés.
NUM.8.5	Y Jehová habló á Moisés, diciendo:
NUM.8.6	Toma á los Levitas de entre los hijos de Israel, y expíalos.
NUM.8.7	Y así les harás para expiarlos: 
NUM.8.10	Y cuando habrás hecho llegar los Levitas delante de Jehová, 
NUM.8.11	Y ofrecerá Aarón los Levitas delante de Jehová en ofrenda de los hijos de Israel, y servirán en el ministerio de Jehová.
NUM.8.13	Y harás presentar los Levitas delante de Aarón, y delante de sus hijos, y los ofrecerás en ofrenda á Jehová.
NUM.8.14	Así apartarás los Levitas de entre los hijos de Israel; 
NUM.8.15	Y después de eso vendrán los Levitas á ministrar en el tabernáculo del testimonio: los expiarás pues, y los ofrecerás en ofrenda.
NUM.8.16	Porque enteramente me son á mí dados los Levitas de entre los hijos de Israel, en lugar de todo aquel que abre matriz; 
NUM.8.18	Y he tomado los Levitas en lugar de todos los primogénitos en los hijos de Israel.
NUM.8.19	Y 
NUM.8.20	Y Moisés, y Aarón, y toda la congregación de los hijos de Israel, hicieron de los Levitas conforme á todas las cosas que mandó Jehová á Moisés acerca de los Levitas; así hicieron de ellos los hijos de Israel.
NUM.8.22	Y así vinieron después los Levitas para servir en su ministerio en el tabernáculo del testimonio, delante de Aarón y delante de sus hijos: de la manera que mandó Jehová á Moisés acerca de los Levitas, así hicieron con ellos.
NUM.8.23	Y habló Jehová á Moisés, diciendo:
NUM.8.24	Esto cuanto á los Levitas: 
NUM.8.25	Mas desde los cincuenta años volverán del oficio de su ministerio, y nunca más servirán:
NUM.8.26	Pero servirán con sus hermanos en el tabernáculo del testimonio, 
NUM.9.1	Y HABLÓ Jehová á Moisés en el desierto de Sinaí, en el segundo año de su salida de la tierra de Egipto, en el 
NUM.9.3	El décimocuarto día de este mes, entre las dos tardes, la haréis á su tiempo: conforme á todos sus ritos, y conforme á todas sus leyes la haréis.
NUM.9.4	Y habló Moisés á los hijos de Israel, para que hiciesen la pascua.
NUM.9.5	E hicieron la pascua en el 
NUM.9.7	Y dijéronle aquellos hombres: Nosotros somos inmundos por causa de muerto; ¿por qué seremos impedidos de ofrecer ofrenda á Jehová á su tiempo entre los hijos de Israel?
NUM.9.8	Y Moisés les respondió: 
NUM.9.9	Y Jehová habló á Moisés, diciendo:
NUM.9.10	Habla á los hijos de Israel, diciendo: Cualquiera de vosotros ó de vuestras generaciones, que fuere inmundo por causa de muerto ó estuviere de viaje lejos, hará pascua á Jehová:
NUM.9.13	Mas el que estuviere limpio, y no estuviere de viaje, si dejare de hacer la pascua, 
NUM.9.14	Y si morare con vosotros peregrino, é hiciere la pascua á Jehová, conforme al rito de la pascua y conforme á sus leyes así la hará: 
NUM.9.16	Así era continuamente: la nube lo cubría, y de noche la apariencia de fuego.
NUM.9.18	Al mandato de Jehová los hijos de Israel se partían: y al mandato de Jehová asentaban el campo: 
NUM.9.19	Y cuando la nube se detenía sobre el tabernáculo muchos días, entonces los hijos de Israel 
NUM.9.20	Y cuando sucedía que la nube estaba sobre el tabernáculo pocos días, al dicho de Jehová alojaban, y al dicho de Jehová partían.
NUM.9.21	Y cuando era que la nube se detenía desde la tarde hasta la mañana, cuando á la mañana la nube se levantaba, ellos partían: ó 
NUM.9.22	O si dos días, ó un mes, ó un año, mientras la nube se detenía sobre el tabernáculo quedándose sobre él, los hijos de Israel 
NUM.9.23	Al dicho de Jehová asentaban, y al dicho de Jehová partían, guardando la ordenanza de Jehová, como lo había Jehová dicho por medio de Moisés.
NUM.10.1	Y JEHOVÁ habló á Moisés, diciendo:
NUM.10.2	Hazte dos trompetas de plata; de obra de martillo las harás, las cuales te servirán 
NUM.10.4	Mas cuando tocaren 
NUM.10.5	Y cuando tocareis alarma, 
NUM.10.6	Y cuando tocareis alarma la segunda vez, 
NUM.10.7	Empero cuando hubiereis de juntar la congregación, tocaréis, 
NUM.10.11	Y fué en el año segundo, en el mes segundo, á los veinte del mes, 
NUM.10.12	Y movieron los hijos de Israel por sus partidas 
NUM.10.13	Y movieron la primera vez 
NUM.10.15	Y sobre el ejército de la tribu de los hijos de Issachâr, Nathanael hijo de Suar.
NUM.10.16	Y sobre el ejército de la tribu de los hijos de Zabulón, Eliab hijo de Helón.
NUM.10.19	Y sobre el ejército de la tribu de los hijos de Simeón, Selumiel hijo de Zurisaddai.
NUM.10.20	Y sobre el ejército de la tribu de los hijos de Gad, Eliasaph hijo de Dehuel.
NUM.10.23	Y sobre el ejército de la tribu de los hijos de Manasés, Gamaliel hijo de Pedasur.
NUM.10.24	Y sobre el ejército de la tribu de los hijos de Benjamín, Abidán hijo de Gedeón.
NUM.10.26	Y sobre el ejército de la tribu de los hijos de Aser, Pagiel hijo de Ocrán.
NUM.10.27	Y sobre el ejército de la tribu de los hijos de Nephtalí, Ahira hijo de Enán.
NUM.10.28	Estas son las partidas de los hijos de Israel por sus ejércitos, cuando se movían.
NUM.10.29	Entonces dijo Moisés á Hobab, hijo de 
NUM.10.30	Y él le respondió: Yo no iré, sino que me marcharé á mi tierra y á mi parentela.
NUM.10.31	Y él le dijo: Ruégote que no nos dejes; porque tú sabes nuestros alojamientos en el desierto, y nos serás 
NUM.10.32	Y será, que si vinieres con nosotros, 
NUM.10.33	Así partieron 
NUM.10.34	Y 
NUM.10.35	Y fué, que en moviendo el arca, Moisés decía: 
NUM.10.36	Y cuando ella asentaba, decía: Vuelve, Jehová, á los millares de millares de Israel.
NUM.11.1	Y 
NUM.11.2	Entonces el pueblo dió voces á Moisés, y Moisés 
NUM.11.3	Y llamó á aquel lugar Taberah; porque el fuego de Jehová se encendió en ellos.
NUM.11.4	Y 
NUM.11.6	Y ahora nuestra alma se seca; que nada sino maná 
NUM.11.7	Y 
NUM.11.8	Derramábase el pueblo, y recogían, y molían en molinos, ó majaban en morteros, y lo cocían en caldera, ó hacían de él tortas: y 
NUM.11.10	Y oyó Moisés al pueblo, que lloraba por sus familias, cada uno á la puerta de su tienda: y el furor de Jehová se encendió en gran manera; también pareció mal á Moisés.
NUM.11.11	Y dijo Moisés á Jehová: 
NUM.11.12	¿Concebí yo á todo este pueblo? ¿engendrélo yo, para que me digas: 
NUM.11.15	Y si así lo haces tú conmigo, 
NUM.11.16	Entonces Jehová dijo á Moisés: Júntame 
NUM.11.17	Y 
NUM.11.18	Empero dirás 
NUM.11.19	No comeréis un día, ni dos días, ni cinco días, ni diez días, ni veinte días;
NUM.11.20	Sino hasta un mes de tiempo, 
NUM.11.21	Entonces dijo 
NUM.11.22	¿Se han de degollar para ellos ovejas y bueyes que les basten? ¿ó se juntarán para ellos todos los peces de la mar para que tengan abasto?
NUM.11.23	Entonces Jehová respondió á Moisés: 
NUM.11.24	Y salió Moisés, 
NUM.11.25	Entonces 
NUM.11.26	Y habían quedado en el campo dos varones, llamado el uno Eldad y el otro Medad, sobre los cuales también reposó el espíritu: estaban estos entre los escritos, mas 
NUM.11.27	Y corrió un mozo, y dió aviso á Moisés, y dijo: Eldad y Medad profetizan en el campo.
NUM.11.28	Entonces respondió 
NUM.11.29	Y Moisés le respondió: ¿Tienes tú celos por mí? mas 
NUM.11.30	Y recogióse Moisés al campo, él y los ancianos de Israel.
NUM.11.32	Entonces el pueblo estuvo levantado todo aquel día, y toda la noche, y todo el día siguiente, y recogiéronse codornices: el que menos, recogió diez 
NUM.11.34	Y llamó el nombre de aquel lugar Kibroth-hattaavah, por cuanto allí sepultaron al pueblo codicioso.
NUM.12.1	Y HABLARON María y Aarón contra Moisés á causa de la mujer Ethiope que había tomado: porque 
NUM.12.2	Y dijeron: ¿Solamente por Moisés ha hablado Jehová? 
NUM.12.3	Y aquel varón Moisés era muy manso, más que todos los hombres que había sobre la tierra,
NUM.12.4	Y 
NUM.12.6	Y él les dijo: Oid ahora mis palabras: si tuviereis profeta de Jehová, le apareceré 
NUM.12.9	Entonces el furor de Jehová se encendió en ellos; y fuése.
NUM.12.10	Y la nube se apartó del tabernáculo: y 
NUM.12.11	Y dijo Aarón á Moisés: ¡Ah! señor mío, 
NUM.12.12	No sea ella ahora como el que sale muerto del vientre de su madre, consumida la mitad de su carne.
NUM.12.13	Entonces Moisés clamó á Jehová, diciendo: Ruégote, oh Dios, que la sanes ahora.
NUM.12.14	Respondió Jehová á Moisés: Pues si su padre hubiera 
NUM.13.1	Y DESPUÉS movió el pueblo de 
NUM.13.2	Y Jehová habló á Moisés, diciendo:
NUM.13.4	Y Moisés los envío desde 
NUM.13.5	Los nombres de los cuales son éstos: De la tribu de Rubén, Sammua hijo de Zaccur.
NUM.13.6	De la tribu de Simeón, Saphat hijo de Huri.
NUM.13.8	De la tribu de Issachâr, Igal hijo de Joseph.
NUM.13.9	De la tribu de Ephraim, Oseas hijo de Nun.
NUM.13.10	De la tribu de Benjamín, Palti hijo de Raphu.
NUM.13.11	De la tribu de Zabulón, Gaddiel hijo de Sodi.
NUM.13.12	De la tribu de José, de la tribu de Manasés, Gaddi hijo de Susi.
NUM.13.13	De la tribu de Dan, Ammiel hijo de Gemalli.
NUM.13.14	De la tribu de Aser, Sethur hijo de Michâel.
NUM.13.15	De la tribu de Nephtalí, Nahabí hijo de Vapsi.
NUM.13.16	De la tribu de Gad, Geuel hijo de Machî.
NUM.13.17	Estos son los nombres de los varones que Moisés envió á reconocer la tierra: y á 
NUM.13.18	Enviólos, pues, Moisés á reconocer la tierra de Canaán, diciéndoles: Subid por aquí, por el mediodía, y 
NUM.13.19	Y observad la tierra qué tal es; y el pueblo que la habita, si es fuerte ó débil, si poco ó numeroso;
NUM.13.20	Qué tal la tierra habitada, si es buena ó mala; y qué tales son las ciudades habitadas, si de tiendas ó de fortalezas;
NUM.13.21	Y cuál sea el terreno, si es 
NUM.13.22	Y ellos subieron, y reconocieron la tierra desde 
NUM.13.23	Y subieron por el mediodía, y vinieron hasta Hebrón: y allí estaban 
NUM.13.25	Y llamóse aquel lugar Nahal-escol, por el racimo que cortaron de allí los hijos de Israel.
NUM.13.26	Y volvieron de reconocer la tierra al cabo de cuarenta días.
NUM.13.27	Y anduvieron y vinieron á Moisés y á Aarón, y á toda la congregación de los hijos de Israel, en el desierto de Parán, 
NUM.13.28	Y le contaron, y dijeron: Nosotros llegamos á la tierra á la cual nos enviaste, la que ciertamente fluye 
NUM.13.29	Mas 
NUM.13.31	Entonces 
NUM.13.34	También vimos allí gigantes, hijos de Anac, 
NUM.14.1	ENTONCES toda la congregación alzaron 
NUM.14.3	¿Y por qué nos trae Jehová á esta tierra para caer á cuchillo y que nuestras mujeres y nuestros chiquitos sean por presa? ¿no nos sería mejor volvernos á Egipto?
NUM.14.4	Y decían el uno al otro: 
NUM.14.5	Entonces 
NUM.14.6	Y Josué hijo de Nun, y Caleb hijo de Jephone, que eran de los que habían reconocido la tierra, rompieron sus vestidos;
NUM.14.7	Y hablaron á toda la congregación de los hijos de Israel, diciendo: 
NUM.14.8	Si Jehová 
NUM.14.9	Por tanto, no seáis rebeldes contra Jehová, 
NUM.14.11	Y Jehová dijo á Moisés: 
NUM.14.12	Yo le heriré de mortandad, y lo destruiré, y 
NUM.14.13	Y Moisés respondió á Jehová: 
NUM.14.14	Y lo dirán á los habitadores de esta tierra; 
NUM.14.15	Y que has hecho morir á este pueblo como á un hombre: y las gentes que hubieren oído tu fama hablarán, diciendo:
NUM.14.17	Ahora, pues, yo te ruego que sea magnificada la fortaleza del Señor, como lo hablaste, diciendo:
NUM.14.18	Jehová, 
NUM.14.20	Entonces Jehová dijo: Yo lo he perdonado 
NUM.14.21	Mas, ciertamente vivo yo y 
NUM.14.24	Empero 
NUM.14.25	Ahora bien, 
NUM.14.26	Y Jehová habló á Moisés y á Aarón, diciendo:
NUM.14.28	Diles: 
NUM.14.29	En este desierto caerán vuestros cuerpos; 
NUM.14.30	Vosotros á la verdad no entraréis en la tierra, por la cual 
NUM.14.33	Y vuestros hijos andarán pastoreando en el desierto 
NUM.14.35	Yo Jehová he hablado; así haré á toda 
NUM.14.37	Aquellos varones que habían hablado mal de la tierra, 
NUM.14.39	Y Moisés dijo estas cosas á todos los hijos de Israel, y 
NUM.14.40	Y levantáronse por la mañana, y subieron á la cumbre del monte, diciendo: 
NUM.14.41	Y dijo Moisés: ¿Por qué quebrantáis 
NUM.14.43	Porque el 
NUM.14.45	Y 
NUM.15.1	Y JEHOVÁ habló á Moisés, diciendo:
NUM.15.2	Habla á los hijos de Israel, y diles: Cuando hubiereis entrado en la tierra de vuestras habitaciones, que yo os doy,
NUM.15.3	E 
NUM.15.4	Entonces 
NUM.15.7	Y de vino para la libación ofrecerás el tercio de un hin, en olor suave á Jehová.
NUM.15.8	Y cuando ofreciereis novillo en holocausto ó sacrificio, por especial voto, ó 
NUM.15.10	Y de vino para la libación ofrecerás la mitad de un hin, en ofrenda encendida de olor suave á Jehová.
NUM.15.12	Conforme al número así haréis con cada uno según el número de ellos.
NUM.15.13	Todo natural hará estas cosas así, para ofrecer ofrenda encendida de olor suave á Jehová.
NUM.15.14	Y cuando habitare con vosotros extranjero, ó cualquiera que estuviere entre vosotros por vuestras edades, si hiciere ofrenda encendida de olor suave á Jehová, como vosotros hiciereis, así hará él.
NUM.15.16	Una misma ley y un mismo derecho tendréis, vosotros y el peregrino que con vosotros mora.
NUM.15.17	Y habló Jehová á Moisés, diciendo:
NUM.15.18	Habla á los hijos de Israel, y diles: Cuando hubiereis entrado en la tierra á la cual yo os llevo,
NUM.15.21	De las primicias de vuestras masas daréis á Jehová ofrenda por vuestras generaciones.
NUM.15.23	Todas las cosas que Jehová os ha mandado por la mano de Moisés, desde el día que Jehová 
NUM.15.24	Será que, si 
NUM.15.26	Y será perdonado á toda la congregación de los hijos de Israel, y al extranjero que peregrina entre ellos, por cuanto es yerro de todo el pueblo.
NUM.15.29	El natural entre los hijos de Israel, y el peregrino que habitare entre ellos, 
NUM.15.31	Por cuanto 
NUM.15.32	Y estando los hijos de Israel en el desierto, hallaron un hombre que 
NUM.15.33	Y los que le hallaron recogiendo leña, trajéronle á Moisés y á Aarón, y á toda la congregación:
NUM.15.34	Y 
NUM.15.35	Y Jehová dijo á Moisés: 
NUM.15.36	Entonces lo sacó la congregación fuera del campo, y apedreáronlo con piedras, y murió; como Jehová mandó á Moisés.
