GEN.1.1	En el principio, Dios creó los cielos y la tierra.
NUM.34.25	Elizafán, hijo de Parnac
NUM.34.26	Isacar
NUM.34.26	Paltiel, hijo de Azán
NUM.34.27	Aser
NUM.34.27	Ahiud, hijo de Selomi
NUM.34.28	Neftalí
NUM.34.28	Pedael, hijo de Amiud
NUM.34.29	Estos son los hombres que el 
NUM.35.1	Mientras Israel acampaba junto al Jordán, en las llanuras de Moab, frente a Jericó, el 
NUM.35.2	«Ordena a los israelitas que, de las propiedades que recibieron, entreguen a los levitas algunas ciudades donde vivir, junto con los pastizales que las rodean. 
NUM.35.3	Los levitas vivirán en esas ciudades y las tierras que las rodean proveerán pastura para su ganado, rebaños y otros animales. 
NUM.35.4	Los pastizales alrededor de esas ciudades, asignados a los levitas, se extenderán por cuatrocientos sesenta metros
NUM.35.5	Midan novecientos veinte metros
NUM.35.6	»Seis de las ciudades que entreguen a los levitas serán ciudades de refugio, adonde una persona que haya matado a alguien por accidente pueda huir y ponerse a salvo. Además entréguenles otras cuarenta y dos ciudades. 
NUM.35.7	En total, darás a los levitas cuarenta y ocho ciudades con los pastizales que las rodean. 
NUM.35.8	Estas ciudades las tomarán de las propiedades del pueblo de Israel. Las tribus más grandes darán más ciudades a los levitas, mientras que las tribus más pequeñas darán menos. Cada tribu dará terreno en proporción al tamaño de la tierra que recibió».
NUM.35.9	El 
NUM.35.10	«Dale las siguientes instrucciones al pueblo de Israel: cuando crucen el Jordán para entrar a la tierra de Canaán, 
NUM.35.11	designen ciudades de refugio adonde una persona pueda huir si ha matado a alguien por accidente. 
NUM.35.12	Estas ciudades servirán como lugares de protección contra los parientes de la víctima que quieran vengar la muerte. No se le quitará la vida al responsable de la muerte antes de que la comunidad lo juzgue. 
NUM.35.13	Designen seis ciudades de refugio para ustedes mismos: 
NUM.35.14	tres al oriente del río Jordán y tres al occidente, en la tierra de Canaán. 
NUM.35.15	Estas ciudades servirán para proteger a los israelitas, a los extranjeros que vivan entre ustedes y a los comerciantes ambulantes. Cualquiera que mate a alguien por accidente podrá huir allí para ponerse a salvo.
NUM.35.16	»Sin embargo, si alguien golpea y mata a otro con un objeto de hierro, comete homicidio y el asesino debe ser ejecutado. 
NUM.35.17	Si alguien con una piedra en la mano golpea y mata a otro, comete homicidio y el asesino debe ser ejecutado. 
NUM.35.18	Si alguien golpea y mata a otro con un objeto de madera, comete homicidio y el asesino debe ser ejecutado. 
NUM.35.19	El pariente más cercano de la víctima es responsable de quitarle la vida al asesino. Cuando ellos se encuentren, el vengador debe quitarle la vida al asesino. 
NUM.35.20	Así que, si alguien por odio le tiende una emboscada a otro y luego lo empuja o le lanza algo y esa persona muere, comete homicidio. 
NUM.35.21	O si alguien por odio golpea a otro con su puño y esa persona muere, comete homicidio. En tales casos, el vengador tiene que quitarle la vida al asesino cuando se encuentren.
NUM.35.22	»Ahora bien, supongamos que alguien empuja a otro sin enemistad previa, o lanza algo que, sin intención, golpea a otro, 
NUM.35.23	o por accidente deja caer una piedra grande sobre alguien y, aunque no eran enemigos, la persona muere. 
NUM.35.24	Si esto llegara a suceder, la comunidad debe seguir las siguientes normas al juzgar entre el responsable de la muerte y el vengador, el pariente más cercano de la víctima. 
NUM.35.25	La comunidad debe proteger al responsable de la muerte del vengador y debe escoltarlo para que regrese a vivir en la ciudad de refugio a la que huyó. Allí permanecerá hasta la muerte del sumo sacerdote, que fue ungido con el aceite sagrado.
NUM.35.26	»Sin embargo, si el responsable de la muerte alguna vez sale de los límites de la ciudad de refugio, 
NUM.35.27	y el vengador lo encuentra fuera de la ciudad y lo mata, su muerte no será considerada homicidio. 
NUM.35.28	El responsable de la muerte debió haber permanecido dentro de la ciudad de refugio hasta la muerte del sumo sacerdote; pero después de la muerte del sumo sacerdote, el responsable de la muerte podrá volver a su propia tierra. 
NUM.35.29	Estos son requisitos legales y tendrán que cumplirse de generación en generación, dondequiera que vivan.
NUM.35.30	»Todos los asesinos deben ser ejecutados, pero solo si las pruebas son presentadas por más de un testigo. No se puede condenar a muerte a nadie por el testimonio de un solo testigo. 
NUM.35.31	Tampoco se aceptará el pago de rescate por la vida de alguien que haya sido juzgado y encontrado culpable de asesinato y condenado a muerte; siempre se debe ejecutar a los asesinos. 
NUM.35.32	Nunca acepten el pago de rescate de alguien que haya huido a una ciudad de refugio, pues haría que el responsable de la muerte de alguien volviera a su tierra antes de la muerte del sumo sacerdote. 
NUM.35.33	Esto garantizará que la tierra donde ustedes vivan no se contamine, pues el asesinato contamina la tierra. Y ningún sacrificio, salvo la ejecución del asesino, puede purificar la tierra del asesinato.
NUM.35.34	No deben manchar la tierra donde viven, porque yo mismo habito allí. Yo soy el 
NUM.36.1	Luego los jefes de los clanes de Galaad —descendientes de Maquir, hijo de Manasés, hijo de José— se presentaron ante Moisés y los líderes de las familias de Israel con una petición. 
NUM.36.2	Dijeron a Moisés:
NUM.36.2	—El 
NUM.36.3	Sin embargo, si ellas se casan con hombres de otra tribu, llevarán consigo sus porciones de tierra a la tribu de los hombres con quienes se casen. De esa manera, el área total de la tierra de nuestra tribu se reducirá. 
NUM.36.4	Entonces cuando llegue el año de jubileo, esa porción de tierra se agregará a esa nueva tribu, y provocará que nuestra tribu patriarcal la pierda para siempre.
NUM.36.5	Así que Moisés les dio a los israelitas, de parte del 
NUM.36.5	—El reclamo de los hombres de la tribu de José es legítimo. 
NUM.36.6	Esto es lo que el 
NUM.36.7	No se permite que ninguna tierra se transfiera de una tribu a otra, ya que toda la tierra asignada a cada tribu debe permanecer dentro de la tribu a la que inicialmente fue concedida. 
NUM.36.8	Las hijas de todas las tribus de Israel que estén en línea para heredar la propiedad, deben casarse dentro de su propia tribu, de esta manera todos los israelitas conservarán sus propiedades patriarcales. 
NUM.36.9	Ninguna porción de tierra puede pasar de una tribu a otra; cada tribu de Israel debe conservar la porción de tierra que le fue asignada.
NUM.36.10	Entonces las hijas de Zelofehad hicieron lo que el 
NUM.36.11	Maala, Tirsa, Hogla, Milca y Noa, todas se casaron con sus primos por parte de su padre 
NUM.36.12	dentro de los clanes de Manasés, hijo de José. De este modo, su herencia de tierra permaneció dentro de su tribu patriarcal.
NUM.36.13	Estos son los mandatos y las ordenanzas que el 
DEU.1.1	Estas son las palabras que Moisés dirigió a todo el pueblo de Israel cuando se encontraba en el desierto, al oriente del río Jordán. Ellos acampaban en el valle del Jordán,
DEU.1.2	Por lo general, solo lleva once días viajar desde el monte Sinaí
DEU.1.3	Sin embargo, cuarenta años después de que los israelitas salieron de Egipto, el primer día del mes once,
DEU.1.4	Ese hecho ocurrió luego de derrotar a Sehón, rey de los amorreos, quien gobernaba en Hesbón, y después de derrotar en Edrei a Og, rey de Basán, quien gobernaba en Astarot.
DEU.1.5	Mientras los israelitas estaban en la tierra de Moab, al oriente del río Jordán, Moisés les explicó con mucho cuidado las siguientes instrucciones que el 
DEU.1.6	«Cuando estábamos en el monte Sinaí, el 
DEU.1.7	Es hora de levantar el campamento y seguir adelante. Vayan al territorio montañoso de los amorreos y a todas las regiones vecinas: el valle del Jordán, la zona montañosa, las colinas occidentales,
DEU.1.8	¡Miren, les doy toda esta tierra! Entren y tomen posesión de ella, porque es la tierra que el 
DEU.1.9	Moisés siguió diciendo: «En aquel tiempo, les dije: “Ustedes son una carga demasiado pesada para sobrellevarla yo solo. 
DEU.1.10	El 
DEU.1.11	¡Que el 
DEU.1.12	¡Pero ustedes son demasiado peso para llevar! ¿Cómo puedo lidiar con tantos problemas y discusiones entre ustedes? 
DEU.1.13	Elijan a hombres bien respetados de cada tribu, conocidos por su sabiduría y entendimiento, y yo los nombraré líderes de ustedes”.
DEU.1.14	»Y ustedes respondieron: “Es una buena idea”. 
DEU.1.15	Así que tomé a esos hombres sabios y respetados que ustedes habían elegido de sus respectivas tribus y los designé para que fueran jueces y funcionarios sobre ustedes. Algunos estuvieron a cargo de mil personas; otros, de cien; otros, de cincuenta; y otros, de diez.
DEU.1.16	»En aquel tiempo, les di a los jueces las siguientes instrucciones: “Ocúpense de oír todos los casos de sus hermanos israelitas y también los de los extranjeros que viven entre ustedes. Sean totalmente justos en las decisiones que tomen 
DEU.1.17	e imparciales en sus juicios. Atiendan los casos tanto de los pobres como de los ricos. No se acobarden ante el enojo de nadie, porque la decisión que ustedes tomen será la decisión de Dios. Tráiganme a mí los casos que les resulten demasiado difíciles, y yo me ocuparé de ellos”.
DEU.1.18	»En aquel tiempo, les di instrucciones a ustedes acerca de todo lo que tenían que hacer.
DEU.1.19	»Entonces, tal como el 
DEU.1.20	les dije: “Han llegado al territorio montañoso de los amorreos, el cual el 
DEU.1.21	¡Miren! El 
DEU.1.22	»Sin embargo, todos ustedes se acercaron y me dijeron: “Primero enviemos espías a que exploren la tierra por nosotros. Ellos nos aconsejarán cuál es la mejor ruta para tomar y en qué aldeas entrar”.
DEU.1.23	»Me pareció una buena idea, así que elegí a doce espías, uno de cada tribu. 
DEU.1.24	Se dirigieron hacia la zona montañosa, llegaron hasta el valle de Escol y lo exploraron. 
DEU.1.25	Cortaron algunos frutos y los trajeron; luego nos informaron lo siguiente: “La tierra que el 
DEU.1.26	»Sin embargo, ustedes se rebelaron contra la orden del 
DEU.1.27	Se quejaron dentro de sus carpas y dijeron: “Seguro que el 
DEU.1.28	¿Adónde podemos ir? Nuestros hermanos nos desmoralizaron cuando nos dijeron: ‘Los habitantes de esa tierra son más altos que nosotros y son más fuertes, y las ciudades son grandes, ¡con murallas que llegan hasta el cielo! ¡Hasta vimos gigantes, los descendientes de Anac!’”.
DEU.1.29	»Pero yo les dije: “¡No se asusten ni les tengan miedo! 
DEU.1.30	El 
DEU.1.31	También vieron cómo el 
DEU.1.32	»Pero aun después de todo lo que él hizo, ustedes se negaron a confiar en el 
DEU.1.33	quien va delante de ustedes buscando los mejores lugares para que acampen, y guiándolos, de noche con una columna de fuego y de día con una columna de nube.
DEU.1.34	»Cuando el 
DEU.1.35	“Ninguno de esta generación perversa vivirá para ver la buena tierra que juré dar a sus antepasados, 
DEU.1.36	excepto Caleb, el hijo de Jefone. Él verá la tierra porque siguió al 
DEU.1.37	»Además, el 
DEU.1.38	En cambio, será tu ayudante Josué, hijo de Nun, quien guiará al pueblo hasta llegar a la tierra. Anímalo, porque él irá al frente cuando los israelitas tomen posesión de ella. 
DEU.1.39	Daré la tierra a los pequeños del pueblo, a los niños inocentes. Ustedes tenían miedo de que los pequeños fueran capturados, pero serán ellos los que entrarán a poseerla. 
DEU.1.40	En cuanto a ustedes, den la vuelta y regresen por el desierto hacia el mar Rojo
DEU.1.41	»Luego ustedes confesaron: “¡Hemos pecado contra el 
DEU.1.42	»Pero el 
DEU.1.43	»Eso fue lo que les dije, pero ustedes no quisieron escuchar. En cambio, se rebelaron otra vez contra la orden del 
DEU.1.44	Entonces los amorreos que vivían allí salieron a atacarlos como un enjambre de abejas. Los persiguieron y los vencieron por todo el camino desde Seir hasta Horma. 
DEU.1.45	Luego ustedes regresaron y lloraron ante el 
DEU.1.46	Por eso se quedaron en Cades por mucho tiempo.
DEU.2.1	»Luego dimos la vuelta y regresamos por el desierto hacia el mar Rojo,
DEU.2.2	»Finalmente el 
DEU.2.3	“Ya han estado vagando lo suficiente por esta zona montañosa; ahora diríjanse al norte. 
DEU.2.4	También da las siguientes órdenes al pueblo: atravesarán el territorio de sus parientes, los edomitas, los descendientes de Esaú, que viven en Seir. Los edomitas se sentirán amenazados, así que vayan con cuidado. 
DEU.2.5	No los molesten, porque yo les he dado como propiedad toda la zona montañosa que rodea el monte Seir, y a ustedes no les daré ni un metro cuadrado de esa tierra. 
DEU.2.6	Páguenles por todo el alimento que necesiten para comer y también por el agua para beber. 
DEU.2.7	Pues el 
DEU.2.8	»Entonces pasamos de largo el territorio de nuestros parientes, los descendientes de Esaú, que viven en Seir. Evitamos el camino que pasa por el valle del Arabá, que sube desde Elat y Ezión-geber.
DEU.2.8	»Luego, cuando nos dirigimos hacia el norte por la ruta del desierto que atraviesa a Moab, 
DEU.2.9	el 
DEU.2.10	(Una raza de gigantes conocida como los emitas vivió en una época en la región de Ar. Eran tan fuertes, altos y numerosos como los anaceos, otra raza de gigantes. 
DEU.2.11	A los emitas y a los anaceos también se les conoce como refaítas, aunque los moabitas los llaman emitas. 
DEU.2.12	Antiguamente los horeos vivían en Seir, pero fueron expulsados y desplazados de esa tierra por los descendientes de Esaú, de la misma manera que Israel expulsó a los habitantes de Canaán cuando el 
DEU.2.13	Moisés siguió diciendo: «Entonces el 
DEU.2.14	»¡Treinta y ocho años pasaron desde que partimos por primera vez de Cades-barnea hasta que cruzamos finalmente el arroyo Zered! Para entonces, todos los hombres con edad suficiente para ir a la guerra habían muerto en el desierto, tal como el 
DEU.2.15	El 
DEU.2.16	»Cuando todos los hombres con edad para ir a la guerra murieron, 
DEU.2.17	el 
DEU.2.18	“Hoy cruzarán la frontera con Moab por la ciudad de Ar 
DEU.2.19	y entrarán en la tierra de los amonitas, que son descendientes de Lot; pero no los molesten ni comiencen una guerra contra ellos. A los amonitas les he dado el territorio de Amón como propiedad y a ustedes no les daré ninguna parte de la tierra de ellos”».
DEU.2.20	(Antiguamente, a esa región se le consideraba la tierra de los refaítas, porque ellos habían vivido allí, aunque los amonitas los llamaban zomzomeos. 
