MAT.1.1	Hawe Daawita zariyaanne Abraahaame zare gideedda Yesuusi Kiristtoosa yeletaa odiyaa maxaafaa.
LUK.20.18	Ha shuchchaa bollan kunddiyaa ubbay me7erettee; shuchchaykka A bollan kunddiyaa ubbay bunchchettanawaa>> yaageedda.
LUK.20.19	Muse higgiyaa xaafiyaawanttunne qeesatuwaa kaappatuu Yesuusi haasayeedda leemisuu, unttunttu bollan geetettowaa ero diraw, he saatiyankka A oyqqanaw koyyeeddino. Shin asaw yayyeeddino. 
LUK.20.20	Yesuusa, he gadiyaa mooddiyawaassinne A maataassi aathiide immanaw A doonaappe kesiyaa qaalaan oyqqanaw injjetiyaa wodiyaa naagiino. Hewaa diraw geeshshaa malatiidde oythanaw wochchiyaawantta kiitteeddino. 
LUK.20.21	He kiitettowanttukka Yesuusa, <<Tamaarissiyaawoo, neeni tuma yewuwaa haasayiyaawaanne tamaarissiyaawaa, hewaadankka qay Xoossaa ogiyaa tumatethaan tamaarissiyaawaanne oossinne dummayennawaa nuuni ereetto. 
LUK.20.22	Qassikka unttunttu, Roomaa kaatiyaa Qeesaarew giiraa cigganaw koshshii woy koshshennee?>> yaagi oochcheeddino.
LUK.20.23	I qassi unttunttu deshatethaa eriide, 
LUK.20.24	<<Ane taana itti diinaariyaa 
LUK.20.25	Unttunttukka, <<Qeesaarewaa>> giide zaareeddino. Inneekka, <<Hewaa gidooppe: Qeesaarewaa, Qeesaarew immite; Xoossaawaa, Xoossaw immite>> yaageedda. 
LUK.20.26	Unttunttukka, I haasayeedda qaalaan asaa sinthan oyqqanaw danddayi beykkino. A zaaruwan maalalettiide co77u geeddino.
LUK.20.27	Saduqaawanatuppe ittu ittuu Yesuusakko yiide, ooshaa aw shiishsheeddino. 
LUK.20.28	Unttunttukka Yesuusa, 
LUK.20.29	Itti wodiyaan laappu ishatuu de7iyaawanttuppe, bayray machchatto akkiide yelennaan hayqqii aggeedda. 
LUK.20.30	Laa7ethiyaawekka izo laatteedda. 
LUK.20.31	Heezzenthiyaawekka qassi izo akkeedda; laappunatuukka izo akkiide na7aa yelennaan hayqqeeddino. 
LUK.20.32	Wursethaan mishirattakka hayqqaa aggaaddu. 
LUK.20.33	Simmi laappunatuukka he mishiratto akkeedda diraw, hayquwaappe denddeedda wode, iza oossi machche gidanee?>> yaagi oochcheeddino.
LUK.20.34	Yesuusikka, <<Ha alamiyaa naanay akkiinonne akettiino. 
LUK.20.35	Shin hayquwaappe denddiide, sinthappe yiyaa wodiyaan de7anaw bessiyaawanttu akkikkinonne akettikkino. 
LUK.20.36	Unttunttu Xoossaa kiitanchchaa malatiide de7iyaa diraw, hewaappe simmiide hayqqikkino. Hayquwaappe denddiyaawantta gidiyaa diraw unttunttu Xoossaa naanaa. 
LUK.20.37	Muse, Xoossay aw qoncceedda woraabaa xaafeedda taarikiyaa garssan, Godaa Xoossaa, <<Abraahaamo Xoossaa, Yisaaqa Xoossaa, Yayiqooba Xoossaa>> yaagiide xeesussay, hayqqawanttu denddiyaawaa bessee. 
LUK.20.38	Ubbaykka aw hayqqi beennawantta gidiyaa diraw, I hayqqibeennawanttu Xoossaappe attin, hayqqowanttuwaa gidenna>> yaageedda.
LUK.20.39	Itti itti Muse higgiyaa xaafeeddawanttukka, <<Tamaarissiyaawoo, lo77uwaa haasayaadda>> yaageeddino. 
LUK.20.40	Hawaappe simmiide, ittuukka A oochchanaw xalowe baawa.
LUK.20.41	Hawaappe kaalla Yesuusi unttuntta, <<Asay Kiristtoosa wooti <Daawite na7aa> yaagiinoo? 
LUK.20.42+LUK.20.43	Gasotethaynneekka, Daawite bare huuphew Mazimure Maxaafaa garssan,
LUK.20.42+LUK.20.43	<Goday ta Godaa, <<Taani ne morkketuwaa
LUK.20.42+LUK.20.43	ne gediyaappe garssanna de7anaadan oothana gakkanaw,
LUK.20.42+LUK.20.43	ta ushechchaan utta>> geedda>
LUK.20.42+LUK.20.43	yaageedda.
LUK.20.44	<<Simmi Daawite Kiristtoosa, <Godaa>, giide xeesiyaawaa gidooppe, wooti aw na7aa gidana danddayii?>> yaageedda.
LUK.20.45	Asay ubbay sisishshin barena kaalliyaawanttoo, 
LUK.20.46	<<Muse higgiyaa tamaarissiyaawanttuppe naagettite; unttunttukka, adussa qamishiyaa mayyiide yuuyyanaw, geyay de7iyaasaan bonchcho sarotaa akkanaw, woossiyaa gollen bonchcho oydiyan uttanaw, shoobetteeddasan bonchchosaa koyyiyaawantta. 
LUK.20.47	Hewanttukka am77atuwaa golliyaa kalloyiyaawantta; barentta bessanaw woosaa adussiyaawantta; unttuntta iita pirdday naage>> yaageedda.
LUK.21.1	Yesuusi dhoqqu giide xeelliyaa wode, dure asay geeshsha golliyan imotaa shiishshiyaa miishshaa giddon barenttoo de7iyaawaappe unttunttu yeggiyaa wode be7eedda. 
LUK.21.2	Qassikka itti hiyyeesaa am77e mishiratta laa77u sembberiyaa hewaan yeggiyaa wode be7iide, 
LUK.21.3	<<Ta hinttew tumuwaa gay, ha hiyyeesaa am77e mishiratta, ooppenne daruwaa immaaddu. 
LUK.21.4	Ha asay ubbay barenttoo palahowaappe immeeddino; shin iza bare hiyyeesatethaa wolqqaan barew de7iyaawaa ubbaa immaaddu>> yaageedda.
LUK.21.5	A kaalliyaawanttuppe ittu ittuu, <<Geeshsha golli lo77o shuchchaaninnee baalaa shiiquwaa imotaan lo77eeddawaa>> yaagi haasayiyaa wode Yesuusi, 
LUK.21.6	<<Hawe hinttenttu be7iyaawe ubbay kolettennaan, shuchchay shuchchaa bollan keelettiide attenna wodii yaanawaa>> yaageedda. 
LUK.21.7	Unttunttukka, <<Tamaarissiyaawoo, simmi hawe hananawe awudee? Qassikka hawe hananaw mallay ayee?>> yaagiidi oochcheeddino.
LUK.21.8	Ikka, <<Ooninne balethennaadan naagettite; cora asay, <Taani Kiristtoosa> yaagiidde qassikka, <Wodii mateedda> yaagiidde ta sunthaan yaanawantta; hinttenttu qassi unttuntta kaalloppite. 
LUK.21.9	Olaa yewuwaanne asaa makkalaabaa sisiyaa wode dagammoppite; hawe koyro hananaw bessiyaawaa gido diraappe attin wursethay bira>> yaageedda.
LUK.21.10	Hewaappe kaalliide asaw, <<Asay asaa bolla, kawutethaykka kawutethaa bolla, denddanawaa; 
LUK.21.11	wolqqaama biittaa qaathay hananawaa; koshaynne harggii, dumma dummasaan medhettanawaa; yashshiyaa yewuunne ubbaakka wolqqaama malaatay saluwaappe hananawaa.
LUK.21.12	<<Hawe ubbay hananaappe kasiyan qassi asay hinttentta oyqqanawantta, metoothanawantta; hini Ayihudatuwaa woosa golle asaw aathi immanawantta; qasho gollekka gelissanawantta; kaatatuwaa sinthaninne mooddiyaawanttu sinthan shiishshanawantta; hawe ubbay ta sunthaa gaasuwan hinttentta gakkanawaa. 
LUK.21.13	Hawekka markkattanaw hinttew lo77o qaada gidanawaa. 
LUK.21.14	Hawaa gidiyaa diraw, ay zaaruwaa immanee giidde koyrottiide hinttenttu un77ettenna mala hawaa wozanaa aathite. 
LUK.21.15	Eqettiyaawanttu ubbay, eqettanawunne lakanaw danddayenna qaalaanne aadho cinccatethaa taani hinttenttoo immana.
LUK.21.16	Hinttentta yeleeddawanttunne hinttenttu ishatuu, hinttenttu dabbatuunne hinttenttu laggethatuukka attennaan hinttentta aathi immanawantta; hinttenttuppekka ittuwaa ittuwaa wodhanawantta. 
LUK.21.17	Ta sunthaa diraw asaa ubbaa matan ixetteeddawantta gidanita. 
LUK.21.18	Yewuwaan qassi hinttenttu huuphiyaa binnanaappekka ittinnanne bayukku. 
LUK.21.19	Minni eqqiide hinttenttu shemppuwaa ashshiita.
LUK.21.20	<<Yeerusalaame olaa asaan doodetteedda wode, izi bayethay mateeddawaa erite. 
LUK.21.21	He wode Yihudaan de7iyaawanttu deriyaakko baqatino; katamaan de7iyaawanttu qay hewaappe kesino; baalaagariyan de7iyaawanttukka yaa katamaakko geloppino; 
LUK.21.22	Xoossaa qaalaan xaafetteeddawe ubbay polettanaadan hawe haluwaa kesiyaa wodiyaa. 
LUK.21.23	Biittaa bollan wolqqaama metuu hananawaa; ha77i de7iyaa asaa bollan hanqquu yaanawaa; hewaa diraw hewodiyan shahaarowanttoonne dhanthiyawanttoo aayyee! 
LUK.21.24	Asay ubbay mashshaan hayqqanawantta; Xoossaa erenna gadiyaa ubbatuukka omodduwaan baanawantta; Yeerusalaamekka Ayihudaa gidennawanttu wodii polettana gakkanaw, unttunttun yedhetteeddawunno gidanawunnu.
LUK.21.25	<<Awaa, agenaaninne xoolinttiyaa bolla malaatay hananawaa; abbaappenne beetaa kooshshaappe denddo gaasuwan biittaa bollan de7iyaa asay ubbay un77ettanawantta; hirgganawantta. 
LUK.21.26	Saluwaa wolqqay ubbay qaaxxiyaa 
LUK.21.27	He wode Asaa Na7ay wolqqaaninne wolqqaama bonchchuwan shaariyaan yiyaa wode be7anawantta. 
LUK.21.28	Hinttenttukka, ha yewuu polettussaa doommiyaa wode, wozuu mato diraw sitti giide eqqite; pude dhoqqu giide xeellite>> geedda.
LUK.21.29	Kaalliiddekka, hawaa yaagi leemisuwaa odeedda, <<Woddenthaappenne hara mithaa ubbaappe xeellite; 
LUK.21.30	Haythay aacina be7iyaa wode, he wode bonii mateeddawaa hinttenttu eriita. 
LUK.21.31	Hewaadankka qassi yewatuu polettiyaawaa be7iyaa wode, Xoossaa Kawutethatta mateeddawunno erite.
LUK.21.32	<<Taani hinttew tumuwaa gay; hawe ubbay polettana gakkanaw ha yeletay aadhdhenna. 
LUK.21.33	Saluunne sa7ay aadhdhana; shin ta qaalay aadhdhenna. 
LUK.21.34	Simmi zaway baynna de7uwan, ushshaa daruwanne de7uwaaban un77ettishshin hinttenttu wozanay leppennaadaninne he gallassay phiriyaadan qoppennaan hinttena gakkennaadan naagettite; 
LUK.21.35	Hawe biittaa ubbaan de7iyaawanttu ubbatuwaa bollan gakkanawaa. 
LUK.21.36	Simmi yiyaa iitabaa ubbaappe hinttenttu attanaadaaninne asaa na7aa sinthankka eqqanaw danddayana mala, ubba wode minni woossite>> yaageedda.
LUK.21.37	Yesuusi gallassi gallassi geeshsha golliyan tamaarissiide, qamma qamma Debre Zayte yaagettiyaa deriyaakko kesiide aqee. 
LUK.21.38	Asay ubbay A sisanaw guuran yaa geeshsha golliyaa aakko yiino.
LUK.22.1	Paasigaa geetettiyaa magaage Ukithaa Miyaa Baalay mateedda. 
LUK.22.2	Qeesatuwaa kaappatuunne Muse higgiyaa xaafiyaawanttu Yesuusa wooti wodhanentto, wodhiyaa ogiyaa geeman koyyiino; shin asaw yayyiino. 
LUK.22.3	Xalahiikka tammanne laa77u kaalliyaawanttuppe ittuwaa gideedda Asqqorootu Yihudaan geleedda. 
LUK.22.4	Ikka biide, Yesuusa wooti aathi immanentto qeesatuwaa kaappatuwaannanne geeshsha golliyaa naagiyaawanttu kaappattuwaanna ittippe haasayeedda. 
LUK.22.5	Unttunttukka nashettiide, miishshaakka Yihudaw immanaw wuletteeddino. 
LUK.22.6	Ikka eeno geedda; asay baynna saan Yesuusa aathi immanaw injjetiyaa wodiyaa koyyee.
LUK.22.7	Magaage Ukithaa Miyaa Baalaa bonchchiya wodii gakkeedda; he wodiikka Paasigaw dorssaa shukkanaw bessiyaa wodiyaa. 
LUK.22.8	Yesuusi Phexiroosanne Yohaannisa, <<Paasigaa qumaa nuuni maanaadan biide giigissite>> giide kiitteedda.
LUK.22.9	Unttunttukka zaariide, <<Haqan giigissanaadan koyyay?>> yaagi oochcheeddino. 
LUK.22.10	Ikka, <<Hinttenttu, katamaa geliyaa wode otuwaanna haathaa tookkeedda bitani 
LUK.22.11	He golliyaawaakka, <Tamaarissiyaawe neena, <<Taani, taana kaalliyaawanttunna ittippe Paasigaa qumaa miyaa imathaa kifili haqa bagganna de7ii?>> yaagee> giite. 
LUK.22.12	He bitaniikka pooqiyaa bollan de7iyaa hiixetti utteedda aako kifiliyaa hinttentta bessanawaa; hewaanikka sa7aa giigissite>> yaageedda.
LUK.22.13	Unttunttu biide, Yesuusi goowaadankka bitaniyaa demmiide Paasigaa qumaa giigisseeddino. 
LUK.22.14	Paasigaa qumay meetettiyaa saati gakko wode, tammanne laa77u kiitettowanttunna ittippe qumaa maanaw utteedda. 
LUK.22.15	Ikka, <<Taana metuu gakkanaappe kasiyan hinttenttunna ha Paasigaa qumaa maanaw daro amottaadde de7ay. 
LUK.22.16	Ayissi gooppe, ta hinttew odiyaawe, hawe Xoossaa kaawutethan polettana gakkanaw, taani laa7ethuwaa hawaappe miikke>> yaageedda.
LUK.22.17	Xuu7aa akkiide, Xoossaa galatiide, <<Hawaa heyte, hinttenttu gidduwan gishetti ushite. 
LUK.22.18	Ayissi gooppe, ta hinttenttoo yaagay, Xoossaa Kawutethay yaana gakkanaw, hachcheppe doommaade woyiniyaa eessaa ushikke>> yaageedda.
LUK.22.19	Qassi magaage ukithaa akkiide, Xoossaa galateedda; he ukithaa menthi unttunttoo immiidde, <<Hawe hinttenttoo imettiyawe ta ashuwaa; hawaan taana qoppana mala hawaa miite>> yaageedda. 
LUK.22.20	Kawuwaa moowaappe guyyiyan, kasewaadan xuu7aa denthi unttunttoo immiide, hawaadan yaageedda: <<Ha xuu7ay, ta hinttenttu diraw gussiyaa ta suuthaa qopethiyaa ooratha caaquwaa. 
LUK.22.21	Shin be7ite, taana aathi immanaw de7iyaa bitani gayitaan taananna ittippe mee. 
LUK.22.22	Ayaw gooppe, taani Asaa Na7ay Xoossay goowaadan bay; shin taana aathiide immiyaa uraw aw aayyee>> yaageedda. 
LUK.22.23	Unttunttu giddoppe hewaa oothanaw de7iyaawe oona gidanentto, barenttu giddon ooshaa doommeeddino.
LUK.22.24	Qassi barenttu giddoppe ooni aadhentto yaagettiyaa palumay unttunttu giddon keseedda. 
LUK.22.25	Yesuusi unttuntta yaageedda: <<Ha alamiyaa mooddiyaawanttu barenttu asaa bolla godattiino; unttuntta mooddiyaawanttu keekatuwaa geetettiino. 
LUK.22.26	Shin hinttenttu hawaadan hanoppite; yewuwaan qassi hinttenttuppe dhoqqa gideeddawe hintte ubbaappe guxxiyawaa; hinttentta moddiyaawekka, hinttenttoo qoomaadan hano. 
LUK.22.27	<<Qumaa maanaw utteeddawaappenne qumaa asaw aathiyaawaappenne ooni bonchchettii? Qumaa maanaw utteeddawaa gidennee? Taani qassi hinttenttu giddon qumaa aathiyaa qoomaa mala. 
LUK.22.28	Qassi taani paacettiyaa wodiyaan hinttenttu taananna ittippe minni eqqeeddawantta. 
LUK.22.29+LUK.22.30	A kawutethaa oydiyaan uttana mala Ta aabbu taana sunthowaadan, Taani qassi Ta kawutethaan ta gaytaappe maanaadaaninne ushanaadan, tammanne laa77u Israa7eeliyaa yaratuwaa bolla pirddiidde, kawutethaa oydiyaan uttana mala hinttentta sunthaaddi>> yaageedda.
LUK.22.31	Goday, <<Simoonaa, Simoonaa, taani odiyaawaa sisa; xalahii hinttentta asay zarggaa hal77iyaawaadan, hal77anaw Xoossaa woosseedda. 
LUK.22.32	Shin taani ne ammanuu bayennaadan ne diraw gaannataaddi. Neeni taakko simmiyaa wode ne ishatuwaa minissa>> yaageedda. 
LUK.22.33	Simooni zaariide, <<Godaw, taani neenanna qashettanawunne neenanna ittippe hayqqanaw giiga uttaaddi>> yaageedda.
LUK.22.34	Yesuusi qassi, <<Phexiroosa, taani new yaagay; hachche bilahiyan, kuttuu waassanaassi heezzu gede taana neeni, <A taani erikke> gaade kaadanaassa>> yaageedda. 
LUK.22.35	Yesuusi barena kaalliyaawanttoo, <<Korojuu, qarcciitiinne caammay banttaan taani hinttentta kiitto wode, hinttenttoo ittibay paccowe de7ii?>> yaageedda.
LUK.22.35	Unttunttukka, <<Itti baynne nuussi pacci beenna>> yaageeddino.
LUK.22.36	Ikka zaariide, <<Ha77i qassi korojuu de7iyaawe akki bo; qarcciiti de7iyaawekka hewaadan udo; baynnawe qay bare mayuwaa zali77iide mashshaa shammo. 
LUK.22.37	Ayaw gooppe ta hinttew yaagay, <Hawe makkalanchchatunna ittippe paydetteedda> yaagetti Xoossaa Maxaafan xaafetteeddawe, taanan polettennaan attenna. E, taw geetetteeddawe ha77i polettanawaa>> yaageedda. 
LUK.22.38	A kaalliyaawanttu, <<Godaw, hawaan laa77u mashshay de7ee>> yaagina ikka, <<Hewe gidanawaa>> yaageedda.
LUK.22.39	Yesuusi katamaappe kesiide, hara gallassi biyaawaadankka Debre Zayte beedda. Qassi A kaalliyaawanttukka A geeduwaa beeddino. 
LUK.22.40	He sa7aa gakkiide, <<Paaciyaan hinttenttu gelennaan attana mala, woossite>> yaageedda. 
LUK.22.41	Shuchchaa olina gakkiyaasaa keena unttunttuppe haakki beedda. Gulbbatiide, 
LUK.22.42	<<Ta Aabboo, neeni koyyiyaawaa gidooppe, ha metuwaa xuu7aa taappe digga; shin ta shene gidoppo; ne shene gidoppe attin>> yaagiide woosseedda. 
LUK.22.43	Saluwaappe yiide minissiyaa kiitanchchay aw beetteedda. 
LUK.22.44	Bare wozanaa giddon seelettiidde, darii woosseedda. I cawottiyaa cawuukka sa7aa bollan xokiyaa suuthaa malateedda.
LUK.22.45	Woosaappe denddiide, barena kaalliyaawanttukko guyye biide, unttunttu daroppe qaretteedda diraw, daaburiide gemi77ishowantta xeelliide, 
LUK.22.46	<<Ayaw gemi77ishiitee? Paaciyaan gelennaadan denddi woossite>> yaageedda.
LUK.22.47	Yesuusi hewaa haasay de7ishshin, cora asay yeeddino. Tammanne laa77u A kaalliyaawanttuppe ittuwaa gideedda Yihudaa geetettiyaawe he asaa kaalethiide yeranaw Yesuusakko shiiqeedda. 
LUK.22.48	Yesuusi qay, <<Yihudaw, neeni taana Asaa Na7aa yeraade aatha immay?>> yaageedda.
LUK.22.49	A yuushshuwaan de7iyaa A kaalliyaawanttu hanettiyaa yewuwaa be7o wode A, <<Godaw, ha asaa nuuni mashshaan qanxxanee?>> yaageeddino. 
LUK.22.50	Unttunttuppe ittu, Qeesatuwaa ubbatuwaa kaappuwaa qoomaa shociide, A ushechcha haythaa qanxxi oleedda.
LUK.22.51	Yesuusi qay zaariide, <<Aggite, bashite>> yaageedda. Bitaniyaa haythaakka bochchiide patheedda. 
LUK.22.52	Yesuusikka barekko yeedda qeesatuwaa kaappatoo, geeshsha golliyaa naagiyaawanttoo, sunthatuwaassinne gadiyaa cimatoo, <<Paanuwaa oyqqiyaawaadan mashshaanne xam77aa oyqqiide yiitee? 
LUK.22.53	Geeshsha golliyan taani gallassaan, gallassaan hinttenttunna de7iyaa wode, taana oyqqibeykkita; shin ha77i hawe hinttenttu wodenne dhumaa wolqqaa wode>> yaageedda.
LUK.22.54	Yesuusa oyqqi qachchiide, Qeesatuwaa ubbaa kaappuwaa golle afiide gelisseeddino. Phexiroosikka unttunttuppe guyye haakuwan unttunttu geeduwaa kaallee. 
LUK.22.55	Dirssaa giddon tamaa eethiide, ittippe utti de7ishshin, Phexiroosi unttunttu giddon yiide utti aggeedda. 
LUK.22.56	Tamay poo7iyaa bagganna Phexiroosi uttiide de7ishshin, itti ashikkaratta loytha xeellaade, <<Hawekka aananna ittippe de7ee>> yaagaaddu.
LUK.22.57	Phexiroosi qay, <<Hanne mishirattee, taani A erikke>> yaagi kaddeedda. 
LUK.22.58	Guutha wodiyaappe guyyiyan, hara bitani Phexiroosa be7iide, <<Neeni unttunttunna gatho de7aa>> yaagina;
LUK.22.58	Phexiroosi qassi, <<Hawo bitanew, taani aananna gatho de7ikke>> yaageedda.
LUK.22.59	Itti saate gidiyaawaa gammi77iide hara bitani qonccissiide, <<I Galiilaa gade asa gidiyaa diraw, ha bitani aananna ittippe de7iyaawe tuma>> yaageedda. 
LUK.22.60	Phexiroosi qassi, <<Ha bitanew, neeni giyawe ayentto taani erikke>> yaageedda. He wodiyan I birokka haasay de7ishshin, ellekka kuttuu waassi aggeedda. 
LUK.22.61	Goday guyye simmiide, Phexiroosa xeelleedda. Phexiroosi Goday barena, <<Hachche kuttuu waassana gakkanaw, heezzu gede taana kaddanaassa>> geedda Godaa qaalay aw qofetti aggeedda. 
LUK.22.62	Phexiroosi dirssaappe kare kesiide, seelettiide yeekkeedda.
LUK.22.63	Yesuusa oyqqeedda asay qilliicciinonne shociino. 
LUK.22.64	A ayfiya goozzi baqqiide, <<Neena baqqeeddawe oonee? Nabiyaa gidooppe neena dechchawaa ane oda>> yaagiide A oochcheeddino. 
LUK.22.65	Qassi A hara cora boriya boreeddino.
LUK.22.66	Sa7ay wonttina gadiyaa cima asatuu, qeesatuwaa kaappatuunne Muse higgiyaa tamaarissiyaawanttu, Yesuusa barenttu shiiqeeddasaa afiide, 
LUK.22.67	<<Kiristtoosi neenee? Ane nu oda>> yaageeddino.
LUK.22.67	Shin I, <<Taani hinttenttoo odooppe taana ammanikkita; 
LUK.22.68	Qassi hinttentta taani oochchooppe odikkita; woy qashuwaappe taana billikkita. 
LUK.22.69	Shin ha saatiyaappe doommin taani Asaa Na7ay, ha77ippe doommaade, wolqqaama Xoossaa ushechcha bagganna uttana>> yaageedda.
LUK.22.70	Unttunttu ubbay Yesuusa, <<Yaatina neeni Xoossaa Na7ee?>> yaageeddino.
LUK.22.70	Ikka zaariide, <<Taani Xoossaa Na7aa gidowaa hinttenttu haasayeeddita>> yaageedda. 
LUK.22.71	Unttunttukka, <<Nuuni nu huuphew A doonaappe siseeddo; hawaappe sinthaw ay markkaa koshshii?>> yaageeddino.
LUK.23.1	Hewaan shiiqeedda ubbatuukka ittippe denddiide, Yesuusa Philaaxoosakko afeeddino. 
LUK.23.2	Unttunttukka, <<Habitani nu asaa balethiide, asay Roome biittaa kawuwaa Qeesaraw giiraa immenna mala diggiide, qassi, <Taani Kaatiyaa> yaagishshin demmeeddo>> yaagiide mootuwaa doommeeddino.
LUK.23.3	Philaaxoosikka Yesuusa, <<Hawo, Ayihudatuwaa kaatii neenee?>> yaagiide oochcheedda.
LUK.23.3	Yesuusi zaariide A, <<Neeni ga de7aasa>> yaageedda. 
LUK.23.4	Philaaxoosi qeesatuwaa kaappatuwaassinne asaassi odiidde, <<Taani ha bitaniyaa bollan aynne iita oosuwaa demma beykke>> yaageedda.
LUK.23.5	Gidoppe attin unttunttu, <<Ha bitani Galiilaappe doommiide, haray atto hawaa gakkanawukka, Yihudaa gadiyaa ubbaa bare timirttiyaan qaathiidde de7ee>> yaagiide minissi odeeddino.
LUK.23.6	Philaaxoosikka hawaa sisiide, <<I Galiilaa asee?>> yaagiide eranaw oochcheedda. 
LUK.23.7	Philaaxoosi Heroodise mooddiyaa gadiyaappe Yesuusi yeeddawaa ereedda wode, Heroodisekka qay hewodiyan Yeerusalaamen de7iyaa diraw, aakko Yesuusa yeddeedda.
LUK.23.8	Heroodise daro wodiyaappe doommiide Yesuusa be7anaw amotti de7iyaa diraw, A be7eedda wode daroppe nashetteedda. Yesuusa waariyaa siseeddawaa diraw, I oorathabaa oothishshin be7anaw hidootaan gami77eedda. 
LUK.23.9	Heroodise Yesuusa darobaa oochcheedda; shin Yesuusi aw ayaanne zaaribeenna. 
LUK.23.10	Qeesatuwaa kaappatuunne Muse higgiyaa tamaarissiyaawanttu hewaan eqqiide, Yesuusa loythi mootiidde de7iino. 
LUK.23.11	Heroodisenne A wottaaddaratuu Yesuusa kadhiide, A bolla qilliicceeddino. Bonchchetteedda mayuwaa A mayizziide, Philaaxoosakko zaariide yeddeeddino. 
LUK.23.12	Heroodisenne Philaaxoosi hawaappe kasenna morkkiyan de7iino; shin he gallassi sigetteeddino.
LUK.23.13	Philaaxoosi qeesatuwaa kaappatuwaa, ayissiyaawanttanne hara cora asaa ittippe xeesiide, 
LUK.23.14	Hawaadan yaageedda, << <Ha bitani asaa makkalatethaw denthethee>, yaagiide taakko aheeddita; taakka hinttenttu sinthaan bidda xeellaade, hinttenttu shiishsheedda mootuwan itti balaanne A bollan demma beykke. 
LUK.23.15	Qassi Heroodisekka A bollan aynne demmibeenna diraw, haa nuukko zaari yeddeedda; hinttenttu be7iyaawaadankka, habitani A hayqoo gathiyaabaa aynne udibeenna. 
LUK.23.16	Hawaa diraw taani A muraade billana>> yaageedda. 
LUK.23.18	Asay ubbay ittippe gidiide, <<Ha bitaniyaa yaa digga! Barbbaana giya Yesuusa nuussi billa!>> yaagiide cabbotteeddino. 
LUK.23.19	Barbbaan katamaan walassaa denthiide, asaa wodheedda diraw, qashetteeddawaa.
LUK.23.20	Philaaxoosi Yesuusa billanaw koyyiide, asaw laa7ethuwaa gujjiide haasayeedda. 
LUK.23.21	Shin unttunttu, <<Masqqaliyaa bolla misimaariyan dhishaade kaqqa! Kaqqa!>> yaagi waasseeddino.
LUK.23.22	Philaaxoosikka heezzenthuwaa unttuntta, <<Ayaw? Habitani ootheedda iita oosuu ayee? Taani A hayqoo gathiyaa naaquwaa aynne aappe demmabeykke; hawaa diraw, A muraade billa yeddana>> yaageedda. 
LUK.23.23	Shin unttunttu barenttu kooshshaa dhoqqu oothiide, kaqettanaadaan darii waasseeddino. Unttunttu waasuukka Philaaxoosa qofaa laammeedda. 
LUK.23.24	Hawaa diraw, Philaaxoosikka unttunttu ooshay simmanaadan Yesuusa bollan pirddeedda. 
LUK.23.25	Asaa makkalaw denthethiiddenne shemppuwaa wodhiide, qashetteedda bitaniyaa bilettanaadan unttunttu woosso diraw, he bitaniyaa billeedda. Shin Yesuusa barenttu sheniyaadan koyyowaa oothana mala, aathi immeedda.
LUK.23.26	Yesuusa oyqqi afiidde de7ishshin, Simoona geetettiyaa Qereena bitani heeraappe yiidde de7ishshin demmiide, masqqaliyaa toossiide Yesuusanna baana mala udeeddino. 
LUK.23.27	Daro cora asaynne yeekkiyaa maccawanttu guyyenna kaalliino. 
LUK.23.28	Yesuusi guyye simmiide unttunttoo, <<Hintteno, Yeerusalaame maccawanttoo, hinttenttu huuphewunne hinttenttu naanaw yeekkiteppe attin, taw yeekkoppite; 
LUK.23.29	<Mantha gideeddawanttunne yelibeenna uluu, dhanthibeenna dhanthay, anjjetteeddawantta> geetettiyaa wodii yaanawaa. 
LUK.23.30	He wodiyan, <Zoozatoo, nu bolla woddite; zukkullatuwaakka, nuuna qosite> yaaganita. 
LUK.23.31	Simmi qayye mithaan hawaadan hanooppe, mela mithaan waanannawee?>> yaageedda.
LUK.23.32	Yesuusanna ittippe kaqettana mala, iita oosuwaa ootheedda hara laa77u asatuwaakka afeeddino. 
LUK.23.33	Qeeraanew geetettiyaasaa gakkeedda wodiyaan, Yesuusa kaqqeeddino. Iitaa oothowanttakka, ittuwaa ushechchanna, yokkuwaa haddirssanna kaqqeeddino.
LUK.23.34	Yesuusi, <<Ta Aabboo, unttunttu barenttu oothiyaawaa erenna diraw, unttunttu nagaraa atto ga>> yaageedda.
LUK.23.34	Unttunttukka A mayuwaa saamaa yegettiide gishetti akkeeddino. 
