MAT.1.1	Isua Krista akhuk Ama hi David a sapa, Abraham a sapa. 
MRK.9.5	Hava han Pitorin Isua ha ei ti, “Minchupu hiva hin koini nei om hi asa chubuk anthum sin inti, nang na rang angkhat Mosi rang angkhat hanuk Eliza rang angkhat.” 
MRK.9.6	Achi sabak u na imo ei ril rang remak.
MRK.9.7	Hava suale ansum rapom a honga a mani ha a manlia na. Hatuka ha ansuma han hintin chong ei om, “Ama ha ka Naipasal madit ama he rangai u ro,” tina. 
MRK.9.8	Hatuka anlaiseka asir apang a en u na tute mu u lai mak Isua rong a bil u na a amu u. 
MRK.9.9	Mual ata a chum u le aman hangai ha adet mata chong a peka, “Nei mu u ngai dora ha tute ril u no ro. Miring Sapa athi ngai bil ata anthui sir maseng chu.”
MRK.9.10	Hava han, “A thi ngai bil ata anthui hi imo?” tina hangai han hava ruia amani le amani ankel ansiat u na hava chong amani rang an ril u. 
MRK.9.11	Hatuka amanin ama ha a rakel u, “Lekhanziakpu ngaiin chu Eliza hong mansa inti ei ti u.” 
MRK.9.12	Aman hangai ha ei ti, “Eliza hong mansana rui tin zeka sin inti ani chu ei ni, hatuka Miring Sapa ruia hantina ei anziaka ei om ha ama chu antak tong sabak inti anpengsom inti. 
MRK.9.13	Tenchu keina ti u ni zei Eliza ruia anziak anga hava anga han a hong sua zei hatuka min ama rang ei zo zota ei lot u ani zei.”
MRK.9.14	Hatuka a zolai ngai kom a honga ei hong mu a sir apang u na mitampa hatuka Lekhanziakpu ngaiin amani ankhalpui u na. 
MRK.9.15	Ama ei mu u le mi dora achalaka anlai u. Hatuka ama kom a tan u na ava pham u. 
MRK.9.16	Aman hangai ha a rakela, “Amani le hongzat ruia mo nei ankhal u?” ati na.
MRK.9.17	Hava han mi ngai bila angkhatin a masanga, “O Minchupu, ka naipasal khat na kom kei hong ruai ama ha chonglui rathan ei man. 
MRK.9.18	Hava ha asur tik pei ei anba len hatuka a mura acher huan ei suaka a ha ei ariala ei ankhir chachak, na zolai ngai ha na manbang pe u ro kei ti tenchu tho thei u mak.”
MRK.9.19	Aman a masanga hangai ha ei ti, “O iam lui khuk ngai ituk ten ngal mo na kom u na kei om rang? Itukmo phuk kei mansot rang hava nai ha ka kom hong koi u ta.” 
MRK.9.20	Hava nai ha ama kom a hong tuang u ama amu le ha ratha han achalaka ama hera phila anzuana acher huan a suaka a pu titira a om. 
MRK.9.21	Hatuka aman a pa ha a rakela, “Hiva hi itukmo ei sot ani zei hintin ei om?” ati. 
MRK.9.22	Aman ei ti, “Pasal sanaite ani lai ata ha ratha han a that ranga voi itukmo moi, voi itukmo tina ei masul ani zei, na thei ten lungkham na mu tan na san ro,” ati.
MRK.9.23	Isuan ama ha ei ti pe, “Na thei ten mo a iam takin ama ranga aloma a bei.”
MRK.9.24	Hanke ha pasal sanai a pa ankheka a mitrathi suak chunga ei ti, “Ka iam zei kei iam nokna na khai pe ro,” ati.
MRK.9.25	Hava suale mi ngai a honga tana amu na Isuan ha ratha sia ha aman laia ei ti pe, “O chongkului le aset ratha, kei na ti ni zei hivan ata suak ro hava pang lut lai no ro,” ati na.
MRK.9.26	Hava han ama ankheka ha nai ha a mahera a suaka ase hava han pasal sanai ha a thi anga a oma mi tamin chu, “A thi zei,” ati. 
MRK.9.27	Tenchu Isuan a kut a sura a mathui le anthui.
MRK.9.28	Hava sua ina a hong le a zolai ngaiin maruka a rakel u na, “Koini le ichangmo hava ha nei rasua thei nok?” ati u.
MRK.9.29	Aman ei ti, “Borzong le bungoi rong nok anten hiva ang hi chu suak pial ngai mak.”
MRK.9.30	Hava mun ata asuak u na Galili malai tiang ase u ama ei zot nok chu min ei riat rang. 
MRK.9.31	Asik chu ama a zolai ngai ha ei manchuna ei ril, “Miring Sapa miring ngai kuta anpe inti anthat suale ama ha nin thum suale anthui inti,” ati.
MRK.9.32	Tenchu amanin ha chong ha re u mak ankel rang um ei achi u.
MRK.9.33	Hava suale amani ha Kapernauma ahong u hatuka ina atung u le aman hangai ha a rakela, “Lampuia i rui mo nei ankhal u ha?” ati.
MRK.9.34	A daireka a om u na asik chu tumo ulian atia lampui a ei ankhal u. 
MRK.9.35	Hava han ansuta somleianni ngai ha ei paia ei ril, “Mankhita ni rong ati chu nukkhita om inti, hatuka mi dorbo adom inti.” 
MRK.9.36	Hava suale aman naipangte khat amani alai taka a manding ama ha apoma hangai kom aril, 
MRK.9.37	“Koi ka raminga hiva anga naipang khat pei apom ten, koi ke ei na pom, hatuka koi ana pom tak chu koi nimak tenchu koi ana tirpu ha ke ei pom.” 
MRK.9.38	Johonin ama rang ei ti, “O Minchupu, koinin na raming le mi khat kachai ei rahok na mu hatuka ama ha nei khar asik chu ama ha koini na zi mak.” 
MRK.9.39	Tenchu Isuan ei ti, “Ha nai ha khar u no ro, asik chu tute om mak ka raming le sin alian ei thona anrappana ananmumak thei.” 
MRK.9.40	Asik chu mi koini anadui nok chu koini tianga keng. 
MRK.9.41	Ataka min nangni hi Krista mi atina ti khuri khat ngal ana man nek u ten ataka kei na ti u ni zei ama ha a phamman ata ankhai no ni.” 
MRK.9.42	“Hatuka mi a na iam tete ngai bila, mi sok ancha tak chu aringa lung alian a thunga tipuiliana ansul ama ranga asa. 
MRK.9.43	Hatuka na kutin ana lua ten hava ha tana pei ro. 
MRK.9.44	Kut anni le anphenengna ha thilui moia ase nek ten kip luia damna na lut nang na ranga asa. 
MRK.9.45	Hatuka na ken ana lua ten tana pei ro ke anni le anphenengna muna achul nek ten akhor damna na lut na ranga asa. 
MRK.9.46	Hatuka na mitin ana lua ten hava ha kela pei ro. 
MRK.9.47	Mit anni le Gehenna muna achul nek ten mit khata Pathian Rama a lut na ranga asa, 
MRK.9.48	‘anphenengna na chu moi thi ngai mak.’ 
MRK.9.49	“Mitin ha moi le manthiang inti dali andar chunga machi le ei manthiang anga. 
MRK.9.50	“Machi asa, ten machi ei al anpei ten nangnin ile mo nei man ti u rang. Nangnin naning chip u na na malung machi siak u ro anngoi u ro.” 
MRK.10.1	Hava mun ata anthuia ama ha Judai ram biala Jordon a varal a honga hava han ama kom a thara mi anchun reta hatuka ama abalam anga han hangai ha a manchuna. 
MRK.10.2	Hava han Pharisi ngai ha a kom a hong u na ama ha ansinna anga a rakel u na, “Nungak amak hi adik mo?” ati na.
MRK.10.3	Aman a masanga hangai rang ha ei ti, “Mosin imo chong ei na pek u?”
MRK.10.4	Amanin ei ti u, “Ansenna lekha anziaka a nungak a mak na Mosin chong ei pek.” ati u. 
MRK.10.5	Isuan hangai rang ha ei ti, “Na malung u ei anchang sika aman hiva riti hi ei maziak. 
MRK.10.6	Tenchu ansin aphut ata Pathianin, ‘Pasal le nupang ei sin ani zei.’’ 
MRK.10.7	‘Hasik han min a nu le a pa maka a nungaka an pen ti.’ 
MRK.10.8	‘Hatuka hava anni ha pumkhat nin ti, hangai ha anni nilai maka ten pumkhat keng ani zei.’ 
MRK.10.9	Hasik han Pathianin ei malop tak chu min sen no rase.”
MRK.10.10	Hatuka a zolai ngaiin ina hava rui ha a rakel ret u. 
MRK.10.11	Aman ei ti pe, “Min a nungak a maka atei ava lak tak chu ama ha uiare ani zei. 
MRK.10.12	Hatuka a nungak han a ruathar a maka atei ava lak ten amam uiare ani zei.”
MRK.10.13	Hava suale mi ngaiin naipang hozetmo ama kom a hong tuang u na aman ton rase ati na hava han a zolai ngaiin hava ngai ha a leia ngo u na. 
MRK.10.14	Tenchu Isuan hava ha amu na zot lai maka hangai rang ha ei ti, “Naipang ngai ha ka kom hong man hong u ro, hela u no ro asik chu Pathian ram chu hiva ang mi ngai ta keng. 
MRK.10.15	Ataka kei na ti u ni zei Pathian ram hi chu naipang pham anga a pham nok ten hava han lut pial thei no ni.” 
MRK.10.16	Hava suale aman hangai ha apoma a chung u na a kut adapa bor a pek.
MRK.10.17	Hatuka a suaka lampuia ase hava lai tak han mi khat a hong atana a makunga a ke bila a rakela, “Minchupu asa, ringanlonna kei changna rang imo kei tho rang?” ati na.
MRK.10.18	Isuan ama ha ati pe, “Koi hi ichangmo asa nei na ti angkhat dak baka chu asa atei om mak ama ha Pathian. 
MRK.10.19	Nangin chongpek ngai na riat mi that no ro, anru no ro, milak tho no ro, na nu na pa lalchi tho ro, ui re no ro,” ati na. 
MRK.10.20	Ha mi han ama rang ati, “Minchupu naipangte ka ni lai ata hava ngai dora ha kei hong mang ani zei,” ati na.
MRK.10.21	Isuan ama tiang a ena, “A dik zei hatuka ei ti rui khata nei machai ala om se tan la na nei ngai dora va zuar ro hatuka anriang ngai va pe ro hava han vana nei manin na ti. Hatuka hong ro ka nuk hong zi ro,” ati pe. 
MRK.10.22	Hava chonga han anngui a a malung ana na ase asik chu achalaka nei adon.
MRK.10.23	Hanke Isuan a sir apang anhoia a zolai ngai ha ei ti pe, “Nei a don ngai ranga han Pathian rama lut hi itukmo ei antak pe!”
MRK.10.24	Ama chong han a zolai ngai anlai u na ten Isuan hangai ha aril reta, “Kalong ngai, neia anngam ngai Pathian rama a lut amani rang antak sabak. 
MRK.10.25	Pathian rama anei ngai a lut nek ten simphuai kua na sakuarpar a lut a bei.”
MRK.10.26	Hava han hangai ha achalaka achang aman dong u na ei ti u, “Hanle tumo sandam ani thei rang?”
MRK.10.27	Isuan hangai tiang han anhoi a ei ti, “Hiva hi miring phasam tenchu Pathian phasam nimak asik chu Pathianin a tho kiar thei.”
MRK.10.28	Hava han Pitorin ama ha ei ti, “Enta, koinin aloma a maka nang na nuk nei hong zi ni zei.”
MRK.10.29	Isuan ei ti, “Nangni hi kei na ti tatak ani u zei tute om mak koi ka sika le thangahui sika a in, a parual, a sarzuar, a nu, a pa, a nai a rati, a phai a maka atun hi huna mun raza man lui rang. 
MRK.10.30	Aman a in, a phai, a sarzuar, a nu, a nai, anrahokna le hiva ngai dora man inti hatuka ahong rang huna ringanlonna man inti. 
MRK.10.31	Ten manansa ngai mi tam tak nuk lan tan ti hatuka nuka ngai amani ha man lan san ti.” 
MRK.10.32	Voi khat chu Jerusalem ase u na hangai neka man ansa tira hangai han tichangabuia ei riat u, hatuka a nuka ase ngai han ei achi u hava suale athara ha somleianni le ama tak chunga imo ei tong rang hava ha hangai kom ei ril. 
MRK.10.33	Aman ei ti, “Enro, koini hi Jerusalema na se hatuka Miring Sapa chaizung le Lekhanziakpu ngai kuta anpen ti. Hatuka amanin ama thatna rang om tho unti hatuka Jentail ngai kuta pe unti. 
MRK.10.34	Hatuka hangai han ama ha elsel unti, a mai machil unti, zem unti hatuka that unti hava suale nin thum suale anthui ret inti.”
MRK.10.35	Hava suale Zebedai a naipasal anni Jakob le Johon ha a kom a hong u na ati u, “Minchupu koini nei zot hi, hiva hi nang na koma nei zong tak hi nangin hava ha na tho ro,” atia.
MRK.10.36	Aman hangai rang ha ei ti, “Imo nei zot u nangni ranga imo kei tho rang?”
MRK.10.37	Amanin, “Koini hi hiva bor na pe ro nang anlianna na chang tik angkhat na changtiang hanuk angkhat na voitiang nei ansut theina rang.” ati u.
MRK.10.38	Isuan hangai rang ha, “Nangnin imo nei zong u hava ha re u mak che ka kheng buangna taka buang thei un mo? Hatuka koi baptisma kei changna taka nangnim baptisma chang thei un mo?” ati pe. 
MRK.10.39	Amanin ei ti u, “Na thei,” Isuan hangai ha ei ti pe, “Ka kheng buangna taka buang thei un na ti hatuka ka baptisma lakna baptisma la thei un na ti. 
MRK.10.40	Tenchu amun u rang ansin ngai rang rong nok chu tute ka chang tiang ka voi tiang ansut ranga koiin thei making.” ati pe.
MRK.10.41	Hiva chong hi a riat u na atei som ngai ha Jakob le Johon a chunga a malung dik sabak u lai mak. 
MRK.10.42	Tenchu Isuan hangai ha akom a paia ei ti, “Nangnin na riat u Jentail ngai bila ulian a changpu ha aman lian sabak u na hava ngai han amani chunga anlala ei om hatuka amani laia alian ngai han hangai chunga ei anlal sabaka ei om. 
MRK.10.43	Nangni laia chu hantin han nimak tenchu nangni bila ulian a chang zot tak chu ama ha nangni dorbo adom inti. 
MRK.10.44	Hatuka nangni bila ulian achang zot tak chu ama ha mi ngai suak chang inti. 
MRK.10.45	Asik chu ataka Miring Sapam min adorbo ei adom ranga a hong nimak, tenchu mi dorbo andom ranga le mi tampa rathula a nuk zokna rang man anga a pek rang a hong keng.”
MRK.10.46	Hatuka Jeriko na a hong u na ama a zolai ngai le mi tampa le Jeriko ata a suak u na ase u na hava han Timai a naipasal Bartimai a tia mi angkhat acho kutado lampui kola ansuta a om. 
MRK.10.47	Aman hiva hi Nazaret Isua tia ei riat le ankheka, “O Isua David Naipasal, koi hi lungkham na mu ro,” ati.
MRK.10.48	Hava han mi ngaiin, dairek ro, dairek ro, ati u na ama ha ei a ngo u.Tenchu haneka ankheka, “Koi hi lungkham na mu ro,” ati.
MRK.10.49	Hanke Isua andinga ei ti, “Ha nai ha pai u ro,” hanke mi ngaiin ha acho ha a pai u na, “Anngam ro, anthui ro, aman ana pai,” ati u.
MRK.10.50	Hanke a puan a maka antoma anthuia Isua kom ase.
MRK.10.51	Isuan ama ha, “Nang imo nei zong, imo kei na tho pe rang?” ati pe. Acho han ei ti, “Rabbi kei mu theina rang,” ati. 
MRK.10.52	Isuan, “Se ta ro, nei iamna han ana mandam zei,” ati pe. Havalen han amu thei a, hatuka lampuia ama nu nuka ei se.
MRK.11.1	Hava suale amani ha Jerusalem kola Oliv mual Bethphage le Bethani khuana a hong u le hava han ama a zolai ngai bila anni ha a tira. 
MRK.11.2	Amani ha ei ti pe, “Na maton u na sova khuana son se u ro sova son nei va lut u le sakuarpar atete anthung va mu un na ti a chunga mi ngal la chuang mak hava ha suta hong ko u ro. 
MRK.11.3	Hatuka min nangni rang ha ichangamo hantin nei tho u ati ten hintin hin ti u ro hiva hi Puman anang hava han hong man choi len unti,” ati.
MRK.11.4	Hanke ase u na ei va mu u sakuarpar atete suakkhar kola apanga anthunga a om hava ha a khek u na. 
MRK.11.5	Hava han andinga om ngaiin hoho min mo, “Sakuarpar te ari nei sut u na imo nei tho u rang?” ati u.
MRK.11.6	Hava han Isuan ei ti ang han amanin hava ngai rang ati pe u. Hatuka hangai han hava ha a manchoi u. 
MRK.11.7	Hatuka amanin ha sakuarpar te ha Isua kom achoi u na hava chunga a puan a dap u na aman hava chunga han a chuanga ansut. 
MRK.11.8	Hava han mi ngaiin a puan lampuia a dap u na hanuk atei ngaiin lam kola thingbak a tuka lama a pha u. 
MRK.11.9	Hatuka mi ngaiin a matona a nuka ase ngai han anringpana ankhek u na ei ti u: “Hosanna Puma raminga hong chu anpaka om rase! 
MRK.11.10	Ram honga tung rang, Koini na pa David a ram chu anpaka om rase, Chungnungkhit koma Hosanna.” 
MRK.11.11	Hatuka ama ha Jerusalema a luta Biakina ase hanke asir a panga anhoia a en zita ani ei bui sika ha somleianni ngai le a suak u na Bethani a pan u.
MRK.11.12	Hatuka zing khua var nikhuana hangai ha Bethani ata a suak sua u le ama a von anchama. 
MRK.11.13	Hanke alapa ata abua ring theipui kung khat amu a havan ata a mara man boning tia a kola ase na tenchu abua rong ava mu atei ite mu mak asik chu hava han theipui anra hun nimak. 
MRK.11.14	Aman thing rang ha ei ti, “Atun ata tuten na mara na salai no rase.” Hiva chong hi ama zolai ngaiin ei riat u.
MRK.11.15	Hatuka hangai ha Jerusalema ase u na ama ha Biakina a luta havana azuar, anchok ei tho u, ha va ngai ha a rasua na hatuka sum a thul ngai dokang le pharvali a zuar ngai ha ei ansut u na ngai dora ha a malet pe. 
MRK.11.16	Hatuka Pathian Biakina tuten neinun ei choi phal lai mak. 
MRK.11.17	Hatuka aman hangai ha aman chuna ei ril, “Ka in hi namtin ranga borzongna in nin ti tia anziak nimak mo? Tenchu nangnin mi that ngai khurpui a nei sin u.” 
MRK.11.18	Hiva chong a riat u na chaizung le Lekhanziakpu ngaiin hontinmo ama hi na masiat ngai tia ei ravana ei en u anchim ei achi u asik chu mi doran ama chong ril achang ei mandong.
MRK.11.19	Hatuka ani luta azing le, kho tual panga ase u.
MRK.11.20	Zing khua vara hangai ha ase tir u na kal choi chunga ei mu u ha theipui kung ha a razung le ile achar biang. 
MRK.11.21	Hava han Pitorin mana rui ha a mandona ei ti, “Rabbi enta, theipui kung khomak nei sam ha achar biang zei,” ei ti.
MRK.11.22	Isuan a masanga hangai rang ha ei ti pe, “Pathiana iamna siak u ro. 
MRK.11.23	Atak taka kei na ti ni u zei mi hiva mual hi anthot tan tipuiliana va chul ro, hatuka iam lui a bui no rase ten iam rase ei ti tak pei chuk inti ama ranga hava ha nin ti. 
MRK.11.24	Hasik han kei na ti ni u zei borzong a nei zong u ha aman ngeta an iam u ro hava han nangni rang hava ha nin ti. 
MRK.11.25	Hatuka bor a zong rang nan ding u kip le mi chunga chong a om ten madual u ro. 
MRK.11.26	Hanke na Pa u anvana hanin um nangni nei ma siat u ngai dora ei na madual u rang.”
MRK.11.27	Hatuka hangai ha Jerusalema ahong ret u hatuka ama ha Pathian Biakina achei anlenga hava lai tak han chaizung ngai Lekhanziakpu ngai le atar ngai a kom ahong u na ei ti pe u. 
MRK.11.28	“Nang hi tu chonga mo hiva ngai hi tumo tho ro ana ti,” ati pe u.
MRK.11.29	Isuan hangai ha a ti pe, “Koi um chong khat na rakel u di rong na masang u ro hanke kei na masang u rang i le mo kei tho. 
MRK.11.30	Johon a baptisma van ata mo ei ni ole miring ata mo na masang u ro?”
MRK.11.31	Hava han amani le amani anril u na, “Anvan ningneina ata na ti le, ‘Hanle iam u mak chena na ti inti.’ 
MRK.11.32	‘Miring ningneina lehan ti ret thei mak me,’ asik chu mipui achi u na. Asik chu mi doran Johon ha deari tak keng atia ei riat u ani na.” 
MRK.11.33	Hantin han amanin Isua ha ei masang u, “Re mak me,” atina. Hatuka Isuan hangai rang ha, “Koi um i le mo kei tho na ril u no ning,” ati pe.
MRK.12.1	Hava suale aman ankhina le amani kom chong ei ril, “Mi khat gerep rahuan athona rakul le aman kul tita gerep sorna rang khur a khuara hatuka in ansang a sina sin atho ngai kom a peka ram atei a ase viak. 
MRK.12.2	Hatuka sin atho ngai kom gerep rahuana mara a changai ama rang a kham rang amani kom a hun taka a suak khat aman se. 
MRK.12.3	Amanin hava nai ha a sur u na a rahoka a zema kut koronga aman se u. 
MRK.12.4	Hanuk aman hangai kom asuak khat aman se ret a amanin a lu alei khui pe u na maimok a sak u. 
MRK.12.5	Hava suale aman hanuk angkhat aman se, amanin ama ha a that u hoho mo ei zem hoho mo ei rahok ei that u. 
MRK.12.6	Hava han angkhat dak ala don a naipasal madit tak nukhon khita aman se, ‘Ka naipasal chu lei manlian u bo ni,’ tia. 
MRK.12.7	Tenchu rahuana sin atho ngai han anril u na, ‘Hile dong aluak rangpu hong u ta ro, hiva nai hi that u rei hanke koini ta ei chang rang,’ ati u. 
MRK.12.8	Hatuka a sur u na a that u, hatuka rahuan panga a pei u.
MRK.12.9	“Ha gerep rahuan puma han imo ei hong lot rang ama hong inti na ha rahuan a tho ngai ha masiat inti, hatuka ha rahuan ha mi tei pe inti. 
MRK.12.10	Pathian lekha hi pore u mak che mo? 
MRK.12.10	‘Lunga phum ngaiin ei tel u nok ha,
MRK.12.10	A kila lung alian khit achang zei.
MRK.12.11	Hiva hi puma ata keng ei ni,
MRK.12.11	Hiva hi koini mu na ranga chu chang dongna ke.’ ”
MRK.12.12	Hava han amanin ama ha asur rang ei val u ten mi ngai ha ei achi u asik chu amanin ei riat u ama ni ei dema ankhina ei ril, hatuka a mak u na ase u.
MRK.12.13	Hava suale amanin ituk lek mo Pharisi le Herod a pol ama kom aman se u na chonga ei man ok thei u na ranga. 
MRK.12.14	A hong u na aril u, “Minchupu koinin nana riat nang hi a dik tute achi mak che asik chu tute mai lek mak che ten adik pika Pathian lampui ruia nei manchu Kaisar hi phil man a pek hi adik mo?”
MRK.12.15	Koinin nei pek rang mo nei pek nok rang mo? Aman ei khel u zia ariata ati pe, “Ichangamo nei na mansin u dinar aduli khat hong koi u ta en di rong.” 
MRK.12.16	Ahong koi u na aman ati pe, “Hiva ramil le hiva raming tumo?” atina. “Kaisar,” ati pe u.
MRK.12.17	Isuan hangai ha ati pe, “Kaisar ata chu Kaisar pe u ro hatuka Pathian ta chu Pathian pe u ro,” Hava han amanin ama rui a a chalaka changdong ei riat u.
MRK.12.18	Hatuka Saduki ngai anthuiret ngai mak ati ngai ama kom a hong u na a rakel u: 
MRK.12.19	“Minchupu, Mosin koini rang ei maziak a parual a thina a nungak a maka nai a nei nok ten a parualin a nungak la rase a parualpa ranga chi man piang rase ati. 
