MAT.1.1	Yeisu Keliso ana laoma bwaite besiele, Yeisu Keliso iya Deibida tubuna, Deibida iya Abelamo tubuna. 
LUK.11.51	Iyatubuya Eibeli koina kanasiga Sekalaiya. Sekalaiya siunui kaba pwaoli yo Nume Tabu kana dedei yakayakasisina luwaluwalili mena. Na yawalo kolimiu, todudulai ali boita meuloina maisana komiu yaso bwaite kani kwalobai. 
LUK.11.52	Oo katekamkamnamiu komiu loina kana toyakayakataiwo, bwaliga kwasilae. Kaiwena Yaubada ana katai kana ki iyaele wakele-gabaenako. Nige Yaubada wasana kwayayakatai-yadudulai tomo kolili. Mwa kaiwena kani nige kwaboma kwalulusae. Tabe siya nuwanuwali silusae ali kamwasa wakaukausi.”
LUK.11.53	Yeisu numene ilogabaenako. Kabo sauganane koina Palisi mekalikavao loina kana toyakayakataiwo me ali munamunai kabo siyatubu Yeisu sikawa-naenae-yani mwa siloina yakato kani neli sibaibaiwa sineliyagili koina na tem sigamwapakiki mekalikava. 
LUK.11.54	Kaiwena siya nuwanuwali tem Yeisu ana edeedede koina lopwano yabo silobai na mesabana koina sikabikalatan.
LUK.12.1	Sauganane tomo bodali kali baibaiwa tausan yo tausan silogogoma yo sietubatubali-yagili, kabo Yeisu iedeedede baguna ana tobenaliyao kolili iwaloba, “Wagite-kalatagimiu Palisi ali yisti kaiwena, mumugali mwakomwakotana bwaite kabona yawalowenako kolimiu kisi mumugaline ipanaisiwa kolimiu. 
LUK.12.2	Tawae ginauli wadawadamli waginaulili kani simayale tomo sigitaili sikataili. 
LUK.12.3	Kabo tawae kwawalowalowen boniboniyai mena kani tomo sibenalan imayale, yo tawae kwabalabala-mumuwan kamikavao tenali mena biliutusi kalona mena kani siyoga kaikaiwe ganamuli mena na tomo meuloili sibenalan.”
LUK.12.4	“Yagu eliyamwao, tabu tomo kwamamatausagili siya tem nuwanuwali siunuyamatemiu kaiwena siya sowasowana kwapimiumo siunuyamate, na nige sowasowali ginauli yaboyoi siginauli boita mulina mena. 
LUK.12.5	Ami wasa yaeyawa, Yaubadamo iya kwamatausan, iya ana kaiwe imiyamiya sowasowana yomiu iunuyamateli yo muli mena tabe sowasowana ikele-luse-yagimiu mayau wedowedolina koina. Besiele yawalo kolimiu, iya bwaite kwamatausan. 
LUK.12.6	Bwagana kitekitele valigigi sigimwala-yagili maisana toeya labuimo, na Yaubada nige kitekitelene yabo igigite-gabaen. 
LUK.12.7	Besiele tabe komiu itomiu wiyaliyao kali baibaiwa iyasiliyako. Kabo tabu kwamamatausi kaiwena komiu maisamiu ilalakisosi kabo kitekitele meuloili maisali. 
LUK.12.8	Na yawalo kolimiu, tem yaiya tomo manli mena iwalo-masala yakato iya yagu tomo, iya esana kani yau Tomo Natuna yawalo-masalan Yaubada ana aneloseyao manli mena. 
LUK.12.9	Na tem yaiya tomo manli mena siuvalayagau, yau tabe kani yauvalayan Yaubada ana aneloseyao manli mena. 
LUK.12.10	Yaiya tem Tomo Natuna ikawa-naenaeyan, sowasowana inuwabui na nuwatu-pwaiki ilobai Yaubada koina sauga yatala koina, na yaiya iwalo kawasewa Yaluyaluwa Tabuna koina, Yaubada tomone ana pwanoli kani nige inunuwatu-pwaiki. 
LUK.12.11	Saugana tem sikalaimiu silawagimiu Yudiya ali nume tapwalolo mena yatala kaiwena, o tem sipeimiu yanuwa kana toloinao manli mena tabu kwanuwanuwatu tawae kani kwawalowen na koina livasi kwalobai. 
LUK.12.12	Kaiwena sauganane koina Yaluyaluwa Tabuna iyakenayagimiu tawae kani kwawalowen.”
LUK.12.13	Tomo yabo boda luwali mena iwalo Yeisu koina iwaloba, “Toyakayakatai, kuwalo kaukava koina tamamai ana wasawasa bwaite iboita-gabaegili iyakasa tupwana iyeyama koliyau.” 
LUK.12.14	Yeisu kainana iyamaisa iwaloba, “Eliyam, yaiya ipeiyau na yaemala ami toloina na mesabana tamamiu ana wasawasa yayakasa yomiu labui kaiwemiu?” 
LUK.12.15	Kabo Yeisu iwalo bodane kolili iwaloba, “Wagite-kalatagimiu, tabu kwamamankikiwasi ginauli uloi yo uloi kaiweli, kaiwena bwagana tem ami wasawasa ibaibaiwa, nige sowasowamiu yawasimiu kwalobai wasawasane kolili.” 
LUK.12.16	Kabo walo kobwaibwaili mena iedeedede kolili iwaloba, “Towasawasa yabo ana witi kana tano kanna ilalakisosi. 
LUK.12.17	Kabo inuwanuwatu yo iba, ‘Nige yagu kaba lopei ipapagan na yagu tano kanna yatano-gogon na yapeiseyan. Kani gubesi yagu paipaisowaina? 
LUK.12.18	Kani yaginauli bwaite besiele. Yagu lakawa kani yasokeli na lalakili yakabili kabo bwaine koina yagu witi kanna mekanakava yagu wasawasa tupwaliyao tabe yakatububunagili na yapeiseyagili. 
LUK.12.19	Imwawasi kabo yabomayoi kani yawalo koliyau yaba, Oo yagu gogo wasawasa sibaibaiwasosi mwa yapeiseyagiliko sowasowana bolime sibaibaiwa sisaguiyau. Kabo yakaiyawasi, yakekan, yanuma yo yayaliyaya kanasiga yaboita.’ 
LUK.12.20	Na Yaubada iwalo koina iba, ‘Yauyaule kowa. Bwaite boniyaine koina yawasim yakelegabaen na kuboita. Ginauline meuloina bwaite kupepeiliwa kaiwem siya kani tomo uloili sikalaili.’” 
LUK.12.21	Ana walo kobwaibwaili iyemwawasi kabo Yeisu iwaloba, “Na besiele tabe tomo meuloili kolili, siya ali wasawasa sikele-gogonagili sibomayoi kaiweli kani sibubutuma Yaubada manna mena.”
LUK.12.22	Kabo Yeisu iwalo ana tobenaliyao kolili iwaloba, “Yawalo kolimiu, tabu kwanuwanuwatusosi yawasimiu kaiwena yo kwawaloba, ‘Tawae kan kakan o tem tawae kani kalilikwane?’ 
LUK.12.23	Yawasi kana nuwatu ilalakisosi kabo kan kana nuwatu. Yola kana nuwatu ilalakisosi kabo kaleko kana nuwatu. 
LUK.12.24	Kwanuwatui man aoao kaiweli, siya nige sikumakuma yo nige sikekelikeli. Yo bwagana nige ali lakawa ipapagan na iyamo Yaubada iya iyakayakanli. Komiu ginauli lalakisosina Yaubada manna mena kabo man. 
LUK.12.25	Gubesi, yaiya luwamiu mena sowasowana yawasina kana sauga ikabi-yamamalawe tem sauga meuloina inuwanuwatusosi me ana kate wakaka? Nigele, awa? 
LUK.12.26	Walo yawasosi katewakaka ginauli bwaite kikiuna kaiwena nige ana sagu kolila. Kabo tawae kaiwena ginauli kikiuli tupwaliyao tabe kaiweli kwanuwanuwatusosi? 
LUK.12.27	Kwanuwatui mula lalali kaiweli. Siya nige sipaipaisowa yo siya nige ali kaleko sikokonakona. Na yau yawalo kolimiu, walo yawasosi Kin Solomon ana kaleko wasawasa inamwanamwasosi. Na iyamo mula lalaline kali koleya sinamwanamwasosi kabo muli mena Kin Solomon ana kaleko wasawasa kana koleya. 
LUK.12.28	Kabo takatai Yaubada kawasi kali kwama iwolegili kawasine kabona tagitaili silala na bwaliga siboita yo sigabuli mayau mena. Komiu kawasi kwanamwanamwa-gabaegili mwa walo yawasosi kami kwamaone kani iyeliwa. Na komiu ami meli nige ilalalaki bwaite yagu walone kwanuwatu-kalatan. 
LUK.12.29	Tabu me ami katewakaka na kwanuwanuwatu tawae kani wakakan yo tawae kani kwanunuma. 
LUK.12.30	Yanuwa yaulina tomonliyao siya nige tomeli sauga meuloina ginauliline besiele siloyaloyaili. Na Tamamiu iya ikataiyako komiu ami nuwatu ginauline kaiwena. 
LUK.12.31	Na Yaubada ana kaba loina kwaloya-bagunayan kabo muli mena ginauline kaiweli kwanuwanuwatune kani iyeliwayoi kolimiu. 
LUK.12.32	Komiu yagu boda kikiuna, tabu kwamamatausi, kaiwena Tamamiu nuwanuwana lalakina tem ana kaba loina iyeyawa kolimiu. 
LUK.12.33	Ami gogo wasawasa wagimwala-yagili na manenane kwaolena tobubutumao kolili. Bwaite kamwasane koina bulibuli kana wasawasa wakalai, iya bwaite Yaubada ana tobwane nige sowasowana sauga yabo inae yo nige sowasowana sauga yabo imwawasi (gaibuna). Dedeinane koina nige tokewali silaulau yo nige sowasowana wesoweso sisibayanaeli. 
LUK.12.34	Toisabo dedei koina ami wasawasa imiyamiya kani yaluyaluwamiu imiyamiya tabe koina.”
LUK.12.35	Yeisu iwaloyoi iba, “Wakatububu-nagimiu paisowa kaiwena, kami kaleko kwalikwali, kami beleti kwapanli yo tabe ami odam siwedowedoli. 
LUK.12.36	Kwayamala besiele topaisowa sisanasana ali taubala ipipileyoima kasole kekanna yabo koina. Kabo sauganane iyawatagilima ikipisi gamwa mena mwayamwayau sisoke kaiwena. 
LUK.12.37+LUK.12.38	Inamwanamwa topaisowaone kaiweli tem saugana ali taubala ipileyoima na ilobaili siyaele sisilasilawa bwagana boniyai luwaluwalina o tem yanuwa layalayanna koina iyawatagilima. Yawalo yawasosi kolimiu, ali taubala paisowa kalekona kani ilikwa yo kana beleti ipan-kalatan, kabo iwalo simiyasio ali kaba miyasio kolili yo kali ikalailima iwolegili yo sikekan. 
LUK.12.39	Kwanuwatu-kalatan bwaite. Tem nume tanuwagana ikataiyako toisabo sauga tokewali ilalaoma kani ikatububu na isanasanai tabu tokewaline ana nume isosoke yo ilulusae. 
LUK.12.40	Na komiu wakatububunagimiu. Saugana Tomo Natuna iyawatagilima kani iyakate-yapitalimiu kaiwena ana sauga laoma nige wakakatai.”
LUK.12.41	Pita ineli Yeisu koina iwaloba, “Guyau, kaba gite bwaite kuwalowenne kai kaiwemai o tomo meuloili kaiweli?” 
LUK.12.42	Guyau kainana iyamaisa iba, “Yau yaedeedede iya yaiya topaisowa sanasanapuna yo kalakalakisiyena kaiwena. Iya ana taubala paisowa iwolena ana nume igite-kalatan yo ana susuyao iyakanli kekan kana sauga yawasosi koina. 
LUK.12.43	Tem ana taubala ipileyoima yo igitai paisowane iginaginauli, kani ikawa-namwanamwa-yani. 
LUK.12.44	Yawalo yawasosi kolimiu, ana taubala kani igitesipwai yoi yo ipei ana gogo meuloina igitekalatagili. 
LUK.12.45	Na tem topaisowane ana nuwatu yakato ana taubala kani nige imwamwaya-mwayauma kabo iyatubu ana tali topaisowao tatao yo sinesineo iunu-gwalagwalaili, yo ikekan, inuma yo tabe inuma kabakabaleya, 
LUK.12.46	na saugana ana taubala ipileyoima kani katena ipitali kaiwena ana pileyoima kana kaliyate yo kana sauga nige ikakatai. Kabo taubalane topaisowane kani iunu-gwalagwalai yo igabaen toyauyaule ali dedei koina bwaimwa Giyena. 
LUK.12.47	Tem topaisowa yabo ikataiyako tawae ana taubala nuwanuwana iginauli kaiwena, na tem nige ikakatububu tawae ana taubala ana nuwatu kani ana pileyoima koina unu lalakina ilobai. 
LUK.12.48	Na tem topaisowa yabo ana taubala ana nuwatu nige ikakatai yo ipaisowa-yanae sowasowana sisapi na kana sapi nige ilalalaki. Tabe besiele tem topaisowane kana yauyauya lalakina ilonamwayan ana taubala kaiwena ipaisowa lalakina na tem kana yauyauya lalakisosina ilonamwayan ipaisowa lalakisosina.”
LUK.12.49	Kabo Yeisu iwaloyoi iwaloba, “Yau yalaoma na mayau kalapulupululuna yakalaiyama yanuwa yaulina mena. Ilonamwayan tem baguna mayaune iyatubu iwedowedoli kabo yalaoma. 
LUK.12.50	Babitaiso yabo polopolowena iyaele manigu mena kani yababitaiso koina na iyamo yaluyaluwagu ipolowesosi kanasiga babitaisone yaemwawasi. 
LUK.12.51	Tabu kwanuwanuwatu yakato yalaoma yanuwa yaulina mena daumwali yakalaiyama. Nigele, na yalaoma kolimiu kani miya-yakasa iyawatagili. 
LUK.12.52	Bwaite koina yo sauga ilalaoma susu kani miya yakasa silobai yoli yaiyona siya yagu boda na siya yoli labui kagu tokalomagigiliwo o nuwana tabui dedei yabo. 
LUK.12.53	Tama yo natuna tauna koina kani yakasa iyawatagili kolili, yo tabe sina yo natuna sinena koina kani yakasa iyawatagili yo tabe lawana keduluma yo lawana sine koina kani yakasa iyawatagili kolili.”
LUK.12.54	Yeisu itagelakeile yo iwalolau boda kolili iba, “Saugana tem yaloyaloi dubadubana yabo wagitai ikin-saema bwauli mena, kwawaloba, ‘Kani galewa italu,’ kabo muli mena iyawatagili besiele. 
LUK.12.55	Tem yaumai yavana ilotalu kwawaloba, ‘Kani yanuwa iwedowedoli,’ kabo muli mena iyawatagili besiele. 
LUK.12.56	Komiu tomwakomwakota. Yanuwa yaulina kali kilakilala wakilalali, na Yaubada ana kilakilalao nige nuwamiyao simamayale-yagili sauga bwaine waluwalunane kaiwena.”
LUK.12.57	“Tawae kaiwena nige sowasowana kuboma ugitesipwa tawae inamwanamwa yo idudulai? 
LUK.12.58	Tem tomo yabo iyakewaiwo yo nuwanuwana iyatalayagiwo, kutonan kaiwe na tem kamwasa mena kuyadudulai bagunayan na mesabana tabu ilalawagiwo kaba yatala koina kisi bwaine koina sipeiwo toyatala koina kabo toyatala ipeiwo pilisiman nimali mena na sipei-luseyagiwo deli mena. 
LUK.12.59	Yawalo yawasosi koliwo, tem sipei-luseyagiwo deli mena, nige sowana kuyawatagili kanasiga kam yagayaga meuloina kuyamaisaoli.”
LUK.13.1	Sauganane koina tomo tupwaliyao silaoma yo Yeisu ana wasa siwolena yakato Pailato Galili tomoliyao tupwaliyao iunuyamateli saugana sipwaopwaoli Yelusalema Nume Tabu mena. 
LUK.13.2	Yeisu kainali iyamaisa iba, “Naga kwanuwatu bodane bwaite Pailato iunuyamateli siya ali pwanoli ilalakisosi Yaubada manna mena kabo tomo Galili meuloili ali pwanoli? Gubesi, bwaite kaiwena mwa sikamkamna? 
LUK.13.3	Nigele. Na yawalo kolimiu tem nige ami pwanoli kolili kwanunuwabui komiu tabe meuloimiu kani kwaboita. 
LUK.13.4	Beyabeyana nume malamalawesosina Sailoma koina iguli mwa italu tomo kali baibaiwa eitin (18) pwatali mena yo siboita. Gubesi, siya tomone bwaite ali pwanoli ilalakisosi Yaubada manna mena kabo tomo Yelusalema meuloili ali pwanoli? 
LUK.13.5	Nigele. Na yawalo kolimiu, tem nige ami pwanoli kolili kwanunuwabui komiu tabe meuloimiu kani kwaboita.”
LUK.13.6	Kabo Yeisu walo kobwaibwaili mena iwalolau kolili iba, “Mayau yabo besiele damaya tomo yabo ikumai ana tano mena, ikin kabo ilau kanna iloyaloyai, na nige yabo ilolobai. 
LUK.13.7	Kabo iwalo tano kana togitekalatan koina iba, ‘Ugitai, bolime yaiyona koina yalaoma mayaune kanna yaloyaloyai, na nige yabo yalolobai. Ukogabaen kaiwena bwatano kanna iyaveyavenuwan bwagabwagai.’ 
LUK.13.8	Togitekalatan kainana iyamaisa iba, ‘Taubala, imiyamiya bolime kaigedayoi naga kabo bwatanone yaina mena yakeli-takikilan yo bwatanone kanna mekanakava yaebweli. 
LUK.13.9	Tem bolime ilalaoma na iuwe, ee inamwanamwasosi. Na tem nigele kani kabo tako-gabaen.’”
LUK.13.10	Yudiya ali Sabati yabo koina Yeisu ilau nume tapwalolo mena yo iyakayakatai tomo kolili. 
LUK.13.11	Na sine yabo iyaele imiyamiya nume tapwalolo mena yaluyaluwa biki yabo ilusae koina yo ikasiebwa bolime kana baibaiwa eitin (18). Sinene dagelana iyou yo ilolopwalopwalou yo nige sowasowana dagelana iyadudulai. 
LUK.13.12	Saugana Yeisu sinene igitai iyoga isaema koina kabo iwalo sinene koina iba, “Sine, livasi kulobaiyako kam kasiebwa koina.” 
LUK.13.13	Nimana ipeili sinene koina kabo sauganane koina sinene itolo-dudulai yo Yaubada itobalan. 
LUK.13.14	Kabo nume tapwalolo kana tobaguna imunamunai, kaiwena Yeisu tokasiebwane iwoisi kaliyate sabati koina. Kabo tobagunane iwalo tomo kolili iwaloba, “Kaliyate sikisi sowasowana tapaisowa. Kabo kaliyateliyaone kolili kwalaoma woiwoisi kaiwena na kaliyate sabati koina nigele.”
LUK.13.15	Yeisu tomone kainana iyamaisa iba, “Tomwakomwakota komiu, meuloimiu kaliyate Sabati koina kwapaisowa saugana ami yakayakan kwalivasili ali nume mena kwaniuli-yawatagilagili na kwayakanli yo kwayanumali. Besiele wa? 
LUK.13.16	Na sinene iya Abelamo tubuna yabo, yo Seitani ipan bolime eitin. Na sowasowana kana panne talivasi Sabati koina. Kaiwena tomo ginauli lalakina Yaubada manna mena kabo yakayakan.” 
LUK.13.17	Saugana Yeisu iwalo bwaite besiele kabo kana tokalomagigiliwo simwalimwaline. Na tomo meuloili ginauli namwanamwali meuloina Yeisu iginaulili kaiwena siyaliyaya.
LUK.13.18	Kabo Yeisu iwaloyoi iwaloba, “Toisabo kaba gite koina na Yaubada ana kaba loina kana koleya yawalo-lawan koina? 
LUK.13.19	Bwaite besiele mayaune esana ketabu patuna, tomo yabo ikalai yo ikumai bwatano mena. Patune kikitoitoinane ikin yo iyamala mayau lalakina yabo, kabo man meuloili silaoma na ali noi siginaulili lagalagana kolili. Bwaite kaba nuwapwanopwano kolila.” 
LUK.13.20	Kabo Yeisu iwaloyoi iba, “Kaba gite labuina bwaite koina na Yaubada ana kaba loina kana koleya kani yawalo-lawan koina. 
LUK.13.21	Bwaite besiele, sine yabo yisti kikiuna ikalai yo isuwai pwalawa baiki yaiyona kalona mena, kabo mekanakava iyebweli kanasiga yistine pwalawa meuloina ilusae kalona mena kabo pwalawa isese. Bwaite kaba nuwapwanopwano kolila.”
LUK.13.22	Yeisu ilalau Yelusalema kaiwena na ana laune koina yanuwa lalakili yo yanuwa kikiuli kolili iyakayakatai tomo kolili. 
LUK.13.23	Tomo yabo luwali mena ineli koina iba, “Guyau, nuwana tomo nige sibabaibaiwa kani lebo silobai?” 
LUK.13.24	Kabo Yeisu iwalo boda kolili iba, “Wakaiwe kwalusae kaba lusae kipakipana koina. Yawalo kolimiu, tomo sibaibaiwa sitonan nuwanuwali silusae na nige sowasowali. 
LUK.13.25	Saugana tem nume tanuwagana ana gamwa ikausi, komiu Yudiya kani kwatotolo gana muli mena yo wakipikipisi kwawaloba, ‘Guyau, gamwa kusoke kaiwemai,’ na kabo kani kainamiu iyamaisa iwaloba, ‘Sauga imwawasiko, nige yakakataimiu yo tabe toweya kwalaomaya.’ 
LUK.13.26	Kabo kani kwawalo koina kwaba, ‘Na iyamo tauna kona mekamakava kowa takekan yo tanuma. Yo kutolo ama kamwasa kolili, mwa kuyakayakataimai.’ 
LUK.13.27	Na kainamiu kani iyamaisa iba, ‘Nige yakakataimiu yo tabe toweya kwalaomaya. Meuloimiu kwalowasi, komiu tonaenaena.’ 
LUK.13.28	Komiu Yudiya kani kwavalavalam yo mwakamiu siyekalasi saugana ami tali Yudiya bwaimwa Abelamo, Aisake, Yakobo yo palopitao wagitaili simiyamiya Yaubada ana kaba loina mena. Na komiu kani sikele-yawatagilagimiu kwamiyamiya gana muli mena. 
LUK.13.29	Tomo uloili kani silaomaya dabwelo ana kaba sae yo ana kaba sugu, dedei pwata yo dedei pae, kabo simiyasio Yaubada ana kaba loina koina na sikekan.
LUK.13.30	Kabo tomo siya esaliyao kikiuli kani simiya-baguna yo siya esaliyao lalakili kani simiya-muliya.”
LUK.13.31	Sauganane koina boda Palisi tupwali silau Yeisu koina siwalolau siba, “Yanuwane bwaite kulogabaen na kulau dedei uloina koina kaiwena kin Elodi nuwanuwana iunuiwo.”
LUK.13.32	Yeisu kainali iyamaisa iba, “Kwalau kwawalo bwaine bwauwane sokasokanane koina kwawaloba, ‘Kabona yo bwaliga yaluyaluwa biki kani yatao-yawatagilagili yo tokasiebwaone yawoisili, na kaliyate yaiyonane koina kani yagu paisowa yaemwawasili.’” 
LUK.13.33	Yo Yeisu iwaloyoi iba, “Na besiele bwaite kabo kaliyatene kabona yo bwaliga yo bolawa yalalauyoi mwa kaiwena nige sowasowana palopita yabo iboita dedei uloina koina bwaimwanamo Yelusalema. 
LUK.13.34	Oo Yelusalema kana tomiya, komiu tubumiyao baguna palopitao siunuili yo siya Yaubada iyawasali tubumiyao kolili silovekuili. Sauga meuloina nuwanuwagu ami tomo yakele-gogonagilima besiele kamkam sinena natunao ikele-gogonagili pepena yaulina mena, na nige nuwanuwamiu besiele. 
LUK.13.35	Na kabo ami nume tabu kani imiya-bwagabwaga. Na yawalo kolimiu, nige tabe kani wagigitaiyau yoi kanasiga yapileyoimayoi, kabo sauganane koina kani kwatobalanagau kwawaloba, ‘Yaubada iwalo-muloloi iya ilaoma Guyau esana mena.’”
LUK.14.1	Yudiya ali Sabati yabo koina, Yeisu ilau Palisi ali boda kali tobaguna yabo ana nume mena ikekan. Na siya tupwaliyao kekanne koina simanman-kulakulai nuwanuwali tem ginauli yabo sigitelobai na tem siyakewai. 
LUK.14.2	Na tomo yabo iyaele imiyamiya Yeisu manna mena yona silolo. 
LUK.14.3	Kabo Yeisu ineli Palisiyao yo loina kana toyakayakataiwo kolili iwaloba, “Ilonamwayan tem tokasiebwa tawoisi kaliyate Sabati mena o tem nigele?” 
LUK.14.4	Na simwanoumo nige kainana siyayamaisa. Kabo Yeisu ikabi-lau tomone koina yo iwoisi inamwanamwa yo iyawasa ilau. 
LUK.14.5	Mwa kabo iwalolau kolili iba, “Tem yabo kolimiu natum tauna o tem am bulumakau ibeku waila keli kalona mena kaliyate Sabati koina, kani mwayamwayau kulau kutabeisin, besiele wa?” 
LUK.14.6	Na simwanoumo.
LUK.14.7	Yeisu igitai tomo siya kekan kaiwena siyoganlima numene koina sibomamo tomo lalakili ali kaba miya sigitesipwaili yo simiyasio kolili. Saugana mumugali igitelobai kabo walo bwaite iwalowen kolili iwaloba, 
LUK.14.8	“Tem tomo yabo ikawanoi kulau kasole soina koina tabu kumimiyasio tomo lalakili ali kaba miyane koina, kisi kaba miyane sigitesipwaiyako tomo uloina kaiwena, bwaite iya esana esam ilalaki-gabaen. 
LUK.14.9	Kabo soi tanuwagana iya yomiu labui iyoganmiu kani ilaowa yo iwalo koliwo, ‘Bwaite kaba miyane kutolo-gabaen na tomone bwaite imiyasio koina,’ mwa kowa kani kumwalimwaline yo kulau kumiyasio mulisosi mena. 
LUK.14.10	Na tem siyoganiwo kekan koina kulusae kulau kumiyasio mulisosi mena kabo sauganane tem soi tanuwagana ilaowa, kani iba, ‘Yagu eliyam, kutolo kulau kaba miya namwanamwana koina kumiyasio.’ Kabo tomo meuloili siya mekamkavao wakekan kani sigitaiwo kowa esam ipagan. 
LUK.14.11	Kaiwena tem tomo yabo iboma ipeiseyan Yaubada kani ipei-yatalu, yo tem yabo iboma ipeiyatalu, Yaubada kani ipeiseyan.” 
LUK.14.12	Kabo Yeisu iwalo nume tanuwagana koina iba, “Saugana kala pwasinasina kanna o tem lolau kanna kupaisowai, am eliyamwao tem kamkavao o tem totoumwao, tem towasawasao siya am yanuwa mena, tabu kuyoyoganli. Kaiwena tem uginauli besiele, ee siya kani siyamaisayoi koliwo. Mwa bwaite kani maisam ukwalaiyako. 
LUK.14.13	Sauganane tem soi uginauli kabo tobubutuma siya nima youyouli yo tolosigesige yo tomangibugibu kuyoganli. 
LUK.14.14	Kani mumugamne koina Yaubada ana walo-mulolo kulobai. Siya nige sowasowali siyamaisa-yapileyoi koliwo na sauga ana kaba mwawasi koina tem todudulai sitoloyoima boita mena Yaubada kani maisam iyeyawa.”
LUK.14.15	Siya Palisiyao tokekanne simiyasio kekanne koina, kalikava yabo Yeisu ana walone ibenalan, kabo iwalo-gagasa koina iba, “Siya simiyasio soi kanna sikekan Yaubada ana kaba loina koina siya kani siyaliyaya lalakina.” 
LUK.14.16	Kabo Yeisu walo kobwaibwaili yabo iwalowen kolili iba, “Tomo yabo kekan lalakina iginauli kabo tomo sibaibaiwa iyoganli kekanne kaiwena. 
LUK.14.17	Kaliyatenane koina kekanne iginauli kabo ana topaisowa iyawasa ilau iwalo siya beyabeyana kekanne kaiwena ikawanoi-yagili iwalo kolili iba, ‘Kwalaoma ginauli meuloina sikatububunanako.’ 
