GEN.1.1	En avong mulamu, 
EXO.34.2	Kisak mesein tounah keil, ka visuvong, en visokon, kima nesa en Vatihou 
EXO.34.4	Sakini, Mosis ra lat ris ahat elu mun koa mahinhin tatisien. Out mulan, vus keilu vina nesa en Vatihou Senae, suval koa Ahi meng kati. 
EXO.34.5	Evus, Iahova mita netan en mahmah tai ka mulomal vesesal ven Mosis ka vothot en isen votut vit, “Inau Iahova.” 
EXO.34.6	Evus, Iahova ka pas Mosis ka vitehiteni vit,
EXO.34.6	“Inau navi Iahova, kei koa NAVI.
EXO.34.6	Ahi tai koa enmahisien ka more envatien mul ien.
EXO.34.6	Ahi tai koa tin taveah ka tinahos mul ien.
EXO.34.6	Ahi tai koa mum vasin hatkatien keil onen.
EXO.34.7	Anatin, nihuli kat hatkatien onak hetal min meatin keil ka titae keil heha vio … keite teni hetovuol.
EXO.34.7	Koakeil asak kalkali, arali koteh mengkatien keil onak, ka amumon tisaen keil,
EXO.34.7	inau nakilea nitie envatien onak min keil ka numon methos en keil.
EXO.34.7	Ka mukos, nisan mahien min keil enek ven tisaen keil amumoni,
EXO.34.7	ka mahien teni heat keil eris, hetal min titae keil one emun hetokol havine keil.”
EXO.34.8	Hatte tas, Mosis vita netan mini ka malingling, nan rokol atan 
EXO.34.9	ka viteni mini vit, “Iahova, munak kolele tahos enau, napeahik kusil komai. Anatin keke meatin keil ekek, vate keih ramat, ka kisan methos onom eli min komai ka konaleletei natisa mun ven sakkalkalien keil onomai. Kikur vilei komai li mehemai mehehi meatin keil onom.”
EXO.34.10	Iahova vit risi min Mosis vit, “Kosa, numon 
EXO.34.28	Mosis ro en out enek ral min Iahova avong hanumau elu (40). Ka meneai ka vongien, rokaniantei ka romun etai tounah. Mul rei selusien ten hatkatien onen Ahi en ahat elu, koanek Mengkatien Halualim.
EXO.34.29	Navong Mosis muris mita netan en Vatihou Senae, vus Mengkatien Halualim ral mini. Navong mita ven meatin keil, kei reingeingeni keke nan vihil veni kei selus ral min Iahova.
EXO.34.30	Ka navong 
EXO.34.31	Ka navong Mosis vise ruain meatin keil, Eron ral min metai keil ten vatiamal keil umai veni, ka Mosis selus min keil. 
EXO.34.32	Navong selus min keil evus, me-Isrel vasi keil emun umai vesesal veni, ka Mosis sani min keil mengkatien keil koa Ahi sani mini en Vatihou Senae. 
EXO.34.33	Navong Mosis selus evus, kav koe veinan en kaliko koa kei kilea valei retal eni. 
EXO.34.34	Ka en avong vasi koa Mosis vaha en Eim Tahisuen keke vaselus vatal min Iahova, kei kulat kaliko enek. Ka navong kistal eris, mai vitehiten tounah keil koa Ahi meng kati mini vahiteni min meatin keil. 
EXO.34.35	Navong meatin keil umai alesi, alesi keke veinan vihil. Selus evus, ling ris kaliko kav koe veinan rokol avong sav koa heha ris heselus hetal min Iahova.
EXO.40.17	Sakini, en avong mulamu en avati koa mulamu en sua hau, sua kati katau en avong amemea ran out Isip, keil avat lat Mari Eim Tavolin onen Iahova. 
EXO.40.18	 sakin meatin keil avous ai keil teni ka aling kati en vulie ral min eitu keil teni. Evus, hatur ka vatiseng teni, aleh mal eni mulomal. 
EXO.40.19	Navong alehei evus, keil aleh tavolin kav koe ai keil teni. Ka tavolin tamun, alehei mul kati, musil asa koa Ahi meng kati min Mosis. 
EXO.40.20	Evus, vus ahat elu koa Mengkatien Halualim mul ien ka ling keilu en 
EXO.40.21	Evus, alah Bokis ten Hatkatien va alingi neim en Eim Tavolin, ka rekein kaliko mul koe out koa mul ien. En sakien enek, Mosis musil asa koa Iahova meng kati mini. 
EXO.40.22	Mosis viteni min keil avus avet taling tounah keil ien va neim en Eim Tavolin, hae en kaliko, en usite matu. 
EXO.40.23	Ka ling veret ten sanien onen Iahova en hoite suval koa Iahova meng kati mini. 
EXO.40.24	Ka en usite meil, aling laet koa mulomal eni. 
EXO.40.25	Ka en out enek, en meten Ahi, kei munit laet musil asa koa Iahova meng kati mini. 
EXO.40.26	Ka luhu en keilu, vesesal ven kaliko, kei ling titi out ten sanien koa amumoni en gol. 
EXO.40.27	Ling tounah koa vite tahos mul ien ka muniti musil asa koa Iahova meng kati mini. 
EXO.40.28	Amumoni evus, Mosis vis keil arekein kaliko en voiteh ten Eim Tavolin. 
EXO.40.29	Ka en out enek, hae en voiteh teni, vis keil aling mari 
EXO.40.30	Vis keil aling pesin takas ahe ien mul vas Eim Tavolin ka mari ahor ten sanien. Evus, amutah oai va ien. 
EXO.40.31+EXO.40.32	Alingi mukok keke avong vasis koa Mosis, 
EXO.40.33	Katau en tounah keil enek, Mosis sakin meatin keil amumon vieh en kaliko karahit Eim Tavolin ka ahor ten sanien. Ka en meteau teni, aleh koe en kaliko tamun. Mukonek, umen ten Eim Tavolin enek, Mosis mum vasi.
EXO.40.34	Evus, mahmah mita mutaluh koe Out Tahisuen karahit Eim Tavolin, ka muohien onen Iahova mita va sien Eim Tavolin enek.
EXO.40.35	Ven tounah enek, Mosis sakras vaha neim en Eim Tahisuen vuo en Eim Tavolin. 
EXO.40.36	Me-Isrel keil amul ales mahmah koa mul nesa en Eim Tavolin. Navong mahmah mea, keil emun amemea, alah lat votevav keil one ka amusili. 
EXO.40.37	Ka navong mahmah mules en out enek, keil emun amules. 
EXO.40.38	En avong vasis koa keil amul amual, akilea ales mahmah onen Ahi mul nesa en Eim Tavolin, ka en vongien keil alesi viles mai vi ahang koa vilhili.
LEV.1.1	Navong Iahova mul en Eim Tavolin, vise 
LEV.1.2	“Kiselus min me-Isrel keil ka kisan mengkatien keil usil sakien ten sanien min keil kihit, ‘Navong meatin etai hesan buluk vuo sipsip vahi sanien onen, hekur buluk, sipsip, vuo nani tai esen. 
LEV.1.3	Munak tai, sanien onen vi buluk, hekur buluk koa meahos koa aven heto, tounah tovuol hekula. Kei helamuni heha en metareh ten Eim Tavolin onak. Hesakini, inau, Iahova, nikur buluk koanek en usite koa vi onen keke hemal en metok. 
LEV.1.4	Meatin enek heling hen en vatin buluk vatie lati keke ling tisaen keil onen mul ien. Hesakini navong buluk mat, inau nilesi keke meatin enek mal en metok ka methos onak hel ien. 
LEV.1.5	Kei hou vini buluk onen en out enek ka natnali keil onen 
LEV.1.6	Hevus, meatin enek houul lat hiliven buluk ka heteh lin vuseri teni. 
LEV.1.7	Pris keil isak mesein av en ahor ten sanien ka initi. 
LEV.1.8	Navong ahang mukan, pris keil iling revi vatin buluk, amur teni, ka vuseri sav keil teni. 
LEV.1.9	Meatin enek hekas motein alen ka tina keil teni, ka pris koa mul mumon sanien enek henit lin vasi sanien keil onen en ahor ten sanien. Ka vite ten sanien enek hetahos imok minau, Iahova.’”
LEV.19.1	Iahova viten selusien tai min 
LEV.19.2	vahit meseini min me-Isrel keil vahit, “!Kami mihehi votut, veni inau, Iahova, Ahi onami, navi votut!
LEV.19.17	“Konakurtei rendemien tatisa naha kat meatin sav keil koa aro vesesal venuk. Ka munak tounah tai sakin kamil millele tisa en kamil, mihetali mal eni keke hesakinuk kirmumontei tisaen.
LEV.19.18	Konasa kestei sakien tisa mini ka rendemien onom natisa kattei. !Vuo! Envatien onom hel en meatin sav keil hesuval koa keik em vat keik eris.
LEV.20.6	“Munak meatin tai en vati vahiles eisilin ranau keke vakur rendemien etai en koakeil akilea avaselus min 
LEV.20.7	Mihesan kami minau ka miheles mihousil sakien keil koa vi votut, veni inau, navi Iahova, Ahi onami. 
LEV.20.8	Mihelong kat revi mengkatien keil onak, veni inau, navi Iahova koa nasakin kami mivi votut.”
NUM.6.22	Iahova viteni min 
NUM.6.23	“Navong 
NUM.6.24	‘Iahova hetokol kat kami ka helei kat kami.
NUM.6.25	Iahova hetahos min kami ka more envatien onen hel ven kami.
NUM.6.26	Iahova helele hetahos en kami ka hesan tomat onen hel ven kami.’
NUM.6.27	“Ka munak keitel telhesan tokolkatien min me-Isrel keil en isok, anatin eli, inau nitokol kat keil.”
NUM.13.1	Iahova viteni min 
NUM.13.2	“En mari vatiamal teindan elu (12), kitie lat metai keil ikeka ran hetetamen sav keil keke kisila keil iha ilei suai en out Kenan, out koa namul nasani min me-Isrel keil.” 
NUM.13.3	Sakini, en out volvol en out Paran, Mosis long kat ren Iahova ka sila metai teindan elu (12) koa amul alei kat vangi me-Isrel keil.
NUM.13.17	Navong Mosis sila lat keil, viteni min keil vit, “Miheha miheka koteh out Kenan, evus, mihelei rahit hou keil en usite. 
NUM.13.18	Mihelei vis out. ?Atan enek mukave? ?Meatin keil avi houlu vuo arvitei houlu, keil ave keih vuo ave memerau? 
NUM.13.19	Miheha mihelei visi. ?Out enek tahos vuo tisa? ?Meatin keil aro en taon keil koa vieh takeih karahiti vuo vieh tovuol ien? 
NUM.13.20	Mihelei vis atan. ?Kei tahos vuo tisa? ?Ka vatiai keil avi houlu vuo atovuol? Miheha en rendemien koa hetahos ka mihendem kati navong mihemai ris, mihekur kat tei heiai koa amoul en out enek.” (Koanek vi avong koa hei 
NUM.13.21	Sakini, meatin keil uva ka alei suain out vasi: out volvol en out Saen koa mul en usite saot, uva arokol out Rehob, vesesal en out Hamat, en usite not.
NUM.13.25	Meatin keil taleisuaien out amual alei vasin out Kenan avong hanumau elu (40). Evus, umai ris 
NUM.13.26	ven Mosis, 
NUM.13.27	Keil aviteni min Mosis avit, “Komai meles out enek, ka atan teni tahos imok ka amas mul ien. Koanik vi heiai teni. 
NUM.13.28	Ka meatin keil koa amul en out enek avi avkeih keil. Taon keil one emun amariso, ka vieh keil koa karahiti keih vis keih. Ka tisa mok, meles marmari meatin keil en out enek koa atetaveah koa aka en vatiamal onen Anak. 
NUM.13.29	Me-Amelek keil aro en usite saot, ka me-Hit, me-Sebus, ka me-Amor aro en hou keil. Ka 
NUM.13.30	Ka Kelep mai vesesal ven Mosis en meten meatin keil, mumon keil tine merau ka vit, “!Rovaha varei, rovakur out! !Veni rokileas rovou lin keil!”
NUM.13.31	Ka meatin sav keil koa uva ral min Kelep avit, “!Vuo! Ir rorkeihtei rovou lin keil. Meatin keil ten out enek, ave keih imok mulin ir.” 
NUM.13.32	Sakini asakin selusien ten luvosien karahit me-Isrel keil usil atan koa uva alesi koa sakin rendemien one mot. Keil avit, “Atan enek mul san matien min koakeil aro ien. Ka koakeil vasi koa aro en out enek atetaveah.
NUM.13.33	Komai meles keil ave marmarite ka atetaveah, melonge keke mesuval titi kal keil, ka keil iles komai hemukonek eli varei.”
NUM.14.1	En vongien enek, me-Isrel keil alonge tisa houlu ka amul amuai. 
NUM.14.2	Keil asel kutut kat 
NUM.14.3	?Vensa Iahova vit vakur ir rovaha en atan ekek? U vinvini ir ka ikur ahin keil orer ka titiali keil emun. Vahit vatahos imok keke rovaha ris en out Isip.” 
NUM.14.4	Sakini, aviteni min keil eris avit, “!Rovatie lat etai meatin hemai hehi hetetamen orer ka reheha ris Isip!”
NUM.14.5	Navong Mosis keilu Eron lulonge, luva netan min Iahova en meten me-Isrel keil. 
NUM.14.6	Ka elu en koakeil ales out Kenan: Sosua koa natin Nan, keilu Kelep koa natin Sepuneh, keilu lulonge tisa ka lurali vas eisin omealu. 
NUM.14.7	Ka luviteni min meatin keil luvit, “!Atan koa komai melesi tahos imok! 
NUM.14.8	Munak Iahova hesi ven ir, kei hekur ir reheha en more atan enek, atan koa tahos imok ka amas mul ien. 
NUM.14.9	Minahilestei eisilumi ran Iahova
NUM.14.10	Meatin vasi keil en out enek amul avit avov keitel telvamat. Ka hatte tas, muohien onen Ahi kistal en Eim Tavolin onen en mete.
NUM.14.26	Iahova viteni min 
NUM.14.27	“?Meatin keil ekek isel kutut kat nau hetokol nengeis? !Inau naraengon selkututien keil one vinvin! 
NUM.14.28	Milhehit mesein selusien enek min keil milhehit, ‘Navat kati hehi anatin, tounah vasi koa tisa koa lises mimul mivit namumoni min kami, kei varei numoni hemai hehi anatin. Inau Iahova naselus. 
NUM.14.29	Kami vasi mihematmat ka teiai keil onami il retai en out volvol ekek.
NUM.14.30	mihervatei mun en atan en out enek. Anatin keke navat kati nisani min kami, ka mihervatei ien. Kelep enges keilu Sosua luheha en out enek. 
NUM.14.31	Kami mivit meatin keil ten out enek ihuli kat titiali onami keil. Ka inau nikur titiali onami keil iha keke umon teim se en atan koa kami milei seseini. 
NUM.14.32	Ka kami, mihematmat en out volvol ekek. 
NUM.14.33	Titami keil iles ual tetoun en out volvol ekek sua hehi hanumau elu (40).
NUM.14.34	Mihean hei tisaen onami sua hehi hanumau elu (40), sua tai ten avong keil koa avi hanumau elu (40) koa meatin onom keil alei vasin out enek. Miheilea inau suk ka vati vurohien onak. 
NUM.14.35	Navat kati keih keke numon tounah ekek min kami, meatin tisa keil koa mimai en rendemien tas va kat inau. Sakini, en out volvol ekek, kami vasi mihematmat. Anatin eli, inau Iahova namul naselus.’”
NUM.14.36	Evus, koakeil Mosis rie lat keil keke avaha avalei suain atan enek, koakeil vasi umai ris ka asan selusien tisa va kat atan enek, 
NUM.14.37	Sakini, Ahi sakin mari mesaien tai mai ka muas keil umat. 
NUM.14.38	Ka, en meatin taleisuaien keil koa uva en atan enek, Sosua (natin Nun) keilu Kelep (natin Sepuneh) enges lumoul.
NUM.14.39	Navong Mosis vit mesein selusien onen Iahova min me-Isrel keil, keil vasi amurang ka amurang. 
NUM.14.40	Sakini, out mulan, keil amemea ka asak mesein keil keke avaha avakur atan ten out Kenan, out koa hou keil amul ien. Uva mau ales Mosis ka aviteni mini avit, “Komai melei kilea tisaen onomai. Sakini, reheha rehekur atan koa Iahova vat kati min ir.”
NUM.14.41	Ka Mosis vit risi min keil vit, “?Vensa varei kami mimules mirali koteh mengkatien keil onen Ahi? !Misakras mivakur atan enek! 
NUM.14.42	Minahatei, veni Iahova rorotei mun vatal min kami. Minamaen vativieh keil onami anu vini kami en vaeen. 
NUM.14.43	En out enek, mihehisu min me-Amelek keil ka 
NUM.14.44	Ka avaseini keke Mosis viteni mukok, keil uva en hou keil ten out Kenan keke avakuri. Uva, avaseini keke Mosis ka 
NUM.14.45	Ka me-Amelek keil ka me-Kenan keil koa amul en hou keil ekek, umai uvae ral min keil ka amu lin me-Isrel keil. Anatin, keil alikat rasilin keil soutin va rokol out koa avise en Hormah.
NUM.20.1	En avati koa mulamu ten sua hau, me-Isrel keil umai en out volvol ten out Saen, ka amumon votevav one en out koa avise en Kates. Ka en out enek, Miriam, ahinali Mosis, mat ka arahini. 
NUM.20.2	En out koa aro ien, oai tovuol ka meatin keil umai akarahit 
NUM.20.3	ka aselus kutut kat Mosis avit, “Tahos imok keke komai mivamatmat en hen Iahova, navong mu vini onomai keil en metareh ten Eim Tavolin onen. 
NUM.20.4	?Vensa komulamun komai memai en out volvol ekek keke mevamatmat vatal min buluk ka sipsip esomai keil? 
NUM.20.5	?Vensa komulamun komai romemea ran out 
NUM.20.6	Mosis ka Eron lumea ran meatin keil ka luvati keilu en metareh ten Eim Tavolin. Luvita netan, naealu vita rokol atan, ka lules muohien onen Iahova ritin kistal en keilu.
NUM.20.7	Iahova viteni min Mosis vit, 
NUM.20.8	“Kikur eisal onom ka milhehiteni min meatin keil imai out hetas. En mete, kiselus min mari ahat en vili kei va keke oai voue rani. En sakien enek, kisan oai min keil imuni ka min buluk ka sipsip emun keil ese.”
NUM.20.9	Sakini Mosis va, kur eisal onen ran Eim Tavolin suval koa Iahova meng kati. 
NUM.20.10	Evus, Mosis ka Eron luvise ruain meatin keil uva vesesal ven mari ahat enek, ka Mosis selus keih min keil vit, “!Kami koa mivi uti selkututien, mihetaengonau! ?Mukave, milhekur oai ran ahat ekek ven kami?” 
NUM.20.11	Evus, Mosis mutelan eisal koa vuli kati, muas ahat enek eni hatte elu, ka mari oai mue rani. Sakini, meatin keil vasi amuni ral min buluk ka sipsip keil ese.
NUM.20.12	Ka Iahova viteni min Mosis ka Eron vit, “Ven desien onamil enau rovinvintei keke milvahouhou en hivotutien onak en meten me-Isrel keil keke milromusil kattei asa naviteni, milhermulamuntei mun keil iha en atan koa inau navat kati min keil.”
NUM.20.22	Me-Isrel vasi keil alokovein out Kates ka uva akistal en Vatihou Hor. 
NUM.20.23	Ekonek, en hakot ten out Edom, Iahova viteni min 
NUM.20.24	“Eron hervatei en atan koa navat kati min me-Isrel keil. Kei hemat veni kamil milromusil kattei asa nameng kati min kamil en out Meribah. 
NUM.20.25	Sakini kikur Eron hetal Eliesar koa vi natnali, mithehina en Vatihou Hor. 
NUM.20.26	Ekonek, kikulat eisin keil ten pris ran Eron, kisin eni en Eliesar. Ka Eron, kei hemat en out enek.”
NUM.20.27	Mosis musil asa koa Iahova meng kati mini. Ka en meten meatin vasi keil, keitel telvina en Vatihou Hor. 
NUM.20.28	Ka Mosis kulat eisin ten pris ran Eron ka musin en Eliesar eni. Ka en out enek, en hoi hou nesa, Eron mat.
NUM.20.29	Navong me-Isrel vasi keil akur longlongien keke Eron mat, keil vasi arangisi, ka araleh matien veni avong hanumau tai ka halualim emun (30).
NUM.21.4	Me-Isrel keil alokovein Vatihou Hor ka amusil sise koa va en 
NUM.21.5	Sakini aselus kutut kat Ahi ka 
NUM.21.6	Sakini Ahi sakin tetal tisa keil houlu uva ven keil ka akat houlu en me-Isrel keil umatmat.
NUM.21.7	Navong amul umatmat mukok, keil umai ven Mosis ka avit lat tisaen one avit, “Komai memum tisa navong meselus kutut kat Iahova ka keik. Kihis eli min Iahova hekulat tetal keil ihaha.” Sakini Mosis vis ven meatin keil. 
NUM.21.8	Evus, Iahova viteni min Mosis vit houmon hati aean tai hekur niniven tetal ka heti kati hel en ai tai. Hesakini navong tetal heat meatin tai, helele hehina nesa helesi ka hemai ris hetahos. 
NUM.21.9	Sakini Mosis mumon tetal tai en aean tai koa avise en brons ka muti kati en ai tai. Ka meatin keil koa tetal kat keil, navong alele vina nesa ales tetal enek, umai ris atahos.
NUM.22.1	Me-Isrel keil uva ka amumon votevav one en aet ten out Moab, en usite ten Oaisal Sodan koa teisav en usite koa taon ten out Seriko mul ien.
NUM.22.2	En avong enek, asuv houlu ten out Moab, isen Balak, natin Sipor, kei longe mukave me-Isrel keil amu lin me-Amor keil ka longe mun keke avi houlu ramat. 
NUM.22.3	Sakini kei ka meatin keil onen ametau houlu ven keil. 
NUM.22.4	Me-Moab keil aviteni min hetetamen keil onen me-Mid keil avit, “Tali meatin keil ekek, hervitei tuetin, ian vasi tounah koa mul rahit ir, asuval buluk tai koa mul kan vasi oumunai en vieh onen.”
NUM.22.4	Sakini asuv houlu Balak 
NUM.22.5	sila eiloheh keil onen uva avahise 
NUM.22.6	Keil avi houlu mok amulin ir. Sakini napeahik eli kovamai kovasesenda en keil en usite onak. Hesakini, ir rokilea rovou lin keil ka rovalikat keil avamea ran atan oser. Namul navisuk veni nakilea keke koakeil koviten tokolkatien va min keil, keil enek akur tokolkatien. Ka koakeil kosesenda en keil, asas koviteni mai kistal vi anatin.”
NUM.22.7	Navong hetetamen keil onen me-Moab keil ka onen me-Mid keil uva ven Balaam, akur uite ten sesendaen ral min selusien onen asuv houlu Balak. 
NUM.22.8	Ka Balaam viteni min keil vit, “En vongien kosa, mihetos hetal minau. Ka visuvong, nihiten asa koa Iahova hehiteni minau.” Sakini hetetamen keil enek aros ral min Balaam.
