GEN.1.2	E a terra era sem forma e vazia; e 
JOS.6.13	E os sete sacerdotes, que levavam as sete buzinas de carneiros diante da arca do Senhor, iam andando, e tocavam as buzinas, e os armados iam adiante deles, e a retaguarda seguia atrás da arca do Senhor; 
JOS.6.14	Assim rodearam outra vez a cidade no segundo dia, e tornaram para o arraial; e assim fizeram seis dias. 
JOS.6.15	E sucedeu 
JOS.6.16	E sucedeu 
JOS.6.17	Porém, a cidade será anátema ao Senhor, ela e tudo quanto houver nela: somente a prostituta Raáb viverá, ela e todos os que com ela estiverem em casa; porquanto escondeu os mensageiros que enviámos. 
JOS.6.18	Tão somente guardai-vos do anátema, para que não vos metais em anátema, tomando dela, e assim façais maldito o arraial de Israel, e o turbeis. 
JOS.6.19	Porém, toda a prata, e o ouro, e os vasos de metal, e de ferro, são consagrados ao Senhor: irão ao tesouro do Senhor. 
JOS.6.20	Gritou, pois, o povo, tocando os sacerdotes as buzinas: e sucedeu 
JOS.6.21	E tudo quanto na cidade 
JOS.6.22	Josué, porém, disse aos dois homens que tinham espiado a terra: Entrai na casa da mulher prostituta, e tirai de lá a mulher, com tudo quanto tiver, como lhe tendes jurado. 
JOS.6.23	Então entraram os mancebos espias, e tiraram Raáb, e seu pai, e sua mãe, e seus irmãos, e tudo quanto tinha; tiraram, também, todas as suas famílias, e puseram-nos fora do arraial de Israel. 
JOS.6.24	Porém, a cidade, e tudo quanto 
JOS.6.25	Assim, deu Josué vida à prostituta Raáb, e à família do seu pai, e a tudo quanto tinha; e habitou no meio de Israel, até 
JOS.6.26	E naquele tempo, Josué os esconjurou, dizendo: Maldito diante do Senhor 
JOS.6.27	Assim era o Senhor com Josué; e corria a sua fama por toda a terra.
JOS.7.2	Enviando, pois, Josué, de Jericó, 
JOS.7.3	E voltaram a Josué, e disseram-lhe: Não suba todo o povo; subam alguns dois mil, ou três mil homens, a ferir a Ai: não fatigueis ali a todo o povo, porque poucos 
JOS.7.4	Assim, subiram lá do povo alguns três mil homens, os quais fugiram diante dos homens de Ai. 
JOS.7.5	E os homens de Ai feriram deles alguns trinta e seis, e seguiram-nos, desde a porta até Sebarim, e feriram-nos na descida; e o coração do povo se derreteu e se tornou como água. 
JOS.7.6	Então Josué rasgou os seus vestidos e se prostrou em terra sobre o seu rosto, perante a arca do Senhor, até à tarde, ele e os anciãos de Israel; e deitaram pó sobre as suas cabeças. 
JOS.7.7	E disse Josué: Ah, Senhor Jeová! por que, com efeito, fizeste passar a este povo o Jordão, para nos dares nas mãos dos amorreus, para nos fazerem perecer? Oxalá nos contentáramos com ficarmos dalém do Jordão. 
JOS.7.8	Ah, Senhor! que direi? pois Israel virou as costas diante dos seus inimigos! 
JOS.7.9	Ouvindo 
JOS.7.10	Então disse o Senhor a Josué: Levanta-te: por que estás prostrado assim sobre o teu rosto? 
JOS.7.11	Israel pecou, e até transgrediram o meu concerto que lhes tinha ordenado, e até tomaram do anátema, e também furtaram, e também mentiram, e até debaixo da sua bagagem o puseram. 
JOS.7.12	Pelo que os filhos de Israel não puderam subsistir perante os seus inimigos: viraram as costas diante dos seus inimigos, porquanto estão amaldiçoados: não serei mais convosco, se não desarraigardes o anátema do meio de vós. 
JOS.7.13	Levanta-te, santifica o povo, e dize: Santificai-vos para amanhã, porque assim diz o Senhor, o Deus de Israel: Anátema 
JOS.7.14	Amanhã, pois, vos chegareis, segundo as vossas tribos; e será 
JOS.7.15	E será 
JOS.7.16	Então Josué se levantou de madrugada e fez chegar a Israel, segundo as suas tribos; e a tribo de Judá foi tomada: 
JOS.7.17	E, fazendo chegar a tribo de Judá, tomou a família de Zarqui: e, fazendo chegar a família de Zarqui, homem por homem, foi tomado Zabdi: 
JOS.7.18	E, fazendo chegar a sua casa, homem por homem, foi tomado Acan, filho de Carmi, filho de Zabdi, filho de Sera, da tribo de Judá. 
JOS.7.19	Então disse Josué a Acan: Filho meu, dá, peço-te, glória ao Senhor, Deus de Israel, e faze confissão perante ele; e declara-me agora o que fizeste, não mo ocultes. 
JOS.7.20	E respondeu Acan a Josué, e disse: Verdadeiramente pequei contra o Senhor, Deus de Israel, e fiz assim e assim. 
JOS.7.21	Quando vi, entre os despojos, uma boa capa babilónica, e duzentos siclos de prata, e uma cunha de ouro, do peso de cinquenta siclos, cobicei-os e tomei-os; e eis que 
JOS.7.22	Então Josué enviou mensageiros, que foram correndo à tenda: e eis que 
JOS.7.23	Tomaram, pois, aquelas coisas, do meio da tenda, e as trouxeram a Josué e a todos os filhos de Israel; e as deitaram perante o Senhor. 
JOS.7.24	Então Josué, e todo o Israel com ele, tomaram a Acan, filho de Sera, e a prata, e a capa, e a cunha de ouro, e a seus filhos, e a suas filhas, e a seus bois, e a seus jumentos, e a suas ovelhas, e a sua tenda, e a tudo quanto tinha; e levaram-nos ao vale de Acor. 
JOS.7.25	E disse Josué: Por que nos turbaste? o Senhor te turbará a ti, este dia. E todo o Israel o apedrejou com pedras, e os queimaram a fogo, e os apedrejaram com pedras. 
JOS.7.26	E levantaram sobre ele um grande montão de pedras, até 
JOS.8.2	Farás, pois, a Ai, e a seu rei, como fizeste a Jericó e a seu rei: salvo que, para vós saqueareis os seus despojos e o seu gado: põe emboscadas à cidade, por detrás dela. 
JOS.8.3	Então Josué levantou-se, e toda a gente de guerra, para subir contra Ai: e escolheu Josué trinta mil homens valentes e valorosos, e enviou-os de noite. 
JOS.8.4	E deu-lhes ordem, dizendo: Olhai, poreis emboscadas à cidade, por detrás da cidade; não vos alongueis muito da cidade: e todos vós estareis apercebidos. 
JOS.8.5	Porém eu, e todo o povo que 
JOS.8.6	Deixai-os, pois, sair atrás de nós, até que os tiremos da cidade; porque dirão: Fogem diante de nós, como dantes. Assim fugiremos diante deles. 
JOS.8.7	Então saireis vós da emboscada, e tomareis a cidade: porque o Senhor, vosso Deus, vo-la dará na vossa mão. 
JOS.8.8	E será 
JOS.8.9	Assim Josué os enviou, e 
JOS.8.10	E levantou-se Josué de madrugada e contou o povo; e subiram ele e os anciãos de Israel, diante do povo, contra Ai. 
JOS.8.11	Subiu, também, toda a gente de guerra que 
JOS.8.12	Tomou também alguns cinco mil homens, e pô-los entre Betel e Ai, em emboscada, ao ocidente da cidade. 
JOS.8.13	E puseram o povo, todo o arraial que 
JOS.8.14	E sucedeu 
JOS.8.15	Josué, pois, e todo o Israel, 
JOS.8.16	Pelo que, todo o povo que 
JOS.8.17	E nem um só homem ficou em Ai, nem em Betel, que não saísse após Israel: e deixaram a cidade aberta, e seguiram a Israel. 
JOS.8.18	Então o Senhor disse a Josué: Estende a lança que 
JOS.8.19	Então a emboscada se levantou do seu lugar, apressadamente, e correram, estendendo ele a sua mão, e vieram à cidade, e a tomaram; e apressaram-se, e puseram a cidade a fogo. 
JOS.8.20	E, virando-se os homens de Ai para trás, olharam, e eis que o fumo da cidade subia ao céu, e não tiveram lugar para fugirem, para uma parte nem outra; porque o povo que fugia para o deserto se tornou contra os que 
JOS.8.21	E, vendo Josué e todo o Israel que a emboscada tomara a cidade, e que o fumo da cidade subia, tornaram, e feriram os homens de Ai. 
JOS.8.22	Também aqueles da cidade lhes saíram ao encontro, 
JOS.8.23	Porém ao rei de Ai tomaram vivo, e o trouxeram a Josué. 
JOS.8.24	E sucedeu 
JOS.8.25	E todos os que caíram aquele dia, assim homens como mulheres, 
JOS.8.26	Porque Josué não retirou a sua mão, que estendera com a lança, até destruir, totalmente, a todos os moradores de Ai. 
JOS.8.27	Tão somente os israelitas saquearam para si o gado e os despojos da cidade, conforme à palavra do Senhor, que tinha ordenado a Josué. 
JOS.8.28	Queimou, pois, Josué a Ai: e a tornou num montão perpétuo, em assolamento, até 
JOS.8.29	E ao rei de Ai enforcou num madeiro, até à tarde; e ao pôr do sol ordenou Josué que o seu corpo se tirasse do madeiro; e o lançaram à porta da cidade, e levantaram sobre ele um grande montão de pedras, até 
JOS.8.31	Como Moisés, servo do Senhor, ordenou aos filhos de Israel, conforme ao que 
JOS.8.32	Também escreveu ali, em pedras, uma cópia da lei de Moisés, que já tinha escrito diante dos filhos de Israel. 
JOS.8.33	E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes, estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do Senhor, assim estrangeiros como naturais; metade deles em frente do Monte Gerizím, e a outra metade em frente do monte Ebal; como Moisés, servo do Senhor, ordenara, para abençoar primeiramente o povo de Israel. 
JOS.8.34	E depois, leu em alta voz todas as palavras da lei, a bênção e a maldição, conforme a tudo o que 
JOS.8.35	Palavra nenhuma houve, de tudo o que Moisés ordenara, que Josué não lesse perante toda a congregação de Israel, e das mulheres, e dos meninos, e dos estrangeiros que andavam no meio deles.
JOS.9.2	Se ajuntaram eles, de comum acordo, para pelejar contra Josué e contra Israel. 
JOS.9.3	E os moradores de Gibeon, ouvindo o que Josué fizera com Jericó e com Ai, 
JOS.9.4	Usaram de astúcia, e foram e se fingiram embaixadores; e tomaram sacos velhos sobre os seus jumentos, e odres de vinho velhos, e rotos, e remendados; 
JOS.9.5	E nos seus pés, sapatos velhos e remendados, e vestidos velhos sobre si, e todo o pão que traziam para o caminho era seco e bolorento. 
JOS.9.6	E vieram a Josué, ao arraial, a Gilgal, e lhe disseram, 
JOS.9.7	E os homens de Israel responderam aos heveus: Porventura habitais no meio de nós; como, pois, faremos concerto convosco? 
JOS.9.8	Então disseram a Josué: Nós 
JOS.9.9	E lhe responderam: Teus servos vieram de uma terra mui distante, por causa do nome do Senhor, teu Deus; porquanto ouvimos a sua fama, e tudo quanto fez no Egito; 
JOS.9.10	E tudo quanto fez aos dois reis dos amorreus, que 
JOS.9.11	Pelo que os nossos anciãos, e todos os moradores da nossa terra, nos falaram, dizendo: Tomai convosco nas vossas mãos provisão para o caminho, e ide-lhes ao encontro; e dizei-lhes: Nós 
JOS.9.12	Este nosso pão tomámos quente das nossas casas, para nossa provisão, no dia em que saímos para vir a vós; e ei-lo aqui, agora, já seco e bolorento: 
JOS.9.13	E estes odres, que enchemos de vinho, 
JOS.9.14	Então aqueles homens tomaram da sua provisão; e não pediram conselho à boca do Senhor. 
JOS.9.15	E Josué fez paz com eles, e fez 
JOS.9.16	E sucedeu 
JOS.9.17	Porque, partindo os filhos de Israel, chegaram às suas cidades ao terceiro dia: e suas cidades 
JOS.9.18	E os filhos de Israel não os feriram; porquanto os príncipes da congregação lhes juraram pelo Senhor, Deus de Israel: pelo que, toda a congregação murmurava contra os príncipes. 
JOS.9.19	Então todos os príncipes disseram a toda a congregação: Nós jurámos-lhes pelo Senhor, Deus de Israel; pelo que não podemos tocar-lhes. 
JOS.9.20	Isto, 
JOS.9.21	Disseram-lhes, pois, os príncipes: Vivam, e sejam rachadores de lenha e tiradores de água, para toda a congregação, como os príncipes lhes têm dito. 
JOS.9.22	E Josué os chamou, e falou-lhes, dizendo: Por que nos enganastes, dizendo: Mui longe de vós habitamos, morando vós no meio de nós? 
JOS.9.23	Agora, pois, 
JOS.9.24	Então responderam a Josué, e disseram: Porquanto, com certeza, foi anunciado aos teus servos que o Senhor, teu Deus, ordenou a Moisés, seu servo, que vos desse toda esta terra, e destruisse todos os moradores da terra diante de vós, tememos muito pelas nossas vidas, por causa de vós; por isso fizemos assim. 
JOS.9.25	E eis que, agora, estamos na tua mão: faze aquilo que te pareça bom e reto que se nos faça. 
JOS.9.26	Assim, pois, lhes fez; e livrou-os das mãos dos filhos de Israel, e não os mataram. 
JOS.9.27	E, naquele dia, Josué os deu como rachadores de lenha e tiradores de água para a congregação e para o altar do Senhor, até 
JOS.10.2	Temeram muito; porque Gibeon 
JOS.10.3	Pelo que Adonizedec, rei de Jerusalém, enviou a Oam, rei de Hebron, e a Piram, rei de Jarmuth, e a Jafia, rei de Laquis, e a Debir, rei de Eglon, dizendo: 
JOS.10.4	Subi a mim, e ajudai-me, e firamos a Gibeon; porquanto fez paz com Josué e com os filhos de Israel. 
JOS.10.5	Então se ajuntaram, e subiram cinco reis dos amorreus; o rei de Jerusalém, o rei de Hebron, o rei de Jarmuth, o rei de Laquis, o rei de Eglon; eles e todos os seus exércitos; e sitiaram a Gibeon e pelejaram contra ela.
JOS.10.7	Então subiu Josué de Gilgal, ele e toda a gente de guerra com ele, e todos os valentes e valorosos. 
JOS.10.8	E o Senhor disse a Josué: Não os temas, porque os tenho dado na tua mão: nenhum deles parará diante de ti. 
JOS.10.9	E Josué lhes sobreveio de repente, porque toda a noite veio subindo desde Gilgal. 
JOS.10.10	E o Senhor os conturbou diante de Israel, e os feriu de grande ferida em Gibeon; e seguiu-os pelo caminho que sobe a Betoron, e os feriu até Azeca e a Maqueda. 
JOS.10.11	E sucedeu 
JOS.10.13	E o sol se deteve, e a lua parou, até que o povo se vingou dos seus inimigos. Isto não 
JOS.10.14	E não houve dia semelhante a este, 
JOS.10.15	E tornou-se Josué, e todo o Israel com ele, ao arraial, a Gilgal.
JOS.10.16	Aqueles cinco reis, porém, fugiram, e se esconderam numa cova em Maqueda. 
JOS.10.17	E foi anunciado a Josué, dizendo: Acharam-se os cinco reis escondidos numa cova em Maqueda. 
JOS.10.18	Disse, pois, Josué: Arrojai grandes pedras à boca da cova, e ponde sobre ela homens que os guardem: 
JOS.10.19	Porém vós, não vos detenhais; segui os vossos inimigos, e feri os que ficaram atrás: não os deixeis entrar nas suas cidades, porque o Senhor, vosso Deus, já vo-los deu na vossa mão. 
JOS.10.20	E sucedeu que, acabando Josué e os filhos de Israel de os ferir com grande ferida, até consumi-los, e 
JOS.10.21	Todo o povo se tornou em paz a Josué, ao arraial em Maqueda, não havendo ninguém que movesse a sua língua contra os filhos de Israel. 
JOS.10.22	Depois disse Josué: Abri a boca da cova, e trazei-me aqueles cinco reis, para fora da cova. 
JOS.10.23	Fizeram, pois, assim, e trouxeram-lhe aqueles cinco reis para fora da cova: o rei de Jerusalém, o rei de Hebron, o rei de Jarmuth, o rei de Laquis, 
JOS.10.24	E sucedeu 
JOS.10.25	Então Josué lhes disse: Não temais, nem vos espanteis: esforçai-vos e animai-vos; porque assim fará o Senhor a todos os vossos inimigos, contra os quais pelejardes. 
JOS.10.26	E depois disto, Josué os feriu, e os matou, e os pendurou em cinco madeiros; e ficaram enforcados nos madeiros até à tarde. 
JOS.10.27	E sucedeu 
JOS.10.29	Então Josué, e todo o Israel com ele, passou de Maqueda a Libna, e pelejou contra Libna; 
JOS.10.30	E também o Senhor a deu na mão de Israel, a ela e a seu rei, e a feriu a fio de espada, a ela e a toda a alma que nela 
JOS.10.31	Então Josué, e todo o Israel com ele, passou de Libna a Laquis: e a sitiou, e pelejou contra ela; 
JOS.10.32	E o Senhor deu a Laquis na mão de Israel, e tomou-a no dia seguinte, e a feriu a fio de espada, a ela, e a toda a alma que nela 
JOS.10.33	Então Oran, rei de Gezer, subiu a ajudar a Laquis; porém Josué o feriu, a ele e ao seu povo, até que nenhum lhe deixou de resto. 
JOS.10.34	E Josué, e todo o Israel com ele, passou de Laquis a Eglon; e a sitiaram, e pelejaram contra ela; 
JOS.10.35	E no mesmo dia a tomaram, e a feriram a fio de espada; e a toda a alma que nela 
JOS.10.36	Depois, Josué, e todo o Israel com ele, subiu de Eglon a Hebron, e pelejaram contra ela; 
JOS.10.37	E a tomaram, e a feriram ao fio de espada, assim ao seu rei como a todas as suas cidades, e a toda a alma que nelas 
JOS.10.38	Então Josué, e todo o Israel com ele, tornou a Debir, e pelejou contra ela; 
JOS.10.39	E tomou-a, com o seu rei, e a todas as suas cidades, e as feriram a fio de espada, e a toda a alma que nelas 
JOS.10.40	Assim, feriu Josué toda aquela terra, as montanhas, o sul, e as campinas, e as descidas das águas, e a todos os seus reis; nada deixou de resto; mas tudo o que tinha fôlego destruiu, como ordenara o Senhor, Deus de Israel. 
