GEN.1.1	Kitu inanggayát na, ay pinarsuwa ne Dios ya lángit se iya kalawagán. 
EXO.19.6	Dakayu daya tolay ya nekísì para kiyà a pagbalinan ku ka pappádì a magsurbi kiyà. Tu dedi daya ikagim kadaya iIsrael,” nán na.
EXO.19.7	Ay tútu nanagut tu Moses, ay se na inurnung ngámin datu pangmanàman datu iIsrael, ay se na nga kagiyan ngámin datu pekagi ne APU kaggína. 
EXO.19.8	Ay nagsissa ngámin datu tolay nga summungbát nga nán da, “Kuwaan mi ngámin daya kinag-kagi ne APU,” nán da. Ay se la nga kinagi tu Moses ke APU tu kinagi datu tolay. 
EXO.19.9	Ay se la kinagi ne APU kitu Moses, “Umbet tà kadakayu may maglingad da ki nànag ga angap, ta senu magìna dà daya tolay nu makiamomán nà kikaw, ay senu kurugan daka peyapeyang ngin ka panda,” nán na.
EXO.19.9	Ay se la nga kinagi tu Moses ke APU tu kinagi datu tolay. 
EXO.19.10	Ay tútu nán ne APU kitu Moses, “Mawe ka ngin kadatu tolay, ay se muda pagdalusan kídi se kaláwa. Pasùnàám kaggída daya bad-bádu da. 
EXO.19.11	Ay magsagána da kiya mekàlu wa algaw nga ittu ya annagut ku nga APU da kídi bantay Sinai. Ay atán da nga magsisíngan kiyán na annagut ku. 
EXO.19.12	Ay kiya lebut na bantay, ay mangippáy ka pamandanán daya tolay. Ay nán mu kaggída, ‘Sin-sinnan nu ta áwan kadakayu ya manùdu kiya bantay, onu manùbit kiya panda na. Ay nu atán ya manùbit kiya bantay, ay masápul la matay. 
EXO.19.13	Masápul la matùtokán onu mabútug. Oray tolay onu animál, ay masápul la matay,’ nán mu. Ngamay nu magìna da ngin ya mabayág ga tannug na tarumpeta, ay ittu yán ya annùdu da kiya bantay,” nán na. 
EXO.19.14	Ay díkod nanagut tu Moses kitu bantay se la nawe kadatu tolay. Pinagdalus na datu tolay. Ay sinùnaán datu tolay datu bad-bádu da. 
EXO.19.15	Ay se na nán pikam kaggída, “Masápul nakasagána kayu win kiya mekàlu wa algaw. Dakayu wa lalláki, ay akkan kayu meallay kadaya attáwa nu,” nán na.
EXO.19.16	Ay kane pagmakát natu mekàlu wa algaw, ay uwad addug se kilát se uwad nagìbat ta angap kitu bantay. Ay uwad pe naggat tutu wala nga tannug tarumpeta. Kane magìna datu tolay ya atán kitu kampu da, ay nagtar-tartar da kitu ansing da gapu kitu daggat na. 
EXO.19.17	Ay se la neapu tu Moses sa nelawán datu tolay kitu kampu da ta mawe da sinnan ne APU Dios. Nagsisíkád da ngala kitu adanni kitu bantay. 
EXO.19.18	Ay tu bantay Sinai, ay ummán ka nakalumotán ka atù, áta naganìgad de APU kitúni yin kiya apuy. Ay tu atù na, ay umas-asbà nga ummán ki atù pugun. Ay nangyagyag pe ka naggat tutu wala kitu bantay. 
EXO.19.19	Ay kane dumgat tala nga dumgat tu tannug natu tarumpeta, ay nagúni tu Moses. Ay sinungbátan ne Dios kitu addug. 
EXO.19.20	Ay se la nga naganìgad de APU kitu otun tu bantay Sinai. Pinalbet ne APU tu Moses kitu otun tu bantay, ay tútu nanùdu tu Moses. 
EXO.19.21	Ngamay nán ne APU kitu Moses, “Mawe ka pikam managut, ta kagiyánam datu tolay, ta get tala nu lumàsig da nga maningan kiyà nga APU, ay adu kaggída ya matay. 
EXO.19.22	Ay kagiyam pe kadaya pappádi nga umadanni kiyà nga dalusán da daya baggibaggi da, áta nu akkan, ay panísan kuda,” nán na. 
EXO.19.23	Ay nán tu Moses ke APU, “Akkan manùdu daya tolay kídi bantay Sinai, áta ikaw mismu ya namílin kadakami nga ibíláng mi ka nasantuwán idi nga bantay, ay se kami mangippáy ka pamandanán kiya lebut na,” nán na. 
EXO.19.24	Ay nán ne APU kaggína, “Mawe ka managut ta mawem alà nge Aaron. Ngamay akkan mu ipalúbus nga lumàsig daya pappádi se daya tolay nga umbet kanedi giyán ku, áta panísan kuda tutu wala nu kuwaan da yán,” nán na. 
EXO.19.25	Ay díkod nanagut tu Moses kadatu tolay, ay se na nga kagiyan kaggída datu pekagi ne APU.
EXO.20.1	Ay se la nagúni ye APU Dios, ay ittu dedi daya kinag-kagi na: 
EXO.20.2	“Iyà ya APU nga Dios nu wa nangitálaw kadakayu ka Egipto kitu inangngasassu da kadakayu.
EXO.20.3	Awan nu sabáli ibíláng ka diyos nu di iyà ala.
EXO.20.4	Akkan kayu mangwa ka sinan tolayán na diyos nu, onu panda ngala nga sinan singan daya panda ngala nga atán ka lángit, onu atán ki kalawagán, onu atán ki bebay. 
EXO.20.5	Akkan kayu magukkab onu day-dayáwan dayán, áta iyà nga APU wa Dios nu, ay naabugu wà a Dios. Panísan ku daya kumagúra kiyà, se daya annánà da, se daya gakagaka da panda kiya mekàlu se mekappát nga paganakán. 
EXO.20.6	Ngamay kadaya maminya kiyà se mangikurug kadaya bil-bílin ku, ay ipassingan ku kaggída ya áwan kaul-ulissán na amminyà oray panda ki mekasangaríbu nga paganakán.
EXO.20.7	Akkan nu ur-uráyan usaran ya ngágan ne APU wa Dios nu. Ata panísan ku tutu wala daya mangur-úray magusár ki ngágan na.
EXO.20.8	Ngilínan nu ya Algaw wa Pinaggiimáng se ibíláng nu ka nasantuwán. 
EXO.20.9	Annam ngalgaw ya angwa nu kadaya ngámin ubra nu. 
EXO.20.10	Ngamay ya mekapittu wa algaw, ay Algaw wa Pinaggiimáng para ke APU wa Dios nu. Awan magubra tutu wala kadakayu kiyán na algaw, oray daya annánà nu, se daya asassu nu, se daya agtangeli nga atán ki balay nu. Akkan nu pe iubra daya animál nu. 
EXO.20.11	Ata ki unag annam algaw kinuwa ne APU ya lángit se iya kalawagán se iya bebay se daya ngámin na atán kadayán. Ay kitu mekapittu wa algaw, ay nagimáng. Díkod binindisiyonán ne APU yán algaw, ay se na kinuwa ka napatag.
EXO.20.12	Ipatag nu daya ama nu se ina nu, ta senu adaddu ya agbiyág nu kiya lusà a idde ne APU wa Dios nu kadakayu.
EXO.20.13	Akkan kayu pumatay.
EXO.20.14	Akkan kayu manaládag onu makidaládag.
EXO.20.15	Akkan kayu magtákaw.
EXO.20.16	Akkan kayu magbus-busid kiya agsistígu nu kiya kumuntra kiya kasittolay nu.
EXO.20.17	Akkan nu asílan ya balay naya kasittolay mu, onu ya atáwa na, onu ya asassu na, onu ya báka na nga para ubra, onu ya asnu na onu panda ngala nga kuw-kuwa naya kasittolay mu.”
EXO.20.18	Ay kane màmud ngámin datu tolay tu aggaddug na se tu agsal-sal-it na se magìna da tu tarumpeta, ay se masingan da nga magat-atù tu bantay, ay nagansing da tutu wala. Tútu nagyán da ngala kitu ad-adayyu. 
EXO.20.19	Ay se dala nga nán kitu Moses, “Ikaw ya mangamomán kadakami, ay gìnán mika. May kagiyam ke Dios nga akkan nakami amomanán ta matay kami,” nán da. 
EXO.20.20	Ay tútu nán tu Moses kadatu tolay, “Akkan kayu magansing ta tistíngan nakayu, ay piyán na nu magansing kayu peyang ngin kaggína, ta senu akkan kayu magbásul,” nán na.
EXO.20.21	Ay nag-agyán nala datu tolay kitu ad-adayyu. Ngamay tu Moses, ay umadanni kitu nagìbat ta angap nga ittu tu giyán ne APU Dios.
EXO.20.22	Ay nán ne APU kitu Moses, “Tu idi ya kagiyan mu kadaya iIsrael, ‘Nasingan nu mismu nga iyà nga APU nga atán kídi lángit ya nangamomán kadakayu. 
EXO.20.23	Ay túya akkan kayu mangwa ka sinan diyos nu nga nàwa ka balitù onu nàwa ka silber se nu dayáwan na ummán ki agdáyaw nu kiyà. 
EXO.20.24	Mangwa kayu ka agbasuwán nu para kiyà, ay lusà ala ya usaran nu. Mangwa kayu kiyán na agbasuwán kadaya giy-giyán na pagpakammuwán ku kadakayu. Ay umbet tà nga mamindisiyon kadakayu. Yán na agbasuwán ya panìdúgán nu kadaya pagbasu nu wa karneru onu báka, se ittu yán pe ya pangidatúnán nu kadaya karneru se báka ka aggiyáman nu ke APU. 
EXO.20.25	Ay nu batu ya usaran nu wa mangwa kiya agbasuwán nu kiyà, ay akkan nu usaran daya killután na batu, áta rag-ragitán nu ya batu ki angngusár nu ki aruminta. 
EXO.20.26	Akkan nu payán ka pákad ya ù-ùneán nu kiyán na agbasuwán nu para kiyà, áta nu umunè kayu, ay get tala masingan ya kannawan nu ipassingan,’ nán na,” nán mu.
EXO.21.1	Ay nán manin ne Apu kitu Moses “Tu dedi daya lin-lintag ga ipasúrut mu kaggída. 
EXO.21.2	Nu gumátang kayu ka laláki nga asassu wa Hebreo, ay annam dagun ya agsurbi na kadakayu, ay se la nga mawe yin nu mekapittu dagun na, nga áwan na bay-bayádan. 
EXO.21.3	Ay nu áwan na atáwa kane gatángan nu, ay papannan nu wa áwan atáwa. Ngamay nu atán atáwa na ngin kadakayu nga gumátang kaggína, ay kabulun na nga mawe yin ya atáwa na. 
EXO.21.4	Ay nu ya laláki nga asassu, ay pinangatáwa naya apu na ka asassu wa babay, ay se da nagan-anà, tu apu natu babay ya makin-kuwa kaggína se datu annánà na. Ay mawe nga sissa tu laláki. 
EXO.21.5	Ngamay nu nán natu laláki nga asassu nga, ‘Piyán ku ya apu ku se ya atáwà se daya annánà ku, ay maddi yà mawe,’ nu nán na, 
EXO.21.6	masápul la ippan naya apu na kitu pagday-dayáwan ke Dios, ay se na ipadat tu talínga natu asassu kitu gitap na gagyangán onu kitu gamba natu gagyangán, ay se na rabngan ki dúut. Ay se la magsurbi tu asassu kitu apu na kiya kasibbiyág na.
EXO.21.7	Ay nu ya isa nga laláki, ay iláku na ya an-anà na nga babay ka asassu, ay sabáli ya kàwaán na kiya kàwaán naya asassu wa laláki. 
EXO.21.8	Ay nu tu apu na, ay pinalánu na nga atawán, ay se akkan na piyán nin, ay masápul la pasaka na kammin kadatu maganà kaggína. Awan na rabbang mangiláku kaggína ka sabáli tolay, áta nadakè tu namàyanán na kaggína. 
EXO.21.9	Ngamay nu ipaatáwa na kiya an-anà na nga laláki, ay masápul ibíláng na ka an-anà na pe yin. 
EXO.21.10	Ay nu atawán natu apu, ay se la nga mangàduwa, ay masápul la ya angwa natu apu kaggína ay páda na kiya atáwa na. Akkan màsayán ya kanan se ya bádu na, se daya duddúma nga pagrabngán na. 
EXO.21.11	Ay nu akkan kuwaan na apu dedi ya tallu wa bánag, ay masápul la mawe yin ya asassu wa babay nga áwan na bay-bayádan.
EXO.21.12	Ya tolay ya mangámang ki kasittolay na, ay se na mapatay ay masápul la matay pe. 
EXO.21.13	Ngamay nu akkan na pinalánu patayan may nepalúbus ne Dios, ay annung na ya magsirù kiya isa nga giyán na kagiyan ku kadakayu. 
EXO.21.14	Ngamay nu ginúrát na isa tolay ya pumatay se nelíbát na ya namatay, ay se la nawe nagsirù kiya altár ku, ay masápul alà nu kitúni se nu la patayan pe.
EXO.21.15	Daya manúlung kadaya mannákam da, ay masápul matay da.
EXO.21.16	Daya magkidnap ay masápul matay da, oray neláku da ngin ya tolay ya kinidnap da, onu atán pikam kaggída.
EXO.21.17	Daya magged kadaya mannákam da, ay masápul matay da pe.
EXO.21.18+EXO.21.19	Ay nu atán da magsáwad, ay se masúlung na ya isa ya isa, onu bàbàan na ka batu, ay se la natalíngu may akkan natay, ay akkan mapánis tu nakasúlung, nu tu nasúlung ay bumílag kammin onu annung naya magtàdukud da magdal-dalen. Ngamay masápul bayádan natu nakasúlung tu nasáyang nga oras natu sinúlung na, ay se aggína ya makammu kitu sinúlung na panda kiya ibibbílag na tutu wala.
EXO.21.20	Ay nu baútan na tolay ya asassu na nga laláki onu babay, ay se matay nga dágus kiyán na nagbáut na, ay masápul la mapánis. 
EXO.21.21	Ngamay nu magbiyág pikam ka isa onu duwa ngalgaw ya asassu, ay akkan na mapánis, áta kuw-kuwa na kampela ngin nin ya asassu.
EXO.21.22	Ay nu atán da lalláki nga magpatay, ay se matakitán da pe ya isa nga babay ya nabùsit, ay se la nga mippà ya an-anà na may áwan nin nadakè a nàwa kaggína ka panda, ay masápul magawát tu nakasúlung kaggína kiya banor ra kagiyan naya atáwa na. Ay akkan magsurù kiya kagiyan daya mangguwes kaggína. 
EXO.21.23	Ngamay nu atán pikam nadakè a màwa kitu babay ittu pe ya màwa kitu laláki. Nu natay, ay matay pe tu laláki. 
EXO.21.24	Nu nakúláp ay makúláp pe tu laláki. Ay nu nippà ya ngípan natu babay, ay masápul mippà ya ngípan pe natu laláki. Nu íma ay íma pe, ay nu síkil ay síkil pe natu laláki. 
EXO.21.25	Nu nasìdug ay masìdug pe ya laláki, ay nu natalíngu ay matalíngu pe tu laláki. Ay nu nàrusán ya baggi tu babay, ay masápul màrusán pe tu laláki.
EXO.21.26	Ay nu ya isa nga laláki, ay nakúláp na ya asassu na nga laláki onu babay, ay masápul wayaan na ngin tu asassu na ka pinakabáyad na kitu mata na. 
EXO.21.27	Ay páda na pe nu ngípan ya mippà. Masápul nga wayaan na ngin tu asassu na ka pinakabáyad na kitu ngípan na.
EXO.21.28	Ay nu ya isa nga toru wa báka, ay sàgúdan na ya isa nga laláki onu babay, ay se matay ya tolay, ay masápul la matùtokán ya toru panda ki katay na. Ay áwan mangán kiya karni naya toru. Ay tu makin-kuwa kitu toru, ay akkan na mapabásul. 
EXO.21.29	Ngamay nu tu toru, ay nakasàgud kitun nin, ay se nakagiyánan nin ya makin-kuwa, ngamay akkan na nepupúkù, ay se la makapatay ya toru, ay masápul la matùtokán ya toru, ay se matay pe ya makin-kuwa. 
EXO.21.30	Ay nu makiawát daya natayán, ay masápul la bayádan na ya awát nga kagiyan da, ta senu akkan da patayan. 
EXO.21.31	Ay nu ya masàgud, ay an-anà ay páda na nga lintag ya surútan nu ki angwa nu kiya makin-kuwa kiya toru. 
EXO.21.32	Ay nu asassu ya sàgúdan naya toru, magbáyad ya makin-kuwa kitu toru kitu apu natu asassu ka pagkàlu kílu nga silber, ay se matùtokán tu toru panda kitu katay na.
EXO.21.33	Ay nu akkan nepatulli na tolay ya takkab naya bubun onu nagkorob ka bubun ta akkan na tinàbán, ay se la atán toru onu asnu nga nepisù kitu bubun, 
EXO.21.34	ay masápul magbáyad ka pirà tu tolay kitu makin-kuwa kitu animál. Ngamay kuwa na ngin tu natay ya animál.
EXO.21.35	Ay nu ya toru na isa tolay, ay napatay na ya toru pe naya isa tolay, masápul iláku datu sibbiyág ga toru, ay se da paguwarán tu báyad na. Ay uwaran da pe tu karni natu natay ya toru. 
EXO.21.36	Ay nu gángay kammala nga sumàgud tu toru, ay se akkan nepúkù natu makin-kuwa, masápul bayádan natu natay ya toru ka sibbiyág ga toru, ay kuwa na pe yin tu natay ya toru.
EXO.22.1	Nu nagtákaw ya isa tolay ka toru wa báka onu karneru, ay se na pinatay yin onu neláku na ngin, ay masápul bayádan na ka limma nga toru ya isa nga toru, onu appát ta karneru ya isa nga karneru. Ay nu áwan na nga pagbáyad, ay masápul la meláku yán na tolay ka asassu ta senu atán pagbáyad na. 
EXO.22.2	Ay nu atán pikam kaggína tu tinákaw na nga toru wa báka onu karneru onu asnu, ay se sibbiyág pikam, masápul la mamidduwa ya pagbáyad na.
EXO.22.3	Ay nu atán nasukalán na manglannà a magtákaw ki gabi, ay se mapatay, ay áwan mapabásul kiya pannakatay na. 
EXO.22.4	Ngamay nu algaw ya kàwa na, ay mapabásul ya nakapatay kaggína.
EXO.22.5	Ay nu magamet ya animál naya isa nga tolay kiya tálun onu kaubásan naya kasittolay na, onu ipaamet na ya tálun onu kaubásan na kasittolay na, ay masápul la magbáyad. Ay ya kapíyán kiya tálun onu kaubásan na ya pagbáyad na.
EXO.22.6	Ay nu sumìdug ya tolay, ay se la sarátan na apuy ya naalmung ngin na ammay onu datu ammay nga akkan pikam nagáni onu nasìdug ya tálun, ay masápul la bayádan natu nanìdug ngámin datu nadadál.
EXO.22.7	Ay nu nepiyár naya isa tolay kiya kasittolay na ya pirà na, onu panda ngala nga napatag ga sanikuwa na, ay se la nga natákaw datun, masápul la sapúlan da tu nagtákaw, ay se la magbáyad ka mamidduwa ya kaadu na kitu tinákaw na. 
EXO.22.8	Ngamay nu akkan da masmà tu nagtákaw, ay masápul la mippan tu nangiarimán kadatu pirà se sanikuwa kiya pagday-dayáwan ke Dios, ay se na nga sipataán nu inalà na onu akkan tu nepearimán da kaggína.
EXO.22.9	Ay nu atán ríri mepanggap ki magtakkil ki báka onu asnu, onu karneru, onu bádu onu panda ngala nga newágà na isa tolay, tu idi ya kuwaan nu. Ilbet nu ya kásu ke Dios. Ay ya pabasúlan ne Dios, ay magbáyad ka mamidduwa kitu makin-kuwa kitu talitakkilan na.
EXO.22.10	Ay nu nepatarakan na ya isa tolay ya asnu na onu báka, onu karneru onu panda ngala nga animál kiya isa nga tolay, ay se natay onu natalíngu onu nagtálaw tu nepatarakan kaggína, may áwan makasistígu, 
EXO.22.11	ay masápul la magsipata tu nagtarakan ke APU nu aggína ya nangwa kiya nàwaán naya nepatarakan kaggína onu akkan. Ay nu sipataán na nga akkan aggína ya nangwa kiya nàwaán naya nepatarakan kaggína ay masápul la kurugan naya nangipatarakan ya sipata. Ay akkan na magbáyad tu nangipatarànán. 
EXO.22.12	Ngamay nu natákaw tu nepatarakan kaggína, masápul magbáyad. 
EXO.22.13	Ay nu pinatay ulolag, masápul ilbet na ya baggi natu nepatarakan kaggína ka pakasinnán na kurug tu nàwa. Ay díkod akkan magbáyad kitu makin-kuwa.
EXO.22.14	Ay nu nagtakkaw ya isa tolay ka panda ngala nga animál, ay se natalíngu onu natay tu tingkaw na, ay se áwan tu makin-kuwa kitu nekàwa na, ay masápul bayádan natu nagtakkaw tu animál. 
EXO.22.15	Ngamay nu atán tu makin-kuwa, ay akkan magbáyad tu nagtakkaw. Ay nu inarkilaan na tu animál, ay tittu tu arkila ya idde na.
EXO.22.16	Ay nu ayuyútan naya isa nga laláki nga allayan ya isa nga babbalásang nga áwan na pikam kal-allay, masápul la manádug, ay se atawán na pe yin tu babbalásang. 
EXO.22.17	Ngamay nu maddi tutu wala tu ama natu babbalásang, ay magawát ya laláki ka gángay banor tádug naya babbalásang nga meatáwa nga áwan pikam neallayán.
EXO.22.18	Masápul matay daya babbay ya durarákit.
EXO.22.19	Masápul la matay ya laláki nga mangwa ki animál.
EXO.22.20	Daya magbasu ka pagday-dáyaw da kiya sabáli nga diyos, ay masápul la matay. Tittu we APU ya rabbang na nga pagbasuwán.
EXO.22.21	Akkan nu pà-paultuwan daya agtangeli ta agtangeli kayu pe kitun ka Egipto. 
EXO.22.22	Akkan nu pà-paultuwan daya ulíla se daya bubbúkud da babbay. 
EXO.22.23	Ay nu pà-paultuwan nuda, ay se da makim-imallà kiyà, ay kalakkán kuda, 
EXO.22.24	ay se yà malùsaw tutu wala kadakayu, ay se takayu patayan ki gubát. Díkod mabúkud ya atáwa nu se maulíla pe daya annánà nu.
EXO.22.25	Ay nu magpàkaw kayu ka pirà kadaya napubri nga tolay ku, akkan kayu magadang ka ábang na pirà nu. Akkan nu tal-taldan daya magpà-paábang ka pirà. 
EXO.22.26	Ay nu isalda naya keliyán nu kadakayu ya bádu na, masápul la ipatulli nu kaggína ki gídám. 
EXO.22.27	Ata get tittu yán ya annung na nga pagbádu. Awan na bádu wa matúdug. Ay nu makiseng kiyà, ay kalakkán ku áta maragkallà à.
EXO.22.28	Akkan nu irupat te Dios, ay se akkan nu pe gedán daya mangitur-turáy kadakayu.
EXO.22.29	Akkan nu wa tàtáan ya angngidátun kadaya dátun nu kadaya munna nga gáni nu se kadaya bási nu.
EXO.22.29	Idde nu kiyà daya manákam ma annánà nu wa lalláki. 
EXO.22.30	Ay páda na pe kadaya toru wa báka nu, se daya toru wa karneru nu. Ipatagíbi nuda kadaya ina da ki unag pittu walgaw. Ay se nuda la nga idátun kiyà ki mekawalu wa algaw.
EXO.22.31	Dakayu daya nekísì a tolay ku. Túya akkan kayu mangán kadaya karni áyam nu wa pinatay ulolag. Idde nu wala ngin kadaya átu.
EXO.23.1	Akkan kayu mangiwar-waragáwag ka busid da dámag. Ay akkan kayu pe tumistígu ka busid nga pumane kiya nadakè a tolay. 
EXO.23.2	Akkan kayu mear-arát kadaya kadúwán ki angwa da ki nadakè. Akkan kayu pe tumistígu ka pumane kiya kadúwán nga mamalintag ki akkan kustu. 
EXO.23.3	Ay akkan nu pe paneyan ya isa tolay gapu wala ta napubri.
EXO.23.4	Ay nu masingan nu ya toru wa báka naya kagúra nu onu ya karneru na nga magal-aliwagwag gin, ay alà nu se nu wa ipatulli kammin kaggína. 
EXO.23.5	Ay nu masingan nu ya asnu naya kumagúra kadakayu nga nekakálin gapu ki dammat na agtu na, ay sengán nu ya kumagúra kadakayu nga mangipasíkád kitu asnu na. Akkan nu bay-bay-án nala.
EXO.23.6	Akkan nu bal-balintaggan ya lintag gapu wala ta napubri ya nedarum. 
EXO.23.7	Akkan nu pà-pàgan daya busid da darum. Akkan nu pabasúlan se nu la patayan daya áwan básul, se daya kustu kuk-kuwaan na tolay, áta panísan ku daya nakabásul la tolay. 
EXO.23.8	Akkan kayu wa papasùsúán, áta ya pasùsù, ay ittu ya árig mangúláp kadaya agtuturáy. Ittu pe ya manadál kiya pakalintaggán kuma daya áwan bas-básul.
EXO.23.9	Akkan nu pà-paultuwan ya agtangeli. Ammu nu nu wà ummán naya ur-uray naya agtangeli, áta agtangeli kayu pe kitun ka Egipto.
EXO.23.10	Mulán nu ya lusà nu ki unag annam dagun. 
EXO.23.11	Ngamay kiya mekapittu wa dagun, ay bay-án nu la. Akkan nu ganiyan daya búnga daya nagitubuwán kiyán na dagun, ta kuw-kuwa daya napubri nga keliyán nu. Ay daya mebunna da, ay para kadaya alsádu wa ulolag gin. Ay pakunán nu pe kadaya kamulán nu ka úbás se kadaya kamulán nu ka olíbo.
