MAT.1.1	Jézi Kwi sé désandan Wa David épi désandan Abrahanm. Mi non jennenwasyonʼy:
MRK.13.13	Tout nonm kay hayi zòt pou lapéti mwen Jézi, mé moun-an ki swiv mwen-an jis tan i mò-a, Bondyé kay sovéʼy.
MRK.13.14	“Ou kay wè bagay-la Bondyé hayi pasé tout lòt bagay-la doubout an Kay Bondyé-a Jérouzalèm, épi sa kay annékòz Bondyé pou abandonnen kay-la yo fè ba li-a.” (Ou kay ni pou ni lasajès pou ou sa konpwann sa ki ékwi-a.) “Épi kité sé moun-an ki ka wèsté Joudiya-a kouwi mouté an sé mòn-an pou sové lavi yo. 
MRK.13.15	Lè moun-an ki asou tèt kay-la désann li, i pa sipozé antwé andidan kay-la ében pou i sa pwan anyen andidanʼy. 
MRK.13.16	Kité nonm-lan ki ka twavay an jaden-an pa menm viwé an kay-la pou pwan had li. 
MRK.13.17	I kay twis an chay an tan sala pou sé madanm-lan ki ansent-lan ében sa ki ni ti manmay. 
MRK.13.18	Pwédyé pou sa pa fèt an sézon mové tan-an, 
MRK.13.19	paski an sé jou sala la kay ni an chay twibilasyon, plis pasé pyès tan dépi Bondyé fè latè sala jik an tan kon jòdi. Épi i pa kay janmen ni an tan kon sa ankò. 
MRK.13.20	Épi si Bondyé pa té koupé asou sé jou twibilasyon sala, pyèsonn pa té kay sové. Mé pou lapéti sé moun-an Jézi ja chwazi pou sové-a, i kay koupé asou sé jou sala. 
MRK.13.21	An tan sala si pyèsonn diʼw kon sa, ‘Mi Mèsaya-a, wa-a Bondyé té fè pwonmèt pou voyé-a,’ ében si yo diʼw, ‘Gadé! Mi li isi-a!’ sé pa pou ou kwè sa. 
MRK.13.22	Paski i kay ni an chay moun ki di yo sé Mèsaya-a épi an chay fo pwòfèt ki kay pawèt, épi yo kay fè tèlman miwak épi lòt bagay kon sa, si i té posib yo té kay kwennen jik sé moun-an Bondyé ja chwazi pou sové-a. 
MRK.13.23	Kon sa pwan bon pokosyon. Mwen ja di zòt tout bagay ki kay fèt avan i fèt.
MRK.13.24	“Mé an tan sala, apwé twibilasyon sala, sòlèy-la pa kay chofé ankò épi lalin-an pa kay kléwé kon avan, 
MRK.13.25	sé étwal-la kay tonbé sòti an syèl-la, anfen Bondyé kay fè tout bagay ki an syèl anho-a pou chanjé plas. 
MRK.13.26	An tan sala, sé moun-an kay wè mwen, Gason Lézòm, ka vini adan sé nwaj-la épi an chay pouvwa épi an tout klèté Papa mwen. 
MRK.13.27	Épi Bondyé kay voyé sé nanj li-a an kat kwen latè-a pou yo sa asanblé tout sé moun-an ki ja chwazi pou sové-a, dépi an bout latè-a pou wivé an bout syèl.
MRK.13.28	“Mwen vlé ou gadé an pyé fwi épi apwann lison sala. Dépi pyé fwi-a koumansé fléwi, pyèsonn pa ni pou di zòt ki sézon ki ka vini. 
MRK.13.29	Ében menm mannyè-a, lè ou wè sé bagay sala ka fèt, sav bout latè-a pwé épi i kay koumansé touswit. 
MRK.13.30	Mwen ka diʼw lavéwité, tout sé moun sala ki ka viv apwézan-an pa kay mò tout tan sé bagay sala pʼòkò fèt. 
MRK.13.31	Latè sala épi syèl-la ou ka wè-a kay fini anyen, mé pawòl mwen pa kay janmen fini.”
MRK.13.32	“Mé pyèsonn pa sav ni jou-a ében lè-a sé bagay sala kay fèt-la. Sé nanj an syèl-la pa sav, ni mwen Gason-an, mé sé Papa mwen tousèl ki sav.
MRK.13.33	“Pwan bon pokosyon épi kontiné èspéyé, paski zòt pa sav lè jou-a kay vini. 
MRK.13.34	I sé menm kon an nonm ki kay alé lòt péyi. I kité kay li asou kont sé sèvant-lan. I bay chak sèvant twavay yo pou yo fè, épi gad lapòt-la, i diʼy pou véyé. 
MRK.13.35	Kon sa zòt tout ni pou véyé paski zòt pa sav ki jou mèt kay-la ka viwé, si i kay viwé li swè, ében lannwit, ében lè kòk chanté, ében lè jou ouvè. 
MRK.13.36	Si i vini sibit, pa kitéʼy jwenn zòt ka dòmi. 
MRK.13.37	Sa mwen ka di bay zòt sé sa mwen kay di bay tout moun: Kontiné véyé!”
MRK.14.1	Bon, Fèt Délivwans-lan épi fèt-la lè sé Jwif-la té ka manjé pen san lèlven té an dé jou ankò épi sé chèf pwèt-la épi sé titja lwa sé Jwif-la té ka aché an mannyè pou awété Jézi san pyèsonn sav. Yo té vlé wèʼy mò. 
MRK.14.2	Mé yo di, “Nou pa pou fè sa an tan fèt-la, avan sa lévé dézagwéman anpami sé moun-an.”
MRK.14.3	Jézi té an vil Bèfanni épi i té asid ka manjé lakay an nonm yo ka kwiyé Simon, nonm-lan moun té konnèt kon ‘Simon maladi lapo-a’. Patan Jézi té ka manjé-a, an madanm vini épi an bèl ti boutèy ki té fèt épi an kalité wòch kwiyé ‘alabasta’. Adan boutèy sala té ni an ti losyon ki té ni an fò lòdè, épi losyon sala té byen chè. Madanm-lan kasé boutèy-la épi i vidé losyon-an asou tèt Jézi.
MRK.14.4	Adan sé moun-an ki té la-a té byen faché épi yo di bay yonn a lòt, “Pouki pou i gaspiyé losyon sala? 
MRK.14.5	Nou té sa vann losyon sala byen chè épi lajan-an nou té sa bay sé maléwé-a.” Kon sa yo bay madanm-lan sa ki ka vini pou li.
MRK.14.6	Jézi di yo kon sa, “Kité madanm-lan bat mizèʼy. Pouki pou zòt anbétéʼy kon sa? Sa i ja fè ban mwen-an bon an chay. 
MRK.14.7	Zòt kay toujou ni maléwé anpami zòt, épi népòt lè zòt vlé, zòt sa édé yo. Mé mwen pa kay la épi zòt tout lè. 
MRK.14.8	Madanm-lan fè sa i té sa fè ban mwen. I vidé losyon asou kò mwen pou pwépawé mwen byen avan lè-a yo kay téwé mwen-an. 
MRK.14.9	Mwen ka di zòt lavéwité, pyès koté Bon Nouvèl-la kay pwéché oliwon latè sala, moun kay toujou chonjé madanm sala pou sa i fè-a.”
MRK.14.10	Apwé sa Jida Iskariyòt, yonn adan sé douz zapòt-la, alé oti sé chèf pwèt-la pou i té sa twayi Jézi. 
MRK.14.11	Lè sé chèf pwèt-la tann sa, yo té kontan an chay pou tann sa Jida té ni pou di-a, épi yo pwonmèt pou ba li lajan. Kon sa Jida té ka gadé ki lè ki té kay pli bon pou i té sa fè sa.
MRK.14.12	Asou pwèmyé jou-a sé Jwif-la té ka manjé pen ki fèt san lèlven, jou-a yo ka tjwé ti mouton pou yo sa manjé an fèt-la, sé disip-la mandé Jézi, “Ki koté ou vlé nou alé pou nou sa pwépawé wipa Fèt Délivwans-lan baʼw?”
MRK.14.13	Kon sa Jézi voyé dé an sé disip li-a épi i di yo, “Désann an vil Jérouzalèm épi zòt kay jwenn an nonm ki ka pòté an jè dlo. Swiv li, 
MRK.14.14	épi an kay-la i antwé-a di mèt kay-la, ‘Mèt-la voyé mandéʼw pou chanm-lan koté li épi sé disip li-a kay manjé wipa Fèt Délivwans-lan.’ 
MRK.14.15	Épi i kay moutwé zòt an gwan chanm anhogwiyen-an ki ja ni tout bagay adanʼy. La ou kay fè pwépawasyon ban nou.”
MRK.14.16	Sé disip-la alé épi yo désann an vil Jérouzalèm épi tout bagay fèt menm kon Jézi té di yo. Épi yo fè pwépawasyon pou Fèt Délivwans-lan.
MRK.14.17	Lè sòlèy kouché, Jézi wivé épi sé douz disip-la. 
MRK.14.18	Patan yo asid la ka manjé-a, Jézi di, “Mwen ka di lavéwité, yonn adan zòt kay twayi mwen. Sa sé yonn adan zòt ki la ka manjé épi mwen-an.”
MRK.14.19	Fidji sé disip-la tonbé lè yo tann sa, épi yonn vini épi i di, “Sé pa mwen, kouman!” An lòt di, “Mwen pa kay fè sa, kouman!” jis tan yo tout mandéʼy.
MRK.14.20	Jézi wéponn, “I kay yonn adan zòt douz-la ki la-a ki ka sosé pen adan bòl sòs-la épi mwen-an. 
MRK.14.21	Mwen, Gason Lézòm, kay mò menm kon i ékwi an lévanjil konsèné mwen. Mé ki mizi téwib i kay téwib pou nonm sala ki twayi mwen, Gason Lézòm-lan! I té kay pli mèyè pou li si i pa té janmen vini an latè sala.”
MRK.14.22	Patan yo té ka manjé-a Jézi pwan an pen. Lè i wimèsyé Bondyé i kasé pen-an épi i bay sé disip li-a adanʼy épi i di, “Pwanʼy. Sa sé kò mwen.”
MRK.14.23	Apwé sa i pwan pòt-la, i wimèsyé Bondyé épi i bay sé disip li-a épi yo tout bwè adanʼy.
MRK.14.24	I di yo kon sa, “Sa sé san mwen ki kay koulé bay an chay moun. San sala kay kachté agwéman-an Bondyé fè-a. 
MRK.14.25	Mwen ka diʼw lavéwité, mwen pa kay bwè diven ankò anba lè kondwit Bondyé koumansé. La mwen kay bwè an diféwan kalité diven.”
MRK.14.26	Apwé yo chanté an chanté pou wimèsyé Bondyé yo kité plas-la yo té yé-a épi yo alé asou Mòn Òliv.
MRK.14.27	Jézi di sé disip li-a, “Zòt tout kay pèd konfyans an mwen épi zòt kay abandonnen mwen menm kon i ékwi an lévanjil:
MRK.14.27	‘Bondyé kay tjwé bèwjé-a
MRK.14.27	épi tout sé mouton-an kay simen.’
MRK.14.28	Mé apwé mwen wésisité hòd lanmò mwen kay alé Galili avan zòt.”
MRK.14.29	Pita wéponn épi i di, “Menm si tout lèstan pèd konfyans adanʼw épi abandonnenʼw, mwen pa kay fè sa.”
MRK.14.30	Jézi wéponn, “Mwen ka diʼw lavéwité, ou Pita, jòdi-a anfen òswè-a menm, avan sé kòk-la chanté dé fwa, ou menm kay di ou pa konnèt mwen twa fwa.”
MRK.14.31	Mé Pita wéponn Jézi épi an asiwans épi i di, “Menm si mwen ni pou mò épiʼw, mwen pa kay janmen pèd konfyans an ou pou mwen sa abandonnenʼw.” Épi tout lèstan di menm bagay-la.
MRK.14.32	Jézi épi sé disip li-a wivé jaden-an yo ka kwiyé Gèfsèmanni-an épi i di sé disip li-a, “Asid la patan mwen ka pwédyé.”
MRK.14.33	Apwé, i pwan Pita, Jémz épi Jan épi i mennen yo alé épiʼy épi i koumansé santi an penn an tjèʼy ki té ka fèʼy soufè an chay. 
MRK.14.34	Épi i di yo, “An véwité penn sala ki an tjè mwen-an téwib tèlman, i pawé pou tjwé mwen. Wèsté isi-a épi pa alé dòmi.”
MRK.14.35	I alé douvan an ti distans épi i jété kòʼy a tè-a fas anba épi i pwédyé épi i mandé Papaʼy si i té posib pou pa kitéʼy pasé tan soufwans sala. 
MRK.14.36	I di, “Papa mwen, tout bagay posib épiʼw. Tiwé pòt soufwans sala douvan mwen. Kanmenm sé pa sa mwen vlé fè, mé pito sé sa ou vlé pou ou fè.”
MRK.14.37	Lè i viwé i jwenn twa-a ki té alé épiʼy-la ka dòmi épi i di Pita, “Simon! Ès si ou ka dòmi? Ou pa té sa menm véyé pou yon nèditan?” 
MRK.14.38	Épi i di yo, “Pa kité sonmèy pwan zòt. Pwédyé pou zòt pa tonbé anba tantasyon. Lèspwi zòt vlé fè sa ki dwèt mé lachè zòt fèb.”
MRK.14.39	Épi Jézi viwé yon fwa ankò pou i pwédyé épi i di menm lapwiyè-a. 
MRK.14.40	Lè i viwé koté sé disip-la té yé-a, i jwenn yo ka dòmi ankò. Yo pa té sa tjenn zyé yo ouvè. Yo pa té sav ki sa pou yo té sa di Jézi.
MRK.14.41	Lè i sòti pwédyé twazyenm fwa-a, i di yo, “Zòt ka dòmi épi pozé toujou? Sa asé! Tan-an ja wivé pou yo ladjé mwen, Gason Lézòm, anba pouvwa sé mové nonm-lan. 
MRK.14.42	Lévé, annou alé. Ou wè! Nonm-lan ki twayi mwen-an ja wivé.”
MRK.14.43	Jézi pʼòkò té menm fini palé lè Jida, yonn an sé douz disip-la, wivé. Jida té ni an bon déotwa moun épiʼy, épi yo té ni sab épi boutou lanmen yo. Sé chèf pwèt-la, sé titja lwa sé Jwif-la épi sé ofisyé-a an légliz sé Jwif-la ki té voyé konpanni moun sala. 
MRK.14.44	Bon, avan yo té pati Jida té ja di yo, “Nonm-lan mwen kay bo-a, sé li zòt vlé. Awétéʼy, épi pwan pokosyon patan zòt ka mennenʼy alé.”
MRK.14.45	Kon Jida wivé, i vini douvan Jézi épi i di, “Mèt!” épi i bo Jézi. 
MRK.14.46	Sé moun-an vini épi yo tjenbé Jézi épi yo awétéʼy. 
MRK.14.47	Mé yonn an sé nonm-lan ki té doubout la épi Jézi-a hédi sab li épi i fwapé sèvant pli ho chèf an sé pwèt-la épi i volé zòwèy li.
MRK.14.48	Jézi di yo, “Ès si zòt té ni pou vini épi sab épi boutou pou zòt sa awété mwen akwèdi mwen sé an vòlè? 
MRK.14.49	Pou otan jou mwen té épi zòt ka enstwi an Kay Bondyé-a, épi zòt pa awété mwen. Mé sa lévanjil-la di kay fèt oblijé fèt pou vwé.”
MRK.14.50	Apwé sa tout sé disip Jézi-a abandonnenʼy épi chapé kò yo.
MRK.14.51	La té ni an jenn nonm ki té abiyé épi an had kon an dwa voplé oliwonʼy, épi i té alé épi Jézi lè yo té awétéʼy-la. Sé moun-an té éséyé pou yo té awétéʼy osi, 
MRK.14.52	mé i pitjé kouwi épi i kité had li dèyè.
MRK.14.53	Yo mennen Jézi douvan pli ho chèf an sé pwèt-la, épi tout lézòt sé chèf pwèt-la, sé ofisyé an légliz sé Jwif-la épi sé titja lwa sé Jwif-la vini ansanm. 
MRK.14.54	Pita té ka maché adan an distans dèyè Jézi épi i antwé jis andidan lakou kay pli ho chèf an sé pwèt-la. La Pita asid épi sé sòlda-a épi i té ka chofé kòʼy bo difé-a.
MRK.14.55	Sé chèf pwèt-la épi tout sé manm konsèy sé Jwif-la té ka gadé pou témwen pou yo té sa sèvi kont Jézi, paski yo té vlé kondannéʼy pou i mò. Mé yo pa té sa jwenn pyès. 
MRK.14.56	An chay sé témwen-an té ka manti asou Jézi épi tout sé listwa-a yo bay-la té diféwan.
MRK.14.57	An lè déotwa nonm doubout épi yo di mansonj sala asou Jézi, 
MRK.14.58	yo di, “Nou tann i di, ‘Mwen kay kwazé Kay Bondyé sala, sa nonm fè-a, épi apwé twa jou mwen kay fè an lòt. Mé sé pa nonm ki kay fè kay sala.’ ” 
MRK.14.59	Mé pa menm listwa sé sala ki té ka dakò épi sa yonn a lòt té di.
MRK.14.60	Pli ho chèf an sé pwèt-la doubout douvan tout sé manm konsèy-la épi i kwèsyonnen Jézi, i di, “Yo ja akizéʼw épi an chay bagay. Ès si ou ni pyès wépons pou bay?” 
MRK.14.61	Mé Jézi wèsté tou dous épi i pa di yon mo pawòl.
MRK.14.61	Pli ho chèf an sé pwèt-la mandéʼy ankò, “Ès si ou sé Mèsaya-a, Gason Bondyé-a?”
MRK.14.62	Jézi wéponn, “Wi, mwen sé li, épi ou kay wè mwen Gason Lézòm asid asou lanmen dwèt Bondyé ki ni tout pouvwa, épi mwen kay vini adan nwaj syèl.”
MRK.14.63	Pli ho chèf an sé pwèt-la té tèlman faché, i déchiwé had li menm épi i di, “Nou pa bizwen pyès témwen ankò! 
MRK.14.64	Zòt tann mannyè i ensilté Bondyé! Ki disizyon zòt?” Yo tout di i koupab épi i bizwen mò.
MRK.14.65	Lè sala déotwa nonm koumansé kwaché asou Jézi, épi yo mawé an mòso had oliwon zyéʼy, yo fwapéʼy épi koulpwen yo épi yo di, “Di nou kilès ki baʼw sé koulpwen sala?” Épi sé sòlda-a pwanʼy épi yo bat li.
MRK.14.66	Patan Pita té anba-a, an lakou kay pli ho chèf an sé pwèt-la, yonn adan sé sèvant li-a, an jenn ti fi, vini la. 
MRK.14.67	Lè i wè Pita ka chofé kòʼy la, i véyéʼy byen épi i diʼy, “Ou menm té épi Jézi sala, jan Nazawèt-la.”
MRK.14.68	Mé Pita di sa pa vwé épi i di, “Mwen pa ni sav ni konpwann ki sa ou ka palé konsèné-a,” épi i pati an pasay-la ki ka alé bò bayè-a.
MRK.14.69	Lè menm sèvant-lan wè Pita la toujou i koumansé ka di bay sé moun-an ki té la-a, “I sé yonn adan yo!” 
MRK.14.70	Ankò Pita di sa pa vwé.
MRK.14.70	An ti mouman apwé sa, menm sé moun-an ki té la-a koumansé di Pita, “Vwéman ou sé yonn adan yo paski ou sé jan Galili.”
MRK.14.71	Pita fè sèman, épi i di, “Vonmyé Bondyé pini mwen apwézan, mwen ka palé lavéwité! Mwen pa konnèt nonm-lan ou ka palé konsèné-a!”
MRK.14.72	La menm kòk-la chanté dézyenm fwa-a épi Pita chonjé pawòl-la Jézi té diʼy-la: “Avan kòk-la chanté dé fwa, ou kay di ou pa konnèt mwen pou twa fwa.” Épi sa kwazé tjèʼy, épi i hélé épi i an penn.
MRK.15.1	Byen bonnè li bonmaten, sé chèf pwèt-la épi sé ofisyé an légliz sé Jwif-la, sé titja lwa sé Jwif-la épi tout lèstan sé manm konsèy sé Jwif-la wivé an disizyon asou ki sa pou fè épi Jézi. Yo mawé Jézi épi yo mennenʼy alé épi yo délivwéʼy an lanmen Pons Pilat, gouvènè-a ki ka wépwézanté péyi Ronm-lan. 
MRK.15.2	Pilat mandéʼy, “Ès si ou sé wa sé Jwif-la?”
MRK.15.2	Jézi wéponn, “Kon ou di.”
MRK.15.3	Sé chèf pwèt-la akizéʼy épi an chay bagay. 
MRK.15.4	Kon sa Pilat mandéʼy ankò, “Yo ja akizéʼw épi an chay bagay. Ès si ou pa ka bay pyès wépons?”
MRK.15.5	Ankò Jézi pa wéponn anyen, épi Pilat té byen sipwi.
MRK.15.6	Bon, toulé lanné asou jou sé Jwif-la té ka sélébwé Fèt Délivwans-lan, kon lakoutim Pilat té ka ladjé yonn adan sé Jwif-la ki té an pwizon-an, népòt-la sé moun-an té mandé pou. 
MRK.15.7	Menm tan sala, la té ni an nonm yo ka kwiyé Barabas ki té an pwizon épi lèstan sé moun-an ki té lévé wévòt kont gouvèdman-an épi yo té tjwé moun patan yo té ka goumen-an. 
MRK.15.8	Sé moun-an vini ansanm épi yo di Pilat pou fè sa i ka toujou fè ba yo toulé lanné an tan sala.
MRK.15.9	Pilat mandé yo, “Ès si zòt vlé mwen ladjé wa sé Jwif-la?” 
MRK.15.10	Pilat té sav byen sé jalouzi ki té fè sé chèf-la mennen Jézi ba li. 
MRK.15.11	Mé sé chèf pwèt-la pitjé sé moun-an pou yo mandé Pilat pou ladjé Barabas pito.
MRK.15.12	Pilat mandé sé moun-an, “Ében, ki sa zòt vlé mwen fè épi moun sala zòt ka kwiyé wa sé Jwif-la?”
MRK.15.13	Yo tout andjélé, “Kwisifyéʼy pou mò asou kwa-a.”
MRK.15.14	Pilat mandé, “Mé ki movèzté i ja fè?”
MRK.15.14	Sé moun-an andjélé pli fò ankò, “Klouwéʼy pou i mò asou kwa-a.”
MRK.15.15	Pilat té vlé plè sé moun-an, kon sa i ladjé Barabas kon yo té mandé. Épi i fè sé sòlda-a bay Jézi an mové chalè, épi apwé sa yo mennenʼy alé pou yo té sa kwisifyéʼy.
MRK.15.16	Sé sòlda-a pwan Jézi épi yo mennenʼy alé adan kay gouvènè-a (sa yo ka kwiyé Pratoriyòm-lan) épi yo kwiyé tout lèstan sé sòlda-a ki té an menm konpanni épi yo-a. 
MRK.15.17	Yo mété an lonng gòl lila asou Jézi épi yo naté an konmès bwanch pikan kon an kouwonn épi yo plaséʼy asou tèt li. 
MRK.15.18	Yo koumansé ka motjéʼy épi yo té ka andjélé, “Viv, wa sé Jwif-la!” 
MRK.15.19	Épi kon an plézi yo té ka ba li koul baton asou tèt li épi yo té ka kwaché asouʼy, épi yo tonbé asou jounou yo pou fè akwèdi yo ka adowéʼy. 
MRK.15.20	Épi lè yo fini motjéʼy, yo tiwé lonng gòl lila-a asouʼy épi yo viwé mété menm had-la i té ni-an asouʼy ankò. Apwé sa yo mennenʼy alé pou yo té sa kwisifyéʼy.
MRK.15.21	Patan yo té ka alé-a, yo jwenn épi an nonm yo ka kwiyé Simon, ki té sòti an hòtè épi i té ka vini an vil, épi sé sòlda-a oblijéʼy pòté kwa Jézi-a. (Simon sala té jan Sayrini, papa Alèkzanda épi Roufòs.) 
MRK.15.22	Yo mennen Jézi an plas-la yo ka kwiyé Gòlgòfa, sa vlé di, ‘Mòn Kalòt Tèt’. 
MRK.15.23	La yo ofèʼy diven ki té ni an wazyé yo ka kwiyé lanmi andidanʼy, mé Jézi pa té bwèʼy. 
MRK.15.24	Apwé sa yo kwisifyéʼy. Épi pou yo té sa sépawé had li, yo jwé gwenndé pou yo wè kilès mòso yonn a lòt té kay jwenn.
MRK.15.25	I té névè li bonmaten lè yo té kwisifyé Jézi. 
MRK.15.26	Épi yo matjé asou an papyé wézon-an yo kwisifyéʼy-la pou tout moun wè, i di, “Wa Sé Jwif-la.” 
MRK.15.27	Yo té kwisifyé dé vòlè épiʼy, yonn asou koté dwèt li, épi lòt-la asou koté gòch li. [ 
MRK.15.28	Mannyè sala sa lévanjil-la té di kay fèt-la fèt pou vwé, lè i di, “I té anpami mové nonm.”]
MRK.15.29	Sé moun-an ki té ka pasé-a té ka fè sin épi tèt yo kon yo té ka ensilté Jézi, yo di, “Mé wi, ou té kay kwazé Kay Bondyé-a épi adan twa jou ou té kay viwé fèʼy, kouman? 
MRK.15.30	Ében désann asou kwa-a épi sové kòʼw.”
MRK.15.31	An menm mannyè-a, sé chèf pwèt-la épi sé titja lwa sé Jwif-la té ka motjéʼy, épi yo té ka di bay yonn a lòt, “I sové lézòt mé i pa sa sové kòʼy menm. 
MRK.15.32	Kité Mèsaya-a, wa Izwayèl-la, désann asou kwa-a apwézan pou nou sa wè épi nou kay kwè.” Dé vòlè-a yo té kwisifyé épiʼy-la té ka ensiltéʼy osi.
MRK.15.33	A midi tout péyi-a té kouvè épi an nwèsè épi i diwé pou jis twazè apwémidi. 
MRK.15.34	Épi lè i té twazè, Jézi hélé épi an gwo vwa, “
MRK.15.35	Lè adan an sé moun-an ki té doubout la-a tann sa, yo di, “Tann sa, i ka kwiyé Ilaydja.”
MRK.15.36	An nonm kouwi épi i twanpé an léponj adan diven wak, épi i mété léponj-lan asou an bout an baton. Apwé sa i lonjéʼy bay Jézi pou i té sa bwè. Épi nonm-lan di, “Bon, doubout la, annou gadé si Ilaydja kay vini tiwéʼy asou kwa-a.”
MRK.15.37	Épi Jézi hélé épi an gwo vwa, épi i pwan dènyé lisouf li.
MRK.15.38	Wido-a ki té an Kay Bondyé-a déchiwé an dé, dépi an tèt li pou wivé an bout li. 
MRK.15.39	Épi lè chèf sòlda-a ki té doubout douvan Jézi-a tann mannyè i hélé, épi lè i wè mannyè i mò, i di, “Pou vwé, nonm sala sé Gason Bondyé-a.”
MRK.15.40	La té ni déotwa madanm ki té adan an distans ka gadé. Anpami yo té Mari Madlenn, Mari manman Jémz (sa yo ka kwiyé ti Jémz) épi Joziz, épi Salonmé té la osi. 
MRK.15.41	Sé madanm sala té ka swiv Jézi patan i té an Galili épi yo té ka potjiwé tout sa i té bizwen. La té ni an chay lézòt madanm ki té vini Jérouzalèm épi Jézi ki té la osi.
MRK.15.42	Bon, i té jou-a avan jou sabaf-la, sa sé jou-a sé Jwif-la té ka fè pwépawasyon pou jou sabaf-la. I té ja apwémidi. 
MRK.15.43	La té ni an nonm yo ka kwiyé Jozèf, an Jwif ki té sòti an vil Arimatéya. I té an manm an konsit sé Jwif-la tout moun té ka wèspèkté an chay. Épi i té ka èspéyé pou tan-an Bondyé menm kay kondwi-a vini. I pwan tjè épi i alé mandé Pilat pou kò Jézi. 
