MAT.1.1	Ɛnjɔ́ɔ cɛ ɔbɔ́ta ú *Yésus *Kilís, *Ɔɔ́nɔ́ u Táfit, a wáŋa ɔɔ́nɔ́ u *Abɛ́laham : 
MAT.27.63	mbá báyɛ nááyá : « Otéŋí, tu ŋa sɔ́ bɛ́táá anyía ekúlú ayɛ́ ɔfalafala ooci ŋaá bá wa yánáŋa o olíhe, u ŋaá bá waá kɔɔnaka ɔsɛ u káá háányua o owé e elime cɛ mɔɔ́sɛ́ matátɔ́. 
MAT.27.64	Iínjíé makɛ́nda aná ma ɔkɔtátáka eenyie ɔ ɔkɔɔ́háma ɔ mɔɔ́sɛ́ eémé matátɔ́, ananyía bááyɛ́ *baákɔ́nɛ́na tí ke éébe omime, mbá bé húlikinyi baacɔ bá bunɔŋɔ anyía u ma háányua e biwéewé ; keyé afala yí elime eéyé káá bá na makɛ́nda buéŋí ɔ ɔhɔla afala yí buúse. » 
MAT.27.65	Mbá Bílat ɔsɛ : « Oo, i ŋé mi lumítíne ; ánɔ ka háya bíánɔ́ bibulúsu, bɛ́a tátáka eenyie eéyé, háyɛ bú ŋaá banɔ́ bíléníne. » 
MAT.27.66	Bá ŋá cɔba, bé ŋé súŋé nyɛndányɛ́ bɔmbányɛ bɔmbányɛ e nyiofine nyí eenyie, bé ŋé síke bibulúsu o o yiíyi tátáka.
MAT.28.1	E elime ci ehélúme yí *Besuif, a alalɛ yɛ́ ɔyá, buɔ́sɛ́ bɔ́ sɔ́ndɛ, na Malíi, itónyi cɛ Makatala, na Malíi ooci a wɔmɔtɛ́, ŋa bɔ́ hátɔ́na, bɔ́ cɔba ɔ ɔkɔlɛ́ca eenyie. 
MAT.28.2	Bé ŋe síké ebú bítéme ɔmɛsɛ́ me bínyíétínyi na makɛ́nda buéŋí ; yááŋa anyía *elilé yɛ́ bɔsɔ́ma yí Otéŋí a Waáŋá a yɛ́mɔtɛ́ ŋée húle ɔ Ɔmuaná, yó fúŋulisi yaandándá yɛ́ nyɛndányɛ́, yí ŋé limíne ɔ ɔmuaná. 
MAT.28.3	Elilé yɛ́ bɔsɔ́ma eéyé ŋaá bá yá mányɛmaka, búáyɛ́ bɔlaka fúúmékéne háyɛ ɔlɔndɔ́. 
MAT.28.4	Aáná bulíkílíki ŋeé tímbíé bibulúsu, bɛ́ nákamaka hú bakɔ bakɔ bakɔ ; bɛ́ ŋa lɔ́ndaka háyɛ biwéewé. 
MAT.28.5	Mbá elilé yɛ́ bɔsɔ́ma eéyé ŋaá táŋɛ́tá, yɔ́ láana beénjú yɛ́sɛ : « Aá banɔ́, nuti líkíméke, i ŋé mi menyi bɔmbányɛ anyía nu ŋa nɔ́ áamba Yésus awɔ́ bá ŋa yáátákɛ́na ɔ ɔmbásá. 
MAT.28.6	U tɛ á bá tɔ́na aaha, ú ma háanyua o owé háyɛ u ŋaá kɔ́ɔ́na. Ánɔ faáya, nú ka lɛca haála ehé bé ŋeé fíényínyi úúyé omime áŋa etémbí. 
MAT.28.7	Énu tényí cɔba fiaŋɔ yáaŋa ɔ ɔkɔláana bááyɛ́ *baákɔ́nɛ́na anyía ú maá háanyua e biwéewé, ú me búéke a *Kalilé ; hɔ́á nu ké nú wuúci lɛcaka. Asana ayɛ́ yamɛ bá ne yiíyi yɛ́ ɔ banɔ́ laána, íyéeyé. »
MAT.28.8	Bé ŋé tényí ábɔ́ hatɔ́na fiaŋɔ e eenyie. Ɛtɛ́má inyíóyókónú ne bulíkílíki ne obíléne áyá hú mbiɔ́kɛ. Bé ŋé súéte, bá cábakɛna ɔ ɔkɔláana baákɔ́nɛ́na ɛsɔ́ma eécí. 
MAT.28.9	Hikúlúkúlú, bá ŋa lɛca Yésus á fáakɔna eebú eé buúse, mbá ɔsɛ : « Ɛ ŋa mɛ́ banɔ́ téŋítiʼo ! » Aáná bé ŋe bú bíkósíti nááyá, bé ŋe wuúci bítímbíé a akɔlɔ́, bé wuúci nyemiki. 
MAT.28.10	Mbá Yésus ɔsɛ : « Nuti líkíméke, ánɔ cɔba yáaŋa nú kaá láána báámɛ benyíinyí anyía bá cɔba a Kalilé ; hɔ́á bá ká bɔ́ mɛ́ lɛcaka. » 
MAT.28.11	Beénjú eébé ŋa bɔ́ bá bá búánaŋa o ohónyí, ekúlú ayɛ́ baacɔ ɔ bɔ́mɔtɛ́ bá ɔlɔŋɔ ú bibulúsu a bɛ́ ŋaá bá bíá tátáka eenyie ŋa ka bɔ́ hálɔ́mɔ́na a bálɛ́ka o okowóókísi betéŋínyi *beluli nyiínjie bɛsana bikime a bɛ́ ŋá bɛ́kɛ́láka. 
MAT.28.12	Ɛŋakɛlá ne betéŋínyi beluli nyiínjie na *baáŋá bé Besuif ábɔ́ bɛ́bándákána, bɔ́ lɔ́kɔ́mákána ; bé ŋé bú íínjíé bibulúsu mɔɔnyɛ́ meéŋí, 
MAT.28.13	mbá báyɛ náábɔ́ : « Ánɔ kɔɔna nɔsɛ : “Bááyɛ́ baákɔ́nɛ́na ŋe ke bú wuúci éébé nebutúé, basɔ́ e hiiné.” 
MAT.28.14	Aáná, mbɔ́kɔ Kɔ́mɛ́na ŋá lɔ́kɔ́ma asana eéyé, basɔ́ tu ŋe sú menyi anyána tu ké sú wuúci cibúnékíne ; aáná nu tɛ ká nɔ́ bɔ́ŋɔ muuyé. » 
MAT.28.15	Bibulúsu ŋe bú hiíte mɔɔnyɛ́ eémé, bɔ́ kɛ́láka háyɛ bé ŋeé beébe laákɛ́na. Yaátɛ́ asana bá yánáŋa o obíkéti híáná a asana eéyé ɛ ɛkatɛ́katɛ́ ci Besuif ɔ ɔkɔɔ́háma hɛ́nánɔ eécí.
MAT.28.16	Aáná baákɔ́nɛ́na bɔ́ɔ́hátá na ɔmɔtɛ́ ŋa bɔ́ cɔba a Kalilé a nɔkɔndɔ enú Yésus ŋeé beébe bɛ́lɛ́háká. 
MAT.28.17	Ɛ́makɛ́la bá ka bɔ́ hámá, bá ŋa lɛca Yésus ; nyi wuúci nyemiki eényí. Ta híáná, bɔsɔ́ɔ́kɔ́ a bɔ́mɔtɛ́ ŋa bɔ́ bá ne isuŋí ɛ ɛtɛ́má anyía bébú lumitinine. 
MAT.28.18	Aáná Yésus ŋeé bíkósíti náábɔ́, mbá ɔsɛ : « Bandɔ́mɛsɛ́ áŋa o mi iínjíénú makɛ́nda mekime me otéŋgínyi na ɔ ɔmuaná noómi na ɔ ɔmɛsɛ́ áyá. 
MAT.28.19	Ánɔ cɔba aná, nu ka kɛlaka anyía baacɔ bá mɔnɔŋɔ mekime á bámɔ́kɔ́na báámɛ baákɔ́nɛ́na, nú beébe ootokine eé nyiínyi nyí Síkíne Bandɔ́mɛsɛ́, na nyɛ́ Ɔɔ́nɔ́ ne nyí *Efúúménénú yí Elilé ; 
MAT.28.20	nú beébe éékúnyíki ɔlátɛ́na bɛsana bikime abɛ́ ɛ ŋa mɛ́ banɔ́ tóŋgínyí. Ánɔ bá na mɔŋɔlɛ́ anyía ya mɛ́ŋa na banɔ́ mɔɔ́sɛ́ mekime ɔ ɔkɔɔ́háma a nyɛmana nyɛ́ ɔmɛsɛ́. »
MRK.1.1	Nyitúme nyɛ́ Ambányɛ yɛ́ Ɛsɔ́ma yí *Yésus *Kilís, Ɔɔ́nɔ́ u *Bandɔ́mɛsɛ́. 
MRK.1.2	Yááŋa yɔɔ́ŋɔ́kɔ́nɔ́ e nufule nú *muhémúnyi bɛsana mɔ Bandɔ́mɛsɛ́, *Ɛsayí, anyía : « Yaŋɔ́ Bandɔ́mɛsɛ́, í me mí buekisi uumi ɔɔcɔ u bɔsɔ́ma ɔ ɔ kuɔŋɔ́ tábɔ́nɛ́na ohónyí.
MRK.1.3	U ŋo sóbi okelú ɔ ɔmuaná i iisí cɛ ɔsɛ́bɛ́á ɔsɛ : “Ánɔ tábɔ́náka ohónyí ú Otéŋí a Waáŋá ; énu nyimíkínyi cííyí ihényí.”
MRK.1.4	Aáná Sáaŋ ŋaá hámá i iisí cɛ ɔsɛ́bɛ́á, u ŋeé túmé owootine baacɔ, u sobiki ɔsɛ : « Ánɔ bɛ́kákálákɛ́na máánɔ́ maabɛ́, mbá nɔ sɔ́mba ɔkɔlɔ́ eé meéme ; mbá nu bíótókíne, aáná Bandɔ́mɛsɛ́ káá banɔ́ nyɛ́anakɛnɛna máánɔ́ maabɛ́. »
MRK.1.5	Híáná baacɔ bekime ne bé *Yelúsalɛm ne bé iisí ci *Yuté ikime ŋaá bá bábɔ́ fáakɔna ná Sáaŋ, bá bɛ́kɔ́tɔ́kɔ máábɔ́ maabɛ́ ɛ ɛkatɛ́katɛ́ cɛ baacɔ, u beébe ootokine eé nuúci nú Sulutɛ́ŋ.
MRK.1.6	Sáaŋ ŋaá bá waá láŋabaka bɔlaka a bú ŋaá bá bunuákánɔ́ na bɛhɔcá bɛ́ ɛnyama acɛ́ bɔ́ ŋɔɔ́ lɔ́ŋɔ anyía 
MRK.1.7	u laakɛna baacɔ ɔsɛ : « Ɔɔcɔ awɔ́ á mɛ hɔla a makɛ́nda kokóokó eémi e elime. Ɛ tɛ ŋa mɛ́ nyɛmána ooci a wáŋa wu okutimine o ohembuleke tukolí tɔ́ bíáyɛ́ bɛkandɛ́na. 
MRK.1.8	Yaŋɔ́, ɛ́ ma mɛ́ banɔ́ ootokine ne menyífé. Mbá wuúci, u káá banɔ́ óotokine ne *Efúúménénú yí Elilé. »
MRK.1.9	Ɔ mɔɔ́sɛ́ eémé, Yésus ŋeé húlé a bunɔŋɔ bɔ́ *Násalɛt i iisí cɛ *Kalilé ; u ŋga háma eé nuúci nú Sulutɛ́ŋ. Sáaŋ ŋé wuúci ootíne. 
MRK.1.10	Hú ayɛ́ Yésus ŋaá hámá e menyífé, u ŋa lɛ́cá Ɔmuaná me bíhúúne, *Efúúménénú yí Elilé á sɔ́ɔ́náka nááyá i ihúényínyí ci hibúbé. 
MRK.1.11	Okelú ŋá lɔ́kɔ́mána ú húlúkúne ɔ Ɔmuaná, ú kɔɔnaka ɔ́sɛ : « Ɔ ɔ́ŋa uumi ɔɔ́nɔ́ u ɔtɛ́má ; ya mɛ́ŋa ne obíléne weéŋí nɔ́ɔ́wɔ. »
MRK.1.12	Hí e elime eécí, *Efúúménénú yí Elilé ŋé wuúci súéténe i iisí cɛ ɔsɛ́bɛ́á. 
MRK.1.13	U ŋge límékíne hɔ́á mɔɔ́sɛ́ etíne éfendí ; *Sátan yó wuúci kɔkɔnaka. Yésus ŋaá bá weé líhéke na ɛnyama cí eciké, *bililé bɛ́ masɔ́ma bɛ́ Bandɔ́mɛsɛ́ wuúci sókóbíki.
MRK.1.14	Yésus ŋeé súété a *Kalilé, u húlé húlikinyi baacɔ Ambányɛ yɛ́ Ɛsɔ́ma yɛ́ Bandɔ́mɛsɛ́. Bá ŋaá bá ɛ́cɛ bá maá hátɛna Sáaŋ, bó wuúci háya eé ciíbe cɛ ɛcaná. 
MRK.1.15	Yésus ŋaá bá waa láakɛna baacɔ, ɔsɛ : « Ekúlú ma nyɛ́mana. Aámbáya Bandɔ́mɛsɛ́ yɔ́ cɔba o otéŋgínyi ! Ánɔ bɛ́kákálákɛ́na máánɔ́ maabɛ́, mbá nɔ sɔ́mba ɔkɔlɔ́ eé meéme ; énu lumítíníne Ambányɛ yɛ́ Ɛsɔ́ma ! » 
MRK.1.16	Ahá Yésus ŋaá bá waá kándaka a asálá yɛ́ nuɔmɔ́ nɔ́ Kalilé, u ŋá lɛca ne Símon ne onyíinyí *Andɛlɛ́, bábɔ́ áahakɛna mɔhɔ́tɔ́ aá nuɔmɔ́, anyía bá ŋa bɔ́ bá belumbelumbe. 
MRK.1.17	Mbá ɔsɛ náábɔ́ : « Ánɔ mɛ látákɛ́na, mbá ɛ ká mɛ́ banɔ́ céŋisiki be-mi-súéne baacɔ. » 
MRK.1.18	Hí a yaátɛ́ ekúlú, bá ŋá bɛ́yúátáka ɔ ɔbɛ́yúata máábɔ́ mɔhɔ́tɔ́, nyi wuúci látákɛ́na eényí. 
MRK.1.19	Yésus ŋá cɔ́bɛ́tɛ́ta ne buúse, yɔ́ lɛ́ca na Sáak ne onyíinyí Sáaŋ, baáná bé Sebeté. Beébe a yáábɔ́ ɔkɔkɔ́ noómi, bábɔ́ tábɔ́náka máábɔ́ mɔhɔ́tɔ́. 
MRK.1.20	Yésus ŋé beébe lɔ́ŋɛ́ta ɔlɔ́ŋɛ́ta, bá ŋá bɛ́yúáta na ciabɔ́ síkíne Sebeté na bɔnyiɔnɔ ɔ ɔkɔkɔ́ noómi, nyɛlátákɛ́na Yésus eényí.
MRK.1.21	Ne Yésus na bááyɛ́ *baákɔ́nɛ́na ŋa bɔ́ cɔ́ba a bálɛ́ka cɛ Kabɛlnawum. A *buɔ́sɛ́ bú ehélúme bú *Besuif, Yésus ŋo yóófíne a yáábɔ́ *andaŋía yɛ́ ɔbɛ́cɔ́kɔ́lɛ́na, yó túme o otúme oweékúnyi baacɔ Bɛsana bɛ́ Bandɔ́mɛsɛ́.
MRK.1.22	Baacɔ ŋe bú kékéke buéŋí a asana na nyíáyɛ́ nyɛnamá nyí oweékúnyíki baacɔ bɛsana. Yááŋa anyía u ŋaá bá weé yeékúnyíki na bɔɔcɔ bukime ; tɛ́ cáŋa a nyɛnamá nyí *beékúnyi bikotí. 
MRK.1.23	Hí e ekúlú eyí Yésus ŋaá bá we yéékúnyíki, ɔmɔtɛ́ ɔɔcɔ na *aabɛ́ yí elilé ŋaá hámá hú huasɛ a yáábɔ́ andaŋía yɛ́ ɔbɛ́cɔ́kɔ́lɛ́na, u ŋá kɔɔ́na okelú ɔ ɔmuaná ɔsɛ : 
MRK.1.24	« Yésus, ɔɔcɔ u *Násalɛt ! Aátɛ́ yááŋa na basɔ́ na kuɔŋɔ́ e ? Ɔ ŋɔɔ́ faáya aaha ɔ ɔ basɔ́ súlisi e ? I ŋe mí menyi bɔmbányɛ anyía ɔ ɔ́ŋa Ofúúménénú u Bandɔ́mɛsɛ́ ! » 
MRK.1.25	Yésus ŋaá laána elilé ne esise ɔsɛ : « Lésíkínyi mbuumu, háma aá cɛɛ́tɔ cɛ ɔɔcɔ ooci ! » 
MRK.1.26	Aáná aabɛ́ yí elilé ŋeé fúkíté ɔɔcɔ na makɛ́nda, yí ŋé bókíte buáŋá, nyɛháma eényí a ciayɛ́ cɛɛ́tɔ. 
MRK.1.27	Baacɔ bekime ŋá bɔ aálɛ́áka eété, bá bɛ́bátáka beébe ne beébe báyɛ : « Aátɛ́ eeye e ? Yɔɔ́sɔɔ́sɔ yí nyiékúnyi na bɔɔcɔ ayɛ́ʼ ? Ɔɔcɔ ooci ŋe téŋínyi ta hú *bɛɛbɛ́ bí bililé, bí wuúci lɔ́kɔ́mákɛ́na ! »
MRK.1.28	Aáná nulumí nú Yésus ŋe tényí á lɔ́kɔ́mána i iisí ikime cɛ *Kalilé.
MRK.1.29	Ne Yésus, na Sáak, na Sáaŋ ŋa bɔ́ hámá a *andaŋía yɛ́ ɔbɛ́cɔ́kɔ́lɛ́na yí *Besuif, bá ŋá cɔba ɔ ɔcɔba eé ciíbe cɛ ne Símon na *Andɛlɛ́. 
MRK.1.30	Iinyíkíné ci Símon ŋaá bá fíanɛna, u kɔnɔkɔ nyiike ; aáná bé ŋe bíkétíkínyi o obíkétíkínyi Yésus ɔkɔnɔ ú oónjú oócí. 
MRK.1.31	U ŋé bíkósíti nááyá, u ŋé wuúci tímbie ɔ ɔɔbɔ́, yó wuúci hetunyi. Nyiike ŋá mana ɔmana, oónjú ŋe túme ó beébe sókóbi.
MRK.1.32	Nanyiɔ́fɔ́, e elime cɛ nyɛfianɛna nyɛ́ ɔɔ́cɔ́, baacɔ ŋe bú hélékéníne Yésus bɔkɔnɔ́kɔ́nɔ bekime na baacɔ a bá ŋa bɔ́ bá na *bɛɛbɛ́ bí bililé, bí beébe yébíki. 
MRK.1.33	Baacɔ bekime bá bálɛ́ka ŋa ka bɔ́ bɛ́bándákáná eé buúse bú ehenyi yí ciíbe ecí Yésus ŋaá bá noómi. 
MRK.1.34	Yésus ŋe yeéŋúnyísíki bɔkɔnɔ́kɔ́nɔ beéŋí a bá ŋaá bá na anamánamá cá ɛkɔnɔ, yó hémúkúnyi tɔ́na bɛɛbɛ́ bí bililé biéŋí. U ŋaá bá u tɛ á yaátába anyía bɛ́ á táŋáka, anyía bí ŋaá bá bíé wuúci menyukune.
MRK.1.35	Tútútú, ne tuélelíe, Yésus ŋa hátɔ́na yɔ́ háma eé ciíbe. U ŋé súéte haaca na bálɛ́ka, a mafákálɛ́ana, u ŋé túme ɔbɛ́cɔ́kɔ́lɛ́na. 
MRK.1.36	Ne Símon na baláayɛ́ ŋe bú túme o húle wuúci aamba. 
MRK.1.37	Ahá bé ŋge bú wuúci kuána, báyɛ nááyá : « Baacɔ bekime ŋa bɔ́ ɔ waamba. » 
MRK.1.38	Mbá ɔsɛ náábɔ́ : « Tué súéte haála hé etémbí, a mɔnɔŋɔ ma maabána. Ɛ ŋá mɛ́ nyɛmána tɔ́na wu ohulikinyi baacɔ Ambányɛ yɛ́ Ɛsɔ́ma hɔ́á, yaátɛ́ asana i ŋe mí húle ɔ Ɔmuaná. » 
MRK.1.39	Aáná u ŋaá bá u húle á kándaka i iisí cɛ *Kalilé ikime, u húle húlikinyi baacɔ Ambányɛ yɛ́ Ɛsɔ́ma a *bɛndaŋía bɛ́ ɔbɛ́cɔ́kɔ́lɛ́na bí *Besuif, u hémúkúnyi *bɛɛbɛ́ bí bililé a baacɔ.
MRK.1.40	Oónuúnu a wɔmɔtɛ́ ŋaá fááya né Yésus, u ŋé wuúci túmíne eŋéndu, yó wuúci bata nyiɔ́lɔ ɔsɛ : « Cɔ́kɔ́lɛ, mbɔ́kɔ o ŋoó léne, ɔ ɔ́ŋa wu o mi eéŋúnyísi. » 
MRK.1.41	Yésus ŋé wuúci bɛ́cáma mahana, u ŋá nandɔ́na ɔɔbɔ́, u ŋé wuúci bítíse, mbá ɔsɛ : « Ɛ́ɛ, i ŋeé mi léne, aáŋɔ́núá ! » 
MRK.1.42	Hí a yaátɛ́ ekúlú ciínú ŋá maná, ɔɔcɔ ŋá aáŋɔ́núá. 
MRK.1.43+MRK.1.44	Yésus ŋeé wuúci laána, yó woónyísínyi ne esise ɔsɛ : « Atɛ laána ta ɔɔcɔ bɔkɔ, mbá ké ke bítóŋínyi né *mululi nyiínjie, mbá iínjie *abɛ́sámbá eyí *Moyís ŋaá kɔɔ́na anyía bé búle iínjie o otóŋínyi baacɔ bekime anyía ɔ́ mɔ́ waáŋɔ́núa. » Aáná u ŋeé wuúci ólísí o owólísi. 
MRK.1.45	Mbá ta híáná, ɛ́makɛ́la ɔɔcɔ oócí é súété, nyitúme eényí o húle hulinyi baacɔ bɛhaála bikime asana eéyé. Yaátɛ́ asana Yésus tɛ ɔ́mɔ́ bá wu ɔ háná bítóŋgínyi a miányɛ́ a bálɛ́ka a cɛ́mɔtɛ́ ; mbá u ŋaá bá weé limekine hú a bɛhaála abɛ́ baacɔ tɛ á bá. Baacɔ ŋaá bá bábɔ́ fáakɔna nááyá, bé húlúkúne bɛhaála bikime.
MRK.2.1	Ɛ́makɛ́la mɔɔ́sɛ́ a hɔ́lá, Yésus ŋga hálɔ́mɔ́ná a Kabɛlnawum ; baacɔ ŋa bɔ́ lɔ́kɔ́má anyía wáŋa e úúyé ooki;
MRK.2.2	ɔmbana weéŋí ŋá bɛ́bándákána ɔ ɔkɔɔ́háma ayɛ́ nyɛtákɛ́na nyɛ́ ɔkɔlɔ́ tɛ ɔ́mɔɔ́ bá, te e buúse bú ehenyi. Yésus ŋaá bá weé beébe eékúnyíki Bɛsana bɛ́ Bandɔ́mɛsɛ́. 
MRK.2.3	Aáná baacɔ a bɔ́mɔtɛ́ ŋe bú wuúci héléníne asákála ; baacɔ bényíse bé yiíyi bɛ́túáhɛ́nánɔ́. 
MRK.2.4	Mbá bɔ́ tɛ ɔ́mɔ́ bɔ́ bɔ́ŋɔ ohónyí wú o yiíyi cɔbana eé buúse bú Yésus a asana na nyɛkɔca nyɛ́ baacɔ. Aáná bé ŋe bú yiíyi báátána e cuunyi ɔ ɔmuaná, bɔ́ ŋɔ́ bɔlɔ́ haála ehé Yésus ŋaá bá tálɛ́mɛ́na. Bé ŋé súúnyíki ne tukolí asákála asámbálɛ́ánánɔ́ e nyibúyé. 
MRK.2.5	Yésus ŋa kɛlá wáa lɛ́ca nyɛnamá anyɛ́ baacɔ eébé ŋa bɔ́ háya mɔŋɔlɛ́ nááyá, mbá ɔsɛ ná asákála : « Ɔɔ́nɔ́, ɛ́ mɔ mɛ́ ɔ nyɛanɛnɛna mɔ́ɔ́wɔ maabɛ́. » 
MRK.2.6	Beékúnyi *bikotí a bɔ́mɔtɛ́ a bá ŋaá bá hɔ́á limekine ŋe bú túmé obílúmínyi, báyɛ : 
MRK.2.7	« Aányɛ́ ooci ú ŋé féníne Bandɔ́mɛsɛ́ aáná e ? Aányɛ́ ú ŋá nyɛ́ánɛnɛna baacɔ maabɛ́, ɛ tɛ ŋáa bá hú Bandɔ́mɛsɛ́ bímuócí e ? » 
MRK.2.8	Yésus ŋe ményi o omenyi e uúyé ɔtɛ́má aátɛ́ bé ŋe bú bílúmínyi, mbá ɔsɛ náábɔ́ : « Anyíatɛ́ nua nɔ́ŋa na anamá cé ibíkéti eécé e ? 
MRK.2.9	Aátɛ́ yɛ́ ŋa hɔ́la ɔnata e ? Ɔlaana asákála anyía : “Ɛ́ mɔ mɛ́ ɔ nyɛanɛna mɔ́ɔ́wɔ maabɛ́”, ayɛ́ʼ ɔkɔɔna anyía : “Hatɔ́na ɛndánáka, hiíte nyiɔ́wɔ nyibúyé, kándáka” e ? 
MRK.2.10	Ɛ́náʼo, ɛ ŋa mɛ́ aamba núénú ményi anyía *Ɔɔ́nɔ́ u ɔɔcɔ áŋa na makɛ́nda ɔ ɔmɛsɛ́ ma ɔnyɛanakɛnɛna baacɔ maabɛ́. » Mbá ɔsɛ ná asákála : 
MRK.2.11	« Hatɔ́na ɛndánáka, hiíte nyiɔ́wɔ nyibúyé, eélúé oówo o ookiʼo. » 
MRK.2.12	Ɔɔcɔ ŋa hátɔ́na ɔ ɔhatɔna ɛndánáka, baacɔ bekime wuúci lɛcaka ; u ŋé hiite nyíáyɛ́ nyibúyé, u ŋé súéte. Aáná baacɔ bekime ŋe bú kékéke ; bé iínjíékíne Bandɔ́mɛsɛ́ nuúmi, báyɛ : « Tú tɛ ŋá sɔ́ lɛ́ca, ta buɔ́sɛ́, nyɛnamá nyɛ́ asana háyɛ eéyé ! » 
MRK.2.13	Yésus ŋa háná a hálɔ́mɔ́na a asálá yɛ́ nuɔmɔ́ nɔ́ *Kalilé. Baacɔ beéŋí faákɔ́na nááyá, u beébe eékúnyíki bɛsana. 
MRK.2.14	Ekúlú ayɛ́ u ŋaá bá wá hɔ́láka, u ŋa lɛca Léfi ɔɔ́nɔ́ u Alɛfɛ oliménénú a nyíáyɛ́ nyinyiɔ buólí nyí *betúé etéési. Mbá ɔsɛ nááyá : « Mɛ látáka ! » U ŋá hátɔ́na, u ŋé wuúci látaka. 
MRK.2.15	Aáná Yésus ŋá cɔba o ooki ú Léfi ɔ ɔkɔɔ́nyíá bɛnyɛ́ma bɛ́ ɔnyíá. Ne betúé etéési beéŋí na bakɛla maabɛ́ ŋe bú nyiékínyi ne wuúci na bááyɛ́ *baákɔ́nɛ́na, anyía baacɔ eébé ŋa bɔ́ bá bébú wuúci látákɛ́na e bitúte e bitúte. 
MRK.2.16	Ɛŋakɛlá *beékúnyi bikotí bá ɔlɔŋɔ ú *Bafalisiɛ́ŋ abɔ́ lɛ́ca Yésus e nyíékínyi ne betúé etéési na bakɛla maabɛ́, bá ŋá báta bááyɛ́ baákɔ́nɛ́na báyɛ : « Anyíatɛ́ u ŋeé nyíényi ne betúé etéési na bakɛla maabɛ́ e ? » 
MRK.2.17	Ɛ́makɛ́la Yésus aá lɔ́kɔ́má aáná, mbá ɔsɛ náábɔ́ : « Tɛ́ cáŋa ba-tɛ-kɔnɔ́ bá ŋa bɔ́ áamba muándánána, mbá bɔkɔnɔ́kɔ́nɔ. Ɛ tɛ ɔ́mɔ fáaya ɔ ɔmɛsɛ́ ooci ɔ ɔkɔɔ́lɔ́ŋɔ bɛtálɛ́mánánɔ́ bɛ́ baacɔ, mbá bakɛla maabɛ́. »
MRK.2.18	Búmɔtɛ́ buɔ́sɛ́ na *baákɔ́nɛ́na bá Sáaŋ Batis na bá *Bafalisiɛ́ŋ ŋe bú bíkíilieke ɔnyíá. Aáná baacɔ a bɔ́mɔtɛ́ ŋa bɔ́ faáya ɔ ɔkɔbáta Yésus báyɛ : « Anyíatɛ́ baákɔ́nɛ́na bá Sáaŋ Batis na bá Bafalisiɛ́ŋ naŋa bébú bíkíilieke ɔnyíá, mbá bɔ́ɔ́wɔ baákɔ́nɛ́na tɛ ŋa bɔ́ kɛla aáná e ? » 
MRK.2.19	Mbá Yésus ɔsɛ náábɔ́ : « Mbá nua nɔ́ŋa nú okóti baacɔ abá bɔ́ lɔ́ŋɔ́kɔ e nusíke ɔnyíá e, ekúlú ekime ayɛ́ ɔnɔ́mɛ áŋa ne beébe e ? Yááŋa anyía, ekúlú ekime ayɛ́ ɔnɔ́mɛ áŋa ne beébe, bá tɛ abɔ́ bá bé *obíkíilie ɔnyíá. 
MRK.2.20	Mbá ekúlú káá fáaya ayɛ́ baacɔ ká bɔ́ sɔ́mɔ ɔnɔ́mɛ ɛ ɛkatɛ́katɛ́ cí nusíke ; etéeyé ekúlú bé ké bú bíkíilie ɔnyíá.
MRK.2.21	Ta ɔɔcɔ ti ŋé hiite ekéti yɛ́ bɔlaka a buɔ́sɔ anyía wáá látákɛ́na e elunénú yɛ́ bɔlaka. Mbɔ́kɔ ɔɔcɔ ŋaá kɛ́láka aáná, keyé ekéti a yɔɔ́sɔ káá láhɔ́na ebulunénú, yó wééŋényísíki nyɛlahɛa. 
MRK.2.22	Híáná tɔ́na, ta ɔɔcɔ ti ŋe cébínyi mecekí e bilunénú bɛ́ bɛsɔ́mɔ ; mbɔ́kɔ ɔɔcɔ ŋaá kɛ́láka aáná, keyé meluku káá yáátáka bɛsɔ́mɔ, ne meluku na bɛsɔ́mɔ bɛ́ɔ cáŋiaka bikime. Mbá, ɔɔcɔ ŋá nyɛmána wu ɔháya mecekí a bɛsɔ́mɔ a bɛɔ́sɔ. »
MRK.2.23	Búmɔtɛ́ *buɔ́sɛ́ bú ehélúme bú *Besuif, ne Yésus na bááyɛ́ *baákɔ́nɛ́na ŋa bɔ́ bá bábɔ́ hɔ́laka e bisíéné a bɛɔ́nɔ́kɔ́nɔ́ na bɛnyɛ́ma, baákɔ́nɛ́na húlé sɔ́lɔ́náka bɛnyɛ́ma eébí. 
MRK.2.24	*Bafalisiɛ́ŋ a bá ŋaá bá hɔ́á ɔlɔŋɔ ŋa bɔ́ bata Yésus báyɛ : « Ɔ́ɔ lɛcá bɔ́ɔ́wɔ baákɔ́nɛ́na ! Anyíatɛ́ bá ŋa bɔ́ kɛ́la bɔkɔ abɔ́ yáásɔ́ okotí ti ŋé yiínjie ɔɔcɔ makɛ́nda ma ɔkɛlaka buɔ́sɛ́ bú ehélúme e ? » 
MRK.2.25	Mbá ɔsɛ : « Nu tɛ ɔ́mɔ nɔ́ fána asana eyí Otéŋí *Táfit ŋaá kɛ́láka búmɔtɛ́ buɔ́sɛ́, ne wuúci na bááyɛ́ baacɔ, ekúlú ayɛ́ bɛnyɛ́ma bɛ́ ɔnyíá ŋaá bá bí e beébe bɛ́ámbákɛ́na, ɛcaná beébe nuakɛna e ? 
