MAT.1.1	Mukaanda kinkaaka kya Yesu Kiristo, mwaana Davidi, mwaana Abalaami.
LUK.13.27	Nde sa kabweese kuleele kuri beenu ti: "Me nyahele kuyaaba beenu kari ba kuri. Sasikeenu ha teke me, beenu lukwesalilaa kunsa bubayi!" 
LUK.13.28	Kukwo kuba bidilu na nkweetulu miinu, mu ntaangu yilumono beenu Abalaami, Isaki, na Yakobe, na babikiri bobanso mu Kimfumu kya Nzaambi; ngo kasi beenu balutubiri ku mbasi. 
LUK.13.29	Baatu balaka bafumuna ku este na ku weste, ku node na ku sude, sa biisa badzakala mu kudya mu Kimfumu kya Nzaambi. 
LUK.13.30	Na mono, basyeelele sa batekesele, na batekesele sa basyeelele.»
LUK.13.31	Mu kilookolo kikyo, Bafarisi babamosi bakokosolo kuri Yesu na bamuleele ti: «Yisika ha, weende kwaaku, bukuri Erode tiiri kudzusa ye.» 
LUK.13.32	Yesu wabvutula kuri bo ti: «Bu luri mu kweende leelee kuri mubaku wunde ti: "Mono, me nyiri mu kwebingisa mampeeve mamabi, na nyiri mu kwetsinikisa babeeru lolo di, na bweepari, na mu kiluumbu kya bitatu lo me meeni." 
LUK.13.33	Ngo me nyelemini kunama nzila yaami lolo di, bweepari na mbasi bweepari, bukuri bwahele kuyelemene ti mubikiri kahele kufwiila ku Yerusalemi. 
LUK.13.34	Yerusalemi, Yerusalemi, ye wudzusaa babikiri, na wudzusila mu matari babo babaheeke kuri ye. Mantaangu makwe me nyaba nyatya kwaandi kukutukisa baala ba ye, bunu bu fukaa nguri nsusu baala baandi kunsa mapaapu, ngo kasi beenu lusii tya ko. 
LUK.13.35	Mono, nzo yeenu bee bayiyekiri. [Ngo] me nyileele kuri beenu ti, ka lubweese kumono me ko, natee [kutubuka kilookolo] ki luleele beenu ti: "Kaba wasakumunu wunde wukwiisa mu nkuumbu ya Mfumu!"»
LUK.14.1	Kiluumbu kimosi kya mpuumunu Yesu wayende kwedya ku nzo mosi mu bakuutu ba Bafarisi. Bo baba mukuketaana. 
LUK.14.2	Mubeeru manyaanga mosi waba wateleme ha busu bwa nde. 
LUK.14.3	Yesu wabaangula mbeembu waleele kuri bayikisi ba mangisi na Bafarisi ti: «Buri kuri na miswa mu kubuka mubeeru mu kiluumbu kya mpuumunu hoti pele?» 
LUK.14.4	Ngo ba baba bawura! Yesu wamuholo, wamutsinikisa na wamubvutula. 
LUK.14.5	Yesu waleele kuri bo ti: «Na mu beenu, wuri mwaana bunu pe ngoombo yisonokaa munsa bulu, mu kiluumbu kya mpuumunu, wahele kwemutoombolo mu mawasu?» 
LUK.14.6	Bo basii bangusina kuha mvutu mu mimyo ko.
LUK.14.7	Yesu kamona baatu, babatumisini ku munkeembu, bakwesoolo bibeendu byatete, nde wata nkuma yimayi kuri bobanso, wabaleele ti: 
LUK.14.8	«Habaanaa muutu wukuteeriri mbila ku makweele, lo yaa kala kibeendu kyatete ko, mu kubata kuri ti muutu walukiinsu wubvuri na ye, wukateeriryee, kamana kutubuka, 
LUK.14.9	wunde wuluteeriryee mbila beenu boolo kaleele kuri ye ti: "Muha kibeendu", na haho ye wubaandika kumono nsoni, mu kwedzakala ha kibeendu kya mpotulu. 
LUK.14.10	Habaanaa bakuteeriri mbila, weendaana, dzakala lwaaku ha kibeendu kya mpotulu, mpisi heki wunde wukuteeriryee mbila kakuleele ti: "Nduku yaami, naaka ha yulu ha; haho ye wuba mu nkeembu", ha busu bwa bobanso badzakala na ye mu kudya. 
LUK.14.11	Mukwongo mpisi wunde wadzaangusa nde-meene, sa bamukulula, na mpisi wunde wukuluka nde-meene sa bamudzaangisa.» 
LUK.14.12	Yesu waleele kuri muutu wunde wamuteeriri mbila ti: «Wubaanaa wuyirika mubuluku bunu pe ndiilu ya nsinsika, yaa teele banduku baaku mbila ko, na bampaangi baaku, na ba mu kaanda, na bambaasi bisina mu kubata kuri ti bo se bwee bakuteeriri mbila, na bakubvutukila ma yirikiryee. 
LUK.14.13	Ngo kasi, habaanaa wuyirika mbwaanunu baatu, lo teele bawelu, bari na bipfuumi, babeele miilu na bafwa miisu. 
LUK.14.14	Na ye sa ba mu kiminu bukuri, bo babaka bya kubvutula kuri ye ko. Mukwongo, ye sa taambula byo, ha ba mfulukulu ya basuunguma.»
LUK.14.15	Mosi mu baba balaambula miilu mu kudya, bu kayuka mamo, waleele kuri nde ti: «Kiminu kuri wunde mbasi-tsuku wudya mbyandya mu Kimfumu kya Nzaambi.» 
LUK.14.16	Yesu waleele kuri nde ti: «Muutu mosi kayirikaana ndiilu yayinene ya nsinsika, wateele baatu balaka mbila. 
LUK.14.17	Nde waheeke kisari kyaandi, mu kilookolo kya ndiilu, mu kweleele kuri ba kateeriri mbila ti: "Wasee, bukuri byobinso byeki byayirima." 
LUK.14.18	Bobanso, mu kitsimi kimosi, babaandika kubaka mpengumunu. Watete waleele kuri nde ti: "Me nyasuumbiri nseke, na nyelemini kweeyimono, wumpemisene." 
LUK.14.19	Wakaka waleele kuri nde ti: "Me nyasuumbiri bakasi bataanu na balumi bataanu ba bangoombo. Me ntiiri kwebatsitsikila, wumpemisene." 
LUK.14.20	Mukimi waleele ti: "Me nyakweeriri mukasi, nyiri na bwa kwisikila ko." 
LUK.14.21	Kisari bu kabvutuka, wayaabisa mamo kuri mfumu yaandi. Hanaho, ngaa-nzo wabaka nkesi, waleele kuri kisari ti: "Pala mu mawasu, yende mu bibeendu na mu manzila ma bvula, twaala hamaha bawelu, bari na bipfuumi, bafwa miisu, babeele miilu." 
LUK.14.22	Kisari waleele: "Mfumu, ma tuminyee ye ma mwaayirima; ngo kwakiri bibeendu." 
LUK.14.23	Mfumu waleele kuri kisari ti: "Yende mu manzila na mu mpaangu, kwiikisa baatu mu kukoto mpisi heki nzo me yiba yaluula. 
LUK.14.24	Mukwongo, me nyiluleele ti: kuri muutu ti mosi ko, mu baatu ba mbeeri nyateele mbila wudya byandya bya me."»
LUK.14.25	Mampuumbu malaka maba kweyende kintwaari na Yesu mu nzila. Yesu bu kasyeeteke waleele kuri mo ti: 
LUK.14.26	«Mbuti muutu wukwiisa kuri me, ngo wahele kubele taayi dyaandi, nguri, mukasi, baala, bampaangi na bibusi na kidziingu kya nde-meene, lo kari mbeele muyiki me ko. 
LUK.14.27	Wunde wuhele kunata kuruwa dyaandi, na kunama me ha mambisa, lo kari mbeele muyiki me ko. 
LUK.14.28	Na mu beenu, wuri habaanaa wuri na nzala kutuunga nzo yadzaangama, wahele kutekeseleeti kudzakala mu kutambikisa bya kusuumba, kari wuri na bwa kuyimanana? 
LUK.14.29	Mu kubata ti ha lumbisa lwa kutuunga lufulu, na wahele kubangisina kuyimana, bobanso batala babaandika kumusiila munsiku, 
LUK.14.30	na kuleele ti: "Muutu wumawu wabaandikiri kutuunga, ngo wahele kubangisina kuyimana." 
LUK.14.31	Bunu pe, nkya mbyaasi yikweende ku mudziingu, mu kwenwaanisa mbyaasi yikimi, ngo waheleeti kudzakala na kutambikisa, kari mu mafuunda nkuumi ma baatu, lo wakuka, mu kwebwaana mbyaasi yakaka yiri na mafuunda ma kuumi moolo ma baatu yiri mu kwiisa munwaanisa? 
LUK.14.32	Mbuti kari bubwo ko, hakakiri la, lo heekiri mumonikisi mu kusaka bwa kusiila kiyeengi. 
LUK.14.33	Hango nkuumbu, mpisi wunde mu beenu wuhele kubisa byobinso bi kari na byo, lo kari mbeele muyiki me ko.»
LUK.14.34	«Mungwa wa mubwete; ngo mbuti weki wabudzuubulu, lo mu nki bamubvutukila nyeke? 
LUK.14.35	Lo wahele bweese kuyelemene ti mu butoto, ti mu buumbu; lo kumulooso ku mbasi. Hemese wunde wuri na makutu ma kuyuka, kayuka.»
LUK.15.1	Batori ba mpaku bobanso na bangaa-masumu bakokosolo kuri Yesu mu kumuywiila. 
LUK.15.2	Bafarisi na batini ba mangisi bamunguta na baleele ti: «Muutu wumawu wukwetaambula bangaa-masumu na wukwedya kintwaari na bo.» 
LUK.15.3	Nde wabateele nkuma yimayi, waleele ti: 
LUK.15.4	«Nkya muutu mu beenu, habaanaa wuri na nkama bimeeme, ngo dziibisiri kimosi mu byo, lo wahele kusisa makuumi wa na wa ku nsi yankatu, na weensi ku kweesaka kya dziimbila natee wukidzuukiri? 
LUK.15.5	Bu kayidzuukiri, wukiteetikiri ha yulu maheembu maandi na wuri na kiminu. 
LUK.15.6	Bu kabvutukiri ku nzo, teeriri banduku na bambaasi, na wubaleeriri ti: "Keembee kintwaari na me, bukuri me dzuukiri kimeeme kyaami kyabee kyadziimbila." 
LUK.15.7	Me nyiluleele ti, bwobumosi, kiminu sa kyabvula mu mayulu mu ntoono ngaa-masumu mosi wuyiingiri madyeele ti na mu makuumi wa na wa basuunguma, bahele na nzala nyiingulu madyeele.»
LUK.15.8	«Bunu pe nkya mukyeetu wuri habaanaa wuri na mipata kuumi, ngo kadziimbisiri mupata mosi, lo wahele kunamuka mwiinda, na kukoombolo nzo mu kusaka nde mu bunkete, natee ku kamudzuukiri? 
LUK.15.9	Bu kamudzuukiri, teeriri banduku na bambaasi na kuleele ti: "Keembe kintwaari na me, bukuri me dzuukiri mupata wubee nyadziimbisa." 
LUK.15.10	Bwobumosi, me nyiluleele ti, kuri kiminu, ha busu bwa bambasi ba Nzaambi, mu ntoono ngaa-masumu mosi wuyiingiri madyeele.»
LUK.15.11	Yesu wabweese kuleele ti: «Muutu mosi waba na baala boolo. 
LUK.15.12	Wubvuriri bulesi mu bo, waleele kuri taayi ti: "Taata, ha me kikuuku kya lubaku kya me!" Taayi wabakabula bya mbakulu bya kidziingu. 
LUK.15.13	Biluumbu byalaka bu byaluta, wubvuriri bulesi wayarika bya nde byobinso, wayende ku nsi ya la. Wamana kubvuka lubaku lwaandi, mu kidziingu kya mawaamba. 
LUK.15.14	Bu kamana lubaku lwaandi lwolunso, nzala ya makwa yayisa mu nsi yiyo, na nde wabaandika kutikila. 
LUK.15.15	Wasa kimbaasi na mosi mu bangaa-nsi yiyo, na muutu wunde wamuheeke ku manseke ma nde mu kwediisila bangulu. 
LUK.15.16	Nde waba na nzala kuyukuta mu byandya bya bangulu, ngo wumuha nde pe. 
LUK.15.17	Wakoto mu kwetsima nde-meene na waleele ti: "Bangaamba ba taata balaka bari na byandya bya buukula, kasi me nyiri mu kufwa mu nzala hamaha. 
LUK.15.18	Me ntelemaana, bvutukiri kuri taata na nyemuleele ti: Taata, me nyasii masumu kuri Nzaambi na kuri ye. 
LUK.15.19	Me nyahele kubweese kuyelemene ti banteele mwaana ye. Hololo me bunu mosi mu bangaamba baaku!" 
LUK.15.20	Nde bu kateleme, wayende kuri taayi dyaandi.»
LUK.15.20	«Bu kaba wakiri la, taayi dyaandi wamutalila, wamono ngebe kunsa mutima, nde wadzumuna, wadumukina mwaana mu nkiingu, na wamunyumutina. 
LUK.15.21	Mwaana waleele kuri nde ti: "Taata, me nyasii masumu kuri Nzaambi na kuri ye. Me nyahele kubweese kuyelemene ti banteele mwaana ye." 
LUK.15.22	Taayi waleele kuri bisari byaandi ti: "Mawasu, twaalee dzweele dibvuriri bubwete, na mulwiike dyo, mulwiikee se lungele mu kooko, na masapaatu mu miilu. 
LUK.15.23	Twaaleenu mwaana ngoombo watoloko, mudzusee na tusee munkeembu, 
LUK.15.24	bukuri mwaana me wumawu, wabee wafwa, ngo bweesiri kuba wamwooyo, wabeeri wadziimbila, ngo bweesiri kumonoko." Bo babeke kukeembe.»
LUK.15.25	«Mwaana waandi wa mukuutu waba ku manseke. Bu kabvutuka, wakokosolo bebele na nzo, wayuka baatu bari mu kuyimbila na kukina. 
LUK.15.26	Nde wateele mosi mu bisari, na wasaka kuyaaba bibyo ka byaba nki. 
LUK.15.27	Nde waleele kuri nde ti: "Mpaangi ye mwaakwiisa, ngo taayi dya ye kadzusiri mwaana ngoombo watoloko, bukuri nde taambiri mwaana kuri wamutsiina." 
LUK.15.28	Nde wabaka nkesi na wabisa kukoto. Taayi dyaandi wapala na wamuyingukila. 
LUK.15.29	Nde wabvutula na waleele kuri taayi ti: "Mono, mibvu myalaka me nyiri mu kusalilaa ye, me nyahaakuri lutumu ti lumosi lwa ye ko. Na ye wakiri kumpa pe, ti mwaa-mwaana ntaba, mpisi me tsa munkeembu na banduku baami. 
LUK.15.30	Ngo kasi mwaana ye wu, wumeenye kwebvuka lubaku lwa ye lwa kidziingu, bo na bakyeetu ba biyala, ye mwaamudzusila mwaana ngoombo yatoloko." 
LUK.15.31	Taayi waleele kuri mwaana ti: "Mwaana waami, ye wuri na me mu mantaangu momanso, byobinso bya me bya ye! 
LUK.15.32	Bu bee bwayelemene mu kusa munkeembu na kumono kiminu, bukuri mpaangi ye yi wabee wafwa na bweesiri kuba wamwooyo; wabee wadziimbila ngo bweesiri kumonoko!"»
LUK.16.1	Yesu wabweese kuleele kuri bayiki baandi ti: «Muutu mosi wa kisina waba na mukebi; bafuunda mukebi kuri nde ti wuri mu kwebvuka lubaku lwa nde. 
LUK.16.2	Bu kamuteele, waleele kuri nde ti: "Nki mo, me nyiri mu kuyuka mu ye? Tangumisa bi wuri mu kukebaa, bukuri ye wubweese kubikebe ko." 
LUK.16.3	Mukebi waleele kunsa mutima waandi ti: "Nki nyisa, bukuri mfumu yaami weki yisila me, mu kisalu kya kukebe lubaku lwaandi. Kuhata manseke, me nyiri na makwa ko! Kusa luloombo, me nyiri na nsoni! 
LUK.16.4	Me nyaari ma nyiyirika, mpisi heki, ha banyisila mu kisalu kya kukebe, baatu bataambula mu manzo ma bo." 
LUK.16.5	Nde wateele mosi-mosi mu baba na bibiimbu bya mfumu yaandi; nde wafuula kuri watete ti: "Kibiimbu kya kikwe, ye wuri na kyo kya mfumu me?" 
LUK.16.6	Nde wabvutula ti: "Midungulu nkama mya maasi." Nde wamuleele ti: "Holo mukaanda waaku, dzakala, tina mu mawasu ti makuumi mataanu." 
LUK.16.7	Tumi kuri wakaka nde waleele ti: "Kibiimbu kya kikwe ye wuri kyo?" Nde wabvutula ti: "Matsaaka nkama ma masaangu." Nde wamuleele ti: "Holo mukaanda waaku, tina ti makuumi mpoomo." 
LUK.16.8	Mfumu wasiika mukebi wunde wuri na bubayi, bukuri waba walubuka mu kusalila bubwo. Mukwongo, baala ba ntaangu yimayi, babvuriri kulubuka, mu mitariri kiseendu kya bo-meene, ti na baala ba buungi.»
LUK.16.9	Ngo me nyiluleele ti: «Sakee banduku, mu busina bwa bubayi, mpisi heki mu ntaangu yiri lweki tikila, bo balutaambula mu nzo ma bibvu ngo bibvu. 
LUK.16.10	Wunde wakwiikama mu myantele, wuri wakwiikama se mu myaminene; wunde wuri na bubayi mu myantele, wuri na bubayi se mu myaminene. 
LUK.16.11	Ngo mbuti, beenu lwahele kuba bakwiikama mu busina bwa bubayi, lo na mbasi-tsuku wuluha busina byangwanwa? 
LUK.16.12	Na mbuti lwahele kuba bakwiikama mu byaŋani, lo na wuluha bya beenu-meene?»
LUK.16.13	«Kuri kisari kya mu nzo, kiri lo sariri bamfumu boolo ko. Mukwongo, nde lo sa kabele wamosi na kutya wakaka, bunu pe, sa kakaangama mu wamosi na kunyaafuna wakaka. Ka lutsiitsa kusalila Nzaambi na kusalila se busina ko.»
LUK.16.14	Bafarisi batiiri mboongo, baba yukaa momanso mamo, na basiila Yesu munsiku. 
LUK.16.15	Nde waleele kuri bo ti: «Beenu lukwesoongo ha busu bwa baatu ti lwasuunguma, ngo kasi Nzaambi yaari mitima mya beenu. Mukwongo, bibyo biri baatu bamono ti byadzaangama, ha busu bwa Nzaambi biri byanyaafuna.»
LUK.16.16	«Mangisi na babikiri byaba natee mu ntaangu ya Yowane; ngo kuholosono haho natee lu, Musamu Wamubwete wa Kimfumu kya Nzaambi wuri wayaabusu; na mpisi muutu wusalila makwa mu kukoto. 
LUK.16.17	Dibvuriri kuleenge ti yulu na butoto biluta, ti na kuri mwaa mpita mosi ya Mangisi yiyaaluka.»
LUK.16.18	«Mpisi bakala dibinga mukasi waandi, na kweeriri mukimi, lo nde teeri kimpala. Na wunde wukweele mukyeetu wuri mulumi mwaamubinga, lo teeri kimpala.»
LUK.16.19	«Kwaba mubakala mosi wa kisina, waba kwelwaataa binkuta byabibwete na byantaalu yalaka. Mpisi kiluumbu nde waba yirikaa munkeembu nkati wamubwete. 
LUK.16.20	Bebele na nde, kwaba muwelu mosi nkuumbu yaandi Ladzaro, nyutu yaandi yaba yaluula mu mamputa. 
LUK.16.21	Nde waba na nzala kuyukuta, mu bibyo bisonokaa ku nsuku taabala dya wa kisina; ngo kasi, bambwa se, kusa kwiisa kuheende mamputa ma nde. 
LUK.16.22	Muwelu wayisa kufwa, na bambasi bamunata ha nkata Abalaami. Wa kisina se wafwa na bamudziika. 
LUK.16.23	Ku nsi ya bafwa, wa kisina bu kaba wuri mu kubama, wasyeetele miisu ku yulu na watalila Abalaami ku la, na Ladzaro ha nkata yaandi. 
LUK.16.24	Nde wateele Abalaami, waleele ti: "Taata Abalaami, bakila me ngebe, na heeke Ladzaro, mpisi katsuuba nto muleembu waandi mu maampa, na kaboloso ludima lwa me, bukuri me nyiri mu kubama kunsa milaka mya mbaawu." 
LUK.16.25	Abalaami waleele kuri nde ti: "Mwaana me, baambuka mwooyo ti ye wataamburi byabibwe bya ye, ha wabee mu bumwooyo, na Ladzaro nde se wamwii manyoongi. Ngo mu lumalu, nde wuri mu mboondulu hamaha, kasi ye wuri mu kubama. 
LUK.16.26	Ha yulu haho se, kuri beenge dyadinene diri ha kakati dya beenu na beetu, kuri heki batiiri kuyisika hamaha mu kuluta kuri beenu, lo bahele kubangisina; na kwahele se bwa kuyisikila kukwo, mu kusabuka kuri beetu."»
LUK.16.27	«Wa kisina waleele ti: "Me nyikuyingukila, taata, mpisi ye wumuheeke ku nzo taayi dya me, 
LUK.16.28	bukuri me nyiri na bampaangi bataanu kukwo, mpisi keende kabalubula, kuri heki bo se bahele kwiisa, ku kibeendu kya mbamusunu kimaki." 
LUK.16.29	Abalaami wamuleele ti: "Bo bari na Moose na babikiri, baywiila babo." 
LUK.16.30	Nde wabvutula ti: "Pele, taata Abalaami, mbuti muutu nangukini kuri bafwa, na weensi kuri bo, lo sa bayiinga madyeele." 
LUK.16.31	Abalaami wamuleele ti: "Mbuti bo bahele kuywiila Moose na babikiri, lo ti hayuku muutu fulukiri mu bafwa, lo bamutambikila ko."»
LUK.17.1	Yesu waleele kuri bayiki baandi ti: «Diri dya mpasi ti, kuhele kuba misamu mi bwiilila baatu mu masumu; ngo kyaari kuri wunde wuba mpwaani yi mikwiisikila. 
LUK.17.2	Lo bubvuriri bubwete mu nde, ti bamukaanga nguku-tari mu nkiingu yaandi, na bamutuba mu mubu, ti na kuba mpwaani ya mbwiilulu mu masumu, kuri mosi mu mwaa-bilesi bimabi. 
LUK.17.3	Seenee madyeele beenu-meene!»
LUK.17.3	«Mbuti mpaangi yaaku bwiiri mu masumu, lo museembe; na mbuti nde yiingiri madyeele, lo muhemesene. 
LUK.17.4	Mbuti siiri masumu kuri ye, mbala nsaamu mu kiluumbu, na mbala nsaamu nde wiisiri kuri ye, na wukuleeriri ti: "Me nyinyoongo", lo muhemesene.»
LUK.17.5	Bantumu baleele kuri Mfumu ti: «Wutubweese kanyi!» 
LUK.17.6	Mfumu waleele ti: «Mbuti beenu luri na kanyi, diri bunu lusaangi lwa muti sinapi, nkani habeeri lo luleeriri kuri muti sikomore wu ti: "Taabuka na yende wemene mu mubu", lo nde ketyee kulutambukila.»
LUK.17.7	«Na mu beenu, habaana wuri na nkutu yiri mu kutsaba nseke, bunu pe kwekebe bibulu, ngo bu kafumini ku manseke nde wumuleeriri ti: "Wasa mu mawasu, dzakala dya"? 
LUK.17.8	Buri lo kari, nde kumuleele ti: "Lambikila me byandya, lwaata kinkuta, nsiila byandya, natee me mana kudya na kunwa, tumi ye se dya na kunwa ko?" 
LUK.17.9	Buri lo nde ntoondikiri nkutu bukuri yirikiri ma bamutuminye? 
LUK.17.10	Bwobumosi seenee kuri beenu, bu lumeeni kuyirika momanso ma balutuminyee, lo leelee ti: "Beetu bankutu bahele mufunu, beetu ma tuyirikiryee mani ma tubeeri twayelemene kuyirika."»
LUK.17.11	Yesu bu kaba mu nzila mu kweende ku Yerusalemi, walutila ha kakati dya Samariya na Ngalili. 
LUK.17.12	Bu kakoto mu bula bu mosi, babeeru ba bwaasi kuumi bamubwaana, na bo bateleme kimamanga na nde. 
LUK.17.13	Bo batoombolo mbeembu, baleele ti: «Yesu, Muyikisi, bakila beetu ngebe.» 
LUK.17.14	Bu kamono, waleele kuri bo ti: «Yendeenu lwelusoongo manyutu meenu kuri bangaanga-nzaambi.» Ngo bu baba mu kweyende, bo bamono ti beki batsyeeme. 
LUK.17.15	Mosi mu bo, bu kamono ti mwaatsiinika, wabvutuka, na wabeke kwekeembese Nzaambi, mu mbeembu yadzaangama. 
LUK.17.16	Nde wabwa, kuri watsuka busu ha miilu mya Yesu, na wabvutula matoondo kuri nde. Muutu wunde waba Musamariya. 
LUK.17.17	Yesu wabvutula, waleele ti: «Buri kari bo kuumi batsyeemikinye ko? Ngo bawa, kuri bari? 
LUK.17.18	Buri kusii baanaa babvutukiri mu kukeembese Nzaambi ko, ha yulu wunu munzeense wumawu? 
LUK.17.19	Tumi Yesu waleele kuri nde ti: "Teleme, yende; kanyi dyaaku dikubvuukisiri.»
LUK.17.20	Bafarisi bamufuulaana ti nkya ntaangu Kimfumu kya Nzaambi kikwiisa? Yesu wabvutula kuri bo, waleele ti: «Kimfumu kya Nzaambi ka kikwiisa kuri bakimono mu miisu ko, 
LUK.17.21	ka baleele ko ti: "Kyoki hamaha!" Bunu pe ti: "Kyoonii kunii!" Mukwongo Kimfumu kya Nzaambi kiri ha kakati dya beenu.»
LUK.17.22	Tumi nde waleele kuri bayiki ti: «Biluumbu sa biisa, biri beenu sa lwaba na nzala kumono ti kimosi, mu biluumbu bya Mwaana muutu; ngo ka lumumono ko. 
LUK.17.23	Sa baluleele ti: "Wuri kunii!" [bunu pe ti:] "Wuri hamaha!" Yaa lweende ko, yaa lunama ko. 
LUK.17.24	Bunu bu serimaa nseremi kuri yiha buungi kuholosono ku nto yulu yamosi natee ku yakaka, bunubwo se buba Mwaana muutu [mu kiluumbu kya nde]. 
LUK.17.25	Ngo nde yelemini kutekesele kumono mpasi dzalaka, na kuba kuri ti, baatu ba kiseendu kimaki bamuyekiri. 
LUK.17.26	Ngo bunu bwaba mu biluumbu bya Nowa, bunubwo se buba mu biluumbu bya Mwaana muutu. 
LUK.17.27	Baatu badya, banwa, bakweele na bakweelese natee mu kiluumbu kya kotiri Nowa mu bwaatu, kya yisiri mbuukulu maampa yadzuusiri bobanso. 
LUK.17.28	Bwobumosi se, bunu bwaba mu biluumbu bya Loti: baatu badya, banwa, basuumba, bayarika, bakuna, na batuunga, 
LUK.17.29	natee mu kiluumbu kya pariri Loti mu Sodoma, kya nokini mvula ya mbaawu na mfulu dzikweya, ya dzusiri bobanso. 
LUK.17.30	Bunubwo se, mbasi-tsuku buba mu kiluumbu, kiyabukina Mwaana muutu.»
LUK.17.31	«Mu kiluumbu kikyo, wunde wuba ku yulu saansi dya nzo, kuri bitotolo byaandi biri munsa nzo, yaa kasunduka mu kubiholo ko, na bwobumosi se, wunde wuba ku manseke, yaa kabweese kubvutuka mambisa ko. 
LUK.17.32	Baambukee mwooyo mu mukasi Loti. 
LUK.17.33	Mpisi wunde wusaka bwa kukebele kidziingu kyaandi, sa kakidziimbisa; ngo kasi wunde wukidziimbisa sa kakibvuukisa. 
LUK.17.34	Me nyileele kuri beenu, mu butsuku bubwo, mu boolo mbasi-tsuku baba ha mbuka mosi, sa baholo wamosi, na wakaka sa bamusiisa. 
LUK.17.35	Mu bakyeetu boolo bari mu kunyika mankono, mosi sa bamuholo, wakaka sa bamusiisa. [
LUK.17.36	] 
LUK.17.37	Bayiki bafuula, baleele ti kuri nde ti: "Kuri Mfumu?" Nde wabvutula kuri bo ti: "Haho ha ba kibulu kyafwa, hanaho se ha ba bango-noni.»
LUK.18.1	Yesu wata nkuma kuri bo, mu kubasoongo ti bayelemini kusaambila mu mpisi ntaangu, na kuhele kuholo-bito. 
LUK.18.2	Waleele ti: «Kwaba mularimi mosi ha bvula dimosi; nde kaba bataa Nzaambi ko, na kaba bvuminaa muutu ko. 
LUK.18.3	Mu bvula dinidyo se kwaba mukyeetu mosi wa mufwiiri, waba kwiisa kumuleele ti: "Lalima musamu wuri ha kakati dya me na mbaasi yi turi twabakana." 
LUK.18.4	Mantaangu malaka mularimi wunde waba wahele kutya, ngo ha mambisa haho, nde watsima kunsa mutima ti: "Lu ti hayuku me nkoobata Nzaambi ko, na bvumina se muutu ko, 
LUK.18.5	ngo bukuri mufwiiri wu wuri mu kunkwaamisa, me nyimulalimina musamu wunde, mpisi kahele kusiila me ndungusu kwahele manunu. 
LUK.18.6	Mfumu waleele ti: "Yukeenu mamo ma leeriri mularimi wunde wuri na bubayi!"» 
LUK.18.7	Heki Nzaambi lo wahele kulalama misamu mya ba baandi ba kari kasoolo, bari mu kufuula butsuku na mwiini kuri nde wubakiingisaa? 
LUK.18.8	Me nyiluleele ti, «nde sa kalalama musamu bo mu mawasu. Ngo kasi, Mwaana muutu, ha kakwiisa nde tumi mbasi-tsuku kamono kanyi ha butoto hamaha?»
LUK.18.9	Yesu wata se nkuma yimayi mu ntoono babamosi bakwetsimaana ti, bo basuunguma kwaaku na bakwenyaafuna bambaasi: 
LUK.18.10	«Baatu boolo bayende ku nzo Nzaambi mu kwesaambila. Mosi waba Mufarisi, wakaka mutori-mpaku. 
LUK.18.11	Mufarisi bu kateleme wasaambila kunsa mutima ti: "Ho! Nzaambi, me mvutiri matoondo kuri ye, bukuri me nyahele kuba bunu baatu bakaka bari bangaa-kwiibi, bangaa-bubayi, bangaa-kimpala, bunu pe, buri mutori-mpaku wumawu. 
LUK.18.12	Me nyikotaana loomi mbala dzoolo mu lumiingu, me nyihaanaana se kikuuku kya kuumi mu byobinso bya mbakulu yaami." 
LUK.18.13	Ngo kasi, mutori-mpaku, bu kaba wateleme mwaa-lutaki, waba wahele kutya ti kusyeetele miisu ku yulu, ngo waba yalaa myooko myaandi na kuleele ti: "Ho! Nzaambi, bakila me ngebe, me nyiri ngaa-masumu." 
