MAT.1.1	Srakàda atehuŋ ma ke kú Yeso Kristò edɛ Ŋwa àfα Devì á yá ma Ŋwa Abràha huŋ.
MAT.20.15	Ŋ matê wo ngre ke tɔ bú Ŋ ka lɛ, Ŋ le tɔ wo kɔbɔ̀ á ma edriŋɛ huŋ mû? Àmɔmu huŋ, shyɛ nɛ, yi vu wo mì ke Ŋ pwète bwo huŋ?’”
MAT.20.16	Be Yeso ya chyα atehɛ àmɔ huŋ, ngè è bàkɛte lɛ, “È ma lèyɛwa be wa á kànatepro mbrɔŋɛ hɛ, ke ma wa enchibá, ngè wa á ma wa enchibá mbrɔŋɛ hɛ ke kàpro.”
MAT.20.17	Be Yeso yayi ni Jèrosalɛ̀ huŋ, è fɔ wa e yi mbɔ̀bye wo gè hɛ je ju pyα, è yi sɛdɔfɔ̀ wo bo pyɔ huŋ, ngè è mbudɔ wo bo áwá, yi zà wo bo lɛ, 
MAT.20.18	“Á bapɔ nɛ, nyi yi ni nɛ Jèrosalɛ̀, ngè bo ke dɔ ŋa Ŋwa Ngru bwo washyé e tá Mbɔchù wo bwo chɔche bɔ̀bye. Bo ke kpàke kpɛ ge lɛ, bo gbα ge, 
MAT.20.19	ngè bo ke mbu ŋa ge bwo wa á matê ekre wa Jû mu, bo ke fùvyɛ ge, bo gba ge wo ámaté, bo kɛgbα ge tóàkpa yi. È ke ma chi sra huŋ, Mbɔchù ke mbyangàninjundà wo gè éfi yi.”
MAT.20.20	Nyɔ̀ zhyɛ Zebèdí yá ya bɛ Yeso wo zhyɛ ge, è kɛkú chwo ge, yi bɔ ge lɛ, e tὰfye ge wo búzo.
MAT.20.21	Ngè Yeso yá bi ge lɛ̀, “Ngɛ à ka lɛ, Ŋ tὰfye wo yi? È yá zà wo gè lɛ, yateŋa ŋɛ lɛ, zhyɛ ŋɛ atehɛ pyα, nzo le shi buyru wo yi, enzo shi ŋɛ bu àchú wo yi, ebɔ à ke yi nate àfα ŋɛ ngɔ̀ àfα wo huŋ.”
MAT.20.22	Ngè Yeso yá yasèŋa yatra hɛ lɛ, “Nɛ yitê bú nɛ yi bi huŋ mu. Nɛ yibe nɛ vako é kɔ vèzri Ŋ ma ke va huŋ?” Bo yá zà wo gè lɛ, “Nyi yibe nyi vako.”
MAT.20.23	Ngè Yeso yá yaŋa bo lɛ, “Endɛndɛ, nɛ yibe nɛ vako é kɔ ŋɛ bɛhuŋ, ke shi buyru ŋɛ wo bu àchú ŋɛ, matê pyɔ ŋɛ ke ŋa nɛ ge mu. Bya alɔhɛ, ma ke wa Soŋɛ mbyabwαte ke bo huŋ. 
MAT.20.24	Be wa enzɔ je, e yi mbɔ̀bye wo gè hɛ pɔ bye atehɛ, shyɛ bo yá be wo zhyɛnyɔ̀ bo hɛ pyα.” 
MAT.20.25	Bɛhuŋ, Yeso yá bégbòko bo mbri abre yi, è zà wo bo lɛ, “Yi nɛ lɛ, washyé wa á matê ekre wa Jû mu hɛ, yi ngɔshi é wa yi wo kpà bo, ngè wa àmbra bo yi fɔ ngá bo, yi màŋa wa yi. 
MAT.20.26	Alɔhuŋ tété mapɔ̂ mɔ chɔ nɛ yi mu. Ngru á ka lɛ, e ma ngru akpè chɔ nɛ huŋ, ma e mabàlè ngru e ke yi tɔŋa nɛ chwɔ. 
MAT.20.27	Ngru á lè yi ka lɛ, ngè e ke kàpro chɔ nɛ yi, ma e mabàlè kɛpi chɔ nɛ yi, 
MAT.20.28	lèyɛwa be Ŋwa Ngru yatê lɛ, bo ke yi tɔŋa ge chwɔ mu, è yá ya ke tɔŋa wa chwɔ wo ke fɔfyeju ngɔ̀ngɔ̀ wa é bwo fi yi.”
MAT.20.29	Be Yeso bombò wa e yi mbɔ̀bye wo gè hɛ, yayi sɛkàju Jèrikò huŋ, ngɔ̀ngɔ̀ fro wa yá chinatewa é gè yi. 
MAT.20.30	È yá kàju lɛ, wanwa àndonjìjwó zɔ pyα yá shite chɛ chɔ̀pyɔ yi. Ebɔ bo pɔ lɛ, Yeso yi kàju é nú huŋ, bo yá pɔ ndá, yi zà lɛ, “Mpwèmya, Ŋwa àfα Devì, vè èsrɛ wo nyi.”
MAT.20.31	Fro wa hɛ, yá dɛ bo nde, yi zà wo bo lɛ, bo shi sê bɛhuŋ, bo yá pɔni kàpɛ wo ndá mɔ, yi zà lɛ, “Mpwèmya, Ŋwa àfα Devì, vè èsrɛ wo nyi.”
MAT.20.32	Yeso yá ndate nú, è bé ya wo bo, yi bi bo lɛ̀, “Ngɛ nɛ kate lɛ, Ŋ tɔŋa nɛ?”
MAT.20.33	Bo yá yasèŋa ge lɛ, “Mpwèmya, ma mbya lɛ, njìjwó nyi pwè.”
MAT.20.34	Èsrɛ Yeso yá kpɛ ge wo bo, ngè è dùkpɛwa njìjwó bo. Fɔnzo huŋ, bo vèwa bye, ngè bo chitɔ, yi chiwa ge.
MAT.21.1	Be Yeso bombò wa e yi mbɔ̀bye wo gè hɛ, yayi dɔ ke nda Jèrosalɛ̀, yi bo ma ŋɛ jɛ̀ wa Bɛfagè ŋɛ ànɛ̀ bo yi bé lɛ, Ànɛ̀ Ɔlì huŋ, Yeso yá pwɛ̀ wa e yi mbɔ̀bye wo gè hɛ zɔ pyα, 
MAT.21.2	è yi zà wo bo lɛ, “Dɔ nɛ jɛ̀ á ma ju nɛ huŋ, ngè ebɔ nɛ ke nda nú huŋ, fɔnzo nɛ ke vè nyɔ̀ jikíjìkì, yi bo sate. Ŋwa ge ndate chɛ ge yi. Fòfɔju ya ŋa nɛ mì gé. 
MAT.21.3	Be nguzo lè bi nɛ búzo, yaŋa nɛ gè mɔ lɛ, ‘Masà kate gé,’ Ngè è ke pwɛ̀teŋa nɛ gé fɔnzo, ngè nɛ ke ya wo gé.”
MAT.21.4	Bú atehuŋ yá kàju àmɔ ke mbya bú ngru pwὰpwὰ Mbɔchù zo, yá yate huŋ, ke ya ju endɛndɛ. È yá zà lɛ,
MAT.21.5	“Ma ngru yaŋa wa é jɛ̀ Zayɔ̀ lɛ,
MAT.21.5	‘Vè nɛ àfα nɛ, yi ya bɛ nɛ.
MAT.21.5	È mbushyate wo drige zhyɔ yi, è shite é jikíjìkì yi,
MAT.21.5	á ma ŋwa jikíjìkì, jikíjìkì á yá dàte huŋ.’”
MAT.21.6	Bo wa e yi mbɔ̀bye wo gè hɛ, yá dɔ tɔwa be Yeso zà wo bo huŋ. 
MAT.21.7	Bo yá mbu jikíjìkì huŋ, wo ŋwa ge bo ya yi. Bo fɔju àse bo, bo zóngɔte é gé yi, ngè Yeso yá ninju shi é gè, bo yi dɔwa. 
MAT.21.8	Ngɔ̀ngɔ̀ fro wa yayi zóte lè àse bo kpɛ chɔ̀pyɔ yi, wazɔ yi bófɔ ányɛ té, yi gbète chɔ̀pyɔ yi. 
MAT.21.9	Fro wa á yayi dɔ ju wo gè wo wa á chinate é gè hɛ, yayi tá nde lɛ, “lí lí lí lí!, Ékpyadèmɔ ma wo Ŋwa àfα Devì wò ò ò ò! Mbɔchù pɔ yi atɔtɔ é ngru e yi ya zre Mpwèmya huŋ wò ò ò ò! Lí lí lí lí, ma ékpyadèmɔ ma wo Mbɔchù á ma akpachù huŋ wò ò ò ò!”
MAT.21.10	Ebɔ Yeso kà Jèrosalɛ̀ huŋ, jɛ̀ akpè mbri yayi pɛ, wa yi sαfo, yi bi lɛ̀, “È ma nya ate?”
MAT.21.11	Fro wa á yá mafɔ̀ wo Yeso huŋ, yá yasèŋa bo lɛ, “Ngru atehuŋ ma Yeso, ngru pwὰpwὰ Mbɔchù. È ju ŋɛ jɛ̀ wa Nazàrɛ, pɔ́ Galìli yi.”
MAT.21.12	Yeso yá dɔ gbè, ngè ebɔ è dɔ ŋɛ tα sofye Mbɔchù akpè huŋ, è yá kαju wa mbri a yayi fɔzhi bye hɛ, wo wa á yayi fɔ bye nú huŋ. È chifɔgbè tɛbrɛ̀ wo wa e yi tabyasè kɔbɔ̀ bo hɛ, wo mbè wa e yi fɔzhi ákrakpɛ hɛ. 
MAT.21.13	È yá zà wo bo lɛ, “Bo jwαte srakàda Mbɔchù yi lɛ, ‘Bo ke bé tα ŋɛ lɛ, tα sofye Mbɔchù.’ Bɛhuŋ, nɛ mbyate ge è ma bre wa eví ke yi wushi yi.”
MAT.21.14	Be Yeso yá matewa ŋɛ nkwɛ̀ tα sofye Mbɔchù akpè yi huŋ, ngè wa àndonjìjwó wo wa e yi sùtúmɔ hɛ, yá ya bɛ ge, è yi mbyangàwa bo. 
MAT.21.15	Bɛhuŋ, ebɔ washyé wa e tá Mbɔchù wo chɔche bɔ̀bye hɛ, vè bye esαfomɔ atehɛ, è yayi tɔ hɛ, wo be bo pɔ yatra yi tá ndá ŋɛ tα Mbɔchù lɛ, “Lí lí lí lí lí lí, ékpyadèmɔ ma wo Ŋwa àfα Devì wò ò ò!” Ngè è yá vu bo shyɛ.
MAT.21.16	Ngè bo yá zà wo Yeso lɛ, “À yi pɔtê bú yatra atehɛ, yi ya huŋ mu?” Yeso yá yasèŋa bo lɛ, “Ɛ̂,” Ŋ yi pɔ. “Nɛ bépɔ̂ ŋɛ srakàda Mbɔchù bre á zà lɛ, ‘Mbɔchù mbya yi ékpyadèmɔ asɔkàjute huŋ, ke ju mwɛ yatra ebaba wo gɛŋɛ e yayi mamyé hɛ mû?’”
MAT.21.17	Yeso yá chitɔ pwɛ̀tewa bo, è ju jɛ̀ akpè alɔhuŋ, ngè è dɔwa ŋɛ jɛ̀ wa Bɛtanì, ngè è shiwa nú.
MAT.21.18	Ngè mpùmɛ̀, yi Yeso ju shyɔ ke yasè ya ŋɛ jɛ̀ akpè huŋ, mbɔ chàwa ge ke yi tɔ. 
MAT.21.19	È yá vè tó zo chɛ chɔ̀pyɔ, yi bo yi zhi,
MAT.21.20	Ebɔ wa e yi mbɔ̀bye wo gè hɛ, vè bú atehuŋ, bo yá sαfotewamɔ, yi bi lɛ̀, “Tɔ ntrɛ, yi tó huŋ kòfushyawamɔ fɔnzo huŋ?”
MAT.21.21	Yeso yá yasèŋa bo lɛ, “Ma Ŋ yaŋa nɛ endɛndɛ lɛ, nɛ lè ma wo fenyi, yi nɛ kwetetêmɔ mà baba mu, nɛ ke tɔkô bú Ŋ tɔ wo tó huŋ kwakwa mu bɛhuŋ, nɛ yibe nɛ zà kpɛ wo ànɛ̀ atehuŋ lɛ, ‘pwè chitɔ dɔ tɔ̀pɔ zɔ̀ akpè yi’, è ke kàju àmɔ.
MAT.21.22	Mamiwa bú gɛ, yi nɛ lè bi, nɛ ke bɛ ge be nɛ lè pɔte pushyɛ nɛ é Mbɔchù yi.”
MAT.21.23	Yeso yá dɔnda prɛndɔ tα Mbɔchù akpè yi, ngè àfα wa e tá Mbɔchù wo wa àmbra yá ya bɛ ge, be è yayi mbɔ̀ŋa huŋ, ngè bo bi ge lɛ̀, “À fye ngre nya, á yi tɔ bye atehɛ, è ma nya á ŋa wò ngre atehuŋ?”
MAT.21.24	Yeso yá yasèŋa bo lɛ, “Ŋ ke bipɔ lè nɛ ebipɔmɔ kpɛ. Nɛ lè yaŋa ŋɛ ya yasè, ngè Ŋ ke yaŋa lè nɛ kpɛ, ngru á ŋa ŋɛ ngre ke yi tɔ bye atehɛ. 
MAT.21.25	Vɔ́, yi Jɔ̂ yayi vɔ́ wa zɔ̀ Mbɔchù huŋ, yá ju wo nya? È ma Mbɔchù á yá ŋa ge lɛ̀, è ma ngru émyaŋɛ? Be è bi bo àmɔ huŋ, bo chàwa ke yi chapra wo dribo, yi zà lɛ, be nyi lè yasèŋa ge lɛ, ‘È ma Mbɔchù á yá ŋa,’ è ke bipɔ nyi lɛ̀, ‘Ngè ngɛ nyi yá fenyitê wo Jɔ̂ mu huŋ?’ 
MAT.21.26	Bɛhuŋ, nyi ke yasèŋâ ge lɛ, ‘È ma ngru émyaŋɛ á ŋa mu,’ ke nyi yi se fro wa be, bo yi mbri yá mbute Jɔ̂ be ngru pwὰpwὰ Mbɔchù huŋ.”
MAT.21.27	Ngèhuŋ, bo yá yasèŋa Yeso lɛ, “Nyi yitê mu.” Ngè è zà wo bo lɛ, “Á màŋa lɛ, mì kpɛ Ŋ ke yaŋatê nɛ ngru á ŋa ŋɛ ngre ke yi tɔ bye atehɛ mu.”
MAT.21.28	Yeso yá dɔ ju, ngè è bipɔ lɛ, “Ngɛ nɛ yi sepɔ ke bú atehuŋ? Ngunwa zo yá ma wo zhyɛ éwanwa ge pyα. È yá chitɔ dɔ vè ŋwa ge enkàpro huŋ, yi zà wo gè lɛ, ŋwaŋɛ, dɔ na mradɛ zɛŋɛ.”
MAT.21.29	È yá yasèŋa ge lɛ, “Ŋ ke dɔ̂ mu.” Bɛhuŋ, be è zàmi àmɔ huŋ, è yasè pushyɛ ge, è dɔwa àwè yi.
MAT.21.30	È dɔ vè ŋwa ge enchibá huŋ, ngè è zàwa lè bú è le zà wo ŋwa ge enkàpro huŋ, ngè è yasèŋa sòwé lɛ, “soŋɛ, Ŋ ke dɔ.” Bɛhuŋ, be è zàmi àmɔ huŋ, è dɔ̂ mu.
MAT.21.31	Be è ma àmɔ huŋ, “Yi nya chɔ zhyɛ ge atehɛ pyα, á tɔ bú so bo kate huŋ?” Bo yá yasèŋa ge lɛ, “Ŋwa ge enkàpro huŋ.”
MAT.21.31	Ngè Yeso yá zà wo bo lɛ, “Ma Ŋ yaŋa nɛ endɛndɛ lɛ, wa e yi kpɛ gɛndu hɛ, wo wa e yi tɔ ntɔka hɛ, yi dɔ mbɔ̀yo ndu àfα Mbɔchù yi wo nɛ. 
MAT.21.32	Ŋ yi ya àmɔ ke, Jɔ̂ Mvɔ́ wa zɔ̀ Mbɔchù yá ya bɛ nɛ, è yi màŋa nɛ pyɔ ásetetemɔ, yi nɛ ke mbu, ngè nɛ yá fenyitê wo gè mu bɛhuŋ, wa gɛndu hɛ wo ntɔka hɛ, yá fenyi pya wo gè. Mami be nɛ yá vè be bo fenyi àmɔ huŋ, nɛ yasètê esepɔ nɛ kpɛ, yi nɛ fenyi wo gè mu.”
MAT.21.33	Yeso yá zà wo bo lɛ, “Á bapɔndà nɛ wo àchúchyα zo. Ngunwa ndu zo yá játe vαté
MAT.21.34	Ebɔ bo pya vαté huŋ, kwagbα huŋ, è chɛpwɛ̀ wa chwɔ ge wo wa è teŋate àwè huŋ lɛ, bo ŋa ge nkwɛ̀ edrige.
MAT.21.35	Bo yá dɔ bɛhuŋ, wa e teŋate àwè huŋ, yá kpɛ wa chwɔ ge hɛ, bo gba enzo, enzo huŋ, bo gbα mɔ, enzo huŋ, bo ságbα wo mpɛ. 
MAT.21.36	Ndàndà huŋ, ngunwa huŋ, yá chɛpwɛ̀ wa chwɔ ge zɔ á kàju gɛŋɛ á dɔyo hɛ, ngè bo yá tɔ wo bo lèyɛwa, pyɔ bo yá tɔ wo wa enzɔ hɛ. 
MAT.21.37	Bàkɛte huŋ, è pwɛ̀ ŋwa ge wo bo, yi zà lɛ, ‘Bo ke zóbàwa ŋwaŋɛ.’
MAT.21.38	È yá dɔ bɛhuŋ, ebɔ bo wa e teŋate àwè huŋ, vè ŋwashyò huŋ, bo zà wo dribo lɛ, ‘Ɛ̂ hɛ̂! ngè ngru á ma ke zhi byefrα huŋ ate, ya nɛ nyi gbα nɛ gè, yi nyi ke zhi bye ge’ 
MAT.21.39	Ngè bo yá kpɛ mbuju wo gè mya àwè alɔhuŋ, bo dɔ gbαwa ge.
MAT.21.40	Be Yeso ya àmɔ huŋ, è bi lɛ, ebɔ ngru àwè ke ya huŋ, ngɛ è ke tɔ wo wa alɔhɛ è yá teŋate bo àwè huŋ?”
MAT.21.41	Bo yá yasèŋa ge lɛ, “È ke gbα wa zrɔbye abebe alɔhɛ pyɔ abebe yi, è mbu ŋa àwè ge alɔhuŋ wo wazɔ vé lɛ, ebɔ bo ke yi pya vαté ke yi kwa huŋ, bo ke yi ŋa ge nkwɛ̀ edrige.”
MAT.21.42	Ngè yá Yeso bi bo lɛ̀, “Nɛ bépɔ̂ ŋɛ srakàda Mbɔchù lɛ,
MAT.21.42	Mpɛ, yi wa e yi pɔ tα hɛ, ŋɔpwɛ̀te huŋ,
MAT.21.42	yasè ma yi mpɛ, yi bo ke pɔ nchè tα yi mû?
MAT.21.42	Bú atehuŋ ma, yi Mpwèmya á mbya ge,
MAT.21.42	ngè è ma bú á sαfotemɔ njìjwó nyi!
MAT.21.43	Ngè, Ŋ yi yaŋa nɛ lɛ, bo ke fyeju ndu àfα Mbɔchù wo nɛ, ngè bo ke ŋa wo kwɛ̀ zo e ke ju wo vα huŋ.” 
MAT.21.44	[Mànya mànya á lè kù mpɛ atehuŋ, ngru alɔhuŋ ke ké ávyα vya, ngè mpɛ alɔhuŋ lè kù é ngru mɔ huŋ, mpɛ alɔhuŋ ke chruvyὰ ge.]
MAT.21.45	Ebɔ àfα wa e tá Mbɔchù wo wa Farìsi pɔ be Yeso ya àchúchyα atehuŋ, bo pɔkpɛwa lɛ, Yeso yi ya ke bo. 
MAT.21.46	Ngè bo yayi ka pyɔ, ke chìmbu ge yi bɛhuŋ, bo yayi se fro wa ke fro wa yá mbute Yeso be ngru pwὰpwὰ Mbɔchù yi.
MAT.22.1	Yeso yá yaŋandà bo àchɛ̀ é àchúchyα, yi nzo chɔ gé ma lɛ, 
MAT.22.2	“Ndu àfα akpachù yibe bo mà ge wo àfα zo á yá mbya vɛ́ bα ke ŋwa ge engunwa huŋ. 
MAT.22.3	È yá chɛpwɛ̀ wa chwɔ ge ke dɔ yaŋa wa e béte hɛ lɛ, bo ya bre vɛ́ bα yi. Bɛhuŋ, bo yá yatê mu.”
MAT.22.4	Àfα huŋ, chɛndàwa wa chwɔ ge enzɔ hɛ, wo chyα lɛ, “Dɔ yaŋa nɛ wa Ŋ yá béte hɛ lɛ, bo bapɔ Ŋ tɔbwαtegbαyi bye vɛ́ bα mbrɔŋɛ, Ŋ ké gbαtegbαyi àndɛ̀ ŋɛ bo sαte hɛ, wo zhyɛ àndɛ̀ á kàte kpo hɛ, Ŋ tɔbwαgbα bye mbri lɛ, bo ya vɛ́ bα.”
MAT.22.5	Bo yá dɔ bɛhuŋ, wa hɛ yá pɔka bo mɔ, yi chɔ̀ shyɔ bo mɔ, ke bye bo yi tɔsɛ yi. Ngru enzo huŋ, yi su mɔ àwè ge yi, ngru enzo huŋ, yi dɔ mɔ tú yi. 
MAT.22.6	Ngè kre wa enzɔ hɛ, kpɛwa wa chwɔ ge enzɔ hɛ, bo tɔ̀besɛ wo bo, ngè bo gbα bo. 
MAT.22.7	Shyɛ àfα huŋ, yá vu gbαwa, è pwɛ̀ sɔje ge, bo dɔ kò wa á gbα wa chwɔ ge hɛ, ngè bo bèchɛ̀ jɛ̀ akpè bo.
MAT.22.8	Ebɔ è tɔgbαyi àmɔ huŋ, è zà wo wa chwɔ ge enzɔ lɛ, “Ŋ tɔbwαtegbαyi bye vɛ́. Bɛhuŋ, wa Ŋ yá béte huŋ, kwatekondê wa e ke ya vɛ́ bα atehuŋ mu. 
MAT.22.9	Dɔ nɛ eŋapé yi, nɛ bé ya wo wa mbri, yi nɛ ke vè hɛ ŋɛ vɛ́ bα yi.” 
MAT.22.10	Wa chwɔ ge hɛ dɔwa pαndi yi mbri, bo chìgbòko wa mbri, yi bo vè hɛ mà wa abebe mà wa asɔsɔ, ngè tα vɛ́ bα yá ŋwɛ̀te wo wa.
MAT.22.11	“Bɛhuŋ ebɔ àfα huŋ, kàjya tα ke vè wa á yate vɛ́ bα huŋ, è vè ngunwa zo nú á vómatê wo àsα vɛ́ bα mu, 
MAT.22.12	ngè è bi ge lɛ, ‘Zòŋɛ, tɔ ntrɛ á kàjya ma ŋɛ, á vómatê wo àsα vɛ́ mu huŋ?’ Ngunwa alɔhuŋ mushi wo vra mɔ.
MAT.22.13	Ngèhuŋ, àfα yá zà wo wa chwɔ ge lɛ, ‘Chì nɛ gè bwo ge wo bá ge, nɛ tápàju ge mya ŋɛ nkùfi yi, bre wa ke yi sɛ̀ fi, yi pɛ nyrα yi.’”
MAT.22.14	Ngè Yeso yá bàkɛte àchúchyα atehuŋ lɛ, “Mbɔchù béte wa fàbe bɛhuŋ, yi wa mɔ baba e ngafɔ.”
MAT.22.15	Ngèhuŋ, wa Farìsi yá ju dɔ kɛwa mwɛ pyɔ bo ke pyά Yeso wo chyα ge. 
MAT.22.16	Bo yá pwɛ̀ wa e yi mbɔ̀bye wo bo hɛ abre, wo gbòko wa Hɛrɔ̀ lɛ, bo dɔ zà wo gè lɛ, “Chichà, nyi yi lɛ, à ma ngru endɛndɛ yi, á yi mbɔ̀ŋa wa pyɔ Mbɔchù be endɛndɛ kate huŋ. À yi màŋatê vévé wo nguzo mu, à yi tefɔ̀tê wo nguzo mu. 
MAT.22.17	Á yaŋa nyi bú á yi sepɔ huŋ. Bɔ̀bye fenyite lɛ, nyi kpaŋa àfα Sizà gɛndu lɛ̀, nyi kpaŋa ge mu?”
MAT.22.18	Mami àmɔ huŋ, Yeso yá yi bú bo yi kαnyìsɛ huŋ, ngè è biwa bo lɛ, “Nɛ wa e yi kwrɛyi hɛ, ngɛ nɛ yi mbɔ̀vè ŋɛ ke gè? 
MAT.22.19	Á màŋa nɛ mì nchre kɔbɔ̀ bo yi kpa gɛndu huŋ!” Ngèhuŋ, bo yá mbu ya ŋa ge dànarɔ̀ nzo. 
MAT.22.20	Ngè è bi bo lɛ̀, “È ma evrα se wo zre edrinya ate ŋɛ nchre kɔbɔ̀ yi?”
MAT.22.21	Bo yá yasèŋa ge lɛ, “Gé ma edri Sizà.” Ngè è zà wo bo lɛ, “È ma àmɔ huŋ, ma ŋa nɛ bye á ma edri Sizà hɛ wo Sizà, nɛ ŋa bye á ma edri Mbɔchù huŋ wo Mbɔchù.”
MAT.22.22	Ebɔ bo pɔ àmɔ huŋ, bo sαfotewamɔ, ngè bo pwɛ̀tewa ge, bo chɔ̀wa shyɔ.
MAT.22.23	È yá ma lè chú alɔhuŋ, wa Sadùsi zɔ yá ya bɛ Yeso. Wa Sadùsi ma wa á fenyitê lɛ, ngàninjundà éfi ma mu. Ngè bo yá bi ge ebipɔmɔ atehuŋ lɛ, 
MAT.22.24	“Chichà,” Mɔsè yá zà lɛ, “Be ngunwa lè futɔ̀te va ge, yi bombò gè matê wo zhyɛ mu huŋ, ŋwanyɔ̀ ge ke tebàlè vanku huŋ lɛ, bo ke ma wo zhyɛ ke ŋwanyɔ̀. 
MAT.22.25	Mbrɔŋɛ huŋ, zhyɛ ngunwa zo éwanwa yá ma chwɔ̂ ju pyα á yá mafɔ̀ wo nyi. Ŋwanyɔ̀ bo enkàpro huŋ, yá bα va ge, è fu, yi bombò ge matê wo ŋwa mu. Ngè è pwɛ̀te vanku huŋ wo ŋwanyɔ̀. 
MAT.22.26	Ŋwanyɔ̀ ge á chikɛ huŋ, yá tɔwalè àmɔ, ngè è ma lè àmɔ wo é fɔ sra huŋ, srɔ ndawa é fɔ chwɔ̂ ju pyα huŋ. 
MAT.22.27	Ebɔ wanwa hɛ mbri fugbα huŋ, nguva huŋ abɔge, fuwalè kpɛ. 
MAT.22.28	Mbrɔŋɛ huŋ, ebɔ wa á fugbαyi hɛ, ke ngàninjundà éfi huŋ, nguva atehuŋ, ke ma va nya be bo wa chwɔ̂ ju pyα mbri yá mbu bαgbαwa ge huŋ?”
MAT.22.29	Yeso yá yasèŋa bo lɛ, “Nɛ ŋàdàte, ke nɛ yitê bye á ma srakàda Mbɔchù hɛ mami lè ngre Mbɔchù mu. 
MAT.22.30	È ma lɛ, ebɔ wa á fugbαyi hɛ ke ngàninjundà éfi huŋ, bα wo ŋa ke bα ke mandê mu ke, ebɔ alɔhuŋ bo ke ma be nchèndé á ma akpachù hɛ. 
MAT.22.31	Bɛ ke ya ke ngàninju éfi huŋ, á màŋa lɛ, nɛ yá bépɔ̂ bú Mbɔchù yá yaŋa nɛ huŋ mu. È yá zà lɛ, 
MAT.22.32	‘Ŋ mì Mbɔchù Abràha, Ŋ mì Mbɔchù Izìk wo Mbɔchù Jèkɔp.’ Atehuŋ, yi màŋa lɛ, è matê Mbɔchù wa á fugbαyi hɛ mu bɛhuŋ, è ma Mbɔchù wa a ma gbαgbα hɛ.”
MAT.22.33	Ebɔ fro wa pɔ àmɔ huŋ, bo sαfotewamɔ wo embɔ̀ŋa ge.
MAT.22.34	Ngè ebɔ wa Farìsi pɔ lɛ, Yeso yakukɛgbαyi wa Sadùsi mwɛ huŋ, bo gbòkowa abre, ke ya bɛ Yeso. 
MAT.22.35	Ngè nguzo chɔ bo yi, á ma ngru á yibà bɔ̀bye Mbɔchù huŋ, yá pyά ge wo ebipɔmɔ lɛ,
MAT.22.36	“Chichà, yi bɔ̀bye kɔ á kàpɛbà bɔ̀bye hɛ mbri?” 
MAT.22.37	Yeso yá yasèŋa ge lɛ, “Ma nɛ wo Mpwèmya Mbɔchù wo, wo pushyɛ wo mbri, wo kpɔ wo mbri, wo àyibye wo mbri. 
MAT.22.38	Ngè bɔ̀bye atehuŋ, á ma enkàpro wo ngè á kàpɛ bɔ̀bye hɛ mbri. 
MAT.22.39	Ngè bɔ̀bye achikɛ huŋ, ma lèbe enzo huŋ, á ma lɛ, ‘Ma nɛ wo nabàkɛ wo lèbe à nɛ wo driwo huŋ.’ 
MAT.22.40	Bye mbri á ma srakàda bɔ̀bye hɛ wo gɛŋɛ á ma ŋɛ srekèdé wa pwὰpwὰ Mbɔchù ndatemɔ é bɔ̀bye atehɛ pyα.”
MAT.22.41	Be wa Farìsi yá gbòko abre huŋ, ngè Yeso yá bipɔ bo ebipɔmɔ atehuŋ lɛ̀, 
MAT.22.42	“Ngɛ nɛ yi sepɔ ke Mpofye wa, yi Mbɔchù yá yate lɛ, è ke pwɛ̀ ya huŋ? Nɛ yi sepɔ lɛ, è ma ŋwa nya?” Bo yá yasèŋa ge lɛ, “È ma ŋwa àfα Devì.”
MAT.22.43	Ngè è bipɔndà bo lɛ̀, “Be è ma ŋwa Devì huŋ, ngè è chà ntrɛ, yi Vomwɛ achacha yá mbya Devì ke bé ge lɛ, ‘Mpwèmya ge huŋ?’ Devì yá zà lɛ,
MAT.22.44	‘Mpwèmya Mbɔchù zà wo Mpwèmya ŋɛ lɛ,
MAT.22.44	shi buyru ŋɛ
MAT.22.44	tètè be Ŋ ke zóte wa àpishyɛ ŋɛ zhyɔ
MAT.22.44	á ngɔte bá wo é bo yi.’
MAT.22.45	Be àfα Devì lè yi bé ge lɛ, ‘Mpwèmya ŋɛ mɔ huŋ,’ ngè è chà ntrɛ, è ke mandà ŋwa ge huŋ?” 
MAT.22.46	Be Yeso ya àmɔ huŋ, nguzo yá matê a yibe e yasèŋa ge búzo mu, ngè chàwa kpɛ chú alɔhuŋ dɔ ju yi, nguzo trepɔndê ke bi ge ebipɔmɔ mu.
MAT.23.1	Ngè Yeso yá chitɔ zà wo fro wa wo wa e yi mbɔ̀bye wo gè hɛ lɛ, 
MAT.23.2	“Chɔche bɔ̀bye hɛ, wo wa Farìsi mbu yi pyɔ Mɔsè ke yi mbɔ̀ŋa wa bú bɔ̀bye Mɔsè ma huŋ. 
MAT.23.3	Ngèhuŋ, ma yi bapɔwa nɛ bye mbri bo ke yaŋa nɛ huŋ, nɛ tɔ ge. Bɛhuŋ, tété yi tɔ nɛ bye bo yi tɔ hɛ mu ke, bye bo yi mbɔ̀ŋa nɛ hɛ, matê bye bo yi tɔ hɛ mu. 
MAT.23.4	Bo yi pɔ ntɛ̀ andwandwa é wa, yi wa ke chαkô mu, ngè bo abɔbo pɔkô nkrúbu nú ke tὰfye wa yi mu.
