MAT.1.1	Cartea genealogiei lui Iisus Hristos, fiul lui David, fiul lui Avraam:
MRK.7.2	Iar când i-au văzut pe unii din ucenicii Lui că mănâncă cu mâinile necurate, adică nespălate 
MRK.7.3	– căci fariseii şi toţi iudeii nu mănâncă dacă nu îşi spală mâinile până la cot, după datina bătrânilor, 
MRK.7.4	iar când vin din piaţă, dacă nu se afundă în apă, nu mănâncă şi mai sunt multe altele pe care le-au primit să le păzească: spălarea paharelor, a urcioarelor, a vaselor de aramă şi a paturilor – 
MRK.7.5	fariseii şi cărturarii L-au întrebat, aşadar: „De ce ucenicii Tăi nu trăiesc după datina bătrânilor, ci mănâncă pâinea cu mâinile necurate?” 
MRK.7.6	Atunci Iisus le-a zis: „Bine a profeţit Isaia despre voi, ipocriţilor, după cum stă scris:
MRK.7.8	Lăsând porunca lui Dumnezeu, voi ţineţi datina oamenilor.” 
MRK.7.9	Şi le zicea: „O, ce bine, aţi lepădat porunca lui Dumnezeu ca să ţineţi datina voastră! 
MRK.7.10	Căci Moise a spus: 
MRK.7.11	Iar voi ziceţi: Un om poate spune tatălui sau mamei lui, Corban (care înseamnă: orice aş avea ca ajutor, este Dăruit lui Dumnezeu) 
MRK.7.12	şi îi îngăduiţi să nu mai facă nimic pentru tată şi pentru mamă. 
MRK.7.13	Aşa desfiinţaţi voi cuvântul lui Dumnezeu prin datina voastră pe care singuri v-aţi dat-o. Şi multe alte lucruri faceţi, ca acesta.”
MRK.7.14	Chemând iarăşi mulţimea la El, le zicea: „Ascultaţi-mă toţi şi înţelegeţi! 
MRK.7.15	Nu este nimic din afara omului care, intrând în el, să aibă putere să îl întineze, ci cele ce ies din om sunt cele care îl întinează pe om. 
MRK.7.16	Cine are urechi de auzit, să audă!”
MRK.7.17	Când a lăsat mulţimea şi a intrat în casă, ucenicii Săi l-au întrebat despre această parabolă. 
MRK.7.18	Iar El le-a zis: „Aşadar şi voi sunteţi nepricepuţi? Nu înţelegeţi că tot ceea ce vine din afară, când intră în om, nu poate să-l întineze, 
MRK.7.19	pentru că nu intră în inima lui, ci în pântece, şi apoi ajunge afară, în hazna?” Astfel a arătat că toate bucatele sunt curate. 
MRK.7.20	Şi spunea: „Ceea ce iese din om, aceea îl întinează, 
MRK.7.21	pentru că dinăuntru, din inima omului, ies cugetele cele rele, desfrânările, hoţiile, uciderile, 
MRK.7.22	adulterele, lăcomiile, răutăţile, înşelăciunea, nesimţirea, privirea vicleană, hula, trufia, uşurătatea. 
MRK.7.23	Toate aceste rele ies dinlăuntrul omului şi îl întinează.”
MRK.7.24	Ridicându-se apoi de acolo, s-a dus la hotarele Tirului.
MRK.7.25	şi îndată a auzit despre El o femeie a cărei fiică avea un duh necurat. Ea a venit şi s-a aruncat la picioarele lui 
MRK.7.26	– deşi femeia era păgână, siro-feniciancă de neam – şi îl ruga să izgonească demonul din fiica ei. 
MRK.7.27	Iisus i-a spus: „Lasă întâi să se sature copiii, că nu e bine să iei pâinea copiilor şi să o arunci câinilor.” 
MRK.7.28	Dar ea I-a răspuns: „Doamne, şi câinii sub masă mănâncă din fărâmiturile copiilor.” 
MRK.7.29	Atunci El i-a zis: „Du-te! Căci, pentru acest cuvânt, demonul a ieşit din fiica ta.” 
MRK.7.30	Iar ea, întorcându-se la casa ei, a găsit copila culcată pe pat, iar demonul ieşise din ea.
MRK.7.31	Plecând iarăşi de la hotarele Tirului, a venit prin Sidon la Marea Galileii, prin ţinutul Decapolis. 
MRK.7.32	Şi I-au adus un surd, care mai era şi gângav, şi l-au rugat să-şi pună mâna peste el. 
MRK.7.33	Iar El, trăgându-l la o parte din mulţime, şi-a pus degetele pe urechile lui şi, scuipând pe deget, i-a atins limba. 
MRK.7.34	Apoi a privit la cer, a suspinat şi i-a zis: „Effata!” care înseamnă: „Deschide-te!” 
MRK.7.35	Şi îndată i s-au deschis urechile şi i s-a dezlegat împleticeala limbii şi vorbea limpede. 
MRK.7.36	Iisus le-a poruncit să nu spună nimănui, dar cu cât le poruncea să tacă, cu atât ei îl vesteau mai mult. 
MRK.7.37	Şi se uimeau peste măsură şi ziceau: „Toate le-a făcut, şi bine! Chiar şi pe surzi îi face să audă şi pe muţi să vorbească!”
MRK.8.1	În zilele acelea, adunându-se iarăşi o mulţime mare şi neavând ce să mănânce, Iisus i-a chemat pe ucenici şi le-a zis: 
MRK.8.2	„Mi-e milă de mulţime, pentru că sunt deja trei zile de când aşteaptă lângă Mine şi nu au ce să mănânce. 
MRK.8.3	Dacă le voi da drumul să plece flămânzi la casele lor, se vor sfârşi pe drum, iar unii dintre ei au venit de departe.” 
MRK.8.4	Ucenicii Săi I-au răspuns: „De unde să aibă cineva pâine aici, în deşert, ca să-i poată sătura pe aceştia”? 
MRK.8.5	El însă i-a întrebat: „Câte pâini aveţi?” Şi ei au răspuns: „Şapte.” 
MRK.8.6	Atunci a poruncit mulţimii să se aşeze pe pământ şi, luând cele şapte pâini şi mulţumind, le-a frânt şi le-a dat ucenicilor Săi ca să le pună înaintea oamenilor. Iar ei le-au pus înaintea mulţimii. 
MRK.8.7	Şi mai aveau şi câţiva peştişori. El i-a binecuvântat şi a zis să-i pună şi pe aceia înaintea oamenilor. 
MRK.8.8	Iar oamenii au mâncat şi s-au săturat şi au strâns apoi şapte coşuri din fărâmituri rămase. 
MRK.8.9	Erau cam patru mii de oameni. Apoi le-a dat drumul să plece. 
MRK.8.10	Îndată după aceea, urcând în corabie, a mers în părţile Dalmanutei.
MRK.8.11	Iar fariseii au ieşit înaintea Sa şi au început să se certe cu El, cerându-i un semn din cer, ca să-L ispitească. 
MRK.8.12	Dar Iisus, suspinând în duhul Său, a zis: „De ce cere acest neam un semn? Adevărat vă spun, că nu i se va da acestui neam nici un semn.” 
MRK.8.13	Şi lăsându-i, a trecut iarăşi pe partea cealaltă a lacului.
MRK.8.14	Ucenicii uitaseră să ia pâine şi mai aveau doar o pâine cu ei în corabie. 
MRK.8.15	Iar El le-a poruncit: „Vedeţi, fiţi cu băgare de seamă la Aluatul fariseilor şi la cel al lui Irod.” 
MRK.8.16	Ei vorbeau unii cu alţii şi ziceau: „Nu am luat pâine!” 
MRK.8.17	Dar Iisus, cunoscând ce vorbeau, le-a spus: „De ce vă gândiţi că nu aveţi pâine? Nu înţelegeţi nimic? Chiar nu reuşiţi să pricepeţi? Aveţi oare inima atât de împietrită? 
MRK.8.18	Aveţi ochi şi nu vedeţi? Aveţi urechi şi nu auziţi? Şi nici măcar nu vă amintiţi? 
MRK.8.19	Când am frânt cele cinci pâini pentru cei cinci mii de oameni, câte coşuri pline cu fărâmituri aţi strâns?” Ei au spus: „Douăsprezece.” 
MRK.8.20	„Când am dat cele şapte pâini celor patru mii de oameni, câte coşuri pline cu fărâmituri aţi luat?” Ei au spus: „Şapte.” 
MRK.8.21	Şi le zicea: „Tot nu pricepeţi?”
MRK.8.22	Au ajuns în Betsaida. Şi au adus la El un orb şi Îl rugau să se atingă de el. 
MRK.8.23	Iar Iisus, luându-l de mână pe orb, l-a scos afară din sat şi, după ce a scuipat spre ochii lui, şi-a pus mâinile peste el şi l-a întrebat: „Vezi ceva?” 
MRK.8.24	Şi, ridicându-şi ochii, orbul a zis: „Îi văd pe oameni ca pe nişte copaci care umblă.” 
MRK.8.25	Iisus şi-a pus încă o dată mâinile peste ochii lui şi el a văzut, s-a vindecat şi pe toate le vedea clar. 
MRK.8.26	Apoi l-a trimis acasă, zicându-i: „Să nu intri deloc în sat!
MRK.8.27	După aceea Iisus şi ucenicii Săi au ieşit în satele Cezareei lui Filip şi pe drum îi întreba pe ucenicii Săi: „Cine zic oamenii că sunt Eu?” 
MRK.8.28	Ei au răspuns: „Unii Ioan Botezătorul, alţii Ilie sau unul din profeţi.” 
MRK.8.29	Iar El i-a întrebat: „Dar voi cine ziceţi că sunt Eu?” Petru I-a răspuns: „Tu eşti Hristosul!” 
MRK.8.30	Şi-atunci le-a dat poruncă să nu spună nimănui despre El.
MRK.8.31	Atunci a început să-i înveţe că Fiul Omului trebuie să pătimească multe şi să fie defăimat de bătrâni, de marii preoţi şi de cărturari, şi să fie omorât, iar după trei zile să învie. 
MRK.8.32	Şi le spunea deschis aceste cuvinte. Însă Petru, luându-L deoparte, a început să-L mustre. 
MRK.8.33	Dar El, întorcându-se şi uitându-se la ucenicii Săi, l-a mustrat pe Petru şi i-a zis: „Treci înapoia mea, Satano! Pentru că nu cugeţi la cele ale lui Dumnezeu, ci la cele ale oamenilor.”
MRK.8.34	Atunci a chemat la El mulţimea împreună cu ucenicii şi le-a zis: „Dacă voieşte cineva să vină după Mine, să se lepede de sine, să-şi ia crucea şi să Mă urmeze. 
MRK.8.35	Fiindcă oricine va vrea să îşi salveze viaţa, şi-o va pierde. Iar cine îşi va pierde viaţa pentru Mine şi pentru evanghelie, şi-o va mântui. 
MRK.8.36	Căci la ce îi foloseşte omului să câştige toată lumea şi să-şi piardă sufletul? 
MRK.8.37	Şi ce poate da omul în schimb pentru sufletul său? 
MRK.8.38	Fiindcă de cel care se va ruşina de Mine şi de cuvintele Mele, în neamul acesta desfrânat şi păcătos, de acela şi Fiul Omului se va ruşina, când va veni în slava Tatălui Său cu îngerii cei sfinţi.”
MRK.9.1	Şi le zicea: „Adevărat vă zic, că vor fi unii din cei ce sunt aici de faţă care nu vor gusta moartea până când nu vor vedea Împărăţia lui Dumnezeu venind cu putere.”
MRK.9.2	Şi după şase zile Iisus i-a luat deoparte pe Petru, pe Iacov şi pe Ioan, şi a urcat cu ei pe un munte înalt, unde erau doar ei. Şi s-a schimbat la faţă înaintea lor, 
MRK.9.3	iar hainele Lui s-au făcut strălucitoare, atât de albe, cum nimeni pe pământ nu le poate albi. 
MRK.9.4	Şi li s-au arătat Ilie şi Moise, care vorbeau cu Iisus. 
MRK.9.5	Atunci Petru a zis către Iisus: „Rabbi, ce bine e să fim aici! Să facem trei corturi, Ţie unul, lui Moise unul şi lui Ilie unul.” 
MRK.9.6	Dar nu ştia ce spune, pentru că erau înfricoşaţi de cele întâmplate. 
MRK.9.7	Atunci a venit un nor care i-a umbrit şi un glas s-a auzit din nor: „Acesta este Fiul Meu cel iubit, pe El să-L ascultaţi!” 
MRK.9.8	Iar ei, cum au auzit glasul, au privit împrejur, dar n-au văzut pe nimeni, în afară de Iisus, care era singur cu ei.
MRK.9.9	Pe când coborau de pe munte, Iisus le-a poruncit să nu spună nimănui ceea ce văzuseră, decât atunci când Fiul Omului va fi înviat din morţi. 
MRK.9.10	Iar ei au păstrat cuvintele acestea în sinea lor, dar se întrebau unul pe altul: „Ce înseamnă a învia din morţi?” 
MRK.9.11	Apoi l-au întrebat: „De ce zic cărturarii că trebuie să vină mai întâi Ilie?” 
MRK.9.12	Iar El le-a răspuns: „Ilie va veni mai întâi şi va reaşeza toate. Şi oare nu stă scris despre Fiul Omului că trebuie să pătimească multe şi să fie defăimat? 
MRK.9.13	Vă spun însă, că Ilie a şi venit, iar ei i-au făcut ce-au vrut, după cum stă scris despre el.”
MRK.9.14	Când a venit la ceilalţi ucenici, a văzut o mulţime mare de oameni împrejurul lor şi pe cărturari certându-se cu ei. 
MRK.9.15	Şi când L-a văzut mulţimea, îndată au început să se agite şi au alergat cu toţii la El şi l-au întâmpinat. 
MRK.9.16	Atunci El i-a întrebat: „Pentru ce vă certaţi?” 
MRK.9.17	Unul din mulţime I-a răspuns: „Învăţătorule, l-am adus la Tine pe fiul meu, care are un duh mut 
MRK.9.18	şi oriunde îl apucă, îl aruncă la pământ, face spume la gură, scrâşneşte din dinţi şi înţepeneşte şi le-am zis ucenicilor Tăi să scoată acest duh, dar ei n-au putut.” 
MRK.9.19	Atunci Iisus a răspuns: „Neam necredincios, până când voi fi cu voi? Până când vă voi răbda? Aduceţi-l la Mine.” 
MRK.9.20	Şi l-au adus la El. Şi duhul, văzându-L pe Iisus, îndată l-a scuturat pe copil, care, căzând la pământ, se zvârcolea spumegând. 
MRK.9.21	Atunci l-a întrebat pe tatăl copilului: „De câtă vreme i se întâmplă aşa?” El I-a zis: „Din copilărie. 
MRK.9.22	Şi de multe ori l-a aruncat în foc şi în apă ca să-l omoare. Dacă poţi însă, fie-Ţi milă de noi şi ajută-ne!” 
MRK.9.23	Iar Iisus i-a spus: „Dacă poţi? Toate sunt cu putinţă celui ce crede.” 
MRK.9.24	Şi-ndată tatăl copilului a strigat: „Cred! Ajută necredinţei mele!” 
MRK.9.25	Când Iisus a văzut că mulţimea năvălea peste El, a certat duhul necurat, zicându-i: „Duh mut şi surd, Eu îţi poruncesc: ieşi şi să nu mai intri în el!” 
MRK.9.26	Şi duhul, răcnind şi zguduindu-l cu putere, a ieşit, iar copilul era ca mort, aşa încât mulţi ziceau că a murit. 
MRK.9.27	Iisus însă, prinzându-l de mână, l-a ridicat, iar acesta s-a sculat. 
MRK.9.28	Şi după ce a intrat în casă, ucenicii L-au întrebat deoparte: „Noi de ce nu l-am putut scoate?” 
MRK.9.29	El le-a zis: „Acest soi de demoni nu iese decât cu rugăciune.”
MRK.9.30	După ce au ieşit ei de acolo, au trecut prin Galileea şi El nu voia să afle nimeni, 
MRK.9.31	căci îi învăţa pe ucenicii Săi şi le zicea că Fiul Omului va fi dat în mâinile oamenilor şi ei Îl vor omorî, iar după ce îl vor omorî, va învia a treia zi. 
MRK.9.32	Dar ei nu înţelegeau aceste vorbe şi se temeau să-L întrebe.
MRK.9.33	Au ajuns apoi în Capernaum. Şi fiind în casă, El i-a întrebat: „Ce tot vorbeaţi între voi pe drum?” 
MRK.9.34	Ei însă tăceau, pentru că pe drum se certaseră între ei cine este mai mare. 
MRK.9.35	Atunci, aşezându-se, i-a chemat pe cei doisprezece şi le-a zis: „Dacă vrea cineva să fie cel dintâi, să fie cel din urmă dintre toţi şi să le fie slujitor tuturor.” 
MRK.9.36	Şi, luând un copil, l-a pus în mijlocul lor, l-a luat în braţe şi le-a spus: 
MRK.9.37	„Dacă cineva va primi pe unul dintre aceşti copii în Numele Meu, pe Mine Mă primeşte, şi dacă cineva Mă primeşte pe Mine, nu pe Mine Mă primeşte, ci pe Cel ce M-a trimis.”
MRK.9.38	Ioan I-a zis: „Învăţătorule, am văzut pe cineva care scotea demoni în Numele Tău şi l-am oprit, pentru că nu ne urmează.” 
MRK.9.39	Iar Iisus a spus: „Nu-l opriţi, pentru că nu este nimeni care, făcând vreo minune în Numele Meu, să Mă poată vorbi de rău îndată după aceea. 
MRK.9.40	Căci cine nu este împotriva noastră este pentru noi. 
MRK.9.41	Şi oricine vă va da să beţi un pahar de apă în Numele Meu, fiindcă sunteţi ai lui Hristos, adevărat vă zic, nu îşi va pierde răsplata!”
MRK.9.42	Şi dacă cineva va face să se poticnească unul din aceştia mici, care cred în Mine, mai bine i-ar fi dacă şi-ar lega de gât o piatră de moară şi s-ar arunca în mare. 
MRK.9.43	Dacă mâna ta te face să te poticneşti, tai-o; mai bine este să intri în viaţă ciung, decât, având amândouă mâinile, să ajungi în gheenă, în focul cel nestins.
MRK.9.45	Dacă piciorul tău te face să te poticneşti, taie-l; mai bine este să intri în viaţă şchiop, decât, având amândouă picioarele, să te afunzi în gheenă.
MRK.9.47	Dacă ochiul tău te face să te poticneşti, scoate-l; mai bine este să intri cu un singur ochi în Împărăţia lui Dumnezeu, decât, având amândoi ochii, să te afunzi în gheenă, 
MRK.9.48	unde viermele lor nu moare şi focul nu se stinge. 
MRK.9.49	Pentru că totul va fi sărat cu foc
MRK.9.50	Sarea este bună; dar dacă sarea îşi pierde puterea, cu ce o veţi drege? Să aveţi sare în voi şi să trăiţi în pace unii cu alţii.
MRK.10.1	Ridicându-se de acolo a venit în hotarele Iudeei, dincolo de Iordan. Acolo mulţimile s-au adunat iarăşi la El şi, după cum obişnuia, le învăţa iarăşi. 
MRK.10.2	Atunci s-au apropiat fariseii care, ca să-L ispitească, Îl întrebau dacă este îngăduit unui bărbat să îşi lase soţia. 
MRK.10.3	Iar El le-a zis: „Ce v-a poruncit Moise?” 
MRK.10.4	Ei au răspuns: „Moise a îngăduit să-i scrie o carte de despărţire şi să o lase să plece.” 
MRK.10.5	El le-a zis: „Din cauza împietririi inimii voastre v-a scris porunca aceasta. 
MRK.10.6	Dar încă de la începutul creaţiei 
MRK.10.7	De aceea, 
MRK.10.8	 Aşa că nu mai sunt doi, ci un singur trup. 
MRK.10.9	Deci ceea ce Dumnezeu a unit, omul să nu despartă!” 
MRK.10.10	În casă însă, ucenicii L-au întrebat iarăşi despre aceasta. 
MRK.10.11	Iar El le-a zis: „Oricine, dacă îşi va lăsa soţia şi îşi va lua alta, săvârşeşte adulter cu ea. 
MRK.10.12	Iar femeia, dacă îşi va lăsa soţul şi îşi va lua alt bărbat, săvârşeşte adulter.”
MRK.10.13	Odată au adus la El nişte copii ca să-şi pună mâinile peste ei, iar ucenicii îi certau. 
MRK.10.14	Şi văzându-i Iisus, s-a mâhnit şi le-a zis: „Lăsaţi copiii să vină la Mine! Nu-i opriţi, căci a unora ca ei este Împărăţia lui Dumnezeu! 
MRK.10.15	Adevărat vă spun, dacă cineva nu va primi Împărăţia lui Dumnezeu ca un copil, nu va intra în ea.” 
MRK.10.16	Şi, luându-i în braţe, i-a binecuvântat, punându-şi mâinile peste ei.
MRK.10.17	Pe când ieşea în drum, a alergat către El cineva şi, îngenunchind înaintea Lui, I-a zis: „Învăţătorule bun, ce să fac ca să moştenesc viaţa veşnică?” 
MRK.10.18	Iisus i-a spus: „De ce îmi zici bun? Nimeni nu este bun, în afară de Dumnezeu. 
MRK.10.19	Ştii poruncile: 
MRK.10.20	El I-a zis: „Învăţătorule, pe toate acestea le-am păzit din tinereţea mea.” 
MRK.10.21	Iar Iisus, privind la el, l-a îndrăgit şi i-a zis: „Un singur lucru îţi mai lipseşte: Du-te, vinde tot ce ai şi dă săracilor şi vei avea o comoară în cer. Şi apoi
MRK.10.22	El însă, s-a întristat auzind aceste cuvinte şi a plecat mâhnit, căci avea multe averi.
MRK.10.23	Atunci Iisus, uitându-se în jur, le-a spus ucenicilor Săi: „Cât de greu vor intra în Împărăţia lui Dumnezeu cei ce au averi!” 
MRK.10.24	Şi ucenicii erau uimiţi de cuvintele Lui. Iisus vorbind iarăşi, le-a zis: „Fiilor,
MRK.10.25	Mai uşor i-ar fi unei frânghii să treacă prin urechile acului decât unui bogat să intre în Împărăţia lui Dumnezeu.” 
MRK.10.26	Iar ei, înspăimântându-se şi mai mult, ziceau unii către alţii: „Şi cine poate să se mântuiască?” 
