GEN.1.1	Ti kucangtsi ti Rimam mam apupwen ti riben, 
DAN.6.18	Tiri ukwe kafe ru yi fenkyi-wu. Awu ci-wu be u ngwa-wu be. Utob-wu ndembeb, kicwag ama pyir-wu ayib.
DAN.6.19	Ti ucwe fam ku si, ukwe nwunn u ru ti ritsen yi uwog itumu atang. 
DAN.6.20	Kiye ti awu ba fer rukug itumu ti Daniyel ta atang, awu kunn ira ti ribom baa, “Daniyel, afu ti ku fen Rimam ti site unyang, Rimam-fu ti afu ku fen kob né sa ruye pu wu afu unju itumu a.”
DAN.6.21	Ama Daniyel cwe baa, “Ukwe, unyang-fu ā ko ra ru yi uwe! 
DAN.6.22	Rimam-m tom atom-wu ti apupwen si ba kwerkyi unju itumu yi ama ayi kub-yi ame be. Ikyaen ti, yi uwe Rimam, ame raen-m awu ira iki be, u nde-m afu ukwe ira titibi iki be ama.”
DAN.6.23	Ama utob ukwe tsen timambe. Awu nda unju ti a na pu Daniyel ruye rukug itumu atang. Ama a pu Daniyel ruye. Ribang iki mbog-yi awu ijwe be, ikyaen ti, awu ru kubenti uwog Rimam.
DAN.6.24	Ama ukwe nda unju, a pu ande ba ti yer unju u ri ira titibi risu Daniyel, aba ti anyisu-ba ti awa-ba, jwunn sang rukug itumu. Itumu yi ye ba shiryae ti apupwen, ti ti afxen-ba ka-yi riben be, ama kub mbub tag akub-ba jwog jwog jwog.
DAN.6.25	Ama ukwe Dariyusi bae atsingken shag kyife ambukwen ande ti unju uten uten ti ta utense baa,
DAN.6.25	“Kujimshwur ā si ana-ni.
DAN.6.26	“Ame sa icwe tsi pu m uwae kujwokwe-m ti ko aye ā kyen ikyenricwu Rimam Daniyel, u fen wu.
DAN.6.26	“Ikyaen ti, awu si Rimam na unyang,
DAN.6.26	u tsi kukunn ru fife yi uwe.
DAN.6.26	Kujwokwe-wu u twenji-wu ji ama be,
DAN.6.26	Kuko-wu ama
DAN.6.26	u tsi kukunn ru fife yi uwe.
DAN.6.27	Awu ku nwangru, ku sa ruye unde.
DAN.6.27	Awu ku nde iken ti ku fur ayib
DAN.6.27	yi apupwen ti utense ike,
DAN.6.27	awu ti nwangruye Daniyel
DAN.6.27	yi unju itumu.”
DAN.6.28	Ama Daniyel tu risu ti tinyang uwe ukwe Dariyusi ba sang ti kiye ukwe Saerus na Pasiya.
DAN.7.1	Yi kusang ti tawe na Belishazar ukwe Babila, Daniyel sunn kurwa kiye ti awu nae kicwag, ama bae meme kurwa yi bae.
DAN.7.2	Daniyel tsag baa, “Ame sunn kurwa utitang ti ufunn ru ukub inje utense ba ku kae ambyi yaenshag uwae uyinn tiyang. 
DAN.7.3	Ama ibye anyi inje ti txi txi tsoye uwae uyinn atang ba.
DAN.7.4	“Ibye ti tawe ru itumu u site asae pangma ikwèn. Ti ame u nunung a kum pu asae-wu ayi ama ye wu nwunn tsi ritsen pangma unde, u sa ira ti kab unde sang na wu.
DAN.7.5	“Ama ti ame u nunung, ibye iki ti ifaen tsoye ti ru mbuku. Awu kú per iyenkyab kinjo u site akub ishi ibye ita ti fa sang anyi-wu. Ame fxen a ri te wu baa, ‘Nwunn ti fu kub ibye yang-yi.’
DAN.7.6	“Isim ayine, ame sae kyi ibye iki tsoye ti ru icwu u site asae inje isim-wu pangma asae kunung, ama si te risu inje. Ama a nda wu kuko risu iken meme.
DAN.7.7	“Isim ayine ame sae kyi uwae kurwa, ibye anyi ti inje ti ku ye ikyenricwu timambe. Awu kpag timambe u site anyi ikyabser ti ku kub mbub akub ibye jwog jwog, ama ku ceb pu ayi ti tsitsi fa afxen. Awu txi ra te itso ibye yi ti tsoye tawe-wu, ama site ishin rijwe.
DAN.7.8	“Ti ame ku kab ira risu ishin yi, ti m nunung ishin tikiyib iki mbug tsoye kutampwa-yi. Isim-yi, a sub ishin ita uwae-yi tsoye ti ipab-yi. Ishin tikiyib wune site ayib pangma ayib unde, ti unju ti ku ri ira uwae ijwe ti ndub.
DAN.7.9	“Ti ame sae,
DAN.7.9	A pu atxom ukwe tā.
DAN.7.9	Awu ti ta atang ti Kute,
DAN.7.9	ba somtsa atang.
DAN.7.9	Kutupwa-wu tsen porr
DAN.7.9	pangma akóng,
DAN.7.9	ikyinn ti risu-wu foong
DAN.7.9	pangma itub ti tsen.
DAN.7.9	Urwa ku cwe sangkob
DAN.7.9	kutxomkwe-wu
DAN.7.10	Ajaen urwa ku ru ye
DAN.7.10	uwog-wu pangma ambyi.
DAN.7.10	Ande kumbub kumbub fen wu.
DAN.7.10	Kumbub rijwe ka kumbub rijwe
DAN.7.10	tsi uwe-wu.
DAN.7.10	Ande ti ku pwen rikwen
DAN.7.10	som ku ji ti a u yer rikwen.
DAN.7.10	A mbubta atsingken uwe-ba.
DAN.7.11	“Ama ame tsi ku sae ayib ikyaen ti, ishin wu ku ri ira ti ijwe ti ndub ti ribom. Ti ame u nunung, a wen ra ibye anyi wu u skiyer ibye rimenn-wu, ama pu yi ti a kaa twen mbub yi te urwa. 
DAN.7.12	Ibye ti tsitsi ama, a shir pu ajwokwe-ba ru, amaa, a ya ba ta som ti unyang ti a na ci ka uwe pang.
DAN.7.13	“Uwae ira ti kitam yi ti ame sae utitang wu, ame sae iken iki ti ru unde pìpìb sī uwae kubyi apupwen ku ba. Awu ru ba uwog Awu ti ta atang ti Kute 
DAN.7.14	Ama a nda wu kuko, ti riyinn, ti kpakang ititae, ikyaen ti meme ande, ti mbukwen ande, ti unju uten unju uten, na kú riben na wu. Kuko-wu u tsi kukunn ru fife yi uwe u yafe-wu fe ama be. Kujwokwe-wu ama u twenji-yi ji be.
DAN.7.15	“Kurwa ti ame Daniyel sunn ye m ikyenricwu u nda utob-m nae-wu riben be. 
DAN.7.16	Ame ka tu kinjo uwae ande ba ti tsi atang, u rang wu ti awu na ri te m imbyi kurwa yine. Ama awu ri te m imbyi kurwa yi baa, 
DAN.7.17	‘Ibye anyi inje yine ku tso abikwe inje ti u nwunn uwae utense. 
DAN.7.18	Amaa, ande ti saen kyag na Rimam ti skeb ti tag u tsokyi kujwokwe yine, ama u nae ukwe risu-yi ru fife yi uwe.’
DAN.7.19	“Tiri ame sha ti m na u nung kubenti ira risu ibye anyi ti inje wune ti txi ra te ayi ti tsitsi, ti ku ye ikyenricwu timambe, ti site anyi ikyabser ti akyikyin afxen bronzi, ti ku shiryae u ceb pu ibye ti tsitsi fa afxen-wu. Ti ame ku kab ira risu ishin yi, ti m nunung ishin tikiyib iki mbug tsoye kutampwa-yi. Isim-yi, a sub ishin ita uwae-yi tsoye ti ipab-yi. Ishin tikiyib wune site ayib pangma ayib unde, ti unju ti ku ri ira uwae ijwe ti ndub. 
DAN.7.20	Ame sha ti m nung kwer ti ira risu ishin rijwe yi ti ta risu-wu, fa ti awu ti mbug tsoye ti tishe titawe ita yine mbug ru, ishin wu ti site ayib ti unju ti ku ri ira te ijwe ti ndub, ama ti ame nung wu awu skeb tag ishin yine ti tsitsi. 
DAN.7.21	Ti ame sae, ishin wune tā rika te ande ti saen kyag na Rimam u ci ba rika, 
DAN.7.22	se kiye ti Awu ti ta atang ti Kute ka ba pwen rikwen ikyaen ande ti saen kyag ti si ana Rimam ti skeb ti tag, ama kiye wu ande ti saen kyag tsokyi kujwokwe wu.
DAN.7.23	“Ira ti awu ri ta re. Ibye anyi ti inje wu ku tso baa, kujwokwe ti inje u ba tsoye uwae utense ti u txi ra te meme ajwokwe ti tsitsi. Kujwokwe wu u twenji meme utense, u ceb pu ba fa afxen. 
DAN.7.24	Ishin rijwe yine ku tso abikwe rijwe ti u ba tsoye uwae kujwokwe wune, ama ukwe iki u ba nwunn isim, ti u txirira te ayi ti ba kucang. Awu u waen abikwe ita uwae abikwe rijwe bane. 
DAN.7.25	Awu u rimbeb Rimam ti skeb ti tag, u nde ande-wu ti saen kyag rikaen, ama u kab ti wu kafe kiye ukwab-ba ti icwe-ba. Aba u ta kujwo-wu ka asang ita ti ripye.
DAN.7.26	“Amaa, ande ti ku pwen rikwen u pwen wu rikwen, ama mbe ra kuko-wu kaa twenji. 
DAN.7.27	Ama a u sa kujwokwe, ti kuko, ti rurob ajwokwe ti ta utense meme na ande ti saen kyag na Rimam ti skeb ti tag. Kujwokwe-ba u si kujwokwe ti tsi kukunn ru fife yi uwe. Ama meme ande ti uwe u ba ku riben u fen ba.
DAN.7.28	“Nee uwog ti kurwa-m ayi tsikunn atang. Yi uwog ti ana-m Daniyel, ira ti kab-m nda m ikyenricwu timambe, kutxuwe-m yirkyi, amaa, ame sa ira yi tsi ti utob-m.”
DAN.8.1	Uwae kusang ti ita ti Belishazar nae ukwe, ame Daniyel sunn kyi kurwa isim kurwa ti ame sunn pu m pu pu. 
DAN.8.2	Iken ti ame sae uwae kurwa yi si ti, ame sae ijwe-m uwae Susa uten tiyang ti ta uwae uten Elam. Uwae kurwa yi, ame tsi unju unyim Ulayi. 
DAN.8.3	Ame pu ayib tso ama sae ye Iwentam tishir iki tsi yi unju uyinn wu. Awu site ishin ifaen, meme ishin yi wuwae, amaa, kinjo wae skeb kinjo skeb. Awu ti wae siskeb ne ba tsoye isim. 
DAN.8.4	Ame sae Iwentam wu ku ca pu iken ti ta uwe usir ti ureb, ti uwe ti isku, ti uwe ti isi. Ibye anyi iki ta-wu ti tsi tu te wu be, unde iki ama ta-wu ti u nwangru tu kujwo-wu be. Awu nde iken ti nyang uwae-wu u yetso ijwe-wu.
DAN.8.5	Ti ame ku kab ira risu iken yine, ame sae Iwenten tishir iki ru usir kujwo ureb ba rutsa uwae utense. Afxen-wu tekunn-wu riben be. Iwenten wu site ishin iki ti mbug tsoye ikub uwe-wu pampam. 
DAN.8.6	Iwenten wune ru ba uwog Iwentam wu ti ame sae wu tsi unju unyim, ti site ishin ifaen né, u rwaetsa wu uwae rinae. 
DAN.8.7	Ame sae awu ba fer Iwentam wu uwae rinae u ca wu ishin, u ca mber wu ishin-wu meme ifaen-yi. Iwentam wu kpag-wu ti wu tsi tu te Iwenten wu be. Awu ceb pu wu si riben u ceb wu te afxen, ama unde iki nwangru tu-wu Iwentam wu kujwo Iwenten wu be. 
DAN.8.8	Iwenten wu kpag fufa, amaa, kiye ti awu kpag mbeb, ishin ti kpakang wu mber ru. Uwog ti ishin wu mber ru atang, ishin inje mbug tsoye atang rukwer ikub inje na utense.
DAN.8.9	Ishin ti kiyib iki mbug tsoye ijwe ishin kinjo uwae ishin inje yi ne, u ser tso u kpag timambe yi uwe ti ta ru iyen ti isi, ti uwe ti ru usir ti kiskinn, ti uwe ti ru yi riben ti site riyinn timambe
DAN.8.10	Ishin wu ser, ama kpakang-wu tso ka ti akyirten ti apupwen. Awu rug pu ariki uwae-ba si riben, fa ti ariki uwae aswer ti apupwen. 
DAN.8.11	Ishin wu myae risu-wu te ukwe rika ti apupwen
DAN.8.12	Ikyaen risu ti kpag ishin wu, a nda wu awu ta risu akyirten ti apupwen
DAN.8.13	Tiri ame fxen atom Rimam ti saen kyag iki ku ri ira, ama atom ti saen kyag iki cwucwo rang awu ti ku ri ira ne baa, “Ayi u ba kwer isinn ti kurwa risu iken ti twen ti a ku twen na kob Rimam u ba mamtag? Isinn ti ira risu itikpag risu yine ti ku shir na uten ku ukaen u kunmunn, isinn ti a u fxae itisombeb ukag ti saen kyag, ti iticeb akyirten ti apupwen, fa afxen?”
DAN.8.14	Ama awu ri te m baa, “Ayi u ka ureb ti kiskinn kumbub ifaen ti ukob ita (2, 300) titawe ukag ti sisaen wu u kafe ba saen ti mbwe-yi.”
DAN.8.15	Ti ame Daniyel ku kwab ti m na u nung imbyi kurwa yi, ama ti m nunung, iken iki tsi uwe-m pangma unde. 
DAN.8.16	Ama ame fxen afxenjwin yi unju uyinn Ulayi baa, “Jibirilu, tsag imbyi kurwa yi te unde wune.”
DAN.8.17	Ama Jibirilu wu ko ba fer m yi uwog ti ame tsi atang. Kiye ti awu ko ba, ikyenricwu ye m, ama ame sī ka nae u sa uwe-m bur riben. Amaa, awu ri te m baa, “Unde! Nungye baa, kurwa yi ku ri ira risu kiye ti ricwunnkyi.”
DAN.8.18	Ama kiye ti awu ri tag pu wu ira te m, ame si kicwag burrr ti uwe-m bur riben atang. Amaa, awu tekunn m, u ye m nwunn ritsen.
DAN.8.19	Awu ri baa, “Ame u ri te fu iken ti u ba nde uwe ike kiye rinae Rimam, ikyaen ti, kurwa yi ku ri ira risu kiye ti a sa tsi ti ricwunnkyi. 
DAN.8.20	Iwentam tishir wu ti site ishin ifaen ti afu sae né ku tso ukwe na Madai ti ukwe na Pasiya. 
DAN.8.21	Iwenten tishir wu ama si ukwe uten ti Grisi. Ishin ti tso ikub uwe-wu pupam né si ukwe ti tawe. 
DAN.8.22	Ishin wu ti mber ru, ama ishin inje yi ti ba tsokyi ne ku tatso baa, ajwokwe inje na u ba tsoye uwae kujwokwe-wu, amaa, ayi u kpag-yi pangma awu be.
DAN.8.23	“Kiye ti kujwokwe-ba a fer pu yi ricwunnkyi ama ikentitibi ande titibi a ka pu yi ice, ukwe ti kpag utob, u nung imbyi ira ti kitam u nwunn. 
DAN.8.24	Awu u si ukwe ti kpag timambe, amaa, ayi u si-yi kpakang-wu be. Awu u ndembeb iken timambe ama u tu itiru yi uwe yi meme iken ti awu ku nde. Awu u wenji yangkam ti ande ti saen kyag. 
DAN.8.25	Awu u ru itsab, u nda itikyaefa-wu ru yi uwe, ama awu u sa tsi uwae-wu baa, awu na skeb titag. Awu u purug ande u wen ba, ama u nwunn tsi ikub te Ukwe ti skeb abikwe. Awu u cwuji, i si-yi unde iki ti u wen wu be.
DAN.8.26	“Kurwa yi ti a tsag te fu baa a na u byang kyi iken ti twen kiskinn ti ureb si kubenti. Amaa, tam yi tam. Ri-fu ayi te unde iki be, ayi ku tatso ira ti u ba uwe.”
DAN.8.27	Ama ijwe-m Daniyel namtur, ame nae kicaeb ka usir ba iki. Isim-yi ti ame nwunn kicaeb yi, ame kafe ru ti unju wande-m yi fenkyi ukwe. Amaa, kurwa yi fur m ayib ikyaen ti, ame nung-m imbyi-yi be.
DAN.9.1	Uwae kusang ti tawe ti Dariyusi umbae Ahasuweru, unde ti Mede, nae ukwe risu ande ti Babila, 
DAN.9.2	uwae kusang ti tawe wu ti awu nae ukwe, ame Daniyel nungye uwae kutsingken Rimam, ira ti Yaweh ri unju Irimiya upyi-wu risu ujwunn asang ti u ba nde titawe Urushelima u mbub si riben. Ayi u ka asang mae ita mbe rijwe. 
DAN.9.3	Tiri ame kafe uwe tu Itsekuru-m Rimam, ama sha ayibrisi uwae itijwam, ti unju ti cwe. Ame sī ibae, ama mbub itóng risu-m.
DAN.9.4	Ame jwam itijwam uwog Yaweh Rimam-m, u fxir tso ikentitibi-m baa,
DAN.9.4	“Aya Itsekuru Rimam ti site kuko, ti ku nde iken ti ku fur ayib. Afu si Rimam ti ku ye su unju ti yer-fu, u site ure ti tsi kukunn te ande ti site ure te fu ku ye su icwe-fu. 
DAN.9.5	Ati nde pu ti ikentitibi u raen ira u kpag risu, ama nde iken ti beb timambe. Ati ya icwe-fu ti kusen ti fa-fu ta pu ti. 
DAN.9.6	Apyi-fu ya iskin ira-fu, u ri ira yi rinyi-fu te abikwe-ti, ti ande ti uwe-ti, ti abitse-ti, ti meme ande ti ta uten-ti, amaa, ati fxen ti aba be.
DAN.9.7	“Rimam, afu si Rimam ti kubenti, amaa, yi uwog ti ana-ti tine, ati ande Yawuda, ti Urushelima, ti meme ande Isirela, tu rikwae ti wae. Meme-ti aba ti ta fifer, ti aba ti ta rurwen, yi uwog ti afu rwae shag ba ka som atang, ati uwae rikwae ikyaen ira titibi ti ati nde uwe-fu. 
DAN.9.8	Ati ti abikwe-ti, ti ande ti uwe-ti, ti abitse-ti, tu rukwae ikyaen ti, ati nde ikentitibi uwe-fu. 
DAN.9.9	Itsekuru-ti Rimam, afu si Rimam na ayibrisi, ti ku yata na ande ikentitibi, ko ti ati kpag risu te fu. 
DAN.9.10	Ati nae-ti risu riben te icwe-fu ti apyi-fu ande ti ku ya iskin ira-fu ri te ti be. 
DAN.9.11	Meme-ti Isirela nyatsa pu ti icwe-fu, u kafe isim ta pu ti afu, u shaen ti ti u nae risu riben te ira-fu.
DAN.9.11	“Ikyaen yine, kufwag ti afu ta, ti uben ti ben ti upyi-fu Musa bae uwae kutsingken icwe ta risu-ti ikyaen ikentitibi ti ati nde uwe-fu. 
DAN.9.12	Afu kumunn pu fu ira-fu ti afu ri risu-ti ti abikwe-ti ti ku tae ti, yi fengo ti afu nda ira titibi si ba risu-ti. Ti ti afu mam apupwen ti riben, itso ira yi ti tu Urushelima ne tu ji-yi uten iki khika be. 
DAN.9.13	Pangma ti a bae uwae icwe Musa, meme ira titibi ti a bae uwae icwe Musa risu-ti kumunn pu yi. Amaa, ati sha-ti ayibrisi uwog-fu Yaweh Rimam-ti be, ati ama kafe isim ta-ti ikentitibi-ti be, u sa utob na ati ira fu ti kubenti be. 
DAN.9.14	Ikyaen yine, afu Yaweh sa ira titibi tsi pu fu, ama u yaen yi si ba pu fu risu-ti, ikyaen ti, afu Yaweh Rimam-ti ku nde meme iken-fu yi fengo ti pang atang, amaa, ati nae-ti risu riben na fu be.
DAN.9.15	“Ama Itsekuru-ti Rimam, afu ti pu ande-fu ruye uwae uten Ejib yi kuko-fu ama nde rinyi. Tine, ati nde pu ti ikentitibi u nde pu ti ira ti beb timambe. 
DAN.9.16	Aya Itsekuru, ikyaen meme wande-fu ti pang atang, sa ru rinae-fu risu uten-fu Urushelima, rikwen-fu ti saen kyag. Ikyaen ti, ikentitibi-ti ti riraen na abitse-ti nda Urushelima ti ande-fu kafe pu ba iken ti ande ku tsag ira risu-ba ku kyang.
DAN.9.17	“Aya Rimam-ti, fxen itijwam upyi-fu ti awu ku jwam ku sha ayibrisi. Ikyaen rinyi-fu, Itsekuru, kafe kutxuwe-fu ti saen kyag tag Ukag ti sisaen-fu ti mbub si riben. 
DAN.9.18	Rimam-m, kyae atong ti fxen m. Sae ayib-fu si ba risu uten-ti ti ku ukaen, uten wu ti a kunn wu ti rinyi-fu. Ikyaen ti, itijwam-ti uwe-fu si-yi ikyaen itinyang-ti be, amaa, ikyaen ayibrisi-fu ti ko timambe. 
DAN.9.19	Itsekuru, fxen! Yata na ti! Rimam-m, naa atong ti fu nde iken iki ti ritsen ikyaen rinyi-fu, ikyaen ti, uten-fu ti ande-fu ku kunn tso rinyi-fu.”
DAN.9.20	Kiye ti ame ta uwae Rimam ti jwam ku fxir tso ikentitibi-m ti ana ande-m Isirela, ku pu itijwam-m ba uwe Yaweh Rimam-m ikyaen rikwen ti saen kyag na Rimam-m, 
DAN.9.21	Jibirilu, unde ti ame sae pu m awu pu pu uwae kurwa kucang, pinn ba tu m kiye iken ti twen ti ureb. 
DAN.9.22	Awu ri te m baa, “Daniyel, ame si ba ti m nda fu itinungye ana Ira ti kitam. 
DAN.9.23	Ti kiye ti afu bag itijwam-fu ikyaen ayibrisi, Rimam fxen itijwam-fu ayi, ama u tom m ba uwog-fu ikyaen ti, awu site ure te fu timambe. Ikyaen yine, naa atong nyinyang ti fu nungye ititatso ayi.
DAN.9.24	“A pu kutsab mae ita mbe rijwe tsi pu ba ikyaen ande-fu, ti uten-fu ti sisaen: ikyaen ti a na fxae bom risu-ba u ya ikentitibi-ba na ta. Aba ā twen iken titwen ikyaen itiyata ikentitibi, u som usom ti kubenti ru fife yi uwe. Ayine u kumunn iratitatso ande ti ku ya iskin ira Rimam, ti kutsa-ba, ti itiyerkob uwog ti saen siskeb.
DAN.9.25	“Ame ku sha ti fu na nungye baa, ti kiye ti a nda unju risu itimbye nyang Urushelima kaa sang kiye itiba ukwe iki, unde ti a tsitsab, ayi u ka kutsab itsongfaen. Tiri a u mbye nyang uten wu uwae kutsab mae ita mbe ifaen, u kyaenyang rishin-ba uwae uten wu, ama u mum kukwae tiyang sangkob uten wu, amaa, a u nde yi uwae rikaen. 
DAN.9.26	Isim asang mae ita mbe ifaen yi, a u wen ra ukwe ti a Tsitsab wu, awu u si-wu te iken iki be. Ama ande ti umbyi ukwe wu ti ku ba, u ba twenji uten wu ti Ukag ti sisaen wu. Ricwunnkyi-yi u pangma ambyi ti mbub shag. Rika u tā kaa sang ti kiye ti ricwunnkyi, ama uten wu u kuu ukaen pangma ti a sa tsi. 
DAN.9.27	Awu u yer unju ti kpakang te ande yang-ba uwae kutsáb kinjo, ama uwae kapam kutsáb wu, awu u byangkyi iken ti a ku yerwen na Rimam, ti rinyangwae ti a ku pu ba na Rimam. Awu u sa iken ti ku txiyib tsi uwae Ukag ti sisaen, ama u nda Ukag ti sisaen wu kú ukaen, se ti ricwunnkyi ti a sa tsi, a ba kumunn pu yi risu unde wune ti ku nda uten kú ukaen.”
DAN.10.1	Uwae kusang ti ita ti Saerus nae ukwe risu uten ti Pasiya, Daniyel ti rinyi wu iki si Beteshazar, kutsa ti kitam ru ba sang Daniyel utob. Awu nungye baa, ira ti kitam yi na ta risu iken ti u ba nde kang uwe ike. Ayi na u si kye na rika, ama rikaen ti beb timambe u pu uten.
DAN.10.2	Kiye wu, ame Daniyel ta uwae utob tibyir ka kutsab ita. 
DAN.10.3	Ame ci-m iken ti ashab be. Ame kub-m ibye be, u ngwa-m ambyi anam be, u shi-m kindob be uwae kutsab ita yine ti rimunn.
DAN.10.4	Yi ushaen titawe ti usir wu si rikom asu inje, ti ame tsi unju uyinn tiyang Tigrisi, 
DAN.10.5	ame pu ayib tso, ti m nunung, unde iki sī atupwa ti tsen u yir byeti ti a kyae wu te riyib zinariya imbyi. 
DAN.10.6	Ijwe unde-wu ku jijae pangma kutxom berili. Kutxuwe-wu ku jae wur wur pangma imam ti jae. Ayaen ayib-wu ku cwe urwa wur wur. Ajwo-wu ti afxen-wu ku jae wur wur pangma bronzi ti a twen wu twen. Awu tum ira pangma ujwunn ande yang-ba akwen.
DAN.10.7	Ame Daniyel amam ti sae iken ti kitam yine. Ande ba ti tsi te m sae-ba yi be, amaa, ikyenricwu ye ba, ijwe-ba ku fufwer, aba ter ka titam. 
DAN.10.8	Ikyaen yine, a ya m ta kum ame, ama ame sae iken ti ku fur ayib yine. Ijwe-m ama namtur, uwe-m myae jwoo, ama ame si-m te kpakang cwucwo be. 
DAN.10.9	Tiri, kiye ti ame fxen unde wu ri ira, ame jwunn si riben u sa uwe bur riben ama cwag ru.
DAN.10.10	Ti m nunung, a sa kujwo tekunn m ti nda ijwe-m meme ku fufwer. 
DAN.10.11	Ama awu ri te m baa, “Daniyel, afu unde ti a site ure te fu timambe, fxen ira yi ti a tom m ba ku ri te fu ne nyinyang, ti fu nwunn ritsen.” Kiye ti awu mam pu wu ira yine te m, ame nwunn ritsen ti ijwe ti fwer.
DAN.10.12	Tiri awu ri te m baa, “Kyen-fu ikyenricwu be, Daniyel. Ikyaen ti, ti usir titawe ti afu sa uwae tsi, u sha itinungye, u nae risu riben uwe Rimam-fu, Rimam fxen pu wu itijwam-fu, ama ame si ba ikyaen ira-fu ayi. 
DAN.10.13	Kiye ti ame si ku ba, ukwe na kujwokwe Pasiya kwab ukwab te m ka usir rikom asu kinjo, amaa, Mikayel, kinjo uwae atom ti uwe atom ti apupwen si ba ndeya m ikyaen ti, ame amam ti fa abikwe na Pasiya. 
DAN.10.14	Ame si ba ti m nda fu itinungye ira ti u ba tu ande-fu uwe ike, ikyaen ti, ira ti kitam yine ku tso ira ti u ba nde uwe ike.”
DAN.10.15	Kiye ti awu ri mam ira-wu ayi te m, ame sa uwe-m bur riben ama unju-m tsukyi. 
DAN.10.16	Ti ame u nunung, atom iki ti ru unde, sa kujwo tekunn apwa unju-m, ama ame mbub unju u sang ira ti ti ri, u ri te unde ti tsi uwe-m baa, “Itsekuru-m, ira ti kitam yine, caeb m ijwe u nda ijwe-m nam tur. 
DAN.10.17	Ame upyi-fu u nde rimang u tsag akaen te fu itsekuru-m? Ame si-m te kpakang iki be, unyang ku kunn me kunn.”
DAN.10.18	Tiri atom wu ti ijwe-wu rukwer ijwe unde ne sa kujwo tekunn kyi m ama ame tu kpakang ijwe.
DAN.10.19	Ama awu ri baa, “Afu unde ti Rimam site ure te fu timambe, kyen-fu ikyenricwu be. Kujimshwur ā te fu ta tetso. Tsi ting ting ti fu ye utob.” Ama ti awu ri ira yine te m, ame tu kpakang u ri baa, “Itsekuru-m, ri-fu ira tine ikyaen ti, ame tu pu m kpakang tiri.”
DAN.10.20	Tiri awu rang baa, “Afu nung iken ti nde nee ame si ba uwog-fu a. Tine, ame u kafe ru kaa tā rika te ukwe kusung titibi na Pasiya. Nung, kiye ti ame a ru pu m, atom ti ku nungkyi Grisi kaa ba. 
DAN.10.21	Amaa, ame u ri te fu ira ti a bae uwae kutsingken ti kubenti. Unde iki ta-wu ti u ndeya m be, si nyang Mikayel atom ti ku nungkyi anyisu Isirela amam.
DAN.11.1	Uwae kusang ti tawe ana Dariyusi urae Mede, ame nwunn ti m ri kpag wu utob, ama u tsi ya wu.
DAN.11.2	“Tine ame u ri te fu kubenti. Nung! Abikwe ita u nwunn uwae Pasiya ama ukwe ti inje u ba nwunn u site rifunn skeb tag abikwe bane meme. Ama kiye ti awu a kafe pu wu ukwe ti kpag timambe ikyaen rifunn-wu yine, awu u nda ande meme tā rika te kujwokwe ana Grisi. 
DAN.11.3	Tiri ukwe iki ti kpag timambe u nwunn ama kujwokwe wu u ko timambe. Awu u nde iken ti nyang uwae-wu. 
DAN.11.4	Kiye ti awu a nwunn pu wu, kujwokwe-wu u kata ka aru inje, amaa, ayi u si-yi rishi-wu ti u ta risu-yi be. Ayi ama u si-yi pangma kiye ti awu ta risu-yi be, ikyaen ti, a u waen ra kujwokwe-wu u nda ariki.
DAN.11.5	“Tiri ukwe ti kujwo isi u ba kpag, amaa kinjo uwae ukwe rika-wu u ba kpag skeb wu, u ta risu-ba. 
DAN.11.6	Isim asang iki, ukwe ti kujwo isi ti ukwe ti kujwo isku u si unju tetso. Awu ukwe ti kujwo isi wu u pu umbae-wu ti unda baen ukwe ti kujwo isku ikyaen ti unju-ba na ru uwog kinjo. Amaa, unda wu ti itse-wu meme u si-ba te kpakang uwe ukwe ti isku be, amaa, a u wen wu, ti anyisu ti som te wu, ti umbae-wu, ti ubaen-wu uwae kiye wu.
DAN.11.7	“Isim-yi, rishi unda wu iki u tsokyi kutxomkwe ti kujwo isi. Awu u pu akyirten ba byinn mbub kupwe uten ukwe ti isku, ama u sang kaa ci ra wu. 
DAN.11.8	Awu u ye pu apxin-ba ti a kwen yi te ikyabser, u tsab isu ti tinyang ti a kwen yi te azurfa ti zinariya, u pu yi ru yi uten Ejib. Isim yine, awu u ya ukwe ti kujwo isku ta, u kúnn-wu awu ti rika be, ka asang iki. 
DAN.11.9	Isim yine, ukwe ti kujwo isku u pu rika ka kúnn ukwe ti kujwo isi, ama ukwe ti kujwo isku u kafe ru ti uten-wu. 
DAN.11.10	Anyisu-wu u nwunn u kunn byir akyirten yang-yi akwen ti u ba yaen shag, u tā rika kaa sang ti kupwe uten unde rika-wu.
DAN.11.11	“Ama ukwe ti kujwo isi u nwunn uwae rinae, u pu rika kaa kúnn ukwe ti kujwo isku, ama ukwe ti kujwo isku u kunnbyir akyirten-wu yang-ba ti a u tā rika te ukwe ti kujwo isi, amaa, ukwe ti kujwo isi u ci wu rika. 
DAN.11.12	Kiye ti ukwe ti kujwo isi a ci pu wu rika risu ujwunn akyirten ba, awu u ndub ijwe ikyaen ti awu wen pu wu ande kumbub rijwe. Amaa, awu u ci rika yi ka-wu uwe be, 
DAN.11.13	ikyaen imi, ukwe ti kujwo isku u kunnbyir kyi akyirten yang-yi akwen skeb tikucang. Isim asang iki, awu u ba kyi te ujwunn akyirten, ti isu rika yang-yi.
