MAT.1.2	Abraham Aisaak vaa apa, Aisaak Jakop vaa apa, Jakop Judah leh anaovaa anpa. 
MAT.21.19	Che lamkomma thotthing inkhat amuh a akuunga avaa in aburnoh a jakhatkho tuuknohsa. Chunna thotthingta ason, “Veikhat inlenga nangin inrahnoh luungrosa!” Kak hanga thotthing in chaarsa. 
MAT.21.20	Aroi in mahchuta anmuh in salungkhoua anson, “Khatloh a thotthing in khalmo intha a achaar sameio?” 
MAT.21.21	Chunna Jisu in ankuunga asonei, “Keiin nannihta atak a kitihchou, nannih in malot a nanrilla chingna amnohchoule, thotthinga mainang nantlohchek khop noh a, chuta nannih in muul ita inlongbulh a tuiiboomma tlarota nanson inkho veitu. 
MAT.21.22	Che nannih in malot a nanngen anaamte nannih in nanphahtu.”
MAT.21.24	Chuta Jisu in ankuungah amsangei, “Kei inkho nankuungah naniruitang, mahchuta kamsangchoule jarella keiin mah akchek amneh thloui kitlohme kison uchou. 
MAT.21.25	Aklup John kha ramname? Ringram tingname chunoh a mii tingname?” Cheva anmah sengseeng intella insonsei, “Inih in ringram tingna” tihmale amah in initihtu, “Chunohle nannih in jarelna amahta malotnoh choume?” 
MAT.21.26	Chuta inih in “mii tingna” tihlamele miitamta trihme, alamva mii naamtein John ta ringraan inkhat antih. 
MAT.21.27	Chunna anmah in Jisu ta anson, “Kannih in romnoh ung.” Che Jisu in ankuungah asonei, “Keikho jaknang kichek kimneh a mah anaamte i kitlohme nanison nohtung.”
MAT.21.29	Amah in amsang, ‘Kei sehnohtung,’ chuta kak amche aril athlengpeia sehsa. 
MAT.21.30	Chela asa kupa innih tihpi kuungah thlenga ason, ‘che amah in amsang,’ oi, ‘sehtung, lulok’ chuta amah in sehnohsa. 
MAT.21.31	Anmah innih kaara jaknangin anpa in amdon atlohme?” Amah in ason, “Matsahna in atloh.” Jisu in ankuungah asonei, “Keiin atak a kitihchou, mah chuvah roithraiei mahche kochanoh kumei eiin matsah a ringram huunna a luutuei. 
MAT.21.32	Alamva John in akchimlamseh veia nankuungah athlengche nannih in malotnohchou, chuta roithrai mahche kochanoh kumei eiin amahta amilot; che nannih in mahchuta nanmuhlai nanril thlenga malotnohchou.”
MAT.21.34	Pekva nganglirah luhnatu lai aphah in, anluhpeira ta aroita nganglibil lampaarsaa miikuungah amthlahpei. 
MAT.21.35	Chunna lampaarsa eiin aroita suura inkhatta ankhon, inkhatta anthat, che aktlei inkhatta lunga anden. 
MAT.21.36	Matsahnachung ralla amah in aroi khatlakho amthlah, che anmah in matsahna nanga amah kuungah anloutlohpei. 
MAT.21.37	Chunna achena avah asa kupata anmah in injah tuei ta ankuungah amthlah. 
MAT.21.38	Chuta nganglibil lampaar aksaa eiin asa kupata anmuhlai, anmah sengseenga insonsei, ‘Mah i amah pipata thlengsa, inih in amahta ithatche achangphu sutreio.’ 
MAT.21.39	Che amahta ansuurpei, che nganglibil apaalla aminomche anthatpei. 
MAT.21.40	‘Chunna nganglibil Akpu in athlenglai, nganglibil lampaar aksaa mii eita amah in kha atloh tueime?’ 
MAT.21.41	Anmah in anson, ‘Amah in akthranoh miichut eita amramtuei, che amah ngangli bilta aktlei miiting mathlah a nganglirah luhlai akrah amah kuungah amlantu miikuungah amsaaltu.’ ”
MAT.21.43	Churella nannihta kisonchou, ringram huunnakha nankuungnata inloutu che akrah anrahtu jaat in khat kuunga kimlentu. 
MAT.21.44	Che tunangkhat in mah lung achunga anloom miiva invuitu, chuta mah lungin tunangkhat in chuunga tlaleva, uphulnanga invuinektu.”
MAT.21.45	Akthloi thiimpu mahche Pharisi eiin Jisu vaa pandam antheih lai, anmah rella trongsa tih a amrompei. 
MAT.21.46	Chuta anmah in Jisu ta namma suurnatu antlohta, anmah in miitamta trihsei, alamva anmah in Jisu ta ringraan inkhatsa ta anloh.
MAT.22.2	“Ringram kurung huunnakha kurung khat in asa kupa changvaangnatu amchaang nangsa. 
MAT.22.3	Che changvaang anjaonantu mii akouh eita ongveta amah in aroita amthlah ei, chuta anmah in thleng indahsei. 
MAT.22.4	Anro, keiin siilchal leh sa annou kithatpei, che khulouhram buhdoon saaknatu kamchaangpei, che bilam chesang, changvaang thlengveta sonna an ongnatu veikhatlakho amah roijuihta amthlah ei. 
MAT.22.5	Chuta anmah in inleua anloh mahche ansehjana ah arouin anlouva, arouin anthlou aktleiah sehsei. 
MAT.22.6	Che roijuih anleita anmah in suur mathrit a anthat. 
MAT.22.7	Mahchuta kurung in atheihlai, amlung inhaangsa, che amah in raalmii mathlah a mii eikhata mamaangkirra amiramche ankhuuboomta meia anhaalpei. 
MAT.22.8	Chunna amah roijuih eita asonei, changvaangnatu athlourang chesa, chuta ikouh miiva matik chanohsei. 
MAT.22.9	Churella nannih in lamsuh lamsuh ah sehve, che nannih in nantuuk nantuukmii eita changvaangna ah kouh eive. 
MAT.22.10	Mahchunna amah roijuih in lamsuh lamsuh a sehsei, che anmah in antuukmii naamte akthra mahche thranohta amichunkirpei, che changvaangna thlaampiia akthleng mii in sipsei.
MAT.22.11	“Chuta kurung in akthleng miita annatu aluutlai, changvaangna puunrei aksilhnoh mii khat amuhpei; 
MAT.22.12	chunna amah kuungah ason, ‘Ruul o, changvaangna puunrei jaonoh a nangin khatloh a onna luutsacheme?’ Cheva amah in amsangna romnohsa. 
MAT.22.13	Cheva kurung in amah roijuihta asonei, ‘Akut akeh makaangve che amahta phurh a apaal anthimna a loonve, mahchunna aha maket a traptruui veitu.’ 
MAT.22.14	Alamva miitam aong, chuta steruta acharning.”
MAT.22.16	Che anmah anroita Herot amiisoh inruuia Jisu kuunga mathlah a anson, “Lulok, kannih in nangva akchim cheta kanrom, che Ringpu vaa akchimlamta chimma namtheih, chuche tukhatkho nangin thousanohche, alamva nangin keimii miimii annohche.” 
MAT.22.17	Chunna nangin kanisonro jangta nimdonme? “Mah chuvah Keisaar kuungah roithaang malanni tlohphume chunoh a tlohphunohme?” 
MAT.22.18	Chuta Jisu in anmah anthratnohta aromma asonei, “Akthra veisin nannih in jarella keita chaang nan an angme? 
MAT.22.19	Roithaangna baobehkha kammuhve.” Chunna anmah in nikhat kutlangna baobeh inkhat amimuhpei. 
MAT.22.20	Che amah in ankuungah ansonei, “Mahkha tunangmii asak leh akmingme?” 
MAT.22.21	Anmah in anson, “Keisaar ta” che amah in asonei, “Chuleva, Keisaar taale Keisaar kuunga che Ringpu taale Ringpu kuungah malanve.” 
MAT.22.22	Anmah in ohchuta antheih in, salungkhousei, che Jisu ta anmahche inlengsei.
MAT.22.24	“Lulok, Moses in ason, ‘Mii inkhat in inn apaalche asa amnoh a thile, anmah unaoin akmeita changvaangso, che anmah unao turella ansa anphahnatu’ tih a ason. 
MAT.22.25	Anmah unao sirih kannihsoh ammei, anparem in changvaangche asa amnoh a thisa, amah akmeivah amah unao eisoh amjouei. 
MAT.22.26	Mahchunanga innih tihpi leh inthumtihpi mahche sirih tihpi phah nga tloh a suuksa. 
MAT.22.27	Anaamte i aknua kumeikho thisa. 
MAT.22.28	Chunnava thinata anringlai kumeikha anmah mii sirih suunga tunang akmei vei ume? Alamva annaamte in amahta anlohpei.”
MAT.22.29	Chuta Jisu in ankuungah amsangei, “Nannih chimnosachou, alamva nannih in ringjihkho Ringpu vaa atuuikho romnohsachou. 
MAT.22.30	Alamva thinata anringlai anmah in changvaangnoh tuei chekho changvaanga inpenoh tuei, chuta anmahva ringramma am ringroi veiusei. 
MAT.22.31	Chuta thinata ring rella Ringpu in nanisonkha paanohchoume? 
MAT.22.32	Mah chuvah Keiva Abraham vaa Ringpu, Aisaak vaa Ringpu che Jakop vaa Ringpu sang. Amahva akthivaa Ringpu noh chuta akringvaa Ringpu.” 
MAT.22.33	Miitam in mahchuta antheih in, amah in amtheih khanna salungkhousei.
MAT.22.35	Cheva anmah ankaarna ukil inkhat in Jisu ta chaang anna arui, 
MAT.22.36	“Lulok, trongsuur suunga jaknangin akliinrem trongthuunme?” 
MAT.22.37	Jisu in akuunga ason, “Nangin nang Akpu Ringpu ta niril pumte, nikli pumte mahche nimdon pumtesoh inruuia rilvolro.” 
MAT.22.38	Oh inna matsahrem mahche akliinrem trongthuunsa. 
MAT.22.39	Che innih tihpiva, “Nangin nantongpi miita nitaktal nanga rilvolro. 
MAT.22.40	Mah trongthuun innih in trongsuur mahche ringraan in anson anaamte inthrungsa.”
MAT.22.42	“Nannih in Khrista relna jangnamidonme? Amah i tunang asame?” Anmah in akuunga anson, “Devit vaa Asa kupa.” 
MAT.22.43	Amah in asonei, “Chuleva khatloh a Devit in Li vaa Akpu tih a aongume?” 
MAT.22.44	“Akpu in kei Akpu ta ason, kikut kikchangtonga inbokro, nang jeknaeita nikeh majathuuia nisihnohmiil.” 
MAT.22.45	Devit in amahta “Akpu tih a ongleva khatloh a asa kupa vei ume?” 
MAT.22.46	Che amahni khannata tunangkhat inkho amahkuunga karaanga trong ruinohsei.
MAT.23.1	Che Jisu in miitam leh aroi ankuungah asonei, 
MAT.23.2	“Ringjih lulok mahche Pharisi eiin Moses anbokna a inbokei; 
MAT.23.3	Churella nannih in athlou veia nantlohnatu anmah in nanisonkha ngaak a tlohve, chuta anmah in antlohthlou nujuih avah tlohnohve, alamva anmah in trongvah anraan, chuta athlouvah tlohnoh ei. 
MAT.23.4	Alamva anmah in akrikpoot anphurh cheknoh lep a miidarchunga anthong. Chuta anmah antak inva ankut majung inkhat inkho puur indah ei. 
MAT.23.5	Chuta anmah anthlou naamteva mii in anmuhnatu antloh. Anmah in ringjih trongta ankutbaang leh amichalla amijih mahche anluut insuul areia amikai. 
MAT.23.6	Anmah in aktuirem buhdoonna leh sinakok ah akthrarem inbokna a inbokvah andit. 
MAT.23.7	Keithiil munna mii in anmahta mathruunna, lulok lulokta ankuunga ongi andit. 
MAT.23.8	Chuta nannihtalva mii in lulokta naniongnoh eiso, alamva nannih lulokva Khrista inkhatning che nannih naamte unaochou. 
MAT.23.9	Thaleichungah tukhatkho pa ta ongnohve, alamva nan Pa inkhatning, amahvaa ringramma am. 
MAT.23.10	Nannihta akpu tih akho mii in naniongnohso, alamva nannihtu Akpu Khrista khalekning. 
MAT.23.11	Tunangkhat nankaara anrolrem mii khanna nannihtu roijuih veitu; 
MAT.23.12	che tunangkhat in anroua indom mii khata amniimtu che tunangkhat inruruh miikha akdomtu.”
MAT.23.14	Ringjih lulok leh Pharisi akthra veisin nannihtu vei avah lahnasa a! Alamva nannih in trulmeinu ei inn louta namma nansut, che malot miiung nantihnatu soot nanngen. Churella nannih in akliinrem maraal nanphahtu. 
MAT.23.15	Ringjih lulok leh Pharisi akthra veisin nannihtu vei avah lahnasa a! Alamva nannih in tunangkhatta mathlengnatu tuiiboom mahche apaalla sehtlam hou, che amah in anthlenglai nannih in amahta nangchunga chuum innih ralla repnangvaa asa kupa namivei.
MAT.23.17	Kmong mitcho eio! Alamva ra–ao leh ra–aota amseeng mathruunna thlaamsoh jaknangin anrolme? 
MAT.23.18	Che nannih in nanson, ‘Tunangkhat in thiilkuungta sonna suita tlohle, mahchu jakhatnoh; chuta tukhat in thiilkuungah am kuttholta sonna tlohleva, amah trongchet in amahta akaanpei.’ 
MAT.23.19	Mitcho miieio! Alamva kutthol leh kuttholta amseeng thiilkuung i jakanang in anrolme? 
MAT.23.20	Chunna tunangkhat in thiilkuungta sonna suita aktloh in thiilkuung mahche achunga bilam ak am naamteta sonna suita atlohpei; 
MAT.23.21	che tunangkhat in mathruunna thlaamta sonna suita tlohleva, mahchuta che asuunga ak am anaamte jaoa suita atlohpei. 
MAT.23.22	Che tunangkhat in ringramta sonna suita tlohleva, Ringpu khatkho mahchunga inbok a amkho sonna suita athohpei.
MAT.23.24	Mitcho lamchingeio, barthlepva nannih in naminomche uuksava namiduul!
MAT.23.26	Mitcho Pharisi eio! Matsah a kam leh pukaan asuungtongkha tlenmanve, mahchuche apaal tongkho tleng aja.
MAT.23.28	Chunna nannihkho apaaltongva mii kuungah akchimlamseh nangchou, chuta asuung avah akthra veisin leh kochanoh a sipchou.”
MAT.23.30	Nanson lamang, ‘Inih in ipa ipu an amlaia louam meleva, inih in anmahsoh ringraan anthii mathlaakkha injaonoh utame.’ 
MAT.23.31	Nga tloh a nannih in ringraan akthatsungta nanroua sakhi namilan. 
MAT.23.32	Nannih in nanpa nanpuvaa an olnakha masipve. 
MAT.23.33	Muruul eio, ruulsok asa eio, khatloh a repnanga luutsamnata inlit nanchek ume? 
MAT.23.34	Alamva keiin nankuungah ringraan leh aksing mii leh ringjih lulok eita kamthlah ei, nannih in arouva thingkharh a jamma nanthatsam, che arouin nannih sinakok ah naminangtu che khuupii khuupii a nanchuttu, 
MAT.23.35	Chunna nannih in nanthat akseeng munleh thiilkuung akaara akchim Abel thiinata Barakhi vaa asa Jekhariah thii thaleichunga aktla akchim thiinaamte nankuungah tlatu. 
MAT.23.36	Tak a nankuungah kisonchou, mah ringnatluun anchunga tlatu.”
MAT.23.38	Anve, nannih nan innkha akroua chikkeng usa. 
MAT.23.39	Alamva keiin kisonchou, ‘Akpu minga akthleng eikha doiphah vei tuei,’ ta nansonnohmiil nannih in inlenga keimuhnoh usachou.”
MAT.24.2	Chuta amah in ankuungah amsangei, “Nannih in anaamte nanmuh, muhnohrei choume? Tak a nankuungah kisonchou, lung khatin lungkhat chungah inthonga inmahnoh usa, anaamte inpilkirtu.”
MAT.24.4	Che Jisu in ankuungah amsangei, “Tukhat inkho chimnohting naniseh pinanohtu cheksilve. 
MAT.24.5	Alamva ‘Kei i Khrista sang ta kikminga khalmo thlengtuei,’ che mii aktamta invaia nanisehpitu. 
MAT.24.6	Che nannih in raal khatkho raalhou nantheihtu; romve mah chuvah nannih in inchoinohve; tihva mah i suuktutla, chuta achenavah nohmang. 
MAT.24.7	Alamva jatih khat in jatih khat chungah che kurungram khatin kurungram khatchunga innah insuul suuktu, aram aramma saakchaal che runaangnu thou suuktu. 
MAT.24.8	Anaamte i sapok in klah amthronnasa.
MAT.24.10	Mahlai mii aktam in malot inlengtuei, che khatleh khat inloontuei, mahche khatleh khat intirh suuktuei. 
MAT.24.11	Chuche akchimnoh ringraan khalmo inthruh ah mii khalmo invaia ansehpituei. 
MAT.24.12	Che thranoh in araltu miiringvol inlengtu. 
MAT.24.13	Chuta achena phah a akdou mii khata akaltu. 
MAT.24.14	Chuche amah kurung huunnavaa akthra trongraan i jaat anaamte ah sakhi veinatu tukleiram pumtea inraantu; mahche achenakha thlengtu.”
MAT.24.15	“Chunna ringraan Dainel kuungah amson intirhsa chimmnoh buurthlou in akseeng munna ngir nanmuhlai (akpaa in romeiso). 
MAT.24.16	Mahlai Judia a am mii inkho muulla tlaaneiso, 
MAT.24.17	innbunga am mii inkho innsuungah pootlou trumnoh eiso; 
MAT.24.18	chela nao anpooileh naosonrooi anmah turelvah khalmo lahnasa a! 
MAT.24.19	Che nao anpooileh naosonrooi anmah turelvah khalmo lahnasa a! 
MAT.24.20	Nannih in nantlaankha phalbi nohle inngeihni ah antuuk nanohtu ngenve. 
MAT.24.21	Alamva mahlai tukleiram amthron lainata ipekphahkho lousuuknoh, che vaknuakho suuknoh tupot, trihkhop a klah knang suuktu. 
MAT.24.22	Che mah aknieikha machomnoh leva, akringmii tukhatkho inkal phahnoh tuei; chuta acharche mii turelva aknieikha amchom usa. 
MAT.24.23	Chunna anve onna chunohle mah khanna Khrista amsa ta tukhat in nanisonle, mahchu malotnohve. 
MAT.24.24	Alamva Khrista khatkho ringraan veisin khalmo inthruhtuei che jaleva acharche miiluungkho invaia sehpinatu akliin daang leh salungkhouna khalmo amimuhtu. 
MAT.24.25	Anve, nankuungah matsahbeb a kisonpeichou. 
MAT.24.26	Chunna anmah in nankuungah ‘Anve, amahva raprilla amsa’ tih a nanisonle sehnohve. 
MAT.24.27	Alamva nisuuknata khu inthla in nitlaktonga kvaar nanmuhnanga miivaa Asa kupa in athlengkho mahchunang veitu. 
MAT.24.28	Akthi ruung amna a barmupii inlomma amtuei.”
MAT.24.30	Chunna marvaanna miivaa Asa kupava daangkha anmuhtu, che tukleiramna jaat anaamte in sinthruui tuei, che miivaa Asa kupa in amah atuuileh akliin paarthrasoh inruuia marvaan sumphai chungah thlengkha anmuhtu; 
MAT.24.31	che amah ringroita pik ul anring ahousoh inruuia acharmiita ringroi eiin marvaan adongna khatnata adongna khat phah a, tukleiram akiing manli nata anmitlontu.”
MAT.24.32	“Thotting nata para romve: Thotthing in abaak innoua abur asuunsamlai, thralpii innaisata nanrom. 
MAT.24.33	Chunanga, anaamte i nannih inkho nanmuhlai, Akpu in phalkuung phahsamma innaisata nanrom. 
MAT.24.34	Marvaan khatkho thaleiva maang umang, chuta kei trongva tiknikho mangnoh luungtu. 
MAT.24.35	Aknileh Pung tukhat Inkho romnoh.”
MAT.24.37	Noah laia aksuuk khananga, miivaa Asa kupa in athlenglai akho veitu. 
MAT.24.38	Alamva tuiiliin akni aphahnoh maa a saa iinna, changvaanga che chang mavaanga Noah in mulisuunga aluutnohmiil ammei, 
MAT.24.39	che tuiiliin thlengta romnoh a annaamteta tuii in atlaannanga miivaa Asa kupa in athlengkho mahchunanga veitu. 
MAT.24.40	Chunna louva mii innih amtuei; inkhatva alohtu che khatva amahtu. 
MAT.24.41	Kumei innih in buhsuk a amtuei; inkhatva alohtu che khatva amahtu. 
MAT.24.42	Jih trangve, alamva nannihvaa Akpu in tik a thlengume romnohchou. 
MAT.24.43	Chuta mah i romve, inn Akpu in jaknang khulouh a inruin thlengtu tih romle amah in loujih a che amah innta makhoinoh uta. 
MAT.24.44	Alamva nannihkho inchaanga amve che nannih in namidonnoh pungkhan miivaa Asa kupa in thlengtu.”
MAT.24.46	Amah Akpu in athlenglai routloh a ak am roijuihkha doiphah veisa. 
MAT.24.47	Tak a nankuungah kisonchou mahchunanga miikuungah amah Akpu in adoon akhaal naamte amsiltu. 
MAT.24.48	Chuta akthranoh roijuih in akroua insontu, ‘Kei Akpu in thilla thlengtu’, 
MAT.24.49	che amahsoh rou atlohpijou eita khon amithronpei, che tuiibuh inruiieisoh ansaak an iinjou, 
MAT.24.50	roijuih khanna amdonnoh aknileh aromnoh punga amah Akpu in thlengtu, 
MAT.24.51	mahche amahta innih suuk a atantu, che akthra veisin eisoh asihjoutu, mahchunna sinthruuia anha amikettu.”
MAT.25.2	Rungaak rangava kmongei chuta rangavah ksingei. 
MAT.25.3	Alamva kmong rangava anmah mitton anchoilai, thaova maruuinohsei; 
MAT.25.4	chuta aksing rangava anmah mitton soh inruuia thao abuura amiruui. 
MAT.25.5	Changri in athil inva annaam mitchua inkirsei. 
MAT.25.6	Chuta khulouh jaanjaia onga, ‘Anve, changri! Intuukpi natu inthruhvesa.’ 
MAT.25.7	Mahlai rungaak in inthoua anmah mittonta antaarpei. 
MAT.25.8	Che kmong rangain ksing ranga ankuunga anson, ‘Nannih nanthao ste kanimlanve, alamva kannih mitton thisamsei.’ 
MAT.25.9	Chuta ksing rangain amisang, ‘Kannihkho che nannih turelkho inkhopnoh aja, akjuurkuungah seh a nannih turella leive.’ 
MAT.25.10	Che aklei ansehnua, changrikha thlengsa, thlouraang akcheva amahsoh inruuia changvaangbuh doonna ah luutsei, che innkho ankhaarpei. 
MAT.25.11	Mahchu aknua aktlei rungaak inkho thlenga anson, ‘Akpu, akpu, inn kanimhoongro.’ 
MAT.25.12	Chuta amah in amsangpei, ‘Tak a keiin kisonchou, keiin naniromnoh ang.’ 
MAT.25.13	Alamva jih trangve, nannih in aknikho apungkho romnohchou.”
MAT.25.15	Amah roijuih inkhatkuungah talen ranga amlan, aktleikhat kuungah innih, mahche aktleikhat kuungah inkhat amlanei, anmah anmah in anchektu chaanga amlannei. Che amah atakva aklah ramma sehsa. 
MAT.25.16	Talen ranga akphah in kak hanga seh a amlat in, ranganata ranga amchuungpei. 
MAT.25.17	Mahchunanga talen innih akphah inkho innihnata innih amchuungpei. 
MAT.25.18	Chuta talen inkhat akphahva seh a tuklei achohche, amah Akpu vaa baobehta amthupei. 
MAT.25.19	Pekva lai khalmo asotnua roijuih ei akpu athlenglai, anmahsoh inruuia baobeh anmilatna akseh akthleng an anjoupei. 
MAT.25.20	Che talen ranga akphah in akuunga luut a akchuung talen rangasoh thlenna ason, ‘Akpu, nangin talen ranga namlan ang; anro keiin talen ranga kamchuungpei.’ 
MAT.25.21	Amah Akpu in akuungah ason, ‘thra nitlohpei, akthra khatkho malot aja roijuih; nangva thlou andih a malot aja taningcheva, nangta thlou akliinna kampuih uche; nang akpu vaa aroomthokna a luutrosa.’ 
MAT.25.22	Che talen innih akphah inkho akuungah luut a amah in amchuung talen innihkho thlenna ason, ‘Akpu, nangin talen innih namlan ang, anro, keiin talen innih kamchuungpei.’ 
MAT.25.23	Amah Akpu in akuungah asonpei, ‘Thra nitlohpei akthra khatkho malot aja taningcheva, nangta thlou akliinna kampuih uche; nang akpu vaa aroomthokna a luutrosa.’ 
MAT.25.24	Talen inkhat akphah inlakho akuunga luut a ason, ‘Akpu, nangva linnoh a niluh mahche, vornoh a amtlonche, karaang miicheta kiromche; 
MAT.25.25	chunna keiin naktrih anga seh a nang talenta tuklei choua tukleisuungah kimthup. Nangtakha oire.’ 
