MAT.1.1	A daŋgonŋâ daŋgonŋâ muyagem gane Yesu Kristo, zâk Abaram sot Dawidi, zekât kiun muyageip. 
MRK.9.34	Mâsikâziŋgi zen kwak tarâwe. Wangât, zen mâtâbân gam osetniŋan gâbâ ŋâiŋâ a sâtŋâ upap sâm âraguwe, zorat op kwak tarâwe. 
MRK.9.35	Yesu zâk ge tapŋâ arâp kiin zagât minduziŋgâm itâ dâzâŋgom sâip, “Osetziŋan gâbâ a ŋâi a sâtŋâ upat sâm zeŋgât ombeziŋan ândim kore otziŋgâbap.” 
MRK.9.36	Yatâ sâmŋâ katep mâik ŋâi diim osetziŋan pam itâ sâm dâzâŋgoip, 
MRK.9.37	“Ŋâi zâk nâgât nâŋgâm katep mâik itâ zo galem okŋaŋgâbap, zo ko nâgât yatik kore otnibap. Kore otnibap, zo ko nâyâk buŋâ, sâŋgonnogip, zâk kore ârândâŋ okŋaŋgâbap.”
MRK.9.38	Yohaneŋâ Yesu itâ dukuip, “Patâ, a ŋâi zâk gâgât kutkâ sâm wâke molei iksen. Oi zâk nen sot mân ândeipkât kwâkâŋaŋgen.” 
MRK.9.39	Sâi Yesuŋâ itâ sâm dâzâŋgoip, “Mân kwâkâŋaŋgâbi. Ŋâi zâk nâgât korân nep ŋâi imbâŋâŋoot tuubap, zâkŋâ dap yatâ sâm bâliŋan kwatnibap? 
MRK.9.40	Nepniŋ mân kârâm kândaŋbapŋâ buku op betniŋan mimbap. 
MRK.9.41	Nâ perâkŋak dâzâŋgobâ. Ŋâi zâk zen nâgât siŋgi op ândie, zorat too aam ziŋgâbap, zo ko sâŋgân buŋ mân upap. Biken mimbap.
MRK.9.42	Ŋâi zâk katep mâik ŋâi nâ nâŋgâm pâlâtâŋ kwatnimap, zo dukui bâliŋ upap, zo ko a zo zâk tosâ yâmbâtŋâ mimbap. A yatâ zo zâk mârum kât sumun patâ gânduŋân saam saruyân pane giari sâi ko âlip opap. 
MRK.9.43	Bikandâ mâtâp bâliŋan diigim âibâ sâi bikâ mânâŋgât pâmban. Gâ bikâ hâlâlu ândim sim kârâbân geibatkât laŋ bikâ kârâm mânâŋgât ândim ândiândi kâtikŋan âiban. 
MRK.9.44	Sim kârâbân nane ziŋâ sunumziŋ nemâmbap sot kârâp zâk mân bâpsâbap. 
MRK.9.45	Kiŋgandâ mâtâp bâliŋan diigim âibâ sâi kârâm mânâŋgât birâban. Gâ kiŋgâ hâlâlu ândim simân geibatkât laŋ kiŋgâ kârâm mânâŋgât pâmban. 
MRK.9.46	Simân nane ziŋ mân mumbap sot kârâp mân bâpsâbap. 
MRK.9.47	Siŋgandâ mâtâp bâliŋan diigim âibâ sâi sum lâmuŋban. Gâ siŋgâ âlip ândimŋâ simân geibatkât laŋ sen bâp ândim Anutu um topŋân bagiban. 
MRK.9.48	Sim kârâbân nane sot kârâp mân buŋ upabot.
MRK.9.49	Zen sii mem nalem kwâkŋan pame, zo yatigâk Anutu zâk kârâp saŋgonziŋgâbap. 
MRK.9.50	Sii zâk naamŋâ. Ka sii naamŋâ buŋ oi dap utne dum naamŋoot upap. Zen sii yatâ naamziŋoot ândibi. Zen um lumbeŋâ op ândibi.”
MRK.10.1	Yesu zâk zobâ zaat ba Yudaia hân walâm Yodaŋ too nâmbut âi takip. Taki a ambân kâmut patâŋâ minduwe. Oi op ândeip yatigâk den siŋgi âlip sâm dâzâŋgoip.
MRK.10.2	Oi Parisaio a nâmbutŋâ, zen Yesu denŋâ saanat sâm gam mâsikâm sâwe, “Kembugât den kâtik zo, dap ziap? Ambân birâbirâŋ, zo âlip orot mo mân orot?” 
MRK.10.3	Mâsikâm sâne hâuŋâ itâ mâburem dâzâŋgoip, “Mose zâk zorat den dap dap sapsum ziŋgip?” 
MRK.10.4	Yatâ sâi ziŋâ sâwe, “A ŋâi ambân birâbâ sâm ekap kulemgum pindâm molibap. Mose zâk yatâ sâip.” 
MRK.10.5	Sâne Yesuŋâ itâ sâip, “Mose zâk um kâtikziŋaŋgât opŋâ gurumin den zo sâm kulemguip. 
MRK.10.6	Ka topkwapŋâ Anutuŋâ a ambân muyagezikâmŋâ itâ sâip, 
MRK.10.7+MRK.10.8	‘Zorat ko a ŋâiŋâ ibâ mam birâzikâm ambinŋoorâk ândei zet um sâk kânok op ândibot.’ Den yatâ ziapkât zet zagât buŋâ. Kânok op ândiabot. 
MRK.10.9	Zorat sa nâŋgânek. Anutuŋâ mâpotzikip, zo aŋâ mân kâsâpzâkobi.”
MRK.10.10	Yesuŋâ yatâ sâi ko zâk sot arâpŋâ, zen mirin zâine ko arâpŋâ zen zorarâk dum mâsikâwe. 
MRK.10.11	Mâsikâne itâ dâzâŋgoip, “A ŋâiŋâ ambinŋâ birâmŋâ ŋâi mimbap, zâk târotârozikŋâ mânâŋgât tosâ patâ mimbap. 
MRK.10.12	Ambân ŋâiŋâ apŋâ birâm a ŋâi mimbap, zâk yatik târotârozikŋâ mânâŋgât tosâ patâ mimbap.”
MRK.10.13	A ambân, zen katep gakâziŋâ Yesugâren minziŋgâm gam Yesu bikŋandâ kâukziŋan gâsubapkât sâne Yesu arâpŋâ, ziŋ keŋgât minziŋgâwe. 
MRK.10.14	Yatâ utnetâ Yesuŋâ ziŋgitŋâ umŋâ bâliŋ oi arâpŋâ itâ sâm dâzâŋgoip, “Zen birâne katep zen nâgâren ganek. Mâtâp mân dooŋgunek. A ambân katep zi itâ, zo zen Anutugât um topŋangât siŋgi sâsâŋâ. 
MRK.10.15	Ŋâi zâk katep yatâ mân ândibap, zâk Anutugât kiŋ topŋan mân bagibap.” 
MRK.10.16	Yatâ sâmŋâ minduziŋgi gane bikŋandâ kâukziŋan pam Anutuŋâ galem otziŋgâbapkât sâip.
MRK.10.17	Yesu zâk âibam oi a ŋâi sârârâk kârâm âi Yesugâren takâm um topŋan gei pindiŋsâm sâip, “Patâ âlipŋâ, nâ dap dap op ândiândi kâtikŋaŋgât siŋgi upat?” 
MRK.10.18	Sâi Yesuŋâ itâ sâm dukuip, “Gâ wangât nâgât âlipŋâ sat? Âlip mariŋâ Anutu kânok. 
MRK.10.19	Gurumin den zo nâŋgâmat. Zo itâ, ‘Kâmbam mân kumban. Ap ambin mân birâyaŋgâbabot. Gâ kâmbu mân upan. Bukugaŋgât sârân sâsâŋ mân sâban. Oi a ambân zeŋgât kut ŋâi ŋâi, zorat sarâ sâm mân mimban. Ibâ mamgâ sâtzik lum hurat kwatzikâban.’” 
MRK.10.20	Sâi a zorâŋâ itâ dukuip, “Gurumin den zo pisuk katepnan gâbâ lum gâwan. Ŋâi mân bira ziap.” 
MRK.10.21	Sâi Yesuŋâ ekŋâ umŋâ zâkkâren tâi itâ dukuip, “Kânok birâna ziap, zo upan. Gâ âim sikumgâ mem a ziŋgâna kwâlâne kât zo mem a kanpitâ ziŋgâban. Kât zo ziŋgâmŋâ birâm ga nâ sot ândiban. Gâ yatâ opŋâ sumbemân sikumgoot upan.” 
MRK.10.22	Yesuŋâ yatâ sâm dukui a zo umŋâ bâliŋ oi nâŋgi yâmbârei arip. Zâk sikumŋâ patâ, zorat yatâ oip.
MRK.10.23	Ari ko Yesuŋâ puriksâm arâpŋâ ziŋgitŋâ itâ sâm dâzâŋgoip, “A sikumziŋ patâ, zen Anutugât um topŋan baginam kwakpi.” 
MRK.10.24	Yesuŋâ yatâ sâi arâpŋâ zen pârâkpam imbaŋâziŋ buŋ oi dum dâzâŋgoip, “Katep gakânâ, Anutugât um topŋan bagibagiŋ, zo yâmbâtŋâ. 
MRK.10.25	Bâu patâ kameleŋâ kuup mâtâpŋan bagibap, zo yâmbâtŋâ. Ka a sikum patâŋâ Anutugât um topŋan bagibagiŋ, zo yâmbâtŋâ walâwalâŋ.” 
MRK.10.26	Yatâ sâi ko arâp ziŋâ imbaŋâziŋ buŋ oi sâwe, “Zo yatâ zorâŋ dap yatâ Anutugât um topŋan baginat?” 
MRK.10.27	Sâne Yesuŋâ ziŋgitŋâ sâip, Aŋâ kut ŋâi ŋâi utnam kwakme, zo Anutuŋâ mâtâp âlip muyagemap. Zâk mân kwakmap.”
MRK.10.28	Peteroŋâ den zo nâŋgâm Yesu itâ sâm dukuip, “Nâŋgat. Nen kut ŋâi ŋâiniŋâ kândâtkom gâ moligiwen.” 
MRK.10.29+MRK.10.30	Sâi Yesuŋâ sâip, “Nâ perâkŋak dâzâŋgobâ. Zeŋgâren gâbâ ŋâi zâk nâgât opŋâ mirâ kamân mo âtâ mun, mam ponâ, ibâ mam, murarâ mo hânŋâ birâbap, zâk kut ŋâi ŋâi doŋbep mimbap. Hânân zi mirâ sot âtâ mun gat, mam murarâp sot hân, zo sâknam kwâkŋan mimbap. Gâtâm narâk patin zâk ândiândi tâmbâŋâ mem ândibap.” Yesuŋâ zo sâmŋâ mâtakâm sâip, 
MRK.10.31	“Ka kândom a zeŋgâren gâbâ doŋbep ziŋâ bet upi. Bet a zeŋgâren gâbâ doŋbepŋâ kândom upi.”
MRK.10.32	Zen Yerusalem kamânân âinam zâim tarâwe. Yesuŋâ kândom ari arâpŋâ imbaŋâziŋ buŋ oi âine a nâmbutŋâ moliziŋgâweŋâ keŋgât urâwe. Oi Yesuŋâ arâpŋâ kiin zagât zo minduziŋgi tatne kut ŋâi ŋâi âsagibap, zorat den sâm muyageziŋgâm itâ sâm dâzâŋgoip, 
MRK.10.33	“Nâŋge. Nen Yerusalem kamânân zâinamen. Oi zoren a bonŋâ nâ mumbatkât sâm Roma a kutâ zâkkâren nâbanbi. 
MRK.10.34	A kutâ arâpziŋâ den top top dâtnom ko sinnan tâpkum inzut mem lapitnim none mubat. Oi sirâm karâmbut tap zaatpat.”
MRK.10.35	Oi Zebedaiogât nanzatŋâ Yakobo sot Yohane, zet Yesugâren âimŋâ sâwet, “Net kut ŋâi ŋâigât sâitâ zo âlip nâŋgânikâban?” 
MRK.10.36	Sâitâ mâsikâzikip, “Wan wan otzikâbâ sa ko sabot?” 
MRK.10.37	Sâi zet itâ dukuwet, “Gâ nâŋgâna imbaŋâgaŋgât âsakŋâ muyagei âsangâ toren toren tâtat.” 
MRK.10.38	Sâitâ Yesuŋâ dâzâkoip, “Zet topŋaŋgât kârum yatâ sabot? Nâ too kâlakŋâ nimbat, zo âlip zet nimbabot? Oi too saŋgonibi, zo zet yâtik saŋgonzikâbi?” 
MRK.10.39	Sâi zet sâwet, “Âlip utat.” Sâitâ Yesuŋâ dâzâkoip, “Too nimbat, zo zet nimbabot. Too saŋgonibi, zo yatik saŋgonzikâbi. 
MRK.10.40	Ka âsannan tâtatŋâ, zorat den sâsâŋ, zo nâgâren mân ziap. Zorat siŋgi kwatziŋgâziŋgâŋâ, zo zen zoren tapi.”
MRK.10.41	Yatâ oitâ arâp nâmbutŋâ zen den zo nâŋgâm Yakobo sot Yohane kuk otzikâwe. 
MRK.10.42	Oi Yesuŋâ minduziŋgâmŋâ itâ sâm dâzâŋgoip, “Nâŋge, Hân a kutâ, zen zâizâiŋ op kore a gâsâzâŋgom ândime. Oi hânân a patâ, zen a kutâ otziŋgâme. 
MRK.10.43	Zeŋgâren ko yatâ mân âsagibap. Zengâren gâbâ a ŋâi a sâtŋâ upâ sâm bukurâp zeŋgât kore a op ândibap. 
MRK.10.44	Oi zeŋgâren gâbâ a ŋâi a kutâ upat sâm bukurâp zeŋgât kore mâman ândibap. 
MRK.10.45	Yatigâk a bonŋâ, nâ ziŋâ kore otnibigât mân gewan. Ninak zeŋgât kore opŋâ a doŋbep zeŋgât suupziŋ memŋâ ândiândinâ buŋ upapkât gewan.”
MRK.10.46	Yesu sot arâpŋâ, zen Yeriko kamânân âi takâwe. Âi kamân zo walâm kamân ginŋan âine a siŋ bâpsâsâŋ ŋâi mâtâp ginŋan tâip, kutŋâ Batimaio, Timaiogât nanŋâ. A ambân, zen Yesu Nasarete gokŋâ, zâk gam ariap sâwe. 
MRK.10.47	Sâne nâŋgâm den sâm sâip, “Yesu, gâ Dawidigât kiunŋâ, nâgât umgâ bâleik.” 
MRK.10.48	Den yatâ sâm tâi a nâmbutŋandâ hiriŋsâm tat sâm dukuwe. Dukune dinziŋâ birâm kambâŋâ sâip, “Yesu gâ Dawidigât kiunŋâ, nâgât umgâ bâleik.” 
MRK.10.49	Yatâ sâi Yesuŋâ nâŋgâm mâtâbân kinŋâ sâip, “Sâne gâik.” Sâi a ziŋâ sen ŋâtâtik zo konsâm sâwe, “Umgâ bâbâlaŋ oi zaat ga. Patâŋâ goonsap.” 
MRK.10.50	Oi sen ŋâtâtikŋâ den zo nâŋgâm hâmbâŋâ birâm pam oksâm zaatŋâ ba Yesugâren arip. 
MRK.10.51	Âi taki Yesuŋâ itâ sâm mâsikip, “Dap otgibatkât sat?” Sâi a sen ŋâtâtikŋâ sâip, “Patânâ, sinnâ âlip upapkât otnigap.” 
MRK.10.52	Sâi Yesuŋâ itâ dukuip, “Gâ âinan. Nâŋgâm pâlâtâŋ kwatnigat, zorat âlipkâ uat.” Sâi zorenâk siŋâ ekŋâ Yesu molim arip.
MRK.11.1	Yesu sot arâpŋâ, zen âimŋâ Yerusalem kamân mâte opŋâ Oliwa bâkŋan takâwe. Bakŋâ topŋan kamân zagât Betepage sot Betania tarâwet. Zoren takâm Yesuŋâ a zagât sâŋgonzâkom sâip, 
MRK.11.2	“Kamân ândi, zoren arit. Âi takâmŋâ doŋgi sigan ŋâi tâgân kinzap, zo muyageit. Doŋgi zo a kwâkŋan mân tâtatŋâ, zo irakŋâ. Zo muyagem olaŋ diim gâit. 
MRK.11.3	Olaŋitâ a ŋâiŋâ wangât olaŋsabot sâm mâsikâziki itâ sâbabot, ‘Kembuniŋaŋgâren nep muyagiap. Oi kek pâi âburem gâbap.’” 
MRK.11.4	Yatâ sâm dâzâkoi a zagât zet âim mirâ ŋâi sâŋgânŋan doŋgi sigan ŋâi saane kiri olaŋâwet. 
MRK.11.5	Olaŋitâ a nâmbutŋandâ zikit mâsikâzikâm sâwe, “Wangât olaŋsabot?” 
MRK.11.6	Sâne Yesuŋâ den sâip, zo dâzâŋgoitâ nâŋgâne âkip. 
MRK.11.7	Doŋgi zo Yesugâren diim aritâ arâpŋâ ziŋâ hâmbâziŋâ doŋgi kwâkŋan pane Yesuŋâ kwâkŋan zâi tap arip. 
MRK.11.8	A doŋbep patâ ziŋâ hâmbâ motziŋ mâtâbân lâŋgat âiwe. Oi nâmbutŋandâ gâlaŋgât sot lâkom ilumŋâ mânâŋgâtŋâ mâtâbân pam âiwe. 
MRK.11.9	A ambân kâmut patâ, ziŋâ Yesu mem oset kwâkŋaŋgâwe. Ziŋâ itâ sâm pam diiwe, “Oe, Kembugât sâtkât gam niŋgap, zâk sâm âlipŋan kwâkŋaŋganâ. 
MRK.11.10	Sâkuniŋâ Dawidiŋâ kembu otziŋgâm galem otziŋgip, zo yatâ otniŋgâbap. Zorat sâtâre utnâ. Oe, Anutu u sumbemân.” 
MRK.11.11	Yatâ op âine Yesuŋâ Yerusalem kamân takâm Anutugât tirik namin zarip. Zâimŋâ kut ŋâi ŋâi ek naŋgi mirâsiŋ geibam oi gem arâpŋâ diiziŋgi Betania kamânân âiwe.
MRK.11.12	Haŋsâi Betania kamânân gâbâ gemŋâ Yesu tepŋaŋgât oip. 
MRK.11.13	Oi kârebân siŋandâ egi wakum nak ŋâi kiri egip. Ekŋâ bonŋâ kinzap sâm âi kâruip. Bonŋâ orot narâk buŋâ, zorat ilumŋik kirip. 
MRK.11.14	Yatâ ekŋâ nak zo itâ dukuip, “Gâgâren gâbâ bonŋâ niniŋâ zo a ŋâiŋâ mânâk nimbap.” Den yatâ sâi arâpŋâ nâŋgâwe.
MRK.11.15	Zen Yerusalem kamânân zâiwe. Oi Yesuŋâ tirik namin zâim a kut ŋâi ŋâi aŋgâgwaŋgâ op kine moliziŋgip. A nâmbutŋâ, zen Roma zeŋgât kât sot Yuda zeŋgât kât, zo hâukwap aŋgâgwaŋgâ op kirâwe. Kât pâpanŋâ zo kom giligâlak mem kembâ aŋgâgwaŋgâ urâwe, zeŋgât tâtatŋâ zo kom kâbakŋei gei zeip. 
MRK.11.16	Oi tirik namin kut ŋâi ŋâi mân mem âim gabigât sâip. 
MRK.11.17	Itâ sâm dâzâŋgoip, “Anutugât den kulem ŋâi itâ ziap,
MRK.11.17	‘Namânâ zi a eluŋ zeŋgât ninâu namâ upap.’
MRK.11.17	Ziŋâ ko utne kâmbu a zeŋgât kât ki yatâ uap.”
MRK.11.18	A ambân zen Yesugât diŋâ nâŋgâne imbaŋâ oip, zorat Parisaio sot Kembugât gurumin den sâsâ a kândâtzâŋgowe. Yatâ utne a sâtŋâ ziŋ Yesu dap op koindâ moik sâm kimuŋâ miwe. 
MRK.11.19	Ŋâtiksâi Yesu sot arâpŋâ, zen kamân patâ zo birâm ba âiwe.
MRK.11.20	Mirâ haŋsâi wakum nak kiribân âi igâwe. Nak zo mom kirip. 
MRK.11.21	Peteroŋâ ekŋâ Yesu den sâip, zo nâŋgâm itâ dukuip, “Patâ, eknan. Wakum nak den dukuin, zo mom kinzap.” Sâi Yesuŋâ itâ dâzâŋgoip, 
MRK.11.22	“Nâ perâkŋak dâzâŋgobâ. Zen Anutu nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândibi. Zen um zagât mân opŋâ nâŋgâm pâlâtaŋziŋ bonŋâ op ândibi. Zen yatâ op ândim bakŋâ ândi dukubi, 
MRK.11.23	‘Bakŋâ, gâ âbâŋgum saruin gei.’ Yatâ sâne dinziŋâ lubap. 
MRK.11.24	Zorat ko itâ sa nâŋgânek. Zen wan mo wangât nâŋgâm ninâu sâm, zo mârum mien sâm nâŋgâne âlip muyageziŋgâbap.
MRK.11.25	Zen ninâu sânâ sâm a zeŋgât tosa mem ândie oi ko birâbi. Yatâ utne ko Ibâziŋâ sumbemân ândiap, zâkŋâ yatik tosaziŋâ birâbap. 
MRK.11.26	Zen a zeŋgât tosaziŋâ mân birâne ko sumbem Ibâziŋaŋgoot zeŋgât tosâziŋâ mân birbap.”
MRK.11.27	Yesu sot arâpŋâ, zen dum Yerusalem kamânân gawe. Puriksâm gamŋâ Yesuŋâ tirik namâ umŋan âim gam kiri ko a sâtŋâ sot Kembugât gurumin den zorat galem a sot patârâpziŋâ, zen Yesugâren gam mâsikâm itâ sâwe, 
MRK.11.28	“Gâ ziren kut ŋâi ŋâi opmat, zo ŋâigât sâtkât opmat?” 
MRK.11.29	Sânetâ itâ mâburem dâzâŋgoip, “Nâ den kânok mâsikâziŋga dâtnone ko nâŋgoot ŋâigât sâtkât opman, zo dâzâŋgobat. 
MRK.11.30	Yohane too saŋgon nep tuugip, zo ŋâigât sâtkât nep tuugip. Anutugât sâtkât mo agât sâtkât? Zen sâne nâŋgâbâ. 
MRK.11.31	Mâsikâziŋgi zen dap sânâ sâm kwakŋâ ziiŋik itâ sâm âraguwe, “Nen Anutugât sâtkât sâindâ sâbap, ‘Wangât diŋâ mân luuwe?’ 
MRK.11.32	Agât sâtkât nep tuugip, yatâ sâindâ sâi ko a ziŋ nâŋgobe.” Wangât, zen a ambân zeŋgât keŋgât urâwe, zorat. A ambân zen aksik Yohanegât nâŋgâne Propete oip. 
MRK.11.33	Zorat ko ziŋâ Yesu itâ sâm dukuwe, “Nen mân nâŋgen.” Sâne Yesuŋâ itâ dâzâŋgoip, “Den zo dâtnoge sâi ko nâŋgoot ŋâigât sâtkât opman, zo dâzâŋgobam. Ka zen mân se, zorat nâ mân dâzâŋgobat.”
MRK.12.1	Yesuŋâ topkwapŋâ den sumbuŋâ ŋâi itâ sâm dâzâŋgoip, “A ŋâiŋâ waiŋ tâk nep kârâm kâmirip. Kârâm kâmit dâmân pâit tuugip. Tuumŋâ tâk keetŋâ mândâlibapkât âmaŋ patâ tuum galem a zeŋgât mirâ tuumŋâ nep zo bitziŋan pam hân ŋâin arip. 
MRK.12.2	Âi ândei bonŋâ orotŋâ narâk oi kore a ŋâi sâŋgongoi bonŋâ nâmbutŋâ mimbapkât arip. 
MRK.12.3	A zo âi taki galem a ziŋâ gâsum kom moline bet bâsaŋ âburem arip. 
MRK.12.4	Ari ko kâlam mariŋâ zâk kore a ŋâi sâŋgongoi ari galem a ziŋâ kâukŋâ kunzit mem ŋâi ŋâi okŋaŋgâwe. 
MRK.12.5	Kâlam mariŋâ dum kore a ŋâi sâŋgongoi ari kuwe. Kunetâ mariŋandâ yatigâk a doŋbep sâŋgonzâŋgoi âinetâ galem a ziŋ kâmbam mamuŋ zâŋgowe. Oi nâmbutŋâ sâbâ sâbâ zâŋgowe. Ka nâmbutŋâ ko sâseŋgât zâŋgowe. 
MRK.12.6	Zâŋgonetâ nanŋâ kânok ândeip, zo zikŋâ nanŋâ. Umŋâ zâkkâren kirip. Zâk bet itâ sâm sâŋgonguip, ‘Galem a ziŋ hurat kwâkŋaŋgâm mân kumbi.’ 
MRK.12.7	Sâm sâŋgongoi ari galem a zen nanŋâ ekŋâ âragum sâwe, ‘A zirâŋâ gâtâm kâlam mariŋâ upap, zorat koindâ kâlam zi niiŋâ upap.’ 
MRK.12.8	Yatâ sâm gâsum kune moi kâmbarâŋâ kâlam âkŋan pane zeip.
MRK.12.9	Oi kâlam mariŋâ zâk dap upap? Zâk gamŋâ galem a zâŋgom tâmbet otziŋgâm kâlamân galem a uŋakŋâ zâmbanbap. 
MRK.12.10	Kembugât ekabân den ŋâi itâ ziap, zo sâlâpkum nâŋgâme?
MRK.12.10	‘Mirâ tuutuuŋ a, zen kunkun ŋâi ek âkon op birâwe. Kembuŋâ kunkun zorâŋâ mem namin kwânâŋgip. 
MRK.12.11	Kembuŋâ sâi yatâ âsageip. Niŋâ egindâ mârâtŋâ ŋâi uap.’”
MRK.12.12	Yesuŋâ den yatâ sâm dâzâŋgoi ko patâziŋâ gâsum tâk namin pânat sâm nâŋgâmŋâ a ambân zeŋgât keŋgât urâwe. A patâ, zen itâ nâŋgâm kwâkâwe. Den zo nengât sap sâwe. Oi gâsunam kwakŋâ birâm âiwe.
MRK.12.13	Yuda a sâtŋâ, zen Parisaio a sot Herode arâp nâmbutŋâ Yesugât diŋâ saabigât sâŋgonzâŋgowe. 
MRK.12.14	Sâŋgonzâŋgone Yesugâren gam itâ sâm dukuwe, “Patâ, nen gâgât topkâ nâŋgâmen. Gâ den sarâ mân sâm bonŋigâk sâmat. Gâ den ŋâi mân sâna gâŋgoŋemap. Gâ a zâizâiŋ gigiŋ aksik Anutugât mâtâp âlip dâtnâŋgom kubikmat. Den ŋâi sâindâ nâŋgâ. Roma a kutâ patâ Sisa kât pindânat, zo orotŋâ mo mân orotŋâ? 
MRK.12.15	Kât pindâpindâŋ mo mân pindâpindâŋ, zorat dâtnâŋgo.” Yatâ sâne Yesuŋâ sarâziŋaŋgât topŋâ ek nâŋgâm dâzâŋgoip, “Zen wangât denŋâ saanige? Kât ŋâi mem nine ikpâ.” 
MRK.12.16	Sâi ko kât ŋâi mem pindânetâ mâsikâziŋgâm sâip, “Holi tobat zo ŋâigât?” Sâi ziŋâ sâwe, “A kutâ Sisagât.” 
MRK.12.17	Sâne itâ sâm dâzâŋgoip, “Sisagât siŋgi, zo Sisa pindâbi. Ka Anutugât siŋgi, zo Anutu pindâbi.” Yatâ sâm dâzâŋgoi zen diŋâ mâpâsiwe.
MRK.12.18	Sadukaio a nâmbutŋâ Yesugâren gawe. A zo ziŋâ mom zaatzaat zo mân ziap sâmarâwe. Ziŋâ gam sâwe. 
MRK.12.19	“Patâ, Moseŋâ itâ sâm kulemguip, “A ŋâi, zâk ambân memŋâ katep mân muyagem moi ko munŋandâ malâŋâ mem âtâŋaŋgât siŋgi katep mimbap.” 
MRK.12.20	Oi zorat sâindâ nâŋgâ. Âtâ mun nâmburân zagât ândiwe. Oi âtâziŋâ kunŋâ ambân memŋâ murarâŋâ buŋ ândim moip. 
MRK.12.21	Moi ko munŋandâ malâŋâ zo mem yatigâk murarâ buŋ ândim moip. 
MRK.12.22	Moi munŋâ ŋâiŋâ malâ zorigâk mem moip. Yatigâk âtâ mun zo nâmburân zagât zen ambân zorigâk mem murarâziŋ buŋ mom naŋgâwe. Oi bet malâziŋâ zo moip. 
MRK.12.23	Oi a nâmburân zagât zen aksik patâ ambân zo miwe, zorat gâtâm narâk patin zaatnetâ ambân zâk ŋâigât upap?”
MRK.12.24	Sâne Yesuŋâ itâ sâm dâzâŋgoip, “Zen den nâŋgâm gulipkume. Anutugât den sot Anutugât imbaŋâ mân nâŋgâme. 
MRK.12.25	Gâtâm mumuŋan gâbâ zaatŋâ a ambân dum mân miaŋgâbi. Zen sumbem a yatâ op ândibi.
MRK.12.26	Momŋâ zaatzaatŋaŋgât sâme, zorat dâzâŋgobâ. Mosegât ekabân den siŋgi zi sâlâpkume mo buŋâ? Mose zâk nagân kârâp bâlam ekŋâ ari Anutuŋâ den itâ sâm dukuip, ‘Nâ Abaram, Isaka sot Yakobo, zeŋgât Anutu.’ 
MRK.12.27	Zorat sa nâŋgânek Anutu zâk a buŋ urâwe, zeŋgât Anutu buŋâ. Gwâlâ ândie, zeŋgât Anutu. Zorat Abaram, Isaka sot Yakobo, zen mân buŋ urâwe. Anutu sot gwâlâ ândie. Zen ko den nâŋgâm gulipkume.”
MRK.12.28	Yesu sot Sadukaio a den âragune ko Kembugât gurumin den galem a ŋâiŋâ Yesugât den zo nâŋgi âlip oi itâ sâm mâsikip, “Kembugât gurumin den ikâ zorâŋâ ko kâukŋâ uap?” 
MRK.12.29	Yatâ sâm mâsiki Yesuŋâ sâip, “Kembugât gurumin den patâ itâ ziap, ‘Isirae a ambân, zen nâŋgânek. Anutu Kembuniŋâ kembu kânok. 
MRK.12.30	Zorat um dâpkâ sot nâŋgânâŋgâgâ sot imbaŋâgâ, zo Kembu Anutu zo hâlâluyâk pindâna zimbap.’ 
MRK.12.31	Den zorat torenŋâ itâ ziap, ‘Gâ gikaŋgât otgimap, yatigâk a torenŋâ zeŋgât otgibap.’ Anutugât gurumin den zagât zi patâ uabot. Gurumin den ŋâi mân ziap.”
MRK.12.32	Yatâ sâi Kembugât gurumin den galem aŋâ den zorik mâburem Yesu dukuip, “Patâ, gâ den zo sâna nâŋga âlip uap. Anutu, zâk kembu kânok. Oi ŋâi mân taap. 
MRK.12.33	Oi zâk kânok nâŋgânâŋgâ sot imbaŋâ hâlâlu pindânat. Oi gikaŋgât otgimap, yatik a toren zeŋgât otgibap. Den zagât zirâŋâ kut zo zorâŋ Kembu pindâpindâŋ zo wâlap.”
MRK.12.34	A zo yatâ sâi Yesuŋâ nâŋgi âlip oi itâ sâm dukuip, “Gâ Anutugât um topŋan gaat.” Sâi narâk zoren gâbâ Yesu den mâsikânam nâŋgâne yâmbârei keŋgât op birâwe.
MRK.12.35	Yesu zâk tirik namin zâim a den siŋgi âlip dâzâŋgom itâ sâm mâsikâziŋgip, “Kembugât gurumin den zorat galem a, zen itâ sâme, ‘Kristo, zâk Dawidigât kiunŋâ.’ 
MRK.12.36	Dapkat sâme? Tirik Kaapumŋâ Dawidi nâŋgânâŋgâ pindi itâ sâip,
MRK.12.36	‘Kembuŋâ nâgât kembu itâ sâm dukuip, “Gâ âsannâ bongen ge tâtna kâsarâpkâ minduziŋga kiŋgaŋgât kombâŋ upi.” ’
MRK.12.37	Dawidiŋâ Kristogât kembunâ sâipŋâ dap op Kristo zâk Dawidigât kiunŋâ uap?” Yesu zâk den yatâ sâm dâzâŋgoi a kâmut patâ zen nâŋgâm âkŋâle urâwe.
MRK.12.38	Yesuŋâ den yatâ sâmŋâ den ŋâi itâ târokwap dâzâŋgom sâip, “Zen Kembugât gurumin a zeŋgât holi yatâ mân upi. Zen hâmbâ kârep mem ândim kamân sombemân âim a muyageziŋgâne sâm âlip kwatziŋgâbigât umziŋ kinmap. 
