GEN.1.1	I begynnelsen skapte Gud himmelen og jorden. 
1SA.17.51	Og David sprang fram og stilte seg tett ved filisteren. Han tok sverdet hans og dro det ut av sliren og drepte ham og hogg hodet hans av med sverdet. Og da filistrene så at kjempen deres var død, tok de flukten. 
1SA.17.52	Da gikk Israels og Judas menn fram. De oppløftet krigsropet og forfulgte filistrene til bort imot Gat og like til Ekrons porter. Det lå falne filistrer på veien til Sja’arajim og helt fram til Gat og til Ekron. 
1SA.17.53	Så forfulgte ikke Israels barn filistrene lenger, men vendte tilbake og plyndret leiren deres. 
1SA.17.54	David tok filisterens hode og hadde det med seg til Jerusalem. Men våpnene hans la han i teltet sitt. 
1SA.17.55	Da Saul så David gå ut mot filisteren, sa han til Abner, hærføreren: Hvem er denne gutten sønn til, Abner? Abner svarte: Så sant du lever, konge, jeg vet ikke. 
1SA.17.56	Da sa kongen: Spør etter hvem denne gutten er sønn til. 
1SA.17.57	Da så David vendte tilbake etter at han hadde slått filisteren i hjel, tok Abner ham og førte ham fram for Saul. Han hadde ennå filisterens hode i hånden. 
1SA.17.58	Og Saul sa til ham: Hvem er du sønn til, unge mann? David svarte: Jeg er sønn til din tjener Isai fra Betlehem. 
1SA.18.1	Etter Davids samtale med Saul ble Jonatans sjel knyttet til Davids sjel. Jonatan fikk ham kjær som sitt eget liv. 
1SA.18.2	Samme dag tok Saul ham til seg, han lot ham ikke mer få vende tilbake til sin fars hus. 
1SA.18.3	Og Jonatan gjorde en pakt med David, fordi han hadde ham kjær som sitt eget liv. 
1SA.18.4	Jonatan tok av seg den ytterkappen han hadde på, og ga den til David, likeså krigsklærne sine, ja, også sverdet og buen og beltet. 
1SA.18.5	Så dro David ut. Han bar seg klokt at i alt det Saul satte ham til. Saul satte ham over krigsmennene sine, og han var vel likt av hele folket, også av Sauls tjenere. 
1SA.18.6	Så skjedde det da de kom hjem, da David vendte tilbake etter at han hadde slått filisteren, at kvinnene gikk ut fra alle Israels byer for å møte kong Saul med sang og dans, med tamburiner og med gledesrop og med musikk. 
1SA.18.7	Og de dansende kvinnene istemte en sang og sa: Saul har slått sine tusener, men David sine ti tusener! 
1SA.18.8	Da ble Saul meget vred, for dette ordet likte han dårlig. Og han sa: De har gitt David ti tusener, og meg har de gitt tusener! Nå står det bare tilbake at han får kongedømmet! 
1SA.18.9	Fra den dagen så Saul stadig skjevt til David. 
1SA.18.10	Dagen etter kom det en ond ånd fra Gud over Saul. Han profeterte* inne i huset, og David spilte på harpen, som han pleide å gjøre hver dag. Saul hadde et spyd i hånden. 
1SA.18.11	Da kastet Saul spydet og tenkte: Jeg vil støte det gjennom David og inn i veggen. Men David bøyde seg til side for ham to ganger. 
1SA.18.12	Saul var redd for David, for Herren var med ham, men han var veket bort fra Saul. 
1SA.18.13	Derfor sendte Saul ham fra seg og satte ham til høvding over tusen. Og han gikk foran folket både når de dro ut og når de kom inn. 
1SA.18.14	David bar seg klokt at i alt han tok seg fore, og Herren var med ham. 
1SA.18.15	Da nå Saul så at han bar seg meget klokt at, ble han redd for ham. 
1SA.18.16	Men hele Israel og Juda hadde David kjær, for det var han som dro ut og dro inn foran dem. 
1SA.18.17	Og Saul sa til David: Se, her er min eldste datter Merab. Henne vil jeg gi deg til kone. Vær meg bare en tapper sønn, så du fører Herrens kriger! - For Saul tenkte: Min hånd skal ikke ramme ham, men filistrenes hånd skal ramme ham. 
1SA.18.18	David svarte Saul: Hvem er jeg, og hvem er min familie, min fars ætt i Israel, at jeg skulle bli kongens svigersønn? 
1SA.18.19	Men da tiden kom at Merab, Sauls datter, skulle bli gitt til David, ble hun gitt som kone til Adriel fra Mehola. 
1SA.18.20	Mikal, Sauls datter, elsket David. Da Saul fikk vite dette, syntes han godt om det. 
1SA.18.21	Saul tenkte: Jeg vil la ham få henne, så hun kan bli til en snare for ham, og filistrenes hånd kan ramme ham. Og Saul sa til David: Ved min andre datter skal du i dag bli svigersønnen min. 
1SA.18.22	Og Saul bød sine tjenere: Tal hemmelig med David og si: Kongen liker deg, og alle hans tjenere har deg kjær. Derfor bør du nå bli kongens svigersønn! 
1SA.18.23	Da Sauls tjenere sa dette til David, svarte han: Synes dere at det er en liten ting å bli kongens svigersønn? Jeg er jo en fattig og ubetydelig mann. 
1SA.18.24	Sauls tjenere fortalte ham dette og sa: Slik sa David. 
1SA.18.25	Da sa Saul: Så skal dere si til David: Kongen krever ingen annen festegave enn hundre filister-forhuder, så han kan få hevnet seg på fiendene sine. Men Saul tenkte å felle David ved filistrenes hånd. 
1SA.18.26	Da tjenerne hans fortalte David dette, var David glad over at han skulle bli kongens svigersønn. Og før tiden ennå var ute, 
1SA.18.27	gjorde David seg i stand og dro av sted med mennene sine og slo i hjel to hundre mann blant filistrene. Og David tok deres forhuder med seg og la dem fulltallig fram for kongen, så han kunne bli kongens svigersønn. Da ga Saul ham sin datter Mikal til kone. 
1SA.18.28	Nå kunne Saul se og forstå at Herren var med David. Og Mikal, Sauls datter, elsket ham. 
1SA.18.29	Da ble Saul enda mer redd David, og Saul var Davids fiende all sin tid. 
1SA.18.30	Så dro filistrenes høvdinger ut i krigen, og så ofte de dro ut, bar David seg klokere at enn alle Sauls tjenere, og han fikk et ærefullt navn. 
1SA.19.1	Saul talte til sønnen sin Jonatan, og til alle tjenerne sine om å få drept David. Men Jonatan, Sauls sønn, hadde David meget kjær. 
1SA.19.2	Og Jonatan fortalte det til David og sa: Saul, min far, søker å drepe deg. Ta deg nå i vare i morgen tidlig og bli i skjul og hold deg gjemt! 
1SA.19.3	Så vil jeg gå ut og stå ved siden av min far på marken hvor du er. Og jeg vil tale om deg til min far. Merker jeg noe, så skal jeg si det til deg. 
1SA.19.4	Og Jonatan talte vel om David til Saul, sin far, og sa til ham: Kongen skulle ikke synde mot sin tjener David! For han har ikke syndet mot deg, og det han har gjort, har vært til stor nytte for deg. 
1SA.19.5	Han satte livet på spill og slo filisteren, og Herren lot hele Israel vinne en stor seier. Du så det selv og gledet deg. Hvorfor vil du da gjøre synd mot uskyldig blod og drepe David uten grunn? 
1SA.19.6	Saul hørte på Jonatans ord, og Saul sverget: Så sant Herren lever, han skal ikke drepes. 
1SA.19.7	Da kalte Jonatan på David og fortalte ham alt dette. Og Jonatan førte David til Saul, og han var hos ham som før. 
1SA.19.8	Men krigen varte ved. David dro ut og kjempet mot filistrene. Han påførte dem et stort mannefall, og de flyktet for ham. 
1SA.19.9	Og en ond ånd fra Herren kom over Saul mens han satt i sitt hus med spydet sitt i hånden, og David spilte på harpen. 
1SA.19.10	Da prøvde Saul å støte spydet gjennom David og inn i veggen. Men han vek til side for Saul, så han støtte spydet i veggen. Samme natt flyktet David og slapp bort. 
1SA.19.11	Og Saul sendte bud til Davids hus for å vokte på ham og drepe ham om morgenen. Men Mikal, Davids kone, varslet ham om det og sa: Berger du ikke livet i natt, så blir du drept i morgen. 
1SA.19.12	Mikal firte David ned gjennom vinduet, og han flyktet sin vei og slapp bort. 
1SA.19.13	Så tok Mikal husguden og la den i sengen. Hun la et teppe av geitehår ved hodet på den og dekket den til med et klede. 
1SA.19.14	Da Saul sendte bud for å hente David, sa hun: Han er syk. 
1SA.19.15	Så sendte Saul mennene av sted for å få se David og sa: Bær ham hit til meg i sengen, så han kan bli drept! 
1SA.19.16	Men da mennene kom inn, da var det husguden som lå i sengen med geitehårsteppet ved hodet. 
1SA.19.17	Da sa Saul til Mikal: Hvorfor har du narret meg slik og latt min fiende slippe bort, så han er kommet unna? Mikal svarte Saul: Han sa til meg: La meg slippe bort, ellers slår jeg deg i hjel. 
1SA.19.18	Da David var flyktet og hadde sluppet unna, kom han til Samuel i Rama og fortalte alt det Saul hadde gjort mot ham. Han og Samuel tok av sted til Nevajot og bodde der. 
1SA.19.19	Og det ble meldt til Saul: David er i Nevajot ved Rama. 
1SA.19.20	Da sendte Saul noen menn for å ta David. Da de fikk se flokken av profeter som profeterte, og Samuel som sto foran dem, da kom Guds Ånd over Sauls sendebud, så de også profeterte. 
1SA.19.21	Da Saul fikk vite dette, sendte han andre menn av sted, men også de profeterte. Så sendte Saul bud igjen for tredje gang, men også de profeterte. 
1SA.19.22	Da gikk han selv til Rama. Da han kom til den store brønnen i Seku, spurte han: Hvor er Samuel og David? De svarte: De er i Nevajot ved Rama. 
1SA.19.23	Da han så gikk dit, til Nevajot ved Rama, da kom Guds Ånd også over ham. Han gikk og profeterte hele veien til han kom fram til Nevajot ved Rama. 
1SA.19.24	Da tok også han av seg klærne. Også han profeterte mens han sto foran Samuel, og han falt ned og lå der naken* hele den dagen og hele natten. Derfor sier folk: Er også Saul blant profetene? 
1SA.20.1	Men David flyktet fra Nevajot ved Rama. Han kom og sa til Jonatan: Hva har jeg gjort? Hva er min misgjerning, og hva er min synd mot din far, siden han står meg etter livet? 
1SA.20.2	Da sa han til ham: Langt ifra! Du skal ikke dø. Min far gjør aldri noe, verken stort eller smått, uten at han lar meg få vite det. Hvorfor skulle da min far skjule dette for meg? Nei, det er ikke slik. 
1SA.20.3	Men David svarte med en ed: Din far vet godt at jeg har funnet nåde for dine øyne. Derfor tenker han slik: Jonatan må ikke få vite dette, for at han ikke skal bli bedrøvet. Men så sant Herren lever, og så sant du lever: Det er bare et skritt mellom meg og døden. 
1SA.20.4	Da sa Jonatan til David: Alt det du ønsker, vil jeg gjøre for deg. 
1SA.20.5	David svarte Jonatan: I morgen er det nymånedagen. Da skulle jeg jo sitte til bords med kongen. Men la meg nå få gå, så vil jeg gjemme meg ute på marken til om kvelden i overmorgen. 
1SA.20.6	Dersom din far savner meg, så skal du si: David ba meg inntrengende om lov til å gå hjem til Betlehem i all hast, for hele ætten holder nå sin årlige ofring der. 
1SA.20.7	Dersom han da sier: Det er godt! - da kan din tjener være trygg. Men dersom hans vrede blir opptent, så kan du være viss på at det er hans faste forsett å gjøre noe ondt. 
1SA.20.8	Vis da godhet mot din tjener, siden du har latt din tjener tre inn i vennskapspakt med deg i Herrens navn! Men er det noen misgjerning hos meg, så drep meg du! Hvorfor skal du vel føre meg til din far? 
1SA.20.9	Jonatan svarte: Nei, det skal aldri hende deg! Men skjønner jeg at det er et fast forsett hos min far å la noe ondt hende deg, skulle jeg da ikke la deg få vite det? 
1SA.20.10	Da sa David til Jonatan: Hvem skal varsle meg om det eller si meg om din far gir deg et hardt svar? 
1SA.20.11	Og Jonatan sa til David: Kom, la oss gå ut på marken! Så gikk de begge dit ut. 
1SA.20.12	Og Jonatan sa til David: Ved Herren, Israels Gud: I morgen eller i overmorgen på denne tiden vil jeg finne ut om min far er vel sinnet mot David. Dersom jeg så ikke sender bud til deg og lar deg få vite det, 
1SA.20.13	så må Herren la det gå Jonatan ille både nå og siden! Vil min far føre ondt over deg, så skal jeg la deg få vite det og la deg slippe bort, så du kan dra din vei i fred. Må Herren være med deg, som han har vært med min far! 
1SA.20.14	Og hvis jeg ennå er i live, vil du da ikke gjøre Herrens miskunnhet mot meg og ikke la meg dø? 
1SA.20.15	Aldri noensinne vil du ta bort din godhet fra mitt hus, ikke engang når Herren gjør ende på Davids fiender og utrydder dem alle som én av jorden. 
1SA.20.16	Så gjorde Jonatan en pakt med Davids hus og sa: Herren ta hevn over Davids fiender! 
1SA.20.17	Ved sin kjærlighet til David, fikk Jonatan ham til å love dette med ed, for han hadde ham kjær som sitt eget liv. 
1SA.20.18	Så sa Jonatan til ham: I morgen er det nymånedagen. Da vil du bli savnet når plassen din er tom. 
1SA.20.19	Men gå i overmorgen fort ned til det stedet hvor du holdt deg gjemt den dagen ugjerningen skulle vært utført, og sett deg ved Esel-steinen. 
1SA.20.20	Da skal jeg skyte tre piler bortover mot deg som om jeg skjøt til måls. 
1SA.20.21	Så skal jeg sende tjeneren min dit bort og si: Gå og finn pilene! Sier jeg da til tjeneren: Se, pilene ligger hitenfor deg, ta dem! - så kan du komme. For da kan du være trygg. Så sant Herren lever, det er ingen fare. 
1SA.20.22	Men sier jeg til den unge mannen: Se, pilene ligger bortenfor deg! - så må du gå. For da vil Herren at du skal dra bort! 
1SA.20.23	Og når det gjelder det vi har talt om, jeg og du, så er Herren vitne mellom meg og deg til evig tid. 
1SA.20.24	Så gjemte David seg ute på marken. Da det ble nymåne, satte kongen seg til bords for å holde måltid. 
1SA.20.25	Kongen satt på sin vanlige plass, på plassen ved veggen. Jonatan sto opp, og Abner satte seg ved siden av Saul. Men Davids plass var tom. 
1SA.20.26	Saul sa ikke noe den dagen, for han tenkte: Det har vel hendt ham noe, så han ikke er ren - nei, han er sikkert ikke ren. 
1SA.20.27	Men da Davids plass var tom også den neste dagen, dagen etter nymåne, sa Saul til Jonatan, sin sønn: Hvorfor er ikke Isais sønn kommet til måltidet verken i går eller i dag? 
1SA.20.28	Jonatan svarte Saul: David ba meg inntrengende om å få lov til å gå til Betlehem. 
1SA.20.29	Han sa: Vær så snill å la meg få gå! For hele ætten vår holder en offerhøytid i vår by. Min bror har selv pålagt meg å komme. Hvis jeg har funnet nåde for dine øyne, så gi meg lov til å dra bort og hilse på brødrene mine! - Derfor er han ikke kommet til kongens bord. 
1SA.20.30	Da ble Sauls vrede opptent mot Jonatan, og han sa til ham: Du sønn av en dårlig og gjenstridig kvinne! Vet jeg ikke at du har Isais sønn kjær til skam for deg selv og for din mor som fødte deg! 
1SA.20.31	Så lenge Isais sønn er til på jorden, er verken du eller din kongemakt trygg. Send derfor bud og hent ham hit til meg, for han er dødsens. 
1SA.20.32	Jonatan svarte Saul, sin far, og sa til ham: Hvorfor skal han dø? Hva har han gjort? 
1SA.20.33	Men Saul slynget spydet mot ham for å felle ham. Da skjønte Jonatan at det var hans fars faste forsett å drepe David. 
1SA.20.34	Og Jonatan sto opp fra bordet i brennende vrede. Han smakte ikke mat den andre nymånedagen. Han var bedrøvet for Davids skyld, fordi hans far hadde hånet ham. 
1SA.20.35	Morgenen etter gikk Jonatan ut på marken på den tiden han hadde avtalt med David. Han hadde en liten gutt med seg. 
1SA.20.36	Og han sa til gutten: Spring og finn pilene som jeg skyter ut! Gutten sprang av sted, og han skjøt pilene bort over ham. 
1SA.20.37	Og da gutten kom til det stedet hvor pilen lå, den som Jonatan hadde skutt, ropte Jonatan til gutten: Ligger ikke pilen bortenfor deg? 
1SA.20.38	Så ropte Jonatan enda en gang til gutten: Vær snar! Skynd deg! Stans ikke! Og Jonatans gutt samlet pilene opp og kom tilbake til sin herre. 
1SA.20.39	Men gutten visste ikke om noe. Det var bare Jonatan og David som visste hva det gjaldt. 
1SA.20.40	Så ga Jonatan sine våpen til gutten og sa til ham: Gå inn til byen med dette! 
1SA.20.41	Da gutten var gått, kom David fram på sørsiden av steinen. Han falt på sitt ansikt til jorden og bøyde seg tre ganger. De kysset hverandre og gråt begge, men David mest. 
1SA.20.42	Og Jonatan sa til David: Gå bort i fred! Når det gjelder det vi to har tilsverget hverandre i Herrens navn, skal Herren for alltid være vitne om pakten mellom meg og deg og mellom min ætt og din ætt. 
1SA.20.43	Så brøt David opp og gikk sin vei. Men Jonatan gikk inn i byen. 
1SA.21.1	David kom til presten Akimelek i Nob*. Og Akimelek kom skjelvende for å møte David, og sa til ham: Hvorfor er du alene og har ingen med deg?
1SA.21.2	David svarte presten Akimelek: Kongen har gitt meg et ærend å utføre. Han sa til meg: Ingen må få vite noe om det ærendet jeg sender deg i, og som jeg har gitt deg å utføre. Mine menn har jeg satt stevne på det og det sted. 
