GEN.1.1	Diyà te puunà midlimbag te Megbevayà is langit wey is kelibutan. 
DEU.19.21	Kinahanglan he kenè kew mebpaahà te hizu niw. Emun edhimetayan te etew is iring din he etew, kinahanglan he edhimetayan daan sikandin. Emun mibpesè din is mata te iring din, kinahanglan he ebpesaan daan is mata zin. Emun midsepuan din is duma zin, kinahanglan he edsepuan daan sikandin. Emun midlepù din is belad etawa paa te zuma zin, kinahanglan he edlepuen daan is kandin he velad etawa paa.
DEU.20.1	“Emun edhipanew kew is ebpekidtebek te menge kuntada niw, ne egkeehè niw is menge kudè dan, menge kerwahi wey menge sundaru zan he edhuna he mahabet te keniyu, kenè niw sikandan ikahandek, su zuma niw is 
DEU.20.2	Dutun te kenè kew pa edhendiyà te edtebekan medhitindeg dèpa ziyà te teliwazà is memumuhat ne keǥiyi zin is menge sundaru te, 
DEU.20.3	‘Pemineg kew is menge etew te Israel. Kenè kew mahandek kayi te kebpekidtebek niw ǥuntaan. Mebpekevurut kew wey kenè kew peteranta. 
DEU.20.4	Su eduma keniyu is 
DEU.20.5	“Ne zutun egkaǥi is menge upisyal te menge sundaru te, ‘Ke zuen keniyu veǥu pa he nekevangun te valey zin he wazè din pa ikepehinungud diyà te 
DEU.20.6	Emun duen keniyu nekepemula te paras he wazè din pa mepulusi is beǥas kayi, med-ulì sikandin su kela ke mepatey sikandin te tebek ne sengeeetew is egkepulusan dutun. 
DEU.20.7	Ke zuen keniyu hapit en ebpengesawa, med-ulì sikandin su kela ke mepatey sikandin te tebek ne sengeeetew is ebpekepengesawa te ed-esewaan din!’
DEU.20.8	“Ne megkaǥi pa is menge upisyal te, ‘Emun duen keniyu egkahandek etawa egkulbaan, ne med-ulì sikandin su kela ke elin kulbai is menge zuma zin.’ 
DEU.20.9	Ne emun ebpekepasad en he egkaǥi haazà is menge upisyal ziyà te menge sundaru, ne mebpilì dan te menge peremandar he ebpengulu te menge sundaru.
DEU.20.10	“Emun edsurungen niw is sevaha he inged, ne veǥayi niw te timpu is menge meǥinged te kedsurindir. 
DEU.20.11	Emun edsurindir sikandan ne ebpuwasan dan is pultahan te inged dan para keniyu, ne uripena niw sikandan is langun ne ipeterebahu niw sikandan te para keniyu mesuat dan se kenà. 
DEU.20.12	Iyan, emun kenè dan edsurindir su ebpekidtebek sikandan keniyu, lusuzi niw en sikandan. 
DEU.20.13	Ne emun ibeǥey en sikandan keniyu te 
DEU.20.14	Piru egkehimu ke ebihaǥen niw is menge vahi, is menge vatà, wey menge uyaǥen dan, ne egkehimu ke egkuwaan niw is langun he menge azen he zutun te inged. Gemita niw heini he menge azen is imbeǥey te 
DEU.20.15	Diyè niw zà heini veeli te meziyù he menge inged he wazà mesakup duen te tanà he ed-engkenen niw. 
DEU.20.16	Piru is menge etew ziyà te menge inged he ibeǥey keniyu te 
DEU.20.17	Purungi niw zèdeeti is menge Hitihanen, menge Amorihanen, menge Canaanhen, menge Pirisihanen, menge Hivihanen, wey menge Jebusihanen, sumalà te insuǥù keniyu te 
DEU.20.18	Su emun kenè niw sikandan pudu egeraa, ne ibpenurù dan keniyu is langun he utew mezaat he menge vaal zan he ebeelan dan ke ed-ezapen dan is kandan he ebpen-ezapen, ne tenged kayi ebpekesalè kew ziyà te 
DEU.20.19	Emun egkeuǥet niw egkaaǥew is sevaha he inged, kenè niw pemilaya is menge kayu. Keena niw is menge veǥas kayi piru kenè niw pemilaya. Su kenè niw sikandan kuntada he ereg he edezeetan. 
DEU.20.20	Piru egkehimu mulà ke ebpemilayen niw is menge kayu he kenà egkekaan is beǥas dan, ne egkeǥamit niw heini he himan para wazà ebpekepelaǥuy zutun te inged taman te egkaaǥew niw haazà.
DEU.21.1	“Penenglitan duen egkaahà he nepatey he etew ziyà te tanà he ibeǥey keniyu te 
DEU.21.2	Kinahanglan he edsukuzen te ebpemendumala wey te menge zatù is keziyù dutun te nevunù diyà te menge inged he nekeelingkus. 
DEU.21.3	Ne zutun haazà is ebpemendumala te inged he kineuvayan te nesevukan dutun te nepatey, megkuwa sikandan te vehiyan he vaka he wazè pa iketerebahu. 
DEU.21.4	Ne uwita zan haazà diyà te tanà he uvey te zal-ug he wazè pa keenu meeradu wey wazè pa mepemulai is tanà he avey zin. Ne bunggua zan dutun haazà is baka. 
DEU.21.5	Kinahanglan daan he edhendutun sikan is menge memumuhat he menge kevuwazan ni Levi, su mibpilì sikandan te 
DEU.21.6	Ne sikan is langun he ebpemendumala te inged he kineuvayan te nesevukan duen te nepatey, lùlui zan is menge velad dan diyà te zivavew zuen te vaka he mibunggù. 
DEU.21.7	Ne megkaǥi sikandan te, ‘Kenè key iyan nekepatey wey wazè dey metueni ke hentei is nekepatey. 
DEU.21.8	He 
DEU.21.9	Pinaaǥi te kedtumana niw kayi kenè kew edsukutan te 
DEU.21.10	“Penenglitan mibpekidtebek kew te menge kuntada niw ne imbeǥey sikandan diyà te keniyu te 
DEU.21.11	Ne penenglitan duen sevaha keniyu he nekaahà te mezagwey he vahi zuen te menge vihag ne nesuatan din haazà umbe egkesuatan din te ed-esawa. 
DEU.21.12	Ne emun iyan heeyan, ne uwita zin haazà is bahi ziyà te valey zin ne venguli zin, penuluwi zin, 
DEU.21.13	wey ilisi zin is imbivisti zutun te vahi hein nevihag sikandin. Kinahanglan he ibpeubpè din haazà is bahi ziyà te valey zin seled te senge vulan mintras idlalew zin is menge kepuun din. Ne emun egketapus en haazà, ne egkehimu en sikandin he ed-esewaan. 
DEU.21.14	Piru emun egkepezaan sikandin dutun te vahi ke egkeuǥet, kinahanglan he ibpeǥenat din haazà is bahi diyà te minsan hendei he egkesuatan din te ebayà. Kenè din sikandin ivelegyà etawa kenè din uripena su mibpeel-elezan din en sikandin.
DEU.21.15	“Penenglitan duen sevaha he etew he zezuwa is esawa zin ne mahal zin is sevaha ne is sevaha wazè din mahala, ne zuen din menge anak diyà te kandan te zezuwa. Penenglitan is kinekekayan he anak din he maama ne anak duen te wazè din mahala. 
DEU.21.16	Ne emun ebehinen din en is menge azen din diyà te menge anak din, kinahanglan he is bahin he para te kinekekayan he anak, ne kenè din iveǥey ziyà te anak duen te vahi he mahal zin. Kinahanglan he ibeǥey zin heini ziyà te kinekekayan he anak din minsan wazè din mahala is iney kayi. 
DEU.21.17	Kinahanglan he egkilelaan din is kegkekakey zuen te kinekekayan he anak din minsan wazè din mahala is bahi he teǥianak duen. Ne ke sengemenu kezekelà is bahin te zuma, ne tekepa zin is ibahin din kandin su iyan sikandin nehuna he anak din ne zuen din ketenged te kedawat te vahin he para te kinekekayan he anak.
DEU.21.18	“Penenglitan duen sevaha keniyu he zuen din anak he maama he utew mesinupaken wey ebpekidsukulà, ne kenà ebpezumazuma te menge ginikanan din minsan ebmensuwen dan en sikandin. 
DEU.21.19	Emun egkehitavù heini ne uwita zuen te menge ginikanan haazà is anak dan diyà te pultahan te inged he zutun sikan is ebpemendumala. 
DEU.21.20	Ne egkeǥiyan dan haazà is ebpemendumala te, ‘Heini is anak dey, ne utew mesinupaken wey ebpekidsukulà kenami; ne kenà ebpezumazuma kenami. Gestedur sikandin wey lelenguten.’ 
DEU.21.21	Ne haazà, kinahanglan he ebpenulengen te vatu te langun he menge meǥinged dutun te inged taman te ebpatey. Kinahanglan he id-awè niw ziyà te keniyu heini he mezaat he vaal. Ne emun egkezineg heini te langun he menge Israilihanen ne egkahandek dan.
DEU.21.22	“Emun midsilutan is etew te kemetayen tenged te meveǥat he salà he nehimu zin, ne imbitey ziyà te kayu is lawa zin, 
DEU.21.23	kinahanglan he kenà egkepewaan is lawa zin dutun te kayu. Kinahanglan he idleveng niw heini zutun dà te andew te kedhimetayi zuen, su is minsan hentei he imbitey ziyà te kayu ne midrewakan te Megbevayà. Kenè niw remeriki is tanà he ibeǥey keniyu te 
DEU.22.1	“Emun egkeehè niw he ebpekaawà is baka etawa kerehidu te zuma niw, ne kenè niw heini vey-ani kekenà, uwita niw ziyà te teǥiǥaked. 
DEU.22.2	Piru emun meziyù is ed-ubpaan te teǥiǥaked etawa wazè niw mekilala is teǥiǥaked, uwita niw ziyà te keniyu haazà is uyaǥen ne taǥad kew te kebpekeuma te teǥiǥaked he ebpen-ahà duen. Ne iveǥey niw heini ziyà te kandin. 
DEU.22.3	Ne iring daan kayi is beeli niw ke zuen asnu etawa manggad wey minsan hengkey he azen he egketazin te zuma niw. Kenè niw heini vey-ani.
DEU.22.4	“Emun egkeehè niw is asnu etawa vaka te zuma niw he nepiley ziyà te zalan, kenè niw heini vey-ani. Uǥupi niw is teǥiǥaked te kebpehitindeg kayi.
DEU.22.5	“Is bahi kenà mebivisti te visti he para te maama, ne is maama ne kenà mebivisti te visti he para te vahi, su egkeepesan te 
DEU.22.6	“Emun ebpekeehè kew te salag te tagbis diyà te uvey te zalan, diyà te kayu etawa tanà, he edlekupan duen te iney haazà is menge pispis din etawa menge impis din, ne kenè niw kuwaa haazà is iney zuma te menge pispis din etawa impis din. 
DEU.22.7	Egkehimu ke egkuwaan niw is menge pispis etawa menge impis, piru kinahanglan he ibpaawè niw is iney, su para mebmeupiya is kebpekesavuk niw wey para mebmeluǥayad is untung niw.
DEU.22.8	“Emun ebevaley kew, kinahanglan he edteuzan niw te alang is ebpekeliǥuy zuen te patag he atep niw, su para wazè niw televaken emun duen ebpatey he egkeulug puun te atep niw.
DEU.22.9	“Kenè kew mebpemula te selakew en he pinemula ziyà te pemuleey niw te paras. Su emun ebeelan niw heini, ne egkeǥaked te valey te 
DEU.22.10	“Emun ed-eradu kew ne kenè niw ipebperisà is baka wey is asnu. 
DEU.22.11	Kenè kew mebivisti te hinavel he impedsahug is dezuwa he kelasi te helevelen.
DEU.22.12	“Pikiti niw te zayandayan is heepat he suyuk te melayat he samput niw.
DEU.22.13	“Penenglitan, mid-esawa te maama is bahi, ne kegkepasad te kebpeuvayè dan, ne nepeukan dutun te maama haazà is esawa zin 
DEU.22.14	ne mibutbutangan din. Ke sikandin te, ‘Netuenan ku pinaaǥi te kedhileveti ku te esawa ku he zuen en nehuna he nekehilavet kandin.’ 
DEU.22.15	Ne medhendiyà is menge ginikanan dutun te vahi te ebpemendumala te inged he ziyà te pultahan te inged. Ne med-uwit sikandan te tuus he wazè pa zuma he nekehilavet duen ta anak dan. 
DEU.22.16	Ne megkaǥi is amey zutun te vahi ziyà te ebpemendumala te, ‘Impeesawa ku is anak ku kayi he etew ne ǥuntaan nepeukan din is anak ku. 
DEU.22.17	Ne mibutbutangan din is anak ku pinaaǥi te kegkaǥi te zuen en nehuna he nekehilavet te anak ku te wazè dan pa meked-esawa. Piru heini zed is tuus he wazè pa zuma he nekehilavet te anak ku.’ Ne zutun ibpeehè dan te ebpemendumala is dempas te hizeǥaan dutun te teleesawa he nengelengesahan. 
DEU.22.18	Ne edekepen dutun te ebpemendumala haazà is maama ne edsilutan dan. 
DEU.22.19	Edselaan dan sikandin te 100 he vuuk he selapì ne ibeǥey haazà diyà te amey te vahi, su mibpeel-elezan din is sevaha he Israilihanen he wazè pa mehileveti te zuma. Kinahanglan he kenè din suwayi haazà is bahi mintras uuyag pa sikandin.
DEU.22.20	“Piru emun tutuu is egkeǥiyen dutun te maama su wazà egkaahà he tuus he wazè pa zuma he nekehilavet dutun te vahi, 
DEU.22.21	ne ed-uwiten haazà is bahi diyà te etuvangan te valey te amey zin ne edtulengen sikandin te vatu te menge maama zutun te inged taman te kebpatey zin. Su mekeeled-eled he vaal is mibeelan din diyà te Israel pinaaǥi te kebpehilavet dutun te ziyè pa sikandin ed-ubpà te valey te amey zin. Kinahanglan he id-awè niw heini he mezaat he vaal ziyà te keniyu.
DEU.22.22	“Emun egkezekepan is sevaha he etew he edhilavet te vahi he zuen din esawa ne kinahanglan he edhimetayan sikandan is dezuwa. Kinahanglan he id-awè niw heini he mezaat he vaal puun te Israel.
DEU.22.23	“Emun edhilavet is sevaha he etew te vahi he hapit en ed-esewaa, ne ziyà haazà mehitavù te sevaha he inged, 
DEU.22.24	ne uwita niw haazà is dezuwa ziyà te pultahan te inged ne edtulengen sikandan te vatu taman te kebpatey zan. Edhimetayan haazà is bahi su minsan diyà sikandin te inged ne wazà mebpetavang pinaaǥi te kebpengulahi. Edhimetayan haazà is maama tenged te midhilevetan din is bahi he hapit en ed-esewaa. Kinahanglan he id-awè niw heini he mezaat he vaal ziyà te keniyu.
DEU.22.25	“Piru emun midlayug dutun te maama haazà is bahi he hapit en ed-esewaa diyà te gawas te inged, ne iyan dà edhimetayan sikan is maama. 
DEU.22.26	Kenè niw mulà menuwa sikan is bahi, su wazà sikandin mekesalà te ereg he idhimetayi kandin. Heini he kasu iring ded te kasu te etew he midlusuzan din is duma zin ne midhimetayan din. 
DEU.22.27	Geina te ziyà leyuǥa haazà is bahi te ǥawas te inged. Minsan ebpengulahì pa sikandin is ebpetavang ne wazà gihapun ebpeketavang su wazà ebpekezineg.
DEU.22.28	“Emun egkezekepan is sevaha he maama he midlayug din is raǥa he kenè pa ed-esewaan, 
DEU.22.29	kinahanglan he ibpevayad haazà is maama te 50 he vuuk he pelata ziyà te amey te vahi. Ne kinahanglan he ed-esewaan din haazà is bahi su mibpeǥes din man, ne kinahanglan he kenè din edsuwayan mintras uuyag pa sikandin.
DEU.22.30	“Kinahanglan he kenà hileveti te anak is esawa te amey zin. Su egkepeel-elezan haazà is amey.
DEU.23.1	“Is etew he migkapun etawa midtamped is pid-etawan din kenà egkehimu he edtampu te upakat he para te 
DEU.23.2	“Is etew he ingkeǥingey zà ne kenà egkehimu he edtampu te upakat he para te 
DEU.23.3	Is menge Amunihanen wey is menge Moabitanhen etawa minsan hentei te menge kevuwazan dan taman te ikesepulù he lapis, ne kenà egkehimu he edtampu te upakat he para te 
DEU.23.4	Su wazà kew zan beǥayi te keenen etawa wahig hein midhipanew kew puun te Ehipto, ne midsuhulan dan pa si Balaam is anak ni Beor he tig-Petor ziyà te Aram Naharaim te kedrawak keniyu. 
DEU.23.5	Piru wazà pemineǥa te 
DEU.23.6	Mintras uuyag kew pa ne kenè niw tevangi is menge Amunihanen etawa menge Moabitanhen te minsan hengkey he paaǥi.
DEU.23.7	“Kenè niw keepesi is menge Edomanhen, su kezuzumahi niw sikandan. Kenè niw zaan keepesi is menge Ehiptohanen, su nekeubpè kew ziyà te tanè dan hein lumelengyawè kew. 
DEU.23.8	Is menge kevuwazan dan diyà te iketelu he lapis, ne egkehimu en he edtampu ziyà te menge etew te 
DEU.23.9	“Emun ebpekidtebek kew te menge kuntada niw ne likayi niw is minsan hengkey he ebpekeremerik keniyu. 
DEU.23.10	Ke zuen keniyu egewasan te similya zutun te kebpekelipezeng din ke mezukilem, kinahanglan he egawas sikandin diyà te kampu ne ziyè dèpa med-ubpàubpà te ǥawas. 
DEU.23.11	Emun mahapun en, ne mebpemeziǥù sikandin, ne te kedsanlep te andew ne egkehimu en sikandin he edlikù diyà te kampu.
DEU.23.12	“Pilì kew te lugar he edhimuwen niw he indesà diyà te gawas te kampu. 
DEU.23.13	Is kada sevaha keniyu, ne kinahanglan he zuen din himan he para te igkutkut, su para emun ed-indes kew ne egkutkut kew te ed-indesan niw ne tembuni niw haazà. 
DEU.23.14	Su is 
DEU.23.15	“Emun duen uripen he ebpeleǥuyan din is egalen din ne ziyà edangep te kenikew, ne kenè nu sikandin teǥela te kedlikù diyà te egalen din. 
DEU.23.16	Ipeubpè niw ziyà te lugar niw ke hendei sikandin he inged egkesuat. Ne kenè niw sikandin lisliseza.
DEU.23.17	“Kinahanglan he wazà Israilihanen he maama etawa vahi, he ebelegyà te zengeg din diyà te simbahan he paaǥi te ked-ezapa te zuma he menge ed-ezapen. 
DEU.23.18	Kenè niw uwita ziyà te valey te 
DEU.23.19	“Emun ibpesambey niw is duma niw he Israilihanen, ne kenè niw ipaanak, selapì man haazà etawa keenen etawa minsan hengkey he egkehimu he ibpaanak. 
DEU.23.20	Egkehimu mulà ke ibpaanak niw is ibpesembayan niw te kenà Israilihanen, piru kenà egkehimu emun duma niw he Israilihanen. Beeli niw heini su para tuvazi kew te 
DEU.23.21	“Emun ebpenaad kew ziyà te 
DEU.23.22	Kenà heeyan salà emun wazè kew mebpenaad diyà te 
DEU.23.23	Piru minsan hengkey he ibpenaad niw ziyà te 
DEU.23.24	“Emun ebpekehendiyè kew te pemuleey te paras te zuma niw he Israilihanen, egkehimu ke ebpehanteyhantey kew en te paras, piru kenè kew penguwa te ed-uwiten niw. 
DEU.23.25	Emun ebpekehendiyè kew te pemuleey te trigu te zuma niw he Israilihanen, egkehimu he egketuwen niw is trigu, piru kenè niw heini ǥerava.
DEU.24.1	“Penenglitan, ebpengesawa is sevaha he maama ne te huziyan he timpu naawà is suat din dutun te esawa zin su zuen nesusi zin dutun te esawa zin he wazè din mesuati. Ne tenged dutun mibaal sikandin te surat he para te kebpekidsuwey ne imbeǥey zin haazà dutun te esawa zin, ne impeǥenat din puun te valey zin. 
DEU.24.2	Ne emun ed-uman ebpeesawa haazà is bahi, 
DEU.24.3	ne edsuwayan en maan sikandin duen te ikezuwa he esawa zin etawa ebpatey haazà is ikezuwa he esawa zin, 
DEU.24.4	ne kenè en egkehimu ke ed-umanan sikandin ed-esawaa zuen te nehuna he esawa zin su mibmeremerik en sikandin. Emun ed-umanan sikandin ed-esewaa zuen te nehuna he esawa zin ne utew mezaat he vaal is ked-isipa te 
DEU.24.5	“Emun beǥu he ebpekeesawa is etew, kinahanglan he kenà sikandin ibpetampu te tebek etawa kenà sikandin ebeǥayan te minsan hengkey he vuluhaten diyà te inged seled te senge-tuig, su para ziyè dà sikandin mekeubpàubpà te valey zin su wey zin meveǥayi te kelipey is esawa zin.
DEU.24.6	“Kenè nu kuwaa he sandà is gelingan te ed-utang diyà te kenikew, su egkuwaan nu ziyà te kandin is igkeuyag-uyag din.
DEU.24.7	“Ke zuen egkezekepan he migebpaan din is duma zin he Israilihanen ne mid-uripen din haazà etawa imbelegyè din, kinahanglan he edhimetayan haazà is nemenggebpà. Kinahanglan he id-awè niw heini he mezaat he vaal ziyà te keniyu.
DEU.24.8	“Bahin te mekelimlimezang he zaru te lundis, purungi niw sunuza is menge sulunuzen he ibpeveelan keniyu te menge memumuhat he menge kevuwazan ni Levi. Tumana niw is insuǥù ku kandan. 
DEU.24.9	Tentenuzi niw ke hengkey is mibeelan te 
DEU.24.10	“Emun ebpeutang kew te minsan hengkey te zuma niw he Israilihanen, kenè kew seled diyà te valey zin te kegkuwa te minsan hengkey he idsandè din. 
DEU.24.11	Taǥad kew zà diyà te ǥawas ne ed-uwiten din diyà te keniyu is idsandè din diyà te keniyu. 
DEU.24.12+DEU.24.13	Emun samput is insandà te pubri he etew ziyà te keniyu, ne kenè niw heini pepewai ziyà te keniyu. Iulì niw heini ziyà te kandin te kenè pa edsanlep is andew su wey zin meǥamit para te kedlipezeng din, ne ebpeselamatan ke zin pa. Ne metazeng he vaal is ked-isipa kayi te 
DEU.24.14	“Kenè kew mebpemintahà te pubri he terebahanti, Israilihanen man sikandin etawa kenà Israilihanen he meǥinged diyà te inged niw. 
DEU.24.15	Beyazi niw sikandin te inandew he suwildu zin te kenè pa edsanlep is andew su pubri sikandin ne iyan midseriǥan din is suwildu zin. Su emun kenà, ne kela ke medsumbung sikandin diyà te 
DEU.24.16	“Is menge ǥinikanan, kenà ereg he edhimetayan tenged te salà te menge anak dan etawa is menge anak tenged te salà te menge ginikanan dan; is kada sevaha edhimetayan tenged te keugelingen din he salà.
DEU.24.17	“Beǥayi niw te hustu he kukuman is menge ilu wey is kenà menge Israilihanen he zuma niw he meǥinged. Kenè niw pesendai te valu he vahi is utang din te samput din. 
DEU.24.18	Tentenuzi niw he menge uripen kew zengan diyà te Ehipto ne midlibri kew te 
DEU.24.19	“Emun edraǥun kew ne ke zuen egketaǥak niw he pira he rupung dutun te vevesukà, kenè niw en haazà likui te egkuwa. Teǥaka niw en heini he para te kenà menge Israilihanen, para te menge ilu wey menge valu he vahi, su para tuvazi kew te 
DEU.24.20	Emun edraǥun kew te ulibu ne kenè niw en likui is egkesamà. Teǥaka niw en heini he para te kenà menge Israilihanen, para te menge ilu, wey te menge valu he vahi. 
DEU.24.21	Emun edraǥun kew te paras niw, ne kenè niw en likui is nengesamà, kekenà, teǥaka niw en heini para te kenà menge Israilihanen, para te menge ilu, wey para te menge valu he vahi. 
