MAT.1.1	Dammbe Iisaa 
MAT.20.26	Onon kaa, ɗum waɗataa hakkunde mooɗon. So won jiɗɗo teddeengal hakkunde mon, ana haani laataade golloowo mooɗon. 
MAT.20.27	Kasen so won muuyɗo ardaade e mon, ana haani laataade maccuɗo mooɗon. 
MAT.20.28	Ɗum nee, 
MAT.20.29	Nde Iisaa e taalibaaɓe mum njalti Yeriko ndee, jamaa keewɗo jokki e makko. 
MAT.20.30	Wumɓe ɗiɗon ana njooɗinoo e sera laawol ngol, nani ana wiyee Iisaa annii ɓettoo, puɗɗi wullude ana mbiya:
MAT.20.30	—
MAT.20.31	Jamaa oo darii ana jahoo e maɓɓe ana wiya ɓe ndeƴƴinoo, kaa ɓe ɓeydii wullude eɓe mbiya:
MAT.20.31	—Moobbo, taanii Daawuuda, yurma min!
MAT.20.32	Iisaa darii, noddi ɓe, wii:
MAT.20.32	—Koɗum njiɗ-ɗon mi waɗana on?
MAT.20.33	Ɓe njaabii mo, ɓe mbii:
MAT.20.33	—Moobbo, min mbumta.
MAT.20.34	Iisaa yurminaa ɓe, memi gite maɓɓe. Ɗon e ɗon ɓe mbumti, ɓe njokki e makko.
MAT.21.1	Nde Iisaa e taalibaaɓe mum ɓadinoo 
MAT.21.2	wii ɓe:
MAT.21.2	—Njehee naatoyee ngeenndi ngonndi yeeso mon ndii, oon wakkati fuu, on tawan ton ndakiiwa e mola mum ana kaɓɓii. Kumton ɗi ngaddanon kam. 
MAT.21.3	So won biiɗo on huunde, njaabo-ɗon ɗum Moobbo ana haajaa ɗi. Ɗon e ɗon on njoppete ngaddon ɗi.
MAT.21.4	Ɗum waɗii yalla haala ka Laamɗo yottinirnoo annabaajo oo kaa ana tabita nde oon wii:
MAT.21.5	«Mbiyee ɓiɓɓe 
MAT.21.5	Ƴeew, kaananke maa annii wara e maa,
MAT.21.5	ana leyɗinkinii, ana waɗɗii tefeewa,
MAT.21.5	ana waɗɗii mola tefeewa.»
MAT.21.6	Oon wakkati, taalibaaɓe ɓee njehi ngaɗoyi ko Iisaa yamiri ɗum'en koo. 
MAT.21.7	Ɓe ngaddi ndakiiwa ngaa e mola mum, ɓe njappi e majji saayaaji maɓɓe, Iisaa waɗɗii. 
MAT.21.8	Ko ɓuri heewde e jamaa oo weerti saayaaji mum'en e laawol. Woɓɓe kelti caɓe leɗɗe, mbeerti ɗe e laawol ngol. 
MAT.21.9	Ardiiɓe Iisaa ɓee e jokkuɓe e caggal makko ɓee ana ilina ana mbiya:
MAT.21.9	—Jettooje ngoodanii 
MAT.21.10	Nde o naati Urusaliima ndee, yimɓe ɓee fuu keddii ana caaƴa ana mbiya:
MAT.21.10	—Homo woni oo gorko?
MAT.21.11	Jamaa oo jaabii:
MAT.21.11	—Ɗum annabi Iisaa, iwruɗo Nasaraatu ley leydi 
MAT.21.12	Iisaa naati daalaare 
MAT.21.13	Caggal ɗum, o wii ɓe:
MAT.21.13	—Ley Binndi ɗii Laamɗo wii: «Suudu am noddirte suudu rewrudu Laamɗo.»
MAT.21.13	Iisaa ɓeydi hen, wii:
MAT.21.13	—Kaa onon, on ngaɗii ndu «suuɗorde yanooɓe!»
MAT.21.14	Wumɓe e laƴooɓe ngari e makko e ley Suudu Dewal Mawndu nduu, o sellini ɓe. 
MAT.21.15	Hooreeɓe 
MAT.21.15	—Jettooje ngoodanii 
MAT.21.16	Nden ɓe mbii Iisaa:
MAT.21.16	—A nanii ko cukaloy koy kaalata koo?
MAT.21.16	O wii ɓe:
MAT.21.16	—Mi nanii. Tama on janngaali ɗum ɗoo abada:
MAT.21.16	«A waɗii fay sukaaɓe wadduɓe e muynooɓe ana njette»?
MAT.21.17	Caggal ɗum, o seerti e maɓɓe, o yalti ngalluure ndee, o yehi Baytaniya, o waaloyi ton.
MAT.21.18	Beetee law omo wirfitoo to ngalluure too, tawi omo yolbi. 
MAT.21.19	O soynii ibbi e sera laawol ngol, o faŋi ki, kaa o tawaali e makki so wanaa haakolooji. Oon wakkati, o wii ki:
MAT.21.19	—Pati a rimu abada!
MAT.21.19	Ɗon e ɗon, ibbi kii yoori kolon. 
MAT.21.20	Haaynii taalibaaɓe ɓee nde njii ɗum ndee, ɓe lamndii mo, ɓe mbii:
MAT.21.20	—Hono hen kii ibbi yoordi wakkati gooto tan?
MAT.21.21	O jaabii ɓe, o wii:
MAT.21.21	—Miɗo haalana on goonga: so tawii oɗon ngoonɗini on cikkitaaki, on njawtan waɗude ko ngaɗu-mi kii ibbi koo. On mbaawan wiide fay ndee ɗoo waamnde haayre: «Ɗoofa, saamoy ley maayo geeci», laatoto non. 
MAT.21.22	So oɗon ngoonɗini, ko ɲaagi-ɗon e ley 
MAT.21.23	Iisaa naati 
MAT.21.23	—Yamiroore hende ngollirtaa ko ngollataa koo? Kasen, dow yamiroore homo?
MAT.21.24	Iisaa jaabii ɓe, wii:
MAT.21.24	—Miin duu, huunde wootere tan lamndotoo-mi on. So on njaabike kam, mi haalanan on jamirɗo kam mi golla ko ngollan-mi koo. 
MAT.21.25	Homo neli 
MAT.21.25	Ɓe ndawridi hakkunde maɓɓe, ɓe mbii:
MAT.21.25	—So en mbii «Laamɗo», o wiyan: «Ndennoo, ko saabii so on ngoonɗinaali Yaayaa?» 
MAT.21.26	Kaa so en mbii «yimɓe», waajibi kulen jamaa oo, sabi yimɓe ɓee fuu ana njogorii Yaayaa yo annabaajo.
MAT.21.27	Ɓe njaabii Iisaa, ɓe mbii:
MAT.21.27	—Min anndaa.
MAT.21.27	O jaɓɓitii, o wii ɓe:
MAT.21.27	—Haya miin duu, mi haalantaa on yamiroore nde ngolliran-mi ko ngollan-mi koo.
MAT.21.28	Iisaa ɓeydi hen wii:
MAT.21.28	—Koɗum miilaton e ngol 
MAT.21.29	Ɓiɗɗo oo jaabii, wii yahataa. Kaa caggal mum, oon mimsiti yehi. 
MAT.21.30	Baabiraaɗo oo noddi ɓiɗɗo ɗiɗaɓo oo, wii ɗum ko wiinoo arano oo koo. Oon duu jaabii, wii: «Moƴƴi Baaba», kaa yahaali. 
MAT.21.31	Homo e maɓɓe woni jaɓanɗo baam mum ko wii koo?
MAT.21.31	Ɓe njaabii, ɓe mbii:
MAT.21.31	—Arano oo.
MAT.21.31	Nden, Iisaa wii ɓe:
MAT.21.31	—Miɗo haalana on goonga: 
MAT.21.32	Sabi 
MAT.21.33	—Kettinee 
MAT.21.34	Faa teɓugol peguuje yottii, o neli gollooɓe makko to remooɓe ɓee too, ɓe ngaddanoya mo ngeɗu makko e ɓiɓɓe peguuje ɗee. 
MAT.21.35	Kaa remooɓe ɓee nanngi gollooɓe makko ɓee, pii hen gooto, mbari gooto, mbardi gooto kaaƴe. 
MAT.21.36	Jom ngesa oo neli e maɓɓe gollooɓe ɓurɓe aranndeeɓe ɓee heewde. Remooɓe ɓee ngaɗi ɓe no ngaɗunoo ɓee too nii. 
MAT.21.37	O sakitii nelde ɓiyiiko gorko to maɓɓe, o wii: «No laatii fuu, ɓe njaagoto ɓiyam oo.» 
MAT.21.38	Kaa nde remooɓe ɓee njii ɓiyiiko oo ndee, mbiyondiri e ko'e mum'en: «Oo woni donoowo mo. Ngaree mbaren mo, keddoro-ɗen ngesa ngaa!» 
MAT.21.39	Oon wakkati, ɓe nanngi mo, ɓe mbedii mo to caggal ngesa too, ɓe mbari mo. 
MAT.21.40	Jooni nee, so jom ngesa peguuje oo warii, hono o waɗata remooɓe ɓee?
MAT.21.41	Ɓe njaabii mo, ɓe mbii:
MAT.21.41	—Ɓeen bonɓe, o halkiran ɓe no boniri. O hasira ngesa ngaa remooɓe woɓɓe hokkooɓe mo ngeɗu makko e ɓiɓɓe magga nde nga teɓaa fuu.
MAT.21.42	Caggal ɗum, Iisaa wii ɓe:
MAT.21.42	—Tama on njanngaali ko winndaa ley Binndi ɗii koo?
MAT.21.42	«Haayre nde mahooɓe ɓee tippitii ndee,
MAT.21.42	kaɲum laatii haayre ɓurnde fuu teentilaade e maadi ndii.
MAT.21.42	Ɗum yo golle Joomiraaɗo,
MAT.21.42	kanjum ɗum haaynde e jiile meeɗen!»
MAT.21.43	Saabe ɗum, miɗo wiya on: 
MAT.21.44	Neɗɗo fuu caamɗo e nden haayre, helan. Neɗɗo fuu mo nde saami e mum, noƴoto.
MAT.21.45	Nde hooreeɓe 
MAT.21.46	Eɓe tewta no ɓe nanngira mo, kaa ɓe kulii yimɓe ɓee, sabi ɓe fuu eɓe njogorii mo annabaajo.
MAT.22.1	Iisaa haaldiri e maɓɓe 
MAT.22.2	—
MAT.22.3	O neli gollooɓe makko noddanoya mo ɲaamooɓe, kaa gansaaɓe ɓee calii warde. 
MAT.22.4	O neli kasen gollooɓe woɓɓe, o wii ɗum'en: «Mbiyee gansaaɓe ɓee ɲiiri yannge ndii moƴƴinaama faa gasi, mi hirsii ga'i e ɲalbi payɗi, hankasen fuu lanndinaama, ɓe ngara ɓe nootoo yannge oo.» 
MAT.22.5	Kaa gansaaɓe ɓee koyni mo, kiinnii haajuuji mum'en: oo ngesa mum, oo jaagu mum. 
MAT.22.6	Heddiiɓe ɓee nanngi gollooɓe ɓee, torri ɓe, mbari ɓe. 
MAT.22.7	Kaananke oo mettaa, neli sordaasi'en mum mbaroyi ɓeen ɲaaɗuɓe ko'e, nduppi ngeenndi mum'en. 
MAT.22.8	Caggal ɗum, o wii gollooɓe makko ɓee: «Ɲiiri yannge ndii moƴƴinaama, kaa gansaaɓe ɓee kaandaa e ɲaamde ndi. 
MAT.22.9	Ɗum nee, njehee dow mbeddaaji mawɗi ɗii, noddon neɗɗo fuu mo kawru-ɗon wara ɲaama ɲiiri yannge oo ndii.» 
MAT.22.10	Kaadime'en ɓee njehi dow mbeddaaji ɗii, noddi yimɓe ɓe tawi ton fuu gila e bonɓe faa e moƴƴuɓe faa galle ɗo yannge oo waɗata ɗoo heewi yimɓe.
MAT.22.11	Nde kaananke oo naati faa yiya noddaaɓe ɓee ndee, o soynii gorko mo paraaki. 
MAT.22.12	O wii ɗum: «Giɗam, hono naatir-ɗaa ɗoo tawi a paraaki?» Kaa oon deƴƴinii. 
MAT.22.13	E ley ɗum, kaananke oo wii gollooɓe ɓee: «Kaɓɓee juuɗe makko e koyɗe makko, tippo-ɗon mo e ley nimre sella ndee, ton o wullata o ŋerƴondira ɲiiƴe.»
MAT.22.14	Iisaa jokki wiide:
MAT.22.14	—Noddaaɓe ana keewi kaa suɓaaɓe ana pamɗi.
MAT.22.16	Ɓe neli yoga e taalibaaɓe maɓɓe, kaɲum e howruuɓe 
MAT.22.16	—Moobbo, miɗen anndi a goongirante: aɗa jannginira laawol Laamɗo ngol goonga, a hulataa fay gooto, sabi a ɓurdintaa yimɓe. 
MAT.22.17	Ɗum nee, haalan min koɗum anndu-ɗaa e ɗum ɗoo: ana dagoo min ndokka kaananke 
MAT.22.18	Kaa Iisaa ana anndi anniyaaji maɓɓe bonɗi ɗii. O wii ɓe:
MAT.22.18	—Onon naafigi'en! Koɗum waɗi so oɗon tuufana kam? 
MAT.22.19	Kollee kam kaalisi joɓirteeɗo lampo oo.
MAT.22.19	Ɓe ngaddani mo mbuuɗu cardi gooto. 
MAT.22.20	O lamndii ɓe, o wii:
MAT.22.20	—Natal homo e innde homo woni ɗoo?
MAT.22.21	Ɓe njaabii mo, ɓe mbii:
MAT.22.21	—Kaananke Roma.
MAT.22.21	O wii ɓe:
MAT.22.21	—Ndennoo, ndokkee kaananke Roma oo ko jey, ndokkee Laamɗo duu ko jey.
MAT.22.22	Haaynii ɓe nde ɓe nani oo jaabu ndee. Ɓe celi mo, ɓe mbitti.
MAT.22.23	E ley oon ɲalooma jaati, yoga e waalde
MAT.22.24	Ɓe lamndii mo, ɓe mbii:
MAT.22.24	—Moobbo, Muusaa wii: «So neɗɗo maayii heɓaali ɓiɗɗo, miɲum naa mawnum ɓamta debbo ɗalaaɗo oo, yalla ana heɓana ɗum ɓeyngu.»
MAT.22.25	Waɗiino e ɓettaade to amen rimdaaɓe njeɗɗon worɓe. Arano oo caggal dewlii, maayi heɓaali ɓiɗɗo. Miɲiiko gorko ɓamti debbo makko oo, 
MAT.22.26	kaɲum duu maayi heɓaali ɓiɗɗo. Tataɓo oo duu jokki hen faa yottii njeɗɗaɓo oo. 
MAT.22.27	Caggal maɓɓe ɓe fuu, debbo oo duu maayi. 
MAT.22.28	Ɲannde immital nee, homo e njeɗɗon ɓee debbo oo laatotoo jom suudu mum? Sabi ɓe fuu ɓe ɓamiino mo.
MAT.22.29	Iisaa jaabii ɓe, wii:
MAT.22.29	—On majjii, sabi on paamaali Binndi ɗii, on anndaa baawɗe Laamɗo ɗee duu. 
MAT.22.30	Sabi so maayɓe immitike, worɓe ɓamataa, rewɓe ɓamataake, ɓe laatoto hono no malaa'ika'en wonɓe dow kammu ɓee nii. 
MAT.22.31	E haala immital maayɓe, tama on njanngaali ko Laamɗo wii on koo? O wii: 
MAT.22.32	«Miin woni Laamɗo Ibarahiima, Laamɗo Isiyaaka, Laamɗo Yaakuuba.»
MAT.22.33	Waaju makko oo haaynii yimɓe hettindotooɓe mo ɓee fuu.
MAT.22.34	Nde 
MAT.22.35	Gooto e maɓɓe jannginoowo 
MAT.22.36	—Moobbo, honde woni yamiroore ɓurnde fuu teentilaade e ley Tawreeta?
MAT.22.37	Iisaa jaabii mo, wii:
MAT.22.37	—Yiɗir Laamɗo Joomiraaɗo maa ɓernde maa fuu e yonki maa fuu e hakkille maa fuu.
MAT.22.38	Nden woni yamiroore ɓurnde mawnude, ɓurnde teentilaade. 
MAT.22.39	Yamiroore ɗiɗaɓere hono mayre annii: «Njiɗiraa tanaa maa no njiɗir-ɗaa hoore maa nii.»
MAT.22.40	Tawreeta Muusaa e dewte annabaaɓe ɗee fuu e ɗeen jamirooje ɗiɗi pawii.
MAT.22.41	Nde wonnoo 
MAT.22.42	—Koɗum miilu-ɗon e 
MAT.22.42	Ɓe njaabii, ɓe mbii:
MAT.22.42	—O taanii Daawuuda.
MAT.22.43	O wii ɓe:
MAT.22.43	—Ndennoo, hono Daawuuda noddirta mo Joomiraaɗo? 
MAT.22.44	«Joomiraaɗo wii Joomam:
MAT.22.44	Jooɗa ɲaamo am,
MAT.22.44	faa mi waɗa njaɓɓaa wayɓe maa.»
MAT.22.45	So Daawuuda ana noddira mo «Joomam», ndennoo, hono mo laatortoo taanum tan?
MAT.22.46	Ɓe fuu ɓe ndonki jaabaade mo fay karrol. Gila ɲannde nden, fay gooto suusaali lamndaade mo lamndi goɗɗi.
MAT.23.1	Nden, Iisaa wii jamaa oo e taalibaaɓe mum ɓee:
MAT.23.2	—
MAT.23.3	Saabe ɗum, oɗon kaani jaɓande ɓe, ngaɗon huunde fuu ko ɓe mbii on. Kaa pati ɲemmbon golleeji maɓɓe, sabi ɓe ngaɗataa ko ɓe mbaajotoo koo. 
MAT.23.4	Ɓe kaɓɓan donnge tedduɗe, ɓe mbakkina yimɓe, kaa ɓe njiɗaa wallirde ɓeen huncude ɗe fay hoore feɗeendu. 
MAT.23.5	Huunde fuu ko ɓe ngaɗata, ɓe ngaɗiran ɗum faa ɓe kollinkinoo. Ɗum waɗi so eɓe kaɓɓa talki mawɗi, eɓe njuutina cilmbi saayaaji maɓɓe faa ana ndaasoo. 
MAT.23.6	Eɓe njiɗi joolle ɓurɗe teddude so ɓe noddaama e yanngeeji, eɓe njiɗi joolle ɓurɗe yiitinkinaade ley cuuɗi 
MAT.23.7	Ko ɓe njiɗi tan salmineede calminaali tedduɗi ley luumooji e noddoreede «Moobbo». 
MAT.23.8	Kaa onon, pati njaɓee noddoreede «Moobbo», sabi on fuu on sakiraaɓe, Moobbo gooto tan njogi-ɗon. 
MAT.23.9	Pati mbiyee fay gooto «Baabiraaɗo» e aduna, sabi 
MAT.23.10	Pati njaɓee noddireede «Hooreejo», sabi Hooreejo gooto tan njogi-ɗon, ɗum woni 
MAT.23.11	Ɓurɗo teddude hakkunde mooɗon yo laato gollanoowo heddiiɓe ɓee. 
MAT.23.12	Toownuɗo hoore mum fuu, leyɗinte. Leyɗinkiniiɗo fuu toownete.
MAT.23.13	Bone yanan e mon onon dunkee'en Sariya e Farisa'en, naafigi'en! Oɗon cokana yimɓe damal 
MAT.23.14	]
MAT.23.15	Bone yanan e mon, onon dunkee'en Sariya e Farisa'en, naafigi'en! Oɗon njiiloo e leyɗeele oɗon mbanngoo geeci faa keɓon tuubuɗo gooto. So on keɓii ɗum, mbirfito-ɗon kasen, ngaɗon ɗum ɓii jahannama faa sowa on cili ɗiɗi.
MAT.23.16	Bone yanan e mon, onon wumɓe ɗowooɓe yimɓe! Oɗon mbiya: «So neɗɗo hunorike 
MAT.23.17	Majjuɓe, wumɓe! Koɗum ɓuri teentilaade: kaŋŋe oo naa Suudu laɓɓinooru kaŋŋe oo nduu? 
MAT.23.18	Oɗon mbiya kasen: «So neɗɗo hunorike 
MAT.23.19	Wumɓe! Koɗum hen ɓuri teentilaade: sadaka oo naa ittirde sadaka laɓɓinoore sadaka oo ndee? 
MAT.23.20	Ndennoo, neɗɗo fuu kunoriiɗo ittirde sadaka ndee, hunorike nde kayre e huunde fuu ko fawii e mayre. 
MAT.23.21	Neɗɗo fuu kunoriiɗo Suudu Dewal Mawndu nduu, hunorike ndu kayru e Laamɗo jooɗiiɗo e mayru oo. 
MAT.23.22	Neɗɗo fuu kunoriiɗo kammu oo, hunorike jooɗorgal Laamɗo ngal e Jooɗiiɗo e maggal oo.
MAT.23.23	Bone yanan e mon, onon dunkee'en Sariya e Farisa'en, naafigi'en! Oɗon ittana Laamɗo jakka naanaa, kaɲum e haakolooji goɗɗi, kaa oɗon njeeboo ko ɓuri teentilaade e Sariya oo koo, hono fooccitaare e yurmeende e goonɗinal. Tawee nee, kaɲum kaanno-ɗon waɗude tawee on njeebaaki ko heddii koo. 
MAT.23.24	On wumɓe ɗowooɓe yimɓe! So ɓowngu saamii e njaram mooɗon, on ciiwan itton ɗum, tawee nee, oɗon moɗa ngelooba!
MAT.23.25	Bone yanan e mon, onon dunkee'en Sariya e Farisa'en, naafigi'en! Oɗon lawƴa caggal kore looɗe e caggal lehoy, tawee nee ley mum'en ana heewi ko wujjaa e ko yanaa. 
MAT.23.26	Farisanke bumɗo! Lawƴu ley kore looɗe tafon, nden caggal ngal duu laaɓan.
MAT.23.27	Bone yanan e mon, onon dunkee'en Sariya e Farisa'en, naafigi'en! Oɗon nanndi e janaale dawninaaɗe, ɗe dow mum'en wooɗi tawee ley mum'en ana heewi gi'e e ko soɓi fuu. 
MAT.23.28	Onon duu hono non mbaa-ɗon: e jiile gite oɗon nanndi e fooccitiiɓe, kaa ley mooɗon ana wii pep naafigaaku e ooɲaare.
MAT.23.29	Bone yanan e mon, onon dunkee'en Sariya e Farisa'en, naafigi'en! Oɗon mahana annabaaɓe ɓee cuuɗi dow janaale mum'en, oɗon ŋarɗina janaale fooccitiiɓe ɓee, 
MAT.23.30	mbirfito-ɗon mbiyon: «Sinndo min kawriino e jamaanu njaatiraaɓe amen, min ittidataano e maɓɓe yonkiiji annabaaɓe ɗii.» 
MAT.23.31	Hono non, ceettori-ɗon onon jaati on ɓiɓɓe warannooɓe annabaaɓe ɓee. 
MAT.23.32	Ndennoo, kebbintinee saawal golleeji bonɗi ɗi njaatiraaɓe mon puɗɗunoo ɗii! 
MAT.23.33	Bolle, ɓiɓɓe posoke! Hono fuu miilorto-ɗon waasude wedeede e jahannama? 
MAT.23.34	Ɗum saabii, miɗo nelda on annabaaɓe e hakkilanteeɓe, kaɲum e jannginooɓe. Mbaron yoga, peŋon yoga, piyon yoga dorri e ley cuuɗi mon baajorɗi, njokkon ɗum'en ngeenndi e ngeenndi. 
MAT.23.35	Yalla yonkiiji laaɓuɓe ittaaɗi e aduna oo ɗii fuu, hakke mum ana fiitoo on, gila yonki Haabiila pooccitiiɗo oo faa yonki Jakariyaa ɓii Barakiya mo mbarno-ɗon hakkunde Suudu Dewal Mawndu e ittirde sadaka oo. 
MAT.23.36	Miɗo haalana on goonga: jukkungo majjum ɗum fuu e yimɓe oo jamaanu saamata!
MAT.23.37	—Hay yimɓe 
MAT.23.38	Ɗum nee, on ɗaldete e 
MAT.23.39	Miɗo wiya on: on njiyataa kam gila jooni faa wakkati mo mbiyoyton e mum: «Barke woodanii gardoowo e dow innde Joomiraaɗo!»
MAT.24.1	Nde Iisaa yaltunoo 
MAT.24.2	O wii ɓe:
MAT.24.2	—On njii ɗum ɗoo fuu naa? Miɗo haalana on goonga: fay haayre wootere heddataako ɗoo ana fawii dow wonnde, fuu wurjinte.
MAT.24.3	Nde Iisaa jooɗinoo dow waamnde haayre wiyeteende Jaytun ndee, taalibaaɓe makko ngari e makko kaɲum'en tan, mbii mo:
MAT.24.3	—Humpitin min nde ɗum waɗata. Taagumansa homo hollata gartol maa, kaɲum e timmooɗe aduna?
MAT.24.4	O jaabii ɓe, o wii:
MAT.24.4	—Ndeentee pati fay gooto ƴoɲɲa on. 
MAT.24.5	Sabi heewɓe ngardan innde am, gooto e mum'en fuu wiya: «Miin woni 
MAT.24.6	On nanan golowole e kabaaru golowole kaa pati kulee! Ana tilsi ɗum waɗa, kaa ɗum wanaa timmooɗe tafon. 
MAT.24.7	Leɲol haɓan e leɲol, laamu haɓan e laamu. Yolbereeji ngaɗan, leydi dimmboto e nokkuuje yogaaje. 
MAT.24.8	Ɗum kaa fuu hono no puɗɗooɗe ŋatawere ɓeynoowo nii.
MAT.24.9	Nden, yimɓe naɓan on e carirɗi yalla oɗon torree, mbare-ɗon. Leɲi ɗii fuu mbaɲan on saabe am. 
MAT.24.10	Oon wakkati, heewɓe njoppan goonɗinal mum'en, ana njammbondira ana mbaɲondira e ko'e mum'en. 
MAT.24.11	Annabaaɓe peneeɓe heewɓe ɓanngan, ƴoɲɲa heewɓe. 
MAT.24.12	Bonanndaaji keewan faa jilli yimɓe heewɓe ɓuuɓta. 
MAT.24.13	Kaa muɲuɗo faa timmooɗe, joomum hisinte. 
MAT.24.14	Oo ɗoo 
MAT.24.15	—Nde njii-ɗon «huunde harmunde bonnde»,
MAT.24.16	nden, tawaaɓe ley 
MAT.24.17	Tawaaɗo dow bene, pati wiya ɓaman kaaki ley suudu mum. 
MAT.24.18	Tawaaɗo gese, pati wirfoo so wiya ɓamoowo saaya mum. 
MAT.24.19	Bone yanan e haamili'en e muyninooɓe ley ɗeen ɲalaaɗe! 
MAT.24.20	Ɲaagee Laamɗo pati doddu mon laatoo wakkati dabbunde naa 
MAT.24.21	Sabi nden, torra mawɗo waɗan mo hono mum waɗaali gila puɗɗooɗe aduna, hono makko waɗataa abada kasen. 
MAT.24.22	Sinndo tawiino ɗeen ɲalaaɗe ndaɓɓinɗinaaka, fay gooto e ɓiɓɓe aadama hisataano. Kaa Laamɗo raɓɓinɗinirii ɗe sabaabu ɓe o suɓii ɓee. 
MAT.24.23	E oon wakkati, so won biiɗo on: «Ƴeewee! 
MAT.24.24	Sabi almasiihu'en peneeɓe e annabaaɓe peneeɓe ɓanngoyan, ɓe ngaɗa taagumansaaji mawɗi e kaayeefiiji yalla eɓe majjina fay suɓaaɓe ɓee, so ɓe mbaawii. 
MAT.24.25	Paamee gasa. Mi haalanii on gila ɗum waraali. 
MAT.24.26	So won biiɗo on: «Ƴeewee, omo naa ley ladde jeereende», pati njehee. Naa so won biiɗo on: «Ƴeewee, omo naa to ley cuuɗi too», pati ngoonɗinee. 
MAT.24.27	Hono no majere fooynirta kammu gila funnaange faa hiirnaange nii, hono non 
MAT.24.28	Ɗo jiibe ngoni fuu, ɗon dute kawritata.
MAT.24.29	—Ɗon e ɗon, caggal torra ley ɗeen ɲalaaɗe, naange niɓɓan, lewru ŋoottan yaaynude, koode kammu caaman, kulle gonɗe dow kammu ɗee ndimmboto.
MAT.24.30	E oon wakkati, taagumansa 
MAT.24.31	Buututal manngal fuufete, o nela 
MAT.24.32	Taykitee ibbe: so caɓe majje keyɗitii, haakolooji majje mbillitii, oɗon anndi ndunngu ɓadike. 
MAT.24.33	Hono non, so on njii ɗum fuu, anndee wakkati oo ɓattiima, omo damal galle. 
MAT.24.34	Miɗo haalana on goonga: oo jamaanu timmataa tawee kuɗɗe ɗee fuu ngaɗaali. 
MAT.24.35	Kammu e leydi timman, kaa haalaaji am ɗii timmataa abada.
MAT.24.36	—Kaa nden ɲalaande e oon wakkati fay gooto anndaa ɗum, wanaa 
MAT.24.37	No jamaanu Nuuhu nii, hono non nanndata so 
MAT.24.38	E ley ɗeen ɲalaaɗe fade ilam tuufaanu ɗam warde, yimɓe ana ɲaama, ana njara, ana ndewla, ana ndewlee, faa ɲannde Nuuhu naati laana kaa. 
MAT.24.39	Ɓe miilaali, ɓe njaalaali faa ilam tuufaanu ɗam wari yooli ɓe fuu. Garol Ɓii Neɗɗo oo hono non nanndata. 
MAT.24.40	E oon wakkati, worɓe ɗiɗon wonɓe e ngesa ngoota, gooto mum'en naɓete, goɗɗo oo yoppee. 
MAT.24.41	Rewɓe ɗiɗon undooɓe dow unirde wootere, gooto mum'en naɓete, goɗɗo oo yoppee. 
MAT.24.42	Ndennoo, njeertee, sabi on anndaa wakkati mo Joomiraaɗo mon warata. 
MAT.24.43	Paamee ɗum ɗoo: sinndo jom galle ana anndunoo wakkati mo gujjo warata ley jemma, ɗaanataako yoppataa o naata galle mum. 
MAT.24.44	Ɗum nee, onon duu lanndinee, sabi Ɓii Neɗɗo oo waran e wakkati mo on miilaali.
MAT.24.45	—Ndennoo, homo woni golloowo koolniiɗo, hakkilante? Oon woni mo kalfaaɗo mum halfini ɗum koreeji mum faa hokka ɗum'en nguure mum'en e wakkati jiɗaaɗo. 
MAT.24.46	Golloowo mo kalfaaɗo mum warti tawi ana hiinnii golle mum, welii hoore. 
MAT.24.47	Miɗo haalana on goonga: kalfaaɗo oo halfinan mo jawdi mum fuu. 
MAT.24.48	Kaa so golloowo oo yo bonɗo, wii e hoore mum kalfaaɗo mum ɓooyan wartaali, 
MAT.24.49	hedde ana fiya waayiraaɓe mum gollooɓe ɓee, ana ɲaamda ana yarda e sigirooɓe, 
MAT.24.50	nden, kalfaaɗo oo wartiran ɲalooma mo golloowo oo anndaa e wakkati mo o miilaali, 
MAT.24.51	jukka mo jukkungo naawngo, watta mo hakkunde naafigi'en, ton o wullata o ŋerƴondira ɲiiƴe.
MAT.25.1	—
MAT.25.2	Njoyon ɓee ƴoƴaa, njoyon woɓɓe ɓee ana ƴoƴi. 
MAT.25.3	Ɓe ƴoƴaa ɓee ɓami moottilaaji tawi njooɓaaki bulannga, 
MAT.25.4	ƴoƴuɓe ɓee noo naɓori paali bulannga. 
MAT.25.5	Nde jommbaajo oo jenngi waraali ndee, ɓe fuu ɓe ŋoŋi, ɓe ɗaanii. 
MAT.25.6	Faa hejjere jemma, wullaango nanaa, wii: «Jommbaajo oo warii! Njaltee! Njaɓɓoyee mo!» 
MAT.25.7	Nden ɓe fuu ɓe pini, eɓe moƴƴina moottilaaji maɓɓe. 
MAT.25.8	Surbayɓe ɓe ƴoƴaa ɓee mbii ƴoƴuɓe ɓee: «Ndokkoree min e bulannga mon mo njooɓi-ɗon oo, sabi moottilaaji amen annii ɲifa.» 
MAT.25.9	Ƴoƴuɓe ɓee mbii: «Huɓindaaki, sabi ko min njogii koo hejjataa en, en fuu. Njehee to soottooɓe, coodoyon!» 
MAT.25.10	E ley no ɓe ƴoƴaa ɓee njaari soodoyde bulannga nii, jommbaajo oo yottii. Lanndininooɓe ɓee naatidi e makko e ley dammbordu nduu, damal ngal uddaa. 
MAT.25.11	Faa ɓooyi seeɗa, surbayɓe heddiiɓe ɓee ngarti, hedde ana ngulla ana mbiya: «Kalfaaɗo, kalfaaɗo, udditan min!» 
