MAT.1.1	Satu dit matuntunan dat ginnapuwan Jesu Kristu un kaganakan didit Ali David un ganak didit Abraham.
LUK.17.27	Ta utdit timpun Noe, ginan-ganas dat tagu’n nanganangan, nan-iinum kan nan-aassawa da inggana’t nilumnokan da Noe utdit dakoḻana bapul. Manlitap manon, losan dat tagu’n naḻmos. 
LUK.17.28	Padana pay sit timpun Lot un sat nanganangan, nan-iinum, nanggatagatang, nanlakuḻaku, nammuḻamuḻa kan namboḻoboḻoy dat kingkingwan dat tagu. 
LUK.17.29	Yoong utdit aḻ-aḻgawa nanengyan da Lot sidit boboḻoy Sodom, kakḻata inyudan Apudyus dit apuy kan gumaḻabaḻa’n batu un mangngadan si asufre un namatoy sidat losana tagu. 
LUK.17.30	Kama’t di payon dit mapasamak nu aḻ-aḻgawa mangulinak un Inyanak di Tagu.
LUK.17.31	“Utdiya timpu sanat tagu’n awad sit otop
LUK.17.32	“Sosomkon yu dit napasamak sit asawan Lot sidit nan-awing.
LUK.17.33	“Sat tagu’n gamgamana nat mataguwana’t tun pita, maid ayana nu adi mataḻak na dit mataguwan un maid kigad na. Yoong sanat tagu’n matoy maipagapu’t dit manuttuwaana kan sakon, maitdan si mataguwan un maid kigad na.
LUK.17.34	“Ibagak kan dikayu un nu labi nat dumakngak ta awad da ud duwa’n nangkaoboga nasuyop, maaḻa dit osa ot matengyan dit osa. 
LUK.17.35	Padana un nu awad duwa’n manggilgiling, maaḻa dit osa ot matengyan dit osa. 
LUK.17.36	Nu awad da ud duwa’n tagu’t din payaw, maaḻa dit osa matengyan dit osa.”
LUK.17.37	Magngoḻan man dat disipulus Jesus tuwa imbagana, inimus da un, “Apu, kawad na nu nat makwaana?”
LUK.17.37	Inyabalig Jesus un kanana’n, “Sat kawadan di ladag, siya’d madatdatngan dat tuḻayan.”
LUK.18.1	Imbagan pay Jesus tuwa abalig kan dida ta piyaona’n kanayuna manluwaḻu da un adida mappog.
LUK.18.2	Sat abalig na kanana’n, “Inggaw osa’n kuis sit osa’n boboḻoy un adina iyogyat si Apudyus kan adina pay mangwaan dat uduma tagu.
LUK.18.3	“Ot inggaw pay bilug sidiya boboḻoy un maka-oo-ooy kan siya un umoy mampatuḻung un kanana’n, ‘Pangaasim ta takdoḻam dit kalintogak sidin kabusuḻ ku.’
LUK.18.4	“Adin dit kuis wilwiliyon, yoong utdit mabayag kanana’n, ‘Maid ogyat ku kan Apudyus kan adik mangwaan dan uduma tagu. 
LUK.18.5	Yoong gaputa lumingaling tun bilug takdoḻaka lawa. Ta nu makaoo-ooya mampatuḻung mappogak.’ ”
LUK.18.6	Imbagan Jesus un, “Dingngoḻ yu dit imbagan dit lawenga kuis. 
LUK.18.7	Ot bokon kada dongḻon Apudyus dat tagu na un inaḻgaw kan linabi un mangkodaw si tuḻung kan siya? Adina kad dagusona tuḻungan dida? 
LUK.18.8	Ibagak kan dikayu un dagusa takdoḻan Apudyus dit kalintogan da. Yoong ulay nu siya di, nu mangulinak un Inyanak di Tagu, awad kad nin dakngak si napasnok ud pammati na uttun pita?”
LUK.18.9	Imbagan Jesus tuwa abalig sidat tagu’t di un manaḻtaḻgod sit kinalintog da kan manuḻaduḻa da utdat pada da un tagu.
LUK.18.10	Kanana un, “Inggaw da ud duwa’n tagu’n ummoy sit boḻoy Apudyus daḻapnu manluwaḻu da. Fariseo dit osa kan man-uuḻup si bugis un maibilanga gumabasuḻ dit osa.
LUK.18.11	“Summikad dit Fariseo un nangiluwaḻu utdit maipanggop kan siya un kanana’n, ‘Apudyus iyamanak ta bokona kamaak sidat uduma tagu’n naagum, natuli, managdagas onnu padan tun gumabasuḻa man-uuḻup si bugis. 
LUK.18.12	Manlanganak paya mangan un manluwaḻu si mamigwa’t sindumingguwan kan itdok pay kan sika nat ingkapuḻun nat losana malabbuwak,’ kinnanan dit Fariseo.
LUK.18.13	“Yoong sadit man-uuḻup si bugis, ininggaw sit ad-adayu ot adina pay mantangad langit un manluwaḻu. Ot binbintugona dit paḻagpag na gapu’t babawi na ot kinnanana un, ‘Apu, kaasiyanak ta gumabasuḻaka tagu!’
LUK.18.14	“Ibagak kan dikayu,” kinnanan Jesus, “nangulin tuwa tagu un napalintog sit man-iilan Apudyus yoong sat Fariseo, bokona napalintog. Ta sanat tagu’n mangidayaw sit long-ag na maidoba, yoong sanat mampakumbaba siya’d maidayaw.”
LUK.18.15	Inggaw namingsan un nan-idatong dat tagu utdat aabeng da kan Jesus daḻapnu agpadana dida’n bindisyunan yoong mailan man dat disipulus na inggimau da dat tagu.
LUK.18.16	Yoong si Jesus inayagana payon dat aabeng kan siya asina kinnanan sidat disipulus na un, “Bay-an yu un umoy danat aabeng kan sakon, adiyu iyapa dida ta sadat kama kan dida dat maidagamung sin mangiyapuwan Apudyus. 
LUK.18.17	Tuttuwa tun ibagak kan dikayu un, nu adiyu awaton din mangiyapuwan Apudyus un padan din koon di abenga mangawat, adi kayu maidagamung sidi.”
LUK.18.18	Ininggaw osa’n pangaton dat Judio un nangimus kan Jesus un, “Napiya’n Mistulu, ngad nat masapula kook daḻapnu matawid ku dit mataguwana maid kigad na?”
LUK.18.19	Summungbat si Jesus un, “Apay un kanama napiyaak? Maid udum si napiya nu adi si Apudyus ullawa. 
LUK.18.20	Tigammum dat bilin un, ‘Adika managdagas. Adika kumatoy. Adika man-akaw. Adika mangustigu si tuli. Dayawom da amam kan inam.’ ”
LUK.18.21	Summungbat dit laḻaki un, “Tungtungpaḻoka losan danaton manipud sit kaban-og ku.”
LUK.18.22	Magngoḻan man Jesus dit insungbat dit laḻaki kinnanana kan siya un, “Annat payyan mangkulangam. Umoy ka ilaku dat losana kukuwam ta asim itdon dit bayad na utdat nakapus kad awad binaknang nu ud langit, asikaon umunud kan sakon.”
LUK.18.23	Magngoḻan man dit laḻaki di, amod dit domdom na ta taḻona baknang.
LUK.18.24	Nailan Jesus un nadomdoman ot kanana un, “Taḻona nasigaba makaḻnok danat baknang sin mangiyapuwan Apudyus. 
LUK.18.25	Naḻasḻasu un mangoy nat kamelyu un dakoḻa ayam sinat abut di tanud nu sanat osa’n baknanga tagu un lumnok sin mangiyapuwan Apudyus.”
LUK.18.26	Ot sadat nakagngoḻ situ inimus da un, “Singngadan dat mabalina taguwon Apudyus nu?”
LUK.18.27	Insungbat Jesus un, “Sadat banaga adin di tagu makwa, makwan Apudyus.”
LUK.18.28	Utdi, kinnanan Pedro un, “Dikami nu, un tinengyan mi dat boḻoy mi daḻapnu sika’d uunnudon mi?”
LUK.18.29	Ot kinnanan Jesus kan dida un, “Tuttuwa tun ibagak kan dikayu, un singngadan na mana manengyan sit boḻoy na, onnu asawa na, onnu sunud na onnu maḻong-ag na onnu aabeng na maipagapu’t din mangiyapuwan Apudyus, 
LUK.18.30	adayu’n ad-adu dat maawat na uttun matattaguwana nu sadat tinengyana. Ot anungus kad di aḻgaw awatona pay dit mataguwan un maid kigad na.”
LUK.18.31	Tinang-il Jesus binagbaga dat kagwampuḻu’t duwa un disipulus na ot kanana’n, “Dumngoḻ kayu! Tumagada taku’d Jerusalem ot losan dadit ingkanglit dat propetan Apudyus sidita mapasamak kan sakona Inyanak di Tagu, matungpal da. 
LUK.18.32	Maiyawatak sidat bokona Judio ot manliwliw-anak, pababbainanak kan luglugpaanak. 
LUK.18.33	Kumkumpasanak asiyanak patoyon yoong umungaḻak sidin maikatlu’n aḻ-aḻgaw.”
LUK.18.34	Yoong adin dat disipulus na naawatan dit imbagana ta kama nu naisuḻuk dit kaipooyana ot naid tigammu da nu ngadan dadit uguugudona.
LUK.18.35	Utdit ininggaw da Jesus sidit adani’t din Jerico inggaw nakuḻapa tagu’n mantutupak sit igid dit kaḻsa’n tumaptappaya. 
LUK.18.36	Magngoḻ na man dit damit dat aduadu’n tagu’n lumaus, inimus na nu ngadan dit mapaspasamak.
LUK.18.37	“Manlaus si Jesus un iNazaret,” kinnanan da kan siya.
LUK.18.38	Utdiyon, nampakuy un, “Jesus un kaganakan Ali David kaasiyanak.”
LUK.18.39	Sadat tagu’n namangu’t dit buḻog inggimau da ot imbaga da un walling. Yoong amo indakoḻ na ota kinnanana’n, “Kaganakan Ali David kaasiyanak.”
LUK.18.40	Magngoḻan man Jesus, nan-illong ot imbagana un idatong da kan siya dit nakuḻap. Idatong da man, inimusan Jesus un, 
LUK.18.41	“Ngadan nat piyaoma kook kan sika?”
LUK.18.41	Ot kanan dit nakuḻap un, “Apu, piyaok umila.”
LUK.18.42	Utdi, imbagan Jesus kan siya un, “Umila kaon. Kummiya ka gapu’t nat pammatim kan sakon.”
LUK.18.43	Dagusa ummila dit nakuḻap ot naitung-ud kan Jesus un nandaydayaw kan Apudyus. Ot mailan man dat losana tagu dit napasamak nandaydayaw da pay kan Apudyus.
LUK.19.1	Utdit lumaus da Jesus sin Jerico, 
LUK.19.2	inggaw osa’n baknanga ap-apun dat man-uuḻup si bugis
LUK.19.3	Piyaona’n taḻon un ilan si Jesus nu kamaana yoong adina maila ta abobboba’n tagu ot masaklinan si Jesus sidat aduadu’n tagu. 
LUK.19.4	Sat kingwana, nanoddaka ummun-una’t dit doḻdoḻon da Jesus ot summakay sit kayu un ngadnon dat sikamoro daḻapnu lumaus da kad mailana.
LUK.19.5	Utdit dumatong da Jesus sit summakayan Zakeo, tinangad Jesus ot kinnanana un, “Zakeo lumsa ka’t nat. Daḻasom ta umoyak sin boḻoy yu uttun aḻgaw.”
LUK.19.6	Dagusa nilumsa si Zakeo ot amod dit anggom na un nangidallay kan Jesus sit boḻoy da.
LUK.19.7	Mailan man dat tagu dit kingwan Jesus nampangonot da un kanan dan, “Apay umoy pasangaili utnat osa’n gumabasuḻa tagu?”
LUK.19.8	Yoong summikad si Zakeo utdit atubang Jesus un kanana’n, “Apu, itdok nat gogwan di losana kukuwak sidat nakapus. Ot sadat tagu’n kinuluk ku sukatak si mamimpat si kaadu na dat inaḻak.”
LUK.19.9	Kinnanan Jesus kan siya un, “Uttun satuna aḻgaw taguwon Apudyus datuwa simbaḻyan gaputa si Zakeo pinada na si Abraham un ginnapuwana un nanuttuwa. 
LUK.19.10	Ta sakona Inyanak di Tagu inummoyak situn pita daḻapnu umoyak inapon kan taguwon dat naiyawa.”
LUK.19.11	Utdiya dudumngoḻan dat tagu kan Jesus, intulutuluy na un nan-abalig ta adani daon sin Jerusalem ot kanan dat tagu nu ilan daona dagus dit man-apuwan Apudyus.
LUK.19.12	Ot kinnanana’n, “Inggaw osa’n tagu’n nangatu’t saad na un inummoy sit adayu’n ili daḻapnu mabaḻangatana ali asi mangulina mangiyapu. 
LUK.19.13	Inayagana dat simpuḻu un baba-unona’t dit daan na un manlakkatan ot sinin-ossa na dida’n initdan si pilaka buḻawan
LUK.19.14	“Yoong taḻona lalawwengon dat kailiyana diya tagu ot nangibaun dat uduma tagu’n maitung-ud kan siya ta umoy da ibaga’t dit emperador un, ‘Apu Emperador, adimi piyaon tuwa tagu un man-ali mi.’
LUK.19.15	“Yoong nambalin payona ali diya nangatu’n tagu. Ot utdit nangulin pinaayagana dat baba-unona un initdana si pilak ta ilana nu piga dit nambalinan dit pilaka intod na kan dida.
LUK.19.16	“Dummatong dit ummuna ot kinnanana un, ‘Apu, pinangganansiyak si simpuḻu dit os-ossaana pilaka buḻawana intod nu.’
LUK.19.17	“‘Nabaḻu nat kingwam,’ kinnanan dit ali. ‘Nabaḻu ka un baba-unon. Ot gaputa mataḻgodan ka utdan akita naitod kan sika, mangitulayok sika si simpuḻu’n ili.’
LUK.19.18	“Dummatong pay dit maikagwa un kanana’n, ‘Apu, pinangganansiyak si lima dit os-ossaan un buḻawana pilak.’
LUK.19.19	“Ot kinnanan dit ali kan siya un, ‘Sika’d mangitulayok si lima’n ili.’
LUK.19.20	“Naisongwat pay dit osa’n baba-unon un kanana’n, ‘Apu, antu dit pilak nu. Binugubugus ku si pangyu asik insuḻuk 
LUK.19.21	ta kumimutak kan sika ta nasuḻag ka un tagu. Aḻam nat bokona kuwam kan apitom nat bokona immuḻam.’ 
LUK.19.22	Kanan dit ali kan siya un, ‘Sika’d kadadagana baba-unon. Dusaok sika gapu pay lawan sidanat imbagam. Titiggammum un nauyungak ot aḻak nat bokona kuwak kan apitok nat bokona immuḻak. 
LUK.19.23	Ot apay adim imbangku daḻapnu dumatongak kad awad ganansiya na un iyulin nu kan sakon?’ 
LUK.19.24	Utdi, kinnanana’t dat tagu’n sumisikad sidi un, ‘Aḻan yu nat pilak kan siya ta itdon yu utdit nakaganansiya si simpuḻu.’ 
LUK.19.25	Yoong kinnanan da kan siya un, ‘Apu andi manon simpuḻu’n pilak nan?’ 
LUK.19.26	“Summungbat dit ali un, ‘Ibagak kan dikayu, sat tagu’n mangusal sidat maitod kan siya daḻapnu taḻona naselbi da, maitdan pay si ad-adu. Yoong sat adi mangusal, ulay sat akita awad kan siya maaḻa. 
LUK.19.27	Ot sadan gumusbusuḻ kan sakon un adi mamiya un sakon man-ali da, idatong yu ta patoyon yu dida’t tun sanguwak,’ kinnanan dit ali.”
LUK.19.28	Magangput mana maibagan Jesus di, intuluy na dit umoyana’d Jerusalem ot tinung-ud dat disipulus na. 
LUK.19.29	Utdit umadani daon sidin Betfage kan Betania utdit bateled Olivo, nambaun si Jesus si duwa’t dat disipulus na.
LUK.19.30	Kinnanana kan dida un, “Umuna kayu’t nat madoḻdoḻa boboḻoy ot nu makadatong kayu awad odasan yu si naisilu’n ubbun di dangki un adina payyan nakabayuwan. Ussagan yu ta idatong yu uttu. 
LUK.19.31	Nu awad mangimus nu apaya ussagan yu, ibaga yu un masapul dit Apu.”
LUK.19.32	Kaysan dat imbaun na ot indasan da un tuttuwa dat imbagan Jesus. 
LUK.19.33	Utdiya madama’n us-ussagan da dit ubbun di dangki, kinnanan dit singkuwa un, “Koon yu un ussagan nat ubbu?”
LUK.19.34	Ot kinnanan da un, “Masapul din Apu.”
LUK.19.35	Indallay da kan Jesus ot inyap-ap da dat kagoy da utdit dangki asida pinangkabayu si Jesus. 
LUK.19.36	Utdit manaddaḻanon si Jesus un dit nangkabayu, inyap-ap dat uduma tagu dat kagoy da utdit daḻan. 
LUK.19.37	Utdit manlapu daon un gumusad sin bateled Olivo un dumoḻdoḻan da ud Jerusalem inlapun dat adu’n naitung-ud kan Jesus dit mantattaḻok kan mampappakuy un mangidaydayaw kan Apudyus gapu utdat nakaskasdaawa kingkingwa na un naila da. 
LUK.19.38	Gapappakuyan da un kanan dan, “Bindisyunan Apudyus tun Ali un imbaun na un pannakalong-ag na. Kapiya utdin langit kan madaydayaw si Apudyus sidin kangattuwana langit.”
LUK.19.39	Ot sadat uduma Fariseo un naidagamung sidat tagu, kinnanan da kan Jesus un, “Mistulu, ibagam sidan disipulus nu ta walling da.”
LUK.19.40	Summungbat si Jesus un, “Ibagak kan dikayu un nu guminok da, sadan batu dan maisongwata mampappakuya mandayaw kan Apudyus.”
LUK.19.41	Adaniyon da Jesus sin Jerusalem, ot maotap na man dit ili inibilana ta madaguwan sidan tagu. 
LUK.19.42	Kinnanana un, “Ay Jerusalem! Nu tigammum okyan pay situn satuna aḻgaw nat masapul daḻapnu kapkapiya ka. Yoong adim kampay maimatunan. 
LUK.19.43	Ot dumatong nat aḻgawa umoy dat kabusuḻ nu mangalikuman kan sika, sondan dika ot maid ayon dat tagum un mambutik. 
LUK.19.44	Aminon dika un yam-anon kan patoyon da dan losana tagum. Maid ulay osa’t batu si adi magidu ta adim immatunan dit dummakngan Apudyus un managu kan sika.”
LUK.19.45	Dumatong da man Jerusalem, nilumnok si Jesus sit timplu ot pinaḻaksun na un inamin dat manlaḻaku. 
LUK.19.46	Kinnanana kan dida un, “Naikanglit sit ugud Apudyus un, ‘Satun boḻoy ku, boḻoya luluwwaḻuwan,’ yoong pinambalin yu un igaw di makuluk.”
LUK.19.47	Manipud sidiyon, kaaḻga-aḻgawa mantudtudu si Jesus sit timplu. Ot sadat aap-apun di padi kan dat mimistulun di lintog padana pay dat pappangat dat tagu’t di inainapon da dit mamatoyan da kan Jesus. 
LUK.19.48	Yoong adida tigammu nu inon dit koon da ta losan dat tagu taḻona pipiyaon da dit dudumngoḻ kan siya’t dit itudtudu na.
LUK.20.1	Sin-aḻgawan un mantudtuduwan Jesus sidat tagu’t dit timplu kan mangiwalwalagawagana’t dit Nabaḻu’n Damag, ummoy dat aappun di padi, mimistulun di lintog kan sadat lalallakay dat Judio kan siya. 
LUK.20.2	Kinnanan da kan siya un, “Ibagam ud kan dikami nu ngadan nat kalintogama mangwa’t danat kokkoom onnu singngadan nat nangtod kan sika’t kalintogam?”
LUK.20.3	Summungbat si Jesus un, “Antu pay imusok kan dikayu. 
LUK.20.4	Ibaga yu ud kan sakon nu singngadan dit nanligwatan dit kalintogan Juan un mambunyag, nanligwat kan Apudyus onnu nanligwat si tagu?”
LUK.20.5	Utdi, nampipinnuut da pay lawan un kanan dan, “Nu ibaga taku un nalligwat kan Apudyus kana’t oni un, ‘Apay un adiyu tinuttuwa nu?’ 
LUK.20.6	Yoong nu kanan taku’n nanligwat si tagu, batubatuwon ditaku’t datun adu un tagu gaputa tuttuwaon da un si Juan osa un propetan Apudyus.”
LUK.20.7	Isunga insungbat da un adida tigammu.
LUK.20.8	Ot kanan Jesus kan dida un, “Ot madik pay ibaga tun nanligwatan tun kalintogaka mangwa’t datuwa kook.”
LUK.20.9	Utdiyon, inyabalig Jesus tu utdat tagu un kanana’n, “Inggaw tagu un minuḻ-ana’t ubas dit pita na asina impatobaw ot nangaḻyug si nabayag si sabali’n ili.
LUK.20.10	“Utdit dumatong dit bubuḻḻasan, nangibaun si baba-unona un umoy mangaḻa’t dit gogwa na utdit naapit. Yoong pinangpang-ok dat nantobaw dit naibaun asida pinadaḻan un imaima.
LUK.20.11	“Utdi, nangibaun uman si osa’n baba-unon, pinangpang-ok da payyan asida binabbainan un pinangulina imaima.
LUK.20.12	“Utdi, nangibaun payyan si maikatlu utdat baba-unona ot pinangpang-ok da aginggana’t nasugasugat asida impagkaḻ sit lasin dit kaubasan.
LUK.20.13	“Utdiyon, kinnanan dit singkuwa’t dit kaubasan un, ‘Inon kad nin din kook? Ibaun ku tun potpotgoka anak ku ta ikabain da nad,’ kinnanana.
LUK.20.14	“Yoong mailan man dat mantotobaw dit anak, kanan da un, ‘Siyatu dit manawid situn pita. Patoyon taku daḻapnu mangkuwa taku tun pita.’
LUK.20.15	“Utdi, inlaksun da dit anak sit kaubasan asida pinatoy.
LUK.20.15	“Kadon, inon dit koon dit singkuwa’t dit kaubasan sidat nantobaw?” kinnanan Jesus. 
LUK.20.16	“Dumatonga umoy mamatoy sidat pinantobaw na kad asina ipatobaw dit kaubasan sidat udum.”
LUK.20.16	Magngoḻan man dat tagu dit imbagana, kinnanan da un, “Adin Apudyus ipalubusa mapasamak nat kama’t nat.”
LUK.20.17	Intutukkoḻ Jesus dida ot kanana’n, “Inonaon dit kanan dit naikanglita ugud Apudyus sidit aw-awe un,
LUK.20.17	‘Sadit batu un inidsan dadit mangkokokwa’t boḻoy, siya ud nambalina pannan dit sikun dit boḻoy?’
LUK.20.18	“Ot singngadan na mana maotdaga maitama utdiya batu masipsip-uk ot singngadan na mana maotdagan didiya batu matumotumok.”
LUK.20.19	Naawatan dat mistulun di lintog kan aap-apun di padi un imbagan Jesus diya abalig un maibusuḻ kan dida ot pinadas da un dokmaan sidiya timpu yoong ummogyat da utdat tagu. 
LUK.20.20	Kad sidiyon, linimalimadan da si Jesus. Ot nangibaun da si manissiim kan siya un man-ag-agin nalintoga tagu un umoy makaim-imus kan siya. Ta piyaon da nu makaibaga si maikaniwas daḻapnu awad lasun da un manokma kan siya asida ipaima kan gubinnadul un siya’d awad si kalintogan kan pannakabalin un mangukum kan siya.
LUK.20.21	Ummoy dat naibaun kan Jesus ot kanan da un, “Mistulu, tigammu mi un ustu dan ibagbagam kan itudtudum. Maid idumdumam si tagu ta itudtudum nat katuttuwaana maipanggop sidan piyaon Apudyus ipakwa. 
LUK.20.22	Ot ibagam ud nu naingkalintogana mambayad taku si bugis kan Caesar un Emperador ud Roma?”
LUK.20.23	Yoong naawatan Jesus dit sikap da ot kinnanana kan dida un, 
LUK.20.24	“Mangipaila kayu ud si pilak kan sakon?” Nangipaila da man kinnanana un, “Simmuging kan singngadan situn naimalka?” “Si Emperador Caesar,” insungbat da.
LUK.20.25	Ot kinnanan Jesus kan dida un, “Ot nu siya nat, itdon yu kan Caesar nat kuwan Caesar, ot itdon yu pay kan Apudyus nat kuwan Apudyus.”
LUK.20.26	Naid nagngoḻ dat naibaun si mamabasuḻan da kan siya utdit atubang dat adu’n tagu. Nasnasdaaw daot sidat insungbat na ot naid ginumgumminga kan dida.
LUK.20.27	Inggaw da ud ummoy kan Jesus un Saduceo un dida dat manguguda maid umungaḻ si natoy. 
LUK.20.28	Inimus da kan Jesus un, “Mistulu, kanan dit lintog taku un ingkanglit Moses un, ‘Nu mangasawa nat osa’n laḻaki ta matoy un naid anak na, masapula asaw-on dit sunud na dit bilug daḻapnu man-anak da si kama’t anak didit natoy.’
LUK.20.29	“Ininggaw da ud pitu’n mansusunuda laḻaki. Nangasawa dit pangu yoong natoya naid anak na. 
LUK.20.30	Utdi, inasawan dit maikagwa’n sunud na dit bilug yoong natoy uman un maid anak na. 
LUK.20.31	Inasawan pay dit maikatlu yoong nampapada dit naipasamak inggana’t dit maikapitu’n sunud da un naamin da un natoya maid ingganak da utdit bilug. 
LUK.20.32	Mabaybayag man, natoy pay dit bilug.
LUK.20.33	“Utdi, nu timpu’n umungaḻ dat natoy, singngadanon dit sin-asawa utdiya bilug, ta losan dat pitu’n mansusunuda nangasawa kan siya?”
LUK.20.34	Summungbat si Jesus un kanana’n, “Man-aassawa dat tagu’t tun pita 
LUK.20.35	yoong nu umungaḻ dat natoy, sadan tagu’n ibilang Apudyus un lobbonga matagu’t inggaingga, maidon man-aassawa kan dida. 
LUK.20.36	Ta maipada daon sidan aanghel un adi daon matoy. Abeng ud Apudyus didaon ta pinaungaḻ na dida kan katoy.
LUK.20.37	“Panoknokan Moses un umungaḻ dat natoy. Sadit ingkanglit na un maipanggop sidit umapuapuya kayu, imbaga na un, ‘Si Apudyus siya ud mandaydayawan da Abraham, Isaac kan Jacob.’ 
