MAT.1.1	Salbacü Jesus Abrahampïtawan Davidpa milayninpïmi śhamun. Paypa awquilluncuna caycunam cala:
MAT.25.45	Nipämaptinmi nisha: ‘Rasunpa mayanllan nunäta masqui un'aśhacunallacta mana uyculpis, ya'a quiquïtam mana uycälimälanquichu’ nil. 
MAT.25.46	Chayćhümi chay nunacunaca wiñay simpri mućhuycachishancäman lipäcun'a. Cay allin luläcunañatacmi ichá wiñay simpri allin cawsaycäman lipäcun'a” nin.
MAT.26.1	Chaynu lluy nilculmi Jesus yaćhapacünincunacta: 
MAT.26.2	“Yaćhapäcuśhayquinüpis ishcay muyunllañam Egiptopi Libracuśhanchic fistapä cacuyan. Chayćhümi Rasun Nunap Chulincäta puydïcunap maquinman ćhulaycamaptin chacatapäman'a” nin.
MAT.26.3	Ñatac chay muyuncunapä puydï sasirdüticunawan, yaćhachicücunawan prinsipal yaśhacuna juntunaculcäla sasirdüticunap sumä puydïnin Caifaspa canancäman. 
MAT.26.4	Chayćhümi limanaculcäla Jesusta artiwan chalalcälil wañuchipäcunanpä. 
MAT.26.5	Ñatac: “Fista muyuncäćhu'a manam lulachwanchu; yan'almi nunacunaca lluy chäcunacälälinman” ninaculcan.
MAT.26.6	Ñatac Betania malcäćhu “lipra-sapa” nipäcuśhan Simonpa wasinćhümi Jesus micuyalcäla. 
MAT.26.7	Chaymanmi juc walmi śhamuñä caćhi lumipïtanuy uchuy butïllachaćhu sumä ćhaniyu pirfümicta apacuśha. Chaytam Jesuspa umanman jillpuycula. 
MAT.26.8	Chayta licälälilmi yaćhapacünincuna rabyälälil: “¿Imapätan cay-chica ćhaniyüta yan'al pampapä jinayanqui? 
MAT.26.9	Aśhwanpam allinćhu lanticulcul lluy wacchacunacta aypuycuchwan cala” nil ñaćha millpälälinpis.
MAT.26.10	Chaynu nipäcuśhanta tantiälulmi Jesus: “¿Imapïtan cay walmïta rabyachipäcunqui? Cay lulaycuśhanwan allincätam lulaycun. 
MAT.26.11	Wacchacunacá imaypis amcunawanläćha capäcun'a. Ya'am ichá ash muyuncunallaña amcunawan caycuśhä. 
MAT.26.12	Cay jillpuycamäśhanwan pampacuynïpäñam alistayäman. 
MAT.26.13	Rasunpa, allin willacuyta jinantin may pachäćhu willacuśhancunaćhüpis, cay walmi lulaśhanpïpis yalpaśham can'a” nila.
MAT.26.14	Chay ćhunca ishcayniyu yaćhapacünincunapïta Judas Iscariotiñatacmi puydï sasirdüticunäman cürrilcul: 
MAT.26.15	“¿Aycactam uycälimanquiman Jesusta maquiquiman ćhulaycamuptí?” nila. Niptinmi paycuna quimsa ćhunca illayta unanpä limalicälälin. 
MAT.26.16	Chay-pachapïmi Judas ashila maycäćhu imanuypa chalaycachiytapis.
MAT.26.17	Chay Mana Libadürayu Tanta Fistap allaycuyninćhümi yaćhapacünincuna Jesusman aśhuycälil: “¿Mayćhümi alistapamuśhä cumbiducta micunanchicpä?” nipäcula.
MAT.26.18	Niptinmi: “Cay malcaćhu nunaman lil: ‘Yaćhachicücämi: “Üräćhüñam cacuyá. Wasiquićhu cay fistap cumbidunta yaćhapacünïcunawan lulapäcuśhä” ’ nil nimuy” nila. 
MAT.26.19	Niptinmi yaćhapacünincuna nishantanülla lulaycälil cumbidupä alistapämula.
MAT.26.20	Tuta ćhämuptinñatacmi Jesus ćhunca ishcayniyu yaćhapacünincunawan mïsaćhu micapäcula. 
MAT.26.21	Chayćhümi: “Rasunpa jucniquim ipanchapämanqui” nin.
MAT.26.22	Niptinmi sumä llaquicälälisha tapucuyalcan: “Taytay, ¿ya'achun icha cayällá?” nil.
MAT.26.23	Jesusñatacmi: “Ya'awan cusca micücälämá ipanchaman'a”
MAT.26.24	Nishanpïmi: “Ya'a Rasun Nunap Chulincäpi isquirbishancämi lulacacun'a. Ñatac ¡imanuylä can'a chay ipanchamäcá! Aśhwanpaćh mana näsimuptinpis mas allin canman cala” nin.
MAT.26.25	Ñatac ipanchananpä cä Judaspis: “Yaćhachicü taytay, ¿ya'achun icha calläman?” nin.
MAT.26.25	Niptinmi: “Quiquiquimari nicuyanqui” nin.
MAT.26.26	Chay micapäcuśhanćhümi Jesus tantäta apticulcul Diosta sulpayta ucula. Chaypïta partilcul yaćhapacünincunaman uycula: “Caymi aychá; micapäcuy” nil. 
MAT.26.27	Chaynütacmi bïnüta apticulcul Diosta anradisiculcul, paycunaman uycula: “Caypi lluypis upyapäcuy. 
MAT.26.28	Cay jićhaśha yawarnïwanmá muśhü limalicuśhäta tacyalpachishä llapa juchacuna pampachäśha cananpä. 
MAT.26.29	Ñatac cay bïnucta manañamá mallilcuśhächu Taytäpa gubirnunćhu amcunawan cusca muśhü bïnucta upyananchiccama” nin.
MAT.26.30	Chaypïtam taquicunawan alawapäcuśhanpi Ulibus nishan ulüta liculcäla.
MAT.26.31	Chayćhümi Jesus: “Cay tuta japalläta caćhayculmi lluy jitälälimanqui isquirbïshaćhu nishanmannuy: ‘Uwish michïninta wañüchiptïmi uwishcunaca lluy chi'ilun'a
MAT.26.32	Ñatac śhalcämulmi amcunapïpis puntactalä Galileaman lishä” nila.
MAT.26.33	Niptin Pedroñatacmi: “¡Masqui lluy jitälälishuptiquipis ya'a manamá imaypis caćhaycuśhayquichu!” nicuyan.
MAT.26.34	Niptinmi Jesus: “Rasunpa cay tuta manaläpis wallpa wa'amuptinmi quimsactaña am ipanchämanqui” nin.
MAT.26.35	Niptinmi: “¡Masqui anwan cusca wañuná captinpis manam ipanchaśhayquichu!” nicuyan. Chaynütam llapan yaćhapacünincunapis nicuyalcan.
MAT.26.36	Chaypïtam Getsemaní nishanman lipäcula. Chayćhümi Jesus yaćhapacünincunacta nila: “Taytäwan limaśhäcama cayllaćhu-ari täcaycälichcay” nil. 
MAT.26.37	Chayman Pedroctawan, Zebedeop ishcaynin chulinta puśhayaptinmi sumä llaqui chalälun: 
MAT.26.38	“Wañucüpä śhun'unnümi śhun'ú llaquicüśhaña cacuyan. Cayllaćhu-ari lichcat-lichcat capäcuchcay” nil.
MAT.26.39	Chaypïta mas puntascaman lilculmi lawacaculcul ruygacula: “Taytay, cay sumä ćhacćhä-yupay ñacaycunäpi munal'a julaycallämay. Amatac-ari ya'a munaśhänu'a lulacächunchu, sinu'a ampïtaćh imanuypis can'a” nil.
MAT.26.40	Chaypïta caśhan cutimunanpämi yaćhapacünincuna puñuywan aysachicüśha cayalcäñä. Jinalmi Pedrocta: “¿Manachun juc ürallapis ya'awan cusca licchat-licchat cayta atipälanqui imamá? 
MAT.26.41	Licchat-licchatllari Diosninchicta ruygaculcay cay śhamü llaquicuycunäćhu callpawan śhaycapäcunayquipä. Śhun'uyqui allin lulayta wañupacuyaptinpis aychayquimá mana callpayu” nin.
MAT.26.42	Chaypi yapa cutilculmi mañacula: “Taytay, cay pasanäcäpa pasanä captin'a jinari lulaśha cachun” nil.
MAT.26.43	Yapa cutimulpis caśhan puñuywan aysachicüśha aywićhyayalcätam talïlun. 
MAT.26.44	Chaynu quimsa cutićhu cutilculmi Diosta mañacun punta nishancänülla.
MAT.26.45	Chaypi yaćhapacünincunaman cutimulmi: “¿Jinallachun puñuycällaćhu cayalcanquiman, imatá? Rasun Nunap Chulincäta jucha-sapap maquincunaman ćhulaycamänan üraca ćhämunñamá. 
MAT.26.46	¡Śhalcapäcuyñari; ji'acaycayämunñam ipanchamänïca!” nin.
MAT.26.47	Chaynu limayällaptinlämi yaćhapacünin Judas puydï sasirdüticunap, prinsipal yaśhacunap caćhaśhan achca nunancuna caśhpicunawan, ispädacunawan sumä armädu-cama ćhälälimun. 
MAT.26.48	Ipanchä Judasñatacmi yaćhachilaña “Muchaycuywan limaycuśhäcäta chalalcul aysapäcunqui” nil. 
MAT.26.49	Chaymi ćhämul-pacha Jesusman aśhuycul: “Taytalláy” nil muchaycul limaycula.
MAT.26.50	Jesusñatacmi: “Lulanayquipä śhamuśhayquita lulaycuy-ari” nin. Nillaptinmi juccunaca lluy chalälälin. 
MAT.26.51	Jinaptinmi Jesuspa jucnin atïnin ispädanta jululcul puydï sasirdütip uyway nunanpa linlinta pasächin.
MAT.26.52	Jinaptinmi Jesus: “Chay ispädayquita ćhulalänanman cutiycachiy. Mayanpis ispädawan pilyäcá chaywantacmi wañun'apis. 
MAT.26.53	¿Manachun tantianqui Taytäta mañacuptí canan-pacha anjilnincunacta walangantin walangantin mastalä licaycamänanpä caćhamunanta? 
MAT.26.54	Jinaptin'a, ¿imanuypatá isquirbishacunäćhu lluy pasananpä cäca lulacacunman?” nila.
MAT.26.55	Nilculmi chay juc nunacunäta: “¿Ya'a suwachun imam calá caynu caśhpiqui ispädayqui aysacälälisha puśhapämänayquipä? Walan-walan Diospa chuya wasinćhu yaćhayächiptïpis manatac chalapämälanquichu. 
MAT.26.56	Ñatac canan'a Diospa unay willacünincunap isquirbishanćhu nishanmannuy lulacacunanmi” nila. Niyällaptinmi japallanta caćhaycul llapa yaćhapacünincuna ayiculcäla.
MAT.26.57	Chay puśhäcunämi puydï sasirdüti Caifaspa canancäman Jesusta ćhälächin. Chayćhümi camachicuyta yaćhachicücunaca, prinsipal yaśhacuna juntunacüśha cayalcäñä. 
MAT.26.58	Pedroñatacmi calullapi atila puydï sasirdütip canancäpa patyuncama. Chayman yaycucuyculmi täpä wardiacuna canancäćhu taycucuycul “¿Imanälälin'aćh?” nil licapäla.
MAT.26.59	Wasi lulićhüñatacmi sasirdüticunäwan lluy Cunsïjup puydïnincuna ima mana allintapis ashiycälila Jesus wañuchisha cananpä. 
MAT.26.60	Jinaman juc nunacuna tumpacuyalcaptinpis manam imactapis talipäculachu. 
MAT.26.61	Chaypïtam ishcay nuna ćhaycamul: “Cay nunam nin ‘Diospa chuya wasinta tunilcul quimsa muyunllactam śhalcächimümanpis’ nil limañä canpis” nipäcun.
MAT.26.62	Chaylämi puydï sasirdütica śhalcuculcul Jesusta: “¿Manachun limalinqui, caynu cäraycuyäśhuptiquipis?” nin. 
MAT.26.63	Niptinpis Jesus'a manam imactapis limalilachu. Chaymi puydï sasirdütica: “Cawsä Diosninchicpa puntanćhu rasuncäta niycamay. ¿Amchun Diospa Caćhaśhan Chulin Salbacüca cayanqui?” nin.
MAT.26.64	Jesusñatacmi: “Aw, nishayquinümi. Jinamanmi Sumä Munayniyu Diosninchicpa munayninwan mandayätapis, chaynütac janay pachäpi pucutaypa ćhawpinćhu Rasun Nunap Chulinca śhayämütapis licapämanqui” nin.
MAT.26.65	Niptinmi puydï sasirdütip śhun'un sumä-sumä timpucuyaptin müdananta laćhyacuyan: “¡Cay nishancäwan Diosninchictam jalutacuyan! ¿Ima mastañam pï niycamänanchictapis munaśhun? Uyaliyalcanquiñamari quiquin shiminwan jalutacuśhanta. 
MAT.26.66	¿Imanipäcunquimá?” nil.
MAT.26.66	Paycunañatacmi: “Aw, juchayümi. Wañuchisha cachun” nil nipäcun. 
MAT.26.67	Chayćhümi cärancunaman tuwapapäcula, tacaypa camacapäcula. Waquinnincunañatacmi burlapaśhtin cäraćhü-cama lapyapäcula: 
MAT.26.68	“Chayurá Salbacü, má, niycälimay, mayannïshi tacapäcuñac” nil.
MAT.26.69	Chaynu lluy pasayaptinmi Pedroñatac chay patyullaćhu täcuyaptin juc uyway walmi aśhuycul: “Galilea-lädu Jesuswan pulï-ari ampis cayanqui ¿aw?” nin.
MAT.26.70	Niptinmi lluypa puntanćhu: “¿Mayanpïćha limacunquipis?” nin.
MAT.26.71	Nilculmi puncu-läduman liyaptin juc walmipis licalcul lluyta nicuyan: “Caypis Nazaret-lädu Jesuswan pulï-ari” nil.
MAT.26.72	Chayćhüpis yapam: “¡Dios'a yaćhayanmi chay nunäta mana lisishäta!” nil nicuyan.
MAT.26.73	Chay unascapïtá waquincuna Pedroman aśhuycul: “Am'a rasunpa jucnin puliwshï-masinćha canqui. Galilea nunäpanüllam limacuyniquipis cañä” nicuyalcan.
MAT.26.74	Niptinmi Pedro janay pachätapis ñaćhaña ishpicuyan: “¡Manam chay nunacta lisïchu! ¿Pićh cacunpis?” nil. Chaynu niyällaptinmi wallpa wa'amun. 
MAT.26.75	Chayćhümi Pedro yalpälun Jesus: “Quimsa cutictañam ipanchämanqui wallpa wa'amunanpá” nil nishanta. Chaymi chaypi yalulcul llaqui-llaquicta wa'acuyan.
MAT.27.1	Chay wälam llapa puydï sasirdüticunawan, prinsipal yaśhacuna limanacälälin Jesusta imanuypa wañuchipäcunanpäpis. 
MAT.27.2	Chayćhümi maquinta ćhänaycul puśhapäcula Roma nasyunta mandawshï Poncio Pilatop maquinman ćhulaycamü.
MAT.27.3	Ñatac ipanchä Judas, Jesus wañuchisha cananpä yaćhälulmi śhun'unpis cuchillu tucsïshanüña cacuyan. Chaymi quimsa ćhunca illay ćhasquishancätapis prinsipal yaśhacunaman, puydï sasirdüticunaman cutiycachila: 
MAT.27.4	“Mana juchayu nunacta chalaycachishäwan juchactam lulälú” nil. Niptinmi “Chay'a ¿imam ucalcäman ya'acunactá? Am chayta licacuy” nin. 
MAT.27.5	Niptinmi Diospa chuya wasinpa lulïninman illaycäta chapiycul pasacun cuncapi walcaculcul si'icäcunanpä.
MAT.27.6	Chayćhu puydï sasirdüticunam chay illaycäta pallalcälila: “Camachicuyca manañam cunsintimanchicchu yawar jićhachiypa illaynin Diospa wasinpa caycunanpä” nil. 
MAT.27.7	Chaymi limanaculcul “Wacuy luläcäpa” nishan ćhacläta chay illaywan lantïlälila pulicücunaca pampaculcänanpä. 
MAT.27.8	Chaymi chay ćhacla canancamapis “Yawar Ćhacla” nisha. 
MAT.27.9	Caynu lluy lulacacüla Diospa unay willacünin Jeremias: “Israelcunäpi quimsa ćhunca illayman payta ćhaninchaycuśhanwanmi 
MAT.27.10	‘wacuy luläcäpa ćhaclan’ nishanta lantïlälin, quiquin Dios nimäśhanmannuy”
MAT.27.11	Ñatac Jesusta chay mandä Pilatoman ćhächiptinmi: “¿Chayurá amlächun Israelcunäpa sumä mandänincälä cacuyanquimanpis?” nin.
MAT.27.11	Niptinmi: “Anmá niyanqui” nin. 
MAT.27.12	Chayćhu puydï sasirdüticuna, prinsipal yaśhacuna Jesusta juchachäcuyalcaptinpis, pay'a manam imallactapis limalilachu.
MAT.27.13	Chaymi Pilato: “¿Manachun caynu juchachaycälishuśhayquita uyalinqui, imamá?” nin.
MAT.27.14	Niptinpis manam imallactapis limalilachu. Chaymi Pilatopis licapayllaman camälun.
MAT.27.15	Ñatac watan-watan cay fistaćhu'a wićhaläcäpi nunacunaca jucnin aclaycuśhancätam mandäca caćhaycunan cala. 
MAT.27.16	Ñatac chayćhümi wićhalayäla sumä lisisha lisisha Barrabas nuna. 
MAT.27.17	Chaymi nunacunaca juntunacälälimuptin Pilato tapula: “¿Mayannintatá caćhaycüśhä
MAT.27.18	Chay Pilato tantiälañamari yan'al ćhïnicuypïta maquinman ćhulaycamuśhanta. 
MAT.27.19	Jinaman'a chay cäraycunanćhu täcuyaptinmi walminpis jucwan willaycachimun: “Chay allin nunawan ama miticuychu. Cay tutam paypa janan juyucunacta suyñülüpis” nil. 
MAT.27.20	Ñatac chay puydï sasirdüticunawanmi, prinsipal yaśhacuna chayćhu lluy cäcunäta awnïlächin Barrabas caćhaycuśha cananpä, Jesusñatac wañuchisha cananpä. 
MAT.27.21	Pilatoñatacmi yapa tapun: “¿Ishcayninpïta mayannintatan caćhaycüśhä?” nil.
MAT.27.21	Niptinmi yapañatac: “¡Barrabasta!” nicuyalcan.
MAT.27.22	Chayćhu Pilato: “Chayurá ¿imanäśhätan ‘Salbacüca’ nishan Jesuswan'a?” nin.
MAT.27.22	Niptinmi lluypis: “¡Chacatäluy!” nicuyalcan.
MAT.27.23	Niptinmi Pilato: “¿Ima juchactatan cay lulälun?” nin.
MAT.27.23	Niptinpis mas mastalämi jicutäcuyalcan: “¡Chacatäluy!” nil.
MAT.27.24	Chaynu imaniptinpis mas-masta jicutäcuyalcaptinmi yacucta apalcachimul llapanpa ñawquinćhu: “Cay nunap wañuyninpi amcunaćh imanuypis caculcanqui; manam ya'a anlatacüchu” nil maquinta pa'acülun.
MAT.27.25	Niptinmi llapa nunacunaca: “Aw, ya'acunam llapa chulintin imanuypis caculcäśhä” nin. 
MAT.27.26	Chaymi Pilato Barrabasta caćhaycächila; Jesustañatacmi ichá asutiwan camacaycachil ćhulaycula chacatäśha cananpä.
MAT.27.27	Jinaptinmi cachacucunaca cuartilman puśhäluptin chayćhu llapan cunćhacaycälila. 
MAT.27.28	Chayćhümi Jesuspa müdananta lluy uśhtilcul jatun yana-nilä puca catacunwan ćhulälälin. 
MAT.27.29	Jinalculmi caśhapi curunacta lulalcälil umanman ćhulapäcula. Allï maquinmanpis bäractalämi chalälächinpis. Jinacalcälilmi puntanman un'ulacaycälil burlapapäcula: “¡Wiñaypä cawsachun Israelcunap mandacünin!” nil. 
MAT.27.30	Chaynütacmi tuwapapäculapis, chay quiquin bärawantacmi umaćhü-cama wipyapäculapis. 
MAT.27.31	Chay lluy imaymanacta burlacalcälilmi chay catacunta lluśhtilcälil caśhan müdananwan müdachipäcula. Jinalcälilmi waśhamanña julapämula chacatä puśhapäcunanpä.
MAT.27.32	Chaynu yalacayächilmi tincülälin Cirene malcapi Simon nishan nunawan. Paytam munäta mana munäta Jesuspa curuśhninta śhawachipäcula. 
MAT.27.33	Chay Golgota nishanman ćhälulmi (Golgota ninan'a “uma tullu canan” ninanmi) 
MAT.27.34	bïnucta jayapnin-yupaywan tallüśhacta uycälälin. Ñatac Jesus mallilcul manam upyayta munalachu. 
MAT.27.35	Ñä chacatäśha cayaptinmi cachacucunaca chüsanaculcäla Jesuspa müdananta aypunaculcänanpä. 
MAT.27.36	Jinalculmi taycacaycälila täpapäcunanpä. 
MAT.27.37	Chay curuśhninpa umanmanñatacmi ćhuläla imapi wañuchisha caśhantapis cay niyäta: “Cay Jesusmi Israelcunäpa Mandäninca” nil. 
MAT.27.38	Jinamanmi wicninman cayninman ishcay suwacunacta chacatälälila.
MAT.27.39	Chayninpa pasäcunäpis ñuquicaćhaśhtinlämi: 
MAT.27.40	“Am Diospa wasintapis tunilcul quimsa muyunllacta śhalcachïca cacuyal'a, quiquiquitari má salbacuy. Rasunpa Diospa Chulin cal'a má chaypi ji'alpamuy-ari” nil burlapapäcula. 
MAT.27.41	Chaynütacmi puydï sasirdüticunäpis, camachicuyta yaćhachicücunäpis, fariseocunäpis, prinsipal yaśhacunäpis burlapapäcula: 
MAT.27.42	“Juccunactá salbätucul-ari, canan maytá quiquin atipanchu. Rasunpa Israel malcanchicpa mandäninchic-ari, má, ji'alpamuchun-ari quirinanchicpä. 
MAT.27.43	‘Diosman chalapacümi’ nin-ari; má canan-ari salbaycuchun rasunpa chalapacuptin'a. ¿Manachun ‘Diospa Chulinmi cá’ nil-ari niyämanchicpis?” nil. 
MAT.27.44	Chaynütacmi lädunćhu chacatäśha suwacunäpis ruydupapäcula.
MAT.27.45	Ñatac jinantin pachaca ćhawpi muyunpi aśhta tardi mishquipay üracama lluy tutapälun. 
MAT.27.46	Chay ürallatacmi sumä callpawan Jesus: “¡Elí, Elí, lama sabactani!” nila. (Cay ninan'a “Dioslláy, Dioslláy ¿imapïmi caćhaycamanqui?” ninanmi.)
MAT.27.47	Chay uyalïcunämi waquinnin'a nipäcula: “Diospa unay willacünin Eliastaćh ayayan” nil. 
MAT.27.48	Chayürallatacmi waquinnin pasacun millwacta wilu caśhpiman wataycul ćhacćhä bïnuwan chapuycamul śhu'uycachinanpä.
MAT.27.49	Waquinnincunañatacmi: “Jina cachun. Má, Elias śhamun'achuśh salbaycunanpä” nipäcula. 
MAT.27.50	Chayćhu Jesus callpa-callpawan yapa apalcaćhalculmi pasacalpula.
MAT.27.51	Pasacalpullaptinmi Diospa chuya wasinćhu sumä chuya cäcäpa lacta-lacta curtïnan quiquin ćhawpipi laćhyälun. Jinantin pachäpis śhaśhälunmi, wancacunapis wäćhälunmi. 
MAT.27.52	Nïchucunäpis lluymi quićhacacülun; Diospa wañüśha willacünincunapis achcam śhalcatityämun. ( 
MAT.27.53	Chay Jesuspa śhalcamuśhanpa ipanta Jerusalenman yaycapäcuptinmi achca-achca nunacuna licaycälila.) 
MAT.27.54	Ñatac Jesusta täpäcunäwan puydïnin lluy pachacuycunawan ima pasaśhantapis licapäculmi sumä-sumä manchalicälälisha: “Rasunpamá Diospa Chulin pay'a cañä” nipäcula. 
MAT.27.55	Ñatac Jesusta Galileapi yanapaśhtin puliwshïnin walmicunäpis calullapïmi licapapämula. 
MAT.27.56	Paycunaćhu cayalcäla: Magdala malcapi Maria, Jacobopwan Josëpa maman Mariapis, Zebedeocunäpa mamanpis.
MAT.27.57	Ñä aspicalpuyaptinñam Arimatea-lädupi sumä cäniyu José nishan ćhämun. Paypis Jesuspa atïninmi cala. 
MAT.27.58	Paymi Pilatoman mañacamü lila “Taytay, cay ayäta pampalpamulläśhä” nil. Chayćhu Pilato awnilcuptinmi 
MAT.27.59	sumä ćhaniyu lïnu nishan puchcapi lulaśhan chuya säbanawan ayäta pitwilcul 
MAT.27.60	quiquinpa a'aćhu ućhcuchishan muśhü maćhayman chutaycula. Chaypïtam jatun palta uylu lumicta cućhpaycachil wićhaycachila. Jinalculmi licula. 
MAT.27.61	Ñatac Magdalapi Mariawan juc Mariam ichá chay maćhaypa chimpallanćhu täcapayalcäla.
MAT.27.62	Chay walantin, warda muyuncäćhu, puydï sasirdüticunäwan fariseocunämi Pilatoman lipäcula: 
MAT.27.63	“Taytay, cay artishca cawsayal-lämi ‘Quimsa muyunpïtam śhalcamuśhä’ nishanta yalpayanchic. 
MAT.27.64	Chaymi sumäta täpachimunayqui chay quimsa muyunca. Yan'al-lätac yaćhapacünincuna tutap chincalcachil, nunacunäta ‘Śhalcämunmi’ nil niyalcä imanman. Chaynu captin'a punta artinpïpis sumä piyurninlä cay cälunman” nipäcula.
MAT.27.65	Niptinmi Pilato: “Allinmi. Cachacucunäwan-ari lipäcuy. Callpayquiman tincüta sumäta wićhaycälimul, täpaycälimuy” nin. 
MAT.27.66	Chaypïmi lilcälil la'ay-la'aypa wićhaycälil lluy unanchälälin. Jinalculmi chay cachacucunäta täpapäcunanpä caćhaycälälimun.
MAT.28.1	Chay warda muyun pasäluptinmi, simänap allaycuynin muyun wälalla Magdalapi Mariawan juc Mariaca pampaläśhancäman lipäcula licaycamü. 
MAT.28.2+MAT.28.3	Chayćhu cayalcaptinmi Diosninchicpi juc anjil janay pachäpi ji'alpalcamul chay wićhaläśhan lumïta quićhaycüluptin cay pachäpis sumä śhaśhälun. Walmicunäñatacmi chay lumïćhu täcuyäta licälälin sumä räyunu chipyayäta müdananpis sumä laśhta-yupay yulä-yulä cayäta. 
MAT.28.4	Chayta licälulmi täpä cachacucunäpis sumä chucchucuyalcal wañuśha-yupay cućhpälälin. 
MAT.28.5	Walmicunätañatacmi anjilca: “Ama manchacalcämaychu. Chacatäśha Jesusta ashiyalcäśhayquita yaćhayämi. 
MAT.28.6	Pay'a manañam cayćhüñachu. Nipäcuśhuśhayquinümá śhalcämuśhaña. Chutaläśhancäman-ari licaycü śhapämuy. 
MAT.28.7	Canan yaćhapacünincunaman wayra lil: ‘¡Śhalcamuñämi! Tincuycälimunayquipämi Galileacta amcunapïpis puntacta lin'a’ ninqui. Caytam niycälinac cala” nin.
MAT.28.8	Chaynu niptinmi manchapacüśha cayalpis, cushicüśhatac walmicunaca pasaculcan yaćhapacünincunacta willaycamü. 
