GEN.1.1	Ala y'a ka danni daminɛ tuma min na, a kɔnna ka sankolo ni dugukolo le dan.
LEV.26.38	Aw bena halaki siya wɛrɛw cɛma, aw bena sa aw juguw ka jamana na. 
LEV.26.39	Aw tɔɔ minw ɲanaman bena to, olu bena nagasi k'u to u juguw ka jamanaw la u ka tilenbaliya, n'u faaw ta kosɔn.
LEV.26.40	«Ayiwa, u bena tila ka sɔn u ka tilenbaliya, n'u faaw ta la, k'a fɔ ko u ye ne janfa, ko u banna ne la. 
LEV.26.41	Min y'a to ne fana banna u la k'a kɛ u tagara u juguw ka jamana na. O tuma na, o mɔgɔ tulogwɛlɛn nunu bena u yɛrɛ majigi ka lɔ n'u ka tilenbaliya kunko ye. 
LEV.26.42	 Ne bena n hakili jigi n ka layidu tanin na u bɛmaw ye, Yakuba ni Isiyaka ani Ibrayima ye, ka n hakili to jamana nin na. 
LEV.26.43	Jamana labilanin bena to yen, u tena to a kɔnɔ, a ben'a ka 
LEV.26.44	O bɛɛ n'a ta, hali k'u to u juguw ka jamana na, ne tena ban u la, ani k'u koo goya n yɛrɛ ye k'u halaki pewu, ka n ka layidu cɛn. Ne le ye Masaba u ka Ala ye. 
LEV.26.45	Ne bena n hakili to n ka layidu tanin na ka hɛrɛ kɛ u ye, ne ye layidu min ta u bɛmaw ye, ne ye minw bɔ Ezipiti jamana na siya wɛrɛw ɲana, janko ne ka kɛ u ka Ala ye. Ne le ye Masaba ye.»
LEV.26.46	O le ye Masaba ka kuma ye, ni a ka ɲinitaw ani a ka sariyaw. A ye minw sigi ale yɛrɛ ni Isirayɛlidenw cɛ Musa sababu la Sinayi kulu kan.
LEV.27.1	Masaba y'a fɔ Musa ye ko: «A fɔ Isirayɛlidenw ye ko: 
LEV.27.2	Ni mɔgɔ dɔ ye dajuru ta ne Masaba ye ko a bena mɔgɔ dɔ di ne ma, ka kɛ ne ta ye, o tigi be se ka kunmabɔ ni warida dɔ ye. 
LEV.27.3	Ni cɛɛ lo min sii ye saan mugan sɔrɔ fɔɔ ka ta'a bil'a saan bi wɔɔrɔ la, i k'o kunmabɔ ni warigwɛ kuru bi duuru ye, ka kɛɲɛ ni ne ka sigiyɔrɔ warigwɛ kuru ye. 
LEV.27.4	Ni muso lo, warigwɛ kuru bi saba. 
LEV.27.5	Mɔgɔ min sii ye saan duuru, fɔɔ ka ta'a bila saan mugan ma, cɛɛ ta ye warigwɛ kuru mugan ye, muso ta ye tan ye. 
LEV.27.6	K'a ta kalo kelen ma fɔɔ ka ta'a bila saan duuru ma, cɛɛ ta ye warigwɛ kuru duuru ye, muso ta ye saba ye. 
LEV.27.7	K'a ta saan bi wɔɔrɔ ma ka taga ɲa, cɛɛ ta ye warigwɛ kuru tan ni duuru ye, muso ta ye tan ye.
LEV.27.8	«Ni mɔgɔ min ye dajuru ta ne Masaba ye, n'ale dɛsɛnin lo fɔɔ see t'a ye ka se ka warigwɛ hakɛ nin di, a ye dajuru ta mɔgɔ min koo la, a ka taga n'o tigi ye sarakalasebaga fɛ, ale k'o sɔngɔ sigi ka kɛɲɛ ni dadibaga seko ye.
LEV.27.9	«Ni mɔgɔ min y'a daa di ne Masaba ma begɛn koo la, min be se ka kɛ saraka ye ne ye, o begɛn nin bena jati ne ta ye. 
LEV.27.10	A tigi kan'a falen, a kana ɲuman di kolon nɔɔ na, a kana kolon di ɲuman nɔɔ na. N'a ye dɔ bila dɔ nɔɔ na, u fila bɛɛ be kɛ ne Masaba ta ye.
LEV.27.11	«N'a y'a daa di begɛn min koo la, n'o saniyanin tɛ sariya faan fɛ, n'o te se ka kɛ saraka ye ne Masaba ye, a tigi k'a yira sarakalasebaga la, 
LEV.27.12	ale k'a filɛ n'a ka ɲi, walima n'a ma ɲi. Sarakalasebaga mana warida min fɔ, o te se ka sɔsɔ. 
LEV.27.13	Ni begɛntigi b'a fɛ ka segi k'a san, sɔngɔ min fɔra, a ka kan k'o tilan duurunan fara a kan.
LEV.27.14	«Ni mɔgɔ dɔ y'a ka soo di ne Masaba ma, o tuma na, sarakalasebaga k'a filɛ n'a ka ɲi, walima n'a ma ɲi. Sarakalasebaga mana warida min fɔ, o te se ka sɔsɔ. 
LEV.27.15	N'a tigi segira ko a b'a san, o tuma na, warida min fɔra, a ka kan k'o tilan duurunan fara a kan, a be segi ka kɛ a ta ye.
LEV.27.16	«Ni mɔgɔ dɔ y'a ka dugukolo faan dɔ di ne Masaba ma, a sɔngɔ ka kan ka la ka kɛɲɛ ni yɔrɔ suman danta hakɛ ye. Suman min be wele 
LEV.27.17	N'o yɔrɔ nin dira ne Masaba ma saan bi duurunan na, a sɔngɔ be to a nɔɔ na. 
LEV.27.18	Nga n'a b'a kɛ saan bi duurunan tɛmɛnin kɔ, saan tɔɔ minw tora sanni saan bi duurunan wɛrɛ ka se, sarakalasebaga k'a sɔngɔ jati minɛ a ye ka kɛɲɛ n'o saanw daa ye. A sɔngɔ siginin nin bena nɔgɔya. 
LEV.27.19	Ni dɔ b'a fɛ ka segi k'a ka yɔrɔ san tugu, a k'a sɔngɔ siginin nin tilan duurunan fara a sɔngɔ kan, a be segi ka kɛ a ta ye. 
LEV.27.20	Nga n'a ma se k'a san, a do y'a feere mɔgɔ wɛrɛ ma, a tena se k'a san tugu fewu k'a kɛ a yɛrɛ ta ye. 
LEV.27.21	Ni yɔrɔ sanbaga y'a labila saan bi duurunan na, a bena kɛ ne Masaba ta ye. A bena kɛ sarakalasebagaw ta ye.
LEV.27.22	«Ni mɔgɔ dɔ ye yɔrɔ san min te a faaw ta ye, n'a y'a di ne Masaba ma, 
LEV.27.23	o tuma na, sarakalasebaga ben'a sɔngɔ jati ka kɛɲɛ ni saanw daa ye minw tora sanni saan bi duurunan ka se. A tigi ka kan k'o wari di o loon na, o wari ye ne Masaba ta ye. 
LEV.27.24	Saan bi duurunan na, yɔrɔ nin sanna mɔgɔ min fɛ ka kɔrɔ, min tun ye a tigi ye, a bena segi ka kɛ o ta ye.
LEV.27.25	«Fɛɛn bɛɛ sɔngɔ ka sigi ka kɛɲɛ ni ne ka sigiyɔrɔ warigwɛ kuru ye. O warigwɛ kuru kelen ye garamu tan ye.
LEV.27.26	«Mɔgɔ si man kan ka dajuru ta ko a ben'a ka begɛn deen fɔlɔ di ne Masaba ma, bari deen fɔlɔ ye ne ta ye ka ban. A kɛra misi ye wo, saga lo wo, o ye ne Masaba ta ye. 
LEV.27.27	Ni begɛn saniyanin tɛ sariya faan fɛ, a tigi be se k'a san tugu a sɔngɔ siginin na, k'o sɔngɔ tilan duurunan fara a kan. N'a m'a san, begɛn nin ka feere mɔgɔ wɛrɛ ma a sɔngɔ la.
LEV.27.29	Ni mɔgɔ bilara ka kɛ ne ta ye, a te se ka kunmabɔ ni wari ye. Wajibi lo a ka faga.
LEV.27.31	Ni mɔgɔ dɔ b'a fɛ k'a ka jaka dɔ sɔrɔ tugu, a k'a sɔngɔ di ani k'o tilan duurunan fara a kan. 
LEV.27.32	Begɛn jakaw bɛɛ ye ne Masaba ta ye. Misi fara begɛnmisɛnw kan. Begɛn minw tɛmɛna begɛnmarabaga ka bere kɔrɔ u jatituma na,
LEV.27.33	A tigi man kan k'a ka begɛn ɲanamanw woloma ka bɔ begɛn kuntanw na, a kana u falen fana. Nga n'a ye dɔ falen, a falenna minw na, u fila bɛɛ be kɛ ne Masaba ta ye. A tigi te se k'u san tugu.»
LEV.27.34	Masaba ye sariya minw fɔ Musa ye Sinayi kulu kan, waasa a k'u fɔ Isirayɛlidenw ye, olu lo ye nunu ye.
NUM.1.2	«I ka Isirayɛli jama bɛɛ mɔgɔda jati, fadenw fadenw, ni gwaso gwaso, u tɔgɔ ka sɛbɛn kelen kelen, cɛɛw bɛɛ. 
NUM.1.3	Ele ni Arɔn, aw bena u jati ka kɛɲɛ n'u ka kɛlɛden jɛnkuluw cogo ye, Isirayɛliden minw bɛɛ be se ka taga kɛlɛ la, n'u ye saan mugan sɔrɔ ani ka tɛmɛ o kan. 
NUM.1.4	Mɔgɔ kelen kelen ka kan ka bɔ Isirayɛli ka deen tan ni fila kɔmɔgɔw cɛma ka fara aw kan, olu ka kɛ gwatigiw ye. 
NUM.1.5	Mɔgɔ minw ka kan ka fara aw kan, olu tɔgɔ filɛ:
NUM.1.5	Urubɛn kɔmɔgɔw fɛ:
NUM.1.5	Sedewuri dencɛ Elisuri
NUM.1.6	Simeyɔn kɔmɔgɔw fɛ:
NUM.1.6	Surisadayi dencɛ Selumiyɛli
NUM.1.7	Zuda kɔmɔgɔw fɛ:
NUM.1.7	Aminadabu dencɛ Nasɔn
NUM.1.8	Isakari kɔmɔgɔw fɛ:
NUM.1.8	Suwari dencɛ Netanɛli
NUM.1.9	Zabulɔn kɔmɔgɔw fɛ:
NUM.1.9	Elɔn dencɛ Eliyabu
NUM.1.10	«Yusufu deenw Efarayimu ni Manase kɔmɔgɔw fɛ:
NUM.1.10	Efarayimu:
NUM.1.10	Amiwudi dencɛ Elisama
NUM.1.10	Manase:
NUM.1.10	Pedasuri dencɛ Gameliyɛli.
NUM.1.11	Bɛnzamɛn kɔmɔgɔw fɛ:
NUM.1.11	Gidewoni dencɛ Abidan
NUM.1.12	Dan kɔmɔgɔw fɛ:
NUM.1.12	Amisadayi dencɛ Ayezɛri
NUM.1.13	Asɛri kɔmɔgɔw fɛ:
NUM.1.13	Okiran dencɛ Pagiyɛli
NUM.1.14	Gadi kɔmɔgɔw fɛ:
NUM.1.14	Dewuyɛli dencɛ Eliyazafu
NUM.1.15	Nɛfutali kɔmɔgɔw fɛ:
NUM.1.15	Enan dencɛ Ayira.»
NUM.1.16	Mɔgɔ minw tun wolomana ka bɔ jama cɛma, olu le ye nunu ye. U tun kɛra u faaw kɔmɔgɔw kuntigiw ye. Olu le tun ye kɛlɛden jɛnkuluw kuntigiw ye. 
NUM.1.17	Mɔgɔ minw tun wolomana n'u tɔgɔ fɔra, Musa ni Arɔn ye olu fara u yɛrɛ kan. 
NUM.1.18	U ye Isirayɛlidenw bɛɛ lajɛn kalo filanan tile fɔlɔ loon. Ka kɛɲɛ n'u ka fadenyabolow ni gwatigiw ye, mɔgɔ minw ye saan mugan sɔrɔ ani minw tɛmɛna o kan, u ye olu tɔgɔ sɛbɛn kelen kelen, cɛɛw bɛɛ. 
NUM.1.19	Musa y'u jati kongokolon kɔnɔ Sinayi kulu gɛrɛfɛ ka kɛɲɛ ni Masaba ka fɔta ye.
NUM.1.20	Urubɛn min tun ye Isirayɛli deen fɔlɔ ye, u ye ale kɔmɔgɔw tɔgɔ sɛbɛn ka kɛɲɛ ni fadenyabolow ni gwatigiw ye u ka buruju la, k'a ta cɛɛw ma minw ye saan mugan sɔrɔ ani ka tɛmɛ o kan, u ye olu bɛɛ tɔgɔ sɛbɛn kelen kelen k'u jati, minw bɛɛ tun be se ka taga kɛlɛ la. 
NUM.1.21	Mɔgɔ minw jatira ka sɔrɔ Urubɛn kɔmɔgɔw fɛ, olu kɛra mɔgɔ waa bi naani ni wɔɔrɔ ani kɛmɛ duuru (46 500) ye.
NUM.1.22	U ye Simeyɔn taw tɔgɔ sɛbɛn ka kɛɲɛ n'u fadenyabolo ye n'u gwatigiw ye, u ka buruju la. Cɛden minw bɛɛ jatira k'a ta saan mugan ma ani ka tɛmɛ o kan, minw tun be se ka taga kɛlɛ la. 
NUM.1.23	O kɛra mɔgɔ waa bi duuru ni kɔnɔntɔn ani kɛmɛ saba (59 300) ye.
NUM.1.24	U ye Gadi kɔmɔgɔw tɔgɔ sɛbɛn ka kɛɲɛ n'u fadenyabolo ye, n'u gwatigiw ye, u ka buruju la, u ye sanmugandenw le jati, ani minw tɛmɛna o kan, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.25	O kɛra mɔgɔ waa bi naani ni duuru, ani kɛmɛ wɔɔrɔ ni bi duuru (45 650) ye.
NUM.1.26	U ye Zuda taw tɔgɔ sɛbɛn ka kɛɲɛ n'a fadenyabolo ye n'u gwatigiw ye, u ka buruju la, u ye sanmugandenw le jati, ani minw tɛmɛna o kan, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.27	O kɛra mɔgɔ waa bi wolonwula ni naani, ani kɛmɛ wɔɔrɔ (74 600) ye.
NUM.1.28	U ye Isakari taw tɔgɔ sɛbɛn k'a ta saan mugan ma fɔɔ ka yɛlɛ, ka kɛɲɛ n'u fadenyabolo ye n'u gwatigiw ye, u ka buruju la, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.29	O kɛra mɔgɔ waa bi duuru ni naani, ani kɛmɛ naani (54 400) ye.
NUM.1.30	U ye Zabulɔn taw tɔgɔ sɛbɛn k'a ta saan mugan ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la ka kɛɲɛ n'u fadenyabolo ye n'u gwatigiw ye, u ka buruju la. 
NUM.1.31	O kɛra mɔgɔ waa bi duuru ni wolonwula, ani kɛmɛ naani (57 400) ye.
NUM.1.32	Yusufu deenw ta filɛ. Efarayimu ta, u ye olu ka buruju sɛbɛn ka kɛɲɛ n'u fadenyabolo ye n'u gwatigiw, k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.33	O kɛra mɔgɔ waa bi naani ani kɛmɛ duuru (40 500) ye.
NUM.1.34	Manase taw, u ye olu buruju sɛbɛn ka kɛɲɛ n'u gwatigiw, n'u fadenyabolo ye, k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.35	O kɛra mɔgɔ waa bi saba ni fila, ani kɛmɛ fila (32 200) ye.
NUM.1.36	U ye Bɛnzamɛn taw tɔgɔ sɛbɛn ka kɛɲɛ n'u fadenyabolo n'u gwatigiw ye, u ka buruju la, k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.37	O kɛra mɔgɔ waa bi saba ni duuru, ani kɛmɛ naani (35 400) ye.
NUM.1.38	U ye Dan taw sɛbɛn ka kɛɲɛ n'u fadenyabolo n'u gwatigiw ye, u ka buruju la, k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.39	O kɛra mɔgɔ waa bi wɔɔrɔ ni fila ani kɛmɛ wolonwula (62 700) ye.
NUM.1.40	U ye Asɛri taw sɛbɛn ka kɛɲɛ n'u fadenyabolo ye n'u gwatigiw ye u ka buruju la, k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.41	O kɛra mɔgɔ waa bi naani ni kelen ani kɛmɛ duuru (41 500) ye.
NUM.1.42	U ye Nɛfutali taw sɛbɛn ka kɛɲɛ n'u fadenyabolo n'u gwatigiw ye, u ka buruju la, k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la. 
NUM.1.43	O kɛra mɔgɔ waa bi duuru ni saba ani kɛmɛ naani (53 400) ye.
NUM.1.44	Musa ni Arɔn ani ɲamɔgɔ tan ni fila nunu, minw bɔra Isirayɛli deen tan ni fila nunu na kelen kelen, olu ye Isirayɛliden minw jati, olu le y'o ye. 
NUM.1.45	Isirayɛliden minw bɛɛ jatira k'a ta sanmugandenw ma fɔɔ ka yɛlɛ, minw bɛɛ be se ka taga kɛlɛ la, 
NUM.1.46	o kɛra mɔgɔ waa kɛmɛ wɔɔrɔ ni waa saba ani kɛmɛ duuru ni bi duuru (603 550) ye. 
NUM.1.47	Levi kɔmɔgɔw fadenyabolo ma jati ka fara u kan.
NUM.1.48	Masaba y'a fɔ Musa ye ko: 
NUM.1.49	«Kana Levi kɔmɔgɔw jati, kana u tɔgɔ fana sɛbɛn ka fara Isirayɛliden tɔw kan. 
NUM.1.50	Ne ka layidu walaka be bila fanibugu min kɔnɔ, o baara koo don Levi kɔmɔgɔw bolo, n'a kɔnɔnaminanw bɛɛ, ani fɛɛn o fɛɛn ye o yɔrɔ ta ye. U bena to k'a walaka k'a ta, ani a kɔnɔnaminanw bɛɛ. A kɔnɔnabaara bena to u bolo, u bena sigi k'a lamini. 
NUM.1.51	Ni bugu nin ka kan ka taga yɔrɔ wɛrɛ la, Levi kɔmɔgɔw le b'a walaka. N'a ka kan ka lɔ, olu le b'a lɔ. Ni mɔgɔ wɛrɛ gwɛrɛl'a la, o tigi be faga.
NUM.1.52	Isirayɛliden tɔw bena sigi, u kelen kelen bɛɛ n'u ka sigiyɔrɔ, ka kɛɲɛ n'u ka kɛlɛden jɛnkuluw ye u ka taamasiɲɛ kɔrɔ. 
NUM.1.53	Levi kɔmɔgɔw le bena sigi ka bugu nin lamini, janko ne kana dimi jama kɔrɔ. U bena to k'a kɔlɔsi.»
NUM.1.54	Masaba tun ye koo minw bɛɛ fɔ Musa ye, Isirayɛlidenw ye olu kɛ tigitigi.
NUM.2.1	Masaba kumana Musa ni Arɔn fɛ ko: 
NUM.2.2	«Isirayɛlidenw bena sigi u ka mɔgɔw la kɛlɛdenw jɛnkulu sigiyɔrɔ la, u ka taamasiɲɛw kɔrɔ, Ɲɔgɔnkunbɛn fanibugu gɛrɛfɛ k'a lamini, ka furancɛ to u ni ɲɔgɔn cɛ. 
NUM.2.3	«Zuda kɔmɔgɔw la kɛlɛdenw jɛnkulu bena sigi u ka taamasiɲɛ kɔrɔ kɔrɔn fɛ. U kuntigi ye Aminadabu dencɛ Nasɔn ye. 
NUM.2.4	Kɛlɛden waa bi wolonwula ni naani ani kɛmɛ wɔɔrɔ (74 600) le b'a fɛ. 
NUM.2.5	Isakari kɔmɔgɔw bena sigi Zuda ta gɛrɛfɛ. U kuntigi ye Suwari dencɛ Netanɛli ye. 
NUM.2.6	A ka kɛlɛdenw ye mɔgɔ waa bi duuru ni naani ani kɛmɛ naani (54 400) ye. 
NUM.2.7	Zabulɔn ta fana ka sigi olu gɛrɛfɛ, u kuntigi ye Elɔn dencɛ Eliyabu ye. 
NUM.2.8	A ka kɛlɛdenw ye mɔgɔ waa bi duuru ni wolonwula ani kɛmɛ naani (57 400) ye. 
NUM.2.9	Zuda kɔmɔgɔw la kɛlɛdenw bɛɛ lajɛnnin kɛra mɔgɔ waa kɛmɛ ni bi seegi ni wɔɔrɔ ani kɛmɛ naani (186 400) ye. Olu le be bila ɲafɛ.
NUM.2.10	«Urubɛn kɔmɔgɔw la kɛlɛdenw bena sigi worodugu ɲafan fɛ u ka taamasiɲɛ kɔrɔ. U kuntigi ye Sedewuri dencɛ Elisuri ye. 
NUM.2.11	A ka kɛlɛdenw ye mɔgɔ waa bi naani ni wɔɔrɔ ani kɛmɛ duuru (46 500) ye. 
NUM.2.12	Simeyɔn kɔmɔgɔw ta bena sigi olu gɛrɛfɛ, u kuntigi ye Surisadayi dencɛ Selumiyɛli ye. 
NUM.2.13	A ka kɛlɛdenw ye mɔgɔ waa bi duuru ni kɔnɔntɔn ani kɛmɛ saba (59 300) ye. 
NUM.2.14	Gadi kɔmɔgɔw fana bena sigi olu gɛrɛfɛ, u kuntigi ye Erewuyɛli dencɛ Eliyazafu ye. 
NUM.2.15	A ka kɛlɛdenw ye mɔgɔ waa bi naani ni duuru ani kɛmɛ wɔɔrɔ ni bi duuru (45 650) ye. 
NUM.2.16	Urubɛn kɔmɔgɔw la kɛlɛdenw bɛɛ lajɛnnin kɛra mɔgɔ waa kɛmɛ ni bi duuru ni kelen, ani kɛmɛ naani ni bi duuru (151 450) ye. Olu le bena kɛ filanan ye ka taga.
NUM.2.17	«O kɔ, Ɲɔgɔnkunbɛn fanibugu ni Levi kɔmɔgɔw bena tugu o jɛnkulu fila nunu kɔ, tɔw ka sɔrɔ ka tugu. N'u sigira yɔrɔ min na, n'u be wili o yɔrɔ la ka taga, u be taga ten. U kelen kelen bɛɛ n'u ka lɔyɔrɔ, u ka taamasiɲɛ kɔrɔ.
NUM.2.18	«Efarayimu kɔmɔgɔw la kɛlɛdenw bena sigi tileben fɛ, u ka taamasiɲɛ kɔrɔ. U kuntigi ye Amiwudi dencɛ Elisama ye. 
NUM.2.19	A ka kɛlɛdenw ye mɔgɔ waa bi naani ani kɛmɛ duuru (40 500) ye. 
NUM.2.20	Manase kɔmɔgɔw bena sigi olu gɛrɛfɛ. U kuntigi ye Pedasuri dencɛ Gameliyɛli ye. 
NUM.2.21	A ka kɛlɛdenw ye mɔgɔ waa bi saba ni fila ani kɛmɛ fila (32 200) ye. 
NUM.2.22	Bɛnzamɛn kɔmɔgɔw fana bena sigi olu gɛrɛfɛ, u kuntigi ye Gidewoni dencɛ Abidan ye. 
NUM.2.23	A ka kɛlɛdenw ye mɔgɔ waa bi saba ni duuru ani kɛmɛ naani (35 400) ye. 
NUM.2.24	Efarayimu kɔmɔgɔw la kɛlɛdenw bɛɛ lajɛnnin kɛra mɔgɔ waa kɛmɛ ni seegi ani kɛmɛ (108 100) ye. Olu le bena kɛ sabanan ye ka tugu.
NUM.2.25	«Dan kɔmɔgɔw la kɛlɛdenw bena sigi kɔgɔdugu ɲafan fɛ, u ka taamasiɲɛ kɔrɔ. U kuntigi ye Amisadayi dencɛ Ayezɛri ye. 
NUM.2.26	A ka kɛlɛdenw ye mɔgɔ waa bi wɔɔrɔ ni fila ani kɛmɛ wolonwula (62 700) ye. 
NUM.2.27	Asɛri kɔmɔgɔw bena sigi olu gɛrɛfɛ. U kuntigi ye Okiran dencɛ Pagiyɛli ye. 
NUM.2.28	A ka kɛlɛdenw ye mɔgɔ waa bi naani ni kelen ani kɛmɛ duuru (41 500) ye. 
NUM.2.29	Nɛfutali kɔmɔgɔw bena sigi olu gɛrɛfɛ. U kuntigi ye Enan dencɛ Ayira ye. 
NUM.2.30	A ka kɛlɛdenw ye mɔgɔ waa bi duuru ni saba ani kɛmɛ naani (53 400) ye. 
NUM.2.31	Dan kɔmɔgɔw la kɛlɛdenw bɛɛ lajɛnnin kɛra mɔgɔ waa kɛmɛ ni bi duuru ni wolonwula ani kɛmɛ wɔɔrɔ (157 600) ye. Olu le be wili laban na n'u ka taamasiɲɛ ye ka tugu.»
NUM.2.32	Isirayɛliden minw tun jatira kɔmɔgɔ kɔmɔgɔ, o kɛlɛden minw jatira ka kɛɲɛ n'u ka jɛnkuluw ye, olu bɛɛ lajɛnnin kɛra mɔgɔ waa kɛmɛ wɔɔrɔ ni saba ani kɛmɛ duuru ni bi duuru (603 550) ye. 
NUM.2.33	Ka kɛɲɛ ni Masaba ka fɔta ye Musa ma, u ma Levi kɔmɔgɔw jati ka fara u kan. 
NUM.2.34	Masaba tun ye fɛɛn min bɛɛ fɔ Musa ye, Isirayɛlidenw y'o kɛ. N'u be wili ka taga sigi yɔrɔ dɔ tuma min na, u be taga sigi ten u ka taamasiɲɛ kɔrɔ, ka kɛɲɛ n'u ka fadenyabolow ani u ka somɔgɔw ye.
NUM.3.1	Musa ni Arɔn kɔmɔgɔw filɛ nin ye, tuma min na Masaba tun be kuma Musa fɛ Sinayi kulu kan.
NUM.3.3	U tun ye tulu mɔn Arɔn deen minw na k'u don sarakalasebaara la, n'u tun b'a kɛra, olu tɔgɔ filɛ: 
NUM.3.4	 Nadabu ni Abiyu tun nana ni takami dɔ ye Masaba ɲakɔrɔ min y'a tana ye, o la, olu sara yen kongokolon kɔnɔ Sinayi kulu gɛrɛfɛ. U tun ma deenw sɔrɔ fɔlɔ. Eleyazari ni Itamari le tora k'o baara kɛ u facɛ Arɔn kɔrɔ.
NUM.3.5	Masaba y'a fɔ Musa ye ko: 
NUM.3.6	«A to Levi kɔmɔgɔw ka gwɛrɛ ka na to sarakalasebaga Arɔn kɔrɔ ka to k'a dɛmɛ baara la. 
NUM.3.7	U bena to k'a dɛmɛ ka baara kɛ jama bɛɛ ye Ɲɔgɔnkunbɛn fanibugu ɲafɛ, ani k'a kɔnɔnabaara kɛ. 
NUM.3.8	Olu le bena to k'a kɔnɔnaminanw bɛɛ kɔlɔsi, ani ka Isirayɛlidenw ka baara kɛ u ye fanibugu kɔnɔ. 
NUM.3.9	I bena Levi kɔmɔgɔw di Arɔn n'a deenw ma. U bena to a bolo kan Isirayɛlidenw tɔgɔ la. 
NUM.3.10	A to Arɔn n'a deenw dama ka sarakalasebaara kɛ. Ni mɔgɔ wɛrɛ gwɛrɛla o yɔrɔ la, o tigi bena faga.»
NUM.3.11	Masaba y'a fɔ Musa ye tugu ko: 
NUM.3.12	«Ayiwa, ne ye Levi kɔmɔgɔw ta Isirayɛlidenw cɛma k'u kɛ n taw ye, Isirayɛlidenw dencɛ fɔlɔw nɔɔ na. U bena kɛ ne taw ye. 
NUM.3.13	 Bari, deen fɔlɔw bɛɛ ye ne taw ye. Loon min na ne ye Ezipitikaw deen fɔlɔw bɛɛ faga, o waati la, ne ye Isirayɛlidenw deen fɔlɔw kɛ n yɛrɛ ta ye. Adamadenw ta, ni begɛnw ta fana, u bɛɛ ye ne taw ye. Ne le ye Masaba ye.»
NUM.3.14	Masaba kumana Musa fɛ kongokolon kɔnɔ Sinayi kulu gɛrɛfɛ ko: 
NUM.3.15	«Levi kɔmɔgɔw jati gwaaw kɔnɔ, ani fadenyabolo la. I ka cɛdenw jati, k'a ta kalokelendenw ma fɔɔ ka yɛlɛ sanfɛ.» 
NUM.3.16	Masaba y'a ɲini Musa fɛ cogo min na, a y'u jati ka kɛɲɛ n'a ka fɔta ye ten.
NUM.3.17	Levi dencɛw tɔgɔ filɛ: Gɛrisɔn ni Keyati ani Merari. 
NUM.3.18	Gɛrisɔn deenw ka fadenyabolow ye Libini ni Simeyi kɔmɔgɔw ye. 
NUM.3.19	Keyati deenw taw ye Amuramu ni Yiseyari ni Eburɔn ani Uziyɛli kɔmɔgɔw ye. 
NUM.3.20	Merari deenw taw ye Mali ni Musi kɔmɔgɔw ye. Fadenyabolo minw bɔra Levi la, olu ye nin ye, gwatigi gwatigi.
NUM.3.21	Fadenyabolo fila bɔra Gɛrisɔn na, Libini ta, ani Simeyi ta. 
NUM.3.22	Olu fɛ, cɛden minw tɔgɔ sɛbɛnna k'u jati, k'a ta kalokelendenw ma fɔɔ ka yɛlɛ, olu kɛra mɔgɔ waa wolonwula ni kɛmɛ duuru (7 500) ye. 
NUM.3.23	Fadenyabolo minw bɔra Gɛrisɔn na, olu sigira fanibugu kɔfɛ tileben fɛ. 
NUM.3.24	U ka gwatigi tun ye Layɛli dencɛ Eliyazafu ye. 
NUM.3.25	U ka baara tun ye min ye Ɲɔgɔnkunbɛn fanibugu kɔnɔ, o tun ye a kɔlɔsiko ye: fanibugu yɛrɛ, n'a birifani, ani a dalafani. 
NUM.3.26	Luu min tun be fanibugu ni sarakabɔyɔrɔ lamini, o luu faniw n'a dalataw, ani fanibugu sirijuruw, olu kɔlɔsiko tun b'u bolo fana.
NUM.3.27	Fadenyabolo minw bɔra Keyati la, o ye Amuramu ni Yiseyari ni Eburɔn ani Uziyɛli taw ye. 
NUM.3.28	Cɛden daa min sɔrɔla olu fɛ, o kɛra mɔgɔ waa seegi ni kɛmɛ wɔɔrɔ (8 600) ye, k'a ta kalokelendenw ma fɔɔ ka yɛlɛ. Olu le kɛra Masaba ka yɔrɔ kɔlɔsibagaw ye. 
NUM.3.29	Fadenyabolo minw bɔra Keyati la, olu tun sigira fanibugu worodugu ɲafan fɛ. 
NUM.3.30	U ka gwatigi tun ye Uziyɛli dencɛ Elisafan ye. 
NUM.3.31	Ala ka layidu taamasiɲɛ kɛsu marako tun be olu bolo, ni buruw bilayɔrɔ, ani fitinɛ, ni sarakabɔyɔrɔw, ani Masaba ka yɔrɔ baarakɛminanw, ni soo nin cɛtigɛfani. Fɛɛn o fɛɛn tun be yen, o marako tun be u bolo. 
