GEN.1.1	Nang pasimula ay nilikha ng Diyos ang langit at ang lupa;
GEN.28.5	Pinapunta nga ni Isaac si Jacob sa Mesopotamia, sa kanyang Tiyo Laban na anak ni Bethuel na taga-Aram. Si Laban ay kapatid ni Rebeca na ina nina Jacob at Esau.
GEN.28.6	Nalaman ni Esau na pinapunta ni Isaac si Jacob sa Mesopotamia upang doon mag-asawa. Nalaman din niya na pagkatapos basbasan si Jacob ay pinagbawalan itong mag-asawa ng babaing taga-Canaan. 
GEN.28.7	Nalaman din niyang sinunod ni Jacob ang kanyang ama't ina at nagpunta nga sa Mesopotamia. 
GEN.28.8	Nang mabatid ni Esau na ayaw ng kanyang ama sa babaing Cananea, 
GEN.28.9	nagpunta siya sa kanyang Tiyo Ismael na anak din ng kanyang Lolo Abraham. Nag-asawa siya ng isa pa, ang pinsan niyang si Mahalat na kapatid ni Nebayot at anak ni Ismael.
GEN.28.10	Umalis
GEN.28.11	Inabot siya nang paglubog ng araw sa isang lugar at minabuti niyang doon na magpalipas ng gabi. Isang bato ang inunan niya sa kanyang pagtulog. 
GEN.28.12	Nang
GEN.28.13	Walang
GEN.28.14	Darami
GEN.28.15	Tandaan mo, susubaybayan kita at ipagtatanggol saan ka man magpunta, at ibabalik kita sa lupaing ito. Hindi kita iiwan hanggang sa matupad ang lahat ng sinabi ko sa iyo.”
GEN.28.16	Nagising si Jacob at ang sabi, “Hindi ko alam na narito pala si Yahweh! 
GEN.28.17	Nakakapangilabot ang lugar na ito! Tiyak na ito ang tahanan ng Diyos at ang pintuan ng kalangitan.”
GEN.28.18	Maagang gumising si Jacob nang umagang iyon. Kinuha niya ang inunang bato at itinayo bilang isang alaala. Binuhusan niya ito ng langis at itinalaga sa Diyos. 
GEN.28.19	Tinawag niyang Bethel
GEN.28.20	Nangako si Jacob nang ganito: “O Yahweh, kung ako'y sasamahan ninyo at iingatan sa paglalakbay na ito, pakakainin at dadamitan, 
GEN.28.21	at makakabalik na muli sa bahay ng aking ama, kayo po ang aking magiging Diyos. 
GEN.28.22	Sasambahin kayo sa lugar na ito na pinagtayuan ko ng batong alaalang ito, at ibabalik ko sa inyo ang ikasampung bahagi ng lahat ng ipinagkakaloob ninyo sa akin.”
GEN.29.1	Nagpatuloy si Jacob sa kanyang paglalakbay hanggang sa dumating siya sa lupain ng mga taga-Silangan. 
GEN.29.2	May nakita siyang isang balon ng tubig sa kaparangan. Sa paligid nito'y may tatlong kawan ng mga tupang nagpapahinga, sapagkat doon pinapainom ang mga ito. Ang balon ay may takip na malaking bato, 
GEN.29.3	at binubuksan lamang ito kapag papainumin na ang mga tinipong kawan. Matapos painumin ang mga ito, muli nilang tinatakpan ang balon.
GEN.29.4	Tinanong ni Jacob ang mga pastol na naroon, “Tagasaan kayo, mga kaibigan?”
GEN.29.4	“Taga-Haran,” tugon nila.
GEN.29.5	“Kilala ba ninyo si Laban na apo ni Nahor?” tanong niyang muli.
GEN.29.5	“Oo,” sagot naman nila.
GEN.29.6	“Kumusta na siya?” tanong pa niya.
GEN.29.6	“Mabuti,” sabi naman nila. “Hayun at dumarating si Raquel, ang anak niyang dalaga! Kasama niya ang kawan ng kanyang ama.”
GEN.29.7	“Maaga pa naman,” sabi ni Jacob, “bakit hindi ninyo painumin ang mga tupa at dalhin muna sa pastulan bago ikulong?”
GEN.29.8	“Aba, hindi maaari!” sagot ng mga pastol. “Ang lahat ng pastol ay kailangang narito bago buksan ang balon; saka pa lamang kami maaaring magpainom.”
GEN.29.9	Nakikipag-usap pa si Jacob nang dumating si Raquel na kasama ang kawan ng kanyang ama. 
GEN.29.10	Nang makita ni Jacob si Raquel na kasama ang kawan ni Laban, binuksan ni Jacob ang balon at pinainom ang mga tupa. 
GEN.29.11	Pagkatapos, nilapitan niya ang dalaga at hinagkan; napaiyak siya sa tuwa. 
GEN.29.12	Sinabi niya, “Ako'y pamangkin ng iyong ama, anak ng iyong Tiya Rebeca!”
GEN.29.12	Patakbong umuwi si Raquel at ibinalita ito sa ama. 
GEN.29.13	Sinalubong naman agad ni Laban ang kanyang pamangkin. Niyakap niya ito at hinagkan, saka isinama sa kanila. Nang maisalaysay ni Jacob ang lahat, 
GEN.29.14	sinabi sa kanya ni Laban, “Tunay na ikaw ay laman ng aking laman at dugo ng aking dugo!” At doon na siya tumira sa loob ng isang buwan.
GEN.29.15	Pagkalipas ng isang buwan, sinabi ni Laban kay Jacob, “Hindi dahil magkamag-anak tayo ay pagtatrabahuhin kita nang walang bayad; magkano bang dapat kong isweldo sa iyo?” 
GEN.29.16	Si Laban ay may dalawang anak na dalaga. Si Lea ang nakatatanda at si Raquel naman ang nakababata. 
GEN.29.17	Mapupungay
GEN.29.18	Nabighani si Jacob kay Raquel, kaya't ang sabi niya kay Laban, “Paglilingkuran ko kayo nang pitong taon para kay Raquel.”
GEN.29.19	Sinabi ni Laban, “Mas gusto ko ngang ikaw ang mapangasawa niya kaysa iba. Sige, dumito ka na.” 
GEN.29.20	Pitong taóng naglingkod si Jacob upang mapasakanya si Raquel, ngunit iyon ay parang katumbas lamang ng ilang araw dahil sa laki ng kanyang pag-ibig dito.
GEN.29.21	Sinabi ni Jacob kay Laban, “Dumating na po ang panahong dapat kaming makasal ng inyong anak.” 
GEN.29.22	Naghanda nang malaki si Laban at inanyayahan ang lahat ng tagaroon. 
GEN.29.23	Ngunit nang gabing iyon, hindi alam ni Jacob na ang pinasiping sa kanya ay si Lea, sa halip na si Raquel. 
GEN.29.24	Ibinigay naman ni Laban kay Lea ang alipin nitong si Zilpa. 
GEN.29.25	Kinaumagahan, nakita ni Jacob na si Lea pala ang kanyang kasiping. Kaya sinabi niya kay Laban, “Bakit ninyo ito ginawa sa akin? Bakit ninyo ako nilinlang? Naglingkod ako sa inyo para kay Raquel, hindi po ba?”
GEN.29.26	Sumagot si Laban, “Hindi kaugalian dito sa amin na mauna pang mag-asawa ang nakababatang kapatid. 
GEN.29.27	Patapusin mo muna ang sanlinggong pagdiriwang na ito at pagkatapos ay ibibigay ko sa iyo si Raquel kung maglilingkod ka sa akin ng pitong taon pa.”
GEN.29.28	Sumang-ayon naman si Jacob at nang matapos ang pagdiriwang, ibinigay nga sa kanya ni Laban si Raquel bilang asawa. 
GEN.29.29	Ibinigay rin ni Laban kay Raquel ang alipin nitong si Bilha. 
GEN.29.30	Sa wakas, naangkin ni Jacob si Raquel; mas mahal niya ito kaysa kay Lea. Kaya't naglingkod pa si Jacob kay Laban nang pitong taon pa.
GEN.29.31	Alam ni Yahweh na si Lea ay di gaanong mahal ni Jacob, kaya't niloob niyang magkaanak na ito, samantalang si Raquel ay baog. 
GEN.29.32	Lalaki ang unang anak ni Lea. Ang sabi niya, “Nakita ni Yahweh ang aking suliranin. Ngayon, tiyak na mamahalin ako ng aking asawa.” Kaya't Ruben
GEN.29.33	Nagdalang-tao siyang muli at lalaki na naman ang kanyang naging anak. Kanyang sinabi, “Kaloob din ito sa akin ni Yahweh, dahil narinig niyang ako'y hindi mahal ng aking asawa.” Kaya't tinawag naman niya itong Simeon.
GEN.29.34	Muling nagdalang-tao si Lea at lalaki uli ang naging anak. Sinabi niya, “Lalo akong mapapalapit sa aking asawa, sapagkat tatlong lalaki na ang aming anak.” At tinawag niya itong Levi.
GEN.29.35	Nagdalang-tao siyang muli at lalaki pa rin ang kanyang anak. Sinabi niya, “Ngayo'y pupurihin ko si Yahweh.” Kaya't tinawag niya itong Juda.
GEN.30.1	Nainggit si Raquel sa kanyang kapatid sapagkat hindi siya magkaanak. Sinabi niya kay Jacob, “Mamamatay ako kapag hindi pa tayo nagkaanak.”
GEN.30.2	Nagalit si Jacob at sinabi kay Raquel, “Bakit, Diyos ba ako na pumipigil sa iyong panganganak?”
GEN.30.3	Kaya't sinabi ni Raquel, “Kung gayon, sipingan mo ang alipin kong si Bilha upang magkaanak ako sa pamamagitan niya.”
GEN.30.4	At pinasiping niya kay Jacob ang kanyang aliping si Bilha. 
GEN.30.5	Nagdalang-tao ito at nanganak ng lalaki. 
GEN.30.6	“Panig sa akin ang hatol ng Diyos,” sabi ni Raquel. “Dininig niya ang aking dalangin at pinagkalooban ako ng anak na lalaki.” Kaya Dan
GEN.30.7	Muling nagdalang-tao si Bilha at nanganak ng isa pang lalaki. 
GEN.30.8	Sinabi ni Raquel, “Naging mahigpit ang labanan naming magkapatid, ngunit ako ang nagtagumpay.” Kaya, tinawag niyang Neftali
GEN.30.9	Nang mapag-isip-isip ni Lea na hindi na siya nanganganak, ibinigay naman niya kay Jacob si Zilpa, 
GEN.30.10	at nagkaanak ito ng lalaki. 
GEN.30.11	“Mapalad ako,” sabi ni Lea, “kaya, Gad
GEN.30.12	Si Zilpa'y muling nagdalang-tao at nagkaanak ng isa pang lalaki. 
GEN.30.13	Sinabi ni Lea, “Masayang-masaya ako! Masaya ang itatawag sa akin ng mga babae.” Kaya't tinawag niyang Asher
GEN.30.14	Anihan na noon ng trigo. Samantalang naglalakad sa kaparangan, si Ruben ay nakakita ng bunga ng mondragora at dinala niya ito kay Lea na kanyang ina. “Bigyan mo naman ako ng mondragorang dala ng iyong anak,” pakiusap ni Raquel kay Lea.
GEN.30.15	Sinagot siya ni Lea, “Hindi ka pa ba nasisiyahang nakuha mo ang aking asawa, at ngayo'y gusto mo pang kunin pati mondragora ng aking anak?”
GEN.30.15	Sinabi ni Raquel, “Bigyan mo ako ng mondragora, sa iyo na si Jacob ngayong gabi.”
GEN.30.16	Gabi na nang dumating noon si Jacob galing sa kaparangan. Sinalubong agad siya ni Lea at sinabi, “Sa akin ka sisiping ngayong gabi; si Raquel ay binigyan ko ng mondragorang dala ng aking anak para sa karapatang ito.” Nagsiping nga sila nang gabing iyon, 
GEN.30.17	at dininig ng Diyos ang dalangin ni Lea. Nagdalang-tao siya at ito ang panlimang anak nila ni Jacob. 
GEN.30.18	Kaya't sinabi ni Lea, “Ginantimpalaan ako ng Diyos sapagkat ipinagkaloob ko sa aking asawa ang aking alipin;” at pinangalanan niyang Isacar
GEN.30.19	Muling nagdalang-tao si Lea, at ito ang pang-anim niyang anak. 
GEN.30.20	Kaya't ang sabi niya, “Napakainam itong kaloob sa akin ng Diyos! Ngayo'y pahahalagahan na ako ng aking asawa, sapagkat anim na ang aming anak.” Ang anak niyang ito'y tinawag naman niyang Zebulun.
GEN.30.21	Di nagtagal, nagkaanak naman siya ng babae, at ito'y tinawag niyang Dina.
GEN.30.22	Sa wakas, nahabag din ang Diyos kay Raquel at dininig ang kanyang dalangin. 
GEN.30.23	Nagdalang-tao siya at nagkaanak ng isang lalaki. Kaya't sinabi niya, “Tinubos din ako ng Diyos sa aking kahihiyan at niloob na ako'y magkaanak.” 
GEN.30.24	At tinawag niyang Jose
GEN.30.25	Nang maipanganak si Jose, sinabi ni Jacob kay Laban, “Pahintulutan na po ninyo akong makauwi. 
GEN.30.26	Isasama ko na po ang aking mga asawa at mga anak. Marahil po nama'y sapat na ang aking ipinaglingkod sa inyo dahil sa kanila.”
GEN.30.27	Sinabi ni Laban, “Kung mamarapatin mo'y ito ang sasabihin ko: Batay sa karanasan ko sa panghuhula, tunay na pinagpala ako ni Yahweh dahil sa iyo. 
GEN.30.28	Sabihin mo kung magkano ang dapat kong ibayad sa iyo at babayaran kita.”
GEN.30.29	Sumagot si Jacob, “Alam naman ninyo kung paano ako naglingkod sa inyo at kung paano dumami ang inyong kawan sa aking pangangasiwa. 
GEN.30.30	Ang kaunti ninyong kabuhayan bago ako dumating ay maunlad na ngayon, sapagkat pinagpala kayo ni Yahweh dahil sa akin. Kaya, dapat namang iukol ko na ngayon ang aking panahon sa aking sambahayan.”
GEN.30.31	“Ano ang gusto mong ibayad ko sa iyo?” tanong ni Laban.
GEN.30.31	Sumagot si Jacob, “Hindi ko po kailangang ako'y bayaran pa ninyo. Patuloy kong aalagaan ang inyong kawan, kung sasang-ayon kayo sa isang kondisyon. 
GEN.30.32	Pupunta ako sa inyong kawan ngayon din at ibubukod ko ang mga tupang itim, gayon din ang mga batang kambing na may tagping puti. Iyon na po ang para sa akin. 
GEN.30.33	Sa darating na panahon, madali ninyong malalaman kung ako'y tapat sa inyo o hindi. Tuwing titingnan ninyo ang mga hayop na naging kabayaran ninyo sa akin, at mayroon kayong makitang hindi itim na tupa o kaya'y kambing na walang tagpi, masasabi ninyong ninakaw ko iyon sa inyo.”
GEN.30.34	“Mabuti! Iyan ang ating gagawin,” tugon ni Laban. 
GEN.30.35	Ngunit nang araw ring iyon, ibinukod ni Laban ang lahat ng kambing na may tagpi maging barako o inahin, gayundin ang mga tupang itim at ito'y pinaalagaan niya sa kanyang mga anak na lalaki. 
GEN.30.36	Iniwan niya kay Jacob ang natira sa kawan at silang mag-aama'y lumayo nang may tatlong araw na paglalakbay, dala ang alaga nilang kawan.
GEN.30.37	Pumutol naman si Jacob ng mga sariwang sanga ng alamo, almendra at platano, at binalatan niya ang ibang parte upang magmukhang may batik. 
GEN.30.38	Inilagay niya ito sa painuman upang makita ng mga hayop tuwing iinom. Sa ganoong pagkakataon nag-aasawahan ang mga hayop. 
GEN.30.39	Napaglihian ang mga batik-batik na sanga, kaya naging batik-batik ang kanilang bisiro.
GEN.30.40	Ibinukod niya ang mga hayop na tagpian at itim sa kawan ni Laban upang ang mga ito ang laging natatanaw ng mga tupang puti. Sa gayon, parami nang parami ang sarili niyang kawan at ito'y hindi niya inihahalo sa kawan ni Laban.
GEN.30.41	Ang batik-batik na sanga ng kahoy ay inilalagay lamang ni Jacob sa painuman kung malulusog na hayop ang nag-aasawahan. 
GEN.30.42	Ngunit hindi niya ito ginagawa kung ang mga hayop na nag-aasawahan ay hindi malulusog. Kaya't malulusog ang kanyang mga hayop samantalang ang kay Laban ay hindi. 
GEN.30.43	Kaya't lalong yumaman si Jacob; lumaki ang kanyang kawan at dumami ang kanyang alipin, at mga kamelyo at asno.
GEN.31.1	Nabalitaan ni Jacob na laging sinasabi ng kanyang mga bayaw na kinamkam na niyang lahat ang ari-arian ng kanilang ama at galing dito ang lahat niyang kayamanan. 
GEN.31.2	Napuna rin niyang nagbago na ang pakikitungo sa kanya ni Laban. 
GEN.31.3	Kaya sinabi sa kanya ni Yahweh, “Magbalik ka na sa lupain ng iyong mga magulang at mga kamag-anak at sasamahan kita.”
GEN.31.4	Pinasabihan ni Jacob si Raquel at si Lea na tagpuin siya sa parang na kinaroroonan ng kanyang mga kawan. 
GEN.31.5	Sinabi niya sa kanila, “Napansin kong iba na ang pagtingin sa akin ng inyong ama, hindi na tulad ng dati. Subalit hindi ako pinabayaan ng Diyos ng aking mga magulang. 
GEN.31.6	Alam ninyong ginugol ko ang aking buong lakas sa paglilingkod sa inyong ama. 
GEN.31.7	Sa kabila noon, dinadaya pa rin niya ako. Sampung beses na niyang binabago ang kabayaran sa akin ngunit hindi ipinahintulot ng Diyos na ako'y maapi. 
GEN.31.8	Kapag sinabi ni Laban na ang ibabayad sa akin ay ang batik-batik, ang buong kawan ay nanganganak nang ganoon. 
GEN.31.9	Ang Diyos ang may kaloob na mapasaakin ang kawan ng inyong ama.
GEN.31.10	“Sa panahon ng pag-aasawahan ng mga hayop, ako'y nanaginip. Nakita ko na pawang batik-batik ang lahat ng barakong kambing. 
GEN.31.11	Sa aking panaginip, tinawag ako ng anghel ng Diyos at ako nama'y sumagot. 
GEN.31.12	Ang sabi sa akin, ‘Jacob, masdan mo ang lahat ng mga barakong kambing, silang lahat ay may batik. Ginawa ko ito sapagkat alam kong dinadaya ka ni Laban. 
GEN.31.13	Ako
GEN.31.14	Sinabi naman nina Raquel at Lea, “Wala na kaming mamanahin sa aming ama. 
GEN.31.15	Dayuhan na ang turing niya sa amin. Ipinagbili niya kami, at nilustay ang lahat ng pinagbilhan sa amin. 
GEN.31.16	Kaya, ang lahat ng kayamanang inalis ng Diyos sa aming ama ay sa amin at sa aming mga anak. Gawin mo ang sinasabi sa iyo ng Diyos.”
GEN.31.17	Isinakay niya sa kamelyo ang kanyang mga asawa't mga anak. 
GEN.31.18	Dinala niya ang kanyang mga kawan at lahat ng kayamanang naipon niya sa Mesopotamia at bumalik sa Canaan, sa lupain ng kanyang amang si Isaac. 
GEN.31.19	Wala noon si Laban sapagkat naggugupit ito ng balahibo ng mga tupa. Sinamantala iyon ni Raquel upang kunin ang mga diyus-diyosan sa tolda ng kanyang ama. 
GEN.31.20	Nilinlang ni Jacob si Laban na Arameo; hindi niya ipinaalam ang kanyang pag-alis. 
GEN.31.21	Tinawid niya ang Ilog Eufrates papunta sa bulubundukin ng Gilead, dala ang lahat niyang ari-arian.
GEN.31.22	Makaraan ang tatlong araw, nalaman ni Laban ang pag-alis nina Jacob. 
GEN.31.23	Isinama niya ang kanyang mga tauhan at hinabol nila si Jacob. Inabot nila ito sa bulubundukin ng Gilead pagkaraan ng pitong araw. 
GEN.31.24	Nang gabing iyon, si Laban ay kinausap ng Diyos sa pamamagitan ng panaginip. Sinabi sa kanyang huwag pagbabantaan ng anuman si Jacob. 
GEN.31.25	Nang dumating si Laban, si Jacob ay nakapagtayo na ng kanyang tolda sa kaburulan. Nagtayo rin ng tolda si Laban sa kaburulang iyon ng Gilead.
GEN.31.26	Tinanong ni Laban si Jacob, “Bakit mo ako nilinlang at itinakas mo pa ang aking mga anak na parang mga bihag? 
GEN.31.27	Bakit mo inilihim sa akin ang iyong pag-alis? Sana'y inihatid ko kayo na may tugtugan at awitan sa saliw ng tamburin at alpa. 
GEN.31.28	Hindi mo man lamang ako binigyan ng pagkakataong mahagkan ang aking mga anak at mga apo bago sila umalis. Napakalaking kahangalan ang ginawa mong ito! 
GEN.31.29	Kung sabagay, kaya kitang saktan, ngunit hindi ko iyon gagawin sapagkat kagabi'y sinabi sa akin ng Diyos ng iyong ama na huwag kitang pagbantaan sa anumang paraan. 
GEN.31.30	Alam kong ginawa mo ito dahil sabik na sabik ka nang umuwi sa inyo. Subalit bakit mo naman ninakaw ang aking mga diyos?”
GEN.31.31	Sumagot si Jacob, “Natakot po ako na baka hindi ninyo pasamahin sa akin ang inyong mga anak. 
GEN.31.32	Ngayon, kung makita ninyo ang inyong mga diyos sa sinuman sa amin, dapat siyang mamatay. Saksi ang naritong mga kamag-anak natin; tingnan ninyo kung mayroon kayong anumang ari-arian dito at kunin ninyo.” Hindi alam ni Jacob na si Raquel ang kumuha ng mga diyus-diyosan ni Laban.
GEN.31.33	Hinalughog ni Laban ang tolda ni Jacob, ang kay Lea, at gayon din ang sa dalawang aliping babae, ngunit hindi niya nakita ang kanyang mga diyos. Pumasok din siya sa tolda ni Raquel, 
GEN.31.34	ngunit naitago na nito ang mga diyus-diyosan sa upuang nasa likod ng kamelyo at iyon ay kanyang inuupuan. Hinalughog na mabuti ni Laban ang buong tolda, ngunit wala siyang nakita. 
GEN.31.35	Sinabi ni Raquel sa kanyang ama, “Huwag po kayong magagalit sa akin kung sa harapan ninyo'y hindi ako makatayo, sapagkat ako po'y mayroon ngayon.”
GEN.31.36	Nagalit nang husto si Jacob at tinanong niya si Laban, “Ano bang pagkakasala ang ginawa ko sa inyo? May batas ba akong nilabag at gayon na lamang ang paghahalughog ninyo? 
GEN.31.37	Kung may nakuha kayong ari-arian sa sinuman sa amin, ilabas ninyo at hayaan ninyong hatulan tayo ng ating mga kasamahan! 
GEN.31.38	Dalawampung taon tayong nagkasama. Patuloy ang pagdami ng inyong mga tupa't kambing, at ni isang tupang barako sa kawan ninyo'y di ko pinangahasang kainin. 
GEN.31.39	Kung may tupang sinila ng mababangis na hayop, hindi ko na ipinapakita sa inyo. Pinapalitan ko agad. Pinipilit ninyo akong magbayad ng anumang nawawala, maging iyo'y ninakaw sa gabi o sa araw. 
GEN.31.40	Mahabang panahon akong nagtiis ng matinding init ng araw, at lamig ng gabi. Kulang na kulang ako sa tulog. 
GEN.31.41	Iyan ang naranasan ko sa loob ng dalawampung taóng kasama ninyo. Labing-apat na taon akong naglingkod sa inyo dahil sa dalawa ninyong anak na babae, at anim na taon pa para sa inyong mga kawan. Sa kabila noon, sampung beses ninyong binago ang ating partihan. 
GEN.31.42	Mabuti na lamang at kasama ko ang Diyos ng aking mga magulang, ang Diyos ni Abraham na sinamba ni Isaac. Kung hindi, marahil ay pinalayas ninyo ako nang walang kadala-dala. Alam ng Diyos ang aking hirap at pagod, kaya, kagabi'y pinagsabihan niya kayo.”
GEN.31.43	Sinabi ni Laban kay Jacob, “Ang lahat ng dala mo'y akin: aking mga anak, aking mga apo at aking mga kawan. Ngunit ano pa ang magagawa ko? 
GEN.31.44	Ang mabuti'y gumawa tayo ng kasunduan. Magbunton tayo ng bato na siyang magpapaalaala ng ating kasunduan.”
GEN.31.45	Naglagay si Jacob ng isang bato bilang isang alaala. 
GEN.31.46	Sinabi niya sa kanyang mga tauhan na maglagay rin doon ng bato. Pagkatapos, kumain sila sa tabi ng bunton ng mga bato. 
GEN.31.47	Ito'y tinawag ni Laban na Jegar-sahaduta,
GEN.31.48	sapagkat sinabi ni Laban, “Ang buntong ito ng mga bato ang tagapagpaalala ng kasunduan nating dalawa.” 
GEN.31.49	Tinawag ding Mizpa
GEN.31.50	Kapag inapi mo ang aking mga anak, o nag-asawa ka ng iba, alalahanin mo na wala man ako roon, ang Diyos ang saksi sa ating kasunduan.” 
GEN.31.51	Pagkatapos, sinabi pa ni Laban, “Narito sa pagitan natin ang mga batong ibinunton ko, at narito rin ang batong inilagay mo. 
GEN.31.52	Ang mga ito ang ating palatandaan. Ito rin ang magiging hanggahan natin upang maiwasan ang paglusob sa isa't isa. 
GEN.31.53	Ang Diyos ni Abraham at ang Diyos ni Nahor ang hahatol sa atin.” At sa pangalan ng Diyos na sinamba ng ama niyang si Isaac ay sumumpa si Jacob na tutupad siya sa kasunduang ito. 
GEN.31.54	Pagkatapos, nagpatay siya ng isang hayop at ito'y inihandog doon sa bundok. Nagsalu-salo sila at doon na rin nagpalipas ng gabi. 
