GEN.1.1	Nang pasimula, nilikha ng Dios ang langit at ang lupa. 
1KI.1.26	Pero ako na inyong lingkod ay hindi niya inimbita, pati na rin ang paring si Zadok, si Benaya na anak ni Jehoyada at si Solomon na inyong lingkod. 
1KI.1.27	Ito po ba ang pasya ninyo, Mahal na Hari, na hindi nʼyo na ipinaalam sa amin kung sino ang papalit sa inyo bilang hari?”
1KI.1.28	Sinabi ni Haring David, “Sabihan mo si Batsheba na pumunta rito.” Kaya pumunta si Batsheba sa hari. 
1KI.1.29	Pagkatapos, sumumpa si Haring David, “Sumusumpa ako sa buhay na 
1KI.1.30	na tutuparin ko ngayon ang pangako ko sa iyo sa pangalan ng 
1KI.1.31	Yumukod agad si Batsheba 
1KI.1.32	Sinabi ni Haring David, “Papuntahin dito ang paring si Zadok, ang propetang si Natan at si Benaya na anak ni Jehoyada.” Kaya pumunta sila sa hari. 
1KI.1.33	At sinabi ng hari sa kanila, “Pasakayin mo ang anak kong si Solomon sa aking mola
1KI.1.34	Pagdating ninyo doon, kayo Zadok at Natan, pahiran ninyo ng langis ang ulo ni Solomon para ipakita na siya ang pinili kong maging hari ng Israel. Pagkatapos, patunugin nʼyo ang trumpeta at isigaw, ‘Mabuhay si Haring Solomon!’ 
1KI.1.35	Pagkatapos, samahan nʼyo siya pabalik dito, uupo siya sa aking trono at papalit sa akin bilang hari. Siya ang pinili ko na mamamahala sa buong Israel at Juda.”
1KI.1.36	Sumagot si Benaya na anak ni Jehoyada, “Gagawin po namin iyan! Mahal na Hari, nawaʼy ang 
1KI.1.37	Kung paano kayo sinamahan ng 
1KI.1.38	Kaya lumakad na ang paring si Zadok, ang propetang si Natan, si Benaya na anak ni Jehoyada, at ang mga 
1KI.1.39	 kinuha ni Zadok sa 
1KI.1.40	Inihatid si Haring Solomon ng mga tao pauwi sa Jerusalem na nagkakasayahan at tumutugtog ng mga plauta. Nayanig ang lupa sa ingay nila.
1KI.1.41	Narinig ito ni Adonia at ng kanyang mga bisita nang malapit na silang matapos sa kanilang handaan. Nang marinig ni Joab ang tunog ng trumpeta, nagtanong siya, “Ano ba ang nangyayari, bakit masyadong maingay sa lungsod?” 
1KI.1.42	Habang nagsasalita siya, dumating si Jonatan na anak ng paring si Abiatar. Sinabi ni Adonia, “Pumasok ka dahil mabuti kang tao, at tiyak kong may dala kang magandang balita.” 
1KI.1.43	Sumagot si Jonatan, “Hindi ito magandang balita, dahil ginawang hari ni Haring David si Solomon. 
1KI.1.44	Pinapunta niya ito sa Gihon kasama ang paring si Zadok, ang propetang si Natan, si Benaya na anak ni Jehoyada at ang 
1KI.1.45	Pagdating nila sa Gihon, pinahiran siya ng langis nina Zadok at Natan para ipakitang siya ang piniling hari. Kababalik lang nila, kaya nga nagkakasayahan ang mga tao sa lungsod. Iyan ang mga ingay na inyong naririnig. 
1KI.1.46	At ngayon, si Solomon na ang nakaupo sa trono bilang hari. 
1KI.1.47	Pumunta rin kay Haring David ang mga pinuno niya para parangalan siya. Sinabi nila, ‘Gawin sanang mas tanyag ng inyong Dios si Solomon kaysa sa inyo, at gawin sana niyang mas matagumpay pa ang paghahari niya kaysa sa inyo.’ Yumukod agad si David sa kanyang higaan para sumamba sa 
1KI.1.48	at sinabi, ‘Purihin ang 
1KI.1.49	Nang marinig ito ng mga bisita ni Adonia, tumayo silang takot na takot, at isa-isang umalis. 
1KI.1.50	Natakot din si Adonia kay Solomon, kaya pumunta siya 
1KI.1.51	May nagsabi kay Solomon, “Natakot sa inyo si Adonia, at ngayoʼy nakahawak siya sa 
1KI.1.52	Sinabi ni Solomon, “Kung mananatili siyang tapat sa akin, hindi siya mapapahamak.
1KI.1.53	Pagkatapos, ipinakuha ni Haring Solomon si Adonia roon sa altar, at pagdating ni Adonia, yumukod siya kay Haring Solomon 
1KI.2.1	Nang malapit nang mamatay si David, naghabilin siya kay Solomon na kanyang anak ng ganito: 
1KI.2.2	“Malapit na akong mamatay, kaya magpakatatag ka at magpakatapang, 
1KI.2.3	at sundin ang mga iniuutos ng 
1KI.2.4	Kung gagawin mo ito, tutuparin ng 
1KI.2.5	“Ito pa ang bilin ko sa iyo: Nalaman mo kung ano ang ginawa sa akin ni Joab na anak ni Zeruya. Pinatay niya ang dalawang kumander ng mga sundalo ng Israel na si Abner na anak ni Ner at si Amasa na anak ni Jeter. Pinatay niya sila na parang mga kaaway, pero ginawa niya iyon sa panahon na walang labanan. Siya ang may pananagutan sa pagkamatay nila.
1KI.2.6	Kaya gawin mo ang naiisip mong mabuting gawin sa kanya, pero huwag mong hayaan na payapa siyang mamatay sa katandaan.
1KI.2.7	“Ngunit maging mabuti ka sa mga anak ni Barzilai na taga-Gilead at pakainin silang kasama mo, dahil tinulungan nila ako nang tumakas ako sa kapatid mong si Absalom.
1KI.2.8	“Tandaan mo si Shimei na anak ni Gera, na taga-Bahurim at mula sa lahi ni Benjamin. Isinumpa niya ako ng matindi nang pumunta ako sa Mahanaim. Pero nang magkita kami sa 
1KI.2.9	Pero ngayon, ikaw ang hahatol sa kanya. Matalino ka, at alam mo kung ano ang dapat gawin. Kahit matanda na siya, ipapatay mo siya.”
1KI.2.10	Pagkatapos, namatay si David at inilibing sa kanyang lungsod.
1KI.2.11	Naghari siya sa buong Israel sa loob ng 40 taon – pitong taon sa Hebron at 33 taon sa Jerusalem. 
1KI.2.12	Si Solomon ang pumalit sa ama niyang si David bilang hari, at tunay na matatag ang kaharian niya.
1KI.2.13	Ngayon, si Adonia na anak ni Hagit ay pumunta kay Batsheba na ina ni Solomon. Nagtanong si Batsheba sa kanya, “Mabuti ba ang pakay mo sa pagpunta rito?” Sumagot si Adonia, “Mabuti po. 
1KI.2.14	May hihilingin lang ako sa inyo.” Nagtanong si Batsheba, “Ano ba ang hihilingin mo?” 
1KI.2.15	Sumagot si Adonia, “Nalalaman ninyo na ako na sana ang naging hari, at hinihintay ito ng buong Israel. Pero iba ang nangyari; ang kapatid ko ang siyang naging hari, dahil iyan ang gusto ng 
1KI.2.16	Ngayon, may hihilingin ako sa inyo. At kung maaari, huwag nʼyo akong biguin.” Nagtanong si Batsheba, “Ano ba iyon?” 
1KI.2.17	Sumagot si Adonia, “Kung maaari ay hilingin nʼyo kay Haring Solomon na mapangasawa ko si Abishag na taga-Shunem. Alam kong hindi siya tatanggi sa inyo.” 
1KI.2.18	Sumagot si Batsheba, “Sige, sasabihin ko sa hari.”
1KI.2.19	Kaya pumunta si Batsheba kay Haring Solomon para sabihin sa kanya ang tungkol sa kahilingan ni Adonia. 
1KI.2.20	Sinabi ni Batsheba, “Mayroon akong maliit na kahilingan sa iyo. Huwag mo sana akong tatanggihan.” Sumagot ang hari, “Ano po ang hihilingin ninyo? Hindi ko kayo bibiguin.” 
1KI.2.21	Sinabi ni Batsheba, “Hayaan mong mapangasawa ng iyong kapatid na si Adonia si Abishag na taga-Shunem.”
1KI.2.22	Nagtanong si Haring Solomon, “Bakit hinihiling ninyo na mapangasawa ni Adonia si Abishag? Baka hilingin nʼyo rin na ibigay ko sa kanya ang kaharian ko dahil mas matanda siya sa akin at kakampi niya ang paring si Abiatar at si Joab na anak ni Zeruya!” 
1KI.2.23	Pagkatapos, sumumpa si Haring Solomon sa pangalan ng 
1KI.2.24	Ang 
1KI.2.25	Kaya iniutos ni Haring Solomon kay Benaya, na anak ni Jehoyada, na patayin si Adonia, at pinatay nga niya ito.
1KI.2.26	Pagkatapos, sinabi ni Haring Solomon kay Abiatar na pari, “Umuwi ka sa iyong bukirin sa Anatot. Dapat kang patayin pero hindi kita papatayin ngayon dahil katiwala ka ng Kahon ng Panginoong 
1KI.2.27	Kaya tinanggal ni Solomon si Abiatar sa kanyang tungkulin bilang pari ng 
1KI.2.28	Hindi tumulong si Joab kay Absalom na maging hari, pero tumulong siya kay Adonia. Kaya nang mabalitaan niya ang pagkamatay ni Adonia, tumakas siya papunta sa tolda ng 
1KI.2.29	Nang mabalitaan ni Haring Solomon na tumakas si Joab papunta sa tolda ng 
1KI.2.30	Kaya pumunta si Benaya sa tolda ng 
1KI.2.31+1KI.2.32	Sinabi ni Solomon kay Benaya, “Gawin 
1KI.2.33	Siya at ang angkan niya ang mananagot magpakailanman sa pagkamatay ng mga taong ito. Pero si David at ang angkan niyaʼt kaharian ay bibigyan ng mabuting kalagayan magpakailanman.”
1KI.2.34	Kaya pinuntahan ni Benaya si Joab at pinatay. Inilibing siya 
1KI.2.35	Pagkatapos, ipinalit ng hari si Benaya kay Joab bilang kumander ng mga sundalo at ang ipinalit niya kay Abiatar ay ang paring si Zadok.
1KI.2.36	Ipinatawag ng hari si Shimei at sinabi sa kanya, “Magpatayo ka ng sarili mong bahay sa Jerusalem at doon ka tumira. Huwag kang umalis sa lungsod at pumunta sa ibang lugar. 
1KI.2.37	Sa oras na umalis ka at tumawid sa Lambak ng Kidron, tiyak na mamamatay ka. At kapag nangyari ito, ikaw na ang may pananagutan nito.” 
1KI.2.38	Sumagot si Shimei, “Mabuti po ang sinabi nʼyo, susundin ko ito!” Kaya tumira si Shimei sa Jerusalem nang matagal na panahon. 
1KI.2.39	Pero pagkalipas ng tatlong taon, lumayas ang dalawa sa mga alipin ni Shimei, at pumunta sa hari ng Gat na si Akish, na anak ni Maaca. Nang mabalitaan ito ni Shimei, 
1KI.2.40	nilagyan niya agad ng upuan ang kanyang asno 
1KI.2.41	Nang mabalitaan ni Solomon na umalis si Shimei sa Jerusalem at pumunta sa Gat at nakabalik na, 
1KI.2.42	ipinatawag niya ito at sinabihan, “Hindi baʼt pinasumpa kita sa pangalan ng 
1KI.2.43	Ngayon, bakit hindi mo sinunod ang ipinangako mo sa 
1KI.2.44	Sinabi pa ng hari sa kanya, “Tiyak na naaalala mo ang lahat ng kasamaan na ginawa mo sa aking amang si David. Ngayon, gagantihan ka ng 
1KI.2.45	Pero pagpapalain ako ng 
1KI.2.46	Pagkatapos, inutusan ng hari si Benaya 
1KI.2.46	Mas lalong tumatag ang kaharian sa ilalim ng pamamahala ni Solomon.
1KI.3.1	Nakipag-alyansa si Solomon sa Faraon na hari ng Egipto at naging asawa niya ang anak nito. Dinala niya ang kanyang asawa sa Lungsod ni David
1KI.3.2	Wala pang templo noon para sa 
1KI.3.3	Ipinakita ni Solomon ang pagmamahal niya sa 
1KI.3.5	Kinagabihan, nagpakita sa kanya ang 
1KI.3.6	Sumagot si Solomon, “Nagpakita po kayo ng malaking kabutihan sa aking amang si David, na inyong lingkod, dahil matapat siya sa inyo, at matuwid ang kanyang pamumuhay. Patuloy nʼyo pong ipinakita sa kanya ang inyong malaking kabutihan sa pamamagitan ng pagbibigay sa kanya ng isang anak na siya pong pumalit sa kanya bilang hari ngayon. 
1KI.3.7	 na aking Dios, ako na inyong lingkod ang ipinalit ninyo sa ama kong si David bilang hari, kahit binatilyo pa ako at wala pang karanasan sa pamamahala. 
1KI.3.8	At ngayon narito po ako kasama ang pinili ninyong mga mamamayan, na hindi mabilang sa sobrang dami. 
1KI.3.9	Kaya bigyan nʼyo po ako ng karunungan para pamahalaan ang inyong mga mamamayan at kaalamang malaman kung ano ang mabuti at masama. Dahil sino po ba ang may kakayahang mamahala sa inyong mga mamamayan na napakarami?”
1KI.3.10	Natuwa ang 
1KI.3.11	Kaya sinabi ng Dios sa kanya, “Dahil humingi ka ng kaalaman na mapamahalaan ang aking mga mamamayan at hindi ka humingi ng mahabang buhay o kayamanan o kamatayan ng iyong mga kaaway, 
1KI.3.12	ibibigay ko sa iyo ang kahilingan mo. Bibigyan kita ng karunungan at kaalaman na hindi pa naangkin ng kahit sino, noon at sa darating na panahon. 
1KI.3.13	Bibigyan din kita ng hindi mo hiningi, ang kayamanan at karangalan para walang hari na makapantay sa iyo sa buong buhay mo. 
1KI.3.14	At kung susunod ka sa aking mga pamamaraan at tutupad sa aking mga tuntunin at mga utos, katulad ng ginawa ng iyong ama na si David, bibigyan kita ng mahabang buhay.”
1KI.3.15	Nagising si Solomon, at naunawaan niya na nakipag-usap ang 
1KI.3.16	May dalawang babaeng bayaran na pumunta kay Haring 
1KI.3.17	Nagsalita ang isa sa kanila, “Mahal na Hari, ako at ang babaeng ito ay nakatira sa iisang bahay. Nanganak ako habang naroon siya sa bahay. 
1KI.3.18	Pagkalipas ng tatlong araw, siya naman ang nanganak. Kaming dalawa lang ang nasa bahay at wala nang iba. 
1KI.3.19	Isang gabi, nahigaan niya ang kanyang anak at namatay ito. 
1KI.3.20	Nang maghatinggabi, bumangon siya habang natutulog ako at pinagpalit ang mga anak namin. Inilagay niya ang anak ko sa tabi niya at ang anak naman niyang namatay ay inilagay niya sa tabi ko. 
1KI.3.21	Kinabukasan, nang bumangon ako para pasusuhin ang anak ko, nakita kong patay na ito. At nang mapagmasdan ko nang mabuti ang sanggol sa liwanag, nakita kong hindi siya ang aking anak.”
1KI.3.22	Sumagot ang isang babae, “Hindi totoo iyan! Akin ang buhay na sanggol at sa iyo ang patay.” Pero sinabi ng unang babae, “Hindi totoo iyan! Iyo ang patay na sanggol at akin ang buhay.” Kaya nagsagutan silang dalawa sa harapan ng hari.
1KI.3.23	Sinabi ng hari, “Ang bawat isa sa inyo ay gustong angkinin ang buhay na sanggol at walang isa man sa inyo ang gustong umangkin sa patay na sanggol.” 
1KI.3.24	Kaya nag-utos ang hari na bigyan siya ng espada. At nang dalhan siya ng espada, 
1KI.3.25	inutos niya, “Hatiin ang buhay na sanggol at ibigay ang bawat kalahati sa kanilang dalawa.”
1KI.3.26	Dahil sa awa ng totoong ina sa kanyang sanggol, sinabi niya sa hari, “Maawa po kayo, Mahal na Hari, huwag po ninyong patayin ang sanggol. Ibigay nʼyo na lang po siya sa babaeng iyan.” Pero sinabi ng isang babae, “Hatiin nʼyo na lang po ang sanggol para wala ni isa man sa amin ang makaangkin sa kanya.”
1KI.3.27	Pagkatapos, sinabi ng hari, “Huwag hatiin ang buhay na sanggol. Ibigay ito sa babae na nagmamakaawa na huwag itong patayin, dahil siya ang tunay na ina.”
1KI.3.28	Nang marinig ng mga mamamayan ng Israel ang pagpapasya ng hari, lumaki ang paggalang nila sa kanya, dahil nakita nila na may karunungan siyang mula sa Dios sa paghatol ng tama.
1KI.4.1	Naghari si Solomon sa buong Israel. 
1KI.4.2	At ito ang kanyang matataas na pinuno:
1KI.4.2	Si Azaria ang 
1KI.4.3	Sina Elihoref at Ahia na mga anak ni Sisha, ang mga kalihim ng hari.
1KI.4.3	Si Jehoshafat na anak ni Ahilud, ang namamahala ng mga kasulatan ng kaharian.
1KI.4.4	Si Benaya na anak ni Jehoyada ang kumander ng mga sundalo.
1KI.4.4	Sina Zadok at Abiatar ang mga pari.
1KI.4.5	Si Azaria na anak ni Natan ang pinuno ng mga gobernador sa mga distrito 
1KI.4.5	Ang paring si Zabud na anak din ni Natan ang personal na tagapayo ng hari.
1KI.4.6	Si Ahisar ang tagapamahala ng palasyo.
1KI.4.6	At si Adoniram na anak ni Abda, ang namamahala sa mga aliping sapilitang pinagtatrabaho.
1KI.4.7	Mayroon ding 12 gobernador si Solomon sa mga distrito ng buong Israel. Sila ang nagbibigay ng pagkain sa hari at sa sambahayan niya. Bawat isa sa kanila ay nagbibigay ng pagkain sa isang buwan bawat taon. 
1KI.4.8	Ito ang kanilang mga pangalan:
1KI.4.8	Si Ben Hur, 
1KI.4.9	Si Ben Deker 
1KI.4.10	Si Ben Hesed 
1KI.4.11	Si Ben Abinadab 
1KI.4.12	Si Baana na anak ni Ahilud, 
1KI.4.13	Si Ben Geber, 
1KI.4.14	Si Ahinadab na anak ni Iddo, 
1KI.4.15	Si Ahimaaz, 
1KI.4.16	Si Baana na anak ni Hushai, 
1KI.4.17	Si Jehoshafat na anak ni Parua, 
1KI.4.18	Si Shimei na anak ni Ela, 
1KI.4.19	Si Geber na anak ni Uri, 
1KI.4.20	Ang bilang ng mga tao sa Juda at Israel ay tulad ng buhangin sa dalampasigan 
1KI.4.21	Si Solomon ang namamahala sa lahat ng kaharian mula sa Ilog 
1KI.4.22	Ito ang mga pagkaing kailangan ni Solomon 
1KI.4.23	sampung pinatabang baka sa kulungan, 20 baka na galing sa pastulan, 100 tupa o kambing, hindi pa kasama ang ibaʼt ibang uri ng mga usa at magandang uri ng ibon at manok.
1KI.4.24	Sakop ni Solomon ang buong lupain sa kanlurang Ilog 
1KI.4.25	Kaya habang nabubuhay si Solomon, may kapayapaan sa Juda at sa Israel, mula Dan hanggang sa Beersheba. Ang bawat tao ay payapang nakaupo sa ilalim ng kanyang tanim na ubas at puno ng igos.
1KI.4.26	May 40,000
1KI.4.27	Ang mga gobernador sa mga distrito ang nagbibigay ng pangangailangan ni Haring Solomon at ng lahat ng nasa palasyo. Ang bawat isa sa kanila ay may responsibilidad sa pagbibigay bawat buwan. Tinitiyak nilang maibibigay ang mga pangangailangan ni Solomon. 
1KI.4.28	Nagbibigay din sila ng sebada at dayami para sa mga kabayo. Dinadala nila ito sa lugar na dapat nitong pagdalhan sa oras na kailangan ito.
1KI.4.29	Binigyan ng Dios si Solomon ng di-pangkaraniwang karunungan at pang-unawa, at kaalaman na hindi masukat. 
1KI.4.30	Ang kaalaman niya ay higit pa sa kaalaman ng lahat ng matatalino sa silangan at sa Egipto. 
1KI.4.31	Siya ang pinakamatalino sa lahat. Mas matalino pa siya kaysa kay Etan na Ezrano at sa mga anak ni Mahol na sina Heman, Calcol at Darda. At naging tanyag siya sa mga nakapaligid na bansa. 
1KI.4.32	Gumawa siya ng 3,000 kawikaan at 1,005 awit. 
1KI.4.33	Makapagsasabi siya ng tungkol sa lahat ng uri ng pananim, mula sa malalaking punongkahoy hanggang sa maliliit na pananim.
1KI.4.34	Nabalitaan ng lahat ng hari sa mundo ang karunungan ni Solomon, kaya nagpadala sila ng mga tao para makinig sa kanyang karunungan.
1KI.5.1	Matagal nang magkaibigan si Haring Hiram ng Tyre at si Haring David. Kaya nang mabalitaan ni Hiram na pinalitan ni Solomon ang ama niyang si David bilang hari, nagpadala siya ng mga opisyal kay Solomon. 
1KI.5.2	Pagkatapos, nagpadala si Solomon ng mensahe kay Hiram:
1KI.5.3	“Nalalaman mong hindi nakapagpatayo ang aking amang si David ng templo para sa 
1KI.5.4	Pero ngayon ay binigyan ako ng 
1KI.5.5	Kaya naisip ko na magpatayo na ng templo para sa karangalan ng 
1KI.5.6	“Kaya iutos mo sa iyong mga tauhan na pumutol ng mga puno ng sedro sa Lebanon para sa akin. Patutulungin ko sa kanila ang mga tauhan ko at uupahan ko ang mga tauhan mo ayon sa gusto mo. At alam mo rin na wala talaga kaming tao na mahusay pumutol ng mga puno tulad ng mga tauhan mong Sidoneo.”
1KI.5.7	Tuwang-tuwa si Hiram nang matanggap niya ang mensahe ni Solomon. Sinabi niya, “Purihin natin ang 
1KI.5.8	Kaya nagpadala si Hiram ng mensahe kay Solomon na nagsasabi:
1KI.5.8	“Natanggap ko ang ipinadala mong mensahe, at ibibigay ko sa iyo ang mga kailangan mong kahoy na sedro at sipres.
1KI.5.9	Hahakutin ito ng mga tauhan ko mula sa Lebanon hanggang sa dagat at gagawin nila itong parang balsa, at palulutangin papunta sa lugar na pipiliin mo. At doon ito kakalagin ng mga tauhan ko at kayo na ang bahalang kumuha nito. Bilang kabayaran, bigyan mo ako ng pagkain para sa mga tauhan ko sa palasyo.”
1KI.5.10	Pinadalhan nga ni Hiram si Solomon ng lahat ng kahoy na sedro at sipres na kailangan niya. 
1KI.5.11	At pinadalhan naman ni Solomon si Hiram ng 60,000 sakong trigo at 110,000 galong langis ng olibo bawat taon. 
1KI.5.12	Binigyan ng 
1KI.5.13	Pagkatapos, sapilitang pinagtrabaho ni Haring Solomon ang 30,000 tao mula sa buong Israel. 
1KI.5.14	Pinagpangkat sila ayon sa bilang na 10,000 bawat isang pangkat at ipinapadala sa Lebanon bawat buwan. Kaya ang bawat grupo ay isang buwan sa Lebanon at dalawang buwan sa kanilang lugar. Si Adoniram ang tagapamahala ng mga trabahador na ito. 
1KI.5.15	May 70,000 tao si Solomon na tagahakot ng mga materyales at 80,000 tao na tagatabas ng bato sa kabundukan. 
1KI.5.16	Mayroon din siyang 3,300 kapatas na namamahala sa trabaho at mga trabahador. 
1KI.5.17	At sa utos niya, nagtabas sila ng malalakiʼt magagandang uri ng bato para sa pundasyon ng templo. 
1KI.5.18	Kaya inihanda ng mga tauhan nina Solomon at Hiram, kasama ng mga taga-Gebal,
1KI.6.1	Sinimulan ni Solomon ang pagpapatayo ng templo ng 
1KI.6.2	Ang templo na ipinatayo ni Haring Solomon para sa 
1KI.6.3	Ang luwang ng balkonahe ng templo ay 15 talampakan, at ang haba ay 30 talampakan na katulad mismo ng luwang ng templo. 
1KI.6.4	Nagpagawa rin si Solomon ng mga bintana sa templo. Mas malaki ang sukat nito sa loob kaysa sa labas.
1KI.6.5	Nagpagawa rin siya ng mga kwarto sa mga gilid at likod ng templo. Ang mga kwartong ito ay may tatlong palapag at nakadugtong sa pader ng templo. 
1KI.6.6	Ang luwang ng unang palapag ay pitoʼt kalahating talampakan, siyam na talampakan ang pangalawang palapag at ang pangatlong palapag naman ay sampuʼt kalahating talampakan. Ang pader ng templo ay unti-unting numinipis sa bawat palapag upang maipatong ang mga kwarto sa pader nang hindi na kailangan ng mga biga.
1KI.6.7	Nang ipinatayo ang templo, ang mga bato na ginamit ay tinabas na sa pinagkunan nito, kaya wala nang maririnig na pukpok ng martilyo, pait o anumang gamit na bakal.
1KI.6.8	Ang daanan papasok sa unang palapag ay nasa bandang timog ng templo. May mga hagdan papuntang pangalawa at pangatlong palapag. 
1KI.6.9	Nang nailagay na ang mga dingding ng templo, pinalagyan ito ni Solomon ng kisame na ang mga tabla ay sedro. 
1KI.6.10	At ang mga kwarto sa mga gilid at likod ng templo, na ang taas ay pitoʼt kalahating talampakan, na nakakabit sa templo ay ginamitan din ng mga kahoy na sedro.
1KI.6.11	Sinabi ng 
1KI.6.12+1KI.6.13	“Kung tutuparin mo ang aking mga tuntunin at mga utos, tutuparin ko rin sa pamamagitan mo ang ipinangako ko kay David na iyong ama. Maninirahan ako kasama ng mga Israelita sa templong ito na iyong ipinatayo at hindi ko sila itatakwil.”
