MAT.1.1	Tèntə diʼ təzhiʼ tə vətìʼ Yesò Klistò, wàyn Devìt yì a tìʼì wen ndiʼ Ablaham. 
MRK.4.12	ndi vəwenə nki tò ki kò vəwenə lu nyenə; zhʉtə̀ nyʉ̀ tò zhʉtə alì kò vəwenə lù nkɨ kənyʉ̀ a və gàʼà, byìʼàndo vəwenə tu nyenə bè zhʉ kɨ nyʉ̀ mu vəwenə a bwènə̀ vì à Nyìngòŋ ghə̀ maʼa mbyɨsə vəwenə.”
MRK.4.13	Ando Yesò ngàʼa a lì mù bèm à vəwenə la, “Kə diʼ la ghə̀ŋ ko zhʉ kɨ ngàyn aghèn mu? Ghə̀ŋ le sətsèn fàŋ ke kɨ kənyʉ̀ a ngàyn ghèn ə dìʼsə, ghə̀ŋ bè lə̀ kɨ ngàyn tsen a? 
MRK.4.14	Ngwàʼ yì a wìʼ yì mòʼò li dìʼ kənyʉ̀ kə Nyìngòŋ. 
MRK.4.15	Tətyɨm tə viʼi vətsenvə diʼ to nə̀ ngwàʼ yì a ghə̀ fəŋkə a ji lì. Vəwenə dyʉ̀ zhʉ gaʼa Nyìngòŋ tò zhʉ ando və gàʼà Satan nyɨŋ vì shìsə̀ gàʼà ayì a və yì wè à vəwenə tətyɨm lì. 
MRK.4.16	Tətyɨm tə viʼi vətsenvə diʼ to nə̀ nse təghu a və moʼò ngwàʼ tsu. Nki viʼi a venə lə nzhʉ kənyʉ̀ kə Nyìngòŋ tò zhʉ vəwenə zàŋsə byɨmə nə̀ saŋlə ghə̀. 
MRK.4.17	Kənyʉ̀ akì kwèn à vəwenə a tətyɨm alì kò aghaŋ yi lù nshiʼi à vəwenə a tətyɨm. Vəwenə ghaʼa tyɨm tò fəshitə̀ alə̀, ngəʼ ko tsuʼu aghʉ byìʼì kənyʉ̀ kə Nyìngòŋ nè sə vì no a zhʉ̀ kò, vəwenə zàŋsə̀ fəŋkə. 
MRK.4.18	Tətyɨm tə viʼi vətsenvə be diʼ to nə̀ kəshi a ndzoŋsə kuʼu tsu a və moʼò ngwàʼ tsu. A dìʼ vəwenə a və zhʉ kənyʉ̀ kə Nyìngòŋ 
MRK.4.19	alì nyʉ mbi bènə̀ kòŋ yi a viʼi kòŋə̀ ghoʼ bènə̀ kòŋ a viʼi kòŋə̀ fo mbi tsenəvə mù sə tàʼsə̀ vəwenə kò andìʼ la gàʼ ayi a kumə ashɨ a vəwenə a ntsìnə̀sə. 
MRK.4.20	Tətyɨm tə viʼi vətsenvə diʼ to nə̀ nse jùŋə a və we ngwàʼ tsu. Adiʼ viʼi a və zhʉ kənyʉ̀ kə Nyìngòŋ vəwenə ghàʼ tò ghaʼa kə kumə ashɨ à vəwenə ntsìnə̀sə; à tsenghə kùmə̀ ashɨ məwum ntaʼ, a tsenghə məwum ntʉfə, a tsenghə kùmə̀ ghɨ.”
MRK.4.21	Yesò bè gàʼ à vəwenə la, “Və lè zì və kwen nə̀ kənkàʼtə̀ kə a ngə̀ŋ ə̀ pfʉ̀sə a ti nkyè ko lyòmtə̀ a tʉ kwen a? Gaʼa kò və lu nkwen və tòm a kəshi kə ŋaŋtəkə? 
MRK.4.22	Və lyòmtə̀ tè no ghò kò və à lə̀ fàŋ ke yen. A lyòmtə no tè kənyʉ̀ kə kò, ko kə nè fàŋ kə fʉ̀ a ndayn. 
MRK.4.23	No ndo a ghə̀ kiʼì tof ghə̀ tùʼtə̀ zhʉ̀tə lì.”
MRK.4.24	Ghə̀ bè gàʼ à vəwenə la, “Ghə̀ŋ ntùʼmə̀ nə̀ nyʉ̀ vyi a ghə̀ŋ zhʉ. No nshə̀ʼ ko a ghə̀ŋ ku fo tsu à viʼi à dìʼi ndə̀ŋndəŋ nshə̀ʼ a və be lə ku tsu à ghə̀ŋ ə be ku tè ku ə chò.” 
MRK.4.25	Na kènkə dìʼì la, no ndò a ghə̀ kiʼì və ne ku kwʉ̀ʼsə̀ à wen. A ngho no ndò, və à shì tè kətyetəkə kì a ghə̀ kiʼi lì.
MRK.4.26	Yesò bè dyʉ̀ mbì əgàʼ la, “Soʼo fòn Nyìngòŋ diʼ ando wìʼ lu mfʉ̀ ghə̀ mòʼo ngwàʼ à wen a sɨ̀m, 
MRK.4.27	ghə̀ pfwo sə bʉnə̀, tʉʼ lan ghə̀ lu, to a lì, ngwàʼ ayì nè fʉ̀ sə kwi kò ghə̀ lù nkɨ kənyʉ̀ a kə chò nə̀ ngwàʼ ayì. 
MRK.4.28	Kə nə̀ ndiʼ a lì à nè nse la ngwàʼ ayì nkwi. A nə̀ mfʉ̀ ntu fa nse a mbì, kətʉ kə fʉ tsu mibu ashɨ kùmə a kətʉ ayì. 
MRK.4.29	Ashɨ ayi nə̀ mbi nò a zhʉ̀ kò, və fʉ̀ pfì byìʼàndo zhʉ məpfì ə kwʉʼʉ̀ li.”
MRK.4.30	Yesò bè bèm la, “Və lè zì və shəʼmə soʼ fòn Nyìngòŋ no nə̀ ghò lo? Və lè zì və be mò no ngàyn ko ndi dìʼ ji a soʼ fòn Nyìngòŋ diʼ fa tsu a? 
MRK.4.31	Ghə̀ diʼ to nə̀ shɨ ngwàʼ fəkòʼ fətsenfə a və dzàŋə̀ nə̀ mostàd. A dìʼ a zhʉ a və mòʼò, fə zhisə̀ chò ashɨ nkòʼ no ntsèm a tì mbi, 
MRK.4.32	alì andiʼ a zhʉ a fəkòʼ a fì nè kwi kuʼ fə sə ghoʼo chò no nkòʼ ntsèm, tətam tə fʉ tsu ghoʼkə no a nkàyn, mənyin sə vì bwomə təlòʼ tə vəwenə tsu.”
MRK.4.33	Yesò nshyə̀ʼtə̀ kənyʉ̀ kə Nyìngòŋ à vəwenə chò tò fa ngàynsə sènsə tò a di a vəwenə a zhʉ kɨ. 
MRK.4.34	Ghə̀ nko shə̀ʼtə̀ kənyʉ̀ à vəwenə kèn la ghə̀ mò a nə̀ ngàyn, alì ghə̀ nè bwènə̀ dyʉ̀ a bàm, ghə̀ shɨ̀tə̀ shə̀ʼtə̀ kənyʉ̀ a ngàynsə a shìsə dìʼsə à ndzɨ̀mtə̀sə bàm wen.
MRK.4.35	A sə ndiʼ tò a mpfwomə kətsì yì a ghə̀ ndìʼsə̀ viʼi lì, ghə̀ gàʼ à ndzɨ̀mtə̀sə bàm wen la, “Vəghəŋ dyaŋ dyʉ̀ a ndzèn mo tsen ghèn.” 
MRK.4.36	Vəwenə mù ghʉ̀sə nòyn viʼi vi, ndzɨ̀mtə̀sə bàm wen sə mù dyʉ̀ kwèn a tì nkànuʼ yì a ghə̀ nsə̀ ŋwʉʼ tsu lì mù sə zɨ̀fə̀. Vənkanuʼ vətsenvə mbe dyʉ̀ fà vəwenə a bàm. 
MRK.4.37	Vəwenə sə ndyàŋə̀, fwof toghə tsenghə zìtə̀ sə chò tenə mu mə vi pfènə̀ a wèn nkànuʼ yì chò kwenə à yi tin ə̀ nè ghə̀ sə shwemə shiʼi a tì à mù. 
MRK.4.38	Kə nsə mfʉ̀ a lì, Yesò diʼ a tì nkànuʼ yì mu ghə̀ zhəʼtə li a kənbuŋtə̀ kə kwen sə bʉnə̀. Vəwenə zhòm wen ə̀ bèm à wen la, “Ndìʼsə̀, kə diʼ la yès ə pfʉkə dyʉ̀ kò wù lù nyenə mu?”
MRK.4.39	Ghə̀ lù kàyntə̀ nyʉ̀ à fwof ayi gàʼà la, “Bwaʼmə!” bè gàʼ à mu mì la,“Tɨmə tò a lì.” No a zhʉ̀ kò, fwof yi bwaʼ, shi chiʼ la kùʼ. 
MRK.4.40	Ghə̀ mù bèm à vəwenə la, “Ghə̀ŋ fànə̀ ghò alə̀ a? Kə diʼ la ghə̀ŋ ko təmə̀ byɨmə à Nyìngòŋ mù?”
MRK.4.41	Kənyʉ̀ akì nè vəwenə sə fànə̀ no nànto mù sə bèmə̀ à vəwenə a ntìntìn la, “Wìʼ ghèn dìʼ no ndò a tè fwof nə̀ mu zhʉ wen a!”
MRK.5.1	Yesò wenə̀ ndzɨ̀mtə̀sə bàm wen nè dyàŋ mo Galìlì dyʉ̀ zaʼa a shyə loʼ tsenghə a və ndzàŋə̀ nə̀ Gelasenes. 
MRK.5.2	Sə fʉ̀ tò fʉ fa nkànuʼ ə̀ bùmtə̀ wenə̀ wìʼ ghə̀ kiʼ kəzhwì kə byɨkə mu ghə̀ fʉ̀ mvi fa mbvɨ̀mə̀sə. 
MRK.5.3	Wìʼ ayì ntsi dyʉ̀ tò a mbvɨ̀mə̀sə kò no wìʼ muʼ lə̀ ndiʼ a ghə̀ nzì ghə̀ kwiʼ wen no tè nə̀ mfɨŋsə. 
MRK.5.4	Andìʼ aghayn no ghoʼo a və nkwiʼ li afwen wen bènə̀ akwòŋ wen nə̀ mfɨŋsə. No a zhʉ̀ kò a və kwiʼi, ghə̀ tìntə tò tintə. No wìʼ nko diʼ a ghə̀ nto kwʉ̀ʼʉ̀ əghaʼ wen ghʉ a kəshi kə mùʼ. 
MRK.5.5	Ghə̀ njèʼè zɨmə̀ tò zɨ̀mə fa mbvɨ̀mə̀ nəntʉʼʉ bènə̀ nə̀nchwì be kuʼu zɨmə̀ fa pfensə, nè a lì lyomsə wenə wen nə̀ ngùʼsə.
MRK.5.6	Ghə̀ nè yèn Yesò tò yenə fa kəghaf ə̀ nyɨŋ vì fə̀ŋ à wen a shɨ, 
MRK.5.7	ə̀ zɨ̀mə nò a gɨ to gàʼà la, “Wù kəŋə ghò fà mò a Yesò ə wàyn Nyìngòŋ yì a ghə̀ ŋaŋtə li nkwʉʼ lì? Mà sensə̀ wù a zhiʼ Nyìngòŋ la kə wù à ku ngəʼ à mò!” 
MRK.5.8	(Ghə̀ ngàʼà a lì byìʼàndo Yesò nkàntə̀ nyʉ̀ a wen gàʼà la, “Fʉ fa wèn wìʼ ghèn a kəzhwì kə byɨkə kènkə!”)
MRK.5.9	Yesò mù bèm à wìʼ ayì la, “Zhiʼ wu diʼ ndò?” Ghə̀ bwènsə̀ la, zhiʼ ghomə diʼ “Tənòyn”, byìʼàndo yes dìʼ no vəghoʼo. 
MRK.5.10	Ghə̀ gàʼ a lì mù sə sensə̀ Yesò tò sensə gàʼà la kə ghə̀ à dzɨ̀m shìsə̀ vəwenə fa shyə loʼ ayì.
MRK.5.11	Andìʼ a lì nòyn və ankwʉnyàm vətsenvə no ghoʼo nzhɨ boʼsə tsu a wenə pfen. 
MRK.5.12	Zhwì byɨvə a vyi sensə Yesò gàʼà la, “Tɨm yes a kəshi kə və ankwʉnyàm a fàʼà yès kwen à vəwenə a təwèn.” 
MRK.5.13	Ghə̀ ghʉsə vəwenə, vəwenə fʉ̀ fa wèn wìʼ ayì dyʉ̀ kwèn a təwèn və ankwʉnyàm a vyi. Və ankwʉnyàm a vyi ndìʼ əzaʼa a nkamsə səbò, və shen shìʼi fa wèn pfen ayì ə̀ tsòʼkə̀ à mù mə nghoʼomə̀ ə̀ pfʉ̀kə.
MRK.5.14	Viʼi vi a və ntùʼmə̀ nə̀ və ankwʉnyàm a vyi nyɨŋkə pfwo dyʉ̀ shə̀ʼtə̀ soʼ ghò aghèn a ntə̀ʼ ayì bè jèʼ shə̀ʼtə̀ a təsɨm à viʼi. Viʼi fʉ̀ ədyʉ̀ yen kənyʉ̀ a kə nchoʼ 
MRK.5.15	ə̀ vì yèn Yesò nə̀ wìʼ yì a ghə̀ nkìʼ nòyn zhwì byɨvə lì ŋwʉʼ tsu mu ghə̀ moʼò li ndisə be diʼ à wen a tof. Viʼi vi yen a lì mù sə fànə̀ no nànto. 
MRK.5.16	Viʼi a və nyenə ando kənyʉ̀ akì nchò shə̀ʼtə̀ kənyʉ̀ a kə yì chò nə̀ wù zhwì byɨvə yì bènə̀ kì a kə yì chò nə̀ və ankwʉnyàm vi à vəwenə.
MRK.5.17	Viʼi a vyi zhʉ mù sə sensə̀ Yesò la ghə̀ lu fà vəwenə a shyə loʼ.
MRK.5.18	Ghə̀ nè sə nkwenə a nkànuʼ əlù wìʼ yì a ghə̀ nkìʼ zhwì byɨvə lì mù sə sensə̀ əboʼsə dyʉ̀ nə̀ wen.
MRK.5.19	Alì Yesò tensə ə̀ gàʼ à wen la, “Bwènə̀ pfwo dyʉ̀ yèn viʼi vyə ə̀ shə̀ʼtə̀ nyʉ̀ vyi a Bobo ne li à wù bè shə̀ʼtə̀ à vəwenə ando ghə̀ yi kùsə nshinsə à wù.”
MRK.5.20	Wìʼ ayì mù lù tò a zhʉ ayì dyʉ̀ a Ntə̀ʼsə Wum sə jèʼè shə̀ʼtə̀ kənyʉ̀ a Yesò ne à wen. No ndò a ghə̀ nzhʉ kənyʉ̀ akì sə diʼ nə̀ kanə.
MRK.5.21	Yesò bwènə̀ dyàŋ dyʉ̀ a ndzèn mo tsen yì ə̀ fʉ̀ tɨ̀mə a mbyɨ̀ à mù mə nghoʼomə̀ nòyn viʼi no ghoʼo vì zhùŋtə̀ à wen a mbyɨ̀. 
MRK.5.22	Tò a zhʉ ayì, kətʉ kə ngə̀ŋ ntsèntə̀ kətsenkə a və ndzàŋə̀ wen nə̀ Jailùs vì ə̀ yèn Yesò no a zhʉ̀ kò ə̀ fə̀ŋ à wen a shɨ 
MRK.5.23	sə sensə̀ wen no nànto gàʼà la, “Wàyn ghom ə wùwì kwaʼà kəŋə pfʉ. Mà sènsə wù la wù vi ghʉ̀ avu wu à wen a wèn ghə̀ to ndiʼ tò a nkàyn.”
MRK.5.24	Yesò lù ə ndyʉ̀ wenə̀ wen, nòyn ə viʼi sə fosə̀ dyʉ̀ fà wen a bàm.
MRK.5.25	Wùwì tsen ndìʼ a nòyn ayì a wenə wen ə̀ nchò mu kwaʼa ayi tsi li a wen wèn a tì ngwʉ̀ʼ njʉ̀sə̀bò. 
MRK.5.26	Ghə̀ nyenə ngəʼ no nànto alì mu viʼi məfʉ̀ no vəghoʼo mwomə̀ li əchʉ̀ wen nə̀ nlù mu ghə̀ be byɨ̀sə no ghoʼ a ghə̀ nkì à vəwenə alì kwaʼa ayi bòŋsə̀ to dyʉ̀ tò nə̀ mbì ko ghə̀ lù mbwaʼmə̀. 
MRK.5.27	Wùwì nzhʉ li nyʉ̀ vyi a Yesò ə̀ nè. Ghə̀ fosə ə̀ vì jì fa bàm Yesò a tì nòyn yì ə̀ kùmsə̀ wen. 
MRK.5.28	Ghə̀ nkwòʼtə̀ tò à wen a tyɨm la, “Ma sətsèn kùm tò soŋ ndisə Yesò mà à to.”
MRK.5.29	Ando ghə̀ nkwòʼtə̀ a lì sə kùmsə̀ ndisə wen a shì tò kumsə zhʉ wen yi tin. Ghə̀ zhʉ kɨ̀ tò fà wen a wèn la yì to li. 
MRK.5.30	Yesò zhʉ ando kədyòʼ kə fʉ fà wen a wèn mù fùʼtə bèm à nòyn yi la, “A kùmsə̀ ndò ə nkumsə ndisə shomsə a?”
MRK.5.31	Ndzɨ̀mtə̀sə bàm wen sə bwènsə̀ bèm à wen la, “Wù yenə ando viʼi fosə̀ à wù a mbyɨ̀ no alə̀ wu be sə bèmə̀ la à kùm ndò ə nkumsə wù byìʼì ghò?”
MRK.5.32	Yesò sə kəŋə tò kəŋə, ki kaʼsə nə̀ viʼi əyen la à kùm ndò yì lo. 
MRK.5.33	Wùwì ayì mù sə fànə̀ tsɨŋtə̀ ando ghə̀ nyen li kənyʉ̀ a kə mfʉ à wen mù dyʉ̀ fə̀ŋ a shɨ Yesò ə̀ shə̀ʼtə̀ kənyʉ̀ à kə yì chò no kətsèm. 
MRK.5.34	Yesò gàʼ à wen la, “Wàyn ghom, byɨmə wu ne li wù nto. Pfwo tò nə̀ mbwaʼmə̀. To fà wù a kwaʼa.”
MRK.5.35	Ando Yesò mbu gàʼà, viʼi ntɨm vətsenvə lù fa ngə̀ŋ kətʉ kə ngə̀ŋ ntsèntə̀ kì vì ə̀ gàʼ à wen la, “Wàyn wù yì pfʉ li, kə be a ku ngəʼ à ndìʼsə̀.”
MRK.5.36	Yesò bʉʼsə kətʉ kə wen fa kənyʉ̀ ayì tò bʉʼsə ə̀ gàʼ à kətʉ kə ngə̀ŋ ntsèntə̀ kì la, “Kə a fàyn, ghaʼ tò byɨmə wu, a ghə̀ a to” 
MRK.5.37	Ghə̀ sə ndyʉ̀ a ngə̀ŋ wìʼ ayì kò ghə̀ lù lyɨ̀ wutsen əcho Bità nə̀ Jems wenə̀ lèmə̀ wen Joyn. 
MRK.5.38	Vəwenə dyʉ̀ zaʼa a ngə̀ŋ kətʉ kì,Yesò yen viʼi və lyuŋlyùŋ be zɨmə̀ dì. 
MRK.5.39	Ghə̀ kwen a tì ngə̀ŋ mù gàʼ à vəwenə la, “Kənlyuŋlyuŋ kènkə bènə̀ dì ghenə diʼ ghə̀ gho? Wàyn ghèn ko pfʉ̀ pfʉ. Ghə̀ bʉnə̀ bʉ̀nə.”
MRK.5.40	Viʼi a vyi mù zìtə̀ sə chəʼə Yesò tò chəʼə. Ghə̀ dzɨ̀m vəwenə və fʉ̀kə̀ a kəbəŋ no vətsèm ə̀ mòʼtə̀ tò wen wenə̀ tìʼ wàyn ayì nə̀ lì wen bènə̀ ndzɨ̀mtə̀sə bàm wen shì sətaʼ a kəshi a wàyn yì nyoŋ tsu. 
MRK.5.41	Ghə̀ dyʉ̀ ghàʼ kəvu kə wàyn ayì ə̀ gàʼ à wen la, “Talitha koum.” A diʼ la, “Wàyn wùwì ə tyetə, mà gàʼà à wù la wù lu!”
MRK.5.42	Tò a zhʉ ayì, wàyn wùwì ayì lù sə jèʼè. Ghə̀ mbò dìʼ tò ngwʉ̀ʼ njʉ̀sə̀bò. Viʼi nè yen ando ghə̀ nlu lì sə̀ diʼ nə̀ kanə no vətsèm. 
MRK.5.43	Yesò ku soʼ la kə vəwenə a shə̀ʼtə̀ kənyʉ̀ a kə cho à wìʼ, mù bè gàʼ la vəwenə ku kəfo wàyn ayì zhɨ.
MRK.6.1	Yesò lù fa tsu ə̀ bwènə̀ pfwo a ntə̀ʼ a ghə̀ nkwi tsu, ndzɨ̀mtə̀sə bàm wen sə boʼsə wen. 
MRK.6.2	Tʉʼ layn a kətsi kə zhʉtəkə vəwenə, ghə̀ dyʉ̀ ə̀ kwèn a ngə̀ŋ ntsèntə̀ ə̀ zìtə̀ sə ziʼi tsu. Viʼi zhʉtə ziʼi wen no vəghoʼo sə diʼ nə̀ kanə bèmə̀ la, “Wìʼ ghèn tə zhʉ nyʉ̀ venə fa fe? A lè kù ndo ə nku nki tof ghenə à wen a? Ghə̀ nè nyʉ̀ kanəvə venə ale? 
MRK.6.3	Gàʼa kò ghə̀ diʼ tò no wàyn wìʼ yì a ghə̀ komə fo lə̀. A adìʼ wàyn Mèli lə̀. Gaʼa kò vəlèmə̀ və wen diʼ Jems nə̀ Josèf nə̀ Judàs bènə̀ Simon. Gaʼa kò vəlèmə̀ və wen vunə ki tsi tò no a vəghəŋ a ntìntìn.” Vəwenə gàʼ a lì, mù zìtə̀ sə bàynə̀ wen.
MRK.6.4	Yesò mù gàʼ à vəwenə la, “Və lu ngumlə̀ nshə̀ʼtə̀ Nyìngòŋ no fe əcho kəshi a ghə̀ fʉ fa tsu. Viʼi loʼ wen nə̀ viʼi ngwàʼa ngə̀ŋ wen ko nə̀ ngumlə̀ wen.”
MRK.6.5	Yesò nko yèn ji ə nè kənyʉ̀ kə kanəkə əchò tò ando ghə̀ nghʉ avu a tʉ viʼi və kwaʼkəvə vətsenvə chʉʼʉ vəwenə. 
MRK.6.6	Yesò yen la vəwenə ko kiʼ byɨmə, sə diʼ no nə̀ kanə ghoʼo ghə̀.
MRK.6.6	Ghə̀ mù lù sə jèʼè ziʼì dyʉ̀ nə̀ viʼi a ntə̀ʼsə sətsensə a sə mboʼsə̀ tsu. 
MRK.6.7	Ghə̀ dzàŋ ndzɨ̀mtə̀sə bàm wen njʉ̀sə̀bò ə̀ tɨ̀m vəwenə tò vəbò vəbò bè kù àdyoʼ à vəwenə a kətʉ ə̀ zhwì byɨvə. 
MRK.6.8+MRK.6.9	Ghə̀ gàʼ a lì mù gàʼ à vəwenə la vəwenə nè sə̀ ndyʉ̀, kə wìʼ à lyɨ̀ kəfo kətsenkə əcho mbàŋ bènə̀ gwʉsə aghʉ wen. Kə wìʼ à lyɨ̀ kəfo kə zhɨkə ko kəmbò, kə wìʼ à wè ko à wen a kəmbò. Kə wìʼ à lyɨ̀ ndisə bò. 
MRK.6.10	Ghə̀ bè gàʼ à vəwenə la, “Ghə̀ŋ kwen no a ntə̀ʼ ko, ko no te a ngə̀ŋ ko, və shisə ghə̀ŋ tsu, ghə̀ŋ ntsi tò tsu əzaʼa fa zhʉ a ghə̀ŋ ne lù fa ntə̀ʼ ayì ko fa ngə̀ŋ ayì. 
MRK.6.11	No a ntə̀ʼ ko a ghə̀ŋ dyʉ̀ tsu və faŋ ke shisə ghə̀ŋ ko əzhʉtə kənyʉ̀ a ghə̀ŋ gàʼà, ghə̀ŋ fʉ fa tsu. Ghə̀ŋ sə mfʉ̀ ghə̀ŋ ghòmə dzemsə səŋsə à vəwenə ndi vəwenə nkɨ la vəwenə ne li nshwè.”
MRK.6.12	Vəwenə fʉ̀ mù sə ziʼì dyʉ̀ à viʼi la vəwenə kwitə tətyɨm tə vəwenə fà vəwenə a nyʉ̀ byɨvə 
MRK.6.13	Vəwenə ndzɨ̀mə̀ shìsə̀ zhwì byɨvə fà viʼi a təwèn no vəghoʼo be zuʼu viʼi vəkwaʼkəvə no vəghoʼo chʉʼʉ vəwenə.
MRK.6.14	Viʼi zhʉ nyʉ̀ vyi a Yesò ə̀ nè tò shì tsèm. Fòn Helòd bè zhʉ. Və mù sə jèʼè gàʼà la, àdìʼ Joyn wù ku à mù a ghə̀ bwènsə̀ li nlu fa pfʉ. La a lè kənyʉ̀ a kə ne, ghə̀ sə kiʼ kədyòʼ ənè nyʉ̀ venə alə̀.
MRK.6.15	Viʼi vətsenvə gàʼà la, àdìʼ nshə̀ʼtə̀ Elijà a ghə̀ bwènə̀ mvi vətsenvə be gàʼà la àdìʼ nshə̀ʼtə̀ ghoʼo tsen to nə̀ shìsə a sə ndiʼì a tʉʼ mbì.
MRK.6.16	Helòd nè zhʉ̀ a lì gàʼ la, “Adìʼ Joyn wù ku à mù. Mà ə ne li və tin kətʉ kə wen, alì ghə̀ be mbwènsə̀ nlu fa pfʉ!” 
MRK.6.17	Helòd ndìʼ mu ghə̀ ngàʼà li tò fà wen a ngə̀ŋ la və ghaʼ Joyn wù ku à mù ə̀ shwìn a mfɨŋ byìʼàndo no wen Helòd nghaʼ li shì Helodiyas ə̀ lam no tè ando andìʼ wì lèmə̀ wen Filib. 
MRK.6.18	Byìʼì kənyʉ̀ a kèn, Joyn wù ku à mù faŋ sə kùmtə̀ tò kumtə a wen la, “Wù ne li kənyʉ̀ a soʼ ko byɨmə ando wu lamə wì lèmə̀ wù lì!”
MRK.6.19	Helodiyas mù sə fwisə̀ tin a Joyn, kəŋə jì əzhwi wen alì kò ghə̀ lə̀ nyenə, 
MRK.6.20	No nkàntə̀ Helòd ə̀ mfànə̀ Joyn byìʼe ghə̀ nkɨ la Joyn dìʼ wù kənyʉ̀ kə tɨməkə be diʼ wù Nyìngòŋ. Helòd ko mbyɨmə la və ne kənyʉ̀ kə byɨkə kətsenkə à Joyn. Ghə̀ nkòŋ ə nzhʉtə̀ nyʉ̀ vyi a Joyn ngàʼà alì nyʉ̀ a vyi zhuŋsə wen no nànto. 
MRK.6.21	Helodiyas yen ji kətsi kətsenkə. Andìʼ kətsi a Helòd nzhɨ kətsi kə bwi wen, wenə̀ viʼi a wenə̀ vəwenə nsoʼo loʼ, nə̀ tʉ vəsugyèʼ bènə̀ ngəʼsə loʼ sə tsensə a loʼ Galìlì. 
MRK.6.22	Wàyn wùwì Helodiyas nè kwen vì mù sə bènə̀. Kənyʉ̀ ki kə fwom à Helòd wenə̀ viʼi və vi və wen vi. Ghə̀ mù gàʼà wàyn wùwì ayì la, “Bèmə no tè ghò a wù kòŋə̀ a mà a ku à wù.” 
MRK.6.23	Ghə̀ bè gàʼ à əkàn à wen la, “Wù bèm no tè ghò à mò, mà kù à wù, wù kòŋ mà gətə no tè loʼ ghomə a kəntìntìn kù à wù.”
MRK.6.24	Wàyn wùwì ayì mù fʉ̀ dyʉ̀ bèm à lì wen la yì bèm no ghò lo? Lì wen gàʼ la,
MRK.6.24	“Dyʉ̀ gàʼ la ghə̀ tin kətʉ kə Joyn wù ku à mù kù à wù.”
MRK.6.25	Ghə̀ zàŋsə̀ bwènə̀ kwen dyʉ̀ gàʼ à Helòd la, “Mà kə la wù tin kətʉ kə Joyn wù ku à mù ə̀ wè a kyeʼ lyelə kù à mò tò luwèn lə̀.”
MRK.6.26	Kənyʉ̀ akì nè fòn sə diʼ nə̀ sheʼkə̀ no nànto alì kò ghə̀ lə̀ kòŋ əbyɨsə gàʼa a wàyn aghèn byìʼàndo ghə̀ nsə̀ diʼ mu ghə̀ gaʼà li kənyʉ̀ akì ə kàyn a shɨ viʼi və vi və wen. 
MRK.6.27	Ghə̀ tɨm sugyèʼ tsen fa tì vi a və ntsi a ntuʼ to a zhʉ̀ ayì ə̀ gàʼ à wen la ghə̀ dyʉ̀ tin ə̀ vì nə̀ kətʉ kə Joyn wù ku à mù. 
MRK.6.28	Ghə̀ dyʉ̀ a kəshi yì a Joyn ndìʼ tsu a mfɨŋ ə̀ tin kətʉ kə wen, ə̀ vì nə̀ kəwenkə a kyeʼ lyenə, ə̀ kù à wàyn wùwì ayì ghə̀ dyʉ̀ kù à lì wen. 
MRK.6.29	Ando ndzɨ̀mtə̀sə bàm Joyn ə̀ nzhʉ kənyʉ̀ akì, vəwenə dyʉ̀ lyɨ̀ bvenə ə wen ə dyʉ̀ bvɨ̀mə̀.
MRK.6.30	Viʼi ntɨm Yesò bwènə̀ dyʉ̀ à wen, ə̀ shə̀ʼtə̀ no nyʉ̀ tsèm a vəwenə jèʼè li ndìʼsə̀ be nè. 
MRK.6.31	Yesò mù gàʼ à vəwenə la, “Ghə̀ŋ vi vəghəŋ dyʉ̀ a kəshi kə lyomtəkə ə̀ zhʉ̀tə̀.” Ghə̀ ngàʼà a lì byìʼàndo viʼi nsə̀ vì tò vì no vəghoʼo, kò vəwenə lu nkiʼ zhʉ əzhɨ. 
MRK.6.32	Vəwenə kwen a nkànuʼ ə̀ lù mu sə ndyʉ̀ a kəshi a wìʼ nko diʼ tsu.
MRK.6.33	Nghoʼo viʼi bè yèn ando vəwenə ndyʉ̀, ə̀ kɨ la adìʼ vəwenə, bè fʉ̀ tò fa ntə̀ʼsə sətsèm ə̀ nyɨŋ dyʉ̀ tsu to kəghʉ a vəwenə a mbì. 
MRK.6.34	Ghə̀ dyʉ̀ nè sə zaʼa tsu ə̀ yèn nòyn viʼi no ghoʼo, sə kiʼ kusə nshinsə à vəwenə byìʼàndo vəwenə ndìʼ tò nə̀ byisə kèn nə̀ ntsɨ̀ŋ. Ghə̀ mù sə dìʼsə vəwenə nə̀ nyʉ̀ no ghoʼo. 
MRK.6.35	A nè sə ndiʼ a mpfwòmə, ndzɨ̀mtə̀sə bàm wen sə vì gàʼ à wen la, “Kəshi kènkə diʼ a bàm, mu tʉ bè sə̀ jɨ vì. 
MRK.6.36	Gàʼa à viʼi venə, vəwenə bwènə̀ dyʉ̀ a shi a təsɨm tə boʼsə, ə̀ be kwen a ntə̀ʼsə ə̀ zen fozhɨvə fa tsu ə̀ zhɨ.”
MRK.6.37	Alì Yesò bwènsə̀ gàʼ à vəwenə la, “Nkàntə̀ ghə̀ŋ ku kəfo vəwenə zhɨ.” Vəwenə bwènsə̀ bèm à wen la, “Kə mu sə diʼ la yès a dyʉ̀ ə zen fozhɨvə a mbo ko shə̀ʼ a vəwenə a zhɨ ə və kwʉʼ a?”
