MAT.1.1	Neꞌeŋa a Yesu one a David yaaŋ, ka a Abraham yaaŋ la yaanam yela. 
MAT.27.19	Ka Pilate n zinꞌin saria kadib zinꞌigin la, ka o poꞌa tolim tis o labaar ye, “Yiisimi fu nuꞌug ne popielim daana la yela ni; ka man zaansim o yela yuꞌuŋ ka li daam man bedego.”
MAT.27.20	Ka kpeenmnam la nyaŋe ke ka nidib la yel Pilate ye, o basim Barabbas, ka ku Yesu.
MAT.27.21	Ka Gomena la lem buꞌosi ba yaꞌas ye, “Nidib ayi nwa, ya bood ye m basi anoꞌone?”
MAT.27.21	Ka ba lebis ye, “Barabbas.”
MAT.27.22	Ka Pilate buꞌosi ba ye, “Ya ye m niŋ Yesu, on ka ba buon Kiristo la wala?”
MAT.27.22	Ka ba tansid ye, “Kpaꞌam o dapuudir zug kuu o.”
MAT.27.23	Ka o buꞌosi ba ye, “O tuumbeꞌed a bo?”
MAT.27.23	Ka ba lem tansid bedego ye, “Kpaꞌam o dapuudir zug, kpaꞌam o dapuudir zug.”
MAT.27.24	Ka Pilate nye ka o ku nyaŋe niŋ siꞌel la, ka tukpeedug duꞌed bedego la, ka o nok kuꞌom pie o nuꞌusi ba wusa tuon ka yel ye, “Mam baꞌa kaeꞌ dau kaŋa kuub yela nii. Li ane ya yela.”
MAT.27.25	Ka nidib la lebis ye, “O kuub la yela doli tinam ne ti yaas.”
MAT.27.26	Ka o bas Barabbas tisi ba, ka ke ka ba buꞌ Yesu ne kpaꞌasa ka nok o tis ye ba kpaꞌ o dapuudir zug.
MAT.27.27	Ka Gomena la sogianam mor Yesu kpenꞌ Gomena la yin ka ba wusa laꞌase giligi o, 
MAT.27.28	ka pilig o fuug ka yeel o fuzenꞌug, 
MAT.27.29	ka maal gonꞌos zugpibigi n pid o ka nok dansaar niŋi o datiuŋ nuꞌugin, ka laꞌad o yet ye, “Naa, Jew dim naꞌaba.” 
MAT.27.30	Ka tubis nintoond mad o, ka nok dansaar nweꞌ o zug. 
MAT.27.31	Ka bane laꞌ o naae la ka ba zaŋ fuzenꞌug la ka lebis o meŋ fuudi yeel o, ka mor o keŋ ye ba kpaꞌ o tabil dapuudir zug.
MAT.27.32	Ban daa yit la, ka nye dau one yi Sairene teŋin, ka o yuꞌur buon Simon, ka ba mugus o ye o ze dapuudir la. 
MAT.27.33	Ka ba paae zinꞌisiꞌa ka li yuꞌur buon Golgota, li gbin ane zunwana zinꞌig. 
MAT.27.34	Ka ba nok daam gendig ne buntoogi n tis o ye o nu. Ka on lemi li la ka zanꞌas nuub. 
MAT.27.35	Ka ba kpaꞌ o dapuudir zug ka nok o fuud n bugul bugulum n pudugi tis ba meŋ, 
MAT.27.36	ka yuꞌun zinꞌi gosid o. 
MAT.27.37	Ka ba sobi tabili o zug baba yelkan zug ka ba gbanꞌ o la,
MAT.27.38	Ka ba me kpaꞌ naꞌayiis baba ayi n kpiꞌel Yesu, ka yinni be o datiuŋ ka oŋa la be o dagobug. 
MAT.27.39	Ka bane gati anina baba ka nye o la gomisidi ba zut ka tuꞌud o yet ye, 
MAT.27.40	“Fune yet ye fu na nwaꞌe Winaꞌam puꞌusum yir la ka lem meꞌ li daba atanꞌ poogin la, dinzugo faaenmi fu meŋ. Fu yaꞌa sid ane Winaꞌam Biiga, fun naamim dapuudir la zug sig na.”
MAT.27.41	Ala men ka maalmaan kpeenmnam ne gbauŋmiꞌidib ne kpeenmnam sieba laꞌad o n yet ye, 
MAT.27.42	“O suŋid sieba, ka lee ku nyaŋe suŋ o meŋa. One n a Israel dim naꞌab la, din la o sigim dapuudir zug nannanna na, ka ti naan siak o. 
MAT.27.43	O niŋ Winaꞌam yadda ye o a sida sob, ka Winaꞌam yaꞌa noŋ o, on faaenmi o nannanna, bozugo o ye o ane Winaꞌam Biig.” 
MAT.27.44	Ka naꞌayiis bane ka ba kpaꞌa kpiꞌel o la me tuꞌud o ala.
MAT.27.45	Ka nintaŋ buluŋ ka zinꞌig wusa lebug lik n ti paae zaamnoor, karefa atanꞌ. 
MAT.27.46	Saŋkan la ka Yesu tans ne kukotitaꞌar ye, “Eli, Eli, lama sabaktani.” Li gbin ane ye, “M Winaꞌam, m Winaꞌam, bo ka fu basi ma?”
MAT.27.47	Ka bane ziꞌe kpiꞌe anina ka wumi li la sieba yel ye, “Dau la buoni Elija.”
MAT.27.48	Ka yinni zo keŋ zaŋ sooso n los danmiꞌisugin niŋ kikanꞌar zugin n tis o ye o nu. 
MAT.27.49	Ka bama la yet ye, “Ti guꞌusim ka gos ye Elija na kena suŋ o bee.”
MAT.27.50	Ka Yesu tans ne kukotitaꞌar ka nyaan kpi.
MAT.27.51	Ka fuug lin beŋ Winaꞌam puꞌusum doog zinꞌis ayi la aaenn zugini, hale ti paae teŋin, zinꞌis ayi. Ka teŋ dam, ka tampiins nwaꞌ, 
MAT.27.52	ka yaad yoꞌos ka popielim dim bedego bane daa kpi la vuꞌug kumin, 
MAT.27.53	ka yi yaadin la na. Ka Yesu n ti vuꞌug kumin la ka ba kpenꞌ Jerusalem ka nidib bedego nye ba.
MAT.27.54	Ka sogianam ne ba kpeenm bane ziꞌe gur Yesu la nye ka teŋ la dam la, ne line naam la, ka dabiem kpenꞌe ba hale ka ba yel ye, “O sid ane Winaꞌam Biig.”
MAT.27.55	Ka poꞌab bedego bane yi Galilee n daa suŋid Yesu la, doli kena ziꞌe lalle sa n gosid o. 
MAT.27.56	Ba sieba ane Meeri Magdalene ne Meeri one a Jemes ne Josef ma la, ne Zebedee biis la ma.
MAT.27.57	Ka zaam maꞌae ka dau soꞌ paae na ka o yuꞌur buon Josef one yi Aramatea na, o ane kpanꞌa ka lem a Yesu nyaꞌandol, 
MAT.27.58	ka kenn Pilate saꞌan na n sos o ye o tis suer ka o zaŋ Yesu niŋgbiŋ la keŋ mum. Ka Pilate bas noor ye ba tisim o. 
MAT.27.59	Ka Josef zaŋ kuꞌum la vilig ne pien pielig, 
MAT.27.60	ka mum kuꞌum la, on Josef meŋ yapaalig kane ka ba tu tampiing zug la. Ka bilig kugtitaꞌar ligil yaug la noor. 
MAT.27.61	Meeri Magdalene ne Meeri soꞌ da zinꞌi anina kpaꞌa yaug la. Daar kan la ka Jew dim tiebid ba vuꞌusum daar yela.
MAT.27.62	Ka vuꞌusum daar kane pinꞌin daar kan zaam la, ka maalmaan kpeenmnam ne Farisee dim laꞌas Pilate saꞌan na 
MAT.27.63	n yel o ye, “Zugsoba, ti tenr ye damaꞌa la da nan voe la, o da yel ye, ‘M na vuꞌug kumin daba atanꞌ daar.’ 
MAT.27.64	Dinzugo basim noor tisi ti ka ti gur yaug la suꞌuŋa n ti paae daba atanꞌ la, ka li yaꞌa kaꞌa ala o nyaꞌandolib la na zu kuꞌum la keŋ, ka maꞌ nidib ye o vuꞌug kumin, ka damaꞌa kaŋa nwa yuꞌun na gaad yiigin la.”
MAT.27.65	Ka Pilate yeli ba ye, “Ya mor sogianam bane gur, kel ka ba gur yaug la ka soꞌ ku nyaŋe kpenꞌe wuu yaname na bood siꞌem la.” 
MAT.27.66	Ka ba keŋ niŋ ala, n zanbil kugir la ka ke ka sogianam guri li.
MAT.28.1	Ka Jew dim vuꞌusum daar n gaad la, Alasidaar bekeeung, ka Meeri one yi Magdala ne Meeri soꞌ isig keŋ ye ba kaae yaug la.
MAT.28.2	Ka teŋgbauŋ dam hale, bozugo Zugsob malek yi arazana sig na n bilig kugir la, ka ke yaug la noor, ka zinꞌi kugir la zug. 
MAT.28.3	Ka o nindaa nyeen wuu saa iansug ne. Ka o fuug pelig hale nyain. 
MAT.28.4	Ka dabiem kpenꞌ bane gur yaug la. Ka ba kirid wenne kuꞌum la.
MAT.28.5	Ka malek yel poꞌab la ye, “Da zoti dabiem, bozugo m miꞌ ye ya boodne Yesu, on ka ba daa ku la. 
MAT.28.6	O kaꞌ kpelaa. O vuꞌugne wenne on daa yel siꞌem la. Kemi na gos ban daa digil o ziꞌig siꞌa la. 
MAT.28.7	Kem toꞌoto n yel o nyaꞌandolib la ye, o vuꞌugiya ka bas kuꞌum. Ka o na deŋi ya tuon n keŋ Galilee teŋin. Anina ka ya na nye o. Li ane ameŋa ka m yeti ya.” 
MAT.28.8	Ka poꞌab la bas yaug la ne dabiem amaa ba daa mor sumalisim bedego ka keŋ toꞌoto ye ba yel o nyaꞌandolib la.
MAT.28.9	Toꞌoto yim ka Yesu tuꞌosi ba n puꞌusi ba. Ka ba kena igin o tuon n puꞌus o. 
MAT.28.10	Ka Yesu yeli ba ye, “Da zoti dabiem ka keŋ yel m baꞌabiis ye, ba kem Galilee teŋin, ka ba na nye m anina.”
MAT.28.11	Ka ban daa waꞌae la, sogianam sieba bane guri yaug la leb teŋ poogin la yel maalmaan kpeenmnam la line naam wusa. 
MAT.28.12	Ka ba laꞌas ne kpeenmnam sieba n gbanꞌe noor yinni ka tis sogianam ligidi bedego, 
MAT.28.13	ka yeli ba ye, “Yelimi nidib la ye o nyaꞌandolib la kene yuꞌuŋ na ka ya gbisid ka ba zu niŋgbiŋ la. 
MAT.28.14	Ka gomena la yaꞌa wum neꞌeŋa ti na maal suer ka ya yi yela ni.” 
MAT.28.15	Ka sogianam la diꞌe ligidi la ka tum wuu ban yeli ba siꞌem la. Ka labaar kaŋa yadig n gilig Jew dimin ti paae nannanna nwa.
MAT.28.16	Ka nyaꞌandolib piinayinni la keŋ Galilee n du zuekan ka Yesu daa yeli ba ye ba keŋ la. 
MAT.28.17	Ka ban nye o la, ka ba igini o tuon n naꞌas o, amaa sieba biꞌes o. 
MAT.28.18	Ka Yesu liꞌeli ba saꞌan ka yeli ba ye, “M diꞌe paŋ kane be arazana ne dunia ni wusa. 
MAT.28.19	Dinzugo kemi nidib buudi wusa ni, ka ke ka ba liebi nyaꞌandolib. Suumi ba Winaꞌam kuꞌom ne Baꞌ la yuꞌur zug ne Biig la yuꞌur zug ne Siig Suŋ la yuꞌur zug. 
MAT.28.20	Ka paꞌali ba m noyelug kan wusa ka m tisi ya la, ye ba siaki li. Baŋimi ka m na be ne ya saŋa wusa n ti paae dunia naar.”
MRK.1.1	Lina ane Yesu Kiristo one a Winaꞌam Biig la labasuŋ.
MRK.1.2	Li pinꞌil wuu Winaꞌam nodiꞌes Azaya n da sob siꞌem la.
MRK.1.2	“Winaꞌam yel ye,
MRK.1.2	‘Gosima, m na tumi m tumtum ka o deŋi fu tuon n maal suesuŋ fu zug.’
MRK.1.3	Soꞌ be moogin moon ne kukor titaꞌar yet ye,
MRK.1.3	‘Maalimi suer suꞌuŋa gur Zugsob la.
MRK.1.3	Keli ka suer a sapi n tis o.’ ”
MRK.1.4	Joon one daa suud nidib kuꞌom la da be moogin n moon n tisid nidib ye, “Basimi ya tuumbeꞌed ka diꞌe kuꞌom suub, ka Winaꞌam na yiis ya tuumbeꞌed n bas.” 
MRK.1.5	Ka nidib bedego yi Juuda soꞌolim ne Jerusalem teŋin n keŋ Joon saꞌan ka peligi ba poog yel o ba tuumbeꞌed. Ka Joon suu ba kuꞌom Joodan moꞌarin.
MRK.1.6	Joon daa yene fuud line a yugum konbid ka nok gbauŋ n lo o sia, ka o diib a naꞌazomnam ne siind. 
MRK.1.7	Ka o mooni tisid nidib ye, “Ninkane dol mam nyaꞌaŋ la, ane nintitaꞌar n gaad mam. M pu nar ne man na sebini o tuoni yidig o taꞌada nwiise. 
MRK.1.8	Mam suudi ya ne kuꞌom, amaa ninkane kenna la na suu ya ne Winaꞌam Siig Suŋ.”
MRK.1.9	Lin nyaꞌaŋ ka Yesu yi Nazaret line be Galilee soꞌolim la kena. Ka Joon suu o Joodan moꞌarin. 
MRK.1.10	Ka on daa dut kuꞌomin la, ka nye ka arazana zaꞌanoor yoꞌog, ka Winaꞌam Siig Suŋ sigid o zugin na wenne dawan ne, 
MRK.1.11	ka o wum kukor ka li yi arazana ni na n yel ye, “Fu ane mam binoŋir ka m sunf maꞌae fu yela.”
MRK.1.12	Toꞌoto yim ka Winaꞌam Siig Suŋ ke ka Yesu keŋ moogin. 
MRK.1.13	Ka o be ani n paae dabisa piisnaasi. Ka Sutaana kena n mak o. Moogin bunkonbid da be ani. Ka maleknam laꞌam kena n suŋ o.
MRK.1.14	Ban da yo Joon sarega ni la, li nyaꞌaŋ ka Yesu keŋ Galilee 
MRK.1.15	n moon Winaꞌam labasuŋ tisid nidib ka yel ye, “Li saŋa paae na. Winaꞌam soꞌolim kenna. Basimini ya tuumbeꞌed ka siak labasuŋ la.”
MRK.1.16	Ka Yesu n daa dol Galilee beuŋ noorin la, o nye ziŋgbanꞌadib ayi, Simon ne o pitu Andrew, ka ba gbanꞌad zimi; ka li ane ba tuuma. 
MRK.1.17	Ka o yeli ba ye, “Doli ne m ka man na paꞌali ya suer ka ya ke ka nidib dol man wuu ziŋgbanꞌadib n gbanꞌad zimi siꞌem la.” 
MRK.1.18	Ka ba kpelim basi ba zimi laꞌad la, ka dol o.
MRK.1.19	Ka o keŋ biꞌela, ka nye nidib ayi, bane a Zebedee biis Jemes ne Joon. Ka ba be aaruŋin maani ba zimi laꞌad. 
MRK.1.20	Ka o buoli ba, ka ba basi ba saam Zebedee ne o tumtumnib aaruŋin la, ka dol o.
MRK.1.21	Ka ba paae Kapeenum teŋin. Ka Jew dim vuꞌusum daar ka Yesu kpenꞌ Jew dim laꞌasug doogin n paꞌal nidib. 
MRK.1.22	O daa paꞌan nidib la ne kpiꞌeuŋ, ka li kaꞌ wuu gbauŋmiꞌidib paꞌan siꞌem laa. Ka paꞌalug la da lidig nidib la.
MRK.1.23	Ka dau daa be laꞌasug doogin la ka kikirig dol o. 
MRK.1.24	Ka o tans ye, “Yesu one yi Nazaret na, fu baꞌa bo be ti ni? Fu kena ye fu saꞌami tii? M miꞌ fun a soꞌ. Fu ane Winaꞌam one a suꞌum nyain la din.”
MRK.1.25	Ka Yesu tans kikirig la ye, “Kel vuud, ka yi o saꞌan.” 
MRK.1.26	Ka kikirig la ke ka dau la lu kpisiŋkpiꞌir, ka o kaas ne kukotitaꞌar ka nyaan yi dau la saꞌan.
MRK.1.27	Ka li lidig ba wusa, ka ba buꞌosid taaba ye, “Bo a neꞌ? Li ane paꞌalug paal bee? Dau kaŋa mor kpiꞌeuŋ pianꞌadi tisid kikiris ka ba siak o noor.” 
MRK.1.28	Lina kene ka Galilee soꞌolim wusa nidib wum Yesu yela toꞌoto.
MRK.1.29	Ka ban yi Jew dim laꞌasug doogin la n kpenꞌ Simon ne Andrew yin la, ka Jemes ne Joon me laꞌam doli ba. 
MRK.1.30	Ka Simon diem poꞌa mor nweꞌedug ka digi. Ka ba yel Yesu o yela. 
MRK.1.31	Ka o keŋ gbanꞌ o nuꞌug due o ziꞌel. Ka nweꞌedug la bas poꞌa la, ka o maali ba saauŋ.
MRK.1.32	Ka winig ti sobid ka nidib mor banꞌadnam bedego ne bane ka kikiris doli ba n kenn Yesu saꞌan na. 
MRK.1.33	Ka teŋ la nidib bedego laꞌas samanin. 
MRK.1.34	Ka Yesu tiꞌeb nidib bedego bane mor wiim konꞌob konꞌob la, ka kad kikiris bedego yiis. Yesu pu siak ka kikiris la yel siꞌela, bozugo ba pun miꞌ on a soꞌ.
MRK.1.35	Ka Yesu da due ka beog nam pu yuoe niere ka o yi teŋ poogin n keŋ moogin n ti sos Winaꞌam. 
MRK.1.36	Ka Simon ne o zuanam n yi ied o, 
MRK.1.37	ka ban nye o la, ka yel o ye, “Nidib wusa ied uf ne.”
MRK.1.38	Ka Yesu yeli ba ye, “Keli ka ti keŋ teens bane kpiꞌe la ka m me mool labasuŋ la anina, ka linzug ka m kena.” 
MRK.1.39	Ka o keŋ gilig Galilee soꞌolim wusa ka moon labasuŋ la Jew dim laꞌasug doogin ka kat kikiris n yiisid.
MRK.1.40	Ka kukom kenn Yesu saꞌan na n igin sos o ye, “Li yaꞌa a fu boodim fun ke ka m nye laafe ka lieb nyain.”
MRK.1.41	Ka Yesu zo o nimbaanlig ka siꞌis o, ka yel ye, “M bood ala, liebin nyain.” 
MRK.1.42	Ka o wiim la kpelim bas o. Ka o niŋgbiŋ lebi a nyain.
MRK.1.43+MRK.1.44	Ka Yesu saꞌal o ne kpiꞌeuŋ ye, “Mit ka fu yel soꞌ li yela. Amaa kem noki fu meŋ n paꞌal Winaꞌam maalmaan la, ka maal maan n tis Winaꞌam wuu Moses daa ziꞌel siꞌem la fu laafe nyeeb la zug. Ka li na paꞌal nidib wusa ye fu mor laafe nannanna.” Ka Yesu naan bas o ka o keŋ. 
MRK.1.45	Amaa on yi la, o pinꞌil n moon paalo ni. Ka li tiig zinꞌig wusa. Dinzug ka Yesu da pu siaki nie o meŋ teŋ poosine, ka kpelim teŋ kpemisin. Ka nidib yi zinꞌis wusa kenn o saꞌan na.
MRK.2.1	Ka dabisa biꞌela nyaꞌaŋ ka Yesu leb Kapeenum. Ka ba wum o labaar ye o be yin la. 
MRK.2.2	Ka nidib bedego laꞌas na n galis, hale ka paalo kaeꞌ ka nidib na kpenꞌ yaꞌasa, ka zaꞌanoor la muk. Ka o paꞌali ba Winaꞌam labasuŋ la. 
MRK.2.3	Ka nidib anaasi ze dau soꞌ one benꞌ hale ti ponꞌolim n kenn o saꞌan na. 
MRK.2.4	Ka nidib la laꞌase zuꞌe ka ba ku tunꞌe paae Yesu saꞌan na la zug, ka ba du dokan ka Yesu daa be la n maal voonr ka sigis banꞌad la digil o tuon. O daa digne debir zug. 
MRK.2.5	Ka Yesu nye ban niŋ o yadda siꞌem la, ka yel banꞌad la ye, “M dapaala, m yiisi fu tuumbeꞌed la bas.”
MRK.2.6	Ka gbauŋmiꞌidib sieba, bane paꞌan nidib Winaꞌam noor yelug la, ziꞌe ani n tenꞌesidi ba sunya ni ye, 
MRK.2.7	“Bo ka dau kaŋa pianꞌad ala n saꞌamid Winaꞌam yuꞌure? Anoꞌon na tunꞌe n yiis tuumbeꞌed n basi, ka li yaꞌa kaꞌane Winaꞌam gullimne?”
MRK.2.8	Ka Yesu baŋ o potenꞌerin sa ye ba tenꞌesid ala, ka yeli ba ye, “Bo ka ya tenꞌesid ala? 
MRK.2.9	Line a naꞌana ye m yel n tis ponꞌor la? Man na yel ye, ‘Fu tuumbeꞌed yim ka bas uf,’ bee man na yel ye, ‘Duom ka zaŋ fu debire keŋe?’ 
MRK.2.10	Ala ka ya na baŋ ye Ninsaal Biig mor paŋ dunia nwa ni ye o yiis tuumbeꞌed n bas.” Ka o yel ponꞌor la ye, 
MRK.2.11	“Duom n zaŋi fu debir la n kul.” 
MRK.2.12	Ka ponꞌor la kpelim due n zaŋ o debir n gaad ba tuon n yi. Lina nwa lidigi ba wusa, ka ba duꞌos Winaꞌam yuꞌur suꞌuŋa n yet ye, “Ti nan ziꞌ nye nwa.”
MRK.2.13	Ka Yesu lem keŋ Galilee beuŋ noorin yaꞌas. Ka nidib bedego laꞌas o saꞌan na. Ka o paꞌali ba anina. 
MRK.2.14	Ka one gat la, o nye Alfeus biribiŋ Levi, ka o zinꞌi lampo doogin la. Ka Yesu yel o ye, “Duom na doli m.” Ka o due n dol o.
MRK.2.15	Ka Yesu zinꞌi Levi yin n dit, ka lampodiꞌesidib ne tuumbeꞌed dim bedego laꞌam dit ne Yesu ne o nyaꞌandolib, bozugo ba bedego yiti dol o. 
MRK.2.16	Ka gbauŋmiꞌidib ne Farisee dim n nye Yesu ka o dit ne lampodiꞌesidib ne tuumbeꞌed dim la, ka ba buꞌos o nyaꞌandolib la ye, “Bo ka o dit ne lampodiꞌesidib ne tuumbeꞌed dima?”
MRK.2.17	Ka Yesu n wum li la, ka yeli ba ye, “Bane mor laafe la pu bood tiꞌebugo. Amaa bane benꞌed n bood tiꞌebug. M pu kena ye m buol tuumsuma dima, amaa bane a tuumbeꞌed dim la.”
MRK.2.18	Ka Joon nyaꞌandolib ne Farisee dim da lood noor. Ka nidib kena n buꞌos Yesu ye, “Bo ka Joon nyaꞌandolib ne Farisee dim nyaꞌandolib lood noor, ka fun nyaꞌandolib pu lood noore?”
MRK.2.19	Ka Yesu lebis n buꞌosi ba ye, “Poꞌapaal sid zuanam na tunꞌe lo noor, ka poꞌapaal sid la kpelim be ba saꞌanee? Ayei. Poꞌapaal sid la kpelim n be ba saꞌan la, ba ku tunꞌe lood noore. 
MRK.2.20	Saŋa na ti paae, ka nidib na kena n yiis poꞌapaal sid la ba saꞌan, ka din saŋa ka ba yuꞌuŋ na lo noor.
MRK.2.21	“Nid ku zaŋ pien paalig n lig fukudugo. O yaꞌa niŋ ala, pien paalig la na ke ka fukudug la aaenn n gaad kudum la. 
MRK.2.22	Nid ku zaŋ dapaalig n su waa kuduginee. O yaꞌa niŋ ala, dapaalig la na ke ka waa la tans, ka daam ne waa la wusa saꞌam. Amaa li suꞌum ye dapaal n sune waa paaligin.”
MRK.2.23	Ka Jew dim vuꞌusum daar yinni, ka Yesu daa buŋid pood soogin. Ka ban ken la, o nyaꞌandolib pinꞌil n gisid ki. 
MRK.2.24	Ka Farisee dim buꞌos o ye, “Gosima, bo ka ba maan line kis vuꞌusum daare?”
MRK.2.25	Ka Yesu lebis n buꞌosi ba ye, “Yanam pu karem David ne o nidibi daa niŋ siꞌem koꞌom daa more ba ka li paki ba laa? 
MRK.2.26	O da kpenꞌ Winaꞌam doogin saŋkan ka Abiata a Winaꞌam maalmaan kpeenm la, ka onb Winaꞌam doogin bodobodo line pu suꞌum ye nidib onbid yoog yoogo, asee Winaꞌam maalmaanib gullim. Hale ka o tis nimbane be o saꞌan la men.”
MRK.2.27	Ka Yesu yeli ba ye, “Winaꞌam maal vuꞌusum daar ne ninsaalib zug, ka kaꞌ ye o maal ninsaalib ne vuꞌusum daar zugo. 
MRK.2.28	Ala zug, Ninsaal Biig la a Zugsob ka laꞌam soꞌe vuꞌusum daar la.”
MRK.3.1	Ka Yesu leb Jew dim laꞌasug doogin la, ka dau be anina, ka o nuꞌug kpi. 
MRK.3.2	Ka ninsieba n bood yela ye ba ziil Yesu la ka gosid o kii ye o na tiꞌeb banꞌad la vuꞌusum daar bee o ku tiꞌeb o. 
MRK.3.3	Ka Yesu yel dau kane ka o nuꞌug kpi la ye, “Yim tuon na”
MRK.3.4	Ka Yesu buꞌos nidib la ye, “Li a suꞌum ti wada poogin ye ti suŋ nidib ka tum tuumsuma vuꞌusum daar la, bee ti ku nidib ka tum tuumbeꞌede?” Ka ba sin.
MRK.3.5	Ka o gos nidib la gilig ka o sunf due. Ka on nye ka ba a zugkpiꞌeuŋ dim la, ka li ke ka o sunf saꞌam. Ka o yel dau la ye, “Tienmi fu nuꞌug la.” Ka o tienn. Ka li niŋ suꞌuŋa wuu nuꞌug kaŋa la ne. 
MRK.3.6	Ka Farisee dim yi ka gbanꞌe noor yinni ne Herod nidib la, ban na niŋ siꞌem n ku Yesu.
MRK.3.7	Ka Yesu ne o nyaꞌandolib yi keŋ Galilee beuŋin. Ka nidib bedego dol o. Nidib la da wum Yesu n tum tuum sieba ka yi Galilee ne Juuda 
MRK.3.8	ne Jerusalem ne Idumea ne Joodan moꞌar nyaꞌaŋ ne teens bane kpiꞌe Taya ne Sidon n kenn Yesu saꞌan na, 
MRK.3.9	ka ba yuꞌun laꞌase zuꞌe bedego. Ka Yesu yel o nyaꞌandolib la ye ba tiꞌebim aaruŋ n gur o, ka nidib la da ti mik oo. 
MRK.3.10	O daa tiꞌeb banꞌadnam bedego, ka sieba tusid taaba n bood ye ba paae siꞌis o. 
MRK.3.11	Ka nimbane ka kikiris doli ba yaꞌa nye o, ba lutne igini o tuon ka tans ye, “Fu ane Winaꞌam Biig.” 
MRK.3.12	Ka o yel kikiris la ye, ba mit ka ba na ke ka ba baŋ on a soꞌ.
MRK.3.13	Ka Yesu da keŋ zueya baba ka buol nimbane ka o bood, ka ba kena. 
MRK.3.14	Ka o gaŋ nidib piinayi ka buoli ba ye o Tumtumnib, ka o na tumi ba ka ba moon labasuŋ la, 
MRK.3.15	ka ba na mor kpiꞌeuŋ na kat kikiris n yiisid. 
MRK.3.16	Ba yuda da a Simon on ka Yesu pud o yuꞌur ye Piita, 
MRK.3.17	ne Zebedee biis Jemes ne Joon, ka o pudi ba yuꞌur ye Boaneges. Li gbin ane nimbane wenne satansug ne, 
MRK.3.18	ne Andrew ne Filip ne Bartolomew ne Mateo ne Tomas ne Alfeus biig Jemes, ne Tadus, ne Simon one ka ba buon Zeelot ka li gbin a one zabid Jew dim yela la, 
MRK.3.19	ne Judas Iskariot one da zam Yesu la.
MRK.3.20	Ka Yesu kul. Ka nidib la lem laꞌas bedego. Ka Yesu ne o nyaꞌandolib la pu nye yaꞌa na dii. 
MRK.3.21	Ka nidib yel ye, “O geemne,” ka Yesu yidim wum ka keŋ ye ba gbanꞌ o.
MRK.3.22	Ka gbauŋmiꞌidib sieba bane yi Jerusalem teŋ poogin kena yel ye, “Beelzebul dol o.” Ka sieba ye, “Li ane kikiris naꞌab one tis o paŋ kan ka o more kad kikiris n yiisid la.”
MRK.3.23	Ka Yesu buol nidib la laꞌas ka buꞌosi ba ye, “Sutaana na nyaŋe kad Sutaana?” Ka yeli ba ne siilis ye, 
MRK.3.24	“Teŋ yinni yaꞌa pudug taaba ye ba zab, teŋ kan ku yuuge. 
MRK.3.25	Yir yinni dim yaꞌa zabid ne taaba yi kaŋa na nwaꞌ. 
MRK.3.26	Ka Sutaananam yaꞌa mor weligir ne taaba, ba soꞌolim ku yuuge ka saꞌam wusa. 
MRK.3.27	Soꞌ kaeꞌ na nyaŋe kpenꞌ paŋ daan yin n vaae o laꞌade, yaꞌa kaꞌa o deŋi lo paŋ daan la n digil ka nan vaae laꞌad laa. 
MRK.3.28	Asida ka m yeti ya ye, Winaꞌam na nyaŋe tis ninsaal tuumbeꞌed wusa suguru laꞌam ne o tuꞌud wusa. 
MRK.3.29	Amaa soꞌ yaꞌa tuꞌu Winaꞌam Siig Suŋ la, o daana ku paam suguru. O maal tuumbeꞌed kane kaꞌ suguru.”
MRK.3.30	Ban yel ye kikirig dol o la zug ka o yel ala.
MRK.3.31	Ka Yesu ma ne o pitib paae na ka ziꞌen samanin n tum buol o. 
MRK.3.32	Ka nidib bedego zinꞌi gilig o. Ka ba yel o ye, “Fu ma ne fu pitib be samanin ka buon uf.” 
MRK.3.33	Ka Yesu buꞌosi ba ye, “Anoꞌone a m ma, ka anoꞌonam aa m pitiba?”
MRK.3.34	Ka gosi nimbane zinꞌi la gilig, ka yeli ba ye, “Bama aa m ma ne m pitib. 
MRK.3.35	Ninkane tum Winaꞌam boodim, on a m pitu ne m taunn ne m ma.”
MRK.4.1	Yesu lem pinꞌil n paꞌani ba yaꞌas beuŋ noorin. Ka nidib bedego laꞌas o saꞌan na. Ka o kpenꞌ aaruŋin n zinꞌi beuŋ poogin. Ka nidib la zanꞌasa be beuŋ noorin. 
MRK.4.2	Ka o paꞌani ba yela bedego ne siilima. Ka o paꞌalug la poogin o yeli ba ye, 
MRK.4.3	“Kelisimi, kpaad soꞌ daa be n keŋ ye o waal o bunbuuda. 
MRK.4.4	Ka on waan la, bunbuud sieba lu suer zug. Ka niis kena n di. 
MRK.4.5	Ka sieba lu zinꞌikan ka tan pu zuꞌe, ka a tampiins zut. Ka tan pu zuꞌe la zug ka li bul toꞌoto. 
MRK.4.6	Ka nintaŋi tulig la ka li ziank. Ka lin kaꞌ nyaꞌa la zug ka li zendig n kpi. 
MRK.4.7	Ka bunbuud sieba lu gonꞌos soogin. Ka gonꞌos la nobug n sianki ba. Ka ba pu wel biilii. 
MRK.4.8	Ka bunbuud sieba lu teŋsuŋ zug, ka bul n nobug, ka wel biili. Sieba wel piistanꞌ. Sieba wel piisyuobu. Ka sieba wel kobug.”
MRK.4.9	Ka Yesu yel ye, “One mor toba on wum.”
