GEN.1.1	A tîra Pathianin lei leh vân a siam khân 
1CH.11.31	Benjamina thlah Gibea khaw mi Ribaia fa Itaia te, Pirathon mi Benaia te, 
1CH.11.32	Nahale-gaas mi Huraia te, Arbat mi Abiela te, 
1CH.11.33	Baharum mi Asmaveta te, Saalbon mi Eliaba te, 
1CH.11.34	Gizon mi Hasema te, Herar mi Sagea fapa Jonathana te, 
1CH.11.35	Harar mi Sakara fa Ahiama te, Ura fa Elifala te, 
1CH.11.36	Mekerat mi Hefera te, Pelon mi Ahija te, 
1CH.11.37	Karmel mi Hezroa te, Ezbaia fa Naaraia te, 
1CH.11.38	Nathana unaupa Joela te, Hagria fa Mibhara te, 
1CH.11.39	Amon mi Zeleka te, Berot mi Naharaia te: ani hi Zeruii fapa Joaba râlthuam kengtu a ni; 
1CH.11.40	Jatir mi Ira leh Gareba te, 
1CH.11.41	Hit mi Uria te, Ahlaia fa Zabada te, 
1CH.11.42	Siza fa Adina te: ani hi Reubena thlahte zînga hotu a ni, a chipuite a ho, mi sawmthum nên; 
1CH.11.43	Maaka fa Hanana te, Mithna mi Josafata te, 
1CH.11.44	Asterat mi Uzia te, Aroer mi Hothama fa Sama leh Jeiela te, 
1CH.11.45	Tiz mi Simria fapa Jediaela leh a unau Joha te, Mahava mi Eliela te, 
1CH.11.46	Elnaama fa Jeribaia leh Josavia te, Moab mi Ithma te, 
1CH.11.47	Eliela te, Obeda te, Mezobia mi Jaasiela te.
1CH.12.1	Lal Saula hlauva Ziklag khuaa Davida a tlân lai khân, Saula chu an chipui Benjamin chi ni mah se, indo ṭhang sipai rinawm tak tak Benjamin chia miten an rawn pan a. 
1CH.12.2	Ding lam leh vei lam inang rengin thal kah nân an hmang thiam a, virvawmte an vawm thei a ni. 
1CH.12.3	Gibea mi Sama fa Ahiezera leh Joasa te chuan an ho va. Chûng sipaite chu hêngte hi an ni:
1CH.12.3	Azmaveta fa Jeziela leh Peleta,
1CH.12.3	Anathot khaw mi Beraka leh Jehua.
1CH.12.4	‘Pasalṭha sawmthum’ tih zînga
1CH.12.4	tel sipai hmingthang Gibea mi
1CH.12.4	Ismaela, Gedera mi Jeremia,
1CH.12.4	Jahaziela, Johanana leh Jozabada,
1CH.12.5	Harif mi Eluzaia, Jerimota,
1CH.12.5	Bealia, Semaria, Sefatia.
1CH.12.6	Kora thlah Elkana, Isia, Azarela,
1CH.12.6	Joezera, Jasobeama.
1CH.12.7	Gedor mi Jerohama fa Joela,
1CH.12.7	Zebadia.
1CH.12.8	Thlalêra a bîkna hmuna a awm laiin Gada thlah zînga indo ṭhang sipai hmingthang tak tak hêng mite hian an rawn pan a, phaw leh fei an hmang thiam êm êm a, sakeibaknei hlauhawm hmêl an pu a, khâm saza anga chak an ni. 
1CH.12.9	An lal dân indawtin an hming chu: Ezera te, Obadia te, Eliaba te, 
1CH.12.10	Mismana te, Jeremia te, 
1CH.12.11	Ataia te, Eliela te, 
1CH.12.12	Johanana te, Elzabada te, 
1CH.12.13	Jeremia te, Makbanaia te an ni.
1CH.12.14	Gada thlah sipai ṭhenkhat chu sâng hotu an ni a, a thar deuhte erawh chu za hotute an ni. 
1CH.12.15	Kum tîr, thla hmasa ber, Jordan lui len laiin lui chu an rawn kai a, lui chhak leh thlang lama awmte chu an ûm darh a.
1CH.12.16	Benjamin leh Juda thlah mi ṭhenkhat chu Davida awmna pûkah an kal a. 
1CH.12.17	Davida chuan a lo hmuak a, “Ka lamṭanga min pui tûra lo kal in nih chuan lâwm takin ka lo pawm ang che u; thil ṭha lo eng mah in chunga ka tih loh pawha ka hmêlmate kuta min pêk tum in nih chuan, kan pate Pathian chuan a hria a, a hrem ngei ang che u,” a ti a. 
1CH.12.18	An zînga hruaitu pakhat Amasaia chu Pathian thlarauvin a thuam a, hetiang hian thu a chham ta a:
1CH.12.18	“I mi kan ni e, David,
1CH.12.18	Jesaia fapa, I lamṭang kan ni.
1CH.12.18	Thlamuanna i hnênah awm sela,
1CH.12.18	I lamṭangte hnênah pawh awm sela,
1CH.12.18	Pathianin ṭanpui che rawh se,” a ti a.
1CH.12.18	Davida chuan a lo lâwm a, a sipai
1CH.12.18	hotu-ah te a dah hlawm a.
1CH.12.19	Filistia mite nên Lal Saula bei tûra Davida a thawh chhuah ve lai khân Manasea thlah zînga mi sipai ṭhenkhat chu Davida lamah an ṭang a. Filistia-ho hi a pui tak tak hman lo, an lal ṭhenkhatten an ringhlel a, a pu Saula lamah a ṭan thut an hlau va, Ziklag khuaah an tîr kîr a nih kha. 
1CH.12.20	Chutia a kîr lai chuan hêng Manasea thlah sipaite hian an rawn belh a ni: Adna te, Jozabada te, Jediaela te, Mikaela te, Jozabada te, Elihua te, Zilethaia te. Hêngho hi Manasea thlah zîngah sâng hotu ṭhalh an ni. 
1CH.12.21	Davida sipaiah an ṭang ta a, sipai hotu-ah te a lo dah a, sipai ṭha tak tak an ni. 
1CH.12.22	Ni tin deuhthaw mai Davida lama ṭang tûr mi an lo kal a, sipai tam tak a nei ta a.
1CH.12.24	Juda thlah aṭangin phaw leh fei keng mi sângruk leh zariat,
1CH.12.25	Simeona thlah zînga indo thiam tak tak sipai sângsarih leh za.
1CH.12.26	Levia chi aṭangin mi sângli leh zaruk.
1CH.12.27	Arona thlah, Jehoiada ho, mi sângthum leh zasarih.
1CH.12.28	Tlangvâl huai tak Zadoka leh a ṭhian sipai hotu mi sawmhnih leh pahnih.
1CH.12.29	Saula chipui, Benjamina thlahte, mi sângthum
1CH.12.29	(Benjamina thlah tam tak chu Saula lama ṭang an ni),
1CH.12.30	Efraim thlah zînga hmingthang tak tak mi sînghnih leh zariat.
1CH.12.31	Jordan thlang lama awm Manasea thlah, Davida lala siam tûra thlan chhuah mi sîngkhat leh sângriat.
1CH.12.32	Isakara thlah, hotu zahnih leh an hote. Hêng hotute hian Israel-te tih tûr leh an tih hun tûr an hre êm êm a ni.
1CH.12.33	Zebulun thlah mi sîngnga, hriam chi tinrêng hmang thiam; mi rinawm, rilru nghet pu mi an ni hlawm.
1CH.12.34	Naftalia thlah - hotu rual sângkhat leh an ho phaw leh fei keng ṭhalh mi sîngthum leh sângsarih.
1CH.12.35	Dana thlah, indo thiam mi sînghnih leh sângriat leh zaruk.
1CH.12.36	Asera thlah, indo tûra inpeih reng, mi sîngli.
1CH.12.37	Jordan chhak lama awm Reuben te, Gad te leh Manasea thlah te, hriam chi tinrêng hmang thiam mi nuaikhat leh sînghnih.
1CH.12.38	Hêng sipai rual, indo tûra inpeih rengte hi Davida chu Israel lala siam tum tlatin Hebron khuaah an lo kal a. Israel hnam dangte pawh Davida lala siam tûrin an lungrual hle a ni. 
1CH.12.39	Davida ho chuan ni thum chhûng an chipuite tân ruai an lo buatsaih chu an ei a, an in a. 
1CH.12.40	Hmâr lama awm Isakar-ho te, Zebulun-ho te, Naftali-ho te chuan chhangphut te, theipui te, grep pho ro te, uain te, oliv hriak te an rawn la a, sabengtung te, sanghâwngsei te, sakawr puakphur chi te, bâwng te an rawn phurhtîr zut zut a. Talh tûr berâm te, bâwng te an rawn khalh zut zut bawk a. Israel ram mite chu an lâwm êm êm a ni.
1CH.13.1	Sipai sâng hotute, za hotute leh hruaitute chu Davida chuan a berâwn a. 
1CH.13.2	Israel pungkhâwmho hnênah chuan “
1CH.13.3	Kan za-in kal ila. Pathian Thuthlung Bâwm kha i la ang u; Saula lal lai khân a ngaihsak si lo va,” a ti a. 
1CH.13.4	Mipui chuan ṭha an ti a, lâk chu an remti ta a.
1CH.13.5	Chhim lam Aigupta ramri aṭangin hmâr lam ramri, Hamath kalkhân thlengin Kiriat-jearim aṭanga Jerusalem-a Thuthlung Bâwm la tûr chuan Israel mite chu an ko khâwm a. 
1CH.13.6	Davida leh mipuite chuan Judai rama Baala khua, Kiriat-jearim an tih bawkah chuan an kal a, cherub chunga ṭhu 
1CH.13.7	Abinadaba in aṭang chuan Thuthlung Bâwm chu an la chhuak a, bâwng-tawlailîr tharah an dah a, Uza leh Ahioa chuan bâwng chu an khalh a. 
1CH.13.8	Davida leh mipuite chu Pathian chawimawiin theihtâwp chhuahin an lâm a. An zai a, ṭingṭangte an tum a, khuangtê te an vua a, darbenthek te an bêng a, tawtawrâwt te an hâm a.
1CH.13.9	Kidona hruih an thlen chuan bâwngte chu an inpal a, Uza chuan Thuthlung Bâwm chu a lo chelh a. 
1CH.13.10	Thuthlung Bâwm a khawih avâng chuan Uza chungah 
1CH.13.11	Davida chu a thinur a, Uza chu 
1CH.13.12	Davida chuan Pathian chu a hlau ta hle a, “Thuthlung Bâwm chu ka hâwn ngam dâwn em ni?” a ti a. 
1CH.13.13	Chuvângin, Davida chuan Thuthlung Bâwm chu Jerusalemah a hâwn ta lo va, Gath khaw mi ve rêng Obed-edoma inah a dah ṭha ta zâwk a. 
1CH.13.14	Chutah chuan thla thum a awm a, Obed-edoma te chhûngkua leh an thil neih zawng zawngte chu 
1CH.14.1	Insumdâwn tawn thuah Tura lal Hirama chuan Davida hnênah palai a tîr a. Lal in sak nân sidar thingtumte a pe a, lungchher thiam te leh thing dek thiam mistiri a ngaihtuahsak bawk a. 
1CH.14.2	 chuan Israel-te chunga a lalna chu a tinghetin a mi Israel-te avângin a ram pawh a chawimawi ta hle tih Davida chuan a hria a.
1CH.14.3	Davida chuan Jerusalem-ah nupui tam tak a neih belh a, fanu fapa pawh a neih belh ṭeuh bawk. 
1CH.14.4	Jerusalem-a a fate chu hêngte hi an ni: Samua, Sobaba, Nathana, Solomona, 
1CH.14.5	Ibhara, Elisua, Elpeleta, 
1CH.14.6	Noga, Nefega, Jafia, 
1CH.14.7	Elisama, Beeliada, Elifeleta.
1CH.14.8	Filistia mite chuan Davida chu Israel ram pumah a lal ta tih an hriatin amah chu man tumin an sipaite an tîr a. Davida chuan a lo hriatin bei lêt tûrin a thawk chhuak a, 
1CH.14.9	Filistia sipaite chuan Refa-ho ruam an tih chu an lo thleng a, mite chu an rawk ta a. 
1CH.14.10	Davida chuan, “Filistia-ho hi ka bei ang em? Min hnehtîr ang em?” tiin Pathian a râwn a. 
1CH.14.11	Davida chuan Baal-Perazim-ah a bei a, a hneh ta a. “Hmêlma sipaite chu tuilian hrût ang hrimin Pathianin min sawisaktîr hi,” a ti a. Chu hmun chu Baal-Perazim an vuah ta a. 
1CH.14.12	Filistia-ho chuan an pathian lemte chu an tlânchhiatsan a, Davida chuan a hâltîr vek a.
1CH.14.13	Rei lo tê hnuah, chu hmunah bawk chuan Filistia-ho an lo kal leh a, chûng lai mite chu an rawk a. 
1CH.14.14	Davida chuan Pathian a râwn leh a, Ani chuan, “He lam aṭang hi chuan bei mai suh, râl lehlama thingtheihmu hmunah sâwn kal kual la, chuta ṭang chuan bei ang che, 
1CH.14.15	Thingtheihmu lêra kal thâwm ang ri ṭhup ṭhup i hriat veleh chê ang che. Filistia sipaite sawisa tûrin i hnênah ka lo kal dâwn a ni,” a ti a. 
1CH.14.16	Pathian thupêk ang chuan Davida chuan a ti a, Gibeon aṭangin Gezer thleng rawkin Filistia-ho chu a ûm ta a. 
1CH.14.17	Davida hming chu ram tinah a thang ta a, 
1CH.15.1	Davida chuan ama chên nân “Davida khawpuiah” in a sa hlawm a. Pathian Thuthlung Bâwm dahna tûr hmun a buatsaih a, puan in a kaih bawk a. 
1CH.15.2	“Levia chi chauhvin Thuthlung Bâwm chu an zâwn tûr a ni, a zâwntu atân leh kumkhuaa a rawngbâwltu atân 
1CH.15.3	Davida chuan Israel mi zawng zawng chu Jerusalem-ah, Thuthlung Bâwm dahna tûr a buatsaihah chuan dah tûrin a pun khâwm a. 
1CH.15.4	Arona thlah leh Levia chite chu a ko khâwm a, 
1CH.15.5	Levia chi, Kohata thlahte chu mi za leh sawmhnih, Uriela hovin an lo kal a. 
1CH.15.6	Meraria thlah aṭangin mi zahnih leh sawmhnih, Asaia hovin an lo kal a. 
1CH.15.7	Gersona thlah aṭangin mi za leh sawmthum, Joela hovin an lo kal a; 
1CH.15.8	Elizafana thlah aṭangin mi zathum, Semaia hovin an lo kal a. 
1CH.15.9	Hebrona thlah aṭangin mi sawmriat, Eliela hovin an lo kal a. 
1CH.15.10	Uziela thlah aṭangin mi za leh sâwm leh pahnih, Aminadaba hovin an lo kal bawk a.
1CH.15.11	Davida chuan puithiam Zadoka leh Abiathara chu a ko va, Levia chi mi paruk, Uriela te, Asaia te, Joela te, Semaia te, Eliela te, Aminadaba te pawh chu a ko va, 
1CH.15.12	an hnênah, “Levia chi hruaitute in ni a, inthian thianghlim ula, in Levia chipuite pawh thian thianghlim rawh u. 
1CH.15.13	Lâk kan tum hmasak ṭum khân in tel ve lo va, 
1CH.15.15	Mosia hnêna 
1CH.15.16	Levia chite chu zaipâwl te, perhkhuang tuma dârbenthek bêng pâwl te insiam tûrin an hotute chu Davida chuan a hrilh a. 
1CH.15.17	Dârbenthek ring taka bêng tûrin hêng mite hi an ti a: 
1CH.15.18	Joela fapa Hemana te, a unau Berekia fapa Asafa te, 
1CH.15.19	an unau Meraria thlah zînga mi Kusaia fapa Ethana te. 
1CH.15.20	Anniho hi ṭanpuia perhkhuang fiak chi perh tûrin hêng Levia chite hi an ruai a: Zekaria, Aziela, Semiramota, Jehiela, Unia, Eliaba, Maaseia, Benaia. 
1CH.15.21	Perhkhuang ri thum perh tûrin Levia chi hêngte hi an thlang chhuak: Matithia, Elifelehua, Mikneia, Azazia, Tempul pulis Edoma leh Jeiela te nên.
1CH.15.22	Kenania chu thil tum thiam tak a ni a, Levia chi, rimawi tumtute chu an hotîr a. 
1CH.15.23	Berekia leh Elkana chu Obed-edoma leh Jehia nên Thuthlung Bâwm vêngtuah an ruat a. 
1CH.15.24	Puithiam Sebania te, Josafata te, Nethanela te, Amasaia te, Zekaria te, Benaia te, Eliezara te chu Thuthlung Bâwm hmaa kal a, tawtawrâwt hâmtuah an thlang a.
1CH.15.25	Lal Davida te, Israel upa te leh Sipai sâng hotute chu Obed-edoma inah Thuthlung Bâwm la tûr chuan hlim takin an kal a. 
1CH.15.26	 chuan Levia chi, Thuthlung Bâwm zâwntu tûrte a ṭanpui duh nân a hnênah bâwngpa pasarih leh berâm pasarih an hlân a. 
1CH.15.27	Davida chuan puan zai sîn ṭha ber chi a sin a, hla satute pawh, an hotu Kenania leh Bâwm zâwntute nên chutiang chuan an inthuam a; Davida chuan puan zai sîn Efod a inbel bawk a. 
1CH.15.28	Israel mi zawng zawng chu hlim takin an au va, tawtawrâwt te, berâm kîte an hâm a, dârbenthek te an bêng a, perkhuang te perh chungin Thuthlung Bâwm chu Jerusalem-ah an chhawm chho ta a.
1CH.15.29	Khuaa Bâwm an zâwn luh lai chuan Saula fanu Mikali chuan tukverhah a lo thlîr a, Lal Davida lâwma a lâm leh a zuang vêl chu a zu hmu a, a hmusit rilru hle a.
1CH.16.1	Thuthlung Bâwm chu Davida buatsaih puan inah chuan an zâwn lût a, an dah ta a. 
1CH.16.2	Davida chuan thilhlan a tih zawh chuan 
1CH.16.3	ei tûr a sem vek a, Israel rama mi zawng zawng, mipa pawh, hmeichhia pawh, chhang tlang khat leh sa hem hmin hrang khat, grep pho ro tlêm nên a pe ṭheuh va.
1CH.16.4	Thuthlung Bâwm hmaa 
1CH.16.5	Asafa chu an hotu ber a ni; Zekaria chu a dawttu a ni; Jeiela te, Semiramota te, Jehiela te, Matithia te, Eliaba te, Benaia te, Obed-edoma te, Jeiela te chu perhkhuang leh ṭingṭang tum tûr an ni a, Asafa chu dârbenthek ring taka bêngtu tûr a ni. 
1CH.16.6	Puithiam pahnih, Benaia leh Jahaziela chu Thuthlung Bâwm hmaa a khât tâwka tawtawrâwt hâm ṭhîn tûra ruat an ni. 
1CH.16.7	Asafa leh a Levia chipuite 
1CH.16.8	A hming lam bawk rawh u.
1CH.16.8	A thiltih hi hnam tinrêng hrilh rawh u.
1CH.16.9	Amah fakin zai ula,
1CH.16.9	Thil mak a tih zawng zawng hi hril rawh u.
1CH.16.10	A hming thianghlim hi chhuang ula,
1CH.16.11	Ani chu pan fo rawh u.
1CH.16.12	A thiltih ropui tak te,
1CH.16.12	Thil mak a tih leh a rorêl dân te chu,
1CH.16.12	Hre reng rawh u,
1CH.16.13	Aw, a chhiahhlawh Israela thlahte leh
1CH.16.13	A thlan Jakoba fate u,
1CH.16.13	hre reng rawh u.
1CH.16.14	Ani chu 
1CH.16.14	Khawvêl pum puia rorêltu a ni.
1CH.16.15	A thuthlung chu hre reng rawh u,
1CH.16.15	Chhuan sâng tâna a thupêk chu.
1CH.16.16	Abrahama hnêna a thuthlung leh
1CH.16.16	Isaka hnêna a thutiam chu a hre reng a ni. 
1CH.16.17	Chûng chu Jakoba thlahte Dân atân a nemnghet a,
1CH.16.17	Israel-te kumkhaw thuthlung atân. 
1CH.16.18	“Khai le, Kanan ram hi ka pe ang che u,
1CH.16.18	Ro atân in nei thliah ang,” a ti a.
1CH.16.19	Eng tham ni lo, mi tlêm tê,
1CH.16.19	Mikhual mai an nih lai pawh khân,
1CH.16.20	Hnam tinrêng zînga vâkvaiin,
1CH.16.20	Khaw tin chhiarin an pêm ṭhîn a.
1CH.16.21	Mahse, tu ma nêkchêp a phal lo va,
1CH.16.21	Anmahni avângin lalte a zilh zâwk a. 
1CH.16.22	“Ka hriakthih hi khawih suh ula,
1CH.16.22	Ka zâwlnei hi a pawi khawih hek suh u,” a ti.
1CH.16.23	Khawvêla mi zawng zawngte u,
1CH.16.23	Min chhandam thu lâwmawm hi ni tin puang rawh u.
1CH.16.24	A ropuizia hnam tin hnênah hril ula,
1CH.16.24	Mi tin hnênah thil mak a tihte chu puang rawh u.
1CH.16.25	Pathian dang zawng zawng aiin zah tûr a ni.
1CH.16.26	Hnam dang pathiante chu a lem mai an ni a,
1CH.16.27	Ropuina leh chawimawina chuan a hual vêl a,
1CH.16.27	A Hmun Thianghlim chu thiltihtheihna leh lâwmnain a khat.
1CH.16.28	Khawvêla hnam tinrêngte u,
1CH.16.29	Thilpêk kengin a inah lo haw rawh u,
1CH.16.29	Thianghlim leh mawia inthuamin
1CH.16.30	Lei mi zawng zawngte u, a hmaah khûr ula,
1CH.16.30	Lei pawh hi a nghîn theih lohna tûrin tihngheh a ni si a.
1CH.16.31	Vânte u, hlim ula, aw leilung, nang pawh lâwm rawh,
1CH.16.32	Tuifinriat leh a chhûnga awmte chu au dur dur rawh se,
1CH.16.32	Ram leh a chhûnga awm zawng zawng hlim se,
1CH.16.33	Ngawa thing zawng zawng pawh au hluah hluah rawh se,
1CH.16.33	Leia rorêl tûra a lo kal hunah chuan.
1CH.16.34	Ngil a nei kumkhua si a.
1CH.16.35	Aw 
1CH.16.35	Hnam dang zîng ata min hruai khâwm leh ang che.
1CH.16.35	I hming thianghlim kan fak ang a,
1CH.16.35	Ropui takin kan chawimawi ang che.
1CH.16.36	Chatuan chatuanin fak rawh u.
1CH.16.36	Mi zawng zawng chuan, ‘Amen,’ an lo ti a. 
1CH.16.38	Jeduthuna fapa leh a chipui mi sawmruk leh pahnih chuan an pui ṭhîn a ni. Hosia leh Obed-edoma chu kawngkhâr vêngtu an ni.
1CH.16.39	Puithiam Zadoka leh a puithiampui dangte chu 
1CH.16.40	Israel-te hnêna 
1CH.16.41	Hemana leh Jeduthuna pawh, mi dang thlan chhuahte nên an awm ve a, a hmangaihna dai ngai lo avânga 
1CH.16.42	Fakna hla an sak lo rem tûr tawtawrâwt te, dârbenthek te leh rimawi tumtute hotu chu Hemana leh Jeduthuna te hi an ni. Jeduthuna chipuite chu kawngkhâr vêngtu an ni.
1CH.16.43	Mi tin mahni in lamah an haw a, Davida pawh a chhûngte uap tûrin a hâwng a.
1CH.17.1	Lal Davida chu inah a awm ta deuh reng a. Ni khat chu zâwlnei Nathana a ko va, a hnênah, “Sidar thinga sak inah ka awm a, 
1CH.17.2	Nathana chuan, “I vei rilrûk ang chu ti ta che, Pathianin a awmpui zêl ang che,” a ti a. 
1CH.17.3	Nimahsela, chumi zân chuan Pathianin Nathana hnênah, 
1CH.17.4	“Kal ta la, ka chhiahhlawh Davida hnênah ka thu hi va hrilh rawh, ‘Nang zawng, ka chênna tûr Tempul satu tûr i ni lo ve. 
1CH.17.5	Israel mite Aigupta ram ata ka hruai chhuah aṭanga tûn thleng hian tempulah ka la awm ngai lo. Puan in mai maiah hlîr ka awm a, hmun hrang hrangah ka insawn ka insawn ṭhîn. 
1CH.17.6	Israel mite ka kalpui ṭhin laite khân, hruaitua ka ruat tu mah, sidar thinga Tempul min siamsak tûrin ka phût ngai lo.
1CH.17.7	“ ‘Chuvângin, ka chhiahhlawh Davida chu hrilh rawh; Kei, Engkim 
1CH.17.8	I kalna apiangah ka awmpui che a, i do, i hmêlma zawng zawngte chu ka hnehtîr zêl che a, khawvêla lal hmingthang berah ka siam dâwn che a ni. 
1CH.17.9	Tu man an tihduhdah tawh lohna tûr hmun, ka mi Israel-te tân ka thlang a, ka awmtîr tawh a, mi kawlh pui puiin an bei ṭhîn a; mahse, an bei tawh lo vang. 
1CH.17.10	Ka mi Israel-te tân chuan rorêltute ka ruatsak a. I hmêlma zawng zawng hnehpui che leh thlah tam tak pêk che ka tiam a. 
1CH.17.11	I thih hunah, i pate hnêna i kal hnu chuan i fate zînga pakhat chu lalah ka siam ang a, ka tilal êm êm ang. 
1CH.17.12	Ani chuan in mi saksak dâwn a ni, kumkhuaa lal tûrin ka dah nghet ang. 
1CH.17.13	A pa ka ni ang a, ka fapa a ni bawk ang. I lal hmaa lal ka hawisan ang khân ka hawisan lo vang. 
1CH.17.14	Ka mite leh ka ram chunga rorêltuah ka dah ang a, a thlahte ngeiin lalṭhutthlêng chu an chhawm zêl ang,’ ” a ti a.
1CH.17.15	Pathianin thu a hrilh leh a sawi zawng zawng chu Nathana chuan Davida a hrilh a.
1CH.17.16	Lal Davida chu Biakbûkah chuan a kal a, a ṭhu a, a ṭawngṭai a, “Aw 
1CH.17.17	Chu chu tâwk ti mai lovin ka thlahte pawh la tihṭhat zêl i tiam lehnghal a; a ni, aw 
1CH.17.18	Eng nge ka ngen leh chuan ang? I chhiahhlawh hi i hre tlang vek a ni. 
1CH.17.19	Aw 
1CH.17.20	Aw 
1CH.17.21	Israel mite ang pawh hi khawvêlah hnam dang an awm lo; bawih ata i tlan a, Aigupta ram ata i hruai chhuak a, thil ropui leh mak tak tak tiin khawvêl pumah i hming i chher tâk hi. 
1CH.17.22	Israel mite chu i mi ni kumkhua tûrin i ti ta a, Aw 
1CH.17.23	“Khai le, aw 
1CH.17.24	I hming a lo ropui ang a, i mite chuan ‘Engkim 
1CH.17.25	I chhiahhlawh chu hêng thil hi i hrilha, ka thlahte pawh an lal zêl dâwn tih i sawi avângin i hnênah hêng hi ka rawn sawi ngam a ni. 
1CH.17.26	Nang zawng, Aw 
1CH.17.27	An chunga ngil i neih zêlna tlâk an nih theih nân ka thlahte hi malsâwm la. Aw 
1CH.18.1	Nakin deuhvah chuan Filistia-ho chu Davida chuan a rûn a, a hneh a, Gath khawpui leh a vêl khuate chu a chhuhsak a. 
1CH.18.2	Moab-ho pawh a hneh a, a thuhnuaiah an awm a, a hnênah chhiah an chawi ṭhîn.
1CH.18.3	Hamath dep, Zoba lal Hadadezera chuan Eufretis lui hmâr lam ram neih a tum a, a beih avâng hian Davida chuan a rûn a. 
1CH.18.4	Davida chuan a sakawr-tawlailîr sângsarih leh sakawr chuang mi sângsarih leh kea kal sipai sînghnih a mansak a. Tawlailîr za hnûk thei tûr sakawr chu a zuah a, a dang chu an tha a chhahsak a.
1CH.18.5	Suria mi, Damaska lal chuan Hadadezera chu pui tûrin sipai a tîr a. Davida chuan a lo bei a, sipai sînghnih leh sânghnih a lo thahsak a. 
1CH.18.6	Suria ramah chuan sipai a dah a, Davida khualehtui an ni ta a, a hnênah chhiah an chawi a, 
1CH.18.7	Hadadezera ho rangkachak phawte chu a lâksak a, Jerusalem-ah a hâwn a, 
1CH.18.8	Hadadezera khua Tibhat leh Kun khua aṭang pawhin dâr tam tak a la a, chûng chuan Solomonan Tempula tuizêm te, dâr ban te, leh bêl te a siam a. 
1CH.18.9	Hamath lal Toia chuan Hadadezera leh a sipaite chu Davidan a hneh tih a lo hria a. 
1CH.18.10	Toia leh Hadadezera hi an indo fo tawh ṭhîn a, Davida hian a hneh tâk avângin lo hmuak tûr leh lâwmpui tûrin a fapa Jorama chu Toia chuan a tîr a. Jorama chuan rangkachak te, tangkarua te leh dâra siam thil tam tak te a pe a. 
1CH.18.11	Davida chuan, Edom-ho te, Moab-ho te, Amon-ho te, Filistia-ho te leh Amalek-ho te a chhuhsak, rangkachak te, tangkarua te leh dâr te chu Tempul sak nân a pe vek a.
1CH.18.12	Zeruii fapa Abisaia chuan Chikhur ruamah Edom-ho sîngkhat leh sângriat a that a. 
1CH.18.13	Edom ramah chuan sipai a dah thluah a, Davida khualehtui an ni ta a. 
1CH.18.14	Davida chu Israel zawng zawng lal a ni ta a; tu mah hleih nei lovin ro a rêlsak ṭhîn.
1CH.18.15	Zeruii fapa Joaba chu sipai hotu lal ber a ni a, Ahiluda fapa Jehosafata chu Ziaktu lian a ni. 
